Orthogroup	AAEG.longest_only	DSAN.longest_only
OG0003675	LOC5567856|XP_001651881.1|AAEG	LOC120447588|XP_039484993.1|DSAN
OG0003676	LOC5567854|XP_021698257.1|AAEG	LOC120447560|XP_039484951.1|DSAN
OG0003677	LOC5576040|XP_001662376.1|AAEG	LOC120450271|XP_039489118.1|DSAN, LOC120457500|XP_039500989.1|DSAN
OG0003678	LOC5564253|XP_021712464.1|AAEG, LOC110676109|XP_021698350.1|AAEG	LOC120450234|XP_039489046.1|DSAN
OG0003679	LOC5564308|XP_001648652.1|AAEG	LOC120447772|XP_039485258.1|DSAN
OG0003680	LOC5568838|XP_001658204.2|AAEG	LOC120444754|XP_039480617.1|DSAN
OG0003681	LOC5568875|XP_021698385.1|AAEG	LOC120447186|XP_039484609.1|DSAN
OG0003682	LOC5568874|XP_021698400.1|AAEG	LOC120454059|XP_039494998.1|DSAN
OG0003683	LOC5572106|XP_021698409.1|AAEG	LOC120446990|XP_039484225.1|DSAN
OG0003684	LOC5574160|XP_001655069.1|AAEG	LOC120450222|XP_039489033.1|DSAN
OG0003685	LOC5571938|XP_021698447.1|AAEG	LOC120448920|XP_039487077.1|DSAN
OG0003686	LOC5569619|XP_001652901.1|AAEG	LOC120445791|XP_039482335.1|DSAN
OG0003687	LOC5569616|XP_021698472.1|AAEG	LOC120446921|XP_039484097.1|DSAN
OG0003688	LOC5565346|XP_001649689.1|AAEG	LOC120445622|XP_039482069.1|DSAN
OG0003689	LOC5563919|XP_021698485.1|AAEG	LOC120449042|XP_039487264.1|DSAN
OG0003690	LOC5569604|XP_021698487.1|AAEG	LOC120448373|XP_039486277.1|DSAN
OG0003691	LOC110676131|XP_021698493.1|AAEG, LOC110675143|XP_021695216.1|AAEG	LOC120449991|XP_039488635.1|DSAN
OG0003692	LOC5569591|XP_021698549.1|AAEG	LOC120454858|XP_039496375.1|DSAN
OG0003693	LOC5570788|XP_001653292.1|AAEG	LOC120450365|XP_039489283.1|DSAN
OG0003694	LOC5570794|XP_001653296.1|AAEG	LOC120447891|XP_039485436.1|DSAN
OG0003695	LOC5564902|XP_001649245.2|AAEG	LOC120448791|XP_039486916.1|DSAN
OG0003696	LOC5579150|XP_021698648.1|AAEG	LOC120445549|XP_039481955.1|DSAN
OG0003697	LOC5572295|XP_021698721.1|AAEG	LOC120445075|XP_039481177.1|DSAN
OG0003698	LOC5572284|XP_001653969.1|AAEG	LOC120449518|XP_039487961.1|DSAN
OG0003699	LOC5567317|XP_021698753.1|AAEG	LOC120444650|XP_039480413.1|DSAN
OG0003700	LOC5572272|XP_001653957.2|AAEG	LOC120444761|XP_039480624.1|DSAN
OG0003701	LOC5572269|XP_001653954.1|AAEG	LOC120458351|XP_039501902.1|DSAN
OG0003702	LOC5572266|XP_001653951.1|AAEG	LOC120450643|XP_039489731.1|DSAN
OG0003703	LOC5574042|XP_021698766.1|AAEG	LOC120450081|XP_039488808.1|DSAN
OG0003704	LOC5575360|XP_001661892.2|AAEG	LOC120450257|XP_039489081.1|DSAN
OG0003705	LOC5572191|XP_021698801.1|AAEG	LOC120443904|XP_039479267.1|DSAN
OG0003706	LOC5565819|XP_021698841.1|AAEG	LOC120450036|XP_039488723.1|DSAN
OG0003707	LOC5575064|XP_021698851.1|AAEG	LOC120448568|XP_039486562.1|DSAN
OG0003708	LOC5566015|XP_021698872.1|AAEG	LOC120447879|XP_039485422.1|DSAN
OG0003709	LOC5566018|XP_001650384.2|AAEG	LOC120446459|XP_039483390.1|DSAN
OG0003710	LOC5566025|XP_021698881.1|AAEG	LOC120445103|XP_039481179.1|DSAN
OG0003711	LOC5574346|XP_001661381.1|AAEG	LOC120449358|XP_039487705.1|DSAN
OG0003712	LOC5565753|XP_001650112.2|AAEG	LOC120446266|XP_039483076.1|DSAN
OG0003713	LOC5574343|XP_001661378.2|AAEG	LOC120444897|XP_039480820.1|DSAN
OG0003714	LOC5574341|XP_021698911.1|AAEG	LOC120444896|XP_039480819.1|DSAN
OG0003715	LOC5577796|XP_021698955.1|AAEG	LOC120449575|XP_039488063.1|DSAN
OG0003716	LOC23687946|XP_021698970.1|AAEG	LOC120448481|XP_039486443.1|DSAN
OG0003717	LOC5577272|XP_001656371.1|AAEG	LOC120450505|XP_039489491.1|DSAN
OG0003718	LOC5574567|XP_021699003.1|AAEG	LOC120448523|XP_039486493.1|DSAN
OG0003719	LOC110676244|XP_021699030.1|AAEG	LOC120449257|XP_039487571.1|DSAN
OG0003720	LOC5573291|XP_021699052.1|AAEG	LOC120455184|XP_039497053.1|DSAN
OG0003721	LOC5573292|XP_001654507.1|AAEG	LOC120445975|XP_039482640.1|DSAN
OG0003722	LOC5564044|XP_021699093.1|AAEG	LOC120448092|XP_039485825.1|DSAN
OG0003723	LOC5577458|XP_001663389.1|AAEG	LOC120450226|XP_039489037.1|DSAN
OG0003724	LOC5575702|XP_001662153.1|AAEG	LOC120449059|XP_039487288.1|DSAN
OG0003725	LOC5575495|XP_021699130.1|AAEG	LOC120449404|XP_039487783.1|DSAN
OG0003726	LOC5579263|XP_021699132.1|AAEG	LOC120448294|XP_039486166.1|DSAN
OG0003727	LOC5565706|XP_021699195.1|AAEG	LOC120447916|XP_039485502.1|DSAN
OG0003728	LOC5566098|XP_021699212.1|AAEG	LOC120451936|XP_039491891.1|DSAN
OG0003729	LOC5566099|XP_021699209.1|AAEG	LOC120450133|XP_039488892.1|DSAN
OG0003730	LOC5573007|XP_021699256.1|AAEG	LOC120450305|XP_039489184.1|DSAN
OG0003731	LOC5574538|XP_001655189.2|AAEG	LOC120450171|XP_039488953.1|DSAN
OG0003732	LOC5575610|XP_021699284.1|AAEG	LOC120449545|XP_039488006.1|DSAN
OG0003733	LOC5572983|XP_001654307.2|AAEG	LOC120447901|XP_039485477.1|DSAN
OG0003734	LOC5578843|XP_021699297.1|AAEG	LOC120449642|XP_039488169.1|DSAN
OG0003735	LOC5578853|XP_021699343.1|AAEG	LOC120444797|XP_039480679.1|DSAN
OG0003736	LOC5578854|XP_001664061.1|AAEG	LOC120445799|XP_039482345.1|DSAN
OG0003737	LOC5578877|XP_001664064.2|AAEG	LOC120446952|XP_039484138.1|DSAN
OG0003738	LOC5572868|XP_001660627.2|AAEG	LOC120446352|XP_039483212.1|DSAN
OG0003739	LOC5572863|XP_021699395.1|AAEG	LOC120447180|XP_039484592.1|DSAN
OG0003740	LOC5564603|XP_021699399.1|AAEG	LOC120458770|XP_039502481.1|DSAN
OG0003741	LOC5564600|XP_001648946.1|AAEG	LOC120447903|XP_039485483.1|DSAN
OG0003742	LOC5575203|XP_001661842.1|AAEG	LOC120450283|XP_039489134.1|DSAN
OG0003743	LOC5575925|XP_021699449.1|AAEG	LOC120444131|XP_039479628.1|DSAN
OG0003744	LOC5575924|XP_001655915.2|AAEG	LOC120458772|XP_039502483.1|DSAN
OG0003745	LOC5575920|XP_001655911.1|AAEG	LOC120445128|XP_039481209.1|DSAN
OG0003746	LOC5575915|XP_021699455.1|AAEG	LOC120445011|XP_039481009.1|DSAN
OG0003747	LOC5570352|XP_021699456.1|AAEG	LOC120450093|XP_039488820.1|DSAN
OG0003748	LOC5570351|XP_021699457.1|AAEG	LOC120448597|XP_039486631.1|DSAN
OG0003749	LOC5570349|XP_001653178.1|AAEG	LOC120449144|XP_039487412.1|DSAN
OG0003750	LOC5570348|XP_021699463.1|AAEG	LOC120449145|XP_039487413.1|DSAN
OG0003751	LOC5570347|XP_021699465.1|AAEG	LOC120449143|XP_039487404.1|DSAN
OG0003752	LOC110680767|XP_021712245.1|AAEG, LOC5570328|XP_021699497.1|AAEG	LOC120449690|XP_039488239.1|DSAN
OG0003753	LOC5570324|XP_001653151.2|AAEG	LOC120449039|XP_039487257.1|DSAN
OG0003754	LOC5570322|XP_001653149.2|AAEG	LOC120447826|XP_039485343.1|DSAN
OG0003755	LOC5578490|XP_021699523.1|AAEG	LOC120450345|XP_039489254.1|DSAN
OG0003756	LOC5570727|XP_001659319.2|AAEG	LOC120456410|XP_039499179.1|DSAN
OG0003757	LOC5574455|XP_021699561.1|AAEG	LOC120444568|XP_039480259.1|DSAN
OG0003758	LOC5576991|XP_001663093.2|AAEG	LOC120444592|XP_039480297.1|DSAN
OG0003759	LOC5576979|XP_021699583.1|AAEG	LOC120448217|XP_039486031.1|DSAN
OG0003760	LOC110680436|XP_021711925.1|AAEG, LOC5576976|XP_021699594.1|AAEG	LOC120446946|XP_039484131.1|DSAN
OG0003761	LOC5576975|XP_001663070.2|AAEG	LOC120448446|XP_039486394.1|DSAN
OG0003762	LOC5576974|XP_021699600.1|AAEG	LOC120448448|XP_039486397.1|DSAN
OG0003763	LOC110681304|XP_021712753.1|AAEG, LOC5568335|XP_021699608.1|AAEG	LOC120448949|XP_039487131.1|DSAN
OG0003764	LOC5574473|XP_021699619.1|AAEG	LOC120448140|XP_039485896.1|DSAN
OG0003765	LOC5574474|XP_001655133.2|AAEG	LOC120458701|XP_039502379.1|DSAN
OG0003766	LOC5567477|XP_001657450.1|AAEG	LOC120457095|XP_039500216.1|DSAN
OG0003767	LOC5570866|XP_001659377.1|AAEG	LOC120445150|XP_039481247.1|DSAN
OG0003768	LOC110676375|XP_021699654.1|AAEG	LOC120457760|XP_039501193.1|DSAN
OG0003769	LOC5570876|XP_001659386.1|AAEG	LOC120457782|XP_039501211.1|DSAN
OG0003770	LOC5578270|XP_021699665.1|AAEG	LOC120454868|XP_039496356.1|DSAN
OG0003771	LOC5578261|XP_021699680.1|AAEG	LOC120448145|XP_039485910.1|DSAN
OG0003772	LOC5569280|XP_001652813.2|AAEG	LOC120450293|XP_039489158.1|DSAN
OG0003773	LOC5569281|XP_021699682.1|AAEG	LOC120443777|XP_039479034.1|DSAN
OG0003774	LOC5575621|XP_021699693.1|AAEG	LOC120446338|XP_039483193.1|DSAN
OG0003775	LOC5576380|XP_001662596.2|AAEG	LOC120455497|XP_039497685.1|DSAN
OG0003776	LOC5569572|XP_001658638.2|AAEG	LOC120458525|XP_039502133.1|DSAN
OG0003777	LOC5567697|XP_001651861.1|AAEG	LOC120451397|XP_039491002.1|DSAN
OG0003778	LOC5567695|XP_021699793.1|AAEG	LOC120444625|XP_039480364.1|DSAN
OG0003779	LOC5565718|XP_021699822.1|AAEG	LOC120447174|XP_039484564.1|DSAN
OG0003780	LOC5574832|XP_021699838.1|AAEG	LOC120446183|XP_039482958.1|DSAN
OG0003781	LOC5574828|XP_001661659.2|AAEG	LOC120454926|XP_039496614.1|DSAN
OG0003782	LOC5574827|XP_021699848.1|AAEG	LOC120456578|XP_039499403.1|DSAN
OG0003783	LOC5574637|XP_001661554.1|AAEG	LOC120453361|XP_039493967.1|DSAN
OG0003784	LOC5574642|XP_021699899.1|AAEG	LOC120449656|XP_039488190.1|DSAN
OG0003785	LOC5574646|XP_001661565.1|AAEG	LOC120454822|XP_039496217.1|DSAN, LOC120454803|XP_039496201.1|DSAN
OG0003786	LOC5572038|XP_001660145.2|AAEG	LOC120446998|XP_039484236.1|DSAN
OG0003787	LOC5572039|XP_021699913.1|AAEG	LOC120447003|XP_039484243.1|DSAN
OG0003788	LOC5572041|XP_001660149.2|AAEG	LOC120444664|XP_039480442.1|DSAN
OG0003789	LOC5572048|XP_021699945.1|AAEG, LOC110680878|XP_021712359.1|AAEG	LOC120458749|XP_039502445.1|DSAN
OG0003790	LOC5564189|XP_001648526.1|AAEG	LOC120449327|XP_039487660.1|DSAN
OG0003791	LOC5569986|XP_021700012.1|AAEG	LOC120452193|XP_039492238.1|DSAN
OG0003792	LOC110681220|XP_021712682.1|AAEG, LOC5574372|XP_001661424.1|AAEG	LOC120446499|XP_039483441.1|DSAN
OG0003793	LOC5575905|XP_021700119.1|AAEG	LOC120444569|XP_039480260.1|DSAN
OG0003794	LOC5575899|XP_021700127.1|AAEG	LOC120444488|XP_039480128.1|DSAN
OG0003795	LOC5578895|XP_001664101.2|AAEG	LOC120448346|XP_039486243.1|DSAN
OG0003796	LOC5576279|XP_021700136.1|AAEG	LOC120451226|XP_039490646.1|DSAN
OG0003797	LOC5565480|XP_021700166.1|AAEG	LOC120456847|XP_039499840.1|DSAN
OG0003798	LOC5570378|XP_021700169.1|AAEG	LOC120458822|XP_039502565.1|DSAN
OG0003799	LOC5570383|XP_021700181.1|AAEG	LOC120445612|XP_039482056.1|DSAN
OG0003800	LOC5568035|XP_021700198.1|AAEG	LOC120457605|XP_039501050.1|DSAN
OG0003801	LOC5580248|XP_021700214.1|AAEG	LOC120446540|XP_039483490.1|DSAN
OG0003802	LOC5580249|XP_021700218.1|AAEG	LOC120444991|XP_039480959.1|DSAN
OG0003803	LOC110681064|XP_021712524.1|AAEG, LOC110675168|XP_021695247.1|AAEG	LOC120451797|XP_039491686.1|DSAN
OG0003804	LOC5570937|XP_021700238.1|AAEG	LOC120443998|XP_039479410.1|DSAN
OG0003805	LOC5570930|XP_021700245.1|AAEG	LOC120451238|XP_039490719.1|DSAN
OG0003806	LOC5570932|XP_001659404.1|AAEG	LOC120458789|XP_039502505.1|DSAN
OG0003807	LOC5577719|XP_021700253.1|AAEG	LOC120449331|XP_039487668.1|DSAN
OG0003808	LOC110680907|XP_021712384.1|AAEG, LOC5571158|XP_021700301.1|AAEG	LOC120448009|XP_039485658.1|DSAN
OG0003809	LOC110681459|XP_021712912.1|AAEG, LOC5568632|XP_021700313.1|AAEG, LOC5568637|XP_001652464.1|AAEG	LOC120446418|XP_039483311.1|DSAN
OG0003810	LOC5567649|XP_021700330.1|AAEG	LOC120444496|XP_039480140.1|DSAN
OG0003811	LOC5578151|XP_001663723.2|AAEG	LOC120445754|XP_039482267.1|DSAN
OG0003812	LOC5571946|XP_021700429.1|AAEG	LOC120444616|XP_039480385.1|DSAN
OG0003813	LOC5569380|XP_021700450.1|AAEG	LOC120458893|XP_039502665.1|DSAN
OG0003814	LOC5569498|XP_021700472.1|AAEG	LOC120458501|XP_039502102.1|DSAN
OG0003815	LOC5579340|XP_001647648.2|AAEG	LOC120451651|XP_039491454.1|DSAN
OG0003816	LOC5569510|XP_001658595.1|AAEG	LOC120444333|XP_039479823.1|DSAN
OG0003817	LOC5576950|XP_001663045.1|AAEG	LOC120453559|XP_039494249.1|DSAN
OG0003818	LOC110680414|XP_021711906.1|AAEG, LOC110676540|XP_021700504.1|AAEG	LOC120446262|XP_039483069.1|DSAN
OG0003819	LOC5577422|XP_001656497.1|AAEG	LOC120456627|XP_039499486.1|DSAN
OG0003820	LOC5578366|XP_001656937.1|AAEG	LOC120453323|XP_039493914.1|DSAN
OG0003821	LOC5578355|XP_001656925.1|AAEG	LOC120446254|XP_039483060.1|DSAN
OG0003822	LOC5566424|XP_001650824.1|AAEG	LOC120450730|XP_039489783.1|DSAN
OG0003823	LOC5566438|XP_021700561.1|AAEG	LOC120452171|XP_039492214.1|DSAN
OG0003824	LOC110676558|XP_021700624.1|AAEG	LOC120445827|XP_039482381.1|DSAN
OG0003825	LOC5570915|XP_021700627.1|AAEG	LOC120458120|XP_039501587.1|DSAN
OG0003826	LOC5570911|XP_001653388.1|AAEG	LOC120452927|XP_039493333.1|DSAN
OG0003827	LOC5570902|XP_001653379.1|AAEG	LOC120443792|XP_039479054.1|DSAN
OG0003828	LOC5570900|XP_021700654.1|AAEG	LOC120443791|XP_039479052.1|DSAN
OG0003829	LOC5570899|XP_021700658.1|AAEG	LOC120458663|XP_039502330.1|DSAN
OG0003830	LOC5572922|XP_001654255.1|AAEG	LOC120457807|XP_039501237.1|DSAN
OG0003831	LOC5572925|XP_001654260.2|AAEG	LOC120452207|XP_039492263.1|DSAN
OG0003832	LOC5572928|XP_001654263.2|AAEG	LOC120458450|XP_039502030.1|DSAN
OG0003833	LOC5572931|XP_011493072.1|AAEG	LOC120452695|XP_039492988.1|DSAN
OG0003834	LOC5574737|XP_021700707.1|AAEG	LOC120444040|XP_039479479.1|DSAN
OG0003835	LOC5571425|XP_021700750.1|AAEG	LOC120448769|XP_039486891.1|DSAN
OG0003836	LOC5566327|XP_001650716.1|AAEG	LOC120446557|XP_039483509.1|DSAN
OG0003837	LOC5574285|XP_021700779.1|AAEG, LOC110681472|XP_021712930.1|AAEG	LOC120445875|XP_039482454.1|DSAN
OG0003838	LOC5570424|XP_001659134.1|AAEG	LOC120455870|XP_039498280.1|DSAN
OG0003839	LOC5570432|XP_001659139.1|AAEG	LOC120458578|XP_039502214.1|DSAN, LOC120453424|XP_039494061.1|DSAN
OG0003840	LOC5572643|XP_001654142.1|AAEG	LOC120447579|XP_039484982.1|DSAN
OG0003841	LOC5572652|XP_001654152.1|AAEG	LOC120446752|XP_039483827.1|DSAN
OG0003842	LOC5572664|XP_021700838.1|AAEG	LOC120450028|XP_039488709.1|DSAN
OG0003843	LOC5565770|XP_021700878.1|AAEG	LOC120444151|XP_039479662.1|DSAN
OG0003844	LOC5565771|XP_001650123.1|AAEG	LOC120458558|XP_039502181.1|DSAN
OG0003845	LOC5565769|XP_021695269.1|AAEG	LOC120443822|XP_039479097.1|DSAN
OG0003846	LOC110680286|XP_021711798.1|AAEG, LOC5565758|XP_021700904.1|AAEG	LOC120447146|XP_039484526.1|DSAN
OG0003847	LOC5565762|XP_021700917.1|AAEG	LOC120453197|XP_039493709.1|DSAN
OG0003848	LOC5564298|XP_021700923.1|AAEG	LOC120452663|XP_039492934.1|DSAN
OG0003849	LOC5565399|XP_001649729.1|AAEG	LOC120443720|XP_039478902.1|DSAN
OG0003850	LOC5565389|XP_001649742.3|AAEG	LOC120458052|XP_039501496.1|DSAN
OG0003851	LOC5569185|XP_001652768.1|AAEG	LOC120447161|XP_039484548.1|DSAN
OG0003852	LOC5564491|XP_001648836.1|AAEG	LOC120454953|XP_039496661.1|DSAN
OG0003853	LOC5564509|XP_021701084.1|AAEG	LOC120446610|XP_039483584.1|DSAN
OG0003854	LOC110680469|XP_021711969.1|AAEG, LOC5566992|XP_001651385.1|AAEG	LOC120446137|XP_039482896.1|DSAN
OG0003855	LOC5566966|XP_021701101.1|AAEG	LOC120447215|XP_039484664.1|DSAN
OG0003856	LOC110676661|XP_021701104.1|AAEG	LOC120454997|XP_039496749.1|DSAN
OG0003857	LOC5566516|XP_021701149.1|AAEG	LOC120444286|XP_039479739.1|DSAN
OG0003858	LOC5577280|XP_021706730.1|AAEG	LOC120455357|XP_039497394.1|DSAN
OG0003859	LOC5575679|XP_021701224.1|AAEG	LOC120445145|XP_039481235.1|DSAN
OG0003860	LOC5577025|XP_001656312.1|AAEG	LOC120446923|XP_039484099.1|DSAN
OG0003861	LOC5574497|XP_001655160.1|AAEG	LOC120447181|XP_039484873.1|DSAN
OG0003862	LOC5574499|XP_001655162.2|AAEG	LOC120446585|XP_039483553.1|DSAN
OG0003863	LOC5574500|XP_021701250.1|AAEG	LOC120458090|XP_039501542.1|DSAN
OG0003864	LOC5574502|XP_001655165.1|AAEG	LOC120458095|XP_039501557.1|DSAN
OG0003865	LOC5574507|XP_021701271.1|AAEG	LOC120453049|XP_039493504.1|DSAN
OG0003866	LOC110673980|XP_021701277.1|AAEG	LOC120457780|XP_039501210.1|DSAN
OG0003867	LOC5578951|XP_001664130.1|AAEG	LOC120445605|XP_039482045.1|DSAN
OG0003868	LOC110681235|XP_021712696.1|AAEG, LOC5568820|XP_021701334.1|AAEG	LOC120450830|XP_039489950.1|DSAN
OG0003869	LOC110681451|XP_021712902.1|AAEG, LOC5568827|XP_001658193.1|AAEG	LOC120453464|XP_039494119.1|DSAN
OG0003870	LOC5564986|XP_021701355.1|AAEG	LOC120444435|XP_039480020.1|DSAN
OG0003871	LOC5564996|XP_001649341.1|AAEG	LOC120458590|XP_039502225.1|DSAN
OG0003872	LOC5568984|XP_001658271.2|AAEG	LOC120446038|XP_039482736.1|DSAN
OG0003873	LOC5568982|XP_001658273.1|AAEG	LOC120457757|XP_039501190.1|DSAN
OG0003874	LOC5568981|XP_021701391.1|AAEG	LOC120457697|XP_039501127.1|DSAN
OG0003875	LOC110676724|XP_021701400.1|AAEG	LOC120458679|XP_039502350.1|DSAN
OG0003876	LOC5578796|XP_001657170.1|AAEG	LOC120454390|XP_039495578.1|DSAN
OG0003877	LOC5578760|XP_001657128.2|AAEG	LOC120458107|XP_039501570.1|DSAN
OG0003878	LOC110680375|XP_021711875.1|AAEG, LOC5578759|XP_021701450.1|AAEG	LOC120445146|XP_039481238.1|DSAN
OG0003879	LOC5578755|XP_001657123.1|AAEG	LOC120448690|XP_039486774.1|DSAN
OG0003880	LOC5578162|XP_021701461.1|AAEG	LOC120449482|XP_039487892.1|DSAN
OG0003881	LOC5574041|XP_021701485.1|AAEG	LOC120444506|XP_039480156.1|DSAN
OG0003882	LOC5574609|XP_021701494.1|AAEG	LOC120455494|XP_039497680.1|DSAN
OG0003883	LOC5570959|XP_001659425.2|AAEG	LOC120456201|XP_039498815.1|DSAN
OG0003884	LOC5577114|XP_021701499.1|AAEG	LOC120443702|XP_039478878.1|DSAN
OG0003885	LOC5577113|XP_001663201.1|AAEG	LOC120454771|XP_039496198.1|DSAN
OG0003886	LOC5577220|XP_001656323.1|AAEG	LOC120454755|XP_039496197.1|DSAN
OG0003887	LOC5564147|XP_021701513.1|AAEG	LOC120446763|XP_039483837.1|DSAN
OG0003888	LOC5578320|XP_021701538.1|AAEG	LOC120454692|XP_039496158.1|DSAN
OG0003889	LOC5568234|XP_001657931.2|AAEG	LOC120447691|XP_039485158.1|DSAN
OG0003890	LOC5579391|XP_001647695.2|AAEG	LOC120448257|XP_039486108.1|DSAN
OG0003891	LOC5569335|XP_001658435.2|AAEG	LOC120458034|XP_039501475.1|DSAN
OG0003892	LOC5569337|XP_001658441.1|AAEG	LOC120450139|XP_039488900.1|DSAN
OG0003893	LOC5580262|XP_001656142.2|AAEG	LOC120446212|XP_039483001.1|DSAN
OG0003894	LOC5580255|XP_001656145.1|AAEG	LOC120458626|XP_039502283.1|DSAN
OG0003895	LOC5564478|XP_021701633.1|AAEG	LOC120445033|XP_039481053.1|DSAN
OG0003896	LOC110675203|XP_021695308.1|AAEG, LOC5574678|XP_021701641.1|AAEG	LOC120446083|XP_039482803.1|DSAN
OG0003897	LOC5574676|XP_001661589.1|AAEG	LOC120446184|XP_039482960.1|DSAN
OG0003898	LOC5565516|XP_001649871.1|AAEG	LOC120446711|XP_039483751.1|DSAN
OG0003899	LOC5572627|XP_001660492.2|AAEG	LOC120454134|XP_039495128.1|DSAN
OG0003900	LOC5566914|XP_021701727.1|AAEG	LOC120444144|XP_039479646.1|DSAN
OG0003901	LOC5566913|XP_001651326.2|AAEG	LOC120444294|XP_039479752.1|DSAN
OG0003902	LOC5566912|XP_021701729.1|AAEG	LOC120448668|XP_039486741.1|DSAN
OG0003903	LOC5566910|XP_021701732.1|AAEG	LOC120444079|XP_039479532.1|DSAN
OG0003904	LOC5566942|XP_021701730.1|AAEG	LOC120444078|XP_039479530.1|DSAN, LOC120444077|XP_039479529.1|DSAN
OG0003905	LOC5566941|XP_001651320.2|AAEG	LOC120454403|XP_039495598.1|DSAN
OG0003906	LOC5577215|XP_001663311.2|AAEG	LOC120446284|XP_039483107.1|DSAN
OG0003907	LOC5577205|XP_001663301.2|AAEG	LOC120457953|XP_039501396.1|DSAN
OG0003908	LOC5578247|XP_001663771.2|AAEG	LOC120454430|XP_039495658.1|DSAN
OG0003909	LOC5573102|XP_021701809.1|AAEG	LOC120457734|XP_039501168.1|DSAN
OG0003910	LOC5573103|XP_001654410.1|AAEG	LOC120453859|XP_039494698.1|DSAN
OG0003911	LOC5571554|XP_001659778.1|AAEG	LOC120458198|XP_039501705.1|DSAN
OG0003912	LOC5571558|XP_001659780.1|AAEG	LOC120458646|XP_039502309.1|DSAN
OG0003913	LOC5579488|XP_021701836.1|AAEG	LOC120446513|XP_039483458.1|DSAN
OG0003914	LOC110676828|XP_021701843.1|AAEG, LOC5569389|XP_001658466.1|AAEG	LOC120447129|XP_039484500.1|DSAN
OG0003915	LOC110680818|XP_021712289.1|AAEG, LOC5569390|XP_001658463.1|AAEG	LOC120456734|XP_039499655.1|DSAN
OG0003916	LOC5578582|XP_001663974.1|AAEG	LOC120445498|XP_039481883.1|DSAN
OG0003917	LOC5574513|XP_001661482.2|AAEG	LOC120451887|XP_039491831.1|DSAN
OG0003918	LOC5564615|XP_001648965.1|AAEG	LOC120452764|XP_039493121.1|DSAN
OG0003919	LOC5565707|XP_021701922.1|AAEG	LOC120457049|XP_039500158.1|DSAN
OG0003920	LOC5577107|XP_021701929.1|AAEG	LOC120445620|XP_039482067.1|DSAN
OG0003921	LOC5577565|XP_021701958.1|AAEG	LOC120445391|XP_039481730.1|DSAN
OG0003922	LOC5564612|XP_021701961.1|AAEG	LOC120457252|XP_039500623.1|DSAN
OG0003923	LOC5569850|XP_001658744.1|AAEG	LOC120454825|XP_039496225.1|DSAN
OG0003924	LOC5569853|XP_001658748.2|AAEG	LOC120446607|XP_039483581.1|DSAN
OG0003925	LOC110676861|XP_021701992.1|AAEG	LOC120443984|XP_039479395.1|DSAN
OG0003926	LOC5569863|XP_001658759.1|AAEG	LOC120453368|XP_039493979.1|DSAN
OG0003927	LOC5579066|XP_001664223.1|AAEG	LOC120454915|XP_039496563.1|DSAN
OG0003928	LOC5563851|XP_001648170.1|AAEG	LOC120454411|XP_039495617.1|DSAN
OG0003929	LOC5573389|XP_001654560.1|AAEG	LOC120458423|XP_039501995.1|DSAN
OG0003930	LOC5573392|XP_001654565.1|AAEG	LOC120458464|XP_039502053.1|DSAN
OG0003931	LOC5573396|XP_021702068.1|AAEG	LOC120444115|XP_039479586.1|DSAN
OG0003932	LOC5573081|XP_021702121.1|AAEG	LOC120458901|XP_039502678.1|DSAN
OG0003933	LOC5567715|XP_021702146.1|AAEG	LOC120453787|XP_039494575.1|DSAN
OG0003934	LOC5568869|XP_021702147.1|AAEG	LOC120458571|XP_039502204.1|DSAN
OG0003935	LOC5567315|XP_001651750.1|AAEG	LOC120446609|XP_039483583.1|DSAN
OG0003936	LOC5567314|XP_001651749.1|AAEG	LOC120446612|XP_039483591.1|DSAN
OG0003937	LOC5570833|XP_021702175.1|AAEG	LOC120445886|XP_039482473.1|DSAN
OG0003938	LOC5570830|XP_021702177.1|AAEG	LOC120444425|XP_039479995.1|DSAN
OG0003939	LOC5570829|XP_021702178.1|AAEG	LOC120458711|XP_039502392.1|DSAN
OG0003940	LOC5570827|XP_001653335.1|AAEG	LOC120456902|XP_039499959.1|DSAN
OG0003941	LOC5570828|XP_001653334.1|AAEG	LOC120444517|XP_039480178.1|DSAN
OG0003942	LOC5565708|XP_021702207.1|AAEG	LOC120449381|XP_039487754.1|DSAN, LOC120458620|XP_039502264.1|DSAN
OG0003943	LOC5580320|XP_021702225.1|AAEG	LOC120458000|XP_039501426.1|DSAN
OG0003944	LOC5573510|XP_001654647.1|AAEG	LOC120458479|XP_039502073.1|DSAN
OG0003945	LOC5577630|XP_001656628.1|AAEG	LOC120445681|XP_039482172.1|DSAN
OG0003946	LOC5575174|XP_021702277.1|AAEG	LOC120445188|XP_039481336.1|DSAN
OG0003947	LOC5575166|XP_021702282.1|AAEG	LOC120445540|XP_039481943.1|DSAN
OG0003948	LOC5575152|XP_001655529.2|AAEG	LOC120444804|XP_039480686.1|DSAN
OG0003949	LOC5575149|XP_021702305.1|AAEG	LOC120444589|XP_039480292.1|DSAN
OG0003950	LOC5566375|XP_021702361.1|AAEG	LOC120458213|XP_039501726.1|DSAN
OG0003951	LOC5566382|XP_021702373.1|AAEG	LOC120458548|XP_039502163.1|DSAN
OG0003952	LOC5569445|XP_001658534.2|AAEG	LOC120455301|XP_039497278.1|DSAN
OG0003953	LOC5569441|XP_021702400.1|AAEG	LOC120454533|XP_039496200.1|DSAN
