Orthogroup	AAEG.longest_only	ASTE.longest_only
OG0003212	LOC5571933|XP_021708662.1|AAEG	LOC118509589|XP_035906255.1|ASTE
OG0003213	LOC5569734|XP_001652958.1|AAEG	LOC118503049|XP_035891777.1|ASTE
OG0003214	LOC5569740|XP_021708814.1|AAEG	LOC118504049|XP_035893946.1|ASTE
OG0003215	LOC5569745|XP_001652969.1|AAEG	LOC118504120|XP_035894103.1|ASTE
OG0003216	LOC5566549|XP_021708844.1|AAEG	LOC118504053|XP_035893974.1|ASTE
OG0003217	LOC5565440|XP_001649789.1|AAEG	LOC118503357|XP_035892441.1|ASTE
OG0003218	LOC5567899|XP_001651938.1|AAEG	LOC118503837|XP_035893439.1|ASTE
OG0003219	LOC110679632|XP_021710661.1|AAEG, LOC110680334|XP_021711848.1|AAEG	LOC118503830|XP_035893429.1|ASTE
OG0003220	LOC5564121|XP_021711028.1|AAEG	LOC118503779|XP_035893344.1|ASTE
OG0003221	LOC5564106|XP_021711078.1|AAEG	LOC118503920|XP_035893626.1|ASTE
OG0003222	LOC5564134|XP_001648444.1|AAEG	LOC118503515|XP_035892760.1|ASTE
OG0003223	LOC5566691|XP_021711483.1|AAEG	LOC118506132|XP_035898759.1|ASTE
OG0003224	LOC5573218|XP_021704328.1|AAEG	LOC118503742|XP_035893267.1|ASTE
OG0003250	LOC5575829|XP_001655852.1|AAEG	LOC118511800|XP_035911228.1|ASTE
OG0003251	LOC5575830|XP_001655851.1|AAEG	LOC118508133|XP_035903532.1|ASTE
OG0003252	LOC110674708|XP_021694452.1|AAEG	LOC118504996|XP_035896069.1|ASTE
OG0003253	LOC5574743|XP_001655315.1|AAEG	LOC118517356|XP_035919260.1|ASTE
OG0003254	LOC5574740|XP_001655313.1|AAEG	LOC118510726|XP_035908831.1|ASTE
OG0003255	LOC5566217|XP_001650620.1|AAEG	LOC118504518|XP_035894947.1|ASTE
OG0003256	LOC5574525|XP_001655177.1|AAEG	LOC118507928|XP_035903146.1|ASTE
OG0003257	LOC23687408|XP_021694498.1|AAEG	LOC118507207|XP_035901190.1|ASTE
OG0003258	LOC5572023|XP_001660129.1|AAEG	LOC118517405|XP_035919372.1|ASTE
OG0003259	LOC110680598|XP_021712084.1|AAEG, LOC5572022|XP_021694527.1|AAEG	LOC118517394|XP_035919337.1|ASTE
OG0003260	LOC5579818|XP_021694540.1|AAEG	LOC118502489|XP_035890614.1|ASTE, LOC118517199|XP_035919049.1|ASTE, LOC118510566|XP_035908449.1|ASTE
OG0003261	LOC5579823|XP_021694543.1|AAEG, LOC110681131|XP_021712596.1|AAEG	LOC118506111|XP_035898704.1|ASTE
OG0003262	LOC5564257|XP_001648609.1|AAEG	LOC118514550|XP_035917434.1|ASTE, LOC118509373|XP_035905807.1|ASTE
OG0003263	LOC5579472|XP_021694661.1|AAEG	LOC118512661|XP_035913303.1|ASTE
OG0003264	LOC110674749|XP_021694695.1|AAEG	LOC118511700|XP_035911007.1|ASTE
OG0003265	LOC5574719|XP_021694720.1|AAEG, LOC110680806|XP_021712273.1|AAEG	LOC118516520|XP_035918351.1|ASTE
OG0003266	LOC5577930|XP_021694729.1|AAEG	LOC118509419|XP_035905930.1|ASTE
OG0003267	LOC5578728|XP_021694739.1|AAEG	LOC118516820|XP_035918584.1|ASTE
OG0003268	LOC5576693|XP_021694745.1|AAEG	LOC118508512|XP_035904255.1|ASTE
OG0003269	LOC5563879|XP_001648190.1|AAEG	LOC118508570|XP_035904365.1|ASTE
OG0003270	LOC5576694|XP_021694749.1|AAEG	LOC118516926|XP_035918669.1|ASTE
OG0003271	LOC5570397|XP_021694767.1|AAEG	LOC118505643|XP_035897619.1|ASTE
OG0003272	LOC5567111|XP_021694817.1|AAEG	LOC118510709|XP_035908805.1|ASTE
OG0003273	LOC5578389|XP_021694849.1|AAEG	LOC118511027|XP_035909500.1|ASTE
OG0003274	LOC23687811|XP_011493407.2|AAEG	LOC118509015|XP_035904930.1|ASTE
OG0003275	LOC110674071|XP_021693209.1|AAEG, LOC5569249|XP_021694927.1|AAEG	LOC118509084|XP_035905113.1|ASTE
OG0003276	LOC5565132|XP_001649479.2|AAEG	LOC118504428|XP_035894760.1|ASTE
OG0003277	LOC110674823|XP_021694962.1|AAEG	LOC118510695|XP_035908769.1|ASTE
OG0003278	LOC5564714|XP_021694994.1|AAEG	LOC118512354|XP_035912549.1|ASTE, LOC118512353|XP_035912548.1|ASTE
OG0003279	LOC110674834|XP_021695001.1|AAEG	LOC118506193|XP_035898882.1|ASTE
OG0003280	LOC110674838|XP_021695023.1|AAEG	LOC118505205|XP_035896586.1|ASTE
OG0003281	LOC5566264|XP_021695062.1|AAEG, LOC110680628|XP_021712116.1|AAEG	LOC118509313|XP_035905662.1|ASTE
OG0003282	LOC5571722|XP_021695075.1|AAEG	LOC118503581|XP_035892917.1|ASTE
OG0003283	LOC5578708|XP_001664007.2|AAEG	LOC118517368|XP_035919278.1|ASTE, LOC118505077|XP_035896257.1|ASTE
OG0003284	LOC5565191|XP_021712934.1|AAEG, LOC110673982|XP_021695115.1|AAEG	LOC118514707|XP_035917673.1|ASTE
OG0003285	LOC5567660|XP_021695120.1|AAEG	LOC118512002|XP_035911648.1|ASTE
OG0003286	LOC5566555|XP_021710117.1|AAEG	LOC118504771|XP_035896008.1|ASTE
OG0003287	LOC5573040|XP_001654352.2|AAEG	LOC118503281|XP_035892257.1|ASTE
OG0003288	LOC5573031|XP_021694308.1|AAEG	LOC118503174|XP_035892042.1|ASTE
OG0003289	LOC5579012|XP_001664192.2|AAEG	LOC118517685|XP_035919989.1|ASTE
OG0003290	LOC5578997|XP_001664176.2|AAEG	LOC118517350|XP_035919243.1|ASTE, LOC118507426|XP_035901789.1|ASTE
OG0003291	LOC5573523|XP_001660916.2|AAEG	LOC118509768|XP_035906803.1|ASTE
OG0003292	LOC5568403|XP_001658058.1|AAEG	LOC118512702|XP_035913430.1|ASTE
OG0003293	LOC5570652|XP_021706741.1|AAEG	LOC118512257|XP_035912317.1|ASTE, LOC118512673|XP_035913335.1|ASTE
OG0003294	LOC5574017|XP_021707599.1|AAEG	LOC118517365|XP_035919276.1|ASTE
OG0003295	LOC5574012|XP_021708368.1|AAEG	LOC118512377|XP_035912642.1|ASTE, LOC118512923|XP_035913976.1|ASTE
OG0003296	LOC110674420|XP_021694351.1|AAEG	LOC118502996|XP_035891701.1|ASTE
OG0003297	LOC5571798|XP_021709701.1|AAEG	LOC118512427|XP_035912757.1|ASTE
OG0003298	LOC5576074|XP_021713331.1|AAEG	LOC118507115|XP_035901017.1|ASTE
OG0003299	LOC5569128|XP_021692944.1|AAEG	LOC118517492|XP_035919582.1|ASTE
OG0003300	LOC5568968|XP_021692995.1|AAEG	LOC118517450|XP_035919489.1|ASTE
OG0003301	LOC5570119|XP_021693122.1|AAEG	LOC118512487|XP_035912884.1|ASTE
OG0003302	LOC5570118|XP_001653099.1|AAEG	LOC118517472|XP_035919537.1|ASTE
OG0003303	LOC5570104|XP_021693415.1|AAEG	LOC118503470|XP_035892659.1|ASTE
OG0003304	LOC5570771|XP_021693931.1|AAEG	LOC118505750|XP_035897859.1|ASTE
OG0003305	LOC5577441|XP_021694384.1|AAEG	LOC118510300|XP_035907821.1|ASTE
OG0003306	LOC5572387|XP_001654036.2|AAEG	LOC118509819|XP_035906914.1|ASTE
OG0003307	LOC5578290|XP_021694598.1|AAEG	LOC118511593|XP_035910751.1|ASTE
OG0003308	LOC5578620|XP_001657046.1|AAEG	LOC118517315|XP_035919228.1|ASTE, LOC118504717|XP_035895453.1|ASTE
OG0003309	LOC5569552|XP_021695172.1|AAEG	LOC118508664|XP_035904394.1|ASTE
OG0003310	LOC5569563|XP_001658626.2|AAEG	LOC118513555|XP_035915397.1|ASTE
OG0003311	LOC110681241|XP_021712702.1|AAEG, LOC5569568|XP_001658631.2|AAEG	LOC118505360|XP_035896937.1|ASTE
OG0003312	LOC5563944|XP_001648266.1|AAEG	LOC118512605|XP_035913170.1|ASTE
OG0003313	LOC5574249|XP_001661303.2|AAEG	LOC118511285|XP_035910087.1|ASTE, LOC118504153|XP_035894175.1|ASTE
OG0003314	LOC23687986|XP_021695617.1|AAEG	LOC118512576|XP_035913090.1|ASTE
OG0003315	LOC5579485|XP_021695637.1|AAEG	LOC118517367|XP_035919282.1|ASTE
OG0003316	LOC110675390|XP_021695976.1|AAEG	LOC118504351|XP_035894617.1|ASTE
OG0003317	LOC5566507|XP_001650896.2|AAEG	LOC118503598|XP_035892948.1|ASTE
OG0003318	LOC5568484|XP_021696073.1|AAEG	LOC118506709|XP_035900097.1|ASTE
OG0003319	LOC5566499|XP_021696131.1|AAEG	LOC118517380|XP_035919296.1|ASTE
OG0003320	LOC5567617|XP_021696188.1|AAEG	LOC118506546|XP_035899736.1|ASTE
OG0003321	LOC5566495|XP_001650884.2|AAEG	LOC118517501|XP_035919606.1|ASTE
OG0003322	LOC110675460|XP_021696255.1|AAEG, LOC5566509|XP_001650883.1|AAEG, LOC110674015|XP_021712153.1|AAEG	LOC118511775|XP_035911162.1|ASTE
OG0003323	LOC5568414|XP_001658066.2|AAEG, LOC5568630|XP_001652469.2|AAEG	LOC118507756|XP_035902665.1|ASTE
OG0003324	LOC5574970|XP_021697905.1|AAEG	LOC118510623|XP_035908594.1|ASTE
OG0003325	LOC5574966|XP_021697959.1|AAEG	LOC118508961|XP_035904792.1|ASTE
OG0003326	LOC5577023|XP_001656310.2|AAEG	LOC118503736|XP_035893250.1|ASTE
OG0003327	LOC5576689|XP_001662827.2|AAEG	LOC118511556|XP_035910681.1|ASTE
OG0003328	LOC5570591|XP_001653258.1|AAEG	LOC118517419|XP_035919419.1|ASTE
OG0003329	LOC5570593|XP_021698550.1|AAEG	LOC118517414|XP_035919409.1|ASTE
OG0003330	LOC5574728|XP_001661616.2|AAEG	LOC118517437|XP_035919455.1|ASTE
OG0003331	LOC23687535|XP_011492966.2|AAEG	LOC118511217|XP_035909911.1|ASTE
OG0003332	LOC5580120|XP_021711923.1|AAEG, LOC110676273|XP_021699204.1|AAEG	LOC118510921|XP_035909228.1|ASTE, LOC118510948|XP_035909304.1|ASTE
OG0003334	LOC5567931|XP_001651963.2|AAEG	LOC118507006|XP_035900806.1|ASTE
OG0003335	LOC5567933|XP_001651967.2|AAEG	LOC118506942|XP_035900656.1|ASTE
OG0003336	LOC5564393|XP_021700110.1|AAEG	LOC118509307|XP_035905648.1|ASTE
OG0003337	LOC5576478|XP_001662672.2|AAEG	LOC118506145|XP_035898790.1|ASTE
OG0003338	LOC5576481|XP_001662674.2|AAEG	LOC118511791|XP_035911216.1|ASTE
OG0003339	LOC5570698|XP_001659294.2|AAEG	LOC118504467|XP_035894873.1|ASTE
OG0003340	LOC5570699|XP_021701068.1|AAEG	LOC118512175|XP_035912158.1|ASTE
OG0003341	LOC5571561|XP_001653698.2|AAEG, LOC110676681|XP_021701199.1|AAEG	LOC118507714|XP_035902505.1|ASTE
OG0003342	LOC5571567|XP_001653705.2|AAEG	LOC118511275|XP_035910064.1|ASTE
OG0003343	LOC5569251|XP_021701437.1|AAEG	LOC118502505|XP_035890641.1|ASTE
OG0003344	LOC23687992|XP_011493304.2|AAEG, LOC5565019|XP_021708709.1|AAEG	LOC118505649|XP_035897624.1|ASTE
OG0003345	LOC5565271|XP_021701757.1|AAEG	LOC118504313|XP_035894515.1|ASTE
OG0003346	LOC5578827|XP_001664044.1|AAEG	LOC118507295|XP_035901552.1|ASTE
OG0003347	LOC5567723|XP_001657630.2|AAEG	LOC118504845|XP_035895751.1|ASTE
OG0003348	LOC5567052|XP_021702364.1|AAEG	LOC118517484|XP_035919570.1|ASTE
OG0003349	LOC5576312|XP_001656046.1|AAEG	LOC118504119|XP_035894106.1|ASTE
OG0003350	LOC5576307|XP_021702688.1|AAEG	LOC118507613|XP_035902217.1|ASTE
OG0003351	LOC5566959|XP_021702823.1|AAEG	LOC118513065|XP_035914306.1|ASTE
OG0003352	LOC23687944|XP_011493297.2|AAEG	LOC118507835|XP_035902832.1|ASTE
OG0003352	LOC5568675|XP_001658091.2|AAEG	LOC118502616|XP_035890886.1|ASTE
OG0003353	LOC5576900|XP_021703214.1|AAEG	LOC118502356|XP_035890445.1|ASTE
OG0003354	LOC5576894|XP_021703285.1|AAEG	LOC118505009|XP_035896094.1|ASTE
OG0003355	LOC5576890|XP_001662990.2|AAEG	LOC118506785|XP_035900299.1|ASTE
OG0003356	LOC5576880|XP_001662980.2|AAEG	LOC118506738|XP_035900188.1|ASTE
OG0003357	LOC5576878|XP_001662978.1|AAEG	LOC118510233|XP_035907695.1|ASTE
OG0003358	LOC5564062|XP_001648368.1|AAEG	LOC118503405|XP_035892507.1|ASTE
OG0003359	LOC5564054|XP_001648381.1|AAEG	LOC118506147|XP_035898798.1|ASTE
OG0003360	LOC5564066|XP_021704044.1|AAEG	LOC118506212|XP_035898923.1|ASTE
OG0003361	LOC5578497|XP_021704289.1|AAEG	LOC118506302|XP_035899143.1|ASTE
OG0003362	LOC110680210|XP_021711717.1|AAEG, LOC5579200|XP_021705129.1|AAEG	LOC118508516|XP_035904261.1|ASTE, LOC118504710|XP_035895439.1|ASTE
OG0003363	LOC5579202|XP_021705141.1|AAEG	LOC118515492|XP_035917924.1|ASTE
OG0003364	LOC5578139|XP_001663710.1|AAEG	LOC118502667|XP_035891027.1|ASTE
OG0003365	LOC5579301|XP_021705291.1|AAEG	LOC118507645|XP_035902299.1|ASTE
OG0003366	LOC5565040|XP_001649382.2|AAEG	LOC118506493|XP_035899580.1|ASTE
OG0003367	LOC5576008|XP_001662341.2|AAEG	LOC118508286|XP_035903819.1|ASTE
OG0003368	LOC110678056|XP_021706274.1|AAEG, LOC5575285|XP_021712728.1|AAEG	LOC118503935|XP_035893683.1|ASTE
OG0003369	LOC110678069|XP_021706303.1|AAEG	LOC118514783|XP_035917689.1|ASTE
OG0003370	LOC5565330|XP_001649677.1|AAEG	LOC118507626|XP_035902240.1|ASTE
OG0003371	LOC5575427|XP_021706990.1|AAEG, LOC110680456|XP_021711952.1|AAEG	LOC118508463|XP_035904164.1|ASTE
OG0003372	LOC5579482|XP_001647780.1|AAEG	LOC118506447|XP_035899476.1|ASTE
OG0003373	LOC5575470|XP_001661987.3|AAEG	LOC118504477|XP_035894886.1|ASTE
OG0003374	LOC110680932|XP_021712405.1|AAEG, LOC5568540|XP_021707619.1|AAEG	LOC118516471|XP_035918286.1|ASTE
OG0003375	LOC110678773|XP_021707804.1|AAEG	LOC118505599|XP_035897518.1|ASTE
OG0003376	LOC5565268|XP_001649604.1|AAEG	LOC118502714|XP_035891157.1|ASTE
OG0003377	LOC5564417|XP_021708027.1|AAEG	LOC118502672|XP_035891044.1|ASTE
OG0003378	LOC110680511|XP_021711999.1|AAEG, LOC5572774|XP_001654172.1|AAEG	LOC118505571|XP_035897420.1|ASTE
OG0003379	LOC110678859|XP_021708087.1|AAEG, LOC5572778|XP_001654173.2|AAEG	LOC118505570|XP_035897419.1|ASTE
OG0003380	LOC5572781|XP_001654180.1|AAEG	LOC118505576|XP_035897425.1|ASTE
OG0003381	LOC5580227|XP_001655934.2|AAEG	LOC118505586|XP_035897447.1|ASTE
OG0003382	LOC5580230|XP_021708254.1|AAEG	LOC118505587|XP_035897449.1|ASTE
OG0003383	LOC5578695|XP_001657094.2|AAEG	LOC118502662|XP_035891014.1|ASTE
OG0003384	LOC5568279|XP_001657976.1|AAEG	LOC118504491|XP_035894903.1|ASTE
OG0003385	LOC5568276|XP_001657975.2|AAEG	LOC118508490|XP_035904201.1|ASTE
OG0003386	LOC5566095|XP_001650454.1|AAEG	LOC118508481|XP_035904190.1|ASTE
OG0003387	LOC5566097|XP_001650455.1|AAEG	LOC118508480|XP_035904189.1|ASTE
OG0003388	LOC110679207|XP_021709028.1|AAEG	LOC118508478|XP_035904188.1|ASTE
OG0003389	LOC110679265|XP_021709200.1|AAEG, LOC5570643|XP_001653279.1|AAEG	LOC118508465|XP_035904162.1|ASTE
OG0003390	LOC5570608|XP_001653272.1|AAEG, LOC110679312|XP_021709361.1|AAEG	LOC118502921|XP_035891549.1|ASTE
OG0003391	LOC110680569|XP_021712045.1|AAEG, LOC5574582|XP_001655206.2|AAEG	LOC118506378|XP_035899303.1|ASTE
OG0003392	LOC5572715|XP_001660532.2|AAEG	LOC118507800|XP_035902751.1|ASTE
OG0003393	LOC5568155|XP_021710093.1|AAEG	LOC118507548|XP_035902020.1|ASTE
OG0003394	LOC5568159|XP_001657903.2|AAEG	LOC118507543|XP_035902015.1|ASTE
OG0003395	LOC5566198|XP_021710187.1|AAEG	LOC118507541|XP_035902013.1|ASTE
OG0003396	LOC5566195|XP_001650574.2|AAEG	LOC118507533|XP_035901998.1|ASTE
OG0003397	LOC5567411|XP_001657413.2|AAEG	LOC118502545|XP_035890714.1|ASTE
OG0003398	LOC5567408|XP_001657416.1|AAEG, LOC110680482|XP_021711979.1|AAEG	LOC118502551|XP_035890740.1|ASTE
OG0003399	LOC110680483|XP_021711980.1|AAEG, LOC5567405|XP_001657418.1|AAEG	LOC118502552|XP_035890741.1|ASTE
OG0003400	LOC5568338|XP_021710740.1|AAEG	LOC118504986|XP_035896036.1|ASTE, LOC118517080|XP_035918823.1|ASTE
OG0003401	LOC5577501|XP_021711436.1|AAEG	LOC118502914|XP_035891532.1|ASTE
OG0003402	LOC110679871|XP_021711570.1|AAEG	LOC118502421|XP_035890541.1|ASTE
OG0003403	LOC5577499|XP_001656515.2|AAEG	LOC118506776|XP_035900265.1|ASTE
OG0003404	LOC5577699|XP_021711667.1|AAEG	LOC118506781|XP_035900286.1|ASTE
OG0003405	LOC5572734|XP_001660546.2|AAEG	LOC118508453|XP_035904148.1|ASTE
OG0003406	LOC5572725|XP_001660544.1|AAEG	LOC118508450|XP_035904144.1|ASTE
OG0003407	LOC5572724|XP_001660542.1|AAEG	LOC118508455|XP_035904150.1|ASTE
OG0003408	LOC5572733|XP_001660547.2|AAEG	LOC118508447|XP_035904136.1|ASTE
OG0003409	LOC5572730|XP_021711963.1|AAEG	LOC118502847|XP_035891439.1|ASTE
OG0003410	LOC5572735|XP_001660557.1|AAEG	LOC118502912|XP_035891528.1|ASTE
OG0003411	LOC5567789|XP_001657692.1|AAEG	LOC118508294|XP_035903836.1|ASTE
OG0003412	LOC5567787|XP_021712246.1|AAEG	LOC118508298|XP_035903841.1|ASTE
OG0003413	LOC5567767|XP_001657667.2|AAEG	LOC118503592|XP_035892938.1|ASTE
OG0003414	LOC5569265|XP_021712555.1|AAEG	LOC118502370|XP_035890482.1|ASTE
OG0003415	LOC5571786|XP_001659917.1|AAEG, LOC110681191|XP_021712663.1|AAEG	LOC118507475|XP_035901875.1|ASTE
OG0003416	LOC5571793|XP_001659919.1|AAEG, LOC110680319|XP_021711839.1|AAEG	LOC118507476|XP_035901877.1|ASTE
OG0003417	LOC5571790|XP_001659923.1|AAEG	LOC118503565|XP_035892870.1|ASTE
OG0003418	LOC110680553|XP_021712037.1|AAEG, LOC5567068|XP_001651458.1|AAEG	LOC118504433|XP_035894767.1|ASTE
OG0003419	LOC5567063|XP_001651463.2|AAEG	LOC118505335|XP_035896877.1|ASTE
OG0003420	LOC5567062|XP_021712857.1|AAEG	LOC118505334|XP_035896876.1|ASTE
OG0003421	LOC5567085|XP_021712943.1|AAEG	LOC118507521|XP_035901975.1|ASTE
OG0003422	LOC5577530|XP_021712944.1|AAEG	LOC118507846|XP_035902871.1|ASTE
OG0003423	LOC5573383|XP_001660867.2|AAEG	LOC118504669|XP_035895351.1|ASTE
OG0003424	LOC5573375|XP_001660864.2|AAEG	LOC118504661|XP_035895337.1|ASTE
OG0003425	LOC5573371|XP_001660857.1|AAEG	LOC118502900|XP_035891515.1|ASTE
OG0003426	LOC110681358|XP_021712799.1|AAEG, LOC110681360|XP_021712800.1|AAEG, LOC5573381|XP_021712999.1|AAEG	LOC118502835|XP_035891405.1|ASTE
OG0003427	LOC5570624|XP_001659227.2|AAEG	LOC118507502|XP_035901926.1|ASTE
OG0003428	LOC5572584|XP_001654088.2|AAEG	LOC118502715|XP_035891159.1|ASTE
OG0003429	LOC5580284|XP_001662911.1|AAEG, LOC110681506|XP_021713094.1|AAEG	LOC118502913|XP_035891531.1|ASTE
OG0003430	LOC5575731|XP_021713117.1|AAEG	LOC118507795|XP_035902741.1|ASTE
OG0003431	LOC23687402|XP_021713130.1|AAEG	LOC118510940|XP_035909270.1|ASTE
OG0003432	LOC110681519|XP_021713159.1|AAEG, LOC5568725|XP_001658106.1|AAEG	LOC118505445|XP_035897136.1|ASTE
OG0003433	LOC5565237|XP_021713167.1|AAEG	LOC118502755|XP_035891214.1|ASTE
OG0003434	LOC5576286|XP_001662576.2|AAEG	LOC118504975|XP_035896004.1|ASTE
OG0003435	LOC5572168|XP_021713207.1|AAEG	LOC118507885|XP_035903010.1|ASTE
OG0003436	LOC5569222|XP_001652782.1|AAEG	LOC118507648|XP_035902306.1|ASTE
OG0003437	LOC5569219|XP_001652784.1|AAEG	LOC118507644|XP_035902297.1|ASTE
OG0003438	LOC5569226|XP_001652785.1|AAEG	LOC118505013|XP_035896095.1|ASTE
OG0003439	LOC5569232|XP_021712263.1|AAEG, LOC110681536|XP_021713262.1|AAEG	LOC118506940|XP_035900651.1|ASTE, LOC118506939|XP_035900650.1|ASTE
OG0003440	LOC5578520|XP_021713299.1|AAEG	LOC118502699|XP_035891120.1|ASTE
OG0003441	LOC5578519|XP_001663910.1|AAEG	LOC118503295|XP_035892282.1|ASTE
OG0003442	LOC5565034|XP_021694403.1|AAEG	LOC118503285|XP_035892266.1|ASTE
OG0003443	LOC5576914|XP_001663011.1|AAEG	LOC118503279|XP_035892250.1|ASTE
OG0003444	LOC5576920|XP_001663017.1|AAEG	LOC118503037|XP_035891763.1|ASTE
OG0003445	LOC5580013|XP_021713335.1|AAEG	LOC118503029|XP_035891747.1|ASTE
OG0003446	LOC5580009|XP_021713348.1|AAEG	LOC118504286|XP_035894455.1|ASTE
OG0003447	LOC5580014|XP_021694307.1|AAEG	LOC118502453|XP_035890575.1|ASTE
OG0003448	LOC5574616|XP_001661533.1|AAEG	LOC118503301|XP_035892306.1|ASTE
OG0003449	LOC5574612|XP_001661529.1|AAEG	LOC118503299|XP_035892303.1|ASTE
OG0003450	LOC5574618|XP_021713371.1|AAEG	LOC118503302|XP_035892307.1|ASTE
OG0003451	LOC5574690|XP_021713381.1|AAEG	LOC118503031|XP_035891754.1|ASTE
OG0003452	LOC110681266|XP_021712730.1|AAEG, LOC5574692|XP_021713383.1|AAEG	LOC118503028|XP_035891746.1|ASTE
OG0003453	LOC5567595|XP_021713391.1|AAEG	LOC118506943|XP_035900653.1|ASTE
OG0003454	LOC5567614|XP_001657570.1|AAEG	LOC118503276|XP_035892247.1|ASTE
OG0003455	LOC5567615|XP_021713393.1|AAEG	LOC118506892|XP_035900562.1|ASTE
OG0003456	LOC5571512|XP_021692970.1|AAEG	LOC118506877|XP_035900514.1|ASTE
OG0003457	LOC5571516|XP_021692972.1|AAEG	LOC118506872|XP_035900503.1|ASTE
OG0003458	LOC5564696|XP_021692997.1|AAEG	LOC118506869|XP_035900498.1|ASTE
OG0003459	LOC110674037|XP_021693012.1|AAEG	LOC118507189|XP_035901155.1|ASTE
OG0003460	LOC5573797|XP_021693033.1|AAEG	LOC118507905|XP_035903053.1|ASTE
OG0003461	LOC5570837|XP_021693037.1|AAEG	LOC118507882|XP_035903004.1|ASTE
OG0003462	LOC23687506|XP_021695309.1|AAEG, LOC5566668|XP_011493288.2|AAEG	LOC118507902|XP_035903050.1|ASTE
OG0003463	LOC5580098|XP_001654849.2|AAEG	LOC118506444|XP_035899472.1|ASTE
OG0003464	LOC110674054|XP_021693086.1|AAEG	LOC118507910|XP_035903095.1|ASTE
OG0003465	LOC5566483|XP_001650870.1|AAEG	LOC118504905|XP_035895867.1|ASTE
OG0003466	LOC5566477|XP_001650864.1|AAEG, LOC110680597|XP_021712082.1|AAEG	LOC118507876|XP_035902980.1|ASTE
OG0003467	LOC110674064|XP_021693130.1|AAEG, LOC5566466|XP_001650848.1|AAEG	LOC118507871|XP_035902971.1|ASTE
OG0003468	LOC5566464|XP_001650846.1|AAEG, LOC110681427|XP_021712861.1|AAEG	LOC118507865|XP_035902964.1|ASTE
OG0003469	LOC5578927|XP_001657213.1|AAEG	LOC118517619|XP_035919809.1|ASTE
OG0003470	LOC5563724|XP_021693210.1|AAEG	LOC118507829|XP_035902820.1|ASTE
OG0003471	LOC5563704|XP_001647991.1|AAEG	LOC118507837|XP_035902845.1|ASTE
OG0003472	LOC5573172|XP_001660788.2|AAEG, LOC110674073|XP_021693214.1|AAEG	LOC118513812|XP_035915933.1|ASTE
OG0003473	LOC110681091|XP_021712553.1|AAEG, LOC5563712|XP_001648004.2|AAEG	LOC118505176|XP_035896521.1|ASTE
OG0003474	LOC5576365|XP_021693250.1|AAEG	LOC118506460|XP_035899515.1|ASTE
OG0003475	LOC5576358|XP_021693297.1|AAEG, LOC110674087|XP_021693301.1|AAEG	LOC118504287|XP_035894458.1|ASTE
OG0003476	LOC5576352|XP_021693305.1|AAEG	LOC118502700|XP_035891127.1|ASTE
OG0003477	LOC5567293|XP_021693314.1|AAEG	LOC118504690|XP_035895403.1|ASTE
OG0003478	LOC5567283|XP_021693342.1|AAEG	LOC118504437|XP_035894782.1|ASTE
OG0003479	LOC5569127|XP_001652733.2|AAEG	LOC118508302|XP_035903849.1|ASTE
OG0003480	LOC5576718|XP_001656224.1|AAEG	LOC118503229|XP_035892121.1|ASTE
OG0003481	LOC5576717|XP_001656223.1|AAEG	LOC118503228|XP_035892120.1|ASTE
OG0003482	LOC5576735|XP_021693381.1|AAEG	LOC118503227|XP_035892119.1|ASTE
OG0003483	LOC5566413|XP_001650805.1|AAEG	LOC118502931|XP_035891570.1|ASTE
OG0003484	LOC5568914|XP_001658238.1|AAEG	LOC118515297|XP_035917866.1|ASTE, LOC118506371|XP_035899286.1|ASTE
OG0003485	LOC5568905|XP_001658228.2|AAEG	LOC118506797|XP_035900312.1|ASTE
OG0003486	LOC110674672|XP_021694418.1|AAEG	LOC118502439|XP_035890560.1|ASTE
OG0003487	LOC5573324|XP_001654544.1|AAEG	LOC118502966|XP_035891623.1|ASTE
OG0003488	LOC5569057|XP_021693516.1|AAEG	LOC118507997|XP_035903261.1|ASTE
OG0003489	LOC5564565|XP_021693531.1|AAEG	LOC118507570|XP_035902088.1|ASTE
OG0003490	LOC5566454|XP_021693543.1|AAEG	LOC118517182|XP_035918987.1|ASTE, LOC118504678|XP_035895377.1|ASTE
OG0003491	LOC5578805|XP_021693546.1|AAEG	LOC118505146|XP_035896410.1|ASTE
OG0003492	LOC5578571|XP_001663962.2|AAEG	LOC118505235|XP_035896662.1|ASTE
OG0003493	LOC5577195|XP_021693675.1|AAEG	LOC118506361|XP_035899268.1|ASTE
OG0003494	LOC5572161|XP_021693685.1|AAEG	LOC118503112|XP_035891944.1|ASTE
OG0003495	LOC5576201|XP_001662536.1|AAEG	LOC118507842|XP_035902864.1|ASTE
OG0003496	LOC110674163|XP_021693719.1|AAEG	LOC118507849|XP_035902873.1|ASTE
OG0003497	LOC23687673|XP_011493646.2|AAEG	LOC118507814|XP_035902777.1|ASTE
OG0003498	LOC5575648|XP_021693759.1|AAEG	LOC118508379|XP_035904008.1|ASTE
OG0003499	LOC5575653|XP_021693763.1|AAEG	LOC118503462|XP_035892640.1|ASTE
OG0003500	LOC5565614|XP_021693783.1|AAEG	LOC118505442|XP_035897132.1|ASTE
OG0003501	LOC5565612|XP_001649949.1|AAEG	LOC118507480|XP_035901881.1|ASTE
