Orthogroup	AAEG.longest_only	DSUB.longest_only
OG0004650	LOC5571509|XP_001659760.2|AAEG	LOC117900466|XP_034666732.1|DSUB
OG0004651	LOC5563797|XP_021705176.1|AAEG	LOC117898196|XP_034663307.1|DSUB
OG0004652	LOC5565059|XP_001649413.2|AAEG	LOC117898656|XP_034664120.1|DSUB
OG0004653	LOC5565054|XP_001649408.2|AAEG	LOC117894418|XP_034657320.1|DSUB
OG0004654	LOC110677890|XP_021705386.1|AAEG, LOC5565035|XP_021705378.1|AAEG	LOC117900050|XP_034666137.1|DSUB
OG0004655	LOC5565063|XP_001649395.2|AAEG	LOC117898700|XP_034664209.1|DSUB
OG0004656	LOC5565050|XP_001649392.1|AAEG	LOC117901477|XP_034668136.1|DSUB
OG0004657	LOC5565263|XP_001649611.2|AAEG	LOC117896574|XP_034660866.1|DSUB
OG0004659	LOC5576003|XP_021705972.1|AAEG	LOC117897622|XP_034662479.1|DSUB
OG0004660	LOC110681260|XP_021712726.1|AAEG, LOC5575289|XP_001655666.1|AAEG	LOC117899034|XP_034664683.1|DSUB
OG0004661	LOC110681378|XP_021712811.1|AAEG, LOC5579213|XP_001657340.2|AAEG	LOC117896169|XP_034660142.1|DSUB
OG0004662	LOC5570619|XP_021706383.1|AAEG	LOC117897454|XP_034662191.1|DSUB
OG0004663	LOC5570613|XP_021706431.1|AAEG	LOC117899007|XP_034664650.1|DSUB
OG0004664	LOC5570614|XP_001659213.2|AAEG	LOC117903563|XP_034671659.1|DSUB
OG0004665	LOC110678164|XP_021706480.1|AAEG	LOC117889637|XP_034649990.1|DSUB
OG0004666	LOC5569671|XP_021706516.1|AAEG	LOC117898122|XP_034663201.1|DSUB
OG0004667	LOC5569670|XP_001652933.1|AAEG	LOC117898126|XP_034663209.1|DSUB
OG0004668	LOC5566637|XP_021706641.1|AAEG	LOC117903637|XP_034671802.1|DSUB
OG0004669	LOC23687857|XP_021706703.1|AAEG	LOC117899968|XP_034666017.1|DSUB
OG0004670	LOC5577888|XP_021707313.1|AAEG	LOC117899468|XP_034665376.1|DSUB
OG0004671	LOC5577673|XP_001663450.2|AAEG	LOC117899349|XP_034665193.1|DSUB
OG0004672	LOC110681249|XP_021712710.1|AAEG, LOC5568531|XP_021707788.1|AAEG	LOC117899440|XP_034665335.1|DSUB
OG0004673	LOC5565265|XP_021707970.1|AAEG	LOC117898938|XP_034664545.1|DSUB
OG0004674	LOC5580231|XP_001655929.1|AAEG	LOC117896193|XP_034660175.1|DSUB
OG0004675	LOC5579494|XP_021708351.1|AAEG	LOC117896192|XP_034660173.1|DSUB
OG0004676	LOC5578580|XP_001663971.1|AAEG	LOC117898923|XP_034664526.1|DSUB
OG0004677	LOC5568274|XP_021708900.1|AAEG	LOC117897031|XP_034661501.1|DSUB
OG0004678	LOC5575196|XP_021708925.1|AAEG	LOC117898469|XP_034663789.1|DSUB
OG0004679	LOC110680243|XP_021711749.1|AAEG, LOC5570610|XP_021709377.1|AAEG	LOC117899057|XP_034664715.1|DSUB
OG0004680	LOC5574583|XP_021709444.1|AAEG	LOC117895989|XP_034659865.1|DSUB
OG0004681	LOC110680770|XP_021712247.1|AAEG, LOC5574603|XP_021709512.1|AAEG	LOC117896994|XP_034661442.1|DSUB
OG0004682	LOC5574597|XP_001655229.2|AAEG	LOC117902091|XP_034669078.1|DSUB
OG0004683	LOC5574598|XP_001655231.2|AAEG	LOC117899542|XP_034665512.1|DSUB
OG0004684	LOC5573866|XP_001654906.1|AAEG	LOC117897984|XP_034662987.1|DSUB
OG0004685	LOC5573867|XP_021709999.1|AAEG	LOC117898158|XP_034663255.1|DSUB
OG0004686	LOC5573870|XP_001654902.2|AAEG	LOC117899234|XP_034664999.1|DSUB
OG0004687	LOC5568153|XP_021710128.1|AAEG	LOC117897309|XP_034661953.1|DSUB
OG0004688	LOC5567414|XP_021710488.1|AAEG	LOC117898680|XP_034664154.1|DSUB
OG0004689	LOC5567422|XP_001657404.2|AAEG	LOC117899043|XP_034664693.1|DSUB
OG0004690	LOC5567420|XP_021710562.1|AAEG, LOC110680659|XP_021712143.1|AAEG	LOC117898627|XP_034664074.1|DSUB
OG0004691	LOC5567412|XP_001657412.2|AAEG, LOC110681198|XP_021712668.1|AAEG	LOC117898184|XP_034663290.1|DSUB
OG0004692	LOC5567410|XP_021710610.1|AAEG	LOC117897946|XP_034662932.1|DSUB
OG0004693	LOC5567409|XP_021710619.1|AAEG	LOC117897507|XP_034662287.1|DSUB
OG0004694	LOC5569463|XP_021710880.1|AAEG	LOC117898859|XP_034664427.1|DSUB
OG0004695	LOC5577522|XP_021711214.1|AAEG, LOC110681307|XP_021712757.1|AAEG	LOC117896183|XP_034660158.1|DSUB
OG0004696	LOC5577409|XP_021711701.1|AAEG	LOC117898672|XP_034664143.1|DSUB
OG0004697	LOC5572726|XP_021711703.1|AAEG	LOC117898925|XP_034664530.1|DSUB
OG0004698	LOC5567784|XP_001657686.1|AAEG	LOC117903317|XP_034671145.1|DSUB
OG0004699	LOC5567769|XP_001657669.2|AAEG	LOC117897247|XP_034661859.1|DSUB
OG0004700	LOC5569268|XP_001658414.2|AAEG	LOC117899008|XP_034664647.1|DSUB
OG0004701	LOC5571789|XP_021712686.1|AAEG	LOC117897616|XP_034662472.1|DSUB
OG0004702	LOC5567071|XP_021712876.1|AAEG	LOC117895992|XP_034659869.1|DSUB
OG0004703	LOC5567076|XP_001651472.2|AAEG	LOC117899068|XP_034664726.1|DSUB
OG0004704	LOC5577527|XP_021712945.1|AAEG	LOC117896324|XP_034660450.1|DSUB
OG0004705	LOC5577531|XP_001663415.1|AAEG	LOC117899550|XP_034665529.1|DSUB
OG0004706	LOC5578164|XP_021712961.1|AAEG	LOC117893033|XP_034655283.1|DSUB
OG0004707	LOC5578992|XP_021712980.1|AAEG	LOC117899966|XP_034666012.1|DSUB
OG0004708	LOC5578986|XP_021712983.1|AAEG	LOC117899720|XP_034665830.1|DSUB
OG0004709	LOC5573380|XP_001660859.2|AAEG	LOC117896601|XP_034660923.1|DSUB
OG0004710	LOC5573382|XP_021712994.1|AAEG	LOC117898199|XP_034663310.1|DSUB
OG0004711	LOC5567514|XP_021712998.1|AAEG	LOC117899438|XP_034665333.1|DSUB
OG0004712	LOC5570622|XP_001659225.2|AAEG	LOC117899684|XP_034665765.1|DSUB
OG0004713	LOC5577008|XP_021713014.1|AAEG	LOC117897020|XP_034661484.1|DSUB
OG0004714	LOC5577010|XP_021713020.1|AAEG	LOC117899568|XP_034665569.1|DSUB
OG0004715	LOC5577983|XP_001656717.2|AAEG	LOC117902040|XP_034668995.1|DSUB
OG0004716	LOC110680869|XP_021712351.1|AAEG, LOC5572577|XP_021713034.1|AAEG	LOC117897019|XP_034661483.1|DSUB
OG0004717	LOC5580309|XP_021713070.1|AAEG	LOC117899180|XP_034664934.1|DSUB
OG0004718	LOC5580307|XP_021713072.1|AAEG	LOC117900714|XP_034667067.1|DSUB
OG0004719	LOC5567836|XP_021713139.1|AAEG	LOC117896246|XP_034660296.1|DSUB
OG0004720	LOC5567828|XP_021713151.1|AAEG	LOC117898425|XP_034663706.1|DSUB
OG0004721	LOC5568724|XP_001658107.2|AAEG, LOC110681520|XP_021713162.1|AAEG, LOC110681103|XP_021712560.1|AAEG	LOC117899014|XP_034664662.1|DSUB
OG0004722	LOC5564376|XP_021713169.1|AAEG	LOC117899075|XP_034664736.1|DSUB
OG0004723	LOC5576285|XP_001662575.2|AAEG	LOC117903201|XP_034670978.1|DSUB
OG0004724	LOC5565704|XP_021713195.1|AAEG	LOC117896561|XP_034660854.1|DSUB
OG0004725	LOC23687519|XP_021713205.1|AAEG	LOC117896952|XP_034661387.1|DSUB
OG0004726	LOC5577062|XP_021713221.1|AAEG	LOC117896182|XP_034660156.1|DSUB
OG0004727	LOC5569229|XP_021713257.1|AAEG	LOC117897652|XP_034662520.1|DSUB
OG0004728	LOC110681535|XP_021713261.1|AAEG, LOC5569233|XP_001652793.1|AAEG	LOC117898010|XP_034663030.1|DSUB
OG0004729	LOC5574059|XP_001655039.1|AAEG	LOC117900309|XP_034666525.1|DSUB, LOC117895717|XP_034659467.1|DSUB
OG0004730	LOC5574058|XP_001655038.2|AAEG	LOC117902727|XP_034670189.1|DSUB
OG0004731	LOC5574049|XP_001655027.1|AAEG	LOC117898440|XP_034663736.1|DSUB
OG0004732	LOC5579204|XP_021713323.1|AAEG	LOC117899312|XP_034665129.1|DSUB
OG0004733	LOC5579208|XP_001657331.2|AAEG	LOC117899313|XP_034665130.1|DSUB
OG0004734	LOC5565061|XP_021713325.1|AAEG	LOC117899698|XP_034665793.1|DSUB
OG0004735	LOC5574617|XP_021713353.1|AAEG	LOC117897985|XP_034662989.1|DSUB
OG0004736	LOC5574615|XP_021713359.1|AAEG	LOC117899530|XP_034665489.1|DSUB
OG0004737	LOC5579129|XP_001664227.2|AAEG	LOC117897124|XP_034661667.1|DSUB
OG0004738	LOC5564607|XP_021713379.1|AAEG	LOC117897452|XP_034662188.1|DSUB
OG0004739	LOC5564604|XP_001648952.2|AAEG	LOC117898494|XP_034663825.1|DSUB
OG0004740	LOC5580180|XP_001655596.2|AAEG	LOC117898089|XP_034663160.1|DSUB
OG0004741	LOC5580179|XP_021713415.1|AAEG	LOC117899647|XP_034665713.1|DSUB
OG0004742	LOC5580168|XP_021713424.1|AAEG	LOC117902976|XP_034670527.1|DSUB
OG0004743	LOC5575984|XP_001655938.2|AAEG	LOC117896236|XP_034660273.1|DSUB
OG0004744	LOC5571518|XP_001659764.2|AAEG	LOC117901382|XP_034668000.1|DSUB
OG0004745	LOC110674034|XP_021692979.1|AAEG	LOC117896131|XP_034660083.1|DSUB
OG0004746	LOC5578530|XP_021693013.1|AAEG	LOC117898023|XP_034663047.1|DSUB
OG0004747	LOC5574921|XP_021693014.1|AAEG	LOC117898025|XP_034663053.1|DSUB
OG0004748	LOC110674038|XP_021693022.1|AAEG	LOC117898021|XP_034663044.1|DSUB
OG0004749	LOC5570841|XP_021693038.1|AAEG	LOC117899749|XP_034665886.1|DSUB
OG0004750	LOC5564809|XP_001649157.2|AAEG	LOC117896472|XP_034660697.1|DSUB
OG0004751	LOC5573468|XP_001660889.2|AAEG	LOC117898255|XP_034663400.1|DSUB
OG0004752	LOC5576839|XP_021693055.1|AAEG	LOC117899373|XP_034665244.1|DSUB
OG0004753	LOC5576840|XP_001662952.2|AAEG	LOC117897382|XP_034662082.1|DSUB
OG0004754	LOC5576841|XP_001662951.1|AAEG	LOC117898657|XP_034664123.1|DSUB
OG0004755	LOC5563664|XP_021693061.1|AAEG	LOC117899662|XP_034665736.1|DSUB
OG0004756	LOC5563630|XP_001647845.1|AAEG	LOC117899658|XP_034665732.1|DSUB
OG0004757	LOC5580078|XP_021693067.1|AAEG	LOC117897660|XP_034662535.1|DSUB
OG0004758	LOC5565688|XP_021693077.1|AAEG	LOC117897554|XP_034662373.1|DSUB
OG0004759	LOC5580095|XP_021694314.1|AAEG	LOC117896428|XP_034660640.1|DSUB
OG0004760	LOC5580097|XP_021693082.1|AAEG	LOC117899475|XP_034665395.1|DSUB
OG0004761	LOC5566481|XP_021693093.1|AAEG	LOC117896576|XP_034660870.1|DSUB
OG0004762	LOC5566478|XP_021693095.1|AAEG	LOC117901677|XP_034668410.1|DSUB
OG0004763	LOC110674063|XP_021693123.1|AAEG	LOC117896620|XP_034660949.1|DSUB
OG0004764	LOC5566462|XP_001650844.2|AAEG	LOC117897585|XP_034662430.1|DSUB
OG0004765	LOC5566459|XP_021693132.1|AAEG	LOC117897332|XP_034661992.1|DSUB
OG0004766	LOC5578930|XP_001657218.1|AAEG, LOC110680822|XP_021712293.1|AAEG	LOC117897441|XP_034662172.1|DSUB
OG0004767	LOC5563705|XP_001647995.2|AAEG	LOC117897624|XP_034662483.1|DSUB
OG0004768	LOC5563720|XP_021693220.1|AAEG	LOC117899604|XP_034665618.1|DSUB
OG0004769	LOC5563719|XP_001648002.2|AAEG	LOC117902411|XP_034669644.1|DSUB
OG0004770	LOC5563706|XP_001648001.1|AAEG	LOC117897359|XP_034662032.1|DSUB
OG0004771	LOC5563713|XP_001648003.1|AAEG	LOC117898882|XP_034664456.1|DSUB
OG0004772	LOC5576366|XP_001656105.2|AAEG	LOC117896682|XP_034661023.1|DSUB
OG0004773	LOC5576364|XP_001656102.1|AAEG	LOC117896200|XP_034660215.1|DSUB
OG0004774	LOC5576362|XP_021693266.1|AAEG	LOC117896198|XP_034660186.1|DSUB
OG0004775	LOC5576360|XP_001656098.1|AAEG	LOC117898447|XP_034663745.1|DSUB
OG0004776	LOC5576357|XP_001656095.2|AAEG	LOC117890156|XP_034650740.1|DSUB
OG0004777	LOC5576353|XP_001656091.1|AAEG	LOC117897163|XP_034661725.1|DSUB
OG0004778	LOC5567291|XP_001651727.2|AAEG	LOC117901522|XP_034668190.1|DSUB
OG0004779	LOC5567287|XP_021693333.1|AAEG	LOC117898563|XP_034663940.1|DSUB
OG0004780	LOC5567286|XP_001651717.1|AAEG	LOC117900257|XP_034666447.1|DSUB
OG0004781	LOC5567281|XP_021693335.1|AAEG	LOC117896234|XP_034660270.1|DSUB
OG0004782	LOC5569123|XP_021693348.1|AAEG	LOC117898422|XP_034663694.1|DSUB
OG0004783	LOC5576729|XP_001656237.1|AAEG	LOC117891306|XP_034652645.1|DSUB
OG0004784	LOC5576719|XP_001656225.2|AAEG	LOC117896979|XP_034661425.1|DSUB
OG0004785	LOC5564486|XP_001648827.1|AAEG	LOC117896674|XP_034661011.1|DSUB
OG0004786	LOC110674098|XP_021693387.1|AAEG	LOC117896835|XP_034661241.1|DSUB
OG0004787	LOC5573632|XP_001660958.1|AAEG, LOC5573631|XP_001660957.1|AAEG	LOC117896042|XP_034659941.1|DSUB
OG0004788	LOC5573630|XP_001660959.1|AAEG	LOC117897466|XP_034662204.1|DSUB
OG0004789	LOC5573633|XP_001660960.2|AAEG	LOC117897331|XP_034661991.1|DSUB
OG0004790	LOC5578540|XP_001663931.1|AAEG	LOC117898058|XP_034663116.1|DSUB
OG0004791	LOC5567507|XP_021693404.1|AAEG	LOC117898386|XP_034663632.1|DSUB
OG0004792	LOC5567505|XP_001651805.1|AAEG	LOC117898798|XP_034664330.1|DSUB
OG0004793	LOC5567509|XP_021693418.1|AAEG	LOC117898391|XP_034663639.1|DSUB
OG0004794	LOC5568908|XP_021693425.1|AAEG	LOC117899683|XP_034665764.1|DSUB
OG0004795	LOC5568898|XP_001658225.2|AAEG	LOC117898869|XP_034664439.1|DSUB
OG0004796	LOC5573319|XP_021693445.1|AAEG	LOC117898304|XP_034663470.1|DSUB
OG0004797	LOC5573320|XP_021693447.1|AAEG	LOC117896599|XP_034660916.1|DSUB
OG0004798	LOC5573325|XP_001654545.2|AAEG	LOC117896294|XP_034660406.1|DSUB
OG0004799	LOC5573328|XP_001654548.2|AAEG	LOC117899515|XP_034665459.1|DSUB
OG0004800	LOC5575792|XP_021693478.1|AAEG	LOC117899733|XP_034665868.1|DSUB
OG0004801	LOC5573434|XP_021693611.1|AAEG	LOC117899584|XP_034665592.1|DSUB
OG0004802	LOC5577696|XP_001663476.1|AAEG, LOC5576141|XP_001662490.1|AAEG	LOC117896203|XP_034660221.1|DSUB
OG0004803	LOC5577199|XP_021693664.1|AAEG	LOC117899634|XP_034665683.1|DSUB
OG0004804	LOC5569887|XP_021693689.1|AAEG	LOC117899605|XP_034665625.1|DSUB
OG0004805	LOC5566210|XP_021693695.1|AAEG	LOC117897112|XP_034661653.1|DSUB
OG0004806	LOC5576204|XP_001662541.1|AAEG	LOC117902212|XP_034669327.1|DSUB
OG0004807	LOC5576196|XP_001662533.2|AAEG	LOC117896033|XP_034659932.1|DSUB
OG0004808	LOC5576522|XP_001662715.2|AAEG	LOC117897802|XP_034662742.1|DSUB
OG0004809	LOC5575645|XP_001655791.1|AAEG	LOC117896333|XP_034660464.1|DSUB
OG0004810	LOC5575646|XP_021693746.1|AAEG	LOC117897272|XP_034661889.1|DSUB
OG0004811	LOC23687923|XP_021693761.1|AAEG	LOC117894081|XP_034656834.1|DSUB
OG0004812	LOC5565754|XP_021693766.1|AAEG	LOC117897316|XP_034661959.1|DSUB
OG0004813	LOC110680668|XP_021712149.1|AAEG, LOC5565615|XP_001649944.1|AAEG	LOC117898695|XP_034664201.1|DSUB
OG0004814	LOC5565593|XP_021693801.1|AAEG	LOC117896127|XP_034660075.1|DSUB
OG0004815	LOC110681465|XP_021712923.1|AAEG, LOC5565596|XP_021693805.1|AAEG	LOC117901440|XP_034668116.1|DSUB
OG0004816	LOC5569688|XP_021694424.1|AAEG	LOC117903313|XP_034671140.1|DSUB
OG0004817	LOC5565992|XP_001650360.2|AAEG	LOC117903311|XP_034671136.1|DSUB
OG0004818	LOC110673983|XP_021693821.1|AAEG	LOC117897120|XP_034661664.1|DSUB
OG0004819	LOC5577654|XP_001656652.2|AAEG	LOC117898465|XP_034663779.1|DSUB
OG0004820	LOC5577653|XP_021693824.1|AAEG	LOC117897102|XP_034661638.1|DSUB
OG0004821	LOC5577652|XP_001656650.2|AAEG	LOC117898878|XP_034664452.1|DSUB
OG0004822	LOC5577644|XP_021693837.1|AAEG	LOC117898207|XP_034663319.1|DSUB
OG0004823	LOC5577640|XP_001656638.2|AAEG	LOC117896678|XP_034661014.1|DSUB
OG0004824	LOC5577639|XP_001656637.1|AAEG	LOC117896679|XP_034661018.1|DSUB
OG0004825	LOC5577632|XP_021693883.1|AAEG	LOC117902946|XP_034670451.1|DSUB
OG0004826	LOC5565948|XP_001650325.1|AAEG	LOC117896175|XP_034660149.1|DSUB
OG0004827	LOC5565946|XP_001650323.1|AAEG	LOC117897184|XP_034661774.1|DSUB
OG0004828	LOC5565943|XP_001650318.1|AAEG	LOC117898565|XP_034663943.1|DSUB
OG0004829	LOC5568524|XP_001652351.2|AAEG	LOC117897032|XP_034661502.1|DSUB
OG0004830	LOC5568377|XP_021693933.1|AAEG	LOC117899199|XP_034664963.1|DSUB
OG0004831	LOC5573533|XP_001654671.2|AAEG	LOC117894580|XP_034657613.1|DSUB
OG0004832	LOC5565148|XP_021694009.1|AAEG	LOC117897296|XP_034661931.1|DSUB
OG0004833	LOC5576153|XP_001662502.1|AAEG, LOC5566762|XP_001651168.1|AAEG	LOC117898221|XP_034663344.1|DSUB
OG0004834	LOC5565637|XP_001649990.2|AAEG	LOC117898464|XP_034663778.1|DSUB
OG0004835	LOC5564104|XP_021694072.1|AAEG	LOC117897934|XP_034662916.1|DSUB
OG0004836	LOC5576112|XP_021694087.1|AAEG	LOC117897851|XP_034662812.1|DSUB
OG0004837	LOC5576113|XP_001662458.2|AAEG	LOC117894653|XP_034657720.1|DSUB
OG0004838	LOC5576125|XP_001662471.2|AAEG	LOC117896865|XP_034661286.1|DSUB
OG0004839	LOC5576127|XP_021694095.1|AAEG	LOC117899196|XP_034664954.1|DSUB
OG0004840	LOC5575234|XP_001655640.2|AAEG	LOC117897346|XP_034662010.1|DSUB
OG0004841	LOC110681192|XP_021712660.1|AAEG, LOC5575231|XP_021694126.1|AAEG	LOC117901684|XP_034668418.1|DSUB
OG0004842	LOC5565162|XP_001649526.2|AAEG	LOC117898159|XP_034663258.1|DSUB
OG0004843	LOC5565185|XP_001649514.2|AAEG	LOC117897053|XP_034661536.1|DSUB
OG0004844	LOC5577586|XP_021694153.1|AAEG	LOC117900275|XP_034666475.1|DSUB
OG0004845	LOC23687573|XP_021694154.1|AAEG, LOC110681328|XP_021712775.1|AAEG	LOC117896433|XP_034660653.1|DSUB
OG0004846	LOC5572603|XP_021694172.1|AAEG	LOC117900433|XP_034666694.1|DSUB
OG0004847	LOC5572605|XP_001654115.2|AAEG	LOC117900427|XP_034666684.1|DSUB
OG0004848	LOC23687388|XP_021694181.1|AAEG	LOC117898203|XP_034663315.1|DSUB
OG0004850	LOC5572676|XP_021694197.1|AAEG	LOC117896335|XP_034660466.1|DSUB
OG0004851	LOC110674250|XP_021694203.1|AAEG	LOC117898146|XP_034663236.1|DSUB
OG0004852	LOC5566256|XP_021694208.1|AAEG	LOC117898629|XP_034664079.1|DSUB
OG0004853	LOC5566125|XP_001650487.2|AAEG	LOC117892180|XP_034654157.1|DSUB
OG0004854	LOC5571449|XP_021695479.1|AAEG	LOC117894942|XP_034658155.1|DSUB
OG0004855	LOC5573692|XP_001661015.2|AAEG	LOC117893244|XP_034655699.1|DSUB
OG0004856	LOC5576514|XP_021695531.1|AAEG	LOC117894126|XP_034656905.1|DSUB
OG0004857	LOC5579860|XP_001664321.2|AAEG	LOC117894957|XP_034658178.1|DSUB
OG0004858	LOC5567813|XP_021695571.1|AAEG	LOC117894123|XP_034656898.1|DSUB
OG0004859	LOC5567812|XP_021695576.1|AAEG	LOC117894136|XP_034656922.1|DSUB
OG0004860	LOC5567848|XP_001657711.1|AAEG	LOC117894352|XP_034657232.1|DSUB
OG0004861	LOC5567847|XP_021695583.1|AAEG	LOC117895871|XP_034659741.1|DSUB
OG0004862	LOC5569145|XP_021699736.1|AAEG	LOC117894440|XP_034657398.1|DSUB
OG0004863	LOC5575754|XP_001662174.2|AAEG	LOC117894565|XP_034657590.1|DSUB
OG0004864	LOC5575753|XP_021695616.1|AAEG	LOC117895359|XP_034658834.1|DSUB
OG0004865	LOC5575752|XP_001662176.1|AAEG	LOC117898783|XP_034664310.1|DSUB
OG0004866	LOC5564540|XP_021695631.1|AAEG	LOC117893910|XP_034656581.1|DSUB
OG0004867	LOC5564539|XP_021695635.1|AAEG	LOC117891649|XP_034653089.1|DSUB
OG0004868	LOC5564537|XP_001648880.2|AAEG	LOC117890473|XP_034651227.1|DSUB
OG0004869	LOC5578207|XP_001656851.2|AAEG	LOC117892409|XP_034654530.1|DSUB
OG0004870	LOC5578218|XP_001656861.1|AAEG	LOC117891065|XP_034652129.1|DSUB
OG0004871	LOC5578223|XP_021695666.1|AAEG	LOC117892445|XP_034654578.1|DSUB
OG0004872	LOC5576744|XP_021695708.1|AAEG	LOC117891646|XP_034653084.1|DSUB
OG0004873	LOC5575734|XP_001655836.1|AAEG, LOC110674017|XP_021695727.1|AAEG	LOC117902804|XP_034670316.1|DSUB
OG0004874	LOC110675354|XP_021695729.1|AAEG, LOC5563734|XP_021695730.1|AAEG	LOC117897503|XP_034662285.1|DSUB
OG0004875	LOC5571774|XP_021695744.1|AAEG	LOC117903452|XP_034671376.1|DSUB
OG0004876	LOC5571765|XP_021695751.1|AAEG, LOC110680346|XP_021711857.1|AAEG	LOC117900168|XP_034666305.1|DSUB
OG0004877	LOC5571761|XP_001659892.2|AAEG	LOC117895038|XP_034658303.1|DSUB
OG0004878	LOC5576635|XP_001662785.1|AAEG	LOC117891200|XP_034652427.1|DSUB
OG0004879	LOC5570673|XP_021695783.1|AAEG	LOC117891155|XP_034652304.1|DSUB
OG0004880	LOC5570671|XP_001659260.2|AAEG	LOC117893867|XP_034656530.1|DSUB
OG0004881	LOC5570669|XP_001659262.2|AAEG	LOC117895642|XP_034659316.1|DSUB
OG0004882	LOC5570675|XP_011493055.1|AAEG	LOC117893919|XP_034656592.1|DSUB
OG0004883	LOC5570676|XP_001659270.2|AAEG	LOC117895225|XP_034658612.1|DSUB
OG0004884	LOC5571294|XP_021695841.1|AAEG	LOC117891663|XP_034653112.1|DSUB
OG0004885	LOC5571287|XP_001653588.1|AAEG	LOC117890748|XP_034651696.1|DSUB
OG0004886	LOC5571283|XP_001653584.2|AAEG	LOC117890461|XP_034651199.1|DSUB
OG0004887	LOC5571282|XP_001653583.1|AAEG	LOC117891860|XP_034653513.1|DSUB
OG0004888	LOC5571281|XP_021695870.1|AAEG	LOC117892615|XP_034654856.1|DSUB
OG0004889	LOC5571279|XP_001653580.1|AAEG	LOC117891902|XP_034653616.1|DSUB
OG0004890	LOC5571273|XP_001653571.1|AAEG	LOC117889972|XP_034650429.1|DSUB
OG0004891	LOC5571271|XP_001653569.1|AAEG	LOC117903587|XP_034671698.1|DSUB
OG0004892	LOC5571269|XP_021695908.1|AAEG	LOC117890163|XP_034650750.1|DSUB
OG0004893	LOC5578056|XP_021695962.1|AAEG	LOC117891235|XP_034652472.1|DSUB, LOC117889753|XP_034650090.1|DSUB
OG0004894	LOC5579030|XP_021695968.1|AAEG	LOC117891510|XP_034652895.1|DSUB
OG0004895	LOC23687608|XP_021695975.1|AAEG	LOC117892118|XP_034654038.1|DSUB
OG0004896	LOC5568474|XP_021695989.1|AAEG	LOC117890310|XP_034650981.1|DSUB
OG0004897	LOC5568466|XP_001652305.2|AAEG	LOC117892110|XP_034654013.1|DSUB
OG0004898	LOC5568471|XP_021695999.1|AAEG	LOC117891675|XP_034653137.1|DSUB
OG0004899	LOC110675397|XP_021696008.1|AAEG	LOC117891543|XP_034652944.1|DSUB
OG0004900	LOC5573478|XP_021696015.1|AAEG	LOC117890346|XP_034651028.1|DSUB
OG0004901	LOC5573480|XP_001654630.1|AAEG	LOC117892450|XP_034654586.1|DSUB
OG0004902	LOC5577803|XP_001663565.2|AAEG	LOC117895394|XP_034658911.1|DSUB
OG0004903	LOC5577802|XP_021696032.1|AAEG	LOC117892457|XP_034654596.1|DSUB
OG0004904	LOC5575912|XP_001662288.2|AAEG	LOC117898472|XP_034663794.1|DSUB
OG0004905	LOC5566323|XP_021696047.1|AAEG	LOC117890330|XP_034651011.1|DSUB
OG0004906	LOC5575484|XP_021696065.1|AAEG	LOC117893620|XP_034656188.1|DSUB
OG0004907	LOC5578178|XP_021696080.1|AAEG	LOC117893918|XP_034656591.1|DSUB
OG0004908	LOC5574115|XP_021696086.1|AAEG	LOC117894170|XP_034656963.1|DSUB
OG0004909	LOC5574099|XP_021696099.1|AAEG	LOC117895421|XP_034658948.1|DSUB
OG0004910	LOC5573286|XP_021696108.1|AAEG	LOC117895418|XP_034658942.1|DSUB
OG0004911	LOC5574089|XP_001661159.1|AAEG	LOC117894907|XP_034658093.1|DSUB
OG0004912	LOC5565111|XP_001649458.1|AAEG	LOC117893621|XP_034656189.1|DSUB
OG0004913	LOC5572879|XP_001654230.1|AAEG	LOC117892601|XP_034654832.1|DSUB
OG0004914	LOC5572883|XP_001654238.1|AAEG	LOC117889828|XP_034650200.1|DSUB
OG0004915	LOC5572890|XP_001654241.1|AAEG	LOC117890264|XP_034650912.1|DSUB
OG0004916	LOC5572892|XP_021696207.1|AAEG	LOC117892174|XP_034654144.1|DSUB
OG0004917	LOC5569891|XP_021696240.1|AAEG	LOC117894107|XP_034656873.1|DSUB
OG0004918	LOC5569896|XP_021696242.1|AAEG	LOC117894103|XP_034656869.1|DSUB
OG0004919	LOC5569894|XP_001658793.2|AAEG	LOC117899371|XP_034665242.1|DSUB
OG0004920	LOC5569897|XP_001658795.2|AAEG	LOC117894155|XP_034656943.1|DSUB
OG0004921	LOC5569899|XP_021696250.1|AAEG	LOC117895049|XP_034658318.1|DSUB
OG0004922	LOC5574844|XP_021696259.1|AAEG	LOC117895410|XP_034658933.1|DSUB
OG0004923	LOC5574842|XP_001661672.2|AAEG	LOC117893288|XP_034655746.1|DSUB
OG0004924	LOC5579986|XP_001660252.2|AAEG	LOC117895256|XP_034658667.1|DSUB
OG0004925	LOC23687540|XP_021696286.1|AAEG	LOC117894737|XP_034657827.1|DSUB
OG0004926	LOC5579997|XP_001660263.1|AAEG	LOC117893749|XP_034656376.1|DSUB
OG0004927	LOC5570466|XP_021696313.1|AAEG	LOC117893724|XP_034656316.1|DSUB
OG0004928	LOC5577066|XP_021696339.1|AAEG	LOC117892486|XP_034654643.1|DSUB
OG0004929	LOC5577072|XP_001663169.2|AAEG	LOC117895559|XP_034659159.1|DSUB
OG0004930	LOC5571872|XP_001659983.2|AAEG	LOC117891868|XP_034653521.1|DSUB
