Orthogroup	AAEG.longest_only	DPSE.longest_only
OG0003033	LOC5566174|XP_001650534.2|AAEG	LOC4813466|XP_001353755.1|DPSE
OG0003034	LOC5564640|XP_021710334.1|AAEG, LOC110680452|XP_021711937.1|AAEG	LOC4802338|XP_001359275.4|DPSE
OG0003035	LOC5564632|XP_021707753.1|AAEG	LOC4800256|XP_003736221.2|DPSE
OG0003036	LOC5564639|XP_001649000.2|AAEG	LOC6899089|XP_002139006.2|DPSE
OG0003037	LOC5570983|XP_001659444.2|AAEG	LOC4813100|XP_001353140.1|DPSE
OG0003038	LOC5563641|XP_001647895.2|AAEG	LOC4803619|XP_001360308.2|DPSE
OG0003039	LOC5563642|XP_021704981.1|AAEG	LOC4817028|XP_001356803.3|DPSE
OG0003040	LOC5563623|XP_021706246.1|AAEG	LOC4812694|XP_001353077.2|DPSE
OG0003041	LOC5575019|XP_001661753.2|AAEG	LOC4812539|XP_001352731.2|DPSE
OG0003042	LOC5570152|XP_001658954.1|AAEG	LOC4801743|XP_001358786.3|DPSE, LOC6903603|XP_033233189.1|DPSE, LOC117183354|XP_033232935.1|DPSE
OG0003043	LOC5570153|XP_001658955.1|AAEG	LOC4802850|XP_001359685.3|DPSE
OG0003044	LOC5570155|XP_021705980.1|AAEG	LOC4803544|XP_001360253.4|DPSE
OG0003045	LOC5570159|XP_001658961.1|AAEG	LOC6901634|XP_002134304.3|DPSE, LOC4802200|XP_001359167.2|DPSE
OG0003046	LOC5564270|XP_021705701.1|AAEG	LOC4802875|XP_001359706.3|DPSE
OG0003047	LOC5564272|XP_021705703.1|AAEG	LOC4802874|XP_001359705.2|DPSE
OG0003048	LOC5576266|XP_011493668.1|AAEG	LOC6898325|XP_002138380.1|DPSE
OG0003049	LOC5576784|XP_021707256.1|AAEG	LOC4800872|XP_001358069.1|DPSE
OG0003050	LOC5574821|XP_021705275.1|AAEG, LOC110681019|XP_021712473.1|AAEG	LOC4802189|XP_001359157.1|DPSE
OG0003051	LOC5566889|XP_001651263.1|AAEG, LOC110681133|XP_021712597.1|AAEG	LOC4812440|XP_001352742.3|DPSE
OG0003052	LOC5575304|XP_021708522.1|AAEG	LOC4802301|XP_001359245.3|DPSE
OG0003053	LOC5575781|XP_001662205.1|AAEG	LOC6897878|XP_002137980.3|DPSE
OG0003054	LOC5575779|XP_021711361.1|AAEG	LOC6897879|XP_003736881.3|DPSE
OG0003055	LOC110677835|XP_021705148.1|AAEG, LOC5576095|XP_001662441.1|AAEG	LOC6896811|XP_003736267.3|DPSE
OG0003056	LOC5569945|XP_021704286.1|AAEG	LOC4814434|XP_033237565.1|DPSE
OG0003057	LOC5571076|XP_001659517.1|AAEG	LOC4803648|XP_015039242.2|DPSE
OG0003058	LOC5571068|XP_021704204.1|AAEG	LOC6898398|XP_002138445.3|DPSE
OG0003059	LOC5571065|XP_021709659.1|AAEG	LOC4815797|XP_033238500.1|DPSE
OG0003060	LOC5571057|XP_001659497.1|AAEG	LOC4803507|XP_001360220.1|DPSE
OG0003061	LOC5574872|XP_001655397.1|AAEG	LOC4815811|XP_001355658.2|DPSE
OG0003062	LOC5574869|XP_021709481.1|AAEG	LOC6896956|XP_002137141.2|DPSE
OG0003063	LOC5568501|XP_021709331.1|AAEG	LOC6900275|XP_015044054.2|DPSE
OG0003064	LOC5575996|XP_001655961.1|AAEG	LOC4800800|XP_001358011.2|DPSE
OG0003065	LOC5579221|XP_001664301.1|AAEG	LOC117184107|XP_033236194.1|DPSE
OG0003066	LOC5568222|XP_021708417.1|AAEG	LOC6897031|XP_033240820.1|DPSE
OG0003067	LOC110680931|XP_021712404.1|AAEG, LOC5572948|XP_001654276.2|AAEG	LOC6904114|XP_002136405.2|DPSE
OG0003068	LOC5567604|XP_001657582.2|AAEG	LOC4802845|XP_001359681.1|DPSE
OG0003069	LOC5576808|XP_021710731.1|AAEG	LOC4804676|XP_015040109.2|DPSE
OG0003070	LOC5569654|XP_021704232.1|AAEG	LOC4817978|XP_001357249.3|DPSE
OG0003071	LOC5577951|XP_021705923.1|AAEG	LOC4813654|XP_001353451.1|DPSE
OG0003072	LOC5564182|XP_001648498.2|AAEG	LOC4803241|XP_001360014.2|DPSE
OG0003073	LOC5564179|XP_021709262.1|AAEG	LOC4803242|XP_015038359.1|DPSE
OG0003074	LOC110678918|XP_021708243.1|AAEG	LOC4817418|XP_001356815.3|DPSE
OG0003075	LOC5573886|XP_021708747.1|AAEG	LOC6897800|XP_015038087.2|DPSE
OG0003076	LOC5566729|XP_021705880.1|AAEG	LOC4812866|XP_001353701.3|DPSE
OG0003077	LOC5578447|XP_021710995.1|AAEG	LOC4803157|XP_033236947.1|DPSE
OG0003078	LOC5574135|XP_021708833.1|AAEG, LOC110681076|XP_021712541.1|AAEG	LOC6897125|XP_033234358.1|DPSE
OG0003079	LOC5571584|XP_021706365.1|AAEG	LOC4803323|XP_033233032.1|DPSE
OG0003080	LOC5579937|XP_021706762.1|AAEG	LOC4802330|XP_001359268.3|DPSE
OG0003081	LOC5575963|XP_021709083.1|AAEG	LOC4803115|XP_001359912.1|DPSE, LOC117184266|XP_033236930.1|DPSE
OG0003082	LOC5575964|XP_021711513.1|AAEG, LOC110681171|XP_021712634.1|AAEG	LOC4803194|XP_001359977.2|DPSE
OG0003083	LOC110679555|XP_021710178.1|AAEG, LOC5568657|XP_021710276.1|AAEG	LOC4802218|XP_015037679.2|DPSE
OG0003084	LOC5570881|XP_021709087.1|AAEG	LOC6897843|XP_033232885.1|DPSE
OG0003085	LOC5570878|XP_021708465.1|AAEG	LOC6897848|XP_033232351.1|DPSE
OG0003086	LOC5570887|XP_021708325.1|AAEG	LOC26534216|XP_033232754.1|DPSE
OG0003087	LOC5567164|XP_021708756.1|AAEG	LOC4812739|XP_033238450.1|DPSE
OG0003088	LOC5573574|XP_001654707.1|AAEG	LOC4802508|XP_001359417.1|DPSE
OG0003089	LOC5573568|XP_021711487.1|AAEG	LOC4800846|XP_015038761.2|DPSE
OG0003090	LOC110680773|XP_021712248.1|AAEG, LOC5578549|XP_001663940.1|AAEG	LOC4800462|XP_001357733.3|DPSE
OG0003091	LOC110678949|XP_021708362.1|AAEG	LOC4803147|XP_001359937.4|DPSE
OG0003092	LOC110678951|XP_021708365.1|AAEG, LOC110681335|XP_021712780.1|AAEG	LOC4802807|XP_001359651.1|DPSE
OG0003093	LOC5577357|XP_001656435.2|AAEG	LOC4805477|XP_033234497.1|DPSE
OG0003094	LOC5577366|XP_001656446.1|AAEG	LOC4815801|XP_033239871.1|DPSE
OG0003095	LOC5579138|XP_001664232.2|AAEG	LOC4814197|XP_001354338.3|DPSE
OG0003096	LOC5568847|XP_001652565.2|AAEG	LOC4803570|XP_001360277.1|DPSE
OG0003097	LOC110679593|XP_021710493.1|AAEG	LOC4800383|XP_003736233.2|DPSE
OG0003098	LOC5574439|XP_001661454.1|AAEG	LOC4815943|XP_001355246.1|DPSE
OG0003099	LOC5569016|XP_001652674.1|AAEG	LOC4802560|XP_001359457.1|DPSE
OG0003100	LOC110680789|XP_021712268.1|AAEG, LOC5571756|XP_001653776.1|AAEG	LOC4816063|XP_015041042.1|DPSE
OG0003101	LOC5566944|XP_021706616.1|AAEG	LOC4802887|XP_015038171.2|DPSE
OG0003102	LOC5564787|XP_001649143.1|AAEG	LOC4802800|XP_001359645.3|DPSE
OG0003103	LOC5564797|XP_021704380.1|AAEG	LOC4803199|XP_001359981.2|DPSE
OG0003104	LOC5564775|XP_001649130.1|AAEG	LOC4812284|XP_001352928.2|DPSE
OG0003105	LOC5577028|XP_021706814.1|AAEG	LOC4814396|XP_015042351.2|DPSE
OG0003106	LOC110679246|XP_021709129.1|AAEG	LOC117183507|XP_033233287.1|DPSE
OG0003107	LOC5572851|XP_001660612.2|AAEG	LOC4815616|XP_001355509.3|DPSE
OG0003108	LOC5572856|XP_021711133.1|AAEG, LOC110680301|XP_021711829.1|AAEG	LOC6901445|XP_002134131.3|DPSE
OG0003109	LOC5572857|XP_001660617.1|AAEG, LOC110678909|XP_021708217.1|AAEG, LOC110680477|XP_021711975.1|AAEG	LOC4815274|XP_001354771.1|DPSE
OG0003110	LOC5570011|XP_001658901.1|AAEG	LOC4803703|XP_033233271.1|DPSE
OG0003111	LOC110677749|XP_021704732.1|AAEG	LOC4815726|XP_001355553.4|DPSE
OG0003112	LOC5568016|XP_001657837.1|AAEG	LOC4802563|XP_001359460.2|DPSE
OG0003114	LOC5579831|XP_001651506.2|AAEG	LOC4805170|XP_001361617.4|DPSE
OG0003115	LOC5578188|XP_021706929.1|AAEG	LOC4804673|XP_015040100.2|DPSE
OG0003116	LOC5578183|XP_021705667.1|AAEG	LOC6898850|XP_015040512.2|DPSE
OG0003117	LOC5578192|XP_001656833.1|AAEG	LOC4813655|XP_001354010.1|DPSE
OG0003118	LOC5575480|XP_021704777.1|AAEG	LOC26532051|XP_002135104.3|DPSE
OG0003119	LOC5575488|XP_001661999.1|AAEG	LOC4813241|XP_001353903.2|DPSE
OG0003120	LOC5570578|XP_021704248.1|AAEG	LOC4803775|XP_033234793.1|DPSE
OG0003121	LOC5572993|XP_021706626.1|AAEG	LOC4815001|XP_001354556.2|DPSE
OG0003122	LOC5579043|XP_001657236.2|AAEG	LOC4804601|XP_001361135.4|DPSE
OG0003123	LOC5567942|XP_021710782.1|AAEG	LOC4813615|XP_001353612.1|DPSE
OG0003124	LOC5571162|XP_021704351.1|AAEG	LOC26534282|XP_015039282.1|DPSE
OG0003125	LOC5568396|XP_021704961.1|AAEG	LOC6900625|XP_015043020.2|DPSE
OG0003126	LOC5568400|XP_021705207.1|AAEG	LOC6898036|XP_002138124.4|DPSE
OG0003127	LOC5568387|XP_001658052.2|AAEG	LOC6898037|XP_002138125.1|DPSE
OG0003128	LOC5576403|XP_021708013.1|AAEG	LOC4812404|XP_015043693.2|DPSE
OG0003129	LOC5566610|XP_021707726.1|AAEG	LOC4803897|XP_015039416.2|DPSE
OG0003130	LOC5566618|XP_001650999.1|AAEG	LOC4805741|XP_033233649.1|DPSE
OG0003131	LOC5566592|XP_001650988.2|AAEG	LOC4803799|XP_001360457.2|DPSE
OG0003132	LOC5565210|XP_021707433.1|AAEG	LOC4801659|XP_001358711.3|DPSE
OG0003133	LOC5568204|XP_021707064.1|AAEG	LOC4804325|XP_033233449.1|DPSE
OG0003134	LOC5568196|XP_001657917.3|AAEG	LOC4805563|XP_001361948.2|DPSE
OG0003135	LOC5575268|XP_001661876.2|AAEG, LOC110678158|XP_021706471.1|AAEG, LOC110679108|XP_021708764.1|AAEG	LOC4813975|XP_001354132.2|DPSE
OG0003136	LOC5563917|XP_021707107.1|AAEG	LOC4811913|XP_015044046.2|DPSE
OG0003137	LOC5563910|XP_011493107.1|AAEG, LOC110681033|XP_021712494.1|AAEG	LOC4805110|XP_001361568.1|DPSE
OG0003138	LOC5578523|XP_021711533.1|AAEG	LOC4804322|XP_001360900.3|DPSE
OG0003139	LOC5575323|XP_001655699.2|AAEG	LOC4813843|XP_001353505.2|DPSE
OG0003140	LOC5575353|XP_001655730.1|AAEG	LOC4804967|XP_001361443.3|DPSE
OG0003141	LOC5571104|XP_001659543.2|AAEG	LOC4803666|XP_015039259.2|DPSE
OG0003142	LOC5571107|XP_021711462.1|AAEG	LOC4805345|XP_015040574.1|DPSE
OG0003143	LOC5578337|XP_001656906.2|AAEG	LOC4812441|XP_001352743.4|DPSE
OG0003144	LOC5579800|XP_021704649.1|AAEG	LOC6898374|XP_033234048.1|DPSE
OG0003145	LOC5579798|XP_001648112.1|AAEG	LOC6898111|XP_015039121.2|DPSE
OG0003146	LOC110681170|XP_021712633.1|AAEG, LOC5577240|XP_001656346.1|AAEG	LOC4804891|XP_001361379.2|DPSE
OG0003147	LOC5577230|XP_021707105.1|AAEG	LOC4813049|XP_015042610.2|DPSE
OG0003148	LOC5577229|XP_001656334.1|AAEG	LOC4813483|XP_001353320.2|DPSE
OG0003149	LOC5577228|XP_021709736.1|AAEG	LOC4814443|XP_001354524.2|DPSE
OG0003150	LOC5564725|XP_021707235.1|AAEG	LOC4805614|XP_033234899.1|DPSE
OG0003151	LOC5565506|XP_001649843.1|AAEG	LOC4818186|XP_001357498.4|DPSE
OG0003152	LOC5573061|XP_001654386.1|AAEG	LOC4804680|XP_001361202.2|DPSE
OG0003153	LOC5576952|XP_001663047.1|AAEG	LOC4804013|XP_001360643.3|DPSE
OG0003154	LOC5577484|XP_001663402.2|AAEG	LOC4802318|XP_001359258.3|DPSE
OG0003155	LOC5571008|XP_001653437.1|AAEG	LOC6898553|XP_002138576.2|DPSE
OG0003156	LOC110678454|XP_021707061.1|AAEG, LOC5571014|XP_021709445.1|AAEG	LOC4803736|XP_001360404.3|DPSE
OG0003157	LOC5566365|XP_021706145.1|AAEG	LOC4816322|XP_001355935.2|DPSE
OG0003158	LOC5565030|XP_021712412.1|AAEG, LOC5572369|XP_001660326.1|AAEG	LOC4805546|XP_001361932.2|DPSE
OG0003159	LOC5572366|XP_021705285.1|AAEG	LOC4805695|XP_001362053.2|DPSE
OG0003160	LOC5572367|XP_021710151.1|AAEG	LOC4805697|XP_015040820.2|DPSE
OG0003161	LOC110678706|XP_021707611.1|AAEG, LOC5567134|XP_021712257.1|AAEG	LOC4805311|XP_001361731.1|DPSE
OG0003162	LOC5575384|XP_001655741.1|AAEG	LOC4803543|XP_001360252.2|DPSE
OG0003163	LOC5573615|XP_001660948.1|AAEG	LOC4812288|XP_001352450.2|DPSE
OG0003164	LOC5575218|XP_001655624.2|AAEG	LOC4805671|XP_001362031.2|DPSE
OG0003165	LOC5563889|XP_021712844.1|AAEG, LOC5564332|XP_021710208.1|AAEG	LOC4804245|XP_003736956.3|DPSE
OG0003166	LOC5574010|XP_021712001.1|AAEG, LOC110677757|XP_021704767.1|AAEG	LOC6898847|XP_002138818.1|DPSE
OG0003167	LOC5573842|XP_021704132.1|AAEG	LOC6898556|XP_033233595.1|DPSE
OG0003168	LOC5565520|XP_021706150.1|AAEG	LOC4803028|XP_015038244.1|DPSE
OG0003169	LOC5573831|XP_001654859.1|AAEG	LOC4817297|XP_001356871.3|DPSE
OG0003170	LOC5577203|XP_021709510.1|AAEG	LOC6898428|XP_015039757.2|DPSE
OG0003171	LOC5563760|XP_021704243.1|AAEG	LOC4805274|XP_001361699.3|DPSE
OG0003172	LOC5566185|XP_021710722.1|AAEG	LOC6897593|XP_015037782.2|DPSE
OG0003173	LOC5568716|XP_001652543.1|AAEG	LOC4802482|XP_001359396.2|DPSE
OG0003174	LOC5568764|XP_021705032.1|AAEG	LOC4802699|XP_001359566.1|DPSE
OG0003175	LOC5566316|XP_021707240.1|AAEG	LOC4803901|XP_015039420.2|DPSE
OG0003176	LOC5577180|XP_001663268.1|AAEG	LOC4817031|XP_001356639.3|DPSE
OG0003177	LOC5573361|XP_001660837.1|AAEG	LOC4803689|XP_001360366.1|DPSE
OG0003178	LOC5573358|XP_001660840.2|AAEG	LOC4803695|XP_001360372.1|DPSE
OG0003179	LOC5580238|XP_001662432.1|AAEG	LOC4803693|XP_001360369.1|DPSE
OG0003180	LOC5580236|XP_001662422.2|AAEG	LOC4805411|XP_001361816.2|DPSE
OG0003181	LOC5578045|XP_001663666.2|AAEG	LOC4803651|XP_001360334.2|DPSE
OG0003182	LOC23687892|XP_021708781.1|AAEG	LOC4804600|XP_001361134.1|DPSE
OG0003183	LOC5564363|XP_021709031.1|AAEG	LOC4804385|XP_001360956.1|DPSE
OG0003184	LOC5575460|XP_001661978.1|AAEG, LOC110681025|XP_021712485.1|AAEG	LOC4812571|XP_001352790.1|DPSE
OG0003185	LOC5569799|XP_021710033.1|AAEG	LOC4804169|XP_001360773.2|DPSE
OG0003186	LOC5574768|XP_001655336.2|AAEG	LOC4803840|XP_001360493.4|DPSE
OG0003187	LOC5578346|XP_021704791.1|AAEG	LOC4817567|XP_001356972.3|DPSE
OG0003188	LOC110680350|XP_021711862.1|AAEG, LOC110680349|XP_021711860.1|AAEG, LOC5567222|XP_021710941.1|AAEG	LOC4803181|XP_001359964.3|DPSE
OG0003189	LOC5571907|XP_001660001.1|AAEG	LOC4812025|XP_001352990.1|DPSE
OG0003190	LOC5577747|XP_001663521.2|AAEG	LOC4803999|XP_001360630.3|DPSE
OG0003191	LOC5572080|XP_001660162.2|AAEG	LOC4813373|XP_001353408.1|DPSE
OG0003192	LOC23687735|XP_021708352.1|AAEG	LOC4813662|XP_015042899.2|DPSE
OG0003193	LOC5578090|XP_021710074.1|AAEG	LOC4818104|XP_015035575.2|DPSE
OG0003194	LOC5580214|XP_021708554.1|AAEG	LOC4813519|XP_015042611.1|DPSE
OG0003195	LOC5568266|XP_001657963.1|AAEG	LOC6903160|XP_002132861.1|DPSE
OG0003196	LOC5568265|XP_001657962.2|AAEG	LOC4813014|XP_001354017.4|DPSE
OG0003197	LOC5574074|XP_021709018.1|AAEG	LOC4813899|XP_033238233.1|DPSE
OG0003198	LOC5574077|XP_021707980.1|AAEG	LOC4816193|XP_001355788.2|DPSE
OG0003199	LOC5566877|XP_001651304.3|AAEG	LOC4812560|XP_001352496.3|DPSE
OG0003200	LOC5566863|XP_021710379.1|AAEG, LOC110681419|XP_021712851.1|AAEG	LOC4804826|XP_001361328.2|DPSE
OG0003201	LOC5564594|XP_021704758.1|AAEG	LOC4803646|XP_033234333.1|DPSE
OG0003202	LOC5575094|XP_001661818.2|AAEG	LOC4814117|XP_015042463.2|DPSE
OG0003203	LOC5576493|XP_021707065.1|AAEG	LOC4804990|XP_015040348.1|DPSE
OG0003204	LOC5574210|XP_021707182.1|AAEG	LOC6897736|XP_002137842.4|DPSE
OG0003205	LOC5574197|XP_001661254.1|AAEG	LOC4803508|XP_001360221.1|DPSE
OG0003206	LOC5574187|XP_001661244.1|AAEG	LOC4804519|XP_001361070.4|DPSE
OG0003207	LOC5574178|XP_021707990.1|AAEG	LOC4801159|XP_033232600.1|DPSE
OG0003208	LOC23687678|XP_011493076.1|AAEG, LOC110678838|XP_021708011.1|AAEG	LOC4812342|XP_033241464.1|DPSE
OG0003209	LOC110681390|XP_021712828.1|AAEG, LOC5567469|XP_001657473.1|AAEG	LOC4805307|XP_001361728.3|DPSE
OG0003210	LOC5571924|XP_001660021.2|AAEG	LOC4803213|XP_001359989.3|DPSE
OG0003211	LOC5571925|XP_001660022.2|AAEG	LOC4804015|XP_001360645.3|DPSE
OG0003212	LOC5571933|XP_021708662.1|AAEG	LOC6897671|XP_002137807.2|DPSE
OG0003213	LOC5569734|XP_001652958.1|AAEG	LOC4803871|XP_001360520.3|DPSE
OG0003214	LOC5569740|XP_021708814.1|AAEG	LOC4804607|XP_033233523.1|DPSE
OG0003215	LOC5569745|XP_001652969.1|AAEG	LOC4804611|XP_001361144.1|DPSE
OG0003216	LOC5566549|XP_021708844.1|AAEG	LOC4805072|XP_001361534.5|DPSE
OG0003217	LOC5565440|XP_001649789.1|AAEG	LOC4803599|XP_001360295.2|DPSE
OG0003218	LOC5567899|XP_001651938.1|AAEG	LOC4812887|XP_001353531.4|DPSE
OG0003219	LOC110679632|XP_021710661.1|AAEG, LOC110680334|XP_021711848.1|AAEG	LOC4812986|XP_001353538.4|DPSE
OG0003220	LOC5564121|XP_021711028.1|AAEG	LOC4817326|XP_001356900.2|DPSE
OG0003221	LOC5564106|XP_021711078.1|AAEG	LOC4814507|XP_001354612.4|DPSE
OG0003222	LOC5564134|XP_001648444.1|AAEG	LOC4803598|XP_015039199.1|DPSE
OG0003223	LOC5566691|XP_021711483.1|AAEG	LOC4804142|XP_001360748.2|DPSE
OG0003224	LOC5573218|XP_021704328.1|AAEG	LOC4804149|XP_015039637.1|DPSE
OG0003250	LOC5575829|XP_001655852.1|AAEG	LOC4801735|XP_001358778.2|DPSE
OG0003251	LOC5575830|XP_001655851.1|AAEG	LOC4800735|XP_001357953.3|DPSE
OG0003252	LOC110674708|XP_021694452.1|AAEG	LOC4800607|XP_001357852.3|DPSE
OG0003253	LOC5574743|XP_001655315.1|AAEG	LOC4800843|XP_001358046.1|DPSE
OG0003254	LOC5574740|XP_001655313.1|AAEG	LOC4802927|XP_015038185.2|DPSE
OG0003255	LOC5566217|XP_001650620.1|AAEG	LOC6896881|XP_002137071.2|DPSE
OG0003256	LOC5574525|XP_001655177.1|AAEG	LOC4801172|XP_001358306.1|DPSE
OG0003257	LOC23687408|XP_021694498.1|AAEG	LOC4814536|XP_033241179.1|DPSE
OG0003258	LOC5572023|XP_001660129.1|AAEG	LOC6903210|XP_002132911.2|DPSE, LOC6901666|XP_002134335.1|DPSE
OG0003259	LOC110680598|XP_021712084.1|AAEG, LOC5572022|XP_021694527.1|AAEG	LOC6902283|XP_033241502.1|DPSE
OG0003260	LOC5579818|XP_021694540.1|AAEG	LOC4814897|XP_001355109.2|DPSE
OG0003261	LOC5579823|XP_021694543.1|AAEG, LOC110681131|XP_021712596.1|AAEG	LOC4802754|XP_001359615.4|DPSE
OG0003262	LOC5564257|XP_001648609.1|AAEG	LOC4800652|XP_001357885.2|DPSE
OG0003263	LOC5579472|XP_021694661.1|AAEG	LOC4814653|XP_001354933.2|DPSE
OG0003264	LOC110674749|XP_021694695.1|AAEG	LOC4815926|XP_001355293.2|DPSE
OG0003265	LOC5574719|XP_021694720.1|AAEG, LOC110680806|XP_021712273.1|AAEG	LOC4816621|XP_001356239.2|DPSE
OG0003266	LOC5577930|XP_021694729.1|AAEG	LOC4816247|XP_001355866.2|DPSE
OG0003267	LOC5578728|XP_021694739.1|AAEG	LOC4815199|XP_001355114.3|DPSE
OG0003268	LOC5576693|XP_021694745.1|AAEG	LOC6897312|XP_003736574.3|DPSE
OG0003269	LOC5563879|XP_001648190.1|AAEG	LOC4800509|XP_001357774.3|DPSE
OG0003270	LOC5576694|XP_021694749.1|AAEG	LOC4813631|XP_001353194.3|DPSE
OG0003271	LOC5570397|XP_021694767.1|AAEG	LOC6899822|XP_033237097.1|DPSE
OG0003272	LOC5567111|XP_021694817.1|AAEG	LOC6901020|XP_033240802.1|DPSE
OG0003273	LOC5578389|XP_021694849.1|AAEG	LOC4804935|XP_001361417.1|DPSE
OG0003274	LOC23687811|XP_011493407.2|AAEG	LOC4814381|XP_033239317.1|DPSE
OG0003275	LOC110674071|XP_021693209.1|AAEG, LOC5569249|XP_021694927.1|AAEG	LOC6898539|XP_002138574.2|DPSE
OG0003276	LOC5565132|XP_001649479.2|AAEG	LOC4802468|XP_001359383.1|DPSE
OG0003277	LOC110674823|XP_021694962.1|AAEG	LOC4804883|XP_033233240.1|DPSE
OG0003278	LOC5564714|XP_021694994.1|AAEG	LOC4801600|XP_001358669.3|DPSE
OG0003279	LOC110674834|XP_021695001.1|AAEG	LOC4815956|XP_033238736.1|DPSE
OG0003280	LOC110674838|XP_021695023.1|AAEG	LOC4801814|XP_001358848.5|DPSE
OG0003281	LOC5566264|XP_021695062.1|AAEG, LOC110680628|XP_021712116.1|AAEG	LOC4800887|XP_001358081.2|DPSE
OG0003282	LOC5571722|XP_021695075.1|AAEG	LOC4815484|XP_015041271.2|DPSE
OG0003283	LOC5578708|XP_001664007.2|AAEG	LOC4818141|XP_001357256.3|DPSE
OG0003284	LOC5565191|XP_021712934.1|AAEG, LOC110673982|XP_021695115.1|AAEG	LOC4814840|XP_001355156.2|DPSE
OG0003285	LOC5567660|XP_021695120.1|AAEG	LOC4800349|XP_003736193.1|DPSE
OG0003286	LOC5566555|XP_021710117.1|AAEG	LOC4800748|XP_015038623.2|DPSE
OG0003287	LOC5573040|XP_001654352.2|AAEG	LOC4813066|XP_001353276.1|DPSE
OG0003288	LOC5573031|XP_021694308.1|AAEG	LOC4802403|XP_003736725.3|DPSE
OG0003289	LOC5579012|XP_001664192.2|AAEG	LOC4805497|XP_001361891.1|DPSE
OG0003290	LOC5578997|XP_001664176.2|AAEG	LOC4802743|XP_001359606.3|DPSE
OG0003291	LOC5573523|XP_001660916.2|AAEG	LOC4813380|XP_033240327.1|DPSE
OG0003292	LOC5568403|XP_001658058.1|AAEG	LOC4815935|XP_001355314.3|DPSE
OG0003293	LOC5570652|XP_021706741.1|AAEG	LOC4816076|XP_033237582.1|DPSE
OG0003294	LOC5574017|XP_021707599.1|AAEG	LOC4805363|XP_001361775.3|DPSE
OG0003295	LOC5574012|XP_021708368.1|AAEG	LOC4816061|XP_015040949.2|DPSE
OG0003296	LOC110674420|XP_021694351.1|AAEG	LOC26533060|XP_015037231.1|DPSE
OG0003297	LOC5571798|XP_021709701.1|AAEG	LOC4800769|XP_015038682.2|DPSE
OG0003298	LOC5576074|XP_021713331.1|AAEG	LOC4815161|XP_001354620.4|DPSE
OG0003299	LOC5569128|XP_021692944.1|AAEG	LOC4801367|XP_001358474.3|DPSE
OG0003300	LOC5568968|XP_021692995.1|AAEG	LOC6897018|XP_002137203.2|DPSE
OG0003301	LOC5570119|XP_021693122.1|AAEG	LOC4804156|XP_001360762.2|DPSE
OG0003302	LOC5570118|XP_001653099.1|AAEG	LOC4814512|XP_001354865.3|DPSE
OG0003303	LOC5570104|XP_021693415.1|AAEG	LOC4803655|XP_001360338.2|DPSE
OG0003304	LOC5570771|XP_021693931.1|AAEG	LOC4801561|XP_001358633.3|DPSE
OG0003305	LOC5577441|XP_021694384.1|AAEG	LOC4814966|XP_033239939.1|DPSE
OG0003306	LOC5572387|XP_001654036.2|AAEG	LOC4805457|XP_001361854.2|DPSE
OG0003307	LOC5578290|XP_021694598.1|AAEG	LOC26534020|XP_033238064.1|DPSE
OG0003308	LOC5578620|XP_001657046.1|AAEG	LOC6902804|XP_002132541.1|DPSE
OG0003309	LOC5569552|XP_021695172.1|AAEG	LOC6901081|XP_033240393.1|DPSE
OG0003310	LOC5569563|XP_001658626.2|AAEG	LOC4814648|XP_001354898.3|DPSE
OG0003311	LOC110681241|XP_021712702.1|AAEG, LOC5569568|XP_001658631.2|AAEG	LOC4803202|XP_033239747.1|DPSE
OG0003312	LOC5563944|XP_001648266.1|AAEG	LOC4801050|XP_001358213.4|DPSE
OG0003313	LOC5574249|XP_001661303.2|AAEG	LOC4815643|XP_001355266.2|DPSE
OG0003314	LOC23687986|XP_021695617.1|AAEG	LOC4803515|XP_001360228.2|DPSE
OG0003315	LOC5579485|XP_021695637.1|AAEG	LOC4815009|XP_033238596.1|DPSE
OG0003316	LOC110675390|XP_021695976.1|AAEG	LOC4800336|XP_001357576.1|DPSE
OG0003317	LOC5566507|XP_001650896.2|AAEG	LOC4801072|XP_001358233.2|DPSE
OG0003318	LOC5568484|XP_021696073.1|AAEG	LOC4800781|XP_033232872.1|DPSE
OG0003319	LOC5566499|XP_021696131.1|AAEG	LOC4802753|XP_015038057.2|DPSE
OG0003320	LOC5567617|XP_021696188.1|AAEG, LOC110680343|XP_021711854.1|AAEG	LOC4800344|XP_033232518.1|DPSE
OG0003321	LOC5566495|XP_001650884.2|AAEG	LOC4800345|XP_001357568.4|DPSE
OG0003322	LOC110675460|XP_021696255.1|AAEG, LOC5566509|XP_001650883.1|AAEG, LOC110674015|XP_021712153.1|AAEG	LOC4800347|XP_001357566.4|DPSE
OG0003323	LOC5568414|XP_001658066.2|AAEG, LOC5568630|XP_001652469.2|AAEG	LOC4815371|XP_001354783.2|DPSE
OG0003324	LOC5574970|XP_021697905.1|AAEG	LOC4815776|XP_015041122.1|DPSE
OG0003325	LOC5574966|XP_021697959.1|AAEG	LOC4802016|XP_015037543.2|DPSE
OG0003326	LOC5577023|XP_001656310.2|AAEG	LOC4815043|XP_001355082.2|DPSE
OG0003327	LOC5576689|XP_001662827.2|AAEG	LOC4811686|XP_033237321.1|DPSE
OG0003328	LOC5570591|XP_001653258.1|AAEG	LOC4814747|XP_001354535.1|DPSE
