Orthogroup	AAEG.longest_only	DSER.longest_only
OG0002994	LOC5568076|XP_011493034.2|AAEG	LOC110187508|XP_020812561.1|DSER
OG0002995	LOC110677240|XP_021704009.1|AAEG, LOC5569516|XP_001652825.1|AAEG	LOC110187507|XP_020812560.1|DSER
OG0002996	LOC5568560|XP_001652387.1|AAEG	LOC110188073|XP_020813283.1|DSER, LOC110188070|XP_020813279.1|DSER
OG0002997	LOC5568558|XP_001652386.1|AAEG	LOC110185512|XP_020810065.1|DSER
OG0002998	LOC5568555|XP_001652384.1|AAEG	LOC110182123|XP_020805795.1|DSER
OG0002999	LOC5568420|XP_021708111.1|AAEG	LOC110179813|XP_020803076.1|DSER
OG0003000	LOC5570228|XP_001659007.1|AAEG	LOC110177108|XP_020799312.1|DSER
OG0003001	LOC5579028|XP_021710539.1|AAEG	LOC110177026|XP_020799201.1|DSER
OG0003002	LOC5572843|XP_001660605.1|AAEG	LOC110190694|XP_020816966.1|DSER
OG0003003	LOC5564314|XP_001648674.1|AAEG	LOC110179525|XP_020802765.1|DSER, LOC110180811|XP_020804146.1|DSER, LOC110180809|XP_020804144.1|DSER
OG0003004	LOC5571952|XP_001660054.1|AAEG	LOC110179427|XP_020802616.1|DSER, LOC110179473|XP_020802702.1|DSER
OG0003005	LOC5579231|XP_021706851.1|AAEG	LOC110183054|XP_020806898.1|DSER
OG0003006	LOC5563790|XP_021707588.1|AAEG	LOC110177350|XP_020799701.1|DSER
OG0003007	LOC5563781|XP_001648068.1|AAEG	LOC110191752|XP_020818348.1|DSER
OG0003008	LOC23687884|XP_011493008.1|AAEG	LOC110186469|XP_020811315.1|DSER
OG0003009	LOC5571130|XP_001659573.1|AAEG	LOC110178635|XP_020801481.1|DSER
OG0003010	LOC5566377|XP_021704457.1|AAEG	LOC110180020|XP_020803279.1|DSER
OG0003011	LOC5572262|XP_021706121.1|AAEG	LOC110191776|XP_020818384.1|DSER
OG0003012	LOC5570558|XP_021704939.1|AAEG	LOC110187694|XP_020812788.1|DSER, LOC110187676|XP_020812759.1|DSER
OG0003013	LOC110678647|XP_021707476.1|AAEG	LOC110181486|XP_020804903.1|DSER
OG0003014	LOC5576696|XP_021704453.1|AAEG	LOC110184291|XP_020808434.1|DSER
OG0003015	LOC5577784|XP_001663557.2|AAEG	LOC110184593|XP_020808842.1|DSER
OG0003016	LOC5571415|XP_021708887.1|AAEG	LOC110191121|XP_020817529.1|DSER
OG0003017	LOC5570072|XP_021711610.1|AAEG	LOC110187730|XP_020812843.1|DSER
OG0003018	LOC5564552|XP_001648899.1|AAEG	LOC110177387|XP_020799749.1|DSER
OG0003019	LOC5573979|XP_021710335.1|AAEG	LOC110178995|XP_020801975.1|DSER
OG0003020	LOC5573970|XP_021704596.1|AAEG	LOC110188682|XP_020814145.1|DSER
OG0003021	LOC5576016|XP_021705482.1|AAEG	LOC110188292|XP_020813650.1|DSER
OG0003022	LOC5579912|XP_021704515.1|AAEG	LOC110188508|XP_020813901.1|DSER
OG0003023	LOC23687754|XP_011493129.2|AAEG	LOC110181763|XP_020805292.1|DSER
OG0003024	LOC110679533|XP_021710082.1|AAEG, LOC5567521|XP_021708544.1|AAEG	LOC110191025|XP_020817402.1|DSER
OG0003025	LOC5577691|XP_021705925.1|AAEG	LOC110187821|XP_020812957.1|DSER
OG0003026	LOC5577690|XP_001663472.2|AAEG	LOC110187780|XP_020812910.1|DSER
OG0003027	LOC5577689|XP_001663470.2|AAEG	LOC110191740|XP_020818330.1|DSER
OG0003028	LOC5579300|XP_021704574.1|AAEG	LOC110185299|XP_020809709.1|DSER
OG0003029	LOC5578023|XP_001656763.1|AAEG, LOC110681353|XP_021712794.1|AAEG	LOC110178757|XP_020801649.1|DSER
OG0003030	LOC5578009|XP_001656747.2|AAEG	LOC110177247|XP_020799551.1|DSER
OG0003031	LOC5577453|XP_001663379.2|AAEG	LOC110182090|XP_020805731.1|DSER
OG0003032	LOC5570289|XP_001659059.1|AAEG	LOC110185732|XP_020810376.1|DSER
OG0003033	LOC5566174|XP_001650534.2|AAEG	LOC110176169|XP_020798066.1|DSER
OG0003034	LOC5564640|XP_021710334.1|AAEG, LOC110680452|XP_021711937.1|AAEG	LOC110191923|XP_020818583.1|DSER
OG0003035	LOC5564632|XP_021707753.1|AAEG	LOC110186738|XP_020811662.1|DSER
OG0003036	LOC5564639|XP_001649000.2|AAEG	LOC110189512|XP_020815280.1|DSER
OG0003037	LOC5570983|XP_001659444.2|AAEG	LOC110176218|XP_020798153.1|DSER
OG0003038	LOC5563641|XP_001647895.2|AAEG	LOC110179155|XP_020802206.1|DSER
OG0003039	LOC5563642|XP_021704981.1|AAEG	LOC110183161|XP_020807011.1|DSER
OG0003040	LOC5563623|XP_021706246.1|AAEG	LOC110190580|XP_020816828.1|DSER
OG0003041	LOC5575019|XP_001661753.2|AAEG	LOC110182772|XP_020806551.1|DSER
OG0003042	LOC5570152|XP_001658954.1|AAEG	LOC110190983|XP_020817350.1|DSER
OG0003043	LOC5570153|XP_001658955.1|AAEG	LOC110186867|XP_020811821.1|DSER
OG0003044	LOC5570155|XP_021705980.1|AAEG	LOC110182331|XP_020806025.1|DSER
OG0003045	LOC5570159|XP_001658961.1|AAEG	LOC110186208|XP_020810929.1|DSER
OG0003046	LOC5564270|XP_021705701.1|AAEG	LOC110191769|XP_020818370.1|DSER
OG0003047	LOC5564272|XP_021705703.1|AAEG	LOC110191770|XP_020818373.1|DSER
OG0003048	LOC5576266|XP_011493668.1|AAEG	LOC110190412|XP_020816577.1|DSER, LOC110187161|XP_020812232.1|DSER
OG0003049	LOC5576784|XP_021707256.1|AAEG	LOC110186710|XP_020811641.1|DSER
OG0003050	LOC5574821|XP_021705275.1|AAEG, LOC110681019|XP_021712473.1|AAEG	LOC110186161|XP_020810871.1|DSER
OG0003051	LOC5566889|XP_001651263.1|AAEG, LOC110681133|XP_021712597.1|AAEG	LOC110182771|XP_020806550.1|DSER
OG0003052	LOC5575304|XP_021708522.1|AAEG	LOC110191766|XP_020818368.1|DSER
OG0003053	LOC5575781|XP_001662205.1|AAEG	LOC110188472|XP_020813860.1|DSER
OG0003054	LOC5575779|XP_021711361.1|AAEG	LOC110185683|XP_020810312.1|DSER
OG0003055	LOC110677835|XP_021705148.1|AAEG, LOC5576095|XP_001662441.1|AAEG	LOC110184309|XP_020808459.1|DSER
OG0003056	LOC5569945|XP_021704286.1|AAEG	LOC110175945|XP_020797790.1|DSER
OG0003057	LOC5571076|XP_001659517.1|AAEG	LOC110179267|XP_020802381.1|DSER
OG0003058	LOC5571068|XP_021704204.1|AAEG	LOC110177191|XP_020799449.1|DSER
OG0003059	LOC5571065|XP_021709659.1|AAEG	LOC110180082|XP_020803366.1|DSER
OG0003060	LOC5571057|XP_001659497.1|AAEG	LOC110191520|XP_020818047.1|DSER
OG0003061	LOC5574872|XP_001655397.1|AAEG	LOC110184381|XP_020808544.1|DSER, LOC110188634|XP_020814068.1|DSER
OG0003062	LOC5574869|XP_021709481.1|AAEG	LOC110177222|XP_020799501.1|DSER
OG0003063	LOC5568501|XP_021709331.1|AAEG	LOC110190426|XP_020816562.1|DSER
OG0003064	LOC5575996|XP_001655961.1|AAEG	LOC110189299|XP_020814992.1|DSER
OG0003065	LOC5579221|XP_001664301.1|AAEG	LOC110188773|XP_020814270.1|DSER
OG0003066	LOC5568222|XP_021708417.1|AAEG	LOC110188285|XP_020813641.1|DSER
OG0003067	LOC110680931|XP_021712404.1|AAEG, LOC5572948|XP_001654276.2|AAEG	LOC110186464|XP_020811311.1|DSER
OG0003068	LOC5567604|XP_001657582.2|AAEG	LOC110186874|XP_020811830.1|DSER
OG0003069	LOC5576808|XP_021710731.1|AAEG	LOC110179264|XP_020802378.1|DSER
OG0003070	LOC5569654|XP_021704232.1|AAEG	LOC110183734|XP_020807739.1|DSER
OG0003071	LOC5577951|XP_021705923.1|AAEG	LOC110185219|XP_020809608.1|DSER
OG0003072	LOC5564182|XP_001648498.2|AAEG	LOC110188222|XP_020813525.1|DSER
OG0003073	LOC5564179|XP_021709262.1|AAEG	LOC110188223|XP_020813527.1|DSER
OG0003074	LOC110678918|XP_021708243.1|AAEG	LOC110187393|XP_020812443.1|DSER
OG0003075	LOC5573886|XP_021708747.1|AAEG	LOC110185388|XP_020809827.1|DSER
OG0003076	LOC5566729|XP_021705880.1|AAEG	LOC110182762|XP_020806535.1|DSER
OG0003077	LOC5578447|XP_021710995.1|AAEG	LOC110191257|XP_020817703.1|DSER
OG0003078	LOC5574135|XP_021708833.1|AAEG, LOC110681076|XP_021712541.1|AAEG	LOC110191894|XP_020818538.1|DSER
OG0003079	LOC5571584|XP_021706365.1|AAEG	LOC110185474|XP_020809999.1|DSER
OG0003080	LOC5579937|XP_021706762.1|AAEG	LOC110191840|XP_020818466.1|DSER
OG0003081	LOC5575963|XP_021709083.1|AAEG	LOC110187818|XP_020812955.1|DSER
OG0003082	LOC5575964|XP_021711513.1|AAEG, LOC110681171|XP_021712634.1|AAEG	LOC110187677|XP_020812762.1|DSER, LOC110187686|XP_020812777.1|DSER
OG0003083	LOC110679555|XP_021710178.1|AAEG, LOC5568657|XP_021710276.1|AAEG	LOC110176439|XP_020798446.1|DSER
OG0003084	LOC5570881|XP_021709087.1|AAEG	LOC110191857|XP_020818495.1|DSER
OG0003085	LOC5570878|XP_021708465.1|AAEG	LOC110191839|XP_020818464.1|DSER
OG0003086	LOC5570887|XP_021708325.1|AAEG	LOC110187917|XP_020813081.1|DSER
OG0003087	LOC5567164|XP_021708756.1|AAEG	LOC110178993|XP_020801970.1|DSER
OG0003088	LOC5573574|XP_001654707.1|AAEG	LOC110188020|XP_020813203.1|DSER
OG0003089	LOC5573568|XP_021711487.1|AAEG	LOC110188184|XP_020813418.1|DSER
OG0003090	LOC110680773|XP_021712248.1|AAEG, LOC5578549|XP_001663940.1|AAEG	LOC110186851|XP_020811798.1|DSER
OG0003091	LOC110678949|XP_021708362.1|AAEG	LOC110188310|XP_020813679.1|DSER
OG0003092	LOC110678951|XP_021708365.1|AAEG, LOC110681335|XP_021712780.1|AAEG	LOC110187937|XP_020813111.1|DSER
OG0003093	LOC5577357|XP_001656435.2|AAEG	LOC110184114|XP_020808168.1|DSER
OG0003094	LOC5577366|XP_001656446.1|AAEG	LOC110187093|XP_020812156.1|DSER
OG0003095	LOC5579138|XP_001664232.2|AAEG	LOC110179090|XP_020802135.1|DSER
OG0003096	LOC5568847|XP_001652565.2|AAEG	LOC110186573|XP_020811486.1|DSER
OG0003097	LOC110679593|XP_021710493.1|AAEG	LOC110186768|XP_020811688.1|DSER
OG0003098	LOC5574439|XP_001661454.1|AAEG	LOC110179536|XP_020802774.1|DSER
OG0003099	LOC5569016|XP_001652674.1|AAEG	LOC110189655|XP_020815462.1|DSER
OG0003100	LOC110680789|XP_021712268.1|AAEG, LOC5571756|XP_001653776.1|AAEG	LOC110184174|XP_020808243.1|DSER
OG0003101	LOC5566944|XP_021706616.1|AAEG	LOC110191931|XP_020818600.1|DSER
OG0003102	LOC5564787|XP_001649143.1|AAEG	LOC110188230|XP_020813542.1|DSER, LOC110188229|XP_020813538.1|DSER
OG0003103	LOC5564797|XP_021704380.1|AAEG	LOC110191186|XP_020817613.1|DSER
OG0003104	LOC5564775|XP_001649130.1|AAEG	LOC110177844|XP_020800446.1|DSER, LOC110185288|XP_020809696.1|DSER
OG0003105	LOC5577028|XP_021706814.1|AAEG	LOC110185966|XP_020810643.1|DSER, LOC110179438|XP_020802641.1|DSER
OG0003106	LOC110679246|XP_021709129.1|AAEG	LOC110191690|XP_020818265.1|DSER
OG0003107	LOC5572851|XP_001660612.2|AAEG	LOC110187063|XP_020812112.1|DSER
OG0003108	LOC5572856|XP_021711133.1|AAEG, LOC110680301|XP_021711829.1|AAEG	LOC110181708|XP_020805215.1|DSER
OG0003109	LOC5572857|XP_001660617.1|AAEG, LOC110678909|XP_021708217.1|AAEG, LOC110680477|XP_021711975.1|AAEG	LOC110179712|XP_020802984.1|DSER
OG0003110	LOC5570011|XP_001658901.1|AAEG	LOC110177934|XP_020800575.1|DSER
OG0003111	LOC110677749|XP_021704732.1|AAEG	LOC110182180|XP_020805842.1|DSER
OG0003112	LOC5568016|XP_001657837.1|AAEG	LOC110191179|XP_020817603.1|DSER
OG0003114	LOC5579831|XP_001651506.2|AAEG	LOC110189277|XP_020814957.1|DSER
OG0003115	LOC5578188|XP_021706929.1|AAEG	LOC110190885|XP_020817202.1|DSER
OG0003116	LOC5578183|XP_021705667.1|AAEG	LOC110177817|XP_020800365.1|DSER
OG0003117	LOC5578192|XP_001656833.1|AAEG	LOC110189897|XP_020815816.1|DSER
OG0003118	LOC5575480|XP_021704777.1|AAEG	LOC110181230|XP_020804589.1|DSER
OG0003119	LOC5575488|XP_001661999.1|AAEG	LOC110181225|XP_020804579.1|DSER
OG0003120	LOC5570578|XP_021704248.1|AAEG	LOC110179336|XP_020802489.1|DSER
OG0003121	LOC5572993|XP_021706626.1|AAEG	LOC110181559|XP_020805004.1|DSER
OG0003122	LOC5579043|XP_001657236.2|AAEG	LOC110182859|XP_020806657.1|DSER
OG0003123	LOC5567942|XP_021710782.1|AAEG	LOC110188896|XP_020814477.1|DSER
OG0003124	LOC5571162|XP_021704351.1|AAEG	LOC110177719|XP_020800219.1|DSER
OG0003125	LOC5568396|XP_021704961.1|AAEG	LOC110177847|XP_020800449.1|DSER, LOC110185322|XP_020809747.1|DSER
OG0003126	LOC5568400|XP_021705207.1|AAEG	LOC110180886|XP_020804271.1|DSER
OG0003127	LOC5568387|XP_001658052.2|AAEG	LOC110178885|XP_020801821.1|DSER
OG0003128	LOC5576403|XP_021708013.1|AAEG	LOC110191349|XP_020817856.1|DSER, LOC110188392|XP_020813773.1|DSER
OG0003129	LOC5566610|XP_021707726.1|AAEG	LOC110176334|XP_020798315.1|DSER
OG0003130	LOC5566618|XP_001650999.1|AAEG	LOC110178356|XP_020801147.1|DSER
OG0003131	LOC5566592|XP_001650988.2|AAEG	LOC110181562|XP_020805013.1|DSER
OG0003132	LOC5565210|XP_021707433.1|AAEG	LOC110188625|XP_020814057.1|DSER
OG0003133	LOC5568204|XP_021707064.1|AAEG	LOC110191694|XP_020818268.1|DSER
OG0003134	LOC5568196|XP_001657917.3|AAEG	LOC110178237|XP_020800947.1|DSER
OG0003135	LOC5575268|XP_001661876.2|AAEG, LOC110678158|XP_021706471.1|AAEG, LOC110679108|XP_021708764.1|AAEG	LOC110184656|XP_020808916.1|DSER
OG0003136	LOC5563917|XP_021707107.1|AAEG	LOC110190113|XP_020816082.1|DSER
OG0003137	LOC5563910|XP_011493107.1|AAEG, LOC110681033|XP_021712494.1|AAEG	LOC110179296|XP_020802440.1|DSER
OG0003138	LOC5578523|XP_021711533.1|AAEG	LOC110191683|XP_020818256.1|DSER
OG0003139	LOC5575323|XP_001655699.2|AAEG	LOC110177501|XP_020799913.1|DSER
OG0003140	LOC5575353|XP_001655730.1|AAEG	LOC110191411|XP_020817931.1|DSER
OG0003141	LOC5571104|XP_001659543.2|AAEG	LOC110178402|XP_020801200.1|DSER
OG0003142	LOC5571107|XP_021711462.1|AAEG	LOC110179273|XP_020802395.1|DSER
OG0003143	LOC5578337|XP_001656906.2|AAEG	LOC110182784|XP_020806569.1|DSER
OG0003144	LOC5579800|XP_021704649.1|AAEG	LOC110181223|XP_020804615.1|DSER
OG0003145	LOC5579798|XP_001648112.1|AAEG	LOC110189423|XP_020815145.1|DSER
OG0003146	LOC110681170|XP_021712633.1|AAEG, LOC5577240|XP_001656346.1|AAEG	LOC110178524|XP_020801339.1|DSER
OG0003147	LOC5577230|XP_021707105.1|AAEG	LOC110176228|XP_020798173.1|DSER, LOC110176137|XP_020798032.1|DSER
OG0003148	LOC5577229|XP_001656334.1|AAEG	LOC110184616|XP_020808868.1|DSER
OG0003149	LOC5577228|XP_021709736.1|AAEG	LOC110181538|XP_020804979.1|DSER
OG0003150	LOC5564725|XP_021707235.1|AAEG	LOC110182788|XP_020806577.1|DSER
OG0003151	LOC5565506|XP_001649843.1|AAEG	LOC110187422|XP_020812471.1|DSER
OG0003152	LOC5573061|XP_001654386.1|AAEG	LOC110177344|XP_020799697.1|DSER
OG0003153	LOC5576952|XP_001663047.1|AAEG	LOC110177741|XP_020800257.1|DSER
OG0003154	LOC5577484|XP_001663402.2|AAEG	LOC110191863|XP_020818501.1|DSER
OG0003155	LOC5571008|XP_001653437.1|AAEG	LOC110182867|XP_020806669.1|DSER
OG0003156	LOC110678454|XP_021707061.1|AAEG, LOC5571014|XP_021709445.1|AAEG	LOC110179207|XP_020802290.1|DSER
OG0003157	LOC5566365|XP_021706145.1|AAEG	LOC110187207|XP_020812266.1|DSER, LOC110179951|XP_020803198.1|DSER
OG0003158	LOC5565030|XP_021712412.1|AAEG, LOC5572369|XP_001660326.1|AAEG	LOC110183103|XP_020806988.1|DSER
OG0003159	LOC5572366|XP_021705285.1|AAEG	LOC110177721|XP_020800221.1|DSER
OG0003160	LOC5572367|XP_021710151.1|AAEG	LOC110177727|XP_020800232.1|DSER
OG0003161	LOC110678706|XP_021707611.1|AAEG, LOC5567134|XP_021712257.1|AAEG	LOC110189295|XP_020814985.1|DSER
OG0003162	LOC5575384|XP_001655741.1|AAEG	LOC110178574|XP_020801410.1|DSER
OG0003163	LOC5573615|XP_001660948.1|AAEG	LOC110188902|XP_020814482.1|DSER
OG0003164	LOC5575218|XP_001655624.2|AAEG	LOC110189509|XP_020815275.1|DSER
OG0003165	LOC5563889|XP_021712844.1|AAEG, LOC5564332|XP_021710208.1|AAEG	LOC110176026|XP_020797899.1|DSER
OG0003166	LOC5574010|XP_021712001.1|AAEG, LOC110677757|XP_021704767.1|AAEG	LOC110177743|XP_020800260.1|DSER
OG0003167	LOC5573842|XP_021704132.1|AAEG	LOC110184058|XP_020808094.1|DSER
OG0003168	LOC5565520|XP_021706150.1|AAEG	LOC110186939|XP_020811928.1|DSER
OG0003169	LOC5573831|XP_001654859.1|AAEG	LOC110187306|XP_020812354.1|DSER
OG0003170	LOC5577203|XP_021709510.1|AAEG	LOC110181167|XP_020804503.1|DSER
OG0003171	LOC5563760|XP_021704243.1|AAEG	LOC110177696|XP_020800179.1|DSER
OG0003172	LOC5566185|XP_021710722.1|AAEG	LOC110188119|XP_020813355.1|DSER
OG0003173	LOC5568716|XP_001652543.1|AAEG	LOC110177187|XP_020799441.1|DSER
OG0003174	LOC5568764|XP_021705032.1|AAEG	LOC110185363|XP_020809806.1|DSER
OG0003175	LOC5566316|XP_021707240.1|AAEG	LOC110176341|XP_020798322.1|DSER
OG0003176	LOC5577180|XP_001663268.1|AAEG	LOC110182256|XP_020805933.1|DSER, LOC110178434|XP_020801229.1|DSER
OG0003177	LOC5573361|XP_001660837.1|AAEG	LOC110187699|XP_020812793.1|DSER
OG0003178	LOC5573358|XP_001660840.2|AAEG	LOC110177714|XP_020800213.1|DSER
OG0003179	LOC5580238|XP_001662432.1|AAEG	LOC110177685|XP_020800166.1|DSER
OG0003180	LOC5580236|XP_001662422.2|AAEG	LOC110177989|XP_020800647.1|DSER
OG0003181	LOC5578045|XP_001663666.2|AAEG	LOC110179269|XP_020802391.1|DSER
OG0003182	LOC23687892|XP_021708781.1|AAEG	LOC110182857|XP_020806654.1|DSER
OG0003183	LOC5564363|XP_021709031.1|AAEG	LOC110184783|XP_020809114.1|DSER
OG0003184	LOC5575460|XP_001661978.1|AAEG, LOC110681025|XP_021712485.1|AAEG	LOC110178922|XP_020801864.1|DSER
OG0003185	LOC5569799|XP_021710033.1|AAEG	LOC110189743|XP_020815604.1|DSER
OG0003186	LOC5574768|XP_001655336.2|AAEG	LOC110177270|XP_020799585.1|DSER
OG0003187	LOC5578346|XP_021704791.1|AAEG	LOC110187295|XP_020812343.1|DSER
OG0003188	LOC110680350|XP_021711862.1|AAEG, LOC110680349|XP_021711860.1|AAEG, LOC5567222|XP_021710941.1|AAEG	LOC110190463|XP_020816630.1|DSER
OG0003189	LOC5571907|XP_001660001.1|AAEG	LOC110184627|XP_020808884.1|DSER
OG0003190	LOC5577747|XP_001663521.2|AAEG	LOC110191602|XP_020818150.1|DSER
OG0003191	LOC5572080|XP_001660162.2|AAEG	LOC110190490|XP_020816665.1|DSER
OG0003192	LOC23687735|XP_021708352.1|AAEG	LOC110189874|XP_020815774.1|DSER
OG0003193	LOC5578090|XP_021710074.1|AAEG	LOC110187435|XP_020812485.1|DSER
OG0003194	LOC5580214|XP_021708554.1|AAEG	LOC110176154|XP_020798049.1|DSER
OG0003195	LOC5568266|XP_001657963.1|AAEG	LOC110186922|XP_020811905.1|DSER
OG0003196	LOC5568265|XP_001657962.2|AAEG	LOC110178904|XP_020801840.1|DSER
OG0003197	LOC5574074|XP_021709018.1|AAEG	LOC110176272|XP_020798245.1|DSER
OG0003198	LOC5574077|XP_021707980.1|AAEG	LOC110186032|XP_020810728.1|DSER
OG0003199	LOC5566877|XP_001651304.3|AAEG	LOC110178715|XP_020801578.1|DSER
OG0003200	LOC5566863|XP_021710379.1|AAEG, LOC110681419|XP_021712851.1|AAEG	LOC110189464|XP_020815200.1|DSER
OG0003201	LOC5564594|XP_021704758.1|AAEG	LOC110179285|XP_020802433.1|DSER
OG0003202	LOC5575094|XP_001661818.2|AAEG	LOC110189056|XP_020814682.1|DSER
OG0003203	LOC5576493|XP_021707065.1|AAEG	LOC110177661|XP_020800133.1|DSER
OG0003204	LOC5574210|XP_021707182.1|AAEG	LOC110188261|XP_020813607.1|DSER
OG0003205	LOC5574197|XP_001661254.1|AAEG	LOC110191488|XP_020818012.1|DSER
OG0003206	LOC5574187|XP_001661244.1|AAEG	LOC110176961|XP_020799126.1|DSER
OG0003207	LOC5574178|XP_021707990.1|AAEG	LOC110191118|XP_020817526.1|DSER
OG0003208	LOC23687678|XP_011493076.1|AAEG, LOC110678838|XP_021708011.1|AAEG	LOC110190664|XP_020816924.1|DSER
OG0003209	LOC110681390|XP_021712828.1|AAEG, LOC5567469|XP_001657473.1|AAEG	LOC110189425|XP_020815148.1|DSER
OG0003210	LOC5571924|XP_001660021.2|AAEG	LOC110188834|XP_020814384.1|DSER
OG0003211	LOC5571925|XP_001660022.2|AAEG	LOC110177681|XP_020800161.1|DSER
OG0003212	LOC5571933|XP_021708662.1|AAEG	LOC110191715|XP_020818291.1|DSER
OG0003213	LOC5569734|XP_001652958.1|AAEG	LOC110176330|XP_020798308.1|DSER
OG0003214	LOC5569740|XP_021708814.1|AAEG	LOC110177850|XP_020800452.1|DSER
OG0003215	LOC5569745|XP_001652969.1|AAEG	LOC110177868|XP_020800483.1|DSER
OG0003216	LOC5566549|XP_021708844.1|AAEG	LOC110189674|XP_020815491.1|DSER
OG0003217	LOC5565440|XP_001649789.1|AAEG	LOC110191502|XP_020818030.1|DSER
OG0003218	LOC5567899|XP_001651938.1|AAEG	LOC110190229|XP_020816249.1|DSER
OG0003219	LOC110679632|XP_021710661.1|AAEG, LOC110680334|XP_021711848.1|AAEG	LOC110190126|XP_020816108.1|DSER
OG0003220	LOC5564121|XP_021711028.1|AAEG	LOC110180523|XP_020803851.1|DSER, LOC110187512|XP_020812565.1|DSER
OG0003221	LOC5564106|XP_021711078.1|AAEG	LOC110181684|XP_020805184.1|DSER
OG0003222	LOC5564134|XP_001648444.1|AAEG	LOC110177861|XP_020800469.1|DSER
OG0003223	LOC5566691|XP_021711483.1|AAEG	LOC110176349|XP_020798337.1|DSER
OG0003224	LOC5573218|XP_021704328.1|AAEG	LOC110176316|XP_020798292.1|DSER
OG0003250	LOC5575829|XP_001655852.1|AAEG	LOC110187876|XP_020813019.1|DSER
OG0003251	LOC5575830|XP_001655851.1|AAEG	LOC110190912|XP_020817231.1|DSER
OG0003252	LOC110674708|XP_021694452.1|AAEG	LOC110188607|XP_020814030.1|DSER
OG0003253	LOC5574743|XP_001655315.1|AAEG	LOC110188704|XP_020814173.1|DSER
OG0003254	LOC5574740|XP_001655313.1|AAEG	LOC110191730|XP_020818308.1|DSER
OG0003255	LOC5566217|XP_001650620.1|AAEG	LOC110191059|XP_020817448.1|DSER
OG0003256	LOC5574525|XP_001655177.1|AAEG	LOC110177375|XP_020799731.1|DSER
OG0003257	LOC23687408|XP_021694498.1|AAEG	LOC110182043|XP_020805632.1|DSER
OG0003258	LOC5572023|XP_001660129.1|AAEG	LOC110175966|XP_020797817.1|DSER
OG0003259	LOC110680598|XP_021712084.1|AAEG, LOC5572022|XP_021694527.1|AAEG	LOC110180349|XP_020803670.1|DSER
OG0003260	LOC5579818|XP_021694540.1|AAEG	LOC110191960|XP_020818637.1|DSER
OG0003261	LOC5579823|XP_021694543.1|AAEG, LOC110681131|XP_021712596.1|AAEG	LOC110187737|XP_020812853.1|DSER
OG0003262	LOC5564257|XP_001648609.1|AAEG	LOC110187792|XP_020812922.1|DSER
OG0003263	LOC5579472|XP_021694661.1|AAEG	LOC110179118|XP_020802169.1|DSER
OG0003264	LOC110674749|XP_021694695.1|AAEG	LOC110184793|XP_020809091.1|DSER, LOC110184606|XP_020808858.1|DSER
OG0003265	LOC5574719|XP_021694720.1|AAEG, LOC110680806|XP_021712273.1|AAEG	LOC110185636|XP_020810252.1|DSER
OG0003266	LOC5577930|XP_021694729.1|AAEG	LOC110183376|XP_020807300.1|DSER, LOC110186110|XP_020810816.1|DSER
OG0003267	LOC5578728|XP_021694739.1|AAEG	LOC110179072|XP_020802110.1|DSER
OG0003268	LOC5576693|XP_021694745.1|AAEG	LOC110186173|XP_020810889.1|DSER
OG0003269	LOC5563879|XP_001648190.1|AAEG	LOC110189037|XP_020814665.1|DSER
OG0003270	LOC5576694|XP_021694749.1|AAEG	LOC110176186|XP_020798095.1|DSER
OG0003271	LOC5570397|XP_021694767.1|AAEG	LOC110185404|XP_020809869.1|DSER
OG0003272	LOC5567111|XP_021694817.1|AAEG	LOC110175978|XP_020797832.1|DSER
OG0003273	LOC5578389|XP_021694849.1|AAEG	LOC110181919|XP_020805517.1|DSER
OG0003274	LOC23687811|XP_011493407.2|AAEG	LOC110176008|XP_020797872.1|DSER
OG0003275	LOC110674071|XP_021693209.1|AAEG, LOC5569249|XP_021694927.1|AAEG	LOC110183076|XP_020806921.1|DSER
OG0003276	LOC5565132|XP_001649479.2|AAEG	LOC110177316|XP_020799647.1|DSER
OG0003277	LOC110674823|XP_021694962.1|AAEG	LOC110189682|XP_020815500.1|DSER
OG0003278	LOC5564714|XP_021694994.1|AAEG	LOC110177386|XP_020799748.1|DSER
OG0003279	LOC110674834|XP_021695001.1|AAEG	LOC110180453|XP_020803787.1|DSER
OG0003280	LOC110674838|XP_021695023.1|AAEG	LOC110186416|XP_020811252.1|DSER
OG0003281	LOC5566264|XP_021695062.1|AAEG, LOC110680628|XP_021712116.1|AAEG	LOC110177176|XP_020799425.1|DSER
OG0003282	LOC5571722|XP_021695075.1|AAEG	LOC110180421|XP_020803751.1|DSER
OG0003283	LOC5578708|XP_001664007.2|AAEG	LOC110181326|XP_020804704.1|DSER
OG0003284	LOC5565191|XP_021712934.1|AAEG, LOC110673982|XP_021695115.1|AAEG	LOC110184589|XP_020808838.1|DSER
OG0003285	LOC5567660|XP_021695120.1|AAEG	LOC110186525|XP_020811382.1|DSER
OG0003286	LOC5566555|XP_021710117.1|AAEG	LOC110186982|XP_020811994.1|DSER
OG0003287	LOC5573040|XP_001654352.2|AAEG	LOC110179014|XP_020802015.1|DSER
OG0003288	LOC5573031|XP_021694308.1|AAEG	LOC110188022|XP_020813205.1|DSER
OG0003289	LOC5579012|XP_001664192.2|AAEG	LOC110176607|XP_020798693.1|DSER
OG0003290	LOC5578997|XP_001664176.2|AAEG	LOC110176404|XP_020798402.1|DSER
