Orthogroup	AAEG.longest_only	HILL.longest_only
OG0003816	LOC5569510|XP_001658595.1|AAEG	LOC119652600|XP_037912757.1|HILL
OG0003817	LOC5576950|XP_001663045.1|AAEG	LOC119653238|XP_037913765.1|HILL
OG0003818	LOC110680414|XP_021711906.1|AAEG, LOC110676540|XP_021700504.1|AAEG	LOC119656712|XP_037919164.1|HILL
OG0003819	LOC5577422|XP_001656497.1|AAEG	LOC119647659|XP_037904663.1|HILL, LOC119655639|XP_037917544.1|HILL, LOC119654751|XP_037916209.1|HILL, LOC119655175|XP_037916855.1|HILL
OG0003820	LOC5578366|XP_001656937.1|AAEG	LOC119659344|XP_037923316.1|HILL
OG0003821	LOC5578355|XP_001656925.1|AAEG	LOC119658253|XP_037921465.1|HILL
OG0003822	LOC5566424|XP_001650824.1|AAEG	LOC119651831|XP_037911554.1|HILL
OG0003823	LOC5566438|XP_021700561.1|AAEG	LOC119651689|XP_037911324.1|HILL
OG0003824	LOC110676558|XP_021700624.1|AAEG	LOC119651957|XP_037911741.1|HILL
OG0003825	LOC5570915|XP_021700627.1|AAEG	LOC119652718|XP_037912937.1|HILL
OG0003826	LOC5570911|XP_001653388.1|AAEG	LOC119651514|XP_037911069.1|HILL
OG0003827	LOC5570902|XP_001653379.1|AAEG	LOC119651561|XP_037911122.1|HILL
OG0003828	LOC5570900|XP_021700654.1|AAEG	LOC119652878|XP_037913169.1|HILL
OG0003829	LOC5570899|XP_021700658.1|AAEG	LOC119652793|XP_037913039.1|HILL
OG0003830	LOC5572922|XP_001654255.1|AAEG	LOC119651444|XP_037910976.1|HILL
OG0003831	LOC5572925|XP_001654260.2|AAEG	LOC119657923|XP_037921039.1|HILL
OG0003832	LOC5572928|XP_001654263.2|AAEG	LOC119652867|XP_037913152.1|HILL
OG0003833	LOC5572931|XP_011493072.1|AAEG	LOC119650697|XP_037909608.1|HILL
OG0003834	LOC5574737|XP_021700707.1|AAEG	LOC119651620|XP_037911203.1|HILL
OG0003835	LOC5571425|XP_021700750.1|AAEG	LOC119652103|XP_037911968.1|HILL, LOC119652100|XP_037911966.1|HILL, LOC119652102|XP_037911967.1|HILL
OG0003836	LOC5566327|XP_001650716.1|AAEG	LOC119653759|XP_037914659.1|HILL
OG0003837	LOC5574285|XP_021700779.1|AAEG, LOC110681472|XP_021712930.1|AAEG	LOC119647080|XP_037903765.1|HILL
OG0003838	LOC5570424|XP_001659134.1|AAEG	LOC119647137|XP_037903857.1|HILL
OG0003839	LOC5570432|XP_001659139.1|AAEG	LOC119651293|XP_037910740.1|HILL
OG0003840	LOC5572643|XP_001654142.1|AAEG	LOC119646581|XP_037903002.1|HILL
OG0003841	LOC5572652|XP_001654152.1|AAEG	LOC119659259|XP_037923182.1|HILL
OG0003842	LOC5572664|XP_021700838.1|AAEG	LOC119652542|XP_037912675.1|HILL
OG0003843	LOC5565770|XP_021700878.1|AAEG	LOC119650959|XP_037910133.1|HILL
OG0003844	LOC5565771|XP_001650123.1|AAEG	LOC119652928|XP_037913242.1|HILL
OG0003845	LOC5565769|XP_021695269.1|AAEG	LOC119651722|XP_037911372.1|HILL
OG0003846	LOC110680286|XP_021711798.1|AAEG, LOC5565758|XP_021700904.1|AAEG	LOC119650951|XP_037910113.1|HILL
OG0003847	LOC5565762|XP_021700917.1|AAEG	LOC119654403|XP_037915715.1|HILL, LOC119654492|XP_037915843.1|HILL, LOC119652889|XP_037913184.1|HILL
OG0003848	LOC5564298|XP_021700923.1|AAEG	LOC119653263|XP_037913798.1|HILL
OG0003849	LOC5565399|XP_001649729.1|AAEG	LOC119646506|XP_037902889.1|HILL
OG0003850	LOC5565389|XP_001649742.3|AAEG	LOC119651235|XP_037910638.1|HILL
OG0003851	LOC5569185|XP_001652768.1|AAEG	LOC119661391|XP_037926642.1|HILL
OG0003852	LOC5564491|XP_001648836.1|AAEG	LOC119661247|XP_037926414.1|HILL
OG0003853	LOC5564509|XP_021701084.1|AAEG	LOC119648075|XP_037905492.1|HILL
OG0003854	LOC110680469|XP_021711969.1|AAEG, LOC5566992|XP_001651385.1|AAEG	LOC119651383|XP_037910885.1|HILL
OG0003855	LOC5566966|XP_021701101.1|AAEG	LOC119650766|XP_037909795.1|HILL
OG0003856	LOC110676661|XP_021701104.1|AAEG	LOC119651823|XP_037911542.1|HILL
OG0003857	LOC5566516|XP_021701149.1|AAEG	LOC119647176|XP_037903911.1|HILL
OG0003858	LOC5566513|XP_021701154.1|AAEG	LOC119660402|XP_037924869.1|HILL
OG0003858	LOC5577280|XP_021706730.1|AAEG	LOC119654767|XP_037916235.1|HILL
OG0003859	LOC5575679|XP_021701224.1|AAEG	LOC119655127|XP_037916785.1|HILL
OG0003860	LOC5577025|XP_001656312.1|AAEG	LOC119656750|XP_037919241.1|HILL
OG0003861	LOC5574497|XP_001655160.1|AAEG	LOC119655989|XP_037918155.1|HILL
OG0003862	LOC5574499|XP_001655162.2|AAEG	LOC119650638|XP_037909486.1|HILL
OG0003863	LOC5574500|XP_021701250.1|AAEG	LOC119650576|XP_037909323.1|HILL
OG0003864	LOC5574502|XP_001655165.1|AAEG	LOC119651328|XP_037910796.1|HILL
OG0003865	LOC5574507|XP_021701271.1|AAEG	LOC119659378|XP_037923366.1|HILL
OG0003866	LOC110673980|XP_021701277.1|AAEG	LOC119652356|XP_037912367.1|HILL
OG0003867	LOC5578951|XP_001664130.1|AAEG	LOC119647018|XP_037903685.1|HILL
OG0003868	LOC110681235|XP_021712696.1|AAEG, LOC5568820|XP_021701334.1|AAEG	LOC119646411|XP_037902784.1|HILL
OG0003869	LOC110681451|XP_021712902.1|AAEG, LOC5568827|XP_001658193.1|AAEG	LOC119646590|XP_037903011.1|HILL
OG0003870	LOC5564986|XP_021701355.1|AAEG	LOC119646684|XP_037903167.1|HILL
OG0003871	LOC5564996|XP_001649341.1|AAEG	LOC119651899|XP_037911657.1|HILL
OG0003872	LOC5568984|XP_001658271.2|AAEG	LOC119655173|XP_037916851.1|HILL
OG0003873	LOC5568982|XP_001658273.1|AAEG	LOC119655387|XP_037917186.1|HILL
OG0003874	LOC5568981|XP_021701391.1|AAEG	LOC119653844|XP_037914817.1|HILL
OG0003875	LOC110676724|XP_021701400.1|AAEG	LOC119651556|XP_037911117.1|HILL
OG0003876	LOC5578796|XP_001657170.1|AAEG	LOC119661558|XP_037926876.1|HILL
OG0003877	LOC5578760|XP_001657128.2|AAEG	LOC119653234|XP_037913751.1|HILL
OG0003878	LOC110680375|XP_021711875.1|AAEG, LOC5578759|XP_021701450.1|AAEG	LOC119654535|XP_037915905.1|HILL
OG0003879	LOC5578755|XP_001657123.1|AAEG	LOC119649097|XP_037907027.1|HILL
OG0003880	LOC5578162|XP_021701461.1|AAEG	LOC119649824|XP_037908088.1|HILL
OG0003881	LOC5574041|XP_021701485.1|AAEG	LOC119652972|XP_037913309.1|HILL
OG0003882	LOC5574609|XP_021701494.1|AAEG	LOC119660668|XP_037926487.1|HILL
OG0003883	LOC5570959|XP_001659425.2|AAEG	LOC119654561|XP_037915942.1|HILL
OG0003884	LOC5577114|XP_021701499.1|AAEG	LOC119651782|XP_037911465.1|HILL
OG0003885	LOC5577113|XP_001663201.1|AAEG	LOC119652822|XP_037913078.1|HILL
OG0003886	LOC5577220|XP_001656323.1|AAEG	LOC119651566|XP_037911128.1|HILL
OG0003887	LOC5564147|XP_021701513.1|AAEG	LOC119650905|XP_037910025.1|HILL
OG0003888	LOC5578320|XP_021701538.1|AAEG	LOC119657326|XP_037920116.1|HILL
OG0003889	LOC5568234|XP_001657931.2|AAEG	LOC119658785|XP_037922423.1|HILL
OG0003890	LOC5579391|XP_001647695.2|AAEG	LOC119651905|XP_037911660.1|HILL, LOC119651497|XP_037911041.1|HILL, LOC119651783|XP_037911466.1|HILL
OG0003891	LOC5569335|XP_001658435.2|AAEG	LOC119651007|XP_037910223.1|HILL
OG0003892	LOC5569337|XP_001658441.1|AAEG	LOC119651640|XP_037911241.1|HILL
OG0003893	LOC5580262|XP_001656142.2|AAEG	LOC119650731|XP_037909687.1|HILL
OG0003894	LOC5580255|XP_001656145.1|AAEG	LOC119651607|XP_037911188.1|HILL
OG0003895	LOC5564478|XP_021701633.1|AAEG	LOC119647014|XP_037903680.1|HILL
OG0003896	LOC110675203|XP_021695308.1|AAEG, LOC5574678|XP_021701641.1|AAEG	LOC119646995|XP_037903640.1|HILL
OG0003897	LOC5574676|XP_001661589.1|AAEG	LOC119646309|XP_037902654.1|HILL
OG0003898	LOC5565516|XP_001649871.1|AAEG	LOC119658625|XP_037922051.1|HILL
OG0003899	LOC5572627|XP_001660492.2|AAEG	LOC119652637|XP_037912813.1|HILL
OG0003900	LOC5566914|XP_021701727.1|AAEG	LOC119649791|XP_037908027.1|HILL
OG0003901	LOC5566913|XP_001651326.2|AAEG	LOC119647310|XP_037904156.1|HILL
OG0003902	LOC5566912|XP_021701729.1|AAEG	LOC119650326|XP_037908913.1|HILL
OG0003903	LOC5566910|XP_021701732.1|AAEG	LOC119646719|XP_037903226.1|HILL
OG0003904	LOC5566942|XP_021701730.1|AAEG	LOC119646881|XP_037903436.1|HILL
OG0003905	LOC5566941|XP_001651320.2|AAEG	LOC119659578|XP_037923663.1|HILL
OG0003906	LOC5577215|XP_001663311.2|AAEG	LOC119650820|XP_037909886.1|HILL
OG0003907	LOC5577205|XP_001663301.2|AAEG	LOC119651166|XP_037910512.1|HILL
OG0003908	LOC5578247|XP_001663771.2|AAEG	LOC119660110|XP_037924423.1|HILL
OG0003909	LOC5573102|XP_021701809.1|AAEG	LOC119646304|XP_037902647.1|HILL
OG0003910	LOC5573103|XP_001654410.1|AAEG	LOC119646482|XP_037902864.1|HILL
OG0003911	LOC5571554|XP_001659778.1|AAEG	LOC119660956|XP_037925927.1|HILL
OG0003912	LOC5571558|XP_001659780.1|AAEG	LOC119659192|XP_037923084.1|HILL
OG0003913	LOC5579488|XP_021701836.1|AAEG	LOC119651523|XP_037911081.1|HILL
OG0003914	LOC110676828|XP_021701843.1|AAEG, LOC5569389|XP_001658466.1|AAEG	LOC119656818|XP_037919379.1|HILL
OG0003915	LOC110680818|XP_021712289.1|AAEG, LOC5569390|XP_001658463.1|AAEG	LOC119651385|XP_037910892.1|HILL
OG0003916	LOC5578582|XP_001663974.1|AAEG	LOC119646724|XP_037903231.1|HILL
OG0003917	LOC5574513|XP_001661482.2|AAEG	LOC119646255|XP_037902583.1|HILL
OG0003918	LOC5564615|XP_001648965.1|AAEG	LOC119656941|XP_037919584.1|HILL
OG0003919	LOC5565707|XP_021701922.1|AAEG	LOC119647303|XP_037904142.1|HILL
OG0003920	LOC5577107|XP_021701929.1|AAEG	LOC119646807|XP_037903327.1|HILL
OG0003921	LOC5577565|XP_021701958.1|AAEG	LOC119661365|XP_037926602.1|HILL
OG0003922	LOC5564612|XP_021701961.1|AAEG	LOC119661677|XP_037927043.1|HILL
OG0003923	LOC5569850|XP_001658744.1|AAEG	LOC119660756|XP_037925445.1|HILL
OG0003924	LOC5569853|XP_001658748.2|AAEG	LOC119658347|XP_037921634.1|HILL
OG0003925	LOC110676861|XP_021701992.1|AAEG	LOC119660719|XP_037925299.1|HILL
OG0003926	LOC5569863|XP_001658759.1|AAEG	LOC119650406|XP_037909122.1|HILL
OG0003927	LOC5579066|XP_001664223.1|AAEG	LOC119646640|XP_037903081.1|HILL
OG0003928	LOC5563851|XP_001648170.1|AAEG	LOC119651570|XP_037911132.1|HILL
OG0003929	LOC5573389|XP_001654560.1|AAEG	LOC119654533|XP_037915908.1|HILL
OG0003930	LOC5573392|XP_001654565.1|AAEG	LOC119652739|XP_037912965.1|HILL
OG0003931	LOC5573396|XP_021702068.1|AAEG	LOC119650566|XP_037909301.1|HILL
OG0003932	LOC5573081|XP_021702121.1|AAEG	LOC119646701|XP_037903195.1|HILL
OG0003933	LOC5567715|XP_021702146.1|AAEG	LOC119653045|XP_037913439.1|HILL
OG0003934	LOC5568869|XP_021702147.1|AAEG	LOC119653059|XP_037913469.1|HILL
OG0003935	LOC5567315|XP_001651750.1|AAEG	LOC119652379|XP_037912409.1|HILL
OG0003936	LOC5567314|XP_001651749.1|AAEG	LOC119661243|XP_037926402.1|HILL
OG0003937	LOC5570833|XP_021702175.1|AAEG	LOC119646963|XP_037903592.1|HILL
OG0003938	LOC5570830|XP_021702177.1|AAEG	LOC119646554|XP_037902960.1|HILL
OG0003939	LOC5570829|XP_021702178.1|AAEG	LOC119661323|XP_037926547.1|HILL
OG0003940	LOC5570827|XP_001653335.1|AAEG	LOC119661324|XP_037926550.1|HILL
OG0003941	LOC5570828|XP_001653334.1|AAEG	LOC119651599|XP_037911180.1|HILL
OG0003942	LOC5565708|XP_021702207.1|AAEG	LOC119646426|XP_037902798.1|HILL
OG0003943	LOC5580320|XP_021702225.1|AAEG	LOC119661773|XP_037927175.1|HILL
OG0003944	LOC5573510|XP_001654647.1|AAEG	LOC119646446|XP_037902825.1|HILL
OG0003945	LOC5577630|XP_001656628.1|AAEG	LOC119657144|XP_037919849.1|HILL
OG0003946	LOC5575174|XP_021702277.1|AAEG	LOC119650931|XP_037910086.1|HILL
OG0003947	LOC5575166|XP_021702282.1|AAEG	LOC119651401|XP_037910916.1|HILL
OG0003948	LOC5575152|XP_001655529.2|AAEG	LOC119652530|XP_037912659.1|HILL
OG0003949	LOC5575149|XP_021702305.1|AAEG	LOC119652125|XP_037911992.1|HILL
OG0003950	LOC5566375|XP_021702361.1|AAEG	LOC119651084|XP_037910359.1|HILL
OG0003951	LOC5566382|XP_021702373.1|AAEG	LOC119651346|XP_037910830.1|HILL
OG0003952	LOC5569445|XP_001658534.2|AAEG	LOC119651231|XP_037910635.1|HILL
OG0003953	LOC5569441|XP_021702400.1|AAEG	LOC119659034|XP_037922856.1|HILL
OG0003954	LOC110675215|XP_021695327.1|AAEG	LOC119653053|XP_037913454.1|HILL
OG0003955	LOC5577298|XP_021695328.1|AAEG, LOC5577305|XP_021697710.1|AAEG	LOC119651108|XP_037910400.1|HILL
OG0003956	LOC5572437|XP_021702429.1|AAEG	LOC119654263|XP_037915455.1|HILL
OG0003957	LOC5572444|XP_021702450.1|AAEG	LOC119654914|XP_037916482.1|HILL
OG0003958	LOC5572452|XP_001660397.2|AAEG	LOC119658338|XP_037921611.1|HILL
OG0003959	LOC5565328|XP_021702492.1|AAEG	LOC119646822|XP_037903365.1|HILL
OG0003960	LOC5565312|XP_001649660.1|AAEG	LOC119655145|XP_037916812.1|HILL
OG0003961	LOC5565323|XP_001649651.1|AAEG	LOC119654192|XP_037915319.1|HILL
OG0003962	LOC5565318|XP_001649644.1|AAEG	LOC119646212|XP_037902523.1|HILL, LOC119659814|XP_037924024.1|HILL
OG0003963	LOC5566802|XP_001651210.2|AAEG	LOC119653104|XP_037913547.1|HILL
OG0003964	LOC5566808|XP_001651217.2|AAEG	LOC119646319|XP_037902668.1|HILL
OG0003965	LOC5576029|XP_021702590.1|AAEG	LOC119654594|XP_037915990.1|HILL
OG0003966	LOC5576033|XP_001655974.1|AAEG	LOC119653154|XP_037913622.1|HILL
OG0003967	LOC5564541|XP_021702637.1|AAEG	LOC119646899|XP_037903485.1|HILL
OG0003968	LOC5564542|XP_021702650.1|AAEG	LOC119656963|XP_037919615.1|HILL
OG0003969	LOC5579501|XP_021702670.1|AAEG	LOC119650469|XP_037909285.1|HILL
OG0003970	LOC5566053|XP_001650433.2|AAEG, LOC110680296|XP_021711822.1|AAEG	LOC119647219|XP_037903976.1|HILL
OG0003971	LOC5577549|XP_021702790.1|AAEG	LOC119651329|XP_037910797.1|HILL
OG0003972	LOC5577548|XP_001656564.1|AAEG	LOC119660919|XP_037925819.1|HILL
OG0003973	LOC5577542|XP_001656558.1|AAEG	LOC119646341|XP_037902695.1|HILL
OG0003974	LOC23687576|XP_011493724.1|AAEG	LOC119650808|XP_037909877.1|HILL
OG0003975	LOC5577896|XP_021702830.1|AAEG	LOC119651024|XP_037910256.1|HILL
OG0003976	LOC5580034|XP_001660687.1|AAEG	LOC119651330|XP_037910799.1|HILL
OG0003977	LOC5580036|XP_001660686.1|AAEG	LOC119652738|XP_037912964.1|HILL, LOC119648470|XP_037906160.1|HILL, LOC119661531|XP_037926837.1|HILL
OG0003978	LOC5573243|XP_001654452.1|AAEG	LOC119652912|XP_037913219.1|HILL
OG0003979	LOC5573252|XP_001654462.1|AAEG	LOC119646381|XP_037902753.1|HILL
OG0003980	LOC5573253|XP_001654463.1|AAEG	LOC119659156|XP_037923034.1|HILL
OG0003981	LOC23687788|XP_011493540.1|AAEG	LOC119650858|XP_037909937.1|HILL
OG0003982	LOC5573254|XP_021702922.1|AAEG	LOC119652259|XP_037912168.1|HILL
OG0003983	LOC5573255|XP_001654466.1|AAEG	LOC119653096|XP_037913530.1|HILL
OG0003984	LOC5579234|XP_021702950.1|AAEG	LOC119651058|XP_037910315.1|HILL
OG0003985	LOC5579235|XP_021702955.1|AAEG	LOC119650744|XP_037909745.1|HILL
OG0003986	LOC5564833|XP_021703001.1|AAEG	LOC119661325|XP_037926551.1|HILL
OG0003987	LOC5564852|XP_021703004.1|AAEG	LOC119647045|XP_037903729.1|HILL
OG0003988	LOC5569075|XP_001658305.2|AAEG	LOC119661143|XP_037926278.1|HILL
OG0003989	LOC5569078|XP_021703045.1|AAEG	LOC119655382|XP_037917182.1|HILL
OG0003990	LOC5567981|XP_001657802.1|AAEG	LOC119652348|XP_037912304.1|HILL
OG0003991	LOC5567979|XP_021703064.1|AAEG	LOC119651308|XP_037910767.1|HILL
OG0003992	LOC5567974|XP_001657796.2|AAEG	LOC119660619|XP_037925252.1|HILL
OG0003993	LOC110675225|XP_021695345.1|AAEG	LOC119661596|XP_037926926.1|HILL
OG0003994	LOC110677016|XP_021703090.1|AAEG	LOC119654025|XP_037915119.1|HILL
OG0003995	LOC5572772|XP_001660592.2|AAEG	LOC119661650|XP_037927010.1|HILL
OG0003996	LOC5573701|XP_001661019.1|AAEG	LOC119657798|XP_037920818.1|HILL
OG0003997	LOC5573693|XP_001661022.2|AAEG	LOC119646583|XP_037903003.1|HILL
OG0003998	LOC110680396|XP_021711895.1|AAEG, LOC5568927|XP_021703191.1|AAEG	LOC119651151|XP_037910485.1|HILL
OG0003999	LOC5568918|XP_001658243.1|AAEG	LOC119652213|XP_037912082.1|HILL
OG0004000	LOC5573202|XP_001660743.2|AAEG	LOC119659356|XP_037923336.1|HILL
OG0004001	LOC5573173|XP_021703270.1|AAEG	LOC119658654|XP_037922126.1|HILL
OG0004002	LOC5573180|XP_001660797.2|AAEG	LOC119648070|XP_037905478.1|HILL
OG0004003	LOC5578840|XP_021703302.1|AAEG	LOC119660736|XP_037925340.1|HILL
OG0004004	LOC5578838|XP_001657197.2|AAEG	LOC119650062|XP_037908487.1|HILL
OG0004005	LOC5578837|XP_021703325.1|AAEG	LOC119652589|XP_037912745.1|HILL
OG0004006	LOC5573934|XP_001654970.1|AAEG	LOC119646836|XP_037903381.1|HILL
OG0004007	LOC5573938|XP_001654974.1|AAEG	LOC119647088|XP_037903787.1|HILL
OG0004008	LOC5573942|XP_021703389.1|AAEG	LOC119647026|XP_037903692.1|HILL
OG0004009	LOC5569871|XP_001658768.2|AAEG	LOC119661719|XP_037927101.1|HILL
OG0004010	LOC5575569|XP_021703476.1|AAEG	LOC119650924|XP_037910079.1|HILL
OG0004011	LOC5575573|XP_001662051.2|AAEG	LOC119651534|XP_037911094.1|HILL
OG0004012	LOC5575560|XP_021703498.1|AAEG	LOC119651465|XP_037911000.1|HILL
OG0004013	LOC5566981|XP_021703518.1|AAEG	LOC119651695|XP_037911333.1|HILL, LOC119650968|XP_037910152.1|HILL
OG0004014	LOC5566973|XP_001651394.2|AAEG	LOC119651657|XP_037911272.1|HILL
OG0004015	LOC5566986|XP_001651391.2|AAEG	LOC119655912|XP_037918002.1|HILL
OG0004016	LOC5568000|XP_021703527.1|AAEG	LOC119652450|XP_037912527.1|HILL
OG0004017	LOC5568007|XP_001657813.1|AAEG	LOC119661734|XP_037927128.1|HILL, LOC119661336|XP_037926566.1|HILL
OG0004018	LOC5568003|XP_001657811.1|AAEG	LOC119646677|XP_037903140.1|HILL
OG0004019	LOC5572061|XP_001653827.1|AAEG	LOC119646985|XP_037903624.1|HILL
OG0004020	LOC5565854|XP_001650201.1|AAEG	LOC119661712|XP_037927094.1|HILL
OG0004021	LOC5565832|XP_001650202.1|AAEG	LOC119661493|XP_037926786.1|HILL
OG0004022	LOC5565846|XP_001650206.1|AAEG	LOC119654656|XP_037916076.1|HILL
OG0004023	LOC5565831|XP_021703615.1|AAEG	LOC119650530|XP_037909292.1|HILL
OG0004024	LOC5565862|XP_021703629.1|AAEG	LOC119652724|XP_037912945.1|HILL
OG0004025	LOC5573443|XP_001654613.1|AAEG	LOC119657063|XP_037919748.1|HILL
OG0004026	LOC5573444|XP_021703673.1|AAEG	LOC119647972|XP_037905277.1|HILL
OG0004027	LOC5569805|XP_001653020.2|AAEG, LOC5569811|XP_001653029.1|AAEG	LOC119646693|XP_037903185.1|HILL
OG0004028	LOC5575523|XP_001662027.2|AAEG	LOC119651902|XP_037911655.1|HILL
OG0004029	LOC5575522|XP_021703720.1|AAEG	LOC119652616|XP_037912782.1|HILL
OG0004030	LOC5564922|XP_001649283.2|AAEG	LOC119655027|XP_037916633.1|HILL
OG0004031	LOC5564940|XP_021703761.1|AAEG	LOC119652951|XP_037913272.1|HILL
OG0004032	LOC5570853|XP_021703771.1|AAEG	LOC119652244|XP_037912147.1|HILL
OG0004033	LOC5570858|XP_001653364.2|AAEG	LOC119648946|XP_037906793.1|HILL
OG0004034	LOC5565916|XP_001650272.2|AAEG	LOC119649930|XP_037908279.1|HILL
OG0004035	LOC5565892|XP_001650264.1|AAEG	LOC119653780|XP_037914714.1|HILL
OG0004036	LOC5565901|XP_001650262.2|AAEG	LOC119647199|XP_037903939.1|HILL
OG0004037	LOC5565894|XP_021703833.1|AAEG	LOC119650868|XP_037909961.1|HILL
OG0004038	LOC5565923|XP_001650245.1|AAEG	LOC119650114|XP_037908569.1|HILL
OG0004039	LOC5569703|XP_001658690.2|AAEG	LOC119658570|XP_037921949.1|HILL
OG0004040	LOC5569717|XP_021703878.1|AAEG	LOC119661198|XP_037926348.1|HILL
OG0004041	LOC5569718|XP_001658707.2|AAEG	LOC119660869|XP_037925708.1|HILL
OG0004042	LOC5568190|XP_001652129.1|AAEG	LOC119648005|XP_037905325.1|HILL
OG0004043	LOC5568194|XP_001652133.2|AAEG	LOC119661388|XP_037926639.1|HILL
OG0004044	LOC5568080|XP_021703990.1|AAEG, LOC110680421|XP_021711911.1|AAEG	LOC119657540|XP_037920410.1|HILL
OG0004045	LOC5568078|XP_001652015.1|AAEG	LOC119646762|XP_037903269.1|HILL
OG0004046	LOC5568069|XP_001652009.2|AAEG	LOC119646642|XP_037903083.1|HILL
OG0004047	LOC5568071|XP_001652005.2|AAEG, LOC110680527|XP_021712016.1|AAEG	LOC119653963|XP_037915052.1|HILL
OG0004048	LOC5568072|XP_021703998.1|AAEG	LOC119661130|XP_037926257.1|HILL
OG0004049	LOC5567336|XP_001651760.1|AAEG	LOC119661522|XP_037926826.1|HILL
OG0004050	LOC110677250|XP_021704051.1|AAEG	LOC119652199|XP_037912072.1|HILL
OG0004051	LOC5569754|XP_021704088.1|AAEG	LOC119652044|XP_037911911.1|HILL
OG0004052	LOC5568566|XP_021705802.1|AAEG	LOC119660850|XP_037925675.1|HILL, LOC119654151|XP_037915242.1|HILL, LOC119655738|XP_037917719.1|HILL
OG0004053	LOC5568564|XP_001652392.1|AAEG	LOC119659144|XP_037923014.1|HILL
OG0004054	LOC5568561|XP_001652388.2|AAEG	LOC119661469|XP_037926760.1|HILL
OG0004055	LOC5563804|XP_001648087.1|AAEG	LOC119659768|XP_037923955.1|HILL
OG0004056	LOC110678315|XP_021706704.1|AAEG	LOC119655830|XP_037917866.1|HILL
OG0004057	LOC5567857|XP_001651894.1|AAEG	LOC119654843|XP_037916350.1|HILL, LOC119660715|XP_037925285.1|HILL
OG0004058	LOC5570311|XP_001653134.2|AAEG	LOC119648997|XP_037906855.1|HILL, LOC119650404|XP_037909117.1|HILL
OG0004059	LOC5570317|XP_001653143.2|AAEG	LOC119660440|XP_037924920.1|HILL
OG0004060	LOC5571892|XP_001653802.1|AAEG	LOC119660204|XP_037924567.1|HILL
OG0004061	LOC110680828|XP_021712307.1|AAEG, LOC5571896|XP_021711085.1|AAEG	LOC119653885|XP_037914933.1|HILL
OG0004062	LOC5571900|XP_021708280.1|AAEG	LOC119661013|XP_037926088.1|HILL
OG0004063	LOC5570208|XP_001658980.2|AAEG	LOC119654634|XP_037916034.1|HILL
OG0004064	LOC5570203|XP_021704586.1|AAEG	LOC119648888|XP_037906712.1|HILL
OG0004065	LOC5570214|XP_021708074.1|AAEG	LOC119655811|XP_037917840.1|HILL
OG0004066	LOC5570206|XP_001658991.1|AAEG	LOC119655021|XP_037916623.1|HILL
OG0004067	LOC5570202|XP_001658992.1|AAEG	LOC119654267|XP_037915462.1|HILL
OG0004068	LOC110678426|XP_021706975.1|AAEG, LOC110680232|XP_021711738.1|AAEG	LOC119660141|XP_037924467.1|HILL
OG0004069	LOC110680236|XP_021711743.1|AAEG, LOC5570227|XP_021708396.1|AAEG	LOC119659310|XP_037923253.1|HILL
OG0004070	LOC5572846|XP_001660602.1|AAEG	LOC119649269|XP_037907286.1|HILL
OG0004071	LOC5572847|XP_001660604.1|AAEG	LOC119649268|XP_037907285.1|HILL
OG0004072	LOC5572842|XP_021705818.1|AAEG	LOC119650128|XP_037908585.1|HILL
OG0004073	LOC5564312|XP_001648677.1|AAEG	LOC119654727|XP_037916182.1|HILL, LOC119654726|XP_037916180.1|HILL
OG0004074	LOC5564297|XP_001648670.1|AAEG	LOC119653806|XP_037914757.1|HILL
OG0004075	LOC5564325|XP_021704706.1|AAEG	LOC119654867|XP_037916388.1|HILL
OG0004076	LOC5570142|XP_021706308.1|AAEG	LOC119654866|XP_037916383.1|HILL
OG0004077	LOC5570127|XP_021706331.1|AAEG	LOC119655821|XP_037917855.1|HILL
OG0004078	LOC5568065|XP_001651996.1|AAEG	LOC119660407|XP_037924871.1|HILL
OG0004079	LOC5568041|XP_001651974.1|AAEG	LOC119655063|XP_037916684.1|HILL, LOC119655062|XP_037916683.1|HILL
OG0004080	LOC5575105|XP_001661827.1|AAEG	LOC119656528|XP_037918805.1|HILL
OG0004081	LOC5575101|XP_021705926.1|AAEG	LOC119654934|XP_037916514.1|HILL
OG0004082	LOC23687533|XP_011493503.2|AAEG	LOC119661142|XP_037926277.1|HILL
OG0004083	LOC5572242|XP_001653925.1|AAEG	LOC119657941|XP_037921059.1|HILL
OG0004084	LOC5572241|XP_021707226.1|AAEG	LOC119648060|XP_037905454.1|HILL
OG0004085	LOC5576657|XP_001656191.2|AAEG	LOC119659191|XP_037923080.1|HILL
OG0004086	LOC5578570|XP_021708287.1|AAEG	LOC119660303|XP_037924703.1|HILL
OG0004087	LOC5577436|XP_001663363.1|AAEG	LOC119656154|XP_037918416.1|HILL
OG0004088	LOC5571136|XP_001659576.1|AAEG	LOC119646890|XP_037903455.1|HILL
OG0004089	LOC5571132|XP_001659572.2|AAEG	LOC119653440|XP_037913949.1|HILL
OG0004090	LOC110681362|XP_021712802.1|AAEG, LOC5567375|XP_021706973.1|AAEG	LOC119658831|XP_037922493.1|HILL
OG0004092	LOC110680883|XP_021712365.1|AAEG, LOC5580263|XP_021710443.1|AAEG	LOC119654623|XP_037916023.1|HILL
OG0004094	LOC5576941|XP_001663023.1|AAEG	LOC119654768|XP_037916237.1|HILL
OG0004095	LOC5568149|XP_001652095.1|AAEG	LOC119659232|XP_037923135.1|HILL
