Orthogroup	AAEG.longest_only	BCOP.longest_only
OG0005107	LOC5572201|XP_021698796.1|AAEG	LOC119080045|XP_037044142.1|BCOP, LOC119080631|XP_037044933.1|BCOP
OG0005108	LOC5572192|XP_001653853.2|AAEG	LOC119081331|XP_037046016.1|BCOP
OG0005109	LOC110676199|XP_021698825.1|AAEG, LOC5576260|XP_001656028.1|AAEG	LOC119071266|XP_037032021.1|BCOP
OG0005110	LOC5571717|XP_001659861.2|AAEG	LOC119073753|XP_037035307.1|BCOP
OG0005111	LOC5565821|XP_021698845.1|AAEG	LOC119073619|XP_037035096.1|BCOP
OG0005112	LOC5565822|XP_021698848.1|AAEG	LOC119065986|XP_037024091.1|BCOP
OG0005113	LOC5575065|XP_021698849.1|AAEG	LOC119073658|XP_037035156.1|BCOP
OG0005114	LOC5566031|XP_001650398.1|AAEG	LOC119072473|XP_037033595.1|BCOP
OG0005115	LOC5566006|XP_021698874.1|AAEG	LOC119074317|XP_037036269.1|BCOP
OG0005116	LOC110676223|XP_021698919.1|AAEG	LOC119081577|XP_037046506.1|BCOP
OG0005117	LOC110676224|XP_021698930.1|AAEG	LOC119072611|XP_037033764.1|BCOP, LOC119081860|XP_037046986.1|BCOP
OG0005118	LOC5573712|XP_011493552.2|AAEG	LOC119073554|XP_037035005.1|BCOP
OG0005119	LOC5577794|XP_021698933.1|AAEG	LOC119073431|XP_037034799.1|BCOP
OG0005120	LOC5571331|XP_021698959.1|AAEG	LOC119080639|XP_037044947.1|BCOP
OG0005121	LOC5571377|XP_001659659.2|AAEG	LOC119077502|XP_037040622.1|BCOP
OG0005122	LOC110676232|XP_021698972.1|AAEG	LOC119077508|XP_037040635.1|BCOP
OG0005123	LOC5577267|XP_011493702.1|AAEG	LOC119079514|XP_037043374.1|BCOP
OG0005124	LOC110676235|XP_021698994.1|AAEG	LOC119079415|XP_037043217.1|BCOP
OG0005125	LOC5570290|XP_021698989.1|AAEG	LOC119081261|XP_037045892.1|BCOP
OG0005126	LOC5578578|XP_001663970.2|AAEG	LOC119081721|XP_037046758.1|BCOP
OG0005127	LOC5577316|XP_021699018.1|AAEG	LOC119080607|XP_037044902.1|BCOP
OG0005128	LOC5574463|XP_001661478.2|AAEG	LOC119075477|XP_037037827.1|BCOP
OG0005129	LOC5573276|XP_021699031.1|AAEG	LOC119085946|XP_037052395.1|BCOP
OG0005130	LOC5573290|XP_001654503.1|AAEG	LOC119077598|XP_037040704.1|BCOP
OG0005131	LOC5572637|XP_021699078.1|AAEG	LOC119073312|XP_037034599.1|BCOP
OG0005132	LOC5576420|XP_001656123.2|AAEG	LOC119074817|XP_037037003.1|BCOP
OG0005133	LOC5576069|XP_021699115.1|AAEG	LOC119077869|XP_037041113.1|BCOP
OG0005134	LOC5566455|XP_021699127.1|AAEG	LOC119079839|XP_037043796.1|BCOP
OG0005135	LOC5575500|XP_021699128.1|AAEG	LOC119079897|XP_037043881.1|BCOP
OG0005136	LOC5575496|XP_021699139.1|AAEG	LOC119075700|XP_037038124.1|BCOP
OG0005137	LOC5575936|XP_021699157.1|AAEG	LOC119080665|XP_037044986.1|BCOP
OG0005138	LOC5575943|XP_001662295.2|AAEG	LOC119074120|XP_037035999.1|BCOP
OG0005139	LOC5575942|XP_021699168.1|AAEG	LOC119076669|XP_037039458.1|BCOP
OG0005140	LOC5577291|XP_001656392.1|AAEG	LOC119077162|XP_037040247.1|BCOP
OG0005141	LOC5577287|XP_021699177.1|AAEG	LOC119074510|XP_037036565.1|BCOP
OG0005142	LOC5575611|XP_001662100.1|AAEG	LOC119084882|XP_037050923.1|BCOP
OG0005143	LOC5566151|XP_021699214.1|AAEG	LOC119080464|XP_037044730.1|BCOP
OG0005145	LOC5577143|XP_001663234.1|AAEG	LOC119073956|XP_037035740.1|BCOP
OG0005147	LOC5575476|XP_021699225.1|AAEG	LOC119066850|XP_037025412.1|BCOP
OG0005148	LOC5572944|XP_021699241.1|AAEG	LOC119081290|XP_037045947.1|BCOP
OG0005149	LOC5573012|XP_001654339.2|AAEG	LOC119079582|XP_037043468.1|BCOP
OG0005150	LOC5573005|XP_001654333.2|AAEG	LOC119081064|XP_037045675.1|BCOP
OG0005151	LOC5573002|XP_001654329.2|AAEG	LOC119073562|XP_037035013.1|BCOP
OG0005152	LOC5573000|XP_021699260.1|AAEG	LOC119073647|XP_037035140.1|BCOP
OG0005153	LOC5574537|XP_001655190.2|AAEG	LOC119080243|XP_037044387.1|BCOP
OG0005154	LOC5574535|XP_021699270.1|AAEG	LOC119073443|XP_037034827.1|BCOP
OG0005156	LOC5578852|XP_001664059.2|AAEG	LOC119069958|XP_037030084.1|BCOP
OG0005157	LOC5578857|XP_021699346.1|AAEG	LOC119073348|XP_037034637.1|BCOP
OG0005158	LOC5571044|XP_001659481.2|AAEG	LOC119073422|XP_037034762.1|BCOP
OG0005159	LOC5571047|XP_001659486.1|AAEG	LOC119073666|XP_037035165.1|BCOP
OG0005160	LOC5578058|XP_001663680.2|AAEG	LOC119079633|XP_037043542.1|BCOP
OG0005161	LOC5579431|XP_021699390.1|AAEG	LOC119073580|XP_037035044.1|BCOP
OG0005162	LOC5572866|XP_001660625.1|AAEG	LOC119077712|XP_037040886.1|BCOP
OG0005163	LOC5575934|XP_021699423.1|AAEG	LOC119069179|XP_037029003.1|BCOP
OG0005164	LOC5570350|XP_001653179.2|AAEG	LOC119080839|XP_037045295.1|BCOP
OG0005165	LOC5570334|XP_021699477.1|AAEG	LOC119081626|XP_037046571.1|BCOP
OG0005166	LOC5578485|XP_021699522.1|AAEG	LOC119081574|XP_037046504.1|BCOP
OG0005167	LOC5578487|XP_001663881.1|AAEG	LOC119081575|XP_037046505.1|BCOP
OG0005168	LOC5578491|XP_001663880.2|AAEG	LOC119080667|XP_037044993.1|BCOP
OG0005169	LOC5578489|XP_001663876.2|AAEG	LOC119080081|XP_037044196.1|BCOP
OG0005170	LOC5575655|XP_001655801.1|AAEG	LOC119080030|XP_037044107.1|BCOP
OG0005171	LOC5575654|XP_001655800.2|AAEG	LOC119080051|XP_037044152.1|BCOP
OG0005172	LOC5570721|XP_021699545.1|AAEG	LOC119073980|XP_037035784.1|BCOP
OG0005173	LOC5566073|XP_001650441.1|AAEG	LOC119075199|XP_037037487.1|BCOP
OG0005174	LOC5574454|XP_001661468.1|AAEG	LOC119079624|XP_037043516.1|BCOP
OG0005175	LOC5576998|XP_021699571.1|AAEG	LOC119079587|XP_037043472.1|BCOP
OG0005176	LOC5576990|XP_021699576.1|AAEG	LOC119083615|XP_037049247.1|BCOP
OG0005177	LOC5576988|XP_001663090.2|AAEG	LOC119079599|XP_037043487.1|BCOP
OG0005178	LOC5576987|XP_001663088.2|AAEG	LOC119069207|XP_037029074.1|BCOP
OG0005179	LOC5576978|XP_001663073.1|AAEG	LOC119073285|XP_037034564.1|BCOP
OG0005180	LOC5574475|XP_021699621.1|AAEG	LOC119083646|XP_037049310.1|BCOP
OG0005181	LOC5567497|XP_021699634.1|AAEG	LOC119066599|XP_037025050.1|BCOP
OG0005182	LOC5570864|XP_021699637.1|AAEG	LOC119073822|XP_037035501.1|BCOP
OG0005183	LOC5570867|XP_021699639.1|AAEG	LOC119073873|XP_037035639.1|BCOP
OG0005184	LOC5570869|XP_001659381.2|AAEG	LOC119069021|XP_037028791.1|BCOP
OG0005185	LOC5570868|XP_001659382.1|AAEG	LOC119073879|XP_037035654.1|BCOP
OG0005186	LOC5570873|XP_021699655.1|AAEG	LOC119075486|XP_037037834.1|BCOP
OG0005187	LOC5575624|XP_021699700.1|AAEG	LOC119083967|XP_037049667.1|BCOP, LOC119081341|XP_037046035.1|BCOP
OG0005188	LOC5575626|XP_001662113.2|AAEG	LOC119073391|XP_037034712.1|BCOP
OG0005189	LOC5576376|XP_021699717.1|AAEG	LOC119070199|XP_037030390.1|BCOP
OG0005190	LOC5576378|XP_001662601.2|AAEG	LOC119076736|XP_037039552.1|BCOP
OG0005191	LOC5569577|XP_001658640.1|AAEG	LOC119082156|XP_037047454.1|BCOP
OG0005192	LOC5569573|XP_021699748.1|AAEG	LOC119079969|XP_037044003.1|BCOP
OG0005193	LOC5567711|XP_021699757.1|AAEG	LOC119079965|XP_037043974.1|BCOP
OG0005194	LOC5569028|XP_021699811.1|AAEG	LOC119081552|XP_037046470.1|BCOP
OG0005195	LOC5569029|XP_001658286.1|AAEG	LOC119080586|XP_037044874.1|BCOP
OG0005196	LOC5569030|XP_021699818.1|AAEG	LOC119082799|XP_037048340.1|BCOP
OG0005197	LOC5565717|XP_021699825.1|AAEG	LOC119080462|XP_037044729.1|BCOP
OG0005198	LOC5569248|XP_001658394.2|AAEG	LOC119080707|XP_037045062.1|BCOP
OG0005199	LOC5574831|XP_001661660.2|AAEG	LOC119073533|XP_037034969.1|BCOP
OG0005200	LOC5574636|XP_001661551.2|AAEG	LOC119072421|XP_037033534.1|BCOP
OG0005201	LOC5572044|XP_021699940.1|AAEG	LOC119081756|XP_037046838.1|BCOP
OG0005202	LOC5572051|XP_021699955.1|AAEG	LOC119079952|XP_037043958.1|BCOP
OG0005203	LOC5569977|XP_021700033.1|AAEG	LOC119071140|XP_037031732.1|BCOP
OG0005204	LOC5574386|XP_021700111.1|AAEG	LOC119066263|XP_037024512.1|BCOP
OG0005205	LOC5574371|XP_021700118.1|AAEG	LOC119081957|XP_037047147.1|BCOP
OG0005206	LOC5569120|XP_001652723.2|AAEG	LOC119081540|XP_037046439.1|BCOP
OG0005207	LOC5569118|XP_001652717.1|AAEG	LOC119084872|XP_037050906.1|BCOP
OG0005208	LOC5569112|XP_001652711.2|AAEG	LOC119074500|XP_037036551.1|BCOP
OG0005209	LOC5569110|XP_001652709.2|AAEG	LOC119085259|XP_037051502.1|BCOP
OG0005210	LOC5569106|XP_021700165.1|AAEG	LOC119085245|XP_037051469.1|BCOP
OG0005211	LOC5574370|XP_021700193.1|AAEG	LOC119080134|XP_037044247.1|BCOP
OG0005212	LOC5574364|XP_001661398.1|AAEG	LOC119073775|XP_037035337.1|BCOP
OG0005213	LOC5580252|XP_001662645.1|AAEG	LOC119078963|XP_037042608.1|BCOP
OG0005214	LOC5564197|XP_021700230.1|AAEG	LOC119075622|XP_037037994.1|BCOP
OG0005215	LOC5564200|XP_021700231.1|AAEG	LOC119066954|XP_037025571.1|BCOP
OG0005216	LOC5570936|XP_001659411.1|AAEG	LOC119074300|XP_037036259.1|BCOP
OG0005217	LOC5577722|XP_021700248.1|AAEG	LOC119071633|XP_037032490.1|BCOP
OG0005218	LOC5577721|XP_011493717.1|AAEG	LOC119079274|XP_037042951.1|BCOP
OG0005219	LOC5571137|XP_021700258.1|AAEG	LOC119067509|XP_037026416.1|BCOP
OG0005220	LOC5571140|XP_001653450.2|AAEG	LOC119079920|XP_037043910.1|BCOP
OG0005221	LOC5571138|XP_021700259.1|AAEG	LOC119076588|XP_037039322.1|BCOP
OG0005222	LOC5571145|XP_021700273.1|AAEG	LOC119072234|XP_037033302.1|BCOP
OG0005223	LOC110680910|XP_021712389.1|AAEG, LOC5568634|XP_021700310.1|AAEG, LOC110681458|XP_021712909.1|AAEG	LOC119079446|XP_037043255.1|BCOP
OG0005224	LOC5575438|XP_021700357.1|AAEG	LOC119082107|XP_037047377.1|BCOP
OG0005225	LOC5575440|XP_001661961.1|AAEG	LOC119078510|XP_037041966.1|BCOP
OG0005226	LOC5567173|XP_021700382.1|AAEG	LOC119079031|XP_037042710.1|BCOP
OG0005227	LOC5566532|XP_021700389.1|AAEG	LOC119079115|XP_037042835.1|BCOP
OG0005228	LOC5578148|XP_021700391.1|AAEG	LOC119079083|XP_037042788.1|BCOP
OG0005229	LOC5578157|XP_021700406.1|AAEG	LOC119066344|XP_037024652.1|BCOP
OG0005230	LOC5571941|XP_021700411.1|AAEG	LOC119066332|XP_037024626.1|BCOP
OG0005231	LOC5570241|XP_001659017.1|AAEG	LOC119066347|XP_037024658.1|BCOP
OG0005232	LOC5569378|XP_021700455.1|AAEG	LOC119081949|XP_037047129.1|BCOP
OG0005233	LOC5569372|XP_001658449.1|AAEG	LOC119081990|XP_037047205.1|BCOP
OG0005234	LOC5569509|XP_001658594.2|AAEG	LOC119085147|XP_037051324.1|BCOP
OG0005235	LOC5568224|XP_001652156.1|AAEG	LOC119066465|XP_037024866.1|BCOP
OG0005236	LOC5568225|XP_001652157.1|AAEG	LOC119066466|XP_037024867.1|BCOP
OG0005237	LOC5568228|XP_001652160.1|AAEG	LOC119066457|XP_037024857.1|BCOP
OG0005239	LOC5580326|XP_021700498.1|AAEG	LOC119077090|XP_037040144.1|BCOP
OG0005240	LOC5580330|XP_001663283.1|AAEG	LOC119077009|XP_037040017.1|BCOP
OG0005241	LOC5580331|XP_021700501.1|AAEG	LOC119070764|XP_037031134.1|BCOP
OG0005242	LOC5577421|XP_001656500.1|AAEG	LOC119066966|XP_037025592.1|BCOP
OG0005243	LOC5564177|XP_021700513.1|AAEG	LOC119066134|XP_037024320.1|BCOP
OG0005244	LOC5578372|XP_021700520.1|AAEG	LOC119069071|XP_037028847.1|BCOP
OG0005245	LOC5578370|XP_001656941.2|AAEG	LOC119076822|XP_037039711.1|BCOP
OG0005246	LOC5578367|XP_001656938.1|AAEG	LOC119082565|XP_037047990.1|BCOP
OG0005247	LOC5578363|XP_021700522.1|AAEG	LOC119073462|XP_037034861.1|BCOP
OG0005248	LOC5565620|XP_021700538.1|AAEG	LOC119075864|XP_037038317.1|BCOP
OG0005249	LOC5566446|XP_001650815.2|AAEG	LOC119077637|XP_037040753.1|BCOP
OG0005250	LOC5566421|XP_021700547.1|AAEG	LOC119085246|XP_037051471.1|BCOP
OG0005251	LOC5565682|XP_021700571.1|AAEG	LOC119078722|XP_037042289.1|BCOP
OG0005252	LOC5565690|XP_021700580.1|AAEG	LOC119072745|XP_037033925.1|BCOP
OG0005253	LOC5570923|XP_021700599.1|AAEG	LOC119082330|XP_037047732.1|BCOP
OG0005254	LOC5570918|XP_021700625.1|AAEG	LOC119085884|XP_037052294.1|BCOP
OG0005255	LOC5570917|XP_001653396.1|AAEG	LOC119072789|XP_037033980.1|BCOP
OG0005256	LOC5570929|XP_001653390.1|AAEG	LOC119085976|XP_037052434.1|BCOP
OG0005257	LOC5570912|XP_001653389.1|AAEG	LOC119073781|XP_037035352.1|BCOP
OG0005258	LOC5570928|XP_021700653.1|AAEG	LOC119081935|XP_037047085.1|BCOP
OG0005259	LOC5570898|XP_021700676.1|AAEG	LOC119081953|XP_037047142.1|BCOP
OG0005260	LOC5572919|XP_001654254.1|AAEG	LOC119067376|XP_037026192.1|BCOP
OG0005261	LOC5572921|XP_001654256.1|AAEG	LOC119067374|XP_037026190.1|BCOP
OG0005262	LOC5574731|XP_001661622.1|AAEG	LOC119081048|XP_037045647.1|BCOP
OG0005263	LOC5571729|XP_021700723.1|AAEG	LOC119076976|XP_037039965.1|BCOP
OG0005264	LOC5571727|XP_001659869.2|AAEG	LOC119076985|XP_037039984.1|BCOP
OG0005265	LOC5571428|XP_021700745.1|AAEG	LOC119067102|XP_037025760.1|BCOP
OG0005266	LOC5571427|XP_021700747.1|AAEG	LOC119076250|XP_037038811.1|BCOP
OG0005267	LOC5571418|XP_021700756.1|AAEG	LOC119084575|XP_037050525.1|BCOP
OG0005268	LOC5571419|XP_001659672.1|AAEG	LOC119075654|XP_037038047.1|BCOP
OG0005269	LOC5577780|XP_021700762.1|AAEG	LOC119081692|XP_037046684.1|BCOP
OG0005270	LOC5566353|XP_001650713.1|AAEG	LOC119084573|XP_037050523.1|BCOP
OG0005271	LOC5566349|XP_021700773.1|AAEG	LOC119084563|XP_037050472.1|BCOP
OG0005272	LOC5566328|XP_001650717.1|AAEG	LOC119084565|XP_037050477.1|BCOP
OG0005273	LOC5569673|XP_001652939.1|AAEG	LOC119084591|XP_037050532.1|BCOP
OG0005274	LOC5569676|XP_021700780.1|AAEG	LOC119084592|XP_037050533.1|BCOP
OG0005275	LOC5569675|XP_021700782.1|AAEG	LOC119082059|XP_037047285.1|BCOP
OG0005276	LOC5566721|XP_021700793.1|AAEG	LOC119081894|XP_037047016.1|BCOP
OG0005277	LOC5570421|XP_001659131.2|AAEG	LOC119079740|XP_037043701.1|BCOP, LOC119082122|XP_037047401.1|BCOP
OG0005278	LOC5570426|XP_001659130.2|AAEG	LOC119068655|XP_037028228.1|BCOP
OG0005279	LOC5570433|XP_021700800.1|AAEG	LOC119078697|XP_037042254.1|BCOP
OG0005280	LOC5572646|XP_021700807.1|AAEG	LOC119066378|XP_037024702.1|BCOP
OG0005281	LOC5572657|XP_001654157.2|AAEG	LOC119078720|XP_037042288.1|BCOP, LOC119077382|XP_037040473.1|BCOP
OG0005282	LOC5572662|XP_021700832.1|AAEG	LOC119074009|XP_037035837.1|BCOP
OG0005283	LOC5572663|XP_021700837.1|AAEG	LOC119081418|XP_037046214.1|BCOP
OG0005284	LOC5572671|XP_021700843.1|AAEG	LOC119085819|XP_037052208.1|BCOP
OG0005285	LOC5564515|XP_001648853.2|AAEG, LOC110680321|XP_021711840.1|AAEG	LOC119085820|XP_037052211.1|BCOP
OG0005286	LOC5568761|XP_021700848.1|AAEG	LOC119085849|XP_037052250.1|BCOP
OG0005287	LOC5565249|XP_001649589.1|AAEG	LOC119085823|XP_037052214.1|BCOP
OG0005288	LOC5574312|XP_021700858.1|AAEG	LOC119072563|XP_037033698.1|BCOP
OG0005289	LOC5574311|XP_011493578.1|AAEG	LOC119078844|XP_037042444.1|BCOP
OG0005290	LOC5573648|XP_021700863.1|AAEG	LOC119078576|XP_037042047.1|BCOP
OG0005291	LOC5565779|XP_001650118.2|AAEG	LOC119075667|XP_037038074.1|BCOP
OG0005292	LOC5565760|XP_021700872.1|AAEG	LOC119072729|XP_037033898.1|BCOP
OG0005293	LOC5565768|XP_001650125.2|AAEG	LOC119072740|XP_037033916.1|BCOP
OG0005294	LOC5565783|XP_001650131.1|AAEG	LOC119085940|XP_037052388.1|BCOP
OG0005295	LOC5565778|XP_021700882.1|AAEG	LOC119072361|XP_037033445.1|BCOP
OG0005296	LOC5564855|XP_001649174.2|AAEG	LOC119072818|XP_037034008.1|BCOP
OG0005297	LOC5576295|XP_021700954.1|AAEG	LOC119082321|XP_037047716.1|BCOP
OG0005298	LOC5565353|XP_001649726.1|AAEG	LOC119078422|XP_037041825.1|BCOP
OG0005299	LOC5565386|XP_001649735.1|AAEG	LOC119069589|XP_037029574.1|BCOP
OG0005300	LOC5565370|XP_001649736.1|AAEG	LOC119078562|XP_037042026.1|BCOP
OG0005301	LOC5569178|XP_021701035.1|AAEG	LOC119076221|XP_037038767.1|BCOP
OG0005302	LOC5569184|XP_021701053.1|AAEG	LOC119076831|XP_037039730.1|BCOP
OG0005303	LOC5564504|XP_001648835.1|AAEG	LOC119084699|XP_037050670.1|BCOP
OG0005304	LOC5564507|XP_021701078.1|AAEG	LOC119084792|XP_037050752.1|BCOP
OG0005305	LOC5564513|XP_021701093.1|AAEG	LOC119073825|XP_037035514.1|BCOP
OG0005306	LOC5566988|XP_001651386.1|AAEG	LOC119078668|XP_037042220.1|BCOP
OG0005307	LOC5566967|XP_021701106.1|AAEG	LOC119078680|XP_037042233.1|BCOP
OG0005308	LOC5576572|XP_021701109.1|AAEG	LOC119072574|XP_037033716.1|BCOP
OG0005309	LOC5566523|XP_021701119.1|AAEG	LOC119075524|XP_037037888.1|BCOP
OG0005310	LOC5566520|XP_001650913.1|AAEG	LOC119082829|XP_037048377.1|BCOP
OG0005311	LOC110673977|XP_021701146.1|AAEG	LOC119080719|XP_037045098.1|BCOP
OG0005312	LOC5566512|XP_021701152.1|AAEG	LOC119078701|XP_037042259.1|BCOP
OG0005313	LOC23687644|XP_021701164.1|AAEG	LOC119070941|XP_037031381.1|BCOP
OG0005314	LOC5571678|XP_021701168.1|AAEG	LOC119072393|XP_037033501.1|BCOP
OG0005316	LOC5571683|XP_021701183.1|AAEG	LOC119080048|XP_037044148.1|BCOP
OG0005317	LOC5571662|XP_001653748.2|AAEG	LOC119078425|XP_037041829.1|BCOP
OG0005318	LOC5571658|XP_001653744.2|AAEG	LOC119082743|XP_037048219.1|BCOP
OG0005319	LOC5571645|XP_001653734.1|AAEG	LOC119067670|XP_037026671.1|BCOP
OG0005320	LOC5571646|XP_021701211.1|AAEG	LOC119082092|XP_037047355.1|BCOP
OG0005321	LOC5567454|XP_021701227.1|AAEG	LOC119066701|XP_037025193.1|BCOP
OG0005322	LOC5574508|XP_001655158.2|AAEG	LOC119082601|XP_037048053.1|BCOP
OG0005323	LOC5574506|XP_021701270.1|AAEG	LOC119066754|XP_037025280.1|BCOP
OG0005324	LOC5573849|XP_021701280.1|AAEG	LOC119076380|XP_037038993.1|BCOP
OG0005325	LOC5573854|XP_001654881.1|AAEG	LOC119076369|XP_037038972.1|BCOP
OG0005326	LOC5573850|XP_001654880.1|AAEG	LOC119076384|XP_037039000.1|BCOP
OG0005327	LOC5573844|XP_021701284.1|AAEG	LOC119083132|XP_037048666.1|BCOP
OG0005328	LOC5568808|XP_021701319.1|AAEG	LOC119078574|XP_037042045.1|BCOP
OG0005329	LOC5568806|XP_021701321.1|AAEG	LOC119076425|XP_037039065.1|BCOP
OG0005330	LOC5568805|XP_001658170.1|AAEG	LOC119074975|XP_037037272.1|BCOP
OG0005331	LOC110681452|XP_021712903.1|AAEG, LOC5568828|XP_001658194.1|AAEG	LOC119078548|XP_037042014.1|BCOP
OG0005332	LOC5568829|XP_001658195.1|AAEG	LOC119078517|XP_037041975.1|BCOP, LOC119078546|XP_037042011.1|BCOP
OG0005333	LOC5564977|XP_021701378.1|AAEG	LOC119075697|XP_037038118.1|BCOP
OG0005334	LOC5564994|XP_001649336.1|AAEG	LOC119082772|XP_037048261.1|BCOP
OG0005336	LOC5564995|XP_021701383.1|AAEG	LOC119082761|XP_037048242.1|BCOP
OG0005337	LOC5568985|XP_001658270.1|AAEG	LOC119070967|XP_037031434.1|BCOP
OG0005338	LOC5577471|XP_021701403.1|AAEG	LOC119075647|XP_037038027.1|BCOP
OG0005339	LOC5573493|XP_021701414.1|AAEG	LOC119075639|XP_037038017.1|BCOP
OG0005340	LOC5573492|XP_001660898.2|AAEG	LOC119066445|XP_037024837.1|BCOP
OG0005341	LOC5573494|XP_021701416.1|AAEG	LOC119074135|XP_037036016.1|BCOP
OG0005342	LOC5573495|XP_021701417.1|AAEG	LOC119072873|XP_037034071.1|BCOP
OG0005343	LOC5573500|XP_021701422.1|AAEG	LOC119085006|XP_037051082.1|BCOP
OG0005344	LOC5578762|XP_021701458.1|AAEG	LOC119085289|XP_037051542.1|BCOP
OG0005345	LOC5578758|XP_001657126.1|AAEG	LOC119072942|XP_037034164.1|BCOP
OG0005346	LOC5576425|XP_001662633.1|AAEG	LOC119066655|XP_037025126.1|BCOP
OG0005347	LOC5565689|XP_021701522.1|AAEG	LOC119085913|XP_037052358.1|BCOP
OG0005348	LOC5577734|XP_021701531.1|AAEG	LOC119085385|XP_037051672.1|BCOP
OG0005349	LOC5565279|XP_001649624.2|AAEG	LOC119083889|XP_037049594.1|BCOP, LOC119076305|XP_037038866.1|BCOP
OG0005350	LOC5578315|XP_001663831.2|AAEG	LOC119082231|XP_037047583.1|BCOP
OG0005351	LOC5576176|XP_021701542.1|AAEG	LOC119082227|XP_037047576.1|BCOP
OG0005352	LOC5571955|XP_021701545.1|AAEG	LOC119075313|XP_037037622.1|BCOP
OG0005353	LOC5568247|XP_021701564.1|AAEG	LOC119075333|XP_037037656.1|BCOP
OG0005354	LOC5568244|XP_021701574.1|AAEG	LOC119066289|XP_037024553.1|BCOP
OG0005355	LOC5568238|XP_001657927.2|AAEG	LOC119085911|XP_037052355.1|BCOP
OG0005356	LOC5568230|XP_001657926.1|AAEG	LOC119082633|XP_037048094.1|BCOP
OG0005357	LOC5568233|XP_021701597.1|AAEG	LOC119085917|XP_037052365.1|BCOP
OG0005358	LOC5565119|XP_001649466.1|AAEG	LOC119081789|XP_037046893.1|BCOP
OG0005359	LOC5565120|XP_001649467.1|AAEG	LOC119072911|XP_037034125.1|BCOP
OG0005360	LOC5569333|XP_001658431.1|AAEG	LOC119068617|XP_037028174.1|BCOP
OG0005361	LOC5569340|XP_001658437.2|AAEG	LOC119081907|XP_037047035.1|BCOP
OG0005362	LOC5580260|XP_001656144.1|AAEG	LOC119066377|XP_037024698.1|BCOP
OG0005363	LOC5570638|XP_001659237.1|AAEG	LOC119071552|XP_037032368.1|BCOP
OG0005364	LOC5574679|XP_021701639.1|AAEG	LOC119081427|XP_037046243.1|BCOP
OG0005365	LOC5565517|XP_021701663.1|AAEG	LOC119070752|XP_037031121.1|BCOP
OG0005366	LOC5564673|XP_021701665.1|AAEG	LOC119079157|XP_037042865.1|BCOP
OG0005367	LOC5572617|XP_021701676.1|AAEG	LOC119078446|XP_037041864.1|BCOP
OG0005368	LOC5572622|XP_001660487.1|AAEG	LOC119074447|XP_037036473.1|BCOP
OG0005369	LOC5572624|XP_001660489.1|AAEG	LOC119078443|XP_037041861.1|BCOP
OG0005370	LOC5572625|XP_021701680.1|AAEG	LOC119066313|XP_037024596.1|BCOP
OG0005371	LOC5572626|XP_021701682.1|AAEG	LOC119066315|XP_037024597.1|BCOP
OG0005372	LOC5578314|XP_021701686.1|AAEG, LOC110676930|XP_021702499.1|AAEG	LOC119084678|XP_037050651.1|BCOP
OG0005373	LOC5577186|XP_001663274.1|AAEG	LOC119072556|XP_037033687.1|BCOP
OG0005374	LOC5577183|XP_021701716.1|AAEG	LOC119085859|XP_037052266.1|BCOP
OG0005375	LOC5577181|XP_001663269.2|AAEG	LOC119072673|XP_037033843.1|BCOP
OG0005376	LOC5566917|XP_021701720.1|AAEG	LOC119070727|XP_037031078.1|BCOP
OG0005377	LOC5577214|XP_001663309.2|AAEG	LOC119079655|XP_037043593.1|BCOP
OG0005378	LOC5574148|XP_021701765.1|AAEG	LOC119082247|XP_037047604.1|BCOP
OG0005379	LOC5568492|XP_001658081.1|AAEG	LOC119081916|XP_037047047.1|BCOP
OG0005380	LOC5568493|XP_021701770.1|AAEG	LOC119083248|XP_037048805.1|BCOP
OG0005381	LOC5571212|XP_021701780.1|AAEG	LOC119081708|XP_037046713.1|BCOP
OG0005382	LOC5573096|XP_021701785.1|AAEG	LOC119072671|XP_037033827.1|BCOP
OG0005383	LOC5571560|XP_021701830.1|AAEG	LOC119081898|XP_037047019.1|BCOP
OG0005384	LOC23687965|XP_011493374.1|AAEG	LOC119084909|XP_037050960.1|BCOP
OG0005385	LOC5569392|XP_021701841.1|AAEG	LOC119067157|XP_037025844.1|BCOP
OG0005386	LOC5569051|XP_021701845.1|AAEG	LOC119081414|XP_037046206.1|BCOP
OG0005387	LOC5569043|XP_021701852.1|AAEG	LOC119069239|XP_037029177.1|BCOP
OG0005388	LOC5579491|XP_001647790.2|AAEG	LOC119066156|XP_037024355.1|BCOP
OG0005389	LOC5564617|XP_021701917.1|AAEG	LOC119072549|XP_037033682.1|BCOP
OG0005390	LOC110673993|XP_021702005.1|AAEG	LOC119072551|XP_037033683.1|BCOP
OG0005392	LOC5578426|XP_021702014.1|AAEG	LOC119081994|XP_037047210.1|BCOP
OG0005393	LOC5580153|XP_001661638.1|AAEG	LOC119067986|XP_037027237.1|BCOP
OG0005394	LOC5579065|XP_021702016.1|AAEG	LOC119085967|XP_037052418.1|BCOP
OG0005395	LOC5563795|XP_021702023.1|AAEG	LOC119085170|XP_037051362.1|BCOP
OG0005396	LOC5563771|XP_021702037.1|AAEG	LOC119075656|XP_037038055.1|BCOP
OG0005397	LOC5576963|XP_021702043.1|AAEG	LOC119070929|XP_037031368.1|BCOP
OG0005398	LOC5573386|XP_001654557.1|AAEG	LOC119066453|XP_037024849.1|BCOP
