Orthogroup	AAEG.longest_only	BTRY.longest_only
OG0002972	LOC110681152|XP_021712612.1|AAEG, LOC5567960|XP_001657781.2|AAEG	LOC120768329|XP_039950906.1|BTRY
OG0002973	LOC5568942|XP_001658264.2|AAEG	LOC120772148|XP_039956515.1|BTRY
OG0002974	LOC5568934|XP_001658256.1|AAEG	LOC120771500|XP_039955487.1|BTRY
OG0002975	LOC5568947|XP_001658249.2|AAEG	LOC120769588|XP_039952581.1|BTRY
OG0002976	LOC5568944|XP_001658246.1|AAEG	LOC120774308|XP_039959773.1|BTRY
OG0002977	LOC5573115|XP_021703206.1|AAEG	LOC120773097|XP_039958001.1|BTRY
OG0002978	LOC5573203|XP_021703244.1|AAEG	LOC120772627|XP_039957277.1|BTRY
OG0002979	LOC5573171|XP_021703268.1|AAEG	LOC120771886|XP_039956079.1|BTRY
OG0002980	LOC5573943|XP_021703402.1|AAEG	LOC120769821|XP_039952963.1|BTRY
OG0002981	LOC5567000|XP_001651414.2|AAEG	LOC120769092|XP_039951884.1|BTRY
OG0002982	LOC5567028|XP_001651407.1|AAEG	LOC120768364|XP_039950961.1|BTRY
OG0002983	LOC5569001|XP_021705797.1|AAEG, LOC5567990|XP_021695380.1|AAEG	LOC120776946|XP_039963963.1|BTRY
OG0002984	LOC5569790|XP_001653016.2|AAEG, LOC110680625|XP_021712112.1|AAEG, LOC5569804|XP_021703695.1|AAEG	LOC120777716|XP_039965133.1|BTRY
OG0002985	LOC5564929|XP_001649268.1|AAEG	LOC120779857|XP_039968147.1|BTRY
OG0002986	LOC5570855|XP_001653367.1|AAEG	LOC120777658|XP_039965045.1|BTRY
OG0002987	LOC5565891|XP_001650263.1|AAEG	LOC120768248|XP_039950773.1|BTRY
OG0002988	LOC5565885|XP_021703847.1|AAEG	LOC120767778|XP_039949956.1|BTRY
OG0002989	LOC5569696|XP_001658688.2|AAEG	LOC120778242|XP_039965937.1|BTRY
OG0002990	LOC5568186|XP_001652125.2|AAEG	LOC120769714|XP_039952786.1|BTRY
OG0002991	LOC5564524|XP_021703934.1|AAEG	LOC120771434|XP_039955365.1|BTRY
OG0002992	LOC5575667|XP_021703948.1|AAEG	LOC120767328|XP_039949203.1|BTRY
OG0002993	LOC5568092|XP_001652030.2|AAEG, LOC5568093|XP_001652031.2|AAEG	LOC120768491|XP_039951141.1|BTRY
OG0002994	LOC5568076|XP_011493034.2|AAEG	LOC120767191|XP_039948925.1|BTRY
OG0002995	LOC110677240|XP_021704009.1|AAEG, LOC5569516|XP_001652825.1|AAEG	LOC120767349|XP_039949248.1|BTRY
OG0002996	LOC5568560|XP_001652387.1|AAEG	LOC120767990|XP_039950343.1|BTRY
OG0002997	LOC5568558|XP_001652386.1|AAEG	LOC120774881|XP_039960672.1|BTRY, LOC120779446|XP_039967632.1|BTRY
OG0002998	LOC5568555|XP_001652384.1|AAEG	LOC120774947|XP_039960761.1|BTRY
OG0002999	LOC5568420|XP_021708111.1|AAEG	LOC120777854|XP_039965330.1|BTRY, LOC120766665|XP_039948236.1|BTRY
OG0003000	LOC5570228|XP_001659007.1|AAEG	LOC120781749|XP_039969918.1|BTRY
OG0003001	LOC5579028|XP_021710539.1|AAEG	LOC120771031|XP_039954745.1|BTRY, LOC120770196|XP_039953370.1|BTRY
OG0003002	LOC5572843|XP_001660605.1|AAEG	LOC120776698|XP_039963516.1|BTRY
OG0003003	LOC5564314|XP_001648674.1|AAEG	LOC120773012|XP_039957868.1|BTRY
OG0003004	LOC5571952|XP_001660054.1|AAEG	LOC120772099|XP_039956440.1|BTRY
OG0003005	LOC5579231|XP_021706851.1|AAEG	LOC120775220|XP_039961221.1|BTRY
OG0003006	LOC5563790|XP_021707588.1|AAEG	LOC120766351|XP_039947714.1|BTRY
OG0003007	LOC5563781|XP_001648068.1|AAEG	LOC120782824|XP_039971277.1|BTRY
OG0003008	LOC23687884|XP_011493008.1|AAEG	LOC120766776|XP_039948395.1|BTRY
OG0003009	LOC5571130|XP_001659573.1|AAEG	LOC120777993|XP_039965577.1|BTRY
OG0003010	LOC5566377|XP_021704457.1|AAEG	LOC120771073|XP_039954819.1|BTRY
OG0003011	LOC5572262|XP_021706121.1|AAEG	LOC120773015|XP_039957871.1|BTRY
OG0003012	LOC5570558|XP_021704939.1|AAEG	LOC120781488|XP_039969649.1|BTRY
OG0003013	LOC110678647|XP_021707476.1|AAEG	LOC120774762|XP_039960456.1|BTRY
OG0003014	LOC5576696|XP_021704453.1|AAEG	LOC120775398|XP_039961492.1|BTRY
OG0003015	LOC5577784|XP_001663557.2|AAEG	LOC120773959|XP_039959126.1|BTRY
OG0003016	LOC5571415|XP_021708887.1|AAEG	LOC120782508|XP_039970750.1|BTRY, LOC120778365|XP_039966086.1|BTRY
OG0003017	LOC110680521|XP_021712010.1|AAEG, LOC5570072|XP_021711610.1|AAEG	LOC120782340|XP_039970506.1|BTRY
OG0003018	LOC5564552|XP_001648899.1|AAEG	LOC120774781|XP_039960495.1|BTRY
OG0003019	LOC5573979|XP_021710335.1|AAEG	LOC120777683|XP_039965086.1|BTRY
OG0003020	LOC5573970|XP_021704596.1|AAEG	LOC120771405|XP_039955317.1|BTRY
OG0003021	LOC5576016|XP_021705482.1|AAEG	LOC120782653|XP_039970960.1|BTRY
OG0003022	LOC5579912|XP_021704515.1|AAEG	LOC120776918|XP_039963923.1|BTRY
OG0003023	LOC23687754|XP_011493129.2|AAEG	LOC120775166|XP_039961150.1|BTRY
OG0003024	LOC110679533|XP_021710082.1|AAEG, LOC5567521|XP_021708544.1|AAEG	LOC120776963|XP_039963988.1|BTRY
OG0003025	LOC5577691|XP_021705925.1|AAEG	LOC120766509|XP_039948006.1|BTRY
OG0003026	LOC5577690|XP_001663472.2|AAEG	LOC120782272|XP_039970397.1|BTRY
OG0003027	LOC5577689|XP_001663470.2|AAEG	LOC120782725|XP_039971085.1|BTRY
OG0003028	LOC5579300|XP_021704574.1|AAEG	LOC120782078|XP_039970164.1|BTRY, LOC120777144|XP_039964224.1|BTRY
OG0003029	LOC5578023|XP_001656763.1|AAEG, LOC110681353|XP_021712794.1|AAEG	LOC120778923|XP_039966903.1|BTRY
OG0003030	LOC5578009|XP_001656747.2|AAEG	LOC120770262|XP_039953509.1|BTRY
OG0003031	LOC5577453|XP_001663379.2|AAEG	LOC120775628|XP_039961816.1|BTRY
OG0003032	LOC5570289|XP_001659059.1|AAEG	LOC120775808|XP_039962090.1|BTRY
OG0003033	LOC5566174|XP_001650534.2|AAEG	LOC120778491|XP_039966251.1|BTRY
OG0003034	LOC5564640|XP_021710334.1|AAEG, LOC110680452|XP_021711937.1|AAEG	LOC120766997|XP_039948738.1|BTRY
OG0003035	LOC5564632|XP_021707753.1|AAEG	LOC120782646|XP_039970950.1|BTRY
OG0003036	LOC5564639|XP_001649000.2|AAEG	LOC120772839|XP_039957583.1|BTRY
OG0003037	LOC5570983|XP_001659444.2|AAEG	LOC120778108|XP_039965745.1|BTRY
OG0003038	LOC5563641|XP_001647895.2|AAEG	LOC120782596|XP_039970889.1|BTRY
OG0003039	LOC5563642|XP_021704981.1|AAEG	LOC120771179|XP_039955004.1|BTRY
OG0003040	LOC5563623|XP_021706246.1|AAEG	LOC120777741|XP_039965166.1|BTRY, LOC120777740|XP_039965165.1|BTRY
OG0003041	LOC5575019|XP_001661753.2|AAEG	LOC120777300|XP_039964451.1|BTRY
OG0003042	LOC5570152|XP_001658954.1|AAEG	LOC120766817|XP_039948460.1|BTRY
OG0003043	LOC5570153|XP_001658955.1|AAEG	LOC120766515|XP_039948014.1|BTRY
OG0003044	LOC5570155|XP_021705980.1|AAEG	LOC120770205|XP_039953385.1|BTRY
OG0003045	LOC5570159|XP_001658961.1|AAEG	LOC120780235|XP_039968424.1|BTRY
OG0003046	LOC5564270|XP_021705701.1|AAEG	LOC120766376|XP_039947744.1|BTRY
OG0003047	LOC5564272|XP_021705703.1|AAEG	LOC120766377|XP_039947745.1|BTRY
OG0003048	LOC5576266|XP_011493668.1|AAEG	LOC120771127|XP_039954918.1|BTRY
OG0003049	LOC5576784|XP_021707256.1|AAEG	LOC120776986|XP_039964023.1|BTRY
OG0003050	LOC5574821|XP_021705275.1|AAEG, LOC110681019|XP_021712473.1|AAEG	LOC120776204|XP_039962776.1|BTRY, LOC120773733|XP_039958727.1|BTRY
OG0003051	LOC5566889|XP_001651263.1|AAEG, LOC110681133|XP_021712597.1|AAEG	LOC120778905|XP_039966884.1|BTRY
OG0003052	LOC5575304|XP_021708522.1|AAEG	LOC120767040|XP_039948821.1|BTRY
OG0003053	LOC5575781|XP_001662205.1|AAEG	LOC120782868|XP_039971345.1|BTRY
OG0003054	LOC5575779|XP_021711361.1|AAEG	LOC120782866|XP_039971340.1|BTRY
OG0003055	LOC110677835|XP_021705148.1|AAEG, LOC5576095|XP_001662441.1|AAEG	LOC120782353|XP_039970527.1|BTRY
OG0003056	LOC5569945|XP_021704286.1|AAEG	LOC120774057|XP_039959296.1|BTRY
OG0003057	LOC5571076|XP_001659517.1|AAEG	LOC120770095|XP_039953184.1|BTRY
OG0003058	LOC5571068|XP_021704204.1|AAEG	LOC120772788|XP_039957504.1|BTRY
OG0003059	LOC5571065|XP_021709659.1|AAEG	LOC120774076|XP_039959328.1|BTRY
OG0003060	LOC5571057|XP_001659497.1|AAEG	LOC120770221|XP_039953434.1|BTRY
OG0003061	LOC5574872|XP_001655397.1|AAEG	LOC120774257|XP_039959656.1|BTRY
OG0003062	LOC5574869|XP_021709481.1|AAEG	LOC120770637|XP_039954173.1|BTRY
OG0003063	LOC5568501|XP_021709331.1|AAEG	LOC120779205|XP_039967410.1|BTRY
OG0003064	LOC5575996|XP_001655961.1|AAEG	LOC120766739|XP_039948339.1|BTRY
OG0003065	LOC5579221|XP_001664301.1|AAEG	LOC120767936|XP_039950236.1|BTRY
OG0003066	LOC5568222|XP_021708417.1|AAEG	LOC120766289|XP_039947625.1|BTRY
OG0003067	LOC110680931|XP_021712404.1|AAEG, LOC5572948|XP_001654276.2|AAEG	LOC120766465|XP_039947934.1|BTRY
OG0003068	LOC5567604|XP_001657582.2|AAEG	LOC120782614|XP_039970916.1|BTRY
OG0003069	LOC5576808|XP_021710731.1|AAEG	LOC120770909|XP_039954520.1|BTRY
OG0003070	LOC5569654|XP_021704232.1|AAEG	LOC120768422|XP_039951037.1|BTRY
OG0003071	LOC5577951|XP_021705923.1|AAEG	LOC120778208|XP_039965898.1|BTRY, LOC120777664|XP_039965053.1|BTRY
OG0003072	LOC5564182|XP_001648498.2|AAEG	LOC120775103|XP_039961054.1|BTRY
OG0003073	LOC5564179|XP_021709262.1|AAEG	LOC120775341|XP_039961423.1|BTRY
OG0003074	LOC110678918|XP_021708243.1|AAEG	LOC120768233|XP_039950753.1|BTRY
OG0003075	LOC5573886|XP_021708747.1|AAEG	LOC120780499|XP_039968708.1|BTRY
OG0003076	LOC5566729|XP_021705880.1|AAEG	LOC120777351|XP_039964541.1|BTRY
OG0003077	LOC5578447|XP_021710995.1|AAEG	LOC120782665|XP_039970976.1|BTRY
OG0003078	LOC5574135|XP_021708833.1|AAEG, LOC110681076|XP_021712541.1|AAEG	LOC120767088|XP_039948892.1|BTRY
OG0003079	LOC5571584|XP_021706365.1|AAEG	LOC120771882|XP_039956078.1|BTRY
OG0003080	LOC5579937|XP_021706762.1|AAEG	LOC120767250|XP_039949044.1|BTRY, LOC120766930|XP_039948611.1|BTRY
OG0003081	LOC5575963|XP_021709083.1|AAEG	LOC120777901|XP_039965420.1|BTRY
OG0003082	LOC5575964|XP_021711513.1|AAEG, LOC110681171|XP_021712634.1|AAEG	LOC120778653|XP_039966509.1|BTRY
OG0003083	LOC110679555|XP_021710178.1|AAEG, LOC5568657|XP_021710276.1|AAEG	LOC120767013|XP_039948770.1|BTRY
OG0003084	LOC5570881|XP_021709087.1|AAEG	LOC120782601|XP_039970891.1|BTRY
OG0003085	LOC5570878|XP_021708465.1|AAEG	LOC120782604|XP_039970901.1|BTRY
OG0003087	LOC5567164|XP_021708756.1|AAEG	LOC120777905|XP_039965421.1|BTRY
OG0003088	LOC5573574|XP_001654707.1|AAEG	LOC120778729|XP_039966630.1|BTRY
OG0003089	LOC5573568|XP_021711487.1|AAEG	LOC120774527|XP_039960173.1|BTRY
OG0003090	LOC110680773|XP_021712248.1|AAEG, LOC5578549|XP_001663940.1|AAEG	LOC120773483|XP_039958351.1|BTRY
OG0003091	LOC110678949|XP_021708362.1|AAEG	LOC120782211|XP_039970306.1|BTRY
OG0003092	LOC110678951|XP_021708365.1|AAEG, LOC110681335|XP_021712780.1|AAEG	LOC120768653|XP_039951363.1|BTRY
OG0003093	LOC5577357|XP_001656435.2|AAEG	LOC120773063|XP_039957931.1|BTRY
OG0003094	LOC5577366|XP_001656446.1|AAEG	LOC120775529|XP_039961685.1|BTRY
OG0003095	LOC5579138|XP_001664232.2|AAEG	LOC120768943|XP_039951665.1|BTRY
OG0003096	LOC5568847|XP_001652565.2|AAEG	LOC120771000|XP_039954689.1|BTRY
OG0003097	LOC110679593|XP_021710493.1|AAEG	LOC120776158|XP_039962657.1|BTRY
OG0003098	LOC5574439|XP_001661454.1|AAEG	LOC120776195|XP_039962755.1|BTRY
OG0003099	LOC5569016|XP_001652674.1|AAEG	LOC120782536|XP_039970800.1|BTRY
OG0003100	LOC110680789|XP_021712268.1|AAEG, LOC5571756|XP_001653776.1|AAEG	LOC120773789|XP_039958816.1|BTRY
OG0003101	LOC5566944|XP_021706616.1|AAEG	LOC120766850|XP_039948501.1|BTRY
OG0003102	LOC5564787|XP_001649143.1|AAEG	LOC120776341|XP_039962827.1|BTRY
OG0003103	LOC5564797|XP_021704380.1|AAEG	LOC120782260|XP_039970363.1|BTRY
OG0003104	LOC5564775|XP_001649130.1|AAEG	LOC120774776|XP_039960483.1|BTRY
OG0003105	LOC5577028|XP_021706814.1|AAEG	LOC120774342|XP_039959838.1|BTRY
OG0003106	LOC110679246|XP_021709129.1|AAEG	LOC120771677|XP_039955733.1|BTRY
OG0003107	LOC5572851|XP_001660612.2|AAEG	LOC120774872|XP_039960652.1|BTRY
OG0003108	LOC5572856|XP_021711133.1|AAEG, LOC110680301|XP_021711829.1|AAEG	LOC120774121|XP_039959425.1|BTRY
OG0003109	LOC5572857|XP_001660617.1|AAEG, LOC110678909|XP_021708217.1|AAEG, LOC110680477|XP_021711975.1|AAEG	LOC120774910|XP_039960715.1|BTRY
OG0003110	LOC5570011|XP_001658901.1|AAEG	LOC120771805|XP_039955942.1|BTRY
OG0003111	LOC110677749|XP_021704732.1|AAEG	LOC120774508|XP_039960125.1|BTRY
OG0003112	LOC5568016|XP_001657837.1|AAEG	LOC120782785|XP_039971187.1|BTRY, LOC120766680|XP_039948255.1|BTRY
OG0003114	LOC5579831|XP_001651506.2|AAEG	LOC120771302|XP_039955170.1|BTRY
OG0003115	LOC5578188|XP_021706929.1|AAEG	LOC120771543|XP_039955533.1|BTRY
OG0003116	LOC5578183|XP_021705667.1|AAEG	LOC120770697|XP_039954213.1|BTRY
OG0003117	LOC5578192|XP_001656833.1|AAEG	LOC120778984|XP_039967017.1|BTRY
OG0003118	LOC5575480|XP_021704777.1|AAEG	LOC120778124|XP_039965761.1|BTRY
OG0003119	LOC5575488|XP_001661999.1|AAEG	LOC120778303|XP_039966025.1|BTRY
OG0003120	LOC5570578|XP_021704248.1|AAEG	LOC120772210|XP_039956618.1|BTRY
OG0003121	LOC5572993|XP_021706626.1|AAEG	LOC120771693|XP_039955763.1|BTRY
OG0003122	LOC5579043|XP_001657236.2|AAEG	LOC120772923|XP_039957756.1|BTRY
OG0003123	LOC5567942|XP_021710782.1|AAEG	LOC120777438|XP_039964683.1|BTRY
OG0003124	LOC5571162|XP_021704351.1|AAEG	LOC120770014|XP_039953040.1|BTRY
OG0003125	LOC5568396|XP_021704961.1|AAEG	LOC120776814|XP_039963753.1|BTRY
OG0003127	LOC5568387|XP_001658052.2|AAEG	LOC120772761|XP_039957467.1|BTRY
OG0003128	LOC5576403|XP_021708013.1|AAEG	LOC120778596|XP_039966403.1|BTRY
OG0003129	LOC5566610|XP_021707726.1|AAEG	LOC120773119|XP_039958048.1|BTRY
OG0003130	LOC5566618|XP_001650999.1|AAEG	LOC120770994|XP_039954674.1|BTRY
OG0003131	LOC5566592|XP_001650988.2|AAEG	LOC120771564|XP_039955562.1|BTRY
OG0003132	LOC5565210|XP_021707433.1|AAEG	LOC120776622|XP_039963356.1|BTRY
OG0003133	LOC5568204|XP_021707064.1|AAEG	LOC120772953|XP_039957789.1|BTRY
OG0003134	LOC5568196|XP_001657917.3|AAEG	LOC120772301|XP_039956744.1|BTRY
OG0003135	LOC5575268|XP_001661876.2|AAEG, LOC110678158|XP_021706471.1|AAEG, LOC110679108|XP_021708764.1|AAEG	LOC120777038|XP_039964082.1|BTRY
OG0003136	LOC5563917|XP_021707107.1|AAEG	LOC120778641|XP_039966475.1|BTRY
OG0003137	LOC5563910|XP_011493107.1|AAEG, LOC110681033|XP_021712494.1|AAEG	LOC120772322|XP_039956786.1|BTRY
OG0003138	LOC5578523|XP_021711533.1|AAEG	LOC120770253|XP_039953490.1|BTRY
OG0003139	LOC5575323|XP_001655699.2|AAEG	LOC120777311|XP_039964484.1|BTRY
OG0003140	LOC5575353|XP_001655730.1|AAEG	LOC120772201|XP_039956601.1|BTRY
OG0003141	LOC5571104|XP_001659543.2|AAEG	LOC120771732|XP_039955826.1|BTRY
OG0003142	LOC5571107|XP_021711462.1|AAEG	LOC120770250|XP_039953483.1|BTRY
OG0003143	LOC5578337|XP_001656906.2|AAEG	LOC120776526|XP_039963188.1|BTRY
OG0003144	LOC5579800|XP_021704649.1|AAEG	LOC120770314|XP_039953620.1|BTRY
OG0003145	LOC5579798|XP_001648112.1|AAEG	LOC120770731|XP_039954255.1|BTRY, LOC120773023|XP_039957886.1|BTRY
OG0003146	LOC110681170|XP_021712633.1|AAEG, LOC5577240|XP_001656346.1|AAEG	LOC120772364|XP_039956864.1|BTRY
OG0003147	LOC5577230|XP_021707105.1|AAEG	LOC120779082|XP_039967162.1|BTRY
OG0003148	LOC5577229|XP_001656334.1|AAEG	LOC120777490|XP_039964765.1|BTRY
OG0003149	LOC5577228|XP_021709736.1|AAEG	LOC120774413|XP_039959972.1|BTRY
OG0003150	LOC5564725|XP_021707235.1|AAEG	LOC120772861|XP_039957617.1|BTRY
OG0003151	LOC5565506|XP_001649843.1|AAEG	LOC120767663|XP_039949770.1|BTRY, LOC120767301|XP_039949121.1|BTRY
OG0003152	LOC5573061|XP_001654386.1|AAEG	LOC120772467|XP_039957039.1|BTRY
OG0003153	LOC5576952|XP_001663047.1|AAEG	LOC120772594|XP_039957241.1|BTRY
OG0003154	LOC5577484|XP_001663402.2|AAEG	LOC120776552|XP_039963242.1|BTRY
OG0003155	LOC5571008|XP_001653437.1|AAEG	LOC120772603|XP_039957251.1|BTRY
OG0003156	LOC110678454|XP_021707061.1|AAEG, LOC5571014|XP_021709445.1|AAEG	LOC120772755|XP_039957452.1|BTRY
OG0003157	LOC5566365|XP_021706145.1|AAEG	LOC120775927|XP_039962267.1|BTRY
OG0003158	LOC5565030|XP_021712412.1|AAEG, LOC5572369|XP_001660326.1|AAEG	LOC120771191|XP_039955021.1|BTRY, LOC120771030|XP_039954744.1|BTRY
OG0003159	LOC5572366|XP_021705285.1|AAEG	LOC120770388|XP_039953745.1|BTRY
OG0003160	LOC5572367|XP_021710151.1|AAEG	LOC120771182|XP_039955006.1|BTRY
OG0003161	LOC110678706|XP_021707611.1|AAEG, LOC5567134|XP_021712257.1|AAEG	LOC120770856|XP_039954403.1|BTRY
OG0003162	LOC5575384|XP_001655741.1|AAEG	LOC120770573|XP_039954088.1|BTRY
OG0003163	LOC5573615|XP_001660948.1|AAEG	LOC120778731|XP_039966629.1|BTRY
OG0003164	LOC5575218|XP_001655624.2|AAEG	LOC120772838|XP_039957582.1|BTRY
OG0003165	LOC5563889|XP_021712844.1|AAEG, LOC5564332|XP_021710208.1|AAEG	LOC120770099|XP_039953190.1|BTRY
OG0003166	LOC5574010|XP_021712001.1|AAEG, LOC110677757|XP_021704767.1|AAEG	LOC120771662|XP_039955711.1|BTRY
OG0003167	LOC5573842|XP_021704132.1|AAEG	LOC120772416|XP_039956950.1|BTRY
OG0003168	LOC5565520|XP_021706150.1|AAEG	LOC120771795|XP_039955932.1|BTRY
OG0003169	LOC5573831|XP_001654859.1|AAEG	LOC120774876|XP_039960663.1|BTRY
OG0003170	LOC5577203|XP_021709510.1|AAEG	LOC120770898|XP_039954498.1|BTRY
OG0003171	LOC5563760|XP_021704243.1|AAEG	LOC120771712|XP_039955793.1|BTRY, LOC120771710|XP_039955791.1|BTRY
OG0003172	LOC5566185|XP_021710722.1|AAEG	LOC120773014|XP_039957874.1|BTRY
OG0003173	LOC5568716|XP_001652543.1|AAEG	LOC120766622|XP_039948167.1|BTRY
OG0003174	LOC5568764|XP_021705032.1|AAEG	LOC120766541|XP_039948056.1|BTRY
OG0003175	LOC5566316|XP_021707240.1|AAEG	LOC120770207|XP_039953392.1|BTRY
OG0003176	LOC5577180|XP_001663268.1|AAEG	LOC120769514|XP_039952485.1|BTRY
OG0003177	LOC5573361|XP_001660837.1|AAEG	LOC120770009|XP_039953036.1|BTRY
OG0003178	LOC5573358|XP_001660840.2|AAEG	LOC120771863|XP_039956046.1|BTRY
OG0003179	LOC5580238|XP_001662432.1|AAEG	LOC120768486|XP_039951135.1|BTRY
OG0003180	LOC5580236|XP_001662422.2|AAEG	LOC120772945|XP_039957782.1|BTRY
OG0003181	LOC5578045|XP_001663666.2|AAEG	LOC120772578|XP_039957215.1|BTRY
OG0003182	LOC23687892|XP_021708781.1|AAEG	LOC120772281|XP_039956726.1|BTRY
OG0003183	LOC5564363|XP_021709031.1|AAEG	LOC120780099|XP_039968316.1|BTRY
OG0003184	LOC5575460|XP_001661978.1|AAEG, LOC110681025|XP_021712485.1|AAEG	LOC120777962|XP_039965513.1|BTRY, LOC120778970|XP_039966980.1|BTRY
OG0003185	LOC5569799|XP_021710033.1|AAEG	LOC120769977|XP_039952986.1|BTRY
OG0003186	LOC5574768|XP_001655336.2|AAEG	LOC120772438|XP_039956989.1|BTRY
OG0003187	LOC5578346|XP_021704791.1|AAEG	LOC120768890|XP_039951576.1|BTRY
OG0003188	LOC110680350|XP_021711862.1|AAEG, LOC110680349|XP_021711860.1|AAEG, LOC5567222|XP_021710941.1|AAEG	LOC120766606|XP_039948146.1|BTRY
OG0003189	LOC5571907|XP_001660001.1|AAEG	LOC120778145|XP_039965803.1|BTRY, LOC120781064|XP_039969150.1|BTRY
OG0003190	LOC5577747|XP_001663521.2|AAEG	LOC120771329|XP_039955208.1|BTRY, LOC120771337|XP_039955216.1|BTRY
OG0003191	LOC5572080|XP_001660162.2|AAEG	LOC120779139|XP_039967278.1|BTRY
OG0003192	LOC23687735|XP_021708352.1|AAEG	LOC120776655|XP_039963446.1|BTRY
OG0003193	LOC5578090|XP_021710074.1|AAEG	LOC120769730|XP_039952811.1|BTRY
OG0003194	LOC5580214|XP_021708554.1|AAEG	LOC120776812|XP_039963748.1|BTRY
OG0003195	LOC5568266|XP_001657963.1|AAEG	LOC120778224|XP_039965919.1|BTRY
OG0003196	LOC5568265|XP_001657962.2|AAEG	LOC120777497|XP_039964777.1|BTRY
OG0003197	LOC5574074|XP_021709018.1|AAEG	LOC120776642|XP_039963404.1|BTRY
OG0003198	LOC5574077|XP_021707980.1|AAEG	LOC120778649|XP_039966498.1|BTRY
OG0003199	LOC5566877|XP_001651304.3|AAEG	LOC120778798|XP_039966732.1|BTRY
OG0003200	LOC5566863|XP_021710379.1|AAEG, LOC110681419|XP_021712851.1|AAEG	LOC120770312|XP_039953618.1|BTRY
OG0003201	LOC5564594|XP_021704758.1|AAEG	LOC120771707|XP_039955775.1|BTRY
OG0003202	LOC5575094|XP_001661818.2|AAEG	LOC120777389|XP_039964616.1|BTRY
OG0003203	LOC5576493|XP_021707065.1|AAEG	LOC120770549|XP_039954053.1|BTRY
OG0003204	LOC5574210|XP_021707182.1|AAEG	LOC120782635|XP_039970937.1|BTRY
OG0003205	LOC5574197|XP_001661254.1|AAEG	LOC120770220|XP_039953433.1|BTRY
OG0003206	LOC5574187|XP_001661244.1|AAEG	LOC120781243|XP_039969317.1|BTRY
OG0003207	LOC5574178|XP_021707990.1|AAEG	LOC120767750|XP_039949902.1|BTRY
OG0003208	LOC23687678|XP_011493076.1|AAEG, LOC110678838|XP_021708011.1|AAEG	LOC120778813|XP_039966753.1|BTRY
OG0003209	LOC110681390|XP_021712828.1|AAEG, LOC5567469|XP_001657473.1|AAEG	LOC120771422|XP_039955342.1|BTRY
OG0003210	LOC5571924|XP_001660021.2|AAEG	LOC120771325|XP_039955204.1|BTRY
OG0003211	LOC5571925|XP_001660022.2|AAEG	LOC120771169|XP_039954990.1|BTRY
OG0003212	LOC5571933|XP_021708662.1|AAEG	LOC120766811|XP_039948454.1|BTRY
OG0003213	LOC5569734|XP_001652958.1|AAEG	LOC120768768|XP_039951470.1|BTRY
OG0003214	LOC5569740|XP_021708814.1|AAEG	LOC120780133|XP_039968348.1|BTRY
OG0003215	LOC5569745|XP_001652969.1|AAEG	LOC120771507|XP_039955494.1|BTRY
OG0003216	LOC5566549|XP_021708844.1|AAEG	LOC120770746|XP_039954267.1|BTRY
OG0003217	LOC5565440|XP_001649789.1|AAEG	LOC120772156|XP_039956525.1|BTRY
OG0003218	LOC5567899|XP_001651938.1|AAEG	LOC120777678|XP_039965078.1|BTRY
OG0003219	LOC110679632|XP_021710661.1|AAEG, LOC110680334|XP_021711848.1|AAEG	LOC120777285|XP_039964431.1|BTRY
OG0003220	LOC5564121|XP_021711028.1|AAEG	LOC120769750|XP_039952843.1|BTRY
OG0003221	LOC5564106|XP_021711078.1|AAEG	LOC120774137|XP_039959457.1|BTRY
OG0003222	LOC5564134|XP_001648444.1|AAEG	LOC120772328|XP_039956799.1|BTRY
OG0003223	LOC5566691|XP_021711483.1|AAEG	LOC120772412|XP_039956941.1|BTRY
OG0003224	LOC5573218|XP_021704328.1|AAEG	LOC120772807|XP_039957526.1|BTRY
OG0003250	LOC5575829|XP_001655852.1|AAEG	LOC120782297|XP_039970436.1|BTRY
OG0003251	LOC5575830|XP_001655851.1|AAEG	LOC120782801|XP_039971212.1|BTRY
OG0003252	LOC110674708|XP_021694452.1|AAEG	LOC120782862|XP_039971334.1|BTRY
OG0003253	LOC5574743|XP_001655315.1|AAEG	LOC120766182|XP_039947473.1|BTRY
OG0003254	LOC5574740|XP_001655313.1|AAEG	LOC120776178|XP_039962729.1|BTRY
OG0003255	LOC5566217|XP_001650620.1|AAEG	LOC120778252|XP_039965957.1|BTRY
OG0003256	LOC5574525|XP_001655177.1|AAEG	LOC120773598|XP_039958535.1|BTRY
OG0003257	LOC23687408|XP_021694498.1|AAEG	LOC120774786|XP_039960498.1|BTRY, LOC120774787|XP_039960503.1|BTRY
OG0003258	LOC5572023|XP_001660129.1|AAEG	LOC120775704|XP_039961949.1|BTRY
OG0003259	LOC110680598|XP_021712084.1|AAEG, LOC5572022|XP_021694527.1|AAEG	LOC120774739|XP_039960427.1|BTRY, LOC120781104|XP_039969180.1|BTRY
OG0003260	LOC5579818|XP_021694540.1|AAEG	LOC120774088|XP_039959355.1|BTRY
OG0003261	LOC5579823|XP_021694543.1|AAEG, LOC110681131|XP_021712596.1|AAEG	LOC120779019|XP_039967076.1|BTRY
OG0003262	LOC5564257|XP_001648609.1|AAEG	LOC120768284|XP_039950839.1|BTRY
OG0003263	LOC5579472|XP_021694661.1|AAEG	LOC120773472|XP_039958320.1|BTRY
