Orthogroup	AAEG.longest_only	DELE.longest_only
OG0003363	LOC5579202|XP_021705141.1|AAEG	LOC108141151|XP_017119865.1|DELE
OG0003364	LOC5578139|XP_001663710.1|AAEG	LOC108140528|XP_017118826.1|DELE
OG0003365	LOC5579301|XP_021705291.1|AAEG	LOC108137487|XP_017114691.1|DELE
OG0003366	LOC5565040|XP_001649382.2|AAEG	LOC108135516|XP_017111750.1|DELE
OG0003367	LOC5576008|XP_001662341.2|AAEG	LOC108146490|XP_017128011.1|DELE
OG0003368	LOC110678056|XP_021706274.1|AAEG, LOC5575285|XP_021712728.1|AAEG	LOC108146340|XP_017127799.1|DELE
OG0003369	LOC110678069|XP_021706303.1|AAEG	LOC108141069|XP_017119717.1|DELE
OG0003370	LOC5565330|XP_001649677.1|AAEG	LOC108139200|XP_017117328.1|DELE
OG0003371	LOC5575427|XP_021706990.1|AAEG, LOC110680456|XP_021711952.1|AAEG	LOC108147740|XP_017129959.1|DELE
OG0003372	LOC5579482|XP_001647780.1|AAEG	LOC108147597|XP_017129726.1|DELE
OG0003373	LOC5575470|XP_001661987.3|AAEG	LOC108140746|XP_017119212.1|DELE
OG0003374	LOC110680932|XP_021712405.1|AAEG, LOC5568540|XP_021707619.1|AAEG	LOC108137650|XP_017114966.1|DELE
OG0003375	LOC110678773|XP_021707804.1|AAEG	LOC108139274|XP_017117452.1|DELE
OG0003376	LOC5565268|XP_001649604.1|AAEG	LOC108140803|XP_017119290.1|DELE
OG0003377	LOC5564417|XP_021708027.1|AAEG	LOC108140526|XP_017118824.1|DELE
OG0003378	LOC110680511|XP_021711999.1|AAEG, LOC5572774|XP_001654172.1|AAEG	LOC108137354|XP_017114478.1|DELE
OG0003379	LOC110678859|XP_021708087.1|AAEG, LOC5572778|XP_001654173.2|AAEG	LOC108148764|XP_017131455.1|DELE
OG0003380	LOC5572781|XP_001654180.1|AAEG	LOC108148599|XP_017131166.1|DELE
OG0003381	LOC5580227|XP_001655934.2|AAEG	LOC108134472|XP_017110274.1|DELE
OG0003382	LOC5580230|XP_021708254.1|AAEG	LOC108147156|XP_017128959.1|DELE
OG0003383	LOC5578695|XP_001657094.2|AAEG	LOC108143072|XP_017122774.1|DELE
OG0003384	LOC5568279|XP_001657976.1|AAEG	LOC108149032|XP_017131873.1|DELE
OG0003385	LOC5568276|XP_001657975.2|AAEG	LOC108143937|XP_017124013.1|DELE
OG0003386	LOC5566095|XP_001650454.1|AAEG	LOC108142917|XP_017122495.1|DELE
OG0003387	LOC5566097|XP_001650455.1|AAEG	LOC108140383|XP_017118576.1|DELE
OG0003388	LOC110679207|XP_021709028.1|AAEG	LOC108150019|XP_017133467.1|DELE
OG0003389	LOC110679265|XP_021709200.1|AAEG, LOC5570643|XP_001653279.1|AAEG	LOC108144897|XP_017125546.1|DELE
OG0003390	LOC5570608|XP_001653272.1|AAEG, LOC110679312|XP_021709361.1|AAEG	LOC108135733|XP_017112055.1|DELE
OG0003391	LOC110680569|XP_021712045.1|AAEG, LOC5574582|XP_001655206.2|AAEG	LOC108140574|XP_017118936.1|DELE
OG0003392	LOC5572715|XP_001660532.2|AAEG	LOC108135086|XP_017111143.1|DELE
OG0003393	LOC5568155|XP_021710093.1|AAEG	LOC108148767|XP_017131459.1|DELE
OG0003394	LOC5568159|XP_001657903.2|AAEG	LOC108135859|XP_017112249.1|DELE
OG0003395	LOC5566198|XP_021710187.1|AAEG	LOC108135874|XP_017112264.1|DELE
OG0003396	LOC5566195|XP_001650574.2|AAEG	LOC108148728|XP_017131395.1|DELE
OG0003397	LOC5567411|XP_001657413.2|AAEG	LOC108148746|XP_017131433.1|DELE
OG0003399	LOC110680483|XP_021711980.1|AAEG, LOC5567405|XP_001657418.1|AAEG	LOC108143780|XP_017123796.1|DELE
OG0003400	LOC5568338|XP_021710740.1|AAEG	LOC108143908|XP_017123974.1|DELE
OG0003401	LOC5577501|XP_021711436.1|AAEG	LOC108148721|XP_017131378.1|DELE
OG0003402	LOC110679871|XP_021711570.1|AAEG	LOC108143805|XP_017123817.1|DELE
OG0003403	LOC5577499|XP_001656515.2|AAEG	LOC108144599|XP_017125094.1|DELE
OG0003404	LOC5577699|XP_021711667.1|AAEG	LOC108139209|XP_017117345.1|DELE
OG0003405	LOC5572734|XP_001660546.2|AAEG	LOC108143605|XP_017123617.1|DELE
OG0003406	LOC5572725|XP_001660544.1|AAEG	LOC108148650|XP_017131264.1|DELE
OG0003407	LOC5572724|XP_001660542.1|AAEG	LOC108148491|XP_017131015.1|DELE
OG0003408	LOC5572733|XP_001660547.2|AAEG	LOC108135336|XP_017111520.1|DELE
OG0003409	LOC5572730|XP_021711963.1|AAEG	LOC108143931|XP_017124005.1|DELE
OG0003410	LOC5572735|XP_001660557.1|AAEG	LOC108148849|XP_017131622.1|DELE
OG0003411	LOC5567789|XP_001657692.1|AAEG	LOC108140692|XP_017119129.1|DELE
OG0003412	LOC5567787|XP_021712246.1|AAEG	LOC108147266|XP_017129160.1|DELE
OG0003413	LOC5567767|XP_001657667.2|AAEG	LOC108140955|XP_017119512.1|DELE
OG0003414	LOC5569265|XP_021712555.1|AAEG	LOC108143177|XP_017122916.1|DELE
OG0003415	LOC5571786|XP_001659917.1|AAEG, LOC110681191|XP_021712663.1|AAEG	LOC108135449|XP_017111680.1|DELE
OG0003416	LOC5571793|XP_001659919.1|AAEG, LOC110680319|XP_021711839.1|AAEG	LOC108140766|XP_017119241.1|DELE
OG0003417	LOC5571790|XP_001659923.1|AAEG	LOC108150359|XP_017133986.1|DELE
OG0003418	LOC110680553|XP_021712037.1|AAEG, LOC5567068|XP_001651458.1|AAEG	LOC108135836|XP_017112209.1|DELE
OG0003419	LOC5567063|XP_001651463.2|AAEG	LOC108141163|XP_017119879.1|DELE
OG0003420	LOC5567062|XP_021712857.1|AAEG	LOC108141080|XP_017119740.1|DELE
OG0003421	LOC5567085|XP_021712943.1|AAEG	LOC108148707|XP_017131348.1|DELE
OG0003422	LOC5577530|XP_021712944.1|AAEG	LOC108148710|XP_017131360.1|DELE
OG0003423	LOC5573383|XP_001660867.2|AAEG	LOC108144524|XP_017124962.1|DELE
OG0003424	LOC5573375|XP_001660864.2|AAEG	LOC108136872|XP_017113804.1|DELE
OG0003425	LOC5573371|XP_001660857.1|AAEG	LOC108143977|XP_017124076.1|DELE
OG0003426	LOC110681358|XP_021712799.1|AAEG, LOC110681360|XP_021712800.1|AAEG, LOC5573381|XP_021712999.1|AAEG	LOC108135758|XP_017112092.1|DELE
OG0003427	LOC5570624|XP_001659227.2|AAEG	LOC108135832|XP_017112203.1|DELE
OG0003428	LOC5572584|XP_001654088.2|AAEG	LOC108135701|XP_017112032.1|DELE
OG0003429	LOC5580284|XP_001662911.1|AAEG, LOC110681506|XP_021713094.1|AAEG	LOC108143589|XP_017123596.1|DELE
OG0003430	LOC5575731|XP_021713117.1|AAEG	LOC108135331|XP_017111510.1|DELE
OG0003431	LOC23687402|XP_021713130.1|AAEG	LOC108141124|XP_017119828.1|DELE
OG0003432	LOC110681519|XP_021713159.1|AAEG, LOC5568725|XP_001658106.1|AAEG	LOC108136998|XP_017113985.1|DELE
OG0003433	LOC5565237|XP_021713167.1|AAEG	LOC108148839|XP_017131598.1|DELE
OG0003434	LOC5576286|XP_001662576.2|AAEG	LOC108137669|XP_017115013.1|DELE
OG0003435	LOC5572168|XP_021713207.1|AAEG	LOC108148641|XP_017131253.1|DELE
OG0003436	LOC5569222|XP_001652782.1|AAEG	LOC108148315|XP_017130794.1|DELE
OG0003437	LOC5569219|XP_001652784.1|AAEG	LOC108148314|XP_017130791.1|DELE
OG0003438	LOC5569226|XP_001652785.1|AAEG	LOC108148349|XP_017130853.1|DELE
OG0003439	LOC5569232|XP_021712263.1|AAEG, LOC110681536|XP_021713262.1|AAEG	LOC108137033|XP_017114022.1|DELE
OG0003440	LOC5578520|XP_021713299.1|AAEG	LOC108143115|XP_017122828.1|DELE
OG0003441	LOC5578519|XP_001663910.1|AAEG	LOC108138711|XP_017116551.1|DELE
OG0003442	LOC5565034|XP_021694403.1|AAEG	LOC108142916|XP_017122493.1|DELE
OG0003443	LOC5576914|XP_001663011.1|AAEG	LOC108146216|XP_017127623.1|DELE
OG0003444	LOC5576920|XP_001663017.1|AAEG	LOC108142293|XP_017121531.1|DELE
OG0003445	LOC5580013|XP_021713335.1|AAEG	LOC108136429|XP_017113058.1|DELE
OG0003446	LOC5580009|XP_021713348.1|AAEG	LOC108138590|XP_017116369.1|DELE
OG0003447	LOC5580014|XP_021694307.1|AAEG	LOC108145336|XP_017126212.1|DELE
OG0003448	LOC5574616|XP_001661533.1|AAEG	LOC108141103|XP_017119800.1|DELE
OG0003449	LOC5574612|XP_001661529.1|AAEG	LOC108148270|XP_017130713.1|DELE
OG0003450	LOC5574618|XP_021713371.1|AAEG	LOC108140641|XP_017119053.1|DELE
OG0003451	LOC5574690|XP_021713381.1|AAEG	LOC108140684|XP_017119120.1|DELE
OG0003452	LOC5574692|XP_021713383.1|AAEG	LOC108140742|XP_017119208.1|DELE
OG0003453	LOC5567595|XP_021713391.1|AAEG	LOC108146620|XP_017128153.1|DELE
OG0003454	LOC5567614|XP_001657570.1|AAEG	LOC108147793|XP_017130021.1|DELE
OG0003455	LOC5567615|XP_021713393.1|AAEG	LOC108135864|XP_017112254.1|DELE
OG0003456	LOC5571512|XP_021692970.1|AAEG	LOC108143470|XP_017123398.1|DELE
OG0003457	LOC5571516|XP_021692972.1|AAEG	LOC108141250|XP_017119995.1|DELE
OG0003458	LOC5564696|XP_021692997.1|AAEG	LOC108140731|XP_017119194.1|DELE
OG0003459	LOC110674037|XP_021693012.1|AAEG	LOC108140655|XP_017119075.1|DELE
OG0003460	LOC5573797|XP_021693033.1|AAEG	LOC108148829|XP_017131582.1|DELE
OG0003461	LOC5570837|XP_021693037.1|AAEG	LOC108148290|XP_017130747.1|DELE
OG0003462	LOC23687506|XP_021695309.1|AAEG, LOC5566668|XP_011493288.2|AAEG	LOC108147555|XP_017129631.1|DELE
OG0003463	LOC5580098|XP_001654849.2|AAEG	LOC108139297|XP_017117482.1|DELE
OG0003464	LOC110674054|XP_021693086.1|AAEG	LOC108140374|XP_017118556.1|DELE
OG0003465	LOC5566483|XP_001650870.1|AAEG	LOC108148272|XP_017130717.1|DELE
OG0003466	LOC5566477|XP_001650864.1|AAEG, LOC110680597|XP_021712082.1|AAEG	LOC108143064|XP_017122767.1|DELE
OG0003467	LOC110674064|XP_021693130.1|AAEG, LOC5566466|XP_001650848.1|AAEG	LOC108139214|XP_017117354.1|DELE
OG0003468	LOC5566464|XP_001650846.1|AAEG, LOC110681427|XP_021712861.1|AAEG	LOC108143030|XP_017122716.1|DELE
OG0003469	LOC5578927|XP_001657213.1|AAEG	LOC108148794|XP_017131503.1|DELE
OG0003470	LOC5563724|XP_021693210.1|AAEG	LOC108139278|XP_017117463.1|DELE
OG0003471	LOC5563704|XP_001647991.1|AAEG	LOC108149402|XP_017132427.1|DELE
OG0003472	LOC5573172|XP_001660788.2|AAEG, LOC110674073|XP_021693214.1|AAEG	LOC108141822|XP_017120889.1|DELE
OG0003473	LOC110681091|XP_021712553.1|AAEG, LOC5563712|XP_001648004.2|AAEG	LOC108135342|XP_017111523.1|DELE
OG0003474	LOC5576365|XP_021693250.1|AAEG	LOC108135763|XP_017112100.1|DELE
OG0003475	LOC5576358|XP_021693297.1|AAEG, LOC110674087|XP_021693301.1|AAEG	LOC108140492|XP_017118757.1|DELE
OG0003476	LOC5576352|XP_021693305.1|AAEG	LOC108148211|XP_017130609.1|DELE
OG0003477	LOC5567293|XP_021693314.1|AAEG	LOC108139251|XP_017117416.1|DELE
OG0003478	LOC5567283|XP_021693342.1|AAEG	LOC108135771|XP_017112113.1|DELE
OG0003479	LOC5569127|XP_001652733.2|AAEG	LOC108143054|XP_017122755.1|DELE
OG0003480	LOC5576718|XP_001656224.1|AAEG	LOC108148216|XP_017130615.1|DELE
OG0003481	LOC5576717|XP_001656223.1|AAEG	LOC108148224|XP_017130628.1|DELE
OG0003482	LOC5576735|XP_021693381.1|AAEG	LOC108148378|XP_017130892.1|DELE
OG0003483	LOC5566413|XP_001650805.1|AAEG	LOC108148251|XP_017130655.1|DELE
OG0003484	LOC5568914|XP_001658238.1|AAEG	LOC108144072|XP_017124208.1|DELE
OG0003485	LOC5568905|XP_001658228.2|AAEG	LOC108150306|XP_017133912.1|DELE
OG0003486	LOC110674672|XP_021694418.1|AAEG	LOC108150234|XP_017133783.1|DELE
OG0003487	LOC5573324|XP_001654544.1|AAEG	LOC108149028|XP_017131866.1|DELE
OG0003488	LOC5569057|XP_021693516.1|AAEG	LOC108147223|XP_017129092.1|DELE
OG0003489	LOC5564565|XP_021693531.1|AAEG	LOC108142987|XP_017122644.1|DELE
OG0003490	LOC5566454|XP_021693543.1|AAEG	LOC108135831|XP_017112202.1|DELE
OG0003491	LOC5578805|XP_021693546.1|AAEG	LOC108147281|XP_017129187.1|DELE
OG0003492	LOC5578571|XP_001663962.2|AAEG	LOC108148658|XP_017131277.1|DELE
OG0003493	LOC5577195|XP_021693675.1|AAEG	LOC108144034|XP_017124155.1|DELE
OG0003494	LOC5572161|XP_021693685.1|AAEG	LOC108141097|XP_017119788.1|DELE
OG0003495	LOC5576201|XP_001662536.1|AAEG	LOC108138927|XP_017116986.1|DELE
OG0003496	LOC110674163|XP_021693719.1|AAEG	LOC108139351|XP_017117564.1|DELE
OG0003497	LOC23687673|XP_011493646.2|AAEG	LOC108140613|XP_017119015.1|DELE
OG0003498	LOC5575648|XP_021693759.1|AAEG	LOC108141592|XP_017120529.1|DELE, LOC108141768|XP_017120759.1|DELE
OG0003499	LOC5575653|XP_021693763.1|AAEG	LOC108143032|XP_017122719.1|DELE
OG0003500	LOC5565614|XP_021693783.1|AAEG	LOC108138696|XP_017116530.1|DELE
OG0003501	LOC5565612|XP_001649949.1|AAEG	LOC108147326|XP_017129242.1|DELE
OG0003502	LOC5565991|XP_021693812.1|AAEG, LOC5569690|XP_021712502.1|AAEG	LOC108144008|XP_017124118.1|DELE
OG0003503	LOC5577655|XP_001656653.3|AAEG	LOC108148624|XP_017131212.1|DELE
OG0003504	LOC5577651|XP_021693826.1|AAEG	LOC108140663|XP_017119085.1|DELE
OG0003505	LOC5577636|XP_021693854.1|AAEG	LOC108139191|XP_017117318.1|DELE
OG0003506	LOC5565953|XP_021693896.1|AAEG	LOC108148341|XP_017130841.1|DELE
OG0003507	LOC110680489|XP_021711984.1|AAEG, LOC5565942|XP_021693903.1|AAEG	LOC108148611|XP_017131179.1|DELE
OG0003508	LOC5568525|XP_021693918.1|AAEG	LOC108145885|XP_017127020.1|DELE
OG0003509	LOC5573535|XP_021693961.1|AAEG	LOC108148898|XP_017131702.1|DELE
OG0003510	LOC5579966|XP_001658483.2|AAEG	LOC108134816|XP_017110762.1|DELE
OG0003511	LOC5579960|XP_021694041.1|AAEG	LOC108150251|XP_017133807.1|DELE
OG0003512	LOC5578914|XP_001657204.2|AAEG	LOC108135841|XP_017112218.1|DELE
OG0003513	LOC5578915|XP_021694075.1|AAEG	LOC108148905|XP_017131710.1|DELE
OG0003514	LOC5576115|XP_021694090.1|AAEG	LOC108148206|XP_017130602.1|DELE
OG0003515	LOC5575229|XP_001655635.2|AAEG	LOC108144806|XP_017125420.1|DELE
OG0003516	LOC5565161|XP_021694131.1|AAEG	LOC108139332|XP_017117532.1|DELE
OG0003517	LOC5579159|XP_021694193.1|AAEG	LOC108150486|XP_017134185.1|DELE
OG0003518	LOC5566105|XP_001650511.2|AAEG	LOC108148332|XP_017130818.1|DELE
OG0003519	LOC5566136|XP_021695359.1|AAEG	LOC108150232|XP_017133767.1|DELE
OG0003520	LOC5566123|XP_001650503.2|AAEG	LOC108150248|XP_017133799.1|DELE
OG0003521	LOC5566143|XP_021695372.1|AAEG	LOC108150319|XP_017133923.1|DELE
OG0003522	LOC5566137|XP_001650495.1|AAEG	LOC108141542|XP_017120471.1|DELE
OG0003523	LOC5566133|XP_001650494.1|AAEG	LOC108139009|XP_017117097.1|DELE
OG0003524	LOC5566132|XP_001650493.2|AAEG	LOC108142284|XP_017121518.1|DELE
OG0003525	LOC5566126|XP_001650491.1|AAEG	LOC108137925|XP_017115356.1|DELE
OG0003526	LOC5566124|XP_001650486.2|AAEG	LOC108140451|XP_017118672.1|DELE
OG0003527	LOC5566111|XP_001650482.1|AAEG	LOC108149619|XP_017132833.1|DELE
OG0003529	LOC5570950|XP_001653417.2|AAEG	LOC108141966|XP_017121104.1|DELE
OG0003530	LOC5570952|XP_021695452.1|AAEG	LOC108142425|XP_017121773.1|DELE
OG0003531	LOC5571445|XP_001659696.2|AAEG	LOC108140587|XP_017118962.1|DELE
OG0003532	LOC5571444|XP_021695478.1|AAEG	LOC108146185|XP_017127582.1|DELE
OG0003533	LOC5567850|XP_001657714.1|AAEG	LOC108150321|XP_017133931.1|DELE
OG0003534	LOC5569149|XP_021695598.1|AAEG	LOC108150296|XP_017133891.1|DELE
OG0003535	LOC5569146|XP_021695603.1|AAEG	LOC108146031|XP_017127311.1|DELE
OG0003536	LOC110680371|XP_021711869.1|AAEG, LOC5578204|XP_001656848.2|AAEG	LOC108145078|XP_017125750.1|DELE
OG0003537	LOC5575741|XP_001655841.2|AAEG	LOC108145207|XP_017125937.1|DELE
OG0003538	LOC5575733|XP_021695723.1|AAEG, LOC110675350|XP_021695724.1|AAEG	LOC108149117|XP_017132007.1|DELE
OG0003539	LOC5566722|XP_021695725.1|AAEG	LOC108141400|XP_017120245.1|DELE
OG0003540	LOC5571766|XP_001659898.2|AAEG	LOC108146404|XP_017127894.1|DELE
OG0003541	LOC5576630|XP_021695759.1|AAEG	LOC108136692|XP_017113504.1|DELE
OG0003542	LOC5576629|XP_021695763.1|AAEG	LOC108145431|XP_017126337.1|DELE
OG0003543	LOC5576633|XP_001662790.1|AAEG	LOC108135928|XP_017112362.1|DELE
OG0003544	LOC5570665|XP_001659266.1|AAEG	LOC108146919|XP_017128652.1|DELE
OG0003545	LOC5571262|XP_021695920.1|AAEG	LOC108143214|XP_017122996.1|DELE
OG0003546	LOC5571248|XP_021695946.1|AAEG	LOC108146331|XP_017127786.1|DELE
OG0003547	LOC5568483|XP_021695974.1|AAEG	LOC108143476|XP_017123408.1|DELE
OG0003548	LOC5568482|XP_011493357.2|AAEG	LOC108143515|XP_017123484.1|DELE
OG0003549	LOC5568481|XP_021695981.1|AAEG	LOC108143537|XP_017123522.1|DELE
OG0003550	LOC5568468|XP_001652303.1|AAEG	LOC108144327|XP_017124525.1|DELE
OG0003551	LOC5579328|XP_021696014.1|AAEG	LOC108144654|XP_017125187.1|DELE
OG0003552	LOC110675403|XP_021696024.1|AAEG	LOC108144353|XP_017124591.1|DELE
OG0003553	LOC5573481|XP_021696025.1|AAEG	LOC108141449|XP_017120337.1|DELE
OG0003554	LOC5577799|XP_021696028.1|AAEG	LOC108146699|XP_017128252.1|DELE
OG0003555	LOC5578168|XP_021696070.1|AAEG	LOC108145890|XP_017127031.1|DELE
OG0003556	LOC5574103|XP_021700597.1|AAEG	LOC108142581|XP_017122024.1|DELE
OG0003557	LOC5574100|XP_001661171.1|AAEG	LOC108142398|XP_017121727.1|DELE
OG0003558	LOC5565097|XP_021696157.1|AAEG	LOC108146046|XP_017127338.1|DELE
OG0003559	LOC5565095|XP_021696175.1|AAEG	LOC108146820|XP_017128499.1|DELE
OG0003560	LOC5564907|XP_001649256.2|AAEG	LOC108146963|XP_017128709.1|DELE
OG0003561	LOC5572885|XP_021696189.1|AAEG	LOC108145470|XP_017126409.1|DELE
OG0003562	LOC5569889|XP_021696239.1|AAEG	LOC108144711|XP_017125293.1|DELE
OG0003563	LOC5569898|XP_001658796.1|AAEG	LOC108135825|XP_017112196.1|DELE
OG0003564	LOC110681383|XP_021712817.1|AAEG, LOC5569901|XP_001658799.2|AAEG	LOC108142562|XP_017121992.1|DELE
OG0003565	LOC110675493|XP_021696321.1|AAEG	LOC108146522|XP_017128048.1|DELE
OG0003566	LOC5570462|XP_021696323.1|AAEG	LOC108139244|XP_017117406.1|DELE
OG0003567	LOC5570461|XP_021696331.1|AAEG	LOC108141451|XP_017120343.1|DELE
OG0003568	LOC5577064|XP_021696349.1|AAEG	LOC108141413|XP_017120266.1|DELE
OG0003569	LOC5571867|XP_021696396.1|AAEG, LOC5564708|XP_021712809.1|AAEG	LOC108146274|XP_017127703.1|DELE
OG0003570	LOC5571874|XP_021696407.1|AAEG	LOC108149620|XP_017132835.1|DELE
OG0003571	LOC5570525|XP_001659184.2|AAEG	LOC108146483|XP_017127998.1|DELE
OG0003572	LOC5570536|XP_021696455.1|AAEG	LOC108144399|XP_017124668.1|DELE
OG0003573	LOC5570522|XP_021696464.1|AAEG	LOC108147579|XP_017129699.1|DELE
OG0003574	LOC5567621|XP_001657591.2|AAEG	LOC108147541|XP_017129615.1|DELE
OG0003575	LOC5576612|XP_001662762.1|AAEG	LOC108146345|XP_017127805.1|DELE
OG0003576	LOC5566268|XP_021696550.1|AAEG	LOC108146721|XP_017128302.1|DELE
OG0003577	LOC5566289|XP_021696567.1|AAEG, LOC110681021|XP_021712475.1|AAEG	LOC108147478|XP_017129517.1|DELE
OG0003578	LOC5569215|XP_001658388.1|AAEG	LOC108146818|XP_017128497.1|DELE
OG0003579	LOC5569212|XP_021696607.1|AAEG	LOC108144709|XP_017125290.1|DELE
OG0003580	LOC5568100|XP_021696615.1|AAEG	LOC108143486|XP_017123423.1|DELE
OG0003581	LOC110675582|XP_021696631.1|AAEG	LOC108146163|XP_017127548.1|DELE
OG0003582	LOC5568120|XP_001652059.2|AAEG	LOC108150261|XP_017133830.1|DELE
OG0003583	LOC5578232|XP_021696662.1|AAEG	LOC108136759|XP_017113604.1|DELE, LOC108134604|XP_017110458.1|DELE
OG0003584	LOC5574286|XP_001661329.1|AAEG	LOC108141439|XP_017120320.1|DELE
OG0003585	LOC5566329|XP_001650718.1|AAEG	LOC108135688|XP_017112018.1|DELE
OG0003586	LOC5579064|XP_021696762.1|AAEG	LOC108145280|XP_017126068.1|DELE
OG0003587	LOC5564624|XP_001648973.2|AAEG	LOC108148068|XP_017130410.1|DELE
OG0003588	LOC5567128|XP_001651546.2|AAEG	LOC108135849|XP_017112229.1|DELE
OG0003589	LOC110676989|XP_021702921.1|AAEG	LOC108141261|XP_017120002.1|DELE
OG0003590	LOC5574420|XP_021696838.1|AAEG	LOC108145887|XP_017127024.1|DELE
OG0003591	LOC5566232|XP_021696842.1|AAEG	LOC108146310|XP_017127756.1|DELE
OG0003592	LOC5566211|XP_001650600.1|AAEG	LOC108146865|XP_017128581.1|DELE
OG0003593	LOC5566219|XP_021696862.1|AAEG	LOC108142349|XP_017121629.1|DELE
OG0003594	LOC5566962|XP_001651375.2|AAEG	LOC108146973|XP_017128719.1|DELE
OG0003595	LOC5565647|XP_021696889.1|AAEG	LOC108144364|XP_017124617.1|DELE
OG0003596	LOC5565652|XP_001650005.1|AAEG	LOC108145070|XP_017125740.1|DELE
OG0003597	LOC5565650|XP_001650002.2|AAEG	LOC108145073|XP_017125745.1|DELE
OG0003598	LOC5573763|XP_001654790.1|AAEG	LOC108146442|XP_017127935.1|DELE
OG0003599	LOC5573779|XP_021696930.1|AAEG	LOC108139055|XP_017117163.1|DELE
OG0003600	LOC5576770|XP_001662857.2|AAEG	LOC108147437|XP_017129415.1|DELE
OG0003601	LOC5568893|XP_001658218.2|AAEG	LOC108145557|XP_017126547.1|DELE
OG0003602	LOC5574799|XP_021697010.1|AAEG	LOC108143410|XP_017123289.1|DELE
OG0003603	LOC5574896|XP_001655401.2|AAEG	LOC108147379|XP_017129302.1|DELE
OG0003604	LOC5579976|XP_001658608.1|AAEG	LOC108135193|XP_017111304.1|DELE
OG0003605	LOC5568318|XP_021697072.1|AAEG	LOC108135743|XP_017112069.1|DELE
OG0003606	LOC5568317|XP_001652194.1|AAEG	LOC108144570|XP_017125048.1|DELE
OG0003607	LOC5568314|XP_001652191.1|AAEG	LOC108144758|XP_017125352.1|DELE
OG0003608	LOC5568308|XP_021697084.1|AAEG	LOC108150290|XP_017133881.1|DELE
OG0003609	LOC5568291|XP_001652167.1|AAEG	LOC108143551|XP_017123549.1|DELE
OG0003610	LOC5576961|XP_001663056.2|AAEG	LOC108135638|XP_017111948.1|DELE
OG0003611	LOC5571818|XP_021697130.1|AAEG	LOC108142365|XP_017121660.1|DELE
OG0003612	LOC5571827|XP_021697152.1|AAEG	LOC108145378|XP_017126262.1|DELE
OG0003613	LOC5573466|XP_001660886.2|AAEG	LOC108149638|XP_017132861.1|DELE
OG0003614	LOC5573465|XP_001660887.1|AAEG	LOC108149613|XP_017132813.1|DELE
OG0003615	LOC110675782|XP_021697245.1|AAEG	LOC108143428|XP_017123332.1|DELE
OG0003616	LOC5577568|XP_001663442.1|AAEG	LOC108137558|XP_017114773.1|DELE
OG0003617	LOC110675790|XP_021697279.1|AAEG	LOC108144413|XP_017124748.1|DELE
OG0003618	LOC5574903|XP_021697274.1|AAEG	LOC108144412|XP_017124746.1|DELE
OG0003619	LOC5574912|XP_021697293.1|AAEG	LOC108144993|XP_017125640.1|DELE
OG0003620	LOC5578898|XP_001664109.2|AAEG	LOC108144472|XP_017124872.1|DELE
OG0003621	LOC110675810|XP_021697327.1|AAEG, LOC5571598|XP_011493059.2|AAEG	LOC108142508|XP_017121908.1|DELE
OG0003622	LOC110675811|XP_021697329.1|AAEG, LOC5571597|XP_001653721.2|AAEG	LOC108142506|XP_017121901.1|DELE
OG0003623	LOC5570735|XP_001659326.1|AAEG	LOC108149106|XP_017131994.1|DELE
OG0003624	LOC5579975|XP_021697397.1|AAEG	LOC108143473|XP_017123406.1|DELE
OG0003625	LOC5574421|XP_001661438.1|AAEG	LOC108149635|XP_017132856.1|DELE
OG0003626	LOC5576843|XP_001662949.1|AAEG	LOC108144338|XP_017124550.1|DELE
OG0003627	LOC5577050|XP_001663147.2|AAEG	LOC108145180|XP_017125906.1|DELE
OG0003628	LOC5576845|XP_021697495.1|AAEG	LOC108141378|XP_017120203.1|DELE
OG0003629	LOC5564960|XP_021697514.1|AAEG	LOC108144987|XP_017125630.1|DELE
OG0003630	LOC5579516|XP_021697513.1|AAEG	LOC108144641|XP_017125170.1|DELE
OG0003631	LOC110681439|XP_021712886.1|AAEG, LOC5566249|XP_021697520.1|AAEG	LOC108146229|XP_017127642.1|DELE
OG0003632	LOC5576854|XP_001656279.1|AAEG	LOC108147413|XP_017129341.1|DELE
OG0003633	LOC5575244|XP_021697543.1|AAEG	LOC108145004|XP_017125655.1|DELE
OG0003634	LOC5574066|XP_021697592.1|AAEG	LOC108147466|XP_017129493.1|DELE
OG0003635	LOC5565621|XP_021697596.1|AAEG	LOC108146271|XP_017127700.1|DELE
OG0003636	LOC5565623|XP_001649978.2|AAEG	LOC108145506|XP_017126457.1|DELE
OG0003637	LOC110680630|XP_021712118.1|AAEG, LOC5564737|XP_001649083.3|AAEG	LOC108143489|XP_017123428.1|DELE
OG0003638	LOC5572754|XP_021697617.1|AAEG	LOC108142585|XP_017122033.1|DELE
OG0003639	LOC5565412|XP_001649759.1|AAEG	LOC108141955|XP_017121086.1|DELE
OG0003640	LOC5578399|XP_021697634.1|AAEG	LOC108144575|XP_017125055.1|DELE
OG0003641	LOC5571951|XP_001660055.1|AAEG, LOC5572768|XP_001660589.1|AAEG	LOC108145204|XP_017125935.1|DELE
OG0003642	LOC5566366|XP_021697649.1|AAEG	LOC108137243|XP_017114317.1|DELE, LOC108145465|XP_017126400.1|DELE
OG0003643	LOC110675919|XP_021697651.1|AAEG	LOC108144512|XP_017124940.1|DELE
