Orthogroup	AAEG.longest_only	CQUI.longest_only
OG0006107	LOC5567482|XP_021708246.1|AAEG	LOC6051490|XP_038107829.1|CQUI
OG0006108	LOC5567476|XP_001657481.2|AAEG	LOC6051224|XP_038110566.1|CQUI
OG0006109	LOC5567465|XP_001657467.1|AAEG	LOC6037690|XP_001847576.1|CQUI
OG0006110	LOC5567463|XP_001657463.1|AAEG	LOC6032268|XP_001842904.1|CQUI
OG0006111	LOC5571921|XP_021708626.1|AAEG	LOC6049140|XP_038111053.1|CQUI
OG0006112	LOC5571927|XP_021708642.1|AAEG	LOC6043112|XP_001855889.1|CQUI
OG0006113	LOC5571929|XP_021708648.1|AAEG	LOC6043111|XP_001855886.2|CQUI
OG0006114	LOC5571931|XP_001660028.1|AAEG	LOC6043114|XP_001855899.2|CQUI
OG0006115	LOC5569731|XP_021708744.1|AAEG	LOC6040972|XP_038108187.1|CQUI
OG0006116	LOC5569737|XP_021708789.1|AAEG	LOC6037458|XP_038111287.1|CQUI
OG0006117	LOC5569739|XP_001652965.2|AAEG	LOC6037462|XP_001847374.2|CQUI
OG0006118	LOC5566546|XP_021708860.1|AAEG	LOC6053927|XP_038110482.1|CQUI
OG0006119	LOC5566545|XP_021708901.1|AAEG	LOC6053925|XP_038111085.1|CQUI
OG0006120	LOC5566536|XP_001650931.2|AAEG	LOC6036720|XP_038107801.1|CQUI
OG0006121	LOC5563668|XP_001647965.1|AAEG	LOC6050982|XP_038111997.1|CQUI
OG0006122	LOC5563695|XP_021709532.1|AAEG	LOC6050980|XP_038110717.1|CQUI
OG0006123	LOC5563693|XP_001647960.3|AAEG	LOC6050984|XP_038112473.1|CQUI
OG0006125	LOC5568960|XP_001652616.2|AAEG	LOC6043028|XP_038108769.1|CQUI
OG0006126	LOC5571611|XP_001659805.1|AAEG	LOC6051198|XP_038110761.1|CQUI
OG0006127	LOC5565427|XP_001649813.1|AAEG	LOC6051893|XP_038111370.1|CQUI
OG0006128	LOC5565451|XP_021710495.1|AAEG	LOC6037634|XP_001847521.2|CQUI
OG0006129	LOC5565441|XP_011493116.1|AAEG	LOC6047150|XP_038109777.1|CQUI
OG0006130	LOC5567902|XP_001651941.1|AAEG	LOC6037676|XP_038112443.1|CQUI
OG0006131	LOC110680335|XP_021711849.1|AAEG, LOC5567891|XP_001651929.1|AAEG	LOC6037685|XP_001847571.2|CQUI
OG0006132	LOC5567890|XP_001651928.1|AAEG	LOC6037687|XP_038113967.1|CQUI
OG0006133	LOC5567888|XP_001651923.1|AAEG	LOC6037689|XP_001847575.1|CQUI
OG0006134	LOC5567881|XP_021710667.1|AAEG	LOC6052916|XP_038107832.1|CQUI
OG0006135	LOC5567874|XP_001651908.2|AAEG	LOC6043290|XP_038107846.1|CQUI
OG0006136	LOC5576321|XP_001656059.1|AAEG	LOC6034504|XP_001844809.2|CQUI
OG0006137	LOC110679716|XP_021711090.1|AAEG	LOC6034553|XP_001844853.2|CQUI
OG0006138	LOC5564142|XP_001648441.1|AAEG	LOC6037251|XP_001847179.2|CQUI
OG0006139	LOC5566693|XP_021711453.1|AAEG	LOC6037230|XP_001847161.2|CQUI
OG0006140	LOC5566685|XP_001651092.2|AAEG	LOC6040571|XP_038110208.1|CQUI
OG0006141	LOC5568576|XP_021711531.1|AAEG	LOC6037193|XP_038109978.1|CQUI
OG0006142	LOC5568595|XP_021711629.1|AAEG	LOC6037211|XP_038109404.1|CQUI
OG0006143	LOC5568600|XP_001652432.2|AAEG	LOC6037213|XP_001847143.2|CQUI
OG0006144	LOC5568601|XP_001652433.2|AAEG	LOC6037214|XP_001847144.2|CQUI
OG0006145	LOC5568602|XP_001652434.1|AAEG	LOC6037215|XP_001847145.1|CQUI
OG0006146	LOC5569494|XP_001658579.2|AAEG	LOC6037220|XP_001847150.2|CQUI
OG0006147	LOC5573233|XP_021704288.1|AAEG	LOC6040522|XP_038112232.1|CQUI
OG0006148	LOC5573222|XP_001654438.2|AAEG	LOC6040526|XP_038113698.1|CQUI
OG0006149	LOC5573217|XP_021704310.1|AAEG	LOC6040567|XP_038111269.1|CQUI
OG0006150	LOC5573224|XP_021704309.1|AAEG	LOC6040566|XP_001849946.2|CQUI
OG0006151	LOC5573210|XP_021704327.1|AAEG	LOC6040561|XP_038111793.1|CQUI
OG0006181	LOC5575827|XP_001655854.1|AAEG	LOC6044344|XP_038122783.1|CQUI
OG0006182	LOC5575824|XP_001655849.1|AAEG	LOC6048861|XP_001865709.2|CQUI
OG0006183	LOC110674709|XP_021694453.1|AAEG	LOC6048859|XP_038105624.1|CQUI
OG0006184	LOC5574751|XP_001655319.2|AAEG	LOC6043098|XP_001855838.1|CQUI
OG0006185	LOC5574752|XP_001655318.1|AAEG	LOC6046424|XP_001863634.2|CQUI
OG0006186	LOC5574753|XP_001655317.2|AAEG	LOC6044322|XP_038116020.1|CQUI
OG0006187	LOC5577736|XP_001663510.1|AAEG	LOC6046423|XP_001863633.2|CQUI
OG0006188	LOC5574744|XP_021694466.1|AAEG	LOC6035098|XP_038109730.1|CQUI
OG0006189	LOC5574741|XP_021694467.1|AAEG	LOC6035099|XP_001845335.2|CQUI
OG0006190	LOC5571578|XP_021694471.1|AAEG	LOC6035167|XP_038105577.1|CQUI
OG0006191	LOC5574533|XP_021694480.1|AAEG	LOC6042737|XP_001870749.2|CQUI
OG0006193	LOC5574522|XP_001655173.1|AAEG	LOC6042749|XP_001870759.2|CQUI
OG0006194	LOC5572377|XP_001660334.1|AAEG	LOC6038201|XP_001848031.2|CQUI
OG0006195	LOC5572378|XP_001660333.1|AAEG	LOC6038202|XP_001848032.2|CQUI
OG0006196	LOC5572036|XP_021694489.1|AAEG	LOC6041668|XP_038114579.1|CQUI
OG0006197	LOC5572033|XP_021694494.1|AAEG	LOC6041670|XP_038122703.1|CQUI
OG0006198	LOC5572028|XP_021694514.1|AAEG	LOC6041679|XP_038117131.1|CQUI
OG0006199	LOC5572024|XP_001660130.1|AAEG	LOC6044346|XP_001861876.2|CQUI
OG0006202	LOC5569474|XP_001658560.1|AAEG	LOC6035147|XP_001845380.2|CQUI
OG0006203	LOC5569475|XP_021694672.1|AAEG	LOC6035148|XP_001845381.2|CQUI
OG0006204	LOC5569478|XP_021694694.1|AAEG	LOC6035154|XP_038105252.1|CQUI
OG0006205	LOC5574647|XP_001661571.1|AAEG	LOC6035159|XP_001845391.2|CQUI
OG0006206	LOC5564249|XP_001648600.1|AAEG	LOC6054818|XP_038114869.1|CQUI
OG0006207	LOC5564252|XP_021694709.1|AAEG	LOC6054812|XP_038123032.1|CQUI
OG0006208	LOC5564219|XP_021694708.1|AAEG	LOC6054808|XP_038123030.1|CQUI
OG0006209	LOC110680804|XP_021712271.1|AAEG, LOC5574717|XP_001655297.2|AAEG	LOC6051660|XP_001868061.2|CQUI
OG0006210	LOC5578809|XP_021694724.1|AAEG	LOC6052745|XP_038105120.1|CQUI
OG0006211	LOC5578729|XP_021694733.1|AAEG	LOC6035161|XP_001845393.2|CQUI
OG0006212	LOC5578727|XP_021694734.1|AAEG	LOC6035160|XP_038105727.1|CQUI
OG0006213	LOC110681277|XP_021712737.1|AAEG, LOC110674366|XP_021694338.1|AAEG	LOC6040417|XP_001849811.2|CQUI
OG0006214	LOC5564724|XP_001649065.1|AAEG	LOC6040418|XP_038104931.1|CQUI
OG0006215	LOC5576538|XP_021694801.1|AAEG	LOC6041926|XP_038122630.1|CQUI
OG0006216	LOC5567107|XP_001651485.1|AAEG	LOC6049036|XP_001865865.1|CQUI
OG0006217	LOC5572314|XP_021694825.1|AAEG	LOC6049038|XP_038111181.1|CQUI
OG0006218	LOC5579242|XP_021694828.1|AAEG	LOC6045221|XP_001862614.2|CQUI
OG0006219	LOC5574750|XP_021694834.1|AAEG	LOC6047027|XP_038105349.1|CQUI
OG0006220	LOC5577045|XP_001663141.2|AAEG	LOC6047024|XP_001864136.2|CQUI
OG0006221	LOC5565087|XP_001649427.2|AAEG	LOC6047033|XP_001864142.2|CQUI
OG0006222	LOC110674796|XP_021694846.1|AAEG	LOC6047034|XP_001864143.2|CQUI
OG0006223	LOC5564286|XP_001648636.2|AAEG	LOC6041766|XP_001850984.1|CQUI
OG0006224	LOC5566787|XP_021694862.1|AAEG	LOC6041767|XP_038116771.1|CQUI
OG0006226	LOC5580072|XP_001654818.1|AAEG	LOC6045727|XP_001863035.2|CQUI
OG0006227	LOC5580071|XP_001654812.1|AAEG	LOC6040424|XP_001849818.2|CQUI
OG0006228	LOC5580062|XP_001654808.1|AAEG	LOC6053078|XP_038112538.1|CQUI
OG0006229	LOC5578710|XP_021694900.1|AAEG	LOC6051665|XP_038122739.1|CQUI
OG0006230	LOC5578281|XP_021694910.1|AAEG	LOC6051034|XP_038122486.1|CQUI
OG0006231	LOC110675165|XP_021695245.1|AAEG, LOC5569245|XP_021694914.1|AAEG	LOC6051035|XP_038105543.1|CQUI
OG0006232	LOC5573728|XP_001661035.2|AAEG	LOC6047969|XP_038122485.1|CQUI
OG0006233	LOC5573727|XP_021694936.1|AAEG	LOC6047968|XP_038122732.1|CQUI
OG0006234	LOC5570517|XP_001659205.1|AAEG	LOC6053737|XP_001869770.2|CQUI
OG0006235	LOC5568336|XP_021694950.1|AAEG	LOC6053736|XP_038122827.1|CQUI
OG0006236	LOC23687501|XP_011493011.1|AAEG	LOC6047040|XP_001864148.1|CQUI
OG0006237	LOC5564076|XP_021694973.1|AAEG	LOC6047039|XP_001864147.2|CQUI
OG0006238	LOC5574725|XP_021694985.1|AAEG	LOC6043385|XP_038104021.1|CQUI
OG0006239	LOC5579033|XP_021694991.1|AAEG	LOC6054520|XP_038116738.1|CQUI
OG0006240	LOC5579034|XP_021694992.1|AAEG	LOC6044225|XP_038116428.1|CQUI
OG0006241	LOC5579269|XP_001647577.1|AAEG	LOC6047050|XP_001864158.2|CQUI
OG0006244	LOC110674839|XP_021695039.1|AAEG	LOC6049924|XP_001866611.2|CQUI
OG0006245	LOC5571724|XP_021695068.1|AAEG	LOC6051948|XP_001868295.2|CQUI
OG0006246	LOC5566751|XP_001651159.1|AAEG	LOC119765564|XP_038105605.1|CQUI
OG0006247	LOC5573032|XP_021695105.1|AAEG	LOC6049219|XP_001866019.2|CQUI
OG0006248	LOC5576759|XP_021695123.1|AAEG	LOC6035115|XP_001845351.2|CQUI
OG0006249	LOC5576924|XP_021695160.1|AAEG	LOC6034311|XP_038104201.1|CQUI
OG0006250	LOC5568027|XP_021695522.1|AAEG	LOC6049223|XP_038122719.1|CQUI
OG0006251	LOC5579467|XP_021693196.1|AAEG	LOC6040801|XP_038122643.1|CQUI
OG0006252	LOC5578380|XP_021693622.1|AAEG	LOC6037955|XP_001847806.1|CQUI
OG0006253	LOC5573035|XP_021693722.1|AAEG	LOC6037960|XP_038104476.1|CQUI
OG0006254	LOC5579004|XP_021695716.1|AAEG	LOC6050468|XP_038104867.1|CQUI
OG0006255	LOC110675593|XP_021696708.1|AAEG, LOC5578999|XP_021696520.1|AAEG	LOC6051118|XP_001867602.2|CQUI
OG0006256	LOC110681301|XP_021712751.1|AAEG, LOC110675740|XP_021697182.1|AAEG	LOC6051121|XP_001867605.1|CQUI
OG0006257	LOC5565025|XP_021697607.1|AAEG	LOC6051126|XP_001867610.2|CQUI
OG0006258	LOC5565023|XP_021697735.1|AAEG	LOC6051129|XP_038104346.1|CQUI
OG0006259	LOC5569197|XP_021699670.1|AAEG	LOC6038195|XP_001848025.2|CQUI
OG0006260	LOC5566776|XP_021700021.1|AAEG	LOC6045728|XP_001863036.1|CQUI
OG0006261	LOC5566775|XP_001651184.2|AAEG	LOC6045726|XP_001863034.1|CQUI
OG0006262	LOC5566773|XP_001651182.2|AAEG	LOC6045721|XP_001863030.2|CQUI
OG0006263	LOC5566772|XP_001651180.1|AAEG	LOC6045720|XP_001863029.1|CQUI
OG0006264	LOC5566770|XP_021701011.1|AAEG	LOC6045718|XP_001863027.2|CQUI
OG0006265	LOC5566768|XP_021701317.1|AAEG	LOC6045716|XP_001863025.2|CQUI
OG0006266	LOC5566778|XP_001651175.2|AAEG	LOC6045722|XP_001863024.2|CQUI
OG0006267	LOC5566766|XP_001651173.2|AAEG	LOC6048469|XP_038108000.1|CQUI
OG0006268	LOC5569486|XP_001658571.2|AAEG	LOC6044349|XP_001861844.1|CQUI
OG0006269	LOC5573512|XP_001660915.1|AAEG	LOC6032068|XP_001842734.2|CQUI
OG0006270	LOC5573519|XP_001660912.2|AAEG, LOC110680671|XP_021712154.1|AAEG	LOC6044404|XP_038115610.1|CQUI
OG0006271	LOC5568404|XP_001658056.1|AAEG	LOC6052274|XP_001868566.2|CQUI
OG0006272	LOC5570650|XP_001659245.1|AAEG	LOC6045735|XP_038105475.1|CQUI
OG0006273	LOC5570654|XP_001659249.1|AAEG	LOC6044377|XP_001861898.1|CQUI
OG0006274	LOC5574016|XP_001661110.2|AAEG	LOC6047715|XP_038122991.1|CQUI
OG0006275	LOC110679564|XP_021710277.1|AAEG, LOC5564965|XP_021710653.1|AAEG	LOC6052107|XP_001868431.2|CQUI
OG0006276	LOC110681430|XP_021712864.1|AAEG, LOC5571991|XP_001660095.2|AAEG	LOC6037340|XP_001847264.2|CQUI
OG0006277	LOC5571977|XP_001660079.2|AAEG	LOC6050823|XP_038122822.1|CQUI
OG0006278	LOC5579136|XP_001664229.2|AAEG	LOC6051306|XP_038105611.1|CQUI, LOC6051311|XP_001867774.2|CQUI
OG0006279	LOC5576072|XP_021713191.1|AAEG, LOC5576066|XP_021713140.1|AAEG	LOC6051385|XP_038105894.1|CQUI
OG0006280	LOC5564154|XP_021713278.1|AAEG	LOC6053158|XP_038113630.1|CQUI
OG0006281	LOC5564153|XP_001648484.2|AAEG	LOC6053157|XP_038113649.1|CQUI
OG0006282	LOC5573487|XP_021713334.1|AAEG	LOC6035089|XP_038109944.1|CQUI
OG0006283	LOC5564534|XP_021713347.1|AAEG	LOC6035094|XP_038104186.1|CQUI
OG0006284	LOC5564532|XP_001648875.1|AAEG	LOC6035100|XP_001845336.1|CQUI
OG0006285	LOC5580024|XP_001653907.2|AAEG	LOC6038189|XP_001848019.2|CQUI
OG0006286	LOC5580026|XP_021713401.1|AAEG	LOC6038190|XP_001848020.2|CQUI
OG0006287	LOC5570123|XP_021693098.1|AAEG	LOC6048478|XP_038111084.1|CQUI
OG0006288	LOC5570124|XP_021693114.1|AAEG	LOC6048479|XP_038111872.1|CQUI
OG0006289	LOC5569752|XP_001652976.1|AAEG	LOC6049208|XP_001866010.1|CQUI
OG0006290	LOC5569750|XP_021693568.1|AAEG	LOC6045211|XP_038105973.1|CQUI
OG0006291	LOC5570747|XP_021693712.1|AAEG	LOC6038450|XP_038104837.1|CQUI
OG0006292	LOC5578392|XP_021694023.1|AAEG	LOC6051800|XP_038121451.1|CQUI, LOC119771155|XP_038122527.1|CQUI
OG0006293	LOC110674241|XP_021694157.1|AAEG	LOC119766120|XP_038106449.1|CQUI
OG0006294	LOC110680398|XP_021711896.1|AAEG, LOC5572787|XP_021694297.1|AAEG	LOC6053049|XP_038108798.1|CQUI
OG0006295	LOC5572391|XP_001654045.2|AAEG	LOC6051732|XP_038122961.1|CQUI
OG0006296	LOC5572395|XP_021694382.1|AAEG	LOC119766623|XP_038107571.1|CQUI
OG0006297	LOC110674718|XP_021694472.1|AAEG	LOC6036989|XP_038111264.1|CQUI
OG0006298	LOC5564150|XP_021694510.1|AAEG	LOC6041289|XP_001850573.2|CQUI
OG0006299	LOC5564151|XP_021694519.1|AAEG	LOC6041290|XP_038104497.1|CQUI
OG0006300	LOC5578291|XP_001663817.1|AAEG	LOC6041292|XP_001850576.1|CQUI
OG0006301	LOC5574147|XP_001661213.2|AAEG	LOC6041279|XP_001850566.2|CQUI
OG0006302	LOC5569551|XP_021695167.1|AAEG	LOC119765473|XP_038105330.1|CQUI, LOC6044152|XP_038105257.1|CQUI
OG0006303	LOC5565400|XP_001649725.2|AAEG, LOC110675150|XP_021695225.1|AAEG	LOC6046739|XP_038107930.1|CQUI
OG0006304	LOC5578884|XP_021695292.1|AAEG, LOC5569569|XP_021712700.1|AAEG	LOC6037951|XP_038105042.1|CQUI
OG0006305	LOC5578888|XP_021695333.1|AAEG	LOC6038460|XP_038122749.1|CQUI
OG0006306	LOC5563948|XP_021695343.1|AAEG	LOC6038459|XP_038105306.1|CQUI
OG0006307	LOC5563947|XP_021695396.1|AAEG	LOC6038453|XP_001848250.2|CQUI
OG0006308	LOC110675293|XP_021695488.1|AAEG	LOC6042723|XP_038104707.1|CQUI
OG0006309	LOC5574253|XP_021695648.1|AAEG	LOC6054262|XP_038122784.1|CQUI
OG0006310	LOC5574257|XP_021695746.1|AAEG	LOC6051040|XP_038108379.1|CQUI
OG0006311	LOC5569922|XP_001658821.2|AAEG	LOC6045259|XP_038105496.1|CQUI
OG0006312	LOC5569925|XP_021695873.1|AAEG	LOC6045257|XP_038105492.1|CQUI
OG0006313	LOC5569926|XP_001658823.2|AAEG	LOC6045255|XP_001862644.2|CQUI
OG0006315	LOC5566493|XP_001650886.2|AAEG	LOC6050922|XP_038116495.1|CQUI
OG0006316	LOC5571323|XP_021696697.1|AAEG	LOC6035122|XP_001845358.2|CQUI
OG0006317	LOC5571322|XP_001653610.1|AAEG	LOC6040446|XP_038111067.1|CQUI
OG0006318	LOC5570448|XP_021696888.1|AAEG	LOC6040464|XP_038111010.1|CQUI
OG0006319	LOC5564010|XP_021697066.1|AAEG	LOC6044215|XP_001861755.1|CQUI
OG0006320	LOC5564829|XP_021697212.1|AAEG	LOC119771152|XP_038122511.1|CQUI
OG0006321	LOC5576595|XP_001656178.2|AAEG	LOC6046917|XP_001864042.2|CQUI
OG0006322	LOC5576592|XP_001656173.1|AAEG	LOC6054479|XP_038122402.1|CQUI
OG0006323	LOC5576586|XP_021697461.1|AAEG	LOC6053771|XP_038105587.1|CQUI
OG0006324	LOC5574996|XP_021697597.1|AAEG	LOC6052594|XP_038106756.1|CQUI
OG0006325	LOC5574988|XP_021697667.1|AAEG	LOC6038422|XP_038105666.1|CQUI
OG0006326	LOC5574986|XP_001655459.2|AAEG	LOC6049483|XP_001866236.2|CQUI
OG0006327	LOC5574983|XP_001655456.2|AAEG	LOC6049479|XP_038114496.1|CQUI
OG0006328	LOC5574982|XP_021697717.1|AAEG	LOC6044369|XP_038122548.1|CQUI
OG0006329	LOC5574971|XP_021697845.1|AAEG	LOC6050605|XP_038105829.1|CQUI
OG0006330	LOC5577024|XP_021698112.1|AAEG	LOC6053843|XP_038107624.1|CQUI
OG0006331	LOC5572545|XP_001660477.2|AAEG	LOC6052318|XP_038115429.1|CQUI
OG0006332	LOC5572540|XP_001660476.2|AAEG	LOC6053844|XP_038104474.1|CQUI
OG0006333	LOC5572543|XP_021698170.1|AAEG	LOC6047638|XP_001864662.2|CQUI
OG0006334	LOC5572548|XP_021698233.1|AAEG	LOC119765278|XP_038104748.1|CQUI
OG0006335	LOC5566388|XP_021698878.1|AAEG	LOC6042696|XP_038115084.1|CQUI
OG0006337	LOC5580122|XP_021699339.1|AAEG	LOC6046170|XP_038121705.1|CQUI
OG0006338	LOC5567929|XP_001651968.2|AAEG	LOC6036974|XP_001846942.1|CQUI
OG0006339	LOC5580055|XP_021699699.1|AAEG	LOC6036978|XP_038105331.1|CQUI
OG0006340	LOC5580058|XP_011493555.1|AAEG	LOC6036982|XP_038114800.1|CQUI
OG0006341	LOC5580070|XP_001654823.1|AAEG	LOC6036983|XP_038112652.1|CQUI
OG0006342	LOC5576247|XP_021699775.1|AAEG	LOC6036988|XP_038110594.1|CQUI
OG0006343	LOC5569694|XP_001658675.2|AAEG	LOC6052395|XP_038123027.1|CQUI
OG0006344	LOC5568097|XP_021699868.1|AAEG	LOC6054301|XP_038116783.1|CQUI
OG0006345	LOC5564403|XP_021699994.1|AAEG	LOC6049047|XP_038107823.1|CQUI
OG0006346	LOC5564392|XP_001648745.1|AAEG	LOC6044371|XP_038114491.1|CQUI
OG0006347	LOC5564399|XP_021700076.1|AAEG	LOC6049476|XP_038110648.1|CQUI
OG0006348	LOC23687419|XP_021700400.1|AAEG	LOC6037926|XP_038104029.1|CQUI
OG0006349	LOC5576477|XP_021700521.1|AAEG	LOC6038461|XP_038106689.1|CQUI
OG0006350	LOC5576483|XP_001662676.2|AAEG	LOC6038473|XP_038104566.1|CQUI
OG0006351	LOC5576486|XP_001662679.2|AAEG	LOC6049939|XP_038113899.1|CQUI
OG0006352	LOC5576487|XP_001662680.2|AAEG	LOC6049938|XP_001866625.1|CQUI
OG0006353	LOC5575639|XP_021700696.1|AAEG	LOC6049933|XP_038104275.1|CQUI
OG0006355	LOC5570702|XP_021700994.1|AAEG	LOC6042692|XP_038110012.1|CQUI
OG0006356	LOC5571573|XP_001653710.2|AAEG	LOC6042495|XP_038105479.1|CQUI
OG0006357	LOC5571574|XP_021701329.1|AAEG	LOC6042494|XP_038105159.1|CQUI
OG0006358	LOC5567106|XP_001651492.1|AAEG	LOC6053216|XP_001869343.1|CQUI
OG0006359	LOC5567104|XP_021701584.1|AAEG	LOC6039062|XP_001848739.1|CQUI
OG0006360	LOC5567102|XP_021701592.1|AAEG	LOC6039059|XP_038122538.1|CQUI
OG0006361	LOC5565274|XP_001649600.2|AAEG	LOC6045949|XP_001863223.1|CQUI
OG0006362	LOC5565253|XP_021701766.1|AAEG	LOC6053338|XP_038108345.1|CQUI
OG0006363	LOC5564185|XP_001648523.2|AAEG	LOC6050397|XP_038122701.1|CQUI
OG0006364	LOC5567564|XP_001657555.2|AAEG	LOC6050770|XP_001867327.2|CQUI
OG0006365	LOC5567562|XP_021702952.1|AAEG	LOC6032354|XP_038105077.1|CQUI
OG0006366	LOC5567558|XP_021702974.1|AAEG	LOC6050416|XP_038105037.1|CQUI
OG0006367	LOC110681435|XP_021712879.1|AAEG, LOC5568687|XP_021703023.1|AAEG	LOC6038302|XP_038105244.1|CQUI
OG0006368	LOC5568679|XP_001658089.1|AAEG	LOC6051275|XP_038105370.1|CQUI
OG0006369	LOC5568680|XP_021703108.1|AAEG	LOC6050384|XP_038105930.1|CQUI
OG0006370	LOC5576891|XP_021703357.1|AAEG	LOC6047660|XP_001864693.2|CQUI
OG0006371	LOC5576876|XP_001662974.1|AAEG	LOC6045354|XP_001862742.1|CQUI
OG0006372	LOC5576871|XP_021703551.1|AAEG	LOC6038653|XP_038105014.1|CQUI
OG0006373	LOC5575874|XP_021703663.1|AAEG	LOC6038638|XP_038104341.1|CQUI
OG0006374	LOC5573561|XP_001660932.2|AAEG	LOC6041844|XP_001851054.2|CQUI
OG0006375	LOC5564049|XP_021703880.1|AAEG	LOC6041904|XP_038105993.1|CQUI
OG0006376	LOC5564048|XP_021703893.1|AAEG	LOC6041905|XP_038108522.1|CQUI
OG0006379	LOC5564052|XP_001648386.2|AAEG	LOC6034413|XP_001844731.1|CQUI
OG0006380	LOC5579306|XP_001647614.2|AAEG	LOC6034416|XP_038114328.1|CQUI
OG0006381	LOC5571507|XP_021704110.1|AAEG	LOC6034431|XP_001844748.2|CQUI
OG0006382	LOC5571505|XP_021704117.1|AAEG	LOC6034427|XP_001844745.1|CQUI
OG0006383	LOC5579338|XP_021704112.1|AAEG	LOC6034436|XP_038106503.1|CQUI
OG0006384	LOC5571500|XP_001659750.2|AAEG	LOC6034437|XP_001844753.1|CQUI
OG0006388	LOC5580104|XP_021704389.1|AAEG	LOC6034465|XP_038105114.1|CQUI
OG0006389	LOC5580117|XP_021704405.1|AAEG	LOC6034464|XP_001844776.2|CQUI
OG0006390	LOC5572862|XP_001660621.2|AAEG	LOC6034481|XP_001844789.2|CQUI
OG0006391	LOC5575868|XP_021704753.1|AAEG	LOC6031417|XP_001842226.2|CQUI
OG0006392	LOC5577255|XP_021705012.1|AAEG	LOC6049575|XP_038113495.1|CQUI
OG0006393	LOC5579201|XP_001657324.1|AAEG	LOC6042569|XP_038122677.1|CQUI
OG0006394	LOC5578147|XP_001663718.1|AAEG	LOC6042578|XP_001852614.1|CQUI
OG0006395	LOC5578144|XP_001663714.2|AAEG	LOC6034724|XP_001845005.1|CQUI
OG0006396	LOC5565046|XP_001649414.2|AAEG	LOC6044601|XP_001862089.2|CQUI
OG0006397	LOC5565042|XP_021705270.1|AAEG	LOC6034798|XP_001845070.1|CQUI
OG0006398	LOC5565039|XP_001649398.2|AAEG	LOC6034786|XP_001845059.2|CQUI
OG0006399	LOC5565032|XP_001649389.2|AAEG	LOC6034781|XP_001845054.2|CQUI
OG0006400	LOC5565047|XP_001649385.2|AAEG	LOC6034780|XP_001845053.2|CQUI
OG0006401	LOC5565049|XP_021694261.1|AAEG	LOC6034777|XP_038118808.1|CQUI
OG0006402	LOC110677913|XP_021705581.1|AAEG	LOC6034774|XP_001845047.2|CQUI
OG0006403	LOC5565262|XP_001649612.2|AAEG	LOC6034769|XP_038105084.1|CQUI
OG0006404	LOC5565261|XP_021705657.1|AAEG	LOC6034765|XP_038105083.1|CQUI
OG0006405	LOC5576554|XP_021705756.1|AAEG	LOC6034757|XP_038105958.1|CQUI
OG0006406	LOC5576005|XP_001662347.2|AAEG	LOC6052820|XP_038111531.1|CQUI
OG0006407	LOC5576014|XP_001662348.2|AAEG, LOC110678003|XP_021706017.1|AAEG	LOC6042197|XP_038111102.1|CQUI
OG0006408	LOC5572170|XP_021706154.1|AAEG	LOC6031443|XP_001842247.2|CQUI
OG0006409	LOC110680525|XP_021712014.1|AAEG, LOC5575293|XP_001655672.2|AAEG	LOC6041915|XP_038120845.1|CQUI
OG0006410	LOC5569672|XP_001652937.1|AAEG	LOC6052689|XP_001868916.1|CQUI
OG0006411	LOC5569674|XP_001652936.2|AAEG	LOC6052692|XP_001868919.2|CQUI
OG0006412	LOC5564601|XP_001648949.2|AAEG	LOC6045531|XP_038110179.1|CQUI
OG0006413	LOC5566651|XP_021706607.1|AAEG	LOC6053113|XP_038105032.1|CQUI
OG0006414	LOC5566638|XP_001651016.2|AAEG	LOC6047882|XP_038113214.1|CQUI
OG0006415	LOC5568056|XP_021705352.1|AAEG	LOC6044731|XP_038119571.1|CQUI
OG0006416	LOC110678495|XP_021707149.1|AAEG	LOC119770055|XP_038120127.1|CQUI
OG0006417	LOC5577671|XP_021707516.1|AAEG	LOC6043999|XP_001861577.1|CQUI
OG0006418	LOC110678669|XP_021707543.1|AAEG	LOC119769985|XP_038119916.1|CQUI
OG0006419	LOC5578712|XP_001664017.2|AAEG	LOC6048541|XP_038109566.1|CQUI
OG0006420	LOC5578715|XP_021707890.1|AAEG	LOC6034740|XP_001845019.2|CQUI
OG0006421	LOC5565264|XP_001649608.2|AAEG	LOC6034737|XP_038104167.1|CQUI
OG0006422	LOC5564418|XP_021708064.1|AAEG	LOC6034803|XP_038104907.1|CQUI
OG0006423	LOC23687841|XP_011493522.1|AAEG	LOC6034807|XP_001845079.2|CQUI
OG0006424	LOC5572775|XP_001654177.1|AAEG	LOC6034809|XP_038104293.1|CQUI
OG0006425	LOC5572780|XP_001654178.2|AAEG	LOC6034810|XP_038104273.1|CQUI
OG0006426	LOC5572779|XP_021708158.1|AAEG	LOC6054745|XP_038104266.1|CQUI
OG0006428	LOC5576866|XP_021708395.1|AAEG	LOC6046776|XP_038104936.1|CQUI
OG0006429	LOC5578696|XP_001657095.2|AAEG	LOC6046765|XP_038105372.1|CQUI
OG0006430	LOC5568284|XP_021708752.1|AAEG	LOC6035367|XP_038112592.1|CQUI
OG0006431	LOC5570607|XP_021709327.1|AAEG	LOC6036517|XP_038106633.1|CQUI
OG0006432	LOC5570605|XP_021709391.1|AAEG	LOC6050342|XP_038105713.1|CQUI
OG0006434	LOC5574585|XP_001655209.2|AAEG	LOC6042406|XP_038105449.1|CQUI
