Orthogroup	AAEG.longest_only	SLEB.longest_only
OG0004355	LOC5575272|XP_021710551.1|AAEG	LOC115623543|XP_030373788.1|SLEB
OG0004356	LOC5573623|XP_001660945.1|AAEG	LOC115624526|XP_030375105.1|SLEB
OG0004357	LOC5571581|XP_021707500.1|AAEG	LOC115628177|XP_030380024.1|SLEB, LOC115631111|XP_030383631.1|SLEB
OG0004358	LOC5563890|XP_021710388.1|AAEG	LOC115633856|XP_030387208.1|SLEB
OG0004359	LOC23687758|XP_021710910.1|AAEG	LOC115629288|XP_030381592.1|SLEB
OG0004360	LOC5573833|XP_001654863.1|AAEG	LOC115623273|XP_030373415.1|SLEB
OG0004361	LOC5573834|XP_001654860.1|AAEG	LOC115624054|XP_030374495.1|SLEB
OG0004362	LOC5573828|XP_001654855.1|AAEG	LOC115622730|XP_030372631.1|SLEB
OG0004363	LOC5574292|XP_001661342.2|AAEG	LOC115627064|XP_030378470.1|SLEB
OG0004364	LOC5563997|XP_001648319.1|AAEG	LOC115624722|XP_030375403.1|SLEB
OG0004365	LOC5578237|XP_021707309.1|AAEG	LOC115624285|XP_030374771.1|SLEB
OG0004366	LOC5577459|XP_001663392.2|AAEG	LOC115631160|XP_030383696.1|SLEB
OG0004367	LOC5571879|XP_001659989.1|AAEG	LOC115628168|XP_030380007.1|SLEB
OG0004368	LOC5568688|XP_001652513.1|AAEG	LOC115632470|XP_030385499.1|SLEB
OG0004369	LOC5568706|XP_021706493.1|AAEG	LOC115634177|XP_030387623.1|SLEB
OG0004370	LOC5568717|XP_021708349.1|AAEG	LOC115624967|XP_030375680.1|SLEB
OG0004371	LOC5563882|XP_001648196.1|AAEG	LOC115627236|XP_030378719.1|SLEB
OG0004372	LOC5563881|XP_021710919.1|AAEG	LOC115633546|XP_030386866.1|SLEB
OG0004373	LOC5570164|XP_021707207.1|AAEG	LOC115624656|XP_030375297.1|SLEB
OG0004374	LOC5573475|XP_021710389.1|AAEG	LOC115634519|XP_030388146.1|SLEB
OG0004375	LOC5566310|XP_001650681.1|AAEG	LOC115622625|XP_030372492.1|SLEB
OG0004376	LOC5569778|XP_021705044.1|AAEG	LOC115632490|XP_030385527.1|SLEB
OG0004377	LOC5574962|XP_001655433.2|AAEG	LOC115632287|XP_030385240.1|SLEB
OG0004378	LOC5578279|XP_021707175.1|AAEG	LOC115634026|XP_030387421.1|SLEB
OG0004379	LOC5574943|XP_001655409.1|AAEG	LOC115620048|XP_030369029.1|SLEB
OG0004380	LOC5567360|XP_021706163.1|AAEG	LOC115632224|XP_030385146.1|SLEB
OG0004381	LOC5567513|XP_021705031.1|AAEG	LOC115620204|XP_030369199.1|SLEB
OG0004382	LOC5580241|XP_001662429.2|AAEG	LOC115628145|XP_030379976.1|SLEB
OG0004383	LOC5580242|XP_021706185.1|AAEG	LOC115621111|XP_030370516.1|SLEB
OG0004384	LOC5580243|XP_001662427.1|AAEG	LOC115634814|XP_030388591.1|SLEB
OG0004385	LOC5575514|XP_001662018.2|AAEG	LOC115626914|XP_030378284.1|SLEB, LOC115624765|XP_030375458.1|SLEB
OG0004386	LOC110677938|XP_021705671.1|AAEG	LOC115634334|XP_030387850.1|SLEB
OG0004387	LOC5572708|XP_021707118.1|AAEG	LOC115624884|XP_030375590.1|SLEB
OG0004389	LOC5564812|XP_021709637.1|AAEG	LOC115622656|XP_030372526.1|SLEB
OG0004390	LOC5575457|XP_001661976.2|AAEG	LOC115620063|XP_030369066.1|SLEB
OG0004391	LOC5576763|XP_021704246.1|AAEG	LOC115634112|XP_030387530.1|SLEB
OG0004392	LOC5565739|XP_001650089.2|AAEG	LOC115633959|XP_030387337.1|SLEB
OG0004393	LOC5565729|XP_021711015.1|AAEG	LOC115627668|XP_030379281.1|SLEB
OG0004394	LOC5565800|XP_021705217.1|AAEG	LOC115620052|XP_030369041.1|SLEB
OG0004395	LOC5571030|XP_021706993.1|AAEG	LOC115634571|XP_030388255.1|SLEB
OG0004396	LOC5571027|XP_021710560.1|AAEG	LOC115632830|XP_030385948.1|SLEB
OG0004397	LOC5571026|XP_001659457.2|AAEG	LOC115629402|XP_030381720.1|SLEB
OG0004398	LOC5569798|XP_021708089.1|AAEG	LOC115622339|XP_030372110.1|SLEB
OG0004399	LOC5569795|XP_021709369.1|AAEG	LOC115633838|XP_030387189.1|SLEB
OG0004400	LOC5572188|XP_001660281.2|AAEG	LOC115623350|XP_030373494.1|SLEB
OG0004402	LOC5574782|XP_001655339.1|AAEG	LOC115623551|XP_030373802.1|SLEB
OG0004403	LOC5578353|XP_021706296.1|AAEG	LOC115625667|XP_030376666.1|SLEB
OG0004404	LOC5577779|XP_021710324.1|AAEG	LOC115624684|XP_030375346.1|SLEB
OG0004405	LOC5577768|XP_001663541.2|AAEG	LOC115622576|XP_030372414.1|SLEB
OG0004406	LOC5567242|XP_001651673.1|AAEG	LOC115622570|XP_030372405.1|SLEB
OG0004407	LOC5567239|XP_021707680.1|AAEG	LOC115633855|XP_030387207.1|SLEB
OG0004408	LOC5567209|XP_001651638.2|AAEG	LOC115622233|XP_030371990.1|SLEB
OG0004409	LOC5571204|XP_021706286.1|AAEG	LOC115627795|XP_030379481.1|SLEB
OG0004410	LOC5571908|XP_021706697.1|AAEG	LOC115624593|XP_030375191.1|SLEB
OG0004411	LOC110681327|XP_021712774.1|AAEG, LOC110679574|XP_021710292.1|AAEG	LOC115634192|XP_030387640.1|SLEB, LOC115624778|XP_030375470.1|SLEB
OG0004412	LOC5574815|XP_001655375.2|AAEG	LOC115624777|XP_030375469.1|SLEB
OG0004413	LOC5574813|XP_021709590.1|AAEG	LOC115625903|XP_030376996.1|SLEB
OG0004414	LOC5577739|XP_021707423.1|AAEG	LOC115632141|XP_030385021.1|SLEB
OG0004415	LOC5579102|XP_021710240.1|AAEG	LOC115634028|XP_030387424.1|SLEB
OG0004416	LOC5579113|XP_021711273.1|AAEG	LOC115628181|XP_030380028.1|SLEB
OG0004417	LOC5579115|XP_001657314.2|AAEG	LOC115621285|XP_030370748.1|SLEB
OG0004418	LOC5579118|XP_021709717.1|AAEG	LOC115632937|XP_030386095.1|SLEB
OG0004419	LOC5579127|XP_021704838.1|AAEG	LOC115634451|XP_030388023.1|SLEB
OG0004420	LOC5572081|XP_001660163.1|AAEG	LOC115620160|XP_030369149.1|SLEB, LOC115633932|XP_030387308.1|SLEB
OG0004421	LOC5566046|XP_021705053.1|AAEG, LOC110680269|XP_021711783.1|AAEG	LOC115622775|XP_030372692.1|SLEB
OG0004422	LOC5566059|XP_021707681.1|AAEG	LOC115633007|XP_030386193.1|SLEB
OG0004423	LOC5578083|XP_001656777.2|AAEG	LOC115634689|XP_030388420.1|SLEB
OG0004424	LOC5578110|XP_021708269.1|AAEG	LOC115623191|XP_030373277.1|SLEB
OG0004425	LOC5578114|XP_001656812.2|AAEG	LOC115633638|XP_030386936.1|SLEB
OG0004426	LOC5578116|XP_001656814.2|AAEG	LOC115633864|XP_030387219.1|SLEB
OG0004427	LOC5580211|XP_001662069.2|AAEG	LOC115634505|XP_030388131.1|SLEB
OG0004428	LOC5580215|XP_021708529.1|AAEG	LOC115625235|XP_030376080.1|SLEB
OG0004429	LOC110678383|XP_021706892.1|AAEG	LOC115628558|XP_030380579.1|SLEB
OG0004430	LOC5574076|XP_021709995.1|AAEG	LOC115632143|XP_030385019.1|SLEB
OG0004431	LOC110677852|XP_021705245.1|AAEG	LOC115620564|XP_030369713.1|SLEB
OG0004432	LOC5566901|XP_021706801.1|AAEG	LOC115620563|XP_030369711.1|SLEB
OG0004433	LOC5566873|XP_021704683.1|AAEG	LOC115624915|XP_030375624.1|SLEB
OG0004434	LOC5566864|XP_001651292.1|AAEG	LOC115622993|XP_030373014.1|SLEB
OG0004435	LOC5564592|XP_001648929.2|AAEG	LOC115624619|XP_030375229.1|SLEB
OG0004436	LOC5564596|XP_021704858.1|AAEG	LOC115634590|XP_030388279.1|SLEB
OG0004437	LOC5564587|XP_001648943.2|AAEG	LOC115634594|XP_030388287.1|SLEB
OG0004438	LOC5564581|XP_001648944.1|AAEG	LOC115624757|XP_030375449.1|SLEB
OG0004439	LOC5579921|XP_021705817.1|AAEG	LOC115625761|XP_030376784.1|SLEB
OG0004440	LOC5579919|XP_001652207.1|AAEG, LOC110674018|XP_021712520.1|AAEG	LOC115624597|XP_030375197.1|SLEB
OG0004441	LOC110681201|XP_021712674.1|AAEG, LOC5568457|XP_001652290.1|AAEG	LOC115631592|XP_030384253.1|SLEB
OG0004442	LOC5577284|XP_001663319.1|AAEG	LOC115625447|XP_030376358.1|SLEB
OG0004443	LOC5574180|XP_001661237.1|AAEG	LOC115632435|XP_030385438.1|SLEB
OG0004444	LOC5567491|XP_001657499.1|AAEG	LOC115634819|XP_030388597.1|SLEB
OG0004445	LOC5567474|XP_021708276.1|AAEG	LOC115633985|XP_030387368.1|SLEB
OG0004446	LOC5567473|XP_001657478.1|AAEG	LOC115621196|XP_030370635.1|SLEB
OG0004447	LOC110681388|XP_021712825.1|AAEG, LOC5567470|XP_001657476.1|AAEG	LOC115624790|XP_030375493.1|SLEB
OG0004448	LOC5567496|XP_001657474.1|AAEG, LOC110678982|XP_021708457.1|AAEG	LOC115633993|XP_030387375.1|SLEB
OG0004449	LOC5567464|XP_001657464.1|AAEG	LOC115622186|XP_030371936.1|SLEB
OG0004450	LOC5569725|XP_001652952.2|AAEG	LOC115629431|XP_030381750.1|SLEB
OG0004451	LOC5566542|XP_001650937.1|AAEG, LOC110680199|XP_021711710.1|AAEG	LOC115625203|XP_030376034.1|SLEB
OG0004452	LOC5566540|XP_001650935.1|AAEG	LOC115634219|XP_030387669.1|SLEB
OG0004453	LOC5566539|XP_021708933.1|AAEG	LOC115622976|XP_030372991.1|SLEB
OG0004454	LOC5568974|XP_001652628.1|AAEG	LOC115623500|XP_030373737.1|SLEB
OG0004455	LOC5568959|XP_001652624.2|AAEG, LOC110679455|XP_021709750.1|AAEG	LOC115622619|XP_030372480.1|SLEB
OG0004456	LOC5568958|XP_021709754.1|AAEG, LOC110679459|XP_021709755.1|AAEG	LOC115629847|XP_030382287.1|SLEB
OG0004457	LOC5568952|XP_001652622.1|AAEG	LOC115622996|XP_030373015.1|SLEB
OG0004458	LOC5568949|XP_021709778.1|AAEG	LOC115622413|XP_030372207.1|SLEB
OG0004459	LOC5568954|XP_021709787.1|AAEG	LOC115622815|XP_030372742.1|SLEB
OG0004460	LOC5571614|XP_001659809.1|AAEG	LOC115632393|XP_030385383.1|SLEB
OG0004461	LOC5565429|XP_021710321.1|AAEG	LOC115624854|XP_030375559.1|SLEB, LOC115624525|XP_030375104.1|SLEB
OG0004462	LOC5565421|XP_001649776.1|AAEG	LOC115634705|XP_030388445.1|SLEB
OG0004463	LOC5565436|XP_021706597.1|AAEG	LOC115632223|XP_030385141.1|SLEB
OG0004464	LOC5576322|XP_021710881.1|AAEG, LOC110679609|XP_021710552.1|AAEG	LOC115622574|XP_030372412.1|SLEB
OG0004465	LOC5565418|XP_001649762.2|AAEG	LOC115624739|XP_030375426.1|SLEB
OG0004466	LOC110679619|XP_021710611.1|AAEG	LOC115634363|XP_030387885.1|SLEB
OG0004467	LOC5567897|XP_021710633.1|AAEG	LOC115633017|XP_030386200.1|SLEB
OG0004468	LOC5567895|XP_001651932.2|AAEG	LOC115632495|XP_030385532.1|SLEB
OG0004469	LOC5567889|XP_001651924.1|AAEG	LOC115626369|XP_030377584.1|SLEB, LOC115624651|XP_030375287.1|SLEB
OG0004470	LOC5576330|XP_021711018.1|AAEG	LOC115630463|XP_030382891.1|SLEB
OG0004471	LOC110680426|XP_021711916.1|AAEG, LOC110680427|XP_021711917.1|AAEG, LOC5564138|XP_021711059.1|AAEG	LOC115620552|XP_030369696.1|SLEB
OG0004472	LOC5566694|XP_001651102.1|AAEG	LOC115634793|XP_030388560.1|SLEB
OG0004473	LOC5566690|XP_001651097.2|AAEG	LOC115634562|XP_030388246.1|SLEB
OG0004474	LOC5566689|XP_001651096.1|AAEG	LOC115632611|XP_030385702.1|SLEB
OG0004475	LOC5566686|XP_001651093.2|AAEG	LOC115624869|XP_030375573.1|SLEB
OG0004476	LOC110679862|XP_021711515.1|AAEG	LOC115628568|XP_030380591.1|SLEB
OG0004477	LOC5573219|XP_001654429.1|AAEG	LOC115634730|XP_030388474.1|SLEB
OG0004478	LOC5573207|XP_021704335.1|AAEG	LOC115634344|XP_030387863.1|SLEB
OG0004479	LOC110681240|XP_021712701.1|AAEG	LOC115620085|XP_030369127.1|SLEB
OG0004480	LOC110681364|XP_021712803.1|AAEG	LOC115633430|XP_030386750.1|SLEB
OG0004481	LOC110681382|XP_021712816.1|AAEG	LOC115633082|XP_030386321.1|SLEB
OG0004504	LOC5575837|XP_001655863.1|AAEG	LOC115628095|XP_030379932.1|SLEB
OG0004505	LOC5579632|XP_021694457.1|AAEG	LOC115620770|XP_030370035.1|SLEB
OG0004506	LOC5574745|XP_021694464.1|AAEG	LOC115621756|XP_030371350.1|SLEB
OG0004507	LOC5574527|XP_001655179.1|AAEG	LOC115621829|XP_030371497.1|SLEB
OG0004508	LOC5572379|XP_021694488.1|AAEG	LOC115621400|XP_030370904.1|SLEB
OG0004509	LOC5572030|XP_001660135.1|AAEG	LOC115623207|XP_030373291.1|SLEB
OG0004510	LOC5579816|XP_001651046.2|AAEG	LOC115626665|XP_030377944.1|SLEB
OG0004511	LOC5579824|XP_021694545.1|AAEG	LOC115620691|XP_030369921.1|SLEB
OG0004512	LOC5574317|XP_021694571.1|AAEG	LOC115628063|XP_030379887.1|SLEB
OG0004513	LOC5574321|XP_021694582.1|AAEG	LOC115627726|XP_030379338.1|SLEB
OG0004514	LOC5574326|XP_021694590.1|AAEG	LOC115628055|XP_030379872.1|SLEB
OG0004515	LOC5569465|XP_001658550.2|AAEG	LOC115627413|XP_030378934.1|SLEB
OG0004516	LOC5569464|XP_021694638.1|AAEG	LOC115629355|XP_030381666.1|SLEB
OG0004517	LOC5569470|XP_021694657.1|AAEG	LOC115627303|XP_030378798.1|SLEB
OG0004518	LOC110680850|XP_021712338.1|AAEG	LOC115627409|XP_030378924.1|SLEB
OG0004519	LOC5574648|XP_001661570.1|AAEG	LOC115620686|XP_030369914.1|SLEB
OG0004520	LOC5564255|XP_021694700.1|AAEG	LOC115633354|XP_030386651.1|SLEB
OG0004521	LOC110681184|XP_021712655.1|AAEG, LOC5565549|XP_021697769.1|AAEG	LOC115620057|XP_030369056.1|SLEB
OG0004522	LOC5574723|XP_001655305.2|AAEG	LOC115633287|XP_030386556.1|SLEB
OG0004523	LOC110674766|XP_021694740.1|AAEG	LOC115621134|XP_030370546.1|SLEB
OG0004524	LOC5578731|XP_001664033.2|AAEG	LOC115626795|XP_030378122.1|SLEB
OG0004525	LOC5568128|XP_021694758.1|AAEG	LOC115627607|XP_030379193.1|SLEB
OG0004526	LOC23687941|XP_021694763.1|AAEG	LOC115626752|XP_030378067.1|SLEB
OG0004527	LOC5567108|XP_001651487.2|AAEG	LOC115627125|XP_030378556.1|SLEB
OG0004528	LOC5575264|XP_001661860.2|AAEG	LOC115629249|XP_030381526.1|SLEB
OG0004529	LOC5565679|XP_021694863.1|AAEG	LOC115627107|XP_030378529.1|SLEB
OG0004530	LOC5580068|XP_001654806.1|AAEG	LOC115626870|XP_030378237.1|SLEB
OG0004531	LOC5564914|XP_021694894.1|AAEG	LOC115622022|XP_030371741.1|SLEB
OG0004532	LOC5568333|XP_021694949.1|AAEG	LOC115629953|XP_030382424.1|SLEB
OG0004533	LOC5564957|XP_021694959.1|AAEG	LOC115629244|XP_030381521.1|SLEB
OG0004534	LOC5564713|XP_001649058.1|AAEG	LOC115629238|XP_030381513.1|SLEB
OG0004535	LOC23687526|XP_011493242.2|AAEG	LOC115628354|XP_030380289.1|SLEB
OG0004536	LOC110681352|XP_021712793.1|AAEG, LOC5573415|XP_021694995.1|AAEG	LOC115627703|XP_030379306.1|SLEB
OG0004537	LOC5571743|XP_021695000.1|AAEG	LOC115628914|XP_030381037.1|SLEB
OG0004538	LOC5574282|XP_021696719.1|AAEG, LOC5579971|XP_021695025.1|AAEG	LOC115620186|XP_030369180.1|SLEB
OG0004539	LOC5565195|XP_021695035.1|AAEG	LOC115621768|XP_030371367.1|SLEB
OG0004540	LOC23687659|XP_021695141.1|AAEG	LOC115627097|XP_030378512.1|SLEB
OG0004541	LOC5573039|XP_021693893.1|AAEG	LOC115633658|XP_030386964.1|SLEB
OG0004542	LOC5573038|XP_021694038.1|AAEG	LOC115630201|XP_030382629.1|SLEB, LOC115626827|XP_030378168.1|SLEB
OG0004543	LOC5566240|XP_021696109.1|AAEG	LOC115627219|XP_030378701.1|SLEB
OG0004544	LOC5579000|XP_021696361.1|AAEG	LOC115626664|XP_030377941.1|SLEB
OG0004545	LOC5578998|XP_021696983.1|AAEG	LOC115620922|XP_030370282.1|SLEB
OG0004546	LOC5565022|XP_001649363.2|AAEG	LOC115633683|XP_030386997.1|SLEB
OG0004547	LOC5566769|XP_021701100.1|AAEG	LOC115628707|XP_030380761.1|SLEB
OG0004548	LOC5573521|XP_001660918.2|AAEG, LOC110677080|XP_021703454.1|AAEG	LOC115629134|XP_030381336.1|SLEB
OG0004549	LOC110677788|XP_021705001.1|AAEG, LOC5569935|XP_021703073.1|AAEG	LOC115627010|XP_030378390.1|SLEB
OG0004550	LOC5574019|XP_021707312.1|AAEG	LOC115629913|XP_030382379.1|SLEB
OG0004551	LOC5574022|XP_001661113.1|AAEG	LOC115624986|XP_030375708.1|SLEB
OG0004552	LOC5574015|XP_021707866.1|AAEG	LOC115627043|XP_030378436.1|SLEB
OG0004553	LOC5574011|XP_001661096.2|AAEG	LOC115633060|XP_030386263.1|SLEB
OG0004554	LOC5564969|XP_021710730.1|AAEG	LOC115633415|XP_030386721.1|SLEB
OG0004555	LOC5571988|XP_021711427.1|AAEG, LOC5571990|XP_021711075.1|AAEG	LOC115633416|XP_030386722.1|SLEB
OG0004556	LOC5571980|XP_021712418.1|AAEG	LOC115630195|XP_030382622.1|SLEB
OG0004557	LOC110674264|XP_021694224.1|AAEG, LOC110681295|XP_021712772.1|AAEG	LOC115628961|XP_030381097.1|SLEB
OG0004558	LOC5576062|XP_001648485.2|AAEG	LOC115627640|XP_030379234.1|SLEB
OG0004559	LOC5573489|XP_021713360.1|AAEG	LOC115620598|XP_030369772.1|SLEB
OG0004560	LOC5580021|XP_021692916.1|AAEG	LOC115628071|XP_030379904.1|SLEB
OG0004561	LOC5569126|XP_021692967.1|AAEG	LOC115625336|XP_030376221.1|SLEB
OG0004562	LOC5578654|XP_021693017.1|AAEG	LOC115620662|XP_030369875.1|SLEB
OG0004563	LOC5578653|XP_021693083.1|AAEG	LOC115620675|XP_030369899.1|SLEB
OG0004564	LOC5578652|XP_001663993.2|AAEG	LOC115623797|XP_030374198.1|SLEB
OG0004565	LOC5570121|XP_001653102.2|AAEG	LOC115621589|XP_030371139.1|SLEB
OG0004566	LOC5578310|XP_001656894.2|AAEG	LOC115629506|XP_030381847.1|SLEB
OG0004567	LOC23687938|XP_021693199.1|AAEG	LOC115626816|XP_030378152.1|SLEB
OG0004568	LOC5570106|XP_001653086.2|AAEG	LOC115626658|XP_030377929.1|SLEB
OG0004569	LOC5564358|XP_021693444.1|AAEG	LOC115620625|XP_030369814.1|SLEB
OG0004570	LOC5570746|XP_021693650.1|AAEG	LOC115621251|XP_030370709.1|SLEB
OG0004571	LOC5564999|XP_021693979.1|AAEG	LOC115627468|XP_030379000.1|SLEB
OG0004572	LOC5572390|XP_001654043.1|AAEG	LOC115630517|XP_030382979.1|SLEB
OG0004573	LOC5578624|XP_021694888.1|AAEG	LOC115621161|XP_030370581.1|SLEB
OG0004574	LOC5569556|XP_001658619.1|AAEG	LOC115628913|XP_030381036.1|SLEB
OG0004575	LOC5569562|XP_021695176.1|AAEG	LOC115628852|XP_030380962.1|SLEB
OG0004576	LOC5569566|XP_001658629.1|AAEG	LOC115620453|XP_030369544.1|SLEB
OG0004577	LOC5578887|XP_001664093.2|AAEG	LOC115625093|XP_030375852.1|SLEB
OG0004578	LOC5574245|XP_001661298.1|AAEG	LOC115627193|XP_030378658.1|SLEB
OG0004579	LOC5574250|XP_001661305.2|AAEG	LOC115631001|XP_030383456.1|SLEB
OG0004580	LOC5574256|XP_021695770.1|AAEG	LOC115620569|XP_030369723.1|SLEB
OG0004581	LOC5569921|XP_021695776.1|AAEG	LOC115620396|XP_030369468.1|SLEB
OG0004582	LOC5569918|XP_001658818.2|AAEG	LOC115620869|XP_030370202.1|SLEB
OG0004583	LOC5576026|XP_021695931.1|AAEG	LOC115633258|XP_030386522.1|SLEB
OG0004584	LOC5576023|XP_021695966.1|AAEG	LOC115628169|XP_030380010.1|SLEB
OG0004585	LOC5566490|XP_021696180.1|AAEG	LOC115621273|XP_030370735.1|SLEB
OG0004586	LOC110680670|XP_021712152.1|AAEG, LOC110680344|XP_021711856.1|AAEG, LOC5566496|XP_001650881.2|AAEG	LOC115627545|XP_030379120.1|SLEB
OG0004587	LOC5571316|XP_021696265.1|AAEG	LOC115620912|XP_030370266.1|SLEB
OG0004588	LOC5571317|XP_021696269.1|AAEG	LOC115620760|XP_030370020.1|SLEB
OG0004589	LOC5571312|XP_021696292.1|AAEG	LOC115627614|XP_030379205.1|SLEB
OG0004590	LOC5571304|XP_021696553.1|AAEG	LOC115621975|XP_030371685.1|SLEB
OG0004591	LOC5571303|XP_021696640.1|AAEG	LOC115620366|XP_030369431.1|SLEB
OG0004592	LOC5571325|XP_001653614.2|AAEG, LOC110680590|XP_021712079.1|AAEG	LOC115629796|XP_030382218.1|SLEB
OG0004593	LOC5571324|XP_001653613.1|AAEG	LOC115633388|XP_030386691.1|SLEB
OG0004594	LOC5570456|XP_021696795.1|AAEG	LOC115627014|XP_030378396.1|SLEB
OG0004595	LOC5570455|XP_001659155.1|AAEG	LOC115628837|XP_030380938.1|SLEB
OG0004596	LOC5568415|XP_001658067.2|AAEG	LOC115626956|XP_030378331.1|SLEB
OG0004597	LOC5576593|XP_001656176.2|AAEG	LOC115629859|XP_030382306.1|SLEB
OG0004598	LOC5576594|XP_021697315.1|AAEG	LOC115632302|XP_030385264.1|SLEB
OG0004599	LOC5576590|XP_021694237.1|AAEG	LOC115631538|XP_030384170.1|SLEB
OG0004600	LOC5578881|XP_021697499.1|AAEG	LOC115627384|XP_030378897.1|SLEB
OG0004601	LOC5575001|XP_021697559.1|AAEG	LOC115627386|XP_030378899.1|SLEB
OG0004602	LOC110681032|XP_021712493.1|AAEG, LOC5574977|XP_011492970.2|AAEG	LOC115633317|XP_030386607.1|SLEB
OG0004603	LOC5574964|XP_001655438.1|AAEG	LOC115631709|XP_030384396.1|SLEB
OG0004604	LOC5577019|XP_001656305.2|AAEG	LOC115633233|XP_030386487.1|SLEB
OG0004605	LOC5572546|XP_021698206.1|AAEG	LOC115628712|XP_030380765.1|SLEB
OG0004606	LOC110681039|XP_021712499.1|AAEG, LOC5570419|XP_021698706.1|AAEG	LOC115624058|XP_030374500.1|SLEB
OG0004607	LOC5571999|XP_021699006.1|AAEG	LOC115628958|XP_030381093.1|SLEB
OG0004608	LOC5580118|XP_021699158.1|AAEG	LOC115626811|XP_030378143.1|SLEB
OG0004609	LOC5580129|XP_001655265.1|AAEG	LOC115627776|XP_030379444.1|SLEB
OG0004610	LOC5567908|XP_021699375.1|AAEG	LOC115620858|XP_030370176.1|SLEB
OG0004611	LOC5567930|XP_021699546.1|AAEG	LOC115621125|XP_030370531.1|SLEB
OG0004612	LOC5567934|XP_021699581.1|AAEG	LOC115620850|XP_030370154.1|SLEB
OG0004613	LOC5567928|XP_001651965.2|AAEG	LOC115620422|XP_030369506.1|SLEB
OG0004614	LOC23687785|XP_021699626.1|AAEG	LOC115627503|XP_030379052.1|SLEB, LOC115627510|XP_030379064.1|SLEB
OG0004615	LOC5580054|XP_021699671.1|AAEG	LOC115628888|XP_030381005.1|SLEB
OG0004616	LOC5580056|XP_001654826.2|AAEG	LOC115628693|XP_030380730.1|SLEB
OG0004617	LOC5569683|XP_021699817.1|AAEG	LOC115631015|XP_030383485.1|SLEB
OG0004618	LOC5564408|XP_001648750.2|AAEG	LOC115621629|XP_030371189.1|SLEB
OG0004619	LOC5564395|XP_001648740.2|AAEG	LOC115620901|XP_030370249.1|SLEB
OG0004620	LOC5576466|XP_021700376.1|AAEG	LOC115620348|XP_030369408.1|SLEB
OG0004621	LOC5576467|XP_021700393.1|AAEG	LOC115625326|XP_030376209.1|SLEB
OG0004622	LOC110676561|XP_021700642.1|AAEG	LOC115620285|XP_030369319.1|SLEB
OG0004623	LOC5576484|XP_021700664.1|AAEG	LOC115620207|XP_030369202.1|SLEB
OG0004624	LOC5579374|XP_001647679.1|AAEG	LOC115625241|XP_030376093.1|SLEB
OG0004625	LOC5570705|XP_021700943.1|AAEG	LOC115629898|XP_030382359.1|SLEB
OG0004626	LOC5570700|XP_021701111.1|AAEG	LOC115626685|XP_030377973.1|SLEB
OG0004627	LOC5568502|XP_021704914.1|AAEG, LOC110674280|XP_021694247.1|AAEG	LOC115628442|XP_030380411.1|SLEB
OG0004628	LOC5566101|XP_021701666.1|AAEG	LOC115626973|XP_030378348.1|SLEB
OG0004629	LOC5578826|XP_021701851.1|AAEG	LOC115620865|XP_030370193.1|SLEB
OG0004630	LOC5578829|XP_021701956.1|AAEG	LOC115620867|XP_030370196.1|SLEB
OG0004632	LOC110680277|XP_021711790.1|AAEG, LOC5575025|XP_001661758.1|AAEG	LOC115620537|XP_030369675.1|SLEB
OG0004633	LOC5578655|XP_021702447.1|AAEG	LOC115621441|XP_030370955.1|SLEB
OG0004634	LOC5567053|XP_001651445.1|AAEG	LOC115620670|XP_030369890.1|SLEB
OG0004635	LOC5579439|XP_021702564.1|AAEG	LOC115633414|XP_030386718.1|SLEB
OG0004636	LOC5576304|XP_021702660.1|AAEG	LOC115627364|XP_030378874.1|SLEB
OG0004637	LOC5566946|XP_021702766.1|AAEG	LOC115628842|XP_030380943.1|SLEB
OG0004638	LOC110676975|XP_021702833.1|AAEG	LOC115633411|XP_030386715.1|SLEB
OG0004639	LOC5576873|XP_001662971.1|AAEG	LOC115621420|XP_030370931.1|SLEB
OG0004640	LOC110677132|XP_021703586.1|AAEG	LOC115621032|XP_030370411.1|SLEB
OG0004641	LOC110677190|XP_021703775.1|AAEG, LOC5565072|XP_001649386.2|AAEG	LOC115627554|XP_030379132.1|SLEB
OG0004642	LOC5564074|XP_001648356.2|AAEG	LOC115628833|XP_030380932.1|SLEB
OG0004643	LOC5564047|XP_001648357.1|AAEG	LOC115623599|XP_030373872.1|SLEB
OG0004644	LOC5564058|XP_001648358.1|AAEG	LOC115629148|XP_030381369.1|SLEB
OG0004645	LOC5564072|XP_001648359.1|AAEG	LOC115631535|XP_030384168.1|SLEB
OG0004646	LOC5564039|XP_001648362.2|AAEG	LOC115621307|XP_030370779.1|SLEB
OG0004647	LOC5564042|XP_021703902.1|AAEG	LOC115629922|XP_030382387.1|SLEB
OG0004648	LOC5564034|XP_001648370.1|AAEG	LOC115627511|XP_030379065.1|SLEB
OG0004649	LOC5564033|XP_001648388.2|AAEG	LOC115627002|XP_030378377.1|SLEB
OG0004650	LOC5571509|XP_001659760.2|AAEG	LOC115631484|XP_030384099.1|SLEB
OG0004651	LOC5563797|XP_021705176.1|AAEG	LOC115621468|XP_030370988.1|SLEB
OG0004652	LOC5565059|XP_001649413.2|AAEG	LOC115621297|XP_030370764.1|SLEB
OG0004653	LOC5565054|XP_001649408.2|AAEG	LOC115630034|XP_030382531.1|SLEB
OG0004654	LOC110677890|XP_021705386.1|AAEG, LOC5565035|XP_021705378.1|AAEG	LOC115631579|XP_030384235.1|SLEB
