Orthogroup	AAEG.longest_only	DMEL.longest_only
OG0003140	LOC5575353|XP_001655730.1|AAEG	Toll-7|NP_523797.1|DMEL
OG0003141	LOC5571104|XP_001659543.2|AAEG	CG8841|NP_610760.1|DMEL
OG0003142	LOC5571107|XP_021711462.1|AAEG	cg|NP_001097306.2|DMEL
OG0003143	LOC5578337|XP_001656906.2|AAEG	Asciz|NP_647776.1|DMEL
OG0003144	LOC5579800|XP_021704649.1|AAEG	par-1|NP_995894.2|DMEL
OG0003145	LOC5579798|XP_001648112.1|AAEG	Eaf|NP_610273.1|DMEL
OG0003146	LOC110681170|XP_021712633.1|AAEG, LOC5577240|XP_001656346.1|AAEG	ADD1|NP_725094.1|DMEL
OG0003147	LOC5577230|XP_021707105.1|AAEG	CG17839|NP_996085.2|DMEL
OG0003148	LOC5577229|XP_001656334.1|AAEG	Rbbp5|NP_649209.1|DMEL
OG0003149	LOC5577228|XP_021709736.1|AAEG	Ocrl|NP_569962.2|DMEL
OG0003150	LOC5564725|XP_021707235.1|AAEG	Slik|NP_726441.1|DMEL
OG0003151	LOC5565506|XP_001649843.1|AAEG	Coq3|NP_610092.2|DMEL
OG0003152	LOC5573061|XP_001654386.1|AAEG	icln|NP_611237.2|DMEL
OG0003153	LOC5576952|XP_001663047.1|AAEG	GPHR|NP_611016.2|DMEL
OG0003154	LOC5577484|XP_001663402.2|AAEG	spn-E|NP_476741.1|DMEL
OG0003155	LOC5571008|XP_001653437.1|AAEG	CG9143|NP_611467.1|DMEL
OG0003156	LOC110678454|XP_021707061.1|AAEG, LOC5571014|XP_021709445.1|AAEG	l_2_k09913|NP_611751.1|DMEL
OG0003157	LOC5566365|XP_021706145.1|AAEG	gkt|NP_523465.2|DMEL
OG0003158	LOC5565030|XP_021712412.1|AAEG, LOC5572369|XP_001660326.1|AAEG	Hacl|NP_611460.1|DMEL
OG0003159	LOC5572366|XP_021705285.1|AAEG	EndoB|NP_611410.1|DMEL
OG0003160	LOC5572367|XP_021710151.1|AAEG	CG11275|NP_611649.1|DMEL
OG0003161	LOC110678706|XP_021707611.1|AAEG, LOC5567134|XP_021712257.1|AAEG	CG12343|NP_610617.1|DMEL
OG0003162	LOC5575384|XP_001655741.1|AAEG	Vps25|NP_610398.1|DMEL
OG0003163	LOC5573615|XP_001660948.1|AAEG	ND-ACP|NP_001261250.1|DMEL
OG0003164	LOC5575218|XP_001655624.2|AAEG	l_2_k09848|NP_610200.1|DMEL
OG0003165	LOC5563889|XP_021712844.1|AAEG, LOC5564332|XP_021710208.1|AAEG	Ehbp1|NP_995865.2|DMEL
OG0003166	LOC5574010|XP_021712001.1|AAEG, LOC110677757|XP_021704767.1|AAEG	CG9304|NP_611624.3|DMEL
OG0003167	LOC5573842|XP_021704132.1|AAEG	ena|NP_001137709.1|DMEL
OG0003168	LOC5565520|XP_021706150.1|AAEG	Nmdmc|NP_476929.1|DMEL
OG0003169	LOC5573831|XP_001654859.1|AAEG	CG2608|NP_610042.1|DMEL
OG0003170	LOC5577203|XP_021709510.1|AAEG	RhoGEF2|NP_477317.1|DMEL
OG0003171	LOC5563760|XP_021704243.1|AAEG	CG11474|NP_611634.1|DMEL
OG0003172	LOC5566185|XP_021710722.1|AAEG	CG42542|NP_001163614.1|DMEL
OG0003173	LOC5568716|XP_001652543.1|AAEG	Prosbeta7|NP_649529.1|DMEL
OG0003174	LOC5568764|XP_021705032.1|AAEG	AP-1mu|NP_649906.1|DMEL
OG0003175	LOC5566316|XP_021707240.1|AAEG	mrj|NP_725545.2|DMEL
OG0003176	LOC5577180|XP_001663268.1|AAEG	Uch|NP_476940.1|DMEL
OG0003177	LOC5573361|XP_001660837.1|AAEG	Tim10|NP_611606.1|DMEL
OG0003178	LOC5573358|XP_001660840.2|AAEG	NC2alpha|NP_611601.2|DMEL
OG0003179	LOC5580238|XP_001662432.1|AAEG	Tbp|NP_523805.1|DMEL
OG0003180	LOC5580236|XP_001662422.2|AAEG	S2P|NP_610705.1|DMEL
OG0003181	LOC5578045|XP_001663666.2|AAEG	CG13016|NP_610929.2|DMEL
OG0003182	LOC23687892|XP_021708781.1|AAEG	CG11200|NP_611471.1|DMEL
OG0003183	LOC5564363|XP_021709031.1|AAEG	drk|NP_476858.1|DMEL
OG0003184	LOC5575460|XP_001661978.1|AAEG, LOC110681025|XP_021712485.1|AAEG	Bmcp|NP_648501.1|DMEL
OG0003185	LOC5569799|XP_021710033.1|AAEG	Dp|NP_477039.1|DMEL
OG0003186	LOC5574768|XP_001655336.2|AAEG	CG30259|NP_611708.2|DMEL
OG0003187	LOC5578346|XP_021704791.1|AAEG	CG15435|NP_608838.1|DMEL
OG0003188	LOC110680350|XP_021711862.1|AAEG, LOC110680349|XP_021711860.1|AAEG, LOC5567222|XP_021710941.1|AAEG	Ssdp|NP_001262698.1|DMEL
OG0003189	LOC5571907|XP_001660001.1|AAEG	ND-39|NP_649234.1|DMEL
OG0003190	LOC5577747|XP_001663521.2|AAEG	Ns2|NP_611232.1|DMEL
OG0003191	LOC5572080|XP_001660162.2|AAEG	Pmm2|NP_648589.1|DMEL
OG0003192	LOC23687735|XP_021708352.1|AAEG	Hsc70Cb|NP_001189103.1|DMEL
OG0003193	LOC5578090|XP_021710074.1|AAEG	Lam|NP_476616.1|DMEL
OG0003194	LOC5580214|XP_021708554.1|AAEG	bmm|NP_001163445.1|DMEL
OG0003195	LOC5568266|XP_001657963.1|AAEG	Sf3b5|NP_652189.1|DMEL
OG0003196	LOC5568265|XP_001657962.2|AAEG	Mtr3|NP_649157.1|DMEL
OG0003197	LOC5574074|XP_021709018.1|AAEG	ome|NP_001097606.1|DMEL
OG0003198	LOC5574077|XP_021707980.1|AAEG	cort|NP_523494.1|DMEL
OG0003199	LOC5566877|XP_001651304.3|AAEG	mthl14|NP_728509.1|DMEL
OG0003200	LOC5566863|XP_021710379.1|AAEG, LOC110681419|XP_021712851.1|AAEG	SCAP|NP_788277.1|DMEL
OG0003201	LOC5564594|XP_021704758.1|AAEG	Prosap|NP_610925.3|DMEL
OG0003202	LOC5575094|XP_001661818.2|AAEG	mus301|NP_648178.1|DMEL
OG0003203	LOC5576493|XP_021707065.1|AAEG	aPKC|NP_001260984.1|DMEL
OG0003204	LOC5574210|XP_021707182.1|AAEG	InR|NP_001138093.1|DMEL
OG0003205	LOC5574197|XP_001661254.1|AAEG	Mtpbeta|NP_477378.1|DMEL
OG0003206	LOC5574187|XP_001661244.1|AAEG	l_2_k10201|NP_788296.1|DMEL
OG0003207	LOC5574178|XP_021707990.1|AAEG	Ctl2|NP_651670.1|DMEL
OG0003208	LOC23687678|XP_011493076.1|AAEG, LOC110678838|XP_021708011.1|AAEG	vsg|NP_001261646.1|DMEL
OG0003209	LOC110681390|XP_021712828.1|AAEG, LOC5567469|XP_001657473.1|AAEG	LTV1|NP_610620.1|DMEL
OG0003210	LOC5571924|XP_001660021.2|AAEG	Nup37|NP_651360.1|DMEL
OG0003211	LOC5571925|XP_001660022.2|AAEG	CG7544|NP_611015.1|DMEL
OG0003212	LOC5571933|XP_021708662.1|AAEG	MBD-R2|NP_731688.2|DMEL
OG0003213	LOC5569734|XP_001652958.1|AAEG	CG8435|NP_611092.2|DMEL
OG0003214	LOC5569740|XP_021708814.1|AAEG	cora|NP_523791.2|DMEL
OG0003215	LOC5569745|XP_001652969.1|AAEG	Fkbp12|NP_523792.2|DMEL
OG0003216	LOC5566549|XP_021708844.1|AAEG	CG8740|NP_001137621.1|DMEL
OG0003217	LOC5565440|XP_001649789.1|AAEG	CSN7|NP_610379.2|DMEL
OG0003218	LOC5567899|XP_001651938.1|AAEG	CG14186|NP_649174.1|DMEL
OG0003219	LOC110679632|XP_021710661.1|AAEG, LOC110680334|XP_021711848.1|AAEG	Neurl4|NP_648688.2|DMEL
OG0003220	LOC5564121|XP_021711028.1|AAEG	CG10383|NP_609896.1|DMEL
OG0003221	LOC5564106|XP_021711078.1|AAEG	CG8915|NP_573208.1|DMEL
OG0003222	LOC5564134|XP_001648444.1|AAEG	CG2121|NP_001137618.1|DMEL
OG0003223	LOC5566691|XP_021711483.1|AAEG	CG8321|NP_610720.1|DMEL
OG0003224	LOC5573218|XP_021704328.1|AAEG	Hsf|NP_001036555.1|DMEL
OG0003250	LOC5575829|XP_001655852.1|AAEG	CG5382|NP_732721.1|DMEL
OG0003251	LOC5575830|XP_001655851.1|AAEG	Spag1|NP_651514.1|DMEL
OG0003252	LOC110674708|XP_021694452.1|AAEG	btn|NP_732768.1|DMEL
OG0003253	LOC5574743|XP_001655315.1|AAEG	CG5608|NP_650208.1|DMEL
OG0003254	LOC5574740|XP_001655313.1|AAEG	MAGE|NP_649702.2|DMEL
OG0003255	LOC5566217|XP_001650620.1|AAEG	CG1750|NP_651857.2|DMEL
OG0003256	LOC5574525|XP_001655177.1|AAEG	bigmax|NP_651556.2|DMEL
OG0003257	LOC23687408|XP_021694498.1|AAEG	dlg1|NP_001162718.1|DMEL
OG0003258	LOC5572023|XP_001660129.1|AAEG	CG1532|NP_608420.1|DMEL
OG0003259	LOC110680598|XP_021712084.1|AAEG, LOC5572022|XP_021694527.1|AAEG	CG42346|NP_001036306.3|DMEL
OG0003260	LOC5579818|XP_021694540.1|AAEG	CG9915|NP_001097000.1|DMEL
OG0003261	LOC5579823|XP_021694543.1|AAEG, LOC110681131|XP_021712596.1|AAEG	Syt14|NP_001262249.1|DMEL
OG0003262	LOC5564257|XP_001648609.1|AAEG	SF1|NP_524654.2|DMEL
OG0003263	LOC5579472|XP_021694661.1|AAEG	CCT2|NP_572524.1|DMEL
OG0003264	LOC110674749|XP_021694695.1|AAEG	CG14621|NP_608458.1|DMEL
OG0003265	LOC5574719|XP_021694720.1|AAEG, LOC110680806|XP_021712273.1|AAEG	Orc5|NP_477132.1|DMEL
OG0003266	LOC5577930|XP_021694729.1|AAEG	Cpr|NP_477158.1|DMEL
OG0003267	LOC5578728|XP_021694739.1|AAEG	Pvf1|NP_523407.1|DMEL
OG0003268	LOC5576693|XP_021694745.1|AAEG	CG33203|NP_001138119.2|DMEL
OG0003269	LOC5563879|XP_001648190.1|AAEG	CIA30|NP_651718.1|DMEL
OG0003270	LOC5576694|XP_021694749.1|AAEG	DCX-EMAP|NP_001261850.1|DMEL
OG0003271	LOC5570397|XP_021694767.1|AAEG	Eph|NP_524625.3|DMEL
OG0003272	LOC5567111|XP_021694817.1|AAEG	CG32549|NP_996510.2|DMEL
OG0003273	LOC5578389|XP_021694849.1|AAEG	Ak6|NP_610797.1|DMEL
OG0003274	LOC23687811|XP_011493407.2|AAEG	nej|NP_001188575.1|DMEL
OG0003275	LOC110674071|XP_021693209.1|AAEG, LOC5569249|XP_021694927.1|AAEG	lva|NP_525064.1|DMEL
OG0003276	LOC5565132|XP_001649479.2|AAEG	CSN5|NP_477442.1|DMEL
OG0003277	LOC110674823|XP_021694962.1|AAEG	CG30016|NP_724982.1|DMEL
OG0003278	LOC5564714|XP_021694994.1|AAEG	Slu7|NP_651659.2|DMEL
OG0003279	LOC110674834|XP_021695001.1|AAEG	Nf-YC|NP_572354.1|DMEL
OG0003280	LOC110674838|XP_021695023.1|AAEG	Poxm|NP_001036687.1|DMEL
OG0003281	LOC5566264|XP_021695062.1|AAEG, LOC110680628|XP_021712116.1|AAEG	Cpr92F|NP_650905.2|DMEL
OG0003282	LOC5571722|XP_021695075.1|AAEG	pod1|NP_001245554.1|DMEL
OG0003283	LOC5578708|XP_001664007.2|AAEG	Hakai|NP_001260593.1|DMEL
OG0003284	LOC5565191|XP_021712934.1|AAEG, LOC110673982|XP_021695115.1|AAEG	Pdp|NP_572404.1|DMEL
OG0003285	LOC5567660|XP_021695120.1|AAEG	ATPsynC|NP_651852.1|DMEL
OG0003286	LOC5566555|XP_021710117.1|AAEG	Lerp|NP_001262996.1|DMEL
OG0003287	LOC5573040|XP_001654352.2|AAEG	CCDC151|NP_648520.1|DMEL
OG0003288	LOC5573031|XP_021694308.1|AAEG	Mf|NP_650423.1|DMEL
OG0003289	LOC5579012|XP_001664192.2|AAEG	EMC8-9|NP_611731.1|DMEL
OG0003290	LOC5578997|XP_001664176.2|AAEG	CG14646|NP_649462.1|DMEL
OG0003291	LOC5573523|XP_001660916.2|AAEG	SREBP|NP_730449.1|DMEL
OG0003292	LOC5568403|XP_001658058.1|AAEG	Lsd-2|NP_572996.1|DMEL
OG0003293	LOC5570652|XP_021706741.1|AAEG	CG4557|NP_572360.1|DMEL
OG0003294	LOC5574017|XP_021707599.1|AAEG	Vps50|NP_611258.2|DMEL
OG0003295	LOC5574012|XP_021708368.1|AAEG	Usp2|NP_001285528.1|DMEL
OG0003296	LOC110674420|XP_021694351.1|AAEG	CG45122|NP_001287309.1|DMEL
OG0003297	LOC5571798|XP_021709701.1|AAEG	Fmr1|NP_001247017.1|DMEL
OG0003298	LOC5576074|XP_021713331.1|AAEG	CG5613|NP_573215.1|DMEL
OG0003299	LOC5569128|XP_021692944.1|AAEG	put|NP_001262575.1|DMEL
OG0003300	LOC5568968|XP_021692995.1|AAEG	kibra|NP_001287329.1|DMEL
OG0003301	LOC5570119|XP_021693122.1|AAEG	CG10914|NP_611297.3|DMEL
OG0003302	LOC5570118|XP_001653099.1|AAEG	CG1628|NP_572639.2|DMEL
OG0003303	LOC5570104|XP_021693415.1|AAEG	Ercc1|NP_477468.1|DMEL
OG0003304	LOC5570771|XP_021693931.1|AAEG	Hrd3|NP_651179.1|DMEL
OG0003305	LOC5577441|XP_021694384.1|AAEG	Hs3st-B|NP_573370.1|DMEL
OG0003306	LOC5572387|XP_001654036.2|AAEG	geminin|NP_610218.1|DMEL
OG0003307	LOC5578290|XP_021694598.1|AAEG	Stim|NP_523357.2|DMEL
OG0003308	LOC5578620|XP_001657046.1|AAEG	Sf3b1|NP_001259837.1|DMEL
OG0003309	LOC5569552|XP_021695172.1|AAEG	bves|NP_608426.1|DMEL
OG0003310	LOC5569563|XP_001658626.2|AAEG	CG11095|NP_572927.1|DMEL
OG0003311	LOC110681241|XP_021712702.1|AAEG, LOC5569568|XP_001658631.2|AAEG	mRpL40|NP_524318.1|DMEL
OG0003312	LOC5563944|XP_001648266.1|AAEG	Det|NP_650608.1|DMEL
OG0003313	LOC5574249|XP_001661303.2|AAEG	CG13367|NP_569851.2|DMEL
OG0003314	LOC23687986|XP_021695617.1|AAEG	DNAlig1|NP_611843.2|DMEL
OG0003315	LOC5579485|XP_021695637.1|AAEG	Sep4|NP_728003.1|DMEL
OG0003316	LOC110675390|XP_021695976.1|AAEG	CG11317|NP_001263133.1|DMEL
OG0003317	LOC5566507|XP_001650896.2|AAEG	CG7265|NP_650402.1|DMEL
OG0003318	LOC5568484|XP_021696073.1|AAEG	Mical|NP_001247015.1|DMEL
OG0003319	LOC5566499|XP_021696131.1|AAEG	CG9795|NP_730812.3|DMEL
OG0003320	LOC5567617|XP_021696188.1|AAEG, LOC110680343|XP_021711854.1|AAEG	Gycbeta100B|NP_524603.2|DMEL
OG0003321	LOC5566495|XP_001650884.2|AAEG	CG1544|NP_651849.1|DMEL
OG0003322	LOC110675460|XP_021696255.1|AAEG, LOC5566509|XP_001650883.1|AAEG, LOC110674015|XP_021712153.1|AAEG	Zwilch|NP_733421.1|DMEL
OG0003323	LOC5568414|XP_001658066.2|AAEG, LOC5568630|XP_001652469.2|AAEG	y|NP_476792.1|DMEL
OG0003324	LOC5574970|XP_021697905.1|AAEG	Adar|NP_001368969.1|DMEL
OG0003325	LOC5574966|XP_021697959.1|AAEG	CD98hc|NP_001262354.2|DMEL
OG0003326	LOC5577023|XP_001656310.2|AAEG	Chchd2|NP_573196.1|DMEL
OG0003327	LOC5576689|XP_001662827.2|AAEG	CG11360|NP_001259068.1|DMEL
OG0003328	LOC5570591|XP_001653258.1|AAEG	CG4025|NP_569979.1|DMEL
OG0003329	LOC5570593|XP_021698550.1|AAEG	Lrrk|NP_001262772.1|DMEL
OG0003330	LOC5574728|XP_001661616.2|AAEG	CG3552|NP_001137926.1|DMEL
OG0003331	LOC23687535|XP_011492966.2|AAEG	CG8945|NP_573190.1|DMEL
OG0003332	LOC5580120|XP_021711923.1|AAEG, LOC110676273|XP_021699204.1|AAEG	TH1|NP_573123.1|DMEL
OG0003333	LOC5580130|XP_021699347.1|AAEG	zfh1|NP_733401.3|DMEL
OG0003334	LOC5567931|XP_001651963.2|AAEG	Sec20|NP_649595.1|DMEL
OG0003335	LOC5567933|XP_001651967.2|AAEG	HtrA2|NP_650366.1|DMEL
OG0003336	LOC5564393|XP_021700110.1|AAEG	CG6015|NP_651005.1|DMEL
OG0003337	LOC5576478|XP_001662672.2|AAEG	Rpn2|NP_001263057.1|DMEL
OG0003338	LOC5576481|XP_001662674.2|AAEG	naz|NP_732328.1|DMEL
OG0003339	LOC5570698|XP_001659294.2|AAEG	Gycalpha99B|NP_477088.2|DMEL
OG0003340	LOC5570699|XP_021701068.1|AAEG	CG7582|NP_651710.1|DMEL
OG0003341	LOC5571561|XP_001653698.2|AAEG, LOC110676681|XP_021701199.1|AAEG	CG8326|NP_573226.1|DMEL
OG0003342	LOC5571567|XP_001653705.2|AAEG	Gss1|NP_788926.2|DMEL, Gss2|NP_728118.2|DMEL
OG0003343	LOC5569251|XP_021701437.1|AAEG	mmd|NP_001285311.1|DMEL
OG0003344	LOC23687992|XP_011493304.2|AAEG, LOC5565019|XP_021708709.1|AAEG	Eato|NP_001036360.1|DMEL
OG0003345	LOC5565271|XP_021701757.1|AAEG	Flacc|NP_573339.1|DMEL
OG0003346	LOC5578827|XP_001664044.1|AAEG	CstF64|NP_477453.1|DMEL
OG0003347	LOC5567723|XP_001657630.2|AAEG	CG7685|NP_650724.1|DMEL
OG0003348	LOC5567052|XP_021702364.1|AAEG	dind|NP_650741.1|DMEL
OG0003349	LOC5576312|XP_001656046.1|AAEG	CG8745|NP_648665.1|DMEL
OG0003350	LOC5576307|XP_021702688.1|AAEG	unk|NP_001303430.1|DMEL
OG0003351	LOC5566959|XP_021702823.1|AAEG	RpL7A|NP_511063.1|DMEL
OG0003352	LOC23687944|XP_011493297.2|AAEG, LOC5568675|XP_001658091.2|AAEG	PH4alphaEFB|NP_733371.1|DMEL
OG0003353	LOC5576900|XP_021703214.1|AAEG	Fas1|NP_001097814.1|DMEL
OG0003354	LOC5576894|XP_021703285.1|AAEG	Sap-r|NP_524597.1|DMEL
OG0003355	LOC5576890|XP_001662990.2|AAEG	CG42450|NP_001259691.1|DMEL
OG0003356	LOC5576880|XP_001662980.2|AAEG	CG2258|NP_572439.1|DMEL
OG0003357	LOC5576878|XP_001662978.1|AAEG	CG10347|NP_572755.1|DMEL
OG0003358	LOC5564062|XP_001648368.1|AAEG	CG5110|NP_609843.1|DMEL
OG0003359	LOC5564054|XP_001648381.1|AAEG	CG4928|NP_573179.1|DMEL
OG0003360	LOC5564066|XP_021704044.1|AAEG	hiw|NP_511159.3|DMEL
OG0003361	LOC5578497|XP_021704289.1|AAEG	mei-W68|NP_995901.1|DMEL
OG0003362	LOC110680210|XP_021711717.1|AAEG, LOC5579200|XP_021705129.1|AAEG	Acf|NP_536734.2|DMEL
OG0003363	LOC5579202|XP_021705141.1|AAEG	CG7956|NP_001036740.2|DMEL
OG0003364	LOC5578139|XP_001663710.1|AAEG	Timp|NP_731461.1|DMEL
OG0003365	LOC5579301|XP_021705291.1|AAEG	Cerk|NP_730923.1|DMEL
OG0003366	LOC5565040|XP_001649382.2|AAEG	Sgf11|NP_001097638.1|DMEL
OG0003367	LOC5576008|XP_001662341.2|AAEG	Max|NP_649097.1|DMEL
OG0003368	LOC110678056|XP_021706274.1|AAEG, LOC5575285|XP_021712728.1|AAEG	Aldh7A1|NP_649099.1|DMEL
OG0003369	LOC110678069|XP_021706303.1|AAEG	gfzf|NP_001262335.1|DMEL
OG0003370	LOC5565330|XP_001649677.1|AAEG	CG9471|NP_001097729.1|DMEL
OG0003371	LOC5575427|XP_021706990.1|AAEG, LOC110680456|XP_021711952.1|AAEG	Syx16|NP_523420.1|DMEL
OG0003372	LOC5579482|XP_001647780.1|AAEG	St4|NP_610918.1|DMEL
OG0003373	LOC5575470|XP_001661987.3|AAEG	sad|NP_650123.1|DMEL
OG0003374	LOC110680932|XP_021712405.1|AAEG, LOC5568540|XP_021707619.1|AAEG	Tomosyn|NP_001162735.1|DMEL
OG0003375	LOC110678773|XP_021707804.1|AAEG	stumps|NP_731923.2|DMEL
OG0003376	LOC5565268|XP_001649604.1|AAEG	pont|NP_652608.1|DMEL
OG0003377	LOC5564417|XP_021708027.1|AAEG	CG42795|NP_001287272.1|DMEL
OG0003378	LOC110680511|XP_021711999.1|AAEG, LOC5572774|XP_001654172.1|AAEG	CG12259|NP_651595.1|DMEL
OG0003379	LOC110678859|XP_021708087.1|AAEG, LOC5572778|XP_001654173.2|AAEG	Rpn7|NP_651048.1|DMEL
OG0003380	LOC5572781|XP_001654180.1|AAEG	CG13857|NP_651035.1|DMEL
OG0003381	LOC5580227|XP_001655934.2|AAEG	YL-1|NP_609475.1|DMEL
OG0003382	LOC5580230|XP_021708254.1|AAEG	tau|NP_733224.2|DMEL
OG0003383	LOC5578695|XP_001657094.2|AAEG	sage|NP_524287.1|DMEL
OG0003384	LOC5568279|XP_001657976.1|AAEG	U2af38|NP_477208.1|DMEL
OG0003385	LOC5568276|XP_001657975.2|AAEG	DNApol-iota|NP_649772.1|DMEL
OG0003386	LOC5566095|XP_001650454.1|AAEG	CG7006|NP_651296.1|DMEL
OG0003387	LOC5566097|XP_001650455.1|AAEG	CROT|NP_001334704.1|DMEL
OG0003388	LOC110679207|XP_021709028.1|AAEG	CG13004|NP_001245721.1|DMEL
OG0003389	LOC110679265|XP_021709200.1|AAEG, LOC5570643|XP_001653279.1|AAEG	CG3663|NP_611952.1|DMEL
OG0003390	LOC5570608|XP_001653272.1|AAEG, LOC110679312|XP_021709361.1|AAEG	CG6013|NP_650777.1|DMEL
OG0003391	LOC110680569|XP_021712045.1|AAEG, LOC5574582|XP_001655206.2|AAEG	Brf|NP_650616.2|DMEL
OG0003392	LOC5572715|XP_001660532.2|AAEG	CG10340|NP_650565.2|DMEL
OG0003393	LOC5568155|XP_021710093.1|AAEG	Trc8|NP_996303.1|DMEL
OG0003394	LOC5568159|XP_001657903.2|AAEG	bap|NP_732637.1|DMEL
OG0003395	LOC5566198|XP_021710187.1|AAEG	C15|NP_476873.2|DMEL
OG0003396	LOC5566195|XP_001650574.2|AAEG	htt|NP_651629.1|DMEL
OG0003397	LOC5567411|XP_001657413.2|AAEG	lmd|NP_732811.1|DMEL
OG0003399	LOC110680483|XP_021711980.1|AAEG, LOC5567405|XP_001657418.1|AAEG	CG11920|NP_651335.2|DMEL
OG0003400	LOC5568338|XP_021710740.1|AAEG	CG13654|NP_651350.2|DMEL
OG0003401	LOC5577501|XP_021711436.1|AAEG	SKIP|NP_001262827.1|DMEL
OG0003402	LOC110679871|XP_021711570.1|AAEG	CG13407|NP_651009.1|DMEL
OG0003403	LOC5577499|XP_001656515.2|AAEG	Nurf-38|NP_523849.3|DMEL
OG0003404	LOC5577699|XP_021711667.1|AAEG	CG14367|NP_650305.1|DMEL
OG0003405	LOC5572734|XP_001660546.2|AAEG	mms4|NP_610611.1|DMEL
OG0003406	LOC5572725|XP_001660544.1|AAEG	RpL4|NP_524538.2|DMEL
OG0003407	LOC5572724|XP_001660542.1|AAEG	BCAS2|NP_651596.1|DMEL
OG0003408	LOC5572733|XP_001660547.2|AAEG	Rrp6|NP_001097795.1|DMEL
OG0003409	LOC5572730|XP_021711963.1|AAEG	Mitofilin|NP_001262819.1|DMEL
OG0003410	LOC5572735|XP_001660557.1|AAEG	Sar1|NP_732717.1|DMEL
OG0003411	LOC5567789|XP_001657692.1|AAEG	mtSSB|NP_536744.2|DMEL
OG0003412	LOC5567787|XP_021712246.1|AAEG	Cpsf100|NP_651658.1|DMEL
OG0003413	LOC5567767|XP_001657667.2|AAEG	CG9766|NP_001097672.1|DMEL
OG0003414	LOC5569265|XP_021712555.1|AAEG	CG4914|NP_648711.1|DMEL
OG0003415	LOC5571786|XP_001659917.1|AAEG, LOC110681191|XP_021712663.1|AAEG	CG15890|NP_572968.1|DMEL
OG0003416	LOC5571793|XP_001659919.1|AAEG, LOC110680319|XP_021711839.1|AAEG	ppan|NP_476979.1|DMEL
OG0003417	LOC5571790|XP_001659923.1|AAEG	Hmgcr|NP_732900.1|DMEL
OG0003418	LOC110680553|XP_021712037.1|AAEG, LOC5567068|XP_001651458.1|AAEG	Vha55|NP_476908.1|DMEL
OG0003419	LOC5567063|XP_001651463.2|AAEG	e|NP_524431.2|DMEL
OG0003420	LOC5567062|XP_021712857.1|AAEG	Nelf-A|NP_001262804.1|DMEL
OG0003421	LOC5567085|XP_021712943.1|AAEG	CG14516|NP_651674.3|DMEL
OG0003422	LOC5577530|XP_021712944.1|AAEG	CG14512|NP_651673.1|DMEL
OG0003423	LOC5573383|XP_001660867.2|AAEG	CG4975|NP_001137694.1|DMEL
OG0003424	LOC5573375|XP_001660864.2|AAEG	CG5854|NP_651196.1|DMEL
OG0003425	LOC5573371|XP_001660857.1|AAEG	RpI12|NP_524439.1|DMEL
OG0003426	LOC110681358|XP_021712799.1|AAEG, LOC110681360|XP_021712800.1|AAEG, LOC5573381|XP_021712999.1|AAEG	Mekk1|NP_732373.1|DMEL
OG0003427	LOC5570624|XP_001659227.2|AAEG	CG7706|NP_650742.2|DMEL
OG0003428	LOC5572584|XP_001654088.2|AAEG	Cln3|NP_649011.1|DMEL
OG0003429	LOC5580284|XP_001662911.1|AAEG, LOC110681506|XP_021713094.1|AAEG	mRpL43|NP_523828.1|DMEL
OG0003430	LOC5575731|XP_021713117.1|AAEG	ci|NP_524617.3|DMEL
OG0003431	LOC23687402|XP_021713130.1|AAEG	tacc|NP_001189169.1|DMEL
OG0003432	LOC110681519|XP_021713159.1|AAEG, LOC5568725|XP_001658106.1|AAEG	CHORD|NP_651226.1|DMEL
OG0003433	LOC5565237|XP_021713167.1|AAEG	Zip99C|NP_733319.1|DMEL
OG0003434	LOC5576286|XP_001662576.2|AAEG	CG11655|NP_573024.1|DMEL
OG0003435	LOC5572168|XP_021713207.1|AAEG	Ets97D|NP_001263000.1|DMEL
OG0003436	LOC5569222|XP_001652782.1|AAEG	elm|NP_649568.1|DMEL
OG0003437	LOC5569219|XP_001652784.1|AAEG	Sec23|NP_001246932.1|DMEL
OG0003438	LOC5569226|XP_001652785.1|AAEG	MED27|NP_649569.1|DMEL
OG0003439	LOC5569232|XP_021712263.1|AAEG, LOC110681536|XP_021713262.1|AAEG	TBC1d7|NP_651223.2|DMEL
OG0003440	LOC5578520|XP_021713299.1|AAEG	heph|NP_001247399.1|DMEL
OG0003441	LOC5578519|XP_001663910.1|AAEG	Pburs|NP_609712.1|DMEL
OG0003442	LOC5565034|XP_021694403.1|AAEG	St2|NP_649870.1|DMEL
OG0003443	LOC5576914|XP_001663011.1|AAEG	Non2|NP_647745.1|DMEL
OG0003444	LOC5576920|XP_001663017.1|AAEG	Csas|NP_730474.2|DMEL
OG0003445	LOC5580013|XP_021713335.1|AAEG	CG15365|NP_001285030.1|DMEL
OG0003446	LOC5580009|XP_021713348.1|AAEG	Ranbp16|NP_001188596.1|DMEL
OG0003447	LOC5580014|XP_021694307.1|AAEG	fuss|NP_001162829.1|DMEL
OG0003448	LOC5574616|XP_001661533.1|AAEG	CG14641|NP_649440.3|DMEL
OG0003449	LOC5574612|XP_001661529.1|AAEG	Ns1|NP_732199.2|DMEL
OG0003450	LOC5574618|XP_021713371.1|AAEG	CG6171|NP_001097801.1|DMEL
OG0003451	LOC5574690|XP_021713381.1|AAEG	CG5745|NP_650941.3|DMEL
