Orthogroup	AAEG.longest_only	DGUA.longest_only
OG0004152	LOC5567059|XP_021707475.1|AAEG	LOC117586759|XP_034132960.1|DGUA
OG0004153	LOC5566935|XP_001651349.2|AAEG	LOC117578509|XP_034119938.1|DGUA
OG0004154	LOC5566936|XP_001651351.1|AAEG	LOC117589257|XP_034136923.1|DGUA
OG0004155	LOC5564347|XP_021705904.1|AAEG	LOC117585531|XP_034130939.1|DGUA
OG0004156	LOC5564356|XP_001648702.2|AAEG	LOC117585611|XP_034131057.1|DGUA
OG0004157	LOC5564352|XP_001648705.1|AAEG	LOC117590344|XP_034138734.1|DGUA
OG0004158	LOC110681135|XP_021712601.1|AAEG, LOC5566890|XP_021706408.1|AAEG	LOC117587195|XP_034133630.1|DGUA
OG0004159	LOC110681134|XP_021712600.1|AAEG, LOC5566844|XP_001651262.1|AAEG	LOC117585931|XP_034131587.1|DGUA
OG0004160	LOC110681137|XP_021712602.1|AAEG, LOC5566879|XP_001651261.1|AAEG	LOC117587118|XP_034133505.1|DGUA
OG0004161	LOC5575301|XP_021709548.1|AAEG	LOC117585515|XP_034130906.1|DGUA
OG0004162	LOC5572563|XP_001654078.2|AAEG	LOC117586630|XP_034132742.1|DGUA
OG0004163	LOC5572570|XP_021704577.1|AAEG	LOC117590046|XP_034138255.1|DGUA
OG0004164	LOC5577087|XP_021706999.1|AAEG	LOC117586021|XP_034131745.1|DGUA
OG0004165	LOC5575775|XP_001662199.1|AAEG	LOC117578638|XP_034120135.1|DGUA
OG0004166	LOC110680827|XP_021712306.1|AAEG, LOC5576273|XP_001662562.1|AAEG	LOC117580447|XP_034122941.1|DGUA
OG0004167	LOC5569283|XP_001652819.2|AAEG	LOC117585680|XP_034131172.1|DGUA
OG0004168	LOC5580142|XP_021704229.1|AAEG	LOC117583824|XP_034128299.1|DGUA
OG0004169	LOC110681292|XP_021712745.1|AAEG, LOC110677894|XP_021705420.1|AAEG	LOC117580937|XP_034123609.1|DGUA
OG0004170	LOC5576101|XP_021709845.1|AAEG	LOC117588600|XP_034135899.1|DGUA
OG0004171	LOC5576096|XP_021704208.1|AAEG	LOC117581063|XP_034123826.1|DGUA
OG0004172	LOC5573800|XP_021704200.1|AAEG	LOC117590348|XP_034138767.1|DGUA
OG0004173	LOC5571075|XP_021704199.1|AAEG	LOC117579968|XP_034122036.1|DGUA
OG0004174	LOC5571073|XP_021705600.1|AAEG	LOC117592515|XP_034142254.1|DGUA
OG0004175	LOC5571069|XP_021711674.1|AAEG	LOC117580627|XP_034123105.1|DGUA
OG0004176	LOC5571059|XP_001659495.1|AAEG	LOC117586817|XP_034132986.1|DGUA
OG0004177	LOC5575615|XP_021709477.1|AAEG	LOC117585662|XP_034131145.1|DGUA
OG0004178	LOC23687700|XP_021707715.1|AAEG	LOC117590119|XP_034138361.1|DGUA
OG0004179	LOC5567259|XP_021706629.1|AAEG	LOC117581325|XP_034124324.1|DGUA
OG0004180	LOC5574666|XP_021711097.1|AAEG	LOC117586342|XP_034132235.1|DGUA
OG0004181	LOC23687827|XP_021707711.1|AAEG	LOC117585036|XP_034130179.1|DGUA
OG0004183	LOC5574876|XP_021705871.1|AAEG	LOC117589410|XP_034137232.1|DGUA
OG0004184	LOC5568503|XP_001652323.1|AAEG	LOC117579570|XP_034121385.1|DGUA
OG0004185	LOC5568500|XP_021710070.1|AAEG	LOC117584744|XP_034129719.1|DGUA
OG0004186	LOC5568499|XP_001652327.1|AAEG	LOC117580716|XP_034123270.1|DGUA
OG0004187	LOC5568509|XP_001652333.2|AAEG	LOC117586282|XP_034132127.1|DGUA
OG0004188	LOC5575998|XP_021709796.1|AAEG	LOC117585975|XP_034131679.1|DGUA
OG0004189	LOC5575997|XP_001655962.2|AAEG	LOC117585982|XP_034131690.1|DGUA
OG0004190	LOC5575992|XP_021705688.1|AAEG	LOC117586704|XP_034132865.1|DGUA
OG0004191	LOC5575991|XP_001655946.2|AAEG	LOC117586709|XP_034132870.1|DGUA
OG0004192	LOC5565476|XP_021705041.1|AAEG	LOC117586570|XP_034132622.1|DGUA
OG0004193	LOC5575719|XP_021705862.1|AAEG	LOC117590866|XP_034139777.1|DGUA
OG0004194	LOC110681154|XP_021712613.1|AAEG, LOC110678343|XP_021706789.1|AAEG	LOC117585620|XP_034131075.1|DGUA
OG0004195	LOC5568218|XP_021708416.1|AAEG	LOC117581372|XP_034124399.1|DGUA
OG0004196	LOC5568215|XP_021711241.1|AAEG	LOC117589717|XP_034137773.1|DGUA
OG0004197	LOC5568212|XP_001652143.1|AAEG, LOC110677770|XP_021704846.1|AAEG	LOC117590130|XP_034138394.1|DGUA
OG0004198	LOC5572967|XP_001654296.1|AAEG	LOC117584912|XP_034129950.1|DGUA
OG0004199	LOC5567598|XP_021711623.1|AAEG	LOC117586252|XP_034132084.1|DGUA
OG0004200	LOC5569649|XP_001652910.1|AAEG	LOC117587687|XP_034134475.1|DGUA
OG0004201	LOC5569648|XP_001652911.1|AAEG	LOC117582705|XP_034126512.1|DGUA
OG0004202	LOC5569650|XP_001652913.1|AAEG, LOC110681464|XP_021712915.1|AAEG	LOC117585638|XP_034131114.1|DGUA
OG0004203	LOC5569653|XP_021712919.1|AAEG, LOC110674001|XP_021709106.1|AAEG	LOC117585959|XP_034131653.1|DGUA
OG0004204	LOC5569658|XP_021706639.1|AAEG	LOC117580335|XP_034122728.1|DGUA
OG0004205	LOC5564180|XP_001648494.1|AAEG	LOC117579652|XP_034121527.1|DGUA
OG0004206	LOC5564157|XP_021709566.1|AAEG	LOC117586195|XP_034132013.1|DGUA
OG0004207	LOC5564160|XP_021706244.1|AAEG	LOC117586206|XP_034132035.1|DGUA
OG0004208	LOC5564181|XP_001648503.2|AAEG	LOC117590180|XP_034138469.1|DGUA
OG0004209	LOC5564172|XP_011493224.1|AAEG	LOC117583168|XP_034127253.1|DGUA
OG0004210	LOC5572320|XP_001653995.1|AAEG, LOC110680761|XP_021712241.1|AAEG	LOC117589958|XP_034138147.1|DGUA
OG0004211	LOC110681056|XP_021712512.1|AAEG, LOC5573888|XP_021705984.1|AAEG	LOC117584041|XP_034128670.1|DGUA
OG0004212	LOC5575808|XP_021708196.1|AAEG	LOC117586634|XP_034132746.1|DGUA
OG0004213	LOC5578459|XP_001656981.1|AAEG	LOC117586593|XP_034132661.1|DGUA
OG0004214	LOC5578445|XP_001656966.1|AAEG	LOC117587253|XP_034133757.1|DGUA
OG0004215	LOC110678926|XP_021708267.1|AAEG, LOC5563974|XP_001648285.1|AAEG	LOC117592065|XP_034141454.1|DGUA
OG0004216	LOC110677901|XP_021705502.1|AAEG, LOC5574128|XP_021712285.1|AAEG	LOC117579750|XP_034121658.1|DGUA
OG0004217	LOC110680817|XP_021712284.1|AAEG, LOC5574130|XP_001661200.1|AAEG	LOC117580224|XP_034122529.1|DGUA
OG0004218	LOC5579953|XP_001652244.1|AAEG	LOC117581235|XP_034124112.1|DGUA
OG0004219	LOC5578893|XP_001664104.1|AAEG	LOC117586520|XP_034132543.1|DGUA
OG0004220	LOC110673999|XP_021706910.1|AAEG, LOC5568671|XP_021712478.1|AAEG	LOC117586465|XP_034132422.1|DGUA
OG0004221	LOC5570877|XP_001659396.1|AAEG	LOC117590131|XP_034138395.1|DGUA
OG0004222	LOC5570888|XP_001659399.2|AAEG	LOC117585988|XP_034131699.1|DGUA
OG0004223	LOC110680787|XP_021712266.1|AAEG, LOC5570891|XP_021709761.1|AAEG	LOC117586635|XP_034132747.1|DGUA
OG0004224	LOC5577812|XP_021710701.1|AAEG	LOC117586652|XP_034132779.1|DGUA
OG0004225	LOC5577814|XP_021710704.1|AAEG	LOC117588527|XP_034135776.1|DGUA
OG0004226	LOC5567156|XP_021708629.1|AAEG	LOC117586720|XP_034132904.1|DGUA
OG0004227	LOC5567150|XP_021708808.1|AAEG	LOC117586217|XP_034132046.1|DGUA
OG0004228	LOC5567167|XP_001651576.2|AAEG	LOC117586219|XP_034132047.1|DGUA
OG0004230	LOC5573606|XP_001654740.2|AAEG	LOC117590515|XP_034139098.1|DGUA
OG0004231	LOC5573595|XP_021704945.1|AAEG	LOC117579392|XP_034121156.1|DGUA
OG0004232	LOC5573593|XP_021707465.1|AAEG	LOC117579395|XP_034121163.1|DGUA
OG0004233	LOC5573592|XP_001654726.1|AAEG	LOC117579394|XP_034121162.1|DGUA
OG0004234	LOC5573583|XP_021704844.1|AAEG	LOC117579396|XP_034121165.1|DGUA
OG0004235	LOC5573580|XP_001654714.2|AAEG	LOC117590998|XP_034139969.1|DGUA
OG0004236	LOC110678282|XP_021706609.1|AAEG	LOC117586081|XP_034131828.1|DGUA
OG0004237	LOC5577221|XP_001656324.2|AAEG	LOC117586002|XP_034131721.1|DGUA
OG0004238	LOC5577325|XP_001656402.1|AAEG	LOC117585124|XP_034130338.1|DGUA
OG0004239	LOC5577326|XP_001656403.1|AAEG	LOC117590170|XP_034138456.1|DGUA
OG0004240	LOC110681333|XP_021712777.1|AAEG, LOC5577334|XP_021710798.1|AAEG	LOC117586540|XP_034132588.1|DGUA
OG0004241	LOC5577338|XP_001656415.1|AAEG	LOC117586297|XP_034132144.1|DGUA
OG0004242	LOC5577340|XP_001656417.2|AAEG	LOC117586610|XP_034132690.1|DGUA
OG0004243	LOC5577344|XP_001656421.2|AAEG	LOC117589115|XP_034136684.1|DGUA
OG0004244	LOC5577345|XP_001656422.2|AAEG	LOC117585624|XP_034131080.1|DGUA
OG0004245	LOC5577346|XP_021707110.1|AAEG	LOC117586960|XP_034133223.1|DGUA
OG0004246	LOC5577362|XP_021704241.1|AAEG	LOC117579114|XP_034120732.1|DGUA
OG0004247	LOC5577367|XP_001656447.1|AAEG	LOC117580997|XP_034123694.1|DGUA
OG0004248	LOC5577372|XP_021711575.1|AAEG	LOC117585817|XP_034131441.1|DGUA
OG0004249	LOC5568851|XP_001652563.1|AAEG	LOC117587437|XP_034134009.1|DGUA
OG0004250	LOC5568848|XP_021706755.1|AAEG	LOC117588200|XP_034135224.1|DGUA
OG0004251	LOC5568854|XP_021710481.1|AAEG	LOC117584453|XP_034129262.1|DGUA, LOC117580753|XP_034123337.1|DGUA
OG0004252	LOC5568859|XP_021709655.1|AAEG	LOC117586686|XP_034132834.1|DGUA
OG0004253	LOC5566950|XP_021707806.1|AAEG	LOC117586029|XP_034131756.1|DGUA
OG0004254	LOC5575050|XP_021707421.1|AAEG	LOC117591371|XP_034140501.1|DGUA
OG0004255	LOC110680332|XP_021711847.1|AAEG, LOC5575047|XP_001655484.2|AAEG	LOC117583931|XP_034128504.1|DGUA
OG0004256	LOC5569013|XP_021710091.1|AAEG	LOC117592101|XP_034141509.1|DGUA
OG0004257	LOC5569010|XP_021709529.1|AAEG	LOC117583621|XP_034127960.1|DGUA
OG0004258	LOC5569008|XP_021706020.1|AAEG	LOC117586672|XP_034132813.1|DGUA
OG0004259	LOC5569007|XP_021706950.1|AAEG	LOC117592103|XP_034141512.1|DGUA
OG0004260	LOC5568996|XP_021709567.1|AAEG	LOC117585761|XP_034131308.1|DGUA
OG0004261	LOC110680348|XP_021711859.1|AAEG, LOC110681252|XP_021712712.1|AAEG, LOC5570802|XP_021705513.1|AAEG	LOC117586653|XP_034132782.1|DGUA
OG0004262	LOC5568205|XP_021705143.1|AAEG	LOC117585779|XP_034131356.1|DGUA
OG0004263	LOC5580156|XP_021710439.1|AAEG	LOC117586034|XP_034131770.1|DGUA
OG0004264	LOC5580161|XP_001661636.1|AAEG	LOC117586616|XP_034132711.1|DGUA
OG0004265	LOC5575423|XP_001661948.1|AAEG	LOC117586702|XP_034132860.1|DGUA
OG0004266	LOC5566945|XP_001651362.1|AAEG	LOC117586713|XP_034132880.1|DGUA
OG0004267	LOC5565702|XP_001650059.1|AAEG	LOC117590113|XP_034138354.1|DGUA
OG0004268	LOC110679302|XP_021709310.1|AAEG	LOC117582955|XP_034126960.1|DGUA
OG0004269	LOC5577029|XP_021705488.1|AAEG	LOC117585786|XP_034131371.1|DGUA
OG0004270	LOC5577035|XP_001663131.1|AAEG	LOC117584750|XP_034129737.1|DGUA
OG0004271	LOC5564788|XP_001649113.1|AAEG	LOC117592334|XP_034141918.1|DGUA
OG0004272	LOC5564782|XP_001649116.1|AAEG	LOC117586097|XP_034131845.1|DGUA
OG0004273	LOC5564793|XP_001649117.1|AAEG	LOC117582803|XP_034126724.1|DGUA
OG0004274	LOC5564776|XP_001649124.1|AAEG	LOC117590956|XP_034139896.1|DGUA, LOC117581582|XP_034124824.1|DGUA
OG0004275	LOC5572255|XP_021704144.1|AAEG	LOC117581082|XP_034123857.1|DGUA
OG0004276	LOC5570021|XP_001658911.2|AAEG	LOC117589441|XP_034137271.1|DGUA
OG0004277	LOC5570040|XP_001658930.1|AAEG	LOC117580089|XP_034122233.1|DGUA
OG0004278	LOC5570045|XP_001658935.1|AAEG	LOC117588426|XP_034135597.1|DGUA
OG0004279	LOC5568017|XP_001657838.1|AAEG	LOC117582458|XP_034126075.1|DGUA
OG0004280	LOC5568022|XP_021709415.1|AAEG	LOC117581059|XP_034123795.1|DGUA
OG0004281	LOC5579834|XP_001651509.2|AAEG	LOC117588532|XP_034135784.1|DGUA
OG0004282	LOC5579832|XP_001651505.2|AAEG	LOC117584095|XP_034128737.1|DGUA
OG0004283	LOC5579829|XP_021711510.1|AAEG	LOC117584105|XP_034128749.1|DGUA
OG0004284	LOC5578193|XP_001656834.1|AAEG	LOC117584475|XP_034129290.1|DGUA
OG0004285	LOC5578203|XP_001656845.2|AAEG	LOC117585493|XP_034130881.1|DGUA
OG0004286	LOC5573027|XP_001660678.1|AAEG	LOC117580079|XP_034122216.1|DGUA
OG0004287	LOC5575478|XP_021704121.1|AAEG	LOC117580080|XP_034122219.1|DGUA
OG0004288	LOC5575482|XP_001661998.1|AAEG	LOC117580268|XP_034122599.1|DGUA
OG0004289	LOC5570561|XP_021708902.1|AAEG	LOC117580202|XP_034122482.1|DGUA
OG0004290	LOC5572995|XP_001654323.2|AAEG	LOC117592127|XP_034141562.1|DGUA
OG0004291	LOC5579041|XP_001657235.1|AAEG	LOC117584015|XP_034128641.1|DGUA
OG0004292	LOC5579044|XP_001657237.1|AAEG	LOC117580310|XP_034122694.1|DGUA
OG0004293	LOC5579046|XP_001657241.1|AAEG	LOC117586862|XP_034133048.1|DGUA
OG0004294	LOC5567940|XP_001657765.2|AAEG	LOC117579651|XP_034121523.1|DGUA
OG0004295	LOC5567935|XP_021710776.1|AAEG, LOC110680813|XP_021712282.1|AAEG	LOC117579164|XP_034120815.1|DGUA
OG0004296	LOC5567945|XP_001657756.2|AAEG	LOC117580385|XP_034122812.1|DGUA
OG0004297	LOC5576246|XP_021705485.1|AAEG	LOC117578653|XP_034120162.1|DGUA
OG0004298	LOC5576239|XP_001656017.2|AAEG	LOC117592302|XP_034141862.1|DGUA
OG0004299	LOC5576237|XP_021709188.1|AAEG	LOC117589543|XP_034137442.1|DGUA
OG0004300	LOC5568393|XP_001658037.1|AAEG	LOC117585834|XP_034131466.1|DGUA
OG0004301	LOC5568392|XP_021711934.1|AAEG, LOC5568379|XP_021705859.1|AAEG	LOC117580299|XP_034122676.1|DGUA
OG0004302	LOC5566609|XP_001651006.2|AAEG	LOC117583517|XP_034127756.1|DGUA
OG0004303	LOC5566596|XP_001650993.1|AAEG	LOC117578958|XP_034120597.1|DGUA
OG0004304	LOC5566594|XP_021705105.1|AAEG	LOC117578846|XP_034120522.1|DGUA
OG0004305	LOC5566589|XP_021709067.1|AAEG	LOC117592042|XP_034141405.1|DGUA
OG0004306	LOC5563915|XP_001648221.2|AAEG	LOC117578706|XP_034120245.1|DGUA
OG0004307	LOC5563913|XP_001648213.2|AAEG	LOC117578625|XP_034120122.1|DGUA
OG0004308	LOC5563900|XP_021708791.1|AAEG	LOC117580536|XP_034123059.1|DGUA
OG0004309	LOC5567500|XP_001651798.1|AAEG	LOC117579833|XP_034121818.1|DGUA
OG0004310	LOC5571126|XP_021709267.1|AAEG	LOC117582663|XP_034126472.1|DGUA
OG0004311	LOC5574767|XP_021705247.1|AAEG	LOC117587218|XP_034133670.1|DGUA
OG0004312	LOC5578343|XP_001656912.2|AAEG	LOC117587376|XP_034133920.1|DGUA
OG0004313	LOC5578342|XP_001656911.2|AAEG	LOC117578548|XP_034120011.1|DGUA
OG0004314	LOC5573755|XP_021708369.1|AAEG	LOC117592628|XP_034142455.1|DGUA
OG0004315	LOC5573753|XP_001654781.1|AAEG	LOC117592194|XP_034141695.1|DGUA
OG0004316	LOC5573752|XP_001654780.2|AAEG	LOC117581773|XP_034125083.1|DGUA
OG0004317	LOC5573747|XP_001654775.2|AAEG	LOC117584198|XP_034128862.1|DGUA
OG0004318	LOC5573737|XP_001654763.2|AAEG	LOC117592677|XP_034142525.1|DGUA
OG0004319	LOC5579653|XP_001648127.2|AAEG	LOC117592643|XP_034142481.1|DGUA
OG0004320	LOC5572221|XP_021710698.1|AAEG	LOC117589552|XP_034137454.1|DGUA
OG0004321	LOC5577235|XP_001656341.1|AAEG	LOC117587530|XP_034134223.1|DGUA
OG0004322	LOC5577233|XP_021705236.1|AAEG	LOC117589490|XP_034137346.1|DGUA
OG0004323	LOC5564723|XP_001649078.2|AAEG	LOC117586918|XP_034133159.1|DGUA
OG0004324	LOC5564731|XP_001649076.2|AAEG	LOC117584836|XP_034129858.1|DGUA
OG0004325	LOC5564726|XP_001649070.1|AAEG	LOC117592148|XP_034141607.1|DGUA
OG0004326	LOC5565490|XP_021705968.1|AAEG	LOC117592147|XP_034141606.1|DGUA
OG0004327	LOC5576927|XP_021709153.1|AAEG	LOC117588495|XP_034135696.1|DGUA
OG0004328	LOC5576937|XP_001656299.2|AAEG	LOC117591985|XP_034141318.1|DGUA
OG0004330	LOC5573068|XP_001654399.1|AAEG	LOC117591959|XP_034141284.1|DGUA
OG0004331	LOC5573062|XP_001654385.2|AAEG	LOC117590132|XP_034138399.1|DGUA
OG0004332	LOC110680936|XP_021712409.1|AAEG, LOC5577487|XP_001663405.1|AAEG	LOC117587696|XP_034134483.1|DGUA
OG0004333	LOC5570999|XP_001653427.2|AAEG	LOC117584700|XP_034129627.1|DGUA
OG0004334	LOC5570998|XP_021706986.1|AAEG	LOC117582256|XP_034125761.1|DGUA
OG0004335	LOC5571005|XP_001653434.1|AAEG	LOC117580164|XP_034122378.1|DGUA
OG0004336	LOC5571009|XP_001653438.1|AAEG	LOC117578785|XP_034120387.1|DGUA
OG0004337	LOC5571011|XP_001653441.1|AAEG	LOC117581787|XP_034125107.1|DGUA
OG0004338	LOC5571016|XP_021710932.1|AAEG	LOC117580024|XP_034122139.1|DGUA
OG0004339	LOC5575074|XP_001661812.1|AAEG	LOC117590950|XP_034139893.1|DGUA
OG0004340	LOC5575075|XP_021707755.1|AAEG	LOC117590942|XP_034139881.1|DGUA
OG0004341	LOC5575082|XP_001661804.1|AAEG	LOC117592640|XP_034142474.1|DGUA
OG0004342	LOC5578878|XP_001664087.2|AAEG	LOC117590820|XP_034139683.1|DGUA
OG0004343	LOC5576142|XP_021710000.1|AAEG	LOC117586494|XP_034132484.1|DGUA
OG0004344	LOC5565029|XP_021706847.1|AAEG	LOC117586711|XP_034132876.1|DGUA
OG0004345	LOC110680778|XP_021712254.1|AAEG, LOC5567131|XP_001651557.2|AAEG	LOC117591087|XP_034140079.1|DGUA
OG0004346	LOC23687601|XP_021708563.1|AAEG	LOC117592192|XP_034141691.1|DGUA
OG0004347	LOC5570985|XP_021706602.1|AAEG	LOC117592193|XP_034141693.1|DGUA
OG0004348	LOC5563928|XP_021705111.1|AAEG	LOC117592324|XP_034141894.1|DGUA
OG0004349	LOC5575390|XP_021705255.1|AAEG	LOC117582765|XP_034126624.1|DGUA
OG0004350	LOC5564296|XP_001648645.2|AAEG	LOC117585137|XP_034130360.1|DGUA
OG0004351	LOC5566763|XP_021704818.1|AAEG	LOC117589761|XP_034137843.1|DGUA
OG0004352	LOC5575284|XP_021706749.1|AAEG	LOC117589998|XP_034138171.1|DGUA
OG0004353	LOC5575275|XP_001661881.1|AAEG	LOC117583077|XP_034127144.1|DGUA
OG0004354	LOC110679616|XP_021710599.1|AAEG	LOC117583815|XP_034128290.1|DGUA
OG0004355	LOC5575272|XP_021710551.1|AAEG	LOC117585884|XP_034131526.1|DGUA
OG0004356	LOC5573623|XP_001660945.1|AAEG	LOC117588336|XP_034135439.1|DGUA
OG0004357	LOC5571581|XP_021707500.1|AAEG	LOC117585065|XP_034130222.1|DGUA
OG0004358	LOC5563890|XP_021710388.1|AAEG	LOC117582351|XP_034125898.1|DGUA
OG0004359	LOC23687758|XP_021710910.1|AAEG	LOC117592379|XP_034141975.1|DGUA
OG0004360	LOC5573833|XP_001654863.1|AAEG	LOC117579554|XP_034121364.1|DGUA
OG0004361	LOC5573834|XP_001654860.1|AAEG	LOC117585118|XP_034130332.1|DGUA
OG0004362	LOC5573828|XP_001654855.1|AAEG	LOC117589298|XP_034136982.1|DGUA
OG0004363	LOC5574292|XP_001661342.2|AAEG	LOC117588469|XP_034135651.1|DGUA
OG0004364	LOC5563997|XP_001648319.1|AAEG	LOC117592335|XP_034141919.1|DGUA
OG0004365	LOC5578237|XP_021707309.1|AAEG	LOC117578776|XP_034120373.1|DGUA
OG0004366	LOC5577459|XP_001663392.2|AAEG	LOC117582461|XP_034126078.1|DGUA
OG0004367	LOC5571879|XP_001659989.1|AAEG	LOC117589431|XP_034137259.1|DGUA
OG0004368	LOC5568688|XP_001652513.1|AAEG	LOC117589014|XP_034136528.1|DGUA
OG0004369	LOC5568706|XP_021706493.1|AAEG	LOC117592529|XP_034142278.1|DGUA
OG0004370	LOC5568717|XP_021708349.1|AAEG	LOC117584436|XP_034129242.1|DGUA
OG0004371	LOC5563882|XP_001648196.1|AAEG	LOC117590812|XP_034139669.1|DGUA
OG0004372	LOC5563881|XP_021710919.1|AAEG	LOC117592375|XP_034141965.1|DGUA
OG0004373	LOC5570164|XP_021707207.1|AAEG	LOC117592692|XP_034142551.1|DGUA
OG0004374	LOC5573475|XP_021710389.1|AAEG	LOC117589093|XP_034136625.1|DGUA
OG0004375	LOC5566310|XP_001650681.1|AAEG	LOC117580304|XP_034122685.1|DGUA
OG0004376	LOC5569778|XP_021705044.1|AAEG	LOC117579768|XP_034121713.1|DGUA
OG0004377	LOC5574962|XP_001655433.2|AAEG	LOC117579343|XP_034121060.1|DGUA
OG0004378	LOC5578279|XP_021707175.1|AAEG	LOC117579919|XP_034121952.1|DGUA
OG0004379	LOC5574943|XP_001655409.1|AAEG	LOC117579149|XP_034120801.1|DGUA
OG0004380	LOC5567360|XP_021706163.1|AAEG	LOC117582699|XP_034126499.1|DGUA
OG0004381	LOC5567513|XP_021705031.1|AAEG	LOC117585816|XP_034131436.1|DGUA
OG0004382	LOC5580241|XP_001662429.2|AAEG	LOC117578747|XP_034120321.1|DGUA
OG0004383	LOC5580242|XP_021706185.1|AAEG	LOC117591796|XP_034140994.1|DGUA
OG0004384	LOC5580243|XP_001662427.1|AAEG	LOC117591804|XP_034141004.1|DGUA
OG0004385	LOC5575514|XP_001662018.2|AAEG	LOC117589140|XP_034136762.1|DGUA
OG0004386	LOC110677938|XP_021705671.1|AAEG	LOC117578850|XP_034120528.1|DGUA
OG0004387	LOC5572708|XP_021707118.1|AAEG	LOC117579671|XP_034121546.1|DGUA
OG0004388	LOC5572399|XP_021706232.1|AAEG, LOC110681466|XP_021712924.1|AAEG	LOC117580740|XP_034123312.1|DGUA
OG0004389	LOC5564812|XP_021709637.1|AAEG	LOC117579220|XP_034120884.1|DGUA
OG0004390	LOC5575457|XP_001661976.2|AAEG	LOC117587020|XP_034133323.1|DGUA
OG0004391	LOC5576763|XP_021704246.1|AAEG	LOC117592381|XP_034141986.1|DGUA
OG0004392	LOC5565739|XP_001650089.2|AAEG	LOC117591747|XP_034140949.1|DGUA, LOC117580259|XP_034122583.1|DGUA
OG0004393	LOC5565729|XP_021711015.1|AAEG	LOC117592579|XP_034142366.1|DGUA
OG0004394	LOC5565800|XP_021705217.1|AAEG	LOC117578531|XP_034119983.1|DGUA
OG0004395	LOC5571030|XP_021706993.1|AAEG	LOC117582946|XP_034126949.1|DGUA
OG0004396	LOC5571027|XP_021710560.1|AAEG	LOC117590827|XP_034139696.1|DGUA
OG0004397	LOC5571026|XP_001659457.2|AAEG	LOC117592336|XP_034141921.1|DGUA
OG0004398	LOC5569798|XP_021708089.1|AAEG	LOC117592341|XP_034141925.1|DGUA
OG0004399	LOC5569795|XP_021709369.1|AAEG	LOC117585919|XP_034131616.1|DGUA
OG0004400	LOC5572188|XP_001660281.2|AAEG	LOC117585943|XP_034131607.1|DGUA
OG0004401	LOC5574786|XP_001655345.2|AAEG	LOC117581382|XP_034124415.1|DGUA
OG0004402	LOC5574782|XP_001655339.1|AAEG	LOC117584381|XP_034129126.1|DGUA
OG0004403	LOC5578353|XP_021706296.1|AAEG	LOC117592438|XP_034142082.1|DGUA
OG0004404	LOC5577779|XP_021710324.1|AAEG	LOC117589449|XP_034137289.1|DGUA
OG0004405	LOC5577768|XP_001663541.2|AAEG	LOC117587026|XP_034133338.1|DGUA
OG0004406	LOC5567242|XP_001651673.1|AAEG	LOC117580105|XP_034122261.1|DGUA
OG0004407	LOC5567239|XP_021707680.1|AAEG	LOC117578779|XP_034120378.1|DGUA
OG0004408	LOC5567209|XP_001651638.2|AAEG	LOC117579186|XP_034120846.1|DGUA
OG0004409	LOC5571204|XP_021706286.1|AAEG	LOC117590606|XP_034139279.1|DGUA
OG0004410	LOC5571908|XP_021706697.1|AAEG	LOC117578836|XP_034120501.1|DGUA
OG0004411	LOC110681327|XP_021712774.1|AAEG, LOC110679574|XP_021710292.1|AAEG	LOC117579501|XP_034121294.1|DGUA
OG0004412	LOC5574815|XP_001655375.2|AAEG	LOC117579500|XP_034121293.1|DGUA
OG0004413	LOC5574813|XP_021709590.1|AAEG	LOC117578417|XP_034119770.1|DGUA
OG0004414	LOC5577739|XP_021707423.1|AAEG	LOC117591843|XP_034141100.1|DGUA
OG0004415	LOC5579102|XP_021710240.1|AAEG	LOC117592140|XP_034141586.1|DGUA
OG0004416	LOC5579113|XP_021711273.1|AAEG	LOC117578680|XP_034120198.1|DGUA
OG0004417	LOC5579115|XP_001657314.2|AAEG	LOC117583342|XP_034127495.1|DGUA
OG0004418	LOC5579118|XP_021709717.1|AAEG	LOC117584938|XP_034129992.1|DGUA
OG0004419	LOC5579127|XP_021704838.1|AAEG	LOC117580255|XP_034122597.1|DGUA
OG0004420	LOC5572081|XP_001660163.1|AAEG	LOC117592683|XP_034142539.1|DGUA
OG0004421	LOC5566046|XP_021705053.1|AAEG, LOC110680269|XP_021711783.1|AAEG	LOC117579817|XP_034121799.1|DGUA
OG0004422	LOC5566059|XP_021707681.1|AAEG	LOC117589191|XP_034136808.1|DGUA
OG0004423	LOC5578083|XP_001656777.2|AAEG	LOC117586218|XP_034132049.1|DGUA
OG0004424	LOC5578110|XP_021708269.1|AAEG	LOC117582154|XP_034125640.1|DGUA
OG0004425	LOC5578114|XP_001656812.2|AAEG	LOC117580547|XP_034123035.1|DGUA
OG0004426	LOC5578116|XP_001656814.2|AAEG	LOC117580192|XP_034122444.1|DGUA
OG0004427	LOC5580211|XP_001662069.2|AAEG	LOC117580401|XP_034122837.1|DGUA
OG0004428	LOC5580215|XP_021708529.1|AAEG	LOC117589614|XP_034137582.1|DGUA
OG0004429	LOC110678383|XP_021706892.1|AAEG	LOC117584477|XP_034129292.1|DGUA
OG0004430	LOC5574076|XP_021709995.1|AAEG	LOC117579163|XP_034120813.1|DGUA
OG0004431	LOC110677852|XP_021705245.1|AAEG	LOC117584971|XP_034130060.1|DGUA
