Orthogroup	AAEG.longest_only	DEUG.longest_only
OG0004740	LOC5580180|XP_001655596.2|AAEG	LOC108117557|XP_017085555.1|DEUG, LOC108104136|XP_017065559.1|DEUG
OG0004741	LOC5580179|XP_021713415.1|AAEG	LOC108117177|XP_017084950.1|DEUG
OG0004742	LOC5580168|XP_021713424.1|AAEG	LOC108102314|XP_017062577.1|DEUG
OG0004743	LOC5575984|XP_001655938.2|AAEG	LOC108117118|XP_017084836.1|DEUG
OG0004744	LOC5571518|XP_001659764.2|AAEG	LOC108105173|XP_017067110.1|DEUG
OG0004745	LOC110674034|XP_021692979.1|AAEG	LOC108114977|XP_017081692.1|DEUG
OG0004746	LOC5578530|XP_021693013.1|AAEG	LOC108116346|XP_017083650.1|DEUG
OG0004747	LOC5574921|XP_021693014.1|AAEG	LOC108116350|XP_017083653.1|DEUG
OG0004748	LOC110674038|XP_021693022.1|AAEG	LOC108116345|XP_017083648.1|DEUG
OG0004749	LOC5570841|XP_021693038.1|AAEG	LOC108117162|XP_017084924.1|DEUG
OG0004750	LOC5564809|XP_001649157.2|AAEG	LOC108109556|XP_017073617.1|DEUG
OG0004751	LOC5573468|XP_001660889.2|AAEG	LOC108105620|XP_017067790.1|DEUG
OG0004752	LOC5576839|XP_021693055.1|AAEG	LOC108115782|XP_017082843.1|DEUG
OG0004753	LOC5576840|XP_001662952.2|AAEG	LOC108117522|XP_017085509.1|DEUG
OG0004754	LOC5576841|XP_001662951.1|AAEG	LOC108116053|XP_017083240.1|DEUG
OG0004755	LOC5563664|XP_021693061.1|AAEG	LOC108117174|XP_017084947.1|DEUG
OG0004756	LOC5563630|XP_001647845.1|AAEG	LOC108117172|XP_017084945.1|DEUG
OG0004757	LOC5580078|XP_021693067.1|AAEG	LOC108116864|XP_017084419.1|DEUG
OG0004758	LOC5565688|XP_021693077.1|AAEG	LOC108105289|XP_017067267.1|DEUG
OG0004759	LOC5580095|XP_021694314.1|AAEG	LOC108109508|XP_017073545.1|DEUG
OG0004760	LOC5580097|XP_021693082.1|AAEG	LOC108111685|XP_017076719.1|DEUG
OG0004761	LOC5566481|XP_021693093.1|AAEG	LOC108117138|XP_017084883.1|DEUG
OG0004762	LOC5566478|XP_021693095.1|AAEG	LOC108106997|XP_017069826.1|DEUG
OG0004763	LOC110674063|XP_021693123.1|AAEG	LOC108116966|XP_017084610.1|DEUG
OG0004764	LOC5566462|XP_001650844.2|AAEG	LOC108111694|XP_017076731.1|DEUG
OG0004765	LOC5566459|XP_021693132.1|AAEG	LOC108117525|XP_017085512.1|DEUG
OG0004766	LOC5578930|XP_001657218.1|AAEG, LOC110680822|XP_021712293.1|AAEG	LOC108117497|XP_017085464.1|DEUG
OG0004767	LOC5563705|XP_001647995.2|AAEG	LOC108114953|XP_017081627.1|DEUG
OG0004768	LOC5563720|XP_021693220.1|AAEG	LOC108114948|XP_017081622.1|DEUG
OG0004769	LOC5563719|XP_001648002.2|AAEG	LOC108115436|XP_017082361.1|DEUG
OG0004770	LOC5563706|XP_001648001.1|AAEG	LOC108105301|XP_017067284.1|DEUG
OG0004771	LOC5563713|XP_001648003.1|AAEG	LOC108111345|XP_017076264.1|DEUG
OG0004772	LOC5576366|XP_001656105.2|AAEG	LOC108109520|XP_017073563.1|DEUG
OG0004773	LOC5576364|XP_001656102.1|AAEG	LOC108110180|XP_017074593.1|DEUG
OG0004774	LOC5576362|XP_021693266.1|AAEG	LOC108110181|XP_017074594.1|DEUG
OG0004775	LOC5576360|XP_001656098.1|AAEG	LOC108117157|XP_017084910.1|DEUG
OG0004776	LOC5576357|XP_001656095.2|AAEG	LOC108112723|XP_017078450.1|DEUG
OG0004777	LOC5576353|XP_001656091.1|AAEG	LOC108118305|XP_017086403.1|DEUG
OG0004778	LOC5567291|XP_001651727.2|AAEG	LOC108105891|XP_017068161.1|DEUG
OG0004779	LOC5567287|XP_021693333.1|AAEG	LOC108116656|XP_017084136.1|DEUG
OG0004780	LOC5567286|XP_001651717.1|AAEG	LOC108110549|XP_017075128.1|DEUG
OG0004781	LOC5567281|XP_021693335.1|AAEG	LOC108111772|XP_017076826.1|DEUG
OG0004782	LOC5569123|XP_021693348.1|AAEG	LOC108116597|XP_017084038.1|DEUG
OG0004783	LOC5576729|XP_001656237.1|AAEG	LOC108102931|XP_017063680.1|DEUG
OG0004784	LOC5576719|XP_001656225.2|AAEG	LOC108113171|XP_017079180.1|DEUG
OG0004785	LOC5564486|XP_001648827.1|AAEG	LOC108115251|XP_017082097.1|DEUG
OG0004786	LOC110674098|XP_021693387.1|AAEG	LOC108115390|XP_017082315.1|DEUG
OG0004787	LOC5573632|XP_001660958.1|AAEG, LOC5573631|XP_001660957.1|AAEG	LOC108115262|XP_017082108.1|DEUG
OG0004788	LOC5573630|XP_001660959.1|AAEG	LOC108115279|XP_017082126.1|DEUG
OG0004789	LOC5573633|XP_001660960.2|AAEG	LOC108115280|XP_017082129.1|DEUG, LOC108115241|XP_017082087.1|DEUG
OG0004790	LOC5578540|XP_001663931.1|AAEG	LOC108113657|XP_017079818.1|DEUG
OG0004791	LOC5567507|XP_021693404.1|AAEG	LOC108105207|XP_017067147.1|DEUG
OG0004792	LOC5567505|XP_001651805.1|AAEG	LOC108117109|XP_017084820.1|DEUG
OG0004793	LOC5567509|XP_021693418.1|AAEG	LOC108111397|XP_017076321.1|DEUG
OG0004794	LOC5568908|XP_021693425.1|AAEG	LOC108116929|XP_017084563.1|DEUG
OG0004795	LOC5568898|XP_001658225.2|AAEG	LOC108116945|XP_017084582.1|DEUG
OG0004796	LOC5573319|XP_021693445.1|AAEG	LOC108117164|XP_017084926.1|DEUG
OG0004797	LOC5573320|XP_021693447.1|AAEG	LOC108109410|XP_017073397.1|DEUG
OG0004798	LOC5573325|XP_001654545.2|AAEG	LOC108116046|XP_017083233.1|DEUG
OG0004799	LOC5573328|XP_001654548.2|AAEG	LOC108109486|XP_017073504.1|DEUG
OG0004800	LOC5575792|XP_021693478.1|AAEG	LOC108116984|XP_017084634.1|DEUG
OG0004801	LOC5573434|XP_021693611.1|AAEG	LOC108113807|XP_017080005.1|DEUG
OG0004802	LOC5577696|XP_001663476.1|AAEG, LOC5576141|XP_001662490.1|AAEG	LOC108110164|XP_017074575.1|DEUG
OG0004803	LOC5577199|XP_021693664.1|AAEG	LOC108115986|XP_017083135.1|DEUG
OG0004804	LOC5569887|XP_021693689.1|AAEG	LOC108114954|XP_017081634.1|DEUG
OG0004805	LOC5566210|XP_021693695.1|AAEG	LOC108109525|XP_017073630.1|DEUG
OG0004806	LOC5576204|XP_001662541.1|AAEG	LOC108103920|XP_017065158.1|DEUG
OG0004807	LOC5576196|XP_001662533.2|AAEG	LOC108113692|XP_017079858.1|DEUG
OG0004808	LOC5576522|XP_001662715.2|AAEG	LOC108108375|XP_017071912.1|DEUG
OG0004809	LOC5575645|XP_001655791.1|AAEG	LOC108110257|XP_017074734.1|DEUG
OG0004810	LOC5575646|XP_021693746.1|AAEG	LOC108110179|XP_017074592.1|DEUG
OG0004811	LOC23687923|XP_021693761.1|AAEG	LOC108114464|XP_017080958.1|DEUG
OG0004812	LOC5565754|XP_021693766.1|AAEG	LOC108109454|XP_017073445.1|DEUG
OG0004813	LOC110680668|XP_021712149.1|AAEG, LOC5565615|XP_001649944.1|AAEG	LOC108116627|XP_017084095.1|DEUG
OG0004814	LOC5565593|XP_021693801.1|AAEG	LOC108110144|XP_017074551.1|DEUG
OG0004815	LOC110681465|XP_021712923.1|AAEG, LOC5565596|XP_021693805.1|AAEG	LOC108103240|XP_017064129.1|DEUG
OG0004816	LOC5569688|XP_021694424.1|AAEG	LOC108118067|XP_017086099.1|DEUG
OG0004817	LOC5565992|XP_001650360.2|AAEG	LOC108118086|XP_017086122.1|DEUG
OG0004818	LOC110673983|XP_021693821.1|AAEG	LOC108109530|XP_017073583.1|DEUG
OG0004819	LOC5577654|XP_001656652.2|AAEG	LOC108115680|XP_017082737.1|DEUG
OG0004820	LOC5577653|XP_021693824.1|AAEG	LOC108108383|XP_017071920.1|DEUG
OG0004821	LOC5577652|XP_001656650.2|AAEG	LOC108111337|XP_017076251.1|DEUG
OG0004822	LOC5577644|XP_021693837.1|AAEG	LOC108111668|XP_017076690.1|DEUG
OG0004823	LOC5577640|XP_001656638.2|AAEG	LOC108116907|XP_017084512.1|DEUG
OG0004824	LOC5577639|XP_001656637.1|AAEG	LOC108116978|XP_017084628.1|DEUG
OG0004825	LOC5577632|XP_021693883.1|AAEG	LOC108102363|XP_017062758.1|DEUG
OG0004826	LOC5565948|XP_001650325.1|AAEG	LOC108115356|XP_017082271.1|DEUG
OG0004827	LOC5565946|XP_001650323.1|AAEG	LOC108115007|XP_017081738.1|DEUG
OG0004828	LOC5565943|XP_001650318.1|AAEG	LOC108116658|XP_017084138.1|DEUG
OG0004829	LOC5568524|XP_001652351.2|AAEG	LOC108116698|XP_017084203.1|DEUG
OG0004830	LOC5568377|XP_021693933.1|AAEG	LOC108111714|XP_017076754.1|DEUG
OG0004831	LOC5573533|XP_001654671.2|AAEG	LOC108107993|XP_017071333.1|DEUG
OG0004832	LOC5565148|XP_021694009.1|AAEG	LOC108111775|XP_017076831.1|DEUG
OG0004833	LOC5576153|XP_001662502.1|AAEG, LOC5566762|XP_001651168.1|AAEG	LOC108115334|XP_017082237.1|DEUG
OG0004834	LOC5565637|XP_001649990.2|AAEG	LOC108116670|XP_017084156.1|DEUG
OG0004835	LOC5564104|XP_021694072.1|AAEG	LOC108116710|XP_017084218.1|DEUG
OG0004836	LOC5576112|XP_021694087.1|AAEG	LOC108108847|XP_017072552.1|DEUG
OG0004837	LOC5576113|XP_001662458.2|AAEG	LOC108114200|XP_017080507.1|DEUG
OG0004838	LOC5576125|XP_001662471.2|AAEG	LOC108116243|XP_017083522.1|DEUG
OG0004839	LOC5576127|XP_021694095.1|AAEG	LOC108116395|XP_017083748.1|DEUG
OG0004840	LOC5575234|XP_001655640.2|AAEG	LOC108116680|XP_017084170.1|DEUG
OG0004841	LOC110681192|XP_021712660.1|AAEG, LOC5575231|XP_021694126.1|AAEG	LOC108105858|XP_017068121.1|DEUG
OG0004842	LOC5565162|XP_001649526.2|AAEG	LOC108115930|XP_017083055.1|DEUG
OG0004843	LOC5565185|XP_001649514.2|AAEG	LOC108116876|XP_017084458.1|DEUG
OG0004844	LOC5577586|XP_021694153.1|AAEG	LOC108108418|XP_017071962.1|DEUG
OG0004845	LOC23687573|XP_021694154.1|AAEG, LOC110681328|XP_021712775.1|AAEG	LOC108114984|XP_017081704.1|DEUG
OG0004846	LOC5572603|XP_021694172.1|AAEG	LOC108110753|XP_017075451.1|DEUG
OG0004847	LOC5572605|XP_001654115.2|AAEG	LOC108110749|XP_017075448.1|DEUG
OG0004848	LOC23687388|XP_021694181.1|AAEG	LOC108117246|XP_017085080.1|DEUG
OG0004849	LOC5564210|XP_021694175.1|AAEG	LOC108111827|XP_017076922.1|DEUG
OG0004850	LOC5572676|XP_021694197.1|AAEG	LOC108117568|XP_017085564.1|DEUG
OG0004851	LOC110674250|XP_021694203.1|AAEG	LOC108117566|XP_017085562.1|DEUG
OG0004852	LOC5566256|XP_021694208.1|AAEG	LOC108116716|XP_017084226.1|DEUG
OG0004853	LOC5566125|XP_001650487.2|AAEG	LOC108109075|XP_017072923.1|DEUG
OG0004854	LOC5571449|XP_021695479.1|AAEG	LOC108107903|XP_017071195.1|DEUG
OG0004855	LOC5573692|XP_001661015.2|AAEG	LOC108114686|XP_017081268.1|DEUG
OG0004856	LOC5576514|XP_021695531.1|AAEG	LOC108109844|XP_017074086.1|DEUG
OG0004857	LOC5579860|XP_001664321.2|AAEG	LOC108114115|XP_017080380.1|DEUG
OG0004858	LOC5567813|XP_021695571.1|AAEG	LOC108109816|XP_017074031.1|DEUG
OG0004859	LOC5567812|XP_021695576.1|AAEG	LOC108109818|XP_017074037.1|DEUG
OG0004860	LOC5567848|XP_001657711.1|AAEG	LOC108108178|XP_017071610.1|DEUG
OG0004861	LOC5567847|XP_021695583.1|AAEG	LOC108114243|XP_017080607.1|DEUG
OG0004862	LOC5569145|XP_021699736.1|AAEG	LOC108114224|XP_017080566.1|DEUG
OG0004863	LOC5575754|XP_001662174.2|AAEG	LOC108107780|XP_017070964.1|DEUG
OG0004864	LOC5575753|XP_021695616.1|AAEG	LOC108108073|XP_017071443.1|DEUG
OG0004865	LOC5575752|XP_001662176.1|AAEG	LOC108116090|XP_017083297.1|DEUG
OG0004866	LOC5564540|XP_021695631.1|AAEG	LOC108102742|XP_017063379.1|DEUG
OG0004867	LOC5564539|XP_021695635.1|AAEG	LOC108106611|XP_017069300.1|DEUG
OG0004868	LOC5564537|XP_001648880.2|AAEG	LOC108110348|XP_017074870.1|DEUG
OG0004869	LOC5578207|XP_001656851.2|AAEG	LOC108106394|XP_017068891.1|DEUG
OG0004870	LOC5578218|XP_001656861.1|AAEG	LOC108106399|XP_017068895.1|DEUG
OG0004871	LOC5578223|XP_021695666.1|AAEG	LOC108107444|XP_017070474.1|DEUG
OG0004872	LOC5576744|XP_021695708.1|AAEG	LOC108107299|XP_017070248.1|DEUG
OG0004873	LOC5575734|XP_001655836.1|AAEG, LOC110674017|XP_021695727.1|AAEG	LOC108106185|XP_017068598.1|DEUG
OG0004874	LOC110675354|XP_021695729.1|AAEG, LOC5563734|XP_021695730.1|AAEG	LOC108113549|XP_017079632.1|DEUG
OG0004875	LOC5571774|XP_021695744.1|AAEG	LOC108106045|XP_017068385.1|DEUG
OG0004876	LOC5571765|XP_021695751.1|AAEG, LOC110680346|XP_021711857.1|AAEG	LOC108105515|XP_017067629.1|DEUG
OG0004877	LOC5571761|XP_001659892.2|AAEG	LOC108113954|XP_017080156.1|DEUG
OG0004878	LOC5576635|XP_001662785.1|AAEG	LOC108112692|XP_017078382.1|DEUG
OG0004879	LOC5570673|XP_021695783.1|AAEG	LOC108107303|XP_017070256.1|DEUG
OG0004880	LOC5570671|XP_001659260.2|AAEG	LOC108108691|XP_017072285.1|DEUG
OG0004881	LOC5570669|XP_001659262.2|AAEG	LOC108114337|XP_017080752.1|DEUG
OG0004882	LOC5570675|XP_011493055.1|AAEG	LOC108102756|XP_017063404.1|DEUG
OG0004883	LOC5570676|XP_001659270.2|AAEG	LOC108107931|XP_017071249.1|DEUG
OG0004884	LOC5571294|XP_021695841.1|AAEG	LOC108112695|XP_017078385.1|DEUG
OG0004885	LOC5571287|XP_001653588.1|AAEG	LOC108112545|XP_017077970.1|DEUG
OG0004886	LOC5571283|XP_001653584.2|AAEG	LOC108112787|XP_017078556.1|DEUG
OG0004887	LOC5571282|XP_001653583.1|AAEG	LOC108113336|XP_017079384.1|DEUG
OG0004888	LOC5571281|XP_021695870.1|AAEG	LOC108111950|XP_017077120.1|DEUG
OG0004889	LOC5571279|XP_001653580.1|AAEG	LOC108104780|XP_017066519.1|DEUG
OG0004890	LOC5571273|XP_001653571.1|AAEG	LOC108112864|XP_017078679.1|DEUG
OG0004891	LOC5571271|XP_001653569.1|AAEG	LOC108103851|XP_017065042.1|DEUG
OG0004892	LOC5571269|XP_021695908.1|AAEG	LOC108113310|XP_017079352.1|DEUG
OG0004893	LOC5578056|XP_021695962.1|AAEG	LOC108112506|XP_017077882.1|DEUG
OG0004894	LOC5579030|XP_021695968.1|AAEG	LOC108113346|XP_017079398.1|DEUG
OG0004895	LOC23687608|XP_021695975.1|AAEG	LOC108109187|XP_017073110.1|DEUG
OG0004896	LOC5568474|XP_021695989.1|AAEG	LOC108111999|XP_017077219.1|DEUG
OG0004897	LOC5568466|XP_001652305.2|AAEG	LOC108112014|XP_017077241.1|DEUG
OG0004898	LOC5568471|XP_021695999.1|AAEG	LOC108104821|XP_017066597.1|DEUG
OG0004899	LOC110675397|XP_021696008.1|AAEG	LOC108106488|XP_017069056.1|DEUG
OG0004900	LOC5573478|XP_021696015.1|AAEG	LOC108104860|XP_017066670.1|DEUG
OG0004901	LOC5573480|XP_001654630.1|AAEG	LOC108104839|XP_017066635.1|DEUG
OG0004902	LOC5577803|XP_001663565.2|AAEG	LOC108113887|XP_017080085.1|DEUG
OG0004903	LOC5577802|XP_021696032.1|AAEG	LOC108112932|XP_017078812.1|DEUG
OG0004904	LOC5575912|XP_001662288.2|AAEG	LOC108116684|XP_017084184.1|DEUG
OG0004905	LOC5566323|XP_021696047.1|AAEG	LOC108113066|XP_017078991.1|DEUG
OG0004906	LOC5575484|XP_021696065.1|AAEG	LOC108117354|XP_017085218.1|DEUG
OG0004907	LOC5578178|XP_021696080.1|AAEG	LOC108102762|XP_017063409.1|DEUG
OG0004908	LOC5574115|XP_021696086.1|AAEG	LOC108114413|XP_017080877.1|DEUG
OG0004909	LOC5574099|XP_021696099.1|AAEG	LOC108114288|XP_017080674.1|DEUG
OG0004910	LOC5573286|XP_021696108.1|AAEG	LOC108114536|XP_017081063.1|DEUG
OG0004911	LOC5574089|XP_001661159.1|AAEG	LOC108108064|XP_017071429.1|DEUG
OG0004912	LOC5565111|XP_001649458.1|AAEG	LOC108117359|XP_017085226.1|DEUG
OG0004913	LOC5572879|XP_001654230.1|AAEG	LOC108108892|XP_017072600.1|DEUG
OG0004914	LOC5572883|XP_001654238.1|AAEG	LOC108109148|XP_017073043.1|DEUG
OG0004915	LOC5572890|XP_001654241.1|AAEG	LOC108107463|XP_017070497.1|DEUG
OG0004916	LOC5572892|XP_021696207.1|AAEG	LOC108113266|XP_017079303.1|DEUG
OG0004917	LOC5569891|XP_021696240.1|AAEG	LOC108117364|XP_017085236.1|DEUG
OG0004918	LOC5569896|XP_021696242.1|AAEG	LOC108117362|XP_017085229.1|DEUG
OG0004919	LOC5569894|XP_001658793.2|AAEG	LOC108109360|XP_017073317.1|DEUG
OG0004920	LOC5569897|XP_001658795.2|AAEG	LOC108107563|XP_017070610.1|DEUG
OG0004921	LOC5569899|XP_021696250.1|AAEG	LOC108102728|XP_017063356.1|DEUG
OG0004922	LOC5574844|XP_021696259.1|AAEG	LOC108109894|XP_017074189.1|DEUG
OG0004923	LOC5574842|XP_001661672.2|AAEG	LOC108107611|XP_017070670.1|DEUG
OG0004924	LOC5579986|XP_001660252.2|AAEG	LOC108107811|XP_017071030.1|DEUG
OG0004925	LOC23687540|XP_021696286.1|AAEG	LOC108102871|XP_017063567.1|DEUG
OG0004926	LOC5579997|XP_001660263.1|AAEG	LOC108114729|XP_017081326.1|DEUG
OG0004927	LOC5570466|XP_021696313.1|AAEG	LOC108108274|XP_017071751.1|DEUG
OG0004928	LOC5577066|XP_021696339.1|AAEG	LOC108111953|XP_017077133.1|DEUG
OG0004929	LOC5577072|XP_001663169.2|AAEG	LOC108104707|XP_017066415.1|DEUG
OG0004930	LOC5571872|XP_001659983.2|AAEG	LOC108106588|XP_017069258.1|DEUG
OG0004931	LOC5570512|XP_001659200.1|AAEG	LOC108109251|XP_017073222.1|DEUG
OG0004932	LOC5570507|XP_001659195.2|AAEG	LOC108104643|XP_017066310.1|DEUG
OG0004933	LOC5570506|XP_001659194.1|AAEG	LOC108113312|XP_017079355.1|DEUG
OG0004934	LOC5570504|XP_001659193.1|AAEG	LOC108107491|XP_017070526.1|DEUG
OG0004935	LOC5570534|XP_021696448.1|AAEG	LOC108112648|XP_017078252.1|DEUG
OG0004936	LOC23687720|XP_021696450.1|AAEG	LOC108108053|XP_017071416.1|DEUG
OG0004937	LOC5570537|XP_001659181.2|AAEG	LOC108107807|XP_017071026.1|DEUG
OG0004938	LOC5567635|XP_021696489.1|AAEG	LOC108109813|XP_017074027.1|DEUG
OG0004939	LOC5567623|XP_021696505.1|AAEG	LOC108108524|XP_017072085.1|DEUG
OG0004940	LOC5563894|XP_021696516.1|AAEG	LOC108108599|XP_017072185.1|DEUG
OG0004941	LOC5576608|XP_021696518.1|AAEG	LOC108114538|XP_017081070.1|DEUG
OG0004942	LOC5564097|XP_001648422.1|AAEG, LOC110675535|XP_021696521.1|AAEG	LOC108107861|XP_017071117.1|DEUG
OG0004943	LOC5564098|XP_001648424.1|AAEG	LOC108109810|XP_017074023.1|DEUG
OG0004944	LOC5566278|XP_021696528.1|AAEG	LOC108107869|XP_017071138.1|DEUG
OG0004945	LOC5570089|XP_001653076.1|AAEG	LOC108113342|XP_017079392.1|DEUG
OG0004946	LOC5568099|XP_021696622.1|AAEG	LOC108108771|XP_017072425.1|DEUG
OG0004947	LOC23687936|XP_011493344.1|AAEG	LOC108102806|XP_017063474.1|DEUG
OG0004948	LOC5568105|XP_021702168.1|AAEG	LOC108102788|XP_017063438.1|DEUG
OG0004949	LOC5568106|XP_021696641.1|AAEG	LOC108113584|XP_017079719.1|DEUG
OG0004950	LOC5568107|XP_021696646.1|AAEG	LOC108104655|XP_017066325.1|DEUG
OG0004951	LOC5568110|XP_021696649.1|AAEG	LOC108116024|XP_017083200.1|DEUG
OG0004952	LOC5568111|XP_001652050.1|AAEG	LOC108107955|XP_017071281.1|DEUG
OG0004953	LOC5568113|XP_001652052.1|AAEG	LOC108114440|XP_017080922.1|DEUG
OG0004954	LOC5568119|XP_001652058.1|AAEG	LOC108114436|XP_017080916.1|DEUG
OG0004955	LOC5574279|XP_001661327.1|AAEG	LOC108114110|XP_017080362.1|DEUG
OG0004956	LOC5574290|XP_021696709.1|AAEG	LOC108104822|XP_017066598.1|DEUG
OG0004957	LOC5566334|XP_021696744.1|AAEG	LOC108107853|XP_017071108.1|DEUG
OG0004958	LOC5566350|XP_021702394.1|AAEG	LOC108108233|XP_017071688.1|DEUG
OG0004959	LOC5566351|XP_001650745.2|AAEG	LOC108107964|XP_017071293.1|DEUG
OG0004960	LOC5566352|XP_021696768.1|AAEG	LOC108107962|XP_017071290.1|DEUG
OG0004961	LOC5578958|XP_001664137.1|AAEG	LOC108112454|XP_017077794.1|DEUG
OG0004962	LOC110675613|XP_021696773.1|AAEG	LOC108114633|XP_017081188.1|DEUG
OG0004963	LOC5567144|XP_021696785.1|AAEG, LOC110676917|XP_021702421.1|AAEG	LOC108108546|XP_017072110.1|DEUG
OG0004964	LOC5566214|XP_021696852.1|AAEG	LOC108114489|XP_017080998.1|DEUG
OG0004965	LOC5565657|XP_001650015.1|AAEG	LOC108102764|XP_017063411.1|DEUG
OG0004966	LOC5565667|XP_021696881.1|AAEG	LOC108102729|XP_017063364.1|DEUG
OG0004967	LOC5565658|XP_001650006.1|AAEG	LOC108106397|XP_017068894.1|DEUG
OG0004968	LOC5573786|XP_021696913.1|AAEG	LOC108108179|XP_017071612.1|DEUG
OG0004969	LOC5573764|XP_001654793.1|AAEG	LOC108112499|XP_017077867.1|DEUG
OG0004970	LOC110675656|XP_021696914.1|AAEG	LOC108108161|XP_017071587.1|DEUG
OG0004971	LOC5573765|XP_021696915.1|AAEG	LOC108107789|XP_017070988.1|DEUG
OG0004972	LOC110675657|XP_021696922.1|AAEG	LOC108102747|XP_017063387.1|DEUG
OG0004973	LOC5573778|XP_001654799.1|AAEG	LOC108104679|XP_017066364.1|DEUG
OG0004974	LOC110681063|XP_021712521.1|AAEG, LOC110675665|XP_021696947.1|AAEG	LOC108107902|XP_017071194.1|DEUG
OG0004975	LOC5565225|XP_001649547.1|AAEG	LOC108107913|XP_017071222.1|DEUG
OG0004976	LOC5565227|XP_021696981.1|AAEG	LOC108107609|XP_017070665.1|DEUG
OG0004977	LOC5574032|XP_001661121.1|AAEG	LOC108109151|XP_017073054.1|DEUG
OG0004978	LOC5574826|XP_021697011.1|AAEG	LOC108112790|XP_017078560.1|DEUG
OG0004979	LOC5579980|XP_001658607.2|AAEG	LOC108109796|XP_017073994.1|DEUG
OG0004980	LOC5568319|XP_021697069.1|AAEG	LOC108118227|XP_017086296.1|DEUG
OG0004981	LOC5568313|XP_001652190.1|AAEG	LOC108108586|XP_017072170.1|DEUG
OG0004982	LOC5568312|XP_001652189.1|AAEG	LOC108108583|XP_017072167.1|DEUG
OG0004983	LOC5568306|XP_001652183.1|AAEG	LOC108114587|XP_017081132.1|DEUG
OG0004984	LOC5568305|XP_021697087.1|AAEG	LOC108114674|XP_017081245.1|DEUG
OG0004985	LOC5568289|XP_001652165.1|AAEG	LOC108102811|XP_017063479.1|DEUG
OG0004986	LOC5576962|XP_001663057.1|AAEG	LOC108108600|XP_017072187.1|DEUG
OG0004987	LOC5565246|XP_021697111.1|AAEG	LOC108114340|XP_017080754.1|DEUG
OG0004988	LOC110675715|XP_021697114.1|AAEG, LOC5575300|XP_001655674.2|AAEG	LOC108102812|XP_017063481.1|DEUG
OG0004989	LOC5571809|XP_001659940.1|AAEG, LOC110680273|XP_021711788.1|AAEG	LOC108114507|XP_017081016.1|DEUG
OG0004990	LOC110675733|XP_021697146.1|AAEG	LOC108108952|XP_017072695.1|DEUG
OG0004991	LOC5572690|XP_001660510.1|AAEG	LOC108106600|XP_017069279.1|DEUG
OG0004992	LOC5572691|XP_001660509.1|AAEG	LOC108106601|XP_017069281.1|DEUG
OG0004993	LOC5577569|XP_001663439.2|AAEG, LOC5577570|XP_001663443.1|AAEG	LOC108107595|XP_017070647.1|DEUG
OG0004994	LOC5571602|XP_001653714.2|AAEG	LOC108108150|XP_017071569.1|DEUG
OG0004995	LOC5571599|XP_021697309.1|AAEG	LOC108107852|XP_017071102.1|DEUG
OG0004996	LOC110675809|XP_021697326.1|AAEG	LOC108108343|XP_017071868.1|DEUG
OG0004997	LOC5566658|XP_021697337.1|AAEG	LOC108112813|XP_017078600.1|DEUG
OG0004998	LOC5570732|XP_021697365.1|AAEG	LOC108112633|XP_017078229.1|DEUG
OG0004999	LOC5570738|XP_001659327.1|AAEG	LOC108107545|XP_017070575.1|DEUG
OG0005000	LOC5564517|XP_001648857.2|AAEG	LOC108112169|XP_017077435.1|DEUG
OG0005001	LOC5570740|XP_021695187.1|AAEG	LOC108109867|XP_017074148.1|DEUG
OG0005002	LOC5578811|XP_001657178.1|AAEG	LOC108111822|XP_017076919.1|DEUG
OG0005003	LOC5571387|XP_021697409.1|AAEG	LOC108109887|XP_017074178.1|DEUG
OG0005004	LOC5571388|XP_001653637.1|AAEG	LOC108114103|XP_017080351.1|DEUG
OG0005005	LOC5576086|XP_021697447.1|AAEG	LOC108108464|XP_017072008.1|DEUG
OG0005006	LOC5567090|XP_021697448.1|AAEG	LOC108102857|XP_017063546.1|DEUG
OG0005007	LOC5567089|XP_021697452.1|AAEG	LOC108108581|XP_017072164.1|DEUG
OG0005008	LOC5567088|XP_021697462.1|AAEG	LOC108104631|XP_017066295.1|DEUG
OG0005009	LOC5576079|XP_001662410.1|AAEG	LOC108108432|XP_017071975.1|DEUG
OG0005010	LOC5576084|XP_001662406.2|AAEG	LOC108114585|XP_017081129.1|DEUG
OG0005011	LOC5574423|XP_021697465.1|AAEG	LOC108107263|XP_017070182.1|DEUG
OG0005012	LOC5575240|XP_021697536.1|AAEG	LOC108114561|XP_017081100.1|DEUG
OG0005013	LOC5569427|XP_021697567.1|AAEG	LOC108108309|XP_017071817.1|DEUG
OG0005014	LOC110675265|XP_021695436.1|AAEG	LOC108114325|XP_017080732.1|DEUG
OG0005015	LOC5574064|XP_021697593.1|AAEG	LOC108108054|XP_017071417.1|DEUG
OG0005016	LOC5567751|XP_021697603.1|AAEG	LOC108117398|XP_017085293.1|DEUG
OG0005017	LOC5572753|XP_001660573.2|AAEG	LOC108109793|XP_017073991.1|DEUG
OG0005018	LOC5572751|XP_021697622.1|AAEG	LOC108104697|XP_017066397.1|DEUG
OG0005019	LOC5572750|XP_001660577.1|AAEG	LOC108114566|XP_017081105.1|DEUG
OG0005020	LOC5572764|XP_001660585.2|AAEG	LOC108104762|XP_017066486.1|DEUG
OG0005021	LOC5571961|XP_021697657.1|AAEG	LOC108110807|XP_017075527.1|DEUG
