Orthogroup	AAEG.longest_only	DSIM.longest_only
OG0004595	LOC5570455|XP_001659155.1|AAEG	LOC6726022|XP_002107004.1|DSIM
OG0004596	LOC5568415|XP_001658067.2|AAEG	LOC6724770|XP_016037529.1|DSIM
OG0004597	LOC5576593|XP_001656176.2|AAEG	LOC27207152|XP_016039848.1|DSIM
OG0004598	LOC5576594|XP_021697315.1|AAEG	LOC6738361|XP_002085171.1|DSIM
OG0004599	LOC5576590|XP_021694237.1|AAEG	LOC6730883|XP_016023308.1|DSIM
OG0004600	LOC5578881|XP_021697499.1|AAEG	LOC6725703|XP_002106706.1|DSIM
OG0004601	LOC5575001|XP_021697559.1|AAEG	LOC6725714|XP_016038981.1|DSIM
OG0004602	LOC110681032|XP_021712493.1|AAEG, LOC5574977|XP_011492970.2|AAEG	LOC6739871|XP_016038754.1|DSIM
OG0004603	LOC5574964|XP_001655438.1|AAEG	LOC6730477|XP_002077658.1|DSIM
OG0004604	LOC5577019|XP_001656305.2|AAEG	LOC27209326|XP_039152768.1|DSIM
OG0004605	LOC5572546|XP_021698206.1|AAEG	LOC6739860|XP_039153932.1|DSIM
OG0004606	LOC110681039|XP_021712499.1|AAEG, LOC5570419|XP_021698706.1|AAEG	LOC6727404|XP_016033952.1|DSIM
OG0004607	LOC5571999|XP_021699006.1|AAEG	LOC6725039|XP_016038007.2|DSIM, LOC120285376|XP_039153893.1|DSIM
OG0004608	LOC5580118|XP_021699158.1|AAEG	LOC6740169|XP_039153435.1|DSIM
OG0004609	LOC5580129|XP_001655265.1|AAEG	LOC6726133|XP_016039649.1|DSIM
OG0004610	LOC5567908|XP_021699375.1|AAEG	LOC6739790|XP_016037019.1|DSIM
OG0004611	LOC5567930|XP_021699546.1|AAEG	LOC6730226|XP_039151724.1|DSIM
OG0004612	LOC5567934|XP_021699581.1|AAEG	LOC6730227|XP_002105510.1|DSIM
OG0004613	LOC5567928|XP_001651965.2|AAEG	LOC6727980|XP_016034572.1|DSIM
OG0004614	LOC23687785|XP_021699626.1|AAEG	LOC27207332|XP_016039234.1|DSIM
OG0004615	LOC5580054|XP_021699671.1|AAEG	LOC6725043|XP_016038009.1|DSIM
OG0004616	LOC5580056|XP_001654826.2|AAEG	LOC6725508|XP_002106521.1|DSIM
OG0004617	LOC5569683|XP_021699817.1|AAEG	LOC6732996|XP_002080075.1|DSIM
OG0004618	LOC5564408|XP_001648750.2|AAEG	LOC6729130|XP_016035774.1|DSIM
OG0004619	LOC5564395|XP_001648740.2|AAEG	LOC6729044|XP_002104365.1|DSIM
OG0004620	LOC5576466|XP_021700376.1|AAEG	LOC6727483|XP_016034072.1|DSIM
OG0004621	LOC5576467|XP_021700393.1|AAEG	LOC6728459|XP_002103804.1|DSIM
OG0004622	LOC110676561|XP_021700642.1|AAEG	LOC6727576|XP_039150631.1|DSIM
OG0004623	LOC5576484|XP_021700664.1|AAEG	LOC6730086|XP_002105379.1|DSIM
OG0004624	LOC5579374|XP_001647679.1|AAEG	LOC6726824|XP_002102231.2|DSIM
OG0004625	LOC5570705|XP_021700943.1|AAEG	LOC27206591|XP_039153713.1|DSIM
OG0004626	LOC5570700|XP_021701111.1|AAEG	LOC6724803|XP_039153022.1|DSIM
OG0004627	LOC5568502|XP_021704914.1|AAEG, LOC110674280|XP_021694247.1|AAEG	LOC6736723|XP_016030346.1|DSIM
OG0004628	LOC5566101|XP_021701666.1|AAEG	LOC6724879|XP_016037709.1|DSIM
OG0004629	LOC5578826|XP_021701851.1|AAEG	LOC6728065|XP_016034683.1|DSIM
OG0004630	LOC5578829|XP_021701956.1|AAEG	LOC6730126|XP_016036886.1|DSIM
OG0004632	LOC110680277|XP_021711790.1|AAEG, LOC5575025|XP_001661758.1|AAEG	LOC6727555|XP_016034136.1|DSIM
OG0004633	LOC5578655|XP_021702447.1|AAEG	LOC6730083|XP_016036851.1|DSIM
OG0004634	LOC5567053|XP_001651445.1|AAEG	LOC6730072|XP_002105365.1|DSIM
OG0004635	LOC5579439|XP_021702564.1|AAEG	LOC6725552|XP_016038695.1|DSIM
OG0004636	LOC5576304|XP_021702660.1|AAEG	LOC6740216|XP_039153519.1|DSIM
OG0004637	LOC5566946|XP_021702766.1|AAEG	LOC6724754|XP_039153833.1|DSIM
OG0004638	LOC110676975|XP_021702833.1|AAEG	LOC6740219|XP_039153979.1|DSIM
OG0004639	LOC5576873|XP_001662971.1|AAEG	LOC6729819|XP_002105122.1|DSIM
OG0004640	LOC110677132|XP_021703586.1|AAEG	LOC6729818|XP_039151750.1|DSIM
OG0004641	LOC110677190|XP_021703775.1|AAEG, LOC5565072|XP_001649386.2|AAEG	LOC27207114|XP_039152579.1|DSIM
OG0004642	LOC5564074|XP_001648356.2|AAEG	LOC6737458|XP_016031227.1|DSIM
OG0004643	LOC5564047|XP_001648357.1|AAEG	LOC27207852|XP_016035563.1|DSIM
OG0004644	LOC5564058|XP_001648358.1|AAEG	LOC27209281|XP_016040012.1|DSIM
OG0004645	LOC5564072|XP_001648359.1|AAEG	LOC6730473|XP_002077654.1|DSIM
OG0004646	LOC5564039|XP_001648362.2|AAEG	LOC6730298|XP_016037059.1|DSIM
OG0004647	LOC5564042|XP_021703902.1|AAEG	LOC6726008|XP_002106990.1|DSIM
OG0004648	LOC5564034|XP_001648370.1|AAEG	LOC6740208|XP_002077082.1|DSIM
OG0004649	LOC5564033|XP_001648388.2|AAEG	LOC6725978|XP_016039352.1|DSIM
OG0004650	LOC5571509|XP_001659760.2|AAEG	LOC6731949|XP_002079084.1|DSIM
OG0004651	LOC5563797|XP_021705176.1|AAEG	LOC6727690|XP_039150956.1|DSIM
OG0004652	LOC5565059|XP_001649413.2|AAEG	LOC6739785|XP_016036659.1|DSIM
OG0004653	LOC5565054|XP_001649408.2|AAEG	LOC6739083|XP_002085876.1|DSIM
OG0004654	LOC110677890|XP_021705386.1|AAEG, LOC5565035|XP_021705378.1|AAEG	LOC6730665|XP_002077835.1|DSIM
OG0004655	LOC5565063|XP_001649395.2|AAEG	LOC6729304|XP_002104621.3|DSIM
OG0004656	LOC5565050|XP_001649392.1|AAEG	LOC6726342|XP_016039916.1|DSIM
OG0004657	LOC5565263|XP_001649611.2|AAEG	LOC6727243|XP_002102635.1|DSIM
OG0004658	LOC23687387|XP_021705930.1|AAEG	LOC6728655|XP_002103995.1|DSIM
OG0004659	LOC5576003|XP_021705972.1|AAEG	LOC6729224|XP_002104545.1|DSIM
OG0004660	LOC110681260|XP_021712726.1|AAEG, LOC5575289|XP_001655666.1|AAEG	LOC6729078|XP_039151337.1|DSIM
OG0004661	LOC110681378|XP_021712811.1|AAEG, LOC5579213|XP_001657340.2|AAEG	LOC6727693|XP_002103055.2|DSIM
OG0004662	LOC5570619|XP_021706383.1|AAEG	LOC6727809|XP_039151923.1|DSIM
OG0004663	LOC5570613|XP_021706431.1|AAEG	LOC6725159|XP_002106185.2|DSIM
OG0004664	LOC5570614|XP_001659213.2|AAEG	LOC6725160|XP_016038180.1|DSIM
OG0004665	LOC110678164|XP_021706480.1|AAEG	LOC6725048|XP_016038022.1|DSIM
OG0004666	LOC5569671|XP_021706516.1|AAEG	LOC27208284|XP_016035397.1|DSIM
OG0004667	LOC5569670|XP_001652933.1|AAEG	LOC6728721|XP_002104057.1|DSIM
OG0004668	LOC5566637|XP_021706641.1|AAEG	LOC6726013|XP_039152952.1|DSIM
OG0004669	LOC23687857|XP_021706703.1|AAEG	LOC6731286|XP_002078443.1|DSIM
OG0004670	LOC5577888|XP_021707313.1|AAEG	LOC6729675|XP_002104981.2|DSIM
OG0004671	LOC5577673|XP_001663450.2|AAEG	LOC6728346|XP_002103694.1|DSIM
OG0004672	LOC110681249|XP_021712710.1|AAEG, LOC5568531|XP_021707788.1|AAEG	LOC6728073|XP_039151175.1|DSIM
OG0004673	LOC5565265|XP_021707970.1|AAEG	LOC6730375|XP_002105657.1|DSIM
OG0004674	LOC5580231|XP_001655929.1|AAEG	LOC6729868|XP_016036618.1|DSIM
OG0004675	LOC5579494|XP_021708351.1|AAEG	LOC6729865|XP_016036604.1|DSIM
OG0004676	LOC5578580|XP_001663971.1|AAEG	LOC6726916|XP_002102318.1|DSIM
OG0004677	LOC5568274|XP_021708900.1|AAEG	LOC27208018|XP_016035968.1|DSIM
OG0004678	LOC5575196|XP_021708925.1|AAEG	LOC6729329|XP_002104646.2|DSIM
OG0004679	LOC110680243|XP_021711749.1|AAEG, LOC5570610|XP_021709377.1|AAEG	LOC6727496|XP_016034084.1|DSIM
OG0004680	LOC5574583|XP_021709444.1|AAEG	LOC6727719|XP_016034293.1|DSIM
OG0004681	LOC110680770|XP_021712247.1|AAEG, LOC5574603|XP_021709512.1|AAEG	LOC6728939|XP_002104267.1|DSIM
OG0004682	LOC5574597|XP_001655229.2|AAEG	LOC6730973|XP_002078134.1|DSIM
OG0004683	LOC5574598|XP_001655231.2|AAEG	LOC6728266|XP_002103615.2|DSIM
OG0004684	LOC5573866|XP_001654906.1|AAEG	LOC6728728|XP_002104063.2|DSIM
OG0004685	LOC5573867|XP_021709999.1|AAEG	LOC6730054|XP_016036828.1|DSIM
OG0004686	LOC5573870|XP_001654902.2|AAEG	LOC6728854|XP_002104188.1|DSIM
OG0004687	LOC5568153|XP_021710128.1|AAEG	LOC6730059|XP_002105352.1|DSIM
OG0004688	LOC5567414|XP_021710488.1|AAEG	LOC6728628|XP_002103969.1|DSIM
OG0004689	LOC5567422|XP_001657404.2|AAEG	LOC6729261|XP_002104581.2|DSIM
OG0004690	LOC5567420|XP_021710562.1|AAEG, LOC110680659|XP_021712143.1|AAEG	LOC6726988|XP_002102389.2|DSIM
OG0004691	LOC5567412|XP_001657412.2|AAEG, LOC110681198|XP_021712668.1|AAEG	LOC6730005|XP_039151377.1|DSIM
OG0004692	LOC5567410|XP_021710610.1|AAEG	LOC6729289|XP_016035930.1|DSIM
OG0004693	LOC5567409|XP_021710619.1|AAEG	LOC6729294|XP_016035935.1|DSIM
OG0004694	LOC5569463|XP_021710880.1|AAEG	LOC6729548|XP_016036219.1|DSIM
OG0004695	LOC5577522|XP_021711214.1|AAEG, LOC110681307|XP_021712757.1|AAEG	LOC6729863|XP_016036600.1|DSIM
OG0004696	LOC5577409|XP_021711701.1|AAEG	LOC27206451|XP_016033797.2|DSIM
OG0004697	LOC5572726|XP_021711703.1|AAEG	LOC6726086|XP_016039543.1|DSIM
OG0004698	LOC5567784|XP_001657686.1|AAEG	LOC27208427|XP_016039711.2|DSIM
OG0004699	LOC5567769|XP_001657669.2|AAEG	LOC27209195|XP_039151571.1|DSIM
OG0004700	LOC5569268|XP_001658414.2|AAEG	LOC6726667|XP_016033156.1|DSIM
OG0004701	LOC5571789|XP_021712686.1|AAEG	LOC6727237|XP_016033742.1|DSIM
OG0004702	LOC5567071|XP_021712876.1|AAEG	LOC6729316|XP_016035946.1|DSIM
OG0004703	LOC5567076|XP_001651472.2|AAEG	LOC6729252|XP_016035905.1|DSIM
OG0004704	LOC5577527|XP_021712945.1|AAEG	LOC6729456|XP_016036131.1|DSIM
OG0004705	LOC5577531|XP_001663415.1|AAEG	LOC6728744|XP_002104079.2|DSIM
OG0004706	LOC5578164|XP_021712961.1|AAEG	LOC6737228|XP_002084068.2|DSIM
OG0004707	LOC5578992|XP_021712980.1|AAEG	LOC6731282|XP_016023847.1|DSIM
OG0004708	LOC5578986|XP_021712983.1|AAEG	LOC6727139|XP_002102532.1|DSIM
OG0004709	LOC5573380|XP_001660859.2|AAEG	LOC6729004|XP_016035667.1|DSIM
OG0004710	LOC5573382|XP_021712994.1|AAEG	LOC6728105|XP_039151471.1|DSIM
OG0004711	LOC5567514|XP_021712998.1|AAEG	LOC6729790|XP_002105095.2|DSIM
OG0004712	LOC5570622|XP_001659225.2|AAEG	LOC6728200|XP_002103549.2|DSIM
OG0004713	LOC5577008|XP_021713014.1|AAEG	LOC6729355|XP_016035992.1|DSIM
OG0004714	LOC5577010|XP_021713020.1|AAEG	LOC6729368|XP_016036004.1|DSIM
OG0004715	LOC5577983|XP_001656717.2|AAEG	LOC6732320|XP_016024982.1|DSIM
OG0004716	LOC110680869|XP_021712351.1|AAEG, LOC5572577|XP_021713034.1|AAEG	LOC6729344|XP_016035983.2|DSIM
OG0004717	LOC5580309|XP_021713070.1|AAEG	LOC6739885|XP_016038748.1|DSIM
OG0004718	LOC5580307|XP_021713072.1|AAEG	LOC6730856|XP_039146942.1|DSIM
OG0004719	LOC5567836|XP_021713139.1|AAEG	LOC6730272|XP_039150349.1|DSIM
OG0004720	LOC5567828|XP_021713151.1|AAEG	LOC6729320|XP_039151536.1|DSIM
OG0004721	LOC5568724|XP_001658107.2|AAEG, LOC110681520|XP_021713162.1|AAEG, LOC110681103|XP_021712560.1|AAEG	LOC6729898|XP_002105200.2|DSIM
OG0004722	LOC5564376|XP_021713169.1|AAEG	LOC6730038|XP_002105331.1|DSIM
OG0004723	LOC5576285|XP_001662575.2|AAEG	LOC27207986|XP_016040120.1|DSIM
OG0004724	LOC5565704|XP_021713195.1|AAEG	LOC6727532|XP_002102912.1|DSIM
OG0004725	LOC23687519|XP_021713205.1|AAEG	LOC6729792|XP_016036480.2|DSIM
OG0004726	LOC5577062|XP_021713221.1|AAEG	LOC6729859|XP_016036597.1|DSIM
OG0004727	LOC5569229|XP_021713257.1|AAEG	LOC6729240|XP_016035892.1|DSIM
OG0004728	LOC110681535|XP_021713261.1|AAEG, LOC5569233|XP_001652793.1|AAEG	LOC6728343|XP_016034969.1|DSIM
OG0004729	LOC5574059|XP_001655039.1|AAEG	LOC6725890|XP_002106885.1|DSIM
OG0004730	LOC5574058|XP_001655038.2|AAEG	LOC6731256|XP_002078415.1|DSIM
OG0004731	LOC5574049|XP_001655027.1|AAEG	LOC6727509|XP_016034089.1|DSIM
OG0004732	LOC5579204|XP_021713323.1|AAEG	LOC6728675|XP_002104014.2|DSIM
OG0004733	LOC5579208|XP_001657331.2|AAEG	LOC6727730|XP_002103092.1|DSIM
OG0004734	LOC5565061|XP_021713325.1|AAEG	LOC6729028|XP_002104349.1|DSIM
OG0004735	LOC5574617|XP_021713353.1|AAEG	LOC6730386|XP_016037169.1|DSIM
OG0004736	LOC5574615|XP_021713359.1|AAEG	LOC6729964|XP_039150895.1|DSIM
OG0004737	LOC5579129|XP_001664227.2|AAEG	LOC6726674|XP_016033168.1|DSIM
OG0004738	LOC5564607|XP_021713379.1|AAEG	LOC6726675|XP_016033170.1|DSIM
OG0004739	LOC5564604|XP_001648952.2|AAEG	LOC6729275|XP_002104595.1|DSIM
OG0004740	LOC5580180|XP_001655596.2|AAEG	LOC6729477|XP_002104787.1|DSIM
OG0004741	LOC5580179|XP_021713415.1|AAEG	LOC6727531|XP_016034109.1|DSIM
OG0004742	LOC5580168|XP_021713424.1|AAEG	LOC6724724|XP_016037359.1|DSIM
OG0004743	LOC5575984|XP_001655938.2|AAEG	LOC6727501|XP_039150716.1|DSIM
OG0004744	LOC5571518|XP_001659764.2|AAEG	LOC27206835|XP_016025064.1|DSIM
OG0004745	LOC110674034|XP_021692979.1|AAEG	LOC27206454|XP_039151941.1|DSIM
OG0004746	LOC5578530|XP_021693013.1|AAEG	LOC6728457|XP_016035076.1|DSIM
OG0004747	LOC5574921|XP_021693014.1|AAEG	LOC6728458|XP_016035077.1|DSIM
OG0004748	LOC110674038|XP_021693022.1|AAEG	LOC6728455|XP_016035070.1|DSIM
OG0004749	LOC5570841|XP_021693038.1|AAEG	LOC6727315|XP_016033849.1|DSIM
OG0004750	LOC5564809|XP_001649157.2|AAEG	LOC6729042|XP_016035695.1|DSIM
OG0004751	LOC5573468|XP_001660889.2|AAEG	LOC6727974|XP_016034567.1|DSIM
OG0004752	LOC5576839|XP_021693055.1|AAEG	LOC27208451|XP_016036494.1|DSIM
OG0004753	LOC5576840|XP_001662952.2|AAEG	LOC6729491|XP_016036162.1|DSIM
OG0004754	LOC5576841|XP_001662951.1|AAEG	LOC6729903|XP_002105205.2|DSIM
OG0004755	LOC5563664|XP_021693061.1|AAEG	LOC6727326|XP_002102712.1|DSIM
OG0004756	LOC5563630|XP_001647845.1|AAEG	LOC6727327|XP_002102713.1|DSIM
OG0004757	LOC5580078|XP_021693067.1|AAEG	LOC6728280|XP_039150912.1|DSIM
OG0004758	LOC5565688|XP_021693077.1|AAEG	LOC6727626|XP_016034227.1|DSIM
OG0004759	LOC5580095|XP_021694314.1|AAEG	LOC6728969|XP_016035646.1|DSIM
OG0004760	LOC5580097|XP_021693082.1|AAEG	LOC27206989|XP_016034731.1|DSIM
OG0004761	LOC5566481|XP_021693093.1|AAEG	LOC6727746|XP_002103108.1|DSIM
OG0004762	LOC5566478|XP_021693095.1|AAEG	LOC6731233|XP_002078392.1|DSIM
OG0004763	LOC110674063|XP_021693123.1|AAEG	LOC6727571|XP_039150707.1|DSIM
OG0004764	LOC5566462|XP_001650844.2|AAEG	LOC6728138|XP_016034747.1|DSIM
OG0004765	LOC5566459|XP_021693132.1|AAEG	LOC6729461|XP_016036135.1|DSIM
OG0004766	LOC5578930|XP_001657218.1|AAEG, LOC110680822|XP_021712293.1|AAEG	LOC6729441|XP_039151992.1|DSIM
OG0004767	LOC5563705|XP_001647995.2|AAEG	LOC6726694|XP_002102105.1|DSIM
OG0004768	LOC5563720|XP_021693220.1|AAEG	LOC6726696|XP_002102107.1|DSIM
OG0004769	LOC5563719|XP_001648002.2|AAEG	LOC6733022|XP_002080101.1|DSIM
OG0004770	LOC5563706|XP_001648001.1|AAEG	LOC6727616|XP_002102995.1|DSIM
OG0004771	LOC5563713|XP_001648003.1|AAEG	LOC6730150|XP_016036915.1|DSIM
OG0004772	LOC5576366|XP_001656105.2|AAEG	LOC6728942|XP_016035621.1|DSIM
OG0004773	LOC5576364|XP_001656102.1|AAEG	LOC6727293|XP_002102680.1|DSIM
OG0004774	LOC5576362|XP_021693266.1|AAEG	LOC6727291|XP_016033820.1|DSIM
OG0004775	LOC5576360|XP_001656098.1|AAEG	LOC6727513|XP_016034098.1|DSIM
OG0004776	LOC5576357|XP_001656095.2|AAEG	LOC6733305|XP_016026231.1|DSIM
OG0004777	LOC5576353|XP_001656091.1|AAEG	LOC27206634|XP_016025854.1|DSIM
OG0004778	LOC5567291|XP_001651727.2|AAEG	LOC6732266|XP_002079395.1|DSIM
OG0004779	LOC5567287|XP_021693333.1|AAEG	LOC6729281|XP_016035923.1|DSIM
OG0004780	LOC5567286|XP_001651717.1|AAEG	LOC6730825|XP_002077992.1|DSIM
OG0004781	LOC5567281|XP_021693335.1|AAEG	LOC6728338|XP_039150771.1|DSIM
OG0004782	LOC5569123|XP_021693348.1|AAEG	LOC6729322|XP_016035957.1|DSIM
OG0004783	LOC5576729|XP_001656237.1|AAEG	LOC6740126|XP_016039284.1|DSIM
OG0004784	LOC5576719|XP_001656225.2|AAEG	LOC6726952|XP_002102354.1|DSIM
OG0004785	LOC5564486|XP_001648827.1|AAEG	LOC6726938|XP_002102340.1|DSIM
OG0004786	LOC110674098|XP_021693387.1|AAEG	LOC27207009|XP_039150983.1|DSIM
OG0004788	LOC5573630|XP_001660959.1|AAEG	LOC6726934|XP_016033431.1|DSIM
OG0004789	LOC5573633|XP_001660960.2|AAEG	LOC6726933|XP_002102335.1|DSIM
OG0004790	LOC5578540|XP_001663931.1|AAEG	LOC6729741|XP_016036401.1|DSIM
OG0004791	LOC5567507|XP_021693404.1|AAEG	LOC6730338|XP_016037107.1|DSIM
OG0004792	LOC5567505|XP_001651805.1|AAEG	LOC6727494|XP_002102874.1|DSIM
OG0004793	LOC5567509|XP_021693418.1|AAEG	LOC6730108|XP_039150382.1|DSIM
OG0004794	LOC5568908|XP_021693425.1|AAEG	LOC6728190|XP_016034821.1|DSIM
OG0004795	LOC5568898|XP_001658225.2|AAEG	LOC6728245|XP_002103594.3|DSIM
OG0004796	LOC5573319|XP_021693445.1|AAEG	LOC6728314|XP_002103663.1|DSIM
OG0004797	LOC5573320|XP_021693447.1|AAEG	LOC6729001|XP_016035665.1|DSIM
OG0004798	LOC5573325|XP_001654545.2|AAEG	LOC6730017|XP_002105311.1|DSIM
OG0004799	LOC5573328|XP_001654548.2|AAEG	LOC6728988|XP_002104310.1|DSIM
OG0004800	LOC5575792|XP_021693478.1|AAEG	LOC6728147|XP_016034756.1|DSIM
OG0004801	LOC5573434|XP_021693611.1|AAEG	LOC6729564|XP_002104872.1|DSIM
OG0004802	LOC5577696|XP_001663476.1|AAEG, LOC5576141|XP_001662490.1|AAEG	LOC6727300|XP_039150423.1|DSIM
OG0004803	LOC5577199|XP_021693664.1|AAEG	LOC6729942|XP_016036702.1|DSIM
OG0004804	LOC5569887|XP_021693689.1|AAEG	LOC6726697|XP_039151580.1|DSIM
OG0004805	LOC5566210|XP_021693695.1|AAEG	LOC6728787|XP_016035473.1|DSIM
OG0004806	LOC5576204|XP_001662541.1|AAEG	LOC27207936|XP_016039172.1|DSIM
OG0004807	LOC5576196|XP_001662533.2|AAEG	LOC6729533|XP_016036206.1|DSIM
OG0004808	LOC5576522|XP_001662715.2|AAEG	LOC6728696|XP_002104032.1|DSIM
OG0004809	LOC5575645|XP_001655791.1|AAEG	LOC6727283|XP_002102672.1|DSIM
OG0004810	LOC5575646|XP_021693746.1|AAEG	LOC6727289|XP_002102676.1|DSIM
OG0004811	LOC23687923|XP_021693761.1|AAEG	LOC6738855|XP_016032674.1|DSIM
OG0004812	LOC5565754|XP_021693766.1|AAEG	LOC6728790|XP_039150548.1|DSIM
OG0004813	LOC110680668|XP_021712149.1|AAEG, LOC5565615|XP_001649944.1|AAEG	LOC6729303|XP_002104620.2|DSIM
OG0004814	LOC5565593|XP_021693801.1|AAEG	LOC6728717|XP_039150605.1|DSIM
OG0004815	LOC110681465|XP_021712923.1|AAEG, LOC5565596|XP_021693805.1|AAEG	LOC6725264|XP_016038269.1|DSIM
OG0004816	LOC5569688|XP_021694424.1|AAEG	LOC6725474|XP_016038582.1|DSIM
OG0004817	LOC5565992|XP_001650360.2|AAEG	LOC6725472|XP_002106488.2|DSIM
OG0004818	LOC110673983|XP_021693821.1|AAEG	LOC6728945|XP_002104273.1|DSIM
OG0004819	LOC5577654|XP_001656652.2|AAEG	LOC27207013|XP_016035839.1|DSIM
OG0004820	LOC5577653|XP_021693824.1|AAEG	LOC6728693|XP_002104029.2|DSIM
OG0004821	LOC5577652|XP_001656650.2|AAEG	LOC6730147|XP_016036912.1|DSIM
OG0004822	LOC5577644|XP_021693837.1|AAEG	LOC6728102|XP_016034715.1|DSIM
OG0004823	LOC5577640|XP_001656638.2|AAEG	LOC6739718|XP_016034814.1|DSIM
OG0004824	LOC5577639|XP_001656637.1|AAEG	LOC6728187|XP_002103536.1|DSIM
OG0004825	LOC5577632|XP_021693883.1|AAEG	LOC27207450|XP_016037326.1|DSIM
OG0004826	LOC5565948|XP_001650325.1|AAEG	LOC6726900|XP_002102302.1|DSIM
OG0004827	LOC5565946|XP_001650323.1|AAEG	LOC6726672|XP_002102083.1|DSIM
OG0004828	LOC5565943|XP_001650318.1|AAEG	LOC6729283|XP_002104603.1|DSIM
OG0004829	LOC5568524|XP_001652351.2|AAEG	LOC6729351|XP_002104667.1|DSIM
OG0004830	LOC5568377|XP_021693933.1|AAEG	LOC6728372|XP_016034984.1|DSIM
OG0004831	LOC5573533|XP_001654671.2|AAEG	LOC6736970|XP_002083817.1|DSIM
OG0004832	LOC5565148|XP_021694009.1|AAEG	LOC6728332|XP_002103681.1|DSIM
OG0004833	LOC5576153|XP_001662502.1|AAEG, LOC5566762|XP_001651168.1|AAEG	LOC6726834|XP_002102241.1|DSIM
OG0004834	LOC5565637|XP_001649990.2|AAEG	LOC6729273|XP_002104593.1|DSIM
OG0004835	LOC5564104|XP_021694072.1|AAEG	LOC6729270|XP_002104590.1|DSIM
OG0004836	LOC5576112|XP_021694087.1|AAEG	LOC6729213|XP_002104534.1|DSIM
OG0004837	LOC5576113|XP_001662458.2|AAEG	LOC6738899|XP_016032721.1|DSIM
OG0004838	LOC5576125|XP_001662471.2|AAEG	LOC27208934|XP_016035244.1|DSIM
OG0004839	LOC5576127|XP_021694095.1|AAEG	LOC6728613|XP_016035247.1|DSIM
OG0004840	LOC5575234|XP_001655640.2|AAEG	LOC6729392|XP_016036038.1|DSIM
OG0004841	LOC110681192|XP_021712660.1|AAEG, LOC5575231|XP_021694126.1|AAEG	LOC6732385|XP_002079506.1|DSIM
OG0004842	LOC5565162|XP_001649526.2|AAEG	LOC6730050|XP_002105343.2|DSIM
OG0004843	LOC5565185|XP_001649514.2|AAEG	LOC6727563|XP_016034161.1|DSIM
OG0004844	LOC5577586|XP_021694153.1|AAEG	LOC6732147|XP_016024834.1|DSIM
OG0004845	LOC23687573|XP_021694154.1|AAEG, LOC110681328|XP_021712775.1|AAEG	LOC6726777|XP_016033258.1|DSIM
OG0004846	LOC5572603|XP_021694172.1|AAEG	LOC6730868|XP_002078032.1|DSIM
OG0004847	LOC5572605|XP_001654115.2|AAEG	LOC6730867|XP_002078031.1|DSIM
OG0004848	LOC23687388|XP_021694181.1|AAEG	LOC6727761|XP_002103123.1|DSIM
OG0004850	LOC5572676|XP_021694197.1|AAEG	LOC6727020|XP_016033509.1|DSIM
OG0004851	LOC110674250|XP_021694203.1|AAEG	LOC6727018|XP_002102416.1|DSIM
OG0004852	LOC5566256|XP_021694208.1|AAEG	LOC6727003|XP_016033495.1|DSIM
OG0004853	LOC5566125|XP_001650487.2|AAEG	LOC6735528|XP_002082464.2|DSIM
OG0004854	LOC5571449|XP_021695479.1|AAEG	LOC6737779|XP_016031557.1|DSIM
OG0004855	LOC5573692|XP_001661015.2|AAEG	LOC6739636|XP_002076532.1|DSIM
OG0004856	LOC5576514|XP_021695531.1|AAEG	LOC6737179|XP_039149968.1|DSIM
OG0004857	LOC5579860|XP_001664321.2|AAEG	LOC6736433|XP_039149747.1|DSIM
OG0004858	LOC5567813|XP_021695571.1|AAEG	LOC6737184|XP_039150202.1|DSIM
OG0004859	LOC5567812|XP_021695576.1|AAEG	LOC6737187|XP_002084033.1|DSIM
OG0004860	LOC5567848|XP_001657711.1|AAEG	LOC6736502|XP_016030081.1|DSIM
OG0004861	LOC5567847|XP_021695583.1|AAEG	LOC6737484|XP_039150209.1|DSIM
OG0004862	LOC5569145|XP_021699736.1|AAEG	LOC6737495|XP_039149020.1|DSIM
OG0004863	LOC5575754|XP_001662174.2|AAEG	LOC6736916|XP_016030565.1|DSIM
OG0004864	LOC5575753|XP_021695616.1|AAEG	LOC6736768|XP_002083624.1|DSIM
OG0004865	LOC5575752|XP_001662176.1|AAEG	LOC6729892|XP_002105195.1|DSIM
OG0004866	LOC5564540|XP_021695631.1|AAEG	LOC6737103|XP_002083950.1|DSIM
OG0004867	LOC5564539|XP_021695635.1|AAEG	LOC6734053|XP_016027061.1|DSIM
OG0004868	LOC5564537|XP_001648880.2|AAEG	LOC6733184|XP_016026068.1|DSIM
OG0004869	LOC5578207|XP_001656851.2|AAEG	LOC6733251|XP_002080314.1|DSIM
OG0004870	LOC5578218|XP_001656861.1|AAEG	LOC6733255|XP_016026130.1|DSIM
OG0004871	LOC5578223|XP_021695666.1|AAEG	LOC6736085|XP_002082986.2|DSIM
OG0004872	LOC5576744|XP_021695708.1|AAEG	LOC6736162|XP_002083062.1|DSIM
OG0004873	LOC5575734|XP_001655836.1|AAEG, LOC110674017|XP_021695727.1|AAEG	LOC6731473|XP_002078622.1|DSIM
OG0004874	LOC110675354|XP_021695729.1|AAEG, LOC5563734|XP_021695730.1|AAEG	LOC6729680|XP_002104986.1|DSIM
OG0004875	LOC5571774|XP_021695744.1|AAEG	LOC6740215|XP_039153677.1|DSIM
