Orthogroup	HILL.longest_only	DKIK.longest_only
OG0006648	LOC119650182|XP_037908663.1|HILL	LOC108079730|XP_017029630.1|DKIK
OG0006649	LOC119647292|XP_037904126.1|HILL	LOC108076787|XP_017025283.1|DKIK
OG0006650	LOC119649168|XP_037907127.1|HILL	LOC108070523|XP_017016521.1|DKIK
OG0006651	LOC119648095|XP_037905521.1|HILL	LOC108080198|XP_017030339.1|DKIK
OG0006652	LOC119650045|XP_037908456.1|HILL	LOC108073591|XP_017020774.1|DKIK
OG0006653	LOC119647725|XP_037904747.1|HILL	LOC108075163|XP_017022941.1|DKIK
OG0006654	LOC119649991|XP_037908375.1|HILL	LOC108080651|XP_017030967.1|DKIK
OG0006655	LOC119649426|XP_037907501.1|HILL	LOC108079760|XP_017029671.1|DKIK
OG0006656	LOC119650022|XP_037908426.1|HILL	LOC108078746|XP_017028259.1|DKIK
OG0006657	LOC119650079|XP_037908510.1|HILL	LOC108076769|XP_017025261.1|DKIK
OG0006658	LOC119649010|XP_037906888.1|HILL	LOC108073465|XP_017020594.1|DKIK
OG0006659	LOC119649474|XP_037907561.1|HILL	LOC108073583|XP_017020759.1|DKIK
OG0006660	LOC119648340|XP_037905963.1|HILL	LOC108071572|XP_017017842.1|DKIK
OG0006661	LOC119650375|XP_037909040.1|HILL	LOC108071632|XP_017017903.1|DKIK
OG0006662	LOC119660836|XP_037925636.1|HILL	LOC108074422|XP_017021945.1|DKIK
OG0006663	LOC119648026|XP_037905372.1|HILL	LOC108079124|XP_017028856.1|DKIK
OG0006664	LOC119653526|XP_037914129.1|HILL	LOC108084207|XP_017035811.1|DKIK
OG0006665	LOC119649164|XP_037907117.1|HILL	LOC108078658|XP_017028080.1|DKIK
OG0006666	LOC119649952|XP_037908316.1|HILL	LOC108076771|XP_017025264.1|DKIK
OG0006667	LOC119649797|XP_037908029.1|HILL	LOC108083759|XP_017035171.1|DKIK
OG0006668	LOC119661738|XP_037927132.1|HILL	LOC108076625|XP_017025040.1|DKIK
OG0006669	LOC119648923|XP_037906756.1|HILL	LOC108073758|XP_017021013.1|DKIK
OG0006670	LOC119650071|XP_037908495.1|HILL	LOC108073849|XP_017021119.1|DKIK
OG0006671	LOC119648973|XP_037906823.1|HILL	LOC108073940|XP_017021240.1|DKIK
OG0006672	LOC119648236|XP_037905787.1|HILL	LOC108077505|XP_017026323.1|DKIK
OG0006673	LOC119648804|XP_037906580.1|HILL	LOC108070597|XP_017016656.1|DKIK
OG0006674	LOC119649504|XP_037907600.1|HILL	LOC108071521|XP_017017779.1|DKIK
OG0006675	LOC119648645|XP_037906344.1|HILL	LOC108072710|XP_017019448.1|DKIK
OG0006676	LOC119649618|XP_037907767.1|HILL	LOC108086004|XP_017038306.1|DKIK
OG0006677	LOC119648799|XP_037906571.1|HILL	LOC108078748|XP_017028261.1|DKIK
OG0006678	LOC119649817|XP_037908076.1|HILL	LOC108075209|XP_017023034.1|DKIK
OG0006679	LOC119649878|XP_037908183.1|HILL	LOC108075321|XP_017023216.1|DKIK
OG0006680	LOC119660544|XP_037925107.1|HILL	LOC108077650|XP_017026553.1|DKIK
OG0006681	LOC119647706|XP_037904719.1|HILL	LOC108073939|XP_017021236.1|DKIK
OG0006682	LOC119648876|XP_037906695.1|HILL	LOC108084424|XP_017036120.1|DKIK
OG0006683	LOC119648877|XP_037906696.1|HILL	LOC108084395|XP_017036079.1|DKIK
OG0006684	LOC119650435|XP_037909184.1|HILL	LOC108078747|XP_017028260.1|DKIK
OG0006685	LOC119647412|XP_037904222.1|HILL	LOC108078539|XP_017027940.1|DKIK
OG0006686	LOC119650149|XP_037908614.1|HILL	LOC108079074|XP_017028779.1|DKIK
OG0006687	LOC119646568|XP_037902979.1|HILL, LOC119647044|XP_037903728.1|HILL, LOC119658612|XP_037922031.1|HILL	LOC108082961|XP_017034072.1|DKIK
OG0006688	LOC119649611|XP_037907759.1|HILL	LOC108071592|XP_017017862.1|DKIK
OG0006689	LOC119648980|XP_037906830.1|HILL	LOC108079737|XP_017029638.1|DKIK
OG0006691	LOC119647467|XP_037904329.1|HILL	LOC108073969|XP_017021301.1|DKIK
OG0006692	LOC119648021|XP_037905361.1|HILL	LOC108079848|XP_017029845.1|DKIK
OG0006693	LOC119649161|XP_037907097.1|HILL	LOC108075192|XP_017023016.1|DKIK
OG0006694	LOC119661022|XP_037926099.1|HILL	LOC108083535|XP_017034862.1|DKIK
OG0006695	LOC119649586|XP_037907719.1|HILL	LOC108078771|XP_017028303.1|DKIK
OG0006696	LOC119648619|XP_037906316.1|HILL	LOC108082892|XP_017033967.1|DKIK
OG0006697	LOC119647480|XP_037904351.1|HILL	LOC108078912|XP_017028534.1|DKIK
OG0006698	LOC119648646|XP_037906346.1|HILL	LOC108079869|XP_017029870.1|DKIK
OG0006699	LOC119647901|XP_037905136.1|HILL	LOC108079881|XP_017029887.1|DKIK
OG0006700	LOC119655486|XP_037917316.1|HILL	LOC108078564|XP_017027972.1|DKIK
OG0006701	LOC119651642|XP_037911245.1|HILL	LOC108074477|XP_017022038.1|DKIK
OG0006702	LOC119648266|XP_037905846.1|HILL	LOC108079093|XP_017028809.1|DKIK
OG0006703	LOC119649368|XP_037907412.1|HILL	LOC108078971|XP_017028629.1|DKIK
OG0006704	LOC119649674|XP_037907861.1|HILL	LOC108078972|XP_017028630.1|DKIK
OG0006707	LOC119646489|XP_037902876.1|HILL	LOC108076370|XP_017024664.1|DKIK
OG0006709	LOC119646133|XP_037902410.1|HILL	LOC108076104|XP_017024317.1|DKIK
OG0006710	LOC119649858|XP_037908149.1|HILL	LOC108079103|XP_017028822.1|DKIK
OG0006711	LOC119649857|XP_037908144.1|HILL	LOC108079016|XP_017028683.1|DKIK
OG0006712	LOC119648307|XP_037905901.1|HILL	LOC108075178|XP_017022990.1|DKIK
OG0006713	LOC119650347|XP_037908949.1|HILL	LOC108073548|XP_017020722.1|DKIK
OG0006714	LOC119650346|XP_037908946.1|HILL	LOC108073547|XP_017020721.1|DKIK
OG0006715	LOC119648912|XP_037906746.1|HILL	LOC108079107|XP_017028834.1|DKIK
OG0006716	LOC119651593|XP_037911167.1|HILL	LOC108076188|XP_017024411.1|DKIK
OG0006717	LOC119648294|XP_037905882.1|HILL	LOC108070493|XP_017016476.1|DKIK
OG0006718	LOC119648409|XP_037906087.1|HILL	LOC108070479|XP_017016454.1|DKIK
OG0006719	LOC119650233|XP_037908739.1|HILL	LOC108078755|XP_017028277.1|DKIK
OG0006720	LOC119650370|XP_037909028.1|HILL	LOC108080640|XP_017030954.1|DKIK
OG0006721	LOC119649549|XP_037907669.1|HILL	LOC108070464|XP_017016434.1|DKIK
OG0006722	LOC119649327|XP_037907356.1|HILL	LOC108084439|XP_017036137.1|DKIK
OG0006723	LOC119658938|XP_037922719.1|HILL	LOC108077384|XP_017026167.1|DKIK
OG0006724	LOC119659984|XP_037924282.1|HILL	LOC108073530|XP_017020700.1|DKIK
OG0006725	LOC119660239|XP_037924621.1|HILL	LOC108073556|XP_017020731.1|DKIK
OG0006726	LOC119654868|XP_037916391.1|HILL	LOC108077866|XP_017026890.1|DKIK
OG0006727	LOC119659216|XP_037923117.1|HILL	LOC108073503|XP_017020660.1|DKIK
OG0006728	LOC119652388|XP_037912421.1|HILL	LOC108072014|XP_017018483.1|DKIK
OG0006729	LOC119647269|XP_037904088.1|HILL	LOC108078523|XP_017027921.1|DKIK
OG0006730	LOC119647270|XP_037904091.1|HILL	LOC108078521|XP_017027919.1|DKIK
OG0006731	LOC119649399|XP_037907452.1|HILL	LOC108075897|XP_017024002.1|DKIK
OG0006732	LOC119650157|XP_037908630.1|HILL	LOC108070546|XP_017016560.1|DKIK
OG0006733	LOC119650415|XP_037909136.1|HILL	LOC108079715|XP_017029613.1|DKIK, LOC108071879|XP_017018297.1|DKIK, LOC108071201|XP_017017367.1|DKIK
OG0006734	LOC119648874|XP_037906693.1|HILL	LOC108079806|XP_017029774.1|DKIK
OG0006735	LOC119648389|XP_037906054.1|HILL	LOC108072756|XP_017019517.1|DKIK
OG0006736	LOC119647995|XP_037905308.1|HILL	LOC108070598|XP_017016657.1|DKIK
OG0006737	LOC119650276|XP_037908829.1|HILL	LOC108071892|XP_017018308.1|DKIK
OG0006738	LOC119648263|XP_037905842.1|HILL	LOC108079819|XP_017029795.1|DKIK
OG0006739	LOC119648264|XP_037905844.1|HILL	LOC108083071|XP_017034198.1|DKIK
OG0006740	LOC119648149|XP_037905648.1|HILL	LOC108070585|XP_017016630.1|DKIK
OG0006741	LOC119648063|XP_037905458.1|HILL	LOC108070584|XP_017016628.1|DKIK
OG0006743	LOC119660984|XP_037925997.1|HILL	LOC108086120|XP_017038457.1|DKIK
OG0006744	LOC119648196|XP_037905717.1|HILL	LOC108078888|XP_017028507.1|DKIK
OG0006745	LOC119660191|XP_037924537.1|HILL	LOC108070705|XP_017016785.1|DKIK
OG0006746	LOC119648006|XP_037905326.1|HILL	LOC108077536|XP_017026413.1|DKIK
OG0006747	LOC119649601|XP_037907743.1|HILL	LOC108071926|XP_017018378.1|DKIK
OG0006748	LOC119646538|XP_037902937.1|HILL	LOC108080368|XP_017030578.1|DKIK
OG0006749	LOC119649274|XP_037907291.1|HILL	LOC108079855|XP_017029852.1|DKIK
OG0006750	LOC119657897|XP_037920981.1|HILL	LOC108076116|XP_017024334.1|DKIK
OG0006752	LOC119648292|XP_037905880.1|HILL	LOC108072668|XP_017019392.1|DKIK
OG0006753	LOC119649451|XP_037907534.1|HILL	LOC108072670|XP_017019394.1|DKIK
OG0006754	LOC119649029|XP_037906914.1|HILL	LOC108079101|XP_017028818.1|DKIK
OG0006755	LOC119649960|XP_037908324.1|HILL	LOC108080641|XP_017030958.1|DKIK
OG0006756	LOC119650259|XP_037908788.1|HILL	LOC108071587|XP_017017858.1|DKIK
OG0006757	LOC119649187|XP_037907142.1|HILL	LOC108071605|XP_017017876.1|DKIK
OG0006758	LOC119650023|XP_037908427.1|HILL	LOC108075111|XP_017022882.1|DKIK
OG0006759	LOC119647416|XP_037904226.1|HILL	LOC108075155|XP_017022931.1|DKIK
OG0006760	LOC119647592|XP_037904534.1|HILL	LOC108085823|XP_017038065.1|DKIK
OG0006761	LOC119660931|XP_037925847.1|HILL	LOC108073224|XP_017020249.1|DKIK
OG0006762	LOC119657977|XP_037921116.1|HILL	LOC108074173|XP_017021597.1|DKIK
OG0006763	LOC119661295|XP_037926509.1|HILL	LOC108081147|XP_017031675.1|DKIK
OG0006764	LOC119661160|XP_037926304.1|HILL	LOC108072958|XP_017019875.1|DKIK
OG0006765	LOC119646184|XP_037902494.1|HILL	LOC108081148|XP_017031676.1|DKIK
OG0006766	LOC119647858|XP_037905054.1|HILL	LOC108079079|XP_017028792.1|DKIK
OG0006767	LOC119649005|XP_037906876.1|HILL	LOC108085830|XP_017038077.1|DKIK
OG0006768	LOC119648092|XP_037905513.1|HILL	LOC108085829|XP_017038072.1|DKIK
OG0006769	LOC119648093|XP_037905519.1|HILL	LOC108085832|XP_017038079.1|DKIK
OG0006770	LOC119649222|XP_037907209.1|HILL	LOC108084396|XP_017036080.1|DKIK
OG0006771	LOC119661627|XP_037926977.1|HILL	LOC108083419|XP_017034662.1|DKIK
OG0006772	LOC119660006|XP_037924315.1|HILL	LOC108084007|XP_017035512.1|DKIK
OG0006773	LOC119650135|XP_037908594.1|HILL	LOC108079780|XP_017029715.1|DKIK
OG0006774	LOC119648099|XP_037905527.1|HILL	LOC108083271|XP_017034478.1|DKIK
OG0006775	LOC119647633|XP_037904618.1|HILL	LOC108078796|XP_017028349.1|DKIK
OG0006776	LOC119649137|XP_037907072.1|HILL	LOC108072792|XP_017019564.1|DKIK
OG0006777	LOC119649138|XP_037907073.1|HILL	LOC108078799|XP_017028353.1|DKIK
OG0006778	LOC119649505|XP_037907603.1|HILL	LOC108075081|XP_017022852.1|DKIK
OG0006779	LOC119650345|XP_037908942.1|HILL	LOC108079112|XP_017028838.1|DKIK
OG0006780	LOC119649689|XP_037907884.1|HILL	LOC108078319|XP_017027609.1|DKIK
OG0006781	LOC119647888|XP_037905114.1|HILL	LOC108084670|XP_017036524.1|DKIK
OG0006782	LOC119648225|XP_037905769.1|HILL	LOC108079719|XP_017029617.1|DKIK
OG0006783	LOC119651276|XP_037910711.1|HILL	LOC108082419|XP_017033259.1|DKIK
OG0006784	LOC119647732|XP_037904761.1|HILL	LOC108078806|XP_017028364.1|DKIK
OG0006785	LOC119646218|XP_037902528.1|HILL	LOC108076805|XP_017025320.1|DKIK
OG0006786	LOC119646585|XP_037903008.1|HILL	LOC108081182|XP_017031730.1|DKIK
OG0006787	LOC119650194|XP_037908688.1|HILL	LOC108073981|XP_017021319.1|DKIK
OG0006789	LOC119650196|XP_037908691.1|HILL	LOC108085974|XP_017038264.1|DKIK
OG0006790	LOC119648733|XP_037906478.1|HILL	LOC108086258|XP_017038631.1|DKIK
OG0006791	LOC119648991|XP_037906844.1|HILL	LOC108074015|XP_017021371.1|DKIK
OG0006792	LOC119648412|XP_037906090.1|HILL	LOC108078681|XP_017028116.1|DKIK
OG0006793	LOC119650244|XP_037908756.1|HILL	LOC108078936|XP_017028574.1|DKIK
OG0006794	LOC119661128|XP_037926255.1|HILL	LOC108070528|XP_017016535.1|DKIK
OG0006795	LOC119649325|XP_037907354.1|HILL	LOC108073567|XP_017020743.1|DKIK
OG0006796	LOC119648356|XP_037905997.1|HILL	LOC108083300|XP_017034527.1|DKIK
OG0006797	LOC119661206|XP_037926358.1|HILL	LOC108077234|XP_017025981.1|DKIK
OG0006798	LOC119649520|XP_037907632.1|HILL	LOC108077500|XP_017026317.1|DKIK
OG0006799	LOC119649882|XP_037908187.1|HILL	LOC108078751|XP_017028269.1|DKIK
OG0006800	LOC119647478|XP_037904346.1|HILL	LOC108075223|XP_017023057.1|DKIK
OG0006801	LOC119658429|XP_037921757.1|HILL	LOC108083956|XP_017035451.1|DKIK
OG0006802	LOC119657672|XP_037920630.1|HILL	LOC108076439|XP_017024783.1|DKIK
OG0006805	LOC119646146|XP_037902431.1|HILL	LOC108078172|XP_017027316.1|DKIK
OG0006806	LOC119648040|XP_037905395.1|HILL	LOC108071537|XP_017017802.1|DKIK
OG0006807	LOC119660718|XP_037925290.1|HILL	LOC108083292|XP_017034515.1|DKIK
OG0006808	LOC119656892|XP_037919498.1|HILL	LOC108076497|XP_017024879.1|DKIK
OG0006809	LOC119650036|XP_037908444.1|HILL	LOC108079702|XP_017029597.1|DKIK
OG0006810	LOC119648007|XP_037905331.1|HILL	LOC108078815|XP_017028386.1|DKIK
OG0006811	LOC119649376|XP_037907422.1|HILL	LOC108077669|XP_017026578.1|DKIK
OG0006812	LOC119650238|XP_037908746.1|HILL	LOC108071957|XP_017018415.1|DKIK
OG0006813	LOC119661508|XP_037926804.1|HILL	LOC108074085|XP_017021454.1|DKIK
OG0006814	LOC119647476|XP_037904344.1|HILL	LOC108073975|XP_017021307.1|DKIK
OG0006815	LOC119648036|XP_037905390.1|HILL	LOC108079792|XP_017029752.1|DKIK
OG0006816	LOC119648027|XP_037905373.1|HILL	LOC108079825|XP_017029807.1|DKIK
OG0006817	LOC119650097|XP_037908543.1|HILL	LOC108075036|XP_017022793.1|DKIK
OG0006818	LOC119650372|XP_037909031.1|HILL	LOC108073451|XP_017020573.1|DKIK
OG0006819	LOC119650236|XP_037908744.1|HILL	LOC108083274|XP_017034487.1|DKIK
OG0006821	LOC119657667|XP_037920620.1|HILL	LOC108082049|XP_017032815.1|DKIK
OG0006822	LOC119661726|XP_037927119.1|HILL	LOC108076814|XP_017025334.1|DKIK
OG0006823	LOC119649207|XP_037907192.1|HILL	LOC108079813|XP_017029785.1|DKIK
OG0006824	LOC119649876|XP_037908180.1|HILL	LOC108085982|XP_017038272.1|DKIK
OG0006825	LOC119649993|XP_037908377.1|HILL	LOC108075106|XP_017022877.1|DKIK
OG0006826	LOC119649906|XP_037908226.1|HILL	LOC108079723|XP_017029622.1|DKIK
OG0006827	LOC119660187|XP_037924529.1|HILL	LOC108081238|XP_017031805.1|DKIK
OG0006828	LOC119650679|XP_037909560.1|HILL	LOC108077053|XP_017025697.1|DKIK
OG0006829	LOC119649561|XP_037907685.1|HILL	LOC108084421|XP_017036116.1|DKIK
OG0006830	LOC119649395|XP_037907445.1|HILL	LOC108079867|XP_017029868.1|DKIK
OG0006831	LOC119649644|XP_037907827.1|HILL	LOC108078770|XP_017028301.1|DKIK
OG0006832	LOC119649657|XP_037907841.1|HILL	LOC108077563|XP_017026443.1|DKIK
OG0006833	LOC119650301|XP_037908867.1|HILL	LOC108078837|XP_017028417.1|DKIK
OG0006834	LOC119647470|XP_037904333.1|HILL	LOC108073318|XP_017020367.1|DKIK
OG0006835	LOC119648228|XP_037905776.1|HILL	LOC108070574|XP_017016617.1|DKIK
OG0006836	LOC119649688|XP_037907880.1|HILL	LOC108075116|XP_017022888.1|DKIK
OG0006837	LOC119647796|XP_037904928.1|HILL	LOC108079858|XP_017029859.1|DKIK
OG0006838	LOC119647680|XP_037904688.1|HILL	LOC108078927|XP_017028563.1|DKIK
OG0006839	LOC119650101|XP_037908549.1|HILL	LOC108079887|XP_017029899.1|DKIK
OG0006840	LOC119650441|XP_037909206.1|HILL	LOC108082773|XP_017033795.1|DKIK
OG0006841	LOC119648453|XP_037906137.1|HILL	LOC108078577|XP_017027985.1|DKIK
OG0006842	LOC119649718|XP_037907926.1|HILL	LOC108079827|XP_017029813.1|DKIK
OG0006843	LOC119657216|XP_037919955.1|HILL	LOC108079406|XP_017029221.1|DKIK
OG0006844	LOC119661599|XP_037926932.1|HILL	LOC108084952|XP_017036841.1|DKIK
OG0006845	LOC119647483|XP_037904366.1|HILL	LOC108078922|XP_017028557.1|DKIK
OG0006846	LOC119650190|XP_037908678.1|HILL	LOC108079027|XP_017028696.1|DKIK
OG0006847	LOC119648763|XP_037906520.1|HILL	LOC108079110|XP_017028836.1|DKIK
OG0006848	LOC119647050|XP_037903736.1|HILL	LOC108074673|XP_017022280.1|DKIK
OG0006849	LOC119649904|XP_037908225.1|HILL	LOC108077538|XP_017026417.1|DKIK
OG0006850	LOC119648885|XP_037906709.1|HILL	LOC108077547|XP_017026428.1|DKIK
OG0006851	LOC119648184|XP_037905698.1|HILL	LOC108077550|XP_017026431.1|DKIK
OG0006852	LOC119646927|XP_037903535.1|HILL	LOC108074462|XP_017022011.1|DKIK
OG0006853	LOC119648916|XP_037906750.1|HILL	LOC108072671|XP_017019396.1|DKIK
OG0006854	LOC119646229|XP_037902545.1|HILL	LOC108077953|XP_017026982.1|DKIK
OG0006855	LOC119648097|XP_037905524.1|HILL	LOC108070443|XP_017016410.1|DKIK
OG0006856	LOC119653491|XP_037914052.1|HILL	LOC108081108|XP_017031592.1|DKIK
OG0006857	LOC119661538|XP_037926846.1|HILL	LOC108070628|XP_017016685.1|DKIK
OG0006858	LOC119650443|XP_037909214.1|HILL	LOC108070591|XP_017016639.1|DKIK
OG0006859	LOC119652818|XP_037913077.1|HILL	LOC108076695|XP_017025138.1|DKIK
OG0006860	LOC119646644|XP_037903085.1|HILL	LOC108078547|XP_017027951.1|DKIK
OG0006862	LOC119648782|XP_037906547.1|HILL	LOC108078915|XP_017028539.1|DKIK
OG0006863	LOC119660922|XP_037925826.1|HILL	LOC108083602|XP_017034960.1|DKIK
OG0006864	LOC119647206|XP_037903956.1|HILL	LOC108081788|XP_017032494.1|DKIK
OG0006866	LOC119660180|XP_037924520.1|HILL	LOC108078184|XP_017027339.1|DKIK
OG0006868	LOC119652219|XP_037912094.1|HILL	LOC108072993|XP_017019929.1|DKIK
OG0006869	LOC119660320|XP_037924725.1|HILL	LOC108081013|XP_017031438.1|DKIK
OG0006870	LOC119661161|XP_037926305.1|HILL	LOC108078513|XP_017027905.1|DKIK
OG0006871	LOC119658582|XP_037921965.1|HILL	LOC108078109|XP_017027202.1|DKIK
OG0006872	LOC119658584|XP_037921968.1|HILL	LOC108078407|XP_017027753.1|DKIK
OG0006873	LOC119660224|XP_037924590.1|HILL	LOC108082606|XP_017033574.1|DKIK
OG0006874	LOC119651319|XP_037910780.1|HILL	LOC108081519|XP_017032226.1|DKIK
OG0006875	LOC119659147|XP_037923017.1|HILL	LOC108082814|XP_017033861.1|DKIK
OG0006876	LOC119653893|XP_037914943.1|HILL	LOC108072119|XP_017018633.1|DKIK
OG0006877	LOC119654761|XP_037916230.1|HILL	LOC108078923|XP_017028561.1|DKIK
OG0006878	LOC119660784|XP_037925499.1|HILL	LOC108075859|XP_017023940.1|DKIK
OG0006879	LOC119661302|XP_037926518.1|HILL	LOC108076429|XP_017024772.1|DKIK
OG0006880	LOC119654910|XP_037916466.1|HILL	LOC108072584|XP_017019281.1|DKIK
OG0006881	LOC119652976|XP_037913314.1|HILL	LOC108077448|XP_017026255.1|DKIK
OG0006882	LOC119659756|XP_037923949.1|HILL	LOC108078522|XP_017027920.1|DKIK
OG0006883	LOC119652380|XP_037912405.1|HILL	LOC108083418|XP_017034664.1|DKIK
OG0006884	LOC119651903|XP_037911658.1|HILL	LOC108075918|XP_017024041.1|DKIK
OG0006885	LOC119646124|XP_037902401.1|HILL	LOC108077041|XP_017025660.1|DKIK
OG0006886	LOC119646126|XP_037902404.1|HILL	LOC108071289|XP_017017471.1|DKIK
OG0006887	LOC119647245|XP_037904045.1|HILL	LOC108079203|XP_017028956.1|DKIK
OG0006888	LOC119650656|XP_037909519.1|HILL	LOC108077158|XP_017025880.1|DKIK
OG0006889	LOC119650655|XP_037909518.1|HILL	LOC108083443|XP_017034697.1|DKIK
OG0006890	LOC119661432|XP_037926705.1|HILL	LOC108080195|XP_017030340.1|DKIK
OG0006891	LOC119646623|XP_037903059.1|HILL	LOC108076357|XP_017024647.1|DKIK
OG0006892	LOC119660923|XP_037925835.1|HILL	LOC108079215|XP_017028983.1|DKIK
OG0006893	LOC119655123|XP_037916784.1|HILL	LOC108083974|XP_017035476.1|DKIK
OG0006894	LOC119661144|XP_037926279.1|HILL	LOC108083965|XP_017035464.1|DKIK
OG0006895	LOC119646136|XP_037902423.1|HILL, LOC119660714|XP_037925284.1|HILL	LOC108080318|XP_017030498.1|DKIK
OG0006896	LOC119652212|XP_037912078.1|HILL	LOC108075795|XP_017023853.1|DKIK
OG0006897	LOC119650685|XP_037909574.1|HILL	LOC108077147|XP_017025857.1|DKIK
OG0006898	LOC119661507|XP_037926803.1|HILL	LOC108082875|XP_017033944.1|DKIK
OG0006899	LOC119648892|XP_037906721.1|HILL	LOC108074499|XP_017022062.1|DKIK
OG0006900	LOC119661552|XP_037926870.1|HILL	LOC108079268|XP_017029048.1|DKIK
OG0006901	LOC119655058|XP_037916681.1|HILL	LOC108086163|XP_017038513.1|DKIK
OG0006902	LOC119657774|XP_037920772.1|HILL	LOC108080025|XP_017030088.1|DKIK
OG0006903	LOC119651760|XP_037911426.1|HILL	LOC108074373|XP_017021886.1|DKIK
OG0006904	LOC119651468|XP_037911004.1|HILL	LOC108085265|XP_017037303.1|DKIK
OG0006905	LOC119653920|XP_037915007.1|HILL	LOC108077065|XP_017025719.1|DKIK
OG0006906	LOC119656148|XP_037918410.1|HILL	LOC108079616|XP_017029480.1|DKIK
OG0006907	LOC119656231|XP_037918564.1|HILL	LOC108081408|XP_017032057.1|DKIK
OG0006908	LOC119650988|XP_037910182.1|HILL	LOC108085256|XP_017037292.1|DKIK
OG0006909	LOC119650986|XP_037910180.1|HILL	LOC108077321|XP_017026098.1|DKIK
OG0006910	LOC119650575|XP_037909319.1|HILL	LOC108074814|XP_017022499.1|DKIK
OG0006911	LOC119660903|XP_037925771.1|HILL	LOC108080164|XP_017030296.1|DKIK
OG0006912	LOC119652839|XP_037913103.1|HILL	LOC108072580|XP_017019274.1|DKIK
OG0006913	LOC119651510|XP_037911063.1|HILL	LOC108072865|XP_017019671.1|DKIK
OG0006914	LOC119651580|XP_037911147.1|HILL	LOC108070432|XP_017016390.1|DKIK
OG0006915	LOC119654887|XP_037916429.1|HILL	LOC108082193|XP_017033003.1|DKIK
OG0006916	LOC119650581|XP_037909334.1|HILL	LOC108086263|XP_017038641.1|DKIK
OG0006917	LOC119650626|XP_037909447.1|HILL	LOC108075860|XP_017023941.1|DKIK
OG0006918	LOC119650607|XP_037909401.1|HILL	LOC108075797|XP_017023856.1|DKIK, LOC108085691|XP_017037892.1|DKIK
OG0006919	LOC119650781|XP_037909819.1|HILL	LOC108077142|XP_017025845.1|DKIK
OG0006920	LOC119656503|XP_037918772.1|HILL	LOC108081965|XP_017032689.1|DKIK
OG0006921	LOC119646149|XP_037902436.1|HILL	LOC108086089|XP_017038396.1|DKIK
OG0006922	LOC119652000|XP_037911856.1|HILL	LOC108079985|XP_017030040.1|DKIK
OG0006923	LOC119661501|XP_037926796.1|HILL	LOC108074352|XP_017021866.1|DKIK
OG0006924	LOC119651340|XP_037910822.1|HILL	LOC108070627|XP_017016684.1|DKIK
OG0006925	LOC119651082|XP_037910356.1|HILL	LOC108075704|XP_017023720.1|DKIK
OG0006926	LOC119647212|XP_037903964.1|HILL	LOC108077421|XP_017026212.1|DKIK
OG0006927	LOC119646964|XP_037903593.1|HILL	LOC108077450|XP_017026258.1|DKIK
OG0006928	LOC119646939|XP_037903557.1|HILL	LOC108077363|XP_017026147.1|DKIK
OG0006929	LOC119654808|XP_037916295.1|HILL	LOC108084043|XP_017035588.1|DKIK, LOC108084748|XP_017036548.1|DKIK
OG0006930	LOC119659727|XP_037923915.1|HILL	LOC108077274|XP_017026033.1|DKIK
OG0006931	LOC119656138|XP_037918399.1|HILL	LOC108082166|XP_017032961.1|DKIK
OG0006932	LOC119651063|XP_037910325.1|HILL	LOC108077109|XP_017025790.1|DKIK
OG0006933	LOC119652937|XP_037913254.1|HILL	LOC108077271|XP_017026027.1|DKIK
OG0006934	LOC119651298|XP_037910748.1|HILL	LOC108081492|XP_017032191.1|DKIK
OG0006935	LOC119651071|XP_037910335.1|HILL	LOC108075862|XP_017023945.1|DKIK
OG0006936	LOC119653089|XP_037913517.1|HILL	LOC108082700|XP_017033697.1|DKIK
OG0006937	LOC119653062|XP_037913468.1|HILL	LOC108077237|XP_017025984.1|DKIK
OG0006938	LOC119653061|XP_037913467.1|HILL	LOC108082029|XP_017032788.1|DKIK
OG0006939	LOC119661706|XP_037927085.1|HILL	LOC108076106|XP_017024319.1|DKIK
OG0006940	LOC119661177|XP_037926322.1|HILL	LOC108072857|XP_017019662.1|DKIK
OG0006941	LOC119652749|XP_037912976.1|HILL	LOC108082041|XP_017032804.1|DKIK
OG0006942	LOC119650606|XP_037909402.1|HILL	LOC108074465|XP_017022020.1|DKIK
OG0006943	LOC119647271|XP_037904092.1|HILL	LOC108077114|XP_017025796.1|DKIK
OG0006944	LOC119652842|XP_037913107.1|HILL	LOC108072546|XP_017019207.1|DKIK
OG0006945	LOC119651438|XP_037910967.1|HILL	LOC108070532|XP_017016546.1|DKIK
OG0006946	LOC119651709|XP_037911349.1|HILL	LOC108084588|XP_017036350.1|DKIK
OG0006947	LOC119651509|XP_037911061.1|HILL	LOC108085249|XP_017037285.1|DKIK
OG0006948	LOC119652614|XP_037912779.1|HILL	LOC108072592|XP_017019293.1|DKIK
OG0006949	LOC119653771|XP_037914698.1|HILL	LOC108077426|XP_017026219.1|DKIK
OG0006950	LOC119652939|XP_037913256.1|HILL	LOC108081473|XP_017032159.1|DKIK
OG0006951	LOC119661781|XP_037927185.1|HILL	LOC108074795|XP_017022462.1|DKIK
OG0006952	LOC119652998|XP_037913352.1|HILL	LOC108085729|XP_017037946.1|DKIK
OG0006953	LOC119661649|XP_037927009.1|HILL	LOC108070602|XP_017016662.1|DKIK
OG0006954	LOC119646236|XP_037902554.1|HILL	LOC108077258|XP_017026014.1|DKIK
