Orthogroup	HILL.longest_only	DMEL.longest_only
OG0003696	LOC119661678|XP_037927044.1|HILL	CG34228|NP_001097274.1|DMEL
OG0003697	LOC119646167|XP_037902471.1|HILL	gem|NP_610556.1|DMEL
OG0003698	LOC119649768|XP_037907996.1|HILL	RpS9|NP_524004.2|DMEL
OG0003699	LOC119651953|XP_037911739.1|HILL	ITP|NP_611931.3|DMEL
OG0003700	LOC119646228|XP_037902544.1|HILL	CG3589|NP_611968.1|DMEL
OG0003701	LOC119646281|XP_037902617.1|HILL	CCDC53|NP_609178.1|DMEL
OG0003702	LOC119647495|XP_037904381.1|HILL	CG6833|NP_648689.1|DMEL
OG0003703	LOC119648904|XP_037906736.1|HILL	CG32280|NP_728818.1|DMEL
OG0003704	LOC119650003|XP_037908393.1|HILL	Gorab|NP_788523.1|DMEL
OG0003705	LOC119648250|XP_037906170.1|HILL	lig|NP_001260795.1|DMEL
OG0003706	LOC119649342|XP_037907376.1|HILL	Cralbp|NP_523939.1|DMEL
OG0003707	LOC119649525|XP_037907637.1|HILL	CG32333|NP_001261246.1|DMEL
OG0003708	LOC119650241|XP_037908751.1|HILL	CG5151|NP_648844.1|DMEL
OG0003709	LOC119646605|XP_037903033.1|HILL	sug|NP_610826.1|DMEL
OG0003710	LOC119661241|XP_037926398.1|HILL	CG17019|NP_610827.2|DMEL
OG0003711	LOC119649760|XP_037907982.1|HILL	CG9300|NP_649127.1|DMEL
OG0003712	LOC119657728|XP_037920702.1|HILL	Achl|NP_610964.1|DMEL
OG0003713	LOC119646465|XP_037902842.1|HILL	lms|NP_001286635.1|DMEL
OG0003714	LOC119646466|XP_037902843.1|HILL	Mgat1|NP_525117.2|DMEL
OG0003715	LOC119649713|XP_037907915.1|HILL	Cpr66Cb|NP_648209.1|DMEL
OG0003716	LOC119647610|XP_037904570.1|HILL	Srrm1|NP_648627.1|DMEL
OG0003717	LOC119650072|XP_037908498.1|HILL	zetaCOP|NP_648910.1|DMEL
OG0003718	LOC119649304|XP_037907329.1|HILL	CG8005|NP_648188.2|DMEL
OG0003719	LOC119648641|XP_037906340.1|HILL	CG6650|NP_648685.1|DMEL
OG0003720	LOC119655209|XP_037916915.1|HILL	Dd|NP_608449.1|DMEL
OG0003721	LOC119655223|XP_037916934.1|HILL	Vps20|NP_726213.1|DMEL
OG0003722	LOC119648013|XP_037905343.1|HILL	Pura|NP_996016.2|DMEL
OG0003723	LOC119649445|XP_037907524.1|HILL	ghi|NP_729495.1|DMEL
OG0003724	LOC119648257|XP_037905830.1|HILL	TM9SF3|NP_647979.1|DMEL
OG0003725	LOC119647823|XP_037904980.1|HILL	tral|NP_001261775.1|DMEL
OG0003726	LOC119648865|XP_037906677.1|HILL	Uev1A|NP_647959.1|DMEL
OG0003728	LOC119658864|XP_037922548.1|HILL	sra|NP_524378.1|DMEL
OG0003729	LOC119649621|XP_037907778.1|HILL	alpha-Spec|NP_001261286.1|DMEL
OG0003730	LOC119649277|XP_037907292.1|HILL	Tet|NP_001261344.1|DMEL
OG0003731	LOC119648302|XP_037905889.1|HILL	CG1265|NP_647878.1|DMEL
OG0003732	LOC119655238|XP_037916952.1|HILL	Blos2|NP_648427.1|DMEL
OG0003733	LOC119648254|XP_037905825.1|HILL	Ptp61F|NP_476687.1|DMEL
OG0003734	LOC119650439|XP_037909193.1|HILL	Hipk|NP_001369036.1|DMEL
OG0003735	LOC119659748|XP_037923973.1|HILL	Upf3|NP_726375.1|DMEL
OG0003736	LOC119660207|XP_037924609.1|HILL	mRpS28|NP_523785.2|DMEL
OG0003737	LOC119646142|XP_037902427.1|HILL	T3dh|NP_477209.2|DMEL
OG0003738	LOC119660755|XP_037925448.1|HILL	stl|NP_001097423.1|DMEL
OG0003739	LOC119661194|XP_037926344.1|HILL	PIG-G|NP_610292.2|DMEL
OG0003740	LOC119660201|XP_037924561.1|HILL	dpa|NP_477185.1|DMEL
OG0003741	LOC119647802|XP_037904946.1|HILL	312|NP_612105.1|DMEL
OG0003742	LOC119648985|XP_037906836.1|HILL	CG6843|NP_649072.1|DMEL
OG0003743	LOC119648387|XP_037906055.1|HILL	nito|NP_610339.1|DMEL
OG0003744	LOC119660208|XP_037924574.1|HILL	mEFTu2|NP_610288.1|DMEL
OG0003745	LOC119647069|XP_037903755.1|HILL	Tmem18|NP_725169.3|DMEL
OG0003746	LOC119655287|XP_037917035.1|HILL	CG10543|NP_001369100.1|DMEL
OG0003747	LOC119648917|XP_037906751.1|HILL	Lmx1a|NP_729801.1|DMEL
OG0003748	LOC119649420|XP_037907488.1|HILL	CG4328|NP_648567.2|DMEL
OG0003749	LOC119648024|XP_037905370.1|HILL	CG32100|NP_729797.1|DMEL
OG0003750	LOC119648940|XP_037906782.1|HILL	Sms|NP_001287045.1|DMEL
OG0003751	LOC119649422|XP_037907491.1|HILL	app|NP_996065.2|DMEL
OG0003752	LOC119647805|XP_037904949.1|HILL	CG3764|NP_001261977.1|DMEL
OG0003753	LOC119648004|XP_037905318.1|HILL	Ist1|NP_648058.1|DMEL
OG0003754	LOC119647906|XP_037905142.1|HILL	velo|NP_648056.1|DMEL
OG0003755	LOC119648189|XP_037905706.1|HILL	CG6652|NP_648946.3|DMEL
OG0003756	LOC119659413|XP_037923415.1|HILL	CG10417|NP_610169.1|DMEL
OG0003757	LOC119647186|XP_037903925.1|HILL	CG16896|NP_611973.2|DMEL
OG0003758	LOC119648492|XP_037906186.1|HILL	Sik3|NP_611361.4|DMEL
OG0003759	LOC119650305|XP_037908874.1|HILL	CG43078|NP_001246678.1|DMEL
OG0003760	LOC119660969|XP_037925962.1|HILL	Sema1b|NP_611244.1|DMEL
OG0003761	LOC119649811|XP_037908070.1|HILL	Pus7|NP_648231.1|DMEL
OG0003762	LOC119648364|XP_037906017.1|HILL	CG6765|NP_648233.1|DMEL
OG0003763	LOC119650257|XP_037908780.1|HILL	Ets65A|NP_001303373.1|DMEL
OG0003764	LOC119648147|XP_037905632.1|HILL	CG13293|NP_648024.2|DMEL
OG0003765	LOC119648395|XP_037906062.1|HILL	CG16865|NP_609677.1|DMEL
OG0003766	LOC119661595|XP_037926925.1|HILL	CG6903|NP_572198.1|DMEL
OG0003767	LOC119646303|XP_037902646.1|HILL	Cdk5|NP_477080.1|DMEL
OG0003768	LOC119647077|XP_037903762.1|HILL	sha|NP_001137645.1|DMEL
OG0003769	LOC119655999|XP_037918169.1|HILL	CG7741|NP_610670.2|DMEL
OG0003770	LOC119660948|XP_037925888.1|HILL	Cals|NP_001259086.1|DMEL
OG0003771	LOC119648179|XP_037905687.1|HILL	cert|NP_648199.1|DMEL
OG0003772	LOC119648822|XP_037906609.1|HILL	Use1|NP_648289.2|DMEL
OG0003773	LOC119658748|XP_037922360.1|HILL	Etf-QO|NP_610536.1|DMEL
OG0003774	LOC119661704|XP_037927083.1|HILL	CG1513|NP_610534.3|DMEL
OG0003775	LOC119659114|XP_037922965.1|HILL, LOC119659746|XP_037923936.1|HILL	dome|NP_523412.1|DMEL
OG0003776	LOC119660469|XP_037924980.1|HILL	CG30158|NP_652315.2|DMEL
OG0003778	LOC119654891|XP_037916437.1|HILL	Sod3|NP_001033939.2|DMEL
OG0003779	LOC119660462|XP_037924952.1|HILL	HnRNP-K|NP_995906.1|DMEL
OG0003780	LOC119648787|XP_037906563.1|HILL	CG6550|NP_611207.1|DMEL
OG0003781	LOC119660774|XP_037925472.1|HILL	CaMKI|NP_524622.1|DMEL
OG0003782	LOC119654382|XP_037915676.1|HILL	CG32809|NP_001245466.1|DMEL
OG0003783	LOC119656177|XP_037918455.1|HILL	ALiX|NP_651582.1|DMEL
OG0003784	LOC119649315|XP_037907345.1|HILL	CG8078|NP_610451.1|DMEL
OG0003785	LOC119652101|XP_037911970.1|HILL	d4|NP_610163.1|DMEL
OG0003786	LOC119657405|XP_037920228.1|HILL	Dgp-1|NP_611302.1|DMEL
OG0003787	LOC119655515|XP_037917354.1|HILL	MED9|NP_788400.1|DMEL
OG0003788	LOC119659916|XP_037924169.1|HILL, LOC119650883|XP_037909985.1|HILL	PPP1R15|NP_611863.1|DMEL
OG0003789	LOC119658627|XP_037922055.1|HILL	LRR|NP_001260788.1|DMEL
OG0003790	LOC119649352|XP_037907388.1|HILL	CG8607|NP_648100.2|DMEL
OG0003791	LOC119660197|XP_037924545.1|HILL	Dmtn|NP_001163531.1|DMEL
OG0003792	LOC119655876|XP_037917940.1|HILL	rdgBbeta|NP_611248.3|DMEL
OG0003793	LOC119650171|XP_037908655.1|HILL	CG44247|NP_611974.2|DMEL
OG0003794	LOC119653959|XP_037915048.1|HILL	CG4554|NP_611676.1|DMEL
OG0003795	LOC119661278|XP_037926480.1|HILL	CG9384|NP_648720.3|DMEL
OG0003796	LOC119661279|XP_037926482.1|HILL	CG7601|NP_651717.1|DMEL
OG0003797	LOC119650191|XP_037908682.1|HILL	spel1|NP_523565.2|DMEL
OG0003798	LOC119646775|XP_037903284.1|HILL	Wnt2|NP_476810.1|DMEL
OG0003799	LOC119653551|XP_037914191.1|HILL	Ppa|NP_001261138.1|DMEL
OG0003800	LOC119651835|XP_037911559.1|HILL	noc|NP_476917.1|DMEL
OG0003801	LOC119652823|XP_037913079.1|HILL	sNPF|NP_724239.1|DMEL
OG0003802	LOC119660468|XP_037924982.1|HILL, LOC119648035|XP_037905393.1|HILL	CG10747|NP_610022.3|DMEL
OG0003803	LOC119660911|XP_037925796.1|HILL	CG18731|NP_652716.1|DMEL
OG0003804	LOC119650642|XP_037909493.1|HILL	osp|NP_001162975.1|DMEL
OG0003805	LOC119650599|XP_037909388.1|HILL	CG3164|NP_722605.1|DMEL
OG0003806	LOC119652383|XP_037912410.1|HILL	Fis1|NP_001137607.1|DMEL
OG0003807	LOC119653215|XP_037913713.1|HILL	chic|NP_477016.1|DMEL
OG0003808	LOC119655359|XP_037917147.1|HILL	Crtc|NP_001261997.1|DMEL
OG0003809	LOC119648603|XP_037906304.1|HILL	CG10428|NP_609918.1|DMEL
OG0003810	LOC119646688|XP_037903177.1|HILL	CG3511|NP_611935.1|DMEL
OG0003811	LOC119653900|XP_037914963.1|HILL	Spt5|NP_652610.1|DMEL
OG0003812	LOC119647196|XP_037903935.1|HILL	spen|NP_722615.1|DMEL
OG0003813	LOC119651881|XP_037911628.1|HILL	Etl1|NP_609320.2|DMEL
OG0003814	LOC119646208|XP_037902517.1|HILL	Oatp33Eb|NP_609570.1|DMEL
OG0003815	LOC119650560|XP_037909295.1|HILL	CG10877|NP_650894.1|DMEL
OG0003816	LOC119652600|XP_037912757.1|HILL	Top3alpha|NP_523602.2|DMEL
OG0003817	LOC119653238|XP_037913765.1|HILL	Gdi|NP_523524.2|DMEL
OG0003818	LOC119656712|XP_037919164.1|HILL	CG33120|NP_788073.1|DMEL
OG0003819	LOC119647659|XP_037904663.1|HILL, LOC119655639|XP_037917544.1|HILL, LOC119654751|XP_037916209.1|HILL, LOC119655175|XP_037916855.1|HILL	CG31957|NP_722949.1|DMEL
OG0003820	LOC119659344|XP_037923316.1|HILL	hyx|NP_649863.1|DMEL
OG0003821	LOC119658253|XP_037921465.1|HILL	Sin1|NP_610963.1|DMEL
OG0003822	LOC119651831|XP_037911554.1|HILL	Fic|NP_609026.1|DMEL
OG0003823	LOC119651689|XP_037911324.1|HILL	CG31663|NP_722738.1|DMEL
OG0003824	LOC119651957|XP_037911741.1|HILL	CG13081|NP_609985.1|DMEL
OG0003825	LOC119652718|XP_037912937.1|HILL	CG13097|NP_609237.1|DMEL
OG0003826	LOC119651514|XP_037911069.1|HILL	CG14022|NP_608922.1|DMEL
OG0003827	LOC119651561|XP_037911122.1|HILL	CG3769|NP_609289.1|DMEL
OG0003828	LOC119652878|XP_037913169.1|HILL	numb|NP_523523.2|DMEL
OG0003829	LOC119652793|XP_037913039.1|HILL	CG43333|NP_788051.1|DMEL
OG0003830	LOC119651444|XP_037910976.1|HILL	l_2_k14505|NP_610102.1|DMEL
OG0003831	LOC119657923|XP_037921039.1|HILL	Idh3b|NP_651000.1|DMEL
OG0003832	LOC119652867|XP_037913152.1|HILL	CG17378|NP_609073.2|DMEL
OG0003833	LOC119650697|XP_037909608.1|HILL	nrv2|NP_477168.1|DMEL
OG0003834	LOC119651620|XP_037911203.1|HILL	Wee1|NP_477035.1|DMEL
OG0003835	LOC119652103|XP_037911968.1|HILL, LOC119652100|XP_037911966.1|HILL, LOC119652102|XP_037911967.1|HILL	CG4587|NP_001285962.1|DMEL
OG0003836	LOC119653759|XP_037914659.1|HILL	CG31800|NP_724152.1|DMEL
OG0003837	LOC119647080|XP_037903765.1|HILL	Sidpn|NP_523599.1|DMEL
OG0003838	LOC119647137|XP_037903857.1|HILL	IFT57|NP_608792.1|DMEL
OG0003839	LOC119651293|XP_037910740.1|HILL	RpL24|NP_609649.1|DMEL
OG0003840	LOC119646581|XP_037903002.1|HILL	CSN4|NP_477444.1|DMEL
OG0003841	LOC119659259|XP_037923182.1|HILL	Slh|NP_001137769.2|DMEL
OG0003842	LOC119652542|XP_037912675.1|HILL	Nup154|NP_477287.1|DMEL
OG0003843	LOC119650959|XP_037910133.1|HILL	Smg5|NP_609685.1|DMEL
OG0003844	LOC119652928|XP_037913242.1|HILL	Ing5|NP_609647.1|DMEL
OG0003845	LOC119651722|XP_037911372.1|HILL	CG15270|NP_609738.1|DMEL
OG0003846	LOC119650951|XP_037910113.1|HILL	GlcAT-S|NP_001162922.1|DMEL
OG0003847	LOC119654403|XP_037915715.1|HILL, LOC119654492|XP_037915843.1|HILL, LOC119652889|XP_037913184.1|HILL	CG18661|NP_652562.2|DMEL
OG0003848	LOC119653263|XP_037913798.1|HILL	GckIII|NP_650596.1|DMEL
OG0003849	LOC119646506|XP_037902889.1|HILL	CG11777|NP_724939.1|DMEL
OG0003850	LOC119651235|XP_037910638.1|HILL	rk|NP_476702.1|DMEL
OG0003851	LOC119661391|XP_037926642.1|HILL	CG9945|NP_611494.1|DMEL
OG0003852	LOC119661247|XP_037926414.1|HILL	CG15387|NP_001097058.1|DMEL
OG0003853	LOC119648075|XP_037905492.1|HILL	ATPCL|NP_523755.2|DMEL
OG0003854	LOC119651383|XP_037910885.1|HILL	yellow-b|NP_523586.1|DMEL
OG0003855	LOC119650766|XP_037909795.1|HILL	BuGZ|NP_001260513.1|DMEL
OG0003856	LOC119651823|XP_037911542.1|HILL	AstCC|NP_001285830.1|DMEL
OG0003857	LOC119647176|XP_037903911.1|HILL	crp|NP_476605.1|DMEL
OG0003858	LOC119654767|XP_037916235.1|HILL	Pfrx|NP_477451.1|DMEL
OG0003859	LOC119655127|XP_037916785.1|HILL	CG17321|NP_609915.1|DMEL
OG0003860	LOC119656750|XP_037919241.1|HILL	CG34195|NP_001097360.1|DMEL
OG0003861	LOC119655989|XP_037918155.1|HILL	Cwc25|NP_608705.1|DMEL
OG0003862	LOC119650638|XP_037909486.1|HILL	Kr-h1|NP_477466.1|DMEL
OG0003863	LOC119650576|XP_037909323.1|HILL	tai|NP_001245949.1|DMEL
OG0003864	LOC119651328|XP_037910796.1|HILL	CG9586|NP_001260279.1|DMEL
OG0003865	LOC119659378|XP_037923366.1|HILL	CG5886|NP_651435.1|DMEL
OG0003866	LOC119652356|XP_037912367.1|HILL	CG8665|NP_610107.1|DMEL
OG0003867	LOC119647018|XP_037903685.1|HILL	CG46302|NP_001334712.1|DMEL, CG40439|NP_001036404.1|DMEL
OG0003868	LOC119646411|XP_037902784.1|HILL	SamDC|NP_477223.2|DMEL
OG0003869	LOC119646590|XP_037903011.1|HILL	Ptpa|NP_523466.2|DMEL
OG0003870	LOC119646684|XP_037903167.1|HILL	Pde11|NP_609885.2|DMEL
OG0003871	LOC119651899|XP_037911657.1|HILL	CG6583|NP_609556.2|DMEL
OG0003872	LOC119655173|XP_037916851.1|HILL	cyp33|NP_523773.1|DMEL
OG0003873	LOC119655387|XP_037917186.1|HILL	E2f2|NP_477355.1|DMEL
OG0003874	LOC119653844|XP_037914817.1|HILL	Mondo|NP_724326.1|DMEL
OG0003875	LOC119651556|XP_037911117.1|HILL	Ripalpha|NP_609351.1|DMEL
OG0003876	LOC119661558|XP_037926876.1|HILL	RFeSP|NP_722715.1|DMEL
OG0003877	LOC119653234|XP_037913751.1|HILL	Ku80|NP_609767.2|DMEL
OG0003878	LOC119654535|XP_037915905.1|HILL	CG10602|NP_609916.5|DMEL
OG0003879	LOC119649097|XP_037907027.1|HILL	CG34140|NP_001036574.1|DMEL
OG0003880	LOC119649824|XP_037908088.1|HILL	klu|NP_001261690.1|DMEL
OG0003881	LOC119652972|XP_037913309.1|HILL	Samtor|NP_611943.1|DMEL
OG0003882	LOC119660668|XP_037926487.1|HILL	vlc|NP_524868.1|DMEL
OG0003883	LOC119654561|XP_037915942.1|HILL	Smox|NP_511079.1|DMEL
OG0003884	LOC119651782|XP_037911465.1|HILL	Sec71|NP_609675.2|DMEL
OG0003885	LOC119652822|XP_037913078.1|HILL	COX5B|NP_609046.1|DMEL
OG0003886	LOC119651566|XP_037911128.1|HILL	IFT52|NP_609045.2|DMEL
OG0003887	LOC119650905|XP_037910025.1|HILL	oaf|NP_787963.2|DMEL
OG0003888	LOC119657326|XP_037920116.1|HILL	mRRF2|NP_732771.2|DMEL
OG0003889	LOC119658785|XP_037922423.1|HILL	Plap|NP_524666.2|DMEL
OG0003890	LOC119651905|XP_037911660.1|HILL, LOC119651497|XP_037911041.1|HILL, LOC119651783|XP_037911466.1|HILL	CG12012|NP_647813.1|DMEL
OG0003891	LOC119651007|XP_037910223.1|HILL	b|NP_476788.1|DMEL
OG0003892	LOC119651640|XP_037911241.1|HILL	Pol31|NP_647659.1|DMEL
OG0003893	LOC119650731|XP_037909687.1|HILL	Top2|NP_476760.1|DMEL
OG0003894	LOC119651607|XP_037911188.1|HILL	STUB1|NP_477441.1|DMEL
OG0003895	LOC119647014|XP_037903680.1|HILL	dgt3|NP_611533.2|DMEL
OG0003896	LOC119646995|XP_037903640.1|HILL	CG9313|NP_001286657.1|DMEL
OG0003897	LOC119646309|XP_037902654.1|HILL	Bap55|NP_611209.1|DMEL
OG0003898	LOC119658625|XP_037922051.1|HILL	l_2_37Cg|NP_001260563.1|DMEL
OG0003899	LOC119652637|XP_037912813.1|HILL	shv|NP_608525.1|DMEL
OG0003900	LOC119649791|XP_037908027.1|HILL	S|NP_523450.1|DMEL
OG0003901	LOC119647310|XP_037904156.1|HILL	CG4935|NP_609782.2|DMEL
OG0003902	LOC119650326|XP_037908913.1|HILL	Mnn1|NP_001036342.1|DMEL
OG0003903	LOC119646719|XP_037903226.1|HILL	CG5287|NP_609608.1|DMEL
OG0003904	LOC119646881|XP_037903436.1|HILL	CG31849|NP_723787.1|DMEL
OG0003905	LOC119659578|XP_037923663.1|HILL	CG5808|NP_651291.1|DMEL
OG0003906	LOC119650820|XP_037909886.1|HILL	MED16|NP_611650.2|DMEL
OG0003907	LOC119651166|XP_037910512.1|HILL	kraken|NP_477265.1|DMEL
OG0003908	LOC119660110|XP_037924423.1|HILL	CG13949|NP_608552.1|DMEL
OG0003909	LOC119646304|XP_037902647.1|HILL	metro|NP_610642.2|DMEL
OG0003910	LOC119646482|XP_037902864.1|HILL	pyd3|NP_649732.1|DMEL
OG0003911	LOC119660956|XP_037925927.1|HILL	Mon1|NP_608868.1|DMEL
OG0003912	LOC119659192|XP_037923084.1|HILL	CG18480|NP_609761.1|DMEL
OG0003913	LOC119651523|XP_037911081.1|HILL	CG9008|NP_001285908.1|DMEL
OG0003914	LOC119656818|XP_037919379.1|HILL	RfC38|NP_609494.1|DMEL
OG0003915	LOC119651385|XP_037910892.1|HILL	CG32736|NP_727152.1|DMEL
OG0003916	LOC119646724|XP_037903231.1|HILL	GMF|NP_609787.2|DMEL
OG0003917	LOC119646255|XP_037902583.1|HILL	CG14020|NP_001260097.1|DMEL
OG0003918	LOC119656941|XP_037919584.1|HILL	escl|NP_723702.1|DMEL
OG0003919	LOC119647303|XP_037904142.1|HILL	Hydr2|NP_608751.2|DMEL
OG0003920	LOC119646807|XP_037903327.1|HILL	Cdk9|NP_477226.2|DMEL
OG0003921	LOC119661365|XP_037926602.1|HILL	Hr38|NP_477119.1|DMEL
OG0003922	LOC119661677|XP_037927043.1|HILL	Wdr59|NP_995682.1|DMEL
OG0003923	LOC119660756|XP_037925445.1|HILL	Zip102B|NP_651919.3|DMEL
OG0003924	LOC119658347|XP_037921634.1|HILL	GstE14|NP_610855.1|DMEL
OG0003925	LOC119660719|XP_037925299.1|HILL	Col4a1|NP_723044.1|DMEL
OG0003926	LOC119650406|XP_037909122.1|HILL	eIF3h|NP_524834.2|DMEL
OG0003927	LOC119646640|XP_037903081.1|HILL	mio|NP_608656.1|DMEL
OG0003928	LOC119651570|XP_037911132.1|HILL	PIG-U|NP_609238.1|DMEL
OG0003929	LOC119654533|XP_037915908.1|HILL	CG6230|NP_609490.1|DMEL
OG0003930	LOC119652739|XP_037912965.1|HILL	Hmgcl|NP_609089.1|DMEL
OG0003931	LOC119650566|XP_037909301.1|HILL	Nhe3|NP_723202.2|DMEL
OG0003932	LOC119646701|XP_037903195.1|HILL	flz|NP_001137622.1|DMEL
OG0003933	LOC119653045|XP_037913439.1|HILL	tank|NP_608864.1|DMEL
OG0003934	LOC119653059|XP_037913469.1|HILL	Trs23|NP_609247.1|DMEL
OG0003935	LOC119652379|XP_037912409.1|HILL	CG8370|NP_611073.2|DMEL
OG0003936	LOC119661243|XP_037926402.1|HILL	Ufc1|NP_611074.1|DMEL
OG0003937	LOC119646963|XP_037903592.1|HILL	CG14764|NP_788283.1|DMEL
OG0003938	LOC119646554|XP_037902960.1|HILL	CG34126|NP_001260066.1|DMEL
OG0003939	LOC119661323|XP_037926547.1|HILL	CG7742|NP_608913.1|DMEL
OG0003940	LOC119661324|XP_037926550.1|HILL	mRpL28|NP_608887.1|DMEL
OG0003941	LOC119651599|XP_037911180.1|HILL	CG8891|NP_608890.1|DMEL
OG0003942	LOC119646426|XP_037902798.1|HILL	spz3|NP_609160.2|DMEL
OG0003943	LOC119661773|XP_037927175.1|HILL	CG31917|NP_608895.1|DMEL
OG0003944	LOC119646446|XP_037902825.1|HILL	CG5446|NP_609565.1|DMEL
OG0003945	LOC119657144|XP_037919849.1|HILL	levy|NP_611805.1|DMEL
OG0003946	LOC119650931|XP_037910086.1|HILL	fon|NP_609959.1|DMEL
OG0003947	LOC119651401|XP_037910916.1|HILL	pigeon|NP_476946.1|DMEL
OG0003948	LOC119652530|XP_037912659.1|HILL	mEFTs|NP_609847.1|DMEL
OG0003949	LOC119652125|XP_037911992.1|HILL	Dhc36C|NP_001369131.1|DMEL
OG0003950	LOC119651084|XP_037910359.1|HILL	mtm|NP_523489.1|DMEL
OG0003951	LOC119651346|XP_037910830.1|HILL	CG9098|NP_608979.2|DMEL
OG0003952	LOC119651231|XP_037910635.1|HILL	Ppt2|NP_609500.1|DMEL
OG0003953	LOC119659034|XP_037922856.1|HILL	l_2_k09022|NP_609079.2|DMEL
OG0003954	LOC119653053|XP_037913454.1|HILL	CG1273|NP_647883.1|DMEL
OG0003955	LOC119651108|XP_037910400.1|HILL	Ir31a|NP_001260346.1|DMEL
OG0003956	LOC119654263|XP_037915455.1|HILL	kon|NP_609881.3|DMEL
OG0003957	LOC119654914|XP_037916482.1|HILL	CG13671|NP_648202.1|DMEL
OG0003958	LOC119658338|XP_037921611.1|HILL	CG9919|NP_573119.1|DMEL
OG0003959	LOC119646822|XP_037903365.1|HILL	Ipk1|NP_001097387.1|DMEL
OG0003960	LOC119655145|XP_037916812.1|HILL	tilB|NP_608460.1|DMEL
OG0003961	LOC119654192|XP_037915319.1|HILL	CG7115|NP_609154.1|DMEL
OG0003962	LOC119646212|XP_037902523.1|HILL, LOC119659814|XP_037924024.1|HILL	Rpn11|NP_608905.1|DMEL
OG0003963	LOC119653104|XP_037913547.1|HILL	CG10702|NP_724157.1|DMEL
OG0003964	LOC119646319|XP_037902668.1|HILL	Snx1|NP_608777.1|DMEL
OG0003965	LOC119654594|XP_037915990.1|HILL	Bsg|NP_723346.2|DMEL
OG0003966	LOC119653154|XP_037913622.1|HILL	CG17683|NP_001036428.1|DMEL
OG0003967	LOC119646899|XP_037903485.1|HILL	MESK2|NP_995914.1|DMEL
OG0003968	LOC119656963|XP_037919615.1|HILL	Fkbp14|NP_001246448.1|DMEL
OG0003969	LOC119650469|XP_037909285.1|HILL	cnk|NP_725671.1|DMEL
OG0003970	LOC119647219|XP_037903976.1|HILL	BBS8|NP_608524.1|DMEL
OG0003971	LOC119651329|XP_037910797.1|HILL	CYLD|NP_723554.1|DMEL
OG0003972	LOC119660919|XP_037925819.1|HILL	sstn|NP_648745.1|DMEL
OG0003973	LOC119646341|XP_037902695.1|HILL	Atf-2|NP_001033973.1|DMEL
OG0003974	LOC119650808|XP_037909877.1|HILL	RpIII128|NP_523706.1|DMEL
OG0003975	LOC119651024|XP_037910256.1|HILL	CG34398|NP_001097127.1|DMEL
OG0003976	LOC119651330|XP_037910799.1|HILL	CG10166|NP_609980.1|DMEL
OG0003977	LOC119652738|XP_037912964.1|HILL, LOC119648470|XP_037906160.1|HILL, LOC119661531|XP_037926837.1|HILL	ND-B22|NP_609642.1|DMEL
OG0003978	LOC119652912|XP_037913219.1|HILL	rept|NP_524156.1|DMEL
OG0003979	LOC119646381|XP_037902753.1|HILL	CG6094|NP_609416.1|DMEL
OG0003980	LOC119659156|XP_037923034.1|HILL	CG4338|NP_650441.1|DMEL
OG0003981	LOC119650858|XP_037909937.1|HILL	eRF3|NP_477259.1|DMEL
OG0003982	LOC119652259|XP_037912168.1|HILL	CG10026|NP_609968.3|DMEL
OG0003983	LOC119653096|XP_037913530.1|HILL	CG31826|NP_001260473.1|DMEL
OG0003984	LOC119651058|XP_037910315.1|HILL	Acn|NP_609935.1|DMEL
OG0003985	LOC119650744|XP_037909745.1|HILL	CG10492|NP_001097179.1|DMEL
OG0003986	LOC119661325|XP_037926551.1|HILL	Wnt10|NP_609109.3|DMEL
OG0003987	LOC119647045|XP_037903729.1|HILL	ninaC|NP_523503.2|DMEL
OG0003988	LOC119661143|XP_037926278.1|HILL	CG4230|NP_001260087.1|DMEL
OG0003989	LOC119655382|XP_037917182.1|HILL	ThrRS|NP_723725.1|DMEL
OG0003990	LOC119652348|XP_037912304.1|HILL	Su_H_|NP_476868.1|DMEL
OG0003991	LOC119651308|XP_037910767.1|HILL	ine|NP_477012.1|DMEL
OG0003992	LOC119660619|XP_037925252.1|HILL	CG15443|NP_608839.1|DMEL
OG0003993	LOC119661596|XP_037926926.1|HILL	CG15431|NP_608831.1|DMEL
OG0003994	LOC119654025|XP_037915119.1|HILL	beta4GalNAcTB|NP_651657.1|DMEL
OG0003995	LOC119661650|XP_037927010.1|HILL	CG4679|NP_610854.1|DMEL
OG0003996	LOC119657798|XP_037920818.1|HILL	CG13748|NP_610430.1|DMEL
OG0003997	LOC119646583|XP_037903003.1|HILL	CG5160|NP_609112.1|DMEL
OG0003998	LOC119651151|XP_037910485.1|HILL	Nipped-B|NP_001036451.1|DMEL
OG0003999	LOC119652213|XP_037912082.1|HILL	Spf45|NP_001036426.1|DMEL
OG0004000	LOC119659356|XP_037923336.1|HILL	Uros1|NP_572507.1|DMEL
OG0004001	LOC119658654|XP_037922126.1|HILL	IntS1|NP_611875.1|DMEL
OG0004002	LOC119648070|XP_037905478.1|HILL	mRpS18B|NP_523606.1|DMEL
OG0004003	LOC119660736|XP_037925340.1|HILL	Ca-beta|NP_001260375.1|DMEL
OG0004004	LOC119650062|XP_037908487.1|HILL	PGAP5|NP_609191.1|DMEL
OG0004005	LOC119652589|XP_037912745.1|HILL	Oscillin|NP_608938.1|DMEL
