Orthogroup	HILL.longest_only	DERE.longest_only
OG0003957	LOC119654914|XP_037916482.1|HILL	LOC6544775|XP_001971681.2|DERE, LOC113563875|XP_026832334.1|DERE, LOC6544777|XP_001971683.1|DERE
OG0003958	LOC119658338|XP_037921611.1|HILL	LOC6550556|XP_015011240.1|DERE
OG0003959	LOC119646822|XP_037903365.1|HILL	LOC6547608|XP_001974968.2|DERE
OG0003960	LOC119655145|XP_037916812.1|HILL	LOC6549689|XP_001978722.1|DERE
OG0003961	LOC119654192|XP_037915319.1|HILL	LOC6541187|XP_026835167.1|DERE
OG0003962	LOC119646212|XP_037902523.1|HILL, LOC119659814|XP_037924024.1|HILL	LOC6540700|XP_001968767.1|DERE
OG0003963	LOC119653104|XP_037913547.1|HILL	LOC6549378|XP_001974298.1|DERE
OG0003964	LOC119646319|XP_037902668.1|HILL	LOC6542499|XP_001968560.1|DERE
OG0003965	LOC119654594|XP_037915990.1|HILL	LOC6542018|XP_026835315.1|DERE
OG0003966	LOC119653154|XP_037913622.1|HILL	LOC6548517|XP_026838687.1|DERE
OG0003967	LOC119646899|XP_037903485.1|HILL	LOC6547977|XP_026837090.1|DERE
OG0003968	LOC119656963|XP_037919615.1|HILL	LOC6547975|XP_026835688.1|DERE
OG0003969	LOC119650469|XP_037909285.1|HILL	LOC6548136|XP_001975228.1|DERE
OG0003970	LOC119647219|XP_037903976.1|HILL	LOC6540789|XP_001968172.1|DERE
OG0003971	LOC119651329|XP_037910797.1|HILL	LOC6541256|XP_026835152.1|DERE
OG0003972	LOC119660919|XP_037925819.1|HILL	LOC6545901|XP_001972793.2|DERE
OG0003973	LOC119646341|XP_037902695.1|HILL	LOC6548433|XP_001976685.1|DERE
OG0003974	LOC119650808|XP_037909877.1|HILL	LOC6546924|XP_001975995.1|DERE
OG0003975	LOC119651024|XP_037910256.1|HILL	LOC6542747|XP_026834251.1|DERE
OG0003976	LOC119651330|XP_037910799.1|HILL	LOC6549201|XP_001974240.1|DERE
OG0003977	LOC119652738|XP_037912964.1|HILL, LOC119648470|XP_037906160.1|HILL, LOC119661531|XP_037926837.1|HILL	LOC6541146|XP_001969633.1|DERE
OG0003978	LOC119652912|XP_037913219.1|HILL	LOC6545255|XP_001973312.1|DERE
OG0003979	LOC119646381|XP_037902753.1|HILL	LOC6541570|XP_001969963.1|DERE
OG0003980	LOC119659156|XP_037923034.1|HILL	LOC6553166|XP_001980026.1|DERE
OG0003981	LOC119650858|XP_037909937.1|HILL	LOC6541665|XP_001969736.1|DERE
OG0003982	LOC119652259|XP_037912168.1|HILL	LOC6549647|XP_026836840.1|DERE
OG0003983	LOC119653096|XP_037913530.1|HILL	LOC6541990|XP_001968995.1|DERE
OG0003984	LOC119651058|XP_037910315.1|HILL	LOC6549440|XP_001974305.1|DERE
OG0003985	LOC119650744|XP_037909745.1|HILL	LOC26527013|XP_015012897.1|DERE
OG0003986	LOC119661325|XP_037926551.1|HILL	LOC6543046|XP_001970146.2|DERE
OG0003987	LOC119647045|XP_037903729.1|HILL	LOC6542815|XP_015014508.1|DERE
OG0003988	LOC119661143|XP_037926278.1|HILL	LOC6540642|XP_026834780.1|DERE
OG0003989	LOC119655382|XP_037917182.1|HILL	LOC6542524|XP_001969762.1|DERE
OG0003990	LOC119652348|XP_037912304.1|HILL	LOC6543402|XP_001968934.1|DERE
OG0003991	LOC119651308|XP_037910767.1|HILL	LOC6543525|XP_026834628.1|DERE
OG0003992	LOC119660619|XP_037925252.1|HILL	LOC6543458|XP_026835349.1|DERE
OG0003993	LOC119661596|XP_037926926.1|HILL	LOC6540639|XP_001968669.1|DERE
OG0003994	LOC119654025|XP_037915119.1|HILL	LOC6555036|XP_001981407.1|DERE
OG0003995	LOC119661650|XP_037927010.1|HILL	LOC6549358|XP_001975787.1|DERE
OG0003996	LOC119657798|XP_037920818.1|HILL	LOC6540744|XP_001970391.1|DERE
OG0003997	LOC119646583|XP_037903003.1|HILL	LOC6542108|XP_026834060.1|DERE
OG0003998	LOC119651151|XP_037910485.1|HILL	LOC6549208|XP_026838706.1|DERE
OG0003999	LOC119652213|XP_037912082.1|HILL	LOC6549207|XP_001973867.3|DERE, LOC6556163|XP_001983016.2|DERE
OG0004000	LOC119659356|XP_037923336.1|HILL	LOC6549940|XP_001977398.1|DERE
OG0004001	LOC119658654|XP_037922126.1|HILL	LOC6548120|XP_001976534.1|DERE
OG0004002	LOC119648070|XP_037905478.1|HILL	LOC6548910|XP_001974177.1|DERE
OG0004003	LOC119660736|XP_037925340.1|HILL	LOC6542646|XP_015014465.1|DERE
OG0004004	LOC119650062|XP_037908487.1|HILL	LOC6541592|XP_015014534.1|DERE
OG0004005	LOC119652589|XP_037912745.1|HILL	LOC6542550|XP_026835178.1|DERE
OG0004006	LOC119646836|XP_037903381.1|HILL	LOC6548889|XP_001974131.1|DERE
OG0004007	LOC119647088|XP_037903787.1|HILL	LOC6542632|XP_001968553.1|DERE
OG0004008	LOC119647026|XP_037903692.1|HILL	LOC6540871|XP_026835282.1|DERE
OG0004009	LOC119661719|XP_037927101.1|HILL	LOC6542811|XP_001968407.1|DERE
OG0004010	LOC119650924|XP_037910079.1|HILL	LOC6540778|XP_015014961.1|DERE
OG0004011	LOC119651534|XP_037911094.1|HILL	LOC6540773|XP_026835083.1|DERE
OG0004012	LOC119651465|XP_037911000.1|HILL	LOC6555116|XP_001982258.1|DERE
OG0004013	LOC119651695|XP_037911333.1|HILL, LOC119650968|XP_037910152.1|HILL	LOC6543450|XP_001969538.1|DERE
OG0004014	LOC119651657|XP_037911272.1|HILL	LOC6545902|XP_001972794.2|DERE
OG0004015	LOC119655912|XP_037918002.1|HILL	LOC6541621|XP_001969673.1|DERE
OG0004016	LOC119652450|XP_037912527.1|HILL	LOC6542151|XP_026834019.1|DERE
OG0004017	LOC119661734|XP_037927128.1|HILL, LOC119661336|XP_037926566.1|HILL	LOC6541991|XP_001968664.1|DERE
OG0004018	LOC119646677|XP_037903140.1|HILL	LOC6541899|XP_001970676.1|DERE
OG0004019	LOC119646985|XP_037903624.1|HILL	LOC6546914|XP_001974117.1|DERE
OG0004020	LOC119661712|XP_037927094.1|HILL	LOC6541030|XP_026834736.1|DERE
OG0004021	LOC119661493|XP_037926786.1|HILL	LOC6541675|XP_001968509.1|DERE
OG0004022	LOC119654656|XP_037916076.1|HILL	LOC6541993|XP_026834665.1|DERE
OG0004023	LOC119650530|XP_037909292.1|HILL	LOC6547495|XP_001974837.2|DERE
OG0004024	LOC119652724|XP_037912945.1|HILL	LOC6547500|XP_015011566.1|DERE
OG0004025	LOC119657063|XP_037919748.1|HILL	LOC6542614|XP_001969353.1|DERE
OG0004026	LOC119647972|XP_037905277.1|HILL	LOC6541292|XP_026835019.1|DERE
OG0004027	LOC119646693|XP_037903185.1|HILL	LOC26526704|XP_026835908.1|DERE
OG0004028	LOC119651902|XP_037911655.1|HILL	LOC6540788|XP_001968843.1|DERE
OG0004029	LOC119652616|XP_037912782.1|HILL	LOC6542883|XP_026835043.1|DERE
OG0004030	LOC119655027|XP_037916633.1|HILL	LOC6548008|XP_015012673.1|DERE
OG0004031	LOC119652951|XP_037913272.1|HILL	LOC6541463|XP_001969758.1|DERE
OG0004032	LOC119652244|XP_037912147.1|HILL	LOC6548622|XP_001973862.1|DERE
OG0004033	LOC119648946|XP_037906793.1|HILL	LOC6541469|XP_026835443.1|DERE
OG0004034	LOC119649930|XP_037908279.1|HILL	LOC6549263|XP_015012069.1|DERE
OG0004035	LOC119653780|XP_037914714.1|HILL	LOC6540684|XP_001968750.1|DERE
OG0004036	LOC119647199|XP_037903939.1|HILL	LOC6542418|XP_026834288.1|DERE
OG0004037	LOC119650868|XP_037909961.1|HILL	LOC6541133|XP_001969692.1|DERE
OG0004038	LOC119650114|XP_037908569.1|HILL	LOC6543024|XP_001968227.1|DERE
OG0004039	LOC119658570|XP_037921949.1|HILL	LOC6542857|XP_001968399.2|DERE
OG0004040	LOC119661198|XP_037926348.1|HILL	LOC6547540|XP_001976306.1|DERE
OG0004041	LOC119660869|XP_037925708.1|HILL	LOC6549820|XP_001977343.1|DERE
OG0004042	LOC119648005|XP_037905325.1|HILL	LOC6544848|XP_001971538.1|DERE
OG0004043	LOC119661388|XP_037926639.1|HILL	LOC6542326|XP_001969929.1|DERE
OG0004044	LOC119657540|XP_037920410.1|HILL	LOC6551628|XP_001978558.1|DERE
OG0004045	LOC119646762|XP_037903269.1|HILL	LOC6541762|XP_001969890.1|DERE
OG0004046	LOC119646642|XP_037903083.1|HILL	LOC6540769|XP_001968184.1|DERE
OG0004047	LOC119653963|XP_037915052.1|HILL	LOC6541813|XP_001969780.1|DERE
OG0004048	LOC119661130|XP_037926257.1|HILL	LOC113564084|XP_026834657.1|DERE, LOC6543510|XP_001968725.1|DERE
OG0004049	LOC119661522|XP_037926826.1|HILL	LOC6541071|XP_001968133.1|DERE
OG0004050	LOC119652199|XP_037912072.1|HILL	LOC6549343|XP_001974323.2|DERE
OG0004051	LOC119652044|XP_037911911.1|HILL	LOC6543226|XP_026834025.1|DERE
OG0004052	LOC119660850|XP_037925675.1|HILL	LOC6550055|XP_026838061.1|DERE
OG0004053	LOC119659144|XP_037923014.1|HILL	LOC6547113|XP_001976104.1|DERE
OG0004054	LOC119661469|XP_037926760.1|HILL	LOC6549297|XP_026836201.1|DERE
OG0004055	LOC119659768|XP_037923955.1|HILL	LOC6552057|XP_001980693.1|DERE
OG0004056	LOC119655830|XP_037917866.1|HILL	LOC6552019|XP_001978784.1|DERE
OG0004057	LOC119654843|XP_037916350.1|HILL, LOC119660715|XP_037925285.1|HILL	LOC6545759|XP_001973403.1|DERE
OG0004058	LOC119648997|XP_037906855.1|HILL	LOC6543747|XP_001971706.1|DERE
OG0004059	LOC119660440|XP_037924920.1|HILL	LOC6553408|XP_001979261.1|DERE
OG0004060	LOC119660204|XP_037924567.1|HILL	LOC6551827|XP_026832110.1|DERE
OG0004061	LOC119653885|XP_037914933.1|HILL	LOC6551260|XP_026838839.1|DERE
OG0004062	LOC119661013|XP_037926088.1|HILL	LOC6546030|XP_026832399.1|DERE
OG0004063	LOC119654634|XP_037916034.1|HILL	LOC6555605|XP_001982657.1|DERE
OG0004064	LOC119648888|XP_037906712.1|HILL	LOC6544884|XP_001973148.1|DERE
OG0004065	LOC119655811|XP_037917840.1|HILL	LOC6548170|XP_015011794.1|DERE
OG0004066	LOC119655021|XP_037916623.1|HILL	LOC6549165|XP_001975615.1|DERE
OG0004067	LOC119654267|XP_037915462.1|HILL	LOC6551324|XP_001977089.1|DERE
OG0004068	LOC119660141|XP_037924467.1|HILL	LOC6552451|XP_001980869.1|DERE
OG0004069	LOC119659310|XP_037923253.1|HILL	LOC6552450|XP_026831791.1|DERE
OG0004070	LOC119649269|XP_037907286.1|HILL	LOC6546235|XP_001971793.3|DERE
OG0004071	LOC119649268|XP_037907285.1|HILL	LOC6545149|XP_001971579.1|DERE
OG0004072	LOC119650128|XP_037908585.1|HILL	LOC6545148|XP_001971578.3|DERE
OG0004073	LOC119654727|XP_037916182.1|HILL, LOC119654726|XP_037916180.1|HILL	LOC6550217|XP_001977612.2|DERE
OG0004074	LOC119653806|XP_037914757.1|HILL	LOC6546694|XP_001974510.3|DERE
OG0004075	LOC119654867|XP_037916388.1|HILL	LOC6549642|XP_001975760.1|DERE
OG0004076	LOC119654866|XP_037916383.1|HILL	LOC6549644|XP_015012463.1|DERE
OG0004077	LOC119655821|XP_037917855.1|HILL	LOC6542776|XP_001970234.1|DERE
OG0004078	LOC119660407|XP_037924871.1|HILL	LOC6554406|XP_001981702.1|DERE
OG0004079	LOC119655063|XP_037916684.1|HILL, LOC119655062|XP_037916683.1|HILL	LOC6554499|XP_015008983.1|DERE, LOC6551464|XP_001978545.1|DERE
OG0004080	LOC119656528|XP_037918805.1|HILL	LOC6548428|XP_001975339.1|DERE
OG0004081	LOC119654934|XP_037916514.1|HILL	LOC6549106|XP_026836589.1|DERE
OG0004082	LOC119661142|XP_037926277.1|HILL	LOC6547817|XP_001975004.1|DERE
OG0004083	LOC119657941|XP_037921059.1|HILL	LOC6555006|XP_001982061.2|DERE
OG0004084	LOC119648060|XP_037905454.1|HILL	LOC6545341|XP_001973356.2|DERE
OG0004085	LOC119659191|XP_037923080.1|HILL	LOC6552490|XP_001979839.1|DERE
OG0004086	LOC119660303|XP_037924703.1|HILL	LOC6554686|XP_001981566.3|DERE
OG0004087	LOC119656154|XP_037918416.1|HILL	LOC6551497|XP_001977192.1|DERE
OG0004088	LOC119646890|XP_037903455.1|HILL, LOC119659504|XP_037923560.1|HILL	LOC6554907|XP_001981592.1|DERE
OG0004089	LOC119653440|XP_037913949.1|HILL	LOC6551626|XP_026837544.1|DERE
OG0004090	LOC119658831|XP_037922493.1|HILL	LOC6554842|XP_001982006.1|DERE
OG0004092	LOC119654623|XP_037916023.1|HILL	LOC6551552|XP_001978500.1|DERE
OG0004095	LOC119659232|XP_037923135.1|HILL	LOC6553822|XP_001980517.2|DERE
OG0004096	LOC119659231|XP_037923134.1|HILL	LOC6554685|XP_026831829.1|DERE
OG0004098	LOC119653995|XP_037915084.1|HILL	LOC6552494|XP_001979843.1|DERE
OG0004099	LOC119658923|XP_037922674.1|HILL	LOC6551758|XP_026832016.1|DERE
OG0004100	LOC119660327|XP_037924733.1|HILL	LOC6552101|XP_001978871.1|DERE
OG0004101	LOC119660189|XP_037924531.1|HILL	LOC6552336|XP_001978873.1|DERE
OG0004102	LOC119659322|XP_037923274.1|HILL	LOC6552337|XP_015009549.1|DERE
OG0004103	LOC119658757|XP_037922378.1|HILL	LOC6554408|XP_001981704.1|DERE
OG0004104	LOC119660232|XP_037924606.1|HILL	LOC6554444|XP_001982142.2|DERE
OG0004105	LOC119648003|XP_037905316.1|HILL	LOC6544886|XP_001973150.1|DERE
OG0004106	LOC119649128|XP_037907061.1|HILL	LOC6543881|XP_001973640.1|DERE
OG0004107	LOC119649913|XP_037908239.1|HILL	LOC6546136|XP_001971302.1|DERE
OG0004108	LOC119660600|XP_037925204.1|HILL	LOC6553161|XP_026831963.1|DERE
OG0004109	LOC119659441|XP_037923453.1|HILL	LOC6554832|XP_001982005.1|DERE
OG0004110	LOC119648781|XP_037906546.1|HILL	LOC6544290|XP_001973718.1|DERE
OG0004111	LOC119658978|XP_037922786.1|HILL	LOC6554575|XP_001981763.1|DERE
OG0004112	LOC119659922|XP_037924181.1|HILL	LOC6554133|XP_015008990.1|DERE
OG0004113	LOC119654970|XP_037916557.1|HILL	LOC6549950|XP_001978689.1|DERE
OG0004114	LOC119653745|XP_037914596.1|HILL	LOC6551294|XP_001977000.1|DERE
OG0004115	LOC119654898|XP_037916446.1|HILL	LOC6551292|XP_026838559.1|DERE
OG0004116	LOC119659995|XP_037924298.1|HILL	LOC6554580|XP_001981768.1|DERE
OG0004117	LOC119658855|XP_037922536.1|HILL	LOC6552060|XP_001979716.1|DERE
OG0004118	LOC119654733|XP_037916192.1|HILL	LOC6546744|XP_001974537.1|DERE
OG0004119	LOC119659398|XP_037923391.1|HILL	LOC6551744|XP_001979694.1|DERE
OG0004120	LOC119659713|XP_037923895.1|HILL	LOC6553047|XP_001980035.3|DERE
OG0004121	LOC119648200|XP_037905725.1|HILL	LOC6543738|XP_001971945.2|DERE
OG0004122	LOC119659561|XP_037923638.1|HILL	LOC6553177|XP_015009782.1|DERE
OG0004123	LOC119658789|XP_037922426.1|HILL	LOC6553411|XP_026831759.1|DERE
OG0004124	LOC119653405|XP_037913897.1|HILL	LOC6551002|XP_026837499.1|DERE
OG0004125	LOC119659998|XP_037924302.1|HILL	LOC6554234|XP_026839629.1|DERE
OG0004126	LOC119658949|XP_037922749.1|HILL	LOC6554369|XP_026832224.1|DERE
OG0004127	LOC119646537|XP_037902936.1|HILL	LOC6541807|XP_001969383.1|DERE
OG0004128	LOC119659630|XP_037923756.1|HILL	LOC6552122|XP_001979729.1|DERE
OG0004129	LOC119653414|XP_037913908.1|HILL	LOC6546955|XP_001976024.1|DERE
OG0004130	LOC119654976|XP_037916564.1|HILL	LOC6550396|XP_026837756.1|DERE
OG0004131	LOC119660618|XP_037925248.1|HILL	LOC6553223|XP_001980148.1|DERE
OG0004132	LOC119647863|XP_037905061.1|HILL	LOC6546462|XP_001971334.2|DERE
OG0004133	LOC119658717|XP_037922265.1|HILL	LOC6542114|XP_001969785.1|DERE
OG0004134	LOC119658992|XP_037922800.1|HILL	LOC6555445|XP_001981889.1|DERE
OG0004135	LOC119660601|XP_037925205.1|HILL	LOC6553780|XP_026831656.1|DERE
OG0004136	LOC119660434|XP_037924912.1|HILL, LOC119659047|XP_037922882.1|HILL	LOC6553456|XP_001979253.1|DERE
OG0004137	LOC119647105|XP_037903811.1|HILL	LOC6541713|XP_001969123.1|DERE
OG0004138	LOC119653852|XP_037914827.1|HILL	LOC6544229|XP_001973045.1|DERE
OG0004139	LOC119653401|XP_037913893.1|HILL	LOC6550853|XP_001976792.1|DERE
OG0004140	LOC119654189|XP_037915314.1|HILL	LOC6551479|XP_001978512.1|DERE
OG0004141	LOC119654863|XP_037916377.1|HILL	LOC6547590|XP_026836682.1|DERE
OG0004142	LOC119655455|XP_037917283.1|HILL	LOC6551243|XP_001978335.1|DERE
OG0004143	LOC119659128|XP_037922981.1|HILL	LOC6553698|XP_001980404.1|DERE
OG0004144	LOC119648106|XP_037905549.1|HILL	LOC6542521|XP_001969361.1|DERE
OG0004145	LOC119648376|XP_037906034.1|HILL	LOC6544773|XP_001971679.2|DERE
OG0004146	LOC119658947|XP_037922745.1|HILL	LOC6552972|XP_026839726.1|DERE
OG0004147	LOC119655710|XP_037917660.1|HILL	LOC6541394|XP_001969377.1|DERE
OG0004148	LOC119659920|XP_037924173.1|HILL	LOC6553639|XP_026839798.1|DERE
OG0004149	LOC119658823|XP_037922483.1|HILL	LOC6553407|XP_001979260.1|DERE
OG0004150	LOC119658919|XP_037922671.1|HILL	LOC6552896|XP_001980004.1|DERE
OG0004151	LOC119660117|XP_037924434.1|HILL	LOC6554298|XP_026831730.1|DERE
OG0004152	LOC119658572|XP_037921948.1|HILL	LOC6552400|XP_001978926.2|DERE
OG0004153	LOC119654894|XP_037916441.1|HILL	LOC6546984|XP_001976072.1|DERE
OG0004154	LOC119650286|XP_037908841.1|HILL	LOC6545267|XP_001973265.1|DERE
OG0004155	LOC119659981|XP_037924278.1|HILL	LOC6553085|XP_001980104.1|DERE
OG0004157	LOC119656714|XP_037919161.1|HILL, LOC119657114|XP_037919802.1|HILL, LOC119658157|XP_037921353.1|HILL	LOC26526302|XP_015011447.1|DERE
OG0004158	LOC119659237|XP_037923143.1|HILL	LOC6545126|XP_001971072.1|DERE
OG0004159	LOC119659511|XP_037923569.1|HILL	LOC6555269|XP_001981834.1|DERE
OG0004160	LOC119658833|XP_037922500.1|HILL	LOC6546031|XP_026833746.1|DERE
OG0004161	LOC119659827|XP_037924041.1|HILL	LOC6551939|XP_001980627.2|DERE
OG0004162	LOC119659968|XP_037924256.1|HILL	LOC6551868|XP_001980818.2|DERE
OG0004163	LOC119659422|XP_037923426.1|HILL	LOC6552428|XP_026831621.1|DERE
OG0004164	LOC119659146|XP_037923015.1|HILL	LOC6552181|XP_001978835.2|DERE
OG0004165	LOC119655725|XP_037917687.1|HILL	LOC6548280|XP_026836071.1|DERE
OG0004166	LOC119654224|XP_037915369.1|HILL	LOC6548127|XP_001976504.1|DERE
OG0004167	LOC119658788|XP_037922424.1|HILL	LOC6552512|XP_001980937.1|DERE
OG0004168	LOC119655900|XP_037917983.1|HILL	LOC6554696|XP_001981956.1|DERE
OG0004169	LOC119655310|XP_037917066.1|HILL	LOC6551677|XP_015011392.1|DERE
OG0004170	LOC119653612|XP_037914307.1|HILL	LOC6551428|XP_001977135.1|DERE
OG0004171	LOC119653611|XP_037914306.1|HILL	LOC6550892|XP_001976957.1|DERE
OG0004172	LOC119654731|XP_037916187.1|HILL	LOC6550484|XP_026838139.1|DERE
OG0004173	LOC119654368|XP_037915642.1|HILL	LOC6548925|XP_001975412.1|DERE
OG0004174	LOC119655925|XP_037918022.1|HILL	LOC6549542|XP_015012452.1|DERE
OG0004175	LOC119655186|XP_037916878.1|HILL	LOC6547954|XP_001975282.1|DERE
OG0004176	LOC119654453|XP_037915791.1|HILL	LOC6545718|XP_026832393.1|DERE
OG0004177	LOC119658881|XP_037922581.1|HILL	LOC6552874|XP_015010189.1|DERE
OG0004178	LOC119659198|XP_037923088.1|HILL	LOC6552121|XP_026831522.1|DERE
OG0004179	LOC119646870|XP_037903425.1|HILL	LOC6555625|XP_001982603.1|DERE
OG0004180	LOC119659251|XP_037923165.1|HILL	LOC6553833|XP_015010315.1|DERE
OG0004181	LOC119660496|XP_037925019.1|HILL	LOC6555379|XP_001982092.1|DERE
OG0004182	LOC119648291|XP_037905876.1|HILL	LOC6545030|XP_026832328.1|DERE
OG0004183	LOC119648949|XP_037906792.1|HILL	LOC6545029|XP_001972525.3|DERE
OG0004184	LOC119648290|XP_037905875.1|HILL	LOC6543635|XP_001971839.1|DERE
OG0004185	LOC119653823|XP_037914791.1|HILL	LOC6543153|XP_001969691.1|DERE
OG0004186	LOC119655616|XP_037917512.1|HILL	LOC6555713|XP_001982557.1|DERE
OG0004187	LOC119659622|XP_037923747.1|HILL, LOC119652229|XP_037912115.1|HILL	LOC6554097|XP_001980454.1|DERE
OG0004188	LOC119658891|XP_037922619.1|HILL	LOC6553165|XP_015010173.1|DERE
OG0004189	LOC119658892|XP_037922623.1|HILL	LOC6553167|XP_001980027.1|DERE
OG0004190	LOC119658705|XP_037922242.1|HILL	LOC6552664|XP_001979172.1|DERE
OG0004191	LOC119659177|XP_037923062.1|HILL	LOC6552985|XP_001979169.1|DERE
OG0004192	LOC119659516|XP_037923574.1|HILL	LOC6553802|XP_001979559.1|DERE
OG0004193	LOC119654921|XP_037916498.1|HILL	LOC6551391|XP_026838543.1|DERE
OG0004194	LOC119660253|XP_037924636.1|HILL	LOC6551937|XP_001979681.1|DERE
OG0004195	LOC119660200|XP_037924555.1|HILL	LOC6550826|XP_001978084.1|DERE
OG0004196	LOC119659206|XP_037923102.1|HILL	LOC6555088|XP_001981399.1|DERE
OG0004197	LOC119658760|XP_037922382.1|HILL	LOC6553859|XP_001980563.1|DERE
OG0004198	LOC119658609|XP_037922018.1|HILL	LOC6551913|XP_001978848.1|DERE
OG0004199	LOC119660164|XP_037924498.1|HILL	LOC6553593|XP_026831494.1|DERE
OG0004200	LOC119655002|XP_037916598.1|HILL	LOC6548282|XP_026836597.1|DERE
OG0004201	LOC119658971|XP_037922777.1|HILL, LOC119648022|XP_037905362.1|HILL	LOC6555008|XP_026836786.1|DERE
OG0004202	LOC119660209|XP_037924571.1|HILL	LOC6554798|XP_001982229.1|DERE
OG0004203	LOC119659667|XP_037923816.1|HILL	LOC6553224|XP_026839800.1|DERE
OG0004204	LOC119650035|XP_037908443.1|HILL	LOC6545345|XP_001973360.1|DERE
OG0004205	LOC119647653|XP_037904650.1|HILL	LOC6546090|XP_001972782.1|DERE
OG0004206	LOC119659890|XP_037924140.1|HILL	LOC6553943|XP_001979469.1|DERE
OG0004207	LOC119660237|XP_037924615.1|HILL	LOC6553944|XP_001979470.1|DERE
OG0004208	LOC119658849|XP_037922527.1|HILL	LOC6554016|XP_026831971.1|DERE
OG0004209	LOC119652466|XP_037912560.1|HILL	LOC6554496|XP_026831967.1|DERE
OG0004210	LOC119651184|XP_037910549.1|HILL	LOC6553337|XP_001979310.1|DERE
OG0004211	LOC119661652|XP_037927012.1|HILL	LOC6543272|XP_001968310.1|DERE
OG0004212	LOC119658733|XP_037922326.1|HILL	LOC6551803|XP_001980816.1|DERE
OG0004213	LOC119659520|XP_037923583.1|HILL	LOC6552638|XP_001980904.1|DERE
OG0004214	LOC119653754|XP_037914612.1|HILL	LOC6547699|XP_001975020.1|DERE
OG0004215	LOC119646479|XP_037902860.1|HILL	LOC6547125|XP_001975479.2|DERE
OG0004216	LOC119648671|XP_037906387.1|HILL	LOC6545923|XP_026832674.1|DERE
OG0004217	LOC119648687|XP_037906413.1|HILL	LOC6544331|XP_001971982.1|DERE
OG0004218	LOC119659799|XP_037923999.1|HILL	LOC6550108|XP_001977599.1|DERE
OG0004219	LOC119659130|XP_037922983.1|HILL	LOC6552445|XP_001980934.1|DERE
OG0004220	LOC119658911|XP_037922649.1|HILL	LOC6553257|XP_026832792.1|DERE
OG0004221	LOC119659758|XP_037923947.1|HILL	LOC6553545|XP_001979328.1|DERE
OG0004222	LOC119659442|XP_037923454.1|HILL	LOC6553785|XP_001980484.1|DERE
OG0004223	LOC119659173|XP_037923057.1|HILL	LOC6553842|XP_026833681.1|DERE
OG0004224	LOC119660602|XP_037925210.1|HILL	LOC6552809|XP_001978940.1|DERE
OG0004225	LOC119649836|XP_037908108.1|HILL	LOC6551290|XP_001976996.1|DERE
OG0004226	LOC119658774|XP_037922399.1|HILL	LOC6553355|XP_015010138.1|DERE
OG0004227	LOC119660512|XP_037925055.1|HILL	LOC6553221|XP_026832569.1|DERE
OG0004228	LOC119659591|XP_037923678.1|HILL	LOC6553222|XP_001980147.1|DERE
OG0004229	LOC119654308|XP_037915556.1|HILL	LOC6548871|XP_001975457.2|DERE
OG0004230	LOC119653500|XP_037914064.1|HILL	LOC6551565|XP_001978604.3|DERE
OG0004231	LOC119649186|XP_037907141.1|HILL	LOC6543681|XP_001971849.1|DERE
OG0004232	LOC119647677|XP_037904682.1|HILL	LOC6543709|XP_015013311.1|DERE
OG0004233	LOC119647673|XP_037904679.1|HILL	LOC6543710|XP_001971853.1|DERE
OG0004234	LOC119648081|XP_037905495.1|HILL	LOC6543722|XP_015013310.1|DERE
OG0004235	LOC119657778|XP_037920774.1|HILL	LOC6555515|XP_001982673.1|DERE
OG0004236	LOC119659786|XP_037923982.1|HILL	LOC6551931|XP_001979675.1|DERE
OG0004237	LOC119660046|XP_037924352.1|HILL	LOC6553311|XP_001979208.1|DERE
OG0004238	LOC119659899|XP_037924151.1|HILL	LOC6551888|XP_001979710.1|DERE
OG0004239	LOC119659024|XP_037922845.1|HILL	LOC6553538|XP_001979321.1|DERE
OG0004240	LOC119659370|XP_037923353.1|HILL	LOC6552298|XP_001978895.1|DERE
OG0004241	LOC119659639|XP_037923767.1|HILL	LOC6552583|XP_001980894.1|DERE
OG0004242	LOC119660447|XP_037924928.1|HILL	LOC6552457|XP_001980875.1|DERE
OG0004243	LOC119648851|XP_037906656.1|HILL	LOC6544277|XP_001971974.1|DERE
OG0004244	LOC119652857|XP_037913141.1|HILL	LOC6551936|XP_001979680.1|DERE
OG0004245	LOC119655080|XP_037916707.1|HILL	LOC6545584|XP_026832179.1|DERE
OG0004246	LOC119661028|XP_037926113.1|HILL	LOC6544724|XP_026833046.1|DERE
OG0004247	LOC119653705|XP_037914516.1|HILL	LOC6555526|XP_001982635.1|DERE
OG0004248	LOC119659796|XP_037923995.1|HILL	LOC6547468|XP_001974920.1|DERE
OG0004249	LOC119661036|XP_037926133.1|HILL	LOC6544640|XP_001970975.1|DERE
OG0004250	LOC119657215|XP_037919954.1|HILL	LOC6542695|XP_026834524.1|DERE
OG0004251	LOC119655183|XP_037916868.1|HILL	LOC6555545|XP_026838975.1|DERE
OG0004252	LOC119654644|XP_037916049.1|HILL	LOC6551800|XP_001980813.1|DERE
OG0004253	LOC119659554|XP_037923631.1|HILL	LOC6552675|XP_001980914.1|DERE
OG0004254	LOC119656038|XP_037918234.1|HILL	LOC6550417|XP_001977802.2|DERE
OG0004255	LOC119656252|XP_037918595.1|HILL, LOC119656251|XP_037918594.1|HILL	LOC6543113|XP_015015276.1|DERE
OG0004256	LOC119653794|XP_037914728.1|HILL	LOC6548538|XP_026835976.1|DERE
