Orthogroup	HILL.longest_only	DSIM.longest_only
OG0005203	LOC119647771|XP_037904877.1|HILL	LOC6734461|XP_039147503.1|DSIM
OG0005204	LOC119652377|XP_037912402.1|HILL	LOC6731258|XP_016023814.1|DSIM
OG0005205	LOC119651667|XP_037911288.1|HILL	LOC6730860|XP_016023286.1|DSIM
OG0005206	LOC119659287|XP_037923228.1|HILL	LOC6735895|XP_002082805.1|DSIM
OG0005207	LOC119659462|XP_037923476.1|HILL	LOC6733714|XP_002080761.2|DSIM
OG0005208	LOC119661158|XP_037926302.1|HILL	LOC27207579|XP_039147861.1|DSIM
OG0005209	LOC119651948|XP_037911730.1|HILL	LOC6732387|XP_002079508.3|DSIM
OG0005210	LOC119651982|XP_037911820.1|HILL	LOC6732386|XP_039151677.1|DSIM
OG0005211	LOC119657737|XP_037920711.1|HILL	LOC6739101|XP_016032942.1|DSIM
OG0005212	LOC119653949|XP_037915041.1|HILL	LOC27207041|XP_016029418.1|DSIM
OG0005213	LOC119652591|XP_037912743.1|HILL	LOC6725301|XP_002106319.1|DSIM
OG0005214	LOC119647681|XP_037904724.1|HILL	LOC6731431|XP_016024054.1|DSIM
OG0005215	LOC119648817|XP_037906602.1|HILL	LOC6730909|XP_016023340.1|DSIM
OG0005216	LOC119651164|XP_037910510.1|HILL	LOC6732811|XP_002079924.1|DSIM
OG0005217	LOC119650644|XP_037909497.1|HILL	LOC6733089|XP_039146949.1|DSIM
OG0005218	LOC119651080|XP_037910348.1|HILL	LOC6731582|XP_016024258.1|DSIM
OG0005219	LOC119652007|XP_037911866.1|HILL	LOC6733663|XP_002080710.1|DSIM
OG0005220	LOC119647508|XP_037904396.1|HILL	LOC6736358|XP_002083234.1|DSIM
OG0005221	LOC119651598|XP_037911176.1|HILL	LOC6731607|XP_002078748.2|DSIM
OG0005222	LOC119653272|XP_037913822.1|HILL	LOC6732580|XP_039154548.1|DSIM
OG0005223	LOC119646923|XP_037903530.1|HILL	LOC6732200|XP_002079329.1|DSIM
OG0005224	LOC119651975|XP_037911809.1|HILL	LOC6731542|XP_039154529.1|DSIM
OG0005225	LOC119652191|XP_037912062.1|HILL	LOC6739181|XP_002076092.2|DSIM
OG0005226	LOC119661440|XP_037926714.1|HILL	LOC6731428|XP_016024045.1|DSIM
OG0005227	LOC119646782|XP_037903294.1|HILL	LOC6732502|XP_016025159.1|DSIM
OG0005228	LOC119646780|XP_037903292.1|HILL	LOC6732503|XP_002079623.2|DSIM
OG0005229	LOC119661611|XP_037926954.1|HILL	LOC6730502|XP_016022952.1|DSIM
OG0005230	LOC119652592|XP_037912744.1|HILL	LOC6731943|XP_016024607.1|DSIM
OG0005231	LOC119646592|XP_037903013.1|HILL	LOC6730399|XP_002077580.1|DSIM
OG0005232	LOC119652329|XP_037912269.1|HILL	LOC6730775|XP_016023193.1|DSIM
OG0005233	LOC119650831|XP_037909900.1|HILL	LOC6732381|XP_002079502.1|DSIM
OG0005234	LOC119653196|XP_037913683.1|HILL	LOC27206202|XP_039150766.1|DSIM
OG0005235	LOC119646624|XP_037903060.1|HILL	LOC6732707|XP_002079821.1|DSIM
OG0005236	LOC119646625|XP_037903061.1|HILL	LOC6730953|XP_016023414.1|DSIM
OG0005237	LOC119661701|XP_037927076.1|HILL	LOC6730950|XP_016023411.1|DSIM
OG0005238	LOC119661751|XP_037927149.1|HILL	LOC6730949|XP_002078112.1|DSIM
OG0005239	LOC119648871|XP_037906690.1|HILL	LOC6730669|XP_016023109.1|DSIM
OG0005240	LOC119651591|XP_037911168.1|HILL	LOC6731802|XP_016024486.1|DSIM
OG0005241	LOC119647642|XP_037904636.1|HILL	LOC6730539|XP_039150708.1|DSIM
OG0005242	LOC119646362|XP_037902727.1|HILL	LOC27207753|XP_016024549.1|DSIM
OG0005243	LOC119650888|XP_037909996.1|HILL	LOC6730503|XP_002077684.1|DSIM
OG0005244	LOC119659971|XP_037924261.1|HILL	LOC6728320|XP_016034955.1|DSIM
OG0005245	LOC119659377|XP_037923365.1|HILL	LOC6727032|XP_002102430.1|DSIM
OG0005246	LOC119654661|XP_037916080.1|HILL	LOC6730455|XP_002077636.1|DSIM
OG0005247	LOC119652677|XP_037912879.1|HILL	LOC6739497|XP_016029251.1|DSIM
OG0005248	LOC119661189|XP_037926338.1|HILL	LOC6728007|XP_016034605.1|DSIM
OG0005249	LOC119659784|XP_037923978.1|HILL	LOC6727613|XP_016034202.1|DSIM
OG0005250	LOC119653244|XP_037913772.1|HILL	LOC6733065|XP_016025766.1|DSIM
OG0005251	LOC119650691|XP_037909591.1|HILL	LOC6731783|XP_016024474.1|DSIM
OG0005252	LOC119652698|XP_037912905.1|HILL	LOC27209277|XP_016025494.1|DSIM
OG0005253	LOC119653918|XP_037915002.1|HILL	LOC6733039|XP_016025729.1|DSIM
OG0005254	LOC119652945|XP_037913264.1|HILL	LOC6732836|XP_002079949.2|DSIM
OG0005255	LOC119652772|XP_037913008.1|HILL	LOC6732835|XP_016025560.1|DSIM
OG0005256	LOC119651464|XP_037910999.1|HILL	LOC6740415|XP_002077271.1|DSIM
OG0005257	LOC119651462|XP_037910996.1|HILL	LOC27206517|XP_016024189.1|DSIM
OG0005258	LOC119650950|XP_037910112.1|HILL	LOC6731629|XP_002078769.2|DSIM
OG0005259	LOC119651157|XP_037910493.1|HILL	LOC6732315|XP_002079443.2|DSIM
OG0005260	LOC119651290|XP_037910735.1|HILL	LOC6732317|XP_016024980.1|DSIM
OG0005261	LOC119652376|XP_037912401.1|HILL	LOC6731840|XP_016024524.1|DSIM
OG0005262	LOC119660828|XP_037925616.1|HILL	LOC6731065|XP_002078224.1|DSIM
OG0005263	LOC119652237|XP_037912138.1|HILL	LOC6732828|XP_016025552.1|DSIM
OG0005264	LOC119652238|XP_037912141.1|HILL	LOC6727702|XP_016034278.1|DSIM
OG0005265	LOC119659362|XP_037923341.1|HILL, LOC119647794|XP_037904924.1|HILL, LOC119647652|XP_037904649.1|HILL	LOC6732824|XP_016025546.1|DSIM
OG0005266	LOC119650604|XP_037909392.1|HILL	LOC6732452|XP_002079572.1|DSIM
OG0005267	LOC119656067|XP_037918276.1|HILL	LOC6730735|XP_002077903.1|DSIM
OG0005268	LOC119653031|XP_037913408.1|HILL	LOC6730736|XP_002077904.1|DSIM
OG0005269	LOC119661467|XP_037926756.1|HILL	LOC6730753|XP_039150043.1|DSIM
OG0005270	LOC119646458|XP_037902836.1|HILL	LOC6731957|XP_002079092.1|DSIM
OG0005271	LOC119647674|XP_037904683.1|HILL	LOC6732757|XP_016025478.1|DSIM
OG0005272	LOC119653757|XP_037914621.1|HILL	LOC6732755|XP_002079868.1|DSIM
OG0005273	LOC119659425|XP_037923437.1|HILL	LOC6731491|XP_002078640.1|DSIM
OG0005274	LOC119661672|XP_037927037.1|HILL	LOC6731953|XP_039154573.1|DSIM
OG0005275	LOC119654665|XP_037916089.1|HILL	LOC6731760|XP_016024441.1|DSIM
OG0005276	LOC119647187|XP_037903927.1|HILL	LOC6730896|XP_016023322.1|DSIM
OG0005277	LOC119647029|XP_037903699.1|HILL	LOC6730907|XP_016023339.1|DSIM
OG0005278	LOC119651932|XP_037911697.1|HILL	LOC6735415|XP_002082357.1|DSIM
OG0005279	LOC119651213|XP_037910592.1|HILL	LOC6731170|XP_016023718.1|DSIM
OG0005280	LOC119661544|XP_037926857.1|HILL	LOC6730527|XP_002077706.2|DSIM
OG0005281	LOC119646951|XP_037903572.1|HILL	LOC6730708|XP_016023143.1|DSIM
OG0005282	LOC119661537|XP_037926844.1|HILL	LOC6726874|XP_002102276.1|DSIM
OG0005283	LOC119650014|XP_037908416.1|HILL	LOC6729328|XP_016035965.1|DSIM
OG0005284	LOC119649421|XP_037907493.1|HILL	LOC6733055|XP_016025737.2|DSIM
OG0005285	LOC119646914|XP_037903888.1|HILL	LOC6733056|XP_002080134.1|DSIM
OG0005286	LOC119646689|XP_037903179.1|HILL	LOC6730530|XP_039147280.1|DSIM
OG0005287	LOC119661172|XP_037926317.1|HILL	LOC6730531|XP_002077710.1|DSIM
OG0005288	LOC119646708|XP_037903214.1|HILL	LOC27206544|XP_039147201.1|DSIM
OG0005289	LOC119658720|XP_037922302.1|HILL	LOC6725079|XP_039147446.1|DSIM
OG0005290	LOC119646721|XP_037903228.1|HILL	LOC6726829|XP_016033335.1|DSIM
OG0005291	LOC119653086|XP_037913508.1|HILL	LOC6732184|XP_002079313.1|DSIM
OG0005292	LOC119653225|XP_037913733.1|HILL	LOC6732186|XP_016024869.1|DSIM
OG0005293	LOC119652192|XP_037912063.1|HILL	LOC6732397|XP_002079518.2|DSIM
OG0005294	LOC119656139|XP_037918400.1|HILL	LOC6732058|XP_002079190.1|DSIM
OG0005295	LOC119652564|XP_037912700.1|HILL	LOC6732183|XP_039154315.1|DSIM
OG0005296	LOC119653099|XP_037913535.1|HILL	LOC6726862|XP_016033364.1|DSIM
OG0005297	LOC119646264|XP_037902595.1|HILL	LOC6731528|XP_016024202.1|DSIM
OG0005298	LOC119650593|XP_037909370.1|HILL	LOC6731669|XP_002078809.1|DSIM
OG0005299	LOC119651761|XP_037911427.1|HILL	LOC6730093|XP_002105386.1|DSIM
OG0005300	LOC119659174|XP_037923061.1|HILL	LOC6725387|XP_016038461.1|DSIM
OG0005301	LOC119652601|XP_037912758.1|HILL	LOC27206512|XP_016024373.1|DSIM
OG0005302	LOC119650681|XP_037909572.1|HILL	LOC6734021|XP_016027043.2|DSIM
OG0005303	LOC119658595|XP_037921987.1|HILL	LOC6732709|XP_002079823.1|DSIM
OG0005304	LOC119651646|XP_037911249.1|HILL	LOC120284730|XP_039149215.1|DSIM, LOC6731215|XP_039149008.1|DSIM
OG0005305	LOC119646930|XP_037903542.1|HILL	LOC6735414|XP_039147350.1|DSIM
OG0005306	LOC119651384|XP_037910891.1|HILL	LOC6732555|XP_002079674.1|DSIM
OG0005307	LOC119651688|XP_037911320.1|HILL	LOC6731938|XP_016024601.1|DSIM
OG0005308	LOC119650845|XP_037909918.1|HILL	LOC6731843|XP_016024525.1|DSIM
OG0005309	LOC119654679|XP_037916110.1|HILL	LOC6730845|XP_016023263.1|DSIM
OG0005310	LOC119647787|XP_037904906.1|HILL	LOC6731474|XP_002078623.1|DSIM
OG0005311	LOC119646262|XP_037902592.1|HILL	LOC6732119|XP_002079251.2|DSIM
OG0005312	LOC119646717|XP_037903224.1|HILL	LOC6732156|XP_016024836.1|DSIM
OG0005313	LOC119647473|XP_037904343.1|HILL	LOC6731765|XP_016024446.1|DSIM
OG0005314	LOC119656543|XP_037918831.1|HILL	LOC6732041|XP_016024728.1|DSIM
OG0005315	LOC119656035|XP_037918233.1|HILL	LOC6732692|XP_016025424.1|DSIM
OG0005316	LOC119661640|XP_037926996.1|HILL	LOC6735413|XP_016028730.1|DSIM
OG0005317	LOC119657812|XP_037920850.1|HILL	LOC6732550|XP_016025204.1|DSIM
OG0005318	LOC119652166|XP_037912040.1|HILL	LOC6733134|XP_016025846.1|DSIM
OG0005319	LOC119653237|XP_037913764.1|HILL	LOC6732399|XP_016025055.1|DSIM
OG0005320	LOC119650698|XP_037909612.1|HILL	LOC6732894|XP_016025616.1|DSIM
OG0005321	LOC119656143|XP_037918403.1|HILL	LOC6731910|XP_016024577.1|DSIM
OG0005322	LOC119654989|XP_037916581.1|HILL	LOC6730624|XP_016023070.1|DSIM
OG0005323	LOC119651991|XP_037911836.1|HILL	LOC6739228|XP_016024285.1|DSIM
OG0005324	LOC119651052|XP_037910306.1|HILL	LOC6731676|XP_002078816.1|DSIM
OG0005325	LOC119651220|XP_037910603.1|HILL	LOC27207633|XP_016023211.1|DSIM
OG0005326	LOC119652645|XP_037912821.1|HILL	LOC27206834|XP_039154492.1|DSIM
OG0005327	LOC119652105|XP_037911971.1|HILL	LOC6731589|XP_016024266.1|DSIM
OG0005328	LOC119657547|XP_037920427.1|HILL	LOC6727717|XP_016034292.1|DSIM
OG0005329	LOC119649430|XP_037907506.1|HILL	LOC6737371|XP_002084209.1|DSIM
OG0005330	LOC119649899|XP_037908221.1|HILL	LOC6737370|XP_002084208.2|DSIM
OG0005331	LOC119658837|XP_037922508.1|HILL	LOC6730734|XP_016023156.1|DSIM
OG0005332	LOC119647140|XP_037903861.1|HILL	LOC6732969|XP_002080051.1|DSIM
OG0005333	LOC119651891|XP_037911644.1|HILL	LOC6732075|XP_002079207.1|DSIM
OG0005334	LOC119646540|XP_037902939.1|HILL	LOC6731807|XP_002078942.1|DSIM
OG0005335	LOC119646541|XP_037902941.1|HILL	LOC6734278|XP_016027344.1|DSIM
OG0005336	LOC119646593|XP_037903015.1|HILL	LOC6733777|XP_002080821.1|DSIM
OG0005337	LOC119656145|XP_037918406.1|HILL	LOC6734932|XP_016028246.1|DSIM
OG0005338	LOC119653036|XP_037913415.1|HILL	LOC6731743|XP_016024415.1|DSIM
OG0005339	LOC119653083|XP_037913503.1|HILL	LOC6731832|XP_002078967.1|DSIM
OG0005340	LOC119652642|XP_037912816.1|HILL	LOC6731721|XP_002078856.2|DSIM
OG0005341	LOC119655922|XP_037918018.1|HILL	LOC6733572|XP_002080627.2|DSIM
OG0005342	LOC119650574|XP_037909322.1|HILL	LOC6732010|XP_016024702.1|DSIM
OG0005343	LOC119660746|XP_037925402.1|HILL	LOC6739289|XP_016026303.1|DSIM
OG0005344	LOC119655394|XP_037917199.1|HILL	LOC6734087|XP_002081122.1|DSIM
OG0005345	LOC119652721|XP_037912942.1|HILL	LOC6731222|XP_002078381.1|DSIM
OG0005346	LOC119648550|XP_037906248.1|HILL	LOC6731293|XP_002078449.1|DSIM
OG0005347	LOC119656378|XP_037918724.1|HILL	LOC6739201|XP_016023390.1|DSIM
OG0005348	LOC119646931|XP_037903544.1|HILL	LOC6731773|XP_002078908.1|DSIM
OG0005349	LOC119656779|XP_037919294.1|HILL	LOC6731764|XP_002078899.1|DSIM
OG0005350	LOC119651331|XP_037910804.1|HILL	LOC6731954|XP_002079089.1|DSIM
OG0005351	LOC119650514|XP_037909291.1|HILL	LOC6737208|XP_016030916.1|DSIM
OG0005352	LOC119653236|XP_037913753.1|HILL	LOC6731811|XP_016024497.1|DSIM
OG0005353	LOC119654431|XP_037915760.1|HILL	LOC6735058|XP_039148569.1|DSIM
OG0005354	LOC119650588|XP_037909356.1|HILL	LOC6730794|XP_039150928.1|DSIM
OG0005355	LOC119652338|XP_037912287.1|HILL	LOC6730434|XP_002077615.1|DSIM
OG0005356	LOC119652090|XP_037911957.1|HILL	LOC6730436|XP_016022901.1|DSIM
OG0005357	LOC119658215|XP_037921410.1|HILL	LOC6731393|XP_016024011.1|DSIM
OG0005358	LOC119651409|XP_037910929.1|HILL	LOC6731305|XP_002078461.1|DSIM
OG0005359	LOC119650054|XP_037908474.1|HILL	LOC6735788|XP_016029163.1|DSIM
OG0005360	LOC119648381|XP_037906043.1|HILL	LOC6738617|XP_039149258.1|DSIM
OG0005361	LOC119650985|XP_037910179.1|HILL	LOC6731892|XP_039154309.1|DSIM
OG0005362	LOC119651644|XP_037911247.1|HILL	LOC6731747|XP_002078882.1|DSIM
OG0005363	LOC119652427|XP_037912479.1|HILL	LOC6731108|XP_016023646.1|DSIM
OG0005364	LOC119646986|XP_037903626.1|HILL	LOC6735465|XP_016028770.1|DSIM
OG0005365	LOC119655858|XP_037917910.1|HILL	LOC6732992|XP_016025673.1|DSIM
OG0005366	LOC119646222|XP_037902537.1|HILL	LOC6732993|XP_016025676.1|DSIM
OG0005367	LOC119649754|XP_037907978.1|HILL	LOC6732995|XP_016025677.1|DSIM
OG0005368	LOC119660829|XP_037925619.1|HILL	LOC6728808|XP_016035500.1|DSIM
OG0005369	LOC119646563|XP_037902970.1|HILL	LOC6730597|XP_002077776.1|DSIM
OG0005370	LOC119652224|XP_037912100.1|HILL	LOC6731942|XP_016024606.1|DSIM
OG0005371	LOC119652181|XP_037912053.1|HILL	LOC6731940|XP_016024605.1|DSIM
OG0005372	LOC119653124|XP_037913578.1|HILL	LOC6728723|XP_016035394.1|DSIM
OG0005373	LOC119652560|XP_037912695.1|HILL	LOC27206749|XP_016025907.1|DSIM
OG0005374	LOC119646738|XP_037903244.1|HILL	LOC6732552|XP_002079671.1|DSIM
OG0005375	LOC119646737|XP_037903243.1|HILL	LOC6732551|XP_002079670.1|DSIM
OG0005376	LOC119656987|XP_037919651.1|HILL	LOC6730520|XP_039147245.1|DSIM
OG0005377	LOC119654262|XP_037915458.1|HILL	LOC27208052|XP_016029877.1|DSIM
OG0005378	LOC119652955|XP_037913278.1|HILL	LOC6730574|XP_002077753.3|DSIM
OG0005379	LOC119651984|XP_037911827.1|HILL	LOC6730664|XP_016023106.1|DSIM
OG0005380	LOC119653070|XP_037913478.1|HILL	LOC6730562|XP_039148892.1|DSIM
OG0005382	LOC119646569|XP_037902980.1|HILL	LOC6733017|XP_039154496.1|DSIM
OG0005383	LOC119648086|XP_037905507.1|HILL	LOC6738473|XP_039149702.1|DSIM
OG0005384	LOC119659325|XP_037923287.1|HILL	LOC6727836|XP_016034422.1|DSIM
OG0005385	LOC119660827|XP_037925615.1|HILL	LOC6735363|XP_016028693.1|DSIM
OG0005386	LOC119647233|XP_037904017.1|HILL	LOC6734737|XP_039147744.1|DSIM
OG0005387	LOC119651414|XP_037910936.1|HILL	LOC6729048|XP_016035702.1|DSIM
OG0005388	LOC119646258|XP_037902589.1|HILL	LOC6731081|XP_002078239.1|DSIM
OG0005389	LOC119656938|XP_037919570.1|HILL	LOC6732031|XP_016024726.1|DSIM
OG0005390	LOC119646335|XP_037902725.1|HILL	LOC120284189|XP_016023540.1|DSIM
OG0005391	LOC119646511|XP_037902935.1|HILL	LOC27207560|XP_016023543.1|DSIM
OG0005392	LOC119660997|XP_037926024.1|HILL	LOC6732603|XP_002079722.1|DSIM
OG0005393	LOC119650629|XP_037909465.1|HILL	LOC6728278|XP_002103627.1|DSIM
OG0005394	LOC119650089|XP_037908530.1|HILL	LOC6732601|XP_016025286.1|DSIM
OG0005395	LOC119659737|XP_037923927.1|HILL	LOC6732681|XP_039147082.1|DSIM
OG0005396	LOC119654364|XP_037915641.1|HILL	LOC6731469|XP_016024151.1|DSIM
OG0005397	LOC119646847|XP_037903396.1|HILL	LOC6731471|XP_002078620.1|DSIM
OG0005398	LOC119655264|XP_037916990.1|HILL	LOC6726805|XP_039151487.1|DSIM
OG0005399	LOC119646246|XP_037902568.1|HILL	LOC6733558|XP_016026508.1|DSIM
OG0005400	LOC119646919|XP_037903521.1|HILL	LOC6733635|XP_016026597.1|DSIM
OG0005401	LOC119656809|XP_037919358.1|HILL	LOC6731481|XP_016024162.1|DSIM
OG0005402	LOC119661647|XP_037927007.1|HILL	LOC6731480|XP_016024161.1|DSIM
OG0005403	LOC119646621|XP_037903057.1|HILL	LOC6731475|XP_002078624.1|DSIM
OG0005404	LOC119646943|XP_037903560.1|HILL	LOC6731476|XP_002078625.1|DSIM
OG0005405	LOC119661428|XP_037926701.1|HILL	LOC27209071|XP_016029095.1|DSIM
OG0005406	LOC119661331|XP_037926560.1|HILL	LOC6740743|XP_039147604.1|DSIM
OG0005407	LOC119654173|XP_037915287.1|HILL	LOC6735783|XP_002082696.1|DSIM
OG0005408	LOC119646556|XP_037902961.1|HILL	LOC6731031|XP_002078192.1|DSIM
OG0005409	LOC119646889|XP_037903453.1|HILL	LOC6731404|XP_016024022.1|DSIM
OG0005410	LOC119661774|XP_037927176.1|HILL	LOC6739211|XP_002076121.1|DSIM
OG0005411	LOC119656478|XP_037918733.1|HILL	LOC6734148|XP_002081177.1|DSIM
OG0005412	LOC119661694|XP_037927068.1|HILL	LOC6734158|XP_002081187.1|DSIM
OG0005413	LOC119646464|XP_037902841.1|HILL	LOC6734240|XP_016027292.1|DSIM
OG0005414	LOC119657952|XP_037921082.1|HILL	LOC6725686|XP_002106689.1|DSIM
OG0005415	LOC119655934|XP_037918047.1|HILL, LOC119660720|XP_037925296.1|HILL	LOC6725750|XP_016039067.1|DSIM
OG0005416	LOC119660974|XP_037925977.1|HILL	LOC6733388|XP_016026312.1|DSIM
OG0005417	LOC119650980|XP_037910170.1|HILL	LOC6739246|XP_002076154.1|DSIM
OG0005418	LOC119650979|XP_037910169.1|HILL	LOC6732979|XP_016025661.1|DSIM
OG0005419	LOC119651754|XP_037911419.1|HILL	LOC6731826|XP_016024511.1|DSIM
OG0005420	LOC119652570|XP_037912712.1|HILL	LOC6731276|XP_016023840.2|DSIM
OG0005421	LOC119652112|XP_037911980.1|HILL	LOC6732046|XP_016024730.2|DSIM
OG0005422	LOC119655932|XP_037918043.1|HILL	LOC6740213|XP_016039958.1|DSIM
OG0005423	LOC119652599|XP_037912755.1|HILL	LOC6731638|XP_016024322.1|DSIM
OG0005424	LOC119656074|XP_037918287.1|HILL	LOC6735442|XP_039147247.1|DSIM
OG0005425	LOC119658439|XP_037921770.1|HILL	LOC6740535|XP_016039584.1|DSIM
OG0005426	LOC119649251|XP_037907250.1|HILL	LOC6733689|XP_016026657.1|DSIM
OG0005427	LOC119653128|XP_037913584.1|HILL	LOC6732769|XP_002079882.2|DSIM
OG0005428	LOC119661030|XP_037926118.1|HILL	LOC6731194|XP_039146977.1|DSIM
OG0005429	LOC119651246|XP_037910654.1|HILL	LOC6731213|XP_039148517.1|DSIM
OG0005430	LOC119651997|XP_037911848.1|HILL	LOC6731214|XP_016023755.1|DSIM
OG0005431	LOC119652223|XP_037912099.1|HILL	LOC6733110|XP_002080187.1|DSIM
OG0005432	LOC119651624|XP_037911214.1|HILL	LOC27209015|XP_039149468.1|DSIM
OG0005433	LOC119646327|XP_037902680.1|HILL	LOC6734896|XP_002081893.1|DSIM
OG0005434	LOC119651786|XP_037911472.1|HILL	LOC6733124|XP_039154591.1|DSIM
OG0005435	LOC119651275|XP_037910708.1|HILL	LOC6727091|XP_002102486.1|DSIM
OG0005436	LOC119651396|XP_037910905.1|HILL	LOC6733131|XP_016025843.1|DSIM
OG0005437	LOC119659891|XP_037924141.1|HILL	LOC6727763|XP_002103125.1|DSIM
OG0005438	LOC119647222|XP_037903981.1|HILL	LOC6730510|XP_016022968.1|DSIM
OG0005439	LOC119661359|XP_037926596.1|HILL	LOC6728225|XP_002103574.1|DSIM
OG0005440	LOC119647081|XP_037903766.1|HILL	LOC6730918|XP_016023365.1|DSIM
OG0005441	LOC119657186|XP_037919908.1|HILL	LOC27206506|XP_016024807.1|DSIM
OG0005442	LOC119646481|XP_037902862.1|HILL	LOC6732743|XP_002079857.1|DSIM
OG0005443	LOC119646559|XP_037902965.1|HILL	LOC6731784|XP_016024476.1|DSIM
OG0005444	LOC119646166|XP_037902470.1|HILL	LOC6730448|XP_002077629.1|DSIM
OG0005445	LOC119661108|XP_037926232.1|HILL	LOC6731872|XP_016024547.1|DSIM
OG0005447	LOC119647191|XP_037903930.1|HILL	LOC6731022|XP_002078183.1|DSIM
OG0005448	LOC119651901|XP_037911654.1|HILL	LOC6734603|XP_002081611.1|DSIM
OG0005449	LOC119653570|XP_037914226.1|HILL	LOC6739838|XP_002076732.1|DSIM
OG0005450	LOC119652062|XP_037911930.1|HILL	LOC6729933|XP_002105235.1|DSIM
OG0005452	LOC119647246|XP_037904048.1|HILL	LOC6735781|XP_016029157.1|DSIM
OG0005453	LOC119651183|XP_037910542.1|HILL	LOC6728844|XP_039151283.1|DSIM
OG0005454	LOC119654712|XP_037916163.1|HILL	LOC6732092|XP_016024765.1|DSIM
OG0005455	LOC119652415|XP_037912461.1|HILL	LOC6736094|XP_016029489.1|DSIM
OG0005456	LOC119651529|XP_037911089.1|HILL	LOC6732780|XP_002079893.1|DSIM
OG0005457	LOC119652309|XP_037912248.1|HILL	LOC6732778|XP_016025492.1|DSIM
OG0005458	LOC119647455|XP_037904317.1|HILL	LOC6730593|XP_016023040.1|DSIM
OG0005459	LOC119657539|XP_037920413.1|HILL	LOC6731018|XP_002078179.1|DSIM
OG0005460	LOC119646902|XP_037903498.1|HILL	LOC6731083|XP_002078241.1|DSIM
OG0005461	LOC119651211|XP_037910590.1|HILL	LOC6732763|XP_002079876.1|DSIM
OG0005462	LOC119651521|XP_037911079.1|HILL	LOC6732761|XP_002079874.1|DSIM
OG0005463	LOC119651915|XP_037911672.1|HILL	LOC6738054|XP_002084868.1|DSIM
OG0005464	LOC119653228|XP_037913743.1|HILL	LOC6732765|XP_002079878.2|DSIM
OG0005465	LOC119650592|XP_037909367.1|HILL	LOC6732777|XP_016025490.1|DSIM
OG0005466	LOC119652978|XP_037913316.1|HILL	LOC6732779|XP_002079892.3|DSIM
OG0005467	LOC119659295|XP_037923235.1|HILL	LOC6729148|XP_002104469.1|DSIM
OG0005468	LOC119661730|XP_037927125.1|HILL	LOC6731454|XP_002078605.1|DSIM
OG0005469	LOC119661372|XP_037926618.1|HILL	LOC6731495|XP_002078644.1|DSIM
OG0005470	LOC119661371|XP_037926617.1|HILL	LOC6731497|XP_016024175.1|DSIM
OG0005471	LOC119661553|XP_037926871.1|HILL	LOC6732566|XP_039146961.1|DSIM
OG0005472	LOC119647388|XP_037904207.1|HILL	LOC6732564|XP_016025245.1|DSIM
OG0005473	LOC119657346|XP_037920151.1|HILL	LOC6739221|XP_016023611.1|DSIM
OG0005474	LOC119647057|XP_037903741.1|HILL	LOC6732062|XP_002079194.2|DSIM
OG0005475	LOC119651520|XP_037911082.1|HILL	LOC6732061|XP_002079193.1|DSIM
OG0005476	LOC119654790|XP_037916266.1|HILL	LOC6733448|XP_016026397.1|DSIM
OG0005477	LOC119652425|XP_037912476.1|HILL	LOC6737632|XP_016031405.1|DSIM
OG0005478	LOC119658633|XP_037922084.1|HILL	LOC6730965|XP_002078127.1|DSIM
OG0005479	LOC119657193|XP_037919929.1|HILL	LOC6730966|XP_002078128.1|DSIM
OG0005480	LOC119657203|XP_037919941.1|HILL	LOC27207912|XP_016023431.1|DSIM
OG0005481	LOC119657575|XP_037920472.1|HILL	LOC6730877|XP_016023301.1|DSIM
OG0005482	LOC119655307|XP_037917068.1|HILL	LOC6730875|XP_016023296.2|DSIM
OG0005483	LOC119646331|XP_037902683.1|HILL	LOC6727965|XP_002103317.2|DSIM
OG0005484	LOC119646196|XP_037902507.1|HILL	LOC6732423|XP_002079544.1|DSIM
OG0005485	LOC119646512|XP_037902895.1|HILL	LOC6734299|XP_016027358.1|DSIM
OG0005486	LOC119647250|XP_037904056.1|HILL	LOC6733626|XP_002080680.2|DSIM
OG0005487	LOC119660700|XP_037925267.1|HILL	LOC6739185|XP_016023228.1|DSIM
OG0005488	LOC119661682|XP_037927049.1|HILL	LOC6739198|XP_016023225.1|DSIM
OG0005489	LOC119661697|XP_037927071.1|HILL	LOC6730525|XP_002077704.1|DSIM
OG0005490	LOC119653558|XP_037914202.1|HILL	LOC6730524|XP_016022979.1|DSIM
OG0005491	LOC119647497|XP_037904384.1|HILL	LOC6730617|XP_016023064.1|DSIM
OG0005492	LOC119646810|XP_037903339.1|HILL	LOC6730623|XP_002077800.1|DSIM
OG0005493	LOC119651911|XP_037911665.1|HILL	LOC6732864|XP_002079974.1|DSIM
OG0005494	LOC119661402|XP_037926659.1|HILL	LOC6736124|XP_016029513.1|DSIM
OG0005495	LOC119659568|XP_037923649.1|HILL	LOC6736164|XP_016029573.1|DSIM
OG0005496	LOC119647274|XP_037904093.1|HILL	LOC6727279|XP_016033799.1|DSIM
OG0005497	LOC119648029|XP_037905381.1|HILL	LOC6739253|XP_002076160.2|DSIM
OG0005498	LOC119646726|XP_037903234.1|HILL	LOC6739252|XP_002076161.1|DSIM
OG0005499	LOC119647316|XP_037904171.1|HILL	LOC6732898|XP_016025618.1|DSIM
OG0005500	LOC119647318|XP_037904173.1|HILL	LOC6732897|XP_002080002.1|DSIM
