Orthogroup	HILL.longest_only	DSAN.longest_only
OG0004043	LOC119661388|XP_037926639.1|HILL	LOC120456401|XP_039499167.1|DSAN
OG0004044	LOC119657540|XP_037920410.1|HILL	LOC120455678|XP_039498023.1|DSAN
OG0004045	LOC119646762|XP_037903269.1|HILL	LOC120458236|XP_039501758.1|DSAN
OG0004046	LOC119646642|XP_037903083.1|HILL	LOC120451831|XP_039491744.1|DSAN
OG0004047	LOC119653963|XP_037915052.1|HILL	LOC120456104|XP_039498648.1|DSAN
OG0004048	LOC119661130|XP_037926257.1|HILL	LOC120445651|XP_039482131.1|DSAN
OG0004049	LOC119661522|XP_037926826.1|HILL	LOC120443930|XP_039479307.1|DSAN
OG0004050	LOC119652199|XP_037912072.1|HILL	LOC120445276|XP_039481508.1|DSAN
OG0004051	LOC119652044|XP_037911911.1|HILL	LOC120443805|XP_039479079.1|DSAN, LOC120444024|XP_039479458.1|DSAN, LOC120444042|XP_039479482.1|DSAN, LOC120443807|XP_039479082.1|DSAN
OG0004052	LOC119660850|XP_037925675.1|HILL	LOC120455758|XP_039498129.1|DSAN
OG0004053	LOC119659144|XP_037923014.1|HILL	LOC120457718|XP_039501151.1|DSAN
OG0004054	LOC119661469|XP_037926760.1|HILL	LOC120445504|XP_039481887.1|DSAN
OG0004055	LOC119659768|XP_037923955.1|HILL	LOC120454486|XP_039495762.1|DSAN
OG0004056	LOC119655830|XP_037917866.1|HILL	LOC120451756|XP_039491616.1|DSAN
OG0004057	LOC119654843|XP_037916350.1|HILL, LOC119660715|XP_037925285.1|HILL	LOC120450107|XP_039488836.1|DSAN
OG0004058	LOC119648997|XP_037906855.1|HILL	LOC120448083|XP_039485801.1|DSAN
OG0004059	LOC119660440|XP_037924920.1|HILL	LOC120451789|XP_039491674.1|DSAN
OG0004060	LOC119660204|XP_037924567.1|HILL	LOC120453228|XP_039493761.1|DSAN
OG0004061	LOC119653885|XP_037914933.1|HILL	LOC120456795|XP_039499749.1|DSAN
OG0004062	LOC119661013|XP_037926088.1|HILL	LOC120448152|XP_039485922.1|DSAN
OG0004063	LOC119654634|XP_037916034.1|HILL	LOC120456849|XP_039499839.1|DSAN
OG0004064	LOC119648888|XP_037906712.1|HILL	LOC120449046|XP_039487273.1|DSAN
OG0004065	LOC119655811|XP_037917840.1|HILL	LOC120444306|XP_039479770.1|DSAN
OG0004066	LOC119655021|XP_037916623.1|HILL	LOC120446050|XP_039482760.1|DSAN
OG0004067	LOC119654267|XP_037915462.1|HILL	LOC120455072|XP_039496857.1|DSAN
OG0004068	LOC119660141|XP_037924467.1|HILL	LOC120453603|XP_039494303.1|DSAN
OG0004069	LOC119659310|XP_037923253.1|HILL	LOC120450908|XP_039490092.1|DSAN
OG0004070	LOC119649269|XP_037907286.1|HILL	LOC120449790|XP_039488368.1|DSAN
OG0004071	LOC119649268|XP_037907285.1|HILL	LOC120450579|XP_039489631.1|DSAN
OG0004072	LOC119650128|XP_037908585.1|HILL	LOC120450580|XP_039489633.1|DSAN
OG0004073	LOC119654727|XP_037916182.1|HILL, LOC119654726|XP_037916180.1|HILL	LOC120455602|XP_039497915.1|DSAN
OG0004074	LOC119653806|XP_037914757.1|HILL	LOC120444961|XP_039480911.1|DSAN
OG0004075	LOC119654867|XP_037916388.1|HILL	LOC120447055|XP_039484379.1|DSAN
OG0004076	LOC119654866|XP_037916383.1|HILL	LOC120447053|XP_039484377.1|DSAN
OG0004077	LOC119655821|XP_037917855.1|HILL	LOC120446942|XP_039484129.1|DSAN
OG0004078	LOC119660407|XP_037924871.1|HILL	LOC120451434|XP_039491043.1|DSAN
OG0004079	LOC119655063|XP_037916684.1|HILL, LOC119655062|XP_037916683.1|HILL	LOC120456921|XP_039499993.1|DSAN
OG0004080	LOC119656528|XP_037918805.1|HILL	LOC120445819|XP_039482370.1|DSAN
OG0004081	LOC119654934|XP_037916514.1|HILL	LOC120447207|XP_039484648.1|DSAN
OG0004082	LOC119661142|XP_037926277.1|HILL	LOC120445062|XP_039481120.1|DSAN
OG0004083	LOC119657941|XP_037921059.1|HILL	LOC120451783|XP_039491667.1|DSAN
OG0004084	LOC119648060|XP_037905454.1|HILL	LOC120450053|XP_039488744.1|DSAN
OG0004085	LOC119659191|XP_037923080.1|HILL	LOC120452706|XP_039493000.1|DSAN
OG0004086	LOC119660303|XP_037924703.1|HILL	LOC120454287|XP_039495407.1|DSAN
OG0004087	LOC119656154|XP_037918416.1|HILL	LOC120455996|XP_039498488.1|DSAN
OG0004088	LOC119646890|XP_037903455.1|HILL, LOC119659504|XP_037923560.1|HILL	LOC120453719|XP_039494480.1|DSAN
OG0004089	LOC119653440|XP_037913949.1|HILL	LOC120455353|XP_039497382.1|DSAN
OG0004090	LOC119658831|XP_037922493.1|HILL	LOC120452232|XP_039492291.1|DSAN
OG0004092	LOC119654623|XP_037916023.1|HILL	LOC120455905|XP_039498342.1|DSAN
OG0004094	LOC119654768|XP_037916237.1|HILL	LOC120455572|XP_039497873.1|DSAN
OG0004095	LOC119659232|XP_037923135.1|HILL	LOC120451803|XP_039491690.1|DSAN
OG0004096	LOC119659231|XP_037923134.1|HILL	LOC120454288|XP_039495408.1|DSAN
OG0004098	LOC119653995|XP_037915084.1|HILL	LOC120450731|XP_039489782.1|DSAN
OG0004099	LOC119658923|XP_037922674.1|HILL	LOC120450898|XP_039490074.1|DSAN
OG0004100	LOC119660327|XP_037924733.1|HILL	LOC120452231|XP_039492290.1|DSAN
OG0004101	LOC119660189|XP_037924531.1|HILL	LOC120451689|XP_039491516.1|DSAN
OG0004102	LOC119659322|XP_037923274.1|HILL	LOC120451688|XP_039491508.1|DSAN
OG0004103	LOC119658757|XP_037922378.1|HILL	LOC120451433|XP_039491042.1|DSAN
OG0004104	LOC119660232|XP_037924606.1|HILL	LOC120453222|XP_039493748.1|DSAN
OG0004105	LOC119648003|XP_037905316.1|HILL	LOC120449050|XP_039487276.1|DSAN
OG0004106	LOC119649128|XP_037907061.1|HILL	LOC120448139|XP_039485890.1|DSAN
OG0004107	LOC119649913|XP_037908239.1|HILL	LOC120449155|XP_039487426.1|DSAN
OG0004108	LOC119660600|XP_037925204.1|HILL	LOC120451481|XP_039491136.1|DSAN
OG0004109	LOC119659441|XP_037923453.1|HILL	LOC120452233|XP_039492293.1|DSAN
OG0004110	LOC119648781|XP_037906546.1|HILL	LOC120449053|XP_039487281.1|DSAN
OG0004111	LOC119658978|XP_037922786.1|HILL	LOC120451729|XP_039491570.1|DSAN
OG0004112	LOC119659922|XP_037924181.1|HILL	LOC120453697|XP_039494452.1|DSAN
OG0004113	LOC119654970|XP_037916557.1|HILL	LOC120456411|XP_039499175.1|DSAN
OG0004114	LOC119653745|XP_037914596.1|HILL	LOC120457022|XP_039500115.1|DSAN
OG0004115	LOC119654898|XP_037916446.1|HILL	LOC120457020|XP_039500109.1|DSAN
OG0004116	LOC119659995|XP_037924298.1|HILL	LOC120452371|XP_039492496.1|DSAN
OG0004117	LOC119658855|XP_037922536.1|HILL	LOC120452729|XP_039493031.1|DSAN
OG0004118	LOC119654733|XP_037916192.1|HILL	LOC120446484|XP_039483422.1|DSAN
OG0004119	LOC119659398|XP_037923391.1|HILL	LOC120451535|XP_039491247.1|DSAN
OG0004120	LOC119659713|XP_037923895.1|HILL	LOC120450979|XP_039490210.1|DSAN
OG0004121	LOC119648200|XP_037905725.1|HILL	LOC120448354|XP_039486255.1|DSAN
OG0004122	LOC119659561|XP_037923638.1|HILL	LOC120454419|XP_039495625.1|DSAN
OG0004123	LOC119658789|XP_037922426.1|HILL	LOC120450986|XP_039490221.1|DSAN
OG0004124	LOC119653405|XP_037913897.1|HILL	LOC120457190|XP_039500474.1|DSAN
OG0004125	LOC119659998|XP_037924302.1|HILL	LOC120453598|XP_039494297.1|DSAN
OG0004126	LOC119658949|XP_037922749.1|HILL	LOC120454409|XP_039495605.1|DSAN
OG0004127	LOC119646537|XP_037902936.1|HILL	LOC120450632|XP_039489718.1|DSAN
OG0004128	LOC119659630|XP_037923756.1|HILL	LOC120453443|XP_039494084.1|DSAN
OG0004129	LOC119653414|XP_037913908.1|HILL	LOC120447051|XP_039484365.1|DSAN
OG0004130	LOC119654976|XP_037916564.1|HILL	LOC120455671|XP_039498002.1|DSAN
OG0004131	LOC119660618|XP_037925248.1|HILL	LOC120452946|XP_039493361.1|DSAN
OG0004132	LOC119647863|XP_037905061.1|HILL	LOC120450161|XP_039488939.1|DSAN
OG0004133	LOC119658717|XP_037922265.1|HILL	LOC120444988|XP_039480958.1|DSAN
OG0004134	LOC119658992|XP_037922800.1|HILL	LOC120450982|XP_039490213.1|DSAN
OG0004135	LOC119660601|XP_037925205.1|HILL	LOC120454282|XP_039495384.1|DSAN
OG0004136	LOC119660434|XP_037924912.1|HILL, LOC119659047|XP_037922882.1|HILL	LOC120452511|XP_039492699.1|DSAN
OG0004137	LOC119647105|XP_037903811.1|HILL	LOC120452034|XP_039492019.1|DSAN
OG0004138	LOC119653852|XP_037914827.1|HILL	LOC120448109|XP_039485846.1|DSAN
OG0004139	LOC119653401|XP_037913893.1|HILL	LOC120456112|XP_039498673.1|DSAN
OG0004140	LOC119654189|XP_037915314.1|HILL	LOC120456967|XP_039500047.1|DSAN
OG0004141	LOC119654863|XP_037916377.1|HILL	LOC120446064|XP_039482778.1|DSAN
OG0004142	LOC119655455|XP_037917283.1|HILL	LOC120456256|XP_039498909.1|DSAN
OG0004143	LOC119659128|XP_037922981.1|HILL	LOC120454643|XP_039496078.1|DSAN
OG0004144	LOC119648106|XP_037905549.1|HILL	LOC120458894|XP_039502670.1|DSAN
OG0004145	LOC119648376|XP_037906034.1|HILL	LOC120447933|XP_039485532.1|DSAN
OG0004146	LOC119658947|XP_037922745.1|HILL	LOC120452289|XP_039492357.1|DSAN
OG0004147	LOC119655710|XP_037917660.1|HILL	LOC120445079|XP_039481142.1|DSAN
OG0004148	LOC119659920|XP_037924173.1|HILL	LOC120453777|XP_039494552.1|DSAN
OG0004149	LOC119658823|XP_037922483.1|HILL	LOC120453618|XP_039494331.1|DSAN
OG0004150	LOC119658919|XP_037922671.1|HILL	LOC120450946|XP_039490153.1|DSAN
OG0004151	LOC119660117|XP_037924434.1|HILL	LOC120454619|XP_039496017.1|DSAN
OG0004152	LOC119658572|XP_037921948.1|HILL	LOC120452767|XP_039493086.1|DSAN
OG0004153	LOC119654894|XP_037916441.1|HILL	LOC120444714|XP_039480525.1|DSAN
OG0004154	LOC119650286|XP_037908841.1|HILL	LOC120448031|XP_039485706.1|DSAN
OG0004155	LOC119659981|XP_037924278.1|HILL	LOC120454704|XP_039496176.1|DSAN
OG0004157	LOC119656714|XP_037919161.1|HILL, LOC119657114|XP_037919802.1|HILL, LOC119658157|XP_037921353.1|HILL	LOC120457281|XP_039500655.1|DSAN
OG0004158	LOC119659237|XP_037923143.1|HILL	LOC120447601|XP_039485006.1|DSAN
OG0004159	LOC119659511|XP_037923569.1|HILL	LOC120450739|XP_039489791.1|DSAN
OG0004160	LOC119658833|XP_037922500.1|HILL	LOC120450395|XP_039489325.1|DSAN
OG0004161	LOC119659827|XP_037924041.1|HILL	LOC120454382|XP_039495554.1|DSAN
OG0004162	LOC119659968|XP_037924256.1|HILL	LOC120451472|XP_039491098.1|DSAN
OG0004163	LOC119659422|XP_037923426.1|HILL	LOC120453167|XP_039493661.1|DSAN
OG0004164	LOC119659146|XP_037923015.1|HILL	LOC120451081|XP_039490375.1|DSAN
OG0004165	LOC119655725|XP_037917687.1|HILL	LOC120444810|XP_039480691.1|DSAN
OG0004166	LOC119654224|XP_037915369.1|HILL	LOC120444655|XP_039480429.1|DSAN
OG0004167	LOC119658788|XP_037922424.1|HILL	LOC120452813|XP_039493150.1|DSAN
OG0004168	LOC119655900|XP_037917983.1|HILL	LOC120452303|XP_039492377.1|DSAN
OG0004169	LOC119655310|XP_037917066.1|HILL	LOC120456571|XP_039499393.1|DSAN
OG0004170	LOC119653612|XP_037914307.1|HILL	LOC120455487|XP_039497656.1|DSAN
OG0004171	LOC119653611|XP_037914306.1|HILL	LOC120456565|XP_039499380.1|DSAN
OG0004172	LOC119654731|XP_037916187.1|HILL	LOC120455247|XP_039497172.1|DSAN
OG0004173	LOC119654368|XP_037915642.1|HILL	LOC120444760|XP_039480623.1|DSAN
OG0004174	LOC119655925|XP_037918022.1|HILL	LOC120446489|XP_039483428.1|DSAN
OG0004175	LOC119655186|XP_037916878.1|HILL	LOC120445125|XP_039481207.1|DSAN
OG0004176	LOC119654453|XP_037915791.1|HILL	LOC120448329|XP_039486215.1|DSAN
OG0004177	LOC119658881|XP_037922581.1|HILL	LOC120451537|XP_039491249.1|DSAN
OG0004178	LOC119659198|XP_037923088.1|HILL	LOC120453409|XP_039494037.1|DSAN
OG0004179	LOC119646870|XP_037903425.1|HILL	LOC120456325|XP_039499024.1|DSAN
OG0004180	LOC119659251|XP_037923165.1|HILL	LOC120450862|XP_039490011.1|DSAN
OG0004181	LOC119660496|XP_037925019.1|HILL	LOC120450968|XP_039490193.1|DSAN
OG0004182	LOC119648291|XP_037905876.1|HILL	LOC120448336|XP_039486224.1|DSAN
OG0004183	LOC119648949|XP_037906792.1|HILL	LOC120449188|XP_039487474.1|DSAN
OG0004184	LOC119648290|XP_037905875.1|HILL	LOC120449055|XP_039487283.1|DSAN
OG0004185	LOC119653823|XP_037914791.1|HILL	LOC120448020|XP_039485695.1|DSAN
OG0004186	LOC119655616|XP_037917512.1|HILL	LOC120457073|XP_039500186.1|DSAN
OG0004187	LOC119659622|XP_037923747.1|HILL, LOC119652229|XP_037912115.1|HILL	LOC120451048|XP_039490338.1|DSAN
OG0004188	LOC119658891|XP_037922619.1|HILL	LOC120451474|XP_039491100.1|DSAN
OG0004189	LOC119658892|XP_037922623.1|HILL	LOC120451478|XP_039491132.1|DSAN
OG0004190	LOC119658705|XP_037922242.1|HILL	LOC120453046|XP_039493500.1|DSAN
OG0004191	LOC119659177|XP_037923062.1|HILL	LOC120453376|XP_039493984.1|DSAN
OG0004192	LOC119659516|XP_037923574.1|HILL	LOC120453016|XP_039493466.1|DSAN
OG0004193	LOC119654921|XP_037916498.1|HILL	LOC120456570|XP_039499390.1|DSAN
OG0004194	LOC119660253|XP_037924636.1|HILL	LOC120451281|XP_039490760.1|DSAN
OG0004195	LOC119660200|XP_037924555.1|HILL	LOC120455452|XP_039497605.1|DSAN
OG0004196	LOC119659206|XP_037923102.1|HILL	LOC120454556|XP_039495881.1|DSAN
OG0004197	LOC119658760|XP_037922382.1|HILL	LOC120452594|XP_039492826.1|DSAN
OG0004198	LOC119658609|XP_037922018.1|HILL	LOC120454632|XP_039496054.1|DSAN
OG0004199	LOC119660164|XP_037924498.1|HILL	LOC120453113|XP_039493583.1|DSAN
OG0004200	LOC119655002|XP_037916598.1|HILL	LOC120444808|XP_039480689.1|DSAN
OG0004201	LOC119658971|XP_037922777.1|HILL, LOC119648022|XP_037905362.1|HILL	LOC120454559|XP_039495883.1|DSAN
OG0004202	LOC119660209|XP_037924571.1|HILL	LOC120453546|XP_039494233.1|DSAN
OG0004203	LOC119659667|XP_037923816.1|HILL	LOC120452948|XP_039493363.1|DSAN
OG0004204	LOC119650035|XP_037908443.1|HILL	LOC120448300|XP_039486173.1|DSAN
OG0004205	LOC119647653|XP_037904650.1|HILL	LOC120448154|XP_039485925.1|DSAN
OG0004206	LOC119659890|XP_037924140.1|HILL	LOC120454434|XP_039495664.1|DSAN
OG0004207	LOC119660237|XP_037924615.1|HILL	LOC120451387|XP_039490984.1|DSAN
OG0004208	LOC119658849|XP_037922527.1|HILL	LOC120453867|XP_039494706.1|DSAN
OG0004209	LOC119652466|XP_037912560.1|HILL	LOC120452278|XP_039492343.1|DSAN
OG0004210	LOC119651184|XP_037910549.1|HILL	LOC120450970|XP_039490196.1|DSAN
OG0004211	LOC119661652|XP_037927012.1|HILL	LOC120451806|XP_039491736.1|DSAN
OG0004212	LOC119658733|XP_037922326.1|HILL	LOC120453689|XP_039494443.1|DSAN
OG0004213	LOC119659520|XP_037923583.1|HILL	LOC120452068|XP_039492065.1|DSAN
OG0004214	LOC119653754|XP_037914612.1|HILL	LOC120445070|XP_039481130.1|DSAN
OG0004215	LOC119646479|XP_037902860.1|HILL	LOC120445280|XP_039481514.1|DSAN
OG0004216	LOC119648671|XP_037906387.1|HILL	LOC120448283|XP_039486146.1|DSAN
OG0004217	LOC119648687|XP_037906413.1|HILL	LOC120449211|XP_039487512.1|DSAN
OG0004218	LOC119659799|XP_037923999.1|HILL	LOC120455030|XP_039496796.1|DSAN
OG0004219	LOC119659130|XP_037922983.1|HILL	LOC120451699|XP_039491528.1|DSAN
OG0004220	LOC119658911|XP_037922649.1|HILL	LOC120453789|XP_039494576.1|DSAN
OG0004221	LOC119659758|XP_037923947.1|HILL	LOC120454667|XP_039496112.1|DSAN
OG0004222	LOC119659442|XP_037923454.1|HILL	LOC120453237|XP_039493772.1|DSAN
OG0004223	LOC119659173|XP_037923057.1|HILL	LOC120451367|XP_039490948.1|DSAN
OG0004224	LOC119660602|XP_037925210.1|HILL	LOC120451544|XP_039491260.1|DSAN
OG0004225	LOC119649836|XP_037908108.1|HILL	LOC120455156|XP_039497001.1|DSAN
OG0004226	LOC119658774|XP_037922399.1|HILL	LOC120453809|XP_039494617.1|DSAN
OG0004227	LOC119660512|XP_037925055.1|HILL	LOC120452295|XP_039492364.1|DSAN
OG0004228	LOC119659591|XP_037923678.1|HILL	LOC120452297|XP_039492366.1|DSAN
OG0004229	LOC119654308|XP_037915556.1|HILL	LOC120444341|XP_039479845.1|DSAN
OG0004230	LOC119653500|XP_037914064.1|HILL	LOC120456167|XP_039498752.1|DSAN
OG0004231	LOC119649186|XP_037907141.1|HILL	LOC120450206|XP_039489007.1|DSAN
OG0004232	LOC119647677|XP_037904682.1|HILL	LOC120450210|XP_039489013.1|DSAN
OG0004233	LOC119647673|XP_037904679.1|HILL	LOC120450208|XP_039489011.1|DSAN
OG0004234	LOC119648081|XP_037905495.1|HILL	LOC120449653|XP_039488184.1|DSAN
OG0004235	LOC119657778|XP_037920774.1|HILL	LOC120457001|XP_039500089.1|DSAN
OG0004236	LOC119659786|XP_037923982.1|HILL	LOC120453156|XP_039493645.1|DSAN
OG0004237	LOC119660046|XP_037924352.1|HILL	LOC120454386|XP_039495563.1|DSAN
OG0004238	LOC119659899|XP_037924151.1|HILL	LOC120453845|XP_039494676.1|DSAN
OG0004239	LOC119659024|XP_037922845.1|HILL	LOC120452435|XP_039492596.1|DSAN
OG0004240	LOC119659370|XP_037923353.1|HILL	LOC120451022|XP_039490281.1|DSAN
OG0004241	LOC119659639|XP_037923767.1|HILL	LOC120454527|XP_039495831.1|DSAN
OG0004242	LOC119660447|XP_037924928.1|HILL	LOC120454221|XP_039495254.1|DSAN
OG0004243	LOC119648851|XP_037906656.1|HILL	LOC120449228|XP_039487533.1|DSAN
OG0004244	LOC119652857|XP_037913141.1|HILL	LOC120451284|XP_039490764.1|DSAN
OG0004245	LOC119655080|XP_037916707.1|HILL	LOC120450402|XP_039489332.1|DSAN
OG0004246	LOC119661028|XP_037926113.1|HILL	LOC120448626|XP_039486677.1|DSAN
OG0004247	LOC119653705|XP_037914516.1|HILL	LOC120454985|XP_039496710.1|DSAN
OG0004248	LOC119659796|XP_037923995.1|HILL	LOC120446101|XP_039482827.1|DSAN
OG0004249	LOC119661036|XP_037926133.1|HILL	LOC120448689|XP_039486771.1|DSAN
OG0004250	LOC119657215|XP_037919954.1|HILL	LOC120451575|XP_039491321.1|DSAN
OG0004251	LOC119655183|XP_037916868.1|HILL	LOC120455750|XP_039498108.1|DSAN
OG0004252	LOC119654644|XP_037916049.1|HILL	LOC120453686|XP_039494440.1|DSAN
OG0004253	LOC119659554|XP_037923631.1|HILL	LOC120453602|XP_039494302.1|DSAN
OG0004254	LOC119656038|XP_037918234.1|HILL	LOC120455848|XP_039498253.1|DSAN
OG0004255	LOC119656252|XP_037918595.1|HILL, LOC119656251|XP_037918594.1|HILL	LOC120443969|XP_039479372.1|DSAN
OG0004256	LOC119653794|XP_037914728.1|HILL	LOC120444871|XP_039480778.1|DSAN
OG0004257	LOC119651445|XP_037910977.1|HILL	LOC120452987|XP_039493422.1|DSAN
OG0004258	LOC119660400|XP_037924863.1|HILL	LOC120454646|XP_039496081.1|DSAN
OG0004259	LOC119655112|XP_037916762.1|HILL	LOC120444964|XP_039480915.1|DSAN
OG0004260	LOC119659140|XP_037923002.1|HILL	LOC120454631|XP_039496043.1|DSAN
OG0004261	LOC119660449|XP_037924936.1|HILL	LOC120454256|XP_039495319.1|DSAN
OG0004262	LOC119660282|XP_037924680.1|HILL	LOC120454302|XP_039495434.1|DSAN
OG0004263	LOC119659380|XP_037923369.1|HILL	LOC120451361|XP_039490931.1|DSAN
OG0004264	LOC119658852|XP_037922532.1|HILL	LOC120450763|XP_039489837.1|DSAN
OG0004265	LOC119659903|XP_037924156.1|HILL	LOC120452489|XP_039492672.1|DSAN
OG0004266	LOC119660370|XP_037924814.1|HILL	LOC120454270|XP_039495367.1|DSAN
OG0004267	LOC119659196|XP_037923086.1|HILL	LOC120451166|XP_039490536.1|DSAN
OG0004268	LOC119654675|XP_037916100.1|HILL	LOC120444557|XP_039480240.1|DSAN
OG0004269	LOC119653578|XP_037914249.1|HILL	LOC120444976|XP_039480931.1|DSAN
OG0004270	LOC119653895|XP_037914953.1|HILL	LOC120448618|XP_039486668.1|DSAN
OG0004271	LOC119656293|XP_037918657.1|HILL	LOC120447148|XP_039484528.1|DSAN
OG0004272	LOC119660295|XP_037924695.1|HILL	LOC120452092|XP_039492100.1|DSAN
OG0004273	LOC119658805|XP_037922455.1|HILL	LOC120454062|XP_039495005.1|DSAN
OG0004274	LOC119655853|XP_037917900.1|HILL	LOC120456408|XP_039499173.1|DSAN
OG0004275	LOC119655008|XP_037916603.1|HILL	LOC120456122|XP_039498685.1|DSAN
OG0004276	LOC119655466|XP_037917296.1|HILL	LOC120450487|XP_039489467.1|DSAN
OG0004277	LOC119648306|XP_037905900.1|HILL	LOC120449979|XP_039488622.1|DSAN
OG0004278	LOC119654854|XP_037916363.1|HILL	LOC120456496|XP_039499297.1|DSAN
OG0004279	LOC119661714|XP_037927096.1|HILL	LOC120458081|XP_039501531.1|DSAN
OG0004280	LOC119646808|XP_037903328.1|HILL	LOC120455130|XP_039496956.1|DSAN
OG0004281	LOC119654973|XP_037916561.1|HILL	LOC120458096|XP_039501558.1|DSAN
OG0004282	LOC119655997|XP_037918164.1|HILL	LOC120445544|XP_039481951.1|DSAN
OG0004283	LOC119653926|XP_037915015.1|HILL	LOC120445545|XP_039481952.1|DSAN
OG0004284	LOC119648937|XP_037906778.1|HILL	LOC120450586|XP_039489644.1|DSAN
OG0004285	LOC119659960|XP_037924243.1|HILL	LOC120453649|XP_039494376.1|DSAN
OG0004286	LOC119649230|XP_037907218.1|HILL	LOC120448434|XP_039486375.1|DSAN
OG0004287	LOC119647785|XP_037904895.1|HILL	LOC120449187|XP_039487469.1|DSAN
OG0004288	LOC119649647|XP_037907830.1|HILL	LOC120448339|XP_039486236.1|DSAN
OG0004289	LOC119648011|XP_037905339.1|HILL	LOC120447520|XP_039484883.1|DSAN
OG0004290	LOC119654671|XP_037916093.1|HILL	LOC120447133|XP_039484501.1|DSAN
OG0004291	LOC119654426|XP_037915745.1|HILL	LOC120446613|XP_039483592.1|DSAN
OG0004292	LOC119647422|XP_037904247.1|HILL	LOC120448622|XP_039486672.1|DSAN
OG0004293	LOC119649907|XP_037908233.1|HILL	LOC120449049|XP_039487275.1|DSAN
OG0004294	LOC119647651|XP_037904640.1|HILL	LOC120448153|XP_039485924.1|DSAN
OG0004295	LOC119649160|XP_037907096.1|HILL	LOC120448923|XP_039487087.1|DSAN
OG0004296	LOC119649172|XP_037907128.1|HILL	LOC120448992|XP_039487193.1|DSAN
OG0004297	LOC119655794|XP_037917816.1|HILL	LOC120446539|XP_039483489.1|DSAN
OG0004298	LOC119655565|XP_037917425.1|HILL	LOC120451353|XP_039490917.1|DSAN
OG0004299	LOC119653756|XP_037914615.1|HILL	LOC120445966|XP_039482604.1|DSAN
OG0004300	LOC119654536|XP_037915906.1|HILL	LOC120446104|XP_039482829.1|DSAN
OG0004301	LOC119649828|XP_037908096.1|HILL	LOC120448905|XP_039487062.1|DSAN
OG0004302	LOC119655496|XP_037917326.1|HILL	LOC120445767|XP_039482296.1|DSAN
OG0004303	LOC119656294|XP_037918658.1|HILL	LOC120444965|XP_039480919.1|DSAN
OG0004304	LOC119656295|XP_037918659.1|HILL	LOC120446812|XP_039483908.1|DSAN
OG0004305	LOC119653569|XP_037914214.1|HILL	LOC120446964|XP_039484154.1|DSAN
OG0004306	LOC119654904|XP_037916460.1|HILL	LOC120444944|XP_039480881.1|DSAN
OG0004307	LOC119655237|XP_037916951.1|HILL	LOC120446130|XP_039482889.1|DSAN
OG0004308	LOC119653501|XP_037914079.1|HILL	LOC120445792|XP_039482331.1|DSAN
OG0004309	LOC119654353|XP_037915625.1|HILL	LOC120449927|XP_039488554.1|DSAN
OG0004310	LOC119656274|XP_037918625.1|HILL	LOC120458665|XP_039502333.1|DSAN
OG0004311	LOC119650175|XP_037908657.1|HILL	LOC120448646|XP_039486707.1|DSAN
OG0004312	LOC119654288|XP_037915504.1|HILL	LOC120445861|XP_039482437.1|DSAN
OG0004313	LOC119654876|XP_037916405.1|HILL	LOC120458691|XP_039502363.1|DSAN
OG0004314	LOC119656314|XP_037918689.1|HILL	LOC120444829|XP_039480719.1|DSAN
OG0004315	LOC119654553|XP_037915928.1|HILL	LOC120446514|XP_039483456.1|DSAN
OG0004316	LOC119654211|XP_037915351.1|HILL	LOC120458398|XP_039501957.1|DSAN
OG0004317	LOC119656094|XP_037918332.1|HILL	LOC120458404|XP_039501967.1|DSAN
OG0004318	LOC119656006|XP_037918176.1|HILL	LOC120444337|XP_039479829.1|DSAN
OG0004319	LOC119655199|XP_037916899.1|HILL	LOC120446180|XP_039482951.1|DSAN
OG0004320	LOC119654632|XP_037916032.1|HILL	LOC120451468|XP_039491087.1|DSAN
OG0004321	LOC119648355|XP_037905996.1|HILL	LOC120443877|XP_039479194.1|DSAN
OG0004322	LOC119652853|XP_037913133.1|HILL	LOC120453404|XP_039494027.1|DSAN
OG0004323	LOC119655266|XP_037916996.1|HILL	LOC120449738|XP_039488304.1|DSAN
OG0004324	LOC119655268|XP_037917009.1|HILL	LOC120457823|XP_039501257.1|DSAN
OG0004325	LOC119654736|XP_037916195.1|HILL	LOC120445970|XP_039482635.1|DSAN
OG0004326	LOC119655775|XP_037917761.1|HILL	LOC120445969|XP_039482634.1|DSAN
OG0004327	LOC119654927|XP_037916506.1|HILL	LOC120455018|XP_039496776.1|DSAN
OG0004328	LOC119654341|XP_037915609.1|HILL	LOC120446595|XP_039483560.1|DSAN
OG0004329	LOC119646523|XP_037902914.1|HILL	LOC120447115|XP_039484470.1|DSAN
OG0004330	LOC119648859|XP_037906671.1|HILL	LOC120446485|XP_039483423.1|DSAN
OG0004331	LOC119655107|XP_037916757.1|HILL	LOC120458848|XP_039502608.1|DSAN
OG0004332	LOC119657052|XP_037919737.1|HILL	LOC120451189|XP_039490575.1|DSAN
OG0004333	LOC119653901|XP_037914965.1|HILL	LOC120447088|XP_039484426.1|DSAN
OG0004334	LOC119655336|XP_037917108.1|HILL	LOC120457309|XP_039500741.1|DSAN
OG0004335	LOC119654695|XP_037916136.1|HILL	LOC120444799|XP_039480683.1|DSAN
OG0004336	LOC119656001|XP_037918167.1|HILL	LOC120444719|XP_039480531.1|DSAN
OG0004337	LOC119654539|XP_037915912.1|HILL	LOC120445774|XP_039482311.1|DSAN
