Orthogroup	HILL.longest_only	DELE.longest_only
OG0004886	LOC119659066|XP_037922908.1|HILL	LOC108141473|XP_017120367.1|DELE
OG0004887	LOC119661264|XP_037926445.1|HILL	LOC108148560|XP_017131099.1|DELE
OG0004888	LOC119647034|XP_037903704.1|HILL	LOC108145167|XP_017125887.1|DELE
OG0004889	LOC119661513|XP_037926814.1|HILL	LOC108141481|XP_017120382.1|DELE
OG0004890	LOC119646819|XP_037903362.1|HILL	LOC108144718|XP_017125303.1|DELE
OG0004891	LOC119655774|XP_037917758.1|HILL	LOC108150033|XP_017133485.1|DELE
OG0004892	LOC119656024|XP_037918214.1|HILL	LOC108139034|XP_017117136.1|DELE
OG0004893	LOC119646608|XP_037903037.1|HILL	LOC108134630|XP_017110505.1|DELE
OG0004894	LOC119653684|XP_037914476.1|HILL	LOC108145038|XP_017125712.1|DELE
OG0004895	LOC119661728|XP_037927122.1|HILL	LOC108143525|XP_017123499.1|DELE
OG0004897	LOC119651207|XP_037910589.1|HILL	LOC108145176|XP_017125900.1|DELE
OG0004898	LOC119660127|XP_037924450.1|HILL	LOC108144326|XP_017124520.1|DELE
OG0004899	LOC119659519|XP_037923578.1|HILL	LOC108144351|XP_017124589.1|DELE
OG0004900	LOC119658871|XP_037922569.1|HILL	LOC108141467|XP_017120362.1|DELE
OG0004901	LOC119659396|XP_037923386.1|HILL	LOC108141536|XP_017120463.1|DELE
OG0004902	LOC119649113|XP_037907041.1|HILL	LOC108146244|XP_017127667.1|DELE
OG0004903	LOC119661236|XP_037926393.1|HILL	LOC108149075|XP_017131933.1|DELE
OG0004904	LOC119647059|XP_037903744.1|HILL	LOC108137020|XP_017114009.1|DELE
OG0004905	LOC119650857|XP_037909941.1|HILL	LOC108149608|XP_017132797.1|DELE
OG0004906	LOC119647878|XP_037905091.1|HILL	LOC108142664|XP_017122155.1|DELE
OG0004907	LOC119648096|XP_037905523.1|HILL	LOC108146964|XP_017128710.1|DELE
OG0004908	LOC119649228|XP_037907215.1|HILL	LOC108142618|XP_017122090.1|DELE
OG0004909	LOC119650214|XP_037908707.1|HILL	LOC108142400|XP_017121729.1|DELE
OG0004910	LOC119649016|XP_037906895.1|HILL	LOC108142397|XP_017121726.1|DELE
OG0004911	LOC119648207|XP_037905739.1|HILL	LOC108146227|XP_017127640.1|DELE
OG0004912	LOC119649456|XP_037907538.1|HILL	LOC108142665|XP_017122159.1|DELE
OG0004913	LOC119655947|XP_037918078.1|HILL	LOC108145471|XP_017126410.1|DELE
OG0004914	LOC119650069|XP_037908497.1|HILL	LOC108145498|XP_017126446.1|DELE
OG0004915	LOC119660025|XP_037924332.1|HILL	LOC108144627|XP_017125145.1|DELE
OG0004916	LOC119660014|XP_037924324.1|HILL	LOC108137965|XP_017115420.1|DELE
OG0004917	LOC119649568|XP_037907696.1|HILL	LOC108150236|XP_017133782.1|DELE
OG0004918	LOC119647451|XP_037904307.1|HILL	LOC108150235|XP_017133780.1|DELE
OG0004919	LOC119660148|XP_037924479.1|HILL	LOC108142962|XP_017122597.1|DELE
OG0004920	LOC119658415|XP_037921741.1|HILL	LOC108142792|XP_017122330.1|DELE
OG0004921	LOC119648890|XP_037906715.1|HILL	LOC108142563|XP_017121993.1|DELE
OG0004922	LOC119650000|XP_037908390.1|HILL	LOC108147513|XP_017129578.1|DELE
OG0004923	LOC119648341|XP_037905965.1|HILL	LOC108146250|XP_017127678.1|DELE
OG0004924	LOC119648607|XP_037906305.1|HILL	LOC108142177|XP_017121350.1|DELE
OG0004925	LOC119648909|XP_037906744.1|HILL	LOC108146402|XP_017127891.1|DELE
OG0004926	LOC119648160|XP_037905663.1|HILL	LOC108142832|XP_017122384.1|DELE
OG0004927	LOC119649986|XP_037908357.1|HILL	LOC108142348|XP_017121613.1|DELE
OG0004928	LOC119647764|XP_037904821.1|HILL	LOC108145166|XP_017125886.1|DELE
OG0004929	LOC119647998|XP_037905312.1|HILL	LOC108146236|XP_017127652.1|DELE
OG0004930	LOC119661707|XP_037927087.1|HILL	LOC108144595|XP_017125088.1|DELE
OG0004931	LOC119655301|XP_037917056.1|HILL	LOC108143556|XP_017123554.1|DELE
OG0004932	LOC119648709|XP_037906444.1|HILL	LOC108146039|XP_017127324.1|DELE
OG0004933	LOC119646348|XP_037902710.1|HILL	LOC108144907|XP_017125557.1|DELE
OG0004934	LOC119646799|XP_037903317.1|HILL	LOC108144171|XP_017124320.1|DELE
OG0004935	LOC119646614|XP_037903047.1|HILL	LOC108138632|XP_017116457.1|DELE
OG0004936	LOC119648843|XP_037906646.1|HILL	LOC108146188|XP_017127585.1|DELE
OG0004937	LOC119646864|XP_037903417.1|HILL	LOC108142690|XP_017122187.1|DELE
OG0004938	LOC119649503|XP_037907598.1|HILL	LOC108142210|XP_017121408.1|DELE
OG0004939	LOC119648275|XP_037905858.1|HILL	LOC108146009|XP_017127273.1|DELE
OG0004940	LOC119649260|XP_037907274.1|HILL	LOC108146026|XP_017127301.1|DELE
OG0004941	LOC119648897|XP_037906727.1|HILL	LOC108146344|XP_017127802.1|DELE
OG0004942	LOC119647421|XP_037904244.1|HILL	LOC108147470|XP_017129505.1|DELE
OG0004943	LOC119647942|XP_037905232.1|HILL	LOC108147494|XP_017129540.1|DELE
OG0004944	LOC119649877|XP_037908181.1|HILL	LOC108145903|XP_017127045.1|DELE
OG0004945	LOC119648933|XP_037906774.1|HILL	LOC108145128|XP_017125832.1|DELE
OG0004946	LOC119647536|XP_037904451.1|HILL	LOC108146868|XP_017128586.1|DELE
OG0004947	LOC119649183|XP_037907137.1|HILL	LOC108146370|XP_017127844.1|DELE
OG0004948	LOC119649411|XP_037907476.1|HILL	LOC108145752|XP_017126805.1|DELE
OG0004949	LOC119649719|XP_037907929.1|HILL	LOC108146165|XP_017127550.1|DELE
OG0004950	LOC119649711|XP_037907912.1|HILL	LOC108145990|XP_017127220.1|DELE
OG0004951	LOC119650718|XP_037909659.1|HILL	LOC108148782|XP_017131484.1|DELE
OG0004952	LOC119648124|XP_037905574.1|HILL	LOC108146824|XP_017128504.1|DELE
OG0004953	LOC119647618|XP_037904588.1|HILL	LOC108146386|XP_017127869.1|DELE
OG0004954	LOC119647615|XP_037904582.1|HILL	LOC108146484|XP_017128002.1|DELE
OG0004955	LOC119646509|XP_037902893.1|HILL	LOC108142435|XP_017121786.1|DELE
OG0004956	LOC119648642|XP_037906345.1|HILL	LOC108141386|XP_017120223.1|DELE
OG0004957	LOC119648910|XP_037906745.1|HILL	LOC108146104|XP_017127424.1|DELE
OG0004958	LOC119650325|XP_037908909.1|HILL	LOC108146601|XP_017128137.1|DELE
OG0004959	LOC119650368|XP_037909009.1|HILL	LOC108146781|XP_017128418.1|DELE
OG0004960	LOC119647465|XP_037904327.1|HILL	LOC108146779|XP_017128415.1|DELE
OG0004961	LOC119648039|XP_037905394.1|HILL	LOC108149780|XP_017133124.1|DELE
OG0004962	LOC119648037|XP_037905391.1|HILL	LOC108142732|XP_017122246.1|DELE
OG0004963	LOC119647843|XP_037905028.1|HILL	LOC108135596|XP_017111896.1|DELE
OG0004964	LOC119648209|XP_037905742.1|HILL	LOC108150260|XP_017133829.1|DELE
OG0004965	LOC119647987|XP_037905300.1|HILL	LOC108146974|XP_017128720.1|DELE
OG0004966	LOC119647985|XP_037905296.1|HILL	LOC108146837|XP_017128524.1|DELE
OG0004967	LOC119661482|XP_037926775.1|HILL	LOC108145076|XP_017125747.1|DELE
OG0004968	LOC119649864|XP_037908162.1|HILL	LOC108146441|XP_017127934.1|DELE
OG0004969	LOC119646575|XP_037902996.1|HILL	LOC108141322|XP_017120089.1|DELE
OG0004970	LOC119649870|XP_037908170.1|HILL	LOC108146384|XP_017127866.1|DELE
OG0004971	LOC119647641|XP_037904631.1|HILL	LOC108146218|XP_017127625.1|DELE
OG0004972	LOC119649966|XP_037908330.1|HILL	LOC108146898|XP_017128628.1|DELE
OG0004973	LOC119647607|XP_037904566.1|HILL	LOC108145836|XP_017126937.1|DELE
OG0004974	LOC119648197|XP_037905719.1|HILL	LOC108146922|XP_017128655.1|DELE
OG0004975	LOC119650109|XP_037908560.1|HILL	LOC108146252|XP_017127679.1|DELE
OG0004976	LOC119650107|XP_037908557.1|HILL	LOC108146525|XP_017128051.1|DELE
OG0004977	LOC119647172|XP_037903906.1|HILL	LOC108143583|XP_017123588.1|DELE
OG0004978	LOC119661178|XP_037926324.1|HILL	LOC108138736|XP_017116618.1|DELE
OG0004979	LOC119649795|XP_037908028.1|HILL	LOC108147426|XP_017129371.1|DELE
OG0004980	LOC119648180|XP_037905692.1|HILL	LOC108136111|XP_017112579.1|DELE
OG0004981	LOC119648234|XP_037905785.1|HILL	LOC108146199|XP_017127604.1|DELE
OG0004982	LOC119649995|XP_037908383.1|HILL	LOC108146195|XP_017127598.1|DELE
OG0004983	LOC119649843|XP_037908115.1|HILL	LOC108150289|XP_017133880.1|DELE
OG0004984	LOC119648730|XP_037906473.1|HILL	LOC108142738|XP_017122251.1|DELE
OG0004985	LOC119648396|XP_037906064.1|HILL	LOC108145851|XP_017126957.1|DELE
OG0004986	LOC119649839|XP_037908112.1|HILL	LOC108135637|XP_017111947.1|DELE
OG0004987	LOC119650296|XP_037908860.1|HILL	LOC108146708|XP_017128269.1|DELE
OG0004988	LOC119650332|XP_037908915.1|HILL	LOC108145852|XP_017126960.1|DELE
OG0004989	LOC119647936|XP_037905208.1|HILL	LOC108146709|XP_017128276.1|DELE
OG0004990	LOC119659543|XP_037923616.1|HILL	LOC108145389|XP_017126273.1|DELE
OG0004991	LOC119647323|XP_037904178.1|HILL	LOC108144519|XP_017124949.1|DELE
OG0004992	LOC119660877|XP_037925721.1|HILL	LOC108144520|XP_017124951.1|DELE
OG0004993	LOC119649058|XP_037906969.1|HILL, LOC119647502|XP_037904385.1|HILL	LOC108146825|XP_017128506.1|DELE
OG0004994	LOC119650373|XP_037909033.1|HILL	LOC108146433|XP_017127926.1|DELE
OG0004995	LOC119649798|XP_037908030.1|HILL	LOC108145995|XP_017127231.1|DELE
OG0004996	LOC119647940|XP_037905214.1|HILL	LOC108142692|XP_017122190.1|DELE
OG0004997	LOC119652402|XP_037912441.1|HILL	LOC108141530|XP_017120453.1|DELE
OG0004998	LOC119653276|XP_037913830.1|HILL	LOC108144442|XP_017124816.1|DELE
OG0004999	LOC119649848|XP_037908133.1|HILL	LOC108147450|XP_017129467.1|DELE
OG0005000	LOC119659051|XP_037922890.1|HILL	LOC108149684|XP_017132938.1|DELE
OG0005001	LOC119647419|XP_037904237.1|HILL	LOC108146235|XP_017127650.1|DELE
OG0005002	LOC119660626|XP_037925259.1|HILL	LOC108141574|XP_017120510.1|DELE
OG0005003	LOC119649529|XP_037907643.1|HILL	LOC108147492|XP_017129536.1|DELE
OG0005004	LOC119648336|XP_037905958.1|HILL	LOC108142880|XP_017122445.1|DELE
OG0005005	LOC119647992|XP_037905305.1|HILL	LOC108145722|XP_017126773.1|DELE
OG0005006	LOC119648819|XP_037906599.1|HILL	LOC108146312|XP_017127761.1|DELE
OG0005007	LOC119650275|XP_037908828.1|HILL	LOC108135652|XP_017111968.1|DELE
OG0005008	LOC119650274|XP_037908827.1|HILL	LOC108146520|XP_017128046.1|DELE
OG0005009	LOC119650277|XP_037908830.1|HILL	LOC108135503|XP_017111736.1|DELE
OG0005010	LOC119657580|XP_037920488.1|HILL	LOC108135628|XP_017111937.1|DELE
OG0005011	LOC119661315|XP_037926535.1|HILL	LOC108144773|XP_017125372.1|DELE
OG0005012	LOC119647456|XP_037904315.1|HILL	LOC108142821|XP_017122372.1|DELE
OG0005013	LOC119659057|XP_037922894.1|HILL, LOC119660238|XP_037924616.1|HILL	LOC108142974|XP_017122619.1|DELE
OG0005014	LOC119648903|XP_037906735.1|HILL	LOC108150287|XP_017133876.1|DELE
OG0005015	LOC119648732|XP_037906477.1|HILL	LOC108138676|XP_017116512.1|DELE, LOC108142613|XP_017122084.1|DELE
OG0005016	LOC119650315|XP_037908897.1|HILL	LOC108146918|XP_017128651.1|DELE
OG0005017	LOC119649027|XP_037906910.1|HILL	LOC108147484|XP_017129527.1|DELE
OG0005018	LOC119649134|XP_037907067.1|HILL	LOC108146116|XP_017127436.1|DELE
OG0005019	LOC119649232|XP_037907221.1|HILL	LOC108146176|XP_017127571.1|DELE
OG0005020	LOC119659468|XP_037923485.1|HILL	LOC108141274|XP_017120029.1|DELE
OG0005021	LOC119649626|XP_037907789.1|HILL	LOC108141949|XP_017121080.1|DELE
OG0005022	LOC119649922|XP_037908253.1|HILL	LOC108146498|XP_017128023.1|DELE
OG0005023	LOC119649623|XP_037907784.1|HILL	LOC108141292|XP_017120048.1|DELE
OG0005024	LOC119649280|XP_037907297.1|HILL	LOC108146193|XP_017127595.1|DELE
OG0005025	LOC119649756|XP_037907977.1|HILL	LOC108142632|XP_017122112.1|DELE
OG0005026	LOC119649673|XP_037907860.1|HILL	LOC108146450|XP_017127949.1|DELE
OG0005027	LOC119650403|XP_037909114.1|HILL	LOC108146311|XP_017127758.1|DELE
OG0005028	LOC119660581|XP_037925163.1|HILL	LOC108134601|XP_017110454.1|DELE
OG0005029	LOC119649887|XP_037908192.1|HILL	LOC108135634|XP_017111942.1|DELE
OG0005030	LOC119649028|XP_037906913.1|HILL	LOC108145998|XP_017127240.1|DELE
OG0005031	LOC119647690|XP_037904701.1|HILL	LOC108150274|XP_017133849.1|DELE
OG0005032	LOC119649323|XP_037907353.1|HILL	LOC108142411|XP_017121754.1|DELE
OG0005033	LOC119648350|XP_037905975.1|HILL	LOC108147525|XP_017129597.1|DELE
OG0005034	LOC119649225|XP_037907212.1|HILL	LOC108147422|XP_017129368.1|DELE
OG0005035	LOC119649773|XP_037908002.1|HILL	LOC108142412|XP_017121755.1|DELE
OG0005036	LOC119647459|XP_037904319.1|HILL	LOC108146100|XP_017127417.1|DELE
OG0005037	LOC119647460|XP_037904320.1|HILL	LOC108142473|XP_017121845.1|DELE
OG0005038	LOC119647927|XP_037905187.1|HILL	LOC108146328|XP_017127783.1|DELE
OG0005039	LOC119660882|XP_037925725.1|HILL	LOC108134974|XP_017110994.1|DELE
OG0005040	LOC119648702|XP_037906438.1|HILL	LOC108142404|XP_017121739.1|DELE
OG0005041	LOC119649706|XP_037907905.1|HILL	LOC108142733|XP_017122247.1|DELE
OG0005042	LOC119657331|XP_037920133.1|HILL	LOC108146538|XP_017128067.1|DELE
OG0005043	LOC119647047|XP_037903731.1|HILL	LOC108145489|XP_017126435.1|DELE
OG0005044	LOC119658945|XP_037922744.1|HILL	LOC108145487|XP_017126433.1|DELE
OG0005045	LOC119658684|XP_037922195.1|HILL	LOC108145556|XP_017126545.1|DELE
OG0005046	LOC119659235|XP_037923145.1|HILL	LOC108139025|XP_017117124.1|DELE
OG0005047	LOC119648288|XP_037905872.1|HILL	LOC108146942|XP_017128684.1|DELE
OG0005048	LOC119649206|XP_037907189.1|HILL	LOC108146957|XP_017128702.1|DELE
OG0005049	LOC119650427|XP_037909169.1|HILL	LOC108142460|XP_017121826.1|DELE
OG0005050	LOC119655933|XP_037918044.1|HILL	LOC108144607|XP_017125118.1|DELE
OG0005051	LOC119648010|XP_037905338.1|HILL	LOC108142496|XP_017121881.1|DELE
OG0005052	LOC119649856|XP_037908140.1|HILL	LOC108142826|XP_017122379.1|DELE
OG0005053	LOC119652227|XP_037912112.1|HILL	LOC108142035|XP_017121200.1|DELE
OG0005054	LOC119647482|XP_037904359.1|HILL	LOC108142722|XP_017122231.1|DELE
OG0005055	LOC119661616|XP_037926967.1|HILL	LOC108137655|XP_017114976.1|DELE
OG0005056	LOC119661715|XP_037927097.1|HILL	LOC108144810|XP_017125427.1|DELE
OG0005057	LOC119647931|XP_037905194.1|HILL	LOC108142612|XP_017122074.1|DELE
OG0005058	LOC119650369|XP_037909010.1|HILL	LOC108147427|XP_017129379.1|DELE
OG0005059	LOC119661184|XP_037926330.1|HILL	LOC108144892|XP_017125542.1|DELE
OG0005060	LOC119646152|XP_037902449.1|HILL	LOC108144461|XP_017124847.1|DELE
OG0005061	LOC119660862|XP_037925685.1|HILL	LOC108135297|XP_017111471.1|DELE
OG0005062	LOC119649808|XP_037908066.1|HILL	LOC108144489|XP_017124907.1|DELE
OG0005063	LOC119646647|XP_037903091.1|HILL	LOC108145593|XP_017126618.1|DELE, LOC108145600|XP_017126627.1|DELE
OG0005064	LOC119648864|XP_037906676.1|HILL	LOC108146347|XP_017127808.1|DELE
OG0005065	LOC119660458|XP_037924947.1|HILL	LOC108149637|XP_017132858.1|DELE
OG0005066	LOC119646471|XP_037902848.1|HILL	LOC108137967|XP_017115421.1|DELE
OG0005067	LOC119659331|XP_037923304.1|HILL	LOC108149062|XP_017131897.1|DELE
OG0005068	LOC119649990|XP_037908373.1|HILL	LOC108135680|XP_017112008.1|DELE
OG0005069	LOC119655472|XP_037917304.1|HILL	LOC108147047|XP_017128810.1|DELE
OG0005070	LOC119650292|XP_037908856.1|HILL	LOC108144763|XP_017125359.1|DELE
OG0005071	LOC119650195|XP_037908690.1|HILL	LOC108135708|XP_017112041.1|DELE
OG0005072	LOC119661174|XP_037926319.1|HILL	LOC108135926|XP_017112360.1|DELE
OG0005073	LOC119659264|XP_037923185.1|HILL	LOC108137981|XP_017115441.1|DELE
OG0005074	LOC119649008|XP_037906881.1|HILL	LOC108135557|XP_017111793.1|DELE
OG0005076	LOC119656263|XP_037918615.1|HILL	LOC108144838|XP_017125468.1|DELE
OG0005079	LOC119657248|XP_037919998.1|HILL	LOC108141389|XP_017120227.1|DELE
OG0005080	LOC119648729|XP_037906472.1|HILL	LOC108145704|XP_017126754.1|DELE
OG0005081	LOC119661287|XP_037926491.1|HILL	LOC108145081|XP_017125755.1|DELE
OG0005082	LOC119647479|XP_037904350.1|HILL	LOC108136142|XP_017112625.1|DELE
OG0005083	LOC119654996|XP_037916594.1|HILL	LOC108138450|XP_017116141.1|DELE
OG0005084	LOC119647800|XP_037904938.1|HILL	LOC108146659|XP_017128193.1|DELE
OG0005085	LOC119649743|XP_037907959.1|HILL	LOC108150316|XP_017133920.1|DELE
OG0005086	LOC119661739|XP_037927133.1|HILL	LOC108149660|XP_017132895.1|DELE
OG0005087	LOC119647770|XP_037904869.1|HILL	LOC108150284|XP_017133873.1|DELE
OG0005089	LOC119659571|XP_037923658.1|HILL	LOC108144582|XP_017125065.1|DELE
OG0005090	LOC119654687|XP_037916125.1|HILL	LOC108147054|XP_017128828.1|DELE
OG0005091	LOC119658460|XP_037921797.1|HILL	LOC108145024|XP_017125688.1|DELE
OG0005092	LOC119650029|XP_037908436.1|HILL	LOC108142424|XP_017121772.1|DELE
OG0005093	LOC119647914|XP_037905164.1|HILL	LOC108142584|XP_017122031.1|DELE
OG0005094	LOC119647708|XP_037904723.1|HILL	LOC108145824|XP_017126918.1|DELE
OG0005095	LOC119661561|XP_037926881.1|HILL	LOC108144366|XP_017124623.1|DELE
OG0005096	LOC119650708|XP_037909640.1|HILL	LOC108147801|XP_017130031.1|DELE
OG0005097	LOC119646415|XP_037902788.1|HILL	LOC108143609|XP_017123622.1|DELE
OG0005098	LOC119650908|XP_037910060.1|HILL	LOC108144637|XP_017125158.1|DELE
OG0005099	LOC119647282|XP_037904103.1|HILL	LOC108144172|XP_017124321.1|DELE
OG0005100	LOC119647280|XP_037904101.1|HILL	LOC108144121|XP_017124252.1|DELE
OG0005101	LOC119646170|XP_037902476.1|HILL	LOC108136829|XP_017113734.1|DELE
OG0005102	LOC119654204|XP_037915338.1|HILL	LOC108145518|XP_017126478.1|DELE
OG0005103	LOC119653642|XP_037914385.1|HILL	LOC108144886|XP_017125534.1|DELE
OG0005104	LOC119653673|XP_037914440.1|HILL	LOC108141727|XP_017120709.1|DELE
OG0005105	LOC119648525|XP_037906221.1|HILL	LOC108135507|XP_017111741.1|DELE
OG0005106	LOC119649404|XP_037907462.1|HILL	LOC108145819|XP_017126914.1|DELE
OG0005107	LOC119649508|XP_037907606.1|HILL	LOC108146105|XP_017127425.1|DELE
OG0005108	LOC119659400|XP_037923401.1|HILL	LOC108149755|XP_017133057.1|DELE
OG0005109	LOC119655626|XP_037917524.1|HILL	LOC108142627|XP_017122107.1|DELE
OG0005110	LOC119649133|XP_037907066.1|HILL	LOC108146791|XP_017128448.1|DELE
OG0005111	LOC119649343|XP_037907377.1|HILL	LOC108147500|XP_017129554.1|DELE
OG0005112	LOC119648658|XP_037906364.1|HILL	LOC108146459|XP_017127960.1|DELE
OG0005113	LOC119648784|XP_037906549.1|HILL	LOC108147501|XP_017129558.1|DELE
OG0005114	LOC119649347|XP_037907383.1|HILL	LOC108146374|XP_017127852.1|DELE
OG0005115	LOC119647279|XP_037904104.1|HILL	LOC108139036|XP_017117134.1|DELE
OG0005116	LOC119649700|XP_037907896.1|HILL	LOC108146912|XP_017128643.1|DELE
OG0005117	LOC119658916|XP_037922659.1|HILL	LOC108136332|XP_017112925.1|DELE
OG0005118	LOC119659093|XP_037922941.1|HILL	LOC108141893|XP_017120992.1|DELE
OG0005119	LOC119658934|XP_037922696.1|HILL	LOC108144346|XP_017124558.1|DELE
OG0005120	LOC119649432|XP_037907508.1|HILL	LOC108146290|XP_017127724.1|DELE
OG0005121	LOC119648831|XP_037906621.1|HILL	LOC108145802|XP_017126866.1|DELE
OG0005122	LOC119649699|XP_037907895.1|HILL	LOC108146749|XP_017128367.1|DELE
OG0005123	LOC119648238|XP_037905795.1|HILL	LOC108135692|XP_017112023.1|DELE
OG0005124	LOC119648042|XP_037905405.1|HILL	LOC108146759|XP_017128382.1|DELE
OG0005125	LOC119647834|XP_037905006.1|HILL	LOC108146786|XP_017128439.1|DELE
OG0005126	LOC119650423|XP_037909162.1|HILL	LOC108147517|XP_017129587.1|DELE
OG0005127	LOC119648071|XP_037905473.1|HILL	LOC108145888|XP_017127025.1|DELE
OG0005128	LOC119661261|XP_037926442.1|HILL	LOC108145031|XP_017125703.1|DELE
OG0005129	LOC119650465|XP_037909259.1|HILL	LOC108142713|XP_017122221.1|DELE
OG0005130	LOC119646147|XP_037902432.1|HILL	LOC108142639|XP_017122125.1|DELE
OG0005131	LOC119650318|XP_037908900.1|HILL	LOC108142525|XP_017121938.1|DELE
OG0005132	LOC119649444|XP_037907523.1|HILL	LOC108150225|XP_017133758.1|DELE
OG0005133	LOC119649249|XP_037907244.1|HILL, LOC119649238|XP_037907229.1|HILL	LOC108146439|XP_017127932.1|DELE
OG0005134	LOC119649769|XP_037907997.1|HILL	LOC108146729|XP_017128317.1|DELE
OG0005135	LOC119650307|XP_037908880.1|HILL	LOC108145980|XP_017127203.1|DELE
OG0005136	LOC119648369|XP_037906023.1|HILL	LOC108145976|XP_017127198.1|DELE
OG0005137	LOC119657487|XP_037920340.1|HILL	LOC108147202|XP_017129045.1|DELE
OG0005138	LOC119649583|XP_037907715.1|HILL	LOC108147402|XP_017129328.1|DELE
OG0005139	LOC119649660|XP_037907844.1|HILL	LOC108142386|XP_017121710.1|DELE
OG0005140	LOC119649396|XP_037907449.1|HILL	LOC108139041|XP_017117147.1|DELE
OG0005141	LOC119654387|XP_037915689.1|HILL	LOC108141356|XP_017120163.1|DELE
OG0005142	LOC119648368|XP_037906022.1|HILL	LOC108147526|XP_017129599.1|DELE
OG0005143	LOC119647941|XP_037905219.1|HILL	LOC108147440|XP_017129438.1|DELE
OG0005144	LOC119648656|XP_037906360.1|HILL	LOC108147390|XP_017129314.1|DELE
OG0005145	LOC119649656|XP_037907839.1|HILL	LOC108147534|XP_017129607.1|DELE
OG0005146	LOC119650300|XP_037908866.1|HILL	LOC108142372|XP_017121688.1|DELE
OG0005147	LOC119650302|XP_037908870.1|HILL	LOC108142375|XP_017121694.1|DELE
OG0005148	LOC119647469|XP_037904332.1|HILL	LOC108142565|XP_017122003.1|DELE
OG0005149	LOC119661400|XP_037926655.1|HILL	LOC108144525|XP_017124963.1|DELE
OG0005150	LOC119649675|XP_037907862.1|HILL	LOC108146471|XP_017127978.1|DELE
OG0005151	LOC119648113|XP_037905563.1|HILL	LOC108146335|XP_017127789.1|DELE
OG0005152	LOC119649984|XP_037908354.1|HILL	LOC108146424|XP_017127918.1|DELE
OG0005154	LOC119647516|XP_037904406.1|HILL	LOC108146156|XP_017127517.1|DELE
OG0005155	LOC119650217|XP_037908713.1|HILL	LOC108145668|XP_017126711.1|DELE
OG0005156	LOC119651825|XP_037911544.1|HILL	LOC108140683|XP_017119119.1|DELE
OG0005157	LOC119647924|XP_037905185.1|HILL	LOC108149061|XP_017131896.1|DELE
OG0005158	LOC119649577|XP_037907709.1|HILL	LOC108142409|XP_017121748.1|DELE, LOC108142408|XP_017121747.1|DELE
OG0005159	LOC119648345|XP_037905968.1|HILL	LOC108146833|XP_017128518.1|DELE
OG0005160	LOC119650199|XP_037908694.1|HILL	LOC108135508|XP_017111742.1|DELE
OG0005161	LOC119646727|XP_037903235.1|HILL	LOC108144675|XP_017125223.1|DELE
OG0005162	LOC119659250|XP_037923164.1|HILL	LOC108136625|XP_017113433.1|DELE
OG0005163	LOC119647824|XP_037904990.1|HILL	LOC108143251|XP_017123049.1|DELE
OG0005164	LOC119649730|XP_037907938.1|HILL	LOC108146899|XP_017128629.1|DELE
OG0005165	LOC119653067|XP_037913477.1|HILL	LOC108145109|XP_017125794.1|DELE
OG0005166	LOC119649889|XP_037908207.1|HILL	LOC108137464|XP_017114659.1|DELE
OG0005167	LOC119648190|XP_037905708.1|HILL	LOC108137470|XP_017114664.1|DELE
OG0005168	LOC119648188|XP_037905705.1|HILL	LOC108146687|XP_017128232.1|DELE
OG0005169	LOC119650352|XP_037908962.1|HILL	LOC108145957|XP_017127164.1|DELE
OG0005170	LOC119650350|XP_037908952.1|HILL	LOC108145954|XP_017127157.1|DELE
OG0005171	LOC119650351|XP_037908961.1|HILL	LOC108146130|XP_017127467.1|DELE
OG0005172	LOC119646374|XP_037902738.1|HILL	LOC108145235|XP_017125990.1|DELE
OG0005173	LOC119653388|XP_037913866.1|HILL	LOC108145059|XP_017125729.1|DELE
OG0005174	LOC119646194|XP_037902506.1|HILL	LOC108143594|XP_017123603.1|DELE
OG0005175	LOC119661164|XP_037926308.1|HILL	LOC108143506|XP_017123461.1|DELE
OG0005176	LOC119646505|XP_037902888.1|HILL	LOC108145186|XP_017125916.1|DELE
OG0005178	LOC119650206|XP_037908700.1|HILL	LOC108147561|XP_017129638.1|DELE
OG0005179	LOC119648924|XP_037906758.1|HILL	LOC108147434|XP_017129411.1|DELE
OG0005180	LOC119650168|XP_037908645.1|HILL	LOC108145933|XP_017127126.1|DELE
OG0005181	LOC119656687|XP_037919102.1|HILL	LOC108145575|XP_017126579.1|DELE
OG0005182	LOC119655150|XP_037916820.1|HILL	LOC108143495|XP_017123440.1|DELE
OG0005183	LOC119646928|XP_037903537.1|HILL	LOC108149746|XP_017133023.1|DELE
OG0005184	LOC119653678|XP_037914453.1|HILL	LOC108149789|XP_017133139.1|DELE
OG0005185	LOC119657803|XP_037920830.1|HILL	LOC108143416|XP_017123309.1|DELE
OG0005186	LOC119646988|XP_037903627.1|HILL	LOC108144767|XP_017125363.1|DELE
OG0005187	LOC119653915|XP_037915003.1|HILL	LOC108145058|XP_017125727.1|DELE
OG0005188	LOC119661106|XP_037926230.1|HILL	LOC108138818|XP_017116809.1|DELE
OG0005189	LOC119655045|XP_037916659.1|HILL	LOC108134846|XP_017110799.1|DELE
OG0005190	LOC119650183|XP_037908666.1|HILL	LOC108135707|XP_017112040.1|DELE
OG0005191	LOC119660199|XP_037924553.1|HILL	LOC108135104|XP_017111168.1|DELE
OG0005192	LOC119646646|XP_037903088.1|HILL	LOC108144532|XP_017124977.1|DELE
OG0005193	LOC119647004|XP_037903658.1|HILL	LOC108143459|XP_017123383.1|DELE
