Orthogroup	HILL.longest_only	ASTE.longest_only
OG0003066	LOC119660297|XP_037924698.1|HILL	LOC118507959|XP_035903179.1|ASTE
OG0003067	LOC119658690|XP_037922203.1|HILL	LOC118507947|XP_035903165.1|ASTE
OG0003068	LOC119658750|XP_037922361.1|HILL	LOC118502414|XP_035890531.1|ASTE
OG0003069	LOC119654401|XP_037915712.1|HILL	LOC118502792|XP_035891285.1|ASTE
OG0003070	LOC119651029|XP_037910268.1|HILL	LOC118502794|XP_035891289.1|ASTE
OG0003071	LOC119648638|XP_037906335.1|HILL	LOC118505698|XP_035897738.1|ASTE, LOC118505719|XP_035897793.1|ASTE
OG0003072	LOC119659223|XP_037923127.1|HILL	LOC118506554|XP_035899755.1|ASTE
OG0003073	LOC119659388|XP_037923376.1|HILL	LOC118506556|XP_035899766.1|ASTE
OG0003074	LOC119659271|XP_037923202.1|HILL	LOC118502570|XP_035890785.1|ASTE
OG0003075	LOC119658656|XP_037922128.1|HILL	LOC118506701|XP_035900081.1|ASTE
OG0003076	LOC119648484|XP_037906175.1|HILL	LOC118504741|XP_035895515.1|ASTE
OG0003077	LOC119660563|XP_037925133.1|HILL	LOC118505137|XP_035896370.1|ASTE
OG0003078	LOC119658882|XP_037922585.1|HILL	LOC118502804|XP_035891318.1|ASTE
OG0003079	LOC119658722|XP_037922299.1|HILL	LOC118502819|XP_035891364.1|ASTE
OG0003080	LOC119660381|XP_037924831.1|HILL	LOC118502765|XP_035891242.1|ASTE
OG0003081	LOC119659238|XP_037923144.1|HILL	LOC118507684|XP_035902378.1|ASTE
OG0003082	LOC119659469|XP_037923487.1|HILL	LOC118507683|XP_035902376.1|ASTE
OG0003083	LOC119660190|XP_037924533.1|HILL	LOC118508351|XP_035903939.1|ASTE
OG0003084	LOC119660202|XP_037924557.1|HILL	LOC118506417|XP_035899399.1|ASTE
OG0003085	LOC119659699|XP_037923879.1|HILL	LOC118506420|XP_035899411.1|ASTE
OG0003086	LOC119660607|XP_037925224.1|HILL	LOC118506424|XP_035899414.1|ASTE
OG0003087	LOC119650399|XP_037909106.1|HILL	LOC118506384|XP_035899311.1|ASTE
OG0003088	LOC119658844|XP_037922522.1|HILL	LOC118506263|XP_035899057.1|ASTE
OG0003089	LOC119650995|XP_037910202.1|HILL	LOC118504864|XP_035895794.1|ASTE
OG0003090	LOC119659255|XP_037923174.1|HILL	LOC118508381|XP_035904010.1|ASTE
OG0003091	LOC119659219|XP_037923122.1|HILL	LOC118503617|XP_035892995.1|ASTE
OG0003092	LOC119660420|XP_037924895.1|HILL	LOC118503619|XP_035892997.1|ASTE
OG0003093	LOC119653917|XP_037915001.1|HILL	LOC118504317|XP_035894529.1|ASTE
OG0003094	LOC119653707|XP_037914518.1|HILL	LOC118505104|XP_035896300.1|ASTE
OG0003095	LOC119657156|XP_037919866.1|HILL	LOC118505858|XP_035898131.1|ASTE
OG0003096	LOC119653387|XP_037913864.1|HILL	LOC118505004|XP_035896083.1|ASTE
OG0003097	LOC119648841|XP_037906644.1|HILL	LOC118504994|XP_035896065.1|ASTE
OG0003098	LOC119653622|XP_037914323.1|HILL	LOC118502565|XP_035890780.1|ASTE
OG0003099	LOC119660198|XP_037924548.1|HILL	LOC118506858|XP_035900481.1|ASTE
OG0003100	LOC119653628|XP_037914329.1|HILL	LOC118511396|XP_035910323.1|ASTE
OG0003101	LOC119658580|XP_037921958.1|HILL	LOC118504231|XP_035894341.1|ASTE
OG0003102	LOC119659211|XP_037923108.1|HILL	LOC118504235|XP_035894350.1|ASTE
OG0003103	LOC119659518|XP_037923575.1|HILL	LOC118504233|XP_035894345.1|ASTE
OG0003104	LOC119654332|XP_037915591.1|HILL	LOC118503643|XP_035893040.1|ASTE
OG0003107	LOC119654406|XP_037915718.1|HILL	LOC118517700|XP_035920018.1|ASTE
OG0003108	LOC119652282|XP_037912203.1|HILL	LOC118517699|XP_035920016.1|ASTE
OG0003109	LOC119654567|XP_037915945.1|HILL	LOC118517704|XP_035920032.1|ASTE
OG0003110	LOC119655425|XP_037917243.1|HILL	LOC118512404|XP_035912683.1|ASTE
OG0003111	LOC119653470|XP_037914015.1|HILL	LOC118504877|XP_035895822.1|ASTE
OG0003112	LOC119648145|XP_037905630.1|HILL	LOC118506017|XP_035898496.1|ASTE
OG0003114	LOC119654390|XP_037915691.1|HILL	LOC118504071|XP_035894010.1|ASTE
OG0003115	LOC119655796|XP_037917819.1|HILL	LOC118507277|XP_035901475.1|ASTE
OG0003116	LOC119655672|XP_037917589.1|HILL	LOC118506318|XP_035899161.1|ASTE
OG0003117	LOC119649704|XP_037907903.1|HILL	LOC118517631|XP_035919835.1|ASTE
OG0003118	LOC119648103|XP_037905545.1|HILL	LOC118503999|XP_035893843.1|ASTE
OG0003119	LOC119649646|XP_037907829.1|HILL	LOC118504000|XP_035893848.1|ASTE
OG0003120	LOC119661442|XP_037926755.1|HILL	LOC118504022|XP_035893885.1|ASTE
OG0003121	LOC119654961|XP_037916546.1|HILL, LOC119654024|XP_037915115.1|HILL, LOC119656064|XP_037918270.1|HILL	LOC118507606|XP_035902173.1|ASTE
OG0003122	LOC119654021|XP_037915112.1|HILL	LOC118503541|XP_035892833.1|ASTE
OG0003123	LOC119648825|XP_037906613.1|HILL	LOC118503415|XP_035892543.1|ASTE
OG0003124	LOC119654773|XP_037916242.1|HILL	LOC118505375|XP_035896971.1|ASTE
OG0003125	LOC119650468|XP_037909269.1|HILL	LOC118503717|XP_035893175.1|ASTE
OG0003126	LOC119653542|XP_037914150.1|HILL	LOC118505965|XP_035898394.1|ASTE
OG0003127	LOC119653545|XP_037914159.1|HILL	LOC118505964|XP_035898393.1|ASTE
OG0003128	LOC119648686|XP_037906411.1|HILL, LOC119650170|XP_037908649.1|HILL	LOC118507159|XP_035901102.1|ASTE
OG0003129	LOC119653514|XP_037914109.1|HILL	LOC118508022|XP_035903304.1|ASTE
OG0003130	LOC119656128|XP_037918389.1|HILL	LOC118517221|XP_035919100.1|ASTE, LOC118505275|XP_035896739.1|ASTE
OG0003131	LOC119659038|XP_037922870.1|HILL	LOC118508565|XP_035904357.1|ASTE
OG0003132	LOC119651952|XP_037911734.1|HILL	LOC118506379|XP_035899304.1|ASTE
OG0003133	LOC119658741|XP_037922347.1|HILL	LOC118506165|XP_035898829.1|ASTE
OG0003134	LOC119654977|XP_037916565.1|HILL	LOC118504192|XP_035894261.1|ASTE
OG0003135	LOC119647481|XP_037904355.1|HILL	LOC118517646|XP_035919865.1|ASTE
OG0003136	LOC119649199|XP_037907166.1|HILL	LOC118508238|XP_035903741.1|ASTE
OG0003137	LOC119658135|XP_037921332.1|HILL, LOC119654304|XP_037915539.1|HILL	LOC118507412|XP_035901766.1|ASTE
OG0003138	LOC119654369|XP_037915643.1|HILL	LOC118503958|XP_035893738.1|ASTE
OG0003139	LOC119650081|XP_037908512.1|HILL	LOC118505373|XP_035896969.1|ASTE
OG0003140	LOC119654573|XP_037915955.1|HILL	LOC118505352|XP_035896916.1|ASTE
OG0003141	LOC119654683|XP_037916120.1|HILL	LOC118506867|XP_035900496.1|ASTE
OG0003142	LOC119655579|XP_037917441.1|HILL	LOC118505783|XP_035897972.1|ASTE
OG0003143	LOC119649595|XP_037907736.1|HILL	LOC118504001|XP_035893850.1|ASTE
OG0003144	LOC119655776|XP_037917765.1|HILL	LOC118503919|XP_035893618.1|ASTE
OG0003145	LOC119654009|XP_037915099.1|HILL	LOC118503940|XP_035893706.1|ASTE
OG0003146	LOC119648176|XP_037905684.1|HILL	LOC118505974|XP_035898415.1|ASTE
OG0003147	LOC119647798|XP_037904934.1|HILL	LOC118504137|XP_035894118.1|ASTE
OG0003148	LOC119650409|XP_037909123.1|HILL	LOC118516522|XP_035918349.1|ASTE, LOC118506088|XP_035898661.1|ASTE
OG0003149	LOC119660815|XP_037925586.1|HILL	LOC118506086|XP_035898658.1|ASTE, LOC118516519|XP_035918347.1|ASTE
OG0003150	LOC119655265|XP_037916988.1|HILL	LOC118516331|XP_035918025.1|ASTE, LOC118506060|XP_035898595.1|ASTE
OG0003151	LOC119654558|XP_037915934.1|HILL	LOC118506043|XP_035898566.1|ASTE, LOC118516405|XP_035918161.1|ASTE
OG0003152	LOC119655187|XP_037916879.1|HILL	LOC118508173|XP_035903615.1|ASTE
OG0003153	LOC119654385|XP_037915681.1|HILL	LOC118508167|XP_035903608.1|ASTE
OG0003154	LOC119659677|XP_037923828.1|HILL	LOC118504370|XP_035894667.1|ASTE
OG0003155	LOC119656000|XP_037918166.1|HILL	LOC118507607|XP_035902176.1|ASTE
OG0003156	LOC119653581|XP_037914255.1|HILL	LOC118507298|XP_035901555.1|ASTE
OG0003157	LOC119657967|XP_037921100.1|HILL, LOC119657888|XP_037920958.1|HILL	LOC118506089|XP_035898662.1|ASTE
OG0003158	LOC119654366|XP_037915639.1|HILL	LOC118506300|XP_035899139.1|ASTE
OG0003159	LOC119654786|XP_037916258.1|HILL	LOC118504781|XP_035895616.1|ASTE
OG0003160	LOC119654396|XP_037915705.1|HILL	LOC118504779|XP_035895612.1|ASTE
OG0003161	LOC119655350|XP_037917130.1|HILL	LOC118506030|XP_035898541.1|ASTE
OG0003162	LOC119654470|XP_037915815.1|HILL	LOC118503539|XP_035892831.1|ASTE
OG0003163	LOC119649085|XP_037907013.1|HILL	LOC118508094|XP_035903466.1|ASTE
OG0003164	LOC119655860|XP_037917908.1|HILL	LOC118504879|XP_035895827.1|ASTE
OG0003165	LOC119654564|XP_037915940.1|HILL	LOC118505925|XP_035898314.1|ASTE
OG0003166	LOC119653691|XP_037914489.1|HILL	LOC118505924|XP_035898313.1|ASTE
OG0003167	LOC119654305|XP_037915541.1|HILL	LOC118503433|XP_035892570.1|ASTE
OG0003168	LOC119655228|XP_037916937.1|HILL	LOC118510919|XP_035909218.1|ASTE
OG0003169	LOC119653735|XP_037914585.1|HILL	LOC118510931|XP_035909243.1|ASTE
OG0003170	LOC119655610|XP_037917499.1|HILL	LOC118508143|XP_035903562.1|ASTE
OG0003171	LOC119654339|XP_037915606.1|HILL	LOC118503729|XP_035893235.1|ASTE
OG0003172	LOC119660835|XP_037925632.1|HILL	LOC118506345|XP_035899222.1|ASTE
OG0003173	LOC119649928|XP_037908275.1|HILL	LOC118507306|XP_035901573.1|ASTE
OG0003174	LOC119660907|XP_037925783.1|HILL	LOC118504133|XP_035894114.1|ASTE
OG0003175	LOC119656054|XP_037918247.1|HILL	LOC118503602|XP_035892960.1|ASTE
OG0003176	LOC119651930|XP_037911693.1|HILL	LOC118504006|XP_035893855.1|ASTE
OG0003177	LOC119655808|XP_037917837.1|HILL	LOC118503445|XP_035892603.1|ASTE
OG0003178	LOC119655806|XP_037917834.1|HILL	LOC118503441|XP_035892598.1|ASTE
OG0003179	LOC119646739|XP_037903245.1|HILL	LOC118507190|XP_035901156.1|ASTE
OG0003180	LOC119653546|XP_037914160.1|HILL	LOC118517355|XP_035919248.1|ASTE, LOC118507424|XP_035901787.1|ASTE
OG0003181	LOC119653547|XP_037914161.1|HILL	LOC118517349|XP_035919242.1|ASTE, LOC118507425|XP_035901788.1|ASTE
OG0003182	LOC119655581|XP_037917449.1|HILL	LOC118506295|XP_035899120.1|ASTE, LOC118517211|XP_035919074.1|ASTE
OG0003183	LOC119656261|XP_037918607.1|HILL	LOC118505994|XP_035898460.1|ASTE
OG0003184	LOC119649265|XP_037907282.1|HILL	LOC118508031|XP_035903325.1|ASTE
OG0003185	LOC119655446|XP_037917270.1|HILL	LOC118517697|XP_035920014.1|ASTE
OG0003186	LOC119655917|XP_037918010.1|HILL	LOC118508398|XP_035904053.1|ASTE
OG0003187	LOC119655379|XP_037917175.1|HILL	LOC118505946|XP_035898363.1|ASTE
OG0003188	LOC119660748|XP_037925408.1|HILL	LOC118507282|XP_035901486.1|ASTE
OG0003189	LOC119649366|XP_037907410.1|HILL	LOC118508122|XP_035903522.1|ASTE
OG0003190	LOC119655288|XP_037917032.1|HILL	LOC118506319|XP_035899163.1|ASTE
OG0003191	LOC119657338|XP_037920139.1|HILL, LOC119656518|XP_037918790.1|HILL	LOC118504159|XP_035894185.1|ASTE
OG0003192	LOC119647811|XP_037904957.1|HILL	LOC118517669|XP_035919941.1|ASTE
OG0003193	LOC119660785|XP_037925507.1|HILL	LOC118503244|XP_035892158.1|ASTE
OG0003194	LOC119648219|XP_037905757.1|HILL	LOC118503171|XP_035892029.1|ASTE
OG0003195	LOC119661017|XP_037926096.1|HILL	LOC118517301|XP_035919181.1|ASTE, LOC118517300|XP_035919180.1|ASTE, LOC118503199|XP_035892077.1|ASTE
OG0003196	LOC119649124|XP_037907057.1|HILL	LOC118517307|XP_035919185.1|ASTE, LOC118517298|XP_035919178.1|ASTE, LOC118503198|XP_035892076.1|ASTE
OG0003197	LOC119648670|XP_037906385.1|HILL	LOC118503696|XP_035893140.1|ASTE
OG0003198	LOC119648415|XP_037906095.1|HILL	LOC118507610|XP_035902179.1|ASTE, LOC118506241|XP_035898996.1|ASTE
OG0003199	LOC119650360|XP_037908975.1|HILL, LOC119650126|XP_037908583.1|HILL	LOC118505877|XP_035898196.1|ASTE
OG0003200	LOC119653454|XP_037913991.1|HILL	LOC118504177|XP_035894220.1|ASTE
OG0003202	LOC119650249|XP_037908767.1|HILL	LOC118503060|XP_035891820.1|ASTE
OG0003203	LOC119653632|XP_037914336.1|HILL	LOC118503859|XP_035893472.1|ASTE
OG0003204	LOC119660051|XP_037924356.1|HILL	LOC118508044|XP_035903346.1|ASTE
OG0003205	LOC119655372|XP_037917165.1|HILL	LOC118507413|XP_035901769.1|ASTE
OG0003206	LOC119654682|XP_037916119.1|HILL	LOC118507201|XP_035901176.1|ASTE
OG0003207	LOC119653493|XP_037914050.1|HILL	LOC118517654|XP_035919874.1|ASTE
OG0003208	LOC119656108|XP_037918352.1|HILL, LOC119658183|XP_037921378.1|HILL	LOC118503727|XP_035893230.1|ASTE
OG0003209	LOC119654873|XP_037916396.1|HILL	LOC118516523|XP_035918350.1|ASTE, LOC118506082|XP_035898655.1|ASTE
OG0003210	LOC119654789|XP_037916264.1|HILL	LOC118506156|XP_035898819.1|ASTE
OG0003211	LOC119661463|XP_037926752.1|HILL	LOC118504839|XP_035895736.1|ASTE
OG0003212	LOC119646497|XP_037902880.1|HILL, LOC119659161|XP_037923039.1|HILL	LOC118509589|XP_035906255.1|ASTE
OG0003213	LOC119655797|XP_037917820.1|HILL	LOC118503049|XP_035891777.1|ASTE
OG0003214	LOC119655677|XP_037917595.1|HILL	LOC118504049|XP_035893946.1|ASTE
OG0003215	LOC119655681|XP_037917610.1|HILL	LOC118504120|XP_035894103.1|ASTE
OG0003216	LOC119654295|XP_037915528.1|HILL	LOC118504053|XP_035893974.1|ASTE
OG0003217	LOC119661090|XP_037926207.1|HILL	LOC118503357|XP_035892441.1|ASTE
OG0003218	LOC119649533|XP_037907648.1|HILL	LOC118503837|XP_035893439.1|ASTE
OG0003219	LOC119650416|XP_037909137.1|HILL	LOC118503830|XP_035893429.1|ASTE
OG0003220	LOC119649534|XP_037907649.1|HILL	LOC118503779|XP_035893344.1|ASTE
OG0003221	LOC119661027|XP_037926112.1|HILL	LOC118503920|XP_035893626.1|ASTE
OG0003222	LOC119654448|XP_037915778.1|HILL	LOC118503515|XP_035892760.1|ASTE
OG0003223	LOC119655029|XP_037916634.1|HILL	LOC118506132|XP_035898759.1|ASTE
OG0003224	LOC119654902|XP_037916457.1|HILL	LOC118503742|XP_035893267.1|ASTE
OG0003225	LOC119652251|XP_037912159.1|HILL	LOC118511749|XP_035911107.1|ASTE
OG0003226	LOC119659477|XP_037923516.1|HILL	LOC118512007|XP_035911665.1|ASTE
OG0003226	LOC119659473|XP_037923497.1|HILL	LOC118511995|XP_035911625.1|ASTE
OG0003251	LOC119651023|XP_037910255.1|HILL	LOC118508133|XP_035903532.1|ASTE
OG0003252	LOC119651939|XP_037911718.1|HILL	LOC118504996|XP_035896069.1|ASTE
OG0003253	LOC119653006|XP_037913362.1|HILL	LOC118517356|XP_035919260.1|ASTE
OG0003254	LOC119656661|XP_037919068.1|HILL	LOC118510726|XP_035908831.1|ASTE
OG0003255	LOC119646550|XP_037902956.1|HILL	LOC118504518|XP_035894947.1|ASTE
OG0003256	LOC119652799|XP_037913049.1|HILL	LOC118507928|XP_035903146.1|ASTE
OG0003257	LOC119656758|XP_037919253.1|HILL	LOC118507207|XP_035901190.1|ASTE
OG0003258	LOC119657779|XP_037920775.1|HILL	LOC118517405|XP_035919372.1|ASTE
OG0003259	LOC119658228|XP_037921429.1|HILL	LOC118517394|XP_035919337.1|ASTE
OG0003260	LOC119657518|XP_037920388.1|HILL	LOC118502489|XP_035890614.1|ASTE, LOC118517199|XP_035919049.1|ASTE, LOC118510566|XP_035908449.1|ASTE
OG0003261	LOC119653042|XP_037913431.1|HILL	LOC118506111|XP_035898704.1|ASTE
OG0003262	LOC119650684|XP_037909573.1|HILL	LOC118514550|XP_035917434.1|ASTE, LOC118509373|XP_035905807.1|ASTE
OG0003263	LOC119657529|XP_037920399.1|HILL	LOC118512661|XP_035913303.1|ASTE
OG0003264	LOC119656516|XP_037918787.1|HILL	LOC118511700|XP_035911007.1|ASTE
OG0003265	LOC119656614|XP_037918981.1|HILL	LOC118516520|XP_035918351.1|ASTE
OG0003266	LOC119657552|XP_037920433.1|HILL	LOC118509419|XP_035905930.1|ASTE
OG0003267	LOC119657165|XP_037919877.1|HILL	LOC118516820|XP_035918584.1|ASTE
OG0003268	LOC119652975|XP_037913310.1|HILL	LOC118508512|XP_035904255.1|ASTE
OG0003269	LOC119652933|XP_037913251.1|HILL	LOC118508570|XP_035904365.1|ASTE
OG0003270	LOC119650294|XP_037908854.1|HILL	LOC118516926|XP_035918669.1|ASTE
OG0003271	LOC119660806|XP_037925567.1|HILL	LOC118505643|XP_035897619.1|ASTE
OG0003272	LOC119657273|XP_037920037.1|HILL	LOC118510709|XP_035908805.1|ASTE
OG0003273	LOC119657429|XP_037920258.1|HILL	LOC118511027|XP_035909500.1|ASTE
OG0003274	LOC119657262|XP_037920019.1|HILL	LOC118509015|XP_035904930.1|ASTE
OG0003275	LOC119657887|XP_037920955.1|HILL	LOC118509084|XP_035905113.1|ASTE
OG0003276	LOC119658645|XP_037922111.1|HILL	LOC118504428|XP_035894760.1|ASTE
OG0003277	LOC119657421|XP_037920247.1|HILL	LOC118510695|XP_035908769.1|ASTE
OG0003278	LOC119659386|XP_037923373.1|HILL	LOC118512354|XP_035912549.1|ASTE, LOC118512353|XP_035912548.1|ASTE
OG0003279	LOC119657484|XP_037920334.1|HILL	LOC118506193|XP_035898882.1|ASTE
OG0003280	LOC119650729|XP_037909684.1|HILL	LOC118505205|XP_035896586.1|ASTE
OG0003281	LOC119652534|XP_037912664.1|HILL	LOC118509313|XP_035905662.1|ASTE
OG0003282	LOC119656701|XP_037919136.1|HILL	LOC118503581|XP_035892917.1|ASTE
OG0003283	LOC119650824|XP_037909888.1|HILL	LOC118517368|XP_035919278.1|ASTE, LOC118505077|XP_035896257.1|ASTE
OG0003284	LOC119658462|XP_037921794.1|HILL	LOC118514707|XP_035917673.1|ASTE
OG0003285	LOC119658605|XP_037922008.1|HILL	LOC118512002|XP_035911648.1|ASTE
OG0003286	LOC119656560|XP_037918869.1|HILL	LOC118504771|XP_035896008.1|ASTE
OG0003287	LOC119657719|XP_037920690.1|HILL	LOC118503281|XP_035892257.1|ASTE
OG0003288	LOC119660112|XP_037924430.1|HILL	LOC118503174|XP_035892042.1|ASTE
OG0003289	LOC119648274|XP_037905857.1|HILL	LOC118517685|XP_035919989.1|ASTE
OG0003290	LOC119652523|XP_037912648.1|HILL	LOC118517350|XP_035919243.1|ASTE, LOC118507426|XP_035901789.1|ASTE
OG0003291	LOC119656613|XP_037918979.1|HILL	LOC118509768|XP_035906803.1|ASTE
OG0003292	LOC119656595|XP_037918949.1|HILL	LOC118512702|XP_035913430.1|ASTE
OG0003293	LOC119657026|XP_037919704.1|HILL	LOC118512933|XP_035914006.1|ASTE, LOC118512257|XP_035912317.1|ASTE, LOC118512673|XP_035913335.1|ASTE
OG0003294	LOC119650312|XP_037908898.1|HILL	LOC118517365|XP_035919276.1|ASTE
OG0003295	LOC119657187|XP_037919904.1|HILL	LOC118512377|XP_035912642.1|ASTE, LOC118512923|XP_035913976.1|ASTE
OG0003296	LOC119646265|XP_037902597.1|HILL	LOC118502996|XP_035891701.1|ASTE
OG0003297	LOC119652832|XP_037913089.1|HILL	LOC118512427|XP_035912757.1|ASTE
OG0003298	LOC119658138|XP_037921335.1|HILL, LOC119656883|XP_037919477.1|HILL	LOC118507115|XP_035901017.1|ASTE
OG0003299	LOC119659050|XP_037922886.1|HILL	LOC118517492|XP_035919582.1|ASTE
OG0003300	LOC119650657|XP_037909525.1|HILL	LOC118517450|XP_035919489.1|ASTE
OG0003301	LOC119658640|XP_037922101.1|HILL	LOC118512487|XP_035912884.1|ASTE
OG0003302	LOC119658024|XP_037921183.1|HILL	LOC118517472|XP_035919537.1|ASTE
OG0003303	LOC119657279|XP_037920051.1|HILL	LOC118503470|XP_035892659.1|ASTE
OG0003304	LOC119651486|XP_037911027.1|HILL	LOC118505750|XP_035897859.1|ASTE
OG0003305	LOC119657320|XP_037920108.1|HILL	LOC118510300|XP_035907821.1|ASTE
OG0003306	LOC119657181|XP_037919898.1|HILL	LOC118509819|XP_035906914.1|ASTE
OG0003307	LOC119656751|XP_037919237.1|HILL	LOC118511593|XP_035910751.1|ASTE
OG0003308	LOC119656738|XP_037919212.1|HILL	LOC118517315|XP_035919228.1|ASTE, LOC118504717|XP_035895453.1|ASTE
OG0003309	LOC119657763|XP_037920755.1|HILL	LOC118508664|XP_035904394.1|ASTE
OG0003310	LOC119656976|XP_037919638.1|HILL	LOC118513555|XP_035915397.1|ASTE
OG0003311	LOC119651467|XP_037911003.1|HILL	LOC118505360|XP_035896937.1|ASTE
OG0003313	LOC119656716|XP_037919166.1|HILL	LOC118511285|XP_035910087.1|ASTE, LOC118504153|XP_035894175.1|ASTE
OG0003314	LOC119657883|XP_037920944.1|HILL	LOC118512576|XP_035913090.1|ASTE
OG0003315	LOC119657510|XP_037920376.1|HILL	LOC118517367|XP_035919282.1|ASTE
OG0003317	LOC119652528|XP_037912657.1|HILL	LOC118503598|XP_035892948.1|ASTE
OG0003318	LOC119650882|XP_037909976.1|HILL	LOC118506709|XP_035900097.1|ASTE
OG0003319	LOC119659131|XP_037922984.1|HILL	LOC118517380|XP_035919296.1|ASTE
OG0003320	LOC119658598|XP_037921994.1|HILL	LOC118506546|XP_035899736.1|ASTE
OG0003321	LOC119658597|XP_037921992.1|HILL	LOC118517501|XP_035919606.1|ASTE
OG0003322	LOC119658599|XP_037921996.1|HILL	LOC118511775|XP_035911162.1|ASTE
OG0003323	LOC119658279|XP_037921499.1|HILL	LOC118507756|XP_035902665.1|ASTE
OG0003324	LOC119658349|XP_037921632.1|HILL	LOC118510623|XP_035908594.1|ASTE
OG0003325	LOC119650738|XP_037909730.1|HILL	LOC118508961|XP_035904792.1|ASTE
OG0003326	LOC119657900|XP_037920983.1|HILL	LOC118503736|XP_035893250.1|ASTE
OG0003327	LOC119660994|XP_037926010.1|HILL	LOC118511556|XP_035910681.1|ASTE
OG0003328	LOC119657964|XP_037921096.1|HILL	LOC118517419|XP_035919419.1|ASTE
OG0003329	LOC119658969|XP_037922776.1|HILL	LOC118517414|XP_035919409.1|ASTE
OG0003330	LOC119656124|XP_037918723.1|HILL, LOC119654373|XP_037916052.1|HILL	LOC118517437|XP_035919455.1|ASTE
OG0003331	LOC119656585|XP_037918910.1|HILL	LOC118511217|XP_035909911.1|ASTE
OG0003332	LOC119656522|XP_037918798.1|HILL	LOC118510921|XP_035909228.1|ASTE, LOC118510948|XP_035909304.1|ASTE
OG0003333	LOC119651209|XP_037910586.1|HILL	LOC118517409|XP_035919382.1|ASTE
OG0003334	LOC119650853|XP_037909931.1|HILL	LOC118507006|XP_035900806.1|ASTE
OG0003335	LOC119650665|XP_037909541.1|HILL, LOC119650663|XP_037909533.1|HILL	LOC118506942|XP_035900656.1|ASTE
OG0003336	LOC119652670|XP_037912864.1|HILL	LOC118509307|XP_035905648.1|ASTE
OG0003337	LOC119651152|XP_037910486.1|HILL	LOC118506145|XP_035898790.1|ASTE
OG0003338	LOC119651610|XP_037911191.1|HILL	LOC118511791|XP_035911216.1|ASTE
OG0003339	LOC119652864|XP_037913148.1|HILL	LOC118504467|XP_035894873.1|ASTE
OG0003340	LOC119651949|XP_037911731.1|HILL	LOC118512175|XP_035912158.1|ASTE
OG0003341	LOC119657366|XP_037920177.1|HILL	LOC118507714|XP_035902505.1|ASTE
OG0003342	LOC119657481|XP_037920330.1|HILL	LOC118511275|XP_035910064.1|ASTE
OG0003343	LOC119656644|XP_037919020.1|HILL	LOC118502505|XP_035890641.1|ASTE
OG0003344	LOC119647687|XP_037904698.1|HILL	LOC118505649|XP_035897624.1|ASTE
OG0003345	LOC119658506|XP_037921897.1|HILL	LOC118504313|XP_035894515.1|ASTE
OG0003346	LOC119651302|XP_037910756.1|HILL	LOC118507295|XP_035901552.1|ASTE
OG0003347	LOC119652773|XP_037913009.1|HILL	LOC118504845|XP_035895751.1|ASTE
OG0003348	LOC119652248|XP_037912156.1|HILL	LOC118517484|XP_035919570.1|ASTE
OG0003349	LOC119657200|XP_037919934.1|HILL	LOC118504119|XP_035894106.1|ASTE
OG0003350	LOC119656548|XP_037918839.1|HILL	LOC118507613|XP_035902217.1|ASTE
OG0003351	LOC119657669|XP_037920621.1|HILL	LOC118513065|XP_035914306.1|ASTE
OG0003352	LOC119657207|XP_037919943.1|HILL	LOC118507835|XP_035902832.1|ASTE, LOC118502616|XP_035890886.1|ASTE
OG0003353	LOC119658317|XP_037921570.1|HILL	LOC118502356|XP_035890445.1|ASTE
OG0003354	LOC119649100|XP_037907032.1|HILL	LOC118505009|XP_035896094.1|ASTE
OG0003355	LOC119657579|XP_037920475.1|HILL	LOC118506785|XP_035900299.1|ASTE
OG0003356	LOC119657183|XP_037919901.1|HILL	LOC118506738|XP_035900188.1|ASTE
OG0003357	LOC119657184|XP_037919902.1|HILL	LOC118510233|XP_035907695.1|ASTE
OG0003358	LOC119647008|XP_037903674.1|HILL	LOC118503405|XP_035892507.1|ASTE
OG0003359	LOC119656568|XP_037918879.1|HILL	LOC118506147|XP_035898798.1|ASTE
OG0003360	LOC119658384|XP_037921678.1|HILL	LOC118506212|XP_035898923.1|ASTE
OG0003361	LOC119652255|XP_037912164.1|HILL	LOC118506302|XP_035899143.1|ASTE
OG0003362	LOC119651942|XP_037911723.1|HILL	LOC118508516|XP_035904261.1|ASTE, LOC118504710|XP_035895439.1|ASTE
OG0003363	LOC119651358|XP_037910850.1|HILL	LOC118515492|XP_035917924.1|ASTE
OG0003364	LOC119660623|XP_037925254.1|HILL	LOC118502667|XP_035891027.1|ASTE
OG0003365	LOC119661043|XP_037926162.1|HILL	LOC118507645|XP_035902299.1|ASTE
OG0003366	LOC119646543|XP_037902943.1|HILL, LOC119651461|XP_037910995.1|HILL	LOC118506493|XP_035899580.1|ASTE
OG0003367	LOC119660346|XP_037924766.1|HILL	LOC118508286|XP_035903819.1|ASTE
OG0003368	LOC119657503|XP_037920366.1|HILL	LOC118503935|XP_035893683.1|ASTE
OG0003369	LOC119652625|XP_037912798.1|HILL	LOC118514783|XP_035917689.1|ASTE
OG0003370	LOC119652638|XP_037912814.1|HILL	LOC118507626|XP_035902240.1|ASTE
OG0003371	LOC119658511|XP_037921910.1|HILL	LOC118508463|XP_035904164.1|ASTE
OG0003372	LOC119658323|XP_037921589.1|HILL	LOC118506447|XP_035899476.1|ASTE
