Orthogroup	HILL.longest_only	DMIR.longest_only
OG0004256	LOC119653794|XP_037914728.1|HILL	LOC108159654|XP_017148612.1|DMIR, LOC117192624|XP_033253231.1|DMIR
OG0004257	LOC119651445|XP_037910977.1|HILL	LOC108156522|XP_017143515.1|DMIR
OG0004258	LOC119660400|XP_037924863.1|HILL	LOC108156256|XP_017143102.1|DMIR
OG0004259	LOC119655112|XP_037916762.1|HILL	LOC117192883|XP_033253520.1|DMIR, LOC117192625|XP_033253237.1|DMIR, LOC108159656|XP_017148619.1|DMIR
OG0004260	LOC119659140|XP_037923002.1|HILL	LOC108155882|XP_017142506.2|DMIR
OG0004261	LOC119660449|XP_037924936.1|HILL	LOC108155503|XP_017141830.1|DMIR
OG0004262	LOC119660282|XP_037924680.1|HILL	LOC108157140|XP_017144530.1|DMIR
OG0004263	LOC119659380|XP_037923369.1|HILL	LOC108156309|XP_017143186.1|DMIR
OG0004264	LOC119658852|XP_037922532.1|HILL	LOC108155828|XP_017142422.1|DMIR
OG0004265	LOC119659903|XP_037924156.1|HILL	LOC108155757|XP_017142288.1|DMIR
OG0004266	LOC119660370|XP_037924814.1|HILL	LOC108155512|XP_017141842.2|DMIR
OG0004267	LOC119659196|XP_037923086.1|HILL	LOC108155117|XP_017141244.1|DMIR
OG0004268	LOC119654675|XP_037916100.1|HILL	LOC117185809|XP_033253847.1|DMIR, LOC108159826|XP_017148888.1|DMIR
OG0004269	LOC119653578|XP_037914249.1|HILL	LOC108158424|XP_017146193.1|DMIR
OG0004270	LOC119653895|XP_037914953.1|HILL	LOC108158114|XP_017145779.2|DMIR, LOC117188339|XP_033247933.1|DMIR
OG0004271	LOC119656293|XP_037918657.1|HILL	LOC108159039|XP_033248259.1|DMIR
OG0004272	LOC119660295|XP_037924695.1|HILL	LOC108155410|XP_017141696.1|DMIR
OG0004273	LOC119658805|XP_037922455.1|HILL	LOC108156848|XP_017144060.1|DMIR
OG0004274	LOC119655853|XP_037917900.1|HILL	LOC108159769|XP_017148819.1|DMIR
OG0004275	LOC119655008|XP_037916603.1|HILL	LOC108158786|XP_017146959.1|DMIR
OG0004276	LOC119655466|XP_037917296.1|HILL	LOC108153310|XP_017138710.1|DMIR, LOC108153092|XP_017138362.1|DMIR
OG0004277	LOC119648306|XP_037905900.1|HILL	LOC108151958|XP_017136386.1|DMIR
OG0004278	LOC119654854|XP_037916363.1|HILL	LOC117186433|XP_033243130.1|DMIR, LOC108158442|XP_017146217.1|DMIR
OG0004279	LOC119661714|XP_037927096.1|HILL	LOC108162774|XP_017153158.1|DMIR
OG0004280	LOC119646808|XP_037903328.1|HILL	LOC108164597|XP_033243854.1|DMIR
OG0004281	LOC119654973|XP_037916561.1|HILL	LOC108160008|XP_017149227.1|DMIR
OG0004282	LOC119655997|XP_037918164.1|HILL	LOC108158779|XP_017146942.1|DMIR, LOC117194023|XP_033254541.1|DMIR
OG0004283	LOC119653926|XP_037915015.1|HILL	LOC108158782|XP_017146948.1|DMIR, LOC117194025|XP_033254543.1|DMIR
OG0004284	LOC119648937|XP_037906778.1|HILL	LOC108161826|XP_017151674.2|DMIR
OG0004285	LOC119659960|XP_037924243.1|HILL	LOC108157308|XP_017144801.1|DMIR
OG0004286	LOC119649230|XP_037907218.1|HILL	LOC108152503|XP_017137375.1|DMIR
OG0004287	LOC119647785|XP_037904895.1|HILL	LOC108152505|XP_017137376.1|DMIR
OG0004288	LOC119649647|XP_037907830.1|HILL	LOC108152517|XP_017137401.1|DMIR
OG0004289	LOC119648011|XP_037905339.1|HILL	LOC108152023|XP_017136489.1|DMIR
OG0004290	LOC119654671|XP_037916093.1|HILL	LOC108158591|XP_017146532.1|DMIR
OG0004291	LOC119654426|XP_037915745.1|HILL	LOC117191040|XP_033251900.1|DMIR, LOC108160740|XP_033247723.1|DMIR
OG0004292	LOC119647422|XP_037904247.1|HILL	LOC108152066|XP_017136575.1|DMIR
OG0004293	LOC119649907|XP_037908233.1|HILL	LOC108153477|XP_017139006.1|DMIR
OG0004294	LOC119647651|XP_037904640.1|HILL	LOC108151225|XP_017135207.1|DMIR
OG0004295	LOC119649160|XP_037907096.1|HILL	LOC108152959|XP_017138148.1|DMIR
OG0004296	LOC119649172|XP_037907128.1|HILL	LOC108153060|XP_033242385.1|DMIR
OG0004297	LOC119655794|XP_037917816.1|HILL	LOC117194103|XP_033254635.1|DMIR, LOC108160911|XP_017150677.1|DMIR
OG0004298	LOC119655565|XP_037917425.1|HILL	LOC108159751|XP_017148784.1|DMIR
OG0004299	LOC119653756|XP_037914615.1|HILL	LOC108158501|XP_017146304.1|DMIR, LOC117189968|XP_033250941.1|DMIR
OG0004300	LOC119654536|XP_037915906.1|HILL	LOC108158429|XP_017146200.1|DMIR
OG0004301	LOC119649828|XP_037908096.1|HILL	LOC108151076|XP_017134948.1|DMIR
OG0004302	LOC119655496|XP_037917326.1|HILL	LOC117189879|XP_033250851.1|DMIR, LOC108159446|XP_017148225.1|DMIR
OG0004303	LOC119656294|XP_037918658.1|HILL	LOC117185694|XP_033246870.1|DMIR, LOC108159286|XP_017147936.2|DMIR
OG0004304	LOC119656295|XP_037918659.1|HILL	LOC117189445|XP_033250465.1|DMIR, LOC108158389|XP_033246404.1|DMIR
OG0004305	LOC119653569|XP_037914214.1|HILL	LOC108159454|XP_017148234.1|DMIR, LOC117192552|XP_033253140.1|DMIR
OG0004306	LOC119654904|XP_037916460.1|HILL	LOC108159141|XP_017147625.1|DMIR, LOC117193642|XP_033254277.1|DMIR
OG0004307	LOC119655237|XP_037916951.1|HILL	LOC108158522|XP_017146392.1|DMIR, LOC117192569|XP_033253173.1|DMIR
OG0004308	LOC119653501|XP_037914079.1|HILL	LOC117187717|XP_033246354.1|DMIR, LOC117190617|XP_033251557.1|DMIR
OG0004309	LOC119654353|XP_037915625.1|HILL	LOC108151803|XP_017136142.1|DMIR
OG0004310	LOC119656274|XP_037918625.1|HILL	LOC117193254|XP_033253886.1|DMIR, LOC108160130|XP_017149414.1|DMIR
OG0004311	LOC119650175|XP_037908657.1|HILL	LOC108152784|XP_017137855.1|DMIR
OG0004312	LOC119654288|XP_037915504.1|HILL	LOC117188225|XP_033247627.1|DMIR, LOC108160329|XP_033253296.1|DMIR
OG0004313	LOC119654876|XP_037916405.1|HILL	LOC117193415|XP_033254057.1|DMIR, LOC108159266|XP_017147913.1|DMIR, LOC117192923|XP_033253546.1|DMIR
OG0004314	LOC119656314|XP_037918689.1|HILL	LOC117190040|XP_033251020.1|DMIR, LOC108158986|XP_017147319.1|DMIR, LOC117191574|XP_033252293.1|DMIR
OG0004315	LOC119654553|XP_037915928.1|HILL	LOC117193764|XP_033254386.1|DMIR, LOC108159078|XP_017147521.1|DMIR
OG0004316	LOC119654211|XP_037915351.1|HILL	LOC117192960|XP_033253573.1|DMIR, LOC108158798|XP_017146974.1|DMIR
OG0004317	LOC119656094|XP_037918332.1|HILL	LOC117191771|XP_033252432.1|DMIR, LOC108160009|XP_017149228.1|DMIR
OG0004318	LOC119656006|XP_037918176.1|HILL	LOC108158933|XP_017147228.1|DMIR, LOC117185945|XP_033253151.1|DMIR
OG0004319	LOC119655199|XP_037916899.1|HILL	LOC108160304|XP_017149706.1|DMIR
OG0004320	LOC119654632|XP_037916032.1|HILL	LOC108156035|XP_017142776.1|DMIR
OG0004321	LOC119648355|XP_037905996.1|HILL	LOC108162611|XP_017152919.1|DMIR
OG0004322	LOC119652853|XP_037913133.1|HILL	LOC108157692|XP_017145350.1|DMIR
OG0004323	LOC119655266|XP_037916996.1|HILL	LOC108152806|XP_017137881.1|DMIR
OG0004324	LOC119655268|XP_037917009.1|HILL	LOC108162753|XP_017153122.1|DMIR
OG0004325	LOC119654736|XP_037916195.1|HILL	LOC108158610|XP_017146573.1|DMIR, LOC117194135|XP_033254684.1|DMIR
OG0004326	LOC119655775|XP_037917761.1|HILL	LOC108158607|XP_017146570.2|DMIR, LOC117185700|XP_033246495.1|DMIR
OG0004327	LOC119654927|XP_037916506.1|HILL	LOC117186275|XP_033242698.1|DMIR
OG0004328	LOC119654341|XP_037915609.1|HILL	LOC108158717|XP_017146749.1|DMIR, LOC117193085|XP_033253701.1|DMIR
OG0004329	LOC119646523|XP_037902914.1|HILL	LOC108158584|XP_017146517.1|DMIR, LOC117189629|XP_033250642.1|DMIR, LOC117190550|XP_033251500.1|DMIR
OG0004330	LOC119648859|XP_037906671.1|HILL	LOC117193068|XP_033253691.1|DMIR, LOC117192731|XP_033253365.1|DMIR, LOC108159626|XP_017148572.1|DMIR
OG0004331	LOC119655107|XP_037916757.1|HILL	LOC117188162|XP_033247491.1|DMIR, LOC108158794|XP_017146968.2|DMIR
OG0004332	LOC119657052|XP_037919737.1|HILL	LOC108162964|XP_017153452.1|DMIR
OG0004333	LOC119653901|XP_037914965.1|HILL	LOC108161941|XP_017151864.1|DMIR
OG0004334	LOC119655336|XP_037917108.1|HILL	LOC108162015|XP_017151996.1|DMIR
OG0004335	LOC119654695|XP_037916136.1|HILL	LOC108159919|XP_017149044.1|DMIR
OG0004336	LOC119656001|XP_037918167.1|HILL	LOC108160043|XP_017149276.1|DMIR, LOC117193091|XP_033253708.1|DMIR
OG0004337	LOC119654539|XP_037915912.1|HILL	LOC108162792|XP_017153181.1|DMIR
OG0004338	LOC119655176|XP_037916856.1|HILL	LOC108153002|XP_017138232.1|DMIR
OG0004339	LOC119654986|XP_037916576.1|HILL	LOC108160923|XP_017150695.1|DMIR
OG0004340	LOC119654985|XP_037916575.1|HILL	LOC117191480|XP_033252227.1|DMIR, LOC108160922|XP_017150694.1|DMIR
OG0004341	LOC119655770|XP_037917753.1|HILL	LOC108158990|XP_017147326.1|DMIR, LOC117190033|XP_033251013.1|DMIR, LOC117190541|XP_033251491.1|DMIR
OG0004342	LOC119656152|XP_037918415.1|HILL	LOC117193363|XP_033253971.1|DMIR, LOC108159846|XP_017148924.1|DMIR
OG0004343	LOC119653798|XP_037914740.1|HILL	LOC117192996|XP_033253617.1|DMIR, LOC108159847|XP_017148925.1|DMIR
OG0004344	LOC119655727|XP_037917692.1|HILL	LOC117185787|XP_033253874.1|DMIR, LOC108160875|XP_017150628.1|DMIR
OG0004345	LOC119654325|XP_037915581.1|HILL	LOC108162303|XP_017152459.1|DMIR
OG0004346	LOC119653859|XP_037914843.1|HILL	LOC108160907|XP_033254104.1|DMIR, LOC117188010|XP_033247016.1|DMIR
OG0004347	LOC119655267|XP_037917006.1|HILL	LOC108160398|XP_017149878.2|DMIR, LOC117188011|XP_033247019.1|DMIR
OG0004348	LOC119656013|XP_037918190.1|HILL	LOC117188316|XP_033247856.1|DMIR, LOC117191625|XP_033252330.1|DMIR
OG0004349	LOC119655212|XP_037916914.1|HILL	LOC117185707|XP_033250460.1|DMIR, LOC108158889|XP_017147154.1|DMIR
OG0004351	LOC119653764|XP_037914674.1|HILL	LOC117192018|XP_033252627.1|DMIR, LOC108159004|XP_017147362.1|DMIR
OG0004352	LOC119660556|XP_037925124.1|HILL	LOC108156388|XP_017143294.1|DMIR
OG0004353	LOC119658893|XP_037922624.1|HILL	LOC108156259|XP_017143111.1|DMIR
OG0004354	LOC119658894|XP_037922625.1|HILL	LOC108155126|XP_017141257.1|DMIR
OG0004355	LOC119647773|XP_037904881.1|HILL	LOC108155338|XP_017141576.1|DMIR
OG0004356	LOC119654845|XP_037916352.1|HILL	LOC108159852|XP_017148933.1|DMIR, LOC117192613|XP_033253228.1|DMIR
OG0004357	LOC119655644|XP_037917551.1|HILL	LOC108160595|XP_017150181.2|DMIR
OG0004358	LOC119654941|XP_037916522.1|HILL	LOC108159261|XP_017147891.1|DMIR, LOC117185950|XP_033251540.1|DMIR
OG0004359	LOC119654255|XP_037915434.1|HILL	LOC117185931|XP_033254365.1|DMIR, LOC108158776|XP_017146898.1|DMIR
OG0004360	LOC119650254|XP_037908774.1|HILL	LOC108151417|XP_017135497.1|DMIR
OG0004361	LOC119658859|XP_037922540.1|HILL	LOC108154209|XP_017139921.1|DMIR
OG0004362	LOC119654367|XP_037915640.1|HILL	LOC108151796|XP_017136135.1|DMIR
OG0004363	LOC119653713|XP_037914522.1|HILL	LOC108159458|XP_017148250.1|DMIR
OG0004364	LOC119654391|XP_037915693.1|HILL	LOC108160980|XP_017150771.1|DMIR
OG0004365	LOC119655039|XP_037916645.1|HILL	LOC117192331|XP_033252869.1|DMIR, LOC108159595|XP_017148538.1|DMIR
OG0004366	LOC119649159|XP_037907099.1|HILL	LOC108162776|XP_017153161.1|DMIR
OG0004367	LOC119647668|XP_037904673.1|HILL	LOC108151373|XP_017135424.1|DMIR
OG0004368	LOC119650091|XP_037908534.1|HILL	LOC108151431|XP_017135515.1|DMIR
OG0004369	LOC119656327|XP_037918717.1|HILL	LOC108158999|XP_017147352.1|DMIR, LOC117191610|XP_033252319.1|DMIR
OG0004370	LOC119653925|XP_037915012.1|HILL	LOC117188313|XP_033247850.1|DMIR, LOC108158781|XP_017146944.2|DMIR
OG0004371	LOC119654595|XP_037915992.1|HILL	LOC108151709|XP_017135968.1|DMIR
OG0004372	LOC119656004|XP_037918172.1|HILL	LOC117192788|XP_033253430.1|DMIR, LOC108160098|XP_017149371.1|DMIR
OG0004373	LOC119654003|XP_037915093.1|HILL	LOC108159531|XP_017148394.1|DMIR, LOC117191929|XP_033252566.1|DMIR
OG0004374	LOC119656194|XP_037918476.1|HILL	LOC117188295|XP_033247811.1|DMIR, LOC108159016|XP_033247766.1|DMIR
OG0004375	LOC119649351|XP_037907386.1|HILL	LOC108151078|XP_017134950.1|DMIR
OG0004376	LOC119649141|XP_037907077.1|HILL	LOC108153550|XP_017139107.1|DMIR
OG0004377	LOC119658643|XP_037922107.1|HILL	LOC108151999|XP_017136457.1|DMIR
OG0004378	LOC119655153|XP_037916819.1|HILL	LOC108159659|XP_017148621.2|DMIR, LOC117187984|XP_033246940.1|DMIR
OG0004379	LOC119654502|XP_037915863.1|HILL	LOC108159596|XP_017148539.1|DMIR, LOC117193204|XP_033253845.1|DMIR
OG0004380	LOC119655712|XP_037917673.1|HILL	LOC108160631|XP_017150247.2|DMIR, LOC117188196|XP_033247567.1|DMIR
OG0004381	LOC119658661|XP_037922142.1|HILL	LOC108156344|XP_017143231.1|DMIR
OG0004382	LOC119654627|XP_037916027.1|HILL	LOC117189846|XP_033250810.1|DMIR, LOC108159098|XP_017147558.1|DMIR
OG0004383	LOC119655686|XP_037917617.1|HILL	LOC108159791|XP_017148843.1|DMIR, LOC117189953|XP_033250926.1|DMIR
OG0004384	LOC119655157|XP_037916832.1|HILL	LOC117188204|XP_033247581.1|DMIR, LOC117190657|XP_033251602.1|DMIR
OG0004385	LOC119655463|XP_037917291.1|HILL	LOC108159954|XP_017149109.2|DMIR, LOC117185811|XP_033246891.1|DMIR
OG0004386	LOC119655049|XP_037916664.1|HILL	LOC108160741|XP_017150422.1|DMIR, LOC117190417|XP_033251385.1|DMIR
OG0004387	LOC119650374|XP_037909037.1|HILL	LOC108151362|XP_017135410.1|DMIR
OG0004388	LOC119655984|XP_037918149.1|HILL	LOC108159796|XP_017148848.1|DMIR
OG0004389	LOC119654780|XP_037916252.1|HILL	LOC117186827|XP_033244010.1|DMIR, LOC108151901|XP_017136299.2|DMIR
OG0004390	LOC119648992|XP_037906846.1|HILL	LOC108153467|XP_017138986.1|DMIR
OG0004391	LOC119649329|XP_037907362.1|HILL	LOC117193491|XP_033254133.1|DMIR, LOC108158219|XP_017145934.1|DMIR
OG0004392	LOC119647445|XP_037904296.1|HILL	LOC108151876|XP_017136261.1|DMIR
OG0004393	LOC119660021|XP_037924357.1|HILL	LOC117185725|XP_033250950.1|DMIR, LOC108158486|XP_033246956.1|DMIR
OG0004394	LOC119646787|XP_037903297.1|HILL	LOC108159071|XP_017147506.1|DMIR
OG0004395	LOC119656103|XP_037918343.1|HILL	LOC108160678|XP_017150320.1|DMIR
OG0004396	LOC119655636|XP_037917537.1|HILL	LOC117185840|XP_033253454.1|DMIR, LOC108159641|XP_017148595.1|DMIR
OG0004397	LOC119655533|XP_037917375.1|HILL	LOC117190192|XP_033251145.1|DMIR, LOC108159040|XP_017147452.1|DMIR
OG0004398	LOC119653800|XP_037914743.1|HILL	LOC117185752|XP_033248261.1|DMIR, LOC117189360|XP_033250384.1|DMIR, LOC108159043|XP_017147456.2|DMIR
OG0004399	LOC119654844|XP_037916351.1|HILL	LOC117192376|XP_033252932.1|DMIR, LOC108159035|XP_017147445.1|DMIR, LOC117192375|XP_033252931.1|DMIR
OG0004400	LOC119655957|XP_037918101.1|HILL, LOC119655510|XP_037917344.1|HILL	LOC108155015|XP_017141056.1|DMIR
OG0004401	LOC119655707|XP_037917653.1|HILL	LOC117190568|XP_033251516.1|DMIR, LOC117189667|XP_033250663.1|DMIR, LOC108160817|XP_017150532.1|DMIR
OG0004402	LOC119655323|XP_037917090.1|HILL	LOC117187902|XP_033246730.1|DMIR, LOC117189665|XP_033250662.1|DMIR, LOC108159679|XP_017148661.2|DMIR
OG0004403	LOC119655721|XP_037917682.1|HILL	LOC117190510|XP_033251467.1|DMIR, LOC108159662|XP_017148628.1|DMIR
OG0004404	LOC119656253|XP_037918597.1|HILL	LOC117192701|XP_033253329.1|DMIR, LOC108159999|XP_017149205.1|DMIR
OG0004405	LOC119649563|XP_037907687.1|HILL	LOC108153491|XP_017139021.1|DMIR
OG0004406	LOC119651958|XP_037911742.1|HILL, LOC119648661|XP_037906368.1|HILL	LOC108152590|XP_017137530.1|DMIR
OG0004407	LOC119655023|XP_037916626.1|HILL	LOC108159586|XP_017148525.1|DMIR, LOC117193950|XP_033254498.1|DMIR
OG0004408	LOC119648240|XP_037905796.1|HILL	LOC108153648|XP_017139242.1|DMIR
OG0004409	LOC119661037|XP_037926134.1|HILL	LOC108164444|XP_017155640.1|DMIR
OG0004410	LOC119654218|XP_037915359.1|HILL	LOC108158385|XP_017146127.2|DMIR, LOC117187727|XP_033246401.1|DMIR
OG0004411	LOC119654624|XP_037916024.1|HILL	LOC108151367|XP_017135416.1|DMIR
OG0004412	LOC119655450|XP_037917276.1|HILL	LOC108151365|XP_017135414.1|DMIR
OG0004413	LOC119654439|XP_037915766.1|HILL	LOC108160361|XP_017149820.1|DMIR
OG0004414	LOC119653520|XP_037914116.1|HILL	LOC108160391|XP_017149867.1|DMIR, LOC117191097|XP_033251951.1|DMIR
OG0004415	LOC119654312|XP_037915563.1|HILL	LOC117189349|XP_033250378.1|DMIR, LOC117190400|XP_033251366.1|DMIR, LOC108158193|XP_017145901.1|DMIR
OG0004416	LOC119653589|XP_037914267.1|HILL	LOC117188314|XP_033247852.1|DMIR, LOC108158783|XP_017146949.2|DMIR
OG0004417	LOC119652493|XP_037912604.1|HILL	LOC108154772|XP_017140645.1|DMIR
OG0004418	LOC119655953|XP_037918085.1|HILL	LOC108160111|XP_033251816.1|DMIR, LOC117185928|XP_033246426.1|DMIR
OG0004419	LOC119654306|XP_037915553.1|HILL	LOC108160247|XP_017149598.1|DMIR
OG0004420	LOC119652373|XP_037912398.1|HILL	LOC108160305|XP_017149707.1|DMIR
OG0004421	LOC119647886|XP_037905108.1|HILL	LOC108153464|XP_017138982.1|DMIR
OG0004422	LOC119650068|XP_037908493.1|HILL	LOC108152162|XP_017136770.1|DMIR
OG0004423	LOC119655174|XP_037916852.1|HILL	LOC117190440|XP_033251410.1|DMIR, LOC108158454|XP_017146229.2|DMIR, LOC117187971|XP_033246903.1|DMIR
OG0004424	LOC119656178|XP_037918452.1|HILL	LOC108160251|XP_017149604.1|DMIR
OG0004425	LOC119648281|XP_037905864.1|HILL	LOC108152049|XP_017136540.1|DMIR
OG0004426	LOC119648186|XP_037905700.1|HILL	LOC108151789|XP_017136127.1|DMIR
OG0004427	LOC119648116|XP_037905566.1|HILL	LOC108152702|XP_017137711.1|DMIR
OG0004428	LOC119658301|XP_037921529.1|HILL	LOC108157158|XP_017144556.1|DMIR
OG0004429	LOC119661731|XP_037927126.1|HILL	LOC108161827|XP_017151675.2|DMIR
OG0004430	LOC119647862|XP_037905059.1|HILL	LOC108152366|XP_017137134.1|DMIR
OG0004431	LOC119650600|XP_037909385.1|HILL	LOC108156095|XP_017142873.1|DMIR
OG0004432	LOC119653188|XP_037913672.1|HILL	LOC108156094|XP_017142872.1|DMIR
OG0004433	LOC119649740|XP_037907950.1|HILL	LOC108153223|XP_017138540.1|DMIR
OG0004434	LOC119655017|XP_037916617.1|HILL	LOC108159042|XP_017147455.1|DMIR
OG0004435	LOC119655970|XP_037918131.1|HILL	LOC108159336|XP_017148021.1|DMIR, LOC117191036|XP_033251897.1|DMIR
OG0004436	LOC119653565|XP_037914207.1|HILL, LOC119653566|XP_037914208.1|HILL	LOC117185936|XP_033254756.1|DMIR, LOC108159469|XP_033246220.1|DMIR
OG0004437	LOC119654938|XP_037916519.1|HILL	LOC117193454|XP_033254101.1|DMIR, LOC108160436|XP_017149933.1|DMIR
OG0004438	LOC119653878|XP_037914922.1|HILL	LOC108159795|XP_017148846.1|DMIR, LOC117189949|XP_033250922.1|DMIR
OG0004439	LOC119653856|XP_037914835.1|HILL	LOC117189424|XP_033250440.1|DMIR, LOC108159291|XP_017147945.1|DMIR
OG0004440	LOC119654326|XP_037915582.1|HILL	LOC117189448|XP_033250466.1|DMIR, LOC108158396|XP_017146142.1|DMIR
OG0004441	LOC119654459|XP_037915799.1|HILL	LOC108163031|XP_017153565.1|DMIR
OG0004442	LOC119660804|XP_037925564.1|HILL	LOC117189300|XP_033250351.1|DMIR, LOC117193218|XP_033253862.1|DMIR, LOC108160238|XP_017149584.1|DMIR
OG0004443	LOC119653494|XP_037914057.1|HILL	LOC108152976|XP_017138190.1|DMIR
OG0004444	LOC119660801|XP_037925558.1|HILL, LOC119655720|XP_037917680.1|HILL	LOC108160506|XP_017150035.2|DMIR, LOC117187947|XP_033246838.1|DMIR
OG0004445	LOC119654885|XP_037916425.1|HILL	LOC117190978|XP_033251849.1|DMIR, LOC108160623|XP_017150231.1|DMIR
OG0004446	LOC119652750|XP_037912977.1|HILL	LOC108157115|XP_017144485.1|DMIR
OG0004447	LOC119649981|XP_037908350.1|HILL	LOC108156788|XP_017143953.1|DMIR
OG0004448	LOC119660583|XP_037925166.1|HILL	LOC108159782|XP_017148832.1|DMIR, LOC117192887|XP_033253523.1|DMIR
OG0004449	LOC119647804|XP_037904947.1|HILL	LOC108152916|XP_017138082.1|DMIR
OG0004450	LOC119654334|XP_037915594.1|HILL	LOC108159319|XP_017147997.1|DMIR
OG0004451	LOC119654689|XP_037916127.1|HILL, LOC119654688|XP_037916126.1|HILL	LOC108160396|XP_017149874.1|DMIR
OG0004452	LOC119655369|XP_037917161.1|HILL	LOC108160867|XP_017150617.1|DMIR, LOC117193680|XP_033254306.1|DMIR
OG0004453	LOC119660879|XP_037925722.1|HILL	LOC117185873|XP_033251768.1|DMIR, LOC108159736|XP_017148761.1|DMIR
OG0004454	LOC119658677|XP_037922167.1|HILL	LOC108157303|XP_017144793.1|DMIR
OG0004455	LOC119649522|XP_037907634.1|HILL	LOC108153336|XP_017138761.1|DMIR
OG0004456	LOC119649345|XP_037907381.1|HILL	LOC117188815|XP_033249132.1|DMIR, LOC108161255|XP_033246500.1|DMIR, LOC117188814|XP_033249131.1|DMIR
OG0004457	LOC119649145|XP_037907084.1|HILL	LOC108152756|XP_017137805.1|DMIR
OG0004458	LOC119648170|XP_037905677.1|HILL	LOC108152853|XP_017137960.1|DMIR
OG0004459	LOC119648066|XP_037905466.1|HILL	LOC108152324|XP_017137059.1|DMIR
OG0004460	LOC119648485|XP_037906178.1|HILL	LOC108150942|XP_017134765.1|DMIR
OG0004461	LOC119649849|XP_037908134.1|HILL	LOC108152940|XP_017138124.1|DMIR
OG0004462	LOC119648019|XP_037905356.1|HILL	LOC108150923|XP_017134742.1|DMIR
OG0004463	LOC119647621|XP_037904592.1|HILL	LOC108152459|XP_017137311.1|DMIR
OG0004464	LOC119648065|XP_037905462.1|HILL	LOC108152115|XP_033243965.1|DMIR
OG0004465	LOC119649308|XP_037907334.1|HILL	LOC108162850|XP_017153282.1|DMIR
OG0004466	LOC119650058|XP_037908476.1|HILL	LOC108153494|XP_017139033.1|DMIR
OG0004467	LOC119649532|XP_037907647.1|HILL	LOC108153575|XP_017139143.1|DMIR
OG0004468	LOC119649956|XP_037908320.1|HILL	LOC108153573|XP_017139142.1|DMIR
OG0004469	LOC119650421|XP_037909155.1|HILL	LOC108151039|XP_017134896.1|DMIR
OG0004470	LOC119648034|XP_037905388.1|HILL	LOC108163130|XP_017153734.1|DMIR
OG0004471	LOC119647538|XP_037904454.1|HILL	LOC108154759|XP_017140623.2|DMIR
OG0004472	LOC119654230|XP_037915381.1|HILL	LOC117193315|XP_033253939.1|DMIR, LOC108159865|XP_017148955.1|DMIR
OG0004473	LOC119654102|XP_037915194.1|HILL	LOC117188457|XP_033248254.1|DMIR, LOC108158634|XP_017146604.1|DMIR
OG0004474	LOC119655915|XP_037918008.1|HILL	LOC108158631|XP_017146600.1|DMIR, LOC117187806|XP_033246551.1|DMIR, LOC117190738|XP_033251692.1|DMIR
OG0004475	LOC119654538|XP_037915911.1|HILL	LOC108159529|XP_017148390.2|DMIR, LOC117187839|XP_033246601.1|DMIR
OG0004477	LOC119655687|XP_037917619.1|HILL	LOC108160272|XP_017149642.1|DMIR
OG0004478	LOC119656182|XP_037918460.1|HILL	LOC108160792|XP_017150489.1|DMIR
OG0004479	LOC119651321|XP_037910782.1|HILL	LOC117190914|XP_033251811.1|DMIR, LOC108158892|XP_017147168.1|DMIR
OG0004480	LOC119657801|XP_037920825.1|HILL	LOC108163046|XP_017153600.1|DMIR
OG0004481	LOC119655521|XP_037917363.1|HILL	LOC108159734|XP_017148758.2|DMIR, LOC117191745|XP_033252419.1|DMIR, LOC117188215|XP_033247606.1|DMIR
OG0004482	LOC119657731|XP_037920701.1|HILL	LOC108157738|XP_017145404.1|DMIR
OG0004483	LOC119655882|XP_037917946.1|HILL	LOC108159527|XP_017148385.1|DMIR
OG0004484	LOC119660016|XP_037924322.1|HILL	LOC108154306|XP_033245084.1|DMIR
OG0004485	LOC119656247|XP_037918590.1|HILL, LOC119656246|XP_037918588.1|HILL	LOC108165253|XP_033243635.1|DMIR
OG0004486	LOC119654926|XP_037916505.1|HILL	LOC117189516|XP_033250554.1|DMIR, LOC108158399|XP_017146146.1|DMIR, LOC117189517|XP_033250555.1|DMIR
OG0004487	LOC119647634|XP_037904622.1|HILL	LOC108152040|XP_017136528.1|DMIR
OG0004490	LOC119659326|XP_037923293.1|HILL, LOC119661438|XP_037926712.1|HILL	LOC108160617|XP_017150222.1|DMIR, LOC117194148|XP_033254690.1|DMIR
OG0004491	LOC119650915|XP_037910068.1|HILL, LOC119650900|XP_037910008.1|HILL, LOC119650901|XP_037910009.1|HILL	LOC108161234|XP_017150948.1|DMIR
OG0004492	LOC119650377|XP_037909042.1|HILL	LOC108152024|XP_017136494.1|DMIR
OG0004494	LOC119660236|XP_037924613.1|HILL	LOC108156609|XP_017143642.1|DMIR
OG0004504	LOC119647320|XP_037904174.1|HILL	LOC108154925|XP_017140873.1|DMIR
OG0004505	LOC119650723|XP_037909674.1|HILL	LOC108155471|XP_017141781.1|DMIR
OG0004506	LOC119652609|XP_037912770.1|HILL	LOC108154899|XP_017140837.1|DMIR
OG0004507	LOC119652668|XP_037912862.1|HILL	LOC108157169|XP_017144577.1|DMIR
OG0004508	LOC119653115|XP_037913567.1|HILL	LOC108157514|XP_017145103.1|DMIR
OG0004509	LOC119656759|XP_037919258.1|HILL	LOC108153282|XP_017138643.1|DMIR
OG0004510	LOC119656676|XP_037919088.1|HILL	LOC108159259|XP_017147892.1|DMIR
