Orthogroup	HILL.longest_only	CPIP.longest_only
OG0004802	LOC119653001|XP_037913355.1|HILL	LOC120432513|XP_039453665.1|CPIP
OG0004803	LOC119651072|XP_037910339.1|HILL	LOC120430175|XP_039451190.1|CPIP
OG0004804	LOC119652910|XP_037913214.1|HILL	LOC120430351|XP_039451384.1|CPIP
OG0004805	LOC119652950|XP_037913270.1|HILL	LOC120429669|XP_039450631.1|CPIP
OG0004806	LOC119646447|XP_037902826.1|HILL	LOC120421029|XP_039440098.1|CPIP
OG0004807	LOC119651232|XP_037910636.1|HILL	LOC120421778|XP_039440981.1|CPIP
OG0004808	LOC119652992|XP_037913345.1|HILL	LOC120427176|XP_039447970.1|CPIP
OG0004809	LOC119646127|XP_037902405.1|HILL	LOC120423824|XP_039443687.1|CPIP
OG0004810	LOC119659012|XP_037922828.1|HILL	LOC120423823|XP_039443685.1|CPIP
OG0004811	LOC119651304|XP_037910758.1|HILL	LOC120423814|XP_039443668.1|CPIP
OG0004812	LOC119651965|XP_037911755.1|HILL	LOC120423831|XP_039443708.1|CPIP
OG0004814	LOC119650948|XP_037910109.1|HILL	LOC120431858|XP_039452926.1|CPIP
OG0004815	LOC119657093|XP_037919774.1|HILL	LOC120417103|XP_039435014.1|CPIP
OG0004816	LOC119657482|XP_037920332.1|HILL	LOC120417091|XP_039435004.1|CPIP
OG0004817	LOC119657103|XP_037919787.1|HILL	LOC120417102|XP_039435013.1|CPIP
OG0004818	LOC119652607|XP_037912768.1|HILL	LOC120425061|XP_039445368.1|CPIP
OG0004819	LOC119657915|XP_037921029.1|HILL	LOC120425047|XP_039445352.1|CPIP
OG0004820	LOC119651749|XP_037911414.1|HILL	LOC120425046|XP_039445350.1|CPIP
OG0004821	LOC119651676|XP_037911298.1|HILL	LOC120425074|XP_039445400.1|CPIP
OG0004822	LOC119651664|XP_037911281.1|HILL	LOC120425077|XP_039445402.1|CPIP
OG0004823	LOC119651836|XP_037911560.1|HILL	LOC120425043|XP_039445347.1|CPIP
OG0004824	LOC119650772|XP_037909802.1|HILL	LOC120425068|XP_039445375.1|CPIP
OG0004825	LOC119660946|XP_037925883.1|HILL	LOC120422122|XP_039441426.1|CPIP
OG0004826	LOC119651897|XP_037911652.1|HILL	LOC120420777|XP_039439822.1|CPIP
OG0004827	LOC119652469|XP_037912565.1|HILL	LOC120420774|XP_039439817.1|CPIP
OG0004828	LOC119652623|XP_037912794.1|HILL	LOC120420787|XP_039439833.1|CPIP
OG0004829	LOC119650894|XP_037910001.1|HILL	LOC120414267|XP_039431321.1|CPIP
OG0004830	LOC119652629|XP_037912804.1|HILL	LOC120423345|XP_039443048.1|CPIP
OG0004831	LOC119657751|XP_037920732.1|HILL	LOC120418350|XP_039436637.1|CPIP
OG0004832	LOC119650910|XP_037910059.1|HILL	LOC120432052|XP_039453119.1|CPIP
OG0004833	LOC119658030|XP_037921188.1|HILL	LOC120423570|XP_039443362.1|CPIP
OG0004834	LOC119652942|XP_037913259.1|HILL	LOC120431739|XP_039452800.1|CPIP
OG0004835	LOC119651573|XP_037911136.1|HILL	LOC120432094|XP_039453167.1|CPIP
OG0004840	LOC119659882|XP_037924129.1|HILL	LOC120427402|XP_039448197.1|CPIP
OG0004841	LOC119657827|XP_037920873.1|HILL	LOC120425412|XP_039445876.1|CPIP, LOC120425676|XP_039446193.1|CPIP
OG0004842	LOC119657044|XP_037919725.1|HILL	LOC120425431|XP_039445894.1|CPIP
OG0004843	LOC119650651|XP_037909515.1|HILL	LOC120422579|XP_039442002.1|CPIP
OG0004844	LOC119660485|XP_037925002.1|HILL	LOC120425367|XP_039445809.1|CPIP
OG0004845	LOC119659005|XP_037922819.1|HILL	LOC120425365|XP_039445805.1|CPIP
OG0004846	LOC119651550|XP_037911114.1|HILL	LOC120425579|XP_039446086.1|CPIP
OG0004847	LOC119657752|XP_037920734.1|HILL	LOC120418366|XP_039436660.1|CPIP
OG0004848	LOC119651326|XP_037910793.1|HILL, LOC119650706|XP_037909636.1|HILL, LOC119652064|XP_037911929.1|HILL	LOC120430437|XP_039451482.1|CPIP
OG0004850	LOC119650958|XP_037910129.1|HILL	LOC120427728|XP_039448565.1|CPIP
OG0004851	LOC119650807|XP_037909874.1|HILL	LOC120427726|XP_039448564.1|CPIP
OG0004852	LOC119652610|XP_037912773.1|HILL	LOC120427724|XP_039448561.1|CPIP
OG0004853	LOC119660352|XP_037924779.1|HILL	LOC120430973|XP_039452039.1|CPIP
OG0004854	LOC119647713|XP_037904732.1|HILL	LOC120427609|XP_039448421.1|CPIP
OG0004855	LOC119650096|XP_037908542.1|HILL	LOC120427617|XP_039448431.1|CPIP
OG0004856	LOC119649449|XP_037907527.1|HILL	LOC120423014|XP_039442579.1|CPIP
OG0004857	LOC119648483|XP_037906173.1|HILL	LOC120425687|XP_039446204.1|CPIP
OG0004858	LOC119647512|XP_037904402.1|HILL	LOC120423000|XP_039442554.1|CPIP
OG0004859	LOC119649643|XP_037907826.1|HILL	LOC120423002|XP_039442558.1|CPIP
OG0004860	LOC119649398|XP_037907451.1|HILL	LOC120422997|XP_039442550.1|CPIP
OG0004861	LOC119650260|XP_037908789.1|HILL	LOC120422995|XP_039442539.1|CPIP
OG0004862	LOC119648493|XP_037906187.1|HILL	LOC120417814|XP_039435951.1|CPIP, LOC120424416|XP_039444461.1|CPIP
OG0004863	LOC119648813|XP_037906593.1|HILL	LOC120421759|XP_039440965.1|CPIP, LOC120421734|XP_039440929.1|CPIP
OG0004864	LOC119648280|XP_037905863.1|HILL	LOC120421750|XP_039440958.1|CPIP
OG0004865	LOC119646468|XP_037902846.1|HILL	LOC120421752|XP_039440959.1|CPIP
OG0004866	LOC119648674|XP_037906393.1|HILL	LOC120421740|XP_039440935.1|CPIP
OG0004867	LOC119661292|XP_037926507.1|HILL	LOC120416821|XP_039434642.1|CPIP
OG0004868	LOC119649905|XP_037908230.1|HILL	LOC120421749|XP_039440956.1|CPIP
OG0004869	LOC119646853|XP_037903403.1|HILL	LOC120425223|XP_039445588.1|CPIP, LOC120422861|XP_039442344.1|CPIP
OG0004870	LOC119661636|XP_037926987.1|HILL	LOC120422873|XP_039442354.1|CPIP
OG0004871	LOC119646521|XP_037902909.1|HILL	LOC120422839|XP_039442314.1|CPIP
OG0004872	LOC119661574|XP_037926901.1|HILL	LOC120417412|XP_039435388.1|CPIP
OG0004873	LOC119649470|XP_037907555.1|HILL	LOC120424174|XP_039444160.1|CPIP
OG0004874	LOC119646173|XP_037902480.1|HILL	LOC120424203|XP_039444196.1|CPIP
OG0004875	LOC119651097|XP_037910382.1|HILL	LOC120424167|XP_039444151.1|CPIP
OG0004876	LOC119646418|XP_037902792.1|HILL	LOC120424182|XP_039444171.1|CPIP
OG0004877	LOC119650223|XP_037908728.1|HILL	LOC120429772|XP_039450763.1|CPIP
OG0004878	LOC119646610|XP_037903039.1|HILL	LOC120417821|XP_039435968.1|CPIP
OG0004879	LOC119656430|XP_037918728.1|HILL	LOC120417831|XP_039435981.1|CPIP
OG0004880	LOC119648775|XP_037906537.1|HILL	LOC120417822|XP_039435970.1|CPIP
OG0004881	LOC119648136|XP_037905609.1|HILL	LOC120417810|XP_039435943.1|CPIP
OG0004882	LOC119648223|XP_037905767.1|HILL	LOC120417799|XP_039435931.1|CPIP
OG0004883	LOC119649771|XP_037907999.1|HILL	LOC120417828|XP_039435978.1|CPIP
OG0004884	LOC119661105|XP_037926222.1|HILL	LOC120424430|XP_039444484.1|CPIP
OG0004885	LOC119661577|XP_037926904.1|HILL	LOC120422844|XP_039442322.1|CPIP
OG0004886	LOC119659066|XP_037922908.1|HILL	LOC120422848|XP_039442327.1|CPIP
OG0004887	LOC119661264|XP_037926445.1|HILL	LOC120422887|XP_039442382.1|CPIP
OG0004888	LOC119647034|XP_037903704.1|HILL	LOC120422888|XP_039442383.1|CPIP
OG0004889	LOC119661513|XP_037926814.1|HILL	LOC120427439|XP_039448236.1|CPIP
OG0004890	LOC119646819|XP_037903362.1|HILL	LOC120427506|XP_039448300.1|CPIP
OG0004891	LOC119655774|XP_037917758.1|HILL	LOC120427064|XP_039447839.1|CPIP
OG0004892	LOC119656024|XP_037918214.1|HILL	LOC120419740|XP_039438476.1|CPIP, LOC120427540|XP_039448346.1|CPIP
OG0004893	LOC119646608|XP_037903037.1|HILL	LOC120419741|XP_039438477.1|CPIP
OG0004894	LOC119653684|XP_037914476.1|HILL	LOC120419758|XP_039438515.1|CPIP
OG0004895	LOC119661728|XP_037927122.1|HILL	LOC120419513|XP_039438147.1|CPIP
OG0004897	LOC119651207|XP_037910589.1|HILL	LOC120419488|XP_039438109.1|CPIP
OG0004898	LOC119660127|XP_037924450.1|HILL	LOC120429766|XP_039450751.1|CPIP
OG0004899	LOC119659519|XP_037923578.1|HILL	LOC120417817|XP_039435956.1|CPIP
OG0004900	LOC119658871|XP_037922569.1|HILL	LOC120430254|XP_039451273.1|CPIP, LOC120419727|XP_039438456.1|CPIP
OG0004901	LOC119659396|XP_037923386.1|HILL	LOC120419760|XP_039438521.1|CPIP
OG0004902	LOC119649113|XP_037907041.1|HILL	LOC120419747|XP_039438485.1|CPIP
OG0004903	LOC119661236|XP_037926393.1|HILL	LOC120419501|XP_039438131.1|CPIP
OG0004904	LOC119647059|XP_037903744.1|HILL	LOC120426376|XP_039447069.1|CPIP, LOC120423499|XP_039443274.1|CPIP
OG0004905	LOC119650857|XP_037909941.1|HILL	LOC120423497|XP_039443271.1|CPIP
OG0004906	LOC119647878|XP_037905091.1|HILL	LOC120426768|XP_039447479.1|CPIP
OG0004907	LOC119648096|XP_037905523.1|HILL	LOC120417418|XP_039435395.1|CPIP
OG0004908	LOC119649228|XP_037907215.1|HILL	LOC120423174|XP_039442795.1|CPIP
OG0004909	LOC119650214|XP_037908707.1|HILL	LOC120416585|XP_039434255.1|CPIP
OG0004910	LOC119649016|XP_037906895.1|HILL	LOC120416538|XP_039434192.1|CPIP
OG0004911	LOC119648207|XP_037905739.1|HILL	LOC120416552|XP_039434217.1|CPIP
OG0004912	LOC119649456|XP_037907538.1|HILL	LOC120426924|XP_039447665.1|CPIP
OG0004913	LOC119655947|XP_037918078.1|HILL	LOC120422648|XP_039442087.1|CPIP
OG0004914	LOC119650069|XP_037908497.1|HILL	LOC120422631|XP_039442063.1|CPIP
OG0004915	LOC119660025|XP_037924332.1|HILL	LOC120422646|XP_039442083.1|CPIP
OG0004916	LOC119660014|XP_037924324.1|HILL	LOC120422641|XP_039442075.1|CPIP
OG0004917	LOC119649568|XP_037907696.1|HILL	LOC120422643|XP_039442079.1|CPIP
OG0004918	LOC119647451|XP_037904307.1|HILL	LOC120422640|XP_039442072.1|CPIP
OG0004919	LOC119660148|XP_037924479.1|HILL	LOC120422650|XP_039442089.1|CPIP, LOC120431519|XP_039452550.1|CPIP
OG0004920	LOC119658415|XP_037921741.1|HILL	LOC120431636|XP_039452679.1|CPIP
OG0004921	LOC119648890|XP_037906715.1|HILL	LOC120431634|XP_039452676.1|CPIP
OG0004922	LOC119650000|XP_037908390.1|HILL	LOC120418866|XP_039437334.1|CPIP
OG0004923	LOC119648341|XP_037905965.1|HILL	LOC120424806|XP_039444954.1|CPIP
OG0004924	LOC119648607|XP_037906305.1|HILL	LOC120427564|XP_039448372.1|CPIP
OG0004925	LOC119648909|XP_037906744.1|HILL	LOC120412891|XP_039429455.1|CPIP, LOC120431903|XP_039452968.1|CPIP
OG0004926	LOC119648160|XP_037905663.1|HILL	LOC120412884|XP_039429446.1|CPIP
OG0004927	LOC119649986|XP_037908357.1|HILL	LOC120412863|XP_039429418.1|CPIP
OG0004928	LOC119647764|XP_037904821.1|HILL	LOC120429044|XP_039450117.1|CPIP, LOC120422915|XP_039442419.1|CPIP
OG0004929	LOC119647998|XP_037905312.1|HILL	LOC120426037|XP_039446650.1|CPIP
OG0004930	LOC119661707|XP_037927087.1|HILL	LOC120427565|XP_039448373.1|CPIP
OG0004931	LOC119655301|XP_037917056.1|HILL	LOC120425596|XP_039446112.1|CPIP
OG0004932	LOC119648709|XP_037906444.1|HILL	LOC120425587|XP_039446099.1|CPIP
OG0004933	LOC119646348|XP_037902710.1|HILL	LOC120425591|XP_039446106.1|CPIP
OG0004934	LOC119646799|XP_037903317.1|HILL	LOC120425588|XP_039446101.1|CPIP
OG0004935	LOC119646614|XP_037903047.1|HILL	LOC120417422|XP_039435400.1|CPIP
OG0004936	LOC119648843|XP_037906646.1|HILL	LOC120426884|XP_039447623.1|CPIP
OG0004937	LOC119646864|XP_037903417.1|HILL	LOC120427105|XP_039447892.1|CPIP
OG0004938	LOC119649503|XP_037907598.1|HILL	LOC120417765|XP_039435860.1|CPIP, LOC120427032|XP_039447792.1|CPIP
OG0004939	LOC119648275|XP_037905858.1|HILL	LOC120427495|XP_039448288.1|CPIP
OG0004940	LOC119649260|XP_037907274.1|HILL	LOC120426842|XP_039447566.1|CPIP
OG0004941	LOC119648897|XP_037906727.1|HILL	LOC120428979|XP_039450047.1|CPIP
OG0004942	LOC119647421|XP_037904244.1|HILL	LOC120428978|XP_039450045.1|CPIP
OG0004943	LOC119647942|XP_037905232.1|HILL	LOC120428981|XP_039450054.1|CPIP
OG0004944	LOC119649877|XP_037908181.1|HILL	LOC120424382|XP_039444415.1|CPIP
OG0004945	LOC119648933|XP_037906774.1|HILL	LOC120432598|XP_039453771.1|CPIP
OG0004946	LOC119647536|XP_037904451.1|HILL	LOC120426825|XP_039447549.1|CPIP
OG0004947	LOC119649183|XP_037907137.1|HILL	LOC120426907|XP_039447650.1|CPIP
OG0004948	LOC119649411|XP_037907476.1|HILL	LOC120422890|XP_039442388.1|CPIP
OG0004949	LOC119649719|XP_037907929.1|HILL	LOC120422851|XP_039442331.1|CPIP
OG0004950	LOC119649711|XP_037907912.1|HILL	LOC120422855|XP_039442337.1|CPIP
OG0004951	LOC119650718|XP_037909659.1|HILL	LOC120422833|XP_039442304.1|CPIP
OG0004952	LOC119648124|XP_037905574.1|HILL	LOC120422881|XP_039442375.1|CPIP
OG0004953	LOC119647618|XP_037904588.1|HILL	LOC120422824|XP_039442293.1|CPIP
OG0004954	LOC119647615|XP_037904582.1|HILL	LOC120426107|XP_039446747.1|CPIP
OG0004955	LOC119646509|XP_037902893.1|HILL	LOC120426297|XP_039446983.1|CPIP
OG0004956	LOC119648642|XP_037906345.1|HILL	LOC120425879|XP_039446437.1|CPIP
OG0004957	LOC119648910|XP_037906745.1|HILL	LOC120425349|XP_039445784.1|CPIP
OG0004958	LOC119650325|XP_037908909.1|HILL	LOC120428812|XP_039449847.1|CPIP
OG0004959	LOC119650368|XP_037909009.1|HILL	LOC120428821|XP_039449862.1|CPIP
OG0004960	LOC119647465|XP_037904327.1|HILL	LOC120428816|XP_039449853.1|CPIP
OG0004961	LOC119648039|XP_037905394.1|HILL	LOC120428817|XP_039449857.1|CPIP
OG0004962	LOC119648037|XP_037905391.1|HILL	LOC120425973|XP_039446561.1|CPIP
OG0004963	LOC119647843|XP_037905028.1|HILL	LOC120425970|XP_039446557.1|CPIP
OG0004964	LOC119648209|XP_037905742.1|HILL	LOC120429650|XP_039450609.1|CPIP
OG0004965	LOC119647987|XP_037905300.1|HILL	LOC120415766|XP_039433307.1|CPIP
OG0004966	LOC119647985|XP_037905296.1|HILL	LOC120415744|XP_039433284.1|CPIP
OG0004967	LOC119661482|XP_037926775.1|HILL	LOC120415760|XP_039433301.1|CPIP
OG0004968	LOC119649864|XP_037908162.1|HILL	LOC120428571|XP_039449538.1|CPIP
OG0004969	LOC119646575|XP_037902996.1|HILL	LOC120428563|XP_039449525.1|CPIP
OG0004970	LOC119649870|XP_037908170.1|HILL	LOC120428564|XP_039449526.1|CPIP
OG0004971	LOC119647641|XP_037904631.1|HILL	LOC120428565|XP_039449529.1|CPIP
OG0004972	LOC119649966|XP_037908330.1|HILL	LOC120427235|XP_039448033.1|CPIP
OG0004973	LOC119647607|XP_037904566.1|HILL	LOC120424872|XP_039445064.1|CPIP
OG0004974	LOC119648197|XP_037905719.1|HILL	LOC120424881|XP_039445079.1|CPIP
OG0004975	LOC119650109|XP_037908560.1|HILL	LOC120424792|XP_039444934.1|CPIP
OG0004976	LOC119650107|XP_037908557.1|HILL	LOC120424794|XP_039444938.1|CPIP
OG0004977	LOC119647172|XP_037903906.1|HILL	LOC120418885|XP_039437352.1|CPIP
OG0004978	LOC119661178|XP_037926324.1|HILL	LOC120418867|XP_039437336.1|CPIP
OG0004979	LOC119649795|XP_037908028.1|HILL	LOC120430073|XP_039451100.1|CPIP
OG0004980	LOC119648180|XP_037905692.1|HILL	LOC120430112|XP_039451134.1|CPIP
OG0004981	LOC119648234|XP_037905785.1|HILL	LOC120426778|XP_039447488.1|CPIP
OG0004982	LOC119649995|XP_037908383.1|HILL	LOC120426620|XP_039447351.1|CPIP
OG0004983	LOC119649843|XP_037908115.1|HILL	LOC120427270|XP_039448061.1|CPIP
OG0004984	LOC119648730|XP_037906473.1|HILL	LOC120422850|XP_039442330.1|CPIP
OG0004985	LOC119648396|XP_037906064.1|HILL	LOC120430756|XP_039451801.1|CPIP, LOC120430313|XP_039451340.1|CPIP
OG0004986	LOC119649839|XP_037908112.1|HILL	LOC120416551|XP_039434215.1|CPIP
OG0004987	LOC119650296|XP_037908860.1|HILL	LOC120430753|XP_039451794.1|CPIP
OG0004988	LOC119650332|XP_037908915.1|HILL	LOC120430322|XP_039451355.1|CPIP, LOC120430752|XP_039451793.1|CPIP
OG0004989	LOC119647936|XP_037905208.1|HILL	LOC120416557|XP_039434223.1|CPIP
OG0004990	LOC119659543|XP_037923616.1|HILL	LOC120429257|XP_039450406.1|CPIP
OG0004991	LOC119647323|XP_037904178.1|HILL	LOC120420680|XP_039439711.1|CPIP
OG0004992	LOC119660877|XP_037925721.1|HILL	LOC120420662|XP_039439690.1|CPIP
OG0004994	LOC119650373|XP_037909033.1|HILL	LOC120428626|XP_039449609.1|CPIP
OG0004995	LOC119649798|XP_037908030.1|HILL	LOC120431470|XP_039452518.1|CPIP
OG0004996	LOC119647940|XP_037905214.1|HILL	LOC120431466|XP_039452514.1|CPIP
OG0004997	LOC119652402|XP_037912441.1|HILL	LOC120427040|XP_039447803.1|CPIP
OG0004998	LOC119653276|XP_037913830.1|HILL	LOC120421548|XP_039440708.1|CPIP
OG0004999	LOC119649848|XP_037908133.1|HILL	LOC120421540|XP_039440703.1|CPIP
OG0005000	LOC119659051|XP_037922890.1|HILL	LOC120421541|XP_039440704.1|CPIP
OG0005001	LOC119647419|XP_037904237.1|HILL	LOC120421537|XP_039440696.1|CPIP
OG0005002	LOC119660626|XP_037925259.1|HILL	LOC120420113|XP_039438996.1|CPIP
OG0005003	LOC119649529|XP_037907643.1|HILL	LOC120413162|XP_039429804.1|CPIP
OG0005004	LOC119648336|XP_037905958.1|HILL	LOC120413190|XP_039429837.1|CPIP
OG0005005	LOC119647992|XP_037905305.1|HILL	LOC120413212|XP_039429865.1|CPIP
OG0005006	LOC119648819|XP_037906599.1|HILL	LOC120413177|XP_039429823.1|CPIP
OG0005007	LOC119650275|XP_037908828.1|HILL	LOC120419238|XP_039437828.1|CPIP, LOC120413182|XP_039429830.1|CPIP
OG0005008	LOC119650274|XP_037908827.1|HILL	LOC120413179|XP_039429826.1|CPIP
OG0005009	LOC119650277|XP_037908830.1|HILL	LOC120413184|XP_039429832.1|CPIP
OG0005010	LOC119657580|XP_037920488.1|HILL	LOC120428755|XP_039449771.1|CPIP
OG0005011	LOC119661315|XP_037926535.1|HILL	LOC120428747|XP_039449759.1|CPIP
OG0005012	LOC119647456|XP_037904315.1|HILL	LOC120413225|XP_039429885.1|CPIP
OG0005013	LOC119659057|XP_037922894.1|HILL, LOC119660238|XP_037924616.1|HILL	LOC120418477|XP_039436847.1|CPIP
OG0005014	LOC119648903|XP_037906735.1|HILL	LOC120413164|XP_039429808.1|CPIP
OG0005015	LOC119648732|XP_037906477.1|HILL	LOC120413196|XP_039429845.1|CPIP
OG0005016	LOC119650315|XP_037908897.1|HILL	LOC120418495|XP_039436866.1|CPIP
OG0005017	LOC119649027|XP_037906910.1|HILL	LOC120424863|XP_039445050.1|CPIP
OG0005018	LOC119649134|XP_037907067.1|HILL	LOC120424831|XP_039444993.1|CPIP
OG0005019	LOC119649232|XP_037907221.1|HILL	LOC120424830|XP_039444992.1|CPIP
OG0005020	LOC119659468|XP_037923485.1|HILL	LOC120420088|XP_039438953.1|CPIP
OG0005021	LOC119649626|XP_037907789.1|HILL	LOC120420066|XP_039438919.1|CPIP
OG0005022	LOC119649922|XP_037908253.1|HILL	LOC120420060|XP_039438908.1|CPIP
OG0005023	LOC119649623|XP_037907784.1|HILL	LOC120420061|XP_039438909.1|CPIP
OG0005024	LOC119649280|XP_037907297.1|HILL	LOC120420111|XP_039438993.1|CPIP
OG0005025	LOC119649756|XP_037907977.1|HILL	LOC120429151|XP_039450290.1|CPIP
OG0005026	LOC119649673|XP_037907860.1|HILL	LOC120429157|XP_039450299.1|CPIP
OG0005027	LOC119650403|XP_037909114.1|HILL	LOC120416524|XP_039434174.1|CPIP
OG0005028	LOC119660581|XP_037925163.1|HILL	LOC120416510|XP_039434161.1|CPIP
OG0005029	LOC119649887|XP_037908192.1|HILL	LOC120416487|XP_039434140.1|CPIP
OG0005030	LOC119649028|XP_037906913.1|HILL	LOC120428830|XP_039449875.1|CPIP
OG0005031	LOC119647690|XP_037904701.1|HILL	LOC120430776|XP_039451819.1|CPIP
OG0005032	LOC119649323|XP_037907353.1|HILL	LOC120413472|XP_039430243.1|CPIP
OG0005033	LOC119648350|XP_037905975.1|HILL	LOC120413444|XP_039430207.1|CPIP
OG0005034	LOC119649225|XP_037907212.1|HILL	LOC120429603|XP_039450569.1|CPIP
OG0005035	LOC119649773|XP_037908002.1|HILL	LOC120418036|XP_039436215.1|CPIP
OG0005036	LOC119647459|XP_037904319.1|HILL	LOC120418030|XP_039436211.1|CPIP
OG0005037	LOC119647460|XP_037904320.1|HILL	LOC120418031|XP_039436212.1|CPIP
OG0005038	LOC119647927|XP_037905187.1|HILL	LOC120418931|XP_039437401.1|CPIP
OG0005039	LOC119660882|XP_037925725.1|HILL	LOC120418922|XP_039437386.1|CPIP
OG0005040	LOC119648702|XP_037906438.1|HILL	LOC120418912|XP_039437374.1|CPIP
OG0005041	LOC119649706|XP_037907905.1|HILL	LOC120418938|XP_039437410.1|CPIP
OG0005042	LOC119657331|XP_037920133.1|HILL	LOC120418910|XP_039437372.1|CPIP
OG0005043	LOC119647047|XP_037903731.1|HILL	LOC120418914|XP_039437379.1|CPIP
OG0005044	LOC119658945|XP_037922744.1|HILL	LOC120418909|XP_039437370.1|CPIP
OG0005049	LOC119650427|XP_037909169.1|HILL	LOC120420676|XP_039439708.1|CPIP
OG0005050	LOC119655933|XP_037918044.1|HILL	LOC120420647|XP_039439660.1|CPIP
OG0005051	LOC119648010|XP_037905338.1|HILL	LOC120420652|XP_039439670.1|CPIP
OG0005052	LOC119649856|XP_037908140.1|HILL	LOC120420674|XP_039439705.1|CPIP
OG0005053	LOC119652227|XP_037912112.1|HILL	LOC120412395|XP_039428779.1|CPIP
OG0005054	LOC119647482|XP_037904359.1|HILL	LOC120412373|XP_039428730.1|CPIP
OG0005055	LOC119661616|XP_037926967.1|HILL	LOC120412398|XP_039428788.1|CPIP
OG0005056	LOC119661715|XP_037927097.1|HILL	LOC120412424|XP_039428819.1|CPIP
OG0005057	LOC119647931|XP_037905194.1|HILL	LOC120413439|XP_039430188.1|CPIP
OG0005058	LOC119650369|XP_037909010.1|HILL	LOC120413476|XP_039430249.1|CPIP
OG0005059	LOC119661184|XP_037926330.1|HILL	LOC120414620|XP_039431784.1|CPIP
OG0005060	LOC119646152|XP_037902449.1|HILL	LOC120414643|XP_039431813.1|CPIP
OG0005061	LOC119660862|XP_037925685.1|HILL	LOC120414619|XP_039431782.1|CPIP, LOC120431867|XP_039452934.1|CPIP
OG0005062	LOC119649808|XP_037908066.1|HILL	LOC120412582|XP_039429026.1|CPIP
OG0005063	LOC119646647|XP_037903091.1|HILL	LOC120421550|XP_039440711.1|CPIP
OG0005064	LOC119648864|XP_037906676.1|HILL	LOC120424851|XP_039445034.1|CPIP
OG0005065	LOC119660458|XP_037924947.1|HILL	LOC120412906|XP_039429472.1|CPIP
OG0005066	LOC119646471|XP_037902848.1|HILL	LOC120412896|XP_039429460.1|CPIP
OG0005067	LOC119659331|XP_037923304.1|HILL	LOC120430655|XP_039451695.1|CPIP
OG0005068	LOC119649990|XP_037908373.1|HILL	LOC120428827|XP_039449869.1|CPIP
OG0005069	LOC119655472|XP_037917304.1|HILL	LOC120422298|XP_039441624.1|CPIP
OG0005070	LOC119650292|XP_037908856.1|HILL	LOC120420354|XP_039439284.1|CPIP
OG0005071	LOC119650195|XP_037908690.1|HILL	LOC120420358|XP_039439291.1|CPIP
OG0005072	LOC119661174|XP_037926319.1|HILL	LOC120426781|XP_039447489.1|CPIP
OG0005073	LOC119659264|XP_037923185.1|HILL	LOC120416575|XP_039434242.1|CPIP
OG0005074	LOC119649008|XP_037906881.1|HILL	LOC120416564|XP_039434229.1|CPIP
OG0005076	LOC119656263|XP_037918615.1|HILL	LOC120420080|XP_039438941.1|CPIP
OG0005077	LOC119649812|XP_037908071.1|HILL	LOC120417997|XP_039436176.1|CPIP, LOC120417970|XP_039436143.1|CPIP, LOC120425792|XP_039446335.1|CPIP, LOC120425802|XP_039446348.1|CPIP, LOC120425798|XP_039446343.1|CPIP, LOC120418004|XP_039436181.1|CPIP, LOC120417998|XP_039436177.1|CPIP
OG0005079	LOC119657248|XP_037919998.1|HILL	LOC120414138|XP_039431106.1|CPIP
OG0005080	LOC119648729|XP_037906472.1|HILL	LOC120418547|XP_039436913.1|CPIP
OG0005081	LOC119661287|XP_037926491.1|HILL	LOC120418527|XP_039436897.1|CPIP
OG0005082	LOC119647479|XP_037904350.1|HILL	LOC120418528|XP_039436899.1|CPIP
OG0005083	LOC119654996|XP_037916594.1|HILL	LOC120418530|XP_039436900.1|CPIP
OG0005084	LOC119647800|XP_037904938.1|HILL	LOC120426203|XP_039446841.1|CPIP, LOC120425234|XP_039445598.1|CPIP
OG0005085	LOC119649743|XP_037907959.1|HILL	LOC120426209|XP_039446849.1|CPIP, LOC120431432|XP_039452487.1|CPIP
OG0005086	LOC119661739|XP_037927133.1|HILL	LOC120426204|XP_039446847.1|CPIP, LOC120431430|XP_039452485.1|CPIP
OG0005087	LOC119647770|XP_037904869.1|HILL	LOC120431426|XP_039452480.1|CPIP
OG0005089	LOC119659571|XP_037923658.1|HILL	LOC120414481|XP_039431609.1|CPIP
OG0005090	LOC119654687|XP_037916125.1|HILL	LOC120432578|XP_039453744.1|CPIP
OG0005091	LOC119658460|XP_037921797.1|HILL	LOC120414463|XP_039431586.1|CPIP
OG0005092	LOC119650029|XP_037908436.1|HILL	LOC120426140|XP_039446791.1|CPIP
OG0005093	LOC119647914|XP_037905164.1|HILL	LOC120426135|XP_039446771.1|CPIP
OG0005094	LOC119647708|XP_037904723.1|HILL	LOC120417615|XP_039435663.1|CPIP
OG0005095	LOC119661561|XP_037926881.1|HILL	LOC120417605|XP_039435645.1|CPIP
OG0005096	LOC119650708|XP_037909640.1|HILL	LOC120417619|XP_039435667.1|CPIP
OG0005097	LOC119646415|XP_037902788.1|HILL	LOC120416046|XP_039433637.1|CPIP
OG0005098	LOC119650908|XP_037910060.1|HILL	LOC120416047|XP_039433639.1|CPIP
OG0005099	LOC119647282|XP_037904103.1|HILL	LOC120423595|XP_039443390.1|CPIP
OG0005100	LOC119647280|XP_037904101.1|HILL	LOC120423622|XP_039443424.1|CPIP
OG0005101	LOC119646170|XP_037902476.1|HILL	LOC120423604|XP_039443403.1|CPIP
