Orthogroup	HILL.longest_only	DANA.longest_only
OG0005305	LOC119646930|XP_037903542.1|HILL	LOC6495600|XP_001959180.1|DANA
OG0005306	LOC119651384|XP_037910891.1|HILL	LOC6497368|XP_001962228.1|DANA
OG0005307	LOC119651688|XP_037911320.1|HILL	LOC6497061|XP_014761510.1|DANA
OG0005308	LOC119650845|XP_037909918.1|HILL	LOC6496917|XP_001963144.1|DANA
OG0005309	LOC119654679|XP_037916110.1|HILL	LOC6497002|XP_032311104.1|DANA
OG0005310	LOC119647787|XP_037904906.1|HILL	LOC6498079|XP_014761965.1|DANA
OG0005311	LOC119646262|XP_037902592.1|HILL	LOC6497033|XP_001962880.1|DANA
OG0005312	LOC119646717|XP_037903224.1|HILL	LOC6498452|XP_032311296.1|DANA
OG0005313	LOC119647473|XP_037904343.1|HILL	LOC6496952|XP_001963068.1|DANA
OG0005314	LOC119656543|XP_037918831.1|HILL	LOC6498304|XP_001962501.1|DANA
OG0005315	LOC119656035|XP_037918233.1|HILL	LOC6497877|XP_001961629.3|DANA
OG0005316	LOC119661640|XP_037926996.1|HILL	LOC6495601|XP_014763364.1|DANA
OG0005317	LOC119657812|XP_037920850.1|HILL	LOC6506962|XP_001965286.1|DANA
OG0005318	LOC119652166|XP_037912040.1|HILL	LOC6498732|XP_001965864.3|DANA
OG0005319	LOC119653237|XP_037913764.1|HILL	LOC6497168|XP_001962635.1|DANA
OG0005320	LOC119650698|XP_037909612.1|HILL	LOC6497270|XP_001962426.2|DANA
OG0005321	LOC119656143|XP_037918403.1|HILL	LOC6496878|XP_001963222.1|DANA
OG0005322	LOC119654989|XP_037916581.1|HILL	LOC6498127|XP_001962133.1|DANA
OG0005323	LOC119651991|XP_037911836.1|HILL	LOC6505363|XP_032311047.1|DANA
OG0005324	LOC119651052|XP_037910306.1|HILL	LOC6505465|XP_001964926.1|DANA
OG0005325	LOC119651220|XP_037910603.1|HILL	LOC26515103|XP_014762401.1|DANA
OG0005326	LOC119652645|XP_037912821.1|HILL	LOC6505467|XP_001964927.1|DANA
OG0005327	LOC119652105|XP_037911971.1|HILL	LOC6504805|XP_032311164.1|DANA
OG0005328	LOC119657547|XP_037920427.1|HILL	LOC6500922|XP_001954168.1|DANA
OG0005329	LOC119649430|XP_037907506.1|HILL	LOC6493009|XP_001956844.1|DANA
OG0005330	LOC119649899|XP_037908221.1|HILL	LOC6507004|XP_001956845.1|DANA
OG0005331	LOC119658837|XP_037922508.1|HILL	LOC6503298|XP_001967567.1|DANA
OG0005332	LOC119647140|XP_037903861.1|HILL	LOC6497380|XP_001962202.1|DANA
OG0005333	LOC119651891|XP_037911644.1|HILL	LOC6497019|XP_001962919.1|DANA
OG0005334	LOC119646540|XP_037902939.1|HILL	LOC6498583|XP_001963111.1|DANA
OG0005335	LOC119646541|XP_037902941.1|HILL	LOC26514220|XP_014763991.1|DANA
OG0005336	LOC119646593|XP_037903015.1|HILL	LOC6494630|XP_001959981.1|DANA
OG0005337	LOC119656145|XP_037918406.1|HILL	LOC6494208|XP_001960746.2|DANA
OG0005338	LOC119653036|XP_037913415.1|HILL	LOC6496963|XP_001963045.2|DANA
OG0005339	LOC119653083|XP_037913503.1|HILL	LOC6496923|XP_001963134.3|DANA
OG0005340	LOC119652642|XP_037912816.1|HILL	LOC6498542|XP_001963029.1|DANA
OG0005341	LOC119655922|XP_037918018.1|HILL	LOC6495422|XP_001958814.1|DANA
OG0005342	LOC119650574|XP_037909322.1|HILL	LOC6506038|XP_001965087.1|DANA
OG0005343	LOC119660746|XP_037925402.1|HILL	LOC6496513|XP_001961050.1|DANA
OG0005344	LOC119655394|XP_037917199.1|HILL	LOC6495141|XP_001958970.3|DANA
OG0005345	LOC119652721|XP_037912942.1|HILL	LOC6498509|XP_001962969.1|DANA
OG0005346	LOC119648550|XP_037906248.1|HILL	LOC6497290|XP_032307626.1|DANA
OG0005347	LOC119656378|XP_037918724.1|HILL	LOC6507187|XP_032311064.1|DANA
OG0005348	LOC119646931|XP_037903544.1|HILL	LOC6496950|XP_001963076.2|DANA
OG0005349	LOC119656779|XP_037919294.1|HILL	LOC6496953|XP_001963067.1|DANA
OG0005350	LOC119651331|XP_037910804.1|HILL	LOC6497583|XP_001961769.1|DANA
OG0005351	LOC119650514|XP_037909291.1|HILL	LOC6493356|XP_001957587.1|DANA
OG0005352	LOC119653236|XP_037913753.1|HILL	LOC6498585|XP_014762190.1|DANA
OG0005353	LOC119654431|XP_037915760.1|HILL	LOC6495131|XP_001958987.3|DANA
OG0005354	LOC119650588|XP_037909356.1|HILL	LOC6497806|XP_032307517.1|DANA
OG0005355	LOC119652338|XP_037912287.1|HILL	LOC6503329|XP_001965397.2|DANA
OG0005356	LOC119652090|XP_037911957.1|HILL	LOC6507554|XP_001965395.1|DANA
OG0005357	LOC119658215|XP_037921410.1|HILL	LOC6505498|XP_014760503.1|DANA
OG0005358	LOC119651409|XP_037910929.1|HILL	LOC6497769|XP_001961406.1|DANA
OG0005359	LOC119650054|XP_037908474.1|HILL	LOC6494183|XP_001960815.1|DANA
OG0005360	LOC119648381|XP_037906043.1|HILL	LOC6493668|XP_001958191.1|DANA
OG0005361	LOC119650985|XP_037910179.1|HILL	LOC6496892|XP_032310898.1|DANA
OG0005362	LOC119651644|XP_037911247.1|HILL	LOC6496961|XP_001963050.1|DANA
OG0005363	LOC119652427|XP_037912479.1|HILL	LOC6497135|XP_001962686.1|DANA
OG0005364	LOC119646986|XP_037903626.1|HILL	LOC6495580|XP_001959136.1|DANA
OG0005365	LOC119655858|XP_037917910.1|HILL	LOC6498166|XP_032307394.1|DANA
OG0005366	LOC119646222|XP_037902537.1|HILL	LOC6498167|XP_001962221.2|DANA
OG0005367	LOC119649754|XP_037907978.1|HILL	LOC6497370|XP_001962223.1|DANA
OG0005368	LOC119660829|XP_037925619.1|HILL	LOC6499992|XP_032306527.1|DANA
OG0005369	LOC119646563|XP_037902970.1|HILL	LOC6498679|XP_001963309.1|DANA
OG0005370	LOC119652224|XP_037912100.1|HILL	LOC6497059|XP_001962835.2|DANA
OG0005371	LOC119652181|XP_037912053.1|HILL	LOC6498445|XP_001962833.1|DANA
OG0005372	LOC119653124|XP_037913578.1|HILL	LOC6505686|XP_001964457.1|DANA
OG0005373	LOC119652560|XP_037912695.1|HILL	LOC6498653|XP_032308663.1|DANA
OG0005374	LOC119646738|XP_037903244.1|HILL	LOC6497369|XP_001962225.1|DANA
OG0005375	LOC119646737|XP_037903243.1|HILL	LOC6498169|XP_001962224.2|DANA
OG0005376	LOC119656987|XP_037919651.1|HILL	LOC6503806|XP_001965245.2|DANA
OG0005377	LOC119654262|XP_037915458.1|HILL	LOC6507605|XP_001955990.1|DANA
OG0005378	LOC119652955|XP_037913278.1|HILL	LOC6497542|XP_001961863.3|DANA
OG0005379	LOC119651984|XP_037911827.1|HILL	LOC6497429|XP_001962101.2|DANA
OG0005380	LOC119653070|XP_037913478.1|HILL	LOC6497992|XP_001961852.2|DANA
OG0005382	LOC119646569|XP_037902980.1|HILL	LOC6506907|XP_014760582.1|DANA
OG0005383	LOC119648086|XP_037905507.1|HILL	LOC6493407|XP_032310777.1|DANA
OG0005384	LOC119659325|XP_037923287.1|HILL	LOC6499318|XP_001954881.1|DANA
OG0005385	LOC119660827|XP_037925615.1|HILL	LOC6495522|XP_001959031.1|DANA
OG0005386	LOC119647233|XP_037904017.1|HILL	LOC6494143|XP_014762648.1|DANA
OG0005387	LOC119651414|XP_037910936.1|HILL	LOC6500845|XP_032305746.1|DANA
OG0005388	LOC119646258|XP_037902589.1|HILL	LOC6498320|XP_001962532.1|DANA
OG0005389	LOC119656938|XP_037919570.1|HILL	LOC6506002|XP_001965063.1|DANA
OG0005390	LOC119646335|XP_037902725.1|HILL	LOC6498523|XP_001962990.1|DANA
OG0005391	LOC119646511|XP_037902935.1|HILL	LOC6498521|XP_001962988.1|DANA
OG0005392	LOC119660997|XP_037926024.1|HILL	LOC6497920|XP_001961713.1|DANA
OG0005393	LOC119650629|XP_037909465.1|HILL	LOC6500867|XP_001954068.1|DANA
OG0005394	LOC119650089|XP_037908530.1|HILL	LOC6497921|XP_001961715.1|DANA
OG0005395	LOC119659737|XP_037923927.1|HILL	LOC6497873|XP_001961618.1|DANA
OG0005396	LOC119654364|XP_037915641.1|HILL	LOC6498081|XP_001962045.1|DANA
OG0005397	LOC119646847|XP_037903396.1|HILL	LOC6498080|XP_001962044.1|DANA
OG0005398	LOC119655264|XP_037916990.1|HILL	LOC6500035|XP_001953349.2|DANA
OG0005399	LOC119646246|XP_037902568.1|HILL	LOC6495427|XP_032306827.1|DANA
OG0005400	LOC119646919|XP_037903521.1|HILL	LOC6495567|XP_032306577.1|DANA
OG0005401	LOC119656809|XP_037919358.1|HILL	LOC6497457|XP_001962033.1|DANA
OG0005402	LOC119661647|XP_037927007.1|HILL	LOC6498076|XP_001962035.1|DANA
OG0005403	LOC119646621|XP_037903057.1|HILL	LOC6497454|XP_001962040.1|DANA
OG0005404	LOC119646943|XP_037903560.1|HILL	LOC6498078|XP_001962039.1|DANA
OG0005405	LOC119661428|XP_037926701.1|HILL	LOC6495856|XP_001959716.1|DANA
OG0005406	LOC119661331|XP_037926560.1|HILL	LOC6495004|XP_001959237.2|DANA
OG0005407	LOC119654173|XP_037915287.1|HILL	LOC6494184|XP_001960809.1|DANA
OG0005408	LOC119646556|XP_037902961.1|HILL	LOC6498512|XP_032311268.1|DANA
OG0005409	LOC119646889|XP_037903453.1|HILL	LOC6505488|XP_001964941.2|DANA
OG0005410	LOC119661774|XP_037927176.1|HILL	LOC6498519|XP_001962986.1|DANA
OG0005411	LOC119656478|XP_037918733.1|HILL	LOC6495704|XP_001959406.1|DANA
OG0005412	LOC119661694|XP_037927068.1|HILL	LOC6495711|XP_001959417.1|DANA
OG0005413	LOC119646464|XP_037902841.1|HILL	LOC6495773|XP_001959544.1|DANA
OG0005414	LOC119657952|XP_037921082.1|HILL	LOC6503029|XP_001963378.1|DANA
OG0005415	LOC119655934|XP_037918047.1|HILL, LOC119660720|XP_037925296.1|HILL	LOC6502271|XP_032309375.1|DANA
OG0005416	LOC119660974|XP_037925977.1|HILL	LOC6494577|XP_001960069.1|DANA
OG0005417	LOC119650980|XP_037910170.1|HILL	LOC6497619|XP_001961699.1|DANA
OG0005418	LOC119650979|XP_037910169.1|HILL	LOC6498161|XP_001962208.1|DANA
OG0005419	LOC119651754|XP_037911419.1|HILL	LOC6498595|XP_001963128.1|DANA
OG0005420	LOC119652570|XP_037912712.1|HILL	LOC6498238|XP_001962366.1|DANA
OG0005421	LOC119652112|XP_037911980.1|HILL	LOC6498301|XP_032307611.1|DANA
OG0005422	LOC119655932|XP_037918043.1|HILL	LOC6501820|XP_001966861.1|DANA
OG0005423	LOC119652599|XP_037912755.1|HILL	LOC6505412|XP_001964884.1|DANA
OG0005424	LOC119656074|XP_037918287.1|HILL	LOC6495589|XP_001959155.1|DANA
OG0005425	LOC119658439|XP_037921770.1|HILL	LOC6502031|XP_032308622.1|DANA
OG0005426	LOC119649251|XP_037907250.1|HILL	LOC6495933|XP_001959877.1|DANA
OG0005427	LOC119653128|XP_037913584.1|HILL	LOC6498026|XP_001961918.1|DANA
OG0005428	LOC119661030|XP_037926118.1|HILL	LOC6497338|XP_001962294.1|DANA
OG0005429	LOC119651246|XP_037910654.1|HILL	LOC6504207|XP_001965155.1|DANA
OG0005430	LOC119651997|XP_037911848.1|HILL	LOC6506339|XP_032310996.1|DANA
OG0005431	LOC119652223|XP_037912099.1|HILL	LOC6504194|XP_032311252.1|DANA
OG0005432	LOC119651624|XP_037911214.1|HILL	LOC6505413|XP_001966910.2|DANA
OG0005433	LOC119646327|XP_037902680.1|HILL	LOC6495959|XP_001959934.1|DANA
OG0005434	LOC119651786|XP_037911472.1|HILL	LOC6496696|XP_032309174.1|DANA
OG0005435	LOC119651275|XP_037910708.1|HILL	LOC26514146|XP_032309149.1|DANA
OG0005436	LOC119651396|XP_037910905.1|HILL	LOC6505391|XP_001966904.2|DANA
OG0005437	LOC119659891|XP_037924141.1|HILL	LOC6499863|XP_001953747.1|DANA
OG0005438	LOC119647222|XP_037903981.1|HILL	LOC6497884|XP_001961644.1|DANA
OG0005439	LOC119661359|XP_037926596.1|HILL	LOC6500171|XP_032305776.1|DANA
OG0005440	LOC119647081|XP_037903766.1|HILL	LOC6497850|XP_001961568.2|DANA
OG0005441	LOC119657186|XP_037919908.1|HILL	LOC6498459|XP_001962870.1|DANA
OG0005442	LOC119646481|XP_037902862.1|HILL	LOC6498073|XP_001962025.1|DANA
OG0005443	LOC119646559|XP_037902965.1|HILL	LOC6498570|XP_001963090.2|DANA
OG0005444	LOC119646166|XP_037902470.1|HILL	LOC6507456|XP_001965382.1|DANA
OG0005445	LOC119661108|XP_037926232.1|HILL	LOC6498625|XP_001963180.1|DANA
OG0005447	LOC119647191|XP_037903930.1|HILL	LOC6506243|XP_001965141.1|DANA
OG0005448	LOC119651901|XP_037911654.1|HILL	LOC6494735|XP_001959760.1|DANA
OG0005449	LOC119653570|XP_037914226.1|HILL	LOC6502717|XP_001963655.1|DANA
OG0005450	LOC119652062|XP_037911930.1|HILL	LOC6499232|XP_001955056.1|DANA
OG0005452	LOC119647246|XP_037904048.1|HILL	LOC6494185|XP_014762663.1|DANA
OG0005453	LOC119651183|XP_037910542.1|HILL	LOC6501207|XP_001954764.1|DANA
OG0005454	LOC119654712|XP_037916163.1|HILL	LOC6498478|XP_001962905.1|DANA
OG0005455	LOC119652415|XP_037912461.1|HILL	LOC6496472|XP_001960971.1|DANA
OG0005456	LOC119651529|XP_037911089.1|HILL	LOC6497525|XP_001961905.1|DANA
OG0005457	LOC119652309|XP_037912248.1|HILL	LOC6498022|XP_014761931.1|DANA
OG0005458	LOC119647455|XP_037904317.1|HILL	LOC6507017|XP_014760592.1|DANA
OG0005459	LOC119657539|XP_037920413.1|HILL	LOC6504219|XP_001965136.1|DANA
OG0005460	LOC119646902|XP_037903498.1|HILL	LOC6497571|XP_001961793.1|DANA
OG0005461	LOC119651211|XP_037910590.1|HILL	LOC6497516|XP_001961923.1|DANA
OG0005462	LOC119651521|XP_037911079.1|HILL	LOC6497515|XP_001961925.1|DANA
OG0005463	LOC119651915|XP_037911672.1|HILL	LOC6507244|XP_001956401.1|DANA
OG0005464	LOC119653228|XP_037913743.1|HILL	LOC6497517|XP_001961922.1|DANA
OG0005465	LOC119650592|XP_037909367.1|HILL	LOC6498023|XP_032307301.1|DANA
OG0005466	LOC119652978|XP_037913316.1|HILL	LOC6498020|XP_032307431.1|DANA
OG0005467	LOC119659295|XP_037923235.1|HILL	LOC6499491|XP_001954523.1|DANA
OG0005468	LOC119661730|XP_037927125.1|HILL	LOC6497447|XP_001962058.1|DANA
OG0005469	LOC119661372|XP_037926618.1|HILL	LOC6497506|XP_001961943.1|DANA
OG0005470	LOC119661371|XP_037926617.1|HILL	LOC6497505|XP_001961945.1|DANA
OG0005471	LOC119661553|XP_037926871.1|HILL	LOC6498182|XP_032307601.1|DANA, LOC6497359|XP_001962250.2|DANA
OG0005472	LOC119647388|XP_037904207.1|HILL	LOC6498181|XP_032307603.1|DANA
OG0005473	LOC119657346|XP_037920151.1|HILL	LOC6497567|XP_001961799.1|DANA
OG0005474	LOC119647057|XP_037903741.1|HILL	LOC6506073|XP_032311025.1|DANA
OG0005475	LOC119651520|XP_037911082.1|HILL	LOC6504240|XP_001965106.1|DANA
OG0005476	LOC119654790|XP_037916266.1|HILL	LOC6502507|XP_001960988.2|DANA
OG0005477	LOC119652425|XP_037912476.1|HILL	LOC6507197|XP_032310795.1|DANA
OG0005478	LOC119658633|XP_037922084.1|HILL	LOC6506701|XP_001965228.1|DANA
OG0005479	LOC119657193|XP_037919929.1|HILL	LOC6503907|XP_001965227.2|DANA
OG0005480	LOC119657203|XP_037919941.1|HILL	LOC6506690|XP_001965225.1|DANA
OG0005481	LOC119657575|XP_037920472.1|HILL	LOC6497489|XP_001961976.1|DANA
OG0005482	LOC119655307|XP_037917068.1|HILL	LOC6497491|XP_032307461.1|DANA
OG0005483	LOC119646331|XP_037902683.1|HILL	LOC6501071|XP_001954505.1|DANA
OG0005484	LOC119646196|XP_037902507.1|HILL	LOC6497348|XP_001962269.1|DANA
OG0005485	LOC119646512|XP_037902895.1|HILL	LOC6494059|XP_032306258.1|DANA
OG0005486	LOC119647250|XP_037904056.1|HILL	LOC6495574|XP_001959123.1|DANA
OG0005487	LOC119660700|XP_037925267.1|HILL	LOC6497953|XP_001961787.1|DANA
OG0005488	LOC119661682|XP_037927049.1|HILL	LOC6497952|XP_001961786.1|DANA
OG0005489	LOC119661697|XP_037927071.1|HILL	LOC6497972|XP_001961821.1|DANA
OG0005490	LOC119653558|XP_037914202.1|HILL	LOC6497971|XP_001961820.1|DANA
OG0005491	LOC119647497|XP_037904384.1|HILL	LOC6496841|XP_014761392.1|DANA
OG0005492	LOC119646810|XP_037903339.1|HILL	LOC6497413|XP_001962134.1|DANA
OG0005493	LOC119651911|XP_037911665.1|HILL	LOC6498283|XP_032307694.1|DANA
OG0005494	LOC119661402|XP_037926659.1|HILL	LOC6496136|XP_001960316.1|DANA
OG0005495	LOC119659568|XP_037923649.1|HILL	LOC6494380|XP_001960430.3|DANA
OG0005496	LOC119647274|XP_037904093.1|HILL	LOC6500768|XP_014766706.1|DANA
OG0005497	LOC119648029|XP_037905381.1|HILL	LOC6498261|XP_001962419.1|DANA
OG0005498	LOC119646726|XP_037903234.1|HILL	LOC6497273|XP_001962420.1|DANA
OG0005499	LOC119647316|XP_037904171.1|HILL	LOC6497271|XP_001962423.1|DANA
OG0005500	LOC119647318|XP_037904173.1|HILL	LOC6498264|XP_001962424.1|DANA
OG0005501	LOC119657241|XP_037919987.1|HILL	LOC6497513|XP_001961928.1|DANA
OG0005502	LOC119646584|XP_037903006.1|HILL	LOC6498029|XP_001961927.1|DANA
OG0005503	LOC119652351|XP_037912342.1|HILL	LOC6497586|XP_032307776.1|DANA
OG0005504	LOC119661333|XP_037926563.1|HILL	LOC6503512|XP_001965299.1|DANA
OG0005506	LOC119647086|XP_037903778.1|HILL	LOC6497378|XP_001962207.1|DANA
OG0005507	LOC119661140|XP_037926269.1|HILL	LOC6507125|XP_001965314.3|DANA
OG0005508	LOC119646805|XP_037903326.1|HILL	LOC6496886|XP_001963208.1|DANA
OG0005509	LOC119651569|XP_037911134.1|HILL	LOC6497443|XP_001962063.1|DANA
OG0005510	LOC119650815|XP_037909881.1|HILL	LOC116656088|XP_032311432.1|DANA
OG0005511	LOC119655562|XP_037917421.1|HILL	LOC6504609|XP_001966533.2|DANA
OG0005512	LOC119651273|XP_037910706.1|HILL	LOC6501623|XP_014767135.1|DANA
OG0005513	LOC119648193|XP_037905716.1|HILL	LOC6502196|XP_001966053.1|DANA
OG0005514	LOC119652459|XP_037912551.1|HILL	LOC6500844|XP_001954024.1|DANA
OG0005515	LOC119654506|XP_037915873.1|HILL	LOC6494331|XP_001960521.1|DANA
OG0005516	LOC119654500|XP_037915860.1|HILL	LOC6498581|XP_001963108.1|DANA
OG0005517	LOC119650830|XP_037909895.1|HILL	LOC6497230|XP_032307479.1|DANA
OG0005518	LOC119646824|XP_037903371.1|HILL	LOC6497313|XP_001962338.2|DANA
OG0005519	LOC119661119|XP_037926242.1|HILL	LOC6495149|XP_001958956.1|DANA
OG0005520	LOC119651631|XP_037911223.1|HILL	LOC6496894|XP_001963194.1|DANA
OG0005521	LOC119655622|XP_037917522.1|HILL	LOC6496895|XP_001963192.1|DANA
OG0005522	LOC119661285|XP_037926489.1|HILL	LOC6507191|XP_001956515.2|DANA
OG0005523	LOC119661248|XP_037926415.1|HILL	LOC6503763|XP_001965250.1|DANA
OG0005524	LOC119646315|XP_037902663.1|HILL	LOC6497772|XP_014761813.1|DANA
OG0005525	LOC119660839|XP_037925645.1|HILL	LOC6498048|XP_001961966.2|DANA
OG0005526	LOC119646405|XP_037902777.1|HILL	LOC6496941|XP_001963087.1|DANA
OG0005527	LOC119660986|XP_037925999.1|HILL	LOC26515324|XP_032308630.1|DANA
OG0005528	LOC119661637|XP_037926988.1|HILL	LOC6498665|XP_001963273.1|DANA
OG0005529	LOC119650714|XP_037909652.1|HILL	LOC6497146|XP_032311092.1|DANA
OG0005530	LOC119651714|XP_037911362.1|HILL	LOC6497727|XP_032307503.1|DANA
OG0005531	LOC119647578|XP_037904513.1|HILL	LOC6493150|XP_001957152.1|DANA
OG0005532	LOC119653134|XP_037913594.1|HILL	LOC6497680|XP_032307690.1|DANA
OG0005533	LOC119653843|XP_037914819.1|HILL	LOC6502734|XP_001967337.1|DANA
OG0005534	LOC119657210|XP_037919948.1|HILL	LOC6507668|XP_001956116.1|DANA
OG0005535	LOC119647248|XP_037904052.1|HILL	LOC6497423|XP_001962117.1|DANA
OG0005536	LOC119661379|XP_037926626.1|HILL	LOC6497596|XP_001961740.2|DANA
OG0005538	LOC119646617|XP_037903051.1|HILL	LOC6497665|XP_032307729.1|DANA
OG0005539	LOC119646371|XP_037902735.1|HILL	LOC6497470|XP_001962017.1|DANA
OG0005540	LOC119649400|XP_037907456.1|HILL	LOC6497691|XP_001961558.2|DANA
OG0005541	LOC119650106|XP_037908558.1|HILL	LOC6503426|XP_001965318.1|DANA
OG0005542	LOC119660742|XP_037925376.1|HILL	LOC6506548|XP_001957673.2|DANA
OG0005543	LOC119650693|XP_037909597.1|HILL	LOC6498648|XP_014762217.1|DANA
OG0005544	LOC119651880|XP_037911624.1|HILL	LOC6503362|XP_032311439.1|DANA
OG0005545	LOC119646324|XP_037902672.1|HILL	LOC6497588|XP_001961756.1|DANA
OG0005546	LOC119650636|XP_037909487.1|HILL	LOC6506786|XP_001965251.1|DANA
OG0005547	LOC119657357|XP_037920161.1|HILL	LOC6497452|XP_001962043.3|DANA
OG0005548	LOC119661500|XP_037926795.1|HILL	LOC6497455|XP_001962038.1|DANA
OG0005549	LOC119661209|XP_037926360.1|HILL	LOC6497456|XP_001962036.1|DANA
OG0005550	LOC119647202|XP_037903946.1|HILL	LOC6498326|XP_032307302.1|DANA
OG0005551	LOC119650777|XP_037909816.1|HILL	LOC6493987|XP_001961195.1|DANA
OG0005552	LOC119650770|XP_037909805.1|HILL	LOC6496582|XP_001961196.1|DANA
OG0005553	LOC119649148|XP_037907090.1|HILL	LOC6507039|XP_001965298.1|DANA
OG0005554	LOC119647262|XP_037904072.1|HILL	LOC6497833|XP_032307658.1|DANA
OG0005555	LOC119653258|XP_037917587.1|HILL	LOC6497866|XP_001961598.1|DANA
OG0005556	LOC119646121|XP_037906169.1|HILL	LOC6497674|XP_001961597.1|DANA
OG0005557	LOC119655753|XP_037917738.1|HILL	LOC6503556|XP_001965290.1|DANA
OG0005558	LOC119647302|XP_037904132.1|HILL	LOC6501966|XP_032308183.1|DANA
OG0005559	LOC119658355|XP_037921645.1|HILL	LOC6497379|XP_001962205.1|DANA
OG0005560	LOC119650689|XP_037909586.1|HILL	LOC6506995|XP_001965291.1|DANA
OG0005561	LOC119661303|XP_037926520.1|HILL	LOC6504963|XP_001965727.1|DANA
OG0005562	LOC119656555|XP_037918859.1|HILL	LOC6497239|XP_014761572.1|DANA
OG0005563	LOC119660880|XP_037925723.1|HILL	LOC6504554|XP_032312053.1|DANA
OG0005564	LOC119652983|XP_037913335.1|HILL	LOC6496949|XP_014761441.1|DANA
OG0005565	LOC119646553|XP_037902959.1|HILL	LOC6497919|XP_014761892.1|DANA
OG0005566	LOC119661559|XP_037926878.1|HILL	LOC6497614|XP_001961712.1|DANA
OG0005567	LOC119652047|XP_037911910.1|HILL	LOC6505693|XP_001964442.2|DANA
OG0005568	LOC119661735|XP_037927129.1|HILL	LOC6504213|XP_001965143.1|DANA
OG0005569	LOC119651309|XP_037910763.1|HILL	LOC6498116|XP_001962106.3|DANA
OG0005570	LOC119646448|XP_037902828.1|HILL	LOC6497558|XP_001961822.2|DANA
OG0005571	LOC119655241|XP_037916954.1|HILL	LOC6496153|XP_032307139.1|DANA
OG0005572	LOC119657478|XP_037920329.1|HILL	LOC6494961|XP_001959322.1|DANA
OG0005573	LOC119653788|XP_037914719.1|HILL	LOC6500860|XP_032305984.1|DANA
OG0005574	LOC119660712|XP_037925283.1|HILL	LOC6494573|XP_032307290.1|DANA
OG0005575	LOC119659769|XP_037923956.1|HILL	LOC6500316|XP_001952959.2|DANA
OG0005576	LOC119660947|XP_037925884.1|HILL	LOC6494721|XP_001959797.1|DANA
OG0005577	LOC119647520|XP_037904416.1|HILL	LOC6506327|XP_001958090.1|DANA
OG0005578	LOC119649918|XP_037908248.1|HILL	LOC6507108|XP_001956658.2|DANA
OG0005579	LOC119649919|XP_037908251.1|HILL	LOC26515581|XP_014765746.1|DANA
OG0005580	LOC119649472|XP_037907557.1|HILL	LOC6493724|XP_001958311.1|DANA
OG0005581	LOC119653747|XP_037914601.1|HILL	LOC6503023|XP_032308984.1|DANA
OG0005582	LOC119647557|XP_037904477.1|HILL	LOC6493798|XP_001958459.2|DANA
OG0005583	LOC119649686|XP_037907876.1|HILL	LOC6493039|XP_001956921.1|DANA
OG0005584	LOC119654943|XP_037916527.1|HILL	LOC6498211|XP_001962307.2|DANA
OG0005585	LOC119660026|XP_037924331.1|HILL	LOC6500441|XP_001953218.1|DANA
OG0005586	LOC119659706|XP_037923887.1|HILL	LOC6503459|XP_001967521.2|DANA
OG0005587	LOC119660256|XP_037924638.1|HILL	LOC6496877|XP_001963225.1|DANA
OG0005588	LOC119658763|XP_037922384.1|HILL	LOC6493525|XP_032309824.1|DANA
OG0005589	LOC119658771|XP_037922395.1|HILL	LOC6499371|XP_001954769.1|DANA
OG0005590	LOC119657166|XP_037919884.1|HILL	LOC6493935|XP_001961291.1|DANA
OG0005591	LOC119660300|XP_037924701.1|HILL	LOC6505256|XP_001965636.2|DANA
OG0005592	LOC119659453|XP_037923466.1|HILL	LOC6499856|XP_001953766.1|DANA
OG0005593	LOC119650335|XP_037908918.1|HILL	LOC6507476|XP_001955934.1|DANA
OG0005594	LOC119650334|XP_037908917.1|HILL	LOC6507422|XP_001956045.1|DANA
OG0005595	LOC119650333|XP_037908916.1|HILL	LOC6507633|XP_001956044.2|DANA
OG0005596	LOC119649270|XP_037907287.1|HILL	LOC6507465|XP_001955957.1|DANA
OG0005597	LOC119660153|XP_037924483.1|HILL	LOC6505638|XP_014760740.1|DANA
OG0005598	LOC119659410|XP_037923410.1|HILL	LOC6501568|XP_001955491.1|DANA
OG0005599	LOC119652547|XP_037912682.1|HILL	LOC6495657|XP_001959320.1|DANA
OG0005600	LOC119649115|XP_037907043.1|HILL	LOC6500502|XP_001953355.1|DANA
OG0005601	LOC119653662|XP_037914420.1|HILL	LOC6502925|XP_001963577.1|DANA
OG0005602	LOC119660284|XP_037924683.1|HILL	LOC6499303|XP_001954910.1|DANA
OG0005603	LOC119655015|XP_037916615.1|HILL	LOC6495168|XP_001958922.3|DANA
OG0005604	LOC119653455|XP_037913992.1|HILL	LOC6495474|XP_001958924.3|DANA
OG0005605	LOC119653711|XP_037914520.1|HILL	LOC6495689|XP_014763457.1|DANA
OG0005606	LOC119656843|XP_037919424.1|HILL	LOC6506106|XP_001965115.1|DANA
OG0005607	LOC119658762|XP_037922383.1|HILL	LOC6500935|XP_001954202.1|DANA
OG0005608	LOC119660542|XP_037925103.1|HILL	LOC6500936|XP_001954205.1|DANA
OG0005609	LOC119660853|XP_037925676.1|HILL	LOC6507015|XP_001956819.1|DANA
OG0005610	LOC119660304|XP_037924706.1|HILL	LOC6507724|XP_001956224.1|DANA
OG0005611	LOC119647505|XP_037904388.1|HILL	LOC6506839|XP_001957140.2|DANA
