Orthogroup	HILL.longest_only	DSEC.longest_only
OG0003388	LOC119652841|XP_037913106.1|HILL	LOC6618002|XP_002042310.1|DSEC
OG0003389	LOC119652216|XP_037912086.1|HILL	LOC6618858|XP_002043106.1|DSEC
OG0003390	LOC119652241|XP_037912143.1|HILL	LOC6620508|XP_002044713.1|DSEC
OG0003391	LOC119653221|XP_037913725.1|HILL	LOC6616765|XP_002041102.2|DSEC
OG0003392	LOC119651536|XP_037911096.1|HILL	LOC6616854|XP_002041190.2|DSEC
OG0003393	LOC119657035|XP_037919716.1|HILL	LOC6612698|XP_002037201.1|DSEC
OG0003394	LOC119657515|XP_037920384.1|HILL	LOC6614349|XP_002038788.1|DSEC
OG0003395	LOC119658247|XP_037921450.1|HILL	LOC6614340|XP_002038779.1|DSEC
OG0003396	LOC119656733|XP_037919202.1|HILL	LOC6612602|XP_032576168.1|DSEC
OG0003397	LOC119651005|XP_037910221.1|HILL	LOC6607519|XP_032578540.1|DSEC
OG0003398	LOC119651471|XP_037911007.1|HILL	LOC6607285|XP_002032064.1|DSEC
OG0003399	LOC119651472|XP_037911008.1|HILL	LOC6619650|XP_002043865.1|DSEC
OG0003400	LOC119651045|XP_037910295.1|HILL	LOC6619675|XP_032576914.1|DSEC
OG0003401	LOC119652386|XP_037912414.1|HILL	LOC6607388|XP_032576313.1|DSEC
OG0003402	LOC119652290|XP_037912215.1|HILL	LOC6607379|XP_002032152.1|DSEC
OG0003403	LOC119651554|XP_037911115.1|HILL	LOC6618831|XP_002043080.2|DSEC
OG0003404	LOC119657504|XP_037920367.1|HILL	LOC6606495|XP_002031296.1|DSEC
OG0003405	LOC119651967|XP_037911783.1|HILL	LOC6608560|XP_002033294.1|DSEC
OG0003406	LOC119651036|XP_037910281.1|HILL	LOC6618727|XP_032578979.1|DSEC
OG0003407	LOC119651037|XP_037910282.1|HILL	LOC6621514|XP_002045657.1|DSEC
OG0003408	LOC119651966|XP_037911781.1|HILL	LOC6606344|XP_002031149.2|DSEC
OG0003409	LOC119650597|XP_037909380.1|HILL	LOC6607365|XP_032578102.1|DSEC
OG0003410	LOC119651270|XP_037910698.1|HILL	LOC6607401|XP_032577902.1|DSEC
OG0003411	LOC119660553|XP_037925122.1|HILL	LOC6616922|XP_002041252.1|DSEC
OG0003412	LOC119659878|XP_037924125.1|HILL	LOC6612639|XP_032577710.1|DSEC
OG0003413	LOC119652962|XP_037913286.1|HILL	LOC6613799|XP_002038268.2|DSEC
OG0003414	LOC119650764|XP_037909792.1|HILL	LOC6605681|XP_002030497.1|DSEC
OG0003415	LOC119652479|XP_037912580.1|HILL	LOC116802165|XP_032581461.1|DSEC
OG0003416	LOC119652004|XP_037911862.1|HILL	LOC6620055|XP_002044267.2|DSEC
OG0003417	LOC119652831|XP_037913088.1|HILL	LOC6607617|XP_032577005.1|DSEC
OG0003418	LOC119650799|XP_037909865.1|HILL	LOC6606641|XP_002031442.1|DSEC
OG0003419	LOC119652533|XP_037912663.1|HILL	LOC6620033|XP_002044245.1|DSEC
OG0003420	LOC119651963|XP_037911753.1|HILL	LOC6620034|XP_002044246.1|DSEC
OG0003421	LOC119650601|XP_037909386.1|HILL	LOC6612660|XP_002037164.1|DSEC
OG0003422	LOC119651549|XP_037911110.1|HILL	LOC6612659|XP_002037163.1|DSEC
OG0003423	LOC119646828|XP_037903375.1|HILL	LOC6609675|XP_032570743.1|DSEC
OG0003424	LOC119657716|XP_037920687.1|HILL	LOC6607651|XP_002032416.1|DSEC
OG0003425	LOC119657583|XP_037920490.1|HILL	LOC6607333|XP_002032106.1|DSEC
OG0003426	LOC119657285|XP_037920058.1|HILL	LOC6613723|XP_032578530.1|DSEC
OG0003427	LOC119658063|XP_037921244.1|HILL	LOC6613732|XP_002038202.1|DSEC
OG0003428	LOC119648404|XP_037906074.1|HILL	LOC6606132|XP_002030940.2|DSEC
OG0003429	LOC119655193|XP_037916890.1|HILL	LOC6615757|XP_002040128.1|DSEC
OG0003430	LOC119660898|XP_037925762.1|HILL	LOC6620281|XP_002044485.1|DSEC
OG0003431	LOC119659016|XP_037922831.1|HILL	LOC6613860|XP_032576194.1|DSEC
OG0003432	LOC119651868|XP_037911603.1|HILL	LOC6607701|XP_002032465.2|DSEC
OG0003433	LOC119651061|XP_037910321.1|HILL	LOC6612766|XP_032576980.1|DSEC
OG0003434	LOC119658515|XP_037921916.1|HILL	LOC6620481|XP_002044690.1|DSEC
OG0003435	LOC119652916|XP_037913226.1|HILL	LOC6617100|XP_002041427.1|DSEC
OG0003436	LOC119660214|XP_037924578.1|HILL	LOC6614004|XP_002038458.2|DSEC
OG0003437	LOC119659014|XP_037922826.1|HILL	LOC6614002|XP_032578197.1|DSEC
OG0003438	LOC119659337|XP_037923307.1|HILL	LOC6614005|XP_002038459.2|DSEC
OG0003439	LOC119650889|XP_037909992.1|HILL	LOC6607695|XP_032578038.1|DSEC
OG0003440	LOC119651223|XP_037910606.1|HILL	LOC6619540|XP_032578615.1|DSEC
OG0003441	LOC119652208|XP_037912076.1|HILL	LOC6611273|XP_002035828.1|DSEC
OG0003442	LOC119657660|XP_037920615.1|HILL	LOC6607148|XP_002031934.1|DSEC
OG0003443	LOC119652006|XP_037911864.1|HILL	LOC6610517|XP_032575383.1|DSEC
OG0003444	LOC119649316|XP_037907346.1|HILL	LOC6619433|XP_002043648.2|DSEC
OG0003445	LOC119657969|XP_037921107.1|HILL	LOC6619750|XP_032581135.1|DSEC
OG0003446	LOC119657721|XP_037920692.1|HILL	LOC6620009|XP_032580907.1|DSEC
OG0003447	LOC119660861|XP_037925684.1|HILL	LOC6620099|XP_032579673.1|DSEC
OG0003448	LOC119659842|XP_037924068.1|HILL	LOC6613788|XP_002038257.1|DSEC
OG0003449	LOC119660233|XP_037924607.1|HILL	LOC6616799|XP_002041136.1|DSEC
OG0003451	LOC119657862|XP_037920915.1|HILL	LOC6620059|XP_002044271.1|DSEC
OG0003452	LOC119651808|XP_037911524.1|HILL	LOC6620060|XP_002044272.1|DSEC
OG0003453	LOC119659361|XP_037923340.1|HILL	LOC6611116|XP_002035673.1|DSEC
OG0003454	LOC119650117|XP_037908570.1|HILL	LOC6613170|XP_002037651.1|DSEC
OG0003455	LOC119652490|XP_037912600.1|HILL	LOC6606953|XP_002031746.1|DSEC
OG0003456	LOC119660738|XP_037925366.1|HILL	LOC6615383|XP_002039765.1|DSEC
OG0003457	LOC119660350|XP_037924774.1|HILL	LOC6613894|XP_002038360.1|DSEC
OG0003458	LOC119659037|XP_037922860.1|HILL	LOC6616690|XP_032577000.1|DSEC
OG0003459	LOC119659655|XP_037923791.1|HILL	LOC6606758|XP_002031555.1|DSEC
OG0003460	LOC119647801|XP_037904945.1|HILL	LOC6607554|XP_002032323.1|DSEC
OG0003461	LOC119659646|XP_037923776.1|HILL	LOC6614001|XP_002038455.1|DSEC
OG0003462	LOC119653233|XP_037913750.1|HILL	LOC6610885|XP_002035448.1|DSEC
OG0003463	LOC119657457|XP_037920300.1|HILL	LOC6606414|XP_002031218.1|DSEC
OG0003464	LOC119657069|XP_037919751.1|HILL	LOC6616776|XP_032577336.1|DSEC
OG0003465	LOC119659382|XP_037923370.1|HILL	LOC6616798|XP_002041135.1|DSEC
OG0003466	LOC119652806|XP_037913058.1|HILL	LOC6619621|XP_002043836.1|DSEC
OG0003467	LOC119650628|XP_037909462.1|HILL	LOC6606405|XP_002031209.1|DSEC
OG0003468	LOC119653241|XP_037913768.1|HILL	LOC6619538|XP_002043753.1|DSEC
OG0003469	LOC119650622|XP_037909440.1|HILL	LOC6612795|XP_002037296.1|DSEC
OG0003470	LOC119652260|XP_037912169.1|HILL	LOC6606427|XP_032578660.1|DSEC
OG0003471	LOC119661386|XP_037926636.1|HILL	LOC6614572|XP_002039000.1|DSEC
OG0003472	LOC119654164|XP_037915258.1|HILL	LOC6611896|XP_032574131.1|DSEC
OG0003473	LOC119653239|XP_037913766.1|HILL	LOC6612054|XP_002036571.1|DSEC
OG0003474	LOC119651139|XP_037910462.1|HILL	LOC6620703|XP_032578826.1|DSEC
OG0003475	LOC119651746|XP_037911404.1|HILL	LOC6619221|XP_032579648.1|DSEC
OG0003476	LOC119661006|XP_037926063.1|HILL	LOC6620117|XP_002044329.2|DSEC
OG0003477	LOC119651004|XP_037910218.1|HILL	LOC6606498|XP_002031299.1|DSEC
OG0003478	LOC119651335|XP_037910809.1|HILL	LOC6606643|XP_032576965.1|DSEC
OG0003479	LOC119651586|XP_037911154.1|HILL	LOC6607115|XP_002031903.1|DSEC
OG0003480	LOC119651680|XP_037911307.1|HILL	LOC6614095|XP_002038549.1|DSEC
OG0003481	LOC119651469|XP_037911005.1|HILL	LOC6614094|XP_002038548.1|DSEC
OG0003482	LOC119652965|XP_037913291.1|HILL	LOC6614093|XP_032578413.1|DSEC
OG0003484	LOC119659443|XP_037923456.1|HILL	LOC6607308|XP_032578656.1|DSEC
OG0003485	LOC119652408|XP_037912449.1|HILL	LOC6606553|XP_002031354.1|DSEC
OG0003486	LOC119652568|XP_037912709.1|HILL	LOC6606555|XP_002031356.1|DSEC
OG0003487	LOC119653066|XP_037913472.1|HILL	LOC6612665|XP_002037169.1|DSEC
OG0003488	LOC119653262|XP_037913797.1|HILL	LOC6618689|XP_032576991.1|DSEC
OG0003489	LOC119650702|XP_037909618.1|HILL	LOC6607126|XP_002031914.2|DSEC
OG0003490	LOC119653039|XP_037913423.1|HILL	LOC6619106|XP_002043346.2|DSEC
OG0003491	LOC119652845|XP_037913110.1|HILL	LOC6617178|XP_032577811.1|DSEC
OG0003492	LOC119651678|XP_037911303.1|HILL	LOC6618761|XP_032578302.1|DSEC
OG0003493	LOC119652709|XP_037912918.1|HILL	LOC6607343|XP_002032116.1|DSEC
OG0003494	LOC119652966|XP_037913292.1|HILL	LOC6613833|XP_032579109.1|DSEC
OG0003495	LOC119652243|XP_037912145.1|HILL	LOC6614490|XP_002038923.1|DSEC
OG0003496	LOC119652477|XP_037912574.1|HILL	LOC6606450|XP_002031253.1|DSEC
OG0003497	LOC119647806|XP_037904953.1|HILL	LOC6619212|XP_032576930.1|DSEC
OG0003498	LOC119658034|XP_037921194.1|HILL	LOC6620131|XP_032573586.1|DSEC
OG0003499	LOC119652370|XP_037912395.1|HILL, LOC119651272|XP_037910704.1|HILL	LOC6607114|XP_032576878.1|DSEC
OG0003500	LOC119650922|XP_037910076.1|HILL	LOC6614670|XP_032583596.1|DSEC
OG0003501	LOC119657030|XP_037919711.1|HILL	LOC6606531|XP_002031332.1|DSEC
OG0003502	LOC119657606|XP_037920531.1|HILL	LOC6607321|XP_002032095.2|DSEC
OG0003503	LOC119657362|XP_037920168.1|HILL	LOC6612613|XP_032576756.1|DSEC
OG0003504	LOC119652624|XP_037912796.1|HILL	LOC116801564|XP_032577858.1|DSEC
OG0003506	LOC119651895|XP_037911645.1|HILL	LOC6614044|XP_032577238.1|DSEC
OG0003507	LOC119646429|XP_037902805.1|HILL	LOC6607548|XP_002032317.2|DSEC
OG0003508	LOC119650892|XP_037909997.1|HILL	LOC6610432|XP_002035013.2|DSEC
OG0003509	LOC119651951|XP_037911733.1|HILL	LOC6607439|XP_002032208.1|DSEC
OG0003510	LOC119652949|XP_037913268.1|HILL	LOC6607629|XP_002032397.1|DSEC
OG0003511	LOC119652234|XP_037912126.1|HILL	LOC6607630|XP_032577649.1|DSEC
OG0003512	LOC119651376|XP_037910879.1|HILL	LOC6607610|XP_002032378.2|DSEC
OG0003513	LOC119646670|XP_037903128.1|HILL	LOC6607558|XP_032577482.1|DSEC
OG0003514	LOC119651700|XP_037911340.1|HILL	LOC6606913|XP_002031707.2|DSEC
OG0003515	LOC119655893|XP_037917967.1|HILL	LOC6608742|XP_002033465.1|DSEC
OG0003516	LOC119656754|XP_037919245.1|HILL	LOC6606524|XP_002031325.1|DSEC
OG0003517	LOC119651306|XP_037910761.1|HILL	LOC6616838|XP_032577445.1|DSEC
OG0003518	LOC119652613|XP_037912778.1|HILL	LOC6614143|XP_032579123.1|DSEC
OG0003519	LOC119647418|XP_037904232.1|HILL	LOC6605057|XP_032573179.1|DSEC
OG0003520	LOC119648033|XP_037905386.1|HILL	LOC6605070|XP_002029911.1|DSEC
OG0003521	LOC119647846|XP_037905031.1|HILL	LOC6605047|XP_032573903.1|DSEC
OG0003522	LOC119658674|XP_037922164.1|HILL	LOC6608452|XP_002033186.1|DSEC
OG0003523	LOC119658885|XP_037922600.1|HILL	LOC6614488|XP_002038921.1|DSEC
OG0003524	LOC119658669|XP_037922150.1|HILL	LOC6614808|XP_002039227.1|DSEC
OG0003525	LOC119659028|XP_037922851.1|HILL	LOC6609434|XP_032571644.1|DSEC
OG0003526	LOC119650225|XP_037908730.1|HILL	LOC6616692|XP_002041047.1|DSEC
OG0003527	LOC119659063|XP_037922901.1|HILL	LOC6608026|XP_032572856.1|DSEC
OG0003529	LOC119649979|XP_037908349.1|HILL	LOC6611948|XP_002036465.2|DSEC
OG0003530	LOC119650030|XP_037908438.1|HILL	LOC6611178|XP_002035734.2|DSEC
OG0003531	LOC119647868|XP_037905066.1|HILL	LOC6616700|XP_002041055.1|DSEC
OG0003532	LOC119648107|XP_037905550.1|HILL	LOC6604817|XP_002029661.1|DSEC
OG0003533	LOC119649893|XP_037908211.1|HILL	LOC6604948|XP_002029791.2|DSEC
OG0003534	LOC119648666|XP_037906376.1|HILL	LOC6605105|XP_032574460.1|DSEC
OG0003535	LOC119650201|XP_037908695.1|HILL, LOC119648159|XP_037905662.1|HILL	LOC6610464|XP_002035045.1|DSEC
OG0003536	LOC119661484|XP_037926776.1|HILL	LOC6607869|XP_032570070.1|DSEC
OG0003537	LOC119646897|XP_037903483.1|HILL	LOC6615377|XP_002039759.1|DSEC
OG0003538	LOC119652914|XP_037913229.1|HILL	LOC6608969|XP_002033683.1|DSEC
OG0003539	LOC119648706|XP_037906445.1|HILL	LOC6609304|XP_002033994.1|DSEC
OG0003540	LOC119649320|XP_037907350.1|HILL	LOC6610172|XP_002034780.1|DSEC
OG0003541	LOC119647207|XP_037903957.1|HILL	LOC116801528|XP_032577667.1|DSEC
OG0003542	LOC119652240|XP_037912146.1|HILL	LOC6608127|XP_032573092.1|DSEC
OG0003543	LOC119646542|XP_037902942.1|HILL	LOC6615974|XP_002040341.2|DSEC
OG0003544	LOC119648222|XP_037905762.1|HILL	LOC6611109|XP_002035666.1|DSEC
OG0003545	LOC119651882|XP_037911633.1|HILL, LOC119650413|XP_037909126.1|HILL	LOC6616546|XP_002040905.1|DSEC
OG0003546	LOC119647861|XP_037905058.1|HILL	LOC6619392|XP_002043608.1|DSEC
OG0003548	LOC119650945|XP_037910107.1|HILL	LOC6608319|XP_032572720.1|DSEC
OG0003549	LOC119651463|XP_037911002.1|HILL	LOC6608321|XP_032571311.1|DSEC
OG0003550	LOC119660126|XP_037924449.1|HILL	LOC6608462|XP_002033196.1|DSEC
OG0003551	LOC119659303|XP_037923244.1|HILL	LOC6609688|XP_002034346.1|DSEC
OG0003552	LOC119660322|XP_037924726.1|HILL	LOC6608597|XP_032572272.1|DSEC
OG0003553	LOC119659538|XP_037923607.1|HILL	LOC6608459|XP_032570865.1|DSEC
OG0003554	LOC119648300|XP_037905887.1|HILL	LOC6605985|XP_002030797.1|DSEC
OG0003555	LOC119647756|XP_037904802.1|HILL	LOC6610596|XP_032573616.1|DSEC
OG0003556	LOC119649946|XP_037908292.1|HILL	LOC6616371|XP_032575246.1|DSEC
OG0003557	LOC119649667|XP_037907855.1|HILL	LOC6616369|XP_002040729.1|DSEC
OG0003558	LOC119647574|XP_037904502.1|HILL	LOC6610813|XP_032575450.1|DSEC
OG0003559	LOC119647454|XP_037904314.1|HILL	LOC6605435|XP_032576003.1|DSEC
OG0003560	LOC119650162|XP_037908637.1|HILL	LOC6611111|XP_002035668.1|DSEC
OG0003561	LOC119650440|XP_037909199.1|HILL	LOC6610111|XP_032572274.1|DSEC
OG0003562	LOC119654114|XP_037915214.1|HILL	LOC6609678|XP_032573067.1|DSEC
OG0003563	LOC119654144|XP_037915237.1|HILL	LOC6620513|XP_002044717.1|DSEC
OG0003564	LOC119648194|XP_037905713.1|HILL	LOC6611135|XP_002035692.2|DSEC
OG0003565	LOC119650148|XP_037908613.1|HILL	LOC6610597|XP_002035170.1|DSEC
OG0003566	LOC119653051|XP_037913448.1|HILL	LOC6607063|XP_032576777.1|DSEC
OG0003567	LOC119651795|XP_037911506.1|HILL	LOC6609378|XP_002034067.1|DSEC
OG0003568	LOC119661554|XP_037926873.1|HILL	LOC6608358|XP_032570514.1|DSEC
OG0003569	LOC119650442|XP_037909213.1|HILL	LOC6610477|XP_002035057.1|DSEC
OG0003570	LOC119648738|XP_037906488.1|HILL	LOC6608007|XP_002032755.1|DSEC
OG0003571	LOC119650251|XP_037908769.1|HILL	LOC6610797|XP_002035363.2|DSEC
OG0003572	LOC119661342|XP_037926571.1|HILL	LOC6608732|XP_032571238.1|DSEC
OG0003573	LOC119647162|XP_037903894.1|HILL	LOC6609076|XP_002033779.1|DSEC
OG0003574	LOC119650001|XP_037908391.1|HILL	LOC6610854|XP_032575371.1|DSEC
OG0003575	LOC119649147|XP_037907087.1|HILL	LOC6605881|XP_002030695.2|DSEC
OG0003576	LOC119649285|XP_037907305.1|HILL	LOC6606053|XP_002030864.1|DSEC
OG0003578	LOC119661777|XP_037927182.1|HILL	LOC6611121|XP_002035678.1|DSEC
OG0003579	LOC119647093|XP_037903791.1|HILL	LOC6609732|XP_002034389.1|DSEC
OG0003580	LOC119646297|XP_037902639.1|HILL	LOC6609956|XP_002034602.1|DSEC
OG0003581	LOC119650358|XP_037908969.1|HILL	LOC6610370|XP_032573127.1|DSEC
OG0003582	LOC119647617|XP_037904584.1|HILL	LOC6605170|XP_032573799.1|DSEC
OG0003583	LOC119646653|XP_037903099.1|HILL	LOC6608480|XP_002033214.1|DSEC
OG0003584	LOC119655981|XP_037918148.1|HILL	LOC6608442|XP_002033176.2|DSEC
OG0003585	LOC119650093|XP_037908538.1|HILL	LOC6618293|XP_002042566.1|DSEC
OG0003586	LOC119660832|XP_037925630.1|HILL	LOC116801933|XP_032579837.1|DSEC
OG0003587	LOC119648038|XP_037905392.1|HILL	LOC6617350|XP_002041675.1|DSEC
OG0003588	LOC119647638|XP_037904628.1|HILL	LOC6606617|XP_002031418.1|DSEC
OG0003589	LOC119646675|XP_037903134.1|HILL	LOC6609377|XP_002034066.1|DSEC
OG0003590	LOC119648069|XP_037905471.1|HILL, LOC119648068|XP_037905470.1|HILL	LOC6610434|XP_002035015.1|DSEC
OG0003591	LOC119647582|XP_037904518.1|HILL	LOC6610347|XP_032574190.1|DSEC
OG0003592	LOC119648408|XP_037906086.1|HILL	LOC6605450|XP_032574795.1|DSEC
OG0003593	LOC119647524|XP_037904422.1|HILL	LOC6604781|XP_032574416.1|DSEC
OG0003594	LOC119648534|XP_037906230.1|HILL	LOC6611128|XP_032574406.1|DSEC
OG0003595	LOC119657911|XP_037921026.1|HILL	LOC6609272|XP_032571344.1|DSEC
OG0003596	LOC119654491|XP_037915846.1|HILL	LOC6607880|XP_002032634.2|DSEC
OG0003597	LOC119649614|XP_037907766.1|HILL	LOC6607870|XP_002032624.1|DSEC
OG0003598	LOC119648329|XP_037905949.1|HILL	LOC6610779|XP_032575705.1|DSEC
OG0003599	LOC119648798|XP_037906570.1|HILL	LOC6613181|XP_002037662.1|DSEC
OG0003600	LOC119650367|XP_037908991.1|HILL	LOC6604879|XP_032574955.1|DSEC
OG0003601	LOC119660571|XP_037925154.1|HILL	LOC6608280|XP_032571776.1|DSEC
OG0003602	LOC119652254|XP_037912165.1|HILL	LOC6615763|XP_032572694.1|DSEC
OG0003603	LOC119648988|XP_037906840.1|HILL	LOC6604860|XP_002029705.1|DSEC
OG0003604	LOC119651098|XP_037910383.1|HILL	LOC6619302|XP_032573954.1|DSEC
OG0003605	LOC119652258|XP_037912167.1|HILL	LOC6607623|XP_002032391.1|DSEC
OG0003606	LOC119655875|XP_037917937.1|HILL	LOC6609653|XP_002034327.1|DSEC
OG0003607	LOC119660844|XP_037925670.1|HILL	LOC6609695|XP_002034352.1|DSEC
OG0003608	LOC119649627|XP_037907790.1|HILL	LOC6605129|XP_002029970.1|DSEC
OG0003609	LOC119656866|XP_037919453.1|HILL	LOC6608298|XP_002033035.1|DSEC
OG0003610	LOC119650323|XP_037908907.1|HILL	LOC6620534|XP_002044733.1|DSEC
OG0003611	LOC119649039|XP_037906927.1|HILL	LOC6604985|XP_032575400.1|DSEC
OG0003612	LOC119658898|XP_037922627.1|HILL	LOC6615272|XP_002039676.1|DSEC
OG0003613	LOC119646274|XP_037902611.1|HILL	LOC6608019|XP_002032767.1|DSEC
OG0003614	LOC119646275|XP_037902612.1|HILL	LOC6608020|XP_002032768.1|DSEC
OG0003615	LOC119652826|XP_037913085.1|HILL	LOC6615699|XP_002040070.1|DSEC
OG0003616	LOC119659685|XP_037923851.1|HILL	LOC6615560|XP_002039934.1|DSEC
OG0003617	LOC119648231|XP_037905783.1|HILL	LOC6608858|XP_032570784.1|DSEC
OG0003618	LOC119648203|XP_037905737.1|HILL	LOC6608857|XP_032570780.1|DSEC
OG0003619	LOC119659456|XP_037923472.1|HILL	LOC6608914|XP_002033628.1|DSEC
OG0003620	LOC119649305|XP_037907332.1|HILL	LOC6613028|XP_002037518.1|DSEC
OG0003621	LOC119647982|XP_037905283.1|HILL	LOC6604981|XP_002029824.1|DSEC
OG0003622	LOC119647912|XP_037905160.1|HILL	LOC6604982|XP_032573648.1|DSEC
OG0003623	LOC119646515|XP_037902899.1|HILL	LOC116800661|XP_032572716.1|DSEC
OG0003624	LOC119660118|XP_037924440.1|HILL	LOC6615755|XP_002040126.1|DSEC
OG0003625	LOC119661612|XP_037926957.1|HILL	LOC6608017|XP_032572866.1|DSEC
OG0003626	LOC119655118|XP_037916771.1|HILL	LOC6609294|XP_002033984.1|DSEC
OG0003627	LOC119651542|XP_037911102.1|HILL	LOC6609842|XP_032572487.1|DSEC
OG0003628	LOC119661667|XP_037927030.1|HILL	LOC6608353|XP_032572633.1|DSEC
OG0003629	LOC119661464|XP_037926753.1|HILL	LOC6608939|XP_002033653.1|DSEC
OG0003630	LOC119647076|XP_037903761.1|HILL	LOC6613016|XP_032570962.1|DSEC
OG0003631	LOC119649613|XP_037907761.1|HILL	LOC6619379|XP_002043595.1|DSEC
OG0003632	LOC119649869|XP_037908168.1|HILL	LOC6610850|XP_002035416.1|DSEC
OG0003633	LOC119647141|XP_037903862.1|HILL	LOC6608899|XP_002033613.1|DSEC
OG0003634	LOC119648061|XP_037905456.1|HILL	LOC6604895|XP_032574517.1|DSEC
OG0003635	LOC119648090|XP_037905510.1|HILL	LOC6610615|XP_032574100.1|DSEC
OG0003636	LOC119646528|XP_037902920.1|HILL	LOC6608284|XP_002033028.1|DSEC
OG0003637	LOC119646606|XP_037903035.1|HILL	LOC6608866|XP_002033580.1|DSEC
OG0003638	LOC119647902|XP_037905137.1|HILL	LOC6619408|XP_032573969.1|DSEC
OG0003639	LOC119647903|XP_037905138.1|HILL	LOC6611849|XP_002036371.1|DSEC
OG0003640	LOC119650811|XP_037909876.1|HILL	LOC6609277|XP_002033967.1|DSEC
OG0003641	LOC119659461|XP_037923475.1|HILL	LOC6615346|XP_002039744.1|DSEC
OG0003642	LOC119658899|XP_037922628.1|HILL	LOC6608123|XP_032570469.1|DSEC
OG0003643	LOC119659330|XP_037923302.1|HILL	LOC6613035|XP_002037525.1|DSEC
OG0003644	LOC119650760|XP_037909784.1|HILL	LOC6608439|XP_032572801.1|DSEC
OG0003645	LOC119649126|XP_037907059.1|HILL	LOC6610521|XP_002035101.1|DSEC
OG0003646	LOC119650095|XP_037908541.1|HILL	LOC6604818|XP_002029662.1|DSEC
OG0003647	LOC119649127|XP_037907060.1|HILL	LOC6605010|XP_002029853.1|DSEC
OG0003648	LOC119648456|XP_037906141.1|HILL	LOC6613416|XP_002037890.2|DSEC
OG0003649	LOC119649738|XP_037907948.1|HILL	LOC6619644|XP_002043859.1|DSEC
OG0003650	LOC119649737|XP_037907947.1|HILL	LOC6619962|XP_032581273.1|DSEC
OG0003651	LOC119650134|XP_037908593.1|HILL	LOC6612810|XP_032579156.1|DSEC
OG0003652	LOC119647918|XP_037905170.1|HILL	LOC6605479|XP_002030312.1|DSEC
OG0003653	LOC119650009|XP_037908405.1|HILL	LOC6619405|XP_002043620.1|DSEC
OG0003654	LOC119648153|XP_037905652.1|HILL	LOC6606049|XP_002030860.2|DSEC
OG0003656	LOC119648132|XP_037905596.1|HILL	LOC6605484|XP_002030317.2|DSEC
OG0003657	LOC119647928|XP_037905188.1|HILL	LOC6605185|XP_002030024.1|DSEC
OG0003658	LOC119657312|XP_037920102.1|HILL	LOC6607095|XP_002031883.1|DSEC
OG0003659	LOC119648133|XP_037905604.1|HILL	LOC6619437|XP_002043652.1|DSEC
OG0003660	LOC119649046|XP_037906946.1|HILL	LOC6610153|XP_032573886.1|DSEC
OG0003661	LOC119647734|XP_037904769.1|HILL	LOC6610498|XP_032573995.1|DSEC
OG0003662	LOC119648245|XP_037905810.1|HILL	LOC6616419|XP_002040779.1|DSEC
OG0003663	LOC119648224|XP_037905768.1|HILL	LOC6610923|XP_002035480.1|DSEC
OG0003664	LOC119648208|XP_037905741.1|HILL	LOC6610925|XP_002035482.1|DSEC
OG0003665	LOC119647053|XP_037903739.1|HILL	LOC6608492|XP_002033226.1|DSEC
OG0003666	LOC119661356|XP_037926590.1|HILL	LOC6607886|XP_002032640.1|DSEC
OG0003667	LOC119650434|XP_037909181.1|HILL	LOC6610604|XP_002035172.1|DSEC
OG0003668	LOC119658728|XP_037922319.1|HILL	LOC6620583|XP_032570445.1|DSEC
OG0003669	LOC119651454|XP_037910990.1|HILL	LOC6608559|XP_002033293.1|DSEC
OG0003670	LOC119651443|XP_037910979.1|HILL	LOC6608558|XP_002033292.1|DSEC
OG0003671	LOC119652275|XP_037912197.1|HILL	LOC6615750|XP_032570336.1|DSEC
OG0003672	LOC119659436|XP_037923446.1|HILL	LOC6619686|XP_002043901.1|DSEC
OG0003673	LOC119650978|XP_037910172.1|HILL	LOC6621912|XP_032571016.1|DSEC
OG0003674	LOC119657436|XP_037920273.1|HILL	LOC6609361|XP_032570551.1|DSEC
OG0003675	LOC119646416|XP_037902789.1|HILL	LOC6608097|XP_002032845.1|DSEC
OG0003676	LOC119654073|XP_037915167.1|HILL	LOC6608096|XP_032572316.1|DSEC
OG0003677	LOC119647117|XP_037903832.1|HILL	LOC116800898|XP_032573234.1|DSEC
OG0003678	LOC119650407|XP_037909120.1|HILL	LOC6610709|XP_002035275.1|DSEC
OG0003679	LOC119649580|XP_037907712.1|HILL	LOC6610704|XP_002035270.1|DSEC
OG0003680	LOC119661764|XP_037927162.1|HILL	LOC6609697|XP_002034354.1|DSEC
OG0003681	LOC119661227|XP_037926381.1|HILL	LOC6609334|XP_002034023.1|DSEC
OG0003682	LOC119658903|XP_037922637.1|HILL	LOC6606670|XP_032577181.1|DSEC
OG0003683	LOC119660457|XP_037924946.1|HILL	LOC6608943|XP_032571687.1|DSEC
OG0003684	LOC119648076|XP_037905489.1|HILL	LOC6605039|XP_002029881.1|DSEC
OG0003685	LOC119648151|XP_037905650.1|HILL	LOC6604949|XP_032574504.1|DSEC
OG0003686	LOC119652269|XP_037912184.1|HILL	LOC6608424|XP_032572501.1|DSEC
OG0003687	LOC119646667|XP_037903125.1|HILL	LOC6609673|XP_002034331.1|DSEC
OG0003688	LOC119656978|XP_037919642.1|HILL	LOC6615556|XP_002039930.1|DSEC
OG0003689	LOC119648217|XP_037905753.1|HILL	LOC6616584|XP_032574205.1|DSEC
