Orthogroup	HILL.longest_only	DYAK.longest_only
OG0004141	LOC119654863|XP_037916377.1|HILL	LOC6530808|XP_002091691.3|DYAK
OG0004142	LOC119655455|XP_037917283.1|HILL	LOC6524540|XP_002100397.1|DYAK
OG0004143	LOC119659128|XP_037922981.1|HILL	LOC6536824|XP_002097394.1|DYAK
OG0004144	LOC119648106|XP_037905549.1|HILL	LOC6527921|XP_039227369.1|DYAK
OG0004145	LOC119648376|XP_037906034.1|HILL	LOC6532740|XP_002093482.1|DYAK
OG0004146	LOC119658947|XP_037922745.1|HILL	LOC6537123|XP_002097684.1|DYAK
OG0004147	LOC119655710|XP_037917660.1|HILL	LOC6527937|XP_002089004.1|DYAK
OG0004148	LOC119659920|XP_037924173.1|HILL	LOC6536856|XP_039232105.1|DYAK
OG0004149	LOC119658823|XP_037922483.1|HILL	LOC6535967|XP_002096582.1|DYAK
OG0004150	LOC119658919|XP_037922671.1|HILL	LOC6537233|XP_002097791.1|DYAK
OG0004151	LOC119660117|XP_037924434.1|HILL	LOC6539026|XP_015049170.1|DYAK
OG0004152	LOC119658572|XP_037921948.1|HILL	LOC6535407|XP_002096056.3|DYAK
OG0004153	LOC119654894|XP_037916441.1|HILL	LOC6530292|XP_002091220.1|DYAK
OG0004154	LOC119650286|XP_037908841.1|HILL	LOC6535037|XP_039230524.1|DYAK
OG0004155	LOC119659981|XP_037924278.1|HILL	LOC6537131|XP_002097692.1|DYAK
OG0004157	LOC119656714|XP_037919161.1|HILL, LOC119657114|XP_037919802.1|HILL, LOC119658157|XP_037921353.1|HILL	LOC6525204|XP_002101042.3|DYAK
OG0004158	LOC119659237|XP_037923143.1|HILL	LOC6532299|XP_002093059.1|DYAK
OG0004159	LOC119659511|XP_037923569.1|HILL	LOC6538553|XP_002099075.1|DYAK
OG0004160	LOC119658833|XP_037922500.1|HILL	LOC6532462|XP_002093209.1|DYAK
OG0004161	LOC119659827|XP_037924041.1|HILL	LOC6536567|XP_002097143.2|DYAK
OG0004162	LOC119659968|XP_037924256.1|HILL	LOC6536366|XP_002096948.2|DYAK
OG0004163	LOC119659422|XP_037923426.1|HILL	LOC6536398|XP_002096980.1|DYAK
OG0004164	LOC119659146|XP_037923015.1|HILL	LOC6535305|XP_039232783.1|DYAK
OG0004165	LOC119655725|XP_037917687.1|HILL	LOC6530568|XP_002091481.1|DYAK
OG0004166	LOC119654224|XP_037915369.1|HILL	LOC6531935|XP_002092721.1|DYAK
OG0004167	LOC119658788|XP_037922424.1|HILL	LOC6536243|XP_002096832.1|DYAK
OG0004168	LOC119655900|XP_037917983.1|HILL	LOC6538681|XP_002099200.2|DYAK
OG0004169	LOC119655310|XP_037917066.1|HILL	LOC6525451|XP_002101286.2|DYAK
OG0004170	LOC119653612|XP_037914307.1|HILL	LOC6525038|XP_002100877.3|DYAK
OG0004171	LOC119653611|XP_037914306.1|HILL	LOC6524157|XP_002100020.1|DYAK
OG0004172	LOC119654731|XP_037916187.1|HILL	LOC6524963|XP_039228235.1|DYAK
OG0004173	LOC119654368|XP_037915642.1|HILL	LOC6531470|XP_002092269.1|DYAK
OG0004174	LOC119655925|XP_037918022.1|HILL	LOC6529936|XP_039228163.1|DYAK
OG0004175	LOC119655186|XP_037916878.1|HILL	LOC6531712|XP_002092502.1|DYAK
OG0004176	LOC119654453|XP_037915791.1|HILL	LOC6532732|XP_002093474.1|DYAK
OG0004177	LOC119658881|XP_037922581.1|HILL	LOC6537245|XP_015048225.1|DYAK
OG0004178	LOC119659198|XP_037923088.1|HILL	LOC6535474|XP_039231467.1|DYAK
OG0004179	LOC119646870|XP_037903425.1|HILL	LOC6524447|XP_015045702.1|DYAK
OG0004180	LOC119659251|XP_037923165.1|HILL	LOC6535729|XP_002096352.2|DYAK
OG0004181	LOC119660496|XP_037925019.1|HILL	LOC6537939|XP_002098479.1|DYAK
OG0004182	LOC119648291|XP_037905876.1|HILL	LOC6533877|XP_039229374.1|DYAK
OG0004183	LOC119648949|XP_037906792.1|HILL	LOC6533875|XP_002094575.3|DYAK
OG0004184	LOC119648290|XP_037905875.1|HILL	LOC6532907|XP_002093643.1|DYAK
OG0004185	LOC119653823|XP_037914791.1|HILL	LOC6527435|XP_002088527.1|DYAK
OG0004186	LOC119655616|XP_037917512.1|HILL	LOC6523962|XP_002099834.1|DYAK
OG0004187	LOC119659622|XP_037923747.1|HILL, LOC119652229|XP_037912115.1|HILL	LOC6536772|XP_002097343.1|DYAK
OG0004188	LOC119658891|XP_037922619.1|HILL	LOC6537212|XP_039231252.1|DYAK
OG0004189	LOC119658892|XP_037922623.1|HILL	LOC6537210|XP_002097768.1|DYAK
OG0004190	LOC119658705|XP_037922242.1|HILL	LOC26534532|XP_039232521.1|DYAK
OG0004191	LOC119659177|XP_037923062.1|HILL	LOC26535123|XP_015044908.2|DYAK
OG0004192	LOC119659516|XP_037923574.1|HILL	LOC6535655|XP_002096283.1|DYAK
OG0004193	LOC119654921|XP_037916498.1|HILL	LOC6526014|XP_039229675.1|DYAK
OG0004194	LOC119660253|XP_037924636.1|HILL	LOC6535522|XP_002096151.1|DYAK
OG0004195	LOC119660200|XP_037924555.1|HILL	LOC6524830|XP_002100672.1|DYAK
OG0004196	LOC119659206|XP_037923102.1|HILL	LOC6538101|XP_002098635.1|DYAK
OG0004197	LOC119658760|XP_037922382.1|HILL	LOC6536639|XP_002097211.1|DYAK
OG0004198	LOC119658609|XP_037922018.1|HILL	LOC6535313|XP_002095969.1|DYAK
OG0004199	LOC119660164|XP_037924498.1|HILL	LOC6537049|XP_015048081.1|DYAK
OG0004200	LOC119655002|XP_037916598.1|HILL	LOC6530567|XP_002091480.1|DYAK
OG0004201	LOC119658971|XP_037922777.1|HILL, LOC119648022|XP_037905362.1|HILL	LOC6538092|XP_002098626.1|DYAK
OG0004202	LOC119660209|XP_037924571.1|HILL	LOC6537798|XP_002098339.1|DYAK
OG0004203	LOC119659667|XP_037923816.1|HILL	LOC6537083|XP_039231624.1|DYAK
OG0004204	LOC119650035|XP_037908443.1|HILL	LOC6534921|XP_002095592.1|DYAK
OG0004205	LOC119647653|XP_037904650.1|HILL	LOC6534159|XP_002094843.2|DYAK
OG0004206	LOC119659890|XP_037924140.1|HILL	LOC6535757|XP_002096380.2|DYAK
OG0004207	LOC119660237|XP_037924615.1|HILL	LOC6535756|XP_002096379.3|DYAK
OG0004208	LOC119658849|XP_037922527.1|HILL	LOC6537428|XP_015048348.1|DYAK
OG0004209	LOC119652466|XP_037912560.1|HILL	LOC6538666|XP_002099186.1|DYAK
OG0004210	LOC119651184|XP_037910549.1|HILL	LOC6535918|XP_002096534.1|DYAK
OG0004211	LOC119661652|XP_037927012.1|HILL	LOC6526443|XP_002087562.1|DYAK
OG0004212	LOC119658733|XP_037922326.1|HILL	LOC6536368|XP_002096950.1|DYAK
OG0004213	LOC119659520|XP_037923583.1|HILL	LOC6536280|XP_002096866.2|DYAK
OG0004214	LOC119653754|XP_037914612.1|HILL	LOC6530679|XP_002091574.1|DYAK
OG0004215	LOC119646479|XP_037902860.1|HILL	LOC6531539|XP_039228852.1|DYAK
OG0004216	LOC119648671|XP_037906387.1|HILL	LOC6534108|XP_002094794.2|DYAK
OG0004217	LOC119648687|XP_037906413.1|HILL	LOC6533053|XP_002093785.1|DYAK
OG0004218	LOC119659799|XP_037923999.1|HILL	LOC6525717|XP_002101539.1|DYAK
OG0004219	LOC119659130|XP_037922983.1|HILL	LOC6536249|XP_002096835.1|DYAK
OG0004220	LOC119658911|XP_037922649.1|HILL	LOC6537110|XP_039231869.1|DYAK
OG0004221	LOC119659758|XP_037923947.1|HILL	LOC6535900|XP_002096516.1|DYAK
OG0004222	LOC119659442|XP_037923454.1|HILL	LOC6536740|XP_002097312.1|DYAK
OG0004223	LOC119659173|XP_037923057.1|HILL	LOC6536743|XP_015047929.2|DYAK
OG0004224	LOC119660602|XP_037925210.1|HILL	LOC6535421|XP_002096070.2|DYAK
OG0004225	LOC119649836|XP_037908108.1|HILL	LOC6524116|XP_002099980.1|DYAK
OG0004226	LOC119658774|XP_037922399.1|HILL	LOC6537039|XP_015048075.1|DYAK
OG0004227	LOC119660512|XP_037925055.1|HILL	LOC6537086|XP_039231570.1|DYAK
OG0004228	LOC119659591|XP_037923678.1|HILL	LOC6537085|XP_002097646.1|DYAK
OG0004229	LOC119654308|XP_037915556.1|HILL	LOC6531514|XP_002092313.3|DYAK
OG0004230	LOC119653500|XP_037914064.1|HILL	LOC6525364|XP_039228988.1|DYAK
OG0004231	LOC119649186|XP_037907141.1|HILL	LOC6532917|XP_002093653.1|DYAK
OG0004232	LOC119647677|XP_037904682.1|HILL	LOC6532920|XP_015049700.1|DYAK
OG0004233	LOC119647673|XP_037904679.1|HILL	LOC6532921|XP_002093657.1|DYAK
OG0004234	LOC119648081|XP_037905495.1|HILL	LOC6532933|XP_002093669.2|DYAK
OG0004235	LOC119657778|XP_037920774.1|HILL	LOC6524386|XP_039226165.1|DYAK
OG0004236	LOC119659786|XP_037923982.1|HILL	LOC6535528|XP_002096157.1|DYAK
OG0004237	LOC119660046|XP_037924352.1|HILL	LOC6536023|XP_039230965.1|DYAK
OG0004238	LOC119659899|XP_037924151.1|HILL	LOC6535490|XP_002096121.1|DYAK
OG0004239	LOC119659024|XP_037922845.1|HILL	LOC6535907|XP_002096523.1|DYAK
OG0004240	LOC119659370|XP_037923353.1|HILL	LOC6535374|XP_002096024.1|DYAK
OG0004241	LOC119659639|XP_037923767.1|HILL	LOC6536291|XP_002096875.1|DYAK
OG0004242	LOC119660447|XP_037924928.1|HILL	LOC6536308|XP_002096892.1|DYAK
OG0004243	LOC119648851|XP_037906656.1|HILL	LOC6533043|XP_002093778.1|DYAK
OG0004244	LOC119652857|XP_037913141.1|HILL	LOC6535523|XP_002096152.1|DYAK
OG0004245	LOC119655080|XP_037916707.1|HILL	LOC6532346|XP_002093106.1|DYAK
OG0004246	LOC119661028|XP_037926113.1|HILL	LOC6533743|XP_039229557.1|DYAK
OG0004247	LOC119653705|XP_037914516.1|HILL	LOC6524419|XP_002100277.1|DYAK
OG0004248	LOC119659796|XP_037923995.1|HILL	LOC6530790|XP_002091673.1|DYAK
OG0004249	LOC119661036|XP_037926133.1|HILL	LOC6532187|XP_002092960.1|DYAK
OG0004250	LOC119657215|XP_037919954.1|HILL	LOC6527492|XP_002088582.1|DYAK
OG0004251	LOC119655183|XP_037916868.1|HILL	LOC6523814|XP_002099689.2|DYAK
OG0004252	LOC119654644|XP_037916049.1|HILL	LOC6536371|XP_002096953.1|DYAK
OG0004253	LOC119659554|XP_037923631.1|HILL	LOC6536270|XP_002096856.1|DYAK
OG0004254	LOC119656038|XP_037918234.1|HILL	LOC6525159|XP_039227741.1|DYAK
OG0004255	LOC119656252|XP_037918595.1|HILL, LOC119656251|XP_037918594.1|HILL	LOC6526601|XP_039227252.1|DYAK
OG0004256	LOC119653794|XP_037914728.1|HILL	LOC6531380|XP_002092183.1|DYAK
OG0004257	LOC119651445|XP_037910977.1|HILL	LOC6537974|XP_002098511.1|DYAK
OG0004258	LOC119660400|XP_037924863.1|HILL	LOC6538565|XP_039230993.1|DYAK
OG0004259	LOC119655112|XP_037916762.1|HILL	LOC6531383|XP_002092186.1|DYAK
OG0004260	LOC119659140|XP_037923002.1|HILL	LOC6535318|XP_039232503.1|DYAK
OG0004261	LOC119660449|XP_037924936.1|HILL	LOC6535418|XP_015047145.1|DYAK
OG0004262	LOC119660282|XP_037924680.1|HILL	LOC6538701|XP_002099216.1|DYAK
OG0004263	LOC119659380|XP_037923369.1|HILL	LOC6535676|XP_002096304.1|DYAK
OG0004264	LOC119658852|XP_037922532.1|HILL	LOC6535997|XP_002096612.1|DYAK
OG0004265	LOC119659903|XP_037924156.1|HILL	LOC6536068|XP_002096678.2|DYAK
OG0004266	LOC119660370|XP_037924814.1|HILL	LOC6537094|XP_002097655.1|DYAK
OG0004267	LOC119659196|XP_037923086.1|HILL	LOC6536402|XP_002096984.1|DYAK
OG0004268	LOC119654675|XP_037916100.1|HILL	LOC6530236|XP_039227862.1|DYAK
OG0004269	LOC119653578|XP_037914249.1|HILL	LOC6531450|XP_002092253.1|DYAK
OG0004270	LOC119653895|XP_037914953.1|HILL	LOC26535684|XP_015054652.1|DYAK
OG0004271	LOC119656293|XP_037918657.1|HILL	LOC6529987|XP_002090933.1|DYAK
OG0004272	LOC119660295|XP_037924695.1|HILL	LOC6536631|XP_002097203.1|DYAK
OG0004273	LOC119658805|XP_037922455.1|HILL	LOC6536818|XP_002097388.1|DYAK
OG0004274	LOC119655853|XP_037917900.1|HILL	LOC6526011|XP_002101829.1|DYAK
OG0004275	LOC119655008|XP_037916603.1|HILL	LOC6525001|XP_002100841.2|DYAK
OG0004276	LOC119655466|XP_037917296.1|HILL	LOC6533382|XP_002094107.1|DYAK
OG0004277	LOC119648306|XP_037905900.1|HILL	LOC6533766|XP_002094470.2|DYAK
OG0004278	LOC119654854|XP_037916363.1|HILL	LOC6524581|XP_002100438.1|DYAK
OG0004279	LOC119661714|XP_037927096.1|HILL	LOC6526349|XP_002087471.1|DYAK
OG0004280	LOC119646808|XP_037903328.1|HILL	LOC6524152|XP_039229819.1|DYAK
OG0004281	LOC119654973|XP_037916561.1|HILL	LOC6528552|XP_002089596.1|DYAK
OG0004282	LOC119655997|XP_037918164.1|HILL	LOC6531350|XP_002092154.1|DYAK
OG0004283	LOC119653926|XP_037915015.1|HILL	LOC6531349|XP_002092153.1|DYAK
OG0004284	LOC119648937|XP_037906778.1|HILL	LOC26535693|XP_015054653.1|DYAK
OG0004285	LOC119659960|XP_037924243.1|HILL	LOC6538811|XP_002099324.1|DYAK
OG0004286	LOC119649230|XP_037907218.1|HILL	LOC6533762|XP_039230166.1|DYAK
OG0004287	LOC119647785|XP_037904895.1|HILL	LOC6533761|XP_002094465.1|DYAK
OG0004288	LOC119649647|XP_037907830.1|HILL	LOC6533753|XP_002094458.1|DYAK
OG0004289	LOC119648011|XP_037905339.1|HILL	LOC6534902|XP_002095573.1|DYAK
OG0004290	LOC119654671|XP_037916093.1|HILL	LOC6530357|XP_002091283.1|DYAK
OG0004291	LOC119654426|XP_037915745.1|HILL	LOC6530409|XP_002091335.1|DYAK
OG0004292	LOC119647422|XP_037904247.1|HILL	LOC26534510|XP_015049892.1|DYAK
OG0004293	LOC119649907|XP_037908233.1|HILL	LOC6539545|XP_039230942.1|DYAK
OG0004294	LOC119647651|XP_037904640.1|HILL	LOC6534156|XP_002094840.1|DYAK
OG0004295	LOC119649160|XP_037907096.1|HILL	LOC6534154|XP_002094838.1|DYAK
OG0004296	LOC119649172|XP_037907128.1|HILL	LOC6534152|XP_002094836.1|DYAK
OG0004297	LOC119655794|XP_037917816.1|HILL	LOC6532024|XP_002092802.1|DYAK
OG0004298	LOC119655565|XP_037917425.1|HILL	LOC6528624|XP_002089667.1|DYAK
OG0004299	LOC119653756|XP_037914615.1|HILL	LOC6529894|XP_039228684.1|DYAK
OG0004300	LOC119654536|XP_037915906.1|HILL	LOC6530788|XP_002091671.1|DYAK
OG0004301	LOC119649828|XP_037908096.1|HILL	LOC6533301|XP_002094027.1|DYAK
OG0004302	LOC119655496|XP_037917326.1|HILL	LOC6531462|XP_002092261.1|DYAK
OG0004303	LOC119656294|XP_037918658.1|HILL	LOC6528795|XP_002089827.1|DYAK
OG0004304	LOC119656295|XP_037918659.1|HILL	LOC6531260|XP_002092069.3|DYAK
OG0004305	LOC119653569|XP_037914214.1|HILL	LOC6529949|XP_015052533.1|DYAK
OG0004306	LOC119654904|XP_037916460.1|HILL	LOC6530189|XP_002091127.1|DYAK
OG0004307	LOC119655237|XP_037916951.1|HILL	LOC6529885|XP_002090842.1|DYAK
OG0004308	LOC119653501|XP_037914079.1|HILL	LOC6531932|XP_002092718.1|DYAK
OG0004309	LOC119654353|XP_037915625.1|HILL	LOC6532640|XP_002093384.1|DYAK
OG0004310	LOC119656274|XP_037918625.1|HILL	LOC6528651|XP_039226629.1|DYAK
OG0004311	LOC119650175|XP_037908657.1|HILL	LOC6534833|XP_002095505.1|DYAK
OG0004312	LOC119654288|XP_037915504.1|HILL	LOC6532002|XP_002092788.1|DYAK
OG0004313	LOC119654876|XP_037916405.1|HILL	LOC6529044|XP_002090075.1|DYAK
OG0004314	LOC119656314|XP_037918689.1|HILL	LOC6530594|XP_015051901.1|DYAK
OG0004315	LOC119654553|XP_037915928.1|HILL	LOC6532031|XP_002092808.3|DYAK
OG0004316	LOC119654211|XP_037915351.1|HILL	LOC6528823|XP_002089855.1|DYAK
OG0004317	LOC119656094|XP_037918332.1|HILL	LOC6528551|XP_002089595.1|DYAK
OG0004318	LOC119656006|XP_037918176.1|HILL	LOC6532010|XP_002092789.1|DYAK
OG0004319	LOC119655199|XP_037916899.1|HILL	LOC6530068|XP_015052023.1|DYAK
OG0004320	LOC119654632|XP_037916032.1|HILL	LOC6537747|XP_002098288.1|DYAK
OG0004321	LOC119648355|XP_037905996.1|HILL	LOC6527727|XP_002088810.2|DYAK
OG0004322	LOC119652853|XP_037913133.1|HILL	LOC6535559|XP_002096188.1|DYAK
OG0004323	LOC119655266|XP_037916996.1|HILL	LOC6532380|XP_002093131.1|DYAK
OG0004324	LOC119655268|XP_037917009.1|HILL	LOC6529238|XP_002090244.1|DYAK
OG0004325	LOC119654736|XP_037916195.1|HILL	LOC6531745|XP_002092535.1|DYAK
OG0004326	LOC119655775|XP_037917761.1|HILL	LOC6531746|XP_002092536.2|DYAK
OG0004327	LOC119654927|XP_037916506.1|HILL	LOC6524923|XP_002100763.1|DYAK
OG0004328	LOC119654341|XP_037915609.1|HILL	LOC6531852|XP_002092639.1|DYAK
OG0004329	LOC119646523|XP_037902914.1|HILL	LOC6531984|XP_002092770.1|DYAK
OG0004330	LOC119648859|XP_037906671.1|HILL	LOC6531248|XP_002092057.1|DYAK
OG0004331	LOC119655107|XP_037916757.1|HILL	LOC6528818|XP_002089850.2|DYAK
OG0004332	LOC119657052|XP_037919737.1|HILL	LOC6527910|XP_002088982.1|DYAK
OG0004333	LOC119653901|XP_037914965.1|HILL	LOC6529507|XP_002090509.1|DYAK
OG0004334	LOC119655336|XP_037917108.1|HILL	LOC6526929|XP_002088027.1|DYAK
OG0004335	LOC119654695|XP_037916136.1|HILL	LOC6528298|XP_002089351.1|DYAK
OG0004336	LOC119656001|XP_037918167.1|HILL	LOC6530827|XP_002091710.1|DYAK
OG0004337	LOC119654539|XP_037915912.1|HILL	LOC6527672|XP_002088758.1|DYAK
OG0004338	LOC119655176|XP_037916856.1|HILL	LOC6532569|XP_002093313.1|DYAK
OG0004339	LOC119654986|XP_037916576.1|HILL	LOC6530397|XP_002091323.1|DYAK
OG0004340	LOC119654985|XP_037916575.1|HILL	LOC6530396|XP_039228541.1|DYAK
OG0004341	LOC119655770|XP_037917753.1|HILL	LOC6531808|XP_002092595.2|DYAK
OG0004342	LOC119656152|XP_037918415.1|HILL	LOC6532166|XP_002092939.3|DYAK
OG0004343	LOC119653798|XP_037914740.1|HILL	LOC6532162|XP_002092938.1|DYAK
OG0004344	LOC119655727|XP_037917692.1|HILL	LOC6532159|XP_002092935.1|DYAK
OG0004345	LOC119654325|XP_037915581.1|HILL	LOC6529199|XP_002090206.1|DYAK
OG0004346	LOC119653859|XP_037914843.1|HILL	LOC6532029|XP_015051665.1|DYAK
OG0004347	LOC119655267|XP_037917006.1|HILL	LOC6532025|XP_002092803.1|DYAK
OG0004348	LOC119656013|XP_037918190.1|HILL	LOC6531939|XP_002092725.3|DYAK
OG0004349	LOC119655212|XP_037916914.1|HILL	LOC6531927|XP_015051612.1|DYAK
OG0004351	LOC119653764|XP_037914674.1|HILL	LOC6529890|XP_002090847.2|DYAK
OG0004352	LOC119660556|XP_037925124.1|HILL	LOC26535764|XP_015046999.1|DYAK
OG0004353	LOC119658893|XP_037922624.1|HILL	LOC6538214|XP_002098741.1|DYAK
OG0004354	LOC119658894|XP_037922625.1|HILL	LOC6537194|XP_002097752.1|DYAK
OG0004355	LOC119647773|XP_037904881.1|HILL	LOC6537607|XP_015048429.1|DYAK
OG0004356	LOC119654845|XP_037916352.1|HILL	LOC6530006|XP_002090952.1|DYAK
OG0004357	LOC119655644|XP_037917551.1|HILL	LOC6528416|XP_002089462.1|DYAK
OG0004358	LOC119654941|XP_037916522.1|HILL	LOC6530203|XP_002091141.1|DYAK
OG0004359	LOC119654255|XP_037915434.1|HILL	LOC6530980|XP_002091818.2|DYAK
OG0004360	LOC119650254|XP_037908774.1|HILL	LOC6535028|XP_002095694.2|DYAK
OG0004361	LOC119658859|XP_037922540.1|HILL	LOC6536614|XP_002097186.1|DYAK
OG0004362	LOC119654367|XP_037915640.1|HILL	LOC6532288|XP_002093048.1|DYAK
OG0004363	LOC119653713|XP_037914522.1|HILL	LOC6524575|XP_002100432.1|DYAK
OG0004364	LOC119654391|XP_037915693.1|HILL	LOC6529994|XP_002090940.1|DYAK
OG0004365	LOC119655039|XP_037916645.1|HILL	LOC6530695|XP_039228716.1|DYAK
OG0004366	LOC119649159|XP_037907099.1|HILL	LOC6526351|XP_002087473.1|DYAK
OG0004367	LOC119647668|XP_037904673.1|HILL	LOC6539741|XP_002086625.1|DYAK
OG0004368	LOC119650091|XP_037908534.1|HILL	LOC6535201|XP_002095860.1|DYAK
OG0004369	LOC119656327|XP_037918717.1|HILL	LOC6528555|XP_002089599.2|DYAK
OG0004370	LOC119653925|XP_037915012.1|HILL	LOC6531348|XP_015051262.1|DYAK
OG0004371	LOC119654595|XP_037915992.1|HILL	LOC6526051|XP_002101868.1|DYAK
OG0004372	LOC119656004|XP_037918172.1|HILL	LOC6532021|XP_039228333.1|DYAK
OG0004373	LOC119654003|XP_037915093.1|HILL	LOC6536895|XP_015047987.2|DYAK
OG0004374	LOC119656194|XP_037918476.1|HILL	LOC6531268|XP_015051211.1|DYAK
OG0004375	LOC119649351|XP_037907386.1|HILL	LOC6533294|XP_002094020.1|DYAK
OG0004376	LOC119649141|XP_037907077.1|HILL	LOC6534852|XP_002095524.2|DYAK
OG0004377	LOC119658643|XP_037922107.1|HILL	LOC6533562|XP_002094272.1|DYAK
OG0004378	LOC119655153|XP_037916819.1|HILL	LOC6530483|XP_002091398.2|DYAK
OG0004379	LOC119654502|XP_037915863.1|HILL	LOC6530693|XP_002091584.1|DYAK
OG0004380	LOC119655712|XP_037917673.1|HILL	LOC6528650|XP_002089692.1|DYAK
OG0004381	LOC119658661|XP_037922142.1|HILL	LOC6536674|XP_002097247.1|DYAK
OG0004382	LOC119654627|XP_037916027.1|HILL	LOC6530168|XP_002091108.1|DYAK
OG0004383	LOC119655686|XP_037917617.1|HILL	LOC6530337|XP_002091264.1|DYAK
OG0004384	LOC119655157|XP_037916832.1|HILL	LOC6530335|XP_002091262.1|DYAK
OG0004385	LOC119655463|XP_037917291.1|HILL	LOC6530235|XP_002091172.1|DYAK
OG0004386	LOC119655049|XP_037916664.1|HILL	LOC6530193|XP_002091131.1|DYAK
OG0004387	LOC119650374|XP_037909037.1|HILL	LOC6534020|XP_002094707.1|DYAK
OG0004388	LOC119655984|XP_037918149.1|HILL	LOC6530161|XP_002091103.1|DYAK
OG0004389	LOC119654780|XP_037916252.1|HILL	LOC6532906|XP_002093642.1|DYAK
OG0004390	LOC119648992|XP_037906846.1|HILL	LOC6534557|XP_002095233.2|DYAK
OG0004391	LOC119649329|XP_037907362.1|HILL	LOC6530913|XP_002091757.1|DYAK
OG0004392	LOC119647445|XP_037904296.1|HILL	LOC6539532|XP_002086420.3|DYAK
OG0004393	LOC119660021|XP_037924357.1|HILL	LOC6531051|XP_015052803.1|DYAK
OG0004394	LOC119646787|XP_037903297.1|HILL	LOC6531390|XP_015051309.1|DYAK
OG0004395	LOC119656103|XP_037918343.1|HILL	LOC6529911|XP_002090868.1|DYAK, LOC120321051|XP_039228264.1|DYAK
OG0004396	LOC119655636|XP_037917537.1|HILL	LOC6529083|XP_002090096.1|DYAK
OG0004397	LOC119655533|XP_037917375.1|HILL	LOC6529989|XP_002090935.1|DYAK
OG0004398	LOC119653800|XP_037914743.1|HILL	LOC6529990|XP_002090936.1|DYAK
OG0004399	LOC119654844|XP_037916351.1|HILL	LOC6531516|XP_039228028.1|DYAK
OG0004400	LOC119655957|XP_037918101.1|HILL, LOC119655510|XP_037917344.1|HILL	LOC6536254|XP_002096840.1|DYAK
OG0004401	LOC119655707|XP_037917653.1|HILL	LOC6531897|XP_002092684.1|DYAK
OG0004402	LOC119655323|XP_037917090.1|HILL	LOC6531894|XP_002092681.1|DYAK
OG0004403	LOC119655721|XP_037917682.1|HILL	LOC6530398|XP_002091324.1|DYAK
OG0004404	LOC119656253|XP_037918597.1|HILL	LOC6529076|XP_002090089.1|DYAK
OG0004405	LOC119649563|XP_037907687.1|HILL	LOC6534827|XP_002095499.1|DYAK
OG0004406	LOC119651958|XP_037911742.1|HILL, LOC119648661|XP_037906368.1|HILL	LOC6534025|XP_015050370.1|DYAK
OG0004407	LOC119655023|XP_037916626.1|HILL	LOC6528663|XP_002089705.1|DYAK
OG0004408	LOC119648240|XP_037905796.1|HILL	LOC6534012|XP_002094701.1|DYAK
OG0004409	LOC119661037|XP_037926134.1|HILL	LOC6523722|XP_015046815.1|DYAK
OG0004410	LOC119654218|XP_037915359.1|HILL	LOC6531261|XP_002092070.1|DYAK
OG0004411	LOC119654624|XP_037916024.1|HILL	LOC6535139|XP_002095801.2|DYAK
OG0004412	LOC119655450|XP_037917276.1|HILL	LOC6535138|XP_002095800.1|DYAK
OG0004413	LOC119654439|XP_037915766.1|HILL	LOC6531914|XP_002092700.1|DYAK
OG0004414	LOC119653520|XP_037914116.1|HILL	LOC6531975|XP_002092761.1|DYAK
OG0004415	LOC119654312|XP_037915563.1|HILL	LOC6530473|XP_002091389.1|DYAK
OG0004416	LOC119653589|XP_037914267.1|HILL	LOC6528421|XP_002089467.1|DYAK
OG0004417	LOC119652493|XP_037912604.1|HILL	LOC6538663|XP_002099183.1|DYAK
OG0004418	LOC119655953|XP_037918085.1|HILL	LOC6531073|XP_015051744.1|DYAK
OG0004419	LOC119654306|XP_037915553.1|HILL	LOC6528647|XP_015053992.1|DYAK
OG0004420	LOC119652373|XP_037912398.1|HILL	LOC6530069|XP_002091015.1|DYAK
OG0004421	LOC119647886|XP_037905108.1|HILL	LOC6534265|XP_002094946.1|DYAK
OG0004422	LOC119650068|XP_037908493.1|HILL	LOC6534326|XP_002095006.1|DYAK
OG0004423	LOC119655174|XP_037916852.1|HILL	LOC6531693|XP_002092484.1|DYAK
OG0004424	LOC119656178|XP_037918452.1|HILL	LOC6532036|XP_039228549.1|DYAK
OG0004425	LOC119648281|XP_037905864.1|HILL	LOC6534775|XP_002095450.2|DYAK
OG0004426	LOC119648186|XP_037905700.1|HILL	LOC6539740|XP_002086627.1|DYAK
OG0004427	LOC119648116|XP_037905566.1|HILL	LOC6539527|XP_002086415.2|DYAK
OG0004428	LOC119658301|XP_037921529.1|HILL	LOC6536987|XP_039232262.1|DYAK
OG0004429	LOC119661731|XP_037927126.1|HILL	LOC6528143|XP_002089209.1|DYAK
OG0004430	LOC119647862|XP_037905059.1|HILL	LOC6534130|XP_002094814.1|DYAK
OG0004431	LOC119650600|XP_037909385.1|HILL	LOC6537684|XP_002098229.1|DYAK
OG0004432	LOC119653188|XP_037913672.1|HILL	LOC6537685|XP_002098230.2|DYAK
OG0004433	LOC119649740|XP_037907950.1|HILL	LOC6534593|XP_015050732.2|DYAK
OG0004434	LOC119655017|XP_037916617.1|HILL	LOC6529991|XP_002090937.1|DYAK
OG0004435	LOC119655970|XP_037918131.1|HILL	LOC6530931|XP_015052765.1|DYAK
