Orthogroup	HILL.longest_only	BTRY.longest_only
OG0004704	LOC119651650|XP_037911256.1|HILL	LOC120773471|XP_039958324.1|BTRY
OG0004705	LOC119651488|XP_037911030.1|HILL	LOC120782764|XP_039971164.1|BTRY
OG0004706	LOC119653107|XP_037913553.1|HILL	LOC120776650|XP_039963422.1|BTRY
OG0004707	LOC119658332|XP_037921599.1|HILL	LOC120774719|XP_039960407.1|BTRY
OG0004708	LOC119658585|XP_037921969.1|HILL	LOC120782815|XP_039971240.1|BTRY
OG0004709	LOC119652381|XP_037912407.1|HILL	LOC120782826|XP_039971279.1|BTRY
OG0004710	LOC119650701|XP_037909615.1|HILL	LOC120774557|XP_039960228.1|BTRY
OG0004711	LOC119657081|XP_037919764.1|HILL	LOC120766247|XP_039947562.1|BTRY
OG0004712	LOC119657328|XP_037920121.1|HILL	LOC120782028|XP_039970123.1|BTRY
OG0004713	LOC119651505|XP_037911055.1|HILL	LOC120766307|XP_039947662.1|BTRY
OG0004714	LOC119652733|XP_037912957.1|HILL	LOC120780669|XP_039968872.1|BTRY
OG0004715	LOC119651448|XP_037910982.1|HILL	LOC120768328|XP_039950902.1|BTRY
OG0004716	LOC119650982|XP_037910173.1|HILL	LOC120769237|XP_039952074.1|BTRY
OG0004717	LOC119657852|XP_037920903.1|HILL	LOC120774382|XP_039959926.1|BTRY
OG0004718	LOC119646301|XP_037902645.1|HILL	LOC120769447|XP_039952371.1|BTRY
OG0004719	LOC119650798|XP_037909862.1|HILL	LOC120768434|XP_039951054.1|BTRY
OG0004720	LOC119652851|XP_037913132.1|HILL	LOC120775934|XP_039962278.1|BTRY
OG0004721	LOC119650753|XP_037909775.1|HILL	LOC120777159|XP_039964647.1|BTRY
OG0004722	LOC119652803|XP_037913055.1|HILL	LOC120774290|XP_039959734.1|BTRY
OG0004723	LOC119657533|XP_037920404.1|HILL	LOC120774247|XP_039959646.1|BTRY
OG0004724	LOC119652411|XP_037912451.1|HILL	LOC120766897|XP_039948580.1|BTRY
OG0004725	LOC119651248|XP_037910656.1|HILL	LOC120766898|XP_039948581.1|BTRY
OG0004726	LOC119651479|XP_037911018.1|HILL	LOC120766279|XP_039947615.1|BTRY
OG0004727	LOC119651347|XP_037910835.1|HILL	LOC120766542|XP_039948053.1|BTRY
OG0004728	LOC119651348|XP_037910837.1|HILL	LOC120767085|XP_039948890.1|BTRY
OG0004729	LOC119659224|XP_037923128.1|HILL	LOC120775770|XP_039962037.1|BTRY
OG0004730	LOC119652855|XP_037913139.1|HILL	LOC120767661|XP_039949768.1|BTRY
OG0004731	LOC119652690|XP_037912895.1|HILL	LOC120774510|XP_039960139.1|BTRY
OG0004732	LOC119657021|XP_037919697.1|HILL	LOC120780744|XP_039968938.1|BTRY
OG0004733	LOC119657022|XP_037919698.1|HILL	LOC120777334|XP_039964514.1|BTRY
OG0004734	LOC119658233|XP_037921439.1|HILL	LOC120779453|XP_039967646.1|BTRY
OG0004735	LOC119652917|XP_037913227.1|HILL	LOC120766418|XP_039947815.1|BTRY
OG0004736	LOC119660605|XP_037925219.1|HILL	LOC120767053|XP_039948840.1|BTRY
OG0004737	LOC119652046|XP_037911909.1|HILL	LOC120775301|XP_039961362.1|BTRY
OG0004738	LOC119650717|XP_037909658.1|HILL	LOC120779148|XP_039967300.1|BTRY
OG0004739	LOC119652650|XP_037912826.1|HILL	LOC120781342|XP_039969480.1|BTRY
OG0004740	LOC119651710|XP_037911351.1|HILL	LOC120782207|XP_039970295.1|BTRY
OG0004741	LOC119651621|XP_037911204.1|HILL	LOC120782821|XP_039971269.1|BTRY
OG0004742	LOC119660965|XP_037925950.1|HILL	LOC120780088|XP_039968300.1|BTRY, LOC120780068|XP_039968277.1|BTRY
OG0004743	LOC119657264|XP_037920023.1|HILL	LOC120766577|XP_039948104.1|BTRY
OG0004744	LOC119659925|XP_037924190.1|HILL	LOC120782839|XP_039971299.1|BTRY
OG0004745	LOC119658857|XP_037922538.1|HILL	LOC120775364|XP_039961464.1|BTRY
OG0004746	LOC119658591|XP_037921978.1|HILL	LOC120769208|XP_039952038.1|BTRY
OG0004747	LOC119658592|XP_037921979.1|HILL	LOC120769216|XP_039952048.1|BTRY
OG0004748	LOC119658982|XP_037922792.1|HILL	LOC120772470|XP_039957046.1|BTRY
OG0004749	LOC119658626|XP_037922053.1|HILL	LOC120778428|XP_039966147.1|BTRY
OG0004750	LOC119650598|XP_037909383.1|HILL	LOC120766543|XP_039948054.1|BTRY
OG0004751	LOC119656651|XP_037919044.1|HILL	LOC120769428|XP_039952347.1|BTRY
OG0004752	LOC119659430|XP_037923440.1|HILL	LOC120782316|XP_039970466.1|BTRY
OG0004753	LOC119659164|XP_037923042.1|HILL	LOC120780032|XP_039968248.1|BTRY
OG0004754	LOC119659162|XP_037923040.1|HILL	LOC120768876|XP_039951567.1|BTRY
OG0004755	LOC119646660|XP_037903118.1|HILL	LOC120773393|XP_039958177.1|BTRY
OG0004756	LOC119646659|XP_037903117.1|HILL	LOC120773391|XP_039958163.1|BTRY
OG0004757	LOC119651981|XP_037911818.1|HILL	LOC120766414|XP_039947800.1|BTRY
OG0004758	LOC119657492|XP_037920343.1|HILL	LOC120776508|XP_039963149.1|BTRY
OG0004759	LOC119650650|XP_037909512.1|HILL	LOC120782390|XP_039970566.1|BTRY
OG0004760	LOC119657397|XP_037920215.1|HILL	LOC120766662|XP_039948230.1|BTRY
OG0004761	LOC119659497|XP_037923543.1|HILL	LOC120780582|XP_039968776.1|BTRY
OG0004762	LOC119651175|XP_037910525.1|HILL	LOC120780937|XP_039969100.1|BTRY, LOC120773068|XP_039957939.1|BTRY
OG0004763	LOC119651811|XP_037911530.1|HILL	LOC120766735|XP_039948321.1|BTRY
OG0004764	LOC119660161|XP_037924493.1|HILL	LOC120782550|XP_039970813.1|BTRY
OG0004765	LOC119651583|XP_037911150.1|HILL	LOC120780837|XP_039969015.1|BTRY
OG0004766	LOC119651411|XP_037910930.1|HILL	LOC120780308|XP_039968535.1|BTRY
OG0004767	LOC119651129|XP_037910451.1|HILL	LOC120774604|XP_039960648.1|BTRY
OG0004768	LOC119651128|XP_037910450.1|HILL	LOC120774368|XP_039959900.1|BTRY
OG0004769	LOC119659440|XP_037923451.1|HILL	LOC120766842|XP_039948487.1|BTRY
OG0004770	LOC119659123|XP_037922976.1|HILL	LOC120782716|XP_039971072.1|BTRY
OG0004771	LOC119651884|XP_037911632.1|HILL	LOC120782567|XP_039970838.1|BTRY
OG0004772	LOC119651147|XP_037910480.1|HILL	LOC120778484|XP_039966654.1|BTRY
OG0004773	LOC119652454|XP_037912526.1|HILL	LOC120766357|XP_039947724.1|BTRY
OG0004774	LOC119652455|XP_037912531.1|HILL	LOC120766367|XP_039947735.1|BTRY
OG0004775	LOC119652648|XP_037912825.1|HILL	LOC120766571|XP_039948097.1|BTRY
OG0004776	LOC119651638|XP_037911236.1|HILL	LOC120770515|XP_039953987.1|BTRY
OG0004777	LOC119650759|XP_037909779.1|HILL	LOC120780454|XP_039968663.1|BTRY
OG0004778	LOC119657685|XP_037920644.1|HILL	LOC120767877|XP_039950137.1|BTRY
OG0004779	LOC119661344|XP_037926574.1|HILL	LOC120766385|XP_039947756.1|BTRY
OG0004780	LOC119647073|XP_037903759.1|HILL	LOC120768286|XP_039950847.1|BTRY
OG0004781	LOC119652277|XP_037912198.1|HILL	LOC120777363|XP_039964569.1|BTRY
OG0004782	LOC119651366|XP_037910868.1|HILL	LOC120778557|XP_039966349.1|BTRY
OG0004783	LOC119656828|XP_037919401.1|HILL	LOC120775914|XP_039962241.1|BTRY
OG0004784	LOC119651404|XP_037910920.1|HILL	LOC120771552|XP_039955551.1|BTRY
OG0004785	LOC119651315|XP_037910773.1|HILL	LOC120779907|XP_039968189.1|BTRY
OG0004786	LOC119651934|XP_037911702.1|HILL	LOC120766597|XP_039948136.1|BTRY
OG0004787	LOC119653144|XP_037913606.1|HILL	LOC120766912|XP_039948593.1|BTRY
OG0004788	LOC119653141|XP_037913604.1|HILL	LOC120779521|XP_039967787.1|BTRY
OG0004789	LOC119653143|XP_037913605.1|HILL	LOC120782544|XP_039970847.1|BTRY
OG0004790	LOC119652266|XP_037912179.1|HILL	LOC120766447|XP_039947889.1|BTRY
OG0004791	LOC119652076|XP_037911942.1|HILL	LOC120772315|XP_039956769.1|BTRY
OG0004792	LOC119651728|XP_037911383.1|HILL	LOC120780449|XP_039968660.1|BTRY
OG0004793	LOC119659008|XP_037922821.1|HILL	LOC120767784|XP_039949973.1|BTRY
OG0004794	LOC119652838|XP_037913102.1|HILL	LOC120781453|XP_039969604.1|BTRY
OG0004795	LOC119652527|XP_037912656.1|HILL	LOC120782800|XP_039971211.1|BTRY
OG0004796	LOC119650639|XP_037909489.1|HILL	LOC120766317|XP_039947672.1|BTRY
OG0004797	LOC119652964|XP_037913289.1|HILL	LOC120767094|XP_039948908.1|BTRY
OG0004798	LOC119650602|XP_037909387.1|HILL	LOC120776948|XP_039963973.1|BTRY
OG0004799	LOC119650872|XP_037909962.1|HILL	LOC120770776|XP_039954292.1|BTRY
OG0004800	LOC119652460|XP_037912552.1|HILL	LOC120780180|XP_039968391.1|BTRY
OG0004801	LOC119658926|XP_037922683.1|HILL	LOC120779695|XP_039967996.1|BTRY
OG0004802	LOC119653001|XP_037913355.1|HILL	LOC120766215|XP_039947519.1|BTRY
OG0004803	LOC119651072|XP_037910339.1|HILL	LOC120766649|XP_039948211.1|BTRY
OG0004804	LOC119652910|XP_037913214.1|HILL	LOC120768081|XP_039950547.1|BTRY
OG0004805	LOC119652950|XP_037913270.1|HILL	LOC120782494|XP_039970729.1|BTRY
OG0004806	LOC119646447|XP_037902826.1|HILL	LOC120775829|XP_039962124.1|BTRY
OG0004807	LOC119651232|XP_037910636.1|HILL	LOC120782770|XP_039971169.1|BTRY
OG0004808	LOC119652992|XP_037913345.1|HILL	LOC120781662|XP_039970038.1|BTRY
OG0004809	LOC119646127|XP_037902405.1|HILL	LOC120766164|XP_039947445.1|BTRY
OG0004810	LOC119659012|XP_037922828.1|HILL	LOC120770658|XP_039954186.1|BTRY
OG0004811	LOC119651304|XP_037910758.1|HILL	LOC120777485|XP_039964756.1|BTRY
OG0004812	LOC119651965|XP_037911755.1|HILL	LOC120771936|XP_039956171.1|BTRY
OG0004813	LOC119652598|XP_037912753.1|HILL	LOC120766269|XP_039947592.1|BTRY
OG0004814	LOC119650948|XP_037910109.1|HILL	LOC120779510|XP_039967765.1|BTRY
OG0004815	LOC119657093|XP_037919774.1|HILL	LOC120773451|XP_039958276.1|BTRY
OG0004816	LOC119657482|XP_037920332.1|HILL	LOC120776005|XP_039962371.1|BTRY
OG0004817	LOC119657103|XP_037919787.1|HILL	LOC120774361|XP_039959881.1|BTRY
OG0004818	LOC119652607|XP_037912768.1|HILL	LOC120782449|XP_039970671.1|BTRY
OG0004819	LOC119657915|XP_037921029.1|HILL	LOC120782558|XP_039970826.1|BTRY
OG0004820	LOC119651749|XP_037911414.1|HILL	LOC120775984|XP_039962348.1|BTRY
OG0004821	LOC119651676|XP_037911298.1|HILL	LOC120766764|XP_039948376.1|BTRY
OG0004822	LOC119651664|XP_037911281.1|HILL	LOC120770407|XP_039953779.1|BTRY
OG0004823	LOC119651836|XP_037911560.1|HILL	LOC120766777|XP_039948398.1|BTRY
OG0004824	LOC119650772|XP_037909802.1|HILL	LOC120766778|XP_039948402.1|BTRY
OG0004825	LOC119660946|XP_037925883.1|HILL	LOC120780086|XP_039968289.1|BTRY
OG0004826	LOC119651897|XP_037911652.1|HILL	LOC120775295|XP_039961348.1|BTRY
OG0004827	LOC119652469|XP_037912565.1|HILL	LOC120782381|XP_039970557.1|BTRY
OG0004828	LOC119652623|XP_037912794.1|HILL	LOC120770020|XP_039953055.1|BTRY
OG0004829	LOC119650894|XP_037910001.1|HILL	LOC120766591|XP_039948129.1|BTRY
OG0004830	LOC119652629|XP_037912804.1|HILL	LOC120779659|XP_039967951.1|BTRY
OG0004831	LOC119657751|XP_037920732.1|HILL	LOC120771927|XP_039956157.1|BTRY
OG0004832	LOC119650910|XP_037910059.1|HILL	LOC120782860|XP_039971330.1|BTRY
OG0004833	LOC119658030|XP_037921188.1|HILL	LOC120782406|XP_039970586.1|BTRY
OG0004834	LOC119652942|XP_037913259.1|HILL	LOC120771753|XP_039955868.1|BTRY
OG0004835	LOC119651573|XP_037911136.1|HILL	LOC120766795|XP_039948429.1|BTRY
OG0004836	LOC119647061|XP_037903746.1|HILL	LOC120770390|XP_039953757.1|BTRY
OG0004837	LOC119649816|XP_037908075.1|HILL	LOC120777626|XP_039965014.1|BTRY
OG0004838	LOC119656550|XP_037918842.1|HILL	LOC120780390|XP_039968610.1|BTRY
OG0004839	LOC119657955|XP_037921085.1|HILL	LOC120780109|XP_039968324.1|BTRY, LOC120780451|XP_039968657.1|BTRY
OG0004840	LOC119659882|XP_037924129.1|HILL	LOC120780244|XP_039968437.1|BTRY
OG0004841	LOC119657827|XP_037920873.1|HILL	LOC120773535|XP_039958425.1|BTRY
OG0004842	LOC119657044|XP_037919725.1|HILL	LOC120772824|XP_039957566.1|BTRY
OG0004843	LOC119650651|XP_037909515.1|HILL	LOC120780583|XP_039968779.1|BTRY
OG0004844	LOC119660485|XP_037925002.1|HILL	LOC120769673|XP_039952730.1|BTRY
OG0004845	LOC119659005|XP_037922819.1|HILL	LOC120769662|XP_039952708.1|BTRY
OG0004846	LOC119651550|XP_037911114.1|HILL	LOC120767702|XP_039949833.1|BTRY
OG0004847	LOC119657752|XP_037920734.1|HILL	LOC120768655|XP_039951364.1|BTRY
OG0004848	LOC119651326|XP_037910793.1|HILL, LOC119650706|XP_037909636.1|HILL, LOC119652064|XP_037911929.1|HILL	LOC120782691|XP_039971020.1|BTRY
OG0004849	LOC119657782|XP_037920784.1|HILL	LOC120775130|XP_039961092.1|BTRY
OG0004850	LOC119650958|XP_037910129.1|HILL	LOC120777889|XP_039965390.1|BTRY
OG0004851	LOC119650807|XP_037909874.1|HILL	LOC120782829|XP_039971282.1|BTRY
OG0004852	LOC119652610|XP_037912773.1|HILL	LOC120779854|XP_039968148.1|BTRY
OG0004853	LOC119660352|XP_037924779.1|HILL	LOC120772176|XP_039956557.1|BTRY
OG0004854	LOC119647713|XP_037904732.1|HILL	LOC120776893|XP_039963884.1|BTRY
OG0004855	LOC119650096|XP_037908542.1|HILL	LOC120778578|XP_039966375.1|BTRY
OG0004856	LOC119649449|XP_037907527.1|HILL	LOC120776638|XP_039963396.1|BTRY
OG0004857	LOC119648483|XP_037906173.1|HILL	LOC120777849|XP_039965318.1|BTRY
OG0004858	LOC119647512|XP_037904402.1|HILL	LOC120777503|XP_039964788.1|BTRY
OG0004859	LOC119649643|XP_037907826.1|HILL	LOC120777527|XP_039964843.1|BTRY
OG0004860	LOC119649398|XP_037907451.1|HILL	LOC120778168|XP_039965838.1|BTRY
OG0004861	LOC119650260|XP_037908789.1|HILL	LOC120777899|XP_039965404.1|BTRY
OG0004863	LOC119648813|XP_037906593.1|HILL	LOC120776867|XP_039963858.1|BTRY
OG0004864	LOC119648280|XP_037905863.1|HILL	LOC120778599|XP_039966406.1|BTRY
OG0004865	LOC119646468|XP_037902846.1|HILL	LOC120769935|XP_039952972.1|BTRY
OG0004866	LOC119648674|XP_037906393.1|HILL	LOC120777286|XP_039964432.1|BTRY
OG0004867	LOC119661292|XP_037926507.1|HILL	LOC120772102|XP_039956445.1|BTRY
OG0004868	LOC119649905|XP_037908230.1|HILL	LOC120772103|XP_039956446.1|BTRY
OG0004869	LOC119646853|XP_037903403.1|HILL	LOC120770382|XP_039953738.1|BTRY
OG0004870	LOC119661636|XP_037926987.1|HILL	LOC120770061|XP_039953115.1|BTRY
OG0004871	LOC119646521|XP_037902909.1|HILL	LOC120770575|XP_039954089.1|BTRY
OG0004872	LOC119661574|XP_037926901.1|HILL	LOC120772077|XP_039956405.1|BTRY
OG0004873	LOC119649470|XP_037907555.1|HILL	LOC120769721|XP_039952794.1|BTRY
OG0004874	LOC119646173|XP_037902480.1|HILL	LOC120777596|XP_039964970.1|BTRY
OG0004875	LOC119651097|XP_037910382.1|HILL	LOC120774106|XP_039959398.1|BTRY
OG0004876	LOC119646418|XP_037902792.1|HILL	LOC120773507|XP_039958394.1|BTRY
OG0004877	LOC119650223|XP_037908728.1|HILL	LOC120776540|XP_039963212.1|BTRY
OG0004878	LOC119646610|XP_037903039.1|HILL	LOC120772129|XP_039956479.1|BTRY
OG0004879	LOC119656430|XP_037918728.1|HILL	LOC120770514|XP_039953983.1|BTRY
OG0004880	LOC119648775|XP_037906537.1|HILL	LOC120777271|XP_039964408.1|BTRY
OG0004881	LOC119648136|XP_037905609.1|HILL	LOC120776575|XP_039963273.1|BTRY
OG0004882	LOC119648223|XP_037905767.1|HILL	LOC120777558|XP_039964882.1|BTRY
OG0004883	LOC119649771|XP_037907999.1|HILL	LOC120778462|XP_039966201.1|BTRY
OG0004884	LOC119661105|XP_037926222.1|HILL	LOC120771282|XP_039955142.1|BTRY
OG0004885	LOC119661577|XP_037926904.1|HILL	LOC120771579|XP_039955581.1|BTRY
OG0004886	LOC119659066|XP_037922908.1|HILL	LOC120771915|XP_039956136.1|BTRY
OG0004888	LOC119647034|XP_037903704.1|HILL	LOC120773030|XP_039957894.1|BTRY
OG0004889	LOC119661513|XP_037926814.1|HILL	LOC120767322|XP_039949190.1|BTRY
OG0004890	LOC119646819|XP_037903362.1|HILL	LOC120771896|XP_039956101.1|BTRY
OG0004891	LOC119655774|XP_037917758.1|HILL	LOC120773550|XP_039958447.1|BTRY
OG0004892	LOC119656024|XP_037918214.1|HILL	LOC120770484|XP_039953928.1|BTRY
OG0004893	LOC119646608|XP_037903037.1|HILL	LOC120772065|XP_039956385.1|BTRY
OG0004894	LOC119653684|XP_037914476.1|HILL	LOC120772033|XP_039956338.1|BTRY
OG0004895	LOC119661728|XP_037927122.1|HILL	LOC120772690|XP_039957363.1|BTRY
OG0004897	LOC119651207|XP_037910589.1|HILL	LOC120770869|XP_039954428.1|BTRY
OG0004898	LOC119660127|XP_037924450.1|HILL	LOC120772074|XP_039956398.1|BTRY
OG0004899	LOC119659519|XP_037923578.1|HILL	LOC120770841|XP_039954371.1|BTRY
OG0004900	LOC119658871|XP_037922569.1|HILL	LOC120781204|XP_039969254.1|BTRY
OG0004901	LOC119659396|XP_037923386.1|HILL	LOC120781263|XP_039969352.1|BTRY
OG0004902	LOC119649113|XP_037907041.1|HILL	LOC120778531|XP_039966307.1|BTRY
OG0004903	LOC119661236|XP_037926393.1|HILL	LOC120771081|XP_039954837.1|BTRY
OG0004904	LOC119647059|XP_037903744.1|HILL	LOC120771878|XP_039956071.1|BTRY
OG0004905	LOC119650857|XP_037909941.1|HILL	LOC120772912|XP_039957742.1|BTRY
OG0004906	LOC119647878|XP_037905091.1|HILL	LOC120779154|XP_039967306.1|BTRY
OG0004907	LOC119648096|XP_037905523.1|HILL	LOC120778199|XP_039965876.1|BTRY
OG0004908	LOC119649228|XP_037907215.1|HILL	LOC120778076|XP_039965702.1|BTRY
OG0004909	LOC119650214|XP_037908707.1|HILL	LOC120778834|XP_039966783.1|BTRY
OG0004910	LOC119649016|XP_037906895.1|HILL	LOC120776660|XP_039963464.1|BTRY
OG0004911	LOC119648207|XP_037905739.1|HILL	LOC120776563|XP_039963257.1|BTRY
OG0004912	LOC119649456|XP_037907538.1|HILL	LOC120779157|XP_039967313.1|BTRY
OG0004913	LOC119655947|XP_037918078.1|HILL	LOC120772610|XP_039957259.1|BTRY
OG0004914	LOC119650069|XP_037908497.1|HILL	LOC120770545|XP_039954038.1|BTRY
OG0004915	LOC119660025|XP_037924332.1|HILL	LOC120770912|XP_039954524.1|BTRY
OG0004916	LOC119660014|XP_037924324.1|HILL	LOC120771844|XP_039956019.1|BTRY
OG0004917	LOC119649568|XP_037907696.1|HILL	LOC120776376|XP_039962894.1|BTRY
OG0004918	LOC119647451|XP_037904307.1|HILL	LOC120776375|XP_039962891.1|BTRY
OG0004919	LOC119660148|XP_037924479.1|HILL	LOC120782858|XP_039971329.1|BTRY
OG0004920	LOC119658415|XP_037921741.1|HILL	LOC120777236|XP_039964361.1|BTRY
OG0004921	LOC119648890|XP_037906715.1|HILL	LOC120779117|XP_039967244.1|BTRY
OG0004922	LOC119650000|XP_037908390.1|HILL	LOC120777689|XP_039965097.1|BTRY
OG0004923	LOC119648341|XP_037905965.1|HILL	LOC120778811|XP_039966750.1|BTRY
OG0004924	LOC119648607|XP_037906305.1|HILL	LOC120776894|XP_039963890.1|BTRY
OG0004925	LOC119648909|XP_037906744.1|HILL	LOC120778099|XP_039965736.1|BTRY
OG0004926	LOC119648160|XP_037905663.1|HILL	LOC120777943|XP_039965479.1|BTRY
OG0004927	LOC119649986|XP_037908357.1|HILL	LOC120776837|XP_039963791.1|BTRY
OG0004928	LOC119647764|XP_037904821.1|HILL	LOC120770508|XP_039953970.1|BTRY
OG0004929	LOC119647998|XP_037905312.1|HILL	LOC120779112|XP_039967227.1|BTRY
OG0004930	LOC119661707|XP_037927087.1|HILL	LOC120769998|XP_039953021.1|BTRY
OG0004931	LOC119655301|XP_037917056.1|HILL	LOC120781293|XP_039969424.1|BTRY
OG0004932	LOC119648709|XP_037906444.1|HILL	LOC120777215|XP_039964326.1|BTRY
OG0004933	LOC119646348|XP_037902710.1|HILL	LOC120772209|XP_039956609.1|BTRY
OG0004934	LOC119646799|XP_037903317.1|HILL	LOC120772429|XP_039956975.1|BTRY
OG0004935	LOC119646614|XP_037903047.1|HILL	LOC120770167|XP_039953309.1|BTRY
OG0004936	LOC119648843|XP_037906646.1|HILL	LOC120776817|XP_039963768.1|BTRY
OG0004937	LOC119646864|XP_037903417.1|HILL	LOC120771767|XP_039955887.1|BTRY
OG0004938	LOC119649503|XP_037907598.1|HILL	LOC120777971|XP_039965536.1|BTRY
OG0004940	LOC119649260|XP_037907274.1|HILL	LOC120777207|XP_039964316.1|BTRY
OG0004941	LOC119648897|XP_037906727.1|HILL	LOC120776865|XP_039963854.1|BTRY
OG0004942	LOC119647421|XP_037904244.1|HILL	LOC120779190|XP_039967386.1|BTRY
OG0004943	LOC119647942|XP_037905232.1|HILL	LOC120776715|XP_039963546.1|BTRY
OG0004944	LOC119649877|XP_037908181.1|HILL	LOC120779164|XP_039967323.1|BTRY, LOC120779161|XP_039967320.1|BTRY
OG0004945	LOC119648933|XP_037906774.1|HILL	LOC120775629|XP_039961817.1|BTRY
OG0004946	LOC119647536|XP_037904451.1|HILL	LOC120777499|XP_039964781.1|BTRY
OG0004947	LOC119649183|XP_037907137.1|HILL	LOC120778226|XP_039965917.1|BTRY
OG0004948	LOC119649411|XP_037907476.1|HILL	LOC120777023|XP_039964069.1|BTRY
OG0004949	LOC119649719|XP_037907929.1|HILL	LOC120777030|XP_039964075.1|BTRY
OG0004950	LOC119649711|XP_037907912.1|HILL	LOC120778153|XP_039965811.1|BTRY
OG0004951	LOC119650718|XP_037909659.1|HILL	LOC120766595|XP_039948133.1|BTRY
OG0004952	LOC119648124|XP_037905574.1|HILL	LOC120776693|XP_039963512.1|BTRY
OG0004953	LOC119647618|XP_037904588.1|HILL	LOC120777738|XP_039965163.1|BTRY
OG0004954	LOC119647615|XP_037904582.1|HILL	LOC120778261|XP_039965972.1|BTRY
OG0004955	LOC119646509|XP_037902893.1|HILL	LOC120778637|XP_039966468.1|BTRY
OG0004956	LOC119648642|XP_037906345.1|HILL	LOC120772337|XP_039956816.1|BTRY
OG0004957	LOC119648910|XP_037906745.1|HILL	LOC120778789|XP_039966722.1|BTRY
OG0004958	LOC119650325|XP_037908909.1|HILL	LOC120777660|XP_039965047.1|BTRY
OG0004959	LOC119650368|XP_037909009.1|HILL	LOC120779069|XP_039967139.1|BTRY
OG0004960	LOC119647465|XP_037904327.1|HILL	LOC120776689|XP_039963503.1|BTRY
OG0004961	LOC119648039|XP_037905394.1|HILL	LOC120770170|XP_039953319.1|BTRY
OG0004962	LOC119648037|XP_037905391.1|HILL	LOC120778520|XP_039966288.1|BTRY
OG0004963	LOC119647843|XP_037905028.1|HILL	LOC120776628|XP_039963369.1|BTRY
OG0004964	LOC119648209|XP_037905742.1|HILL	LOC120776861|XP_039963839.1|BTRY
OG0004965	LOC119647987|XP_037905300.1|HILL	LOC120777332|XP_039964508.1|BTRY
OG0004966	LOC119647985|XP_037905296.1|HILL	LOC120777331|XP_039964506.1|BTRY
OG0004967	LOC119661482|XP_037926775.1|HILL	LOC120770384|XP_039953739.1|BTRY
OG0004968	LOC119649864|XP_037908162.1|HILL	LOC120778213|XP_039965904.1|BTRY
OG0004969	LOC119646575|XP_037902996.1|HILL	LOC120773057|XP_039957925.1|BTRY
OG0004970	LOC119649870|XP_037908170.1|HILL	LOC120778894|XP_039966876.1|BTRY
OG0004971	LOC119647641|XP_037904631.1|HILL	LOC120776498|XP_039963115.1|BTRY
OG0004972	LOC119649966|XP_037908330.1|HILL	LOC120778890|XP_039966873.1|BTRY
OG0004973	LOC119647607|XP_037904566.1|HILL	LOC120779153|XP_039967305.1|BTRY
OG0004974	LOC119648197|XP_037905719.1|HILL	LOC120778591|XP_039966395.1|BTRY
OG0004975	LOC119650109|XP_037908560.1|HILL	LOC120778814|XP_039966754.1|BTRY
OG0004976	LOC119650107|XP_037908557.1|HILL	LOC120777296|XP_039964446.1|BTRY
OG0004977	LOC119647172|XP_037903906.1|HILL	LOC120773008|XP_039957864.1|BTRY
OG0004978	LOC119661178|XP_037926324.1|HILL	LOC120771378|XP_039955275.1|BTRY
OG0004979	LOC119649795|XP_037908028.1|HILL	LOC120777037|XP_039964081.1|BTRY
OG0004980	LOC119648180|XP_037905692.1|HILL	LOC120776976|XP_039964006.1|BTRY
OG0004981	LOC119648234|XP_037905785.1|HILL	LOC120777115|XP_039964187.1|BTRY
OG0004982	LOC119649995|XP_037908383.1|HILL	LOC120777113|XP_039964183.1|BTRY
OG0004983	LOC119649843|XP_037908115.1|HILL	LOC120778144|XP_039965802.1|BTRY, LOC120778143|XP_039965801.1|BTRY
OG0004984	LOC119648730|XP_037906473.1|HILL	LOC120778137|XP_039965795.1|BTRY, LOC120778136|XP_039965794.1|BTRY
OG0004985	LOC119648396|XP_037906064.1|HILL	LOC120776979|XP_039964010.1|BTRY
OG0004986	LOC119649839|XP_037908112.1|HILL	LOC120777256|XP_039964389.1|BTRY
OG0004987	LOC119650296|XP_037908860.1|HILL	LOC120778965|XP_039966975.1|BTRY
OG0004988	LOC119650332|XP_037908915.1|HILL	LOC120776709|XP_039963538.1|BTRY
OG0004989	LOC119647936|XP_037905208.1|HILL	LOC120778271|XP_039965984.1|BTRY
OG0004990	LOC119659543|XP_037923616.1|HILL	LOC120772218|XP_039956631.1|BTRY
OG0004991	LOC119647323|XP_037904178.1|HILL	LOC120771309|XP_039955178.1|BTRY
OG0004992	LOC119660877|XP_037925721.1|HILL	LOC120770183|XP_039953342.1|BTRY
OG0004993	LOC119649058|XP_037906969.1|HILL, LOC119647502|XP_037904385.1|HILL	LOC120777842|XP_039965312.1|BTRY
OG0004994	LOC119650373|XP_037909033.1|HILL	LOC120777829|XP_039965300.1|BTRY
OG0004995	LOC119649798|XP_037908030.1|HILL	LOC120776357|XP_039962849.1|BTRY
OG0004996	LOC119647940|XP_037905214.1|HILL	LOC120778006|XP_039965602.1|BTRY
OG0004997	LOC119652402|XP_037912441.1|HILL	LOC120771995|XP_039956286.1|BTRY
OG0004998	LOC119653276|XP_037913830.1|HILL	LOC120771374|XP_039955269.1|BTRY
OG0004999	LOC119649848|XP_037908133.1|HILL	LOC120776554|XP_039963240.1|BTRY
OG0005000	LOC119659051|XP_037922890.1|HILL	LOC120771167|XP_039954984.1|BTRY
