Orthogroup	HILL.longest_only	DSUP.longest_only
OG0005020	LOC119659468|XP_037923485.1|HILL	LOC119550065|XP_037714456.1|DSUP
OG0005021	LOC119649626|XP_037907789.1|HILL	LOC119546651|XP_037709033.1|DSUP
OG0005022	LOC119649922|XP_037908253.1|HILL	LOC119554233|XP_037720992.1|DSUP
OG0005023	LOC119649623|XP_037907784.1|HILL	LOC119550495|XP_037715114.1|DSUP
OG0005024	LOC119649280|XP_037907297.1|HILL	LOC119555243|XP_037722456.1|DSUP
OG0005025	LOC119649756|XP_037907977.1|HILL	LOC119554288|XP_037721073.1|DSUP
OG0005026	LOC119649673|XP_037907860.1|HILL	LOC119554853|XP_037721861.1|DSUP
OG0005027	LOC119650403|XP_037909114.1|HILL	LOC119553154|XP_037719303.1|DSUP
OG0005028	LOC119660581|XP_037925163.1|HILL	LOC119560524|XP_037729928.1|DSUP
OG0005029	LOC119649887|XP_037908192.1|HILL	LOC119552856|XP_037718660.1|DSUP
OG0005030	LOC119649028|XP_037906913.1|HILL	LOC119555274|XP_037722505.1|DSUP
OG0005031	LOC119647690|XP_037904701.1|HILL	LOC119553336|XP_037719599.1|DSUP
OG0005032	LOC119649323|XP_037907353.1|HILL	LOC119553810|XP_037720359.1|DSUP
OG0005033	LOC119648350|XP_037905975.1|HILL	LOC119552507|XP_037718045.1|DSUP
OG0005034	LOC119649225|XP_037907212.1|HILL	LOC119554223|XP_037720979.1|DSUP
OG0005035	LOC119649773|XP_037908002.1|HILL	LOC119552577|XP_037718135.1|DSUP
OG0005036	LOC119647459|XP_037904319.1|HILL	LOC119552632|XP_037718239.1|DSUP
OG0005037	LOC119647460|XP_037904320.1|HILL	LOC119555392|XP_037722666.1|DSUP
OG0005038	LOC119647927|XP_037905187.1|HILL	LOC119553953|XP_037720575.1|DSUP
OG0005039	LOC119660882|XP_037925725.1|HILL	LOC119547279|XP_037709990.1|DSUP
OG0005040	LOC119648702|XP_037906438.1|HILL	LOC119552771|XP_037718506.1|DSUP
OG0005041	LOC119649706|XP_037907905.1|HILL	LOC119555694|XP_037723277.1|DSUP
OG0005042	LOC119657331|XP_037920133.1|HILL	LOC119555102|XP_037722248.1|DSUP
OG0005043	LOC119647047|XP_037903731.1|HILL	LOC119551350|XP_037716597.1|DSUP
OG0005044	LOC119658945|XP_037922744.1|HILL	LOC119551251|XP_037716424.1|DSUP
OG0005045	LOC119658684|XP_037922195.1|HILL	LOC119550154|XP_037714593.1|DSUP
OG0005046	LOC119659235|XP_037923145.1|HILL	LOC119550605|XP_037715351.1|DSUP
OG0005047	LOC119648288|XP_037905872.1|HILL	LOC119554639|XP_037721563.1|DSUP
OG0005048	LOC119649206|XP_037907189.1|HILL	LOC119554824|XP_037721826.1|DSUP
OG0005049	LOC119650427|XP_037909169.1|HILL	LOC119552576|XP_037718130.1|DSUP
OG0005050	LOC119655933|XP_037918044.1|HILL	LOC119550437|XP_037715036.1|DSUP
OG0005051	LOC119648010|XP_037905338.1|HILL	LOC119555667|XP_037723202.1|DSUP
OG0005052	LOC119649856|XP_037908140.1|HILL	LOC119553529|XP_037719883.1|DSUP
OG0005053	LOC119652227|XP_037912112.1|HILL	LOC119546118|XP_037708137.1|DSUP
OG0005054	LOC119647482|XP_037904359.1|HILL	LOC119554268|XP_037721043.1|DSUP
OG0005055	LOC119661616|XP_037926967.1|HILL	LOC119558045|XP_037727121.1|DSUP
OG0005056	LOC119661715|XP_037927097.1|HILL	LOC119550140|XP_037714572.1|DSUP
OG0005057	LOC119647931|XP_037905194.1|HILL	LOC119553007|XP_037718958.1|DSUP
OG0005058	LOC119650369|XP_037909010.1|HILL	LOC119553279|XP_037719512.1|DSUP
OG0005059	LOC119661184|XP_037926330.1|HILL	LOC119549904|XP_037714144.1|DSUP
OG0005060	LOC119646152|XP_037902449.1|HILL	LOC119549231|XP_037713044.1|DSUP
OG0005061	LOC119660862|XP_037925685.1|HILL	LOC119548462|XP_037711658.1|DSUP
OG0005062	LOC119649808|XP_037908066.1|HILL	LOC119550836|XP_037715724.1|DSUP
OG0005063	LOC119646647|XP_037903091.1|HILL	LOC119561988|XP_037731308.1|DSUP
OG0005064	LOC119648864|XP_037906676.1|HILL	LOC119554095|XP_037720772.1|DSUP
OG0005065	LOC119660458|XP_037924947.1|HILL	LOC119549159|XP_037712874.1|DSUP
OG0005066	LOC119646471|XP_037902848.1|HILL	LOC119551472|XP_037716755.1|DSUP
OG0005067	LOC119659331|XP_037923304.1|HILL	LOC119551299|XP_037716507.1|DSUP
OG0005068	LOC119649990|XP_037908373.1|HILL	LOC119554748|XP_037721701.1|DSUP
OG0005069	LOC119655472|XP_037917304.1|HILL	LOC119549013|XP_037712582.1|DSUP
OG0005070	LOC119650292|XP_037908856.1|HILL	LOC119549044|XP_037712666.1|DSUP
OG0005071	LOC119650195|XP_037908690.1|HILL	LOC119552824|XP_037718605.1|DSUP
OG0005072	LOC119661174|XP_037926319.1|HILL	LOC119558122|XP_037727281.1|DSUP
OG0005073	LOC119659264|XP_037923185.1|HILL	LOC119551170|XP_037716296.1|DSUP
OG0005074	LOC119649008|XP_037906881.1|HILL	LOC119553302|XP_037719551.1|DSUP
OG0005076	LOC119656263|XP_037918615.1|HILL	LOC119551515|XP_037716826.1|DSUP
OG0005079	LOC119657248|XP_037919998.1|HILL	LOC119549097|XP_037712759.1|DSUP
OG0005080	LOC119648729|XP_037906472.1|HILL	LOC119552485|XP_037718012.1|DSUP
OG0005081	LOC119661287|XP_037926491.1|HILL	LOC119549133|XP_037712831.1|DSUP
OG0005082	LOC119647479|XP_037904350.1|HILL	LOC119555464|XP_037722797.1|DSUP
OG0005083	LOC119654996|XP_037916594.1|HILL	LOC119558409|XP_037727869.1|DSUP
OG0005084	LOC119647800|XP_037904938.1|HILL	LOC119555400|XP_037722679.1|DSUP
OG0005085	LOC119649743|XP_037907959.1|HILL	LOC119553526|XP_037719879.1|DSUP
OG0005086	LOC119661739|XP_037927133.1|HILL	LOC119549058|XP_037712690.1|DSUP
OG0005087	LOC119647770|XP_037904869.1|HILL	LOC119552760|XP_037718485.1|DSUP
OG0005089	LOC119659571|XP_037923658.1|HILL	LOC119550961|XP_037715919.1|DSUP
OG0005090	LOC119654687|XP_037916125.1|HILL	LOC119549726|XP_037713895.1|DSUP
OG0005091	LOC119658460|XP_037921797.1|HILL	LOC119549931|XP_037714223.1|DSUP
OG0005092	LOC119650029|XP_037908436.1|HILL	LOC119555111|XP_037722262.1|DSUP
OG0005093	LOC119647914|XP_037905164.1|HILL	LOC119553325|XP_037719582.1|DSUP
OG0005094	LOC119647708|XP_037904723.1|HILL	LOC119552843|XP_037718634.1|DSUP
OG0005095	LOC119661561|XP_037926881.1|HILL	LOC119549007|XP_037712568.1|DSUP
OG0005096	LOC119650708|XP_037909640.1|HILL	LOC119545957|XP_037707848.1|DSUP
OG0005097	LOC119646415|XP_037902788.1|HILL	LOC119551600|XP_037716932.1|DSUP
OG0005098	LOC119650908|XP_037910060.1|HILL	LOC119550278|XP_037714792.1|DSUP
OG0005099	LOC119647282|XP_037904103.1|HILL	LOC119551853|XP_037717357.1|DSUP
OG0005100	LOC119647280|XP_037904101.1|HILL	LOC119551852|XP_037717356.1|DSUP
OG0005101	LOC119646170|XP_037902476.1|HILL	LOC119560181|XP_037729468.1|DSUP
OG0005102	LOC119654204|XP_037915338.1|HILL	LOC119549930|XP_037714200.1|DSUP
OG0005103	LOC119653642|XP_037914385.1|HILL	LOC119550748|XP_037715596.1|DSUP
OG0005104	LOC119653673|XP_037914440.1|HILL	LOC119547936|XP_037710911.1|DSUP
OG0005105	LOC119648525|XP_037906221.1|HILL	LOC119554969|XP_037722026.1|DSUP
OG0005106	LOC119649404|XP_037907462.1|HILL	LOC119552743|XP_037718436.1|DSUP
OG0005107	LOC119649508|XP_037907606.1|HILL	LOC119554671|XP_037721601.1|DSUP
OG0005108	LOC119659400|XP_037923401.1|HILL	LOC119551514|XP_037716825.1|DSUP
OG0005109	LOC119655626|XP_037917524.1|HILL	LOC119556347|XP_037724377.1|DSUP
OG0005110	LOC119649133|XP_037907066.1|HILL	LOC119555680|XP_037723231.1|DSUP
OG0005111	LOC119649343|XP_037907377.1|HILL	LOC119553752|XP_037720281.1|DSUP
OG0005112	LOC119648658|XP_037906364.1|HILL	LOC119552497|XP_037718028.1|DSUP
OG0005113	LOC119648784|XP_037906549.1|HILL	LOC119553754|XP_037720285.1|DSUP
OG0005114	LOC119649347|XP_037907383.1|HILL	LOC119554706|XP_037721638.1|DSUP
OG0005115	LOC119647279|XP_037904104.1|HILL	LOC119547748|XP_037710672.1|DSUP
OG0005116	LOC119649700|XP_037907896.1|HILL	LOC119552585|XP_037718147.1|DSUP
OG0005117	LOC119658916|XP_037922659.1|HILL	LOC119556022|XP_037723730.1|DSUP
OG0005118	LOC119659093|XP_037922941.1|HILL	LOC119546581|XP_037708915.1|DSUP
OG0005119	LOC119658934|XP_037922696.1|HILL	LOC119551717|XP_037717118.1|DSUP
OG0005120	LOC119649432|XP_037907508.1|HILL	LOC119553317|XP_037719573.1|DSUP
OG0005121	LOC119648831|XP_037906621.1|HILL	LOC119555083|XP_037722227.1|DSUP
OG0005122	LOC119649699|XP_037907895.1|HILL	LOC119554868|XP_037721878.1|DSUP
OG0005123	LOC119648238|XP_037905795.1|HILL	LOC119554922|XP_037721955.1|DSUP
OG0005124	LOC119648042|XP_037905405.1|HILL	LOC119552766|XP_037718499.1|DSUP
OG0005125	LOC119647834|XP_037905006.1|HILL	LOC119555670|XP_037723205.1|DSUP
OG0005126	LOC119650423|XP_037909162.1|HILL	LOC119553134|XP_037719254.1|DSUP
OG0005127	LOC119648071|XP_037905473.1|HILL	LOC119553947|XP_037720567.1|DSUP
OG0005128	LOC119661261|XP_037926442.1|HILL	LOC119550664|XP_037715438.1|DSUP
OG0005129	LOC119650465|XP_037909259.1|HILL	LOC119553412|XP_037719715.1|DSUP
OG0005130	LOC119646147|XP_037902432.1|HILL	LOC119554058|XP_037720728.1|DSUP
OG0005131	LOC119650318|XP_037908900.1|HILL	LOC119552916|XP_037718781.1|DSUP
OG0005132	LOC119649444|XP_037907523.1|HILL	LOC119552670|XP_037718307.1|DSUP
OG0005133	LOC119649249|XP_037907244.1|HILL, LOC119649238|XP_037907229.1|HILL	LOC119553370|XP_037719644.1|DSUP
OG0005134	LOC119649769|XP_037907997.1|HILL	LOC119554888|XP_037721906.1|DSUP
OG0005135	LOC119650307|XP_037908880.1|HILL	LOC119552908|XP_037718762.1|DSUP
OG0005136	LOC119648369|XP_037906023.1|HILL	LOC119553805|XP_037720351.1|DSUP
OG0005137	LOC119657487|XP_037920340.1|HILL	LOC119550494|XP_037715117.1|DSUP
OG0005138	LOC119649583|XP_037907715.1|HILL	LOC119554802|XP_037721780.1|DSUP
OG0005139	LOC119649660|XP_037907844.1|HILL	LOC119555623|XP_037723071.1|DSUP
OG0005140	LOC119649396|XP_037907449.1|HILL	LOC119548198|XP_037711255.1|DSUP
OG0005141	LOC119654387|XP_037915689.1|HILL	LOC119549235|XP_037713053.1|DSUP
OG0005142	LOC119648368|XP_037906022.1|HILL	LOC119554269|XP_037721048.1|DSUP
OG0005143	LOC119647941|XP_037905219.1|HILL	LOC119555665|XP_037723179.1|DSUP
OG0005144	LOC119648656|XP_037906360.1|HILL	LOC119553479|XP_037719816.1|DSUP
OG0005145	LOC119649656|XP_037907839.1|HILL	LOC119554009|XP_037720649.1|DSUP
OG0005146	LOC119650300|XP_037908866.1|HILL	LOC119552487|XP_037718013.1|DSUP
OG0005147	LOC119650302|XP_037908870.1|HILL	LOC119552489|XP_037718017.1|DSUP
OG0005148	LOC119647469|XP_037904332.1|HILL	LOC119553649|XP_037720062.1|DSUP
OG0005149	LOC119661400|XP_037926655.1|HILL	LOC119549397|XP_037713380.1|DSUP
OG0005150	LOC119649675|XP_037907862.1|HILL	LOC119552681|XP_037718327.1|DSUP
OG0005151	LOC119648113|XP_037905563.1|HILL	LOC119554033|XP_037720679.1|DSUP
OG0005152	LOC119649984|XP_037908354.1|HILL	LOC119554502|XP_037721363.1|DSUP
OG0005154	LOC119647516|XP_037904406.1|HILL	LOC119552906|XP_037718760.1|DSUP
OG0005155	LOC119650217|XP_037908713.1|HILL	LOC119554893|XP_037721923.1|DSUP
OG0005156	LOC119651825|XP_037911544.1|HILL	LOC119560259|XP_037729552.1|DSUP
OG0005157	LOC119647924|XP_037905185.1|HILL	LOC119552151|XP_037717884.1|DSUP
OG0005158	LOC119649577|XP_037907709.1|HILL	LOC119554870|XP_037721881.1|DSUP
OG0005159	LOC119648345|XP_037905968.1|HILL	LOC119553837|XP_037720399.1|DSUP
OG0005160	LOC119650199|XP_037908694.1|HILL	LOC119554651|XP_037721580.1|DSUP
OG0005161	LOC119646727|XP_037903235.1|HILL	LOC119552084|XP_037717788.1|DSUP
OG0005162	LOC119659250|XP_037923164.1|HILL	LOC119558140|XP_037727300.1|DSUP
OG0005163	LOC119647824|XP_037904990.1|HILL	LOC119554044|XP_037720702.1|DSUP
OG0005164	LOC119649730|XP_037907938.1|HILL	LOC119552663|XP_037718297.1|DSUP
OG0005165	LOC119653067|XP_037913477.1|HILL	LOC119549186|XP_037712943.1|DSUP
OG0005166	LOC119649889|XP_037908207.1|HILL	LOC119560934|XP_037730597.1|DSUP
OG0005167	LOC119648190|XP_037905708.1|HILL	LOC119560318|XP_037729624.1|DSUP
OG0005168	LOC119648188|XP_037905705.1|HILL	LOC119553642|XP_037720048.1|DSUP
OG0005169	LOC119650352|XP_037908962.1|HILL	LOC119554330|XP_037721122.1|DSUP
OG0005170	LOC119650350|XP_037908952.1|HILL	LOC119553727|XP_037720242.1|DSUP
OG0005171	LOC119650351|XP_037908961.1|HILL	LOC119555115|XP_037722267.1|DSUP
OG0005172	LOC119646374|XP_037902738.1|HILL	LOC119550650|XP_037715417.1|DSUP
OG0005173	LOC119653388|XP_037913866.1|HILL	LOC119551203|XP_037716365.1|DSUP
OG0005174	LOC119646194|XP_037902506.1|HILL	LOC119551599|XP_037716929.1|DSUP
OG0005175	LOC119661164|XP_037926308.1|HILL	LOC119549037|XP_037712649.1|DSUP
OG0005176	LOC119646505|XP_037902888.1|HILL	LOC119551650|XP_037717013.1|DSUP
OG0005178	LOC119650206|XP_037908700.1|HILL	LOC119554924|XP_037721957.1|DSUP
OG0005179	LOC119648924|XP_037906758.1|HILL	LOC119555593|XP_037723012.1|DSUP
OG0005180	LOC119650168|XP_037908645.1|HILL	LOC119555183|XP_037722363.1|DSUP
OG0005181	LOC119656687|XP_037919102.1|HILL	LOC119555831|XP_037723385.1|DSUP
OG0005182	LOC119655150|XP_037916820.1|HILL	LOC119549450|XP_037713474.1|DSUP
OG0005183	LOC119646928|XP_037903537.1|HILL	LOC119552127|XP_037717844.1|DSUP
OG0005184	LOC119653678|XP_037914453.1|HILL	LOC119549461|XP_037713488.1|DSUP
OG0005185	LOC119657803|XP_037920830.1|HILL	LOC119550009|XP_037714360.1|DSUP
OG0005186	LOC119646988|XP_037903627.1|HILL	LOC119551696|XP_037717093.1|DSUP
OG0005187	LOC119653915|XP_037915003.1|HILL	LOC119551201|XP_037716331.1|DSUP
OG0005188	LOC119661106|XP_037926230.1|HILL	LOC119550411|XP_037714997.1|DSUP
OG0005189	LOC119655045|XP_037916659.1|HILL	LOC119556161|XP_037723993.1|DSUP
OG0005190	LOC119650183|XP_037908666.1|HILL	LOC119553499|XP_037719838.1|DSUP
OG0005191	LOC119660199|XP_037924553.1|HILL	LOC119545770|XP_037707545.1|DSUP
OG0005192	LOC119646646|XP_037903088.1|HILL	LOC119549162|XP_037712877.1|DSUP
OG0005193	LOC119647004|XP_037903658.1|HILL	LOC119552080|XP_037717784.1|DSUP
OG0005194	LOC119660459|XP_037924948.1|HILL	LOC119550806|XP_037715670.1|DSUP
OG0005195	LOC119660216|XP_037924579.1|HILL	LOC119549286|XP_037713163.1|DSUP
OG0005196	LOC119654299|XP_037915534.1|HILL	LOC119555180|XP_037722358.1|DSUP
OG0005197	LOC119660113|XP_037924431.1|HILL	LOC119551854|XP_037717359.1|DSUP
OG0005198	LOC119649291|XP_037907313.1|HILL	LOC119554279|XP_037721060.1|DSUP
OG0005199	LOC119646818|XP_037903360.1|HILL	LOC119550016|XP_037714367.1|DSUP
OG0005200	LOC119648767|XP_037906527.1|HILL	LOC119549917|XP_037714167.1|DSUP
OG0005201	LOC119647231|XP_037904008.1|HILL	LOC119551452|XP_037716726.1|DSUP
OG0005202	LOC119659373|XP_037923357.1|HILL	LOC119550785|XP_037715645.1|DSUP
OG0005203	LOC119647771|XP_037904877.1|HILL	LOC119550672|XP_037715454.1|DSUP
OG0005204	LOC119652377|XP_037912402.1|HILL	LOC119546655|XP_037709038.1|DSUP
OG0005205	LOC119651667|XP_037911288.1|HILL	LOC119547366|XP_037710113.1|DSUP
OG0005206	LOC119659287|XP_037923228.1|HILL	LOC119550826|XP_037715698.1|DSUP
OG0005207	LOC119659462|XP_037923476.1|HILL	LOC119552162|XP_037717910.1|DSUP
OG0005208	LOC119661158|XP_037926302.1|HILL	LOC119550870|XP_037715778.1|DSUP
OG0005209	LOC119651948|XP_037911730.1|HILL	LOC119545982|XP_037707889.1|DSUP
OG0005210	LOC119651982|XP_037911820.1|HILL	LOC119545981|XP_037707886.1|DSUP
OG0005211	LOC119657737|XP_037920711.1|HILL	LOC119553130|XP_037719251.1|DSUP
OG0005212	LOC119653949|XP_037915041.1|HILL	LOC119549697|XP_037713848.1|DSUP
OG0005213	LOC119652591|XP_037912743.1|HILL	LOC119557952|XP_037726915.1|DSUP
OG0005214	LOC119647681|XP_037904724.1|HILL	LOC119548581|XP_037711827.1|DSUP
OG0005215	LOC119648817|XP_037906602.1|HILL	LOC119547234|XP_037709933.1|DSUP
OG0005216	LOC119651164|XP_037910510.1|HILL	LOC119545974|XP_037707873.1|DSUP
OG0005217	LOC119650644|XP_037909497.1|HILL	LOC119548881|XP_037712440.1|DSUP
OG0005218	LOC119651080|XP_037910348.1|HILL	LOC119547199|XP_037709867.1|DSUP
OG0005219	LOC119652007|XP_037911866.1|HILL	LOC119550843|XP_037715738.1|DSUP
OG0005220	LOC119647508|XP_037904396.1|HILL	LOC119553359|XP_037719632.1|DSUP
OG0005221	LOC119651598|XP_037911176.1|HILL	LOC119548398|XP_037711554.1|DSUP
OG0005222	LOC119653272|XP_037913822.1|HILL	LOC119546342|XP_037708477.1|DSUP
OG0005223	LOC119646923|XP_037903530.1|HILL	LOC119546249|XP_037708330.1|DSUP
OG0005224	LOC119651975|XP_037911809.1|HILL	LOC119548602|XP_037711887.1|DSUP
OG0005225	LOC119652191|XP_037912062.1|HILL	LOC119547637|XP_037710505.1|DSUP
OG0005226	LOC119661440|XP_037926714.1|HILL	LOC119545975|XP_037707874.1|DSUP
OG0005227	LOC119646782|XP_037903294.1|HILL	LOC119547108|XP_037709746.1|DSUP
OG0005228	LOC119646780|XP_037903292.1|HILL	LOC119548802|XP_037712307.1|DSUP
OG0005229	LOC119661611|XP_037926954.1|HILL	LOC119546919|XP_037709477.1|DSUP
OG0005230	LOC119652592|XP_037912744.1|HILL	LOC119546876|XP_037709411.1|DSUP
OG0005231	LOC119646592|XP_037903013.1|HILL	LOC119546731|XP_037709149.1|DSUP
OG0005232	LOC119652329|XP_037912269.1|HILL	LOC119546424|XP_037708619.1|DSUP
OG0005233	LOC119650831|XP_037909900.1|HILL	LOC119546964|XP_037709538.1|DSUP
OG0005234	LOC119653196|XP_037913683.1|HILL	LOC119547771|XP_037710711.1|DSUP
OG0005235	LOC119646624|XP_037903060.1|HILL	LOC119546616|XP_037708981.1|DSUP
OG0005236	LOC119646625|XP_037903061.1|HILL	LOC119547282|XP_037709993.1|DSUP
OG0005237	LOC119661701|XP_037927076.1|HILL	LOC119547281|XP_037709992.1|DSUP
OG0005238	LOC119661751|XP_037927149.1|HILL	LOC119547863|XP_037710823.1|DSUP
OG0005239	LOC119648871|XP_037906690.1|HILL	LOC119548763|XP_037712232.1|DSUP
OG0005240	LOC119651591|XP_037911168.1|HILL	LOC119548298|XP_037711393.1|DSUP
OG0005241	LOC119647642|XP_037904636.1|HILL	LOC119546846|XP_037709369.1|DSUP
OG0005242	LOC119646362|XP_037902727.1|HILL	LOC119547981|XP_037710964.1|DSUP
OG0005243	LOC119650888|XP_037909996.1|HILL	LOC119546579|XP_037708911.1|DSUP
OG0005244	LOC119659971|XP_037924261.1|HILL	LOC119561028|XP_037730781.1|DSUP
OG0005245	LOC119659377|XP_037923365.1|HILL	LOC119559993|XP_037729187.1|DSUP
OG0005246	LOC119654661|XP_037916080.1|HILL	LOC119546947|XP_037709515.1|DSUP
OG0005247	LOC119652677|XP_037912879.1|HILL	LOC119549816|XP_037714022.1|DSUP
OG0005248	LOC119661189|XP_037926338.1|HILL	LOC119558293|XP_037727615.1|DSUP
OG0005249	LOC119659784|XP_037923978.1|HILL	LOC119563456|XP_037732787.1|DSUP
OG0005250	LOC119653244|XP_037913772.1|HILL	LOC119548789|XP_037712289.1|DSUP
OG0005251	LOC119650691|XP_037909591.1|HILL	LOC119546788|XP_037709273.1|DSUP
OG0005252	LOC119652698|XP_037912905.1|HILL	LOC119548683|XP_037712055.1|DSUP
OG0005253	LOC119653918|XP_037915002.1|HILL	LOC119546753|XP_037709211.1|DSUP
OG0005254	LOC119652945|XP_037913264.1|HILL	LOC119546862|XP_037709392.1|DSUP
OG0005255	LOC119652772|XP_037913008.1|HILL	LOC119548011|XP_037711008.1|DSUP
OG0005256	LOC119651464|XP_037910999.1|HILL	LOC119548872|XP_037712430.1|DSUP, LOC119562464|XP_037731577.1|DSUP
OG0005257	LOC119651462|XP_037910996.1|HILL	LOC119548013|XP_037711010.1|DSUP
OG0005258	LOC119650950|XP_037910112.1|HILL	LOC119547437|XP_037710226.1|DSUP
OG0005259	LOC119651157|XP_037910493.1|HILL	LOC119546502|XP_037708746.1|DSUP
OG0005260	LOC119651290|XP_037910735.1|HILL	LOC119546504|XP_037708749.1|DSUP
OG0005261	LOC119652376|XP_037912401.1|HILL	LOC119547448|XP_037710237.1|DSUP
OG0005262	LOC119660828|XP_037925616.1|HILL	LOC119547191|XP_037709855.1|DSUP
OG0005263	LOC119652237|XP_037912138.1|HILL	LOC119548282|XP_037711375.1|DSUP
OG0005264	LOC119652238|XP_037912141.1|HILL	LOC119563210|XP_037732434.1|DSUP
OG0005265	LOC119659362|XP_037923341.1|HILL, LOC119647794|XP_037904924.1|HILL, LOC119647652|XP_037904649.1|HILL	LOC119546970|XP_037709544.1|DSUP
OG0005266	LOC119650604|XP_037909392.1|HILL	LOC119546023|XP_037707964.1|DSUP
OG0005267	LOC119656067|XP_037918276.1|HILL	LOC119546883|XP_037709425.1|DSUP
OG0005268	LOC119653031|XP_037913408.1|HILL	LOC119547915|XP_037710881.1|DSUP
OG0005269	LOC119661467|XP_037926756.1|HILL	LOC119546969|XP_037709542.1|DSUP
OG0005270	LOC119646458|XP_037902836.1|HILL	LOC119547951|XP_037710928.1|DSUP
OG0005271	LOC119647674|XP_037904683.1|HILL	LOC119545927|XP_037707773.1|DSUP
OG0005272	LOC119653757|XP_037914621.1|HILL	LOC119548202|XP_037711260.1|DSUP
OG0005273	LOC119659425|XP_037923437.1|HILL	LOC119547379|XP_037710133.1|DSUP
OG0005274	LOC119661672|XP_037927037.1|HILL	LOC119547310|XP_037710036.1|DSUP
OG0005275	LOC119654665|XP_037916089.1|HILL	LOC119548677|XP_037712049.1|DSUP
OG0005276	LOC119647187|XP_037903927.1|HILL	LOC119547236|XP_037709943.1|DSUP
OG0005277	LOC119647029|XP_037903699.1|HILL	LOC119547232|XP_037709926.1|DSUP
OG0005278	LOC119651932|XP_037911697.1|HILL	LOC119550462|XP_037715075.1|DSUP
OG0005279	LOC119651213|XP_037910592.1|HILL	LOC119562378|XP_037731467.1|DSUP, LOC119562633|XP_037731790.1|DSUP
OG0005280	LOC119661544|XP_037926857.1|HILL	LOC119547201|XP_037709873.1|DSUP
OG0005281	LOC119646951|XP_037903572.1|HILL	LOC119546792|XP_037709282.1|DSUP
OG0005282	LOC119661537|XP_037926844.1|HILL	LOC119560049|XP_037729283.1|DSUP
OG0005283	LOC119650014|XP_037908416.1|HILL	LOC119552137|XP_037717861.1|DSUP
OG0005284	LOC119649421|XP_037907493.1|HILL	LOC119548808|XP_037712321.1|DSUP
OG0005285	LOC119646914|XP_037903888.1|HILL	LOC119547374|XP_037710125.1|DSUP
OG0005286	LOC119646689|XP_037903179.1|HILL	LOC119546377|XP_037708538.1|DSUP
OG0005287	LOC119661172|XP_037926317.1|HILL	LOC119546884|XP_037709426.1|DSUP
OG0005288	LOC119646708|XP_037903214.1|HILL	LOC119548722|XP_037712137.1|DSUP
OG0005289	LOC119658720|XP_037922302.1|HILL	LOC119558477|XP_037727918.1|DSUP
OG0005290	LOC119646721|XP_037903228.1|HILL	LOC119560991|XP_037730699.1|DSUP
OG0005291	LOC119653086|XP_037913508.1|HILL	LOC119548402|XP_037711566.1|DSUP
OG0005292	LOC119653225|XP_037913733.1|HILL	LOC119548365|XP_037711509.1|DSUP
OG0005293	LOC119652192|XP_037912063.1|HILL	LOC119547151|XP_037709798.1|DSUP
OG0005294	LOC119656139|XP_037918400.1|HILL	LOC119547509|XP_037710329.1|DSUP
OG0005295	LOC119652564|XP_037912700.1|HILL	LOC119548401|XP_037711565.1|DSUP
OG0005296	LOC119653099|XP_037913535.1|HILL	LOC119561060|XP_037730824.1|DSUP
OG0005297	LOC119646264|XP_037902595.1|HILL	LOC119547662|XP_037710540.1|DSUP
OG0005298	LOC119650593|XP_037909370.1|HILL	LOC119547271|XP_037709981.1|DSUP
OG0005299	LOC119651761|XP_037911427.1|HILL	LOC119545636|XP_037707275.1|DSUP
OG0005300	LOC119659174|XP_037923061.1|HILL	LOC119557136|XP_037725647.1|DSUP
OG0005301	LOC119652601|XP_037912758.1|HILL	LOC119546260|XP_037708347.1|DSUP
OG0005302	LOC119650681|XP_037909572.1|HILL	LOC119549168|XP_037712891.1|DSUP
OG0005303	LOC119658595|XP_037921987.1|HILL	LOC119546615|XP_037708980.1|DSUP
OG0005304	LOC119651646|XP_037911249.1|HILL	LOC119546313|XP_037708440.1|DSUP
OG0005305	LOC119646930|XP_037903542.1|HILL	LOC119550461|XP_037715073.1|DSUP
OG0005306	LOC119651384|XP_037910891.1|HILL	LOC119548315|XP_037711423.1|DSUP
OG0005307	LOC119651688|XP_037911320.1|HILL	LOC119547043|XP_037709647.1|DSUP
OG0005308	LOC119650845|XP_037909918.1|HILL	LOC119547095|XP_037709724.1|DSUP
OG0005309	LOC119654679|XP_037916110.1|HILL	LOC119547430|XP_037710217.1|DSUP
OG0005310	LOC119647787|XP_037904906.1|HILL	LOC119546536|XP_037708807.1|DSUP
OG0005311	LOC119646262|XP_037902592.1|HILL	LOC119546849|XP_037709374.1|DSUP
OG0005312	LOC119646717|XP_037903224.1|HILL	LOC119546559|XP_037708852.1|DSUP
OG0005313	LOC119647473|XP_037904343.1|HILL	LOC119548032|XP_037711034.1|DSUP
OG0005314	LOC119656543|XP_037918831.1|HILL	LOC119546588|XP_037708930.1|DSUP
OG0005315	LOC119656035|XP_037918233.1|HILL	LOC119547168|XP_037709823.1|DSUP
OG0005316	LOC119661640|XP_037926996.1|HILL	LOC119549709|XP_037713865.1|DSUP
OG0005317	LOC119657812|XP_037920850.1|HILL	LOC119546613|XP_037708977.1|DSUP
OG0005318	LOC119652166|XP_037912040.1|HILL	LOC119562637|XP_037731792.1|DSUP
OG0005319	LOC119653237|XP_037913764.1|HILL	LOC119547064|XP_037709675.1|DSUP
OG0005320	LOC119650698|XP_037909612.1|HILL	LOC119546911|XP_037709468.1|DSUP
