Orthogroup	HILL.longest_only	DBIA.longest_only
OG0004351	LOC119653764|XP_037914674.1|HILL	LOC108029543|XP_016957340.1|DBIA
OG0004352	LOC119660556|XP_037925124.1|HILL	LOC108024988|XP_016950732.1|DBIA
OG0004353	LOC119658893|XP_037922624.1|HILL	LOC108026395|XP_016952806.1|DBIA
OG0004354	LOC119658894|XP_037922625.1|HILL	LOC108026191|XP_016952470.1|DBIA
OG0004355	LOC119647773|XP_037904881.1|HILL	LOC108027172|XP_016953943.1|DBIA
OG0004356	LOC119654845|XP_037916352.1|HILL	LOC108029742|XP_016957722.1|DBIA
OG0004357	LOC119655644|XP_037917551.1|HILL	LOC108030380|XP_016958738.1|DBIA
OG0004358	LOC119654941|XP_037916522.1|HILL	LOC108030264|XP_016958576.1|DBIA
OG0004359	LOC119654255|XP_037915434.1|HILL	LOC108030130|XP_016958329.1|DBIA
OG0004360	LOC119650254|XP_037908774.1|HILL	LOC108035913|XP_016967175.1|DBIA
OG0004361	LOC119658859|XP_037922540.1|HILL	LOC108024505|XP_016949940.1|DBIA
OG0004362	LOC119654367|XP_037915640.1|HILL	LOC108030912|XP_016959595.1|DBIA
OG0004363	LOC119653713|XP_037914522.1|HILL	LOC108033183|XP_016962913.1|DBIA
OG0004364	LOC119654391|XP_037915693.1|HILL	LOC108029803|XP_016957806.1|DBIA
OG0004365	LOC119655039|XP_037916645.1|HILL	LOC108022906|XP_016947599.1|DBIA
OG0004366	LOC119649159|XP_037907099.1|HILL	LOC108029226|XP_016956908.1|DBIA
OG0004367	LOC119647668|XP_037904673.1|HILL	LOC108028834|XP_016956314.1|DBIA
OG0004368	LOC119650091|XP_037908534.1|HILL	LOC108030831|XP_016959441.1|DBIA
OG0004369	LOC119656327|XP_037918717.1|HILL	LOC108029538|XP_016957337.1|DBIA
OG0004370	LOC119653925|XP_037915012.1|HILL	LOC108036601|XP_016968351.1|DBIA
OG0004371	LOC119654595|XP_037915992.1|HILL	LOC108025629|XP_016951654.1|DBIA
OG0004372	LOC119656004|XP_037918172.1|HILL	LOC108026920|XP_016953620.1|DBIA
OG0004373	LOC119654003|XP_037915093.1|HILL	LOC108024202|XP_016949546.1|DBIA
OG0004374	LOC119656194|XP_037918476.1|HILL	LOC108022463|XP_016946860.1|DBIA
OG0004375	LOC119649351|XP_037907386.1|HILL	LOC108028744|XP_016956201.1|DBIA
OG0004376	LOC119649141|XP_037907077.1|HILL	LOC108028716|XP_016956161.1|DBIA
OG0004377	LOC119658643|XP_037922107.1|HILL	LOC108035488|XP_016966628.1|DBIA
OG0004378	LOC119655153|XP_037916819.1|HILL	LOC108026697|XP_016953274.1|DBIA
OG0004379	LOC119654502|XP_037915863.1|HILL	LOC108022864|XP_016947531.1|DBIA
OG0004380	LOC119655712|XP_037917673.1|HILL	LOC108029801|XP_016957805.1|DBIA
OG0004381	LOC119658661|XP_037922142.1|HILL	LOC108025011|XP_016950759.1|DBIA
OG0004382	LOC119654627|XP_037916027.1|HILL	LOC108022608|XP_016947133.1|DBIA
OG0004383	LOC119655686|XP_037917617.1|HILL	LOC108036918|XP_016968819.1|DBIA
OG0004384	LOC119655157|XP_037916832.1|HILL	LOC108036913|XP_016968814.1|DBIA
OG0004385	LOC119655463|XP_037917291.1|HILL	LOC108030271|XP_016958585.1|DBIA
OG0004386	LOC119655049|XP_037916664.1|HILL	LOC108030137|XP_016958341.1|DBIA
OG0004387	LOC119650374|XP_037909037.1|HILL	LOC108035203|XP_016966200.1|DBIA
OG0004388	LOC119655984|XP_037918149.1|HILL	LOC108023111|XP_016947866.1|DBIA
OG0004389	LOC119654780|XP_037916252.1|HILL	LOC108035376|XP_016966469.1|DBIA
OG0004390	LOC119648992|XP_037906846.1|HILL	LOC108030622|XP_016959114.1|DBIA
OG0004391	LOC119649329|XP_037907362.1|HILL	LOC108026579|XP_016953020.1|DBIA
OG0004392	LOC119647445|XP_037904296.1|HILL	LOC108030555|XP_016958938.1|DBIA
OG0004393	LOC119660021|XP_037924357.1|HILL	LOC108029648|XP_016957554.1|DBIA
OG0004394	LOC119646787|XP_037903297.1|HILL	LOC108030281|XP_016958596.1|DBIA
OG0004395	LOC119656103|XP_037918343.1|HILL	LOC108029398|XP_016957117.1|DBIA
OG0004396	LOC119655636|XP_037917537.1|HILL	LOC108021929|XP_016946241.1|DBIA
OG0004397	LOC119655533|XP_037917375.1|HILL	LOC108029627|XP_016957508.1|DBIA
OG0004398	LOC119653800|XP_037914743.1|HILL	LOC108029674|XP_016957609.1|DBIA
OG0004399	LOC119654844|XP_037916351.1|HILL	LOC108030102|XP_016958277.1|DBIA
OG0004400	LOC119655957|XP_037918101.1|HILL, LOC119655510|XP_037917344.1|HILL	LOC108031600|XP_016960667.1|DBIA
OG0004401	LOC119655707|XP_037917653.1|HILL	LOC108026916|XP_016953615.1|DBIA
OG0004402	LOC119655323|XP_037917090.1|HILL	LOC108026851|XP_016953519.1|DBIA
OG0004403	LOC119655721|XP_037917682.1|HILL	LOC108022517|XP_016946975.1|DBIA
OG0004404	LOC119656253|XP_037918597.1|HILL	LOC108035418|XP_016966532.1|DBIA
OG0004405	LOC119649563|XP_037907687.1|HILL	LOC108028354|XP_016955600.1|DBIA
OG0004406	LOC119651958|XP_037911742.1|HILL, LOC119648661|XP_037906368.1|HILL	LOC108035154|XP_016966087.1|DBIA
OG0004407	LOC119655023|XP_037916626.1|HILL	LOC108029600|XP_016957462.1|DBIA
OG0004408	LOC119648240|XP_037905796.1|HILL	LOC108034493|XP_016964887.1|DBIA
OG0004409	LOC119661037|XP_037926134.1|HILL	LOC108035693|XP_016966904.1|DBIA
OG0004410	LOC119654218|XP_037915359.1|HILL	LOC108022654|XP_016947201.1|DBIA
OG0004411	LOC119654624|XP_037916024.1|HILL	LOC108030882|XP_016959528.1|DBIA
OG0004412	LOC119655450|XP_037917276.1|HILL	LOC108030881|XP_016959527.1|DBIA
OG0004413	LOC119654439|XP_037915766.1|HILL	LOC108026840|XP_016953505.1|DBIA
OG0004414	LOC119653520|XP_037914116.1|HILL	LOC108026950|XP_016953652.1|DBIA
OG0004415	LOC119654312|XP_037915563.1|HILL	LOC108030212|XP_016958468.1|DBIA
OG0004416	LOC119653589|XP_037914267.1|HILL	LOC108030391|XP_016958762.1|DBIA
OG0004417	LOC119652493|XP_037912604.1|HILL	LOC108032008|XP_016961295.1|DBIA
OG0004418	LOC119655953|XP_037918085.1|HILL	LOC108030112|XP_016958295.1|DBIA
OG0004419	LOC119654306|XP_037915553.1|HILL	LOC108029570|XP_016957417.1|DBIA
OG0004420	LOC119652373|XP_037912398.1|HILL	LOC108029374|XP_016957091.1|DBIA
OG0004421	LOC119647886|XP_037905108.1|HILL	LOC108028797|XP_016956269.1|DBIA
OG0004422	LOC119650068|XP_037908493.1|HILL	LOC108028098|XP_016955232.1|DBIA
OG0004423	LOC119655174|XP_037916852.1|HILL	LOC108022574|XP_016947081.1|DBIA
OG0004424	LOC119656178|XP_037918452.1|HILL	LOC108022916|XP_016947612.1|DBIA
OG0004425	LOC119648281|XP_037905864.1|HILL	LOC108028347|XP_016955588.1|DBIA
OG0004426	LOC119648186|XP_037905700.1|HILL	LOC108028688|XP_016956121.1|DBIA
OG0004427	LOC119648116|XP_037905566.1|HILL	LOC108030614|XP_016959097.1|DBIA
OG0004428	LOC119658301|XP_037921529.1|HILL	LOC108031576|XP_016960626.1|DBIA
OG0004429	LOC119661731|XP_037927126.1|HILL	LOC108033650|XP_016963574.1|DBIA
OG0004430	LOC119647862|XP_037905059.1|HILL	LOC108034996|XP_016965824.1|DBIA
OG0004431	LOC119650600|XP_037909385.1|HILL	LOC108032172|XP_016961515.1|DBIA
OG0004432	LOC119653188|XP_037913672.1|HILL	LOC108032171|XP_016961514.1|DBIA
OG0004433	LOC119649740|XP_037907950.1|HILL	LOC108030883|XP_016959530.1|DBIA
OG0004434	LOC119655017|XP_037916617.1|HILL	LOC108029673|XP_016957608.1|DBIA
OG0004435	LOC119655970|XP_037918131.1|HILL	LOC108026966|XP_016953670.1|DBIA
OG0004436	LOC119653565|XP_037914207.1|HILL, LOC119653566|XP_037914208.1|HILL	LOC108036901|XP_016968770.1|DBIA
OG0004437	LOC119654938|XP_037916519.1|HILL	LOC108023080|XP_016947819.1|DBIA
OG0004438	LOC119653878|XP_037914922.1|HILL	LOC108036917|XP_016968817.1|DBIA
OG0004439	LOC119653856|XP_037914835.1|HILL	LOC108022462|XP_016946859.1|DBIA
OG0004440	LOC119654326|XP_037915582.1|HILL	LOC108022840|XP_016947500.1|DBIA
OG0004441	LOC119654459|XP_037915799.1|HILL	LOC108032378|XP_016961688.1|DBIA
OG0004442	LOC119660804|XP_037925564.1|HILL	LOC108022650|XP_016947196.1|DBIA
OG0004443	LOC119653494|XP_037914057.1|HILL	LOC108035084|XP_016965989.1|DBIA
OG0004444	LOC119660801|XP_037925558.1|HILL, LOC119655720|XP_037917680.1|HILL	LOC108036391|XP_016967989.1|DBIA
OG0004445	LOC119654885|XP_037916425.1|HILL	LOC108026943|XP_016953645.1|DBIA
OG0004446	LOC119652750|XP_037912977.1|HILL	LOC108025268|XP_016951119.1|DBIA
OG0004447	LOC119649981|XP_037908350.1|HILL	LOC108026019|XP_016952198.1|DBIA
OG0004448	LOC119660583|XP_037925166.1|HILL	LOC108022260|XP_016946608.1|DBIA
OG0004449	LOC119647804|XP_037904947.1|HILL	LOC108030624|XP_016959116.1|DBIA
OG0004450	LOC119654334|XP_037915594.1|HILL	LOC108022861|XP_016947526.1|DBIA
OG0004451	LOC119654689|XP_037916127.1|HILL, LOC119654688|XP_037916126.1|HILL	LOC108022835|XP_016947491.1|DBIA
OG0004452	LOC119655369|XP_037917161.1|HILL	LOC108026948|XP_016953650.1|DBIA
OG0004453	LOC119660879|XP_037925722.1|HILL	LOC108022665|XP_016947222.1|DBIA
OG0004454	LOC119658677|XP_037922167.1|HILL	LOC108031086|XP_016959780.1|DBIA
OG0004455	LOC119649522|XP_037907634.1|HILL	LOC108030702|XP_016959230.1|DBIA
OG0004456	LOC119649345|XP_037907381.1|HILL	LOC108023566|XP_016948646.1|DBIA
OG0004457	LOC119649145|XP_037907084.1|HILL	LOC108030621|XP_016959112.1|DBIA
OG0004458	LOC119648170|XP_037905677.1|HILL	LOC108030650|XP_016959157.1|DBIA
OG0004459	LOC119648066|XP_037905466.1|HILL	LOC108035909|XP_016967165.1|DBIA
OG0004460	LOC119648485|XP_037906178.1|HILL	LOC108035000|XP_016965828.1|DBIA
OG0004461	LOC119649849|XP_037908134.1|HILL	LOC108030613|XP_016959096.1|DBIA
OG0004462	LOC119648019|XP_037905356.1|HILL	LOC108035920|XP_016967186.1|DBIA
OG0004463	LOC119647621|XP_037904592.1|HILL	LOC108030810|XP_016959396.1|DBIA
OG0004464	LOC119648065|XP_037905462.1|HILL	LOC108035171|XP_016966121.1|DBIA
OG0004465	LOC119649308|XP_037907334.1|HILL	LOC108035953|XP_016967245.1|DBIA
OG0004466	LOC119650058|XP_037908476.1|HILL	LOC108035948|XP_016967239.1|DBIA
OG0004467	LOC119649532|XP_037907647.1|HILL	LOC108028517|XP_016955889.1|DBIA
OG0004468	LOC119649956|XP_037908320.1|HILL	LOC108028516|XP_016955887.1|DBIA
OG0004469	LOC119650421|XP_037909155.1|HILL	LOC108030701|XP_016959228.1|DBIA
OG0004470	LOC119648034|XP_037905388.1|HILL	LOC108033917|XP_016964077.1|DBIA
OG0004471	LOC119647538|XP_037904454.1|HILL	LOC108031697|XP_016960844.1|DBIA
OG0004472	LOC119654230|XP_037915381.1|HILL	LOC108036620|XP_016968376.1|DBIA
OG0004473	LOC119654102|XP_037915194.1|HILL	LOC108030439|XP_016958818.1|DBIA
OG0004474	LOC119655915|XP_037918008.1|HILL	LOC108030459|XP_016958842.1|DBIA
OG0004475	LOC119654538|XP_037915911.1|HILL	LOC108024195|XP_016949534.1|DBIA
OG0004477	LOC119655687|XP_037917619.1|HILL	LOC108029757|XP_016957746.1|DBIA
OG0004478	LOC119656182|XP_037918460.1|HILL	LOC108023120|XP_016947876.1|DBIA
OG0004479	LOC119651321|XP_037910782.1|HILL	LOC108026914|XP_016953612.1|DBIA
OG0004480	LOC119657801|XP_037920825.1|HILL	LOC108027618|XP_016954629.1|DBIA
OG0004481	LOC119655521|XP_037917363.1|HILL	LOC108036584|XP_016968329.1|DBIA
OG0004482	LOC119657731|XP_037920701.1|HILL	LOC108025521|XP_016951531.1|DBIA
OG0004483	LOC119655882|XP_037917946.1|HILL	LOC108026899|XP_016953597.1|DBIA
OG0004484	LOC119660016|XP_037924322.1|HILL	LOC108027138|XP_016953846.1|DBIA
OG0004485	LOC119656247|XP_037918590.1|HILL, LOC119656246|XP_037918588.1|HILL	LOC108023184|XP_016947915.1|DBIA
OG0004486	LOC119654926|XP_037916505.1|HILL	LOC108022516|XP_016946974.1|DBIA
OG0004487	LOC119647634|XP_037904622.1|HILL	LOC108035414|XP_016966525.1|DBIA
OG0004490	LOC119659326|XP_037923293.1|HILL, LOC119661438|XP_037926712.1|HILL	LOC108029774|XP_016957772.1|DBIA
OG0004492	LOC119650377|XP_037909042.1|HILL	LOC108030821|XP_016959424.1|DBIA
OG0004494	LOC119660236|XP_037924613.1|HILL	LOC108031836|XP_016961074.1|DBIA
OG0004504	LOC119647320|XP_037904174.1|HILL	LOC108036887|XP_016968754.1|DBIA
OG0004505	LOC119650723|XP_037909674.1|HILL	LOC108032052|XP_016961355.1|DBIA
OG0004506	LOC119652609|XP_037912770.1|HILL	LOC108024644|XP_016950183.1|DBIA
OG0004507	LOC119652668|XP_037912862.1|HILL	LOC108027416|XP_016954347.1|DBIA
OG0004508	LOC119653115|XP_037913567.1|HILL	LOC108025383|XP_016951345.1|DBIA
OG0004509	LOC119656759|XP_037919258.1|HILL	LOC108030512|XP_016958889.1|DBIA
OG0004510	LOC119656676|XP_037919088.1|HILL	LOC108033092|XP_016962777.1|DBIA
OG0004511	LOC119648920|XP_037906757.1|HILL	LOC108026247|XP_016952578.1|DBIA
OG0004512	LOC119661038|XP_037926138.1|HILL	LOC108035989|XP_016967328.1|DBIA
OG0004513	LOC119660944|XP_037925874.1|HILL	LOC108036004|XP_016967387.1|DBIA
OG0004514	LOC119660737|XP_037925347.1|HILL	LOC108035986|XP_016967319.1|DBIA
OG0004515	LOC119661621|XP_037926969.1|HILL	LOC108024001|XP_016949231.1|DBIA
OG0004516	LOC119657143|XP_037919843.1|HILL	LOC108024867|XP_016950499.1|DBIA
OG0004517	LOC119658463|XP_037921796.1|HILL	LOC108023387|XP_016948283.1|DBIA
OG0004518	LOC119656545|XP_037918833.1|HILL	LOC108025747|XP_016951830.1|DBIA
OG0004519	LOC119651476|XP_037911014.1|HILL	LOC108026335|XP_016952727.1|DBIA
OG0004520	LOC119657546|XP_037920421.1|HILL	LOC108032981|XP_016962545.1|DBIA
OG0004521	LOC119648168|XP_037905675.1|HILL	LOC108024270|XP_016949649.1|DBIA
OG0004522	LOC119656793|XP_037919329.1|HILL	LOC108023726|XP_016948852.1|DBIA
OG0004523	LOC119658680|XP_037922172.1|HILL	LOC108025294|XP_016951171.1|DBIA
OG0004524	LOC119661693|XP_037927067.1|HILL	LOC108024121|XP_016949391.1|DBIA
OG0004525	LOC119656544|XP_037918829.1|HILL	LOC108023964|XP_016949174.1|DBIA
OG0004526	LOC119656971|XP_037919627.1|HILL	LOC108023504|XP_016948528.1|DBIA
OG0004527	LOC119658350|XP_037921635.1|HILL	LOC108025811|XP_016951948.1|DBIA
OG0004528	LOC119658352|XP_037921638.1|HILL	LOC108027581|XP_016954584.1|DBIA
OG0004529	LOC119658524|XP_037921930.1|HILL	LOC108034575|XP_016965033.1|DBIA
OG0004530	LOC119655619|XP_037917517.1|HILL	LOC108024837|XP_016950460.1|DBIA
OG0004531	LOC119661641|XP_037926997.1|HILL	LOC108032210|XP_016961559.1|DBIA
OG0004532	LOC119656865|XP_037919449.1|HILL	LOC108026330|XP_016952720.1|DBIA
OG0004533	LOC119657875|XP_037920930.1|HILL	LOC108036424|XP_016968045.1|DBIA
OG0004534	LOC119653431|XP_037913940.1|HILL	LOC108030200|XP_016958446.1|DBIA
OG0004535	LOC119648743|XP_037906490.1|HILL	LOC108034866|XP_016965535.1|DBIA
OG0004536	LOC119656821|XP_037919382.1|HILL	LOC108027547|XP_016954490.1|DBIA
OG0004537	LOC119658353|XP_037921639.1|HILL	LOC108023571|XP_016948651.1|DBIA
OG0004538	LOC119661120|XP_037926243.1|HILL	LOC108026759|XP_016953384.1|DBIA
OG0004539	LOC119651648|XP_037911252.1|HILL	LOC108032109|XP_016961428.1|DBIA
OG0004540	LOC119657192|XP_037919923.1|HILL	LOC108025741|XP_016951818.1|DBIA
OG0004541	LOC119657931|XP_037921047.1|HILL	LOC108022501|XP_016946949.1|DBIA
OG0004542	LOC119657313|XP_037920099.1|HILL	LOC108023605|XP_016948700.1|DBIA
OG0004543	LOC119657455|XP_037920297.1|HILL	LOC108032518|XP_016961847.1|DBIA
OG0004544	LOC119657407|XP_037920227.1|HILL	LOC108023574|XP_016948657.1|DBIA
OG0004545	LOC119650804|XP_037909871.1|HILL	LOC108031611|XP_016960690.1|DBIA
OG0004546	LOC119655155|XP_037916834.1|HILL	LOC108029683|XP_016957626.1|DBIA
OG0004547	LOC119656805|XP_037919343.1|HILL	LOC108023343|XP_016948173.1|DBIA
OG0004548	LOC119657452|XP_037920294.1|HILL	LOC108024245|XP_016949616.1|DBIA
OG0004549	LOC119656669|XP_037919078.1|HILL	LOC108023460|XP_016948464.1|DBIA
OG0004550	LOC119656744|XP_037919231.1|HILL	LOC108021873|XP_016946154.1|DBIA
OG0004551	LOC119657191|XP_037919922.1|HILL	LOC108029640|XP_016957537.1|DBIA
OG0004552	LOC119658388|XP_037921685.1|HILL	LOC108023458|XP_016948457.1|DBIA
OG0004553	LOC119655547|XP_037917394.1|HILL	LOC108035038|XP_016965872.1|DBIA
OG0004554	LOC119657939|XP_037921056.1|HILL	LOC108025832|XP_016951979.1|DBIA
OG0004555	LOC119657836|XP_037920884.1|HILL	LOC108025926|XP_016952106.1|DBIA
OG0004556	LOC119657562|XP_037920447.1|HILL	LOC108027592|XP_016954599.1|DBIA
OG0004557	LOC119658466|XP_037921808.1|HILL	LOC108032974|XP_016962534.1|DBIA
OG0004558	LOC119657531|XP_037920401.1|HILL	LOC108028876|XP_016956355.1|DBIA
OG0004559	LOC119652312|XP_037912251.1|HILL	LOC108024533|XP_016949988.1|DBIA
OG0004560	LOC119658602|XP_037922000.1|HILL	LOC108021931|XP_016946246.1|DBIA
OG0004561	LOC119646295|XP_037902638.1|HILL	LOC108024545|XP_016950007.1|DBIA
OG0004562	LOC119651060|XP_037910318.1|HILL	LOC108032132|XP_016961455.1|DBIA
OG0004563	LOC119652480|XP_037912581.1|HILL	LOC108026181|XP_016952458.1|DBIA
OG0004564	LOC119651625|XP_037911215.1|HILL	LOC108030962|XP_016959651.1|DBIA
OG0004565	LOC119651338|XP_037910819.1|HILL	LOC108032240|XP_016961593.1|DBIA
OG0004566	LOC119657893|XP_037920965.1|HILL	LOC108025763|XP_016951846.1|DBIA
OG0004567	LOC119656696|XP_037919127.1|HILL	LOC108024018|XP_016949268.1|DBIA
OG0004568	LOC119658356|XP_037921642.1|HILL	LOC108023535|XP_016948590.1|DBIA
OG0004569	LOC119651996|XP_037911846.1|HILL	LOC108024959|XP_016950686.1|DBIA
OG0004570	LOC119658240|XP_037921446.1|HILL	LOC108036407|XP_016968016.1|DBIA
OG0004571	LOC119656721|XP_037919176.1|HILL	LOC108035789|XP_016967016.1|DBIA
OG0004572	LOC119656948|XP_037919589.1|HILL	LOC108027915|XP_016955027.1|DBIA
OG0004573	LOC119651558|XP_037911119.1|HILL	LOC108024589|XP_016950089.1|DBIA
OG0004574	LOC119657523|XP_037920395.1|HILL	LOC108033009|XP_016962625.1|DBIA
OG0004575	LOC119657664|XP_037920618.1|HILL	LOC108033143|XP_016962854.1|DBIA
OG0004576	LOC119652608|XP_037912769.1|HILL	LOC108032056|XP_016961361.1|DBIA
OG0004577	LOC119656889|XP_037919489.1|HILL	LOC108031176|XP_016959884.1|DBIA
OG0004578	LOC119657677|XP_037920634.1|HILL	LOC108032430|XP_016961744.1|DBIA
OG0004579	LOC119654883|XP_037916420.1|HILL	LOC108034172|XP_016964475.1|DBIA
OG0004580	LOC119657833|XP_037920878.1|HILL	LOC108031908|XP_016961165.1|DBIA
OG0004581	LOC119651764|XP_037911432.1|HILL	LOC108026231|XP_016952555.1|DBIA
OG0004582	LOC119659766|XP_037923958.1|HILL	LOC108025429|XP_016951405.1|DBIA
OG0004583	LOC119657310|XP_037920097.1|HILL	LOC108023634|XP_016948739.1|DBIA
OG0004584	LOC119657387|XP_037920200.1|HILL	LOC108022160|XP_016946491.1|DBIA
OG0004585	LOC119659522|XP_037923586.1|HILL	LOC108025327|XP_016951242.1|DBIA
OG0004586	LOC119656710|XP_037919158.1|HILL	LOC108023513|XP_016948548.1|DBIA
OG0004587	LOC119658596|XP_037921988.1|HILL	LOC108025216|XP_016951053.1|DBIA
OG0004588	LOC119658604|XP_037922007.1|HILL	LOC108025221|XP_016951057.1|DBIA
OG0004589	LOC119657910|XP_037921012.1|HILL	LOC108028877|XP_016956356.1|DBIA
OG0004590	LOC119651926|XP_037911684.1|HILL	LOC108025256|XP_016951098.1|DBIA
OG0004591	LOC119651434|XP_037910961.1|HILL	LOC108025382|XP_016951344.1|DBIA
OG0004592	LOC119657856|XP_037920909.1|HILL	LOC108023972|XP_016949185.1|DBIA
OG0004593	LOC119657141|XP_037919841.1|HILL	LOC108025621|XP_016951646.1|DBIA
OG0004594	LOC119658003|XP_037921151.1|HILL	LOC108024155|XP_016949454.1|DBIA
OG0004595	LOC119658516|XP_037921919.1|HILL	LOC108026654|XP_016953184.1|DBIA
OG0004596	LOC119657611|XP_037920538.1|HILL	LOC108023257|XP_016948029.1|DBIA
OG0004597	LOC119657428|XP_037920257.1|HILL	LOC108023207|XP_016947960.1|DBIA
OG0004598	LOC119657349|XP_037920150.1|HILL	LOC108035535|XP_016966691.1|DBIA
OG0004599	LOC119646254|XP_037902587.1|HILL	LOC108032731|XP_016962201.1|DBIA
OG0004600	LOC119657834|XP_037920879.1|HILL	LOC108036315|XP_016967820.1|DBIA
OG0004601	LOC119658443|XP_037921773.1|HILL	LOC108036605|XP_016968359.1|DBIA
OG0004602	LOC119657101|XP_037919784.1|HILL	LOC108027491|XP_016954424.1|DBIA
OG0004603	LOC119656589|XP_037918925.1|HILL	LOC108029297|XP_016956989.1|DBIA
OG0004604	LOC119656827|XP_037919400.1|HILL	LOC108023649|XP_016948756.1|DBIA
OG0004605	LOC119657358|XP_037920159.1|HILL	LOC108023338|XP_016948166.1|DBIA
OG0004606	LOC119649648|XP_037907833.1|HILL	LOC108031347|XP_016960099.1|DBIA
OG0004607	LOC119657386|XP_037920199.1|HILL	LOC108025856|XP_016952012.1|DBIA
OG0004608	LOC119658507|XP_037921898.1|HILL	LOC108033069|XP_016962723.1|DBIA
OG0004609	LOC119657270|XP_037920031.1|HILL	LOC108025828|XP_016951972.1|DBIA
OG0004610	LOC119651587|XP_037911160.1|HILL	LOC108025343|XP_016951271.1|DBIA
OG0004611	LOC119656812|XP_037919361.1|HILL	LOC108025349|XP_016951296.1|DBIA
OG0004612	LOC119658069|XP_037921255.1|HILL	LOC108025498|XP_016951501.1|DBIA
OG0004613	LOC119650852|XP_037909926.1|HILL	LOC108026233|XP_016952557.1|DBIA
OG0004614	LOC119657094|XP_037919777.1|HILL	LOC108023949|XP_016949129.1|DBIA
OG0004615	LOC119656982|XP_037919643.1|HILL	LOC108025805|XP_016951938.1|DBIA
OG0004616	LOC119658409|XP_037921733.1|HILL	LOC108023206|XP_016947958.1|DBIA
OG0004617	LOC119660467|XP_037924963.1|HILL	LOC108033962|XP_016964156.1|DBIA
OG0004618	LOC119658319|XP_037921582.1|HILL	LOC108031481|XP_016960447.1|DBIA
OG0004619	LOC119651392|XP_037910902.1|HILL	LOC108031569|XP_016960616.1|DBIA
OG0004620	LOC119660137|XP_037924464.1|HILL	LOC108031550|XP_016960581.1|DBIA
OG0004621	LOC119659872|XP_037924118.1|HILL	LOC108025035|XP_016950779.1|DBIA
OG0004622	LOC119651407|XP_037910925.1|HILL	LOC108025177|XP_016950978.1|DBIA
OG0004623	LOC119652627|XP_037912802.1|HILL	LOC108026000|XP_016952179.1|DBIA
OG0004624	LOC119657790|XP_037920802.1|HILL	LOC108023294|XP_016948527.1|DBIA
OG0004625	LOC119656694|XP_037919108.1|HILL	LOC108026170|XP_016952419.1|DBIA
OG0004626	LOC119656708|XP_037919146.1|HILL	LOC108023397|XP_016948332.1|DBIA
OG0004627	LOC119648323|XP_037905932.1|HILL	LOC108035080|XP_016965975.1|DBIA
OG0004628	LOC119658065|XP_037921246.1|HILL	LOC108023682|XP_016948793.1|DBIA
OG0004629	LOC119661256|XP_037926430.1|HILL	LOC108032088|XP_016961402.1|DBIA
OG0004630	LOC119651300|XP_037910752.1|HILL	LOC108025373|XP_016951327.1|DBIA
OG0004631	LOC119652778|XP_037913016.1|HILL	LOC108024784|XP_016950392.1|DBIA
OG0004632	LOC119652777|XP_037913013.1|HILL	LOC108024766|XP_016950372.1|DBIA
OG0004633	LOC119652422|XP_037912473.1|HILL	LOC108026018|XP_016952197.1|DBIA
OG0004635	LOC119657645|XP_037920579.1|HILL	LOC108023541|XP_016948600.1|DBIA
OG0004636	LOC119658477|XP_037921844.1|HILL	LOC108035775|XP_016966971.1|DBIA
OG0004637	LOC119656596|XP_037918950.1|HILL	LOC108023399|XP_016948335.1|DBIA
OG0004638	LOC119657899|XP_037920982.1|HILL	LOC108027566|XP_016954542.1|DBIA
OG0004639	LOC119658033|XP_037921193.1|HILL	LOC108025073|XP_016950820.1|DBIA
OG0004640	LOC119658083|XP_037921273.1|HILL	LOC108025540|XP_016951557.1|DBIA
OG0004641	LOC119656673|XP_037919084.1|HILL	LOC108036539|XP_016968255.1|DBIA
OG0004642	LOC119657079|XP_037919762.1|HILL	LOC108023400|XP_016948339.1|DBIA
OG0004643	LOC119658927|XP_037922684.1|HILL	LOC108032202|XP_016961549.1|DBIA
OG0004644	LOC119659371|XP_037923355.1|HILL	LOC108024193|XP_016949528.1|DBIA
OG0004645	LOC119657954|XP_037921084.1|HILL	LOC108029231|XP_016956914.1|DBIA
OG0004646	LOC119660821|XP_037925609.1|HILL	LOC108025269|XP_016951120.1|DBIA
OG0004647	LOC119656515|XP_037918786.1|HILL	LOC108026560|XP_016953003.1|DBIA
OG0004648	LOC119656517|XP_037918788.1|HILL	LOC108035781|XP_016966991.1|DBIA
OG0004649	LOC119658385|XP_037921679.1|HILL	LOC108026097|XP_016952289.1|DBIA
OG0004650	LOC119658521|XP_037921925.1|HILL	LOC108033362|XP_016963162.1|DBIA
OG0004651	LOC119653160|XP_037913629.1|HILL	LOC108031102|XP_016959802.1|DBIA
OG0004652	LOC119651716|XP_037911366.1|HILL	LOC108024665|XP_016950221.1|DBIA
OG0004653	LOC119658272|XP_037921491.1|HILL	LOC108030874|XP_016959518.1|DBIA
OG0004654	LOC119651929|XP_037911692.1|HILL	LOC108036162|XP_016967642.1|DBIA
OG0004655	LOC119652846|XP_037913125.1|HILL	LOC108024787|XP_016950393.1|DBIA
OG0004656	LOC119656715|XP_037919165.1|HILL	LOC108035800|XP_016967030.1|DBIA
OG0004657	LOC119651552|XP_037911112.1|HILL	LOC108027052|XP_016953749.1|DBIA
OG0004658	LOC119660106|XP_037924414.1|HILL	LOC108031410|XP_016960295.1|DBIA
OG0004659	LOC119656535|XP_037918809.1|HILL	LOC108024678|XP_016950237.1|DBIA
