Orthogroup	HILL.longest_only	CQUI.longest_only
OG0003476	LOC119661006|XP_037926063.1|HILL	LOC6035414|XP_038122449.1|CQUI
OG0003477	LOC119651004|XP_037910218.1|HILL	LOC6047059|XP_038115904.1|CQUI
OG0003478	LOC119651335|XP_037910809.1|HILL	LOC6047694|XP_038115039.1|CQUI
OG0003479	LOC119651586|XP_037911154.1|HILL	LOC6035543|XP_001845701.1|CQUI
OG0003480	LOC119651680|XP_037911307.1|HILL	LOC6042433|XP_001851551.1|CQUI
OG0003481	LOC119651469|XP_037911005.1|HILL	LOC6042434|XP_001851552.2|CQUI
OG0003482	LOC119652965|XP_037913291.1|HILL	LOC6042437|XP_038114985.1|CQUI
OG0003484	LOC119659443|XP_037923456.1|HILL	LOC6049256|XP_001866047.1|CQUI
OG0003487	LOC119653066|XP_037913472.1|HILL	LOC6040883|XP_001850212.2|CQUI
OG0003488	LOC119653262|XP_037913797.1|HILL	LOC6039350|XP_038104841.1|CQUI
OG0003489	LOC119650702|XP_037909618.1|HILL	LOC6037420|XP_038104037.1|CQUI
OG0003490	LOC119653039|XP_037913423.1|HILL	LOC6037424|XP_001847338.1|CQUI
OG0003491	LOC119652845|XP_037913110.1|HILL	LOC6033013|XP_038111280.1|CQUI
OG0003492	LOC119651678|XP_037911303.1|HILL	LOC6032983|XP_038121925.1|CQUI
OG0003493	LOC119652709|XP_037912918.1|HILL	LOC6033729|XP_038105787.1|CQUI
OG0003494	LOC119652966|XP_037913292.1|HILL	LOC6053204|XP_038110104.1|CQUI
OG0003495	LOC119652243|XP_037912145.1|HILL	LOC6042404|XP_038123009.1|CQUI
OG0003496	LOC119652477|XP_037912574.1|HILL	LOC6039896|XP_001849394.1|CQUI
OG0003497	LOC119647806|XP_037904953.1|HILL	LOC6042400|XP_038122515.1|CQUI
OG0003498	LOC119658034|XP_037921194.1|HILL	LOC6042398|XP_001851523.2|CQUI
OG0003499	LOC119652370|XP_037912395.1|HILL, LOC119651272|XP_037910704.1|HILL	LOC6042393|XP_001851518.2|CQUI
OG0003500	LOC119650922|XP_037910076.1|HILL	LOC6051158|XP_038104555.1|CQUI
OG0003501	LOC119657030|XP_037919711.1|HILL	LOC6040942|XP_001850270.1|CQUI
OG0003502	LOC119657606|XP_037920531.1|HILL	LOC6032047|XP_038105287.1|CQUI
OG0003503	LOC119657362|XP_037920168.1|HILL	LOC6032067|XP_001842733.2|CQUI
OG0003504	LOC119652624|XP_037912796.1|HILL	LOC6032073|XP_038115709.1|CQUI
OG0003506	LOC119651895|XP_037911645.1|HILL	LOC6035185|XP_001845415.2|CQUI
OG0003507	LOC119646429|XP_037902805.1|HILL	LOC6035194|XP_038105210.1|CQUI
OG0003508	LOC119650892|XP_037909997.1|HILL	LOC6037398|XP_038104529.1|CQUI
OG0003509	LOC119651951|XP_037911733.1|HILL	LOC6032718|XP_038116239.1|CQUI
OG0003510	LOC119652949|XP_037913268.1|HILL	LOC6033955|XP_038105897.1|CQUI
OG0003511	LOC119652234|XP_037912126.1|HILL	LOC6033953|XP_038104593.1|CQUI
OG0003513	LOC119646670|XP_037903128.1|HILL	LOC6040895|XP_038122954.1|CQUI
OG0003514	LOC119651700|XP_037911340.1|HILL	LOC6040914|XP_038105061.1|CQUI
OG0003515	LOC119655893|XP_037917967.1|HILL	LOC6037350|XP_001847273.2|CQUI
OG0003516	LOC119656754|XP_037919245.1|HILL	LOC6037345|XP_038106122.1|CQUI
OG0003517	LOC119651306|XP_037910761.1|HILL	LOC6032015|XP_038122579.1|CQUI
OG0003518	LOC119652613|XP_037912778.1|HILL	LOC6032783|XP_001843318.2|CQUI
OG0003519	LOC119647418|XP_037904232.1|HILL	LOC6032781|XP_038117086.1|CQUI
OG0003520	LOC119648033|XP_037905386.1|HILL	LOC6032782|XP_001843323.2|CQUI
OG0003521	LOC119647846|XP_037905031.1|HILL	LOC6032787|XP_038118515.1|CQUI
OG0003522	LOC119658674|XP_037922164.1|HILL	LOC6032792|XP_001843331.1|CQUI
OG0003523	LOC119658885|XP_037922600.1|HILL	LOC6048078|XP_001865048.2|CQUI
OG0003524	LOC119658669|XP_037922150.1|HILL	LOC6032793|XP_001843332.2|CQUI
OG0003525	LOC119659028|XP_037922851.1|HILL	LOC6032794|XP_001843333.2|CQUI
OG0003527	LOC119659063|XP_037922901.1|HILL	LOC6032800|XP_038115299.1|CQUI
OG0003529	LOC119649979|XP_037908349.1|HILL	LOC6032817|XP_038119796.1|CQUI
OG0003530	LOC119650030|XP_037908438.1|HILL	LOC6032819|XP_001843356.2|CQUI
OG0003531	LOC119647868|XP_037905066.1|HILL	LOC6032824|XP_001843361.1|CQUI
OG0003532	LOC119648107|XP_037905550.1|HILL	LOC6032827|XP_001843364.2|CQUI
OG0003533	LOC119649893|XP_037908211.1|HILL	LOC6031080|XP_001841925.2|CQUI, LOC119768640|XP_038114842.1|CQUI
OG0003534	LOC119648666|XP_037906376.1|HILL	LOC6031086|XP_038118388.1|CQUI
OG0003535	LOC119650201|XP_037908695.1|HILL, LOC119648159|XP_037905662.1|HILL	LOC6054045|XP_038119934.1|CQUI
OG0003536	LOC119661484|XP_037926776.1|HILL	LOC6042791|XP_038121619.1|CQUI
OG0003537	LOC119646897|XP_037903483.1|HILL	LOC6048042|XP_001865009.1|CQUI
OG0003538	LOC119652914|XP_037913229.1|HILL	LOC6041057|XP_038122268.1|CQUI
OG0003539	LOC119648706|XP_037906445.1|HILL	LOC6041054|XP_038118055.1|CQUI
OG0003540	LOC119649320|XP_037907350.1|HILL	LOC6041030|XP_001850341.2|CQUI
OG0003541	LOC119647207|XP_037903957.1|HILL	LOC6031102|XP_038117650.1|CQUI
OG0003542	LOC119652240|XP_037912146.1|HILL	LOC6031105|XP_038119724.1|CQUI
OG0003543	LOC119646542|XP_037902942.1|HILL	LOC6031107|XP_001841952.2|CQUI
OG0003544	LOC119648222|XP_037905762.1|HILL	LOC6031125|XP_038121856.1|CQUI
OG0003545	LOC119651882|XP_037911633.1|HILL, LOC119650413|XP_037909126.1|HILL	LOC6050940|XP_038118492.1|CQUI
OG0003546	LOC119647861|XP_037905058.1|HILL	LOC6043937|XP_038115058.1|CQUI, LOC119765009|XP_038115055.1|CQUI
OG0003548	LOC119650945|XP_037910107.1|HILL	LOC6045535|XP_038118754.1|CQUI
OG0003549	LOC119651463|XP_037911002.1|HILL	LOC6045534|XP_001862889.1|CQUI
OG0003550	LOC119660126|XP_037924449.1|HILL	LOC6041016|XP_001850330.2|CQUI
OG0003551	LOC119659303|XP_037923244.1|HILL	LOC6031097|XP_001841944.1|CQUI
OG0003552	LOC119660322|XP_037924726.1|HILL	LOC6043917|XP_001861502.1|CQUI
OG0003553	LOC119659538|XP_037923607.1|HILL	LOC6043918|XP_001861503.2|CQUI
OG0003554	LOC119648300|XP_037905887.1|HILL	LOC6043924|XP_001861507.2|CQUI
OG0003555	LOC119647756|XP_037904802.1|HILL	LOC6054349|XP_038118739.1|CQUI
OG0003556	LOC119649946|XP_037908292.1|HILL	LOC6050731|XP_038115046.1|CQUI
OG0003557	LOC119649667|XP_037907855.1|HILL	LOC6050735|XP_001867287.2|CQUI
OG0003558	LOC119647574|XP_037904502.1|HILL	LOC6039111|XP_038119065.1|CQUI
OG0003559	LOC119647454|XP_037904314.1|HILL	LOC6039880|XP_038115150.1|CQUI
OG0003560	LOC119650162|XP_037908637.1|HILL	LOC6052189|XP_038120700.1|CQUI
OG0003561	LOC119650440|XP_037909199.1|HILL	LOC6043327|XP_038116068.1|CQUI
OG0003562	LOC119654114|XP_037915214.1|HILL	LOC6043356|XP_038116603.1|CQUI
OG0003563	LOC119654144|XP_037915237.1|HILL	LOC119770433|XP_038121265.1|CQUI
OG0003564	LOC119648194|XP_037905713.1|HILL	LOC6047303|XP_001864384.2|CQUI
OG0003565	LOC119650148|XP_037908613.1|HILL	LOC6040748|XP_001850099.1|CQUI
OG0003566	LOC119653051|XP_037913448.1|HILL	LOC6040751|XP_038117689.1|CQUI
OG0003567	LOC119651795|XP_037911506.1|HILL	LOC6040753|XP_038117833.1|CQUI
OG0003568	LOC119661554|XP_037926873.1|HILL	LOC6035297|XP_038116292.1|CQUI
OG0003569	LOC119650442|XP_037909213.1|HILL	LOC6035323|XP_038120355.1|CQUI
OG0003570	LOC119648738|XP_037906488.1|HILL	LOC6041604|XP_038115527.1|CQUI
OG0003571	LOC119650251|XP_037908769.1|HILL	LOC6030992|XP_001841845.2|CQUI
OG0003572	LOC119661342|XP_037926571.1|HILL	LOC6030994|XP_038117791.1|CQUI
OG0003573	LOC119647162|XP_037903894.1|HILL	LOC6047079|XP_038119963.1|CQUI
OG0003574	LOC119650001|XP_037908391.1|HILL	LOC6031029|XP_001841881.2|CQUI
OG0003575	LOC119649147|XP_037907087.1|HILL	LOC6031040|XP_038119823.1|CQUI
OG0003576	LOC119649285|XP_037907305.1|HILL	LOC6034067|XP_038117960.1|CQUI
OG0003577	LOC119647551|XP_037904472.1|HILL	LOC6034075|XP_038115869.1|CQUI
OG0003578	LOC119661777|XP_037927182.1|HILL	LOC6031021|XP_001841873.2|CQUI
OG0003579	LOC119647093|XP_037903791.1|HILL	LOC6031017|XP_001841869.2|CQUI
OG0003580	LOC119646297|XP_037902639.1|HILL	LOC6031009|XP_038120669.1|CQUI
OG0003581	LOC119650358|XP_037908969.1|HILL	LOC6031003|XP_038121081.1|CQUI
OG0003582	LOC119647617|XP_037904584.1|HILL	LOC6044581|XP_038116034.1|CQUI
OG0003583	LOC119646653|XP_037903099.1|HILL	LOC6053463|XP_038116267.1|CQUI
OG0003584	LOC119655981|XP_037918148.1|HILL	LOC6039265|XP_001848900.2|CQUI
OG0003585	LOC119650093|XP_037908538.1|HILL	LOC6039274|XP_038114699.1|CQUI
OG0003586	LOC119660832|XP_037925630.1|HILL	LOC6044073|XP_001861642.2|CQUI
OG0003587	LOC119648038|XP_037905392.1|HILL	LOC119769453|XP_038117836.1|CQUI
OG0003588	LOC119647638|XP_037904628.1|HILL	LOC6047011|XP_038115470.1|CQUI
OG0003589	LOC119646675|XP_037903134.1|HILL	LOC119770845|XP_038122355.1|CQUI
OG0003590	LOC119648069|XP_037905471.1|HILL, LOC119648068|XP_037905470.1|HILL	LOC6044667|XP_038115660.1|CQUI
OG0003591	LOC119647582|XP_037904518.1|HILL	LOC6044660|XP_038117981.1|CQUI
OG0003592	LOC119648408|XP_037906086.1|HILL	LOC6042834|XP_001870831.2|CQUI
OG0003593	LOC119647524|XP_037904422.1|HILL	LOC119768844|XP_038116196.1|CQUI
OG0003594	LOC119648534|XP_037906230.1|HILL	LOC6045673|XP_001862991.2|CQUI
OG0003595	LOC119657911|XP_037921026.1|HILL	LOC6047372|XP_038116895.1|CQUI
OG0003596	LOC119654491|XP_037915846.1|HILL	LOC6047374|XP_038119311.1|CQUI
OG0003597	LOC119649614|XP_037907766.1|HILL	LOC6047377|XP_001864445.2|CQUI
OG0003598	LOC119648329|XP_037905949.1|HILL	LOC6048468|XP_001865377.2|CQUI
OG0003599	LOC119648798|XP_037906570.1|HILL	LOC6038821|XP_001848538.2|CQUI
OG0003600	LOC119650367|XP_037908991.1|HILL	LOC6038817|XP_038120335.1|CQUI
OG0003601	LOC119660571|XP_037925154.1|HILL	LOC6043695|XP_001861325.2|CQUI
OG0003602	LOC119652254|XP_037912165.1|HILL	LOC6043648|XP_038115664.1|CQUI
OG0003603	LOC119648988|XP_037906840.1|HILL	LOC6040578|XP_038119148.1|CQUI
OG0003604	LOC119651098|XP_037910383.1|HILL	LOC6040582|XP_038121820.1|CQUI
OG0003605	LOC119652258|XP_037912167.1|HILL	LOC6044647|XP_001862129.2|CQUI
OG0003606	LOC119655875|XP_037917937.1|HILL	LOC6044648|XP_038122235.1|CQUI
OG0003607	LOC119660844|XP_037925670.1|HILL	LOC6044652|XP_038122233.1|CQUI
OG0003608	LOC119649627|XP_037907790.1|HILL	LOC6042841|XP_001870837.1|CQUI
OG0003609	LOC119656866|XP_037919453.1|HILL	LOC6039543|XP_001849141.1|CQUI
OG0003610	LOC119650323|XP_037908907.1|HILL	LOC6039552|XP_001849149.2|CQUI
OG0003611	LOC119649039|XP_037906927.1|HILL	LOC6048522|XP_038118889.1|CQUI
OG0003612	LOC119658898|XP_037922627.1|HILL	LOC6048519|XP_001865428.1|CQUI
OG0003613	LOC119646274|XP_037902611.1|HILL	LOC6043366|XP_001858610.2|CQUI
OG0003614	LOC119646275|XP_037902612.1|HILL	LOC6043369|XP_001858605.1|CQUI
OG0003615	LOC119652826|XP_037913085.1|HILL	LOC119770848|XP_038122362.1|CQUI
OG0003616	LOC119659685|XP_037923851.1|HILL	LOC6036600|XP_001846632.1|CQUI
OG0003617	LOC119648231|XP_037905783.1|HILL	LOC119768712|XP_038115313.1|CQUI
OG0003618	LOC119648203|XP_037905737.1|HILL	LOC6041118|XP_038115310.1|CQUI
OG0003619	LOC119659456|XP_037923472.1|HILL	LOC6053686|XP_038119222.1|CQUI
OG0003620	LOC119649305|XP_037907332.1|HILL	LOC6048737|XP_001865613.2|CQUI
OG0003621	LOC119647982|XP_037905283.1|HILL	LOC6040206|XP_001849650.2|CQUI
OG0003622	LOC119647912|XP_037905160.1|HILL	LOC6040201|XP_001849651.2|CQUI
OG0003623	LOC119646515|XP_037902899.1|HILL	LOC6042309|XP_001851443.1|CQUI
OG0003624	LOC119660118|XP_037924440.1|HILL	LOC6037310|XP_038119602.1|CQUI
OG0003625	LOC119661612|XP_037926957.1|HILL	LOC119770470|XP_038121349.1|CQUI, LOC6037313|XP_001847239.1|CQUI
OG0003626	LOC119655118|XP_037916771.1|HILL	LOC6048596|XP_038117211.1|CQUI
OG0003627	LOC119651542|XP_037911102.1|HILL	LOC6048595|XP_001865492.2|CQUI
OG0003628	LOC119661667|XP_037927030.1|HILL	LOC6048591|XP_038115605.1|CQUI
OG0003629	LOC119661464|XP_037926753.1|HILL	LOC6048586|XP_038119339.1|CQUI
OG0003630	LOC119647076|XP_037903761.1|HILL	LOC6048585|XP_038119338.1|CQUI
OG0003631	LOC119649613|XP_037907761.1|HILL	LOC6044414|XP_038118547.1|CQUI
OG0003632	LOC119649869|XP_037908168.1|HILL	LOC119769941|XP_038119748.1|CQUI
OG0003633	LOC119647141|XP_037903862.1|HILL	LOC6041335|XP_001850612.1|CQUI
OG0003635	LOC119648090|XP_037905510.1|HILL	LOC6039424|XP_038116123.1|CQUI
OG0003636	LOC119646528|XP_037902920.1|HILL	LOC6041333|XP_001850610.2|CQUI
OG0003637	LOC119646606|XP_037903035.1|HILL	LOC6041328|XP_038119462.1|CQUI
OG0003638	LOC119647902|XP_037905137.1|HILL	LOC6037294|XP_038118325.1|CQUI
OG0003639	LOC119647903|XP_037905138.1|HILL	LOC6037295|XP_001847221.2|CQUI
OG0003640	LOC119650811|XP_037909876.1|HILL	LOC6050485|XP_038118400.1|CQUI
OG0003641	LOC119659461|XP_037923475.1|HILL	LOC6036278|XP_038121480.1|CQUI
OG0003642	LOC119658899|XP_037922628.1|HILL	LOC6036279|XP_001846345.2|CQUI
OG0003643	LOC119659330|XP_037923302.1|HILL	LOC6036280|XP_001846346.1|CQUI
OG0003644	LOC119650760|XP_037909784.1|HILL	LOC6036255|XP_038116693.1|CQUI
OG0003645	LOC119649126|XP_037907059.1|HILL	LOC6036238|XP_001846307.2|CQUI
OG0003646	LOC119650095|XP_037908541.1|HILL	LOC6036242|XP_038119251.1|CQUI
OG0003647	LOC119649127|XP_037907060.1|HILL	LOC6036227|XP_001846303.1|CQUI
OG0003648	LOC119648456|XP_037906141.1|HILL	LOC6045929|XP_038121438.1|CQUI
OG0003651	LOC119650134|XP_037908593.1|HILL	LOC6039442|XP_038120426.1|CQUI
OG0003652	LOC119647918|XP_037905170.1|HILL	LOC6050828|XP_001867355.1|CQUI
OG0003653	LOC119650009|XP_037908405.1|HILL	LOC6048051|XP_038119042.1|CQUI
OG0003654	LOC119648153|XP_037905652.1|HILL	LOC6048047|XP_001865020.2|CQUI
OG0003656	LOC119648132|XP_037905596.1|HILL	LOC6052027|XP_038116155.1|CQUI
OG0003657	LOC119647928|XP_037905188.1|HILL	LOC6041093|XP_001850400.1|CQUI
OG0003658	LOC119657312|XP_037920102.1|HILL	LOC6041086|XP_001850393.2|CQUI
OG0003659	LOC119648133|XP_037905604.1|HILL	LOC6041096|XP_038120077.1|CQUI
OG0003660	LOC119649046|XP_037906946.1|HILL	LOC6043986|XP_038119655.1|CQUI
OG0003661	LOC119647734|XP_037904769.1|HILL	LOC6047379|XP_038115612.1|CQUI
OG0003662	LOC119648245|XP_037905810.1|HILL	LOC6050153|XP_001866806.2|CQUI
OG0003663	LOC119648224|XP_037905768.1|HILL	LOC6036567|XP_001846608.1|CQUI
OG0003664	LOC119648208|XP_037905741.1|HILL	LOC6036570|XP_038117672.1|CQUI
OG0003667	LOC119650434|XP_037909181.1|HILL	LOC6041241|XP_038118058.1|CQUI
OG0003668	LOC119658728|XP_037922319.1|HILL	LOC6050573|XP_038117223.1|CQUI
OG0003669	LOC119651454|XP_037910990.1|HILL	LOC6052930|XP_001869107.1|CQUI
OG0003670	LOC119651443|XP_037910979.1|HILL	LOC6052931|XP_001869108.2|CQUI
OG0003671	LOC119652275|XP_037912197.1|HILL	LOC6037257|XP_038121487.1|CQUI
OG0003672	LOC119659436|XP_037923446.1|HILL	LOC6037274|XP_001847201.2|CQUI
OG0003673	LOC119650978|XP_037910172.1|HILL	LOC6037145|XP_038115536.1|CQUI
OG0003674	LOC119657436|XP_037920273.1|HILL	LOC6037046|XP_038118264.1|CQUI
OG0003676	LOC119654073|XP_037915167.1|HILL	LOC6037039|XP_038115810.1|CQUI
OG0003677	LOC119647117|XP_037903832.1|HILL	LOC6036402|XP_001846455.1|CQUI
OG0003678	LOC119650407|XP_037909120.1|HILL	LOC6036215|XP_038118982.1|CQUI
OG0003679	LOC119649580|XP_037907712.1|HILL	LOC6036210|XP_001846285.2|CQUI
OG0003680	LOC119661764|XP_037927162.1|HILL	LOC6036185|XP_038117129.1|CQUI
OG0003681	LOC119661227|XP_037926381.1|HILL	LOC6046407|XP_038118856.1|CQUI
OG0003682	LOC119658903|XP_037922637.1|HILL	LOC6047502|XP_038120653.1|CQUI
OG0003683	LOC119660457|XP_037924946.1|HILL	LOC6047508|XP_001864559.2|CQUI
OG0003684	LOC119648076|XP_037905489.1|HILL	LOC6035615|XP_001845764.2|CQUI
OG0003685	LOC119648151|XP_037905650.1|HILL	LOC6033562|XP_038117166.1|CQUI, LOC6033563|XP_038120699.1|CQUI
OG0003686	LOC119652269|XP_037912184.1|HILL	LOC6033552|XP_038117904.1|CQUI
OG0003687	LOC119646667|XP_037903125.1|HILL	LOC6033546|XP_038120883.1|CQUI
OG0003688	LOC119656978|XP_037919642.1|HILL	LOC6033545|XP_001843979.2|CQUI
OG0003689	LOC119648217|XP_037905753.1|HILL	LOC6033541|XP_038120013.1|CQUI
OG0003690	LOC119648584|XP_037906283.1|HILL	LOC6033539|XP_001843973.2|CQUI
OG0003691	LOC119648691|XP_037906419.1|HILL	LOC119770157|XP_038120472.1|CQUI
OG0003692	LOC119646532|XP_037902926.1|HILL	LOC6038410|XP_001848215.2|CQUI
OG0003693	LOC119649257|XP_037907267.1|HILL	LOC6038255|XP_038118211.1|CQUI
OG0003694	LOC119647810|XP_037904954.1|HILL	LOC6038249|XP_038118233.1|CQUI
OG0003695	LOC119648516|XP_037906212.1|HILL	LOC6054526|XP_038117182.1|CQUI
OG0003696	LOC119661678|XP_037927044.1|HILL	LOC6040608|XP_001849979.2|CQUI
OG0003697	LOC119646167|XP_037902471.1|HILL	LOC6036410|XP_038120392.1|CQUI
OG0003698	LOC119649768|XP_037907996.1|HILL	LOC6036526|XP_001846568.1|CQUI
OG0003699	LOC119651953|XP_037911739.1|HILL	LOC6035469|XP_038118336.1|CQUI
OG0003700	LOC119646228|XP_037902544.1|HILL	LOC6035471|XP_038119264.1|CQUI
OG0003701	LOC119646281|XP_037902617.1|HILL	LOC6035477|XP_001845661.2|CQUI
OG0003702	LOC119647495|XP_037904381.1|HILL	LOC119770389|XP_038121080.1|CQUI
OG0003703	LOC119648904|XP_037906736.1|HILL	LOC6042857|XP_038120463.1|CQUI
OG0003704	LOC119650003|XP_037908393.1|HILL	LOC6042852|XP_001870841.2|CQUI
OG0003705	LOC119648250|XP_037906170.1|HILL	LOC6041974|XP_038122298.1|CQUI
OG0003706	LOC119649342|XP_037907376.1|HILL	LOC6040988|XP_038119951.1|CQUI
OG0003707	LOC119649525|XP_037907637.1|HILL	LOC6040986|XP_038118412.1|CQUI
OG0003708	LOC119650241|XP_037908751.1|HILL	LOC6040029|XP_038120557.1|CQUI
OG0003709	LOC119646605|XP_037903033.1|HILL	LOC6040027|XP_038120940.1|CQUI
OG0003710	LOC119661241|XP_037926398.1|HILL	LOC6054726|XP_038116079.1|CQUI
OG0003711	LOC119649760|XP_037907982.1|HILL	LOC6035591|XP_001845742.2|CQUI
OG0003712	LOC119657728|XP_037920702.1|HILL	LOC6035596|XP_038118095.1|CQUI
OG0003713	LOC119646465|XP_037902842.1|HILL	LOC6035599|XP_001845749.2|CQUI
OG0003714	LOC119646466|XP_037902843.1|HILL	LOC6035602|XP_038119526.1|CQUI
OG0003715	LOC119649713|XP_037907915.1|HILL	LOC6047940|XP_001864925.2|CQUI
OG0003716	LOC119647610|XP_037904570.1|HILL	LOC6034614|XP_038116207.1|CQUI
OG0003717	LOC119650072|XP_037908498.1|HILL	LOC6034603|XP_001844897.1|CQUI
OG0003718	LOC119649304|XP_037907329.1|HILL	LOC6034591|XP_001844885.2|CQUI
OG0003719	LOC119648641|XP_037906340.1|HILL	LOC6050358|XP_001866978.2|CQUI
OG0003720	LOC119655209|XP_037916915.1|HILL	LOC6047267|XP_038119191.1|CQUI
OG0003721	LOC119655223|XP_037916934.1|HILL	LOC6047247|XP_001864330.2|CQUI
OG0003722	LOC119648013|XP_037905343.1|HILL	LOC6035621|XP_038118125.1|CQUI
OG0003723	LOC119649445|XP_037907524.1|HILL	LOC6051816|XP_001868185.2|CQUI
OG0003724	LOC119648257|XP_037905830.1|HILL	LOC6054680|XP_038119331.1|CQUI
OG0003725	LOC119647823|XP_037904980.1|HILL	LOC6040243|XP_038115933.1|CQUI
OG0003726	LOC119648865|XP_037906677.1|HILL	LOC6047554|XP_001864599.1|CQUI
OG0003728	LOC119658864|XP_037922548.1|HILL	LOC6048148|XP_038119679.1|CQUI
OG0003729	LOC119649621|XP_037907778.1|HILL	LOC6048150|XP_038119678.1|CQUI
OG0003730	LOC119649277|XP_037907292.1|HILL	LOC6042336|XP_038119721.1|CQUI
OG0003731	LOC119648302|XP_037905889.1|HILL	LOC6045507|XP_001862869.1|CQUI
OG0003732	LOC119655238|XP_037916952.1|HILL	LOC6044895|XP_038121394.1|CQUI
OG0003733	LOC119648254|XP_037905825.1|HILL	LOC6044891|XP_001862331.2|CQUI
OG0003734	LOC119650439|XP_037909193.1|HILL	LOC119766418|XP_038106881.1|CQUI, LOC6037174|XP_038115989.1|CQUI
OG0003735	LOC119659748|XP_037923973.1|HILL	LOC6037162|XP_038117979.1|CQUI
OG0003736	LOC119660207|XP_037924609.1|HILL	LOC6037161|XP_001847098.2|CQUI
OG0003737	LOC119646142|XP_037902427.1|HILL	LOC6037157|XP_001847094.2|CQUI
OG0003738	LOC119660755|XP_037925448.1|HILL	LOC6043795|XP_038120942.1|CQUI
OG0003739	LOC119661194|XP_037926344.1|HILL	LOC6043789|XP_038117933.1|CQUI
OG0003740	LOC119660201|XP_037924561.1|HILL	LOC6043783|XP_001861387.2|CQUI
OG0003741	LOC119647802|XP_037904946.1|HILL	LOC6043786|XP_001861386.2|CQUI
OG0003742	LOC119648985|XP_037906836.1|HILL	LOC6043815|XP_001861383.1|CQUI
OG0003743	LOC119648387|XP_037906055.1|HILL	LOC6033508|XP_038114641.1|CQUI
OG0003744	LOC119660208|XP_037924574.1|HILL	LOC6033507|XP_001843948.2|CQUI
OG0003745	LOC119647069|XP_037903755.1|HILL	LOC6033504|XP_001843945.1|CQUI
OG0003746	LOC119655287|XP_037917035.1|HILL	LOC6033496|XP_038117879.1|CQUI
OG0003747	LOC119648917|XP_037906751.1|HILL	LOC6033489|XP_038114638.1|CQUI
OG0003748	LOC119649420|XP_037907488.1|HILL	LOC6033487|XP_038114639.1|CQUI
OG0003749	LOC119648024|XP_037905370.1|HILL	LOC119768656|XP_038114981.1|CQUI, LOC6033484|XP_038120459.1|CQUI
OG0003750	LOC119648940|XP_037906782.1|HILL	LOC119769692|XP_038119009.1|CQUI, LOC6033483|XP_038114986.1|CQUI
OG0003751	LOC119649422|XP_037907491.1|HILL	LOC119769192|XP_038117034.1|CQUI, LOC6033480|XP_038114976.1|CQUI
OG0003752	LOC119647805|XP_037904949.1|HILL	LOC6033456|XP_038119080.1|CQUI
OG0003753	LOC119648004|XP_037905318.1|HILL	LOC6033451|XP_001843898.2|CQUI
OG0003754	LOC119647906|XP_037905142.1|HILL	LOC6033449|XP_038119079.1|CQUI
OG0003755	LOC119648189|XP_037905706.1|HILL	LOC6050603|XP_038121281.1|CQUI
OG0003756	LOC119659413|XP_037923415.1|HILL	LOC6050814|XP_001867351.2|CQUI
OG0003757	LOC119647186|XP_037903925.1|HILL	LOC6036837|XP_038117025.1|CQUI
OG0003758	LOC119648492|XP_037906186.1|HILL	LOC6030802|XP_038115982.1|CQUI
OG0003759	LOC119650305|XP_037908874.1|HILL	LOC119770065|XP_038120174.1|CQUI, LOC6030836|XP_038120169.1|CQUI
OG0003760	LOC119660969|XP_037925962.1|HILL	LOC6030777|XP_038115191.1|CQUI
OG0003761	LOC119649811|XP_037908070.1|HILL	LOC6030789|XP_001841699.2|CQUI
OG0003762	LOC119648364|XP_037906017.1|HILL	LOC6030818|XP_038115978.1|CQUI
OG0003763	LOC119650257|XP_037908780.1|HILL	LOC6030793|XP_038116748.1|CQUI
OG0003764	LOC119648147|XP_037905632.1|HILL	LOC6030838|XP_038119295.1|CQUI
OG0003765	LOC119648395|XP_037906062.1|HILL	LOC6030841|XP_001841725.1|CQUI
OG0003766	LOC119661595|XP_037926925.1|HILL	LOC6030847|XP_038115183.1|CQUI
OG0003767	LOC119646303|XP_037902646.1|HILL	LOC6030852|XP_001841735.1|CQUI
OG0003768	LOC119647077|XP_037903762.1|HILL	LOC6030859|XP_038120424.1|CQUI
OG0003769	LOC119655999|XP_037918169.1|HILL	LOC6030864|XP_001841743.1|CQUI
OG0003770	LOC119660948|XP_037925888.1|HILL	LOC6030866|XP_038119372.1|CQUI
OG0003771	LOC119648179|XP_037905687.1|HILL	LOC6030881|XP_001841758.1|CQUI
OG0003772	LOC119648822|XP_037906609.1|HILL	LOC6030891|XP_001841767.2|CQUI
OG0003773	LOC119658748|XP_037922360.1|HILL	LOC6030893|XP_038118482.1|CQUI
OG0003775	LOC119659114|XP_037922965.1|HILL, LOC119659746|XP_037923936.1|HILL	LOC6050977|XP_038109532.1|CQUI
OG0003776	LOC119660469|XP_037924980.1|HILL	LOC6052624|XP_038115398.1|CQUI
OG0003778	LOC119654891|XP_037916437.1|HILL	LOC6030958|XP_001841816.1|CQUI
OG0003779	LOC119660462|XP_037924952.1|HILL	LOC6030937|XP_038122337.1|CQUI
OG0003780	LOC119648787|XP_037906563.1|HILL	LOC6031324|XP_001842139.2|CQUI
OG0003781	LOC119660774|XP_037925472.1|HILL	LOC6053004|XP_038117749.1|CQUI
OG0003782	LOC119654382|XP_037915676.1|HILL	LOC119769447|XP_038117830.1|CQUI, LOC119769131|XP_038116960.1|CQUI
OG0003783	LOC119656177|XP_037918455.1|HILL	LOC6052216|XP_038117536.1|CQUI
