Orthogroup	HILL.longest_only	DNOV.longest_only
OG0003909	LOC119646304|XP_037902647.1|HILL	LOC115762230|XP_030560227.1|DNOV
OG0003910	LOC119646482|XP_037902864.1|HILL	LOC115762234|XP_030560236.1|DNOV
OG0003911	LOC119660956|XP_037925927.1|HILL	LOC115768541|XP_030569007.1|DNOV
OG0003912	LOC119659192|XP_037923084.1|HILL	LOC115763054|XP_030561339.1|DNOV
OG0003913	LOC119651523|XP_037911081.1|HILL	LOC115769264|XP_030569834.1|DNOV
OG0003915	LOC119651385|XP_037910892.1|HILL	LOC115768977|XP_030569553.1|DNOV
OG0003916	LOC119646724|XP_037903231.1|HILL	LOC115758403|XP_030554911.1|DNOV
OG0003917	LOC119646255|XP_037902583.1|HILL	LOC115765915|XP_030565521.1|DNOV
OG0003918	LOC119656941|XP_037919584.1|HILL	LOC115760199|XP_030557291.1|DNOV
OG0003919	LOC119647303|XP_037904142.1|HILL	LOC115758788|XP_030555418.1|DNOV
OG0003920	LOC119646807|XP_037903327.1|HILL	LOC115762144|XP_030560115.1|DNOV
OG0003921	LOC119661365|XP_037926602.1|HILL	LOC115763203|XP_030561528.1|DNOV
OG0003922	LOC119661677|XP_037927043.1|HILL	LOC115758844|XP_030555484.1|DNOV
OG0003923	LOC119660756|XP_037925445.1|HILL	LOC115766718|XP_030566514.1|DNOV
OG0003924	LOC119658347|XP_037921634.1|HILL	LOC115760626|XP_030557937.1|DNOV
OG0003925	LOC119660719|XP_037925299.1|HILL	LOC115758610|XP_030555201.1|DNOV
OG0003926	LOC119650406|XP_037909122.1|HILL	LOC115758431|XP_030554947.1|DNOV
OG0003927	LOC119646640|XP_037903081.1|HILL	LOC115760182|XP_030557271.1|DNOV
OG0003928	LOC119651570|XP_037911132.1|HILL	LOC115759860|XP_030556824.1|DNOV
OG0003929	LOC119654533|XP_037915908.1|HILL	LOC115759203|XP_030555949.1|DNOV
OG0003930	LOC119652739|XP_037912965.1|HILL	LOC115760084|XP_030557128.1|DNOV
OG0003931	LOC119650566|XP_037909301.1|HILL	LOC115759783|XP_030556711.1|DNOV
OG0003932	LOC119646701|XP_037903195.1|HILL	LOC115760724|XP_030558058.1|DNOV
OG0003933	LOC119653045|XP_037913439.1|HILL	LOC115768558|XP_030569031.1|DNOV
OG0003934	LOC119653059|XP_037913469.1|HILL	LOC115758962|XP_030555625.1|DNOV
OG0003935	LOC119652379|XP_037912409.1|HILL	LOC115760879|XP_030558301.1|DNOV
OG0003936	LOC119661243|XP_037926402.1|HILL	LOC115760748|XP_030558085.1|DNOV
OG0003937	LOC119646963|XP_037903592.1|HILL	LOC115762244|XP_030560249.1|DNOV
OG0003938	LOC119646554|XP_037902960.1|HILL	LOC115759758|XP_030556667.1|DNOV
OG0003939	LOC119661323|XP_037926547.1|HILL	LOC115758530|XP_030555081.1|DNOV
OG0003940	LOC119661324|XP_037926550.1|HILL	LOC115758518|XP_030555071.1|DNOV
OG0003941	LOC119651599|XP_037911180.1|HILL	LOC115760082|XP_030557124.1|DNOV
OG0003942	LOC119646426|XP_037902798.1|HILL	LOC115758712|XP_030555321.1|DNOV
OG0003943	LOC119661773|XP_037927175.1|HILL	LOC115758332|XP_030554762.1|DNOV
OG0003944	LOC119646446|XP_037902825.1|HILL	LOC115759916|XP_030556909.1|DNOV
OG0003945	LOC119657144|XP_037919849.1|HILL	LOC115760644|XP_030557966.1|DNOV
OG0003946	LOC119650931|XP_037910086.1|HILL	LOC115763474|XP_030561918.1|DNOV
OG0003947	LOC119651401|XP_037910916.1|HILL	LOC115763496|XP_030561949.1|DNOV
OG0003948	LOC119652530|XP_037912659.1|HILL	LOC115760276|XP_030557407.1|DNOV
OG0003949	LOC119652125|XP_037911992.1|HILL	LOC115760272|XP_030557402.1|DNOV
OG0003950	LOC119651084|XP_037910359.1|HILL	LOC115758927|XP_030555585.1|DNOV
OG0003951	LOC119651346|XP_037910830.1|HILL	LOC115759197|XP_030555936.1|DNOV
OG0003952	LOC119651231|XP_037910635.1|HILL	LOC115758570|XP_030555142.1|DNOV
OG0003953	LOC119659034|XP_037922856.1|HILL	LOC115760259|XP_030557381.1|DNOV
OG0003954	LOC119653053|XP_037913454.1|HILL	LOC115762821|XP_030561042.1|DNOV
OG0003955	LOC119651108|XP_037910400.1|HILL	LOC115763097|XP_030561395.1|DNOV
OG0003956	LOC119654263|XP_037915455.1|HILL	LOC115767700|XP_030567853.1|DNOV
OG0003957	LOC119654914|XP_037916482.1|HILL	LOC115770988|XP_030572339.1|DNOV
OG0003958	LOC119658338|XP_037921611.1|HILL	LOC115766412|XP_030566191.1|DNOV
OG0003959	LOC119646822|XP_037903365.1|HILL	LOC115762225|XP_030560220.1|DNOV
OG0003960	LOC119655145|XP_037916812.1|HILL	LOC115767836|XP_030568038.1|DNOV
OG0003961	LOC119654192|XP_037915319.1|HILL	LOC115758801|XP_030555435.1|DNOV
OG0003962	LOC119646212|XP_037902523.1|HILL, LOC119659814|XP_037924024.1|HILL	LOC115758432|XP_030554948.1|DNOV
OG0003963	LOC119653104|XP_037913547.1|HILL	LOC115763456|XP_030561888.1|DNOV
OG0003964	LOC119646319|XP_037902668.1|HILL	LOC115760165|XP_030557245.1|DNOV
OG0003965	LOC119654594|XP_037915990.1|HILL	LOC115760123|XP_030557181.1|DNOV
OG0003966	LOC119653154|XP_037913622.1|HILL	LOC115758466|XP_030554999.1|DNOV
OG0003967	LOC119646899|XP_037903485.1|HILL	LOC115760555|XP_030557812.1|DNOV
OG0003968	LOC119656963|XP_037919615.1|HILL	LOC115761017|XP_030558492.1|DNOV
OG0003969	LOC119650469|XP_037909285.1|HILL	LOC115759959|XP_030556965.1|DNOV
OG0003970	LOC119647219|XP_037903976.1|HILL	LOC115765888|XP_030565489.1|DNOV
OG0003971	LOC119651329|XP_037910797.1|HILL	LOC115759756|XP_030556658.1|DNOV
OG0003972	LOC119660919|XP_037925819.1|HILL	LOC115770536|XP_030571700.1|DNOV
OG0003973	LOC119646341|XP_037902695.1|HILL	LOC115762115|XP_030560079.1|DNOV
OG0003974	LOC119650808|XP_037909877.1|HILL	LOC115758011|XP_030554367.1|DNOV
OG0003975	LOC119651024|XP_037910256.1|HILL	LOC115763086|XP_030561384.1|DNOV
OG0003976	LOC119651330|XP_037910799.1|HILL	LOC115763448|XP_030561877.1|DNOV
OG0003977	LOC119652738|XP_037912964.1|HILL, LOC119648470|XP_037906160.1|HILL, LOC119661531|XP_037926837.1|HILL	LOC115763513|XP_030561971.1|DNOV
OG0003978	LOC119652912|XP_037913219.1|HILL	LOC115769808|XP_030570636.1|DNOV
OG0003979	LOC119646381|XP_037902753.1|HILL	LOC115765453|XP_030564877.1|DNOV
OG0003980	LOC119659156|XP_037923034.1|HILL	LOC115766241|XP_030565964.1|DNOV, LOC115766056|XP_030565697.1|DNOV
OG0003981	LOC119650858|XP_037909937.1|HILL	LOC115765568|XP_030565072.1|DNOV
OG0003982	LOC119652259|XP_037912168.1|HILL	LOC115769232|XP_030569804.1|DNOV
OG0003983	LOC119653096|XP_037913530.1|HILL	LOC115763384|XP_030561784.1|DNOV
OG0003984	LOC119651058|XP_037910315.1|HILL	LOC115759146|XP_030555858.1|DNOV
OG0003985	LOC119650744|XP_037909745.1|HILL	LOC115759145|XP_030555857.1|DNOV
OG0003986	LOC119661325|XP_037926551.1|HILL	LOC115760153|XP_030557224.1|DNOV
OG0003987	LOC119647045|XP_037903729.1|HILL	LOC115759774|XP_030556701.1|DNOV
OG0003988	LOC119661143|XP_037926278.1|HILL	LOC115758889|XP_030555545.1|DNOV
OG0003989	LOC119655382|XP_037917182.1|HILL	LOC115760164|XP_030557241.1|DNOV
OG0003990	LOC119652348|XP_037912304.1|HILL	LOC115759052|XP_030555736.1|DNOV
OG0003991	LOC119651308|XP_037910767.1|HILL	LOC115763344|XP_030561716.1|DNOV
OG0003992	LOC119660619|XP_037925252.1|HILL	LOC115763106|XP_030561409.1|DNOV
OG0003993	LOC119661596|XP_037926926.1|HILL	LOC115760106|XP_030557158.1|DNOV
OG0003994	LOC119654025|XP_037915119.1|HILL	LOC115764635|XP_030563664.1|DNOV
OG0003995	LOC119661650|XP_037927010.1|HILL	LOC115760624|XP_030557934.1|DNOV
OG0003996	LOC119657798|XP_037920818.1|HILL	LOC115760944|XP_030558385.1|DNOV
OG0003997	LOC119646583|XP_037903003.1|HILL	LOC115759906|XP_030556891.1|DNOV
OG0003998	LOC119651151|XP_037910485.1|HILL	LOC115759715|XP_030556576.1|DNOV
OG0003999	LOC119652213|XP_037912082.1|HILL	LOC115758711|XP_030555320.1|DNOV
OG0004000	LOC119659356|XP_037923336.1|HILL	LOC115767290|XP_030567382.1|DNOV
OG0004001	LOC119658654|XP_037922126.1|HILL	LOC115760484|XP_030557684.1|DNOV
OG0004002	LOC119648070|XP_037905478.1|HILL	LOC115763015|XP_030561266.1|DNOV
OG0004003	LOC119660736|XP_037925340.1|HILL	LOC115758556|XP_030555115.1|DNOV
OG0004004	LOC119650062|XP_037908487.1|HILL	LOC115758768|XP_030555391.1|DNOV
OG0004005	LOC119652589|XP_037912745.1|HILL	LOC115765955|XP_030565563.1|DNOV
OG0004006	LOC119646836|XP_037903381.1|HILL	LOC115762983|XP_030561225.1|DNOV
OG0004007	LOC119647088|XP_037903787.1|HILL	LOC115759104|XP_030555802.1|DNOV
OG0004008	LOC119647026|XP_037903692.1|HILL	LOC115758370|XP_030554819.1|DNOV
OG0004009	LOC119661719|XP_037927101.1|HILL	LOC115758502|XP_030555048.1|DNOV
OG0004010	LOC119650924|XP_037910079.1|HILL	LOC115769300|XP_030569887.1|DNOV
OG0004011	LOC119651534|XP_037911094.1|HILL	LOC115763171|XP_030561485.1|DNOV
OG0004012	LOC119651465|XP_037911000.1|HILL	LOC115772102|XP_030573927.1|DNOV
OG0004013	LOC119651695|XP_037911333.1|HILL, LOC119650968|XP_037910152.1|HILL	LOC115769260|XP_030569830.1|DNOV
OG0004014	LOC119651657|XP_037911272.1|HILL	LOC115770187|XP_030571208.1|DNOV
OG0004015	LOC119655912|XP_037918002.1|HILL	LOC115758443|XP_030554963.1|DNOV
OG0004016	LOC119652450|XP_037912527.1|HILL	LOC115763962|XP_030562620.1|DNOV
OG0004017	LOC119661734|XP_037927128.1|HILL, LOC119661336|XP_037926566.1|HILL	LOC115765903|XP_030565506.1|DNOV
OG0004018	LOC119646677|XP_037903140.1|HILL	LOC115762490|XP_030560586.1|DNOV
OG0004019	LOC119646985|XP_037903624.1|HILL	LOC115759779|XP_030556706.1|DNOV
OG0004020	LOC119661712|XP_037927094.1|HILL	LOC115758863|XP_030555512.1|DNOV
OG0004021	LOC119661493|XP_037926786.1|HILL	LOC115759023|XP_030555695.1|DNOV
OG0004022	LOC119654656|XP_037916076.1|HILL	LOC115758402|XP_030554909.1|DNOV
OG0004023	LOC119650530|XP_037909292.1|HILL	LOC115767424|XP_030567560.1|DNOV
OG0004024	LOC119652724|XP_037912945.1|HILL	LOC115760042|XP_030557070.1|DNOV
OG0004025	LOC119657063|XP_037919748.1|HILL	LOC115760072|XP_030557111.1|DNOV
OG0004026	LOC119647972|XP_037905277.1|HILL	LOC115759037|XP_030555719.1|DNOV
OG0004027	LOC119646693|XP_037903185.1|HILL	LOC115764448|XP_030563317.1|DNOV
OG0004028	LOC119651902|XP_037911655.1|HILL	LOC115763494|XP_030561946.1|DNOV
OG0004029	LOC119652616|XP_037912782.1|HILL	LOC115763413|XP_030561825.1|DNOV
OG0004030	LOC119655027|XP_037916633.1|HILL	LOC115758024|XP_030554393.1|DNOV
OG0004031	LOC119652951|XP_037913272.1|HILL	LOC115759252|XP_030556013.1|DNOV
OG0004032	LOC119652244|XP_037912147.1|HILL	LOC115763610|XP_030562098.1|DNOV
OG0004033	LOC119648946|XP_037906793.1|HILL	LOC115763586|XP_030562065.1|DNOV
OG0004034	LOC119649930|XP_037908279.1|HILL	LOC115766011|XP_030565643.1|DNOV
OG0004035	LOC119653780|XP_037914714.1|HILL	LOC115758395|XP_030554888.1|DNOV
OG0004036	LOC119647199|XP_037903939.1|HILL	LOC115763138|XP_030561442.1|DNOV
OG0004037	LOC119650868|XP_037909961.1|HILL	LOC115758858|XP_030555506.1|DNOV
OG0004038	LOC119650114|XP_037908569.1|HILL	LOC115765911|XP_030565517.1|DNOV
OG0004039	LOC119658570|XP_037921949.1|HILL	LOC115759955|XP_030556958.1|DNOV
OG0004040	LOC119661198|XP_037926348.1|HILL	LOC115759544|XP_030556362.1|DNOV
OG0004041	LOC119660869|XP_037925708.1|HILL	LOC115765274|XP_030564624.1|DNOV
OG0004042	LOC119648005|XP_037905325.1|HILL	LOC115771066|XP_030572478.1|DNOV
OG0004043	LOC119661388|XP_037926639.1|HILL	LOC115760093|XP_030557137.1|DNOV
OG0004044	LOC119657540|XP_037920410.1|HILL	LOC115768816|XP_030569374.1|DNOV
OG0004045	LOC119646762|XP_037903269.1|HILL	LOC115763023|XP_030561281.1|DNOV
OG0004046	LOC119646642|XP_037903083.1|HILL	LOC115765843|XP_030565429.1|DNOV
OG0004047	LOC119653963|XP_037915052.1|HILL	LOC115759836|XP_030556789.1|DNOV
OG0004048	LOC119661130|XP_037926257.1|HILL	LOC115768560|XP_030569034.1|DNOV
OG0004049	LOC119661522|XP_037926826.1|HILL	LOC115758952|XP_030555611.1|DNOV
OG0004050	LOC119652199|XP_037912072.1|HILL	LOC115759797|XP_030556738.1|DNOV
OG0004051	LOC119652044|XP_037911911.1|HILL	LOC115758536|XP_030555089.1|DNOV
OG0004052	LOC119660850|XP_037925675.1|HILL	LOC115766816|XP_030566711.1|DNOV
OG0004053	LOC119659144|XP_037923014.1|HILL	LOC115762252|XP_030560264.1|DNOV
OG0004054	LOC119661469|XP_037926760.1|HILL	LOC115767719|XP_030567884.1|DNOV
OG0004055	LOC119659768|XP_037923955.1|HILL	LOC115761830|XP_030559632.1|DNOV
OG0004056	LOC119655830|XP_037917866.1|HILL	LOC115764772|XP_030563872.1|DNOV
OG0004057	LOC119654843|XP_037916350.1|HILL, LOC119660715|XP_037925285.1|HILL	LOC115769089|XP_030569663.1|DNOV
OG0004058	LOC119648997|XP_037906855.1|HILL	LOC115769349|XP_030569976.1|DNOV
OG0004059	LOC119660440|XP_037924920.1|HILL	LOC115763835|XP_030562454.1|DNOV
OG0004060	LOC119660204|XP_037924567.1|HILL	LOC115765776|XP_030565308.1|DNOV
OG0004061	LOC119653885|XP_037914933.1|HILL	LOC115766869|XP_030566789.1|DNOV
OG0004062	LOC119661013|XP_037926088.1|HILL	LOC115767661|XP_030567809.1|DNOV
OG0004063	LOC119654634|XP_037916034.1|HILL	LOC115766392|XP_030566164.1|DNOV
OG0004064	LOC119648888|XP_037906712.1|HILL	LOC115771407|XP_030572967.1|DNOV
OG0004065	LOC119655811|XP_037917840.1|HILL	LOC115758714|XP_030555357.1|DNOV
OG0004066	LOC119655021|XP_037916623.1|HILL	LOC115764227|XP_030563005.1|DNOV
OG0004067	LOC119654267|XP_037915462.1|HILL	LOC115768751|XP_030569299.1|DNOV
OG0004068	LOC119660141|XP_037924467.1|HILL	LOC115770940|XP_030572260.1|DNOV
OG0004069	LOC119659310|XP_037923253.1|HILL	LOC115770931|XP_030572248.1|DNOV
OG0004070	LOC119649269|XP_037907286.1|HILL	LOC115767150|XP_030567181.1|DNOV
OG0004071	LOC119649268|XP_037907285.1|HILL	LOC115770439|XP_030571573.1|DNOV
OG0004072	LOC119650128|XP_037908585.1|HILL	LOC115770332|XP_030571430.1|DNOV
OG0004073	LOC119654727|XP_037916182.1|HILL, LOC119654726|XP_037916180.1|HILL	LOC115768169|XP_030568527.1|DNOV
OG0004074	LOC119653806|XP_037914757.1|HILL	LOC115761527|XP_030559162.1|DNOV
OG0004075	LOC119654867|XP_037916388.1|HILL	LOC115764573|XP_030563571.1|DNOV
OG0004076	LOC119654866|XP_037916383.1|HILL	LOC115764572|XP_030563563.1|DNOV
OG0004077	LOC119655821|XP_037917855.1|HILL	LOC115759870|XP_030556840.1|DNOV
OG0004078	LOC119660407|XP_037924871.1|HILL	LOC115765728|XP_030565251.1|DNOV
OG0004079	LOC119655063|XP_037916684.1|HILL, LOC119655062|XP_037916683.1|HILL	LOC115764341|XP_030563154.1|DNOV
OG0004080	LOC119656528|XP_037918805.1|HILL	LOC115760822|XP_030558204.1|DNOV
OG0004081	LOC119654934|XP_037916514.1|HILL	LOC115758120|XP_030554536.1|DNOV
OG0004082	LOC119661142|XP_037926277.1|HILL	LOC115766737|XP_030566560.1|DNOV
OG0004083	LOC119657941|XP_037921059.1|HILL	LOC115764847|XP_030563958.1|DNOV
OG0004084	LOC119648060|XP_037905454.1|HILL	LOC115771424|XP_030572985.1|DNOV
OG0004085	LOC119659191|XP_037923080.1|HILL	LOC115765701|XP_030565221.1|DNOV
OG0004086	LOC119660303|XP_037924703.1|HILL	LOC115765018|XP_030564231.1|DNOV
OG0004087	LOC119656154|XP_037918416.1|HILL	LOC115768873|XP_030569440.1|DNOV
OG0004088	LOC119646890|XP_037903455.1|HILL, LOC119659504|XP_037923560.1|HILL	LOC115772005|XP_030573797.1|DNOV
OG0004089	LOC119653440|XP_037913949.1|HILL	LOC115764382|XP_030563205.1|DNOV
OG0004090	LOC119658831|XP_037922493.1|HILL	LOC115770635|XP_030571840.1|DNOV
OG0004092	LOC119654623|XP_037916023.1|HILL	LOC115767575|XP_030567721.1|DNOV
OG0004094	LOC119654768|XP_037916237.1|HILL	LOC115769060|XP_030569634.1|DNOV
OG0004095	LOC119659232|XP_037923135.1|HILL	LOC115767933|XP_030568166.1|DNOV
OG0004096	LOC119659231|XP_037923134.1|HILL	LOC115765020|XP_030564233.1|DNOV
OG0004098	LOC119653995|XP_037915084.1|HILL	LOC115770236|XP_030571300.1|DNOV, LOC115760222|XP_030557686.1|DNOV
OG0004099	LOC119658923|XP_037922674.1|HILL	LOC115763886|XP_030562523.1|DNOV
OG0004100	LOC119660327|XP_037924733.1|HILL	LOC115763718|XP_030562270.1|DNOV
OG0004101	LOC119660189|XP_037924531.1|HILL	LOC115763799|XP_030562403.1|DNOV
OG0004102	LOC119659322|XP_037923274.1|HILL	LOC115763908|XP_030562574.1|DNOV
OG0004103	LOC119658757|XP_037922378.1|HILL	LOC115765790|XP_030565335.1|DNOV
OG0004104	LOC119660232|XP_037924606.1|HILL	LOC115761529|XP_030559160.1|DNOV
OG0004105	LOC119648003|XP_037905316.1|HILL	LOC115771399|XP_030572949.1|DNOV
OG0004106	LOC119649128|XP_037907061.1|HILL	LOC115771527|XP_030573125.1|DNOV
OG0004107	LOC119649913|XP_037908239.1|HILL	LOC115770972|XP_030572296.1|DNOV
OG0004108	LOC119660600|XP_037925204.1|HILL	LOC115766260|XP_030565979.1|DNOV, LOC115766051|XP_030565691.1|DNOV
OG0004109	LOC119659441|XP_037923453.1|HILL	LOC115770637|XP_030571844.1|DNOV
OG0004110	LOC119648781|XP_037906546.1|HILL	LOC115771450|XP_030573024.1|DNOV
OG0004111	LOC119658978|XP_037922786.1|HILL	LOC115763899|XP_030562542.1|DNOV
OG0004112	LOC119659922|XP_037924181.1|HILL	LOC115770758|XP_030572031.1|DNOV
OG0004113	LOC119654970|XP_037916557.1|HILL	LOC115768295|XP_030568700.1|DNOV
OG0004114	LOC119653745|XP_037914596.1|HILL	LOC115768580|XP_030569084.1|DNOV
OG0004115	LOC119654898|XP_037916446.1|HILL	LOC115768586|XP_030569092.1|DNOV
OG0004116	LOC119659995|XP_037924298.1|HILL	LOC115763826|XP_030562439.1|DNOV
OG0004117	LOC119658855|XP_037922536.1|HILL	LOC115758870|XP_030555522.1|DNOV
OG0004118	LOC119654733|XP_037916192.1|HILL	LOC115767493|XP_030567661.1|DNOV
OG0004119	LOC119659398|XP_037923391.1|HILL	LOC115765341|XP_030564711.1|DNOV, LOC115765651|XP_030565168.1|DNOV
OG0004120	LOC119659713|XP_037923895.1|HILL	LOC115766200|XP_030565910.1|DNOV
OG0004121	LOC119648200|XP_037905725.1|HILL	LOC115766980|XP_030566936.1|DNOV
OG0004122	LOC119659561|XP_037923638.1|HILL	LOC115766253|XP_030565973.1|DNOV, LOC115766073|XP_030565738.1|DNOV
OG0004123	LOC119658789|XP_037922426.1|HILL	LOC115765690|XP_030565208.1|DNOV
OG0004124	LOC119653405|XP_037913897.1|HILL	LOC115767394|XP_030567518.1|DNOV
OG0004125	LOC119659998|XP_037924302.1|HILL	LOC115761237|XP_030558791.1|DNOV
OG0004126	LOC119658949|XP_037922749.1|HILL	LOC115761333|XP_030558926.1|DNOV
OG0004127	LOC119646537|XP_037902936.1|HILL	LOC115763357|XP_030561742.1|DNOV
OG0004128	LOC119659630|XP_037923756.1|HILL	LOC115759526|XP_030556335.1|DNOV
OG0004129	LOC119653414|XP_037913908.1|HILL	LOC115761122|XP_030558619.1|DNOV
OG0004130	LOC119654976|XP_037916564.1|HILL	LOC115766488|XP_030566310.1|DNOV, LOC115766489|XP_030566312.1|DNOV
OG0004131	LOC119660618|XP_037925248.1|HILL	LOC115770731|XP_030571993.1|DNOV
OG0004132	LOC119647863|XP_037905061.1|HILL	LOC115769773|XP_030570598.1|DNOV
OG0004133	LOC119658717|XP_037922265.1|HILL	LOC115760297|XP_030557444.1|DNOV
OG0004134	LOC119658992|XP_037922800.1|HILL	LOC115760405|XP_030557572.1|DNOV
OG0004135	LOC119660601|XP_037925205.1|HILL	LOC115770647|XP_030571868.1|DNOV
OG0004136	LOC119660434|XP_037924912.1|HILL, LOC119659047|XP_037922882.1|HILL	LOC115763856|XP_030562491.1|DNOV
OG0004137	LOC119647105|XP_037903811.1|HILL	LOC115760921|XP_030558355.1|DNOV
OG0004138	LOC119653852|XP_037914827.1|HILL	LOC115762934|XP_030561175.1|DNOV
OG0004139	LOC119653401|XP_037913893.1|HILL	LOC115768065|XP_030568375.1|DNOV
OG0004140	LOC119654189|XP_037915314.1|HILL	LOC115768982|XP_030569557.1|DNOV
OG0004141	LOC119654863|XP_037916377.1|HILL	LOC115757909|XP_030554224.1|DNOV
OG0004142	LOC119655455|XP_037917283.1|HILL	LOC115767326|XP_030567429.1|DNOV
OG0004143	LOC119659128|XP_037922981.1|HILL	LOC115764673|XP_030563720.1|DNOV
OG0004144	LOC119648106|XP_037905549.1|HILL	LOC115759778|XP_030556704.1|DNOV
OG0004145	LOC119648376|XP_037906034.1|HILL	LOC115770991|XP_030572343.1|DNOV
OG0004146	LOC119658947|XP_037922745.1|HILL	LOC115770720|XP_030571978.1|DNOV
OG0004147	LOC119655710|XP_037917660.1|HILL	LOC115763606|XP_030562094.1|DNOV
OG0004148	LOC119659920|XP_037924173.1|HILL	LOC115761502|XP_030559129.1|DNOV
OG0004149	LOC119658823|XP_037922483.1|HILL	LOC115763731|XP_030562288.1|DNOV
OG0004150	LOC119658919|XP_037922671.1|HILL	LOC115761773|XP_030559563.1|DNOV
OG0004151	LOC119660117|XP_037924434.1|HILL	LOC115772087|XP_030573905.1|DNOV
OG0004152	LOC119658572|XP_037921948.1|HILL	LOC115767944|XP_030568183.1|DNOV
OG0004153	LOC119654894|XP_037916441.1|HILL	LOC115764443|XP_030563359.1|DNOV
OG0004154	LOC119650286|XP_037908841.1|HILL	LOC115762624|XP_030560784.1|DNOV
OG0004155	LOC119659981|XP_037924278.1|HILL	LOC115761645|XP_030559339.1|DNOV
OG0004157	LOC119656714|XP_037919161.1|HILL, LOC119657114|XP_037919802.1|HILL, LOC119658157|XP_037921353.1|HILL	LOC115766416|XP_030566197.1|DNOV
OG0004158	LOC119659237|XP_037923143.1|HILL	LOC115770352|XP_030571450.1|DNOV
OG0004159	LOC119659511|XP_037923569.1|HILL	LOC115759625|XP_030556470.1|DNOV
OG0004160	LOC119658833|XP_037922500.1|HILL	LOC115767659|XP_030567807.1|DNOV
OG0004161	LOC119659827|XP_037924041.1|HILL	LOC115766096|XP_030565765.1|DNOV
OG0004162	LOC119659968|XP_037924256.1|HILL	LOC115770660|XP_030571886.1|DNOV
OG0004163	LOC119659422|XP_037923426.1|HILL	LOC115766165|XP_030565868.1|DNOV
OG0004164	LOC119659146|XP_037923015.1|HILL	LOC115764844|XP_030563952.1|DNOV
OG0004165	LOC119655725|XP_037917687.1|HILL	LOC115772060|XP_030573867.1|DNOV
OG0004166	LOC119654224|XP_037915369.1|HILL	LOC115762601|XP_030560756.1|DNOV
OG0004167	LOC119658788|XP_037922424.1|HILL	LOC115763700|XP_030562249.1|DNOV
OG0004168	LOC119655900|XP_037917983.1|HILL	LOC115761975|XP_030559878.1|DNOV
OG0004169	LOC119655310|XP_037917066.1|HILL	LOC115767192|XP_030567243.1|DNOV
OG0004170	LOC119653612|XP_037914307.1|HILL	LOC115758552|XP_030555109.1|DNOV, LOC115767079|XP_030567083.1|DNOV
OG0004171	LOC119653611|XP_037914306.1|HILL	LOC115768609|XP_030569123.1|DNOV
OG0004172	LOC119654731|XP_037916187.1|HILL	LOC115765251|XP_030564585.1|DNOV
OG0004173	LOC119654368|XP_037915642.1|HILL	LOC115767456|XP_030567617.1|DNOV
OG0004174	LOC119655925|XP_037918022.1|HILL	LOC115764559|XP_030563540.1|DNOV
OG0004175	LOC119655186|XP_037916878.1|HILL	LOC115758161|XP_030554560.1|DNOV
OG0004176	LOC119654453|XP_037915791.1|HILL	LOC115767158|XP_030567193.1|DNOV
OG0004177	LOC119658881|XP_037922581.1|HILL	LOC115766150|XP_030565847.1|DNOV
OG0004178	LOC119659198|XP_037923088.1|HILL	LOC115767937|XP_030568169.1|DNOV
OG0004179	LOC119646870|XP_037903425.1|HILL	LOC115768486|XP_030568929.1|DNOV
OG0004180	LOC119659251|XP_037923165.1|HILL	LOC115763751|XP_030562316.1|DNOV
OG0004181	LOC119660496|XP_037925019.1|HILL	LOC115764606|XP_030563609.1|DNOV
OG0004182	LOC119648291|XP_037905876.1|HILL	LOC115771252|XP_030572716.1|DNOV
OG0004183	LOC119648949|XP_037906792.1|HILL	LOC115771141|XP_030572571.1|DNOV
OG0004184	LOC119648290|XP_037905875.1|HILL	LOC115762733|XP_030560927.1|DNOV
OG0004185	LOC119653823|XP_037914791.1|HILL	LOC115758859|XP_030555507.1|DNOV
OG0004186	LOC119655616|XP_037917512.1|HILL	LOC115768864|XP_030569428.1|DNOV
OG0004187	LOC119659622|XP_037923747.1|HILL, LOC119652229|XP_037912115.1|HILL	LOC115763848|XP_030562477.1|DNOV
OG0004188	LOC119658891|XP_037922619.1|HILL	LOC115766244|XP_030565967.1|DNOV, LOC115766054|XP_030565692.1|DNOV
OG0004189	LOC119658892|XP_037922623.1|HILL	LOC115766240|XP_030565962.1|DNOV, LOC115766055|XP_030565696.1|DNOV
OG0004190	LOC119658705|XP_037922242.1|HILL	LOC115761755|XP_030559518.1|DNOV
OG0004191	LOC119659177|XP_037923062.1|HILL	LOC115761758|XP_030559523.1|DNOV
OG0004192	LOC119659516|XP_037923574.1|HILL	LOC115765640|XP_030565158.1|DNOV
OG0004193	LOC119654921|XP_037916498.1|HILL	LOC115768615|XP_030569131.1|DNOV
OG0004194	LOC119660253|XP_037924636.1|HILL	LOC115765739|XP_030565263.1|DNOV
OG0004195	LOC119660200|XP_037924555.1|HILL	LOC115767962|XP_030568221.1|DNOV
OG0004196	LOC119659206|XP_037923102.1|HILL	LOC115764964|XP_030564149.1|DNOV
OG0004197	LOC119658760|XP_037922382.1|HILL	LOC115767879|XP_030568101.1|DNOV
OG0004198	LOC119658609|XP_037922018.1|HILL	LOC115765766|XP_030565292.1|DNOV
OG0004199	LOC119660164|XP_037924498.1|HILL	LOC115770915|XP_030572223.1|DNOV
OG0004200	LOC119655002|XP_037916598.1|HILL	LOC115761453|XP_030559083.1|DNOV
