Orthogroup	HILL.longest_only	DFIC.longest_only
OG0004866	LOC119648674|XP_037906393.1|HILL	LOC108089447|XP_017043176.1|DFIC
OG0004867	LOC119661292|XP_037926507.1|HILL	LOC108093846|XP_017049669.1|DFIC
OG0004868	LOC119649905|XP_037908230.1|HILL	LOC108091133|XP_017045654.1|DFIC
OG0004869	LOC119646853|XP_037903403.1|HILL	LOC108094249|XP_017050197.1|DFIC
OG0004870	LOC119661636|XP_037926987.1|HILL	LOC108094256|XP_017050207.1|DFIC
OG0004871	LOC119646521|XP_037902909.1|HILL	LOC108101922|XP_017061988.1|DFIC
OG0004872	LOC119661574|XP_037926901.1|HILL	LOC108090788|XP_017045124.1|DFIC
OG0004873	LOC119649470|XP_037907555.1|HILL	LOC108092735|XP_017047953.1|DFIC
OG0004874	LOC119646173|XP_037902480.1|HILL	LOC108095716|XP_017052379.1|DFIC
OG0004875	LOC119651097|XP_037910382.1|HILL	LOC108087586|XP_017040506.1|DFIC
OG0004876	LOC119646418|XP_037902792.1|HILL	LOC108097022|XP_017054528.1|DFIC
OG0004877	LOC119650223|XP_037908728.1|HILL	LOC108100163|XP_017059415.1|DFIC
OG0004878	LOC119646610|XP_037903039.1|HILL	LOC108101546|XP_017061427.1|DFIC
OG0004879	LOC119656430|XP_037918728.1|HILL	LOC108090795|XP_017045131.1|DFIC
OG0004880	LOC119648775|XP_037906537.1|HILL	LOC108088839|XP_017042301.1|DFIC
OG0004881	LOC119648136|XP_037905609.1|HILL	LOC108093181|XP_017048625.1|DFIC
OG0004882	LOC119648223|XP_037905767.1|HILL	LOC108089595|XP_017043442.1|DFIC
OG0004883	LOC119649771|XP_037907999.1|HILL	LOC108099202|XP_017058066.1|DFIC
OG0004884	LOC119661105|XP_037926222.1|HILL	LOC108101822|XP_017061784.1|DFIC
OG0004885	LOC119661577|XP_037926904.1|HILL	LOC108096629|XP_017053867.1|DFIC
OG0004886	LOC119659066|XP_037922908.1|HILL	LOC108093920|XP_017049776.1|DFIC
OG0004887	LOC119661264|XP_037926445.1|HILL	LOC108090565|XP_017044795.1|DFIC
OG0004888	LOC119647034|XP_037903704.1|HILL	LOC108095175|XP_017051629.1|DFIC
OG0004889	LOC119661513|XP_037926814.1|HILL	LOC108090732|XP_017045044.1|DFIC
OG0004890	LOC119646819|XP_037903362.1|HILL	LOC108101872|XP_017061897.1|DFIC
OG0004891	LOC119655774|XP_037917758.1|HILL	LOC108095623|XP_017052279.1|DFIC
OG0004892	LOC119656024|XP_037918214.1|HILL	LOC108096959|XP_017054416.1|DFIC
OG0004893	LOC119646608|XP_037903037.1|HILL	LOC108096605|XP_017053801.1|DFIC
OG0004894	LOC119653684|XP_037914476.1|HILL	LOC108096742|XP_017054082.1|DFIC
OG0004895	LOC119661728|XP_037927122.1|HILL	LOC108087688|XP_017040684.1|DFIC
OG0004897	LOC119651207|XP_037910589.1|HILL	LOC108087860|XP_017040931.1|DFIC
OG0004898	LOC119660127|XP_037924450.1|HILL	LOC108093741|XP_017049495.1|DFIC
OG0004899	LOC119659519|XP_037923578.1|HILL	LOC108086440|XP_017038840.1|DFIC
OG0004900	LOC119658871|XP_037922569.1|HILL	LOC108093966|XP_017049861.1|DFIC
OG0004901	LOC119659396|XP_037923386.1|HILL	LOC108094062|XP_017049990.1|DFIC
OG0004902	LOC119649113|XP_037907041.1|HILL	LOC108100541|XP_017059993.1|DFIC
OG0004903	LOC119661236|XP_037926393.1|HILL	LOC108096754|XP_017054102.1|DFIC
OG0004904	LOC119647059|XP_037903744.1|HILL	LOC108087133|XP_017039820.1|DFIC
OG0004905	LOC119650857|XP_037909941.1|HILL	LOC108101554|XP_017061438.1|DFIC
OG0004906	LOC119647878|XP_037905091.1|HILL	LOC108096353|XP_017053391.1|DFIC
OG0004907	LOC119648096|XP_037905523.1|HILL	LOC108089591|XP_017043437.1|DFIC
OG0004908	LOC119649228|XP_037907215.1|HILL	LOC108093160|XP_017048596.1|DFIC
OG0004909	LOC119650214|XP_037908707.1|HILL	LOC108088233|XP_017041431.1|DFIC
OG0004910	LOC119649016|XP_037906895.1|HILL	LOC108088231|XP_017041429.1|DFIC
OG0004911	LOC119648207|XP_037905739.1|HILL	LOC108099186|XP_017058042.1|DFIC
OG0004912	LOC119649456|XP_037907538.1|HILL	LOC108096354|XP_017053392.1|DFIC
OG0004913	LOC119655947|XP_037918078.1|HILL	LOC108094841|XP_017051132.1|DFIC
OG0004914	LOC119650069|XP_037908497.1|HILL	LOC108094839|XP_017051125.1|DFIC
OG0004915	LOC119660025|XP_037924332.1|HILL	LOC108101904|XP_017061963.1|DFIC
OG0004916	LOC119660014|XP_037924324.1|HILL	LOC108090559|XP_017044790.1|DFIC
OG0004917	LOC119649568|XP_037907696.1|HILL	LOC108087512|XP_017040403.1|DFIC
OG0004918	LOC119647451|XP_037904307.1|HILL	LOC108087511|XP_017040397.1|DFIC
OG0004919	LOC119660148|XP_037924479.1|HILL	LOC108100765|XP_017060293.1|DFIC
OG0004920	LOC119658415|XP_037921741.1|HILL	LOC108100374|XP_017059711.1|DFIC
OG0004921	LOC119648890|XP_037906715.1|HILL	LOC108088242|XP_017041442.1|DFIC
OG0004922	LOC119650000|XP_037908390.1|HILL	LOC108088942|XP_017042454.1|DFIC
OG0004923	LOC119648341|XP_037905965.1|HILL	LOC108100446|XP_017059860.1|DFIC
OG0004924	LOC119648607|XP_037906305.1|HILL	LOC108093051|XP_017048448.1|DFIC
OG0004925	LOC119648909|XP_037906744.1|HILL	LOC108100661|XP_017060161.1|DFIC
OG0004926	LOC119648160|XP_037905663.1|HILL	LOC108093273|XP_017048742.1|DFIC
OG0004927	LOC119649986|XP_037908357.1|HILL	LOC108096245|XP_017053173.1|DFIC
OG0004928	LOC119647764|XP_037904821.1|HILL	LOC108095159|XP_017051596.1|DFIC
OG0004929	LOC119647998|XP_037905312.1|HILL	LOC108098986|XP_017057693.1|DFIC
OG0004930	LOC119661707|XP_037927087.1|HILL	LOC108093749|XP_017049505.1|DFIC
OG0004931	LOC119655301|XP_037917056.1|HILL	LOC108094958|XP_017051311.1|DFIC
OG0004932	LOC119648709|XP_037906444.1|HILL	LOC108099144|XP_017057976.1|DFIC
OG0004933	LOC119646348|XP_037902710.1|HILL	LOC108090560|XP_017044791.1|DFIC
OG0004934	LOC119646799|XP_037903317.1|HILL	LOC108090984|XP_017045429.1|DFIC
OG0004935	LOC119646614|XP_037903047.1|HILL	LOC108086305|XP_017038686.1|DFIC
OG0004936	LOC119648843|XP_037906646.1|HILL	LOC108096373|XP_017053414.1|DFIC
OG0004937	LOC119646864|XP_037903417.1|HILL	LOC108093191|XP_017048640.1|DFIC
OG0004938	LOC119649503|XP_037907598.1|HILL	LOC108096220|XP_017053094.1|DFIC
OG0004939	LOC119648275|XP_037905858.1|HILL	LOC108088291|XP_017041509.1|DFIC
OG0004940	LOC119649260|XP_037907274.1|HILL	LOC108088325|XP_017041552.1|DFIC
OG0004941	LOC119648897|XP_037906727.1|HILL	LOC108089393|XP_017043065.1|DFIC
OG0004942	LOC119647421|XP_037904244.1|HILL	LOC108099872|XP_017059009.1|DFIC
OG0004943	LOC119647942|XP_037905232.1|HILL	LOC108089034|XP_017042620.1|DFIC
OG0004944	LOC119649877|XP_037908181.1|HILL	LOC108099121|XP_017057944.1|DFIC
OG0004945	LOC119648933|XP_037906774.1|HILL	LOC108094328|XP_017050367.1|DFIC
OG0004946	LOC119647536|XP_037904451.1|HILL	LOC108088892|XP_017042380.1|DFIC
OG0004947	LOC119649183|XP_037907137.1|HILL	LOC108100400|XP_017059773.1|DFIC
OG0004948	LOC119649411|XP_037907476.1|HILL	LOC108100244|XP_017059509.1|DFIC
OG0004949	LOC119649719|XP_037907929.1|HILL	LOC108100319|XP_017059614.1|DFIC
OG0004950	LOC119649711|XP_037907912.1|HILL	LOC108099107|XP_017057920.1|DFIC
OG0004951	LOC119650718|XP_037909659.1|HILL	LOC108088488|XP_017041796.1|DFIC
OG0004952	LOC119648124|XP_037905574.1|HILL	LOC108089635|XP_017043489.1|DFIC
OG0004953	LOC119647618|XP_037904588.1|HILL	LOC108089578|XP_017043423.1|DFIC
OG0004954	LOC119647615|XP_037904582.1|HILL	LOC108089613|XP_017043464.1|DFIC
OG0004955	LOC119646509|XP_037902893.1|HILL	LOC108093080|XP_017048490.1|DFIC
OG0004956	LOC119648642|XP_037906345.1|HILL	LOC108093695|XP_017049365.1|DFIC
OG0004957	LOC119648910|XP_037906745.1|HILL	LOC108099152|XP_017057986.1|DFIC
OG0004958	LOC119650325|XP_037908909.1|HILL	LOC108089316|XP_017042981.1|DFIC
OG0004959	LOC119650368|XP_037909009.1|HILL	LOC108089482|XP_017043246.1|DFIC
OG0004960	LOC119647465|XP_037904327.1|HILL	LOC108089480|XP_017043244.1|DFIC
OG0004961	LOC119648039|XP_037905394.1|HILL	LOC108096930|XP_017054372.1|DFIC
OG0004962	LOC119648037|XP_037905391.1|HILL	LOC108093199|XP_017048650.1|DFIC
OG0004963	LOC119647843|XP_037905028.1|HILL	LOC108088302|XP_017041520.1|DFIC
OG0004964	LOC119648209|XP_037905742.1|HILL	LOC108087533|XP_017040427.1|DFIC
OG0004965	LOC119647987|XP_037905300.1|HILL	LOC108089442|XP_017043168.1|DFIC
OG0004966	LOC119647985|XP_037905296.1|HILL	LOC108089514|XP_017043326.1|DFIC
OG0004967	LOC119661482|XP_037926775.1|HILL	LOC108094253|XP_017050202.1|DFIC
OG0004968	LOC119649864|XP_037908162.1|HILL	LOC108096351|XP_017053389.1|DFIC
OG0004969	LOC119646575|XP_037902996.1|HILL	LOC108093657|XP_017049321.1|DFIC
OG0004970	LOC119649870|XP_037908170.1|HILL	LOC108096350|XP_017053388.1|DFIC
OG0004971	LOC119647641|XP_037904631.1|HILL	LOC108096405|XP_017053465.1|DFIC
OG0004972	LOC119649966|XP_037908330.1|HILL	LOC108089462|XP_017043197.1|DFIC
OG0004973	LOC119647607|XP_037904566.1|HILL	LOC108099089|XP_017057895.1|DFIC
OG0004974	LOC119648197|XP_037905719.1|HILL	LOC108089593|XP_017043440.1|DFIC
OG0004975	LOC119650109|XP_037908560.1|HILL	LOC108100448|XP_017059861.1|DFIC
OG0004976	LOC119650107|XP_037908557.1|HILL	LOC108099395|XP_017058392.1|DFIC
OG0004977	LOC119647172|XP_037903906.1|HILL	LOC108087743|XP_017040754.1|DFIC
OG0004978	LOC119661178|XP_037926324.1|HILL	LOC108086308|XP_017038698.1|DFIC
OG0004979	LOC119649795|XP_037908028.1|HILL	LOC108088964|XP_017042471.1|DFIC
OG0004980	LOC119648180|XP_037905692.1|HILL	LOC108096398|XP_017053458.1|DFIC
OG0004981	LOC119648234|XP_037905785.1|HILL	LOC108088264|XP_017041470.1|DFIC
OG0004982	LOC119649995|XP_037908383.1|HILL	LOC108088320|XP_017041545.1|DFIC
OG0004983	LOC119649843|XP_037908115.1|HILL	LOC108087571|XP_017040490.1|DFIC
OG0004984	LOC119648730|XP_037906473.1|HILL	LOC108093219|XP_017048676.1|DFIC
OG0004985	LOC119648396|XP_037906064.1|HILL	LOC108100261|XP_017059527.1|DFIC
OG0004986	LOC119649839|XP_037908112.1|HILL	LOC108099921|XP_017059079.1|DFIC
OG0004987	LOC119650296|XP_037908860.1|HILL	LOC108089463|XP_017043198.1|DFIC
OG0004988	LOC119650332|XP_037908915.1|HILL	LOC108100262|XP_017059531.1|DFIC
OG0004989	LOC119647936|XP_037905208.1|HILL	LOC108089519|XP_017043335.1|DFIC
OG0004990	LOC119659543|XP_037923616.1|HILL	LOC108095202|XP_017051698.1|DFIC
OG0004991	LOC119647323|XP_037904178.1|HILL	LOC108087665|XP_017040644.1|DFIC
OG0004992	LOC119660877|XP_037925721.1|HILL	LOC108087666|XP_017040646.1|DFIC
OG0004993	LOC119649058|XP_037906969.1|HILL, LOC119647502|XP_037904385.1|HILL	LOC108089310|XP_017042976.1|DFIC
OG0004994	LOC119650373|XP_037909033.1|HILL	LOC108099198|XP_017058061.1|DFIC
OG0004995	LOC119649798|XP_037908030.1|HILL	LOC108099546|XP_017058614.1|DFIC
OG0004996	LOC119647940|XP_037905214.1|HILL	LOC108093839|XP_017049662.1|DFIC
OG0004997	LOC119652402|XP_037912441.1|HILL	LOC108093724|XP_017049423.1|DFIC
OG0004998	LOC119653276|XP_037913830.1|HILL	LOC108101845|XP_017061853.1|DFIC
OG0004999	LOC119649848|XP_037908133.1|HILL	LOC108088977|XP_017042508.1|DFIC
OG0005000	LOC119659051|XP_037922890.1|HILL	LOC108096516|XP_017053634.1|DFIC
OG0005001	LOC119647419|XP_037904237.1|HILL	LOC108096388|XP_017053442.1|DFIC
OG0005002	LOC119660626|XP_037925259.1|HILL	LOC108088020|XP_017041123.1|DFIC
OG0005003	LOC119649529|XP_037907643.1|HILL	LOC108089018|XP_017042592.1|DFIC
OG0005004	LOC119648336|XP_037905958.1|HILL	LOC108093238|XP_017048701.1|DFIC
OG0005005	LOC119647992|XP_037905305.1|HILL	LOC108088269|XP_017041476.1|DFIC
OG0005006	LOC119648819|XP_037906599.1|HILL	LOC108100605|XP_017060081.1|DFIC
OG0005007	LOC119650275|XP_037908828.1|HILL	LOC108099923|XP_017059081.1|DFIC
OG0005008	LOC119650274|XP_037908827.1|HILL	LOC108100672|XP_017060177.1|DFIC
OG0005009	LOC119650277|XP_037908830.1|HILL	LOC108099754|XP_017058873.1|DFIC
OG0005010	LOC119657580|XP_037920488.1|HILL	LOC108100167|XP_017059419.1|DFIC
OG0005011	LOC119661315|XP_037926535.1|HILL	LOC108090741|XP_017045053.1|DFIC
OG0005012	LOC119647456|XP_037904315.1|HILL	LOC108093257|XP_017048722.1|DFIC
OG0005013	LOC119659057|XP_037922894.1|HILL, LOC119660238|XP_037924616.1|HILL	LOC108099410|XP_017058414.1|DFIC
OG0005014	LOC119648903|XP_037906735.1|HILL	LOC108087505|XP_017040392.1|DFIC
OG0005015	LOC119648732|XP_037906477.1|HILL	LOC108100515|XP_017059960.1|DFIC
OG0005016	LOC119650315|XP_037908897.1|HILL	LOC108089574|XP_017043420.1|DFIC
OG0005017	LOC119649027|XP_037906910.1|HILL	LOC108089019|XP_017042593.1|DFIC
OG0005018	LOC119649134|XP_037907067.1|HILL	LOC108099595|XP_017058699.1|DFIC
OG0005019	LOC119649232|XP_037907221.1|HILL	LOC108089516|XP_017043330.1|DFIC
OG0005020	LOC119659468|XP_037923485.1|HILL	LOC108090989|XP_017045435.1|DFIC
OG0005021	LOC119649626|XP_037907789.1|HILL	LOC108089181|XP_017042805.1|DFIC
OG0005022	LOC119649922|XP_037908253.1|HILL	LOC108100479|XP_017059901.1|DFIC
OG0005023	LOC119649623|XP_037907784.1|HILL	LOC108090654|XP_017044921.1|DFIC
OG0005024	LOC119649280|XP_037907297.1|HILL	LOC108100372|XP_017059706.1|DFIC
OG0005025	LOC119649756|XP_037907977.1|HILL	LOC108096343|XP_017053379.1|DFIC
OG0005026	LOC119649673|XP_037907860.1|HILL	LOC108096360|XP_017053397.1|DFIC
OG0005027	LOC119650403|XP_037909114.1|HILL	LOC108099768|XP_017058889.1|DFIC
OG0005028	LOC119660581|XP_037925163.1|HILL	LOC108087992|XP_017041085.1|DFIC
OG0005029	LOC119649887|XP_037908192.1|HILL	LOC108099853|XP_017058988.1|DFIC
OG0005030	LOC119649028|XP_037906913.1|HILL	LOC108099116|XP_017057935.1|DFIC
OG0005031	LOC119647690|XP_037904701.1|HILL	LOC108089731|XP_017043601.1|DFIC
OG0005032	LOC119649323|XP_037907353.1|HILL	LOC108093069|XP_017048470.1|DFIC
OG0005033	LOC119648350|XP_037905975.1|HILL	LOC108089730|XP_017043598.1|DFIC
OG0005034	LOC119649225|XP_037907212.1|HILL	LOC108089724|XP_017043593.1|DFIC
OG0005035	LOC119649773|XP_037908002.1|HILL	LOC108093070|XP_017048471.1|DFIC
OG0005036	LOC119647459|XP_037904319.1|HILL	LOC108099103|XP_017057912.1|DFIC
OG0005037	LOC119647460|XP_037904320.1|HILL	LOC108096277|XP_017053226.1|DFIC
OG0005038	LOC119647927|XP_037905187.1|HILL	LOC108099141|XP_017057971.1|DFIC
OG0005039	LOC119660882|XP_037925725.1|HILL	LOC108101295|XP_017061087.1|DFIC, LOC108092764|XP_017048029.1|DFIC
OG0005040	LOC119648702|XP_037906438.1|HILL	LOC108093120|XP_017048552.1|DFIC
OG0005041	LOC119649706|XP_037907905.1|HILL	LOC108093200|XP_017048651.1|DFIC
OG0005042	LOC119657331|XP_037920133.1|HILL	LOC108099011|XP_017057734.1|DFIC
OG0005043	LOC119647047|XP_037903731.1|HILL	LOC108095153|XP_017051581.1|DFIC
OG0005044	LOC119658945|XP_037922744.1|HILL	LOC108095151|XP_017051578.1|DFIC
OG0005045	LOC119658684|XP_037922195.1|HILL	LOC108095182|XP_017051657.1|DFIC
OG0005046	LOC119659235|XP_037923145.1|HILL	LOC108096891|XP_017054322.1|DFIC
OG0005047	LOC119648288|XP_037905872.1|HILL	LOC108089598|XP_017043445.1|DFIC
OG0005048	LOC119649206|XP_037907189.1|HILL	LOC108089596|XP_017043443.1|DFIC
OG0005049	LOC119650427|XP_037909169.1|HILL	LOC108093068|XP_017048467.1|DFIC
OG0005050	LOC119655933|XP_037918044.1|HILL	LOC108087699|XP_017040703.1|DFIC
OG0005051	LOC119648010|XP_037905338.1|HILL	LOC108093109|XP_017048539.1|DFIC
OG0005052	LOC119649856|XP_037908140.1|HILL	LOC108093147|XP_017048580.1|DFIC
OG0005053	LOC119652227|XP_037912112.1|HILL	LOC108101208|XP_017060945.1|DFIC
OG0005054	LOC119647482|XP_037904359.1|HILL	LOC108100340|XP_017059648.1|DFIC
OG0005055	LOC119661616|XP_037926967.1|HILL	LOC108097545|XP_017055387.1|DFIC
OG0005056	LOC119661715|XP_037927097.1|HILL	LOC108101936|XP_017062008.1|DFIC
OG0005057	LOC119647931|XP_037905194.1|HILL	LOC108086980|XP_017039592.1|DFIC
OG0005058	LOC119650369|XP_037909010.1|HILL	LOC108088966|XP_017042473.1|DFIC
OG0005059	LOC119661184|XP_037926330.1|HILL	LOC108101802|XP_017061768.1|DFIC
OG0005060	LOC119646152|XP_037902449.1|HILL	LOC108101866|XP_017061886.1|DFIC
OG0005061	LOC119660862|XP_037925685.1|HILL	LOC108094370|XP_017050403.1|DFIC
OG0005062	LOC119649808|XP_037908066.1|HILL	LOC108090724|XP_017045020.1|DFIC
OG0005063	LOC119646647|XP_037903091.1|HILL	LOC108101779|XP_017061744.1|DFIC
OG0005064	LOC119648864|XP_037906676.1|HILL	LOC108089561|XP_017043394.1|DFIC
OG0005065	LOC119660458|XP_037924947.1|HILL	LOC108093824|XP_017049629.1|DFIC
OG0005066	LOC119646471|XP_037902848.1|HILL	LOC108090576|XP_017044811.1|DFIC
OG0005067	LOC119659331|XP_037923304.1|HILL	LOC108096744|XP_017054084.1|DFIC
OG0005068	LOC119649990|XP_037908373.1|HILL	LOC108099976|XP_017059157.1|DFIC
OG0005069	LOC119655472|XP_037917304.1|HILL	LOC108101480|XP_017061317.1|DFIC
OG0005070	LOC119650292|XP_037908856.1|HILL	LOC108090824|XP_017045173.1|DFIC
OG0005071	LOC119650195|XP_037908690.1|HILL	LOC108100502|XP_017059939.1|DFIC
OG0005072	LOC119661174|XP_037926319.1|HILL	LOC108094169|XP_017050118.1|DFIC, LOC108097172|XP_017054798.1|DFIC
OG0005073	LOC119659264|XP_037923185.1|HILL	LOC108090538|XP_017044760.1|DFIC
OG0005074	LOC119649008|XP_037906881.1|HILL	LOC108096237|XP_017053142.1|DFIC
OG0005076	LOC119656263|XP_037918615.1|HILL	LOC108086466|XP_017038882.1|DFIC
OG0005079	LOC119657248|XP_037919998.1|HILL	LOC108090810|XP_017045155.1|DFIC
OG0005080	LOC119648729|XP_037906472.1|HILL	LOC108099176|XP_017058026.1|DFIC
OG0005081	LOC119661287|XP_037926491.1|HILL	LOC108094200|XP_017050144.1|DFIC
OG0005082	LOC119647479|XP_037904350.1|HILL	LOC108096428|XP_017053505.1|DFIC
OG0005083	LOC119654996|XP_037916594.1|HILL	LOC108097562|XP_017055431.1|DFIC
OG0005084	LOC119647800|XP_037904938.1|HILL	LOC108086911|XP_017039472.1|DFIC
OG0005085	LOC119649743|XP_037907959.1|HILL	LOC108099828|XP_017058949.1|DFIC
OG0005086	LOC119661739|XP_037927133.1|HILL	LOC108094018|XP_017049937.1|DFIC
OG0005087	LOC119647770|XP_037904869.1|HILL	LOC108087544|XP_017040448.1|DFIC
OG0005089	LOC119659571|XP_037923658.1|HILL	LOC108086374|XP_017038764.1|DFIC
OG0005090	LOC119654687|XP_037916125.1|HILL	LOC108094750|XP_017050996.1|DFIC
OG0005091	LOC119658460|XP_037921797.1|HILL	LOC108096697|XP_017054003.1|DFIC
OG0005092	LOC119650029|XP_037908436.1|HILL	LOC108086964|XP_017039566.1|DFIC
OG0005093	LOC119647914|XP_037905164.1|HILL	LOC108100494|XP_017059927.1|DFIC
OG0005094	LOC119647708|XP_037904723.1|HILL	LOC108099068|XP_017057832.1|DFIC
OG0005095	LOC119661561|XP_037926881.1|HILL	LOC108090856|XP_017045226.1|DFIC
OG0005096	LOC119650708|XP_037909640.1|HILL	LOC108092374|XP_017047404.1|DFIC
OG0005097	LOC119646415|XP_037902788.1|HILL	LOC108101191|XP_017060927.1|DFIC
OG0005098	LOC119650908|XP_037910060.1|HILL	LOC108101889|XP_017061934.1|DFIC
OG0005099	LOC119647282|XP_037904103.1|HILL	LOC108090674|XP_017044949.1|DFIC
OG0005100	LOC119647280|XP_037904101.1|HILL	LOC108090986|XP_017045431.1|DFIC
OG0005101	LOC119646170|XP_037902476.1|HILL	LOC108101117|XP_017060825.1|DFIC
OG0005102	LOC119654204|XP_037915338.1|HILL	LOC108095178|XP_017051632.1|DFIC
OG0005103	LOC119653642|XP_037914385.1|HILL	LOC108090823|XP_017045172.1|DFIC
OG0005104	LOC119653673|XP_037914440.1|HILL	LOC108100955|XP_017060593.1|DFIC
OG0005105	LOC119648525|XP_037906221.1|HILL	LOC108099758|XP_017058877.1|DFIC
OG0005106	LOC119649404|XP_037907462.1|HILL	LOC108099084|XP_017057890.1|DFIC
OG0005107	LOC119649508|XP_037907606.1|HILL	LOC108099154|XP_017057987.1|DFIC
OG0005108	LOC119659400|XP_037923401.1|HILL	LOC108093802|XP_017049597.1|DFIC
OG0005109	LOC119655626|XP_037917524.1|HILL	LOC108091094|XP_017045599.1|DFIC
OG0005110	LOC119649133|XP_037907066.1|HILL	LOC108089381|XP_017043053.1|DFIC
OG0005111	LOC119649343|XP_037907377.1|HILL	LOC108093175|XP_017048618.1|DFIC
OG0005112	LOC119648658|XP_037906364.1|HILL	LOC108100352|XP_017059675.1|DFIC
OG0005113	LOC119648784|XP_037906549.1|HILL	LOC108093176|XP_017048621.1|DFIC
OG0005114	LOC119649347|XP_037907383.1|HILL	LOC108099751|XP_017058872.1|DFIC
OG0005115	LOC119647279|XP_037904104.1|HILL	LOC108089954|XP_017043934.1|DFIC
OG0005116	LOC119649700|XP_037907896.1|HILL	LOC108089400|XP_017043078.1|DFIC
OG0005117	LOC119658916|XP_037922659.1|HILL	LOC108097336|XP_017055059.1|DFIC
OG0005118	LOC119659093|XP_037922941.1|HILL	LOC108101190|XP_017060923.1|DFIC, LOC108093630|XP_017049276.1|DFIC
OG0005119	LOC119658934|XP_037922696.1|HILL	LOC108101824|XP_017061796.1|DFIC
OG0005120	LOC119649432|XP_037907508.1|HILL	LOC108100682|XP_017060187.1|DFIC
OG0005121	LOC119648831|XP_037906621.1|HILL	LOC108088834|XP_017042289.1|DFIC
OG0005122	LOC119649699|XP_037907895.1|HILL	LOC108095444|XP_017052043.1|DFIC
OG0005123	LOC119648238|XP_037905795.1|HILL	LOC108088333|XP_017041564.1|DFIC
OG0005124	LOC119648042|XP_037905405.1|HILL	LOC108089452|XP_017043181.1|DFIC
OG0005125	LOC119647834|XP_037905006.1|HILL	LOC108089399|XP_017043075.1|DFIC
OG0005126	LOC119650423|XP_037909162.1|HILL	LOC108089049|XP_017042646.1|DFIC
OG0005127	LOC119648071|XP_037905473.1|HILL	LOC108100368|XP_017059697.1|DFIC
OG0005128	LOC119661261|XP_037926442.1|HILL	LOC108096863|XP_017054277.1|DFIC
OG0005129	LOC119650465|XP_037909259.1|HILL	LOC108100616|XP_017060096.1|DFIC
OG0005130	LOC119646147|XP_037902432.1|HILL	LOC108096281|XP_017053236.1|DFIC
OG0005131	LOC119650318|XP_037908900.1|HILL	LOC108086985|XP_017039602.1|DFIC
OG0005132	LOC119649444|XP_037907523.1|HILL	LOC108099919|XP_017059076.1|DFIC
OG0005133	LOC119649249|XP_037907244.1|HILL, LOC119649238|XP_037907229.1|HILL	LOC108099180|XP_017058032.1|DFIC
OG0005134	LOC119649769|XP_037907997.1|HILL	LOC108089434|XP_017043152.1|DFIC
OG0005135	LOC119650307|XP_037908880.1|HILL	LOC108100622|XP_017060109.1|DFIC
OG0005136	LOC119648369|XP_037906023.1|HILL	LOC108100549|XP_017060006.1|DFIC
OG0005137	LOC119657487|XP_037920340.1|HILL	LOC108088406|XP_017041650.1|DFIC
OG0005138	LOC119649583|XP_037907715.1|HILL	LOC108089691|XP_017043527.1|DFIC
OG0005139	LOC119649660|XP_037907844.1|HILL	LOC108093277|XP_017048745.1|DFIC
OG0005140	LOC119649396|XP_037907449.1|HILL	LOC108089830|XP_017043732.1|DFIC
OG0005141	LOC119654387|XP_037915689.1|HILL	LOC108093721|XP_017049420.1|DFIC
OG0005142	LOC119648368|XP_037906022.1|HILL	LOC108089054|XP_017042652.1|DFIC
OG0005143	LOC119647941|XP_037905219.1|HILL	LOC108089026|XP_017042600.1|DFIC
OG0005144	LOC119648656|XP_037906360.1|HILL	LOC108089069|XP_017042666.1|DFIC
OG0005145	LOC119649656|XP_037907839.1|HILL	LOC108089060|XP_017042657.1|DFIC
OG0005146	LOC119650300|XP_037908866.1|HILL	LOC108093101|XP_017048527.1|DFIC
OG0005147	LOC119650302|XP_037908870.1|HILL	LOC108093103|XP_017048530.1|DFIC
OG0005148	LOC119647469|XP_037904332.1|HILL	LOC108096378|XP_017053419.1|DFIC
OG0005149	LOC119661400|XP_037926655.1|HILL	LOC108094020|XP_017049939.1|DFIC
OG0005150	LOC119649675|XP_037907862.1|HILL	LOC108089622|XP_017043474.1|DFIC
OG0005151	LOC119648113|XP_037905563.1|HILL	LOC108100523|XP_017059971.1|DFIC
OG0005152	LOC119649984|XP_037908354.1|HILL	LOC108100658|XP_017060158.1|DFIC
OG0005154	LOC119647516|XP_037904406.1|HILL	LOC108100382|XP_017059725.1|DFIC
OG0005155	LOC119650217|XP_037908713.1|HILL	LOC108099793|XP_017058914.1|DFIC
OG0005156	LOC119651825|XP_037911544.1|HILL	LOC108098593|XP_017057140.1|DFIC
OG0005157	LOC119647924|XP_037905185.1|HILL	LOC108096727|XP_017054060.1|DFIC
OG0005158	LOC119649577|XP_037907709.1|HILL	LOC108093084|XP_017048500.1|DFIC
OG0005159	LOC119648345|XP_037905968.1|HILL	LOC108089556|XP_017043387.1|DFIC
OG0005160	LOC119650199|XP_037908694.1|HILL	LOC108099740|XP_017058854.1|DFIC
OG0005161	LOC119646727|XP_037903235.1|HILL	LOC108090833|XP_017045186.1|DFIC
OG0005162	LOC119659250|XP_037923164.1|HILL	LOC108088695|XP_017042125.1|DFIC
OG0005163	LOC119647824|XP_037904990.1|HILL	LOC108093575|XP_017049178.1|DFIC
OG0005164	LOC119649730|XP_037907938.1|HILL	LOC108089587|XP_017043433.1|DFIC
OG0005165	LOC119653067|XP_037913477.1|HILL	LOC108094305|XP_017050315.1|DFIC
