Orthogroup	HILL.longest_only	DSER.longest_only
OG0004354	LOC119658894|XP_037922625.1|HILL	LOC110191774|XP_020818379.1|DSER
OG0004355	LOC119647773|XP_037904881.1|HILL	LOC110191936|XP_020818612.1|DSER
OG0004356	LOC119654845|XP_037916352.1|HILL	LOC110179191|XP_020802263.1|DSER
OG0004357	LOC119655644|XP_037917551.1|HILL	LOC110189305|XP_020815000.1|DSER
OG0004358	LOC119654941|XP_037916522.1|HILL	LOC110176333|XP_020798314.1|DSER
OG0004359	LOC119654255|XP_037915434.1|HILL	LOC110177848|XP_020800450.1|DSER
OG0004360	LOC119650254|XP_037908774.1|HILL	LOC110185211|XP_020809600.1|DSER
OG0004361	LOC119658859|XP_037922540.1|HILL	LOC110190749|XP_020817034.1|DSER
OG0004362	LOC119654367|XP_037915640.1|HILL	LOC110183649|XP_020807632.1|DSER
OG0004363	LOC119653713|XP_037914522.1|HILL	LOC110180339|XP_020803659.1|DSER
OG0004364	LOC119654391|XP_037915693.1|HILL	LOC110189398|XP_020815113.1|DSER
OG0004365	LOC119655039|XP_037916645.1|HILL	LOC110179247|XP_020802365.1|DSER
OG0004366	LOC119649159|XP_037907099.1|HILL	LOC110190048|XP_020816016.1|DSER, LOC110178147|XP_020800834.1|DSER
OG0004367	LOC119647668|XP_037904673.1|HILL	LOC110184666|XP_020808933.1|DSER
OG0004368	LOC119650091|XP_037908534.1|HILL	LOC110190354|XP_020816418.1|DSER
OG0004369	LOC119656327|XP_037918717.1|HILL	LOC110180484|XP_020803829.1|DSER
OG0004370	LOC119653925|XP_037915012.1|HILL	LOC110182168|XP_020805832.1|DSER
OG0004371	LOC119654595|XP_037915992.1|HILL	LOC110181911|XP_020805503.1|DSER
OG0004372	LOC119656004|XP_037918172.1|HILL	LOC110177432|XP_020799818.1|DSER
OG0004373	LOC119654003|XP_037915093.1|HILL	LOC110189406|XP_020815121.1|DSER
OG0004374	LOC119656194|XP_037918476.1|HILL	LOC110180065|XP_020803346.1|DSER
OG0004375	LOC119649351|XP_037907386.1|HILL	LOC110188274|XP_020813624.1|DSER
OG0004376	LOC119649141|XP_037907077.1|HILL	LOC110190200|XP_020816211.1|DSER
OG0004377	LOC119658643|XP_037922107.1|HILL	LOC110190473|XP_020816642.1|DSER
OG0004378	LOC119655153|XP_037916819.1|HILL	LOC110177703|XP_020800189.1|DSER
OG0004379	LOC119654502|XP_037915863.1|HILL	LOC110179250|XP_020802367.1|DSER
OG0004380	LOC119655712|XP_037917673.1|HILL	LOC110189447|XP_020815179.1|DSER
OG0004381	LOC119658661|XP_037922142.1|HILL	LOC110191014|XP_020817391.1|DSER
OG0004382	LOC119654627|XP_037916027.1|HILL	LOC110189623|XP_020815423.1|DSER
OG0004383	LOC119655686|XP_037917617.1|HILL	LOC110179268|XP_020802389.1|DSER
OG0004384	LOC119655157|XP_037916832.1|HILL	LOC110179272|XP_020802394.1|DSER
OG0004385	LOC119655463|XP_037917291.1|HILL	LOC110177990|XP_020800648.1|DSER
OG0004386	LOC119655049|XP_037916664.1|HILL	LOC110177857|XP_020800463.1|DSER
OG0004387	LOC119650374|XP_037909037.1|HILL	LOC110179815|XP_020803079.1|DSER
OG0004388	LOC119655984|XP_037918149.1|HILL	LOC110178327|XP_020801096.1|DSER
OG0004389	LOC119654780|XP_037916252.1|HILL	LOC110183674|XP_020807667.1|DSER
OG0004390	LOC119648992|XP_037906846.1|HILL	LOC110190217|XP_020816232.1|DSER
OG0004391	LOC119649329|XP_037907362.1|HILL	LOC110179595|XP_020802856.1|DSER
OG0004392	LOC119647445|XP_037904296.1|HILL	LOC110189856|XP_020815732.1|DSER
OG0004393	LOC119660021|XP_037924357.1|HILL	LOC110178471|XP_020801270.1|DSER
OG0004394	LOC119646787|XP_037903297.1|HILL	LOC110176853|XP_020798986.1|DSER
OG0004395	LOC119656103|XP_037918343.1|HILL	LOC110189688|XP_020815521.1|DSER
OG0004396	LOC119655636|XP_037917537.1|HILL	LOC110189446|XP_020815177.1|DSER
OG0004397	LOC119655533|XP_037917375.1|HILL	LOC110189745|XP_020815607.1|DSER
OG0004398	LOC119653800|XP_037914743.1|HILL	LOC110189747|XP_020815610.1|DSER
OG0004399	LOC119654844|XP_037916351.1|HILL	LOC110178315|XP_020801085.1|DSER
OG0004400	LOC119655957|XP_037918101.1|HILL, LOC119655510|XP_037917344.1|HILL	LOC110188757|XP_020814258.1|DSER
OG0004401	LOC119655707|XP_037917653.1|HILL	LOC110191484|XP_020818008.1|DSER
OG0004402	LOC119655323|XP_037917090.1|HILL	LOC110180944|XP_020804282.1|DSER
OG0004403	LOC119655721|XP_037917682.1|HILL	LOC110177800|XP_020800388.1|DSER
OG0004404	LOC119656253|XP_037918597.1|HILL	LOC110189308|XP_020815002.1|DSER
OG0004405	LOC119649563|XP_037907687.1|HILL	LOC110178553|XP_020801378.1|DSER
OG0004406	LOC119651958|XP_037911742.1|HILL, LOC119648661|XP_037906368.1|HILL	LOC110189912|XP_020815840.1|DSER
OG0004407	LOC119655023|XP_037916626.1|HILL	LOC110178397|XP_020801194.1|DSER
OG0004408	LOC119648240|XP_037905796.1|HILL	LOC110191189|XP_020817616.1|DSER
OG0004409	LOC119661037|XP_037926134.1|HILL	LOC110185426|XP_020809899.1|DSER
OG0004410	LOC119654218|XP_037915359.1|HILL	LOC110187679|XP_020812806.1|DSER
OG0004411	LOC119654624|XP_037916024.1|HILL	LOC110179834|XP_020803101.1|DSER
OG0004412	LOC119655450|XP_037917276.1|HILL	LOC110179814|XP_020803078.1|DSER
OG0004413	LOC119654439|XP_037915766.1|HILL	LOC110191479|XP_020817999.1|DSER
OG0004414	LOC119653520|XP_037914116.1|HILL	LOC110191618|XP_020818167.1|DSER
OG0004415	LOC119654312|XP_037915563.1|HILL	LOC110177833|XP_020800437.1|DSER
OG0004416	LOC119653589|XP_037914267.1|HILL	LOC110189430|XP_020815159.1|DSER
OG0004417	LOC119652493|XP_037912604.1|HILL	LOC110189690|XP_020815526.1|DSER
OG0004418	LOC119655953|XP_037918085.1|HILL	LOC110189428|XP_020815150.1|DSER
OG0004419	LOC119654306|XP_037915553.1|HILL	LOC110189340|XP_020815041.1|DSER
OG0004420	LOC119652373|XP_037912398.1|HILL	LOC110177591|XP_020800037.1|DSER
OG0004421	LOC119647886|XP_037905108.1|HILL	LOC110178913|XP_020801851.1|DSER
OG0004422	LOC119650068|XP_037908493.1|HILL	LOC110185228|XP_020809617.1|DSER
OG0004423	LOC119655174|XP_037916852.1|HILL	LOC110183615|XP_020807629.1|DSER
OG0004424	LOC119656178|XP_037918452.1|HILL	LOC110176707|XP_020798808.1|DSER
OG0004425	LOC119648281|XP_037905864.1|HILL	LOC110184647|XP_020808908.1|DSER
OG0004426	LOC119648186|XP_037905700.1|HILL	LOC110184667|XP_020808934.1|DSER
OG0004427	LOC119648116|XP_037905566.1|HILL	LOC110176712|XP_020798811.1|DSER
OG0004428	LOC119658301|XP_037921529.1|HILL	LOC110185460|XP_020809965.1|DSER
OG0004429	LOC119661731|XP_037927126.1|HILL	LOC110187433|XP_020812482.1|DSER
OG0004430	LOC119647862|XP_037905059.1|HILL	LOC110176131|XP_020798026.1|DSER
OG0004431	LOC119650600|XP_037909385.1|HILL	LOC110189400|XP_020815117.1|DSER
OG0004432	LOC119653188|XP_037913672.1|HILL	LOC110189391|XP_020815104.1|DSER
OG0004433	LOC119649740|XP_037907950.1|HILL	LOC110177512|XP_020799926.1|DSER
OG0004434	LOC119655017|XP_037916617.1|HILL	LOC110189746|XP_020815609.1|DSER
OG0004435	LOC119655970|XP_037918131.1|HILL	LOC110191760|XP_020818360.1|DSER
OG0004436	LOC119653565|XP_037914207.1|HILL, LOC119653566|XP_037914208.1|HILL	LOC110177995|XP_020800653.1|DSER
OG0004437	LOC119654938|XP_037916519.1|HILL	LOC110180247|XP_020803563.1|DSER
OG0004438	LOC119653878|XP_037914922.1|HILL	LOC110179271|XP_020802393.1|DSER
OG0004439	LOC119653856|XP_037914835.1|HILL	LOC110190944|XP_020817281.1|DSER
OG0004440	LOC119654326|XP_037915582.1|HILL	LOC110177603|XP_020800064.1|DSER
OG0004441	LOC119654459|XP_037915799.1|HILL	LOC110182229|XP_020805913.1|DSER, LOC110181302|XP_020804682.1|DSER
OG0004442	LOC119660804|XP_037925564.1|HILL	LOC110176617|XP_020798705.1|DSER
OG0004443	LOC119653494|XP_037914057.1|HILL	LOC110181283|XP_020804665.1|DSER
OG0004444	LOC119660801|XP_037925558.1|HILL, LOC119655720|XP_037917680.1|HILL	LOC110176278|XP_020798257.1|DSER
OG0004445	LOC119654885|XP_037916425.1|HILL	LOC110191636|XP_020818186.1|DSER
OG0004446	LOC119652750|XP_037912977.1|HILL	LOC110186246|XP_020810979.1|DSER
OG0004447	LOC119649981|XP_037908350.1|HILL	LOC110187723|XP_020812829.1|DSER
OG0004448	LOC119660583|XP_037925166.1|HILL	LOC110177728|XP_020800240.1|DSER
OG0004449	LOC119647804|XP_037904947.1|HILL	LOC110188299|XP_020813663.1|DSER, LOC110179984|XP_020803233.1|DSER
OG0004450	LOC119654334|XP_037915594.1|HILL	LOC110178403|XP_020801202.1|DSER
OG0004451	LOC119654689|XP_037916127.1|HILL, LOC119654688|XP_037916126.1|HILL	LOC110178277|XP_020801005.1|DSER
OG0004452	LOC119655369|XP_037917161.1|HILL	LOC110181706|XP_020805216.1|DSER
OG0004453	LOC119660879|XP_037925722.1|HILL	LOC110176315|XP_020798290.1|DSER
OG0004454	LOC119658677|XP_037922167.1|HILL	LOC110176618|XP_020798702.1|DSER
OG0004455	LOC119649522|XP_037907634.1|HILL	LOC110179971|XP_020803211.1|DSER
OG0004456	LOC119649345|XP_037907381.1|HILL	LOC110182832|XP_020806624.1|DSER
OG0004457	LOC119649145|XP_037907084.1|HILL	LOC110181268|XP_020804636.1|DSER
OG0004458	LOC119648170|XP_037905677.1|HILL	LOC110178937|XP_020801893.1|DSER
OG0004459	LOC119648066|XP_037905466.1|HILL	LOC110177499|XP_020799911.1|DSER
OG0004460	LOC119648485|XP_037906178.1|HILL	LOC110189940|XP_020815885.1|DSER
OG0004461	LOC119649849|XP_037908134.1|HILL	LOC110176280|XP_020798255.1|DSER
OG0004462	LOC119648019|XP_037905356.1|HILL	LOC110185280|XP_020809685.1|DSER
OG0004463	LOC119647621|XP_037904592.1|HILL	LOC110190421|XP_020816557.1|DSER
OG0004464	LOC119648065|XP_037905462.1|HILL	LOC110190380|XP_020816469.1|DSER
OG0004465	LOC119649308|XP_037907334.1|HILL	LOC110188794|XP_020814311.1|DSER
OG0004466	LOC119650058|XP_037908476.1|HILL	LOC110185222|XP_020809612.1|DSER
OG0004467	LOC119649532|XP_037907647.1|HILL	LOC110190361|XP_020816429.1|DSER
OG0004468	LOC119649956|XP_037908320.1|HILL	LOC110190166|XP_020816161.1|DSER
OG0004469	LOC119650421|XP_037909155.1|HILL	LOC110176265|XP_020798238.1|DSER
OG0004470	LOC119648034|XP_037905388.1|HILL	LOC110187472|XP_020812518.1|DSER, LOC110179889|XP_020803149.1|DSER
OG0004471	LOC119647538|XP_037904454.1|HILL	LOC110187767|XP_020812887.1|DSER
OG0004472	LOC119654230|XP_037915381.1|HILL	LOC110191591|XP_020818139.1|DSER
OG0004473	LOC119654102|XP_037915194.1|HILL	LOC110176322|XP_020798299.1|DSER
OG0004474	LOC119655915|XP_037918008.1|HILL	LOC110176327|XP_020798306.1|DSER
OG0004475	LOC119654538|XP_037915911.1|HILL	LOC110189405|XP_020815120.1|DSER
OG0004477	LOC119655687|XP_037917619.1|HILL	LOC110176910|XP_020799059.1|DSER
OG0004478	LOC119656182|XP_037918460.1|HILL	LOC110189205|XP_020814835.1|DSER
OG0004479	LOC119651321|XP_037910782.1|HILL	LOC110191476|XP_020817996.1|DSER
OG0004480	LOC119657801|XP_037920825.1|HILL	LOC110176028|XP_020797897.1|DSER
OG0004481	LOC119655521|XP_037917363.1|HILL	LOC110191578|XP_020818120.1|DSER
OG0004482	LOC119657731|XP_037920701.1|HILL	LOC110186830|XP_020811780.1|DSER
OG0004483	LOC119655882|XP_037917946.1|HILL	LOC110191508|XP_020818035.1|DSER
OG0004484	LOC119660016|XP_037924322.1|HILL	LOC110188477|XP_020813865.1|DSER
OG0004485	LOC119656247|XP_037918590.1|HILL, LOC119656246|XP_037918588.1|HILL	LOC110182473|XP_020806173.1|DSER
OG0004486	LOC119654926|XP_037916505.1|HILL	LOC110178487|XP_020801295.1|DSER
OG0004487	LOC119647634|XP_037904622.1|HILL	LOC110190099|XP_020816065.1|DSER, LOC110189999|XP_020815957.1|DSER
OG0004490	LOC119659326|XP_037923293.1|HILL, LOC119661438|XP_037926712.1|HILL	LOC110176752|XP_020798861.1|DSER
OG0004491	LOC119650915|XP_037910068.1|HILL, LOC119650900|XP_037910008.1|HILL, LOC119650901|XP_037910009.1|HILL	LOC110185882|XP_020810552.1|DSER, LOC110183331|XP_020807242.1|DSER
OG0004492	LOC119650377|XP_037909042.1|HILL	LOC110189836|XP_020815691.1|DSER
OG0004494	LOC119660236|XP_037924613.1|HILL	LOC110187698|XP_020812792.1|DSER
OG0004504	LOC119647320|XP_037904174.1|HILL	LOC110187675|XP_020812757.1|DSER
OG0004505	LOC119650723|XP_037909674.1|HILL	LOC110186588|XP_020811468.1|DSER
OG0004506	LOC119652609|XP_037912770.1|HILL	LOC110176394|XP_020798386.1|DSER
OG0004507	LOC119652668|XP_037912862.1|HILL	LOC110176630|XP_020798714.1|DSER
OG0004508	LOC119653115|XP_037913567.1|HILL	LOC110186682|XP_020811607.1|DSER
OG0004509	LOC119656759|XP_037919258.1|HILL	LOC110180539|XP_020803888.1|DSER, LOC110181255|XP_020804619.1|DSER
OG0004510	LOC119656676|XP_037919088.1|HILL	LOC110181485|XP_020804896.1|DSER
OG0004511	LOC119648920|XP_037906757.1|HILL	LOC110190108|XP_020816080.1|DSER
OG0004512	LOC119661038|XP_037926138.1|HILL	LOC110185457|XP_020809959.1|DSER
OG0004513	LOC119660944|XP_037925874.1|HILL	LOC110185444|XP_020809928.1|DSER
OG0004514	LOC119660737|XP_037925347.1|HILL	LOC110185415|XP_020809887.1|DSER
OG0004515	LOC119661621|XP_037926969.1|HILL	LOC110179569|XP_020802812.1|DSER
OG0004516	LOC119657143|XP_037919843.1|HILL	LOC110182468|XP_020806165.1|DSER
OG0004517	LOC119658463|XP_037921796.1|HILL	LOC110179069|XP_020802095.1|DSER
OG0004518	LOC119656545|XP_037918833.1|HILL	LOC110184483|XP_020808693.1|DSER
OG0004519	LOC119651476|XP_037911014.1|HILL	LOC110186860|XP_020811811.1|DSER
OG0004520	LOC119657546|XP_037920421.1|HILL	LOC110181682|XP_020805182.1|DSER
OG0004521	LOC119648168|XP_037905675.1|HILL	LOC110189487|XP_020815232.1|DSER
OG0004522	LOC119656793|XP_037919329.1|HILL	LOC110181853|XP_020805426.1|DSER
OG0004523	LOC119658680|XP_037922172.1|HILL	LOC110186395|XP_020811216.1|DSER
OG0004524	LOC119661693|XP_037927067.1|HILL	LOC110182572|XP_020806278.1|DSER
OG0004525	LOC119656544|XP_037918829.1|HILL	LOC110176061|XP_020797939.1|DSER
OG0004526	LOC119656971|XP_037919627.1|HILL	LOC110180567|XP_020803922.1|DSER
OG0004527	LOC119658350|XP_037921635.1|HILL	LOC110179359|XP_020802532.1|DSER
OG0004528	LOC119658352|XP_037921638.1|HILL	LOC110176066|XP_020797946.1|DSER
OG0004529	LOC119658524|XP_037921930.1|HILL	LOC110183044|XP_020806888.1|DSER, LOC110183058|XP_020806904.1|DSER
OG0004530	LOC119655619|XP_037917517.1|HILL	LOC110181637|XP_020805102.1|DSER
OG0004531	LOC119661641|XP_037926997.1|HILL	LOC110188645|XP_020814082.1|DSER
OG0004532	LOC119656865|XP_037919449.1|HILL	LOC110187062|XP_020812108.1|DSER
OG0004533	LOC119657875|XP_037920930.1|HILL	LOC110183520|XP_020807467.1|DSER
OG0004534	LOC119653431|XP_037913940.1|HILL	LOC110187497|XP_020812583.1|DSER
OG0004535	LOC119648743|XP_037906490.1|HILL	LOC110188511|XP_020813904.1|DSER
OG0004536	LOC119656821|XP_037919382.1|HILL	LOC110191961|XP_020818638.1|DSER
OG0004537	LOC119658353|XP_037921639.1|HILL	LOC110180454|XP_020803788.1|DSER
OG0004538	LOC119661120|XP_037926243.1|HILL	LOC110176925|XP_020799078.1|DSER
OG0004539	LOC119651648|XP_037911252.1|HILL	LOC110188247|XP_020813572.1|DSER
OG0004540	LOC119657192|XP_037919923.1|HILL	LOC110182052|XP_020805667.1|DSER
OG0004541	LOC119657931|XP_037921047.1|HILL	LOC110176348|XP_020798335.1|DSER
OG0004542	LOC119657313|XP_037920099.1|HILL	LOC110184122|XP_020808187.1|DSER
OG0004543	LOC119657455|XP_037920297.1|HILL	LOC110180423|XP_020803753.1|DSER
OG0004544	LOC119657407|XP_037920227.1|HILL	LOC110182833|XP_020806625.1|DSER
OG0004545	LOC119650804|XP_037909871.1|HILL	LOC110187877|XP_020813020.1|DSER
OG0004546	LOC119655155|XP_037916834.1|HILL	LOC110180048|XP_020803327.1|DSER
OG0004547	LOC119656805|XP_037919343.1|HILL	LOC110187122|XP_020812191.1|DSER
OG0004548	LOC119657452|XP_037920294.1|HILL	LOC110191987|XP_020818677.1|DSER
OG0004549	LOC119656669|XP_037919078.1|HILL	LOC110178198|XP_020800893.1|DSER
OG0004550	LOC119656744|XP_037919231.1|HILL	LOC110178084|XP_020800747.1|DSER
OG0004551	LOC119657191|XP_037919922.1|HILL	LOC110182879|XP_020806683.1|DSER
OG0004552	LOC119658388|XP_037921685.1|HILL	LOC110184280|XP_020808413.1|DSER
OG0004553	LOC119655547|XP_037917394.1|HILL	LOC110190403|XP_020816517.1|DSER
OG0004554	LOC119657939|XP_037921056.1|HILL	LOC110182541|XP_020806249.1|DSER
OG0004555	LOC119657836|XP_037920884.1|HILL	LOC110182533|XP_020806241.1|DSER
OG0004556	LOC119657562|XP_037920447.1|HILL	LOC110179070|XP_020802107.1|DSER
OG0004557	LOC119658466|XP_037921808.1|HILL	LOC110184609|XP_020808861.1|DSER
OG0004558	LOC119657531|XP_037920401.1|HILL	LOC110180371|XP_020803698.1|DSER
OG0004559	LOC119652312|XP_037912251.1|HILL	LOC110184611|XP_020808867.1|DSER
OG0004560	LOC119658602|XP_037922000.1|HILL	LOC110179404|XP_020802588.1|DSER
OG0004561	LOC119646295|XP_037902638.1|HILL	LOC110176431|XP_020798439.1|DSER
OG0004562	LOC119651060|XP_037910318.1|HILL	LOC110177343|XP_020799690.1|DSER
OG0004563	LOC119652480|XP_037912581.1|HILL	LOC110191891|XP_020818535.1|DSER
OG0004564	LOC119651625|XP_037911215.1|HILL	LOC110188710|XP_020814179.1|DSER
OG0004565	LOC119651338|XP_037910819.1|HILL	LOC110187752|XP_020812872.1|DSER
OG0004566	LOC119657893|XP_037920965.1|HILL	LOC110181788|XP_020805327.1|DSER
OG0004567	LOC119656696|XP_037919127.1|HILL	LOC110182194|XP_020805865.1|DSER
OG0004568	LOC119658356|XP_037921642.1|HILL	LOC110183499|XP_020807441.1|DSER
OG0004569	LOC119651996|XP_037911846.1|HILL	LOC110176432|XP_020798440.1|DSER
OG0004570	LOC119658240|XP_037921446.1|HILL	LOC110182372|XP_020806075.1|DSER
OG0004571	LOC119656721|XP_037919176.1|HILL	LOC110182631|XP_020806352.1|DSER
OG0004572	LOC119656948|XP_037919589.1|HILL	LOC110185885|XP_020810556.1|DSER
OG0004573	LOC119651558|XP_037911119.1|HILL	LOC110187826|XP_020812962.1|DSER
OG0004574	LOC119657523|XP_037920395.1|HILL	LOC110181888|XP_020805477.1|DSER
OG0004575	LOC119657664|XP_037920618.1|HILL	LOC110181824|XP_020805381.1|DSER
OG0004576	LOC119652608|XP_037912769.1|HILL	LOC110186429|XP_020811271.1|DSER
OG0004577	LOC119656889|XP_037919489.1|HILL	LOC110183956|XP_020807974.1|DSER
OG0004578	LOC119657677|XP_037920634.1|HILL	LOC110176036|XP_020797907.1|DSER
OG0004579	LOC119654883|XP_037916420.1|HILL	LOC110178068|XP_020800734.1|DSER, LOC110183742|XP_020807751.1|DSER
OG0004580	LOC119657833|XP_037920878.1|HILL	LOC110186086|XP_020810786.1|DSER
OG0004581	LOC119651764|XP_037911432.1|HILL	LOC110191773|XP_020818377.1|DSER
OG0004582	LOC119659766|XP_037923958.1|HILL	LOC110186410|XP_020811240.1|DSER
OG0004583	LOC119657310|XP_037920097.1|HILL	LOC110184124|XP_020808189.1|DSER
OG0004584	LOC119657387|XP_037920200.1|HILL	LOC110189483|XP_020815229.1|DSER
OG0004585	LOC119659522|XP_037923586.1|HILL	LOC110191187|XP_020817614.1|DSER
OG0004586	LOC119656710|XP_037919158.1|HILL	LOC110180615|XP_020803957.1|DSER
OG0004587	LOC119658596|XP_037921988.1|HILL	LOC110187005|XP_020812025.1|DSER
OG0004588	LOC119658604|XP_037922007.1|HILL	LOC110186614|XP_020811507.1|DSER
OG0004589	LOC119657910|XP_037921012.1|HILL	LOC110180373|XP_020803699.1|DSER, LOC110188641|XP_020814075.1|DSER
OG0004590	LOC119651926|XP_037911684.1|HILL	LOC110189015|XP_020814632.1|DSER
OG0004591	LOC119651434|XP_037910961.1|HILL	LOC110189036|XP_020814664.1|DSER
OG0004592	LOC119657856|XP_037920909.1|HILL	LOC110180626|XP_020803971.1|DSER
OG0004593	LOC119657141|XP_037919841.1|HILL	LOC110182115|XP_020805784.1|DSER
OG0004594	LOC119658003|XP_037921151.1|HILL	LOC110179127|XP_020802178.1|DSER
OG0004595	LOC119658516|XP_037921919.1|HILL	LOC110184529|XP_020808764.1|DSER
OG0004596	LOC119657611|XP_037920538.1|HILL	LOC110182845|XP_020806636.1|DSER
OG0004597	LOC119657428|XP_037920257.1|HILL	LOC110181582|XP_020805033.1|DSER
OG0004598	LOC119657349|XP_037920150.1|HILL	LOC110183587|XP_020807559.1|DSER
OG0004599	LOC119646254|XP_037902587.1|HILL	LOC110177033|XP_020799209.1|DSER
OG0004600	LOC119657834|XP_037920879.1|HILL	LOC110179455|XP_020802662.1|DSER
OG0004601	LOC119658443|XP_037921773.1|HILL	LOC110179612|XP_020802872.1|DSER
OG0004602	LOC119657101|XP_037919784.1|HILL	LOC110179386|XP_020802569.1|DSER
OG0004603	LOC119656589|XP_037918925.1|HILL	LOC110178182|XP_020800873.1|DSER, LOC110188131|XP_020813377.1|DSER
OG0004604	LOC119656827|XP_037919400.1|HILL	LOC110184137|XP_020808207.1|DSER
OG0004605	LOC119657358|XP_037920159.1|HILL	LOC110184484|XP_020808694.1|DSER
OG0004606	LOC119649648|XP_037907833.1|HILL	LOC110188207|XP_020813495.1|DSER
OG0004607	LOC119657386|XP_037920199.1|HILL	LOC110178032|XP_020800708.1|DSER
OG0004608	LOC119658507|XP_037921898.1|HILL	LOC110181641|XP_020805109.1|DSER
OG0004609	LOC119657270|XP_037920031.1|HILL	LOC110181818|XP_020805369.1|DSER
OG0004610	LOC119651587|XP_037911160.1|HILL	LOC110186629|XP_020811541.1|DSER
OG0004611	LOC119656812|XP_037919361.1|HILL	LOC110186616|XP_020811509.1|DSER
OG0004612	LOC119658069|XP_037921255.1|HILL	LOC110186442|XP_020811285.1|DSER
OG0004613	LOC119650852|XP_037909926.1|HILL	LOC110191778|XP_020818382.1|DSER
OG0004614	LOC119657094|XP_037919777.1|HILL	LOC110179731|XP_020803006.1|DSER
OG0004615	LOC119656982|XP_037919643.1|HILL	LOC110178021|XP_020800695.1|DSER, LOC110187070|XP_020812119.1|DSER
OG0004616	LOC119658409|XP_037921733.1|HILL	LOC110184398|XP_020808580.1|DSER
OG0004617	LOC119660467|XP_037924963.1|HILL	LOC110187281|XP_020812328.1|DSER
OG0004618	LOC119658319|XP_037921582.1|HILL	LOC110188659|XP_020814102.1|DSER
OG0004619	LOC119651392|XP_037910902.1|HILL	LOC110191048|XP_020817431.1|DSER
OG0004620	LOC119660137|XP_037924464.1|HILL	LOC110188700|XP_020814165.1|DSER
OG0004621	LOC119659872|XP_037924118.1|HILL	LOC110188598|XP_020814019.1|DSER
OG0004622	LOC119651407|XP_037910925.1|HILL	LOC110188260|XP_020813605.1|DSER
OG0004623	LOC119652627|XP_037912802.1|HILL	LOC110186543|XP_020811405.1|DSER
OG0004624	LOC119657790|XP_037920802.1|HILL	LOC110177267|XP_020799578.1|DSER
OG0004625	LOC119656694|XP_037919108.1|HILL	LOC110185527|XP_020810083.1|DSER
OG0004626	LOC119656708|XP_037919146.1|HILL	LOC110178088|XP_020800750.1|DSER
OG0004627	LOC119648323|XP_037905932.1|HILL	LOC110183702|XP_020807701.1|DSER
OG0004628	LOC119658065|XP_037921246.1|HILL	LOC110182186|XP_020805848.1|DSER
OG0004629	LOC119661256|XP_037926430.1|HILL	LOC110187717|XP_020812819.1|DSER
OG0004630	LOC119651300|XP_037910752.1|HILL	LOC110176482|XP_020798508.1|DSER
OG0004631	LOC119652778|XP_037913016.1|HILL	LOC110187750|XP_020812866.1|DSER
OG0004632	LOC119652777|XP_037913013.1|HILL	LOC110187749|XP_020812865.1|DSER
OG0004633	LOC119652422|XP_037912473.1|HILL	LOC110186354|XP_020811160.1|DSER
OG0004635	LOC119657645|XP_037920579.1|HILL	LOC110184365|XP_020808518.1|DSER
OG0004636	LOC119658477|XP_037921844.1|HILL	LOC110179565|XP_020802807.1|DSER
OG0004637	LOC119656596|XP_037918950.1|HILL	LOC110180467|XP_020803802.1|DSER
OG0004638	LOC119657899|XP_037920982.1|HILL	LOC110181950|XP_020805548.1|DSER
OG0004639	LOC119658033|XP_037921193.1|HILL	LOC110186741|XP_020811665.1|DSER
OG0004640	LOC119658083|XP_037921273.1|HILL	LOC110186358|XP_020811164.1|DSER
OG0004641	LOC119656673|XP_037919084.1|HILL	LOC110182535|XP_020806242.1|DSER
OG0004642	LOC119657079|XP_037919762.1|HILL	LOC110180468|XP_020803805.1|DSER
OG0004643	LOC119658927|XP_037922684.1|HILL	LOC110191736|XP_020818324.1|DSER
OG0004644	LOC119659371|XP_037923355.1|HILL	LOC110180152|XP_020803461.1|DSER
OG0004645	LOC119657954|XP_037921084.1|HILL	LOC110178154|XP_020800843.1|DSER
OG0004646	LOC119660821|XP_037925609.1|HILL	LOC110186247|XP_020810980.1|DSER
OG0004647	LOC119656515|XP_037918786.1|HILL	LOC110187036|XP_020812059.1|DSER
OG0004648	LOC119656517|XP_037918788.1|HILL	LOC110181744|XP_020805263.1|DSER
OG0004649	LOC119658385|XP_037921679.1|HILL	LOC110181492|XP_020804913.1|DSER
OG0004650	LOC119658521|XP_037921925.1|HILL	LOC110183148|XP_020806997.1|DSER
OG0004651	LOC119653160|XP_037913629.1|HILL	LOC110187987|XP_020813167.1|DSER
OG0004652	LOC119651716|XP_037911366.1|HILL	LOC110188667|XP_020814119.1|DSER
OG0004653	LOC119658272|XP_037921491.1|HILL	LOC110191347|XP_020817854.1|DSER
OG0004654	LOC119651929|XP_037911692.1|HILL	LOC110182255|XP_020805932.1|DSER
OG0004655	LOC119652846|XP_037913125.1|HILL	LOC110191341|XP_020817844.1|DSER
OG0004656	LOC119656715|XP_037919165.1|HILL	LOC110175991|XP_020797844.1|DSER
OG0004657	LOC119651552|XP_037911112.1|HILL	LOC110191222|XP_020817648.1|DSER
OG0004658	LOC119660106|XP_037924414.1|HILL	LOC110186515|XP_020811371.1|DSER
OG0004659	LOC119656535|XP_037918809.1|HILL	LOC110187710|XP_020812804.1|DSER
OG0004660	LOC119655344|XP_037917126.1|HILL	LOC110187875|XP_020813018.1|DSER
OG0004661	LOC119652578|XP_037912722.1|HILL	LOC110187850|XP_020812994.1|DSER
