Orthogroup	HILL.longest_only	DSUB.longest_only
OG0004365	LOC119655039|XP_037916645.1|HILL	LOC117891702|XP_034653185.1|DSUB
OG0004366	LOC119649159|XP_037907099.1|HILL	LOC117900733|XP_034667099.1|DSUB
OG0004367	LOC119647668|XP_037904673.1|HILL	LOC117895777|XP_034659564.1|DSUB
OG0004368	LOC119650091|XP_037908534.1|HILL	LOC117895353|XP_034658828.1|DSUB
OG0004369	LOC119656327|XP_037918717.1|HILL	LOC117892042|XP_034653858.1|DSUB
OG0004370	LOC119653925|XP_037915012.1|HILL	LOC117890722|XP_034651656.1|DSUB
OG0004371	LOC119654595|XP_037915992.1|HILL	LOC117903300|XP_034671123.1|DSUB
OG0004372	LOC119656004|XP_037918172.1|HILL	LOC117891360|XP_034652686.1|DSUB
OG0004373	LOC119654003|XP_037915093.1|HILL	LOC117892593|XP_034654823.1|DSUB
OG0004374	LOC119656194|XP_037918476.1|HILL	LOC117891158|XP_034652306.1|DSUB
OG0004375	LOC119649351|XP_037907386.1|HILL	LOC117893295|XP_034655759.1|DSUB
OG0004376	LOC119649141|XP_037907077.1|HILL	LOC117894338|XP_034657214.1|DSUB
OG0004377	LOC119658643|XP_037922107.1|HILL	LOC117893790|XP_034656424.1|DSUB
OG0004378	LOC119655153|XP_037916819.1|HILL	LOC117890093|XP_034650644.1|DSUB
OG0004379	LOC119654502|XP_037915863.1|HILL	LOC117891718|XP_034653202.1|DSUB
OG0004380	LOC119655712|XP_037917673.1|HILL	LOC117891186|XP_034652409.1|DSUB
OG0004381	LOC119658661|XP_037922142.1|HILL	LOC117898202|XP_034663314.1|DSUB
OG0004382	LOC119654627|XP_037916027.1|HILL	LOC117892505|XP_034654672.1|DSUB
OG0004383	LOC119655686|XP_037917617.1|HILL	LOC117891347|XP_034652668.1|DSUB
OG0004384	LOC119655157|XP_037916832.1|HILL	LOC117891354|XP_034652677.1|DSUB
OG0004385	LOC119655463|XP_037917291.1|HILL	LOC117892194|XP_034654176.1|DSUB
OG0004386	LOC119655049|XP_037916664.1|HILL	LOC117890410|XP_034651113.1|DSUB
OG0004387	LOC119650374|XP_037909037.1|HILL	LOC117895743|XP_034659500.1|DSUB
OG0004388	LOC119655984|XP_037918149.1|HILL	LOC117890218|XP_034650847.1|DSUB
OG0004389	LOC119654780|XP_037916252.1|HILL	LOC117895824|XP_034659652.1|DSUB
OG0004390	LOC119648992|XP_037906846.1|HILL	LOC117893813|XP_034656452.1|DSUB
OG0004391	LOC119649329|XP_037907362.1|HILL	LOC117890415|XP_034651119.1|DSUB
OG0004392	LOC119647445|XP_037904296.1|HILL	LOC117895820|XP_034659644.1|DSUB
OG0004393	LOC119660021|XP_037924357.1|HILL	LOC117890048|XP_034650560.1|DSUB
OG0004394	LOC119646787|XP_037903297.1|HILL	LOC117892176|XP_034654147.1|DSUB
OG0004395	LOC119656103|XP_037918343.1|HILL	LOC117890390|XP_034651085.1|DSUB
OG0004396	LOC119655636|XP_037917537.1|HILL	LOC117890477|XP_034651233.1|DSUB
OG0004397	LOC119655533|XP_037917375.1|HILL	LOC117891798|XP_034653363.1|DSUB
OG0004398	LOC119653800|XP_037914743.1|HILL	LOC117891802|XP_034653368.1|DSUB
OG0004399	LOC119654844|XP_037916351.1|HILL	LOC117891765|XP_034653296.1|DSUB
OG0004400	LOC119655957|XP_037918101.1|HILL, LOC119655510|XP_037917344.1|HILL	LOC117898370|XP_034663599.1|DSUB
OG0004401	LOC119655707|XP_037917653.1|HILL	LOC117891170|XP_034652383.1|DSUB
OG0004402	LOC119655323|XP_037917090.1|HILL	LOC117890579|XP_034651407.1|DSUB
OG0004403	LOC119655721|XP_037917682.1|HILL	LOC117889768|XP_034650121.1|DSUB
OG0004404	LOC119656253|XP_037918597.1|HILL	LOC117891454|XP_034652826.1|DSUB
OG0004405	LOC119649563|XP_037907687.1|HILL	LOC117894751|XP_034657853.1|DSUB
OG0004406	LOC119651958|XP_037911742.1|HILL, LOC119648661|XP_037906368.1|HILL	LOC117894321|XP_034657189.1|DSUB
OG0004407	LOC119655023|XP_037916626.1|HILL	LOC117892292|XP_034654325.1|DSUB
OG0004408	LOC119648240|XP_037905796.1|HILL	LOC117894984|XP_034658220.1|DSUB
OG0004409	LOC119661037|XP_037926134.1|HILL	LOC117902981|XP_034670552.1|DSUB
OG0004410	LOC119654218|XP_037915359.1|HILL	LOC117891403|XP_034652739.1|DSUB
OG0004411	LOC119654624|XP_037916024.1|HILL	LOC117894031|XP_034656761.1|DSUB
OG0004412	LOC119655450|XP_037917276.1|HILL	LOC117894030|XP_034656760.1|DSUB
OG0004413	LOC119654439|XP_037915766.1|HILL	LOC117890869|XP_034651849.1|DSUB
OG0004414	LOC119653520|XP_037914116.1|HILL	LOC117892162|XP_034654118.1|DSUB
OG0004415	LOC119654312|XP_037915563.1|HILL	LOC117891485|XP_034652856.1|DSUB
OG0004416	LOC119653589|XP_037914267.1|HILL	LOC117890639|XP_034651481.1|DSUB
OG0004417	LOC119652493|XP_037912604.1|HILL	LOC117898056|XP_034663113.1|DSUB
OG0004418	LOC119655953|XP_037918085.1|HILL	LOC117891147|XP_034652288.1|DSUB
OG0004419	LOC119654306|XP_037915553.1|HILL	LOC117890253|XP_034650893.1|DSUB
OG0004420	LOC119652373|XP_037912398.1|HILL	LOC117892592|XP_034654822.1|DSUB
OG0004421	LOC119647886|XP_037905108.1|HILL	LOC117894889|XP_034658061.1|DSUB
OG0004422	LOC119650068|XP_037908493.1|HILL	LOC117894361|XP_034657245.1|DSUB
OG0004423	LOC119655174|XP_037916852.1|HILL	LOC117892436|XP_034654567.1|DSUB
OG0004424	LOC119656178|XP_037918452.1|HILL	LOC117891744|XP_034653238.1|DSUB
OG0004425	LOC119648281|XP_037905864.1|HILL	LOC117894087|XP_034656847.1|DSUB
OG0004426	LOC119648186|XP_037905700.1|HILL	LOC117894090|XP_034656849.1|DSUB
OG0004427	LOC119648116|XP_037905566.1|HILL	LOC117893361|XP_034655843.1|DSUB
OG0004428	LOC119658301|XP_037921529.1|HILL	LOC117899687|XP_034665771.1|DSUB
OG0004429	LOC119661731|XP_037927126.1|HILL	LOC117900103|XP_034666216.1|DSUB
OG0004430	LOC119647862|XP_037905059.1|HILL	LOC117894161|XP_034656953.1|DSUB
OG0004431	LOC119650600|XP_037909385.1|HILL	LOC117899148|XP_034664848.1|DSUB
OG0004432	LOC119653188|XP_037913672.1|HILL	LOC117899146|XP_034664845.1|DSUB
OG0004433	LOC119649740|XP_037907950.1|HILL	LOC117894345|XP_034657223.1|DSUB
OG0004434	LOC119655017|XP_037916617.1|HILL	LOC117891800|XP_034653365.1|DSUB
OG0004435	LOC119655970|XP_037918131.1|HILL	LOC117890923|XP_034651944.1|DSUB
OG0004436	LOC119653565|XP_037914207.1|HILL, LOC119653566|XP_037914208.1|HILL	LOC117891764|XP_034653292.1|DSUB
OG0004437	LOC119654938|XP_037916519.1|HILL	LOC117891402|XP_034652738.1|DSUB
OG0004438	LOC119653878|XP_037914922.1|HILL	LOC117891350|XP_034652672.1|DSUB
OG0004439	LOC119653856|XP_037914835.1|HILL	LOC117891050|XP_034652114.1|DSUB
OG0004440	LOC119654326|XP_037915582.1|HILL	LOC117891407|XP_034652745.1|DSUB
OG0004441	LOC119654459|XP_037915799.1|HILL	LOC117901343|XP_034667944.1|DSUB
OG0004442	LOC119660804|XP_037925564.1|HILL	LOC117892421|XP_034654545.1|DSUB
OG0004443	LOC119653494|XP_037914057.1|HILL	LOC117893104|XP_034655428.1|DSUB
OG0004444	LOC119660801|XP_037925558.1|HILL, LOC119655720|XP_037917680.1|HILL	LOC117889955|XP_034650403.1|DSUB
OG0004445	LOC119654885|XP_037916425.1|HILL	LOC117892158|XP_034654109.1|DSUB
OG0004446	LOC119652750|XP_037912977.1|HILL	LOC117896833|XP_034661238.1|DSUB
OG0004447	LOC119649981|XP_037908350.1|HILL	LOC117899570|XP_034665574.1|DSUB
OG0004448	LOC119660583|XP_037925166.1|HILL	LOC117892640|XP_034654886.1|DSUB
OG0004449	LOC119647804|XP_037904947.1|HILL	LOC117895659|XP_034659367.1|DSUB
OG0004450	LOC119654334|XP_037915594.1|HILL	LOC117890408|XP_034651110.1|DSUB
OG0004451	LOC119654689|XP_037916127.1|HILL, LOC119654688|XP_037916126.1|HILL	LOC117892555|XP_034654757.1|DSUB
OG0004452	LOC119655369|XP_037917161.1|HILL	LOC117891304|XP_034652603.1|DSUB
OG0004453	LOC119660879|XP_037925722.1|HILL	LOC117890029|XP_034650535.1|DSUB
OG0004454	LOC119658677|XP_037922167.1|HILL	LOC117898076|XP_034663142.1|DSUB
OG0004455	LOC119649522|XP_037907634.1|HILL	LOC117894735|XP_034657824.1|DSUB
OG0004456	LOC119649345|XP_037907381.1|HILL	LOC117899854|XP_034665987.1|DSUB
OG0004457	LOC119649145|XP_037907084.1|HILL	LOC117893242|XP_034655697.1|DSUB
OG0004458	LOC119648170|XP_037905677.1|HILL	LOC117893137|XP_034655480.1|DSUB
OG0004459	LOC119648066|XP_037905466.1|HILL	LOC117893455|XP_034655964.1|DSUB
OG0004460	LOC119648485|XP_037906178.1|HILL	LOC117893997|XP_034656703.1|DSUB
OG0004461	LOC119649849|XP_037908134.1|HILL	LOC117894340|XP_034657216.1|DSUB
OG0004462	LOC119648019|XP_037905356.1|HILL	LOC117893096|XP_034655419.1|DSUB
OG0004463	LOC119647621|XP_037904592.1|HILL	LOC117893003|XP_034655248.1|DSUB
OG0004464	LOC119648065|XP_037905462.1|HILL	LOC117894320|XP_034657181.1|DSUB
OG0004465	LOC119649308|XP_037907334.1|HILL	LOC117901795|XP_034668597.1|DSUB
OG0004466	LOC119650058|XP_037908476.1|HILL	LOC117893349|XP_034655829.1|DSUB
OG0004467	LOC119649532|XP_037907647.1|HILL	LOC117894072|XP_034656817.1|DSUB
OG0004468	LOC119649956|XP_037908320.1|HILL	LOC117894071|XP_034656816.1|DSUB
OG0004469	LOC119650421|XP_037909155.1|HILL	LOC117895125|XP_034658425.1|DSUB
OG0004470	LOC119648034|XP_037905388.1|HILL	LOC117900173|XP_034666309.1|DSUB
OG0004471	LOC119647538|XP_037904454.1|HILL	LOC117897364|XP_034662044.1|DSUB
OG0004472	LOC119654230|XP_037915381.1|HILL	LOC117890938|XP_034651963.1|DSUB
OG0004473	LOC119654102|XP_037915194.1|HILL	LOC117892759|XP_034655075.1|DSUB
OG0004474	LOC119655915|XP_037918008.1|HILL	LOC117890171|XP_034650761.1|DSUB
OG0004475	LOC119654538|XP_037915911.1|HILL	LOC117892591|XP_034654821.1|DSUB
OG0004477	LOC119655687|XP_037917619.1|HILL	LOC117890583|XP_034651412.1|DSUB
OG0004478	LOC119656182|XP_037918460.1|HILL	LOC117891602|XP_034653026.1|DSUB
OG0004479	LOC119651321|XP_037910782.1|HILL	LOC117892059|XP_034653883.1|DSUB
OG0004480	LOC119657801|XP_037920825.1|HILL	LOC117895107|XP_034658406.1|DSUB
OG0004481	LOC119655521|XP_037917363.1|HILL	LOC117890491|XP_034651272.1|DSUB
OG0004482	LOC119657731|XP_037920701.1|HILL	LOC117897835|XP_034662789.1|DSUB
OG0004483	LOC119655882|XP_037917946.1|HILL	LOC117891398|XP_034652732.1|DSUB
OG0004484	LOC119660016|XP_037924322.1|HILL	LOC117897594|XP_034662440.1|DSUB
OG0004485	LOC119656247|XP_037918590.1|HILL, LOC119656246|XP_037918588.1|HILL	LOC117895804|XP_034659620.1|DSUB
OG0004486	LOC119654926|XP_037916505.1|HILL	LOC117891879|XP_034653536.1|DSUB
OG0004487	LOC119647634|XP_037904622.1|HILL	LOC117893941|XP_034656621.1|DSUB
OG0004490	LOC119659326|XP_037923293.1|HILL, LOC119661438|XP_037926712.1|HILL	LOC117890774|XP_034651735.1|DSUB
OG0004491	LOC119650915|XP_037910068.1|HILL, LOC119650900|XP_037910008.1|HILL, LOC119650901|XP_037910009.1|HILL	LOC117901092|XP_034667610.1|DSUB
OG0004492	LOC119650377|XP_037909042.1|HILL	LOC117895409|XP_034658932.1|DSUB
OG0004494	LOC119660236|XP_037924613.1|HILL	LOC117898806|XP_034664342.1|DSUB, LOC117897227|XP_034661837.1|DSUB
OG0004504	LOC119647320|XP_037904174.1|HILL	LOC117897434|XP_034662164.1|DSUB
OG0004505	LOC119650723|XP_037909674.1|HILL	LOC117896211|XP_034660232.1|DSUB
OG0004506	LOC119652609|XP_037912770.1|HILL	LOC117897325|XP_034661986.1|DSUB
OG0004507	LOC119652668|XP_037912862.1|HILL	LOC117896219|XP_034660244.1|DSUB
OG0004508	LOC119653115|XP_037913567.1|HILL	LOC117897678|XP_034662580.1|DSUB
OG0004509	LOC119656759|XP_037919258.1|HILL	LOC117894711|XP_034657784.1|DSUB
OG0004510	LOC119656676|XP_037919088.1|HILL	LOC117903503|XP_034671477.1|DSUB
OG0004511	LOC119648920|XP_037906757.1|HILL	LOC117899439|XP_034665334.1|DSUB
OG0004512	LOC119661038|XP_037926138.1|HILL	LOC117903002|XP_034670628.1|DSUB
OG0004513	LOC119660944|XP_037925874.1|HILL	LOC117902941|XP_034670441.1|DSUB
OG0004514	LOC119660737|XP_037925347.1|HILL	LOC117902953|XP_034670469.1|DSUB
OG0004515	LOC119661621|XP_037926969.1|HILL	LOC117903082|XP_034670771.1|DSUB
OG0004516	LOC119657143|XP_037919843.1|HILL	LOC117895002|XP_034658285.1|DSUB
OG0004517	LOC119658463|XP_037921796.1|HILL	LOC117896964|XP_034661404.1|DSUB
OG0004518	LOC119656545|XP_037918833.1|HILL	LOC117889608|XP_034649918.1|DSUB
OG0004519	LOC119651476|XP_037911014.1|HILL	LOC117896849|XP_034661264.1|DSUB
OG0004520	LOC119657546|XP_037920421.1|HILL	LOC117903604|XP_034671746.1|DSUB
OG0004521	LOC119648168|XP_037905675.1|HILL	LOC117892561|XP_034654773.1|DSUB
OG0004522	LOC119656793|XP_037919329.1|HILL	LOC117903164|XP_034670900.1|DSUB
OG0004523	LOC119658680|XP_037922172.1|HILL	LOC117898802|XP_034664336.1|DSUB
OG0004524	LOC119661693|XP_037927067.1|HILL	LOC117902984|XP_034670616.1|DSUB
OG0004525	LOC119656544|XP_037918829.1|HILL	LOC117903028|XP_034670650.1|DSUB
OG0004526	LOC119656971|XP_037919627.1|HILL	LOC117889610|XP_034649926.1|DSUB
OG0004527	LOC119658350|XP_037921635.1|HILL	LOC117903388|XP_034671267.1|DSUB
OG0004528	LOC119658352|XP_037921638.1|HILL	LOC117889575|XP_034649872.1|DSUB
OG0004529	LOC119658524|XP_037921930.1|HILL	LOC117903675|XP_034671902.1|DSUB
OG0004530	LOC119655619|XP_037917517.1|HILL	LOC117903544|XP_034671626.1|DSUB
OG0004531	LOC119661641|XP_037926997.1|HILL	LOC117896303|XP_034660416.1|DSUB
OG0004532	LOC119656865|XP_037919449.1|HILL	LOC117903625|XP_034671781.1|DSUB
OG0004533	LOC119657875|XP_037920930.1|HILL	LOC117896065|XP_034659978.1|DSUB
OG0004534	LOC119653431|XP_037913940.1|HILL	LOC117902110|XP_034669116.1|DSUB
OG0004535	LOC119648743|XP_037906490.1|HILL	LOC117895063|XP_034658334.1|DSUB
OG0004536	LOC119656821|XP_037919382.1|HILL	LOC117903844|XP_034672198.1|DSUB
OG0004537	LOC119658353|XP_037921639.1|HILL	LOC117902428|XP_034669688.1|DSUB
OG0004538	LOC119661120|XP_037926243.1|HILL	LOC117891211|XP_034652441.1|DSUB
OG0004539	LOC119651648|XP_037911252.1|HILL	LOC117897765|XP_034662701.1|DSUB
OG0004540	LOC119657192|XP_037919923.1|HILL	LOC117895998|XP_034659884.1|DSUB
OG0004541	LOC119657931|XP_037921047.1|HILL	LOC117890503|XP_034651288.1|DSUB
OG0004542	LOC119657313|XP_037920099.1|HILL	LOC117890213|XP_034650841.1|DSUB
OG0004543	LOC119657455|XP_037920297.1|HILL	LOC117896741|XP_034661100.1|DSUB
OG0004544	LOC119657407|XP_037920227.1|HILL	LOC117889638|XP_034649987.1|DSUB
OG0004545	LOC119650804|XP_037909871.1|HILL	LOC117899036|XP_034664686.1|DSUB
OG0004546	LOC119655155|XP_037916834.1|HILL	LOC117890189|XP_034650786.1|DSUB
OG0004547	LOC119656805|XP_037919343.1|HILL	LOC117894390|XP_034657288.1|DSUB
OG0004548	LOC119657452|XP_037920294.1|HILL	LOC117902286|XP_034669458.1|DSUB
OG0004549	LOC119656669|XP_037919078.1|HILL	LOC117889635|XP_034649984.1|DSUB
OG0004550	LOC119656744|XP_037919231.1|HILL	LOC117903631|XP_034671793.1|DSUB
OG0004551	LOC119657191|XP_037919922.1|HILL	LOC117892497|XP_034654664.1|DSUB
OG0004552	LOC119658388|XP_037921685.1|HILL	LOC117903656|XP_034671854.1|DSUB
OG0004553	LOC119655547|XP_037917394.1|HILL	LOC117895152|XP_034658480.1|DSUB
OG0004554	LOC119657939|XP_037921056.1|HILL	LOC117903333|XP_034671170.1|DSUB
OG0004555	LOC119657836|XP_037920884.1|HILL	LOC117903338|XP_034671175.1|DSUB
OG0004556	LOC119657562|XP_037920447.1|HILL	LOC117903732|XP_034671977.1|DSUB
OG0004557	LOC119658466|XP_037921808.1|HILL	LOC117891159|XP_034652326.1|DSUB
OG0004558	LOC119657531|XP_037920401.1|HILL	LOC117901873|XP_034668725.1|DSUB
OG0004559	LOC119652312|XP_037912251.1|HILL	LOC117898497|XP_034663830.1|DSUB
OG0004560	LOC119658602|XP_037922000.1|HILL	LOC117896318|XP_034660440.1|DSUB
OG0004561	LOC119646295|XP_037902638.1|HILL	LOC117899449|XP_034665348.1|DSUB
OG0004562	LOC119651060|XP_037910318.1|HILL	LOC117897527|XP_034662336.1|DSUB
OG0004563	LOC119652480|XP_037912581.1|HILL	LOC117898040|XP_034663087.1|DSUB
OG0004564	LOC119651625|XP_037911215.1|HILL	LOC117896731|XP_034661086.1|DSUB
OG0004565	LOC119651338|XP_037910819.1|HILL	LOC117899186|XP_034664938.1|DSUB
OG0004566	LOC119657893|XP_037920965.1|HILL	LOC117900915|XP_034667756.1|DSUB
OG0004567	LOC119656696|XP_037919127.1|HILL	LOC117903185|XP_034670924.1|DSUB
OG0004568	LOC119658356|XP_037921642.1|HILL	LOC117889588|XP_034649887.1|DSUB
OG0004569	LOC119651996|XP_037911846.1|HILL	LOC117896135|XP_034660093.1|DSUB
OG0004570	LOC119658240|XP_037921446.1|HILL	LOC117890025|XP_034650531.1|DSUB
OG0004571	LOC119656721|XP_037919176.1|HILL	LOC117903573|XP_034671680.1|DSUB
OG0004572	LOC119656948|XP_037919589.1|HILL	LOC117902092|XP_034669079.1|DSUB
OG0004573	LOC119651558|XP_037911119.1|HILL	LOC117897761|XP_034662697.1|DSUB
OG0004574	LOC119657523|XP_037920395.1|HILL	LOC117903724|XP_034671965.1|DSUB
OG0004575	LOC119657664|XP_037920618.1|HILL	LOC117903717|XP_034671954.1|DSUB
OG0004576	LOC119652608|XP_037912769.1|HILL	LOC117897122|XP_034661666.1|DSUB
OG0004577	LOC119656889|XP_037919489.1|HILL	LOC117899692|XP_034665787.1|DSUB
OG0004578	LOC119657677|XP_037920634.1|HILL	LOC117889598|XP_034649903.1|DSUB
OG0004579	LOC119654883|XP_037916420.1|HILL	LOC117902539|XP_034669858.1|DSUB
OG0004580	LOC119657833|XP_037920878.1|HILL	LOC117899120|XP_034664804.1|DSUB
OG0004581	LOC119651764|XP_037911432.1|HILL	LOC117899678|XP_034665758.1|DSUB
OG0004582	LOC119659766|XP_037923958.1|HILL	LOC117897083|XP_034661612.1|DSUB
OG0004583	LOC119657310|XP_037920097.1|HILL	LOC117903293|XP_034671114.1|DSUB
OG0004584	LOC119657387|XP_037920200.1|HILL	LOC117892513|XP_034654687.1|DSUB
OG0004585	LOC119659522|XP_037923586.1|HILL	LOC117896768|XP_034661134.1|DSUB
OG0004586	LOC119656710|XP_037919158.1|HILL	LOC117903638|XP_034671852.1|DSUB
OG0004587	LOC119658596|XP_037921988.1|HILL	LOC117896164|XP_034660130.1|DSUB
OG0004588	LOC119658604|XP_037922007.1|HILL	LOC117896160|XP_034660128.1|DSUB
OG0004589	LOC119657910|XP_037921012.1|HILL	LOC117901748|XP_034668529.1|DSUB
OG0004590	LOC119651926|XP_037911684.1|HILL	LOC117899139|XP_034664833.1|DSUB
OG0004591	LOC119651434|XP_037910961.1|HILL	LOC117899137|XP_034664830.1|DSUB
OG0004592	LOC119657856|XP_037920909.1|HILL	LOC117890714|XP_034651684.1|DSUB
OG0004593	LOC119657141|XP_037919841.1|HILL	LOC117903890|XP_034672283.1|DSUB
OG0004594	LOC119658003|XP_037921151.1|HILL	LOC117895872|XP_034659788.1|DSUB
OG0004595	LOC119658516|XP_037921919.1|HILL	LOC117889647|XP_034650002.1|DSUB
OG0004596	LOC119657611|XP_037920538.1|HILL	LOC117890361|XP_034651049.1|DSUB
OG0004597	LOC119657428|XP_037920257.1|HILL	LOC117903863|XP_034672241.1|DSUB
OG0004598	LOC119657349|XP_037920150.1|HILL	LOC117894037|XP_034656775.1|DSUB
OG0004599	LOC119646254|XP_037902587.1|HILL	LOC117892403|XP_034654521.1|DSUB, LOC117902371|XP_034669578.1|DSUB
OG0004600	LOC119657834|XP_037920879.1|HILL	LOC117903902|XP_034672297.1|DSUB
OG0004601	LOC119658443|XP_037921773.1|HILL	LOC117903277|XP_034671070.1|DSUB
OG0004602	LOC119657101|XP_037919784.1|HILL	LOC117900028|XP_034666110.1|DSUB
OG0004603	LOC119656589|XP_037918925.1|HILL	LOC117901439|XP_034668074.1|DSUB
OG0004604	LOC119656827|XP_037919400.1|HILL	LOC117890221|XP_034650853.1|DSUB
OG0004605	LOC119657358|XP_037920159.1|HILL	LOC117889865|XP_034650267.1|DSUB
OG0004606	LOC119649648|XP_037907833.1|HILL	LOC117898512|XP_034663861.1|DSUB
OG0004607	LOC119657386|XP_037920199.1|HILL	LOC117894076|XP_034656840.1|DSUB
OG0004608	LOC119658507|XP_037921898.1|HILL	LOC117892062|XP_034653894.1|DSUB
OG0004609	LOC119657270|XP_037920031.1|HILL	LOC117893516|XP_034656050.1|DSUB
OG0004610	LOC119651587|XP_037911160.1|HILL	LOC117896702|XP_034661045.1|DSUB
OG0004611	LOC119656812|XP_037919361.1|HILL	LOC117896852|XP_034661268.1|DSUB
OG0004612	LOC119658069|XP_037921255.1|HILL	LOC117897768|XP_034662704.1|DSUB
OG0004613	LOC119650852|XP_037909926.1|HILL	LOC117899681|XP_034665761.1|DSUB
OG0004614	LOC119657094|XP_037919777.1|HILL	LOC117903659|XP_034671871.1|DSUB
OG0004615	LOC119656982|XP_037919643.1|HILL	LOC117903439|XP_034671354.1|DSUB
OG0004616	LOC119658409|XP_037921733.1|HILL	LOC117890809|XP_034651775.1|DSUB
OG0004617	LOC119660467|XP_037924963.1|HILL	LOC117900921|XP_034667375.1|DSUB
OG0004618	LOC119658319|XP_037921582.1|HILL	LOC117898816|XP_034664369.1|DSUB, LOC117891907|XP_034653624.1|DSUB
OG0004619	LOC119651392|XP_037910902.1|HILL	LOC117896469|XP_034660694.1|DSUB
OG0004620	LOC119660137|XP_037924464.1|HILL	LOC117897242|XP_034661852.1|DSUB
OG0004621	LOC119659872|XP_037924118.1|HILL	LOC117897263|XP_034661878.1|DSUB
OG0004622	LOC119651407|XP_037910925.1|HILL	LOC117896618|XP_034660944.1|DSUB
OG0004623	LOC119652627|XP_037912802.1|HILL	LOC117897723|XP_034662641.1|DSUB
OG0004624	LOC119657790|XP_037920802.1|HILL	LOC117898228|XP_034663354.1|DSUB
OG0004625	LOC119656694|XP_037919108.1|HILL	LOC117903594|XP_034671711.1|DSUB
OG0004626	LOC119656708|XP_037919146.1|HILL	LOC117903366|XP_034671212.1|DSUB
OG0004627	LOC119648323|XP_037905932.1|HILL	LOC117893159|XP_034655516.1|DSUB
OG0004628	LOC119658065|XP_037921246.1|HILL	LOC117902577|XP_034669954.1|DSUB
OG0004629	LOC119661256|XP_037926430.1|HILL	LOC117897568|XP_034662401.1|DSUB
OG0004630	LOC119651300|XP_037910752.1|HILL	LOC117899525|XP_034665477.1|DSUB
OG0004631	LOC119652778|XP_037913016.1|HILL	LOC117896340|XP_034660475.1|DSUB
OG0004632	LOC119652777|XP_037913013.1|HILL	LOC117896338|XP_034660469.1|DSUB
OG0004633	LOC119652422|XP_037912473.1|HILL	LOC117897719|XP_034662635.1|DSUB
OG0004635	LOC119657645|XP_037920579.1|HILL	LOC117899478|XP_034665403.1|DSUB
OG0004636	LOC119658477|XP_037921844.1|HILL	LOC117900064|XP_034666566.1|DSUB
OG0004637	LOC119656596|XP_037918950.1|HILL	LOC117903512|XP_034671512.1|DSUB
OG0004638	LOC119657899|XP_037920982.1|HILL	LOC117891479|XP_034652853.1|DSUB
OG0004639	LOC119658033|XP_037921193.1|HILL	LOC117899369|XP_034665240.1|DSUB
OG0004640	LOC119658083|XP_037921273.1|HILL	LOC117899342|XP_034665184.1|DSUB
OG0004641	LOC119656673|XP_037919084.1|HILL	LOC117896562|XP_034660899.1|DSUB
OG0004642	LOC119657079|XP_037919762.1|HILL	LOC117897289|XP_034661925.1|DSUB
OG0004643	LOC119658927|XP_037922684.1|HILL	LOC117897842|XP_034662799.1|DSUB
OG0004644	LOC119659371|XP_037923355.1|HILL	LOC117889584|XP_034649882.1|DSUB
OG0004645	LOC119657954|XP_037921084.1|HILL	LOC117901960|XP_034668831.1|DSUB
OG0004646	LOC119660821|XP_037925609.1|HILL	LOC117896834|XP_034661239.1|DSUB
OG0004647	LOC119656515|XP_037918786.1|HILL	LOC117903629|XP_034671790.1|DSUB
OG0004648	LOC119656517|XP_037918788.1|HILL	LOC117903829|XP_034672172.1|DSUB
OG0004649	LOC119658385|XP_037921679.1|HILL	LOC117903851|XP_034672206.1|DSUB
OG0004650	LOC119658521|XP_037921925.1|HILL	LOC117900466|XP_034666732.1|DSUB
OG0004651	LOC119653160|XP_037913629.1|HILL	LOC117898196|XP_034663307.1|DSUB
OG0004652	LOC119651716|XP_037911366.1|HILL	LOC117898656|XP_034664120.1|DSUB
OG0004653	LOC119658272|XP_037921491.1|HILL	LOC117894418|XP_034657320.1|DSUB
OG0004654	LOC119651929|XP_037911692.1|HILL	LOC117900050|XP_034666137.1|DSUB
OG0004655	LOC119652846|XP_037913125.1|HILL	LOC117898700|XP_034664209.1|DSUB
OG0004656	LOC119656715|XP_037919165.1|HILL	LOC117901477|XP_034668136.1|DSUB
OG0004657	LOC119651552|XP_037911112.1|HILL	LOC117896574|XP_034660866.1|DSUB
OG0004659	LOC119656535|XP_037918809.1|HILL	LOC117897622|XP_034662479.1|DSUB
OG0004660	LOC119655344|XP_037917126.1|HILL	LOC117899034|XP_034664683.1|DSUB
OG0004661	LOC119652578|XP_037912722.1|HILL	LOC117896169|XP_034660142.1|DSUB
OG0004662	LOC119656572|XP_037918887.1|HILL	LOC117897454|XP_034662191.1|DSUB
OG0004663	LOC119661358|XP_037926594.1|HILL	LOC117899007|XP_034664650.1|DSUB
OG0004664	LOC119650425|XP_037909172.1|HILL	LOC117903563|XP_034671659.1|DSUB
OG0004665	LOC119647032|XP_037903701.1|HILL	LOC117889637|XP_034649990.1|DSUB
OG0004666	LOC119651332|XP_037910800.1|HILL	LOC117898122|XP_034663201.1|DSUB
OG0004667	LOC119652899|XP_037913200.1|HILL	LOC117898126|XP_034663209.1|DSUB
OG0004668	LOC119646252|XP_037902574.1|HILL	LOC117903637|XP_034671802.1|DSUB
OG0004669	LOC119654543|XP_037915919.1|HILL	LOC117899968|XP_034666017.1|DSUB
OG0004670	LOC119658858|XP_037922539.1|HILL	LOC117899468|XP_034665376.1|DSUB
OG0004671	LOC119660788|XP_037925519.1|HILL	LOC117899349|XP_034665193.1|DSUB
