Orthogroup	HILL.longest_only	DGUA.longest_only
OG0003976	LOC119651330|XP_037910799.1|HILL	LOC117584634|XP_034129549.1|DGUA
OG0003977	LOC119652738|XP_037912964.1|HILL, LOC119648470|XP_037906160.1|HILL, LOC119661531|XP_037926837.1|HILL	LOC117588204|XP_034135229.1|DGUA
OG0003978	LOC119652912|XP_037913219.1|HILL	LOC117579634|XP_034121499.1|DGUA
OG0003979	LOC119646381|XP_037902753.1|HILL	LOC117584087|XP_034128725.1|DGUA
OG0003980	LOC119659156|XP_037923034.1|HILL	LOC117585984|XP_034131693.1|DGUA
OG0003981	LOC119650858|XP_037909937.1|HILL	LOC117582379|XP_034125939.1|DGUA
OG0003982	LOC119652259|XP_037912168.1|HILL	LOC117587899|XP_034134766.1|DGUA
OG0003983	LOC119653096|XP_037913530.1|HILL	LOC117584028|XP_034128656.1|DGUA
OG0003984	LOC119651058|XP_037910315.1|HILL	LOC117587739|XP_034134550.1|DGUA
OG0003985	LOC119650744|XP_037909745.1|HILL	LOC117588081|XP_034135036.1|DGUA
OG0003986	LOC119661325|XP_037926551.1|HILL	LOC117584145|XP_034128796.1|DGUA
OG0003987	LOC119647045|XP_037903729.1|HILL	LOC117584022|XP_034128648.1|DGUA
OG0003988	LOC119661143|XP_037926278.1|HILL	LOC117584777|XP_034129771.1|DGUA
OG0003989	LOC119655382|XP_037917182.1|HILL	LOC117581855|XP_034125203.1|DGUA
OG0003990	LOC119652348|XP_037912304.1|HILL	LOC117591538|XP_034140723.1|DGUA
OG0003991	LOC119651308|XP_037910767.1|HILL	LOC117583890|XP_034128444.1|DGUA
OG0003992	LOC119660619|XP_037925252.1|HILL	LOC117582314|XP_034125849.1|DGUA
OG0003993	LOC119661596|XP_037926926.1|HILL	LOC117582308|XP_034125843.1|DGUA
OG0003994	LOC119654025|XP_037915119.1|HILL	LOC117589722|XP_034137783.1|DGUA
OG0003995	LOC119661650|XP_037927010.1|HILL	LOC117583048|XP_034127142.1|DGUA
OG0003996	LOC119657798|XP_037920818.1|HILL	LOC117581760|XP_034125056.1|DGUA
OG0003997	LOC119646583|XP_037903003.1|HILL	LOC117584489|XP_034129305.1|DGUA
OG0003998	LOC119651151|XP_037910485.1|HILL	LOC117583896|XP_034128452.1|DGUA
OG0003999	LOC119652213|XP_037912082.1|HILL	LOC117587589|XP_034134323.1|DGUA
OG0004000	LOC119659356|XP_037923336.1|HILL	LOC117590204|XP_034138547.1|DGUA
OG0004001	LOC119658654|XP_037922126.1|HILL	LOC117588137|XP_034135162.1|DGUA
OG0004002	LOC119648070|XP_037905478.1|HILL	LOC117588160|XP_034135159.1|DGUA
OG0004003	LOC119660736|XP_037925340.1|HILL	LOC117582666|XP_034126487.1|DGUA
OG0004004	LOC119650062|XP_037908487.1|HILL	LOC117581778|XP_034125092.1|DGUA
OG0004005	LOC119652589|XP_037912745.1|HILL	LOC117584399|XP_034129149.1|DGUA
OG0004006	LOC119646836|XP_037903381.1|HILL	LOC117582562|XP_034126287.1|DGUA
OG0004007	LOC119647088|XP_037903787.1|HILL	LOC117581937|XP_034125310.1|DGUA
OG0004008	LOC119647026|XP_037903692.1|HILL	LOC117584433|XP_034129235.1|DGUA
OG0004009	LOC119661719|XP_037927101.1|HILL	LOC117584403|XP_034129157.1|DGUA
OG0004010	LOC119650924|XP_037910079.1|HILL	LOC117584690|XP_034129613.1|DGUA
OG0004011	LOC119651534|XP_037911094.1|HILL	LOC117584824|XP_034129841.1|DGUA
OG0004012	LOC119651465|XP_037911000.1|HILL	LOC117583484|XP_034127684.1|DGUA
OG0004013	LOC119651695|XP_037911333.1|HILL, LOC119650968|XP_037910152.1|HILL	LOC117584324|XP_034129043.1|DGUA
OG0004014	LOC119651657|XP_037911272.1|HILL	LOC117580543|XP_034123028.1|DGUA
OG0004015	LOC119655912|XP_037918002.1|HILL	LOC117584353|XP_034129080.1|DGUA
OG0004016	LOC119652450|XP_037912527.1|HILL	LOC117584607|XP_034129507.1|DGUA
OG0004017	LOC119661734|XP_037927128.1|HILL, LOC119661336|XP_037926566.1|HILL	LOC117582655|XP_034126451.1|DGUA
OG0004018	LOC119646677|XP_037903140.1|HILL	LOC117578442|XP_034119856.1|DGUA
OG0004019	LOC119646985|XP_037903624.1|HILL	LOC117582546|XP_034126246.1|DGUA
OG0004020	LOC119661712|XP_037927094.1|HILL	LOC117581700|XP_034124969.1|DGUA
OG0004021	LOC119661493|XP_037926786.1|HILL	LOC117581766|XP_034125060.1|DGUA
OG0004022	LOC119654656|XP_037916076.1|HILL	LOC117584671|XP_034129591.1|DGUA
OG0004023	LOC119650530|XP_037909292.1|HILL	LOC117582587|XP_034126328.1|DGUA
OG0004024	LOC119652724|XP_037912945.1|HILL	LOC117582303|XP_034125836.1|DGUA
OG0004025	LOC119657063|XP_037919748.1|HILL	LOC117587697|XP_034134484.1|DGUA
OG0004026	LOC119647972|XP_037905277.1|HILL	LOC117582526|XP_034126217.1|DGUA
OG0004027	LOC119646693|XP_037903185.1|HILL	LOC117581683|XP_034124953.1|DGUA
OG0004028	LOC119651902|XP_037911655.1|HILL	LOC117588015|XP_034134935.1|DGUA
OG0004029	LOC119652616|XP_037912782.1|HILL	LOC117587939|XP_034134822.1|DGUA
OG0004030	LOC119655027|XP_037916633.1|HILL	LOC117580730|XP_034123331.1|DGUA
OG0004031	LOC119652951|XP_037913272.1|HILL	LOC117581818|XP_034125153.1|DGUA
OG0004032	LOC119652244|XP_037912147.1|HILL	LOC117587588|XP_034134321.1|DGUA
OG0004033	LOC119648946|XP_037906793.1|HILL	LOC117587844|XP_034134699.1|DGUA
OG0004034	LOC119649930|XP_037908279.1|HILL	LOC117582122|XP_034125592.1|DGUA
OG0004035	LOC119653780|XP_037914714.1|HILL	LOC117583941|XP_034128522.1|DGUA
OG0004036	LOC119647199|XP_037903939.1|HILL	LOC117583876|XP_034128417.1|DGUA
OG0004037	LOC119650868|XP_037909961.1|HILL	LOC117584743|XP_034129717.1|DGUA
OG0004038	LOC119650114|XP_037908569.1|HILL	LOC117582452|XP_034126068.1|DGUA
OG0004039	LOC119658570|XP_037921949.1|HILL	LOC117581728|XP_034124999.1|DGUA
OG0004040	LOC119661198|XP_037926348.1|HILL	LOC117579327|XP_034121042.1|DGUA
OG0004041	LOC119660869|XP_037925708.1|HILL	LOC117590305|XP_034138683.1|DGUA
OG0004042	LOC119648005|XP_037905325.1|HILL	LOC117589235|XP_034136890.1|DGUA
OG0004043	LOC119661388|XP_037926639.1|HILL	LOC117584789|XP_034129792.1|DGUA
OG0004044	LOC119657540|XP_037920410.1|HILL	LOC117581958|XP_034125331.1|DGUA, LOC117580819|XP_034123430.1|DGUA
OG0004045	LOC119646762|XP_037903269.1|HILL	LOC117584016|XP_034128638.1|DGUA
OG0004046	LOC119646642|XP_037903083.1|HILL	LOC117582279|XP_034125801.1|DGUA
OG0004047	LOC119653963|XP_037915052.1|HILL	LOC117583916|XP_034128485.1|DGUA
OG0004048	LOC119661130|XP_037926257.1|HILL	LOC117582603|XP_034126363.1|DGUA
OG0004049	LOC119661522|XP_037926826.1|HILL	LOC117582385|XP_034125950.1|DGUA
OG0004050	LOC119652199|XP_037912072.1|HILL	LOC117581721|XP_034124992.1|DGUA
OG0004051	LOC119652044|XP_037911911.1|HILL	LOC117581740|XP_034125023.1|DGUA
OG0004052	LOC119660850|XP_037925675.1|HILL	LOC117580907|XP_034123559.1|DGUA
OG0004053	LOC119659144|XP_037923014.1|HILL	LOC117591877|XP_034141145.1|DGUA
OG0004054	LOC119661469|XP_037926760.1|HILL	LOC117581915|XP_034125277.1|DGUA
OG0004055	LOC119659768|XP_037923955.1|HILL	LOC117589607|XP_034137573.1|DGUA
OG0004056	LOC119655830|XP_037917866.1|HILL	LOC117590065|XP_034138279.1|DGUA
OG0004057	LOC119654843|XP_037916350.1|HILL, LOC119660715|XP_037925285.1|HILL	LOC117580409|XP_034122847.1|DGUA
OG0004058	LOC119648997|XP_037906855.1|HILL	LOC117579081|XP_034120679.1|DGUA
OG0004059	LOC119660440|XP_037924920.1|HILL	LOC117586129|XP_034131885.1|DGUA
OG0004060	LOC119660204|XP_037924567.1|HILL	LOC117585127|XP_034130344.1|DGUA
OG0004061	LOC119653885|XP_037914933.1|HILL	LOC117590518|XP_034139119.1|DGUA
OG0004062	LOC119661013|XP_037926088.1|HILL	LOC117587123|XP_034133514.1|DGUA
OG0004063	LOC119654634|XP_037916034.1|HILL	LOC117590851|XP_034139739.1|DGUA
OG0004064	LOC119648888|XP_037906712.1|HILL	LOC117587267|XP_034133733.1|DGUA
OG0004065	LOC119655811|XP_037917840.1|HILL	LOC117579147|XP_034120787.1|DGUA
OG0004066	LOC119655021|XP_037916623.1|HILL	LOC117592443|XP_034142090.1|DGUA
OG0004067	LOC119654267|XP_037915462.1|HILL	LOC117581013|XP_034123718.1|DGUA
OG0004068	LOC119660141|XP_037924467.1|HILL	LOC117586599|XP_034132671.1|DGUA
OG0004069	LOC119659310|XP_037923253.1|HILL	LOC117586447|XP_034132377.1|DGUA
OG0004070	LOC119649269|XP_037907286.1|HILL	LOC117587292|XP_034133769.1|DGUA
OG0004071	LOC119649268|XP_037907285.1|HILL	LOC117587407|XP_034133955.1|DGUA
OG0004072	LOC119650128|XP_037908585.1|HILL	LOC117587408|XP_034133956.1|DGUA
OG0004073	LOC119654727|XP_037916182.1|HILL, LOC119654726|XP_037916180.1|HILL	LOC117580844|XP_034123480.1|DGUA
OG0004074	LOC119653806|XP_037914757.1|HILL	LOC117591269|XP_034140360.1|DGUA
OG0004075	LOC119654867|XP_037916388.1|HILL	LOC117578820|XP_034120465.1|DGUA
OG0004076	LOC119654866|XP_037916383.1|HILL	LOC117589736|XP_034137807.1|DGUA
OG0004077	LOC119655821|XP_037917855.1|HILL	LOC117581847|XP_034125193.1|DGUA
OG0004078	LOC119660407|XP_037924871.1|HILL	LOC117591122|XP_034140114.1|DGUA
OG0004079	LOC119655063|XP_037916684.1|HILL, LOC119655062|XP_037916683.1|HILL	LOC117581271|XP_034124173.1|DGUA
OG0004080	LOC119656528|XP_037918805.1|HILL	LOC117578537|XP_034119995.1|DGUA
OG0004081	LOC119654934|XP_037916514.1|HILL	LOC117578746|XP_034120317.1|DGUA
OG0004082	LOC119661142|XP_037926277.1|HILL	LOC117590586|XP_034139234.1|DGUA
OG0004083	LOC119657941|XP_037921059.1|HILL	LOC117584900|XP_034129929.1|DGUA
OG0004084	LOC119648060|XP_037905454.1|HILL	LOC117579118|XP_034120737.1|DGUA
OG0004085	LOC119659191|XP_037923080.1|HILL	LOC117584935|XP_034129986.1|DGUA
OG0004086	LOC119660303|XP_037924703.1|HILL	LOC117583243|XP_034127357.1|DGUA
OG0004087	LOC119656154|XP_037918416.1|HILL	LOC117581058|XP_034123791.1|DGUA
OG0004088	LOC119646890|XP_037903455.1|HILL, LOC119659504|XP_037923560.1|HILL	LOC117583159|XP_034127245.1|DGUA
OG0004089	LOC119653440|XP_037913949.1|HILL	LOC117581421|XP_034124473.1|DGUA
OG0004090	LOC119658831|XP_037922493.1|HILL	LOC117585448|XP_034130816.1|DGUA
OG0004092	LOC119654623|XP_037916023.1|HILL	LOC117580954|XP_034123631.1|DGUA
OG0004094	LOC119654768|XP_037916237.1|HILL	LOC117580657|XP_034123152.1|DGUA
OG0004095	LOC119659232|XP_037923135.1|HILL	LOC117590186|XP_034138486.1|DGUA
OG0004096	LOC119659231|XP_037923134.1|HILL	LOC117583244|XP_034127358.1|DGUA
OG0004098	LOC119653995|XP_037915084.1|HILL	LOC117585071|XP_034130227.1|DGUA
OG0004099	LOC119658923|XP_037922674.1|HILL	LOC117586497|XP_034132483.1|DGUA
OG0004100	LOC119660327|XP_037924733.1|HILL	LOC117586295|XP_034132141.1|DGUA
OG0004101	LOC119660189|XP_037924531.1|HILL	LOC117586243|XP_034132072.1|DGUA
OG0004102	LOC119659322|XP_037923274.1|HILL	LOC117586505|XP_034132519.1|DGUA
OG0004103	LOC119658757|XP_037922378.1|HILL	LOC117591120|XP_034140112.1|DGUA
OG0004104	LOC119660232|XP_037924606.1|HILL	LOC117583366|XP_034127537.1|DGUA
OG0004105	LOC119648003|XP_037905316.1|HILL	LOC117587264|XP_034133729.1|DGUA
OG0004106	LOC119649128|XP_037907061.1|HILL	LOC117589017|XP_034136533.1|DGUA
OG0004107	LOC119649913|XP_037908239.1|HILL	LOC117589119|XP_034136688.1|DGUA
OG0004108	LOC119660600|XP_037925204.1|HILL	LOC117585985|XP_034131694.1|DGUA
OG0004109	LOC119659441|XP_037923453.1|HILL	LOC117585451|XP_034130825.1|DGUA
OG0004110	LOC119648781|XP_037906546.1|HILL	LOC117579597|XP_034121421.1|DGUA
OG0004111	LOC119658978|XP_037922786.1|HILL	LOC117591219|XP_034140279.1|DGUA
OG0004112	LOC119659922|XP_037924181.1|HILL	LOC117585526|XP_034130925.1|DGUA
OG0004113	LOC119654970|XP_037916557.1|HILL	LOC117581204|XP_034124068.1|DGUA
OG0004114	LOC119653745|XP_037914596.1|HILL	LOC117590721|XP_034139517.1|DGUA
OG0004115	LOC119654898|XP_037916446.1|HILL	LOC117590718|XP_034139511.1|DGUA
OG0004116	LOC119659995|XP_037924298.1|HILL	LOC117585241|XP_034130533.1|DGUA
OG0004117	LOC119658855|XP_037922536.1|HILL	LOC117590094|XP_034138328.1|DGUA
OG0004118	LOC119654733|XP_037916192.1|HILL	LOC117578868|XP_034120553.1|DGUA
OG0004119	LOC119659398|XP_037923391.1|HILL	LOC117585227|XP_034130511.1|DGUA
OG0004120	LOC119659713|XP_037923895.1|HILL	LOC117585505|XP_034130895.1|DGUA
OG0004121	LOC119648200|XP_037905725.1|HILL	LOC117579961|XP_034122025.1|DGUA
OG0004122	LOC119659561|XP_037923638.1|HILL	LOC117586670|XP_034132809.1|DGUA
OG0004123	LOC119658789|XP_037922426.1|HILL	LOC117586475|XP_034132459.1|DGUA
OG0004124	LOC119653405|XP_037913897.1|HILL	LOC117591054|XP_034140044.1|DGUA
OG0004125	LOC119659998|XP_037924302.1|HILL	LOC117582870|XP_034126831.1|DGUA
OG0004126	LOC119658949|XP_037922749.1|HILL	LOC117582857|XP_034126816.1|DGUA
OG0004127	LOC119646537|XP_037902936.1|HILL	LOC117587853|XP_034134710.1|DGUA
OG0004128	LOC119659630|XP_037923756.1|HILL	LOC117585514|XP_034130904.1|DGUA
OG0004129	LOC119653414|XP_037913908.1|HILL	LOC117592007|XP_034141348.1|DGUA
OG0004130	LOC119654976|XP_037916564.1|HILL	LOC117581189|XP_034124031.1|DGUA
OG0004131	LOC119660618|XP_037925248.1|HILL	LOC117585958|XP_034131652.1|DGUA
OG0004132	LOC119647863|XP_037905061.1|HILL	LOC117589367|XP_034137167.1|DGUA
OG0004133	LOC119658717|XP_037922265.1|HILL	LOC117584256|XP_034128951.1|DGUA
OG0004134	LOC119658992|XP_037922800.1|HILL	LOC117585545|XP_034130955.1|DGUA
OG0004135	LOC119660601|XP_037925205.1|HILL	LOC117586689|XP_034132836.1|DGUA
OG0004136	LOC119660434|XP_037924912.1|HILL, LOC119659047|XP_037922882.1|HILL	LOC117590021|XP_034138205.1|DGUA
OG0004137	LOC119647105|XP_037903811.1|HILL	LOC117592408|XP_034142035.1|DGUA
OG0004138	LOC119653852|XP_037914827.1|HILL	LOC117589079|XP_034136606.1|DGUA
OG0004139	LOC119653401|XP_037913893.1|HILL	LOC117581574|XP_034124814.1|DGUA
OG0004140	LOC119654189|XP_037915314.1|HILL	LOC117591013|XP_034139991.1|DGUA
OG0004141	LOC119654863|XP_037916377.1|HILL	LOC117587415|XP_034134030.1|DGUA
OG0004142	LOC119655455|XP_037917283.1|HILL	LOC117590965|XP_034139914.1|DGUA
OG0004143	LOC119659128|XP_037922981.1|HILL	LOC117582777|XP_034126638.1|DGUA
OG0004144	LOC119648106|XP_037905549.1|HILL	LOC117588109|XP_034135071.1|DGUA
OG0004145	LOC119648376|XP_037906034.1|HILL	LOC117589215|XP_034136851.1|DGUA
OG0004146	LOC119658947|XP_037922745.1|HILL	LOC117585891|XP_034131538.1|DGUA
OG0004147	LOC119655710|XP_037917660.1|HILL	LOC117587848|XP_034134706.1|DGUA
OG0004148	LOC119659920|XP_037924173.1|HILL	LOC117589599|XP_034137563.1|DGUA
OG0004149	LOC119658823|XP_037922483.1|HILL	LOC117586327|XP_034132209.1|DGUA
OG0004150	LOC119658919|XP_037922671.1|HILL	LOC117585426|XP_034130791.1|DGUA
OG0004151	LOC119660117|XP_037924434.1|HILL	LOC117582762|XP_034126616.1|DGUA
OG0004152	LOC119658572|XP_037921948.1|HILL	LOC117586759|XP_034132960.1|DGUA
OG0004153	LOC119654894|XP_037916441.1|HILL	LOC117578509|XP_034119938.1|DGUA
OG0004154	LOC119650286|XP_037908841.1|HILL	LOC117589257|XP_034136923.1|DGUA
OG0004155	LOC119659981|XP_037924278.1|HILL	LOC117585531|XP_034130939.1|DGUA
OG0004157	LOC119656714|XP_037919161.1|HILL, LOC119657114|XP_037919802.1|HILL, LOC119658157|XP_037921353.1|HILL	LOC117590344|XP_034138734.1|DGUA
OG0004158	LOC119659237|XP_037923143.1|HILL	LOC117587195|XP_034133630.1|DGUA
OG0004159	LOC119659511|XP_037923569.1|HILL	LOC117585931|XP_034131587.1|DGUA
OG0004160	LOC119658833|XP_037922500.1|HILL	LOC117587118|XP_034133505.1|DGUA
OG0004161	LOC119659827|XP_037924041.1|HILL	LOC117585515|XP_034130906.1|DGUA
OG0004162	LOC119659968|XP_037924256.1|HILL	LOC117586630|XP_034132742.1|DGUA
OG0004163	LOC119659422|XP_037923426.1|HILL	LOC117590046|XP_034138255.1|DGUA
OG0004164	LOC119659146|XP_037923015.1|HILL	LOC117586021|XP_034131745.1|DGUA
OG0004165	LOC119655725|XP_037917687.1|HILL	LOC117578638|XP_034120135.1|DGUA
OG0004166	LOC119654224|XP_037915369.1|HILL	LOC117580447|XP_034122941.1|DGUA
OG0004167	LOC119658788|XP_037922424.1|HILL	LOC117585680|XP_034131172.1|DGUA
OG0004168	LOC119655900|XP_037917983.1|HILL	LOC117583824|XP_034128299.1|DGUA
OG0004169	LOC119655310|XP_037917066.1|HILL	LOC117580937|XP_034123609.1|DGUA
OG0004170	LOC119653612|XP_037914307.1|HILL	LOC117588600|XP_034135899.1|DGUA
OG0004171	LOC119653611|XP_037914306.1|HILL	LOC117581063|XP_034123826.1|DGUA
OG0004172	LOC119654731|XP_037916187.1|HILL	LOC117590348|XP_034138767.1|DGUA
OG0004173	LOC119654368|XP_037915642.1|HILL	LOC117579968|XP_034122036.1|DGUA
OG0004174	LOC119655925|XP_037918022.1|HILL	LOC117592515|XP_034142254.1|DGUA
OG0004175	LOC119655186|XP_037916878.1|HILL	LOC117580627|XP_034123105.1|DGUA
OG0004176	LOC119654453|XP_037915791.1|HILL	LOC117586817|XP_034132986.1|DGUA
OG0004177	LOC119658881|XP_037922581.1|HILL	LOC117585662|XP_034131145.1|DGUA
OG0004178	LOC119659198|XP_037923088.1|HILL	LOC117590119|XP_034138361.1|DGUA
OG0004179	LOC119646870|XP_037903425.1|HILL	LOC117581325|XP_034124324.1|DGUA
OG0004180	LOC119659251|XP_037923165.1|HILL	LOC117586342|XP_034132235.1|DGUA
OG0004181	LOC119660496|XP_037925019.1|HILL	LOC117585036|XP_034130179.1|DGUA
OG0004183	LOC119648949|XP_037906792.1|HILL	LOC117589410|XP_034137232.1|DGUA
OG0004184	LOC119648290|XP_037905875.1|HILL	LOC117579570|XP_034121385.1|DGUA
OG0004185	LOC119653823|XP_037914791.1|HILL	LOC117584744|XP_034129719.1|DGUA
OG0004186	LOC119655616|XP_037917512.1|HILL	LOC117580716|XP_034123270.1|DGUA
OG0004187	LOC119659622|XP_037923747.1|HILL, LOC119652229|XP_037912115.1|HILL	LOC117586282|XP_034132127.1|DGUA
OG0004188	LOC119658891|XP_037922619.1|HILL	LOC117585975|XP_034131679.1|DGUA
OG0004189	LOC119658892|XP_037922623.1|HILL	LOC117585982|XP_034131690.1|DGUA
OG0004190	LOC119658705|XP_037922242.1|HILL	LOC117586704|XP_034132865.1|DGUA
OG0004191	LOC119659177|XP_037923062.1|HILL	LOC117586709|XP_034132870.1|DGUA
OG0004192	LOC119659516|XP_037923574.1|HILL	LOC117586570|XP_034132622.1|DGUA
OG0004193	LOC119654921|XP_037916498.1|HILL	LOC117590866|XP_034139777.1|DGUA
OG0004194	LOC119660253|XP_037924636.1|HILL	LOC117585620|XP_034131075.1|DGUA
OG0004195	LOC119660200|XP_037924555.1|HILL	LOC117581372|XP_034124399.1|DGUA
OG0004196	LOC119659206|XP_037923102.1|HILL	LOC117589717|XP_034137773.1|DGUA
OG0004197	LOC119658760|XP_037922382.1|HILL	LOC117590130|XP_034138394.1|DGUA
OG0004198	LOC119658609|XP_037922018.1|HILL	LOC117584912|XP_034129950.1|DGUA
OG0004199	LOC119660164|XP_037924498.1|HILL	LOC117586252|XP_034132084.1|DGUA
OG0004200	LOC119655002|XP_037916598.1|HILL	LOC117587687|XP_034134475.1|DGUA
OG0004201	LOC119658971|XP_037922777.1|HILL, LOC119648022|XP_037905362.1|HILL	LOC117582705|XP_034126512.1|DGUA
OG0004202	LOC119660209|XP_037924571.1|HILL	LOC117585638|XP_034131114.1|DGUA
OG0004203	LOC119659667|XP_037923816.1|HILL	LOC117585959|XP_034131653.1|DGUA
OG0004204	LOC119650035|XP_037908443.1|HILL	LOC117580335|XP_034122728.1|DGUA
OG0004205	LOC119647653|XP_037904650.1|HILL	LOC117579652|XP_034121527.1|DGUA
OG0004206	LOC119659890|XP_037924140.1|HILL	LOC117586195|XP_034132013.1|DGUA
OG0004207	LOC119660237|XP_037924615.1|HILL	LOC117586206|XP_034132035.1|DGUA
OG0004208	LOC119658849|XP_037922527.1|HILL	LOC117590180|XP_034138469.1|DGUA
OG0004209	LOC119652466|XP_037912560.1|HILL	LOC117583168|XP_034127253.1|DGUA
OG0004210	LOC119651184|XP_037910549.1|HILL	LOC117589958|XP_034138147.1|DGUA
OG0004211	LOC119661652|XP_037927012.1|HILL	LOC117584041|XP_034128670.1|DGUA
OG0004212	LOC119658733|XP_037922326.1|HILL	LOC117586634|XP_034132746.1|DGUA
OG0004213	LOC119659520|XP_037923583.1|HILL	LOC117586593|XP_034132661.1|DGUA
OG0004214	LOC119653754|XP_037914612.1|HILL	LOC117587253|XP_034133757.1|DGUA
OG0004215	LOC119646479|XP_037902860.1|HILL	LOC117592065|XP_034141454.1|DGUA
OG0004216	LOC119648671|XP_037906387.1|HILL	LOC117579750|XP_034121658.1|DGUA
OG0004217	LOC119648687|XP_037906413.1|HILL	LOC117580224|XP_034122529.1|DGUA
OG0004218	LOC119659799|XP_037923999.1|HILL	LOC117581235|XP_034124112.1|DGUA
OG0004219	LOC119659130|XP_037922983.1|HILL	LOC117586520|XP_034132543.1|DGUA
OG0004220	LOC119658911|XP_037922649.1|HILL	LOC117586465|XP_034132422.1|DGUA
OG0004221	LOC119659758|XP_037923947.1|HILL	LOC117590131|XP_034138395.1|DGUA
OG0004222	LOC119659442|XP_037923454.1|HILL	LOC117585988|XP_034131699.1|DGUA
OG0004223	LOC119659173|XP_037923057.1|HILL	LOC117586635|XP_034132747.1|DGUA
OG0004224	LOC119660602|XP_037925210.1|HILL	LOC117586652|XP_034132779.1|DGUA
OG0004225	LOC119649836|XP_037908108.1|HILL	LOC117588527|XP_034135776.1|DGUA
OG0004226	LOC119658774|XP_037922399.1|HILL	LOC117586720|XP_034132904.1|DGUA
OG0004227	LOC119660512|XP_037925055.1|HILL	LOC117586217|XP_034132046.1|DGUA
OG0004228	LOC119659591|XP_037923678.1|HILL	LOC117586219|XP_034132047.1|DGUA
OG0004229	LOC119654308|XP_037915556.1|HILL	LOC117591526|XP_034140745.1|DGUA
OG0004230	LOC119653500|XP_037914064.1|HILL	LOC117590515|XP_034139098.1|DGUA
OG0004231	LOC119649186|XP_037907141.1|HILL	LOC117579392|XP_034121156.1|DGUA
OG0004232	LOC119647677|XP_037904682.1|HILL	LOC117579395|XP_034121163.1|DGUA
OG0004233	LOC119647673|XP_037904679.1|HILL	LOC117579394|XP_034121162.1|DGUA
OG0004234	LOC119648081|XP_037905495.1|HILL	LOC117579396|XP_034121165.1|DGUA
OG0004235	LOC119657778|XP_037920774.1|HILL	LOC117590998|XP_034139969.1|DGUA
OG0004236	LOC119659786|XP_037923982.1|HILL	LOC117586081|XP_034131828.1|DGUA
OG0004237	LOC119660046|XP_037924352.1|HILL	LOC117586002|XP_034131721.1|DGUA
OG0004238	LOC119659899|XP_037924151.1|HILL	LOC117585124|XP_034130338.1|DGUA
OG0004239	LOC119659024|XP_037922845.1|HILL	LOC117590170|XP_034138456.1|DGUA
OG0004240	LOC119659370|XP_037923353.1|HILL	LOC117586540|XP_034132588.1|DGUA
OG0004241	LOC119659639|XP_037923767.1|HILL	LOC117586297|XP_034132144.1|DGUA
OG0004242	LOC119660447|XP_037924928.1|HILL	LOC117586610|XP_034132690.1|DGUA
OG0004243	LOC119648851|XP_037906656.1|HILL	LOC117589115|XP_034136684.1|DGUA
OG0004244	LOC119652857|XP_037913141.1|HILL	LOC117585624|XP_034131080.1|DGUA
OG0004245	LOC119655080|XP_037916707.1|HILL	LOC117586960|XP_034133223.1|DGUA
OG0004246	LOC119661028|XP_037926113.1|HILL	LOC117579114|XP_034120732.1|DGUA
OG0004247	LOC119653705|XP_037914516.1|HILL	LOC117580997|XP_034123694.1|DGUA
OG0004248	LOC119659796|XP_037923995.1|HILL	LOC117585817|XP_034131441.1|DGUA
OG0004249	LOC119661036|XP_037926133.1|HILL	LOC117587437|XP_034134009.1|DGUA
OG0004250	LOC119657215|XP_037919954.1|HILL	LOC117588200|XP_034135224.1|DGUA
OG0004251	LOC119655183|XP_037916868.1|HILL	LOC117584453|XP_034129262.1|DGUA, LOC117580753|XP_034123337.1|DGUA
OG0004252	LOC119654644|XP_037916049.1|HILL	LOC117586686|XP_034132834.1|DGUA
OG0004253	LOC119659554|XP_037923631.1|HILL	LOC117586029|XP_034131756.1|DGUA
OG0004254	LOC119656038|XP_037918234.1|HILL	LOC117591371|XP_034140501.1|DGUA
OG0004255	LOC119656252|XP_037918595.1|HILL, LOC119656251|XP_037918594.1|HILL	LOC117583931|XP_034128504.1|DGUA
OG0004256	LOC119653794|XP_037914728.1|HILL	LOC117592101|XP_034141509.1|DGUA
OG0004257	LOC119651445|XP_037910977.1|HILL	LOC117583621|XP_034127960.1|DGUA
OG0004258	LOC119660400|XP_037924863.1|HILL	LOC117586672|XP_034132813.1|DGUA
OG0004259	LOC119655112|XP_037916762.1|HILL	LOC117592103|XP_034141512.1|DGUA
OG0004260	LOC119659140|XP_037923002.1|HILL	LOC117585761|XP_034131308.1|DGUA
OG0004261	LOC119660449|XP_037924936.1|HILL	LOC117586653|XP_034132782.1|DGUA
OG0004262	LOC119660282|XP_037924680.1|HILL	LOC117585779|XP_034131356.1|DGUA
OG0004263	LOC119659380|XP_037923369.1|HILL	LOC117586034|XP_034131770.1|DGUA
OG0004264	LOC119658852|XP_037922532.1|HILL	LOC117586616|XP_034132711.1|DGUA
OG0004265	LOC119659903|XP_037924156.1|HILL	LOC117586702|XP_034132860.1|DGUA
OG0004266	LOC119660370|XP_037924814.1|HILL	LOC117586713|XP_034132880.1|DGUA
OG0004267	LOC119659196|XP_037923086.1|HILL	LOC117590113|XP_034138354.1|DGUA
OG0004268	LOC119654675|XP_037916100.1|HILL	LOC117582955|XP_034126960.1|DGUA
OG0004269	LOC119653578|XP_037914249.1|HILL	LOC117585786|XP_034131371.1|DGUA
OG0004270	LOC119653895|XP_037914953.1|HILL	LOC117584750|XP_034129737.1|DGUA
