Orthogroup	HILL.longest_only	DHYD.longest_only
OG0005094	LOC119647708|XP_037904723.1|HILL	LOC111601607|XP_023174040.2|DHYD
OG0005095	LOC119661561|XP_037926881.1|HILL	LOC111604487|XP_030081073.1|DHYD
OG0005096	LOC119650708|XP_037909640.1|HILL	LOC111602231|XP_023174980.1|DHYD
OG0005097	LOC119646415|XP_037902788.1|HILL	LOC111592520|XP_023160539.1|DHYD
OG0005098	LOC119650908|XP_037910060.1|HILL	LOC111604125|XP_023177808.1|DHYD
OG0005099	LOC119647282|XP_037904103.1|HILL	LOC111593797|XP_023162586.1|DHYD
OG0005100	LOC119647280|XP_037904101.1|HILL	LOC111593793|XP_023162580.1|DHYD
OG0005101	LOC119646170|XP_037902476.1|HILL	LOC111601470|XP_023173824.2|DHYD
OG0005102	LOC119654204|XP_037915338.1|HILL	LOC111592947|XP_023161196.2|DHYD
OG0005103	LOC119653642|XP_037914385.1|HILL	LOC111600088|XP_023171796.2|DHYD
OG0005104	LOC119653673|XP_037914440.1|HILL	LOC111603960|XP_023177563.2|DHYD
OG0005105	LOC119648525|XP_037906221.1|HILL	LOC111605188|XP_023179354.2|DHYD
OG0005106	LOC119649404|XP_037907462.1|HILL	LOC111597452|XP_023167949.2|DHYD
OG0005107	LOC119649508|XP_037907606.1|HILL	LOC111601706|XP_023174193.2|DHYD
OG0005108	LOC119659400|XP_037923401.1|HILL	LOC111592532|XP_023160581.1|DHYD
OG0005109	LOC119655626|XP_037917524.1|HILL	LOC111603124|XP_023176365.2|DHYD
OG0005110	LOC119649133|XP_037907066.1|HILL	LOC111592431|XP_023160383.2|DHYD
OG0005111	LOC119649343|XP_037907377.1|HILL	LOC111605648|XP_023180078.2|DHYD
OG0005112	LOC119648658|XP_037906364.1|HILL	LOC111595378|XP_023164842.2|DHYD
OG0005113	LOC119648784|XP_037906549.1|HILL	LOC111605650|XP_023180080.1|DHYD
OG0005114	LOC119649347|XP_037907383.1|HILL	LOC111598671|XP_023169796.2|DHYD
OG0005115	LOC119647279|XP_037904104.1|HILL	LOC111603530|XP_030079278.1|DHYD
OG0005116	LOC119649700|XP_037907896.1|HILL	LOC111605640|XP_023180069.2|DHYD
OG0005117	LOC119658916|XP_037922659.1|HILL	LOC111593404|XP_023161892.2|DHYD
OG0005118	LOC119659093|XP_037922941.1|HILL	LOC111603572|XP_023176994.1|DHYD
OG0005119	LOC119658934|XP_037922696.1|HILL	LOC111600901|XP_023173012.2|DHYD
OG0005120	LOC119649432|XP_037907508.1|HILL	LOC111596514|XP_023166546.2|DHYD
OG0005121	LOC119648831|XP_037906621.1|HILL	LOC111605080|XP_023179181.2|DHYD
OG0005122	LOC119649699|XP_037907895.1|HILL	LOC111594913|XP_023164168.1|DHYD
OG0005123	LOC119648238|XP_037905795.1|HILL	LOC111593535|XP_023162106.1|DHYD
OG0005124	LOC119648042|XP_037905405.1|HILL	LOC111605631|XP_023180053.2|DHYD
OG0005125	LOC119647834|XP_037905006.1|HILL	LOC111605629|XP_023180050.2|DHYD
OG0005126	LOC119650423|XP_037909162.1|HILL	LOC111601552|XP_023173962.2|DHYD
OG0005127	LOC119648071|XP_037905473.1|HILL	LOC111603053|XP_023176274.1|DHYD
OG0005128	LOC119661261|XP_037926442.1|HILL	LOC111595723|XP_030080919.1|DHYD
OG0005129	LOC119650465|XP_037909259.1|HILL	LOC111596656|XP_023166728.1|DHYD
OG0005130	LOC119646147|XP_037902432.1|HILL	LOC111605728|XP_023180188.2|DHYD
OG0005131	LOC119650318|XP_037908900.1|HILL	LOC111593223|XP_030081118.1|DHYD
OG0005132	LOC119649444|XP_037907523.1|HILL	LOC111597560|XP_023168126.1|DHYD
OG0005133	LOC119649249|XP_037907244.1|HILL, LOC119649238|XP_037907229.1|HILL	LOC111604486|XP_023178342.1|DHYD
OG0005134	LOC119649769|XP_037907997.1|HILL	LOC111595139|XP_023164478.2|DHYD
OG0005135	LOC119650307|XP_037908880.1|HILL	LOC111596944|XP_023167167.2|DHYD
OG0005136	LOC119648369|XP_037906023.1|HILL	LOC111596957|XP_023167183.1|DHYD
OG0005137	LOC119657487|XP_037920340.1|HILL	LOC111595899|XP_030080665.1|DHYD
OG0005138	LOC119649583|XP_037907715.1|HILL	LOC111593096|XP_023161461.1|DHYD
OG0005139	LOC119649660|XP_037907844.1|HILL	LOC111596942|XP_023167164.1|DHYD
OG0005140	LOC119649396|XP_037907449.1|HILL	LOC111601863|XP_023174472.1|DHYD
OG0005141	LOC119654387|XP_037915689.1|HILL	LOC111594014|XP_023162880.2|DHYD
OG0005142	LOC119648368|XP_037906022.1|HILL	LOC111597769|XP_023168395.1|DHYD
OG0005143	LOC119647941|XP_037905219.1|HILL	LOC111605204|XP_023179379.1|DHYD
OG0005144	LOC119648656|XP_037906360.1|HILL	LOC111605190|XP_023179357.2|DHYD
OG0005145	LOC119649656|XP_037907839.1|HILL	LOC111605163|XP_023179316.1|DHYD
OG0005146	LOC119650300|XP_037908866.1|HILL	LOC111598787|XP_023169970.2|DHYD
OG0005147	LOC119650302|XP_037908870.1|HILL	LOC111598789|XP_023169973.1|DHYD
OG0005148	LOC119647469|XP_037904332.1|HILL	LOC111595131|XP_023164470.2|DHYD
OG0005149	LOC119661400|XP_037926655.1|HILL	LOC111597676|XP_023168270.2|DHYD
OG0005150	LOC119649675|XP_037907862.1|HILL	LOC111604658|XP_023178582.1|DHYD
OG0005151	LOC119648113|XP_037905563.1|HILL	LOC111597426|XP_023167892.1|DHYD
OG0005152	LOC119649984|XP_037908354.1|HILL	LOC111597421|XP_023167885.1|DHYD
OG0005154	LOC119647516|XP_037904406.1|HILL	LOC111597423|XP_023167888.2|DHYD
OG0005155	LOC119650217|XP_037908713.1|HILL	LOC111601062|XP_023173251.2|DHYD
OG0005156	LOC119651825|XP_037911544.1|HILL	LOC111598497|XP_023169524.2|DHYD
OG0005157	LOC119647924|XP_037905185.1|HILL	LOC111593759|XP_023162537.2|DHYD
OG0005158	LOC119649577|XP_037907709.1|HILL	LOC111598070|XP_023168872.2|DHYD
OG0005159	LOC119648345|XP_037905968.1|HILL	LOC111592455|XP_023160412.1|DHYD
OG0005160	LOC119650199|XP_037908694.1|HILL	LOC111601067|XP_023173258.1|DHYD
OG0005161	LOC119646727|XP_037903235.1|HILL	LOC111600767|XP_030080991.1|DHYD
OG0005162	LOC119659250|XP_037923164.1|HILL	LOC111603172|XP_023176420.1|DHYD
OG0005163	LOC119647824|XP_037904990.1|HILL	LOC111597630|XP_023168199.1|DHYD
OG0005164	LOC119649730|XP_037907938.1|HILL	LOC111598763|XP_023169943.2|DHYD
OG0005165	LOC119653067|XP_037913477.1|HILL	LOC111592153|XP_023159969.2|DHYD
OG0005166	LOC119649889|XP_037908207.1|HILL	LOC111604898|XP_030078630.1|DHYD
OG0005167	LOC119648190|XP_037905708.1|HILL	LOC111604932|XP_023178970.1|DHYD
OG0005168	LOC119648188|XP_037905705.1|HILL	LOC111603728|XP_023177207.2|DHYD
OG0005169	LOC119650352|XP_037908962.1|HILL	LOC111597520|XP_023168061.1|DHYD
OG0005170	LOC119650350|XP_037908952.1|HILL	LOC111597478|XP_023167995.1|DHYD
OG0005171	LOC119650351|XP_037908961.1|HILL	LOC111597529|XP_023168074.2|DHYD
OG0005172	LOC119646374|XP_037902738.1|HILL	LOC111593574|XP_023162203.2|DHYD
OG0005173	LOC119653388|XP_037913866.1|HILL	LOC111599931|XP_023171548.2|DHYD
OG0005174	LOC119646194|XP_037902506.1|HILL	LOC111594117|XP_023163044.1|DHYD
OG0005175	LOC119661164|XP_037926308.1|HILL	LOC111603837|XP_023177371.1|DHYD
OG0005176	LOC119646505|XP_037902888.1|HILL	LOC111604157|XP_023177852.1|DHYD
OG0005178	LOC119650206|XP_037908700.1|HILL	LOC111601664|XP_023174116.2|DHYD
OG0005179	LOC119648924|XP_037906758.1|HILL	LOC111605175|XP_023179337.1|DHYD
OG0005180	LOC119650168|XP_037908645.1|HILL	LOC111602916|XP_023176029.2|DHYD
OG0005181	LOC119656687|XP_037919102.1|HILL	LOC111594063|XP_023162958.1|DHYD
OG0005182	LOC119655150|XP_037916820.1|HILL	LOC111599964|XP_030079711.1|DHYD
OG0005183	LOC119646928|XP_037903537.1|HILL	LOC111599047|XP_023170335.1|DHYD
OG0005184	LOC119653678|XP_037914453.1|HILL	LOC111599169|XP_023170521.2|DHYD
OG0005185	LOC119657803|XP_037920830.1|HILL	LOC111604192|XP_023177915.1|DHYD
OG0005186	LOC119646988|XP_037903627.1|HILL	LOC111604461|XP_030081094.1|DHYD
OG0005187	LOC119653915|XP_037915003.1|HILL	LOC111599959|XP_023171603.2|DHYD
OG0005188	LOC119661106|XP_037926230.1|HILL	LOC111602313|XP_023175084.2|DHYD
OG0005189	LOC119655045|XP_037916659.1|HILL	LOC111593035|XP_023161369.2|DHYD
OG0005190	LOC119650183|XP_037908666.1|HILL	LOC111603055|XP_023176280.2|DHYD
OG0005191	LOC119660199|XP_037924553.1|HILL	LOC111602959|XP_023176100.1|DHYD
OG0005192	LOC119646646|XP_037903088.1|HILL	LOC111597675|XP_030080933.1|DHYD
OG0005193	LOC119647004|XP_037903658.1|HILL	LOC111593876|XP_023162708.1|DHYD
OG0005194	LOC119660459|XP_037924948.1|HILL	LOC111602099|XP_023174802.2|DHYD
OG0005195	LOC119660216|XP_037924579.1|HILL	LOC111604181|XP_023177897.1|DHYD
OG0005196	LOC119654299|XP_037915534.1|HILL	LOC111592296|XP_023160168.2|DHYD
OG0005197	LOC119660113|XP_037924431.1|HILL	LOC111600619|XP_023172589.2|DHYD, LOC115483359|XP_030080903.1|DHYD
OG0005198	LOC119649291|XP_037907313.1|HILL	LOC111595383|XP_023164850.1|DHYD
OG0005199	LOC119646818|XP_037903360.1|HILL	LOC111600740|XP_023172786.1|DHYD
OG0005200	LOC119648767|XP_037906527.1|HILL	LOC111600572|XP_023172525.1|DHYD
OG0005201	LOC119647231|XP_037904008.1|HILL	LOC111605387|XP_023179647.1|DHYD
OG0005202	LOC119659373|XP_037923357.1|HILL	LOC111604164|XP_023177870.2|DHYD
OG0005203	LOC119647771|XP_037904877.1|HILL	LOC111593753|XP_030081271.1|DHYD
OG0005204	LOC119652377|XP_037912402.1|HILL	LOC111602328|XP_023175098.2|DHYD
OG0005205	LOC119651667|XP_037911288.1|HILL	LOC111599370|XP_023170774.2|DHYD
OG0005206	LOC119659287|XP_037923228.1|HILL	LOC111605286|XP_023179499.2|DHYD
OG0005207	LOC119659462|XP_037923476.1|HILL	LOC111604602|XP_023178483.2|DHYD
OG0005208	LOC119661158|XP_037926302.1|HILL	LOC111593892|XP_023162727.1|DHYD
OG0005209	LOC119651948|XP_037911730.1|HILL	LOC111598930|XP_023170173.2|DHYD
OG0005210	LOC119651982|XP_037911820.1|HILL	LOC111598965|XP_030080529.1|DHYD
OG0005211	LOC119657737|XP_037920711.1|HILL	LOC111599757|XP_023171279.2|DHYD
OG0005212	LOC119653949|XP_037915041.1|HILL	LOC111600620|XP_023172590.1|DHYD, LOC115483360|XP_030080904.1|DHYD
OG0005213	LOC119652591|XP_037912743.1|HILL	LOC111597247|XP_023167615.2|DHYD
OG0005214	LOC119647681|XP_037904724.1|HILL	LOC111594955|XP_023164220.2|DHYD
OG0005215	LOC119648817|XP_037906602.1|HILL	LOC111601922|XP_023174545.1|DHYD
OG0005216	LOC119651164|XP_037910510.1|HILL	LOC111592547|XP_023160604.2|DHYD
OG0005217	LOC119650644|XP_037909497.1|HILL	LOC111592504|XP_023160495.2|DHYD
OG0005218	LOC119651080|XP_037910348.1|HILL	LOC111597215|XP_023167554.2|DHYD
OG0005219	LOC119652007|XP_037911866.1|HILL	LOC111599935|XP_023171550.2|DHYD
OG0005220	LOC119647508|XP_037904396.1|HILL	LOC111603714|XP_023177186.2|DHYD
OG0005221	LOC119651598|XP_037911176.1|HILL	LOC111593168|XP_030080026.1|DHYD
OG0005222	LOC119653272|XP_037913822.1|HILL	LOC111603519|XP_030079207.1|DHYD
OG0005223	LOC119646923|XP_037903530.1|HILL	LOC111592552|XP_030079046.1|DHYD
OG0005224	LOC119651975|XP_037911809.1|HILL	LOC111599501|XP_023170938.2|DHYD
OG0005225	LOC119652191|XP_037912062.1|HILL	LOC111603907|XP_023177495.2|DHYD
OG0005226	LOC119661440|XP_037926714.1|HILL	LOC111595764|XP_030080276.1|DHYD
OG0005227	LOC119646782|XP_037903294.1|HILL	LOC111602478|XP_023175308.1|DHYD
OG0005228	LOC119646780|XP_037903292.1|HILL	LOC111602541|XP_023175440.2|DHYD
OG0005229	LOC119661611|XP_037926954.1|HILL	LOC111599069|XP_023170361.1|DHYD
OG0005230	LOC119652592|XP_037912744.1|HILL	LOC111602444|XP_023175270.2|DHYD
OG0005231	LOC119646592|XP_037903013.1|HILL	LOC111596009|XP_023165796.1|DHYD
OG0005232	LOC119652329|XP_037912269.1|HILL	LOC111592500|XP_030079563.1|DHYD
OG0005233	LOC119650831|XP_037909900.1|HILL	LOC111598985|XP_023170254.1|DHYD
OG0005234	LOC119653196|XP_037913683.1|HILL	LOC111594689|XP_023163876.1|DHYD
OG0005235	LOC119646624|XP_037903060.1|HILL	LOC111595786|XP_023165439.1|DHYD
OG0005236	LOC119646625|XP_037903061.1|HILL	LOC111599150|XP_023170488.1|DHYD
OG0005237	LOC119661701|XP_037927076.1|HILL	LOC111599081|XP_023170381.1|DHYD
OG0005238	LOC119661751|XP_037927149.1|HILL	LOC111599152|XP_023170490.1|DHYD
OG0005239	LOC119648871|XP_037906690.1|HILL	LOC111594228|XP_023163196.2|DHYD
OG0005240	LOC119651591|XP_037911168.1|HILL	LOC111603914|XP_023177505.1|DHYD
OG0005241	LOC119647642|XP_037904636.1|HILL	LOC111599151|XP_030080319.1|DHYD
OG0005242	LOC119646362|XP_037902727.1|HILL	LOC111600926|XP_023173061.1|DHYD
OG0005243	LOC119650888|XP_037909996.1|HILL	LOC111599189|XP_023170544.2|DHYD
OG0005244	LOC119659971|XP_037924261.1|HILL	LOC111598339|XP_023169311.2|DHYD
OG0005245	LOC119659377|XP_037923365.1|HILL	LOC111598634|XP_023169746.2|DHYD
OG0005246	LOC119654661|XP_037916080.1|HILL	LOC111599089|XP_023170397.2|DHYD
OG0005247	LOC119652677|XP_037912879.1|HILL	LOC111603799|XP_023177316.1|DHYD
OG0005248	LOC119661189|XP_037926338.1|HILL	LOC111593396|XP_030079399.1|DHYD
OG0005249	LOC119659784|XP_037923978.1|HILL	LOC111601372|XP_023173679.1|DHYD
OG0005250	LOC119653244|XP_037913772.1|HILL	LOC111594280|XP_023163290.2|DHYD
OG0005251	LOC119650691|XP_037909591.1|HILL	LOC111594406|XP_023163446.2|DHYD
OG0005252	LOC119652698|XP_037912905.1|HILL	LOC111600170|XP_023171934.2|DHYD
OG0005253	LOC119653918|XP_037915002.1|HILL	LOC111605567|XP_023179909.2|DHYD
OG0005254	LOC119652945|XP_037913264.1|HILL	LOC111594111|XP_023163037.2|DHYD
OG0005255	LOC119652772|XP_037913008.1|HILL	LOC111594110|XP_023163036.2|DHYD
OG0005256	LOC119651464|XP_037910999.1|HILL	LOC111594703|XP_023163892.1|DHYD
OG0005257	LOC119651462|XP_037910996.1|HILL	LOC111600420|XP_023172274.2|DHYD
OG0005258	LOC119650950|XP_037910112.1|HILL	LOC111600359|XP_023172201.2|DHYD, LOC115483406|XP_030081057.1|DHYD
OG0005259	LOC119651157|XP_037910493.1|HILL	LOC111600446|XP_023172309.2|DHYD
OG0005260	LOC119651290|XP_037910735.1|HILL	LOC111600448|XP_023172313.1|DHYD
OG0005261	LOC119652376|XP_037912401.1|HILL	LOC111592625|XP_023160728.1|DHYD
OG0005262	LOC119660828|XP_037925616.1|HILL	LOC111603885|XP_023177471.2|DHYD
OG0005263	LOC119652237|XP_037912138.1|HILL	LOC111594095|XP_023163015.1|DHYD
OG0005264	LOC119652238|XP_037912141.1|HILL	LOC111601423|XP_023173766.2|DHYD, LOC115482813|XP_030078837.1|DHYD
OG0005265	LOC119659362|XP_037923341.1|HILL, LOC119647794|XP_037904924.1|HILL, LOC119647652|XP_037904649.1|HILL	LOC111594755|XP_030079144.1|DHYD
OG0005266	LOC119650604|XP_037909392.1|HILL	LOC111600622|XP_023172596.2|DHYD
OG0005267	LOC119656067|XP_037918276.1|HILL	LOC111596063|XP_023165880.1|DHYD
OG0005268	LOC119653031|XP_037913408.1|HILL	LOC111596061|XP_023165878.2|DHYD
OG0005269	LOC119661467|XP_037926756.1|HILL	LOC111596104|XP_030080303.1|DHYD
OG0005270	LOC119646458|XP_037902836.1|HILL	LOC111592542|XP_023160592.1|DHYD
OG0005271	LOC119647674|XP_037904683.1|HILL	LOC111599000|XP_023170278.1|DHYD
OG0005272	LOC119653757|XP_037914621.1|HILL	LOC111598944|XP_023170190.2|DHYD
OG0005273	LOC119659425|XP_037923437.1|HILL	LOC111598950|XP_023170201.2|DHYD
OG0005274	LOC119661672|XP_037927037.1|HILL	LOC111592534|XP_023160585.2|DHYD
OG0005275	LOC119654665|XP_037916089.1|HILL	LOC111603951|XP_023177550.2|DHYD
OG0005276	LOC119647187|XP_037903927.1|HILL	LOC111600909|XP_023173038.2|DHYD
OG0005277	LOC119647029|XP_037903699.1|HILL	LOC111601942|XP_023174568.2|DHYD
OG0005278	LOC119651932|XP_037911697.1|HILL	LOC111602143|XP_023174860.2|DHYD
OG0005279	LOC119651213|XP_037910592.1|HILL	LOC111596353|XP_023166313.2|DHYD
OG0005280	LOC119661544|XP_037926857.1|HILL	LOC111599049|XP_030080243.1|DHYD
OG0005281	LOC119646951|XP_037903572.1|HILL	LOC111599319|XP_023170701.2|DHYD
OG0005282	LOC119661537|XP_037926844.1|HILL	LOC111603032|XP_023176230.2|DHYD
OG0005283	LOC119650014|XP_037908416.1|HILL	LOC111602687|XP_023175676.1|DHYD
OG0005284	LOC119649421|XP_037907493.1|HILL	LOC111599055|XP_023170344.1|DHYD
OG0005285	LOC119646914|XP_037903888.1|HILL	LOC111599054|XP_023170342.2|DHYD
OG0005286	LOC119646689|XP_037903179.1|HILL	LOC111599217|XP_023170583.1|DHYD
OG0005287	LOC119661172|XP_037926317.1|HILL	LOC111599216|XP_023170582.2|DHYD
OG0005288	LOC119646708|XP_037903214.1|HILL	LOC111601409|XP_023173740.1|DHYD
OG0005289	LOC119658720|XP_037922302.1|HILL	LOC111594399|XP_023163434.2|DHYD
OG0005290	LOC119646721|XP_037903228.1|HILL	LOC111603593|XP_023177019.1|DHYD
OG0005291	LOC119653086|XP_037913508.1|HILL	LOC111592600|XP_023160692.2|DHYD
OG0005292	LOC119653225|XP_037913733.1|HILL	LOC111592550|XP_023160605.2|DHYD
OG0005293	LOC119652192|XP_037912063.1|HILL	LOC111598961|XP_023170215.2|DHYD
OG0005294	LOC119656139|XP_037918400.1|HILL	LOC111602448|XP_023175276.1|DHYD
OG0005295	LOC119652564|XP_037912700.1|HILL	LOC111592643|XP_030079130.1|DHYD
OG0005296	LOC119653099|XP_037913535.1|HILL	LOC111600835|XP_023172907.2|DHYD
OG0005297	LOC119646264|XP_037902595.1|HILL	LOC111603966|XP_023177574.2|DHYD
OG0005298	LOC119650593|XP_037909370.1|HILL	LOC111594691|XP_023163879.1|DHYD
OG0005299	LOC119651761|XP_037911427.1|HILL	LOC111600236|XP_030080625.1|DHYD
OG0005300	LOC119659174|XP_037923061.1|HILL	LOC111591989|XP_023159716.2|DHYD
OG0005301	LOC119652601|XP_037912758.1|HILL	LOC111603746|XP_023177239.2|DHYD
OG0005302	LOC119650681|XP_037909572.1|HILL	LOC111600585|XP_023172540.2|DHYD
OG0005303	LOC119658595|XP_037921987.1|HILL	LOC111599368|XP_030079229.1|DHYD
OG0005304	LOC119651646|XP_037911249.1|HILL	LOC111594351|XP_023163379.2|DHYD
OG0005305	LOC119646930|XP_037903542.1|HILL	LOC111602142|XP_023174859.2|DHYD
OG0005306	LOC119651384|XP_037910891.1|HILL	LOC111602522|XP_023175374.1|DHYD
OG0005307	LOC119651688|XP_037911320.1|HILL	LOC111595188|XP_023164539.1|DHYD
OG0005308	LOC119650845|XP_037909918.1|HILL	LOC111596129|XP_023165968.1|DHYD
OG0005309	LOC119654679|XP_037916110.1|HILL	LOC111596130|XP_023165971.2|DHYD
OG0005310	LOC119647787|XP_037904906.1|HILL	LOC111596225|XP_023166110.1|DHYD
OG0005311	LOC119646262|XP_037902592.1|HILL	LOC111595858|XP_023165541.2|DHYD
OG0005312	LOC119646717|XP_037903224.1|HILL	LOC111605510|XP_023179830.2|DHYD
OG0005313	LOC119647473|XP_037904343.1|HILL	LOC111594667|XP_023163839.2|DHYD
OG0005314	LOC119656543|XP_037918831.1|HILL	LOC111601192|XP_030080283.1|DHYD
OG0005315	LOC119656035|XP_037918233.1|HILL	LOC111594233|XP_030080275.1|DHYD
OG0005316	LOC119661640|XP_037926996.1|HILL	LOC111602106|XP_023174815.2|DHYD
OG0005317	LOC119657812|XP_037920850.1|HILL	LOC111602515|XP_023175366.2|DHYD
OG0005318	LOC119652166|XP_037912040.1|HILL	LOC111593159|XP_023161530.2|DHYD
OG0005319	LOC119653237|XP_037913764.1|HILL	LOC111598937|XP_023170183.2|DHYD
OG0005320	LOC119650698|XP_037909612.1|HILL	LOC111600352|XP_023172191.2|DHYD
OG0005321	LOC119656143|XP_037918403.1|HILL	LOC111595937|XP_023165665.2|DHYD
OG0005322	LOC119654989|XP_037916581.1|HILL	LOC111596306|XP_023166233.2|DHYD
OG0005323	LOC119651991|XP_037911836.1|HILL	LOC111593166|XP_030080012.1|DHYD
OG0005324	LOC119651052|XP_037910306.1|HILL	LOC111594746|XP_023163957.2|DHYD
OG0005325	LOC119651220|XP_037910603.1|HILL	LOC111603884|XP_023177469.2|DHYD
OG0005326	LOC119652645|XP_037912821.1|HILL	LOC111594684|XP_023163871.2|DHYD
OG0005327	LOC119652105|XP_037911971.1|HILL	LOC111593761|XP_023162547.1|DHYD
OG0005328	LOC119657547|XP_037920427.1|HILL	LOC111601394|XP_023173705.1|DHYD
OG0005329	LOC119649430|XP_037907506.1|HILL	LOC111599781|XP_023171319.2|DHYD
OG0005330	LOC119649899|XP_037908221.1|HILL	LOC111599780|XP_023171318.1|DHYD
OG0005331	LOC119658837|XP_037922508.1|HILL	LOC111596064|XP_023165881.1|DHYD
OG0005332	LOC119647140|XP_037903861.1|HILL	LOC111594653|XP_023163819.1|DHYD
OG0005333	LOC119651891|XP_037911644.1|HILL	LOC111594218|XP_023163184.2|DHYD
OG0005334	LOC119646540|XP_037902939.1|HILL	LOC111594392|XP_023163427.1|DHYD
OG0005335	LOC119646541|XP_037902941.1|HILL	LOC111592133|XP_030081990.1|DHYD
OG0005336	LOC119646593|XP_037903015.1|HILL	LOC111600021|XP_023171702.2|DHYD
OG0005337	LOC119656145|XP_037918406.1|HILL	LOC111601206|XP_023173465.2|DHYD
OG0005338	LOC119653036|XP_037913415.1|HILL	LOC111603936|XP_023177533.2|DHYD
OG0005339	LOC119653083|XP_037913503.1|HILL	LOC111592591|XP_023160675.1|DHYD
OG0005340	LOC119652642|XP_037912816.1|HILL	LOC111603855|XP_023177422.2|DHYD
OG0005341	LOC119655922|XP_037918018.1|HILL	LOC111597078|XP_023167376.1|DHYD
OG0005342	LOC119650574|XP_037909322.1|HILL	LOC111603748|XP_023177237.1|DHYD
OG0005343	LOC119660746|XP_037925402.1|HILL	LOC111599890|XP_023171481.2|DHYD
OG0005344	LOC119655394|XP_037917199.1|HILL	LOC111595548|XP_023165104.1|DHYD
OG0005345	LOC119652721|XP_037912942.1|HILL	LOC111596294|XP_023166218.1|DHYD
OG0005346	LOC119648550|XP_037906248.1|HILL	LOC111605031|XP_023179131.1|DHYD
OG0005347	LOC119656378|XP_037918724.1|HILL	LOC111602154|XP_023174874.2|DHYD
OG0005348	LOC119646931|XP_037903544.1|HILL	LOC111594733|XP_030079039.1|DHYD
OG0005349	LOC119656779|XP_037919294.1|HILL	LOC111594403|XP_023163444.2|DHYD
OG0005350	LOC119651331|XP_037910804.1|HILL	LOC111592539|XP_023160590.2|DHYD
OG0005351	LOC119650514|XP_037909291.1|HILL	LOC111603045|XP_023176257.2|DHYD
OG0005352	LOC119653236|XP_037913753.1|HILL	LOC111597787|XP_023168429.2|DHYD
OG0005353	LOC119654431|XP_037915760.1|HILL	LOC111595449|XP_023164944.2|DHYD
OG0005354	LOC119650588|XP_037909356.1|HILL	LOC111593171|XP_030079077.1|DHYD
OG0005355	LOC119652338|XP_037912287.1|HILL	LOC111602465|XP_023175293.2|DHYD
OG0005356	LOC119652090|XP_037911957.1|HILL	LOC111602502|XP_023175342.2|DHYD
OG0005357	LOC119658215|XP_037921410.1|HILL	LOC111592916|XP_030080272.1|DHYD
OG0005358	LOC119651409|XP_037910929.1|HILL	LOC111593158|XP_023161529.2|DHYD
OG0005359	LOC119650054|XP_037908474.1|HILL	LOC111599731|XP_023171244.2|DHYD
OG0005360	LOC119648381|XP_037906043.1|HILL	LOC111592256|XP_023160106.1|DHYD
OG0005361	LOC119650985|XP_037910179.1|HILL	LOC111601148|XP_023173387.2|DHYD
OG0005362	LOC119651644|XP_037911247.1|HILL	LOC111603949|XP_023177548.1|DHYD
OG0005363	LOC119652427|XP_037912479.1|HILL	LOC111602327|XP_023175096.2|DHYD
OG0005364	LOC119646986|XP_037903626.1|HILL	LOC111593991|XP_023162854.1|DHYD
OG0005365	LOC119655858|XP_037917910.1|HILL	LOC111594946|XP_023164207.2|DHYD
OG0005366	LOC119646222|XP_037902537.1|HILL	LOC111594934|XP_023164194.1|DHYD
OG0005367	LOC119649754|XP_037907978.1|HILL	LOC111594948|XP_023164213.1|DHYD
OG0005368	LOC119660829|XP_037925619.1|HILL	LOC111595717|XP_023165333.1|DHYD
OG0005369	LOC119646563|XP_037902970.1|HILL	LOC111596287|XP_023166209.1|DHYD
OG0005370	LOC119652224|XP_037912100.1|HILL	LOC111602493|XP_023175327.2|DHYD
OG0005371	LOC119652181|XP_037912053.1|HILL	LOC111595192|XP_023164543.2|DHYD
OG0005372	LOC119653124|XP_037913578.1|HILL	LOC111602706|XP_023175712.2|DHYD
OG0005373	LOC119652560|XP_037912695.1|HILL	LOC111592062|XP_023159832.1|DHYD
OG0005374	LOC119646738|XP_037903244.1|HILL	LOC111602476|XP_023175306.1|DHYD
OG0005375	LOC119646737|XP_037903243.1|HILL	LOC111602453|XP_030079240.1|DHYD
OG0005376	LOC119656987|XP_037919651.1|HILL	LOC111599128|XP_030080389.1|DHYD
OG0005377	LOC119654262|XP_037915458.1|HILL	LOC111595293|XP_030079490.1|DHYD
OG0005378	LOC119652955|XP_037913278.1|HILL	LOC111595847|XP_023165525.2|DHYD
OG0005379	LOC119651984|XP_037911827.1|HILL	LOC111599323|XP_023170707.1|DHYD
OG0005380	LOC119653070|XP_037913478.1|HILL	LOC111595856|XP_030079226.1|DHYD
OG0005382	LOC119646569|XP_037902980.1|HILL	LOC111596049|XP_023165865.1|DHYD
OG0005383	LOC119648086|XP_037905507.1|HILL	LOC111601046|XP_023173228.1|DHYD
OG0005384	LOC119659325|XP_037923287.1|HILL	LOC111602949|XP_023176078.1|DHYD
OG0005385	LOC119660827|XP_037925615.1|HILL	LOC111597066|XP_023167361.2|DHYD
OG0005386	LOC119647233|XP_037904017.1|HILL	LOC111600703|XP_023172726.2|DHYD
OG0005387	LOC119651414|XP_037910936.1|HILL	LOC111597798|XP_030080590.1|DHYD
OG0005388	LOC119646258|XP_037902589.1|HILL	LOC111599063|XP_023170351.1|DHYD
OG0005389	LOC119656938|XP_037919570.1|HILL	LOC111603771|XP_023177274.2|DHYD
OG0005390	LOC119646335|XP_037902725.1|HILL	LOC111599395|XP_023170801.1|DHYD
