Orthogroup	HILL.longest_only	DBUS.longest_only
OG0005337	LOC119656145|XP_037918406.1|HILL	LOC108594838|XP_017835465.1|DBUS
OG0005338	LOC119653036|XP_037913415.1|HILL	LOC117134867|XP_033150084.1|DBUS
OG0005339	LOC119653083|XP_037913503.1|HILL	LOC108605473|XP_017850653.1|DBUS
OG0005340	LOC119652642|XP_037912816.1|HILL	LOC108607514|XP_017853872.1|DBUS
OG0005341	LOC119655922|XP_037918018.1|HILL	LOC108596220|XP_017837237.1|DBUS
OG0005342	LOC119650574|XP_037909322.1|HILL	LOC108598601|XP_017840789.2|DBUS
OG0005343	LOC119660746|XP_037925402.1|HILL	LOC108595088|XP_017835729.1|DBUS
OG0005344	LOC119655394|XP_037917199.1|HILL	LOC108595740|XP_017836515.1|DBUS
OG0005345	LOC119652721|XP_037912942.1|HILL	LOC108599711|XP_017842200.1|DBUS
OG0005346	LOC119648550|XP_037906248.1|HILL	LOC108606839|XP_017852824.1|DBUS
OG0005347	LOC119656378|XP_037918724.1|HILL	LOC108594222|XP_017834821.1|DBUS
OG0005348	LOC119646931|XP_037903544.1|HILL	LOC108608046|XP_017854715.2|DBUS
OG0005349	LOC119656779|XP_037919294.1|HILL	LOC108602620|XP_017846251.2|DBUS
OG0005350	LOC119651331|XP_037910804.1|HILL	LOC108608254|XP_017855033.1|DBUS
OG0005351	LOC119650514|XP_037909291.1|HILL	LOC108599776|XP_017842319.2|DBUS
OG0005352	LOC119653236|XP_037913753.1|HILL	LOC108608179|XP_033150583.1|DBUS
OG0005353	LOC119654431|XP_037915760.1|HILL	LOC108595335|XP_017836043.2|DBUS
OG0005354	LOC119650588|XP_037909356.1|HILL	LOC108608139|XP_033150117.1|DBUS
OG0005355	LOC119652338|XP_037912287.1|HILL	LOC108608276|XP_017855073.1|DBUS
OG0005356	LOC119652090|XP_037911957.1|HILL	LOC108594284|XP_017834909.1|DBUS
OG0005357	LOC119658215|XP_037921410.1|HILL	LOC108597880|XP_017840003.2|DBUS
OG0005358	LOC119651409|XP_037910929.1|HILL	LOC108607643|XP_017854059.2|DBUS
OG0005359	LOC119650054|XP_037908474.1|HILL	LOC108594844|XP_033149201.1|DBUS
OG0005360	LOC119648381|XP_037906043.1|HILL	LOC108598439|XP_017840560.1|DBUS
OG0005361	LOC119650985|XP_037910179.1|HILL	LOC108608306|XP_017855123.1|DBUS
OG0005362	LOC119651644|XP_037911247.1|HILL	LOC108598181|XP_017840289.1|DBUS
OG0005363	LOC119652427|XP_037912479.1|HILL	LOC108597564|XP_017839666.2|DBUS
OG0005364	LOC119646986|XP_037903626.1|HILL	LOC108597432|XP_017839479.1|DBUS
OG0005365	LOC119655858|XP_037917910.1|HILL	LOC108608429|XP_017855286.1|DBUS
OG0005366	LOC119646222|XP_037902537.1|HILL	LOC108596213|XP_017837231.1|DBUS
OG0005367	LOC119649754|XP_037907978.1|HILL	LOC108607882|XP_017854472.1|DBUS
OG0005368	LOC119660829|XP_037925619.1|HILL	LOC108604588|XP_017849609.1|DBUS
OG0005369	LOC119646563|XP_037902970.1|HILL	LOC108603261|XP_017847405.1|DBUS
OG0005370	LOC119652224|XP_037912100.1|HILL	LOC108608032|XP_017854698.1|DBUS
OG0005371	LOC119652181|XP_037912053.1|HILL	LOC108594516|XP_017835208.1|DBUS
OG0005372	LOC119653124|XP_037913578.1|HILL	LOC108601881|XP_017845344.1|DBUS
OG0005373	LOC119652560|XP_037912695.1|HILL	LOC108596999|XP_017838768.1|DBUS
OG0005374	LOC119646738|XP_037903244.1|HILL	LOC108608071|XP_017854753.1|DBUS, LOC108606129|XP_033150363.1|DBUS
OG0005375	LOC119646737|XP_037903243.1|HILL	LOC108608070|XP_033150681.1|DBUS
OG0005376	LOC119656987|XP_037919651.1|HILL	LOC108607754|XP_017854268.1|DBUS
OG0005377	LOC119654262|XP_037915458.1|HILL	LOC108600757|XP_017844004.1|DBUS
OG0005378	LOC119652955|XP_037913278.1|HILL	LOC108608026|XP_017854691.1|DBUS
OG0005379	LOC119651984|XP_037911827.1|HILL	LOC108604079|XP_017848843.2|DBUS
OG0005380	LOC119653070|XP_037913478.1|HILL	LOC108594359|XP_017835006.1|DBUS
OG0005382	LOC119646569|XP_037902980.1|HILL	LOC108606481|XP_033150851.1|DBUS
OG0005383	LOC119648086|XP_037905507.1|HILL	LOC108598433|XP_017840551.1|DBUS
OG0005384	LOC119659325|XP_037923287.1|HILL	LOC108603328|XP_017847540.1|DBUS, LOC108603303|XP_017847468.1|DBUS
OG0005385	LOC119660827|XP_037925615.1|HILL	LOC108597453|XP_017839507.1|DBUS
OG0005386	LOC119647233|XP_037904017.1|HILL	LOC108595241|XP_017835929.1|DBUS
OG0005387	LOC119651414|XP_037910936.1|HILL	LOC108603742|XP_017848287.1|DBUS
OG0005388	LOC119646258|XP_037902589.1|HILL	LOC108607467|XP_017853793.1|DBUS
OG0005389	LOC119656938|XP_037919570.1|HILL	LOC108594405|XP_017835062.1|DBUS
OG0005390	LOC119646335|XP_037902725.1|HILL	LOC108594279|XP_017834903.1|DBUS
OG0005391	LOC119646511|XP_037902935.1|HILL	LOC108594281|XP_017834905.1|DBUS
OG0005392	LOC119660997|XP_037926024.1|HILL	LOC108607688|XP_017854152.1|DBUS
OG0005393	LOC119650629|XP_037909465.1|HILL	LOC108602879|XP_017846668.1|DBUS
OG0005394	LOC119650089|XP_037908530.1|HILL	LOC108608385|XP_033149823.1|DBUS
OG0005395	LOC119659737|XP_037923927.1|HILL	LOC108608232|XP_017855004.2|DBUS
OG0005396	LOC119654364|XP_037915641.1|HILL	LOC108608094|XP_033150806.1|DBUS
OG0005397	LOC119646847|XP_037903396.1|HILL	LOC108608096|XP_017854790.1|DBUS
OG0005398	LOC119655264|XP_037916990.1|HILL	LOC108603281|XP_017847433.1|DBUS
OG0005399	LOC119646246|XP_037902568.1|HILL	LOC108597387|XP_017839409.2|DBUS
OG0005401	LOC119656809|XP_037919358.1|HILL	LOC108600776|XP_017844036.1|DBUS
OG0005402	LOC119661647|XP_037927007.1|HILL	LOC108607890|XP_017854484.1|DBUS
OG0005403	LOC119646621|XP_037903057.1|HILL	LOC108594226|XP_017834825.1|DBUS
OG0005404	LOC119646943|XP_037903560.1|HILL	LOC108594227|XP_017834826.1|DBUS
OG0005405	LOC119661428|XP_037926701.1|HILL	LOC108597345|XP_017839341.1|DBUS
OG0005406	LOC119661331|XP_037926560.1|HILL	LOC108597568|XP_017839668.2|DBUS
OG0005407	LOC119654173|XP_037915287.1|HILL	LOC108595910|XP_017836690.1|DBUS
OG0005408	LOC119646556|XP_037902961.1|HILL	LOC108607948|XP_017854556.1|DBUS
OG0005409	LOC119646889|XP_037903453.1|HILL	LOC108608230|XP_033150819.1|DBUS
OG0005410	LOC119661774|XP_037927176.1|HILL	LOC108607659|XP_017854096.1|DBUS
OG0005411	LOC119656478|XP_037918733.1|HILL	LOC108595878|XP_017836657.1|DBUS
OG0005412	LOC119661694|XP_037927068.1|HILL	LOC108596446|XP_017837679.1|DBUS
OG0005413	LOC119646464|XP_037902841.1|HILL	LOC108596377|XP_017837535.1|DBUS
OG0005414	LOC119657952|XP_037921082.1|HILL	LOC108605971|XP_017851282.1|DBUS
OG0005415	LOC119655934|XP_037918047.1|HILL, LOC119660720|XP_037925296.1|HILL	LOC108606799|XP_017852750.1|DBUS
OG0005416	LOC119660974|XP_037925977.1|HILL	LOC108597531|XP_017839620.1|DBUS
OG0005417	LOC119650980|XP_037910170.1|HILL	LOC108603327|XP_017847542.1|DBUS
OG0005418	LOC119650979|XP_037910169.1|HILL	LOC108594455|XP_017835119.1|DBUS
OG0005419	LOC119651754|XP_037911419.1|HILL	LOC108602010|XP_017845507.1|DBUS
OG0005420	LOC119652570|XP_037912712.1|HILL	LOC108594483|XP_017835162.1|DBUS
OG0005421	LOC119652112|XP_037911980.1|HILL	LOC108597244|XP_017839186.2|DBUS
OG0005422	LOC119655932|XP_037918043.1|HILL	LOC108606417|XP_017852002.1|DBUS
OG0005423	LOC119652599|XP_037912755.1|HILL	LOC108608111|XP_033150952.1|DBUS
OG0005424	LOC119656074|XP_037918287.1|HILL	LOC108596879|XP_017838545.1|DBUS
OG0005425	LOC119658439|XP_037921770.1|HILL	LOC108606978|XP_017853035.1|DBUS
OG0005426	LOC119649251|XP_037907250.1|HILL	LOC108596637|XP_017838087.1|DBUS
OG0005427	LOC119653128|XP_037913584.1|HILL	LOC108602298|XP_017845871.2|DBUS
OG0005428	LOC119661030|XP_037926118.1|HILL	LOC108608189|XP_033149803.1|DBUS
OG0005429	LOC119651246|XP_037910654.1|HILL	LOC108594349|XP_033150687.1|DBUS
OG0005430	LOC119651997|XP_037911848.1|HILL	LOC108594351|XP_017834993.1|DBUS
OG0005431	LOC119652223|XP_037912099.1|HILL	LOC108594467|XP_033150775.1|DBUS
OG0005432	LOC119651624|XP_037911214.1|HILL	LOC108608143|XP_017854875.1|DBUS
OG0005433	LOC119646327|XP_037902680.1|HILL	LOC108595441|XP_017836164.1|DBUS
OG0005434	LOC119651786|XP_037911472.1|HILL	LOC108608129|XP_017854848.1|DBUS
OG0005435	LOC119651275|XP_037910708.1|HILL	LOC108597308|XP_017839281.1|DBUS
OG0005436	LOC119651396|XP_037910905.1|HILL	LOC108597297|XP_017839268.2|DBUS
OG0005437	LOC119659891|XP_037924141.1|HILL	LOC108603916|XP_017848591.1|DBUS
OG0005438	LOC119647222|XP_037903981.1|HILL	LOC108608226|XP_017854994.1|DBUS
OG0005439	LOC119661359|XP_037926596.1|HILL	LOC108603210|XP_017847286.1|DBUS
OG0005440	LOC119647081|XP_037903766.1|HILL	LOC108607977|XP_017854619.1|DBUS
OG0005441	LOC119657186|XP_037919908.1|HILL	LOC108606783|XP_033150767.1|DBUS
OG0005442	LOC119646481|XP_037902862.1|HILL	LOC108608158|XP_017854901.1|DBUS
OG0005443	LOC119646559|XP_037902965.1|HILL	LOC108608048|XP_017854718.1|DBUS
OG0005444	LOC119646166|XP_037902470.1|HILL	LOC108607961|XP_017854577.1|DBUS
OG0005445	LOC119661108|XP_037926232.1|HILL	LOC108605675|XP_017850958.1|DBUS
OG0005447	LOC119647191|XP_037903930.1|HILL	LOC108595254|XP_017835954.2|DBUS
OG0005448	LOC119651901|XP_037911654.1|HILL	LOC108596698|XP_017838210.1|DBUS
OG0005449	LOC119653570|XP_037914226.1|HILL	LOC108607227|XP_017853393.1|DBUS
OG0005450	LOC119652062|XP_037911930.1|HILL	LOC108602347|XP_017845935.1|DBUS
OG0005452	LOC119647246|XP_037904048.1|HILL	LOC108597661|XP_017839809.1|DBUS
OG0005453	LOC119651183|XP_037910542.1|HILL	LOC108603353|XP_017847579.1|DBUS
OG0005454	LOC119654712|XP_037916163.1|HILL	LOC108607791|XP_017854319.1|DBUS
OG0005455	LOC119652415|XP_037912461.1|HILL	LOC108596279|XP_017837341.1|DBUS
OG0005456	LOC119651529|XP_037911089.1|HILL	LOC108598892|XP_017841142.1|DBUS
OG0005457	LOC119652309|XP_037912248.1|HILL	LOC108598939|XP_017841194.1|DBUS
OG0005458	LOC119647455|XP_037904317.1|HILL	LOC108594458|XP_017835124.1|DBUS
OG0005459	LOC119657539|XP_037920413.1|HILL	LOC108606190|XP_017851539.2|DBUS
OG0005460	LOC119646902|XP_037903498.1|HILL	LOC108607460|XP_017853787.1|DBUS
OG0005461	LOC119651211|XP_037910590.1|HILL	LOC108597183|XP_017839102.1|DBUS
OG0005462	LOC119651521|XP_037911079.1|HILL	LOC108597636|XP_017839774.1|DBUS
OG0005463	LOC119651915|XP_037911672.1|HILL	LOC108600178|XP_017843074.1|DBUS
OG0005464	LOC119653228|XP_037913743.1|HILL	LOC108605028|XP_033150769.1|DBUS
OG0005465	LOC119650592|XP_037909367.1|HILL	LOC108598938|XP_017841192.1|DBUS
OG0005466	LOC119652978|XP_037913316.1|HILL	LOC108598936|XP_017841190.1|DBUS
OG0005467	LOC119659295|XP_037923235.1|HILL	LOC108601642|XP_017845032.1|DBUS
OG0005468	LOC119661730|XP_037927125.1|HILL	LOC108607537|XP_017853907.1|DBUS
OG0005469	LOC119661372|XP_037926618.1|HILL	LOC108594964|XP_017839990.2|DBUS
OG0005470	LOC119661371|XP_037926617.1|HILL	LOC108607594|XP_033150750.1|DBUS
OG0005471	LOC119661553|XP_037926871.1|HILL	LOC108594208|XP_017834802.2|DBUS
OG0005472	LOC119647388|XP_037904207.1|HILL	LOC108607895|XP_017854490.1|DBUS
OG0005473	LOC119657346|XP_037920151.1|HILL	LOC108596813|XP_017838422.1|DBUS
OG0005474	LOC119647057|XP_037903741.1|HILL	LOC108595508|XP_017836288.2|DBUS
OG0005475	LOC119651520|XP_037911082.1|HILL	LOC108598061|XP_017839992.1|DBUS
OG0005476	LOC119654790|XP_037916266.1|HILL	LOC108595743|XP_017836520.1|DBUS
OG0005477	LOC119652425|XP_037912476.1|HILL	LOC108599603|XP_017842045.1|DBUS
OG0005478	LOC119658633|XP_037922084.1|HILL	LOC108597357|XP_017839365.1|DBUS
OG0005479	LOC119657193|XP_037919929.1|HILL	LOC108600085|XP_017842937.1|DBUS
OG0005480	LOC119657203|XP_037919941.1|HILL	LOC108607902|XP_033150898.1|DBUS
OG0005481	LOC119657575|XP_037920472.1|HILL	LOC108608540|XP_017855445.1|DBUS
OG0005482	LOC119655307|XP_037917068.1|HILL	LOC108607917|XP_017854518.1|DBUS
OG0005483	LOC119646331|XP_037902683.1|HILL	LOC108604330|XP_017849245.1|DBUS
OG0005484	LOC119646196|XP_037902507.1|HILL	LOC108605344|XP_033150764.1|DBUS
OG0005485	LOC119646512|XP_037902895.1|HILL	LOC108596760|XP_017838331.1|DBUS
OG0005486	LOC119647250|XP_037904056.1|HILL	LOC108597021|XP_017838790.1|DBUS
OG0005487	LOC119660700|XP_037925267.1|HILL	LOC108607625|XP_017854032.1|DBUS
OG0005488	LOC119661682|XP_037927049.1|HILL	LOC108596383|XP_017837547.1|DBUS
OG0005489	LOC119661697|XP_037927071.1|HILL	LOC108597554|XP_017839654.1|DBUS
OG0005490	LOC119653558|XP_037914202.1|HILL	LOC108597903|XP_017840014.1|DBUS
OG0005491	LOC119647497|XP_037904384.1|HILL	LOC108607846|XP_033150895.1|DBUS
OG0005492	LOC119646810|XP_037903339.1|HILL	LOC108608004|XP_017854656.1|DBUS
OG0005493	LOC119651911|XP_037911665.1|HILL	LOC108595621|XP_017836379.2|DBUS
OG0005494	LOC119661402|XP_037926659.1|HILL	LOC108596249|XP_017837290.1|DBUS
OG0005495	LOC119659568|XP_037923649.1|HILL	LOC108596295|XP_017837375.1|DBUS
OG0005496	LOC119647274|XP_037904093.1|HILL	LOC108604383|XP_017849327.1|DBUS
OG0005497	LOC119648029|XP_037905381.1|HILL	LOC108598833|XP_017841078.1|DBUS
OG0005498	LOC119646726|XP_037903234.1|HILL	LOC108598843|XP_017841090.1|DBUS
OG0005499	LOC119647316|XP_037904171.1|HILL	LOC108607966|XP_017854582.1|DBUS
OG0005500	LOC119647318|XP_037904173.1|HILL	LOC108607967|XP_033148996.1|DBUS
OG0005501	LOC119657241|XP_037919987.1|HILL	LOC108607854|XP_017854425.1|DBUS
OG0005502	LOC119646584|XP_037903006.1|HILL	LOC108607855|XP_017854426.2|DBUS
OG0005503	LOC119652351|XP_037912342.1|HILL	LOC108607644|XP_033150748.1|DBUS, LOC108602912|XP_017846717.1|DBUS
OG0005504	LOC119661333|XP_037926563.1|HILL	LOC108599398|XP_017841699.1|DBUS
OG0005506	LOC119647086|XP_037903778.1|HILL	LOC108607958|XP_017854575.2|DBUS
OG0005507	LOC119661140|XP_037926269.1|HILL	LOC108603744|XP_017848305.1|DBUS
OG0005508	LOC119646805|XP_037903326.1|HILL	LOC108607589|XP_017853978.1|DBUS
OG0005509	LOC119651569|XP_037911134.1|HILL	LOC108598169|XP_017840311.1|DBUS
OG0005510	LOC119650815|XP_037909881.1|HILL	LOC108607510|XP_017853863.2|DBUS
OG0005511	LOC119655562|XP_037917421.1|HILL	LOC108606396|XP_017851964.1|DBUS
OG0005512	LOC119651273|XP_037910706.1|HILL	LOC108604705|XP_017849757.1|DBUS
OG0005513	LOC119648193|XP_037905716.1|HILL	LOC108602788|XP_017846492.1|DBUS
OG0005514	LOC119652459|XP_037912551.1|HILL	LOC108602893|XP_017846691.1|DBUS
OG0005515	LOC119654506|XP_037915873.1|HILL	LOC108596944|XP_017838672.1|DBUS
OG0005516	LOC119654500|XP_037915860.1|HILL	LOC108608339|XP_033150596.1|DBUS
OG0005517	LOC119650830|XP_037909895.1|HILL	LOC108608379|XP_017855217.2|DBUS
OG0005518	LOC119646824|XP_037903371.1|HILL	LOC108596851|XP_017838480.1|DBUS
OG0005519	LOC119661119|XP_037926242.1|HILL	LOC108597497|XP_017839569.1|DBUS
OG0005520	LOC119651631|XP_037911223.1|HILL	LOC108608422|XP_017855274.1|DBUS
OG0005521	LOC119655622|XP_037917522.1|HILL	LOC108601111|XP_017844520.1|DBUS
OG0005522	LOC119661285|XP_037926489.1|HILL	LOC108598073|XP_033149334.1|DBUS
OG0005523	LOC119661248|XP_037926415.1|HILL	LOC108601301|XP_017844114.2|DBUS
OG0005524	LOC119646315|XP_037902663.1|HILL	LOC108608378|XP_017855214.1|DBUS
OG0005525	LOC119660839|XP_037925645.1|HILL	LOC108597519|XP_017839605.2|DBUS
OG0005526	LOC119646405|XP_037902777.1|HILL	LOC108599494|XP_017841833.1|DBUS
OG0005528	LOC119661637|XP_037926988.1|HILL	LOC108599558|XP_017841945.1|DBUS
OG0005529	LOC119650714|XP_037909652.1|HILL	LOC108594436|XP_033149122.1|DBUS
OG0005531	LOC119647578|XP_037904513.1|HILL	LOC108600376|XP_017843405.1|DBUS
OG0005532	LOC119653134|XP_037913594.1|HILL	LOC108607809|XP_017854343.1|DBUS
OG0005533	LOC119653843|XP_037914819.1|HILL	LOC108608041|XP_017854711.2|DBUS
OG0005534	LOC119657210|XP_037919948.1|HILL	LOC108599696|XP_017842182.1|DBUS
OG0005535	LOC119647248|XP_037904052.1|HILL	LOC108607655|XP_017854086.1|DBUS
OG0005536	LOC119661379|XP_037926626.1|HILL	LOC108607729|XP_017854242.2|DBUS
OG0005538	LOC119646617|XP_037903051.1|HILL	LOC108594234|XP_017834835.2|DBUS
OG0005539	LOC119646371|XP_037902735.1|HILL	LOC108596339|XP_017837486.1|DBUS
OG0005540	LOC119649400|XP_037907456.1|HILL	LOC108608463|XP_017855336.1|DBUS
OG0005541	LOC119650106|XP_037908558.1|HILL	LOC108608100|XP_017854797.1|DBUS
OG0005542	LOC119660742|XP_037925376.1|HILL	LOC108599638|XP_017842099.1|DBUS
OG0005543	LOC119650693|XP_037909597.1|HILL	LOC108607524|XP_017853890.1|DBUS
OG0005544	LOC119651880|XP_037911624.1|HILL	LOC108608454|XP_017855322.1|DBUS
OG0005545	LOC119646324|XP_037902672.1|HILL	LOC108607775|XP_017854295.1|DBUS
OG0005546	LOC119650636|XP_037909487.1|HILL	LOC108594296|XP_033150244.1|DBUS
OG0005547	LOC119657357|XP_037920161.1|HILL	LOC108601335|XP_017844726.1|DBUS
OG0005548	LOC119661500|XP_037926795.1|HILL	LOC108607887|XP_017854480.1|DBUS
OG0005549	LOC119661209|XP_037926360.1|HILL	LOC108607891|XP_017854485.1|DBUS
OG0005550	LOC119647202|XP_037903946.1|HILL	LOC108608275|XP_017855071.2|DBUS, LOC117134980|XP_033150554.1|DBUS
OG0005551	LOC119650777|XP_037909816.1|HILL	LOC108597077|XP_017838902.1|DBUS
OG0005552	LOC119650770|XP_037909805.1|HILL	LOC108597627|XP_017839759.1|DBUS
OG0005553	LOC119649148|XP_037907090.1|HILL	LOC108598327|XP_017840436.1|DBUS
OG0005554	LOC119647262|XP_037904072.1|HILL	LOC108596270|XP_033150870.1|DBUS
OG0005555	LOC119653258|XP_037917587.1|HILL	LOC108599853|XP_017842474.1|DBUS
OG0005556	LOC119646121|XP_037906169.1|HILL	LOC108599809|XP_017842382.2|DBUS
OG0005557	LOC119655753|XP_037917738.1|HILL	LOC108602437|XP_017846050.1|DBUS
OG0005558	LOC119647302|XP_037904132.1|HILL	LOC108599770|XP_017842322.2|DBUS
OG0005559	LOC119658355|XP_037921645.1|HILL	LOC108608264|XP_017855047.2|DBUS
OG0005560	LOC119650689|XP_037909586.1|HILL	LOC108607608|XP_017854003.1|DBUS
OG0005561	LOC119661303|XP_037926520.1|HILL	LOC108605614|XP_017850884.1|DBUS
OG0005562	LOC119656555|XP_037918859.1|HILL	LOC108608418|XP_017855265.2|DBUS
OG0005563	LOC119660880|XP_037925723.1|HILL	LOC108607344|XP_017853517.1|DBUS
OG0005564	LOC119652983|XP_037913335.1|HILL	LOC108607472|XP_033149412.1|DBUS
OG0005565	LOC119646553|XP_037902959.1|HILL	LOC108607848|XP_017854418.1|DBUS
OG0005566	LOC119661559|XP_037926878.1|HILL	LOC108607850|XP_017854419.1|DBUS
OG0005567	LOC119652047|XP_037911910.1|HILL	LOC108602257|XP_017845800.1|DBUS
OG0005568	LOC119661735|XP_037927129.1|HILL	LOC108606155|XP_017851499.1|DBUS
OG0005569	LOC119651309|XP_037910763.1|HILL	LOC108599927|XP_033150842.1|DBUS
OG0005570	LOC119646448|XP_037902828.1|HILL	LOC108608023|XP_017854690.1|DBUS
OG0005571	LOC119655241|XP_037916954.1|HILL	LOC108597093|XP_017838945.1|DBUS
OG0005572	LOC119657478|XP_037920329.1|HILL	LOC108597715|XP_017839894.1|DBUS
OG0005573	LOC119653788|XP_037914719.1|HILL	LOC108604081|XP_017848844.1|DBUS
OG0005574	LOC119660712|XP_037925283.1|HILL	LOC108596264|XP_017837310.1|DBUS
OG0005575	LOC119659769|XP_037923956.1|HILL	LOC108602624|XP_017846252.1|DBUS
OG0005576	LOC119660947|XP_037925884.1|HILL	LOC108595996|XP_017836772.1|DBUS
OG0005577	LOC119647520|XP_037904416.1|HILL	LOC108598773|XP_017841002.1|DBUS
OG0005578	LOC119649918|XP_037908248.1|HILL	LOC108598279|XP_033149535.1|DBUS
OG0005579	LOC119649919|XP_037908251.1|HILL	LOC108600856|XP_017844148.1|DBUS
OG0005580	LOC119649472|XP_037907557.1|HILL	LOC108599978|XP_017842737.1|DBUS
OG0005581	LOC119653747|XP_037914601.1|HILL	LOC108606420|XP_017852005.1|DBUS
OG0005582	LOC119647557|XP_037904477.1|HILL	LOC108600956|XP_017844292.1|DBUS
OG0005583	LOC119649686|XP_037907876.1|HILL	LOC108599891|XP_017842568.1|DBUS
OG0005584	LOC119654943|XP_037916527.1|HILL	LOC108597019|XP_017838792.2|DBUS
OG0005585	LOC119660026|XP_037924331.1|HILL	LOC108604676|XP_017849719.1|DBUS
OG0005586	LOC119659706|XP_037923887.1|HILL	LOC108602249|XP_017845789.1|DBUS
OG0005587	LOC119660256|XP_037924638.1|HILL	LOC108595498|XP_017836239.1|DBUS
OG0005588	LOC119658763|XP_037922384.1|HILL	LOC108600694|XP_017843900.1|DBUS
OG0005589	LOC119658771|XP_037922395.1|HILL	LOC108601964|XP_017845439.1|DBUS
OG0005590	LOC119657166|XP_037919884.1|HILL	LOC108595250|XP_017835943.1|DBUS
OG0005591	LOC119660300|XP_037924701.1|HILL	LOC108607194|XP_017853344.1|DBUS
OG0005592	LOC119659453|XP_037923466.1|HILL	LOC108604668|XP_017849709.1|DBUS
OG0005593	LOC119650335|XP_037908918.1|HILL	LOC108600932|XP_017844258.1|DBUS
OG0005594	LOC119650334|XP_037908917.1|HILL	LOC108599561|XP_017841946.1|DBUS
OG0005595	LOC119650333|XP_037908916.1|HILL	LOC108599557|XP_017841940.1|DBUS
OG0005596	LOC119649270|XP_037907287.1|HILL	LOC108600346|XP_017843358.2|DBUS
OG0005597	LOC119660153|XP_037924483.1|HILL	LOC108601950|XP_017845423.1|DBUS
OG0005598	LOC119659410|XP_037923410.1|HILL	LOC108601739|XP_017845148.1|DBUS
OG0005599	LOC119652547|XP_037912682.1|HILL	LOC108596857|XP_017838490.1|DBUS
OG0005600	LOC119649115|XP_037907043.1|HILL	LOC108602232|XP_017845769.1|DBUS
OG0005601	LOC119653662|XP_037914420.1|HILL	LOC108607068|XP_017853174.1|DBUS
OG0005602	LOC119660284|XP_037924683.1|HILL	LOC108602738|XP_017846379.1|DBUS
OG0005603	LOC119655015|XP_037916615.1|HILL	LOC108596617|XP_017838051.1|DBUS
OG0005604	LOC119653455|XP_037913992.1|HILL	LOC108596968|XP_017838705.1|DBUS
OG0005605	LOC119653711|XP_037914520.1|HILL	LOC108596403|XP_033149026.1|DBUS
OG0005606	LOC119656843|XP_037919424.1|HILL	LOC108608506|XP_017855396.2|DBUS
OG0005607	LOC119658762|XP_037922383.1|HILL	LOC108603818|XP_017848434.1|DBUS
OG0005608	LOC119660542|XP_037925103.1|HILL	LOC108604747|XP_017849822.1|DBUS
OG0005609	LOC119660853|XP_037925676.1|HILL	LOC108600271|XP_017843219.1|DBUS
OG0005610	LOC119660304|XP_037924706.1|HILL	LOC108600110|XP_017842970.2|DBUS
OG0005611	LOC119647505|XP_037904388.1|HILL	LOC108599734|XP_017842226.1|DBUS
OG0005612	LOC119659154|XP_037923032.1|HILL	LOC108604485|XP_017849463.1|DBUS
OG0005613	LOC119659693|XP_037923876.1|HILL	LOC108604694|XP_017849740.1|DBUS
OG0005614	LOC119659003|XP_037922817.1|HILL	LOC108604270|XP_017849155.1|DBUS
OG0005615	LOC119659598|XP_037923691.1|HILL	LOC108602402|XP_033149807.1|DBUS
OG0005616	LOC119659379|XP_037923368.1|HILL	LOC108603785|XP_017848369.1|DBUS
OG0005617	LOC119659109|XP_037922960.1|HILL	LOC108604116|XP_017848889.1|DBUS
OG0005618	LOC119657815|XP_037920858.1|HILL	LOC108596509|XP_017837839.1|DBUS
OG0005619	LOC119653802|XP_037914748.1|HILL	LOC108603992|XP_017848711.1|DBUS
OG0005620	LOC119653659|XP_037914411.1|HILL	LOC108606448|XP_017852051.1|DBUS
OG0005621	LOC119654208|XP_037915339.1|HILL	LOC108605289|XP_017850425.1|DBUS
OG0005622	LOC119655139|XP_037916802.1|HILL	LOC108607138|XP_017853264.1|DBUS
OG0005623	LOC119655392|XP_037917192.1|HILL	LOC108606703|XP_017852567.1|DBUS
OG0005624	LOC119659714|XP_037923896.1|HILL	LOC108604037|XP_017848783.1|DBUS
OG0005625	LOC119659651|XP_037923786.1|HILL	LOC108602917|XP_017846741.1|DBUS
OG0005626	LOC119660001|XP_037924307.1|HILL	LOC108605949|XP_017851259.1|DBUS
OG0005627	LOC119658810|XP_037922459.1|HILL	LOC108603253|XP_017847381.1|DBUS
OG0005628	LOC119660579|XP_037925160.1|HILL	LOC108601986|XP_017845470.1|DBUS
OG0005629	LOC119651545|XP_037911106.1|HILL	LOC108597641|XP_017839778.1|DBUS
OG0005630	LOC119653390|XP_037913869.1|HILL	LOC108597087|XP_017838931.1|DBUS
OG0005631	LOC119648344|XP_037905967.1|HILL	LOC108605569|XP_017850825.1|DBUS
OG0005632	LOC119653812|XP_037914764.1|HILL	LOC108605132|XP_017850187.1|DBUS
OG0005633	LOC119659603|XP_037923699.1|HILL	LOC108602866|XP_017846643.1|DBUS
OG0005634	LOC119659541|XP_037923613.1|HILL	LOC108603734|XP_017848272.1|DBUS
OG0005635	LOC119660305|XP_037924707.1|HILL	LOC108607866|XP_017854448.1|DBUS
OG0005636	LOC119658587|XP_037921971.1|HILL	LOC108602966|XP_017846835.1|DBUS
OG0005637	LOC119659342|XP_037923314.1|HILL	LOC108601727|XP_017845135.1|DBUS
OG0005638	LOC119653552|XP_037914188.1|HILL	LOC108597625|XP_017839757.1|DBUS
OG0005639	LOC119656286|XP_037918643.1|HILL	LOC108597196|XP_017839115.1|DBUS
