Orthogroup	HILL.longest_only	AEAL.longest_only
OG0003896	LOC119646995|XP_037903640.1|HILL	LOC109412669|XP_029720663.1|AEAL, LOC115253569|XP_029730689.1|AEAL
OG0003897	LOC119646309|XP_037902654.1|HILL	LOC109420922|XP_029730693.1|AEAL, LOC115262418|XP_029720662.1|AEAL
OG0003898	LOC119658625|XP_037922051.1|HILL	LOC115262409|XP_029720646.1|AEAL, LOC109412698|XP_019541865.2|AEAL, LOC109420904|XP_019550932.1|AEAL
OG0003899	LOC119652637|XP_037912813.1|HILL	LOC109420973|XP_029714739.1|AEAL, LOC109428463|XP_029714738.1|AEAL
OG0003900	LOC119649791|XP_037908027.1|HILL	LOC109428851|XP_029715312.1|AEAL, LOC109421018|XP_029714617.1|AEAL
OG0003901	LOC119647310|XP_037904156.1|HILL	LOC115264813|XP_029724669.1|AEAL, LOC115258597|XP_029714710.1|AEAL
OG0003902	LOC119650326|XP_037908913.1|HILL	LOC109428855|XP_019560237.2|AEAL, LOC115264812|XP_029724667.1|AEAL, LOC109421019|XP_029714866.1|AEAL
OG0003903	LOC119646719|XP_037903226.1|HILL	LOC109428884|XP_029724668.1|AEAL, LOC109421022|XP_029715226.1|AEAL
OG0003904	LOC119646881|XP_037903436.1|HILL	LOC109421021|XP_019551052.2|AEAL, LOC109428872|XP_019560259.2|AEAL
OG0003905	LOC119659578|XP_037923663.1|HILL	LOC115258550|XP_029714567.1|AEAL, LOC109428908|XP_029724672.1|AEAL
OG0003906	LOC119650820|XP_037909886.1|HILL	LOC109429119|XP_029732633.1|AEAL, LOC115258794|XP_029715076.1|AEAL, LOC109421055|XP_029715031.1|AEAL
OG0003907	LOC119651166|XP_037910512.1|HILL	LOC115253502|XP_029710045.1|AEAL, LOC109421066|XP_019551104.2|AEAL, LOC109429208|XP_019560646.2|AEAL
OG0003908	LOC119660110|XP_037924423.1|HILL	LOC109421041|XP_019551075.2|AEAL, LOC109429228|XP_019560675.1|AEAL, LOC115258570|XP_029714616.1|AEAL
OG0003909	LOC119646304|XP_037902647.1|HILL	LOC109405615|XP_029714537.1|AEAL
OG0003910	LOC119646482|XP_037902864.1|HILL	LOC109416534|XP_019546157.2|AEAL
OG0003911	LOC119660956|XP_037925927.1|HILL	LOC115258629|XP_029714791.1|AEAL, LOC109405693|XP_019534298.2|AEAL
OG0003912	LOC119659192|XP_037923084.1|HILL	LOC115258509|XP_029714490.1|AEAL, LOC109410195|XP_029714495.1|AEAL, LOC109405687|XP_029715299.1|AEAL
OG0003913	LOC119651523|XP_037911081.1|HILL	LOC109410247|XP_029714497.1|AEAL, LOC115267403|XP_029730244.1|AEAL, LOC109405692|XP_029715109.1|AEAL
OG0003914	LOC119656818|XP_037919379.1|HILL	LOC115258891|XP_029715206.1|AEAL, LOC109417528|XP_029714594.1|AEAL, LOC109410214|XP_019539282.2|AEAL
OG0003915	LOC119651385|XP_037910892.1|HILL	LOC115258892|XP_029715207.1|AEAL, LOC109417526|XP_019547142.1|AEAL, LOC109410208|XP_019539278.2|AEAL
OG0003916	LOC119646724|XP_037903231.1|HILL	LOC115263023|XP_029721814.1|AEAL, LOC109417537|XP_019547158.1|AEAL, LOC115266747|XP_029729140.1|AEAL
OG0003917	LOC119646255|XP_037902583.1|HILL	LOC115255418|XP_029709396.1|AEAL, LOC109410237|XP_029709514.1|AEAL, LOC109417635|XP_029709389.1|AEAL
OG0003918	LOC119656941|XP_037919584.1|HILL	LOC115256961|XP_029712032.1|AEAL, LOC109417653|XP_019547251.1|AEAL, LOC109622148|XP_019931925.2|AEAL
OG0003919	LOC119647303|XP_037904142.1|HILL	LOC109417552|XP_029709331.1|AEAL, LOC109622156|XP_029709321.1|AEAL
OG0003920	LOC119646807|XP_037903327.1|HILL	LOC109622778|XP_019932769.1|AEAL, LOC109417667|XP_019547262.1|AEAL
OG0003921	LOC119661365|XP_037926602.1|HILL	LOC109417683|XP_029709282.1|AEAL, LOC109622172|XP_029709292.1|AEAL, LOC115255395|XP_029709319.1|AEAL
OG0003922	LOC119661677|XP_037927043.1|HILL	LOC115255381|XP_029709289.1|AEAL, LOC109417684|XP_019547290.2|AEAL, LOC115255376|XP_029709278.1|AEAL
OG0003923	LOC119660756|XP_037925445.1|HILL	LOC109416842|XP_029709256.1|AEAL, LOC109417690|XP_029709238.1|AEAL, LOC115253945|XP_029709236.1|AEAL
OG0003924	LOC119658347|XP_037921634.1|HILL	LOC115255371|XP_029709252.1|AEAL, LOC109417692|XP_029709234.1|AEAL, LOC115255370|XP_029709251.1|AEAL
OG0003925	LOC119660719|XP_037925299.1|HILL	LOC115253783|XP_029709222.1|AEAL, LOC115253661|XP_029709195.1|AEAL, LOC109417703|XP_019547331.2|AEAL
OG0003926	LOC119650406|XP_037909122.1|HILL	LOC115255337|XP_029709214.1|AEAL, LOC109417708|XP_019547338.1|AEAL, LOC115253943|XP_029709207.1|AEAL
OG0003927	LOC119646640|XP_037903081.1|HILL	LOC109417719|XP_029709183.1|AEAL
OG0003928	LOC119651570|XP_037911132.1|HILL	LOC109420032|XP_019549889.2|AEAL
OG0003929	LOC119654533|XP_037915908.1|HILL	LOC109417750|XP_019547423.2|AEAL, LOC109420019|XP_029709139.1|AEAL, LOC115255486|XP_029709471.1|AEAL
OG0003930	LOC119652739|XP_037912965.1|HILL	LOC109417755|XP_029709134.1|AEAL, LOC115255270|XP_029709092.1|AEAL, LOC109420015|XP_029709122.1|AEAL
OG0003931	LOC119650566|XP_037909301.1|HILL	LOC109420008|XP_029709083.1|AEAL, LOC115253941|XP_029709125.1|AEAL, LOC109417759|XP_029709111.1|AEAL
OG0003932	LOC119646701|XP_037903195.1|HILL	LOC109419403|XP_029709065.1|AEAL
OG0003933	LOC119653045|XP_037913439.1|HILL	LOC115255210|XP_029709013.1|AEAL, LOC109397495|XP_029709001.1|AEAL, LOC115255185|XP_029708979.1|AEAL
OG0003934	LOC119653059|XP_037913469.1|HILL	LOC115254897|XP_029708439.1|AEAL, LOC109397497|XP_029708435.1|AEAL, LOC115254896|XP_029708438.1|AEAL
OG0003935	LOC119652379|XP_037912409.1|HILL	LOC109419966|XP_019549800.2|AEAL, LOC115255188|XP_029708989.1|AEAL
OG0003936	LOC119661243|XP_037926402.1|HILL	LOC115254894|XP_029708437.1|AEAL, LOC109419967|XP_019549802.1|AEAL
OG0003937	LOC119646963|XP_037903592.1|HILL	LOC109419957|XP_029708955.1|AEAL
OG0003938	LOC119646554|XP_037902960.1|HILL	LOC109419953|XP_029708954.1|AEAL, LOC109417546|XP_029715584.1|AEAL, LOC115255463|XP_029709447.1|AEAL
OG0003939	LOC119661323|XP_037926547.1|HILL	LOC109417517|XP_019547143.2|AEAL, LOC115255169|XP_029708950.1|AEAL, LOC109419951|XP_029708931.1|AEAL
OG0003940	LOC119661324|XP_037926550.1|HILL	LOC109417493|XP_019547118.2|AEAL, LOC109419950|XP_029708930.1|AEAL, LOC115253435|XP_029715583.1|AEAL
OG0003941	LOC119651599|XP_037911180.1|HILL	LOC109417504|XP_029708929.1|AEAL, LOC109419921|XP_019549744.2|AEAL
OG0003942	LOC119646426|XP_037902798.1|HILL	LOC109419928|XP_029708934.1|AEAL, LOC109420729|XP_029708907.1|AEAL
OG0003943	LOC119661773|XP_037927175.1|HILL	LOC109420722|XP_029708888.1|AEAL, LOC109419889|XP_029715704.1|AEAL, LOC109419887|XP_019549721.1|AEAL
OG0003944	LOC119646446|XP_037902825.1|HILL	LOC109420700|XP_019550697.1|AEAL, LOC115255131|XP_029708864.1|AEAL, LOC115255129|XP_029708862.1|AEAL, LOC109414276|XP_019543644.1|AEAL
OG0003945	LOC119657144|XP_037919849.1|HILL	LOC109420692|XP_019550676.2|AEAL
OG0003946	LOC119650931|XP_037910086.1|HILL	LOC115264418|XP_029723946.1|AEAL
OG0003947	LOC119651401|XP_037910916.1|HILL	LOC109420675|XP_029708744.1|AEAL
OG0003948	LOC119652530|XP_037912659.1|HILL	LOC115255104|XP_029708759.1|AEAL, LOC109420665|XP_019550630.1|AEAL
OG0003949	LOC119652125|XP_037911992.1|HILL	LOC109420662|XP_029708760.1|AEAL
OG0003950	LOC119651084|XP_037910359.1|HILL	LOC109420653|XP_019550566.2|AEAL, LOC115268896|XP_029732957.1|AEAL
OG0003951	LOC119651346|XP_037910830.1|HILL	LOC109429459|XP_029708734.1|AEAL, LOC109420651|XP_029708811.1|AEAL
OG0003952	LOC119651231|XP_037910635.1|HILL	LOC109420642|XP_029708741.1|AEAL
OG0003953	LOC119659034|XP_037922856.1|HILL	LOC115255088|XP_029708733.1|AEAL, LOC109407734|XP_029708721.1|AEAL
OG0003954	LOC119653053|XP_037913454.1|HILL	LOC109420549|XP_029718263.1|AEAL, LOC115255079|XP_029708713.1|AEAL, LOC115261045|XP_029718265.1|AEAL
OG0003956	LOC119654263|XP_037915455.1|HILL	LOC109417064|XP_029708693.1|AEAL
OG0003957	LOC119654914|XP_037916482.1|HILL	LOC109407366|XP_029709427.1|AEAL
OG0003958	LOC119658338|XP_037921611.1|HILL	LOC115255429|XP_029709420.1|AEAL, LOC109407439|XP_019536033.1|AEAL, LOC115255067|XP_029708689.1|AEAL, LOC109420522|XP_019550436.2|AEAL
OG0003959	LOC119646822|XP_037903365.1|HILL	LOC109419740|XP_029708595.1|AEAL
OG0003960	LOC119655145|XP_037916812.1|HILL	LOC115255041|XP_029708627.1|AEAL, LOC109419761|XP_019549584.2|AEAL
OG0003961	LOC119654192|XP_037915319.1|HILL	LOC109419770|XP_029732975.1|AEAL, LOC109398247|XP_029708618.1|AEAL
OG0003962	LOC119646212|XP_037902523.1|HILL, LOC119659814|XP_037924024.1|HILL	LOC109419773|XP_029708623.1|AEAL, LOC109398260|XP_029708577.1|AEAL
OG0003963	LOC119653104|XP_037913547.1|HILL	LOC109402097|XP_029708554.1|AEAL, LOC115254980|XP_029708532.1|AEAL
OG0003964	LOC119646319|XP_037902668.1|HILL	LOC115254972|XP_029708523.1|AEAL, LOC115254988|XP_029708538.1|AEAL, LOC109402112|XP_019530281.2|AEAL
OG0003965	LOC119654594|XP_037915990.1|HILL	LOC109431811|XP_029708486.1|AEAL
OG0003966	LOC119653154|XP_037913622.1|HILL	LOC109431818|XP_029722655.1|AEAL, LOC109431824|XP_029708481.1|AEAL
OG0003967	LOC119646899|XP_037903485.1|HILL	LOC115253821|XP_029708456.1|AEAL, LOC109427547|XP_019558664.1|AEAL
OG0003968	LOC119656963|XP_037919615.1|HILL	LOC115254943|XP_029708461.1|AEAL, LOC109427597|XP_019558734.1|AEAL
OG0003969	LOC119650469|XP_037909285.1|HILL	LOC115262467|XP_029720735.1|AEAL, LOC109427761|XP_029732789.1|AEAL
OG0003970	LOC119647219|XP_037903976.1|HILL	LOC115266821|XP_029729280.1|AEAL, LOC109430180|XP_019561779.2|AEAL
OG0003971	LOC119651329|XP_037910797.1|HILL	LOC109430170|XP_029727435.1|AEAL, LOC115264870|XP_029724762.1|AEAL
OG0003972	LOC119660919|XP_037925819.1|HILL	LOC109430172|XP_029724763.1|AEAL
OG0003973	LOC119646341|XP_037902695.1|HILL	LOC109432568|XP_019564457.2|AEAL
OG0003974	LOC119650808|XP_037909877.1|HILL	LOC109427579|XP_019558702.2|AEAL, LOC109432750|XP_029727426.1|AEAL
OG0003975	LOC119651024|XP_037910256.1|HILL	LOC109621234|XP_029715767.1|AEAL, LOC109427584|XP_019558713.3|AEAL
OG0003976	LOC119651330|XP_037910799.1|HILL	LOC109416254|XP_019545817.2|AEAL
OG0003977	LOC119652738|XP_037912964.1|HILL, LOC119648470|XP_037906160.1|HILL, LOC119661531|XP_037926837.1|HILL	LOC109423962|XP_019554577.2|AEAL
OG0003978	LOC119652912|XP_037913219.1|HILL	LOC109416259|XP_029727378.1|AEAL
OG0003979	LOC119646381|XP_037902753.1|HILL	LOC109430997|XP_029727668.1|AEAL, LOC115265622|XP_029727339.1|AEAL, LOC109423947|XP_019554557.2|AEAL
OG0003980	LOC119659156|XP_037923034.1|HILL	LOC109423944|XP_029727337.1|AEAL, LOC115265635|XP_029727366.1|AEAL, LOC109430987|XP_029727350.1|AEAL
OG0003981	LOC119650858|XP_037909937.1|HILL	LOC109423943|XP_019554553.1|AEAL, LOC115265634|XP_029727364.1|AEAL, LOC109430988|XP_029727334.1|AEAL
OG0003982	LOC119652259|XP_037912168.1|HILL	LOC109423941|XP_019554552.2|AEAL, LOC115265626|XP_029727351.1|AEAL, LOC109431003|XP_019562672.2|AEAL
OG0003983	LOC119653096|XP_037913530.1|HILL	LOC109430999|XP_029727330.1|AEAL, LOC109423940|XP_019554551.2|AEAL, LOC115265632|XP_029727361.1|AEAL
OG0003984	LOC119651058|XP_037910315.1|HILL	LOC109404786|XP_029727252.1|AEAL, LOC109423912|XP_029727289.1|AEAL
OG0003985	LOC119650744|XP_037909745.1|HILL	LOC109404787|XP_029727285.1|AEAL, LOC109423910|XP_029727246.1|AEAL
OG0003986	LOC119661325|XP_037926551.1|HILL	LOC109621623|XP_029727210.1|AEAL, LOC115265605|XP_029727223.1|AEAL
OG0003987	LOC119647045|XP_037903729.1|HILL	LOC109621667|XP_029727222.1|AEAL
OG0003988	LOC119661143|XP_037926278.1|HILL	LOC115268897|XP_029732958.1|AEAL, LOC109421661|XP_029727198.1|AEAL
OG0003989	LOC119655382|XP_037917182.1|HILL	LOC109421657|XP_019551725.2|AEAL
OG0003990	LOC119652348|XP_037912304.1|HILL	LOC109407327|XP_019535865.1|AEAL
OG0003991	LOC119651308|XP_037910767.1|HILL	LOC109421643|XP_029727141.1|AEAL
OG0003992	LOC119660619|XP_037925252.1|HILL	LOC109407320|XP_019535859.2|AEAL
OG0003993	LOC119661596|XP_037926926.1|HILL	LOC109407357|XP_029727136.1|AEAL
OG0003994	LOC119654025|XP_037915119.1|HILL	LOC109407309|XP_019535844.2|AEAL, LOC109421627|XP_029727164.1|AEAL
OG0003995	LOC119661650|XP_037927010.1|HILL	LOC109409185|XP_019538155.2|AEAL, LOC115265574|XP_029727068.1|AEAL
OG0003996	LOC119657798|XP_037920818.1|HILL	LOC109421490|XP_019551529.2|AEAL
OG0003997	LOC119646583|XP_037903003.1|HILL	LOC109409178|XP_019538144.1|AEAL
OG0003998	LOC119651151|XP_037910485.1|HILL	LOC109409124|XP_029727084.1|AEAL
OG0003999	LOC119652213|XP_037912082.1|HILL	LOC109421519|XP_019551574.2|AEAL
OG0004000	LOC119659356|XP_037923336.1|HILL	LOC109622955|XP_029717234.1|AEAL, LOC109421499|XP_019551536.3|AEAL
OG0004001	LOC119658654|XP_037922126.1|HILL	LOC109421448|XP_019551486.2|AEAL, LOC109432535|XP_019564410.2|AEAL
OG0004002	LOC119648070|XP_037905478.1|HILL	LOC109432548|XP_019564435.1|AEAL, LOC115265515|XP_029726863.1|AEAL
OG0004003	LOC119660736|XP_037925340.1|HILL	LOC109432543|XP_029726887.1|AEAL, LOC109421420|XP_029727031.1|AEAL
OG0004004	LOC119650062|XP_037908487.1|HILL	LOC115265568|XP_029727045.1|AEAL, LOC109432566|XP_029726900.1|AEAL
OG0004005	LOC119652589|XP_037912745.1|HILL	LOC109432539|XP_029726902.1|AEAL, LOC109421413|XP_029727046.1|AEAL
OG0004006	LOC119646836|XP_037903381.1|HILL	LOC109427815|XP_029727057.1|AEAL, LOC109421321|XP_019551373.2|AEAL
OG0004007	LOC119647088|XP_037903787.1|HILL	LOC109421317|XP_019551369.2|AEAL, LOC109621801|XP_019931479.1|AEAL
OG0004008	LOC119647026|XP_037903692.1|HILL	LOC115265537|XP_029726947.1|AEAL, LOC109421313|XP_029708025.1|AEAL
OG0004009	LOC119661719|XP_037927101.1|HILL	LOC115264471|XP_029724053.1|AEAL, LOC109621840|XP_019931574.2|AEAL, LOC115265544|XP_029726975.1|AEAL
OG0004010	LOC119650924|XP_037910079.1|HILL	LOC109410812|XP_019539888.2|AEAL, LOC115253743|XP_029710357.1|AEAL, LOC109421249|XP_029710385.1|AEAL
OG0004011	LOC119651534|XP_037911094.1|HILL	LOC109421243|XP_029710363.1|AEAL, LOC109410818|XP_019539898.2|AEAL
OG0004012	LOC119651465|XP_037911000.1|HILL	LOC109622323|XP_019932140.1|AEAL, LOC115265028|XP_029725095.1|AEAL, LOC109621394|XP_019930988.1|AEAL
OG0004013	LOC119651695|XP_037911333.1|HILL, LOC119650968|XP_037910152.1|HILL	LOC109402501|XP_029732569.1|AEAL, LOC115268605|XP_029732591.1|AEAL
OG0004014	LOC119651657|XP_037911272.1|HILL	LOC109402499|XP_019530728.2|AEAL
OG0004015	LOC119655912|XP_037918002.1|HILL	LOC109402493|XP_029732602.1|AEAL, LOC115268609|XP_029732597.1|AEAL
OG0004016	LOC119652450|XP_037912527.1|HILL	LOC115268611|XP_029732598.1|AEAL, LOC115268619|XP_029732612.1|AEAL, LOC109621731|XP_029732603.1|AEAL
OG0004017	LOC119661734|XP_037927128.1|HILL, LOC119661336|XP_037926566.1|HILL	LOC109402496|XP_019530725.2|AEAL
OG0004018	LOC119646677|XP_037903140.1|HILL	LOC109402524|XP_019530766.2|AEAL
OG0004019	LOC119646985|XP_037903624.1|HILL	LOC109402297|XP_019530500.2|AEAL
OG0004020	LOC119661712|XP_037927094.1|HILL	LOC109402598|XP_019530846.2|AEAL
OG0004021	LOC119661493|XP_037926786.1|HILL	LOC109402578|XP_019530809.2|AEAL
OG0004022	LOC119654656|XP_037916076.1|HILL	LOC109429705|XP_029719869.1|AEAL, LOC109416782|XP_029720032.1|AEAL
OG0004023	LOC119650530|XP_037909292.1|HILL	LOC109429736|XP_029719875.1|AEAL, LOC109416804|XP_019546415.2|AEAL
OG0004024	LOC119652724|XP_037912945.1|HILL	LOC109407024|XP_029720015.1|AEAL, LOC115262060|XP_029719859.1|AEAL
OG0004025	LOC119657063|XP_037919748.1|HILL	LOC109429674|XP_019561226.2|AEAL, LOC115262055|XP_029719852.1|AEAL
OG0004026	LOC119647972|XP_037905277.1|HILL	LOC109406541|XP_029719839.1|AEAL, LOC109429655|XP_019561201.2|AEAL, LOC115262110|XP_029719989.1|AEAL
OG0004027	LOC119646693|XP_037903185.1|HILL	LOC109622647|XP_029719977.1|AEAL, LOC109429639|XP_019561185.2|AEAL
OG0004028	LOC119651902|XP_037911655.1|HILL	LOC109429621|XP_019561163.2|AEAL
OG0004029	LOC119652616|XP_037912782.1|HILL	LOC109429613|XP_019561152.2|AEAL, LOC115254170|XP_029728575.1|AEAL
OG0004030	LOC119655027|XP_037916633.1|HILL	LOC109408552|XP_029719950.1|AEAL, LOC109429589|XP_029724785.1|AEAL
OG0004031	LOC119652951|XP_037913272.1|HILL	LOC109429575|XP_029719928.1|AEAL, LOC109426476|XP_029708022.1|AEAL
OG0004032	LOC119652244|XP_037912147.1|HILL	LOC115262090|XP_029719924.1|AEAL, LOC109429571|XP_019561096.1|AEAL, LOC115262082|XP_029719895.1|AEAL
OG0004033	LOC119648946|XP_037906793.1|HILL	LOC109429981|XP_029719907.1|AEAL, LOC109429564|XP_019561090.2|AEAL
OG0004034	LOC119649930|XP_037908279.1|HILL	LOC109429914|XP_029720090.1|AEAL, LOC115254173|XP_029728606.1|AEAL, LOC115266498|XP_029728607.1|AEAL
OG0004035	LOC119653780|XP_037914714.1|HILL	LOC109429541|XP_029720095.1|AEAL
OG0004036	LOC119647199|XP_037903939.1|HILL	LOC109429539|XP_019561055.1|AEAL
OG0004037	LOC119650868|XP_037909961.1|HILL	LOC109429896|XP_029720102.1|AEAL
OG0004038	LOC119650114|XP_037908569.1|HILL	LOC109429888|XP_019561425.2|AEAL, LOC109415440|XP_019544854.2|AEAL
OG0004039	LOC119658570|XP_037921949.1|HILL	LOC109415447|XP_019544869.2|AEAL
OG0004040	LOC119661198|XP_037926348.1|HILL	LOC115262139|XP_029720124.1|AEAL, LOC109398300|XP_029736062.1|AEAL
OG0004041	LOC119660869|XP_037925708.1|HILL	LOC109429949|XP_029720126.1|AEAL, LOC109398316|XP_019526208.2|AEAL
OG0004042	LOC119648005|XP_037905325.1|HILL	LOC109429814|XP_019561343.1|AEAL, LOC109398330|XP_019526229.1|AEAL
OG0004043	LOC119661388|XP_037926639.1|HILL	LOC109429811|XP_019561340.2|AEAL, LOC109398305|XP_019526197.2|AEAL
OG0004044	LOC119657540|XP_037920410.1|HILL	LOC115262165|XP_029720254.1|AEAL, LOC109411680|XP_029720320.1|AEAL
OG0004045	LOC119646762|XP_037903269.1|HILL	LOC109404613|XP_019533062.1|AEAL, LOC109411685|XP_019540799.1|AEAL
OG0004046	LOC119646642|XP_037903083.1|HILL	LOC109404616|XP_029720329.1|AEAL, LOC109411682|XP_029720256.1|AEAL
OG0004047	LOC119653963|XP_037915052.1|HILL	LOC109411692|XP_029720332.1|AEAL, LOC115262164|XP_029720247.1|AEAL
OG0004048	LOC119661130|XP_037926257.1|HILL	LOC109404624|XP_029720335.1|AEAL, LOC109411693|XP_029720245.1|AEAL
OG0004049	LOC119661522|XP_037926826.1|HILL	LOC109420649|XP_019550607.2|AEAL
OG0004050	LOC119652199|XP_037912072.1|HILL	LOC109411730|XP_019540859.2|AEAL
OG0004051	LOC119652044|XP_037911911.1|HILL	LOC109411839|XP_019540995.2|AEAL
OG0004052	LOC119660850|XP_037925675.1|HILL, LOC119654151|XP_037915242.1|HILL, LOC119655738|XP_037917719.1|HILL	LOC115262003|XP_029719803.1|AEAL, LOC109411216|XP_029720390.1|AEAL
OG0004053	LOC119659144|XP_037923014.1|HILL	LOC115262192|XP_029720394.1|AEAL, LOC109411218|XP_019540261.2|AEAL
OG0004054	LOC119661469|XP_037926760.1|HILL	LOC109411221|XP_019540272.2|AEAL, LOC115262196|XP_029720400.1|AEAL
OG0004055	LOC119659768|XP_037923955.1|HILL	LOC109411233|XP_019540289.2|AEAL
OG0004056	LOC119655830|XP_037917866.1|HILL	LOC115262209|XP_029720409.1|AEAL, LOC109411235|XP_019540292.2|AEAL
OG0004058	LOC119648997|XP_037906855.1|HILL, LOC119650404|XP_037909117.1|HILL	LOC115257194|XP_029712484.1|AEAL, LOC109414156|XP_029707881.1|AEAL
OG0004059	LOC119660440|XP_037924920.1|HILL	LOC109426369|XP_019557387.2|AEAL, LOC109414149|XP_019543468.2|AEAL
OG0004060	LOC119660204|XP_037924567.1|HILL	LOC109432359|XP_019564282.2|AEAL, LOC109426363|XP_019557374.2|AEAL
OG0004061	LOC119653885|XP_037914933.1|HILL	LOC115266292|XP_029728133.1|AEAL, LOC115258087|XP_029713952.1|AEAL, LOC109426358|XP_029707851.1|AEAL
OG0004062	LOC119661013|XP_037926088.1|HILL	LOC109623216|XP_029707850.1|AEAL, LOC115258105|XP_029713987.1|AEAL
OG0004063	LOC119654634|XP_037916034.1|HILL	LOC115254458|XP_029707845.1|AEAL, LOC109405004|XP_029713999.1|AEAL, LOC115262404|XP_029720645.1|AEAL
OG0004064	LOC119648888|XP_037906712.1|HILL	LOC109426347|XP_029732921.1|AEAL, LOC109404856|XP_029707844.1|AEAL, LOC115254001|XP_029713998.1|AEAL
OG0004065	LOC119655811|XP_037917840.1|HILL	LOC109405867|XP_019534504.2|AEAL, LOC109426339|XP_029714006.1|AEAL, LOC115268883|XP_029732930.1|AEAL
OG0004066	LOC119655021|XP_037916623.1|HILL	LOC109426338|XP_029707834.1|AEAL, LOC109406105|XP_029714011.1|AEAL, LOC115268878|XP_029732917.1|AEAL
OG0004067	LOC119654267|XP_037915462.1|HILL	LOC109426335|XP_029707832.1|AEAL, LOC115253517|XP_029713977.1|AEAL
OG0004068	LOC119660141|XP_037924467.1|HILL	LOC109426326|XP_019557327.2|AEAL, LOC109406988|XP_019535584.2|AEAL, LOC115254448|XP_029707822.1|AEAL
OG0004069	LOC119659310|XP_037923253.1|HILL	LOC115268888|XP_029732938.1|AEAL, LOC109426325|XP_029707821.1|AEAL, LOC109407084|XP_029714013.1|AEAL
OG0004070	LOC119649269|XP_037907286.1|HILL	LOC109425458|XP_019556273.1|AEAL, LOC115254441|XP_029707802.1|AEAL
OG0004071	LOC119649268|XP_037907285.1|HILL	LOC115254440|XP_029707801.1|AEAL, LOC109425461|XP_019556275.2|AEAL
OG0004072	LOC119650128|XP_037908585.1|HILL	LOC109421739|XP_019551814.2|AEAL, LOC109425465|XP_019556279.2|AEAL
OG0004073	LOC119654727|XP_037916182.1|HILL, LOC119654726|XP_037916180.1|HILL	LOC115253926|XP_029707795.1|AEAL, LOC109421742|XP_019551818.2|AEAL
OG0004074	LOC119653806|XP_037914757.1|HILL	LOC115255671|XP_029709634.1|AEAL, LOC109421749|XP_019551830.2|AEAL
OG0004075	LOC119654867|XP_037916388.1|HILL	LOC115268726|XP_029732728.1|AEAL, LOC109421757|XP_029707768.1|AEAL
OG0004077	LOC119655821|XP_037917855.1|HILL	LOC109423086|XP_019553574.2|AEAL
OG0004078	LOC119660407|XP_037924871.1|HILL	LOC109421797|XP_019551891.1|AEAL
OG0004079	LOC119655063|XP_037916684.1|HILL, LOC119655062|XP_037916683.1|HILL	LOC109422010|XP_029732697.1|AEAL
OG0004080	LOC119656528|XP_037918805.1|HILL	LOC115254093|XP_029720722.1|AEAL, LOC109418249|XP_019547952.1|AEAL
OG0004081	LOC119654934|XP_037916514.1|HILL	LOC109418256|XP_029720668.1|AEAL
OG0004082	LOC119661142|XP_037926277.1|HILL	LOC109418264|XP_019547971.2|AEAL
OG0004083	LOC119657941|XP_037921059.1|HILL	LOC109418266|XP_019547973.1|AEAL
OG0004084	LOC119648060|XP_037905454.1|HILL	LOC109428051|XP_029720543.1|AEAL, LOC109418273|XP_029720505.1|AEAL
OG0004085	LOC119659191|XP_037923080.1|HILL	LOC115269019|XP_029733152.1|AEAL, LOC109428072|XP_029719870.1|AEAL, LOC109418294|XP_029720364.1|AEAL
OG0004086	LOC119660303|XP_037924703.1|HILL	LOC109427272|XP_029721173.1|AEAL, LOC115262638|XP_029720945.1|AEAL, LOC109418335|XP_029721184.1|AEAL
OG0004087	LOC119656154|XP_037918416.1|HILL	LOC109418408|XP_019548139.2|AEAL, LOC109426123|XP_019557102.2|AEAL, LOC115263945|XP_029723112.1|AEAL
OG0004088	LOC119646890|XP_037903455.1|HILL	LOC115270953|XP_029736166.1|AEAL, LOC109426164|XP_019557143.2|AEAL, LOC109418435|XP_029708057.1|AEAL
OG0004089	LOC119653440|XP_037913949.1|HILL	LOC109418441|XP_029722640.1|AEAL, LOC109426169|XP_029722111.1|AEAL, LOC115263243|XP_029722142.1|AEAL
OG0004090	LOC119658831|XP_037922493.1|HILL	LOC115263195|XP_029722015.1|AEAL, LOC109418452|XP_029722575.1|AEAL
OG0004092	LOC119654623|XP_037916023.1|HILL	LOC109419225|XP_029723312.1|AEAL, LOC115261847|XP_029719620.1|AEAL, LOC115261846|XP_029719619.1|AEAL
OG0004094	LOC119654768|XP_037916237.1|HILL	LOC115264368|XP_029723886.1|AEAL, LOC109419295|XP_029723980.1|AEAL, LOC109426108|XP_019557077.2|AEAL
OG0004095	LOC119659232|XP_037923135.1|HILL	LOC115264542|XP_029724154.1|AEAL, LOC109415474|XP_019544896.2|AEAL, LOC109429477|XP_029724528.1|AEAL
OG0004096	LOC119659231|XP_037923134.1|HILL	LOC115264543|XP_029724161.1|AEAL, LOC115264679|XP_029724520.1|AEAL, LOC109415475|XP_019544898.2|AEAL
OG0004098	LOC119653995|XP_037915084.1|HILL	LOC109415716|XP_029724372.1|AEAL, LOC109429496|XP_019561001.1|AEAL
OG0004099	LOC119658923|XP_037922674.1|HILL	LOC109429511|XP_029724640.1|AEAL
OG0004100	LOC119660327|XP_037924733.1|HILL	LOC115260571|XP_029717369.1|AEAL, LOC115264901|XP_029724797.1|AEAL, LOC115264726|XP_029724614.1|AEAL, LOC109431768|XP_029724811.1|AEAL
