Orthogroup	HILL.longest_only	CCAP.longest_only
OG0003334	LOC119650853|XP_037909931.1|HILL	CCAP1982_LOCUS2220|CAD6993405.1|CCAP
OG0003335	LOC119650665|XP_037909541.1|HILL	CCAP1982_LOCUS4072|CAD6995353.1|CCAP
OG0003336	LOC119652670|XP_037912864.1|HILL	CCAP1982_LOCUS1836|CAD6993001.1|CCAP
OG0003337	LOC119651152|XP_037910486.1|HILL	CCAP1982_LOCUS1892|CAD6993062.1|CCAP
OG0003338	LOC119651610|XP_037911191.1|HILL	CCAP1982_LOCUS1880|CAD6993048.1|CCAP
OG0003339	LOC119652864|XP_037913148.1|HILL	CCAP1982_LOCUS1615|CAD6992774.1|CCAP
OG0003340	LOC119651949|XP_037911731.1|HILL	CCAP1982_LOCUS1616|CAD6992775.1|CCAP
OG0003344	LOC119647687|XP_037904698.1|HILL	CCAP1982_LOCUS7855|CAD6999328.1|CCAP
OG0003345	LOC119658506|XP_037921897.1|HILL	CCAP1982_LOCUS1182|CAD6992314.1|CCAP, CCAP1982_LOCUS1181|CAD6992313.1|CCAP
OG0003346	LOC119651302|XP_037910756.1|HILL	CCAP1982_LOCUS2126|CAD6993309.1|CCAP
OG0003347	LOC119652773|XP_037913009.1|HILL	CCAP1982_LOCUS2089|CAD6993273.1|CCAP
OG0003348	LOC119652248|XP_037912156.1|HILL	CCAP1982_LOCUS3393|CAD6994658.1|CCAP
OG0003350	LOC119656548|XP_037918839.1|HILL	CCAP1982_LOCUS2667|CAD6993873.1|CCAP
OG0003352	LOC119657207|XP_037919943.1|HILL	CCAP1982_LOCUS1141|CAD6992273.1|CCAP
OG0003353	LOC119658317|XP_037921570.1|HILL	CCAP1982_LOCUS2848|CAD6994078.1|CCAP, CCAP1982_LOCUS2849|CAD6994079.1|CCAP, CCAP1982_LOCUS2847|CAD6994077.1|CCAP
OG0003354	LOC119649100|XP_037907032.1|HILL	CCAP1982_LOCUS1761|CAD6992928.1|CCAP
OG0003358	LOC119647008|XP_037903674.1|HILL	CCAP1982_LOCUS7669|CAD6999125.1|CCAP
OG0003361	LOC119652255|XP_037912164.1|HILL	CCAP1982_LOCUS20535|CAD7012455.1|CCAP
OG0003362	LOC119651942|XP_037911723.1|HILL	CCAP1982_LOCUS1173|CAD6992305.1|CCAP
OG0003363	LOC119651358|XP_037910850.1|HILL	CCAP1982_LOCUS3061|CAD6994300.1|CCAP
OG0003364	LOC119660623|XP_037925254.1|HILL	CCAP1982_LOCUS2179|CAD6993361.1|CCAP
OG0003365	LOC119661043|XP_037926162.1|HILL	CCAP1982_LOCUS209|CAD6991278.1|CCAP, CCAP1982_LOCUS210|CAD6991279.1|CCAP
OG0003366	LOC119646543|XP_037902943.1|HILL, LOC119651461|XP_037910995.1|HILL	CCAP1982_LOCUS14323|CAD7005987.1|CCAP
OG0003367	LOC119660346|XP_037924766.1|HILL	CCAP1982_LOCUS14328|CAD7005992.1|CCAP
OG0003368	LOC119657503|XP_037920366.1|HILL	CCAP1982_LOCUS12879|CAD7004474.1|CCAP
OG0003369	LOC119652625|XP_037912798.1|HILL	CCAP1982_LOCUS751|CAD6991853.1|CCAP
OG0003370	LOC119652638|XP_037912814.1|HILL	CCAP1982_LOCUS1732|CAD6992897.1|CCAP
OG0003373	LOC119659873|XP_037924119.1|HILL	CCAP1982_LOCUS361|CAD6991435.1|CCAP, CCAP1982_LOCUS360|CAD6991434.1|CCAP
OG0003375	LOC119651770|XP_037911439.1|HILL	CCAP1982_LOCUS2045|CAD6993226.1|CCAP
OG0003376	LOC119660122|XP_037924443.1|HILL	CCAP1982_LOCUS2171|CAD6993353.1|CCAP
OG0003377	LOC119658944|XP_037922739.1|HILL	CCAP1982_LOCUS2173|CAD6993355.1|CCAP
OG0003378	LOC119650673|XP_037909553.1|HILL	CCAP1982_LOCUS1475|CAD6992627.1|CCAP
OG0003379	LOC119650672|XP_037909552.1|HILL	CCAP1982_LOCUS2838|CAD6994067.1|CCAP
OG0003380	LOC119657438|XP_037920272.1|HILL, LOC119657336|XP_037920137.1|HILL	CCAP1982_LOCUS1419|CAD6992571.1|CCAP
OG0003381	LOC119657936|XP_037921053.1|HILL	CCAP1982_LOCUS2394|CAD6993583.1|CCAP
OG0003382	LOC119658471|XP_037921821.1|HILL	CCAP1982_LOCUS2400|CAD6993590.1|CCAP
OG0003383	LOC119657626|XP_037920557.1|HILL	CCAP1982_LOCUS3350|CAD6994613.1|CCAP
OG0003384	LOC119655074|XP_037916701.1|HILL	CCAP1982_LOCUS8473|CAD6999968.1|CCAP
OG0003385	LOC119651337|XP_037910818.1|HILL	CCAP1982_LOCUS2085|CAD6993268.1|CCAP
OG0003386	LOC119651489|XP_037911031.1|HILL	CCAP1982_LOCUS1625|CAD6992786.1|CCAP
OG0003387	LOC119651018|XP_037910249.1|HILL, LOC119651017|XP_037910245.1|HILL	CCAP1982_LOCUS2709|CAD6993918.1|CCAP
OG0003389	LOC119652216|XP_037912086.1|HILL	CCAP1982_LOCUS7161|CAD6998583.1|CCAP
OG0003390	LOC119652241|XP_037912143.1|HILL	CCAP1982_LOCUS1365|CAD6992516.1|CCAP
OG0003391	LOC119653221|XP_037913725.1|HILL	CCAP1982_LOCUS2561|CAD6993763.1|CCAP, CCAP1982_LOCUS2559|CAD6993760.1|CCAP
OG0003392	LOC119651536|XP_037911096.1|HILL	CCAP1982_LOCUS3862|CAD6995139.1|CCAP
OG0003393	LOC119657035|XP_037919716.1|HILL	CCAP1982_LOCUS2532|CAD6993734.1|CCAP
OG0003394	LOC119657515|XP_037920384.1|HILL	CCAP1982_LOCUS2772|CAD6993989.1|CCAP
OG0003395	LOC119658247|XP_037921450.1|HILL	CCAP1982_LOCUS2763|CAD6993980.1|CCAP, CCAP1982_LOCUS2762|CAD6993979.1|CCAP
OG0003396	LOC119656733|XP_037919202.1|HILL	CCAP1982_LOCUS1391|CAD6992542.1|CCAP
OG0003397	LOC119651005|XP_037910221.1|HILL	CCAP1982_LOCUS3132|CAD6994379.1|CCAP
OG0003398	LOC119651471|XP_037911007.1|HILL	CCAP1982_LOCUS2219|CAD6993404.1|CCAP
OG0003399	LOC119651472|XP_037911008.1|HILL	CCAP1982_LOCUS3468|CAD6994735.1|CCAP
OG0003400	LOC119651045|XP_037910295.1|HILL	CCAP1982_LOCUS3496|CAD6994764.1|CCAP, CCAP1982_LOCUS9004|CAD7000526.1|CCAP
OG0003401	LOC119652386|XP_037912414.1|HILL	CCAP1982_LOCUS3720|CAD6994989.1|CCAP, CCAP1982_LOCUS3719|CAD6994988.1|CCAP
OG0003402	LOC119652290|XP_037912215.1|HILL	CCAP1982_LOCUS3740|CAD6995009.1|CCAP
OG0003403	LOC119651554|XP_037911115.1|HILL	CCAP1982_LOCUS21378|CAD7013307.1|CCAP
OG0003404	LOC119657504|XP_037920367.1|HILL	CCAP1982_LOCUS1300|CAD6992440.1|CCAP
OG0003405	LOC119651967|XP_037911783.1|HILL	CCAP1982_LOCUS23291|CAD7015346.1|CCAP
OG0003406	LOC119651036|XP_037910281.1|HILL	CCAP1982_LOCUS2827|CAD6994055.1|CCAP
OG0003407	LOC119651037|XP_037910282.1|HILL	CCAP1982_LOCUS2467|CAD6993660.1|CCAP
OG0003408	LOC119651966|XP_037911781.1|HILL	CCAP1982_LOCUS1798|CAD6992966.1|CCAP
OG0003409	LOC119650597|XP_037909380.1|HILL	CCAP1982_LOCUS3018|CAD6994257.1|CCAP
OG0003410	LOC119651270|XP_037910698.1|HILL	CCAP1982_LOCUS3704|CAD6994973.1|CCAP
OG0003411	LOC119660553|XP_037925122.1|HILL	CCAP1982_LOCUS5091|CAD6996418.1|CCAP
OG0003412	LOC119659878|XP_037924125.1|HILL	CCAP1982_LOCUS231|CAD6991302.1|CCAP
OG0003413	LOC119652962|XP_037913286.1|HILL	CCAP1982_LOCUS2307|CAD6993494.1|CCAP
OG0003414	LOC119650764|XP_037909792.1|HILL	CCAP1982_LOCUS13788|CAD7005427.1|CCAP
OG0003416	LOC119652004|XP_037911862.1|HILL	CCAP1982_LOCUS80|CAD6991138.1|CCAP
OG0003417	LOC119652831|XP_037913088.1|HILL	CCAP1982_LOCUS1823|CAD6992992.1|CCAP
OG0003418	LOC119650799|XP_037909865.1|HILL	CCAP1982_LOCUS3284|CAD6994543.1|CCAP
OG0003419	LOC119652533|XP_037912663.1|HILL	CCAP1982_LOCUS2789|CAD6994012.1|CCAP
OG0003420	LOC119651963|XP_037911753.1|HILL	CCAP1982_LOCUS2787|CAD6994010.1|CCAP, CCAP1982_LOCUS2788|CAD6994011.1|CCAP
OG0003421	LOC119650601|XP_037909386.1|HILL	CCAP1982_LOCUS2391|CAD6993579.1|CCAP
OG0003422	LOC119651549|XP_037911110.1|HILL	CCAP1982_LOCUS1891|CAD6993061.1|CCAP
OG0003423	LOC119646828|XP_037903375.1|HILL	CCAP1982_LOCUS23232|CAD7015285.1|CCAP
OG0003424	LOC119657716|XP_037920687.1|HILL	CCAP1982_LOCUS1988|CAD6993163.1|CCAP
OG0003425	LOC119657583|XP_037920490.1|HILL	CCAP1982_LOCUS7009|CAD6998409.1|CCAP
OG0003426	LOC119657285|XP_037920058.1|HILL	CCAP1982_LOCUS2998|CAD6994236.1|CCAP
OG0003427	LOC119658063|XP_037921244.1|HILL	CCAP1982_LOCUS3011|CAD6994250.1|CCAP
OG0003428	LOC119648404|XP_037906074.1|HILL	CCAP1982_LOCUS14183|CAD7005839.1|CCAP
OG0003429	LOC119655193|XP_037916890.1|HILL	CCAP1982_LOCUS22596|CAD7014603.1|CCAP
OG0003430	LOC119660898|XP_037925762.1|HILL	CCAP1982_LOCUS9736|CAD7001238.1|CCAP, CCAP1982_LOCUS9735|CAD7001237.1|CCAP
OG0003431	LOC119659016|XP_037922831.1|HILL	CCAP1982_LOCUS674|CAD6991766.1|CCAP
OG0003432	LOC119651868|XP_037911603.1|HILL	CCAP1982_LOCUS4099|CAD6995381.1|CCAP
OG0003433	LOC119651061|XP_037910321.1|HILL	CCAP1982_LOCUS3890|CAD6995169.1|CCAP, CCAP1982_LOCUS3891|CAD6995170.1|CCAP
OG0003435	LOC119652916|XP_037913226.1|HILL	CCAP1982_LOCUS3071|CAD6994314.1|CCAP
OG0003436	LOC119660214|XP_037924578.1|HILL	CCAP1982_LOCUS2424|CAD6993614.1|CCAP
OG0003437	LOC119659014|XP_037922826.1|HILL	CCAP1982_LOCUS2425|CAD6993615.1|CCAP
OG0003438	LOC119659337|XP_037923307.1|HILL	CCAP1982_LOCUS2423|CAD6993613.1|CCAP
OG0003439	LOC119650889|XP_037909992.1|HILL	CCAP1982_LOCUS1479|CAD6992631.1|CCAP
OG0003440	LOC119651223|XP_037910606.1|HILL	CCAP1982_LOCUS3675|CAD6994941.1|CCAP, CCAP1982_LOCUS3672|CAD6994938.1|CCAP
OG0003441	LOC119652208|XP_037912076.1|HILL	CCAP1982_LOCUS5321|CAD6996637.1|CCAP
OG0003442	LOC119657660|XP_037920615.1|HILL	CCAP1982_LOCUS1258|CAD6992394.1|CCAP
OG0003443	LOC119652006|XP_037911864.1|HILL	CCAP1982_LOCUS14943|CAD7006637.1|CCAP
OG0003444	LOC119649316|XP_037907346.1|HILL	CCAP1982_LOCUS14439|CAD7006107.1|CCAP
OG0003447	LOC119660861|XP_037925684.1|HILL	CCAP1982_LOCUS9834|CAD7001337.1|CCAP
OG0003448	LOC119659842|XP_037924068.1|HILL	CCAP1982_LOCUS2752|CAD6993967.1|CCAP
OG0003449	LOC119660233|XP_037924607.1|HILL	CCAP1982_LOCUS3525|CAD6994794.1|CCAP
OG0003451	LOC119657862|XP_037920915.1|HILL	CCAP1982_LOCUS76|CAD6991133.1|CCAP, CCAP1982_LOCUS75|CAD6991132.1|CCAP
OG0003452	LOC119651808|XP_037911524.1|HILL	CCAP1982_LOCUS73|CAD6991130.1|CCAP
OG0003453	LOC119659361|XP_037923340.1|HILL	CCAP1982_LOCUS373|CAD6991447.1|CCAP
OG0003454	LOC119650117|XP_037908570.1|HILL	CCAP1982_LOCUS6391|CAD6997761.1|CCAP
OG0003455	LOC119652490|XP_037912600.1|HILL	CCAP1982_LOCUS2452|CAD6993642.1|CCAP
OG0003456	LOC119660738|XP_037925366.1|HILL	CCAP1982_LOCUS23147|CAD7015197.1|CCAP
OG0003457	LOC119660350|XP_037924774.1|HILL	CCAP1982_LOCUS4329|CAD6995623.1|CCAP
OG0003458	LOC119659037|XP_037922860.1|HILL	CCAP1982_LOCUS4309|CAD6995602.1|CCAP, CCAP1982_LOCUS4312|CAD6995606.1|CCAP
OG0003459	LOC119659655|XP_037923791.1|HILL	CCAP1982_LOCUS363|CAD6991437.1|CCAP
OG0003460	LOC119647801|XP_037904945.1|HILL	CCAP1982_LOCUS4024|CAD6995305.1|CCAP
OG0003461	LOC119659646|XP_037923776.1|HILL	CCAP1982_LOCUS2426|CAD6993616.1|CCAP
OG0003463	LOC119657457|XP_037920300.1|HILL	CCAP1982_LOCUS3767|CAD6995037.1|CCAP
OG0003464	LOC119657069|XP_037919751.1|HILL	CCAP1982_LOCUS2536|CAD6993738.1|CCAP, CCAP1982_LOCUS2533|CAD6993735.1|CCAP
OG0003465	LOC119659382|XP_037923370.1|HILL	CCAP1982_LOCUS3523|CAD6994792.1|CCAP
OG0003466	LOC119652806|XP_037913058.1|HILL	CCAP1982_LOCUS4123|CAD6995405.1|CCAP
OG0003467	LOC119650628|XP_037909462.1|HILL	CCAP1982_LOCUS4096|CAD6995378.1|CCAP
OG0003468	LOC119653241|XP_037913768.1|HILL	CCAP1982_LOCUS1166|CAD6992298.1|CCAP
OG0003469	LOC119650622|XP_037909440.1|HILL	CCAP1982_LOCUS2027|CAD6993208.1|CCAP
OG0003470	LOC119652260|XP_037912169.1|HILL	CCAP1982_LOCUS2015|CAD6993193.1|CCAP
OG0003471	LOC119661386|XP_037926636.1|HILL	CCAP1982_LOCUS8797|CAD7000311.1|CCAP
OG0003472	LOC119654164|XP_037915258.1|HILL	CCAP1982_LOCUS6283|CAD6997652.1|CCAP
OG0003473	LOC119653239|XP_037913766.1|HILL	CCAP1982_LOCUS7925|CAD6999399.1|CCAP
OG0003474	LOC119651139|XP_037910462.1|HILL	CCAP1982_LOCUS3875|CAD6995154.1|CCAP
OG0003475	LOC119651746|XP_037911404.1|HILL	CCAP1982_LOCUS2624|CAD6993827.1|CCAP, CCAP1982_LOCUS2625|CAD6993828.1|CCAP
OG0003477	LOC119651004|XP_037910218.1|HILL	CCAP1982_LOCUS2284|CAD6993472.1|CCAP
OG0003478	LOC119651335|XP_037910809.1|HILL	CCAP1982_LOCUS3292|CAD6994552.1|CCAP
OG0003479	LOC119651586|XP_037911154.1|HILL	CCAP1982_LOCUS1053|CAD6992180.1|CCAP
OG0003480	LOC119651680|XP_037911307.1|HILL	CCAP1982_LOCUS2077|CAD6993260.1|CCAP
OG0003481	LOC119651469|XP_037911005.1|HILL	CCAP1982_LOCUS2076|CAD6993259.1|CCAP
OG0003482	LOC119652965|XP_037913291.1|HILL	CCAP1982_LOCUS2075|CAD6993258.1|CCAP, CCAP1982_LOCUS2074|CAD6993257.1|CCAP
OG0003484	LOC119659443|XP_037923456.1|HILL	CCAP1982_LOCUS2209|CAD6993393.1|CCAP
OG0003485	LOC119652408|XP_037912449.1|HILL	CCAP1982_LOCUS2380|CAD6993568.1|CCAP
OG0003486	LOC119652568|XP_037912709.1|HILL	CCAP1982_LOCUS2382|CAD6993570.1|CCAP
OG0003487	LOC119653066|XP_037913472.1|HILL	CCAP1982_LOCUS2529|CAD6993731.1|CCAP
OG0003488	LOC119653262|XP_037913797.1|HILL	CCAP1982_LOCUS2704|CAD6993913.1|CCAP, CCAP1982_LOCUS2705|CAD6993914.1|CCAP
OG0003489	LOC119650702|XP_037909618.1|HILL	CCAP1982_LOCUS2593|CAD6993795.1|CCAP
OG0003490	LOC119653039|XP_037913423.1|HILL	CCAP1982_LOCUS2615|CAD6993818.1|CCAP
OG0003491	LOC119652845|XP_037913110.1|HILL	CCAP1982_LOCUS2647|CAD6993851.1|CCAP, CCAP1982_LOCUS2650|CAD6993854.1|CCAP
OG0003492	LOC119651678|XP_037911303.1|HILL	CCAP1982_LOCUS2875|CAD6994106.1|CCAP
OG0003493	LOC119652709|XP_037912918.1|HILL	CCAP1982_LOCUS1184|CAD6992316.1|CCAP, CCAP1982_LOCUS1183|CAD6992315.1|CCAP
OG0003494	LOC119652966|XP_037913292.1|HILL	CCAP1982_LOCUS2448|CAD6993638.1|CCAP
OG0003495	LOC119652243|XP_037912145.1|HILL	CCAP1982_LOCUS7670|CAD6999126.1|CCAP
OG0003496	LOC119652477|XP_037912574.1|HILL	CCAP1982_LOCUS55|CAD6991108.1|CCAP
OG0003497	LOC119647806|XP_037904953.1|HILL	CCAP1982_LOCUS1426|CAD6992578.1|CCAP
OG0003498	LOC119658034|XP_037921194.1|HILL	CCAP1982_LOCUS4163|CAD6995446.1|CCAP
OG0003499	LOC119652370|XP_037912395.1|HILL, LOC119651272|XP_037910704.1|HILL	CCAP1982_LOCUS3779|CAD6995053.1|CCAP
OG0003500	LOC119650922|XP_037910076.1|HILL	CCAP1982_LOCUS12413|CAD7003991.1|CCAP
OG0003501	LOC119657030|XP_037919711.1|HILL	CCAP1982_LOCUS2344|CAD6993532.1|CCAP, CCAP1982_LOCUS2343|CAD6993531.1|CCAP, CCAP1982_LOCUS2345|CAD6993533.1|CCAP
OG0003502	LOC119657606|XP_037920531.1|HILL	CCAP1982_LOCUS3909|CAD6995189.1|CCAP
OG0003503	LOC119657362|XP_037920168.1|HILL	CCAP1982_LOCUS3462|CAD6994729.1|CCAP
OG0003504	LOC119652624|XP_037912796.1|HILL	CCAP1982_LOCUS2035|CAD6993216.1|CCAP
OG0003506	LOC119651895|XP_037911645.1|HILL	CCAP1982_LOCUS1196|CAD6992331.1|CCAP, CCAP1982_LOCUS1195|CAD6992330.1|CCAP
OG0003507	LOC119646429|XP_037902805.1|HILL	CCAP1982_LOCUS4039|CAD6995321.1|CCAP, CCAP1982_LOCUS4038|CAD6995319.1|CCAP
OG0003508	LOC119650892|XP_037909997.1|HILL	CCAP1982_LOCUS11383|CAD7002917.1|CCAP
OG0003509	LOC119651951|XP_037911733.1|HILL	CCAP1982_LOCUS2841|CAD6994070.1|CCAP
OG0003510	LOC119652949|XP_037913268.1|HILL	CCAP1982_LOCUS1326|CAD6992471.1|CCAP, CCAP1982_LOCUS7653|CAD6999108.1|CCAP
OG0003511	LOC119652234|XP_037912126.1|HILL	CCAP1982_LOCUS1325|CAD6992470.1|CCAP
OG0003512	LOC119651376|XP_037910879.1|HILL	CCAP1982_LOCUS1810|CAD6992979.1|CCAP
OG0003513	LOC119646670|XP_037903128.1|HILL	CCAP1982_LOCUS4017|CAD6995298.1|CCAP
OG0003514	LOC119651700|XP_037911340.1|HILL	CCAP1982_LOCUS3515|CAD6994784.1|CCAP
OG0003515	LOC119655893|XP_037917967.1|HILL	CCAP1982_LOCUS21020|CAD7012921.1|CCAP
OG0003516	LOC119656754|XP_037919245.1|HILL	CCAP1982_LOCUS2335|CAD6993523.1|CCAP
OG0003517	LOC119651306|XP_037910761.1|HILL	CCAP1982_LOCUS3547|CAD6994816.1|CCAP
OG0003518	LOC119652613|XP_037912778.1|HILL	CCAP1982_LOCUS3603|CAD6994868.1|CCAP, CCAP1982_LOCUS3643|CAD6994908.1|CCAP, CCAP1982_LOCUS3602|CAD6994867.1|CCAP
OG0003519	LOC119647418|XP_037904232.1|HILL	CCAP1982_LOCUS11421|CAD7002957.1|CCAP, CCAP1982_LOCUS11422|CAD7002958.1|CCAP, CCAP1982_LOCUS11423|CAD7002959.1|CCAP
OG0003520	LOC119648033|XP_037905386.1|HILL	CCAP1982_LOCUS11416|CAD7002952.1|CCAP
OG0003521	LOC119647846|XP_037905031.1|HILL	CCAP1982_LOCUS11429|CAD7002965.1|CCAP
OG0003522	LOC119658674|XP_037922164.1|HILL	CCAP1982_LOCUS22624|CAD7014633.1|CCAP, CCAP1982_LOCUS22621|CAD7014630.1|CCAP
OG0003523	LOC119658885|XP_037922600.1|HILL	CCAP1982_LOCUS7667|CAD6999123.1|CCAP
OG0003524	LOC119658669|XP_037922150.1|HILL	CCAP1982_LOCUS22854|CAD7014890.1|CCAP
OG0003525	LOC119659028|XP_037922851.1|HILL	CCAP1982_LOCUS23415|CAD7015476.1|CCAP
OG0003526	LOC119650225|XP_037908730.1|HILL	CCAP1982_LOCUS11316|CAD7002847.1|CCAP
OG0003527	LOC119659063|XP_037922901.1|HILL	CCAP1982_LOCUS22626|CAD7014635.1|CCAP
OG0003529	LOC119649979|XP_037908349.1|HILL	CCAP1982_LOCUS6459|CAD6997835.1|CCAP, CCAP1982_LOCUS6458|CAD6997834.1|CCAP
OG0003530	LOC119650030|XP_037908438.1|HILL	CCAP1982_LOCUS12403|CAD7003980.1|CCAP
OG0003531	LOC119647868|XP_037905066.1|HILL	CCAP1982_LOCUS11045|CAD7002557.1|CCAP
OG0003532	LOC119648107|XP_037905550.1|HILL	CCAP1982_LOCUS13293|CAD7004909.1|CCAP
OG0003533	LOC119649893|XP_037908211.1|HILL	CCAP1982_LOCUS11069|CAD7002582.1|CCAP
OG0003534	LOC119648666|XP_037906376.1|HILL	CCAP1982_LOCUS12129|CAD7003692.1|CCAP
OG0003535	LOC119650201|XP_037908695.1|HILL, LOC119648159|XP_037905662.1|HILL	CCAP1982_LOCUS11407|CAD7002942.1|CCAP
OG0003536	LOC119661484|XP_037926776.1|HILL	CCAP1982_LOCUS21804|CAD7013781.1|CCAP
OG0003537	LOC119646897|XP_037903483.1|HILL	CCAP1982_LOCUS21636|CAD7013581.1|CCAP
OG0003538	LOC119652914|XP_037913229.1|HILL	CCAP1982_LOCUS21619|CAD7013563.1|CCAP
OG0003539	LOC119648706|XP_037906445.1|HILL	CCAP1982_LOCUS21613|CAD7013555.1|CCAP
OG0003540	LOC119649320|XP_037907350.1|HILL	CCAP1982_LOCUS11357|CAD7002888.1|CCAP
OG0003541	LOC119647207|XP_037903957.1|HILL	CCAP1982_LOCUS3984|CAD6995263.1|CCAP
OG0003542	LOC119652240|XP_037912146.1|HILL	CCAP1982_LOCUS22394|CAD7014401.1|CCAP
OG0003543	LOC119646542|XP_037902942.1|HILL	CCAP1982_LOCUS7867|CAD6999340.1|CCAP
OG0003544	LOC119648222|XP_037905762.1|HILL	CCAP1982_LOCUS12760|CAD7004344.1|CCAP
OG0003545	LOC119651882|XP_037911633.1|HILL, LOC119650413|XP_037909126.1|HILL	CCAP1982_LOCUS14146|CAD7005798.1|CCAP
OG0003546	LOC119647861|XP_037905058.1|HILL	CCAP1982_LOCUS13560|CAD7005200.1|CCAP
OG0003548	LOC119650945|XP_037910107.1|HILL	CCAP1982_LOCUS22755|CAD7014784.1|CCAP
OG0003549	LOC119651463|XP_037911002.1|HILL	CCAP1982_LOCUS22753|CAD7014782.1|CCAP
OG0003550	LOC119660126|XP_037924449.1|HILL	CCAP1982_LOCUS22380|CAD7014385.1|CCAP
OG0003551	LOC119659303|XP_037923244.1|HILL	CCAP1982_LOCUS22614|CAD7014623.1|CCAP
OG0003552	LOC119660322|XP_037924726.1|HILL	CCAP1982_LOCUS22722|CAD7014745.1|CCAP
OG0003553	LOC119659538|XP_037923607.1|HILL	CCAP1982_LOCUS22616|CAD7014625.1|CCAP
OG0003554	LOC119648300|XP_037905887.1|HILL	CCAP1982_LOCUS11950|CAD7003500.1|CCAP
OG0003555	LOC119647756|XP_037904802.1|HILL	CCAP1982_LOCUS13140|CAD7004747.1|CCAP
OG0003556	LOC119649946|XP_037908292.1|HILL	CCAP1982_LOCUS11725|CAD7003263.1|CCAP
OG0003557	LOC119649667|XP_037907855.1|HILL	CCAP1982_LOCUS11727|CAD7003265.1|CCAP
OG0003558	LOC119647574|XP_037904502.1|HILL	CCAP1982_LOCUS11602|CAD7003140.1|CCAP, CCAP1982_LOCUS11600|CAD7003138.1|CCAP
OG0003559	LOC119647454|XP_037904314.1|HILL	CCAP1982_LOCUS11205|CAD7002730.1|CCAP
OG0003560	LOC119650162|XP_037908637.1|HILL	CCAP1982_LOCUS13143|CAD7004750.1|CCAP
OG0003561	LOC119650440|XP_037909199.1|HILL	CCAP1982_LOCUS22042|CAD7014036.1|CCAP
OG0003562	LOC119654114|XP_037915214.1|HILL	CCAP1982_LOCUS22254|CAD7014251.1|CCAP
OG0003563	LOC119654144|XP_037915237.1|HILL	CCAP1982_LOCUS3245|CAD6994499.1|CCAP
OG0003564	LOC119648194|XP_037905713.1|HILL	CCAP1982_LOCUS13030|CAD7004635.1|CCAP
OG0003565	LOC119650148|XP_037908613.1|HILL	CCAP1982_LOCUS13066|CAD7004671.1|CCAP
OG0003566	LOC119653051|XP_037913448.1|HILL	CCAP1982_LOCUS2783|CAD6994002.1|CCAP
OG0003567	LOC119651795|XP_037911506.1|HILL	CCAP1982_LOCUS23392|CAD7015451.1|CCAP
OG0003568	LOC119661554|XP_037926873.1|HILL	CCAP1982_LOCUS22896|CAD7014933.1|CCAP
OG0003569	LOC119650442|XP_037909213.1|HILL	CCAP1982_LOCUS11485|CAD7003022.1|CCAP
OG0003570	LOC119648738|XP_037906488.1|HILL	CCAP1982_LOCUS21682|CAD7013635.1|CCAP
OG0003571	LOC119650251|XP_037908769.1|HILL	CCAP1982_LOCUS12914|CAD7004515.1|CCAP
OG0003572	LOC119661342|XP_037926571.1|HILL	CCAP1982_LOCUS22108|CAD7014102.1|CCAP
OG0003573	LOC119647162|XP_037903894.1|HILL	CCAP1982_LOCUS20153|CAD7012051.1|CCAP
OG0003574	LOC119650001|XP_037908391.1|HILL	CCAP1982_LOCUS13221|CAD7004832.1|CCAP
OG0003575	LOC119649147|XP_037907087.1|HILL	CCAP1982_LOCUS12171|CAD7003735.1|CCAP
OG0003576	LOC119649285|XP_037907305.1|HILL	CCAP1982_LOCUS11896|CAD7003442.1|CCAP
OG0003577	LOC119647551|XP_037904472.1|HILL	CCAP1982_LOCUS14912|CAD7006601.1|CCAP
OG0003578	LOC119661777|XP_037927182.1|HILL	CCAP1982_LOCUS11839|CAD7003380.1|CCAP
OG0003579	LOC119647093|XP_037903791.1|HILL	CCAP1982_LOCUS23067|CAD7015115.1|CCAP
OG0003580	LOC119646297|XP_037902639.1|HILL	CCAP1982_LOCUS19430|CAD7011325.1|CCAP
OG0003581	LOC119650358|XP_037908969.1|HILL	CCAP1982_LOCUS11518|CAD7003055.1|CCAP
OG0003582	LOC119647617|XP_037904584.1|HILL	CCAP1982_LOCUS13249|CAD7004864.1|CCAP
OG0003584	LOC119655981|XP_037918148.1|HILL	CCAP1982_LOCUS21831|CAD7013811.1|CCAP
OG0003586	LOC119660832|XP_037925630.1|HILL	CCAP1982_LOCUS19527|CAD7011427.1|CCAP
OG0003587	LOC119648038|XP_037905392.1|HILL	CCAP1982_LOCUS8444|CAD6999931.1|CCAP
OG0003588	LOC119647638|XP_037904628.1|HILL	CCAP1982_LOCUS1234|CAD6992370.1|CCAP
OG0003589	LOC119646675|XP_037903134.1|HILL	CCAP1982_LOCUS22779|CAD7014811.1|CCAP
OG0003590	LOC119648069|XP_037905471.1|HILL, LOC119648068|XP_037905470.1|HILL	CCAP1982_LOCUS11384|CAD7002918.1|CCAP
OG0003591	LOC119647582|XP_037904518.1|HILL	CCAP1982_LOCUS12774|CAD7004362.1|CCAP
OG0003592	LOC119648408|XP_037906086.1|HILL	CCAP1982_LOCUS10792|CAD7002301.1|CCAP
OG0003593	LOC119647524|XP_037904422.1|HILL	CCAP1982_LOCUS10943|CAD7002454.1|CCAP
OG0003594	LOC119648534|XP_037906230.1|HILL	CCAP1982_LOCUS12613|CAD7004194.1|CCAP
