Orthogroup	HILL.longest_only	AAEG.longest_only
OG0004198	LOC119658609|XP_037922018.1|HILL	LOC5572967|XP_001654296.1|AAEG
OG0004199	LOC119660164|XP_037924498.1|HILL	LOC5567598|XP_021711623.1|AAEG
OG0004200	LOC119655002|XP_037916598.1|HILL	LOC5569649|XP_001652910.1|AAEG
OG0004201	LOC119658971|XP_037922777.1|HILL, LOC119648022|XP_037905362.1|HILL	LOC5569648|XP_001652911.1|AAEG
OG0004202	LOC119660209|XP_037924571.1|HILL	LOC5569650|XP_001652913.1|AAEG, LOC110681464|XP_021712915.1|AAEG
OG0004203	LOC119659667|XP_037923816.1|HILL	LOC5569653|XP_021712919.1|AAEG, LOC110674001|XP_021709106.1|AAEG
OG0004204	LOC119650035|XP_037908443.1|HILL	LOC5569658|XP_021706639.1|AAEG
OG0004205	LOC119647653|XP_037904650.1|HILL	LOC5564180|XP_001648494.1|AAEG
OG0004206	LOC119659890|XP_037924140.1|HILL	LOC5564157|XP_021709566.1|AAEG
OG0004207	LOC119660237|XP_037924615.1|HILL	LOC5564160|XP_021706244.1|AAEG
OG0004208	LOC119658849|XP_037922527.1|HILL	LOC5564181|XP_001648503.2|AAEG
OG0004209	LOC119652466|XP_037912560.1|HILL	LOC5564172|XP_011493224.1|AAEG
OG0004210	LOC119651184|XP_037910549.1|HILL	LOC5572320|XP_001653995.1|AAEG, LOC110680761|XP_021712241.1|AAEG
OG0004211	LOC119661652|XP_037927012.1|HILL	LOC110681056|XP_021712512.1|AAEG, LOC5573888|XP_021705984.1|AAEG
OG0004212	LOC119658733|XP_037922326.1|HILL	LOC5575808|XP_021708196.1|AAEG
OG0004213	LOC119659520|XP_037923583.1|HILL	LOC5578459|XP_001656981.1|AAEG
OG0004214	LOC119653754|XP_037914612.1|HILL	LOC5578445|XP_001656966.1|AAEG
OG0004215	LOC119646479|XP_037902860.1|HILL	LOC110678926|XP_021708267.1|AAEG, LOC5563974|XP_001648285.1|AAEG
OG0004216	LOC119648671|XP_037906387.1|HILL	LOC110677901|XP_021705502.1|AAEG, LOC5574128|XP_021712285.1|AAEG
OG0004217	LOC119648687|XP_037906413.1|HILL	LOC110680817|XP_021712284.1|AAEG, LOC5574130|XP_001661200.1|AAEG
OG0004218	LOC119659799|XP_037923999.1|HILL	LOC5579953|XP_001652244.1|AAEG
OG0004219	LOC119659130|XP_037922983.1|HILL	LOC5578893|XP_001664104.1|AAEG
OG0004220	LOC119658911|XP_037922649.1|HILL	LOC110673999|XP_021706910.1|AAEG, LOC5568671|XP_021712478.1|AAEG
OG0004221	LOC119659758|XP_037923947.1|HILL	LOC5570877|XP_001659396.1|AAEG
OG0004222	LOC119659442|XP_037923454.1|HILL	LOC5570888|XP_001659399.2|AAEG
OG0004223	LOC119659173|XP_037923057.1|HILL	LOC110680787|XP_021712266.1|AAEG, LOC5570891|XP_021709761.1|AAEG
OG0004224	LOC119660602|XP_037925210.1|HILL	LOC5577812|XP_021710701.1|AAEG
OG0004225	LOC119649836|XP_037908108.1|HILL	LOC5577814|XP_021710704.1|AAEG
OG0004226	LOC119658774|XP_037922399.1|HILL	LOC5567156|XP_021708629.1|AAEG
OG0004227	LOC119660512|XP_037925055.1|HILL	LOC5567150|XP_021708808.1|AAEG
OG0004228	LOC119659591|XP_037923678.1|HILL	LOC5567167|XP_001651576.2|AAEG
OG0004229	LOC119654308|XP_037915556.1|HILL	LOC5571592|XP_021709128.1|AAEG
OG0004230	LOC119653500|XP_037914064.1|HILL	LOC5573606|XP_001654740.2|AAEG
OG0004231	LOC119649186|XP_037907141.1|HILL	LOC5573595|XP_021704945.1|AAEG
OG0004232	LOC119647677|XP_037904682.1|HILL	LOC5573593|XP_021707465.1|AAEG
OG0004233	LOC119647673|XP_037904679.1|HILL	LOC5573592|XP_001654726.1|AAEG
OG0004234	LOC119648081|XP_037905495.1|HILL	LOC5573583|XP_021704844.1|AAEG
OG0004235	LOC119657778|XP_037920774.1|HILL	LOC5573580|XP_001654714.2|AAEG
OG0004236	LOC119659786|XP_037923982.1|HILL	LOC110678282|XP_021706609.1|AAEG
OG0004237	LOC119660046|XP_037924352.1|HILL	LOC5577221|XP_001656324.2|AAEG
OG0004238	LOC119659899|XP_037924151.1|HILL	LOC5577325|XP_001656402.1|AAEG
OG0004239	LOC119659024|XP_037922845.1|HILL	LOC5577326|XP_001656403.1|AAEG
OG0004240	LOC119659370|XP_037923353.1|HILL	LOC110681333|XP_021712777.1|AAEG, LOC5577334|XP_021710798.1|AAEG
OG0004241	LOC119659639|XP_037923767.1|HILL	LOC5577338|XP_001656415.1|AAEG
OG0004242	LOC119660447|XP_037924928.1|HILL	LOC5577340|XP_001656417.2|AAEG
OG0004243	LOC119648851|XP_037906656.1|HILL	LOC5577344|XP_001656421.2|AAEG
OG0004244	LOC119652857|XP_037913141.1|HILL	LOC5577345|XP_001656422.2|AAEG
OG0004245	LOC119655080|XP_037916707.1|HILL	LOC5577346|XP_021707110.1|AAEG
OG0004246	LOC119661028|XP_037926113.1|HILL	LOC5577362|XP_021704241.1|AAEG
OG0004247	LOC119653705|XP_037914516.1|HILL	LOC5577367|XP_001656447.1|AAEG
OG0004248	LOC119659796|XP_037923995.1|HILL	LOC5577372|XP_021711575.1|AAEG
OG0004249	LOC119661036|XP_037926133.1|HILL	LOC5568851|XP_001652563.1|AAEG
OG0004250	LOC119657215|XP_037919954.1|HILL	LOC5568848|XP_021706755.1|AAEG
OG0004251	LOC119655183|XP_037916868.1|HILL	LOC5568854|XP_021710481.1|AAEG
OG0004252	LOC119654644|XP_037916049.1|HILL	LOC5568859|XP_021709655.1|AAEG
OG0004253	LOC119659554|XP_037923631.1|HILL	LOC5566950|XP_021707806.1|AAEG
OG0004254	LOC119656038|XP_037918234.1|HILL	LOC5575050|XP_021707421.1|AAEG
OG0004255	LOC119656252|XP_037918595.1|HILL, LOC119656251|XP_037918594.1|HILL	LOC110680332|XP_021711847.1|AAEG, LOC5575047|XP_001655484.2|AAEG
OG0004256	LOC119653794|XP_037914728.1|HILL	LOC5569013|XP_021710091.1|AAEG
OG0004257	LOC119651445|XP_037910977.1|HILL	LOC5569010|XP_021709529.1|AAEG
OG0004258	LOC119660400|XP_037924863.1|HILL	LOC5569008|XP_021706020.1|AAEG
OG0004259	LOC119655112|XP_037916762.1|HILL	LOC5569007|XP_021706950.1|AAEG
OG0004260	LOC119659140|XP_037923002.1|HILL	LOC5568996|XP_021709567.1|AAEG
OG0004261	LOC119660449|XP_037924936.1|HILL	LOC110680348|XP_021711859.1|AAEG, LOC110681252|XP_021712712.1|AAEG, LOC5570802|XP_021705513.1|AAEG
OG0004262	LOC119660282|XP_037924680.1|HILL	LOC5568205|XP_021705143.1|AAEG
OG0004263	LOC119659380|XP_037923369.1|HILL	LOC5580156|XP_021710439.1|AAEG
OG0004264	LOC119658852|XP_037922532.1|HILL	LOC5580161|XP_001661636.1|AAEG
OG0004265	LOC119659903|XP_037924156.1|HILL	LOC5575423|XP_001661948.1|AAEG
OG0004266	LOC119660370|XP_037924814.1|HILL	LOC5566945|XP_001651362.1|AAEG
OG0004267	LOC119659196|XP_037923086.1|HILL	LOC5565702|XP_001650059.1|AAEG
OG0004268	LOC119654675|XP_037916100.1|HILL	LOC110679302|XP_021709310.1|AAEG
OG0004269	LOC119653578|XP_037914249.1|HILL	LOC5577029|XP_021705488.1|AAEG
OG0004270	LOC119653895|XP_037914953.1|HILL	LOC5577035|XP_001663131.1|AAEG
OG0004271	LOC119656293|XP_037918657.1|HILL	LOC5564788|XP_001649113.1|AAEG
OG0004272	LOC119660295|XP_037924695.1|HILL	LOC5564782|XP_001649116.1|AAEG
OG0004273	LOC119658805|XP_037922455.1|HILL	LOC5564793|XP_001649117.1|AAEG
OG0004274	LOC119655853|XP_037917900.1|HILL	LOC5564776|XP_001649124.1|AAEG
OG0004275	LOC119655008|XP_037916603.1|HILL	LOC5572255|XP_021704144.1|AAEG
OG0004276	LOC119655466|XP_037917296.1|HILL	LOC5570021|XP_001658911.2|AAEG
OG0004277	LOC119648306|XP_037905900.1|HILL	LOC5570040|XP_001658930.1|AAEG
OG0004278	LOC119654854|XP_037916363.1|HILL	LOC5570045|XP_001658935.1|AAEG
OG0004279	LOC119661714|XP_037927096.1|HILL	LOC5568017|XP_001657838.1|AAEG
OG0004280	LOC119646808|XP_037903328.1|HILL	LOC5568022|XP_021709415.1|AAEG
OG0004281	LOC119654973|XP_037916561.1|HILL	LOC5579834|XP_001651509.2|AAEG
OG0004282	LOC119655997|XP_037918164.1|HILL	LOC5579832|XP_001651505.2|AAEG
OG0004283	LOC119653926|XP_037915015.1|HILL	LOC5579829|XP_021711510.1|AAEG
OG0004284	LOC119648937|XP_037906778.1|HILL	LOC5578193|XP_001656834.1|AAEG
OG0004285	LOC119659960|XP_037924243.1|HILL	LOC5578203|XP_001656845.2|AAEG
OG0004286	LOC119649230|XP_037907218.1|HILL, LOC119648407|XP_037906084.1|HILL	LOC5573027|XP_001660678.1|AAEG
OG0004287	LOC119647785|XP_037904895.1|HILL	LOC5575478|XP_021704121.1|AAEG
OG0004288	LOC119649647|XP_037907830.1|HILL	LOC5575482|XP_001661998.1|AAEG
OG0004289	LOC119648011|XP_037905339.1|HILL	LOC5570561|XP_021708902.1|AAEG
OG0004290	LOC119654671|XP_037916093.1|HILL	LOC5572995|XP_001654323.2|AAEG
OG0004291	LOC119654426|XP_037915745.1|HILL	LOC5579041|XP_001657235.1|AAEG
OG0004292	LOC119647422|XP_037904247.1|HILL	LOC5579044|XP_001657237.1|AAEG
OG0004293	LOC119649907|XP_037908233.1|HILL	LOC5579046|XP_001657241.1|AAEG
OG0004294	LOC119647651|XP_037904640.1|HILL	LOC5567940|XP_001657765.2|AAEG
OG0004295	LOC119649160|XP_037907096.1|HILL	LOC5567935|XP_021710776.1|AAEG, LOC110680813|XP_021712282.1|AAEG
OG0004296	LOC119649172|XP_037907128.1|HILL	LOC5567945|XP_001657756.2|AAEG
OG0004297	LOC119655794|XP_037917816.1|HILL	LOC5576246|XP_021705485.1|AAEG
OG0004298	LOC119655565|XP_037917425.1|HILL	LOC5576239|XP_001656017.2|AAEG
OG0004299	LOC119653756|XP_037914615.1|HILL	LOC5576237|XP_021709188.1|AAEG
OG0004300	LOC119654536|XP_037915906.1|HILL	LOC5568393|XP_001658037.1|AAEG
OG0004301	LOC119649828|XP_037908096.1|HILL	LOC5568392|XP_021711934.1|AAEG, LOC5568379|XP_021705859.1|AAEG
OG0004302	LOC119655496|XP_037917326.1|HILL	LOC5566609|XP_001651006.2|AAEG
OG0004303	LOC119656294|XP_037918658.1|HILL	LOC5566596|XP_001650993.1|AAEG
OG0004304	LOC119656295|XP_037918659.1|HILL	LOC5566594|XP_021705105.1|AAEG
OG0004305	LOC119653569|XP_037914214.1|HILL	LOC5566589|XP_021709067.1|AAEG
OG0004306	LOC119654904|XP_037916460.1|HILL	LOC5563915|XP_001648221.2|AAEG
OG0004307	LOC119655237|XP_037916951.1|HILL	LOC5563913|XP_001648213.2|AAEG
OG0004308	LOC119653501|XP_037914079.1|HILL	LOC5563900|XP_021708791.1|AAEG
OG0004309	LOC119654353|XP_037915625.1|HILL	LOC5567500|XP_001651798.1|AAEG
OG0004310	LOC119656274|XP_037918625.1|HILL	LOC5571126|XP_021709267.1|AAEG
OG0004311	LOC119650175|XP_037908657.1|HILL	LOC5574767|XP_021705247.1|AAEG
OG0004312	LOC119654288|XP_037915504.1|HILL	LOC5578343|XP_001656912.2|AAEG
OG0004313	LOC119654876|XP_037916405.1|HILL	LOC5578342|XP_001656911.2|AAEG
OG0004314	LOC119656314|XP_037918689.1|HILL	LOC5573755|XP_021708369.1|AAEG
OG0004315	LOC119654553|XP_037915928.1|HILL	LOC5573753|XP_001654781.1|AAEG
OG0004316	LOC119654211|XP_037915351.1|HILL	LOC5573752|XP_001654780.2|AAEG
OG0004317	LOC119656094|XP_037918332.1|HILL	LOC5573747|XP_001654775.2|AAEG
OG0004318	LOC119656006|XP_037918176.1|HILL	LOC5573737|XP_001654763.2|AAEG
OG0004319	LOC119655199|XP_037916899.1|HILL	LOC5579653|XP_001648127.2|AAEG
OG0004320	LOC119654632|XP_037916032.1|HILL	LOC5572221|XP_021710698.1|AAEG
OG0004321	LOC119648355|XP_037905996.1|HILL	LOC5577235|XP_001656341.1|AAEG
OG0004322	LOC119652853|XP_037913133.1|HILL	LOC5577233|XP_021705236.1|AAEG
OG0004323	LOC119655266|XP_037916996.1|HILL	LOC5564723|XP_001649078.2|AAEG
OG0004324	LOC119655268|XP_037917009.1|HILL	LOC5564731|XP_001649076.2|AAEG
OG0004325	LOC119654736|XP_037916195.1|HILL	LOC5564726|XP_001649070.1|AAEG
OG0004326	LOC119655775|XP_037917761.1|HILL	LOC5565490|XP_021705968.1|AAEG
OG0004327	LOC119654927|XP_037916506.1|HILL	LOC5576927|XP_021709153.1|AAEG
OG0004328	LOC119654341|XP_037915609.1|HILL	LOC5576937|XP_001656299.2|AAEG
OG0004329	LOC119646523|XP_037902914.1|HILL	LOC5575771|XP_021704796.1|AAEG
OG0004330	LOC119648859|XP_037906671.1|HILL	LOC5573068|XP_001654399.1|AAEG
OG0004331	LOC119655107|XP_037916757.1|HILL	LOC5573062|XP_001654385.2|AAEG
OG0004332	LOC119657052|XP_037919737.1|HILL	LOC110680936|XP_021712409.1|AAEG, LOC5577487|XP_001663405.1|AAEG
OG0004333	LOC119653901|XP_037914965.1|HILL	LOC5570999|XP_001653427.2|AAEG
OG0004334	LOC119655336|XP_037917108.1|HILL	LOC5570998|XP_021706986.1|AAEG
OG0004335	LOC119654695|XP_037916136.1|HILL	LOC5571005|XP_001653434.1|AAEG
OG0004336	LOC119656001|XP_037918167.1|HILL	LOC5571009|XP_001653438.1|AAEG
OG0004337	LOC119654539|XP_037915912.1|HILL	LOC5571011|XP_001653441.1|AAEG
OG0004338	LOC119655176|XP_037916856.1|HILL	LOC5571016|XP_021710932.1|AAEG
OG0004339	LOC119654986|XP_037916576.1|HILL	LOC5575074|XP_001661812.1|AAEG
OG0004340	LOC119654985|XP_037916575.1|HILL	LOC5575075|XP_021707755.1|AAEG
OG0004341	LOC119655770|XP_037917753.1|HILL	LOC5575082|XP_001661804.1|AAEG
OG0004342	LOC119656152|XP_037918415.1|HILL	LOC5578878|XP_001664087.2|AAEG
OG0004343	LOC119653798|XP_037914740.1|HILL	LOC5576142|XP_021710000.1|AAEG
OG0004344	LOC119655727|XP_037917692.1|HILL	LOC5565029|XP_021706847.1|AAEG
OG0004345	LOC119654325|XP_037915581.1|HILL	LOC110680778|XP_021712254.1|AAEG, LOC5567131|XP_001651557.2|AAEG
OG0004346	LOC119653859|XP_037914843.1|HILL	LOC23687601|XP_021708563.1|AAEG
OG0004347	LOC119655267|XP_037917006.1|HILL	LOC5570985|XP_021706602.1|AAEG
OG0004348	LOC119656013|XP_037918190.1|HILL	LOC5563928|XP_021705111.1|AAEG
OG0004349	LOC119655212|XP_037916914.1|HILL	LOC5575390|XP_021705255.1|AAEG
OG0004351	LOC119653764|XP_037914674.1|HILL	LOC5566763|XP_021704818.1|AAEG
OG0004352	LOC119660556|XP_037925124.1|HILL	LOC5575284|XP_021706749.1|AAEG
OG0004353	LOC119658893|XP_037922624.1|HILL	LOC5575275|XP_001661881.1|AAEG
OG0004354	LOC119658894|XP_037922625.1|HILL	LOC110679616|XP_021710599.1|AAEG
OG0004355	LOC119647773|XP_037904881.1|HILL	LOC5575272|XP_021710551.1|AAEG
OG0004356	LOC119654845|XP_037916352.1|HILL	LOC5573623|XP_001660945.1|AAEG
OG0004357	LOC119655644|XP_037917551.1|HILL	LOC5571581|XP_021707500.1|AAEG
OG0004358	LOC119654941|XP_037916522.1|HILL	LOC5563890|XP_021710388.1|AAEG
OG0004359	LOC119654255|XP_037915434.1|HILL	LOC23687758|XP_021710910.1|AAEG
OG0004360	LOC119650254|XP_037908774.1|HILL	LOC5573833|XP_001654863.1|AAEG
OG0004361	LOC119658859|XP_037922540.1|HILL	LOC5573834|XP_001654860.1|AAEG
OG0004362	LOC119654367|XP_037915640.1|HILL	LOC5573828|XP_001654855.1|AAEG
OG0004363	LOC119653713|XP_037914522.1|HILL	LOC5574292|XP_001661342.2|AAEG
OG0004364	LOC119654391|XP_037915693.1|HILL	LOC5563997|XP_001648319.1|AAEG
OG0004365	LOC119655039|XP_037916645.1|HILL	LOC5578237|XP_021707309.1|AAEG
OG0004366	LOC119649159|XP_037907099.1|HILL	LOC5577459|XP_001663392.2|AAEG
OG0004367	LOC119647668|XP_037904673.1|HILL	LOC5571879|XP_001659989.1|AAEG
OG0004368	LOC119650091|XP_037908534.1|HILL	LOC5568688|XP_001652513.1|AAEG
OG0004369	LOC119656327|XP_037918717.1|HILL	LOC5568706|XP_021706493.1|AAEG
OG0004370	LOC119653925|XP_037915012.1|HILL	LOC5568717|XP_021708349.1|AAEG
OG0004371	LOC119654595|XP_037915992.1|HILL	LOC5563882|XP_001648196.1|AAEG
OG0004372	LOC119656004|XP_037918172.1|HILL	LOC5563881|XP_021710919.1|AAEG
OG0004373	LOC119654003|XP_037915093.1|HILL	LOC5570164|XP_021707207.1|AAEG
OG0004374	LOC119656194|XP_037918476.1|HILL	LOC5573475|XP_021710389.1|AAEG
OG0004375	LOC119649351|XP_037907386.1|HILL	LOC5566310|XP_001650681.1|AAEG
OG0004376	LOC119649141|XP_037907077.1|HILL	LOC5569778|XP_021705044.1|AAEG
OG0004377	LOC119658643|XP_037922107.1|HILL	LOC5574962|XP_001655433.2|AAEG
OG0004378	LOC119655153|XP_037916819.1|HILL	LOC5578279|XP_021707175.1|AAEG
OG0004379	LOC119654502|XP_037915863.1|HILL	LOC5574943|XP_001655409.1|AAEG
OG0004380	LOC119655712|XP_037917673.1|HILL	LOC5567360|XP_021706163.1|AAEG
OG0004381	LOC119658661|XP_037922142.1|HILL	LOC5567513|XP_021705031.1|AAEG
OG0004382	LOC119654627|XP_037916027.1|HILL	LOC5580241|XP_001662429.2|AAEG
OG0004383	LOC119655686|XP_037917617.1|HILL	LOC5580242|XP_021706185.1|AAEG
OG0004384	LOC119655157|XP_037916832.1|HILL	LOC5580243|XP_001662427.1|AAEG
OG0004385	LOC119655463|XP_037917291.1|HILL	LOC5575514|XP_001662018.2|AAEG
OG0004386	LOC119655049|XP_037916664.1|HILL	LOC110677938|XP_021705671.1|AAEG
OG0004387	LOC119650374|XP_037909037.1|HILL	LOC5572708|XP_021707118.1|AAEG
OG0004388	LOC119655984|XP_037918149.1|HILL	LOC5572399|XP_021706232.1|AAEG, LOC110681466|XP_021712924.1|AAEG
OG0004389	LOC119654780|XP_037916252.1|HILL	LOC5564812|XP_021709637.1|AAEG
OG0004390	LOC119648992|XP_037906846.1|HILL	LOC5575457|XP_001661976.2|AAEG
OG0004391	LOC119649329|XP_037907362.1|HILL	LOC5576763|XP_021704246.1|AAEG
OG0004392	LOC119647445|XP_037904296.1|HILL	LOC5565739|XP_001650089.2|AAEG
OG0004393	LOC119660021|XP_037924357.1|HILL	LOC5565729|XP_021711015.1|AAEG
OG0004394	LOC119646787|XP_037903297.1|HILL	LOC5565800|XP_021705217.1|AAEG
OG0004395	LOC119656103|XP_037918343.1|HILL	LOC5571030|XP_021706993.1|AAEG
OG0004396	LOC119655636|XP_037917537.1|HILL	LOC5571027|XP_021710560.1|AAEG
OG0004397	LOC119655533|XP_037917375.1|HILL	LOC5571026|XP_001659457.2|AAEG
OG0004398	LOC119653800|XP_037914743.1|HILL	LOC5569798|XP_021708089.1|AAEG
OG0004399	LOC119654844|XP_037916351.1|HILL	LOC5569795|XP_021709369.1|AAEG
OG0004400	LOC119655957|XP_037918101.1|HILL, LOC119655510|XP_037917344.1|HILL	LOC5572188|XP_001660281.2|AAEG
OG0004401	LOC119655707|XP_037917653.1|HILL	LOC5574786|XP_001655345.2|AAEG
OG0004402	LOC119655323|XP_037917090.1|HILL	LOC5574782|XP_001655339.1|AAEG
OG0004403	LOC119655721|XP_037917682.1|HILL	LOC5578353|XP_021706296.1|AAEG
OG0004404	LOC119656253|XP_037918597.1|HILL	LOC5577779|XP_021710324.1|AAEG
OG0004405	LOC119649563|XP_037907687.1|HILL	LOC5577768|XP_001663541.2|AAEG
OG0004406	LOC119651958|XP_037911742.1|HILL	LOC5567242|XP_001651673.1|AAEG
OG0004407	LOC119655023|XP_037916626.1|HILL	LOC5567239|XP_021707680.1|AAEG
OG0004408	LOC119648240|XP_037905796.1|HILL	LOC5567209|XP_001651638.2|AAEG
OG0004409	LOC119661037|XP_037926134.1|HILL	LOC5571204|XP_021706286.1|AAEG
OG0004410	LOC119654218|XP_037915359.1|HILL	LOC5571908|XP_021706697.1|AAEG
OG0004411	LOC119654624|XP_037916024.1|HILL	LOC110681327|XP_021712774.1|AAEG, LOC110679574|XP_021710292.1|AAEG
OG0004412	LOC119655450|XP_037917276.1|HILL	LOC5574815|XP_001655375.2|AAEG
OG0004413	LOC119654439|XP_037915766.1|HILL	LOC5574813|XP_021709590.1|AAEG
OG0004414	LOC119653520|XP_037914116.1|HILL	LOC5577739|XP_021707423.1|AAEG
OG0004415	LOC119654312|XP_037915563.1|HILL	LOC5579102|XP_021710240.1|AAEG
OG0004416	LOC119653589|XP_037914267.1|HILL	LOC5579113|XP_021711273.1|AAEG
OG0004417	LOC119652493|XP_037912604.1|HILL	LOC5579115|XP_001657314.2|AAEG
OG0004418	LOC119655953|XP_037918085.1|HILL	LOC5579118|XP_021709717.1|AAEG
OG0004419	LOC119654306|XP_037915553.1|HILL	LOC5579127|XP_021704838.1|AAEG
OG0004420	LOC119652373|XP_037912398.1|HILL	LOC5572081|XP_001660163.1|AAEG
OG0004421	LOC119647886|XP_037905108.1|HILL	LOC5566046|XP_021705053.1|AAEG, LOC110680269|XP_021711783.1|AAEG
OG0004422	LOC119650068|XP_037908493.1|HILL	LOC5566059|XP_021707681.1|AAEG
OG0004423	LOC119655174|XP_037916852.1|HILL	LOC5578083|XP_001656777.2|AAEG
OG0004424	LOC119656178|XP_037918452.1|HILL	LOC5578110|XP_021708269.1|AAEG
OG0004425	LOC119648281|XP_037905864.1|HILL	LOC5578114|XP_001656812.2|AAEG
OG0004426	LOC119648186|XP_037905700.1|HILL	LOC5578116|XP_001656814.2|AAEG
OG0004427	LOC119648116|XP_037905566.1|HILL	LOC5580211|XP_001662069.2|AAEG
OG0004428	LOC119658301|XP_037921529.1|HILL	LOC5580215|XP_021708529.1|AAEG
OG0004429	LOC119661731|XP_037927126.1|HILL	LOC110678383|XP_021706892.1|AAEG
OG0004430	LOC119647862|XP_037905059.1|HILL	LOC5574076|XP_021709995.1|AAEG
OG0004431	LOC119650600|XP_037909385.1|HILL	LOC110677852|XP_021705245.1|AAEG
OG0004432	LOC119653188|XP_037913672.1|HILL	LOC5566901|XP_021706801.1|AAEG
OG0004433	LOC119649740|XP_037907950.1|HILL	LOC5566873|XP_021704683.1|AAEG
OG0004434	LOC119655017|XP_037916617.1|HILL	LOC5566864|XP_001651292.1|AAEG
OG0004435	LOC119655970|XP_037918131.1|HILL	LOC5564592|XP_001648929.2|AAEG
OG0004436	LOC119653565|XP_037914207.1|HILL, LOC119653566|XP_037914208.1|HILL	LOC5564596|XP_021704858.1|AAEG
OG0004437	LOC119654938|XP_037916519.1|HILL	LOC5564587|XP_001648943.2|AAEG
OG0004438	LOC119653878|XP_037914922.1|HILL	LOC5564581|XP_001648944.1|AAEG
OG0004439	LOC119653856|XP_037914835.1|HILL	LOC5579921|XP_021705817.1|AAEG
OG0004440	LOC119654326|XP_037915582.1|HILL	LOC5579919|XP_001652207.1|AAEG, LOC110674018|XP_021712520.1|AAEG
OG0004441	LOC119654459|XP_037915799.1|HILL	LOC110681201|XP_021712674.1|AAEG, LOC5568457|XP_001652290.1|AAEG
OG0004442	LOC119660804|XP_037925564.1|HILL	LOC5577284|XP_001663319.1|AAEG
OG0004443	LOC119653494|XP_037914057.1|HILL	LOC5574180|XP_001661237.1|AAEG
OG0004444	LOC119660801|XP_037925558.1|HILL, LOC119655720|XP_037917680.1|HILL	LOC5567491|XP_001657499.1|AAEG
OG0004445	LOC119654885|XP_037916425.1|HILL	LOC5567474|XP_021708276.1|AAEG
OG0004446	LOC119652750|XP_037912977.1|HILL	LOC5567473|XP_001657478.1|AAEG
OG0004447	LOC119649981|XP_037908350.1|HILL	LOC110681388|XP_021712825.1|AAEG, LOC5567470|XP_001657476.1|AAEG
OG0004448	LOC119660583|XP_037925166.1|HILL	LOC5567496|XP_001657474.1|AAEG, LOC110678982|XP_021708457.1|AAEG
OG0004449	LOC119647804|XP_037904947.1|HILL	LOC5567464|XP_001657464.1|AAEG
OG0004450	LOC119654334|XP_037915594.1|HILL	LOC5569725|XP_001652952.2|AAEG
OG0004451	LOC119654689|XP_037916127.1|HILL, LOC119654688|XP_037916126.1|HILL	LOC5566542|XP_001650937.1|AAEG, LOC110680199|XP_021711710.1|AAEG
OG0004452	LOC119655369|XP_037917161.1|HILL	LOC5566540|XP_001650935.1|AAEG
OG0004453	LOC119660879|XP_037925722.1|HILL	LOC5566539|XP_021708933.1|AAEG
OG0004454	LOC119658677|XP_037922167.1|HILL	LOC5568974|XP_001652628.1|AAEG
OG0004455	LOC119649522|XP_037907634.1|HILL	LOC5568959|XP_001652624.2|AAEG, LOC110679455|XP_021709750.1|AAEG
OG0004456	LOC119649345|XP_037907381.1|HILL	LOC5568958|XP_021709754.1|AAEG, LOC110679459|XP_021709755.1|AAEG
OG0004457	LOC119649145|XP_037907084.1|HILL	LOC5568952|XP_001652622.1|AAEG
OG0004458	LOC119648170|XP_037905677.1|HILL	LOC5568949|XP_021709778.1|AAEG
OG0004459	LOC119648066|XP_037905466.1|HILL	LOC5568954|XP_021709787.1|AAEG
OG0004460	LOC119648485|XP_037906178.1|HILL	LOC5571614|XP_001659809.1|AAEG
OG0004461	LOC119649849|XP_037908134.1|HILL	LOC5565429|XP_021710321.1|AAEG
OG0004462	LOC119648019|XP_037905356.1|HILL	LOC5565421|XP_001649776.1|AAEG
OG0004463	LOC119647621|XP_037904592.1|HILL	LOC5565436|XP_021706597.1|AAEG
OG0004464	LOC119648065|XP_037905462.1|HILL	LOC5576322|XP_021710881.1|AAEG, LOC110679609|XP_021710552.1|AAEG
OG0004465	LOC119649308|XP_037907334.1|HILL	LOC5565418|XP_001649762.2|AAEG
OG0004466	LOC119650058|XP_037908476.1|HILL	LOC110679619|XP_021710611.1|AAEG
OG0004467	LOC119649532|XP_037907647.1|HILL	LOC5567897|XP_021710633.1|AAEG
OG0004468	LOC119649956|XP_037908320.1|HILL	LOC5567895|XP_001651932.2|AAEG
OG0004469	LOC119650421|XP_037909155.1|HILL	LOC5567889|XP_001651924.1|AAEG
OG0004470	LOC119648034|XP_037905388.1|HILL	LOC5576330|XP_021711018.1|AAEG
OG0004471	LOC119647538|XP_037904454.1|HILL	LOC110680426|XP_021711916.1|AAEG, LOC110680427|XP_021711917.1|AAEG, LOC5564138|XP_021711059.1|AAEG
OG0004472	LOC119654230|XP_037915381.1|HILL	LOC5566694|XP_001651102.1|AAEG
OG0004473	LOC119654102|XP_037915194.1|HILL	LOC5566690|XP_001651097.2|AAEG
OG0004474	LOC119655915|XP_037918008.1|HILL	LOC5566689|XP_001651096.1|AAEG
OG0004475	LOC119654538|XP_037915911.1|HILL	LOC5566686|XP_001651093.2|AAEG
OG0004477	LOC119655687|XP_037917619.1|HILL	LOC5573219|XP_001654429.1|AAEG
OG0004478	LOC119656182|XP_037918460.1|HILL	LOC5573207|XP_021704335.1|AAEG
OG0004479	LOC119651321|XP_037910782.1|HILL	LOC110681240|XP_021712701.1|AAEG
