Orthogroup	Duplications (all)	Duplications (50% support)
OG0009010	0	0
OG0009011	0	0
OG0009012	1	1
OG0009013	1	1
OG0009014	0	0
OG0009015	0	0
OG0009016	0	0
OG0009017	0	0
OG0009018	1	1
OG0009019	0	0
OG0009020	0	0
OG0009021	0	0
OG0009022	0	0
OG0009023	0	0
OG0009024	0	0
OG0009025	1	1
OG0009026	0	0
OG0009027	0	0
OG0009028	0	0
OG0009029	0	0
OG0009030	0	0
OG0009031	0	0
OG0009032	0	0
OG0009033	0	0
OG0009034	0	0
OG0009035	0	0
OG0009036	0	0
OG0009037	1	1
OG0009038	0	0
OG0009039	0	0
OG0009040	0	0
OG0009041	0	0
OG0009042	1	0
OG0009043	0	0
OG0009044	0	0
OG0009045	1	1
OG0009046	0	0
OG0009047	0	0
OG0009048	0	0
OG0009049	0	0
OG0009050	1	1
OG0009051	1	1
OG0009052	0	0
OG0009053	0	0
OG0009054	0	0
OG0009055	0	0
OG0009056	0	0
OG0009057	0	0
OG0009058	0	0
OG0009059	0	0
OG0009060	0	0
OG0009061	0	0
OG0009062	2	2
OG0009063	1	1
OG0009064	1	1
OG0009065	0	0
OG0009066	0	0
OG0009067	0	0
OG0009068	0	0
OG0009069	0	0
OG0009070	1	1
OG0009071	2	2
OG0009072	2	2
OG0009073	1	1
OG0009074	2	2
OG0009075	2	2
OG0009076	2	2
OG0009077	2	2
OG0009078	2	2
OG0009079	2	2
OG0009080	3	3
OG0009081	1	1
OG0009082	2	2
OG0009083	2	1
OG0009084	1	0
OG0009085	3	2
OG0009086	1	1
OG0009087	1	1
OG0009088	2	2
OG0009089	1	1
OG0009090	2	2
OG0009091	1	1
OG0009092	2	1
OG0009093	2	2
OG0009094	3	3
OG0009095	1	1
OG0009096	2	2
OG0009097	1	1
OG0009098	1	1
OG0009099	1	1
OG0009100	1	1
OG0009101	2	2
OG0009102	1	1
OG0009103	1	0
OG0009104	1	1
OG0009105	2	2
OG0009106	2	1
OG0009107	1	1
OG0009108	1	1
OG0009109	1	0
OG0009110	3	3
OG0009111	1	0
OG0009112	1	1
OG0009113	1	0
OG0009114	1	1
OG0009115	2	2
OG0009116	1	1
OG0009117	2	2
OG0009118	2	2
OG0009119	1	1
OG0009120	2	2
OG0009121	2	1
OG0009122	2	2
OG0009123	1	1
OG0009124	2	2
OG0009125	2	1
OG0009126	2	2
OG0009127	1	1
OG0009128	1	1
OG0009129	1	1
OG0009130	1	0
OG0009131	2	2
OG0009132	1	1
OG0009133	2	2
OG0009134	3	3
OG0009135	2	2
OG0009136	1	1
OG0009137	0	0
OG0009138	2	2
OG0009139	2	2
OG0009140	2	2
OG0009141	1	1
OG0009142	2	2
OG0009143	2	2
OG0009144	3	3
OG0009145	1	1
OG0009146	1	1
OG0009147	1	1
OG0009148	2	2
OG0009149	2	1
OG0009150	2	2
OG0009151	3	3
OG0009152	1	1
OG0009153	1	1
OG0009154	2	1
OG0009155	2	2
OG0009156	2	2
OG0009157	3	3
OG0009158	3	3
OG0009159	1	0
OG0009160	1	1
OG0009161	2	0
OG0009162	1	1
OG0009163	1	1
OG0009164	1	0
OG0009165	1	0
OG0009166	1	1
OG0009167	1	1
OG0009168	1	1
OG0009169	1	1
OG0009170	1	1
OG0009171	1	1
OG0009172	2	2
OG0009173	2	2
OG0009174	3	3
OG0009175	2	2
OG0009176	1	1
OG0009177	15	12
OG0009178	1	1
OG0009179	2	2
OG0009180	3	3
OG0009181	1	1
OG0009182	2	2
OG0009183	1	1
OG0009184	1	0
OG0009185	1	1
OG0009186	0	0
OG0009187	3	3
OG0009188	1	1
OG0009189	3	3
OG0009190	2	2
OG0009191	3	3
OG0009192	3	3
OG0009193	1	0
OG0009194	3	2
OG0009195	2	2
OG0009196	2	2
OG0009197	2	2
OG0009198	5	5
OG0009199	4	4
OG0009200	3	3
OG0009201	4	4
OG0009202	4	4
OG0009203	4	4
OG0009204	3	3
OG0009205	5	5
OG0009206	4	4
OG0009207	4	4
OG0009208	12	12
OG0009209	3	3
OG0009210	7	7
OG0009211	3	1
OG0009212	12	12
OG0009213	8	6
OG0009214	7	7
OG0009215	5	5
OG0009216	20	19
OG0009217	30	30
OG0009218	17	16
OG0009219	0	0
OG0009220	4	4
OG0009221	0	0
OG0009222	1	1
OG0009223	15	15
OG0009224	1	1
OG0009225	1	1
OG0009226	0	0
OG0009227	19	16
OG0009228	0	0
OG0009229	0	0
OG0009230	4	3
OG0009231	1	1
OG0009232	0	0
OG0009233	12	10
OG0009234	1	0
OG0009235	7	3
OG0009236	0	0
OG0009237	1	0
OG0009238	0	0
OG0009239	0	0
OG0009240	23	23
OG0009241	0	0
OG0009242	22	19
OG0009243	1	1
OG0009244	29	29
OG0009245	0	0
OG0009246	23	22
OG0009247	2	2
OG0009248	0	0
OG0009249	0	0
OG0009250	15	14
OG0009251	0	0
OG0009252	0	0
OG0009253	0	0
OG0009254	0	0
OG0009255	0	0
OG0009256	0	0
OG0009257	0	0
OG0009258	0	0
OG0009259	1	1
OG0009260	0	0
OG0009261	0	0
OG0009262	0	0
OG0009263	0	0
OG0009264	0	0
OG0009265	0	0
OG0009266	0	0
OG0009267	2	2
OG0009268	3	3
OG0009269	0	0
OG0009270	2	2
OG0009271	0	0
OG0009272	0	0
OG0009273	0	0
OG0009274	0	0
OG0009275	0	0
OG0009276	0	0
OG0009277	0	0
OG0009278	0	0
OG0009279	0	0
OG0009280	0	0
OG0009281	0	0
OG0009282	0	0
OG0009283	2	2
OG0009284	0	0
OG0009285	2	2
OG0009286	1	1
OG0009287	0	0
OG0009288	0	0
OG0009289	0	0
OG0009290	0	0
OG0009291	0	0
OG0009292	1	1
OG0009293	0	0
OG0009294	0	0
OG0009295	0	0
OG0009296	1	1
OG0009297	0	0
OG0009298	2	2
OG0009299	1	1
OG0009300	1	1
OG0009301	1	1
OG0009302	1	1
OG0009303	0	0
OG0009304	0	0
OG0009305	0	0
OG0009306	0	0
OG0009307	0	0
OG0009308	1	1
OG0009309	0	0
OG0009310	0	0
OG0009311	1	1
OG0009312	0	0
OG0009313	1	1
OG0009314	0	0
OG0009315	1	0
OG0009316	1	1
OG0009317	0	0
OG0009318	1	1
OG0009319	0	0
OG0009320	0	0
OG0009321	0	0
OG0009322	1	1
OG0009323	0	0
OG0009324	1	1
OG0009325	1	1
OG0009326	1	1
OG0009327	0	0
OG0009328	0	0
OG0009329	1	1
OG0009330	1	1
OG0009331	1	1
OG0009332	0	0
OG0009333	1	1
OG0009334	1	1
OG0009335	1	1
OG0009336	1	1
OG0009337	2	2
OG0009338	1	1
OG0009339	1	1
OG0009340	1	1
OG0009341	1	1
OG0009342	1	1
OG0009343	1	1
OG0009344	0	0
OG0009345	0	0
OG0009346	1	1
OG0009347	1	1
OG0009348	0	0
OG0009349	4	4
OG0009350	0	0
OG0009351	1	1
OG0009352	1	1
OG0009353	0	0
OG0009354	1	0
OG0009355	1	1
OG0009356	0	0
OG0009357	0	0
OG0009358	0	0
OG0009359	1	1
OG0009360	1	1
OG0009361	1	1
OG0009362	1	1
OG0009363	0	0
OG0009364	1	1
OG0009365	1	1
OG0009366	2	2
OG0009367	2	2
OG0009368	1	1
OG0009369	0	0
OG0009370	1	1
OG0009371	2	2
OG0009372	1	1
OG0009373	1	1
OG0009374	0	0
OG0009375	29	29
OG0009376	0	0
OG0009377	1	1
OG0009378	1	1
OG0009379	1	1
OG0009380	1	1
OG0009381	1	1
OG0009382	1	1
OG0009383	1	0
OG0009384	1	0
OG0009385	0	0
OG0009386	1	1
OG0009387	2	2
OG0009388	1	1
OG0009389	3	3
OG0009390	1	1
OG0009391	2	2
OG0009392	1	1
OG0009393	2	2
OG0009394	1	1
OG0009395	1	1
OG0009396	0	0
OG0009397	0	0
OG0009398	1	1
OG0009399	1	1
OG0009400	1	1
OG0009401	0	0
OG0009402	2	2
OG0009403	1	1
OG0009404	1	1
OG0009405	1	1
OG0009406	2	2
OG0009407	1	1
OG0009408	1	1
OG0009409	1	0
OG0009410	1	1
OG0009411	1	1
OG0009412	1	1
OG0009413	1	1
OG0009414	1	1
OG0009415	1	1
OG0009416	1	1
OG0009417	1	1
OG0009418	2	2
OG0009419	1	1
OG0009420	1	1
OG0009421	1	1
OG0009422	0	0
OG0009423	1	1
OG0009424	1	1
OG0009425	1	1
OG0009426	1	1
OG0009427	1	1
OG0009428	1	1
OG0009429	1	1
OG0009430	1	0
OG0009431	1	1
OG0009432	1	1
OG0009433	1	1
OG0009434	1	1
OG0009435	1	1
OG0009436	2	2
OG0009437	1	1
OG0009438	1	1
OG0009439	1	1
OG0009440	1	1
OG0009441	1	0
OG0009442	1	0
OG0009443	1	1
OG0009444	1	1
OG0009445	2	2
OG0009446	1	0
OG0009447	1	0
OG0009448	2	2
OG0009449	2	2
OG0009450	1	1
OG0009451	2	2
OG0009452	1	1
OG0009453	2	2
OG0009454	2	2
OG0009455	2	2
OG0009456	2	2
OG0009457	1	1
OG0009458	1	0
OG0009459	1	1
OG0009460	0	0
OG0009461	0	0
OG0009462	0	0
OG0009463	0	0
OG0009464	0	0
OG0009465	1	1
OG0009466	0	0
OG0009467	0	0
OG0009468	0	0
OG0009469	0	0
OG0009470	0	0
OG0009471	1	1
OG0009472	1	1
OG0009473	1	0
OG0009474	0	0
OG0009475	1	1
OG0009476	1	1
OG0009477	2	2
OG0009478	0	0
OG0009479	1	1
OG0009480	1	1
OG0009481	0	0
OG0009482	1	0
OG0009483	1	1
OG0009484	0	0
OG0009485	1	1
OG0009486	1	1
OG0009487	1	1
OG0009488	0	0
OG0009489	1	1
OG0009490	1	1
OG0009491	1	1
OG0009492	0	0
OG0009493	1	1
OG0009494	0	0
OG0009495	0	0
OG0009496	1	1
OG0009497	1	1
OG0009498	0	0
OG0009499	1	1
OG0009500	0	0
OG0009501	0	0
OG0009502	0	0
OG0009503	1	1
OG0009504	2	2
OG0009505	2	2
OG0009506	2	1
OG0009507	2	2
OG0009508	1	1
OG0009509	1	1
OG0009510	3	3
OG0009511	4	3
OG0009512	1	1
OG0009513	6	6
OG0009514	1	0
OG0009515	3	2
OG0009516	3	2
OG0009517	1	1
OG0009518	3	2
OG0009519	1	1
OG0009520	2	1
OG0009521	3	3
OG0009522	3	3
OG0009523	2	2
OG0009524	3	2
OG0009525	3	3
OG0009526	3	3
OG0009527	3	2
OG0009528	3	3
OG0009529	3	3
OG0009530	2	1
OG0009531	3	3
OG0009532	3	3
OG0009533	3	3
OG0009534	3	3
OG0009535	3	3
OG0009536	3	2
OG0009537	3	2
OG0009538	2	1
OG0009539	3	2
OG0009540	4	4
OG0009541	3	2
OG0009542	2	2
OG0009543	2	1
OG0009544	7	7
OG0009545	3	3
OG0009546	3	2
OG0009547	6	3
OG0009548	4	1
OG0009549	2	1
OG0009550	11	10
OG0009551	25	25
OG0009552	10	10
OG0009553	18	18
OG0009554	29	29
OG0009555	13	13
OG0009556	5	5
OG0009557	0	0
OG0009558	14	14
OG0009559	12	11
OG0009560	0	0
OG0009561	10	7
OG0009562	1	1
OG0009563	0	0
OG0009564	0	0
OG0009565	0	0
OG0009566	17	15
OG0009567	0	0
OG0009568	5	5
OG0009569	2	1
OG0009570	0	0
OG0009571	1	1
OG0009572	0	0
OG0009573	0	0
OG0009574	0	0
OG0009575	0	0
OG0009576	0	0
OG0009577	0	0
OG0009578	0	0
OG0009579	0	0
OG0009580	1	1
OG0009581	0	0
OG0009582	0	0
OG0009583	1	1
OG0009584	0	0
OG0009585	1	1
OG0009586	0	0
OG0009587	0	0
OG0009588	0	0
OG0009589	0	0
OG0009590	0	0
OG0009591	0	0
OG0009592	0	0
OG0009593	0	0
OG0009594	0	0
OG0009595	0	0
OG0009596	0	0
OG0009597	0	0
OG0009598	0	0
OG0009599	0	0
OG0009600	0	0
OG0009601	0	0
OG0009602	0	0
OG0009603	0	0
OG0009604	0	0
OG0009605	0	0
OG0009606	0	0
OG0009607	0	0
OG0009608	0	0
OG0009609	0	0
OG0009610	0	0
OG0009611	1	1
OG0009612	0	0
OG0009613	1	1
OG0009614	0	0
OG0009615	1	1
OG0009616	1	1
OG0009617	0	0
OG0009618	4	2
OG0009619	0	0
OG0009620	0	0
OG0009621	0	0
OG0009622	0	0
OG0009623	5	4
OG0009624	0	0
OG0009625	0	0
OG0009626	0	0
OG0009627	0	0
OG0009628	0	0
OG0009629	0	0
OG0009630	0	0
OG0009631	0	0
OG0009632	0	0
OG0009633	0	0
OG0009634	0	0
OG0009635	0	0
OG0009636	0	0
OG0009637	0	0
OG0009638	0	0
OG0009639	0	0
OG0009640	0	0
OG0009641	0	0
OG0009642	0	0
OG0009643	0	0
OG0009644	0	0
OG0009645	0	0
OG0009646	0	0
OG0009647	0	0
OG0009648	0	0
OG0009649	0	0
OG0009650	0	0
OG0009651	0	0
OG0009652	1	1
OG0009653	0	0
OG0009654	0	0
OG0009655	0	0
OG0009656	0	0
OG0009657	0	0
OG0009658	0	0
OG0009659	0	0
OG0009660	0	0
OG0009661	1	1
OG0009662	1	1
OG0009663	0	0
OG0009664	0	0
OG0009665	0	0
OG0009666	0	0
OG0009667	0	0
OG0009668	0	0
OG0009669	0	0
OG0009670	0	0
OG0009671	0	0
OG0009672	1	1
OG0009673	1	1
OG0009674	0	0
OG0009675	0	0
OG0009676	0	0
OG0009677	0	0
OG0009678	1	1
OG0009679	0	0
OG0009680	0	0
OG0009681	1	1
OG0009682	0	0
OG0009683	0	0
OG0009684	0	0
OG0009685	0	0
OG0009686	1	1
OG0009687	1	1
OG0009688	1	1
OG0009689	0	0
OG0009690	0	0
OG0009691	1	1
OG0009692	0	0
OG0009693	0	0
OG0009694	1	1
OG0009695	0	0
OG0009696	0	0
OG0009697	0	0
OG0009698	0	0
OG0009699	2	2
OG0009700	1	0
OG0009701	0	0
OG0009702	3	3
OG0009703	0	0
OG0009704	0	0
OG0009705	0	0
OG0009706	1	1
OG0009707	0	0
OG0009708	0	0
OG0009709	0	0
OG0009710	0	0
OG0009711	0	0
OG0009712	0	0
OG0009713	0	0
OG0009714	0	0
OG0009715	1	1
OG0009716	2	2
OG0009717	1	1
OG0009718	0	0
OG0009719	1	1
OG0009720	1	1
OG0009721	0	0
OG0009722	4	4
OG0009723	0	0
OG0009724	0	0
OG0009725	0	0
OG0009726	0	0
OG0009727	0	0
OG0009728	0	0
OG0009729	0	0
OG0009730	0	0
OG0009731	1	1
OG0009732	0	0
OG0009733	0	0
OG0009734	1	1
OG0009735	1	1
OG0009736	0	0
OG0009737	1	1
OG0009738	1	1
OG0009739	0	0
OG0009740	1	1
OG0009741	1	1
OG0009742	1	0
OG0009743	1	1
OG0009744	1	0
OG0009745	2	2
OG0009746	2	2
OG0009747	1	1
OG0009748	1	1
OG0009749	0	0
OG0009750	0	0
OG0009751	0	0
OG0009752	1	1
OG0009753	1	1
OG0009754	1	1
OG0009755	0	0
OG0009756	1	1
OG0009757	1	0
OG0009758	1	1
OG0009759	2	1
OG0009760	0	0
OG0009761	1	0
OG0009762	0	0
OG0009763	0	0
OG0009764	0	0
OG0009765	0	0
OG0009766	0	0
OG0009767	0	0
OG0009768	0	0
OG0009769	0	0
OG0009770	0	0
OG0009771	0	0
OG0009772	0	0
OG0009773	0	0
OG0009774	0	0
OG0009775	0	0
OG0009776	0	0
OG0009777	0	0
OG0009778	0	0
OG0009779	0	0
OG0009780	0	0
OG0009781	0	0
OG0009782	1	1
OG0009783	0	0
OG0009784	0	0
OG0009785	0	0
OG0009786	0	0
OG0009787	0	0
OG0009788	0	0
OG0009789	0	0
OG0009790	1	1
OG0009791	0	0
OG0009792	0	0
OG0009793	0	0
OG0009794	0	0
OG0009795	0	0
OG0009796	0	0
OG0009797	0	0
OG0009798	0	0
OG0009799	0	0
OG0009800	0	0
OG0009801	0	0
OG0009802	0	0
OG0009803	0	0
OG0009804	0	0
OG0009805	2	2
OG0009806	0	0
OG0009807	0	0
OG0009808	1	1
OG0009809	0	0
OG0009810	0	0
OG0009811	0	0
OG0009812	0	0
OG0009813	0	0
OG0009814	0	0
OG0009815	1	1
OG0009816	0	0
OG0009817	0	0
OG0009818	0	0
OG0009819	0	0
OG0009820	0	0
OG0009821	1	1
OG0009822	0	0
OG0009823	1	0
OG0009824	0	0
OG0009825	0	0
OG0009826	0	0
OG0009827	0	0
OG0009828	0	0
OG0009829	0	0
OG0009830	0	0
OG0009831	0	0
OG0009832	0	0
OG0009833	0	0
OG0009834	1	1
OG0009835	2	1
OG0009836	0	0
OG0009837	0	0
OG0009838	0	0
OG0009839	1	1
OG0009840	1	1
OG0009841	1	1
OG0009842	0	0
OG0009843	0	0
OG0009844	1	1
OG0009845	1	1
OG0009846	1	1
OG0009847	0	0
OG0009848	2	2
OG0009849	1	0
OG0009850	2	2
OG0009851	1	1
OG0009852	4	3
OG0009853	2	0
OG0009854	9	9
OG0009855	2	2
OG0009856	2	2
OG0009857	2	2
OG0009858	2	1
OG0009859	3	3
OG0009860	1	1
OG0009861	2	2
OG0009862	2	2
OG0009863	2	1
OG0009864	2	2
OG0009865	2	2
OG0009866	2	2
OG0009867	2	2
OG0009868	1	0
OG0009869	7	6
OG0009870	2	2
OG0009871	2	1
OG0009872	2	2
OG0009873	4	3
OG0009874	2	2
OG0009875	2	2
OG0009876	1	1
OG0009877	2	2
OG0009878	2	2
OG0009879	2	2
OG0009880	1	1
OG0009881	2	1
OG0009882	2	2
OG0009883	2	2
OG0009884	2	2
OG0009885	2	2
OG0009886	2	2
OG0009887	1	1
OG0009888	2	2
OG0009889	2	2
OG0009890	1	1
OG0009891	2	2
OG0009892	4	4
OG0009893	2	2
OG0009894	3	2
OG0009895	2	2
OG0009896	2	2
OG0009897	2	2
OG0009898	2	2
OG0009899	2	2
OG0009900	2	2
OG0009901	2	2
OG0009902	2	2
OG0009903	2	1
OG0009904	2	2
OG0009905	2	2
OG0009906	3	3
OG0009907	3	3
OG0009908	5	4
OG0009909	1	0
OG0009910	2	2
OG0009911	3	3
OG0009912	2	1
OG0009913	3	3
OG0009914	6	4
OG0009915	3	2
OG0009916	4	3
OG0009917	9	7
OG0009918	14	9
OG0009919	5	2
OG0009920	16	15
OG0009921	13	11
OG0009922	0	0
OG0009923	20	20
OG0009924	9	8
OG0009925	0	0
OG0009926	2	2
OG0009927	1	1
OG0009928	1	1
OG0009929	14	11
OG0009930	0	0
OG0009931	2	2
OG0009932	0	0
OG0009933	1	1
OG0009934	0	0
OG0009935	27	27
OG0009936	16	16
OG0009937	3	3
OG0009938	0	0
OG0009939	27	27
OG0009940	2	2
OG0009941	0	0
OG0009942	2	2
OG0009943	0	0
OG0009944	0	0
OG0009945	0	0
OG0009946	0	0
OG0009947	0	0
OG0009948	0	0
OG0009949	0	0
OG0009950	0	0
OG0009951	0	0
OG0009952	2	1
OG0009953	0	0
OG0009954	0	0
OG0009955	1	1
OG0009956	1	0
OG0009957	0	0
OG0009958	0	0
OG0009959	26	26
OG0009960	0	0
OG0009961	1	1
OG0009962	0	0
OG0009963	0	0
OG0009964	0	0
OG0009965	0	0
OG0009966	0	0
OG0009967	1	1
OG0009968	2	2
OG0009969	0	0
OG0009970	0	0
OG0009971	0	0
OG0009972	0	0
OG0009973	1	1
OG0009974	0	0
OG0009975	0	0
OG0009976	0	0
OG0009977	0	0
OG0009978	0	0
OG0009979	0	0
OG0009980	0	0
OG0009981	0	0
OG0009982	2	2
OG0009983	2	2
OG0009984	0	0
OG0009985	0	0
OG0009986	1	0
OG0009987	0	0
OG0009988	0	0
OG0009989	0	0
OG0009990	0	0
OG0009991	0	0
OG0009992	0	0
OG0009993	0	0
OG0009994	0	0
OG0009995	0	0
OG0009996	0	0
OG0009997	0	0
OG0009998	0	0
OG0009999	0	0
OG0010000	0	0
OG0010001	0	0
OG0010002	0	0
OG0010003	0	0
OG0010004	0	0
OG0010005	0	0
OG0010006	0	0
OG0010007	0	0
OG0010008	0	0
OG0010009	0	0
OG0010010	0	0
OG0010011	0	0
OG0010012	2	2
OG0010013	0	0
OG0010014	0	0
OG0010015	0	0
OG0010016	0	0
OG0010017	0	0
OG0010018	0	0
OG0010019	0	0
OG0010020	0	0
OG0010021	0	0
OG0010022	0	0
OG0010023	0	0
OG0010024	0	0
OG0010025	0	0
OG0010026	0	0
OG0010027	0	0
OG0010028	0	0
OG0010029	0	0
OG0010030	0	0
OG0010031	0	0
OG0010032	0	0
OG0010033	0	0
OG0010034	0	0
OG0010035	0	0
OG0010036	0	0
OG0010037	0	0
OG0010038	0	0
OG0010039	1	1
OG0010040	0	0
OG0010041	0	0
OG0010042	0	0
OG0010043	0	0
OG0010044	0	0
OG0010045	0	0
OG0010046	0	0
OG0010047	0	0
OG0010048	0	0
OG0010049	0	0
OG0010050	0	0
OG0010051	0	0
OG0010052	0	0
OG0010053	0	0
OG0010054	0	0
OG0010055	0	0
OG0010056	0	0
OG0010057	0	0
OG0010058	0	0
OG0010059	0	0
OG0010060	0	0
OG0010061	0	0
OG0010062	0	0
OG0010063	0	0
OG0010064	0	0
OG0010065	0	0
OG0010066	0	0
OG0010067	0	0
OG0010068	0	0
OG0010069	0	0
OG0010070	0	0
OG0010071	0	0
OG0010072	0	0
OG0010073	0	0
OG0010074	0	0
OG0010075	1	1
OG0010076	0	0
OG0010077	0	0
OG0010078	0	0
OG0010079	0	0
OG0010080	0	0
OG0010081	0	0
OG0010082	0	0
OG0010083	0	0
OG0010084	0	0
OG0010085	1	1
OG0010086	0	0
OG0010087	0	0
OG0010088	0	0
OG0010089	0	0
OG0010090	0	0
OG0010091	0	0
OG0010092	0	0
OG0010093	0	0
OG0010094	1	1
OG0010095	0	0
OG0010096	0	0
OG0010097	0	0
OG0010098	0	0
OG0010099	0	0
OG0010100	0	0
OG0010101	0	0
OG0010102	0	0
OG0010103	0	0
OG0010104	0	0
OG0010105	0	0
OG0010106	1	1
OG0010107	0	0
OG0010108	0	0
OG0010109	16	16
OG0010110	0	0
OG0010111	0	0
OG0010112	1	1
OG0010113	1	1
OG0010114	1	1
OG0010115	1	1
OG0010116	2	2
OG0010117	1	1
OG0010118	1	1
OG0010119	1	1
OG0010120	0	0
OG0010121	1	1
OG0010122	1	1
OG0010123	1	1
OG0010124	27	27
OG0010125	1	1
OG0010126	1	1
OG0010127	2	2
OG0010128	1	1
OG0010129	1	1
OG0010130	1	1
OG0010131	1	1
OG0010132	1	1
OG0010133	1	0
OG0010134	1	1
OG0010135	0	0
OG0010136	1	1
OG0010137	1	1
OG0010138	1	1
OG0010139	1	1
OG0010140	1	1
OG0010141	1	1
OG0010142	1	1
OG0010143	2	2
OG0010144	1	1
OG0010145	1	1
OG0010146	1	0
OG0010147	1	1
OG0010148	1	1
OG0010149	1	1
OG0010150	1	1
OG0010151	1	1
OG0010152	3	3
OG0010153	1	1
OG0010154	1	1
OG0010155	1	1
OG0010156	1	1
OG0010157	1	1
OG0010158	1	1
OG0010159	1	1
OG0010160	1	1
OG0010161	1	1
OG0010162	4	4
OG0010163	1	1
OG0010164	0	0
OG0010165	1	1
OG0010166	1	1
OG0010167	2	2
OG0010168	2	2
OG0010169	1	0
OG0010170	1	1
OG0010171	1	1
OG0010172	1	1
OG0010173	1	1
OG0010174	1	1
OG0010175	1	0
OG0010176	1	1
OG0010177	1	1
OG0010178	1	1
OG0010179	1	1
OG0010180	1	1
OG0010181	1	1
OG0010182	1	0
OG0010183	1	0
OG0010184	1	1
OG0010185	1	1
OG0010186	0	0
OG0010187	1	1
OG0010188	1	1
OG0010189	1	1
OG0010190	1	1
OG0010191	2	2
OG0010192	1	1
OG0010193	1	1
OG0010194	2	2
OG0010195	1	1
OG0010196	1	0
OG0010197	1	1
OG0010198	1	1
OG0010199	1	1
OG0010200	1	1
OG0010201	1	1
OG0010202	1	1
OG0010203	1	1
OG0010204	1	1
OG0010205	1	1
OG0010206	1	1
OG0010207	1	1
OG0010208	1	1
OG0010209	1	1
OG0010210	1	1
OG0010211	1	1
OG0010212	1	1
OG0010213	1	1
OG0010214	1	1
OG0010215	1	1
OG0010216	1	1
OG0010217	1	1
OG0010218	1	1
OG0010219	2	2
OG0010220	1	1
OG0010221	1	1
OG0010222	1	1
OG0010223	1	1
OG0010224	1	1
OG0010225	1	1
OG0010226	1	1
OG0010227	1	0
OG0010228	3	3
OG0010229	1	1
OG0010230	1	1
OG0010231	2	2
OG0010232	1	1
OG0010233	0	0
OG0010234	1	1
OG0010235	2	2
OG0010236	1	1
OG0010237	1	1
OG0010238	1	1
OG0010239	1	1
OG0010240	1	1
OG0010241	2	2
OG0010242	1	1
OG0010243	1	1
OG0010244	1	1
OG0010245	1	1
OG0010246	1	1
OG0010247	1	1
OG0010248	0	0
OG0010249	1	1
OG0010250	4	4
OG0010251	2	2
OG0010252	7	7
OG0010253	2	2
OG0010254	2	2
OG0010255	1	0
OG0010256	2	2
OG0010257	11	10
OG0010258	1	0
OG0010259	2	2
OG0010260	2	1
OG0010261	10	9
OG0010262	19	19
OG0010263	6	6
OG0010264	15	13
OG0010265	15	14
OG0010266	11	10
OG0010267	0	0
OG0010268	12	6
OG0010269	19	18
OG0010270	18	17
OG0010271	21	13
OG0010272	3	2
OG0010273	26	26
OG0010274	17	17
OG0010275	0	0
OG0010276	0	0
OG0010277	0	0
OG0010278	17	15
OG0010279	0	0
OG0010280	0	0
OG0010281	0	0
OG0010282	0	0
OG0010283	0	0
OG0010284	0	0
OG0010285	0	0
OG0010286	1	1
OG0010287	0	0
OG0010288	0	0
OG0010289	0	0
OG0010290	0	0
OG0010291	2	2
OG0010292	0	0
OG0010293	0	0
OG0010294	0	0
OG0010295	1	1
OG0010296	1	1
OG0010297	2	2
OG0010298	0	0
OG0010299	0	0
OG0010300	1	1
OG0010301	1	1
OG0010302	1	1
OG0010303	0	0
OG0010304	0	0
OG0010305	0	0
OG0010306	0	0
OG0010307	0	0
OG0010308	0	0
OG0010309	1	1
OG0010310	0	0
OG0010311	0	0
OG0010312	1	1
OG0010313	0	0
OG0010314	0	0
OG0010315	0	0
OG0010316	3	2
OG0010317	1	1
OG0010318	1	1
OG0010319	0	0
OG0010320	0	0
OG0010321	0	0
OG0010322	0	0
OG0010323	0	0
OG0010324	0	0
OG0010325	1	1
OG0010326	1	0
OG0010327	0	0
OG0010328	1	1
OG0010329	0	0
OG0010330	0	0
OG0010331	1	1
OG0010332	0	0
OG0010333	0	0
OG0010334	0	0
OG0010335	0	0
OG0010336	2	2
OG0010337	0	0
OG0010338	0	0
OG0010339	0	0
OG0010340	0	0
OG0010341	0	0
OG0010342	0	0
OG0010343	0	0
OG0010344	0	0
OG0010345	0	0
OG0010346	0	0
OG0010347	1	1
OG0010348	2	2
OG0010349	0	0
OG0010350	0	0
OG0010351	0	0
OG0010352	0	0
OG0010353	0	0
OG0010354	0	0
OG0010355	0	0
OG0010356	1	0
OG0010357	0	0
OG0010358	0	0
OG0010359	0	0
OG0010360	0	0
OG0010361	0	0
OG0010362	0	0
OG0010363	0	0
OG0010364	0	0
OG0010365	0	0
OG0010366	1	1
OG0010367	0	0
OG0010368	1	1
OG0010369	0	0
OG0010370	0	0
OG0010371	0	0
OG0010372	0	0
OG0010373	0	0
OG0010374	0	0
OG0010375	0	0
OG0010376	0	0
OG0010377	0	0
OG0010378	0	0
OG0010379	0	0
OG0010380	0	0
OG0010381	0	0
OG0010382	0	0
OG0010383	0	0
OG0010384	0	0
OG0010385	0	0
OG0010386	0	0
OG0010387	0	0
OG0010388	0	0
OG0010389	0	0
OG0010390	0	0
OG0010391	0	0
OG0010392	1	1
OG0010393	0	0
OG0010394	0	0
OG0010395	1	1
OG0010396	0	0
OG0010397	0	0
OG0010398	1	1
OG0010399	0	0
OG0010400	0	0
OG0010401	0	0
OG0010402	0	0
OG0010403	0	0
OG0010404	1	1
OG0010405	1	1
OG0010406	1	1
