Orthogroup	CCAP.longest_only	HILL.longest_only
OG0004765	CCAP1982_LOCUS2453|CAD6993643.1|CCAP	LOC119651583|XP_037911150.1|HILL
OG0004766	CCAP1982_LOCUS2527|CAD6993729.1|CCAP	LOC119651411|XP_037910930.1|HILL
OG0004767	CCAP1982_LOCUS1159|CAD6992291.1|CCAP	LOC119651129|XP_037910451.1|HILL
OG0004768	CCAP1982_LOCUS3023|CAD6994262.1|CCAP	LOC119651128|XP_037910450.1|HILL
OG0004769	CCAP1982_LOCUS1618|CAD6992778.1|CCAP	LOC119659440|XP_037923451.1|HILL
OG0004770	CCAP1982_LOCUS4945|CAD6996262.1|CCAP	LOC119659123|XP_037922976.1|HILL
OG0004771	CCAP1982_LOCUS1359|CAD6992510.1|CCAP	LOC119651884|XP_037911632.1|HILL
OG0004772	CCAP1982_LOCUS1734|CAD6992900.1|CCAP	LOC119651147|XP_037910480.1|HILL
OG0004773	CCAP1982_LOCUS2622|CAD6993825.1|CCAP	LOC119652454|XP_037912526.1|HILL
OG0004774	CCAP1982_LOCUS2617|CAD6993820.1|CCAP	LOC119652455|XP_037912531.1|HILL
OG0004775	CCAP1982_LOCUS2616|CAD6993819.1|CCAP	LOC119652648|XP_037912825.1|HILL
OG0004776	CCAP1982_LOCUS23382|CAD7015440.1|CCAP	LOC119651638|XP_037911236.1|HILL
OG0004777	CCAP1982_LOCUS4115|CAD6995397.1|CCAP	LOC119650759|XP_037909779.1|HILL
OG0004778	CCAP1982_LOCUS5815|CAD6997173.1|CCAP	LOC119657685|XP_037920644.1|HILL
OG0004779	CCAP1982_LOCUS3274|CAD6994530.1|CCAP	LOC119661344|XP_037926574.1|HILL
OG0004780	CCAP1982_LOCUS6815|CAD6998200.1|CCAP	LOC119647073|XP_037903759.1|HILL
OG0004781	CCAP1982_LOCUS3298|CAD6994558.1|CCAP	LOC119652277|XP_037912198.1|HILL
OG0004782	CCAP1982_LOCUS1055|CAD6992184.1|CCAP	LOC119651366|XP_037910868.1|HILL
OG0004784	CCAP1982_LOCUS2078|CAD6993261.1|CCAP	LOC119651404|XP_037910920.1|HILL
OG0004785	CCAP1982_LOCUS2068|CAD6993251.1|CCAP	LOC119651315|XP_037910773.1|HILL
OG0004786	CCAP1982_LOCUS2066|CAD6993249.1|CCAP	LOC119651934|XP_037911702.1|HILL
OG0004787	CCAP1982_LOCUS2063|CAD6993246.1|CCAP	LOC119653144|XP_037913606.1|HILL
OG0004788	CCAP1982_LOCUS2062|CAD6993245.1|CCAP	LOC119653141|XP_037913604.1|HILL
OG0004789	CCAP1982_LOCUS2061|CAD6993244.1|CCAP	LOC119653143|XP_037913605.1|HILL
OG0004790	CCAP1982_LOCUS2055|CAD6993238.1|CCAP	LOC119652266|XP_037912179.1|HILL
OG0004791	CCAP1982_LOCUS2238|CAD6993423.1|CCAP	LOC119652076|XP_037911942.1|HILL
OG0004792	CCAP1982_LOCUS1378|CAD6992529.1|CCAP	LOC119651728|XP_037911383.1|HILL
OG0004793	CCAP1982_LOCUS2192|CAD6993376.1|CCAP	LOC119659008|XP_037922821.1|HILL
OG0004794	CCAP1982_LOCUS2285|CAD6993473.1|CCAP	LOC119652838|XP_037913102.1|HILL
OG0004795	CCAP1982_LOCUS2712|CAD6993923.1|CCAP	LOC119652527|XP_037912656.1|HILL
OG0004796	CCAP1982_LOCUS1228|CAD6992364.1|CCAP	LOC119650639|XP_037909489.1|HILL
OG0004797	CCAP1982_LOCUS1191|CAD6992326.1|CCAP	LOC119652964|XP_037913289.1|HILL
OG0004798	CCAP1982_LOCUS2385|CAD6993573.1|CCAP, CCAP1982_LOCUS2386|CAD6993574.1|CCAP	LOC119650602|XP_037909387.1|HILL
OG0004799	CCAP1982_LOCUS3913|CAD6995194.1|CCAP	LOC119650872|XP_037909962.1|HILL
OG0004800	CCAP1982_LOCUS1447|CAD6992598.1|CCAP	LOC119652460|XP_037912552.1|HILL
OG0004801	CCAP1982_LOCUS4250|CAD6995539.1|CCAP	LOC119658926|XP_037922683.1|HILL
OG0004802	CCAP1982_LOCUS2627|CAD6993831.1|CCAP	LOC119653001|XP_037913355.1|HILL
OG0004803	CCAP1982_LOCUS1910|CAD6993080.1|CCAP	LOC119651072|XP_037910339.1|HILL
OG0004804	CCAP1982_LOCUS2450|CAD6993640.1|CCAP	LOC119652910|XP_037913214.1|HILL
OG0004805	CCAP1982_LOCUS3785|CAD6995060.1|CCAP, CCAP1982_LOCUS3786|CAD6995062.1|CCAP	LOC119652950|XP_037913270.1|HILL
OG0004807	CCAP1982_LOCUS2585|CAD6993787.1|CCAP	LOC119651232|XP_037910636.1|HILL
OG0004808	CCAP1982_LOCUS1742|CAD6992909.1|CCAP	LOC119652992|XP_037913345.1|HILL
OG0004809	CCAP1982_LOCUS1427|CAD6992579.1|CCAP	LOC119646127|XP_037902405.1|HILL
OG0004810	CCAP1982_LOCUS1425|CAD6992577.1|CCAP	LOC119659012|XP_037922828.1|HILL
OG0004811	CCAP1982_LOCUS14036|CAD7005683.1|CCAP	LOC119651304|XP_037910758.1|HILL
OG0004812	CCAP1982_LOCUS3782|CAD6995056.1|CCAP	LOC119651965|XP_037911755.1|HILL
OG0004813	CCAP1982_LOCUS3445|CAD6994712.1|CCAP	LOC119652598|XP_037912753.1|HILL
OG0004814	CCAP1982_LOCUS3302|CAD6994562.1|CCAP, CCAP1982_LOCUS9646|CAD7001148.1|CCAP	LOC119650948|XP_037910109.1|HILL
OG0004818	CCAP1982_LOCUS1589|CAD6992744.1|CCAP	LOC119652607|XP_037912768.1|HILL
OG0004819	CCAP1982_LOCUS2225|CAD6993410.1|CCAP	LOC119657915|XP_037921029.1|HILL
OG0004820	CCAP1982_LOCUS3104|CAD6994349.1|CCAP	LOC119651749|XP_037911414.1|HILL
OG0004821	CCAP1982_LOCUS1361|CAD6992512.1|CCAP	LOC119651676|XP_037911298.1|HILL
OG0004822	CCAP1982_LOCUS4095|CAD6995377.1|CCAP, CCAP1982_LOCUS4094|CAD6995376.1|CCAP	LOC119651664|XP_037911281.1|HILL
OG0004823	CCAP1982_LOCUS1299|CAD6992437.1|CCAP	LOC119651836|XP_037911560.1|HILL
OG0004824	CCAP1982_LOCUS1298|CAD6992436.1|CCAP	LOC119650772|XP_037909802.1|HILL
OG0004825	CCAP1982_LOCUS10241|CAD7001751.1|CCAP	LOC119660946|XP_037925883.1|HILL
OG0004826	CCAP1982_LOCUS1194|CAD6992329.1|CCAP	LOC119651897|XP_037911652.1|HILL
OG0004827	CCAP1982_LOCUS3459|CAD6994726.1|CCAP	LOC119652469|XP_037912565.1|HILL
OG0004828	CCAP1982_LOCUS3272|CAD6994528.1|CCAP	LOC119652623|XP_037912794.1|HILL
OG0004829	CCAP1982_LOCUS2558|CAD6993759.1|CCAP	LOC119650894|XP_037910001.1|HILL
OG0004830	CCAP1982_LOCUS3815|CAD6995092.1|CCAP, CCAP1982_LOCUS3820|CAD6995097.1|CCAP	LOC119652629|XP_037912804.1|HILL
OG0004831	CCAP1982_LOCUS22935|CAD7014975.1|CCAP, CCAP1982_LOCUS22936|CAD7014976.1|CCAP	LOC119657751|XP_037920732.1|HILL
OG0004832	CCAP1982_LOCUS2930|CAD6994165.1|CCAP	LOC119650910|XP_037910059.1|HILL
OG0004833	CCAP1982_LOCUS18|CAD6991069.1|CCAP	LOC119658030|XP_037921188.1|HILL
OG0004834	CCAP1982_LOCUS1821|CAD6992990.1|CCAP	LOC119652942|XP_037913259.1|HILL
OG0004835	CCAP1982_LOCUS1817|CAD6992986.1|CCAP	LOC119651573|XP_037911136.1|HILL
OG0004836	CCAP1982_LOCUS4022|CAD6995303.1|CCAP	LOC119647061|XP_037903746.1|HILL
OG0004838	CCAP1982_LOCUS3502|CAD6994771.1|CCAP	LOC119656550|XP_037918842.1|HILL
OG0004839	CCAP1982_LOCUS3499|CAD6994768.1|CCAP	LOC119657955|XP_037921085.1|HILL
OG0004840	CCAP1982_LOCUS5057|CAD6996378.1|CCAP	LOC119659882|XP_037924129.1|HILL
OG0004842	CCAP1982_LOCUS23403|CAD7015463.1|CCAP	LOC119657044|XP_037919725.1|HILL
OG0004843	CCAP1982_LOCUS2087|CAD6993271.1|CCAP	LOC119650651|XP_037909515.1|HILL
OG0004844	CCAP1982_LOCUS227|CAD6991298.1|CCAP	LOC119660485|XP_037925002.1|HILL
OG0004845	CCAP1982_LOCUS226|CAD6991297.1|CCAP	LOC119659005|XP_037922819.1|HILL
OG0004846	CCAP1982_LOCUS8381|CAD6999871.1|CCAP	LOC119651550|XP_037911114.1|HILL
OG0004847	CCAP1982_LOCUS8382|CAD6999872.1|CCAP	LOC119657752|XP_037920734.1|HILL
OG0004850	CCAP1982_LOCUS3566|CAD6994835.1|CCAP, CCAP1982_LOCUS3565|CAD6994834.1|CCAP	LOC119650958|XP_037910129.1|HILL
OG0004851	CCAP1982_LOCUS3554|CAD6994823.1|CCAP, CCAP1982_LOCUS3569|CAD6994838.1|CCAP	LOC119650807|XP_037909874.1|HILL
OG0004852	CCAP1982_LOCUS3586|CAD6994852.1|CCAP, CCAP1982_LOCUS3588|CAD6994853.1|CCAP	LOC119652610|XP_037912773.1|HILL
OG0004853	CCAP1982_LOCUS22308|CAD7014308.1|CCAP	LOC119660352|XP_037924779.1|HILL
OG0004854	CCAP1982_LOCUS11578|CAD7003116.1|CCAP	LOC119647713|XP_037904732.1|HILL
OG0004855	CCAP1982_LOCUS11428|CAD7002964.1|CCAP	LOC119650096|XP_037908542.1|HILL
OG0004856	CCAP1982_LOCUS10937|CAD7002448.1|CCAP	LOC119649449|XP_037907527.1|HILL
OG0004857	CCAP1982_LOCUS11116|CAD7002632.1|CCAP	LOC119648483|XP_037906173.1|HILL
OG0004858	CCAP1982_LOCUS10955|CAD7002466.1|CCAP	LOC119647512|XP_037904402.1|HILL
OG0004859	CCAP1982_LOCUS10958|CAD7002469.1|CCAP	LOC119649643|XP_037907826.1|HILL
OG0004860	CCAP1982_LOCUS11066|CAD7002579.1|CCAP	LOC119649398|XP_037907451.1|HILL
OG0004861	CCAP1982_LOCUS12112|CAD7003675.1|CCAP, CCAP1982_LOCUS12114|CAD7003677.1|CCAP	LOC119650260|XP_037908789.1|HILL
OG0004862	CCAP1982_LOCUS12141|CAD7003704.1|CCAP	LOC119648493|XP_037906187.1|HILL
OG0004863	CCAP1982_LOCUS12888|CAD7004484.1|CCAP	LOC119648813|XP_037906593.1|HILL
OG0004864	CCAP1982_LOCUS11524|CAD7003061.1|CCAP	LOC119648280|XP_037905863.1|HILL
OG0004865	CCAP1982_LOCUS2749|CAD6993964.1|CCAP	LOC119646468|XP_037902846.1|HILL
OG0004866	CCAP1982_LOCUS13141|CAD7004748.1|CCAP	LOC119648674|XP_037906393.1|HILL
OG0004867	CCAP1982_LOCUS22038|CAD7014032.1|CCAP	LOC119661292|XP_037926507.1|HILL
OG0004868	CCAP1982_LOCUS22037|CAD7014031.1|CCAP	LOC119649905|XP_037908230.1|HILL
OG0004869	CCAP1982_LOCUS21809|CAD7013788.1|CCAP	LOC119646853|XP_037903403.1|HILL
OG0004870	CCAP1982_LOCUS21814|CAD7013793.1|CCAP	LOC119661636|XP_037926987.1|HILL
OG0004871	CCAP1982_LOCUS21377|CAD7013306.1|CCAP	LOC119646521|XP_037902909.1|HILL
OG0004872	CCAP1982_LOCUS7248|CAD6998690.1|CCAP	LOC119661574|XP_037926901.1|HILL
OG0004873	CCAP1982_LOCUS8825|CAD7000342.1|CCAP	LOC119649470|XP_037907555.1|HILL
OG0004874	CCAP1982_LOCUS783|CAD6991892.1|CCAP	LOC119646173|XP_037902480.1|HILL
OG0004877	CCAP1982_LOCUS14965|CAD7006662.1|CCAP	LOC119650223|XP_037908728.1|HILL
OG0004878	CCAP1982_LOCUS21200|CAD7013128.1|CCAP	LOC119646610|XP_037903039.1|HILL
OG0004879	CCAP1982_LOCUS20497|CAD7012410.1|CCAP	LOC119656430|XP_037918728.1|HILL
OG0004880	CCAP1982_LOCUS13491|CAD7005129.1|CCAP	LOC119648775|XP_037906537.1|HILL
OG0004881	CCAP1982_LOCUS11318|CAD7002849.1|CCAP	LOC119648136|XP_037905609.1|HILL
OG0004882	CCAP1982_LOCUS12759|CAD7004343.1|CCAP	LOC119648223|XP_037905767.1|HILL
OG0004883	CCAP1982_LOCUS13230|CAD7004844.1|CCAP	LOC119649771|XP_037907999.1|HILL
OG0004884	CCAP1982_LOCUS21713|CAD7013670.1|CCAP	LOC119661105|XP_037926222.1|HILL
OG0004886	CCAP1982_LOCUS7085|CAD6998494.1|CCAP	LOC119659066|XP_037922908.1|HILL
OG0004887	CCAP1982_LOCUS22356|CAD7014359.1|CCAP	LOC119661264|XP_037926445.1|HILL
OG0004888	CCAP1982_LOCUS22112|CAD7014106.1|CCAP	LOC119647034|XP_037903704.1|HILL
OG0004889	CCAP1982_LOCUS8569|CAD7000067.1|CCAP	LOC119661513|XP_037926814.1|HILL
OG0004890	CCAP1982_LOCUS21242|CAD7013171.1|CCAP	LOC119646819|XP_037903362.1|HILL
OG0004892	CCAP1982_LOCUS19617|CAD7011528.1|CCAP	LOC119656024|XP_037918214.1|HILL
OG0004893	CCAP1982_LOCUS20552|CAD7012472.1|CCAP	LOC119646608|XP_037903037.1|HILL
OG0004894	CCAP1982_LOCUS23113|CAD7015163.1|CCAP	LOC119653684|XP_037914476.1|HILL
OG0004895	CCAP1982_LOCUS22245|CAD7014242.1|CCAP	LOC119661728|XP_037927122.1|HILL
OG0004897	CCAP1982_LOCUS23039|CAD7015084.1|CCAP	LOC119651207|XP_037910589.1|HILL
OG0004898	CCAP1982_LOCUS22377|CAD7014382.1|CCAP	LOC119660127|XP_037924450.1|HILL
OG0004899	CCAP1982_LOCUS22723|CAD7014746.1|CCAP	LOC119659519|XP_037923578.1|HILL
OG0004900	CCAP1982_LOCUS22618|CAD7014627.1|CCAP	LOC119658871|XP_037922569.1|HILL
OG0004901	CCAP1982_LOCUS22617|CAD7014626.1|CCAP	LOC119659396|XP_037923386.1|HILL
OG0004902	CCAP1982_LOCUS11611|CAD7003150.1|CCAP	LOC119649113|XP_037907041.1|HILL
OG0004903	CCAP1982_LOCUS22573|CAD7014574.1|CCAP	LOC119661236|XP_037926393.1|HILL
OG0004904	CCAP1982_LOCUS21459|CAD7013394.1|CCAP	LOC119647059|XP_037903744.1|HILL
OG0004905	CCAP1982_LOCUS7092|CAD6998501.1|CCAP	LOC119650857|XP_037909941.1|HILL
OG0004906	CCAP1982_LOCUS12916|CAD7004518.1|CCAP	LOC119647878|XP_037905091.1|HILL
OG0004907	CCAP1982_LOCUS13144|CAD7004751.1|CCAP	LOC119648096|XP_037905523.1|HILL
OG0004908	CCAP1982_LOCUS11719|CAD7003257.1|CCAP	LOC119649228|XP_037907215.1|HILL
OG0004909	CCAP1982_LOCUS11729|CAD7003267.1|CCAP	LOC119650214|XP_037908707.1|HILL
OG0004910	CCAP1982_LOCUS14793|CAD7006475.1|CCAP	LOC119649016|XP_037906895.1|HILL
OG0004911	CCAP1982_LOCUS13091|CAD7004698.1|CCAP	LOC119648207|XP_037905739.1|HILL
OG0004912	CCAP1982_LOCUS12917|CAD7004519.1|CCAP	LOC119649456|XP_037907538.1|HILL
OG0004913	CCAP1982_LOCUS22039|CAD7014033.1|CCAP	LOC119655947|XP_037918078.1|HILL
OG0004914	CCAP1982_LOCUS22044|CAD7014038.1|CCAP	LOC119650069|XP_037908497.1|HILL
OG0004915	CCAP1982_LOCUS23402|CAD7015462.1|CCAP	LOC119660025|XP_037924332.1|HILL
OG0004916	CCAP1982_LOCUS22427|CAD7014431.1|CCAP	LOC119660014|XP_037924324.1|HILL
OG0004917	CCAP1982_LOCUS14901|CAD7006590.1|CCAP	LOC119649568|XP_037907696.1|HILL
OG0004918	CCAP1982_LOCUS14903|CAD7006592.1|CCAP	LOC119647451|XP_037904307.1|HILL
OG0004919	CCAP1982_LOCUS442|CAD6991523.1|CCAP	LOC119660148|XP_037924479.1|HILL
OG0004920	CCAP1982_LOCUS14464|CAD7006135.1|CCAP	LOC119658415|XP_037921741.1|HILL
OG0004921	CCAP1982_LOCUS13031|CAD7004636.1|CCAP	LOC119648890|XP_037906715.1|HILL
OG0004922	CCAP1982_LOCUS11225|CAD7002751.1|CCAP	LOC119650000|XP_037908390.1|HILL
OG0004923	CCAP1982_LOCUS11167|CAD7002689.1|CCAP	LOC119648341|XP_037905965.1|HILL
OG0004924	CCAP1982_LOCUS12528|CAD7004107.1|CCAP	LOC119648607|XP_037906305.1|HILL
OG0004925	CCAP1982_LOCUS12578|CAD7004158.1|CCAP	LOC119648909|XP_037906744.1|HILL
OG0004926	CCAP1982_LOCUS14939|CAD7006633.1|CCAP	LOC119648160|XP_037905663.1|HILL
OG0004927	CCAP1982_LOCUS14993|CAD7006694.1|CCAP	LOC119649986|XP_037908357.1|HILL
OG0004928	CCAP1982_LOCUS21917|CAD7013902.1|CCAP	LOC119647764|XP_037904821.1|HILL
OG0004929	CCAP1982_LOCUS11530|CAD7003067.1|CCAP	LOC119647998|XP_037905312.1|HILL
OG0004930	CCAP1982_LOCUS22942|CAD7014983.1|CCAP	LOC119661707|XP_037927087.1|HILL
OG0004931	CCAP1982_LOCUS22635|CAD7014646.1|CCAP	LOC119655301|XP_037917056.1|HILL
OG0004932	CCAP1982_LOCUS12169|CAD7003732.1|CCAP	LOC119648709|XP_037906444.1|HILL
OG0004933	CCAP1982_LOCUS7196|CAD6998623.1|CCAP	LOC119646348|XP_037902710.1|HILL
OG0004934	CCAP1982_LOCUS7200|CAD6998628.1|CCAP	LOC119646799|XP_037903317.1|HILL
OG0004935	CCAP1982_LOCUS21878|CAD7013861.1|CCAP	LOC119646614|XP_037903047.1|HILL
OG0004936	CCAP1982_LOCUS12915|CAD7004517.1|CCAP	LOC119648843|XP_037906646.1|HILL
OG0004937	CCAP1982_LOCUS20261|CAD7012159.1|CCAP	LOC119646864|XP_037903417.1|HILL
OG0004938	CCAP1982_LOCUS12061|CAD7003621.1|CCAP	LOC119649503|XP_037907598.1|HILL
OG0004940	CCAP1982_LOCUS12871|CAD7004465.1|CCAP	LOC119649260|XP_037907274.1|HILL
OG0004941	CCAP1982_LOCUS12170|CAD7003733.1|CCAP	LOC119648897|XP_037906727.1|HILL
OG0004942	CCAP1982_LOCUS11521|CAD7003058.1|CCAP	LOC119647421|XP_037904244.1|HILL
OG0004943	CCAP1982_LOCUS14899|CAD7006588.1|CCAP	LOC119647942|XP_037905232.1|HILL
OG0004944	CCAP1982_LOCUS11899|CAD7003445.1|CCAP	LOC119649877|XP_037908181.1|HILL
OG0004946	CCAP1982_LOCUS13890|CAD7005530.1|CCAP	LOC119647536|XP_037904451.1|HILL
OG0004947	CCAP1982_LOCUS11517|CAD7003054.1|CCAP	LOC119649183|XP_037907137.1|HILL
OG0004948	CCAP1982_LOCUS11515|CAD7003052.1|CCAP	LOC119649411|XP_037907476.1|HILL
OG0004949	CCAP1982_LOCUS11508|CAD7003045.1|CCAP	LOC119649719|XP_037907929.1|HILL
OG0004950	CCAP1982_LOCUS12161|CAD7003724.1|CCAP	LOC119649711|XP_037907912.1|HILL
OG0004951	CCAP1982_LOCUS2776|CAD6993995.1|CCAP	LOC119650718|XP_037909659.1|HILL
OG0004952	CCAP1982_LOCUS10827|CAD7002341.1|CCAP	LOC119648124|XP_037905574.1|HILL
OG0004953	CCAP1982_LOCUS12149|CAD7003712.1|CCAP	LOC119647618|XP_037904588.1|HILL
OG0004954	CCAP1982_LOCUS12151|CAD7003714.1|CCAP	LOC119647615|XP_037904582.1|HILL
OG0004955	CCAP1982_LOCUS12929|CAD7004532.1|CCAP	LOC119646509|XP_037902893.1|HILL
OG0004956	CCAP1982_LOCUS21829|CAD7013809.1|CCAP	LOC119648642|XP_037906345.1|HILL
OG0004957	CCAP1982_LOCUS11289|CAD7002819.1|CCAP	LOC119648910|XP_037906745.1|HILL
OG0004958	CCAP1982_LOCUS14958|CAD7006655.1|CCAP	LOC119650325|XP_037908909.1|HILL
OG0004959	CCAP1982_LOCUS14959|CAD7006656.1|CCAP	LOC119650368|XP_037909009.1|HILL
OG0004960	CCAP1982_LOCUS14960|CAD7006657.1|CCAP	LOC119647465|XP_037904327.1|HILL
OG0004961	CCAP1982_LOCUS21618|CAD7013562.1|CCAP	LOC119648039|XP_037905394.1|HILL
OG0004962	CCAP1982_LOCUS14417|CAD7006085.1|CCAP	LOC119648037|XP_037905391.1|HILL
OG0004963	CCAP1982_LOCUS11670|CAD7003210.1|CCAP	LOC119647843|XP_037905028.1|HILL
OG0004964	CCAP1982_LOCUS12091|CAD7003653.1|CCAP	LOC119648209|XP_037905742.1|HILL
OG0004965	CCAP1982_LOCUS12614|CAD7004195.1|CCAP	LOC119647987|XP_037905300.1|HILL
OG0004966	CCAP1982_LOCUS12615|CAD7004196.1|CCAP	LOC119647985|XP_037905296.1|HILL
OG0004967	CCAP1982_LOCUS21807|CAD7013784.1|CCAP	LOC119661482|XP_037926775.1|HILL
OG0004968	CCAP1982_LOCUS13312|CAD7004929.1|CCAP	LOC119649864|XP_037908162.1|HILL
OG0004969	CCAP1982_LOCUS22918|CAD7014954.1|CCAP	LOC119646575|XP_037902996.1|HILL
OG0004970	CCAP1982_LOCUS13313|CAD7004930.1|CCAP	LOC119649870|XP_037908170.1|HILL
OG0004971	CCAP1982_LOCUS13316|CAD7004933.1|CCAP	LOC119647641|XP_037904631.1|HILL
OG0004973	CCAP1982_LOCUS11325|CAD7002856.1|CCAP	LOC119647607|XP_037904566.1|HILL
OG0004974	CCAP1982_LOCUS11581|CAD7003119.1|CCAP	LOC119648197|XP_037905719.1|HILL
OG0004975	CCAP1982_LOCUS11169|CAD7002691.1|CCAP	LOC119650109|XP_037908560.1|HILL
OG0004976	CCAP1982_LOCUS10789|CAD7002297.1|CCAP	LOC119650107|XP_037908557.1|HILL
OG0004977	CCAP1982_LOCUS21891|CAD7013875.1|CCAP	LOC119647172|XP_037903906.1|HILL
OG0004978	CCAP1982_LOCUS21950|CAD7013939.1|CCAP	LOC119661178|XP_037926324.1|HILL
OG0004979	CCAP1982_LOCUS13004|CAD7004609.1|CCAP	LOC119649795|XP_037908028.1|HILL
OG0004980	CCAP1982_LOCUS14626|CAD7006304.1|CCAP	LOC119648180|XP_037905692.1|HILL
OG0004981	CCAP1982_LOCUS14604|CAD7006281.1|CCAP	LOC119648234|XP_037905785.1|HILL
OG0004982	CCAP1982_LOCUS14602|CAD7006279.1|CCAP	LOC119649995|XP_037908383.1|HILL
OG0004983	CCAP1982_LOCUS11734|CAD7003272.1|CCAP	LOC119649843|XP_037908115.1|HILL
OG0004984	CCAP1982_LOCUS11733|CAD7003271.1|CCAP	LOC119648730|XP_037906473.1|HILL
OG0004985	CCAP1982_LOCUS10871|CAD7002377.1|CCAP	LOC119648396|XP_037906064.1|HILL
OG0004986	CCAP1982_LOCUS14170|CAD7005825.1|CCAP	LOC119649839|XP_037908112.1|HILL
OG0004987	CCAP1982_LOCUS11806|CAD7003347.1|CCAP, CCAP1982_LOCUS11807|CAD7003348.1|CCAP	LOC119650296|XP_037908860.1|HILL
OG0004988	CCAP1982_LOCUS10872|CAD7002378.1|CCAP	LOC119650332|XP_037908915.1|HILL
OG0004989	CCAP1982_LOCUS11808|CAD7003349.1|CCAP	LOC119647936|XP_037905208.1|HILL
OG0004991	CCAP1982_LOCUS7099|CAD6998510.1|CCAP	LOC119647323|XP_037904178.1|HILL
OG0004992	CCAP1982_LOCUS7098|CAD6998509.1|CCAP	LOC119660877|XP_037925721.1|HILL
OG0004993	CCAP1982_LOCUS10828|CAD7002342.1|CCAP	LOC119649058|XP_037906969.1|HILL, LOC119647502|XP_037904385.1|HILL
OG0004994	CCAP1982_LOCUS12503|CAD7004078.1|CCAP	LOC119650373|XP_037909033.1|HILL
OG0004995	CCAP1982_LOCUS12512|CAD7004089.1|CCAP	LOC119649798|XP_037908030.1|HILL
OG0004996	CCAP1982_LOCUS12841|CAD7004434.1|CCAP, CCAP1982_LOCUS12856|CAD7004450.1|CCAP	LOC119647940|XP_037905214.1|HILL
OG0004997	CCAP1982_LOCUS22646|CAD7014658.1|CCAP	LOC119652402|XP_037912441.1|HILL
OG0004998	CCAP1982_LOCUS21862|CAD7013842.1|CCAP	LOC119653276|XP_037913830.1|HILL
OG0004999	CCAP1982_LOCUS13324|CAD7004945.1|CCAP	LOC119649848|XP_037908133.1|HILL
OG0005000	CCAP1982_LOCUS22669|CAD7014685.1|CCAP	LOC119659051|XP_037922890.1|HILL
OG0005001	CCAP1982_LOCUS13213|CAD7004824.1|CCAP, CCAP1982_LOCUS13199|CAD7004810.1|CCAP	LOC119647419|XP_037904237.1|HILL
OG0005002	CCAP1982_LOCUS178|CAD6991242.1|CCAP	LOC119660626|XP_037925259.1|HILL
OG0005003	CCAP1982_LOCUS13033|CAD7004638.1|CCAP	LOC119649529|XP_037907643.1|HILL
OG0005004	CCAP1982_LOCUS10812|CAD7002322.1|CCAP	LOC119648336|XP_037905958.1|HILL
OG0005005	CCAP1982_LOCUS12878|CAD7004473.1|CCAP	LOC119647992|XP_037905305.1|HILL
OG0005006	CCAP1982_LOCUS12899|CAD7004499.1|CCAP	LOC119648819|XP_037906599.1|HILL
OG0005007	CCAP1982_LOCUS11360|CAD7002891.1|CCAP	LOC119650275|XP_037908828.1|HILL
OG0005008	CCAP1982_LOCUS12254|CAD7003821.1|CCAP, CCAP1982_LOCUS12253|CAD7003820.1|CCAP	LOC119650274|XP_037908827.1|HILL
OG0005009	CCAP1982_LOCUS11320|CAD7002851.1|CCAP	LOC119650277|XP_037908830.1|HILL
OG0005010	CCAP1982_LOCUS21495|CAD7013430.1|CCAP	LOC119657580|XP_037920488.1|HILL
OG0005011	CCAP1982_LOCUS19574|CAD7011474.1|CCAP	LOC119661315|XP_037926535.1|HILL
OG0005012	CCAP1982_LOCUS13294|CAD7004910.1|CCAP	LOC119647456|XP_037904315.1|HILL
OG0005014	CCAP1982_LOCUS12085|CAD7003647.1|CCAP	LOC119648903|XP_037906735.1|HILL
OG0005015	CCAP1982_LOCUS11811|CAD7003352.1|CCAP	LOC119648732|XP_037906477.1|HILL
OG0005016	CCAP1982_LOCUS12339|CAD7003911.1|CCAP	LOC119650315|XP_037908897.1|HILL
OG0005017	CCAP1982_LOCUS11881|CAD7003425.1|CCAP	LOC119649027|XP_037906910.1|HILL
OG0005018	CCAP1982_LOCUS12314|CAD7003884.1|CCAP	LOC119649134|XP_037907067.1|HILL
OG0005019	CCAP1982_LOCUS10965|CAD7002476.1|CCAP	LOC119649232|XP_037907221.1|HILL
OG0005020	CCAP1982_LOCUS21901|CAD7013886.1|CCAP	LOC119659468|XP_037923485.1|HILL
OG0005021	CCAP1982_LOCUS5712|CAD6997058.1|CCAP	LOC119649626|XP_037907789.1|HILL
OG0005022	CCAP1982_LOCUS14729|CAD7006409.1|CCAP	LOC119649922|XP_037908253.1|HILL
OG0005023	CCAP1982_LOCUS21236|CAD7013165.1|CCAP	LOC119649623|XP_037907784.1|HILL
OG0005024	CCAP1982_LOCUS14920|CAD7006611.1|CCAP	LOC119649280|XP_037907297.1|HILL
OG0005025	CCAP1982_LOCUS13207|CAD7004818.1|CCAP	LOC119649756|XP_037907977.1|HILL
OG0005026	CCAP1982_LOCUS12994|CAD7004599.1|CCAP	LOC119649673|XP_037907860.1|HILL
OG0005027	CCAP1982_LOCUS13047|CAD7004652.1|CCAP	LOC119650403|XP_037909114.1|HILL
OG0005028	CCAP1982_LOCUS2226|CAD6993411.1|CCAP	LOC119660581|XP_037925163.1|HILL
OG0005029	CCAP1982_LOCUS11906|CAD7003452.1|CCAP	LOC119649887|XP_037908192.1|HILL
