Orthogroup	CCAP.longest_only	DYAK.longest_only
OG0004617	CCAP1982_LOCUS8004|CAD6999480.1|CCAP	LOC6530312|XP_002091239.1|DYAK
OG0004618	CCAP1982_LOCUS31|CAD6991083.1|CCAP	LOC6537776|XP_002098317.2|DYAK
OG0004619	CCAP1982_LOCUS1835|CAD6993000.1|CCAP	LOC6537689|XP_002098234.2|DYAK
OG0004620	CCAP1982_LOCUS1046|CAD6992171.1|CCAP	LOC6535654|XP_002096282.3|DYAK
OG0004621	CCAP1982_LOCUS362|CAD6991436.1|CCAP	LOC6537381|XP_015048307.1|DYAK
OG0004622	CCAP1982_LOCUS1877|CAD6993045.1|CCAP	LOC6535551|XP_039231359.1|DYAK
OG0004623	CCAP1982_LOCUS1607|CAD6992766.1|CCAP	LOC6538018|XP_002098553.1|DYAK
OG0004627	CCAP1982_LOCUS12745|CAD7004326.1|CCAP	LOC6532908|XP_039230101.1|DYAK
OG0004629	CCAP1982_LOCUS1775|CAD6992942.1|CCAP	LOC6537277|XP_002097835.1|DYAK
OG0004630	CCAP1982_LOCUS2124|CAD6993307.1|CCAP	LOC6537981|XP_015048596.1|DYAK
OG0004632	CCAP1982_LOCUS2110|CAD6993295.1|CCAP	LOC120321732|XP_039231298.1|DYAK
OG0004633	CCAP1982_LOCUS1609|CAD6992768.1|CCAP	LOC6538021|XP_039231868.1|DYAK
OG0004634	CCAP1982_LOCUS1610|CAD6992769.1|CCAP	LOC6538033|XP_002098568.1|DYAK
OG0004639	CCAP1982_LOCUS3414|CAD6994679.1|CCAP	LOC6538312|XP_002098839.1|DYAK
OG0004640	CCAP1982_LOCUS3419|CAD6994684.1|CCAP	LOC6538314|XP_002098841.2|DYAK
OG0004643	CCAP1982_LOCUS4249|CAD6995538.1|CCAP	LOC6536286|XP_002096872.1|DYAK
OG0004646	CCAP1982_LOCUS3651|CAD6994917.1|CCAP	LOC6538962|XP_002099465.1|DYAK
OG0004651	CCAP1982_LOCUS3048|CAD6994287.1|CCAP, CCAP1982_LOCUS3046|CAD6994285.1|CCAP	LOC6535432|XP_002096081.3|DYAK
OG0004652	CCAP1982_LOCUS2775|CAD6993993.1|CCAP	LOC6538204|XP_039231968.1|DYAK
OG0004653	CCAP1982_LOCUS14289|CAD7005951.1|CCAP	LOC6535122|XP_002095784.2|DYAK
OG0004654	CCAP1982_LOCUS6977|CAD6998377.1|CCAP	LOC6526522|XP_002087632.2|DYAK
OG0004655	CCAP1982_LOCUS3443|CAD6994710.1|CCAP	LOC6537957|XP_002098494.3|DYAK
OG0004657	CCAP1982_LOCUS68|CAD6991123.1|CCAP, CCAP1982_LOCUS67|CAD6991122.1|CCAP	LOC120321926|XP_039232128.1|DYAK
OG0004658	CCAP1982_LOCUS3655|CAD6994922.1|CCAP	LOC6536508|XP_002097085.1|DYAK
OG0004659	CCAP1982_LOCUS4005|CAD6995286.1|CCAP	LOC6537876|XP_002098417.1|DYAK
OG0004660	CCAP1982_LOCUS3701|CAD6994970.1|CCAP	LOC6537723|XP_039231908.1|DYAK
OG0004661	CCAP1982_LOCUS3041|CAD6994280.1|CCAP	LOC6535430|XP_002096079.2|DYAK
OG0004666	CCAP1982_LOCUS1731|CAD6992896.1|CCAP	LOC6536429|XP_002097011.1|DYAK
OG0004670	CCAP1982_LOCUS90|CAD6991148.1|CCAP	LOC6538456|XP_002098980.3|DYAK
OG0004671	CCAP1982_LOCUS2509|CAD6993703.1|CCAP	LOC6536831|XP_002097401.1|DYAK
OG0004672	CCAP1982_LOCUS2039|CAD6993220.1|CCAP	LOC6537285|XP_039231312.1|DYAK
OG0004673	CCAP1982_LOCUS5124|CAD6996452.1|CCAP	LOC6539048|XP_002099550.1|DYAK
OG0004674	CCAP1982_LOCUS2397|CAD6993586.1|CCAP	LOC6538241|XP_015048722.1|DYAK
OG0004675	CCAP1982_LOCUS2401|CAD6993591.1|CCAP	LOC6538245|XP_002098772.1|DYAK
OG0004676	CCAP1982_LOCUS3368|CAD6994633.1|CCAP	LOC6537562|XP_002098108.1|DYAK
OG0004677	CCAP1982_LOCUS2684|CAD6993891.1|CCAP	LOC6538791|XP_039232715.1|DYAK
OG0004678	CCAP1982_LOCUS2683|CAD6993890.1|CCAP	LOC6538792|XP_002099305.1|DYAK
OG0004679	CCAP1982_LOCUS1367|CAD6992518.1|CCAP	LOC6535642|XP_039231452.1|DYAK
OG0004680	CCAP1982_LOCUS2560|CAD6993761.1|CCAP	LOC6537456|XP_015048357.1|DYAK
OG0004681	CCAP1982_LOCUS2511|CAD6993705.1|CCAP	LOC6536213|XP_002096804.1|DYAK
OG0004682	CCAP1982_LOCUS8207|CAD6999677.1|CCAP	LOC6526833|XP_002087933.1|DYAK
OG0004683	CCAP1982_LOCUS2421|CAD6993611.1|CCAP	LOC6536910|XP_002097479.1|DYAK
OG0004684	CCAP1982_LOCUS1441|CAD6992592.1|CCAP	LOC6536440|XP_002097021.1|DYAK
OG0004685	CCAP1982_LOCUS2531|CAD6993733.1|CCAP	LOC6538051|XP_039231830.1|DYAK
OG0004686	CCAP1982_LOCUS2334|CAD6993521.1|CCAP	LOC6536299|XP_002096883.1|DYAK
OG0004687	CCAP1982_LOCUS2485|CAD6993679.1|CCAP, CCAP1982_LOCUS2483|CAD6993677.1|CCAP	LOC6538047|XP_002098582.1|DYAK
OG0004688	CCAP1982_LOCUS4260|CAD6995549.1|CCAP	LOC26535920|XP_002097109.1|DYAK
OG0004689	CCAP1982_LOCUS1804|CAD6992973.1|CCAP, CCAP1982_LOCUS1803|CAD6992972.1|CCAP	LOC6537915|XP_002098455.1|DYAK
OG0004690	CCAP1982_LOCUS3063|CAD6994302.1|CCAP	LOC6536150|XP_002096751.1|DYAK
OG0004691	CCAP1982_LOCUS1485|CAD6992639.1|CCAP	LOC6538098|XP_002098632.1|DYAK
OG0004692	CCAP1982_LOCUS1323|CAD6992467.1|CCAP	LOC6537942|XP_002098482.1|DYAK
OG0004693	CCAP1982_LOCUS1315|CAD6992459.1|CCAP	LOC6537947|XP_015048580.1|DYAK
OG0004694	CCAP1982_LOCUS11231|CAD7002757.1|CCAP	LOC6538582|XP_002099104.1|DYAK
OG0004695	CCAP1982_LOCUS2714|CAD6993926.1|CCAP	LOC6538247|XP_015048730.1|DYAK
OG0004696	CCAP1982_LOCUS1433|CAD6992584.1|CCAP	LOC6535857|XP_002096476.1|DYAK
OG0004699	CCAP1982_LOCUS1048|CAD6992173.1|CCAP	LOC6536530|XP_002097106.1|DYAK
OG0004700	CCAP1982_LOCUS1605|CAD6992764.1|CCAP	LOC6535271|XP_039231711.1|DYAK
OG0004701	CCAP1982_LOCUS79|CAD6991137.1|CCAP	LOC6535890|XP_039232335.1|DYAK
OG0004702	CCAP1982_LOCUS1065|CAD6992193.1|CCAP	LOC6538805|XP_002099318.2|DYAK
OG0004703	CCAP1982_LOCUS1899|CAD6993070.1|CCAP	LOC6537907|XP_002098447.1|DYAK
OG0004704	CCAP1982_LOCUS3255|CAD6994511.1|CCAP	LOC6538671|XP_002099191.1|DYAK
OG0004705	CCAP1982_LOCUS2784|CAD6994004.1|CCAP	LOC6536406|XP_002096988.1|DYAK
OG0004706	CCAP1982_LOCUS13037|CAD7004642.1|CCAP	LOC6533415|XP_002094133.1|DYAK
OG0004707	CCAP1982_LOCUS450|CAD6991532.1|CCAP	LOC6527016|XP_002088111.1|DYAK
OG0004708	CCAP1982_LOCUS4356|CAD6995649.1|CCAP	LOC6535996|XP_039231604.1|DYAK
OG0004709	CCAP1982_LOCUS2905|CAD6994139.1|CCAP	LOC6537646|XP_002098191.1|DYAK
OG0004710	CCAP1982_LOCUS2356|CAD6993544.1|CCAP, CCAP1982_LOCUS2357|CAD6993545.1|CCAP	LOC6537319|XP_039232241.1|DYAK
OG0004711	CCAP1982_LOCUS2993|CAD6994231.1|CCAP, CCAP1982_LOCUS2996|CAD6994234.1|CCAP	LOC6538343|XP_002098868.1|DYAK
OG0004712	CCAP1982_LOCUS1916|CAD6993089.1|CCAP	LOC6536980|XP_002097549.1|DYAK
OG0004713	CCAP1982_LOCUS2675|CAD6993881.1|CCAP, CCAP1982_LOCUS2674|CAD6993880.1|CCAP	LOC6538768|XP_002099282.1|DYAK
OG0004715	CCAP1982_LOCUS6555|CAD6997938.1|CCAP	LOC6528224|XP_002089286.1|DYAK
OG0004716	CCAP1982_LOCUS2689|CAD6993896.1|CCAP	LOC6538778|XP_002099292.2|DYAK
OG0004718	CCAP1982_LOCUS6927|CAD6998322.1|CCAP	LOC6526713|XP_002087816.1|DYAK
OG0004719	CCAP1982_LOCUS1745|CAD6992912.1|CCAP	LOC6538937|XP_015049126.2|DYAK
OG0004720	CCAP1982_LOCUS1057|CAD6992185.1|CCAP	LOC6538800|XP_002099313.1|DYAK
OG0004721	CCAP1982_LOCUS2826|CAD6994052.1|CCAP	LOC6538206|XP_002098734.1|DYAK
OG0004722	CCAP1982_LOCUS1561|CAD6992716.1|CCAP, CCAP1982_LOCUS1565|CAD6992720.1|CCAP	LOC6538063|XP_002098598.1|DYAK
OG0004724	CCAP1982_LOCUS3078|CAD6994321.1|CCAP	LOC6535607|XP_002096235.1|DYAK
OG0004725	CCAP1982_LOCUS3072|CAD6994315.1|CCAP	LOC6538342|XP_002098867.1|DYAK
OG0004726	CCAP1982_LOCUS2703|CAD6993911.1|CCAP	LOC6538251|XP_002098778.1|DYAK
OG0004727	CCAP1982_LOCUS3107|CAD6994353.1|CCAP	LOC6537894|XP_039231071.1|DYAK
OG0004728	CCAP1982_LOCUS3108|CAD6994354.1|CCAP	LOC6536834|XP_002097404.1|DYAK
OG0004730	CCAP1982_LOCUS6397|CAD6997767.1|CCAP	LOC6527045|XP_002088138.1|DYAK
OG0004731	CCAP1982_LOCUS3881|CAD6995160.1|CCAP, CCAP1982_LOCUS3880|CAD6995159.1|CCAP	LOC6535630|XP_002096258.1|DYAK
OG0004732	CCAP1982_LOCUS2464|CAD6993656.1|CCAP	LOC6536485|XP_015047753.1|DYAK
OG0004733	CCAP1982_LOCUS2465|CAD6993657.1|CCAP	LOC6537441|XP_002097997.1|DYAK
OG0004734	CCAP1982_LOCUS1255|CAD6992391.1|CCAP	LOC6537668|XP_039232836.1|DYAK
OG0004735	CCAP1982_LOCUS3670|CAD6994936.1|CCAP	LOC6539059|XP_039232577.1|DYAK
OG0004736	CCAP1982_LOCUS2214|CAD6993398.1|CCAP	LOC6538132|XP_039232276.1|DYAK
OG0004737	CCAP1982_LOCUS2780|CAD6993999.1|CCAP	LOC6535278|XP_002095934.1|DYAK
OG0004738	CCAP1982_LOCUS2778|CAD6993997.1|CCAP	LOC6535279|XP_039232550.1|DYAK
OG0004739	CCAP1982_LOCUS1824|CAD6992993.1|CCAP	LOC6537929|XP_002098469.1|DYAK
OG0004741	CCAP1982_LOCUS2273|CAD6993460.1|CCAP	LOC6535608|XP_002096236.1|DYAK
OG0004742	CCAP1982_LOCUS10245|CAD7001755.1|CCAP	LOC6523744|XP_015046895.1|DYAK
OG0004743	CCAP1982_LOCUS3244|CAD6994498.1|CCAP	LOC6535637|XP_002096265.1|DYAK
OG0004744	CCAP1982_LOCUS4332|CAD6995626.1|CCAP	LOC6529022|XP_002090054.1|DYAK
OG0004745	CCAP1982_LOCUS4326|CAD6995620.1|CCAP	LOC6535358|XP_002096009.1|DYAK
OG0004746	CCAP1982_LOCUS364|CAD6991438.1|CCAP	LOC6537379|XP_002097935.1|DYAK
OG0004747	CCAP1982_LOCUS365|CAD6991439.1|CCAP	LOC6537380|XP_015048306.1|DYAK
OG0004748	CCAP1982_LOCUS367|CAD6991441.1|CCAP	LOC6537377|XP_002097933.1|DYAK
OG0004749	CCAP1982_LOCUS1042|CAD6992167.1|CCAP	LOC6535824|XP_002096445.1|DYAK
OG0004750	CCAP1982_LOCUS3019|CAD6994258.1|CCAP	LOC6537687|XP_002098232.1|DYAK
OG0004751	CCAP1982_LOCUS2032|CAD6993213.1|CCAP	LOC6537190|XP_002097748.1|DYAK
OG0004752	CCAP1982_LOCUS3437|CAD6994702.1|CCAP	LOC6538329|XP_002098856.1|DYAK
OG0004753	CCAP1982_LOCUS2962|CAD6994198.1|CCAP	LOC6538637|XP_002099157.1|DYAK
OG0004754	CCAP1982_LOCUS3310|CAD6994572.1|CCAP	LOC6538202|XP_002098730.1|DYAK
OG0004755	CCAP1982_LOCUS4042|CAD6995324.1|CCAP	LOC6535811|XP_002096433.1|DYAK
OG0004756	CCAP1982_LOCUS4041|CAD6995323.1|CCAP	LOC6535810|XP_002096432.1|DYAK
OG0004757	CCAP1982_LOCUS9369|CAD7000894.1|CCAP, CCAP1982_LOCUS3994|CAD6995273.1|CCAP	LOC6536896|XP_015047990.1|DYAK
OG0004758	CCAP1982_LOCUS5183|CAD6996515.1|CCAP	LOC6535500|XP_015047186.2|DYAK
OG0004759	CCAP1982_LOCUS2086|CAD6993269.1|CCAP	LOC6536178|XP_002096769.1|DYAK
OG0004760	CCAP1982_LOCUS3766|CAD6995036.1|CCAP	LOC6537325|XP_039231079.1|DYAK
OG0004762	CCAP1982_LOCUS4117|CAD6995399.1|CCAP, CCAP1982_LOCUS20831|CAD7012727.1|CCAP	LOC6527070|XP_002088163.1|DYAK
OG0004763	CCAP1982_LOCUS1149|CAD6992281.1|CCAP	LOC6535557|XP_002096186.3|DYAK
OG0004764	CCAP1982_LOCUS1627|CAD6992788.1|CCAP, CCAP1982_LOCUS1637|CAD6992798.1|CCAP	LOC6537352|XP_002097909.1|DYAK
OG0004765	CCAP1982_LOCUS2453|CAD6993643.1|CCAP	LOC6538667|XP_039231344.1|DYAK
OG0004766	CCAP1982_LOCUS2527|CAD6993729.1|CCAP	LOC6538683|XP_002099202.2|DYAK
OG0004767	CCAP1982_LOCUS1159|CAD6992291.1|CCAP	LOC6535295|XP_002095951.1|DYAK
OG0004768	CCAP1982_LOCUS3023|CAD6994262.1|CCAP	LOC6535297|XP_002095953.2|DYAK
OG0004769	CCAP1982_LOCUS1618|CAD6992778.1|CCAP	LOC6529264|XP_002090269.1|DYAK
OG0004770	CCAP1982_LOCUS4945|CAD6996262.1|CCAP	LOC6540275|XP_002087112.1|DYAK
OG0004771	CCAP1982_LOCUS1359|CAD6992510.1|CCAP	LOC6537964|XP_002098501.1|DYAK
OG0004772	CCAP1982_LOCUS1734|CAD6992900.1|CCAP	LOC6536210|XP_002096801.1|DYAK
OG0004773	CCAP1982_LOCUS2622|CAD6993825.1|CCAP	LOC6535841|XP_002096462.1|DYAK
OG0004774	CCAP1982_LOCUS2617|CAD6993820.1|CCAP	LOC6535844|XP_039232604.1|DYAK
OG0004775	CCAP1982_LOCUS2616|CAD6993819.1|CCAP	LOC6535625|XP_002096253.1|DYAK
OG0004776	CCAP1982_LOCUS23382|CAD7015440.1|CCAP	LOC6528358|XP_002089407.1|DYAK
OG0004777	CCAP1982_LOCUS4115|CAD6995397.1|CCAP	LOC6535224|XP_002095883.1|DYAK
OG0004778	CCAP1982_LOCUS5815|CAD6997173.1|CCAP	LOC6527560|XP_002088650.1|DYAK
OG0004779	CCAP1982_LOCUS3274|CAD6994530.1|CCAP	LOC6537935|XP_015048573.1|DYAK
OG0004780	CCAP1982_LOCUS6815|CAD6998200.1|CCAP	LOC6526680|XP_002087786.1|DYAK
OG0004781	CCAP1982_LOCUS3298|CAD6994558.1|CCAP	LOC6536841|XP_015047965.1|DYAK
OG0004782	CCAP1982_LOCUS1055|CAD6992184.1|CCAP	LOC6538798|XP_002099311.3|DYAK
OG0004784	CCAP1982_LOCUS2078|CAD6993261.1|CCAP	LOC6537598|XP_002098144.1|DYAK
OG0004785	CCAP1982_LOCUS2068|CAD6993251.1|CCAP	LOC6537580|XP_002098126.1|DYAK
OG0004786	CCAP1982_LOCUS2066|CAD6993249.1|CCAP	LOC6537578|XP_002098124.1|DYAK
OG0004787	CCAP1982_LOCUS2063|CAD6993246.1|CCAP	LOC6537576|XP_002098122.1|DYAK
OG0004788	CCAP1982_LOCUS2062|CAD6993245.1|CCAP	LOC6537575|XP_015048423.1|DYAK
OG0004789	CCAP1982_LOCUS2061|CAD6993244.1|CCAP	LOC6537574|XP_002098120.1|DYAK
OG0004790	CCAP1982_LOCUS2055|CAD6993238.1|CCAP	LOC6538391|XP_002098915.3|DYAK
OG0004791	CCAP1982_LOCUS2238|CAD6993423.1|CCAP	LOC6539008|XP_002099510.1|DYAK
OG0004792	CCAP1982_LOCUS1378|CAD6992529.1|CCAP	LOC6535644|XP_002096272.1|DYAK
OG0004793	CCAP1982_LOCUS2192|CAD6993376.1|CCAP	LOC6537998|XP_002098533.2|DYAK
OG0004794	CCAP1982_LOCUS2285|CAD6993473.1|CCAP	LOC6536990|XP_002097559.1|DYAK
OG0004795	CCAP1982_LOCUS2712|CAD6993923.1|CCAP	LOC6536931|XP_002097500.1|DYAK
OG0004796	CCAP1982_LOCUS1228|CAD6992364.1|CCAP	LOC6536866|XP_002097435.1|DYAK
OG0004797	CCAP1982_LOCUS1191|CAD6992326.1|CCAP	LOC6537643|XP_039231847.1|DYAK
OG0004798	CCAP1982_LOCUS2385|CAD6993573.1|CCAP, CCAP1982_LOCUS2386|CAD6993574.1|CCAP	LOC6538087|XP_002098621.1|DYAK
OG0004799	CCAP1982_LOCUS3913|CAD6995194.1|CCAP	LOC6536158|XP_002096758.1|DYAK
OG0004800	CCAP1982_LOCUS1447|CAD6992598.1|CCAP	LOC6537362|XP_002097919.1|DYAK
OG0004801	CCAP1982_LOCUS4250|CAD6995539.1|CCAP	LOC6538563|XP_002099085.1|DYAK
OG0004802	CCAP1982_LOCUS2627|CAD6993831.1|CCAP	LOC6535834|XP_002096455.1|DYAK
OG0004803	CCAP1982_LOCUS1910|CAD6993080.1|CCAP	LOC6538158|XP_002098692.2|DYAK
OG0004804	CCAP1982_LOCUS2450|CAD6993640.1|CCAP	LOC6535298|XP_039232793.1|DYAK
OG0004805	CCAP1982_LOCUS3785|CAD6995060.1|CCAP, CCAP1982_LOCUS3786|CAD6995062.1|CCAP	LOC6536363|XP_002096945.1|DYAK
OG0004807	CCAP1982_LOCUS2585|CAD6993787.1|CCAP	LOC6538597|XP_002099119.2|DYAK
OG0004808	CCAP1982_LOCUS1742|CAD6992909.1|CCAP	LOC6536465|XP_002097046.1|DYAK
OG0004809	CCAP1982_LOCUS1427|CAD6992579.1|CCAP	LOC6535852|XP_002096471.2|DYAK
OG0004810	CCAP1982_LOCUS1425|CAD6992577.1|CCAP	LOC6535846|XP_002096467.2|DYAK
OG0004811	CCAP1982_LOCUS14036|CAD7005683.1|CCAP	LOC6539739|XP_015045005.1|DYAK
OG0004812	CCAP1982_LOCUS3782|CAD6995056.1|CCAP	LOC6536360|XP_039232487.1|DYAK
OG0004813	CCAP1982_LOCUS3445|CAD6994712.1|CCAP	LOC6537956|XP_002098493.1|DYAK
OG0004814	CCAP1982_LOCUS3302|CAD6994562.1|CCAP, CCAP1982_LOCUS9646|CAD7001148.1|CCAP	LOC6536444|XP_002097025.1|DYAK
OG0004818	CCAP1982_LOCUS1589|CAD6992744.1|CCAP	LOC6536207|XP_002096798.1|DYAK
OG0004819	CCAP1982_LOCUS2225|CAD6993410.1|CCAP	LOC6537839|XP_002098380.1|DYAK
OG0004820	CCAP1982_LOCUS3104|CAD6994349.1|CCAP	LOC6536468|XP_002097049.1|DYAK
OG0004821	CCAP1982_LOCUS1361|CAD6992512.1|CCAP	LOC6537967|XP_002098504.2|DYAK
OG0004822	CCAP1982_LOCUS4095|CAD6995377.1|CCAP, CCAP1982_LOCUS4094|CAD6995376.1|CCAP	LOC6537316|XP_002097873.1|DYAK
OG0004823	CCAP1982_LOCUS1299|CAD6992437.1|CCAP	LOC6536993|XP_002097562.2|DYAK
OG0004824	CCAP1982_LOCUS1298|CAD6992436.1|CCAP	LOC6536994|XP_002097563.1|DYAK
OG0004825	CCAP1982_LOCUS10241|CAD7001751.1|CCAP	LOC6523742|XP_002099617.1|DYAK
OG0004826	CCAP1982_LOCUS1194|CAD6992329.1|CCAP	LOC6537547|XP_002098093.1|DYAK
OG0004827	CCAP1982_LOCUS3459|CAD6994726.1|CCAP	LOC6535276|XP_002095932.1|DYAK
OG0004828	CCAP1982_LOCUS3272|CAD6994528.1|CCAP	LOC6537937|XP_002098477.1|DYAK
OG0004829	CCAP1982_LOCUS2558|CAD6993759.1|CCAP	LOC6538772|XP_002099286.1|DYAK
OG0004830	CCAP1982_LOCUS3815|CAD6995092.1|CCAP, CCAP1982_LOCUS3820|CAD6995097.1|CCAP	LOC6536805|XP_002097375.3|DYAK
OG0004831	CCAP1982_LOCUS22935|CAD7014975.1|CCAP, CCAP1982_LOCUS22936|CAD7014976.1|CCAP	LOC6533157|XP_002093883.1|DYAK
OG0004832	CCAP1982_LOCUS2930|CAD6994165.1|CCAP	LOC6536848|XP_002097417.1|DYAK
OG0004833	CCAP1982_LOCUS18|CAD6991069.1|CCAP	LOC6537480|XP_002098036.1|DYAK
OG0004834	CCAP1982_LOCUS1821|CAD6992990.1|CCAP	LOC6537927|XP_002098467.1|DYAK
OG0004835	CCAP1982_LOCUS1817|CAD6992986.1|CCAP	LOC6537924|XP_002098464.1|DYAK
OG0004836	CCAP1982_LOCUS4022|CAD6995303.1|CCAP	LOC6537864|XP_002098405.1|DYAK
OG0004838	CCAP1982_LOCUS3502|CAD6994771.1|CCAP	LOC6536550|XP_015047827.1|DYAK
OG0004839	CCAP1982_LOCUS3499|CAD6994768.1|CCAP	LOC6536548|XP_015047826.1|DYAK
OG0004840	CCAP1982_LOCUS5057|CAD6996378.1|CCAP	LOC6538736|XP_002099251.1|DYAK
OG0004842	CCAP1982_LOCUS23403|CAD7015463.1|CCAP	LOC6538056|XP_002098591.1|DYAK
OG0004843	CCAP1982_LOCUS2087|CAD6993271.1|CCAP	LOC6535567|XP_002096196.1|DYAK
OG0004844	CCAP1982_LOCUS227|CAD6991298.1|CCAP	LOC6527439|XP_002088531.2|DYAK
OG0004845	CCAP1982_LOCUS226|CAD6991297.1|CCAP	LOC6535376|XP_002096026.1|DYAK
OG0004846	CCAP1982_LOCUS8381|CAD6999871.1|CCAP	LOC6526725|XP_002087828.1|DYAK
OG0004847	CCAP1982_LOCUS8382|CAD6999872.1|CCAP	LOC6526724|XP_002087827.1|DYAK
OG0004850	CCAP1982_LOCUS3566|CAD6994835.1|CCAP, CCAP1982_LOCUS3565|CAD6994834.1|CCAP	LOC6536119|XP_039231245.1|DYAK
OG0004851	CCAP1982_LOCUS3554|CAD6994823.1|CCAP, CCAP1982_LOCUS3569|CAD6994838.1|CCAP	LOC6536120|XP_002096728.1|DYAK
OG0004852	CCAP1982_LOCUS3586|CAD6994852.1|CCAP, CCAP1982_LOCUS3588|CAD6994853.1|CCAP	LOC6536137|XP_015047583.1|DYAK
OG0004853	CCAP1982_LOCUS22308|CAD7014308.1|CCAP	LOC6530651|XP_002091549.3|DYAK
OG0004854	CCAP1982_LOCUS11578|CAD7003116.1|CCAP	LOC6533850|XP_039230761.1|DYAK
OG0004855	CCAP1982_LOCUS11428|CAD7002964.1|CCAP	LOC26536306|XP_015050225.1|DYAK
OG0004856	CCAP1982_LOCUS10937|CAD7002448.1|CCAP	LOC6533364|XP_039229630.1|DYAK
OG0004857	CCAP1982_LOCUS11116|CAD7002632.1|CCAP	LOC6532473|XP_002093220.2|DYAK
OG0004858	CCAP1982_LOCUS10955|CAD7002466.1|CCAP	LOC6533371|XP_039229626.1|DYAK
OG0004859	CCAP1982_LOCUS10958|CAD7002469.1|CCAP	LOC6533373|XP_002094098.1|DYAK
OG0004860	CCAP1982_LOCUS11066|CAD7002579.1|CCAP	LOC6533496|XP_002094207.1|DYAK
OG0004861	CCAP1982_LOCUS12112|CAD7003675.1|CCAP, CCAP1982_LOCUS12114|CAD7003677.1|CCAP	LOC6533533|XP_015050112.1|DYAK
OG0004862	CCAP1982_LOCUS12141|CAD7003704.1|CCAP	LOC6533542|XP_039229889.1|DYAK
OG0004863	CCAP1982_LOCUS12888|CAD7004484.1|CCAP	LOC6533100|XP_002093826.2|DYAK
OG0004864	CCAP1982_LOCUS11524|CAD7003061.1|CCAP	LOC6532955|XP_002093690.1|DYAK
OG0004865	CCAP1982_LOCUS2749|CAD6993964.1|CCAP	LOC6538213|XP_002098740.1|DYAK
OG0004866	CCAP1982_LOCUS13141|CAD7004748.1|CCAP	LOC6533288|XP_002094014.1|DYAK
OG0004867	CCAP1982_LOCUS22038|CAD7014032.1|CCAP	LOC6530224|XP_039229146.1|DYAK
OG0004868	CCAP1982_LOCUS22037|CAD7014031.1|CCAP	LOC6529086|XP_002090099.1|DYAK
OG0004869	CCAP1982_LOCUS21809|CAD7013788.1|CCAP	LOC6528305|XP_002089358.1|DYAK
OG0004870	CCAP1982_LOCUS21814|CAD7013793.1|CCAP	LOC6528310|XP_015054435.1|DYAK
OG0004871	CCAP1982_LOCUS21377|CAD7013306.1|CCAP	LOC6532069|XP_002092846.1|DYAK
OG0004872	CCAP1982_LOCUS7248|CAD6998690.1|CCAP	LOC6532150|XP_002092926.1|DYAK
OG0004873	CCAP1982_LOCUS8825|CAD7000342.1|CCAP	LOC6527690|XP_002088774.1|DYAK
OG0004874	CCAP1982_LOCUS783|CAD6991892.1|CCAP	LOC6538452|XP_002098976.1|DYAK
OG0004877	CCAP1982_LOCUS14965|CAD7006662.1|CCAP	LOC6533779|XP_002094482.1|DYAK
OG0004878	CCAP1982_LOCUS21200|CAD7013128.1|CCAP	LOC6528465|XP_002089511.1|DYAK
OG0004879	CCAP1982_LOCUS20497|CAD7012410.1|CCAP	LOC6531987|XP_015051655.1|DYAK
OG0004880	CCAP1982_LOCUS13491|CAD7005129.1|CCAP	LOC6534642|XP_002095317.1|DYAK
OG0004881	CCAP1982_LOCUS11318|CAD7002849.1|CCAP	LOC6533208|XP_002093934.1|DYAK
OG0004882	CCAP1982_LOCUS12759|CAD7004343.1|CCAP	LOC6533284|XP_015049887.1|DYAK
OG0004883	CCAP1982_LOCUS13230|CAD7004844.1|CCAP	LOC6533441|XP_002094152.2|DYAK
OG0004884	CCAP1982_LOCUS21713|CAD7013670.1|CCAP	LOC6531559|XP_039229252.1|DYAK
OG0004886	CCAP1982_LOCUS7085|CAD6998494.1|CCAP	LOC6531493|XP_002092292.1|DYAK
OG0004887	CCAP1982_LOCUS22356|CAD7014359.1|CCAP	LOC6531115|XP_002091949.1|DYAK
OG0004888	CCAP1982_LOCUS22112|CAD7014106.1|CCAP	LOC6531015|XP_039229065.1|DYAK
OG0004889	CCAP1982_LOCUS8569|CAD7000067.1|CCAP	LOC6528838|XP_015054077.1|DYAK
OG0004890	CCAP1982_LOCUS21242|CAD7013171.1|CCAP	LOC6531553|XP_002092351.1|DYAK
OG0004892	CCAP1982_LOCUS19617|CAD7011528.1|CCAP	LOC6531069|XP_039227996.1|DYAK
OG0004893	CCAP1982_LOCUS20552|CAD7012472.1|CCAP	LOC6531276|XP_002092085.1|DYAK
OG0004894	CCAP1982_LOCUS23113|CAD7015163.1|CCAP	LOC6530030|XP_002090976.2|DYAK
OG0004895	CCAP1982_LOCUS22245|CAD7014242.1|CCAP	LOC6531843|XP_002092630.1|DYAK
OG0004896	CCAP1982_LOCUS23034|CAD7015078.1|CCAP	LOC6531030|XP_015052796.1|DYAK
OG0004897	CCAP1982_LOCUS23039|CAD7015084.1|CCAP	LOC6531028|XP_039228973.1|DYAK
OG0004898	CCAP1982_LOCUS22377|CAD7014382.1|CCAP	LOC6528869|XP_015054087.1|DYAK
OG0004899	CCAP1982_LOCUS22723|CAD7014746.1|CCAP	LOC6529326|XP_002090331.3|DYAK
OG0004900	CCAP1982_LOCUS22618|CAD7014627.1|CCAP	LOC6528863|XP_002089895.1|DYAK
