Orthogroup	CCAP.longest_only	DMAU.longest_only
OG0004962	CCAP1982_LOCUS14417|CAD7006085.1|CCAP	LOC117139582|XP_033157884.1|DMAU
OG0004963	CCAP1982_LOCUS11670|CAD7003210.1|CCAP	LOC117139033|XP_033157025.1|DMAU
OG0004964	CCAP1982_LOCUS12091|CAD7003653.1|CCAP	LOC117139642|XP_033157993.1|DMAU
OG0004965	CCAP1982_LOCUS12614|CAD7004195.1|CCAP	LOC117141675|XP_033161162.1|DMAU
OG0004966	CCAP1982_LOCUS12615|CAD7004196.1|CCAP	LOC117141674|XP_033161159.1|DMAU
OG0004967	CCAP1982_LOCUS21807|CAD7013784.1|CCAP	LOC117136173|XP_033152806.1|DMAU
OG0004968	CCAP1982_LOCUS13312|CAD7004929.1|CCAP	LOC117140814|XP_033159809.1|DMAU
OG0004969	CCAP1982_LOCUS22918|CAD7014954.1|CCAP	LOC117138183|XP_033155973.1|DMAU
OG0004970	CCAP1982_LOCUS13313|CAD7004930.1|CCAP	LOC117140285|XP_033159007.1|DMAU
OG0004971	CCAP1982_LOCUS13316|CAD7004933.1|CCAP	LOC117139517|XP_033157766.1|DMAU
OG0004973	CCAP1982_LOCUS11325|CAD7002856.1|CCAP	LOC117141634|XP_033161078.1|DMAU
OG0004974	CCAP1982_LOCUS11581|CAD7003119.1|CCAP	LOC117140157|XP_033158820.1|DMAU
OG0004975	CCAP1982_LOCUS11169|CAD7002691.1|CCAP	LOC117139502|XP_033157724.1|DMAU
OG0004976	CCAP1982_LOCUS10789|CAD7002297.1|CCAP	LOC117139405|XP_033157564.1|DMAU
OG0004977	CCAP1982_LOCUS21891|CAD7013875.1|CCAP	LOC117136041|XP_033152569.1|DMAU
OG0004978	CCAP1982_LOCUS21950|CAD7013939.1|CCAP	LOC117135409|XP_033151445.1|DMAU
OG0004979	CCAP1982_LOCUS13004|CAD7004609.1|CCAP	LOC117141173|XP_033160400.1|DMAU
OG0004980	CCAP1982_LOCUS14626|CAD7006304.1|CCAP	LOC117141863|XP_033161436.1|DMAU
OG0004981	CCAP1982_LOCUS14604|CAD7006281.1|CCAP	LOC117139557|XP_033157843.1|DMAU
OG0004982	CCAP1982_LOCUS14602|CAD7006279.1|CCAP	LOC117139554|XP_033157838.1|DMAU
OG0004983	CCAP1982_LOCUS11734|CAD7003272.1|CCAP	LOC117140378|XP_033159133.1|DMAU
OG0004984	CCAP1982_LOCUS11733|CAD7003271.1|CCAP	LOC117141145|XP_033160369.1|DMAU
OG0004985	CCAP1982_LOCUS10871|CAD7002377.1|CCAP	LOC117139268|XP_033157380.1|DMAU
OG0004986	CCAP1982_LOCUS14170|CAD7005825.1|CCAP	LOC117140293|XP_033159021.1|DMAU
OG0004987	CCAP1982_LOCUS11806|CAD7003347.1|CCAP, CCAP1982_LOCUS11807|CAD7003348.1|CCAP	LOC117139093|XP_033157105.1|DMAU
OG0004988	CCAP1982_LOCUS10872|CAD7002378.1|CCAP	LOC117139269|XP_033157383.1|DMAU
OG0004989	CCAP1982_LOCUS11808|CAD7003349.1|CCAP	LOC117140472|XP_033159312.1|DMAU
OG0004991	CCAP1982_LOCUS7099|CAD6998510.1|CCAP	LOC117137223|XP_033154467.1|DMAU
OG0004992	CCAP1982_LOCUS7098|CAD6998509.1|CCAP	LOC117137226|XP_033154474.1|DMAU
OG0004993	CCAP1982_LOCUS10828|CAD7002342.1|CCAP	LOC117141568|XP_033160970.1|DMAU
OG0004994	CCAP1982_LOCUS12503|CAD7004078.1|CCAP	LOC117141353|XP_033160649.1|DMAU
OG0004995	CCAP1982_LOCUS12512|CAD7004089.1|CCAP	LOC117138974|XP_033156922.1|DMAU
OG0004996	CCAP1982_LOCUS12841|CAD7004434.1|CCAP, CCAP1982_LOCUS12856|CAD7004450.1|CCAP	LOC117139850|XP_033158388.1|DMAU
OG0004997	CCAP1982_LOCUS22646|CAD7014658.1|CCAP	LOC117138594|XP_033156666.1|DMAU
OG0004998	CCAP1982_LOCUS21862|CAD7013842.1|CCAP	LOC117138448|XP_033156453.1|DMAU
OG0004999	CCAP1982_LOCUS13324|CAD7004945.1|CCAP	LOC117139952|XP_033158531.1|DMAU
OG0005000	CCAP1982_LOCUS22669|CAD7014685.1|CCAP	LOC117137755|XP_033155260.1|DMAU
OG0005001	CCAP1982_LOCUS13213|CAD7004824.1|CCAP, CCAP1982_LOCUS13199|CAD7004810.1|CCAP	LOC117140589|XP_033159486.1|DMAU
OG0005002	CCAP1982_LOCUS178|CAD6991242.1|CCAP	LOC117145863|XP_033167574.1|DMAU
OG0005003	CCAP1982_LOCUS13033|CAD7004638.1|CCAP	LOC117139089|XP_033157099.1|DMAU
OG0005004	CCAP1982_LOCUS10812|CAD7002322.1|CCAP	LOC117140889|XP_033159932.1|DMAU
OG0005005	CCAP1982_LOCUS12878|CAD7004473.1|CCAP	LOC117140147|XP_033158806.1|DMAU
OG0005006	CCAP1982_LOCUS12899|CAD7004499.1|CCAP	LOC117140189|XP_033158856.1|DMAU
OG0005007	CCAP1982_LOCUS11360|CAD7002891.1|CCAP	LOC117141562|XP_033160960.1|DMAU
OG0005008	CCAP1982_LOCUS12254|CAD7003821.1|CCAP, CCAP1982_LOCUS12253|CAD7003820.1|CCAP	LOC117141206|XP_033160450.1|DMAU
OG0005009	CCAP1982_LOCUS11320|CAD7002851.1|CCAP	LOC117139756|XP_033158213.1|DMAU
OG0005010	CCAP1982_LOCUS21495|CAD7013430.1|CCAP	LOC117139122|XP_033157160.1|DMAU
OG0005011	CCAP1982_LOCUS19574|CAD7011474.1|CCAP	LOC117136235|XP_033152909.1|DMAU
OG0005012	CCAP1982_LOCUS13294|CAD7004910.1|CCAP	LOC117141053|XP_033160230.1|DMAU
OG0005014	CCAP1982_LOCUS12085|CAD7003647.1|CCAP	LOC117141875|XP_033161452.1|DMAU
OG0005015	CCAP1982_LOCUS11811|CAD7003352.1|CCAP	LOC117139531|XP_033157792.1|DMAU
OG0005016	CCAP1982_LOCUS12339|CAD7003911.1|CCAP	LOC117140529|XP_033159404.1|DMAU
OG0005017	CCAP1982_LOCUS11881|CAD7003425.1|CCAP	LOC117141224|XP_033160474.1|DMAU
OG0005018	CCAP1982_LOCUS12314|CAD7003884.1|CCAP	LOC117139258|XP_033157366.1|DMAU
OG0005019	CCAP1982_LOCUS10965|CAD7002476.1|CCAP	LOC117139337|XP_033157475.1|DMAU
OG0005020	CCAP1982_LOCUS21901|CAD7013886.1|CCAP	LOC117136866|XP_033153857.1|DMAU
OG0005021	CCAP1982_LOCUS5712|CAD6997058.1|CCAP	LOC117137275|XP_033154539.1|DMAU
OG0005022	CCAP1982_LOCUS14729|CAD7006409.1|CCAP	LOC117142114|XP_033161901.1|DMAU
OG0005023	CCAP1982_LOCUS21236|CAD7013165.1|CCAP	LOC117137138|XP_033154329.1|DMAU
OG0005024	CCAP1982_LOCUS14920|CAD7006611.1|CCAP	LOC117139346|XP_033157487.1|DMAU
OG0005025	CCAP1982_LOCUS13207|CAD7004818.1|CCAP	LOC117139561|XP_033157848.1|DMAU
OG0005026	CCAP1982_LOCUS12994|CAD7004599.1|CCAP	LOC117140649|XP_033159579.1|DMAU
OG0005027	CCAP1982_LOCUS13047|CAD7004652.1|CCAP	LOC117140542|XP_033159422.1|DMAU
OG0005028	CCAP1982_LOCUS2226|CAD6993411.1|CCAP	LOC117145470|XP_033167035.1|DMAU
OG0005029	CCAP1982_LOCUS11906|CAD7003452.1|CCAP	LOC117139234|XP_033157331.1|DMAU
OG0005030	CCAP1982_LOCUS12572|CAD7004152.1|CCAP	LOC117141770|XP_033161292.1|DMAU
OG0005031	CCAP1982_LOCUS11794|CAD7003334.1|CCAP	LOC117139192|XP_033157252.1|DMAU
OG0005032	CCAP1982_LOCUS12957|CAD7004561.1|CCAP	LOC117140511|XP_033159377.1|DMAU
OG0005033	CCAP1982_LOCUS12947|CAD7004550.1|CCAP	LOC117139383|XP_033157531.1|DMAU
OG0005034	CCAP1982_LOCUS12946|CAD7004549.1|CCAP	LOC117140641|XP_033159572.1|DMAU
OG0005035	CCAP1982_LOCUS11911|CAD7003458.1|CCAP	LOC117140512|XP_033159378.1|DMAU
OG0005036	CCAP1982_LOCUS14422|CAD7006090.1|CCAP	LOC117139182|XP_033157242.1|DMAU
OG0005037	CCAP1982_LOCUS11831|CAD7003372.1|CCAP	LOC117139578|XP_033157877.1|DMAU
OG0005038	CCAP1982_LOCUS11572|CAD7003109.1|CCAP	LOC117140563|XP_033159451.1|DMAU
OG0005039	CCAP1982_LOCUS8174|CAD6999640.1|CCAP	LOC117142291|XP_033162072.1|DMAU
OG0005040	CCAP1982_LOCUS13023|CAD7004628.1|CCAP	LOC117141899|XP_033161492.1|DMAU
OG0005041	CCAP1982_LOCUS14418|CAD7006086.1|CCAP	LOC117139583|XP_033157885.1|DMAU
OG0005042	CCAP1982_LOCUS14946|CAD7006641.1|CCAP	LOC117141239|XP_033160493.1|DMAU
OG0005043	CCAP1982_LOCUS21798|CAD7013775.1|CCAP	LOC117136309|XP_033153047.1|DMAU
OG0005044	CCAP1982_LOCUS21797|CAD7013774.1|CCAP	LOC117136307|XP_033153045.1|DMAU
OG0005045	CCAP1982_LOCUS21790|CAD7013766.1|CCAP	LOC117137701|XP_033155161.1|DMAU
OG0005046	CCAP1982_LOCUS22761|CAD7014792.1|CCAP	LOC117136945|XP_033153984.1|DMAU
OG0005047	CCAP1982_LOCUS10777|CAD7002283.1|CCAP	LOC117142108|XP_033161885.1|DMAU
OG0005048	CCAP1982_LOCUS10779|CAD7002286.1|CCAP	LOC117140822|XP_033159819.1|DMAU
OG0005049	CCAP1982_LOCUS11912|CAD7003459.1|CCAP	LOC117140510|XP_033159375.1|DMAU
OG0005050	CCAP1982_LOCUS7096|CAD6998507.1|CCAP	LOC117137224|XP_033154468.1|DMAU
OG0005051	CCAP1982_LOCUS13086|CAD7004692.1|CCAP	LOC117139970|XP_033158562.1|DMAU
OG0005052	CCAP1982_LOCUS13089|CAD7004696.1|CCAP	LOC117141561|XP_033160959.1|DMAU
OG0005053	CCAP1982_LOCUS5614|CAD6996946.1|CCAP	LOC117147944|XP_033171016.1|DMAU
OG0005054	CCAP1982_LOCUS14249|CAD7005909.1|CCAP	LOC117140105|XP_033158751.1|DMAU
OG0005056	CCAP1982_LOCUS21850|CAD7013830.1|CCAP	LOC117137258|XP_033154511.1|DMAU
OG0005057	CCAP1982_LOCUS12376|CAD7003953.1|CCAP	LOC117139596|XP_033157904.1|DMAU
OG0005058	CCAP1982_LOCUS11271|CAD7002801.1|CCAP	LOC117141656|XP_033161120.1|DMAU
OG0005059	CCAP1982_LOCUS7228|CAD6998663.1|CCAP	LOC117138053|XP_033155761.1|DMAU
OG0005060	CCAP1982_LOCUS7229|CAD6998664.1|CCAP	LOC117135558|XP_033151750.1|DMAU
OG0005061	CCAP1982_LOCUS5455|CAD6996780.1|CCAP	LOC117150859|XP_033173847.1|DMAU
OG0005062	CCAP1982_LOCUS21113|CAD7013028.1|CCAP	LOC117137661|XP_033155104.1|DMAU
OG0005063	CCAP1982_LOCUS23290|CAD7015345.1|CCAP	LOC117135582|XP_033151801.1|DMAU
OG0005064	CCAP1982_LOCUS12051|CAD7003605.1|CCAP	LOC117140300|XP_033159036.1|DMAU
OG0005065	CCAP1982_LOCUS22008|CAD7014001.1|CCAP	LOC117136648|XP_033153535.1|DMAU
OG0005066	CCAP1982_LOCUS22428|CAD7014432.1|CCAP	LOC117137552|XP_033154941.1|DMAU
OG0005067	CCAP1982_LOCUS22969|CAD7015012.1|CCAP	LOC117137888|XP_033155510.1|DMAU
OG0005069	CCAP1982_LOCUS21672|CAD7013621.1|CCAP	LOC117138589|XP_033156661.1|DMAU
OG0005070	CCAP1982_LOCUS19568|CAD7011468.1|CCAP	LOC117138520|XP_033156546.1|DMAU
OG0005071	CCAP1982_LOCUS14018|CAD7005662.1|CCAP	LOC117139251|XP_033157357.1|DMAU
OG0005073	CCAP1982_LOCUS21903|CAD7013889.1|CCAP	LOC117135765|XP_033152121.1|DMAU
OG0005074	CCAP1982_LOCUS10831|CAD7002346.1|CCAP	LOC117141304|XP_033160575.1|DMAU
OG0005075	CCAP1982_LOCUS21635|CAD7013579.1|CCAP	LOC117136750|XP_033153673.1|DMAU
OG0005076	CCAP1982_LOCUS22720|CAD7014742.1|CCAP	LOC117137447|XP_033154777.1|DMAU
OG0005078	CCAP1982_LOCUS11549|CAD7003086.1|CCAP	LOC117141058|XP_033160237.1|DMAU
OG0005079	CCAP1982_LOCUS22929|CAD7014969.1|CCAP	LOC117138659|XP_033156783.1|DMAU, LOC117135715|XP_033152037.1|DMAU
OG0005080	CCAP1982_LOCUS12763|CAD7004347.1|CCAP	LOC117139634|XP_033157984.1|DMAU
OG0005081	CCAP1982_LOCUS23388|CAD7015447.1|CCAP	LOC117135524|XP_033151679.1|DMAU
OG0005082	CCAP1982_LOCUS14317|CAD7005980.1|CCAP	LOC117140831|XP_033159830.1|DMAU
OG0005084	CCAP1982_LOCUS14164|CAD7005818.1|CCAP	LOC117141742|XP_033161252.1|DMAU
OG0005085	CCAP1982_LOCUS14158|CAD7005812.1|CCAP	LOC117140244|XP_033158937.1|DMAU
OG0005086	CCAP1982_LOCUS21676|CAD7013626.1|CCAP	LOC117135505|XP_033151627.1|DMAU
OG0005087	CCAP1982_LOCUS12119|CAD7003682.1|CCAP	LOC117139704|XP_033158107.1|DMAU
OG0005088	CCAP1982_LOCUS22730|CAD7014753.1|CCAP	LOC117136810|XP_033153765.1|DMAU
OG0005089	CCAP1982_LOCUS22728|CAD7014751.1|CCAP	LOC117136809|XP_033153764.1|DMAU
OG0005090	CCAP1982_LOCUS20145|CAD7012043.1|CCAP	LOC117136766|XP_033153702.1|DMAU
OG0005091	CCAP1982_LOCUS21588|CAD7013528.1|CCAP	LOC117135517|XP_033151658.1|DMAU
OG0005093	CCAP1982_LOCUS11672|CAD7003212.1|CCAP	LOC117139442|XP_033157636.1|DMAU
OG0005094	CCAP1982_LOCUS11553|CAD7003090.1|CCAP	LOC117141985|XP_033161685.1|DMAU
OG0005095	CCAP1982_LOCUS22746|CAD7014773.1|CCAP	LOC117137498|XP_033154868.1|DMAU
OG0005096	CCAP1982_LOCUS5579|CAD6996906.1|CCAP	LOC117144887|XP_033166203.1|DMAU
OG0005097	CCAP1982_LOCUS22877|CAD7014913.1|CCAP	LOC117137276|XP_033154535.1|DMAU
OG0005098	CCAP1982_LOCUS22814|CAD7014847.1|CCAP	LOC117136332|XP_033153081.1|DMAU
OG0005099	CCAP1982_LOCUS22422|CAD7014426.1|CCAP	LOC117138064|XP_033155778.1|DMAU
OG0005100	CCAP1982_LOCUS22423|CAD7014427.1|CCAP	LOC117138059|XP_033155772.1|DMAU
OG0005101	CCAP1982_LOCUS629|CAD6991716.1|CCAP	LOC117143599|XP_033164241.1|DMAU
OG0005102	CCAP1982_LOCUS21789|CAD7013764.1|CCAP	LOC117137197|XP_033154414.1|DMAU
OG0005103	CCAP1982_LOCUS19567|CAD7011467.1|CCAP	LOC117138118|XP_033155870.1|DMAU
OG0005105	CCAP1982_LOCUS12018|CAD7003569.1|CCAP, CCAP1982_LOCUS12021|CAD7003572.1|CCAP	LOC117141589|XP_033160993.1|DMAU
OG0005106	CCAP1982_LOCUS13154|CAD7004764.1|CCAP, CCAP1982_LOCUS13151|CAD7004760.1|CCAP	LOC117139719|XP_033158128.1|DMAU
OG0005107	CCAP1982_LOCUS11286|CAD7002815.1|CCAP	LOC117139839|XP_033158377.1|DMAU
OG0005108	CCAP1982_LOCUS21876|CAD7013857.1|CCAP	LOC117138322|XP_033156245.1|DMAU
OG0005110	CCAP1982_LOCUS11756|CAD7003294.1|CCAP	LOC117141343|XP_033160637.1|DMAU
OG0005111	CCAP1982_LOCUS10912|CAD7002421.1|CCAP	LOC117140927|XP_033160012.1|DMAU
OG0005112	CCAP1982_LOCUS10915|CAD7002424.1|CCAP	LOC117140998|XP_033160140.1|DMAU
OG0005113	CCAP1982_LOCUS10914|CAD7002423.1|CCAP	LOC117140931|XP_033160018.1|DMAU
OG0005114	CCAP1982_LOCUS11402|CAD7002937.1|CCAP	LOC117140448|XP_033159265.1|DMAU
OG0005115	CCAP1982_LOCUS9125|CAD7000651.1|CCAP	LOC117135208|XP_033151185.1|DMAU
OG0005116	CCAP1982_LOCUS11754|CAD7003292.1|CCAP	LOC117140385|XP_033159142.1|DMAU
OG0005118	CCAP1982_LOCUS5705|CAD6997051.1|CCAP	LOC117145663|XP_033167290.1|DMAU
OG0005119	CCAP1982_LOCUS21355|CAD7013284.1|CCAP	LOC117135468|XP_033151572.1|DMAU
OG0005120	CCAP1982_LOCUS12996|CAD7004601.1|CCAP	LOC117140718|XP_033159674.1|DMAU
OG0005121	CCAP1982_LOCUS12864|CAD7004458.1|CCAP	LOC117141420|XP_033160739.1|DMAU
OG0005122	CCAP1982_LOCUS12862|CAD7004456.1|CCAP, CCAP1982_LOCUS12853|CAD7004447.1|CCAP	LOC117140842|XP_033159857.1|DMAU
OG0005123	CCAP1982_LOCUS14325|CAD7005989.1|CCAP	LOC117141131|XP_033160348.1|DMAU
OG0005125	CCAP1982_LOCUS11993|CAD7003543.1|CCAP	LOC117142010|XP_033161749.1|DMAU
OG0005126	CCAP1982_LOCUS10816|CAD7002326.1|CCAP	LOC117140869|XP_033159899.1|DMAU
OG0005127	CCAP1982_LOCUS11385|CAD7002919.1|CCAP	LOC117139450|XP_033157649.1|DMAU
OG0005128	CCAP1982_LOCUS23102|CAD7015153.1|CCAP	LOC117135877|XP_033152312.1|DMAU
OG0005129	CCAP1982_LOCUS14042|CAD7005690.1|CCAP	LOC117140496|XP_033159350.1|DMAU
OG0005130	CCAP1982_LOCUS14256|CAD7005918.1|CCAP	LOC117139636|XP_033157987.1|DMAU
OG0005131	CCAP1982_LOCUS12361|CAD7003939.1|CCAP	LOC117139045|XP_033157039.1|DMAU
OG0005132	CCAP1982_LOCUS11055|CAD7002567.1|CCAP	LOC117139968|XP_033158560.1|DMAU
OG0005133	CCAP1982_LOCUS12500|CAD7004075.1|CCAP	LOC117141465|XP_033160817.1|DMAU
OG0005134	CCAP1982_LOCUS12244|CAD7003811.1|CCAP	LOC117140635|XP_033159552.1|DMAU
OG0005135	CCAP1982_LOCUS11607|CAD7003146.1|CCAP	LOC117141823|XP_033161367.1|DMAU
OG0005136	CCAP1982_LOCUS11605|CAD7003144.1|CCAP	LOC117141820|XP_033161363.1|DMAU
OG0005137	CCAP1982_LOCUS448|CAD6991529.1|CCAP	LOC117144898|XP_033166219.1|DMAU
OG0005138	CCAP1982_LOCUS14907|CAD7006596.1|CCAP	LOC117140184|XP_033158851.1|DMAU
OG0005139	CCAP1982_LOCUS11908|CAD7003454.1|CCAP	LOC117142064|XP_033161832.1|DMAU
OG0005140	CCAP1982_LOCUS8839|CAD7000357.1|CCAP	LOC117135211|XP_033151190.1|DMAU
OG0005141	CCAP1982_LOCUS22651|CAD7014663.1|CCAP	LOC117135581|XP_033151797.1|DMAU
OG0005142	CCAP1982_LOCUS11247|CAD7002774.1|CCAP	LOC117140621|XP_033159531.1|DMAU
OG0005143	CCAP1982_LOCUS11233|CAD7002759.1|CCAP, CCAP1982_LOCUS11236|CAD7002762.1|CCAP	LOC117139218|XP_033157292.1|DMAU
OG0005144	CCAP1982_LOCUS11238|CAD7002764.1|CCAP, CCAP1982_LOCUS11237|CAD7002763.1|CCAP	LOC117141380|XP_033160681.1|DMAU
OG0005145	CCAP1982_LOCUS11241|CAD7002766.1|CCAP	LOC117140945|XP_033160033.1|DMAU
OG0005146	CCAP1982_LOCUS13009|CAD7004614.1|CCAP, CCAP1982_LOCUS13008|CAD7004613.1|CCAP, CCAP1982_LOCUS13010|CAD7004615.1|CCAP	LOC117142058|XP_033161824.1|DMAU
OG0005147	CCAP1982_LOCUS13012|CAD7004617.1|CCAP	LOC117142060|XP_033161828.1|DMAU
OG0005148	CCAP1982_LOCUS12980|CAD7004585.1|CCAP	LOC117139014|XP_033156999.1|DMAU
OG0005149	CCAP1982_LOCUS23347|CAD7015404.1|CCAP	LOC117135773|XP_033152133.1|DMAU
OG0005150	CCAP1982_LOCUS11735|CAD7003273.1|CCAP	LOC117139672|XP_033158040.1|DMAU
OG0005151	CCAP1982_LOCUS12320|CAD7003890.1|CCAP	LOC117139011|XP_033156994.1|DMAU
OG0005152	CCAP1982_LOCUS12318|CAD7003888.1|CCAP	LOC117140384|XP_033159141.1|DMAU
OG0005153	CCAP1982_LOCUS12326|CAD7003897.1|CCAP	LOC117140381|XP_033159138.1|DMAU
OG0005154	CCAP1982_LOCUS12707|CAD7004288.1|CCAP	LOC117140379|XP_033159134.1|DMAU
OG0005155	CCAP1982_LOCUS14824|CAD7006510.1|CCAP	LOC117140850|XP_033159868.1|DMAU
OG0005156	CCAP1982_LOCUS77|CAD6991134.1|CCAP	LOC117142671|XP_033162695.1|DMAU
OG0005157	CCAP1982_LOCUS22962|CAD7015005.1|CCAP	LOC117138377|XP_033156336.1|DMAU
OG0005158	CCAP1982_LOCUS12420|CAD7003998.1|CCAP	LOC117139875|XP_033158423.1|DMAU
OG0005159	CCAP1982_LOCUS12407|CAD7003984.1|CCAP	LOC117139632|XP_033157982.1|DMAU
OG0005160	CCAP1982_LOCUS12808|CAD7004398.1|CCAP	LOC117141469|XP_033160823.1|DMAU
OG0005161	CCAP1982_LOCUS7171|CAD6998593.1|CCAP	LOC117135946|XP_033152424.1|DMAU
OG0005163	CCAP1982_LOCUS14159|CAD7005813.1|CCAP	LOC117140483|XP_033159324.1|DMAU
OG0005164	CCAP1982_LOCUS11218|CAD7002744.1|CCAP	LOC117140909|XP_033159972.1|DMAU
OG0005165	CCAP1982_LOCUS4891|CAD6996201.1|CCAP	LOC117137206|XP_033154451.1|DMAU
OG0005166	CCAP1982_LOCUS5047|CAD6996368.1|CCAP	LOC117144272|XP_033165264.1|DMAU
OG0005167	CCAP1982_LOCUS5048|CAD6996369.1|CCAP	LOC117144275|XP_033165269.1|DMAU
OG0005168	CCAP1982_LOCUS11173|CAD7002696.1|CCAP	LOC117141849|XP_033161414.1|DMAU
OG0005169	CCAP1982_LOCUS11179|CAD7002702.1|CCAP	LOC117141411|XP_033160727.1|DMAU
OG0005170	CCAP1982_LOCUS11178|CAD7002701.1|CCAP	LOC117141412|XP_033160728.1|DMAU
OG0005171	CCAP1982_LOCUS11180|CAD7002703.1|CCAP	LOC117141528|XP_033160908.1|DMAU
OG0005172	CCAP1982_LOCUS21644|CAD7013589.1|CCAP	LOC117135921|XP_033152380.1|DMAU
OG0005173	CCAP1982_LOCUS22295|CAD7014293.1|CCAP	LOC117138296|XP_033156187.1|DMAU
OG0005174	CCAP1982_LOCUS22036|CAD7014030.1|CCAP	LOC117137277|XP_033154537.1|DMAU
OG0005175	CCAP1982_LOCUS22017|CAD7014011.1|CCAP	LOC117138554|XP_033156603.1|DMAU
OG0005176	CCAP1982_LOCUS21771|CAD7013740.1|CCAP	LOC117137296|XP_033154559.1|DMAU
OG0005177	CCAP1982_LOCUS22022|CAD7014016.1|CCAP	LOC117137331|XP_033154612.1|DMAU
OG0005178	CCAP1982_LOCUS11224|CAD7002750.1|CCAP	LOC117141045|XP_033160218.1|DMAU
OG0005179	CCAP1982_LOCUS11191|CAD7002716.1|CCAP	LOC117141916|XP_033161536.1|DMAU
OG0005180	CCAP1982_LOCUS14936|CAD7006629.1|CCAP	LOC117139265|XP_033157376.1|DMAU
OG0005182	CCAP1982_LOCUS21616|CAD7013558.1|CCAP	LOC117137920|XP_033155557.1|DMAU
OG0005183	CCAP1982_LOCUS21611|CAD7013553.1|CCAP	LOC117137754|XP_033155256.1|DMAU
OG0005184	CCAP1982_LOCUS21607|CAD7013548.1|CCAP	LOC117136491|XP_033153323.1|DMAU
OG0005185	CCAP1982_LOCUS22002|CAD7013993.1|CCAP	LOC117138004|XP_033155696.1|DMAU
OG0005186	CCAP1982_LOCUS21752|CAD7013715.1|CCAP	LOC117135729|XP_033152063.1|DMAU
OG0005187	CCAP1982_LOCUS22294|CAD7014292.1|CCAP	LOC117138294|XP_033156164.1|DMAU
OG0005188	CCAP1982_LOCUS22762|CAD7014793.1|CCAP	LOC117136747|XP_033153670.1|DMAU
OG0005190	CCAP1982_LOCUS11444|CAD7002981.1|CCAP	LOC117141495|XP_033160873.1|DMAU
OG0005191	CCAP1982_LOCUS264|CAD6991335.1|CCAP	LOC117145853|XP_033167564.1|DMAU
OG0005192	CCAP1982_LOCUS23091|CAD7015141.1|CCAP, CCAP1982_LOCUS23093|CAD7015143.1|CCAP	LOC117136560|XP_033153405.1|DMAU
OG0005193	CCAP1982_LOCUS23365|CAD7015423.1|CCAP	LOC117138073|XP_033155788.1|DMAU
OG0005194	CCAP1982_LOCUS7190|CAD6998616.1|CCAP	LOC117138348|XP_033156282.1|DMAU
OG0005195	CCAP1982_LOCUS22634|CAD7014645.1|CCAP	LOC117136083|XP_033152645.1|DMAU
OG0005196	CCAP1982_LOCUS14239|CAD7005899.1|CCAP	LOC117140104|XP_033158750.1|DMAU
OG0005197	CCAP1982_LOCUS22401|CAD7014409.1|CCAP	LOC117137358|XP_033154650.1|DMAU
OG0005198	CCAP1982_LOCUS10739|CAD7002244.1|CCAP, CCAP1982_LOCUS10738|CAD7002242.1|CCAP, CCAP1982_LOCUS10736|CAD7002240.1|CCAP	LOC117140251|XP_033158944.1|DMAU
OG0005199	CCAP1982_LOCUS21243|CAD7013172.1|CCAP	LOC117135663|XP_033151945.1|DMAU
OG0005200	CCAP1982_LOCUS23197|CAD7015248.1|CCAP	LOC117137891|XP_033155514.1|DMAU
OG0005201	CCAP1982_LOCUS7252|CAD6998695.1|CCAP	LOC117137808|XP_033155377.1|DMAU
OG0005202	CCAP1982_LOCUS21195|CAD7013122.1|CCAP	LOC117136787|XP_033153734.1|DMAU
OG0005203	CCAP1982_LOCUS7149|CAD6998568.1|CCAP	LOC117135785|XP_033152157.1|DMAU
OG0005204	CCAP1982_LOCUS6398|CAD6997769.1|CCAP	LOC117138851|XP_033156863.1|DMAU
OG0005205	CCAP1982_LOCUS6921|CAD6998312.1|CCAP	LOC117143835|XP_033164581.1|DMAU
OG0005206	CCAP1982_LOCUS22250|CAD7014247.1|CCAP	LOC117136924|XP_033153951.1|DMAU
OG0005207	CCAP1982_LOCUS22905|CAD7014942.1|CCAP	LOC117137929|XP_033155571.1|DMAU
OG0005208	CCAP1982_LOCUS22121|CAD7014114.1|CCAP	LOC117137997|XP_033155675.1|DMAU
OG0005209	CCAP1982_LOCUS5437|CAD6996758.1|CCAP	LOC117136496|XP_033153334.1|DMAU
OG0005210	CCAP1982_LOCUS5436|CAD6996757.1|CCAP	LOC117149856|XP_033172719.1|DMAU
OG0005211	CCAP1982_LOCUS11690|CAD7003229.1|CCAP	LOC117139804|XP_033158318.1|DMAU
OG0005212	CCAP1982_LOCUS7176|CAD6998601.1|CCAP	LOC117137362|XP_033154654.1|DMAU
OG0005213	CCAP1982_LOCUS5508|CAD6996835.1|CCAP	LOC117148504|XP_033171798.1|DMAU
OG0005214	CCAP1982_LOCUS7805|CAD6999276.1|CCAP	LOC117140419|XP_033159241.1|DMAU
OG0005215	CCAP1982_LOCUS8738|CAD7000246.1|CCAP	LOC117150984|XP_033174072.1|DMAU
OG0005216	CCAP1982_LOCUS7739|CAD6999205.1|CCAP	LOC117147488|XP_033170280.1|DMAU
OG0005217	CCAP1982_LOCUS6400|CAD6997772.1|CCAP	LOC117144723|XP_033165959.1|DMAU
OG0005218	CCAP1982_LOCUS5377|CAD6996693.1|CCAP	LOC117148980|XP_033172591.1|DMAU
