Orthogroup	CCAP.longest_only	DEUG.longest_only
OG0004157	CCAP1982_LOCUS4311|CAD6995604.1|CCAP	LOC108103766|XP_017064878.1|DEUG
OG0004158	CCAP1982_LOCUS10978|CAD7002489.1|CCAP	LOC108104744|XP_017066474.1|DEUG
OG0004159	CCAP1982_LOCUS685|CAD6991780.1|CCAP	LOC108113754|XP_017079937.1|DEUG
OG0004160	CCAP1982_LOCUS11609|CAD7003148.1|CCAP	LOC108114142|XP_017080417.1|DEUG
OG0004161	CCAP1982_LOCUS597|CAD6991684.1|CCAP	LOC108116416|XP_017083790.1|DEUG
OG0004162	CCAP1982_LOCUS4533|CAD6995831.1|CCAP, CCAP1982_LOCUS698|CAD6991794.1|CCAP, CCAP1982_LOCUS4534|CAD6995832.1|CCAP	LOC108109668|XP_017073740.1|DEUG
OG0004163	CCAP1982_LOCUS850|CAD6991962.1|CCAP	LOC108110408|XP_017074968.1|DEUG
OG0004164	CCAP1982_LOCUS4677|CAD6995966.1|CCAP	LOC108114957|XP_017081640.1|DEUG
OG0004165	CCAP1982_LOCUS19717|CAD7011628.1|CCAP	LOC108112833|XP_017078630.1|DEUG
OG0004166	CCAP1982_LOCUS21133|CAD7013051.1|CCAP	LOC108107426|XP_017070445.1|DEUG
OG0004167	CCAP1982_LOCUS5177|CAD6996509.1|CCAP	LOC108109473|XP_017073486.1|DEUG
OG0004168	CCAP1982_LOCUS2525|CAD6993726.1|CCAP	LOC108117545|XP_017085541.1|DEUG
OG0004173	CCAP1982_LOCUS19432|CAD7011327.1|CCAP	LOC108112279|XP_017077589.1|DEUG
OG0004174	CCAP1982_LOCUS20560|CAD7012483.1|CCAP	LOC108114900|XP_017081560.1|DEUG
OG0004175	CCAP1982_LOCUS19897|CAD7011786.1|CCAP	LOC108113175|XP_017079181.1|DEUG
OG0004176	CCAP1982_LOCUS14900|CAD7006589.1|CCAP	LOC108109809|XP_017074021.1|DEUG
OG0004177	CCAP1982_LOCUS779|CAD6991888.1|CCAP	LOC108116168|XP_017083393.1|DEUG
OG0004178	CCAP1982_LOCUS1014|CAD6992135.1|CCAP	LOC108111552|XP_017076559.1|DEUG
OG0004180	CCAP1982_LOCUS994|CAD6992110.1|CCAP	LOC108117213|XP_017085018.1|DEUG
OG0004181	CCAP1982_LOCUS4887|CAD6996197.1|CCAP	LOC108116654|XP_017084134.1|DEUG
OG0004182	CCAP1982_LOCUS11202|CAD7002727.1|CCAP	LOC108108019|XP_017071365.1|DEUG
OG0004183	CCAP1982_LOCUS11208|CAD7002733.1|CCAP	LOC108108108|XP_017071506.1|DEUG
OG0004184	CCAP1982_LOCUS12747|CAD7004328.1|CCAP	LOC108108101|XP_017071492.1|DEUG
OG0004185	CCAP1982_LOCUS8866|CAD7000391.1|CCAP	LOC108108291|XP_017071788.1|DEUG
OG0004187	CCAP1982_LOCUS803|CAD6991914.1|CCAP	LOC108111735|XP_017076778.1|DEUG
OG0004188	CCAP1982_LOCUS761|CAD6991867.1|CCAP	LOC108105613|XP_017067782.1|DEUG
OG0004189	CCAP1982_LOCUS239|CAD6991310.1|CCAP	LOC108105614|XP_017067784.1|DEUG
OG0004190	CCAP1982_LOCUS4392|CAD6995685.1|CCAP	LOC108116232|XP_017083511.1|DEUG
OG0004191	CCAP1982_LOCUS4388|CAD6995681.1|CCAP	LOC108116209|XP_017083482.1|DEUG
OG0004192	CCAP1982_LOCUS4412|CAD6995705.1|CCAP	LOC108117287|XP_017085131.1|DEUG
OG0004194	CCAP1982_LOCUS641|CAD6991730.1|CCAP, CCAP1982_LOCUS642|CAD6991731.1|CCAP	LOC108105283|XP_017067261.1|DEUG
OG0004196	CCAP1982_LOCUS4909|CAD6996221.1|CCAP, CCAP1982_LOCUS4910|CAD6996222.1|CCAP	LOC108115977|XP_017083118.1|DEUG
OG0004197	CCAP1982_LOCUS4973|CAD6996289.1|CCAP	LOC108116486|XP_017083907.1|DEUG
OG0004198	CCAP1982_LOCUS4888|CAD6996198.1|CCAP	LOC108114992|XP_017081715.1|DEUG
OG0004199	CCAP1982_LOCUS4967|CAD6996284.1|CCAP	LOC108111521|XP_017076530.1|DEUG
OG0004200	CCAP1982_LOCUS19719|CAD7011630.1|CCAP	LOC108112832|XP_017078627.1|DEUG
OG0004201	CCAP1982_LOCUS2523|CAD6993724.1|CCAP	LOC108116049|XP_017083237.1|DEUG
OG0004202	CCAP1982_LOCUS778|CAD6991887.1|CCAP	LOC108115571|XP_017082567.1|DEUG
OG0004203	CCAP1982_LOCUS5076|CAD6996402.1|CCAP	LOC108116406|XP_017083773.1|DEUG
OG0004204	CCAP1982_LOCUS13381|CAD7005006.1|CCAP	LOC108108762|XP_017072418.1|DEUG
OG0004205	CCAP1982_LOCUS12289|CAD7003859.1|CCAP	LOC108104262|XP_017065701.1|DEUG
OG0004206	CCAP1982_LOCUS640|CAD6991727.1|CCAP	LOC108117218|XP_017085033.1|DEUG
OG0004207	CCAP1982_LOCUS4424|CAD6995717.1|CCAP	LOC108117244|XP_017085078.1|DEUG
OG0004208	CCAP1982_LOCUS5119|CAD6996447.1|CCAP	LOC108116428|XP_017083811.1|DEUG
OG0004209	CCAP1982_LOCUS2834|CAD6994062.1|CCAP	LOC108117524|XP_017085511.1|DEUG
OG0004210	CCAP1982_LOCUS2801|CAD6994024.1|CCAP	LOC108110204|XP_017074669.1|DEUG
OG0004211	CCAP1982_LOCUS8564|CAD7000060.1|CCAP	LOC108111136|XP_017075995.1|DEUG
OG0004212	CCAP1982_LOCUS4529|CAD6995827.1|CCAP	LOC108109681|XP_017073767.1|DEUG
OG0004213	CCAP1982_LOCUS4961|CAD6996278.1|CCAP	LOC108109546|XP_017073605.1|DEUG
OG0004214	CCAP1982_LOCUS19735|CAD7011649.1|CCAP	LOC108109300|XP_017073285.1|DEUG
OG0004215	CCAP1982_LOCUS19619|CAD7011530.1|CCAP	LOC108113117|XP_017079106.1|DEUG
OG0004216	CCAP1982_LOCUS13608|CAD7005251.1|CCAP	LOC108106014|XP_017068349.1|DEUG
OG0004217	CCAP1982_LOCUS11285|CAD7002814.1|CCAP	LOC108108169|XP_017071599.1|DEUG
OG0004218	CCAP1982_LOCUS20276|CAD7012174.1|CCAP	LOC108117361|XP_017085233.1|DEUG
OG0004219	CCAP1982_LOCUS444|CAD6991525.1|CCAP	LOC108109537|XP_017073591.1|DEUG
OG0004220	CCAP1982_LOCUS4802|CAD6996102.1|CCAP	LOC108116317|XP_017083597.1|DEUG
OG0004221	CCAP1982_LOCUS504|CAD6991586.1|CCAP	LOC108110196|XP_017074646.1|DEUG
OG0004222	CCAP1982_LOCUS383|CAD6991458.1|CCAP	LOC108111739|XP_017076781.1|DEUG
OG0004223	CCAP1982_LOCUS385|CAD6991460.1|CCAP	LOC108111780|XP_017076854.1|DEUG, LOC108112710|XP_017078426.1|DEUG
OG0004224	CCAP1982_LOCUS4556|CAD6995855.1|CCAP	LOC108115292|XP_017082164.1|DEUG
OG0004226	CCAP1982_LOCUS4771|CAD6996064.1|CCAP	LOC108111485|XP_017076458.1|DEUG
OG0004227	CCAP1982_LOCUS5073|CAD6996398.1|CCAP	LOC108116404|XP_017083770.1|DEUG
OG0004228	CCAP1982_LOCUS5074|CAD6996400.1|CCAP	LOC108116407|XP_017083776.1|DEUG
OG0004229	CCAP1982_LOCUS20490|CAD7012402.1|CCAP	LOC108112676|XP_017078309.1|DEUG
OG0004231	CCAP1982_LOCUS12731|CAD7004311.1|CCAP	LOC108107828|XP_017071067.1|DEUG
OG0004232	CCAP1982_LOCUS12728|CAD7004308.1|CCAP	LOC108107832|XP_017071072.1|DEUG
OG0004233	CCAP1982_LOCUS12727|CAD7004307.1|CCAP	LOC108107831|XP_017071071.1|DEUG
OG0004234	CCAP1982_LOCUS12713|CAD7004293.1|CCAP	LOC108107844|XP_017071087.1|DEUG
OG0004235	CCAP1982_LOCUS602|CAD6991689.1|CCAP	LOC108102452|XP_017062946.1|DEUG
OG0004236	CCAP1982_LOCUS581|CAD6991668.1|CCAP	LOC108105288|XP_017067266.1|DEUG
OG0004237	CCAP1982_LOCUS4727|CAD6996021.1|CCAP	LOC108115107|XP_017081844.1|DEUG
OG0004238	CCAP1982_LOCUS4868|CAD6996176.1|CCAP	LOC108111572|XP_017076584.1|DEUG
OG0004239	CCAP1982_LOCUS517|CAD6991600.1|CCAP	LOC108110166|XP_017074578.1|DEUG
OG0004240	CCAP1982_LOCUS1006|CAD6992125.1|CCAP	LOC108115010|XP_017081741.1|DEUG
OG0004241	CCAP1982_LOCUS4244|CAD6995533.1|CCAP	LOC108108355|XP_017071884.1|DEUG
OG0004242	CCAP1982_LOCUS249|CAD6991320.1|CCAP	LOC108108316|XP_017071830.1|DEUG
OG0004243	CCAP1982_LOCUS12059|CAD7003617.1|CCAP	LOC108107546|XP_017070576.1|DEUG
OG0004244	CCAP1982_LOCUS2601|CAD6993805.1|CCAP	LOC108105286|XP_017067264.1|DEUG
OG0004245	CCAP1982_LOCUS12883|CAD7004478.1|CCAP	LOC108102833|XP_017063513.1|DEUG
OG0004246	CCAP1982_LOCUS13443|CAD7005079.1|CCAP	LOC108114657|XP_017081220.1|DEUG
OG0004248	CCAP1982_LOCUS19693|CAD7011604.1|CCAP	LOC108108894|XP_017072603.1|DEUG
OG0004249	CCAP1982_LOCUS11315|CAD7002846.1|CCAP	LOC108104733|XP_017066459.1|DEUG
OG0004252	CCAP1982_LOCUS687|CAD6991782.1|CCAP	LOC108109623|XP_017073692.1|DEUG
OG0004253	CCAP1982_LOCUS265|CAD6991336.1|CCAP	LOC108109420|XP_017073407.1|DEUG
OG0004254	CCAP1982_LOCUS14677|CAD7006355.1|CCAP	LOC108105086|XP_017067004.1|DEUG
OG0004256	CCAP1982_LOCUS20328|CAD7012231.1|CCAP	LOC108112540|XP_017077955.1|DEUG
OG0004257	CCAP1982_LOCUS22697|CAD7014717.1|CCAP	LOC108111443|XP_017076401.1|DEUG
OG0004258	CCAP1982_LOCUS4253|CAD6995542.1|CCAP	LOC108113758|XP_017079942.1|DEUG
OG0004259	CCAP1982_LOCUS20332|CAD7012235.1|CCAP	LOC108113261|XP_017079299.1|DEUG
OG0004260	CCAP1982_LOCUS4545|CAD6995844.1|CCAP	LOC108114967|XP_017081663.1|DEUG
OG0004261	CCAP1982_LOCUS4561|CAD6995860.1|CCAP	LOC108115293|XP_017082167.1|DEUG
OG0004262	CCAP1982_LOCUS4940|CAD6996257.1|CCAP	LOC108117554|XP_017085552.1|DEUG
OG0004263	CCAP1982_LOCUS4505|CAD6995801.1|CCAP, CCAP1982_LOCUS4501|CAD6995797.1|CCAP, CCAP1982_LOCUS4507|CAD6995803.1|CCAP	LOC108117169|XP_017084939.1|DEUG
OG0004264	CCAP1982_LOCUS4358|CAD6995651.1|CCAP, CCAP1982_LOCUS4362|CAD6995655.1|CCAP	LOC108115165|XP_017081968.1|DEUG
OG0004265	CCAP1982_LOCUS4383|CAD6995676.1|CCAP, CCAP1982_LOCUS4384|CAD6995677.1|CCAP, CCAP1982_LOCUS4385|CAD6995678.1|CCAP	LOC108116233|XP_017083512.1|DEUG
OG0004266	CCAP1982_LOCUS4594|CAD6995893.1|CCAP, CCAP1982_LOCUS4597|CAD6995896.1|CCAP	LOC108116409|XP_017083782.1|DEUG
OG0004267	CCAP1982_LOCUS522|CAD6991607.1|CCAP	LOC108110630|XP_017075221.1|DEUG
OG0004268	CCAP1982_LOCUS20854|CAD7012750.1|CCAP, CCAP1982_LOCUS20851|CAD7012747.1|CCAP	LOC108106544|XP_017069186.1|DEUG
OG0004269	CCAP1982_LOCUS19685|CAD7011596.1|CCAP	LOC108113001|XP_017078903.1|DEUG
OG0004271	CCAP1982_LOCUS20302|CAD7012201.1|CCAP	LOC108111944|XP_017077112.1|DEUG
OG0004272	CCAP1982_LOCUS4340|CAD6995634.1|CCAP	LOC108116515|XP_017083940.1|DEUG
OG0004273	CCAP1982_LOCUS161|CAD6991223.1|CCAP	LOC108111771|XP_017076825.1|DEUG
OG0004276	CCAP1982_LOCUS14007|CAD7005650.1|CCAP	LOC108109908|XP_017074205.1|DEUG
OG0004277	CCAP1982_LOCUS14006|CAD7005649.1|CCAP	LOC108113944|XP_017080144.1|DEUG
OG0004279	CCAP1982_LOCUS7486|CAD6998940.1|CCAP	LOC108111123|XP_017075965.1|DEUG
OG0004281	CCAP1982_LOCUS21015|CAD7012916.1|CCAP	LOC108109287|XP_017073269.1|DEUG
OG0004282	CCAP1982_LOCUS20192|CAD7012092.1|CCAP	LOC108112594|XP_017078132.1|DEUG
OG0004283	CCAP1982_LOCUS20191|CAD7012091.1|CCAP	LOC108112597|XP_017078139.1|DEUG
OG0004284	CCAP1982_LOCUS14047|CAD7005695.1|CCAP	LOC108115494|XP_017082469.1|DEUG
OG0004285	CCAP1982_LOCUS1989|CAD6993164.1|CCAP	LOC108116713|XP_017084224.1|DEUG
OG0004286	CCAP1982_LOCUS14014|CAD7005657.1|CCAP	LOC108114065|XP_017080308.1|DEUG
OG0004287	CCAP1982_LOCUS14015|CAD7005658.1|CCAP	LOC108114672|XP_017081243.1|DEUG
OG0004288	CCAP1982_LOCUS14023|CAD7005668.1|CCAP	LOC108114299|XP_017080691.1|DEUG
OG0004289	CCAP1982_LOCUS13561|CAD7005201.1|CCAP	LOC108108743|XP_017072378.1|DEUG
OG0004290	CCAP1982_LOCUS7141|CAD6998557.1|CCAP	LOC108106513|XP_017069096.1|DEUG
OG0004291	CCAP1982_LOCUS20635|CAD7012550.1|CCAP	LOC108106771|XP_017069501.1|DEUG
OG0004292	CCAP1982_LOCUS11660|CAD7003198.1|CCAP	LOC108102752|XP_017063398.1|DEUG
OG0004293	CCAP1982_LOCUS14311|CAD7005973.1|CCAP	LOC108118183|XP_017086230.1|DEUG
OG0004294	CCAP1982_LOCUS12288|CAD7003858.1|CCAP	LOC108104261|XP_017065699.1|DEUG
OG0004295	CCAP1982_LOCUS14230|CAD7005890.1|CCAP	LOC108104282|XP_017065736.1|DEUG
OG0004296	CCAP1982_LOCUS14227|CAD7005885.1|CCAP	LOC108104284|XP_017065743.1|DEUG
OG0004297	CCAP1982_LOCUS19484|CAD7011384.1|CCAP	LOC108107469|XP_017070505.1|DEUG
OG0004298	CCAP1982_LOCUS19985|CAD7011873.1|CCAP	LOC108104552|XP_017066183.1|DEUG
OG0004299	CCAP1982_LOCUS19595|CAD7011499.1|CCAP	LOC108106243|XP_017068656.1|DEUG
OG0004300	CCAP1982_LOCUS19690|CAD7011601.1|CCAP	LOC108109286|XP_017073268.1|DEUG
OG0004301	CCAP1982_LOCUS11662|CAD7003201.1|CCAP	LOC108102754|XP_017063402.1|DEUG
OG0004302	CCAP1982_LOCUS19591|CAD7011493.1|CCAP	LOC108112655|XP_017078274.1|DEUG
OG0004303	CCAP1982_LOCUS19644|CAD7011556.1|CCAP	LOC108104847|XP_017066653.1|DEUG
OG0004304	CCAP1982_LOCUS19646|CAD7011558.1|CCAP	LOC108112299|XP_017077612.1|DEUG
OG0004305	CCAP1982_LOCUS20617|CAD7012534.1|CCAP	LOC108111930|XP_017077063.1|DEUG
OG0004306	CCAP1982_LOCUS19772|CAD7011688.1|CCAP	LOC108106733|XP_017069460.1|DEUG
OG0004307	CCAP1982_LOCUS19785|CAD7011701.1|CCAP	LOC108106579|XP_017069248.1|DEUG
OG0004308	CCAP1982_LOCUS20503|CAD7012417.1|CCAP	LOC108107254|XP_017070172.1|DEUG
OG0004309	CCAP1982_LOCUS9212|CAD7000739.1|CCAP, CCAP1982_LOCUS12833|CAD7004424.1|CCAP	LOC108108326|XP_017071842.1|DEUG
OG0004310	CCAP1982_LOCUS20266|CAD7012164.1|CCAP, CCAP1982_LOCUS20267|CAD7012165.1|CCAP	LOC108104572|XP_017066213.1|DEUG
OG0004311	CCAP1982_LOCUS13945|CAD7005585.1|CCAP	LOC108114708|XP_017081296.1|DEUG
OG0004312	CCAP1982_LOCUS19468|CAD7011364.1|CCAP	LOC108107428|XP_017070447.1|DEUG
OG0004313	CCAP1982_LOCUS20810|CAD7012703.1|CCAP	LOC108111617|XP_017076633.1|DEUG
OG0004314	CCAP1982_LOCUS20886|CAD7012784.1|CCAP	LOC108112667|XP_017078293.1|DEUG
OG0004315	CCAP1982_LOCUS20483|CAD7012393.1|CCAP	LOC108107389|XP_017070395.1|DEUG
OG0004316	CCAP1982_LOCUS20231|CAD7012133.1|CCAP	LOC108104810|XP_017066581.1|DEUG
OG0004317	CCAP1982_LOCUS21017|CAD7012918.1|CCAP	LOC108109002|XP_017072759.1|DEUG
OG0004318	CCAP1982_LOCUS19469|CAD7011365.1|CCAP	LOC108107385|XP_017070386.1|DEUG
OG0004319	CCAP1982_LOCUS20313|CAD7012214.1|CCAP	LOC108113158|XP_017079158.1|DEUG
OG0004320	CCAP1982_LOCUS19919|CAD7011809.1|CCAP	LOC108115675|XP_017082729.1|DEUG
OG0004321	CCAP1982_LOCUS5519|CAD6996843.1|CCAP	LOC108106154|XP_017068546.1|DEUG
OG0004322	CCAP1982_LOCUS1150|CAD6992282.1|CCAP	LOC108116998|XP_017084652.1|DEUG
OG0004324	CCAP1982_LOCUS7061|CAD6998464.1|CCAP	LOC108115536|XP_017082527.1|DEUG
OG0004325	CCAP1982_LOCUS20491|CAD7012403.1|CCAP	LOC108113216|XP_017079240.1|DEUG
OG0004326	CCAP1982_LOCUS20495|CAD7012408.1|CCAP	LOC108113215|XP_017079239.1|DEUG
OG0004329	CCAP1982_LOCUS21125|CAD7013042.1|CCAP	LOC108107320|XP_017070285.1|DEUG
OG0004330	CCAP1982_LOCUS21139|CAD7013058.1|CCAP	LOC108113127|XP_017079118.1|DEUG
OG0004331	CCAP1982_LOCUS20282|CAD7012180.1|CCAP	LOC108104864|XP_017066675.1|DEUG
OG0004332	CCAP1982_LOCUS5850|CAD6997212.1|CCAP, CCAP1982_LOCUS5685|CAD6997026.1|CCAP	LOC108110903|XP_017075653.1|DEUG
OG0004333	CCAP1982_LOCUS8606|CAD7000111.1|CCAP	LOC108118462|XP_017086670.1|DEUG
OG0004334	CCAP1982_LOCUS7401|CAD6998852.1|CCAP	LOC108107173|XP_017070077.1|DEUG
OG0004335	CCAP1982_LOCUS20911|CAD7012811.1|CCAP, CCAP1982_LOCUS20912|CAD7012812.1|CCAP	LOC108106636|XP_017069330.1|DEUG
OG0004336	CCAP1982_LOCUS20900|CAD7012800.1|CCAP	LOC108109265|XP_017073238.1|DEUG
OG0004337	CCAP1982_LOCUS8867|CAD7000392.1|CCAP	LOC108106113|XP_017068478.1|DEUG
OG0004338	CCAP1982_LOCUS20627|CAD7012541.1|CCAP	LOC108117396|XP_017085291.1|DEUG
OG0004339	CCAP1982_LOCUS20486|CAD7012396.1|CCAP	LOC108106473|XP_017069035.1|DEUG
OG0004340	CCAP1982_LOCUS20485|CAD7012395.1|CCAP	LOC108106472|XP_017069034.1|DEUG
OG0004341	CCAP1982_LOCUS20884|CAD7012781.1|CCAP	LOC108112670|XP_017078298.1|DEUG
OG0004342	CCAP1982_LOCUS19844|CAD7011732.1|CCAP, CCAP1982_LOCUS19847|CAD7011735.1|CCAP	LOC108107466|XP_017070503.1|DEUG
OG0004343	CCAP1982_LOCUS20612|CAD7012529.1|CCAP, CCAP1982_LOCUS20611|CAD7012528.1|CCAP	LOC108107393|XP_017070400.1|DEUG
OG0004344	CCAP1982_LOCUS20599|CAD7012516.1|CCAP	LOC108107450|XP_017070484.1|DEUG
OG0004345	CCAP1982_LOCUS20472|CAD7012380.1|CCAP	LOC108114872|XP_017081514.1|DEUG
OG0004346	CCAP1982_LOCUS20474|CAD7012382.1|CCAP	LOC108107372|XP_017070365.1|DEUG
OG0004347	CCAP1982_LOCUS20479|CAD7012387.1|CCAP, CCAP1982_LOCUS20480|CAD7012388.1|CCAP	LOC108107376|XP_017070375.1|DEUG
OG0004348	CCAP1982_LOCUS21114|CAD7013029.1|CCAP	LOC108107453|XP_017070491.1|DEUG
OG0004349	CCAP1982_LOCUS21124|CAD7013040.1|CCAP	LOC108107248|XP_017070158.1|DEUG
OG0004350	CCAP1982_LOCUS20216|CAD7012117.1|CCAP	LOC108112318|XP_017077635.1|DEUG
OG0004351	CCAP1982_LOCUS19464|CAD7011362.1|CCAP	LOC108106410|XP_017068918.1|DEUG
OG0004352	CCAP1982_LOCUS2753|CAD6993968.1|CCAP	LOC108117440|XP_017085380.1|DEUG
OG0004353	CCAP1982_LOCUS2747|CAD6993962.1|CCAP	LOC108116087|XP_017083294.1|DEUG
OG0004354	CCAP1982_LOCUS2751|CAD6993966.1|CCAP	LOC108105632|XP_017067809.1|DEUG
OG0004355	CCAP1982_LOCUS5165|CAD6996496.1|CCAP, CCAP1982_LOCUS5164|CAD6996495.1|CCAP	LOC108109618|XP_017073672.1|DEUG
OG0004356	CCAP1982_LOCUS20165|CAD7012063.1|CCAP	LOC108112017|XP_017077245.1|DEUG
OG0004358	CCAP1982_LOCUS21032|CAD7012936.1|CCAP	LOC108106720|XP_017069444.1|DEUG
OG0004359	CCAP1982_LOCUS21069|CAD7012978.1|CCAP	LOC108111935|XP_017077081.1|DEUG
OG0004360	CCAP1982_LOCUS11657|CAD7003195.1|CCAP	LOC108108624|XP_017072212.1|DEUG
OG0004361	CCAP1982_LOCUS124|CAD6991186.1|CCAP	LOC108116328|XP_017083628.1|DEUG
OG0004362	CCAP1982_LOCUS11528|CAD7003065.1|CCAP	LOC108104741|XP_017066468.1|DEUG
OG0004364	CCAP1982_LOCUS19437|CAD7011332.1|CCAP	LOC108112050|XP_017077292.1|DEUG
OG0004365	CCAP1982_LOCUS20373|CAD7012277.1|CCAP	LOC108109110|XP_017072988.1|DEUG
OG0004366	CCAP1982_LOCUS7487|CAD6998941.1|CCAP	LOC108111125|XP_017075968.1|DEUG
OG0004367	CCAP1982_LOCUS13679|CAD7005319.1|CCAP	LOC108114468|XP_017080964.1|DEUG
OG0004368	CCAP1982_LOCUS14639|CAD7006317.1|CCAP	LOC108116763|XP_017084276.1|DEUG
OG0004369	CCAP1982_LOCUS21012|CAD7012913.1|CCAP	LOC108105407|XP_017067442.1|DEUG
OG0004370	CCAP1982_LOCUS20189|CAD7012089.1|CCAP, CCAP1982_LOCUS20190|CAD7012090.1|CCAP	LOC108112596|XP_017078138.1|DEUG
OG0004371	CCAP1982_LOCUS19661|CAD7011573.1|CCAP, CCAP1982_LOCUS19662|CAD7011574.1|CCAP	LOC108117590|XP_017085582.1|DEUG
OG0004372	CCAP1982_LOCUS19495|CAD7011395.1|CCAP	LOC108107481|XP_017070516.1|DEUG
OG0004373	CCAP1982_LOCUS19403|CAD7011296.1|CCAP	LOC108116988|XP_017084642.1|DEUG
OG0004374	CCAP1982_LOCUS20457|CAD7012363.1|CCAP	LOC108112678|XP_017078311.1|DEUG
OG0004375	CCAP1982_LOCUS11837|CAD7003378.1|CCAP	LOC108102758|XP_017063406.1|DEUG
OG0004377	CCAP1982_LOCUS12327|CAD7003898.1|CCAP	LOC108114586|XP_017081131.1|DEUG
OG0004378	CCAP1982_LOCUS19863|CAD7011751.1|CCAP, CCAP1982_LOCUS19864|CAD7011752.1|CCAP	LOC108106528|XP_017069145.1|DEUG
OG0004379	CCAP1982_LOCUS20371|CAD7012275.1|CCAP	LOC108109111|XP_017072990.1|DEUG
OG0004380	CCAP1982_LOCUS20249|CAD7012152.1|CCAP	LOC108104445|XP_017065995.1|DEUG
OG0004381	CCAP1982_LOCUS4217|CAD6995504.1|CCAP	LOC108117245|XP_017085079.1|DEUG
OG0004382	CCAP1982_LOCUS20042|CAD7011930.1|CCAP	LOC108106566|XP_017069221.1|DEUG
OG0004383	CCAP1982_LOCUS19729|CAD7011642.1|CCAP	LOC108106453|XP_017069008.1|DEUG
OG0004384	CCAP1982_LOCUS19730|CAD7011643.1|CCAP	LOC108106608|XP_017069296.1|DEUG
OG0004385	CCAP1982_LOCUS20855|CAD7012751.1|CCAP	LOC108106708|XP_017069428.1|DEUG
OG0004387	CCAP1982_LOCUS13885|CAD7005525.1|CCAP	LOC108113864|XP_017080067.1|DEUG
OG0004388	CCAP1982_LOCUS19651|CAD7011563.1|CCAP	LOC108106798|XP_017069531.1|DEUG
OG0004389	CCAP1982_LOCUS19654|CAD7011566.1|CCAP	LOC108108083|XP_017071458.1|DEUG
OG0004390	CCAP1982_LOCUS14312|CAD7005974.1|CCAP	LOC108118228|XP_017086298.1|DEUG
OG0004392	CCAP1982_LOCUS14089|CAD7005738.1|CCAP	LOC108117340|XP_017085202.1|DEUG
OG0004393	CCAP1982_LOCUS22784|CAD7014817.1|CCAP	LOC108111988|XP_017077206.1|DEUG
OG0004394	CCAP1982_LOCUS22426|CAD7014430.1|CCAP	LOC108113109|XP_017079087.1|DEUG
OG0004396	CCAP1982_LOCUS20306|CAD7012205.1|CCAP	LOC108110357|XP_017074886.1|DEUG
OG0004397	CCAP1982_LOCUS20303|CAD7012202.1|CCAP	LOC108111946|XP_017077115.1|DEUG
OG0004399	CCAP1982_LOCUS7247|CAD6998689.1|CCAP	LOC108112709|XP_017078422.1|DEUG
OG0004400	CCAP1982_LOCUS19676|CAD7011587.1|CCAP	LOC108109502|XP_017073532.1|DEUG
OG0004401	CCAP1982_LOCUS20171|CAD7012071.1|CCAP	LOC108107489|XP_017070524.1|DEUG
OG0004402	CCAP1982_LOCUS20178|CAD7012078.1|CCAP	LOC108107460|XP_017070495.1|DEUG
OG0004403	CCAP1982_LOCUS21088|CAD7012998.1|CCAP	LOC108106463|XP_017069020.1|DEUG
OG0004404	CCAP1982_LOCUS21047|CAD7012953.1|CCAP	LOC108110352|XP_017074878.1|DEUG
OG0004405	CCAP1982_LOCUS13954|CAD7005595.1|CCAP	LOC108114637|XP_017081193.1|DEUG
OG0004406	CCAP1982_LOCUS14498|CAD7006172.1|CCAP	LOC108104012|XP_017065327.1|DEUG
OG0004407	CCAP1982_LOCUS19761|CAD7011676.1|CCAP	LOC108104536|XP_017066159.1|DEUG
OG0004408	CCAP1982_LOCUS13584|CAD7005224.1|CCAP	LOC108113863|XP_017080066.1|DEUG
OG0004409	CCAP1982_LOCUS10604|CAD7002116.1|CCAP	LOC108102325|XP_017062603.1|DEUG
OG0004410	CCAP1982_LOCUS19649|CAD7011561.1|CCAP	LOC108112683|XP_017078364.1|DEUG
OG0004411	CCAP1982_LOCUS13878|CAD7005518.1|CCAP	LOC108108747|XP_017072388.1|DEUG
OG0004412	CCAP1982_LOCUS13877|CAD7005517.1|CCAP	LOC108108745|XP_017072385.1|DEUG
OG0004413	CCAP1982_LOCUS20509|CAD7012425.1|CCAP	LOC108107384|XP_017070385.1|DEUG
OG0004414	CCAP1982_LOCUS21094|CAD7013005.1|CCAP	LOC108107348|XP_017070337.1|DEUG
OG0004415	CCAP1982_LOCUS19883|CAD7011771.1|CCAP	LOC108106385|XP_017068880.1|DEUG
OG0004416	CCAP1982_LOCUS20291|CAD7012189.1|CCAP	LOC108113245|XP_017079280.1|DEUG
OG0004417	CCAP1982_LOCUS2831|CAD6994059.1|CCAP	LOC108117555|XP_017085553.1|DEUG
OG0004418	CCAP1982_LOCUS19614|CAD7011525.1|CCAP	LOC108113020|XP_017078935.1|DEUG
OG0004419	CCAP1982_LOCUS19600|CAD7011504.1|CCAP	LOC108104488|XP_017066090.1|DEUG
OG0004420	CCAP1982_LOCUS20312|CAD7012213.1|CCAP	LOC108113159|XP_017079160.1|DEUG
OG0004421	CCAP1982_LOCUS14175|CAD7005831.1|CCAP	LOC108108611|XP_017072199.1|DEUG
OG0004422	CCAP1982_LOCUS13244|CAD7004859.1|CCAP	LOC108108606|XP_017072194.1|DEUG
OG0004423	CCAP1982_LOCUS20382|CAD7012286.1|CCAP	LOC108112474|XP_017077821.1|DEUG
