Orthogroup	CCAP.longest_only	DFIC.longest_only
OG0005328	CCAP1982_LOCUS13036|CAD7004641.1|CCAP	LOC108092070|XP_017047027.1|DFIC
OG0005329	CCAP1982_LOCUS13268|CAD7004884.1|CCAP, CCAP1982_LOCUS13258|CAD7004873.1|CCAP	LOC108093765|XP_017049526.1|DFIC
OG0005330	CCAP1982_LOCUS13269|CAD7004885.1|CCAP, CCAP1982_LOCUS13259|CAD7004874.1|CCAP	LOC108093754|XP_017049515.1|DFIC
OG0005331	CCAP1982_LOCUS8500|CAD6999994.1|CCAP	LOC108092456|XP_017047532.1|DFIC
OG0005332	CCAP1982_LOCUS8582|CAD7000084.1|CCAP	LOC108089971|XP_017043962.1|DFIC
OG0005333	CCAP1982_LOCUS7307|CAD6998753.1|CCAP	LOC108094520|XP_017050611.1|DFIC
OG0005334	CCAP1982_LOCUS6473|CAD6997849.1|CCAP	LOC108089114|XP_017042714.1|DFIC
OG0005335	CCAP1982_LOCUS19438|CAD7011333.1|CCAP	LOC108087785|XP_017040805.1|DFIC
OG0005336	CCAP1982_LOCUS20286|CAD7012185.1|CCAP	LOC108090697|XP_017044972.1|DFIC
OG0005337	CCAP1982_LOCUS20639|CAD7012554.1|CCAP	LOC108093729|XP_017049472.1|DFIC
OG0005338	CCAP1982_LOCUS5404|CAD6996724.1|CCAP	LOC108089224|XP_017042869.1|DFIC, LOC108088278|XP_017041527.1|DFIC
OG0005339	CCAP1982_LOCUS6086|CAD6997440.1|CCAP	LOC108089111|XP_017042710.1|DFIC, LOC108089110|XP_017042709.1|DFIC
OG0005341	CCAP1982_LOCUS19989|CAD7011877.1|CCAP	LOC108090524|XP_017044731.1|DFIC
OG0005342	CCAP1982_LOCUS6782|CAD6998166.1|CCAP	LOC108094331|XP_017050397.1|DFIC, LOC108102110|XP_017062263.1|DFIC
OG0005343	CCAP1982_LOCUS21680|CAD7013632.1|CCAP	LOC108094038|XP_017049960.1|DFIC
OG0005345	CCAP1982_LOCUS5454|CAD6996779.1|CCAP	LOC108094372|XP_017050406.1|DFIC
OG0005346	CCAP1982_LOCUS14963|CAD7006660.1|CCAP	LOC108088141|XP_017041295.1|DFIC
OG0005347	CCAP1982_LOCUS7002|CAD6998402.1|CCAP	LOC108091543|XP_017046297.1|DFIC
OG0005348	CCAP1982_LOCUS6474|CAD6997850.1|CCAP	LOC108089168|XP_017042788.1|DFIC
OG0005349	CCAP1982_LOCUS6478|CAD6997854.1|CCAP	LOC108089208|XP_017042847.1|DFIC
OG0005350	CCAP1982_LOCUS5657|CAD6996996.1|CCAP	LOC108100084|XP_017059316.1|DFIC
OG0005351	CCAP1982_LOCUS8070|CAD6999550.1|CCAP	LOC108096239|XP_017053153.1|DFIC
OG0005352	CCAP1982_LOCUS11665|CAD7003205.1|CCAP	LOC108089194|XP_017042823.1|DFIC
OG0005353	CCAP1982_LOCUS21018|CAD7012919.1|CCAP	LOC108093785|XP_017049553.1|DFIC
OG0005354	CCAP1982_LOCUS5973|CAD6997340.1|CCAP	LOC108092367|XP_017047393.1|DFIC
OG0005355	CCAP1982_LOCUS8020|CAD6999496.1|CCAP	LOC108091503|XP_017046233.1|DFIC
OG0005356	CCAP1982_LOCUS8022|CAD6999498.1|CCAP	LOC108091506|XP_017046236.1|DFIC
OG0005357	CCAP1982_LOCUS6775|CAD6998159.1|CCAP	LOC108100809|XP_017060364.1|DFIC
OG0005359	CCAP1982_LOCUS20507|CAD7012423.1|CCAP	LOC108096827|XP_017054220.1|DFIC
OG0005360	CCAP1982_LOCUS13493|CAD7005131.1|CCAP	LOC108088304|XP_017041522.1|DFIC
OG0005361	CCAP1982_LOCUS7909|CAD6999383.1|CCAP	LOC108100060|XP_017059284.1|DFIC
OG0005362	CCAP1982_LOCUS5553|CAD6996880.1|CCAP	LOC108089240|XP_017042890.1|DFIC
OG0005363	CCAP1982_LOCUS7758|CAD6999224.1|CCAP	LOC108094556|XP_017050653.1|DFIC
OG0005364	CCAP1982_LOCUS23330|CAD7015386.1|CCAP	LOC108095199|XP_017051695.1|DFIC
OG0005365	CCAP1982_LOCUS5659|CAD6996998.1|CCAP	LOC108089883|XP_017043834.1|DFIC
OG0005366	CCAP1982_LOCUS5661|CAD6997000.1|CCAP	LOC108089950|XP_017043929.1|DFIC
OG0005367	CCAP1982_LOCUS5642|CAD6996977.1|CCAP	LOC108089939|XP_017043917.1|DFIC
OG0005368	CCAP1982_LOCUS1327|CAD6992473.1|CCAP	LOC108099268|XP_017058132.1|DFIC
OG0005369	CCAP1982_LOCUS7027|CAD6998427.1|CCAP	LOC108094141|XP_017050062.1|DFIC
OG0005370	CCAP1982_LOCUS7078|CAD6998485.1|CCAP	LOC108100037|XP_017059250.1|DFIC
OG0005371	CCAP1982_LOCUS7077|CAD6998483.1|CCAP	LOC108100107|XP_017059344.1|DFIC
OG0005372	CCAP1982_LOCUS1733|CAD6992898.1|CCAP	LOC108098967|XP_017057672.1|DFIC
OG0005373	CCAP1982_LOCUS5567|CAD6996894.1|CCAP	LOC108101742|XP_017061696.1|DFIC
OG0005374	CCAP1982_LOCUS7901|CAD6999374.1|CCAP	LOC108098202|XP_017056428.1|DFIC
OG0005375	CCAP1982_LOCUS7900|CAD6999373.1|CCAP	LOC108095430|XP_017052065.1|DFIC, LOC108098191|XP_017056415.1|DFIC
OG0005376	CCAP1982_LOCUS8162|CAD6999630.1|CCAP	LOC108101267|XP_017061042.1|DFIC
OG0005377	CCAP1982_LOCUS14730|CAD7006410.1|CCAP	LOC108100478|XP_017059899.1|DFIC
OG0005378	CCAP1982_LOCUS8905|CAD7000429.1|CCAP	LOC108095179|XP_017051642.1|DFIC
OG0005379	CCAP1982_LOCUS6978|CAD6998378.1|CCAP	LOC108092582|XP_017047716.1|DFIC
OG0005380	CCAP1982_LOCUS8888|CAD7000412.1|CCAP	LOC108101312|XP_017061102.1|DFIC
OG0005381	CCAP1982_LOCUS7611|CAD6999065.1|CCAP	LOC108101560|XP_017061454.1|DFIC, LOC108095077|XP_017051489.1|DFIC
OG0005382	CCAP1982_LOCUS7990|CAD6999466.1|CCAP, CCAP1982_LOCUS7993|CAD6999469.1|CCAP	LOC108089823|XP_017043718.1|DFIC
OG0005383	CCAP1982_LOCUS12896|CAD7004496.1|CCAP	LOC108099842|XP_017058978.1|DFIC
OG0005385	CCAP1982_LOCUS20897|CAD7012796.1|CCAP	LOC108094899|XP_017051233.1|DFIC
OG0005386	CCAP1982_LOCUS21548|CAD7013486.1|CCAP	LOC108090533|XP_017044746.1|DFIC
OG0005387	CCAP1982_LOCUS3748|CAD6995017.1|CCAP	LOC108099394|XP_017058382.1|DFIC
OG0005388	CCAP1982_LOCUS6864|CAD6998255.1|CCAP	LOC108089854|XP_017043788.1|DFIC
OG0005389	CCAP1982_LOCUS6809|CAD6998193.1|CCAP	LOC108093490|XP_017049069.1|DFIC
OG0005390	CCAP1982_LOCUS8462|CAD6999955.1|CCAP	LOC108089864|XP_017043801.1|DFIC
OG0005391	CCAP1982_LOCUS8464|CAD6999957.1|CCAP	LOC108089866|XP_017043803.1|DFIC
OG0005392	CCAP1982_LOCUS7046|CAD6998448.1|CCAP	LOC108090609|XP_017044868.1|DFIC
OG0005393	CCAP1982_LOCUS3990|CAD6995269.1|CCAP	LOC108087194|XP_017039943.1|DFIC
OG0005394	CCAP1982_LOCUS9164|CAD7000690.1|CCAP	LOC108090613|XP_017044876.1|DFIC
OG0005395	CCAP1982_LOCUS8678|CAD7000185.1|CCAP	LOC108096054|XP_017052893.1|DFIC
OG0005396	CCAP1982_LOCUS6950|CAD6998349.1|CCAP	LOC108092654|XP_017047799.1|DFIC
OG0005397	CCAP1982_LOCUS6952|CAD6998351.1|CCAP	LOC108092655|XP_017047802.1|DFIC
OG0005398	CCAP1982_LOCUS5046|CAD6996367.1|CCAP	LOC108090153|XP_017044199.1|DFIC
OG0005399	CCAP1982_LOCUS22132|CAD7014126.1|CCAP	LOC108090568|XP_017044801.1|DFIC
OG0005401	CCAP1982_LOCUS8819|CAD7000336.1|CCAP	LOC108092767|XP_017047989.1|DFIC
OG0005402	CCAP1982_LOCUS8820|CAD7000337.1|CCAP	LOC108092737|XP_017047955.1|DFIC
OG0005403	CCAP1982_LOCUS8823|CAD7000340.1|CCAP	LOC108092749|XP_017047968.1|DFIC
OG0005404	CCAP1982_LOCUS8822|CAD7000339.1|CCAP	LOC108092750|XP_017047969.1|DFIC
OG0005405	CCAP1982_LOCUS23138|CAD7015187.1|CCAP	LOC108096822|XP_017054214.1|DFIC
OG0005406	CCAP1982_LOCUS22365|CAD7014368.1|CCAP	LOC108090498|XP_017044704.1|DFIC
OG0005407	CCAP1982_LOCUS22687|CAD7014705.1|CCAP	LOC108096819|XP_017054204.1|DFIC
OG0005408	CCAP1982_LOCUS8272|CAD6999749.1|CCAP	LOC108089833|XP_017043737.1|DFIC
OG0005409	CCAP1982_LOCUS8121|CAD6999598.1|CCAP	LOC108100825|XP_017060383.1|DFIC
OG0005411	CCAP1982_LOCUS21262|CAD7013191.1|CCAP	LOC108086663|XP_017039135.1|DFIC
OG0005412	CCAP1982_LOCUS21257|CAD7013186.1|CCAP	LOC108086746|XP_017039275.1|DFIC
OG0005413	CCAP1982_LOCUS23120|CAD7015167.1|CCAP	LOC108096639|XP_017053886.1|DFIC
OG0005416	CCAP1982_LOCUS21690|CAD7013646.1|CCAP	LOC108093834|XP_017049654.1|DFIC
OG0005417	CCAP1982_LOCUS7662|CAD6999118.1|CCAP	LOC108090593|XP_017044834.1|DFIC, LOC108101838|XP_017061845.1|DFIC
OG0005418	CCAP1982_LOCUS7668|CAD6999124.1|CCAP	LOC108089876|XP_017043821.1|DFIC
OG0005419	CCAP1982_LOCUS5649|CAD6996987.1|CCAP	LOC108089234|XP_017042883.1|DFIC
OG0005420	CCAP1982_LOCUS6503|CAD6997884.1|CCAP	LOC108088202|XP_017041391.1|DFIC
OG0005421	CCAP1982_LOCUS8431|CAD6999920.1|CCAP	LOC108093473|XP_017049048.1|DFIC
OG0005423	CCAP1982_LOCUS5752|CAD6997100.1|CCAP	LOC108101005|XP_017060697.1|DFIC, LOC108097850|XP_017055872.1|DFIC
OG0005424	CCAP1982_LOCUS22079|CAD7014071.1|CCAP	LOC108095162|XP_017051609.1|DFIC
OG0005426	CCAP1982_LOCUS7102|CAD6998514.1|CCAP	LOC108090399|XP_017044535.1|DFIC
OG0005428	CCAP1982_LOCUS8973|CAD7000495.1|CCAP	LOC108093002|XP_017048390.1|DFIC
OG0005429	CCAP1982_LOCUS6509|CAD6997890.1|CCAP	LOC108094383|XP_017050433.1|DFIC
OG0005430	CCAP1982_LOCUS6508|CAD6997889.1|CCAP	LOC108094384|XP_017050434.1|DFIC
OG0005431	CCAP1982_LOCUS9057|CAD7000583.1|CCAP	LOC108094388|XP_017050442.1|DFIC
OG0005432	CCAP1982_LOCUS5447|CAD6996771.1|CCAP	LOC108101724|XP_017061665.1|DFIC
OG0005433	CCAP1982_LOCUS23193|CAD7015243.1|CCAP	LOC108093641|XP_017049288.1|DFIC
OG0005434	CCAP1982_LOCUS6158|CAD6997519.1|CCAP	LOC108100814|XP_017060374.1|DFIC
OG0005435	CCAP1982_LOCUS5442|CAD6996764.1|CCAP	LOC108101725|XP_017061666.1|DFIC
OG0005436	CCAP1982_LOCUS5443|CAD6996765.1|CCAP	LOC108100876|XP_017060464.1|DFIC
OG0005437	CCAP1982_LOCUS4214|CAD6995501.1|CCAP	LOC108097939|XP_017056023.1|DFIC
OG0005438	CCAP1982_LOCUS8683|CAD7000190.1|CCAP	LOC108091486|XP_017046196.1|DFIC
OG0005440	CCAP1982_LOCUS8728|CAD7000236.1|CCAP	LOC108092451|XP_017047525.1|DFIC
OG0005441	CCAP1982_LOCUS6754|CAD6998143.1|CCAP	LOC108092275|XP_017047299.1|DFIC
OG0005442	CCAP1982_LOCUS8810|CAD7000327.1|CCAP	LOC108101155|XP_017060866.1|DFIC
OG0005443	CCAP1982_LOCUS5728|CAD6997076.1|CCAP	LOC108089232|XP_017042878.1|DFIC
OG0005444	CCAP1982_LOCUS7383|CAD6998834.1|CCAP	LOC108091468|XP_017046175.1|DFIC
OG0005445	CCAP1982_LOCUS7933|CAD6999407.1|CCAP	LOC108100015|XP_017059211.1|DFIC
OG0005447	CCAP1982_LOCUS7846|CAD6999319.1|CCAP	LOC108089786|XP_017043670.1|DFIC
OG0005448	CCAP1982_LOCUS21365|CAD7013294.1|CCAP	LOC108101836|XP_017061839.1|DFIC
OG0005450	CCAP1982_LOCUS7008|CAD6998408.1|CCAP	LOC108102289|XP_017062530.1|DFIC
OG0005451	CCAP1982_LOCUS7620|CAD6999074.1|CCAP	LOC108095087|XP_017051508.1|DFIC
OG0005452	CCAP1982_LOCUS7156|CAD6998577.1|CCAP	LOC108096818|XP_017054200.1|DFIC
OG0005453	CCAP1982_LOCUS250|CAD6991321.1|CCAP	LOC108099506|XP_017058558.1|DFIC
OG0005454	CCAP1982_LOCUS8338|CAD6999827.1|CCAP	LOC108094507|XP_017050596.1|DFIC
OG0005455	CCAP1982_LOCUS22813|CAD7014846.1|CCAP	LOC108101789|XP_017061754.1|DFIC
OG0005456	CCAP1982_LOCUS5827|CAD6997187.1|CCAP, CCAP1982_LOCUS5826|CAD6997186.1|CCAP	LOC108101170|XP_017060887.1|DFIC
OG0005457	CCAP1982_LOCUS5832|CAD6997192.1|CCAP	LOC108101244|XP_017060987.1|DFIC
OG0005458	CCAP1982_LOCUS8565|CAD7000062.1|CCAP	LOC108094167|XP_017050108.1|DFIC
OG0005459	CCAP1982_LOCUS7844|CAD6999317.1|CCAP, CCAP1982_LOCUS7845|CAD6999318.1|CCAP	LOC108089917|XP_017043887.1|DFIC
OG0005460	CCAP1982_LOCUS8484|CAD6999979.1|CCAP	LOC108089847|XP_017043781.1|DFIC
OG0005461	CCAP1982_LOCUS5846|CAD6997208.1|CCAP	LOC108101206|XP_017060944.1|DFIC
OG0005462	CCAP1982_LOCUS5848|CAD6997210.1|CCAP	LOC108101213|XP_017060951.1|DFIC
OG0005463	CCAP1982_LOCUS13791|CAD7005430.1|CCAP	LOC108087456|XP_017040308.1|DFIC
OG0005464	CCAP1982_LOCUS5843|CAD6997205.1|CCAP	LOC108101157|XP_017060868.1|DFIC
OG0005465	CCAP1982_LOCUS5833|CAD6997193.1|CCAP	LOC108101176|XP_017060895.1|DFIC
OG0005466	CCAP1982_LOCUS5831|CAD6997191.1|CCAP	LOC108101167|XP_017060885.1|DFIC
OG0005467	CCAP1982_LOCUS775|CAD6991884.1|CCAP	LOC108095976|XP_017052809.1|DFIC
OG0005468	CCAP1982_LOCUS8598|CAD7000100.1|CCAP, CCAP1982_LOCUS8602|CAD7000104.1|CCAP	LOC108092690|XP_017047888.1|DFIC
OG0005469	CCAP1982_LOCUS5526|CAD6996850.1|CCAP	LOC108100995|XP_017060649.1|DFIC
OG0005470	CCAP1982_LOCUS5524|CAD6996848.1|CCAP	LOC108100966|XP_017060606.1|DFIC
OG0005471	CCAP1982_LOCUS8604|CAD7000106.1|CCAP	LOC108098256|XP_017056542.1|DFIC
OG0005472	CCAP1982_LOCUS8605|CAD7000110.1|CCAP	LOC108098249|XP_017056529.1|DFIC
OG0005473	CCAP1982_LOCUS8028|CAD6999504.1|CCAP	LOC108089965|XP_017043949.1|DFIC
OG0005474	CCAP1982_LOCUS8512|CAD7000007.1|CCAP	LOC108093506|XP_017049084.1|DFIC
OG0005475	CCAP1982_LOCUS8513|CAD7000008.1|CCAP	LOC108093505|XP_017049083.1|DFIC
OG0005476	CCAP1982_LOCUS22700|CAD7014721.1|CCAP	LOC108101509|XP_017061359.1|DFIC
OG0005477	CCAP1982_LOCUS11778|CAD7003317.1|CCAP	LOC108100533|XP_017059983.1|DFIC
OG0005478	CCAP1982_LOCUS9156|CAD7000682.1|CCAP	LOC108101275|XP_017061052.1|DFIC
OG0005479	CCAP1982_LOCUS9157|CAD7000683.1|CCAP	LOC108101274|XP_017061051.1|DFIC
OG0005480	CCAP1982_LOCUS9158|CAD7000684.1|CCAP	LOC108101276|XP_017061055.1|DFIC
OG0005481	CCAP1982_LOCUS9152|CAD7000678.1|CCAP	LOC108092502|XP_017047603.1|DFIC
OG0005482	CCAP1982_LOCUS9150|CAD7000676.1|CCAP	LOC108092495|XP_017047586.1|DFIC
OG0005483	CCAP1982_LOCUS4912|CAD6996225.1|CCAP	LOC108097561|XP_017055434.1|DFIC
OG0005485	CCAP1982_LOCUS22512|CAD7014511.1|CCAP	LOC108087859|XP_017040930.1|DFIC
OG0005486	CCAP1982_LOCUS22543|CAD7014542.1|CCAP	LOC108090537|XP_017044759.1|DFIC
OG0005487	CCAP1982_LOCUS20898|CAD7012798.1|CCAP	LOC108092546|XP_017047669.1|DFIC
OG0005488	CCAP1982_LOCUS23408|CAD7015468.1|CCAP	LOC108092525|XP_017047637.1|DFIC
OG0005490	CCAP1982_LOCUS8150|CAD6999618.1|CCAP	LOC108101328|XP_017061126.1|DFIC
OG0005491	CCAP1982_LOCUS7825|CAD6999296.1|CCAP	LOC108094137|XP_017050047.1|DFIC
OG0005492	CCAP1982_LOCUS7814|CAD6999286.1|CCAP	LOC108094154|XP_017050083.1|DFIC
OG0005493	CCAP1982_LOCUS5481|CAD6996808.1|CCAP	LOC108098307|XP_017056608.1|DFIC
OG0005494	CCAP1982_LOCUS7091|CAD6998500.1|CCAP	LOC108090784|XP_017045119.1|DFIC
OG0005495	CCAP1982_LOCUS7250|CAD6998692.1|CCAP	LOC108090789|XP_017045125.1|DFIC
OG0005496	CCAP1982_LOCUS13482|CAD7005120.1|CCAP	LOC108093321|XP_017048799.1|DFIC
OG0005497	CCAP1982_LOCUS5795|CAD6997150.1|CCAP	LOC108098376|XP_017056725.1|DFIC
OG0005498	CCAP1982_LOCUS5796|CAD6997152.1|CCAP	LOC108098377|XP_017056727.1|DFIC
OG0005499	CCAP1982_LOCUS5799|CAD6997155.1|CCAP	LOC108098333|XP_017056655.1|DFIC
OG0005500	CCAP1982_LOCUS5800|CAD6997157.1|CCAP	LOC108098335|XP_017056657.1|DFIC
OG0005501	CCAP1982_LOCUS5803|CAD6997160.1|CCAP	LOC108101224|XP_017060962.1|DFIC
OG0005502	CCAP1982_LOCUS5804|CAD6997161.1|CCAP	LOC108101226|XP_017060963.1|DFIC
OG0005504	CCAP1982_LOCUS8561|CAD7000057.1|CCAP	LOC108094164|XP_017050105.1|DFIC
OG0005506	CCAP1982_LOCUS8577|CAD7000079.1|CCAP, CCAP1982_LOCUS8576|CAD7000078.1|CCAP	LOC108089875|XP_017043818.1|DFIC
OG0005507	CCAP1982_LOCUS7443|CAD6998896.1|CCAP	LOC108091424|XP_017046104.1|DFIC
OG0005508	CCAP1982_LOCUS7439|CAD6998892.1|CCAP	LOC108100093|XP_017059326.1|DFIC
OG0005509	CCAP1982_LOCUS8612|CAD7000117.1|CCAP	LOC108092381|XP_017047415.1|DFIC
OG0005510	CCAP1982_LOCUS6032|CAD6997391.1|CCAP	LOC108098338|XP_017056667.1|DFIC
OG0005512	CCAP1982_LOCUS2277|CAD6993464.1|CCAP	LOC108099603|XP_017058710.1|DFIC
OG0005513	CCAP1982_LOCUS6472|CAD6997848.1|CCAP	LOC108101677|XP_017061590.1|DFIC
OG0005514	CCAP1982_LOCUS3752|CAD6995022.1|CCAP	LOC108099369|XP_017058351.1|DFIC
OG0005516	CCAP1982_LOCUS6462|CAD6997838.1|CCAP	LOC108089279|XP_017042947.1|DFIC
OG0005517	CCAP1982_LOCUS8925|CAD7000448.1|CCAP	LOC108092698|XP_017047899.1|DFIC, LOC108093678|XP_017049774.1|DFIC
OG0005518	CCAP1982_LOCUS7680|CAD6999137.1|CCAP, CCAP1982_LOCUS7689|CAD6999146.1|CCAP	LOC108096090|XP_017052947.1|DFIC
OG0005519	CCAP1982_LOCUS22134|CAD7014129.1|CCAP	LOC108087721|XP_017040731.1|DFIC
OG0005520	CCAP1982_LOCUS7919|CAD6999393.1|CCAP	LOC108100066|XP_017059290.1|DFIC
OG0005521	CCAP1982_LOCUS7921|CAD6999395.1|CCAP	LOC108100051|XP_017059273.1|DFIC
OG0005522	CCAP1982_LOCUS8069|CAD6999549.1|CCAP	LOC108100146|XP_017059389.1|DFIC
OG0005523	CCAP1982_LOCUS7958|CAD6999434.1|CCAP	LOC108089977|XP_017043967.1|DFIC
OG0005524	CCAP1982_LOCUS5542|CAD6996869.1|CCAP	LOC108100073|XP_017059297.1|DFIC
OG0005525	CCAP1982_LOCUS5852|CAD6997216.1|CCAP	LOC108101182|XP_017060907.1|DFIC
OG0005526	CCAP1982_LOCUS5854|CAD6997218.1|CCAP	LOC108089272|XP_017042934.1|DFIC
OG0005527	CCAP1982_LOCUS10106|CAD7001612.1|CCAP	LOC108101975|XP_017062058.1|DFIC
OG0005528	CCAP1982_LOCUS8050|CAD6999528.1|CCAP	LOC108100899|XP_017060497.1|DFIC
OG0005529	CCAP1982_LOCUS7742|CAD6999208.1|CCAP	LOC108093415|XP_017048947.1|DFIC
OG0005530	CCAP1982_LOCUS6383|CAD6997751.1|CCAP	LOC108092575|XP_017047706.1|DFIC
OG0005531	CCAP1982_LOCUS13029|CAD7004634.1|CCAP	LOC108093121|XP_017048554.1|DFIC
OG0005532	CCAP1982_LOCUS6674|CAD6998058.1|CCAP	LOC108091509|XP_017046243.1|DFIC
OG0005533	CCAP1982_LOCUS8180|CAD6999650.1|CCAP	LOC108092466|XP_017047544.1|DFIC
OG0005535	CCAP1982_LOCUS7565|CAD6999018.1|CCAP	LOC108092404|XP_017047455.1|DFIC
OG0005536	CCAP1982_LOCUS7598|CAD6999051.1|CCAP	LOC108098266|XP_017056553.1|DFIC
OG0005538	CCAP1982_LOCUS7602|CAD6999055.1|CCAP	LOC108095916|XP_017052737.1|DFIC, LOC108096085|XP_017052940.1|DFIC
OG0005540	CCAP1982_LOCUS7474|CAD6998927.1|CCAP	LOC108091533|XP_017046288.1|DFIC
OG0005541	CCAP1982_LOCUS7451|CAD6998904.1|CCAP	LOC108091546|XP_017046305.1|DFIC
OG0005542	CCAP1982_LOCUS14976|CAD7006674.1|CCAP	LOC108099126|XP_017057952.1|DFIC
OG0005543	CCAP1982_LOCUS7738|CAD6999204.1|CCAP	LOC108086323|XP_017038713.1|DFIC, LOC108094461|XP_017050530.1|DFIC
OG0005544	CCAP1982_LOCUS7542|CAD6998995.1|CCAP	LOC108091494|XP_017046208.1|DFIC
OG0005545	CCAP1982_LOCUS8526|CAD7000022.1|CCAP	LOC108098708|XP_017057310.1|DFIC
OG0005546	CCAP1982_LOCUS7959|CAD6999435.1|CCAP	LOC108089931|XP_017043907.1|DFIC
OG0005547	CCAP1982_LOCUS8830|CAD7000347.1|CCAP	LOC108092769|XP_017047992.1|DFIC
OG0005548	CCAP1982_LOCUS8827|CAD7000344.1|CCAP	LOC108092696|XP_017047896.1|DFIC
OG0005549	CCAP1982_LOCUS8821|CAD7000338.1|CCAP	LOC108092738|XP_017047956.1|DFIC
OG0005550	CCAP1982_LOCUS7350|CAD6998796.1|CCAP	LOC108089922|XP_017043892.1|DFIC
OG0005551	CCAP1982_LOCUS21944|CAD7013930.1|CCAP	LOC108095235|XP_017051751.1|DFIC
OG0005552	CCAP1982_LOCUS21945|CAD7013931.1|CCAP	LOC108095218|XP_017051723.1|DFIC
OG0005553	CCAP1982_LOCUS8562|CAD7000058.1|CCAP	LOC108094111|XP_017050021.1|DFIC
OG0005554	CCAP1982_LOCUS6657|CAD6998041.1|CCAP	LOC108091500|XP_017046231.1|DFIC
OG0005555	CCAP1982_LOCUS6646|CAD6998030.1|CCAP	LOC108091523|XP_017046273.1|DFIC
OG0005556	CCAP1982_LOCUS6645|CAD6998029.1|CCAP	LOC108091522|XP_017046272.1|DFIC
OG0005557	CCAP1982_LOCUS7407|CAD6998858.1|CCAP	LOC108098198|XP_017056425.1|DFIC
OG0005558	CCAP1982_LOCUS6644|CAD6998027.1|CCAP	LOC108097662|XP_017055589.1|DFIC
OG0005559	CCAP1982_LOCUS8573|CAD7000072.1|CCAP	LOC108089898|XP_017043861.1|DFIC
OG0005560	CCAP1982_LOCUS7406|CAD6998857.1|CCAP	LOC108098193|XP_017056418.1|DFIC
OG0005561	CCAP1982_LOCUS8777|CAD7000287.1|CCAP	LOC108094639|XP_017050828.1|DFIC
OG0005562	CCAP1982_LOCUS8216|CAD6999689.1|CCAP	LOC108089901|XP_017043864.1|DFIC
OG0005563	CCAP1982_LOCUS10150|CAD7001658.1|CCAP, CCAP1982_LOCUS10149|CAD7001657.1|CCAP	LOC108095013|XP_017051345.1|DFIC
OG0005564	CCAP1982_LOCUS14618|CAD7006296.1|CCAP, CCAP1982_LOCUS5713|CAD6997059.1|CCAP	LOC108089158|XP_017042771.1|DFIC
OG0005565	CCAP1982_LOCUS7047|CAD6998449.1|CCAP	LOC108090604|XP_017044864.1|DFIC
OG0005566	CCAP1982_LOCUS7048|CAD6998450.1|CCAP	LOC108090605|XP_017044865.1|DFIC
OG0005567	CCAP1982_LOCUS2832|CAD6994060.1|CCAP	LOC108099618|XP_017058729.1|DFIC
OG0005568	CCAP1982_LOCUS9126|CAD7000652.1|CCAP	LOC108089825|XP_017043727.1|DFIC
OG0005569	CCAP1982_LOCUS7068|CAD6998473.1|CCAP	LOC108092541|XP_017047658.1|DFIC
OG0005570	CCAP1982_LOCUS8456|CAD6999948.1|CCAP, CCAP1982_LOCUS8457|CAD6999949.1|CCAP	LOC108101313|XP_017061103.1|DFIC
OG0005571	CCAP1982_LOCUS20866|CAD7012762.1|CCAP	LOC108096708|XP_017054030.1|DFIC
OG0005572	CCAP1982_LOCUS22318|CAD7014319.1|CCAP	LOC108087812|XP_017040863.1|DFIC
OG0005573	CCAP1982_LOCUS864|CAD6991977.1|CCAP	LOC108095850|XP_017052637.1|DFIC
OG0005574	CCAP1982_LOCUS22490|CAD7014488.1|CCAP	LOC108093763|XP_017049521.1|DFIC
OG0005575	CCAP1982_LOCUS2176|CAD6993358.1|CCAP	LOC108087186|XP_017039932.1|DFIC
OG0005576	CCAP1982_LOCUS20226|CAD7012128.1|CCAP	LOC108093748|XP_017049504.1|DFIC
OG0005577	CCAP1982_LOCUS13818|CAD7005458.1|CCAP	LOC108096440|XP_017053525.1|DFIC
OG0005578	CCAP1982_LOCUS13957|CAD7005598.1|CCAP, CCAP1982_LOCUS13955|CAD7005596.1|CCAP	LOC108100487|XP_017059910.1|DFIC
OG0005580	CCAP1982_LOCUS13227|CAD7004841.1|CCAP	LOC108096248|XP_017053180.1|DFIC
OG0005582	CCAP1982_LOCUS11833|CAD7003374.1|CCAP	LOC108088886|XP_017042373.1|DFIC
OG0005583	CCAP1982_LOCUS14950|CAD7006645.1|CCAP	LOC108089063|XP_017042661.1|DFIC
OG0005584	CCAP1982_LOCUS9010|CAD7000532.1|CCAP	LOC108093437|XP_017048990.1|DFIC
OG0005585	CCAP1982_LOCUS749|CAD6991851.1|CCAP	LOC108098546|XP_017057036.1|DFIC
OG0005586	CCAP1982_LOCUS4568|CAD6995867.1|CCAP	LOC108090233|XP_017044320.1|DFIC
OG0005587	CCAP1982_LOCUS20128|CAD7012018.1|CCAP	LOC108100027|XP_017059232.1|DFIC
OG0005588	CCAP1982_LOCUS12048|CAD7003600.1|CCAP	LOC108089517|XP_017043331.1|DFIC
OG0005589	CCAP1982_LOCUS245|CAD6991316.1|CCAP	LOC108099523|XP_017058579.1|DFIC
OG0005590	CCAP1982_LOCUS22768|CAD7014800.1|CCAP	LOC108094329|XP_017050368.1|DFIC
OG0005592	CCAP1982_LOCUS400|CAD6991475.1|CCAP	LOC108087024|XP_017039681.1|DFIC
