Orthogroup	CCAP.longest_only	DBIA.longest_only
OG0003886	CCAP1982_LOCUS6175|CAD6997536.1|CCAP	LOC108034246|XP_016964587.1|DBIA
OG0003887	CCAP1982_LOCUS8956|CAD7000477.1|CCAP	LOC108029217|XP_016956896.1|DBIA
OG0003888	CCAP1982_LOCUS32|CAD6991084.1|CCAP	LOC108032013|XP_016961303.1|DBIA
OG0003889	CCAP1982_LOCUS8450|CAD6999942.1|CCAP	LOC108027890|XP_016954998.1|DBIA
OG0003891	CCAP1982_LOCUS5531|CAD6996855.1|CCAP	LOC108032640|XP_016962075.1|DBIA
OG0003892	CCAP1982_LOCUS11258|CAD7002785.1|CCAP	LOC108034799|XP_016965289.1|DBIA
OG0003893	CCAP1982_LOCUS5556|CAD6996883.1|CCAP	LOC108036097|XP_016967552.1|DBIA
OG0003894	CCAP1982_LOCUS5612|CAD6996942.1|CCAP	LOC108033320|XP_016963087.1|DBIA
OG0003895	CCAP1982_LOCUS23333|CAD7015389.1|CCAP	LOC108022589|XP_016947105.1|DBIA
OG0003896	CCAP1982_LOCUS23329|CAD7015385.1|CCAP	LOC108022919|XP_016947618.1|DBIA
OG0003897	CCAP1982_LOCUS23317|CAD7015373.1|CCAP	LOC108022485|XP_016946927.1|DBIA
OG0003898	CCAP1982_LOCUS5825|CAD6997185.1|CCAP	LOC108033634|XP_016963541.1|DBIA
OG0003899	CCAP1982_LOCUS6942|CAD6998340.1|CCAP	LOC108029280|XP_016956967.1|DBIA
OG0003900	CCAP1982_LOCUS8154|CAD6999622.1|CCAP, CCAP1982_LOCUS8155|CAD6999623.1|CCAP	LOC108027820|XP_016954888.1|DBIA
OG0003901	CCAP1982_LOCUS7415|CAD6998868.1|CCAP	LOC108032574|XP_016961962.1|DBIA
OG0003902	CCAP1982_LOCUS7420|CAD6998873.1|CCAP	LOC108033852|XP_016963977.1|DBIA
OG0003903	CCAP1982_LOCUS8447|CAD6999938.1|CCAP	LOC108036746|XP_016968544.1|DBIA
OG0003904	CCAP1982_LOCUS8448|CAD6999939.1|CCAP	LOC108036745|XP_016968543.1|DBIA
OG0003905	CCAP1982_LOCUS21248|CAD7013177.1|CCAP	LOC108032119|XP_016961441.1|DBIA
OG0003906	CCAP1982_LOCUS7232|CAD6998672.1|CCAP, CCAP1982_LOCUS7233|CAD6998673.1|CCAP	LOC108036425|XP_016968042.1|DBIA
OG0003907	CCAP1982_LOCUS7302|CAD6998748.1|CCAP	LOC108028953|XP_016956480.1|DBIA
OG0003908	CCAP1982_LOCUS7301|CAD6998747.1|CCAP	LOC108029032|XP_016956570.1|DBIA
OG0003909	CCAP1982_LOCUS21305|CAD7013234.1|CCAP	LOC108022795|XP_016947414.1|DBIA
OG0003910	CCAP1982_LOCUS21307|CAD7013236.1|CCAP	LOC108027032|XP_016953718.1|DBIA
OG0003911	CCAP1982_LOCUS8213|CAD6999685.1|CCAP	LOC108027933|XP_016955051.1|DBIA
OG0003912	CCAP1982_LOCUS7591|CAD6999044.1|CCAP	LOC108032379|XP_016961689.1|DBIA
OG0003913	CCAP1982_LOCUS7858|CAD6999331.1|CCAP	LOC108032697|XP_016962163.1|DBIA
OG0003916	CCAP1982_LOCUS8075|CAD6999555.1|CCAP	LOC108034223|XP_016964554.1|DBIA
OG0003917	CCAP1982_LOCUS6863|CAD6998254.1|CCAP	LOC108034337|XP_016964709.1|DBIA
OG0003918	CCAP1982_LOCUS6812|CAD6998196.1|CCAP	LOC108034135|XP_016964413.1|DBIA
OG0003919	CCAP1982_LOCUS8390|CAD6999881.1|CCAP	LOC108027893|XP_016955000.1|DBIA
OG0003920	CCAP1982_LOCUS22598|CAD7014605.1|CCAP	LOC108026846|XP_016953513.1|DBIA
OG0003921	CCAP1982_LOCUS5673|CAD6997012.1|CCAP	LOC108033803|XP_016963908.1|DBIA
OG0003922	CCAP1982_LOCUS8570|CAD7000069.1|CCAP	LOC108033815|XP_016963929.1|DBIA
OG0003923	CCAP1982_LOCUS10228|CAD7001738.1|CCAP	LOC108036024|XP_016967443.1|DBIA
OG0003924	CCAP1982_LOCUS22499|CAD7014497.1|CCAP	LOC108029397|XP_016957115.1|DBIA
OG0003925	CCAP1982_LOCUS8469|CAD6999962.1|CCAP	LOC108029106|XP_016956699.1|DBIA
OG0003926	CCAP1982_LOCUS8459|CAD6999951.1|CCAP	LOC108029087|XP_016956665.1|DBIA
OG0003927	CCAP1982_LOCUS9171|CAD7000697.1|CCAP	LOC108036121|XP_016967595.1|DBIA
OG0003928	CCAP1982_LOCUS9116|CAD7000642.1|CCAP	LOC108034236|XP_016964574.1|DBIA
OG0003929	CCAP1982_LOCUS7056|CAD6998459.1|CCAP	LOC108033996|XP_016964212.1|DBIA
OG0003930	CCAP1982_LOCUS5761|CAD6997111.1|CCAP	LOC108034075|XP_016964325.1|DBIA
OG0003931	CCAP1982_LOCUS5767|CAD6997119.1|CCAP	LOC108033937|XP_016964105.1|DBIA
OG0003932	CCAP1982_LOCUS22548|CAD7014547.1|CCAP	LOC108030360|XP_016958716.1|DBIA
OG0003933	CCAP1982_LOCUS8779|CAD7000289.1|CCAP	LOC108027907|XP_016955015.1|DBIA
OG0003934	CCAP1982_LOCUS6872|CAD6998263.1|CCAP	LOC108036708|XP_016968494.1|DBIA
OG0003935	CCAP1982_LOCUS22909|CAD7014946.1|CCAP	LOC108030196|XP_016958441.1|DBIA
OG0003936	CCAP1982_LOCUS22910|CAD7014947.1|CCAP	LOC108030197|XP_016958442.1|DBIA
OG0003937	CCAP1982_LOCUS22690|CAD7014708.1|CCAP	LOC108029522|XP_016957311.1|DBIA
OG0003938	CCAP1982_LOCUS8103|CAD6999578.1|CCAP	LOC108029044|XP_016956586.1|DBIA
OG0003939	CCAP1982_LOCUS8102|CAD6999577.1|CCAP	LOC108029063|XP_016956621.1|DBIA
OG0003940	CCAP1982_LOCUS8270|CAD6999747.1|CCAP	LOC108029115|XP_016956716.1|DBIA
OG0003941	CCAP1982_LOCUS8273|CAD6999750.1|CCAP	LOC108029198|XP_016956864.1|DBIA
OG0003942	CCAP1982_LOCUS8147|CAD6999616.1|CCAP	LOC108036766|XP_016968594.1|DBIA
OG0003943	CCAP1982_LOCUS22209|CAD7014205.1|CCAP	LOC108029047|XP_016956599.1|DBIA
OG0003944	CCAP1982_LOCUS8369|CAD6999857.1|CCAP	LOC108033810|XP_016963918.1|DBIA
OG0003945	CCAP1982_LOCUS22015|CAD7014008.1|CCAP	LOC108022690|XP_016947250.1|DBIA
OG0003946	CCAP1982_LOCUS5773|CAD6997127.1|CCAP	LOC108034081|XP_016964335.1|DBIA
OG0003947	CCAP1982_LOCUS6292|CAD6997662.1|CCAP	LOC108034149|XP_016964437.1|DBIA
OG0003948	CCAP1982_LOCUS7660|CAD6999116.1|CCAP	LOC108034314|XP_016964672.1|DBIA
OG0003949	CCAP1982_LOCUS7659|CAD6999115.1|CCAP	LOC108033828|XP_016963943.1|DBIA
OG0003950	CCAP1982_LOCUS5397|CAD6996714.1|CCAP	LOC108035845|XP_016967080.1|DBIA
OG0003951	CCAP1982_LOCUS5390|CAD6996707.1|CCAP	LOC108030489|XP_016958863.1|DBIA
OG0003952	CCAP1982_LOCUS5626|CAD6996959.1|CCAP	LOC108033371|XP_016963178.1|DBIA
OG0003953	CCAP1982_LOCUS6501|CAD6997882.1|CCAP	LOC108033779|XP_016963871.1|DBIA
OG0003954	CCAP1982_LOCUS8427|CAD6999916.1|CCAP	LOC108035205|XP_016966205.1|DBIA
OG0003955	CCAP1982_LOCUS5656|CAD6996995.1|CCAP	LOC108033289|XP_016963044.1|DBIA
OG0003956	CCAP1982_LOCUS8668|CAD7000177.1|CCAP	LOC108033824|XP_016963940.1|DBIA
OG0003957	CCAP1982_LOCUS11265|CAD7002795.1|CCAP	LOC108034739|XP_016965172.1|DBIA
OG0003959	CCAP1982_LOCUS22088|CAD7014081.1|CCAP	LOC108022947|XP_016947652.1|DBIA
OG0003961	CCAP1982_LOCUS8859|CAD7000383.1|CCAP	LOC108036742|XP_016968539.1|DBIA
OG0003962	CCAP1982_LOCUS7792|CAD6999262.1|CCAP	LOC108029142|XP_016956756.1|DBIA
OG0003963	CCAP1982_LOCUS9235|CAD7000760.1|CCAP, CCAP1982_LOCUS9236|CAD7000761.1|CCAP	LOC108033906|XP_016964061.1|DBIA
OG0003964	CCAP1982_LOCUS8508|CAD7000002.1|CCAP	LOC108035157|XP_016966100.1|DBIA
OG0003965	CCAP1982_LOCUS8387|CAD6999878.1|CCAP, CCAP1982_LOCUS8385|CAD6999876.1|CCAP	LOC108036693|XP_016968471.1|DBIA
OG0003966	CCAP1982_LOCUS5452|CAD6996777.1|CCAP	LOC108036830|XP_016968663.1|DBIA
OG0003967	CCAP1982_LOCUS23154|CAD7015206.1|CCAP	LOC108026680|XP_016953245.1|DBIA
OG0003968	CCAP1982_LOCUS23148|CAD7015199.1|CCAP	LOC108026754|XP_016953372.1|DBIA
OG0003969	CCAP1982_LOCUS23196|CAD7015246.1|CCAP	LOC108022481|XP_016946921.1|DBIA
OG0003970	CCAP1982_LOCUS6945|CAD6998343.1|CCAP	LOC108029023|XP_016956558.1|DBIA
OG0003971	CCAP1982_LOCUS5715|CAD6997061.1|CCAP	LOC108035178|XP_016966138.1|DBIA
OG0003972	CCAP1982_LOCUS12298|CAD7003868.1|CCAP, CCAP1982_LOCUS14704|CAD7006383.1|CCAP, CCAP1982_LOCUS12297|CAD7003867.1|CCAP	LOC108034900|XP_016965615.1|DBIA
OG0003973	CCAP1982_LOCUS22115|CAD7014109.1|CCAP, CCAP1982_LOCUS22114|CAD7014108.1|CCAP	LOC108022606|XP_016947131.1|DBIA
OG0003974	CCAP1982_LOCUS1354|CAD6992505.1|CCAP	LOC108030321|XP_016958654.1|DBIA
OG0003975	CCAP1982_LOCUS9013|CAD7000536.1|CCAP, CCAP1982_LOCUS9015|CAD7000538.1|CCAP	LOC108036749|XP_016968546.1|DBIA
OG0003976	CCAP1982_LOCUS6108|CAD6997465.1|CCAP	LOC108032580|XP_016961973.1|DBIA
OG0003977	CCAP1982_LOCUS6106|CAD6997463.1|CCAP	LOC108032787|XP_016962280.1|DBIA
OG0003978	CCAP1982_LOCUS14331|CAD7005995.1|CCAP	LOC108035962|XP_016967264.1|DBIA
OG0003979	CCAP1982_LOCUS8335|CAD6999823.1|CCAP	LOC108034195|XP_016964512.1|DBIA
OG0003980	CCAP1982_LOCUS238|CAD6991309.1|CCAP	LOC108031990|XP_016961274.1|DBIA
OG0003981	CCAP1982_LOCUS8339|CAD6999828.1|CCAP	LOC108033898|XP_016964043.1|DBIA
OG0003982	CCAP1982_LOCUS6275|CAD6997642.1|CCAP	LOC108032806|XP_016962303.1|DBIA
OG0003983	CCAP1982_LOCUS5970|CAD6997336.1|CCAP, CCAP1982_LOCUS5971|CAD6997337.1|CCAP	LOC108032444|XP_016961758.1|DBIA
OG0003984	CCAP1982_LOCUS5684|CAD6997025.1|CCAP, CCAP1982_LOCUS5849|CAD6997211.1|CCAP	LOC108033644|XP_016963566.1|DBIA
OG0003985	CCAP1982_LOCUS5845|CAD6997207.1|CCAP, CCAP1982_LOCUS5681|CAD6997022.1|CCAP	LOC108033643|XP_016963565.1|DBIA
OG0003986	CCAP1982_LOCUS5674|CAD6997013.1|CCAP	LOC108033527|XP_016963361.1|DBIA
OG0003987	CCAP1982_LOCUS6202|CAD6997564.1|CCAP, CCAP1982_LOCUS6198|CAD6997560.1|CCAP, CCAP1982_LOCUS6199|CAD6997561.1|CCAP	LOC108033869|XP_016964001.1|DBIA
OG0003988	CCAP1982_LOCUS8506|CAD7000000.1|CCAP, CCAP1982_LOCUS8505|CAD6999999.1|CCAP	LOC108029260|XP_016956944.1|DBIA
OG0003989	CCAP1982_LOCUS8511|CAD7000005.1|CCAP	LOC108033896|XP_016964040.1|DBIA
OG0003990	CCAP1982_LOCUS8402|CAD6999892.1|CCAP	LOC108029259|XP_016956943.1|DBIA
OG0003991	CCAP1982_LOCUS8201|CAD6999671.1|CCAP	LOC108027825|XP_016954895.1|DBIA
OG0003992	CCAP1982_LOCUS8206|CAD6999676.1|CCAP	LOC108027868|XP_016954971.1|DBIA
OG0003993	CCAP1982_LOCUS9154|CAD7000680.1|CCAP	LOC108027804|XP_016954872.1|DBIA
OG0003994	CCAP1982_LOCUS4907|CAD6996219.1|CCAP	LOC108025552|XP_016951573.1|DBIA
OG0003995	CCAP1982_LOCUS22498|CAD7014496.1|CCAP	LOC108029711|XP_016957676.1|DBIA
OG0003996	CCAP1982_LOCUS22541|CAD7014540.1|CCAP	LOC108029999|XP_016958003.1|DBIA
OG0003997	CCAP1982_LOCUS8067|CAD6999546.1|CCAP	LOC108034253|XP_016964596.1|DBIA
OG0003998	CCAP1982_LOCUS6627|CAD6998010.1|CCAP	LOC108035838|XP_016967072.1|DBIA
OG0003999	CCAP1982_LOCUS5450|CAD6996775.1|CCAP	LOC108026774|XP_016953413.1|DBIA
OG0004001	CCAP1982_LOCUS19584|CAD7011485.1|CCAP	LOC108026734|XP_016953336.1|DBIA
OG0004002	CCAP1982_LOCUS5794|CAD6997149.1|CCAP	LOC108032418|XP_016961727.1|DBIA
OG0004003	CCAP1982_LOCUS5644|CAD6996980.1|CCAP	LOC108033722|XP_016963747.1|DBIA
OG0004004	CCAP1982_LOCUS8476|CAD6999971.1|CCAP	LOC108036086|XP_016967525.1|DBIA
OG0004005	CCAP1982_LOCUS8478|CAD6999973.1|CCAP	LOC108033864|XP_016963992.1|DBIA
OG0004006	CCAP1982_LOCUS8574|CAD7000075.1|CCAP	LOC108033783|XP_016963875.1|DBIA
OG0004007	CCAP1982_LOCUS6925|CAD6998319.1|CCAP	LOC108035227|XP_016966249.1|DBIA
OG0004008	CCAP1982_LOCUS7446|CAD6998899.1|CCAP, CCAP1982_LOCUS7450|CAD6998903.1|CCAP	LOC108036839|XP_016968683.1|DBIA
OG0004009	CCAP1982_LOCUS8930|CAD7000453.1|CCAP	LOC108029220|XP_016956903.1|DBIA
OG0004010	CCAP1982_LOCUS6001|CAD6997368.1|CCAP	LOC108032546|XP_016961912.1|DBIA
OG0004011	CCAP1982_LOCUS5350|CAD6996666.1|CCAP	LOC108032820|XP_016962323.1|DBIA
OG0004012	CCAP1982_LOCUS2278|CAD6993466.1|CCAP	LOC108031997|XP_016961279.1|DBIA
OG0004013	CCAP1982_LOCUS6066|CAD6997419.1|CCAP	LOC108034059|XP_016964303.1|DBIA
OG0004014	CCAP1982_LOCUS12299|CAD7003869.1|CCAP, CCAP1982_LOCUS14705|CAD7006384.1|CCAP, CCAP1982_LOCUS12300|CAD7003870.1|CCAP	LOC108035476|XP_016966615.1|DBIA
OG0004015	CCAP1982_LOCUS7695|CAD6999157.1|CCAP	LOC108036744|XP_016968542.1|DBIA
OG0004016	CCAP1982_LOCUS6454|CAD6997830.1|CCAP	LOC108034129|XP_016964406.1|DBIA
OG0004017	CCAP1982_LOCUS8061|CAD6999540.1|CCAP	LOC108027831|XP_016954906.1|DBIA
OG0004018	CCAP1982_LOCUS21469|CAD7013405.1|CCAP	LOC108030304|XP_016958627.1|DBIA
OG0004019	CCAP1982_LOCUS11760|CAD7003299.1|CCAP	LOC108033988|XP_016964201.1|DBIA
OG0004020	CCAP1982_LOCUS7355|CAD6998806.1|CCAP	LOC108027838|XP_016954914.1|DBIA
OG0004021	CCAP1982_LOCUS20908|CAD7012808.1|CCAP, CCAP1982_LOCUS20907|CAD7012807.1|CCAP	LOC108027816|XP_016954884.1|DBIA
OG0004022	CCAP1982_LOCUS6981|CAD6998381.1|CCAP	LOC108034069|XP_016964315.1|DBIA
OG0004023	CCAP1982_LOCUS7349|CAD6998795.1|CCAP	LOC108026578|XP_016953019.1|DBIA
OG0004024	CCAP1982_LOCUS8113|CAD6999589.1|CCAP	LOC108033625|XP_016963503.1|DBIA
OG0004025	CCAP1982_LOCUS5853|CAD6997217.1|CCAP	LOC108032618|XP_016962046.1|DBIA
OG0004026	CCAP1982_LOCUS8058|CAD6999536.1|CCAP	LOC108036080|XP_016967515.1|DBIA
OG0004028	CCAP1982_LOCUS7750|CAD6999216.1|CCAP, CCAP1982_LOCUS7749|CAD6999215.1|CCAP	LOC108034113|XP_016964379.1|DBIA
OG0004029	CCAP1982_LOCUS7847|CAD6999320.1|CCAP	LOC108036115|XP_016967582.1|DBIA
OG0004030	CCAP1982_LOCUS20235|CAD7012136.1|CCAP	LOC108026770|XP_016953403.1|DBIA
OG0004031	CCAP1982_LOCUS6911|CAD6998302.1|CCAP, CCAP1982_LOCUS6910|CAD6998301.1|CCAP	LOC108034255|XP_016964600.1|DBIA
OG0004032	CCAP1982_LOCUS5538|CAD6996865.1|CCAP	LOC108036825|XP_016968658.1|DBIA
OG0004033	CCAP1982_LOCUS6288|CAD6997658.1|CCAP	LOC108034011|XP_016964235.1|DBIA
OG0004034	CCAP1982_LOCUS7693|CAD6999155.1|CCAP	LOC108033811|XP_016963919.1|DBIA
OG0004035	CCAP1982_LOCUS7567|CAD6999020.1|CCAP, CCAP1982_LOCUS7568|CAD6999021.1|CCAP	LOC108029045|XP_016956589.1|DBIA
OG0004036	CCAP1982_LOCUS7595|CAD6999048.1|CCAP	LOC108027760|XP_016954801.1|DBIA
OG0004037	CCAP1982_LOCUS8865|CAD7000390.1|CCAP	LOC108036754|XP_016968569.1|DBIA
OG0004038	CCAP1982_LOCUS7452|CAD6998905.1|CCAP	LOC108029110|XP_016956712.1|DBIA
OG0004039	CCAP1982_LOCUS8230|CAD6999704.1|CCAP, CCAP1982_LOCUS8227|CAD6999701.1|CCAP, CCAP1982_LOCUS8229|CAD6999703.1|CCAP	LOC108029076|XP_016956646.1|DBIA
OG0004040	CCAP1982_LOCUS22152|CAD7014146.1|CCAP	LOC108026790|XP_016953440.1|DBIA
OG0004042	CCAP1982_LOCUS11857|CAD7003401.1|CCAP	LOC108028329|XP_016955558.1|DBIA
OG0004043	CCAP1982_LOCUS7930|CAD6999404.1|CCAP	LOC108033858|XP_016963984.1|DBIA
OG0004045	CCAP1982_LOCUS3700|CAD6994969.1|CCAP	LOC108033413|XP_016963223.1|DBIA
OG0004046	CCAP1982_LOCUS7410|CAD6998861.1|CCAP	LOC108029135|XP_016956747.1|DBIA
OG0004047	CCAP1982_LOCUS8042|CAD6999517.1|CCAP	LOC108034153|XP_016964442.1|DBIA
OG0004048	CCAP1982_LOCUS23409|CAD7015469.1|CCAP	LOC108027828|XP_016954899.1|DBIA
OG0004049	CCAP1982_LOCUS6937|CAD6998333.1|CCAP	LOC108036854|XP_016968716.1|DBIA
OG0004050	CCAP1982_LOCUS8806|CAD7000323.1|CCAP	LOC108033920|XP_016964080.1|DBIA
OG0004051	CCAP1982_LOCUS8560|CAD7000056.1|CCAP	LOC108033823|XP_016963937.1|DBIA
OG0004053	CCAP1982_LOCUS22593|CAD7014600.1|CCAP	LOC108022853|XP_016947516.1|DBIA
OG0004054	CCAP1982_LOCUS8019|CAD6999495.1|CCAP	LOC108033412|XP_016963222.1|DBIA
OG0004055	CCAP1982_LOCUS2177|CAD6993359.1|CCAP	LOC108025206|XP_016951027.1|DBIA
OG0004056	CCAP1982_LOCUS3169|CAD6994417.1|CCAP	LOC108024977|XP_016950710.1|DBIA
OG0004057	CCAP1982_LOCUS14479|CAD7006151.1|CCAP, CCAP1982_LOCUS14483|CAD7006155.1|CCAP	LOC108034480|XP_016964871.1|DBIA
OG0004058	CCAP1982_LOCUS12052|CAD7003606.1|CCAP	LOC108035258|XP_016966293.1|DBIA
OG0004059	CCAP1982_LOCUS954|CAD6992074.1|CCAP	LOC108031911|XP_016961168.1|DBIA
OG0004060	CCAP1982_LOCUS123|CAD6991185.1|CCAP	LOC108024507|XP_016949942.1|DBIA
OG0004062	CCAP1982_LOCUS11610|CAD7003149.1|CCAP	LOC108035429|XP_016966549.1|DBIA
OG0004063	CCAP1982_LOCUS9208|CAD7000735.1|CCAP	LOC108023689|XP_016948801.1|DBIA
OG0004064	CCAP1982_LOCUS13592|CAD7005233.1|CCAP	LOC108030584|XP_016959041.1|DBIA
OG0004065	CCAP1982_LOCUS19980|CAD7011868.1|CCAP	LOC108022556|XP_016947039.1|DBIA
OG0004066	CCAP1982_LOCUS19979|CAD7011867.1|CCAP	LOC108022497|XP_016946942.1|DBIA
OG0004068	CCAP1982_LOCUS752|CAD6991854.1|CCAP	LOC108031124|XP_016959825.1|DBIA
OG0004069	CCAP1982_LOCUS753|CAD6991855.1|CCAP	LOC108031581|XP_016960635.1|DBIA
OG0004070	CCAP1982_LOCUS12521|CAD7004097.1|CCAP	LOC108034677|XP_016965108.1|DBIA
OG0004071	CCAP1982_LOCUS14981|CAD7006680.1|CCAP	LOC108030803|XP_016959381.1|DBIA
OG0004072	CCAP1982_LOCUS14980|CAD7006679.1|CCAP	LOC108030807|XP_016959395.1|DBIA
OG0004074	CCAP1982_LOCUS20432|CAD7012338.1|CCAP	LOC108026676|XP_016953238.1|DBIA
OG0004075	CCAP1982_LOCUS19452|CAD7011349.1|CCAP	LOC108029771|XP_016957768.1|DBIA
OG0004076	CCAP1982_LOCUS20003|CAD7011891.1|CCAP	LOC108029622|XP_016957503.1|DBIA
OG0004077	CCAP1982_LOCUS8514|CAD7000009.1|CCAP	LOC108036730|XP_016968516.1|DBIA
OG0004078	CCAP1982_LOCUS431|CAD6991510.1|CCAP	LOC108025418|XP_016951388.1|DBIA
OG0004080	CCAP1982_LOCUS22425|CAD7014429.1|CCAP	LOC108030282|XP_016958600.1|DBIA
OG0004081	CCAP1982_LOCUS20394|CAD7012298.1|CCAP	LOC108022581|XP_016947088.1|DBIA
OG0004082	CCAP1982_LOCUS10303|CAD7001812.1|CCAP, CCAP1982_LOCUS2924|CAD6994159.1|CCAP	LOC108022851|XP_016947513.1|DBIA
OG0004083	CCAP1982_LOCUS3354|CAD6994619.1|CCAP	LOC108026206|XP_016952497.1|DBIA
OG0004084	CCAP1982_LOCUS13378|CAD7005002.1|CCAP	LOC108030834|XP_016959447.1|DBIA
OG0004085	CCAP1982_LOCUS399|CAD6991474.1|CCAP	LOC108023286|XP_016948071.1|DBIA
OG0004086	CCAP1982_LOCUS4267|CAD6995556.1|CCAP	LOC108024560|XP_016950038.1|DBIA
OG0004088	CCAP1982_LOCUS3406|CAD6994671.1|CCAP	LOC108025527|XP_016951541.1|DBIA
OG0004090	CCAP1982_LOCUS5053|CAD6996375.1|CCAP	LOC108026187|XP_016952466.1|DBIA
OG0004091	CCAP1982_LOCUS781|CAD6991890.1|CCAP	LOC108031711|XP_016960865.1|DBIA
OG0004095	CCAP1982_LOCUS4577|CAD6995876.1|CCAP	LOC108025380|XP_016951342.1|DBIA
OG0004096	CCAP1982_LOCUS4265|CAD6995554.1|CCAP	LOC108024561|XP_016950039.1|DBIA
OG0004097	CCAP1982_LOCUS14549|CAD7006223.1|CCAP	LOC108028638|XP_016956052.1|DBIA
OG0004098	CCAP1982_LOCUS14552|CAD7006226.1|CCAP	LOC108023456|XP_016948448.1|DBIA
OG0004099	CCAP1982_LOCUS681|CAD6991775.1|CCAP	LOC108032885|XP_016962399.1|DBIA
OG0004100	CCAP1982_LOCUS731|CAD6991832.1|CCAP	LOC108032934|XP_016962495.1|DBIA
OG0004101	CCAP1982_LOCUS728|CAD6991829.1|CCAP	LOC108032929|XP_016962488.1|DBIA
OG0004102	CCAP1982_LOCUS4299|CAD6995590.1|CCAP	LOC108032901|XP_016962432.1|DBIA
OG0004103	CCAP1982_LOCUS5050|CAD6996371.1|CCAP	LOC108025416|XP_016951386.1|DBIA
OG0004104	CCAP1982_LOCUS478|CAD6991559.1|CCAP, CCAP1982_LOCUS479|CAD6991560.1|CCAP	LOC108024817|XP_016950431.1|DBIA
OG0004105	CCAP1982_LOCUS13594|CAD7005236.1|CCAP	LOC108030583|XP_016959040.1|DBIA
OG0004106	CCAP1982_LOCUS13889|CAD7005529.1|CCAP	LOC108030868|XP_016959505.1|DBIA
OG0004107	CCAP1982_LOCUS22275|CAD7014272.1|CCAP	LOC108035522|XP_016966679.1|DBIA
OG0004109	CCAP1982_LOCUS5056|CAD6996377.1|CCAP, CCAP1982_LOCUS5055|CAD6996376.1|CCAP	LOC108026188|XP_016952467.1|DBIA
OG0004110	CCAP1982_LOCUS13874|CAD7005514.1|CCAP	LOC108030842|XP_016959466.1|DBIA
OG0004111	CCAP1982_LOCUS876|CAD6991990.1|CCAP	LOC108026392|XP_016952803.1|DBIA
OG0004112	CCAP1982_LOCUS327|CAD6991400.1|CCAP	LOC108025475|XP_016951476.1|DBIA
OG0004116	CCAP1982_LOCUS4835|CAD6996142.1|CCAP	LOC108026377|XP_016952787.1|DBIA
OG0004117	CCAP1982_LOCUS397|CAD6991472.1|CCAP	LOC108025448|XP_016951435.1|DBIA
OG0004118	CCAP1982_LOCUS19408|CAD7011302.1|CCAP	LOC108022513|XP_016946972.1|DBIA
OG0004119	CCAP1982_LOCUS4942|CAD6996259.1|CCAP	LOC108024868|XP_016950504.1|DBIA
OG0004120	CCAP1982_LOCUS4906|CAD6996218.1|CCAP	LOC108026290|XP_016952645.1|DBIA
OG0004121	CCAP1982_LOCUS12466|CAD7004041.1|CCAP	LOC108034583|XP_016965004.1|DBIA
OG0004122	CCAP1982_LOCUS390|CAD6991465.1|CCAP	LOC108031070|XP_016959765.1|DBIA
OG0004123	CCAP1982_LOCUS951|CAD6992070.1|CCAP	LOC108031486|XP_016960460.1|DBIA
OG0004125	CCAP1982_LOCUS171|CAD6991234.1|CCAP	LOC108025499|XP_016951503.1|DBIA
OG0004126	CCAP1982_LOCUS4241|CAD6995529.1|CCAP	LOC108025290|XP_016951163.1|DBIA
OG0004127	CCAP1982_LOCUS6280|CAD6997648.1|CCAP	LOC108034655|XP_016965086.1|DBIA
OG0004128	CCAP1982_LOCUS4639|CAD6995937.1|CCAP	LOC108025547|XP_016951568.1|DBIA
OG0004129	CCAP1982_LOCUS7134|CAD6998548.1|CCAP	LOC108030132|XP_016958335.1|DBIA
OG0004131	CCAP1982_LOCUS5075|CAD6996401.1|CCAP	LOC108024796|XP_016950403.1|DBIA
OG0004132	CCAP1982_LOCUS12047|CAD7003599.1|CCAP	LOC108035548|XP_016966706.1|DBIA
OG0004133	CCAP1982_LOCUS7605|CAD6999058.1|CCAP	LOC108034134|XP_016964412.1|DBIA
OG0004134	CCAP1982_LOCUS4174|CAD6995459.1|CCAP	LOC108026200|XP_016952482.1|DBIA
OG0004135	CCAP1982_LOCUS608|CAD6991695.1|CCAP	LOC108031446|XP_016960368.1|DBIA
OG0004136	CCAP1982_LOCUS726|CAD6991826.1|CCAP	LOC108031473|XP_016960423.1|DBIA
OG0004137	CCAP1982_LOCUS22274|CAD7014271.1|CCAP	LOC108036287|XP_016967788.1|DBIA
OG0004140	CCAP1982_LOCUS21111|CAD7013025.1|CCAP	LOC108023241|XP_016948008.1|DBIA
OG0004141	CCAP1982_LOCUS20108|CAD7011997.1|CCAP	LOC108029676|XP_016957610.1|DBIA
OG0004143	CCAP1982_LOCUS165|CAD6991228.1|CCAP	LOC108027413|XP_016954340.1|DBIA
OG0004144	CCAP1982_LOCUS12765|CAD7004349.1|CCAP	LOC108034112|XP_016964383.1|DBIA
OG0004145	CCAP1982_LOCUS11264|CAD7002794.1|CCAP	LOC108034746|XP_016965183.1|DBIA
OG0004146	CCAP1982_LOCUS4817|CAD6996122.1|CCAP	LOC108026366|XP_016952772.1|DBIA
OG0004147	CCAP1982_LOCUS6285|CAD6997654.1|CCAP	LOC108034051|XP_016964297.1|DBIA
OG0004148	CCAP1982_LOCUS4228|CAD6995515.1|CCAP, CCAP1982_LOCUS4229|CAD6995516.1|CCAP	LOC108032163|XP_016961499.1|DBIA
