Orthogroup	CCAP.longest_only	DGUA.longest_only
OG0004921	CCAP1982_LOCUS13031|CAD7004636.1|CCAP	LOC117580113|XP_034122283.1|DGUA
OG0004923	CCAP1982_LOCUS11167|CAD7002689.1|CCAP	LOC117579160|XP_034120809.1|DGUA
OG0004924	CCAP1982_LOCUS12528|CAD7004107.1|CCAP	LOC117587349|XP_034133879.1|DGUA
OG0004925	CCAP1982_LOCUS12578|CAD7004158.1|CCAP	LOC117589245|XP_034136907.1|DGUA
OG0004926	CCAP1982_LOCUS14939|CAD7006633.1|CCAP	LOC117589037|XP_034136555.1|DGUA
OG0004927	CCAP1982_LOCUS14993|CAD7006694.1|CCAP	LOC117586882|XP_034133088.1|DGUA
OG0004928	CCAP1982_LOCUS21917|CAD7013902.1|CCAP	LOC117592262|XP_034141799.1|DGUA
OG0004929	CCAP1982_LOCUS11530|CAD7003067.1|CCAP	LOC117587229|XP_034133683.1|DGUA
OG0004930	CCAP1982_LOCUS22942|CAD7014983.1|CCAP	LOC117578824|XP_034120472.1|DGUA
OG0004931	CCAP1982_LOCUS22635|CAD7014646.1|CCAP	LOC117592292|XP_034141853.1|DGUA
OG0004932	CCAP1982_LOCUS12169|CAD7003732.1|CCAP	LOC117588987|XP_034136475.1|DGUA
OG0004933	CCAP1982_LOCUS7196|CAD6998623.1|CCAP	LOC117592431|XP_034142074.1|DGUA
OG0004934	CCAP1982_LOCUS7200|CAD6998628.1|CCAP	LOC117581939|XP_034125315.1|DGUA
OG0004935	CCAP1982_LOCUS21878|CAD7013861.1|CCAP	LOC117587487|XP_034134126.1|DGUA
OG0004936	CCAP1982_LOCUS12915|CAD7004517.1|CCAP	LOC117579407|XP_034121176.1|DGUA
OG0004937	CCAP1982_LOCUS20261|CAD7012159.1|CCAP	LOC117587108|XP_034133493.1|DGUA
OG0004938	CCAP1982_LOCUS12061|CAD7003621.1|CCAP	LOC117586860|XP_034133046.1|DGUA
OG0004940	CCAP1982_LOCUS12871|CAD7004465.1|CCAP	LOC117579629|XP_034121486.1|DGUA
OG0004941	CCAP1982_LOCUS12170|CAD7003733.1|CCAP	LOC117588875|XP_034136272.1|DGUA
OG0004942	CCAP1982_LOCUS11521|CAD7003058.1|CCAP	LOC117580159|XP_034122369.1|DGUA
OG0004943	CCAP1982_LOCUS14899|CAD7006588.1|CCAP	LOC117586816|XP_034132984.1|DGUA
OG0004944	CCAP1982_LOCUS11899|CAD7003445.1|CCAP	LOC117589117|XP_034136686.1|DGUA
OG0004946	CCAP1982_LOCUS13890|CAD7005530.1|CCAP	LOC117589016|XP_034136531.1|DGUA
OG0004947	CCAP1982_LOCUS11517|CAD7003054.1|CCAP	LOC117579462|XP_034121241.1|DGUA
OG0004948	CCAP1982_LOCUS11515|CAD7003052.1|CCAP	LOC117579231|XP_034120903.1|DGUA
OG0004949	CCAP1982_LOCUS11508|CAD7003045.1|CCAP	LOC117579230|XP_034120902.1|DGUA
OG0004950	CCAP1982_LOCUS12161|CAD7003724.1|CCAP	LOC117588844|XP_034136229.1|DGUA
OG0004951	CCAP1982_LOCUS2776|CAD6993995.1|CCAP	LOC117583688|XP_034128055.1|DGUA
OG0004952	CCAP1982_LOCUS10827|CAD7002341.1|CCAP	LOC117580146|XP_034122346.1|DGUA
OG0004953	CCAP1982_LOCUS12149|CAD7003712.1|CCAP	LOC117588947|XP_034136417.1|DGUA
OG0004954	CCAP1982_LOCUS12151|CAD7003714.1|CCAP	LOC117588925|XP_034136392.1|DGUA
OG0004955	CCAP1982_LOCUS12929|CAD7004532.1|CCAP	LOC117587514|XP_034134203.1|DGUA
OG0004956	CCAP1982_LOCUS21829|CAD7013809.1|CCAP	LOC117586228|XP_034132058.1|DGUA
OG0004957	CCAP1982_LOCUS11289|CAD7002819.1|CCAP	LOC117579487|XP_034121277.1|DGUA
OG0004958	CCAP1982_LOCUS14958|CAD7006655.1|CCAP	LOC117580327|XP_034122716.1|DGUA
OG0004959	CCAP1982_LOCUS14959|CAD7006656.1|CCAP	LOC117580330|XP_034122719.1|DGUA
OG0004960	CCAP1982_LOCUS14960|CAD7006657.1|CCAP	LOC117580326|XP_034122712.1|DGUA
OG0004961	CCAP1982_LOCUS21618|CAD7013562.1|CCAP	LOC117591833|XP_034141087.1|DGUA
OG0004962	CCAP1982_LOCUS14417|CAD7006085.1|CCAP	LOC117579466|XP_034121244.1|DGUA
OG0004963	CCAP1982_LOCUS11670|CAD7003210.1|CCAP	LOC117579306|XP_034121006.1|DGUA
OG0004964	CCAP1982_LOCUS12091|CAD7003653.1|CCAP	LOC117579794|XP_034121754.1|DGUA
OG0004965	CCAP1982_LOCUS12614|CAD7004195.1|CCAP	LOC117580315|XP_034122701.1|DGUA
OG0004966	CCAP1982_LOCUS12615|CAD7004196.1|CCAP	LOC117580311|XP_034122696.1|DGUA
OG0004967	CCAP1982_LOCUS21807|CAD7013784.1|CCAP	LOC117592610|XP_034142384.1|DGUA
OG0004968	CCAP1982_LOCUS13312|CAD7004929.1|CCAP	LOC117579332|XP_034121049.1|DGUA
OG0004969	CCAP1982_LOCUS22918|CAD7014954.1|CCAP	LOC117592670|XP_034142521.1|DGUA
OG0004970	CCAP1982_LOCUS13313|CAD7004930.1|CCAP	LOC117579328|XP_034121043.1|DGUA
OG0004971	CCAP1982_LOCUS13316|CAD7004933.1|CCAP	LOC117579330|XP_034121047.1|DGUA
OG0004973	CCAP1982_LOCUS11325|CAD7002856.1|CCAP	LOC117588989|XP_034136479.1|DGUA
OG0004974	CCAP1982_LOCUS11581|CAD7003119.1|CCAP	LOC117579170|XP_034120824.1|DGUA
OG0004975	CCAP1982_LOCUS11169|CAD7002691.1|CCAP	LOC117579594|XP_034121419.1|DGUA
OG0004976	CCAP1982_LOCUS10789|CAD7002297.1|CCAP	LOC117587445|XP_034134020.1|DGUA
OG0004977	CCAP1982_LOCUS21891|CAD7013875.1|CCAP	LOC117592030|XP_034141383.1|DGUA
OG0004978	CCAP1982_LOCUS21950|CAD7013939.1|CCAP	LOC117587488|XP_034134153.1|DGUA
OG0004979	CCAP1982_LOCUS13004|CAD7004609.1|CCAP	LOC117586820|XP_034132991.1|DGUA
OG0004980	CCAP1982_LOCUS14626|CAD7006304.1|CCAP	LOC117591241|XP_034140308.1|DGUA
OG0004981	CCAP1982_LOCUS14604|CAD7006281.1|CCAP	LOC117579967|XP_034122032.1|DGUA
OG0004982	CCAP1982_LOCUS14602|CAD7006279.1|CCAP	LOC117580321|XP_034122708.1|DGUA
OG0004983	CCAP1982_LOCUS11734|CAD7003272.1|CCAP	LOC117579344|XP_034121061.1|DGUA
OG0004984	CCAP1982_LOCUS11733|CAD7003271.1|CCAP	LOC117589046|XP_034136564.1|DGUA
OG0004985	CCAP1982_LOCUS10871|CAD7002377.1|CCAP	LOC117579527|XP_034121331.1|DGUA
OG0004986	CCAP1982_LOCUS14170|CAD7005825.1|CCAP	LOC117579453|XP_034121232.1|DGUA
OG0004987	CCAP1982_LOCUS11806|CAD7003347.1|CCAP, CCAP1982_LOCUS11807|CAD7003348.1|CCAP	LOC117589222|XP_034136861.1|DGUA
OG0004988	CCAP1982_LOCUS10872|CAD7002378.1|CCAP	LOC117579528|XP_034121334.1|DGUA
OG0004989	CCAP1982_LOCUS11808|CAD7003349.1|CCAP	LOC117589428|XP_034137255.1|DGUA
OG0004991	CCAP1982_LOCUS7099|CAD6998510.1|CCAP	LOC117592621|XP_034142433.1|DGUA
OG0004992	CCAP1982_LOCUS7098|CAD6998509.1|CCAP	LOC117592701|XP_034142563.1|DGUA
OG0004993	CCAP1982_LOCUS10828|CAD7002342.1|CCAP	LOC117580145|XP_034122345.1|DGUA
OG0004995	CCAP1982_LOCUS12512|CAD7004089.1|CCAP	LOC117587130|XP_034133521.1|DGUA
OG0004996	CCAP1982_LOCUS12841|CAD7004434.1|CCAP, CCAP1982_LOCUS12856|CAD7004450.1|CCAP	LOC117587325|XP_034133848.1|DGUA
OG0004997	CCAP1982_LOCUS22646|CAD7014658.1|CCAP	LOC117592413|XP_034142044.1|DGUA
OG0004998	CCAP1982_LOCUS21862|CAD7013842.1|CCAP	LOC117588070|XP_034135027.1|DGUA
OG0004999	CCAP1982_LOCUS13324|CAD7004945.1|CCAP	LOC117589113|XP_034136681.1|DGUA
OG0005000	CCAP1982_LOCUS22669|CAD7014685.1|CCAP	LOC117591838|XP_034141095.1|DGUA
OG0005001	CCAP1982_LOCUS13213|CAD7004824.1|CCAP, CCAP1982_LOCUS13199|CAD7004810.1|CCAP	LOC117589307|XP_034136994.1|DGUA
OG0005002	CCAP1982_LOCUS178|CAD6991242.1|CCAP	LOC117586648|XP_034132773.1|DGUA
OG0005003	CCAP1982_LOCUS13033|CAD7004638.1|CCAP	LOC117589430|XP_034137258.1|DGUA
OG0005004	CCAP1982_LOCUS10812|CAD7002322.1|CCAP	LOC117587069|XP_034133404.1|DGUA
OG0005005	CCAP1982_LOCUS12878|CAD7004473.1|CCAP	LOC117579644|XP_034121515.1|DGUA
OG0005006	CCAP1982_LOCUS12899|CAD7004499.1|CCAP	LOC117589323|XP_034137054.1|DGUA
OG0005007	CCAP1982_LOCUS11360|CAD7002891.1|CCAP	LOC117586997|XP_034133288.1|DGUA
OG0005008	CCAP1982_LOCUS12254|CAD7003821.1|CCAP, CCAP1982_LOCUS12253|CAD7003820.1|CCAP	LOC117587241|XP_034133701.1|DGUA
OG0005009	CCAP1982_LOCUS11320|CAD7002851.1|CCAP	LOC117588982|XP_034136462.1|DGUA
OG0005010	CCAP1982_LOCUS21495|CAD7013430.1|CCAP	LOC117579373|XP_034121132.1|DGUA
OG0005011	CCAP1982_LOCUS19574|CAD7011474.1|CCAP	LOC117578561|XP_034120025.1|DGUA
OG0005012	CCAP1982_LOCUS13294|CAD7004910.1|CCAP	LOC117579096|XP_034120710.1|DGUA
OG0005014	CCAP1982_LOCUS12085|CAD7003647.1|CCAP	LOC117580396|XP_034122829.1|DGUA
OG0005015	CCAP1982_LOCUS11811|CAD7003352.1|CCAP	LOC117580459|XP_034122924.1|DGUA
OG0005016	CCAP1982_LOCUS12339|CAD7003911.1|CCAP	LOC117579826|XP_034121811.1|DGUA
OG0005017	CCAP1982_LOCUS11881|CAD7003425.1|CCAP	LOC117586920|XP_034133163.1|DGUA
OG0005018	CCAP1982_LOCUS12314|CAD7003884.1|CCAP	LOC117587478|XP_034134099.1|DGUA
OG0005019	CCAP1982_LOCUS10965|CAD7002476.1|CCAP	LOC117588874|XP_034136271.1|DGUA
OG0005020	CCAP1982_LOCUS21901|CAD7013886.1|CCAP	LOC117585262|XP_034130572.1|DGUA
OG0005021	CCAP1982_LOCUS5712|CAD6997058.1|CCAP	LOC117584652|XP_034129571.1|DGUA
OG0005022	CCAP1982_LOCUS14729|CAD7006409.1|CCAP	LOC117579796|XP_034121755.1|DGUA
OG0005023	CCAP1982_LOCUS21236|CAD7013165.1|CCAP	LOC117592279|XP_034141833.1|DGUA
OG0005024	CCAP1982_LOCUS14920|CAD7006611.1|CCAP	LOC117587104|XP_034133488.1|DGUA
OG0005025	CCAP1982_LOCUS13207|CAD7004818.1|CCAP	LOC117579266|XP_034120953.1|DGUA
OG0005026	CCAP1982_LOCUS12994|CAD7004599.1|CCAP	LOC117589312|XP_034137001.1|DGUA
OG0005027	CCAP1982_LOCUS13047|CAD7004652.1|CCAP	LOC117587375|XP_034133915.1|DGUA
OG0005028	CCAP1982_LOCUS2226|CAD6993411.1|CCAP	LOC117583604|XP_034127889.1|DGUA
OG0005029	CCAP1982_LOCUS11906|CAD7003452.1|CCAP	LOC117586940|XP_034133198.1|DGUA
OG0005030	CCAP1982_LOCUS12572|CAD7004152.1|CCAP	LOC117588992|XP_034136488.1|DGUA
OG0005031	CCAP1982_LOCUS11794|CAD7003334.1|CCAP	LOC117579219|XP_034120879.1|DGUA
OG0005032	CCAP1982_LOCUS12957|CAD7004561.1|CCAP	LOC117586849|XP_034133034.1|DGUA
OG0005033	CCAP1982_LOCUS12947|CAD7004550.1|CCAP	LOC117579618|XP_034121461.1|DGUA
OG0005034	CCAP1982_LOCUS12946|CAD7004549.1|CCAP	LOC117579620|XP_034121466.1|DGUA
OG0005035	CCAP1982_LOCUS11911|CAD7003458.1|CCAP	LOC117587304|XP_034133788.1|DGUA
OG0005036	CCAP1982_LOCUS14422|CAD7006090.1|CCAP	LOC117589126|XP_034136700.1|DGUA
OG0005037	CCAP1982_LOCUS11831|CAD7003372.1|CCAP	LOC117580034|XP_034122153.1|DGUA
OG0005038	CCAP1982_LOCUS11572|CAD7003109.1|CCAP	LOC117589138|XP_034136715.1|DGUA
OG0005039	CCAP1982_LOCUS8174|CAD6999640.1|CCAP	LOC117581736|XP_034125008.1|DGUA
OG0005040	CCAP1982_LOCUS13023|CAD7004628.1|CCAP	LOC117587178|XP_034133585.1|DGUA
OG0005041	CCAP1982_LOCUS14418|CAD7006086.1|CCAP	LOC117579467|XP_034121246.1|DGUA
OG0005042	CCAP1982_LOCUS14946|CAD7006641.1|CCAP	LOC117587080|XP_034133438.1|DGUA
OG0005043	CCAP1982_LOCUS21798|CAD7013775.1|CCAP	LOC117586069|XP_034131813.1|DGUA
OG0005044	CCAP1982_LOCUS21797|CAD7013774.1|CCAP	LOC117586051|XP_034131789.1|DGUA
OG0005045	CCAP1982_LOCUS21790|CAD7013766.1|CCAP	LOC117579899|XP_034121965.1|DGUA
OG0005046	CCAP1982_LOCUS22761|CAD7014792.1|CCAP	LOC117585346|XP_034130684.1|DGUA
OG0005047	CCAP1982_LOCUS10777|CAD7002283.1|CCAP	LOC117586894|XP_034133129.1|DGUA
OG0005048	CCAP1982_LOCUS10779|CAD7002286.1|CCAP	LOC117586899|XP_034133134.1|DGUA
OG0005049	CCAP1982_LOCUS11912|CAD7003459.1|CCAP	LOC117587302|XP_034133786.1|DGUA
OG0005050	CCAP1982_LOCUS7096|CAD6998507.1|CCAP	LOC117592629|XP_034142461.1|DGUA
OG0005051	CCAP1982_LOCUS13086|CAD7004692.1|CCAP	LOC117586847|XP_034133033.1|DGUA
OG0005052	CCAP1982_LOCUS13089|CAD7004696.1|CCAP	LOC117586852|XP_034133038.1|DGUA
OG0005053	CCAP1982_LOCUS5614|CAD6996946.1|CCAP	LOC117587706|XP_034134501.1|DGUA
OG0005054	CCAP1982_LOCUS14249|CAD7005909.1|CCAP	LOC117588885|XP_034136315.1|DGUA
OG0005056	CCAP1982_LOCUS21850|CAD7013830.1|CCAP	LOC117588035|XP_034134976.1|DGUA
OG0005057	CCAP1982_LOCUS12376|CAD7003953.1|CCAP	LOC117579226|XP_034120891.1|DGUA
OG0005058	CCAP1982_LOCUS11271|CAD7002801.1|CCAP	LOC117579092|XP_034120705.1|DGUA
OG0005059	CCAP1982_LOCUS7228|CAD6998663.1|CCAP	LOC117578646|XP_034120153.1|DGUA
OG0005060	CCAP1982_LOCUS7229|CAD6998664.1|CCAP	LOC117578643|XP_034120149.1|DGUA
OG0005061	CCAP1982_LOCUS5455|CAD6996780.1|CCAP	LOC117584263|XP_034128963.1|DGUA
OG0005062	CCAP1982_LOCUS21113|CAD7013028.1|CCAP	LOC117592562|XP_034142328.1|DGUA
OG0005063	CCAP1982_LOCUS23290|CAD7015345.1|CCAP	LOC117591933|XP_034141233.1|DGUA
OG0005064	CCAP1982_LOCUS12051|CAD7003605.1|CCAP	LOC117587411|XP_034133961.1|DGUA
OG0005065	CCAP1982_LOCUS22008|CAD7014001.1|CCAP	LOC117588986|XP_034136477.1|DGUA
OG0005066	CCAP1982_LOCUS22428|CAD7014432.1|CCAP	LOC117578533|XP_034119991.1|DGUA
OG0005067	CCAP1982_LOCUS22969|CAD7015012.1|CCAP	LOC117590426|XP_034138973.1|DGUA
OG0005069	CCAP1982_LOCUS21672|CAD7013621.1|CCAP	LOC117582881|XP_034126849.1|DGUA
OG0005070	CCAP1982_LOCUS19568|CAD7011468.1|CCAP	LOC117578717|XP_034120261.1|DGUA
OG0005071	CCAP1982_LOCUS14018|CAD7005662.1|CCAP	LOC117580081|XP_034122221.1|DGUA
OG0005073	CCAP1982_LOCUS21903|CAD7013889.1|CCAP	LOC117592178|XP_034141669.1|DGUA
OG0005074	CCAP1982_LOCUS10831|CAD7002346.1|CCAP	LOC117589169|XP_034136771.1|DGUA
OG0005075	CCAP1982_LOCUS21635|CAD7013579.1|CCAP	LOC117579080|XP_034120683.1|DGUA
OG0005076	CCAP1982_LOCUS22720|CAD7014742.1|CCAP	LOC117583166|XP_034127255.1|DGUA
OG0005078	CCAP1982_LOCUS11549|CAD7003086.1|CCAP	LOC117589399|XP_034137209.1|DGUA
OG0005079	CCAP1982_LOCUS22929|CAD7014969.1|CCAP	LOC117592200|XP_034141699.1|DGUA
OG0005080	CCAP1982_LOCUS12763|CAD7004347.1|CCAP	LOC117579051|XP_034120638.1|DGUA
OG0005081	CCAP1982_LOCUS23388|CAD7015447.1|CCAP	LOC117578443|XP_034119857.1|DGUA
OG0005082	CCAP1982_LOCUS14317|CAD7005980.1|CCAP	LOC117587317|XP_034133839.1|DGUA
OG0005084	CCAP1982_LOCUS14164|CAD7005818.1|CCAP	LOC117580095|XP_034122244.1|DGUA
OG0005085	CCAP1982_LOCUS14158|CAD7005812.1|CCAP	LOC117579497|XP_034121291.1|DGUA
OG0005086	CCAP1982_LOCUS21676|CAD7013626.1|CCAP	LOC117578602|XP_034120083.1|DGUA
OG0005087	CCAP1982_LOCUS12119|CAD7003682.1|CCAP	LOC117589346|XP_034137094.1|DGUA
OG0005088	CCAP1982_LOCUS22730|CAD7014753.1|CCAP	LOC117583143|XP_034127227.1|DGUA
OG0005089	CCAP1982_LOCUS22728|CAD7014751.1|CCAP	LOC117583099|XP_034127173.1|DGUA
OG0005090	CCAP1982_LOCUS20145|CAD7012043.1|CCAP	LOC117591694|XP_034140911.1|DGUA
OG0005091	CCAP1982_LOCUS21588|CAD7013528.1|CCAP	LOC117578742|XP_034120298.1|DGUA
OG0005093	CCAP1982_LOCUS11672|CAD7003212.1|CCAP	LOC117580457|XP_034122919.1|DGUA
OG0005094	CCAP1982_LOCUS11553|CAD7003090.1|CCAP	LOC117588846|XP_034136232.1|DGUA
OG0005095	CCAP1982_LOCUS22746|CAD7014773.1|CCAP	LOC117582474|XP_034126113.1|DGUA
OG0005096	CCAP1982_LOCUS5579|CAD6996906.1|CCAP	LOC117584587|XP_034129455.1|DGUA
OG0005097	CCAP1982_LOCUS22877|CAD7014913.1|CCAP	LOC117592550|XP_034142315.1|DGUA
OG0005098	CCAP1982_LOCUS22814|CAD7014847.1|CCAP	LOC117578690|XP_034120216.1|DGUA
OG0005099	CCAP1982_LOCUS22422|CAD7014426.1|CCAP	LOC117586657|XP_034132794.1|DGUA
OG0005100	CCAP1982_LOCUS22423|CAD7014427.1|CCAP	LOC117586624|XP_034132728.1|DGUA
OG0005101	CCAP1982_LOCUS629|CAD6991716.1|CCAP	LOC117586288|XP_034132132.1|DGUA
OG0005102	CCAP1982_LOCUS21789|CAD7013764.1|CCAP	LOC117578577|XP_034120090.1|DGUA
OG0005103	CCAP1982_LOCUS19567|CAD7011467.1|CCAP	LOC117578716|XP_034120259.1|DGUA
OG0005105	CCAP1982_LOCUS12018|CAD7003569.1|CCAP, CCAP1982_LOCUS12021|CAD7003572.1|CCAP	LOC117589446|XP_034137281.1|DGUA
OG0005106	CCAP1982_LOCUS13154|CAD7004764.1|CCAP, CCAP1982_LOCUS13151|CAD7004760.1|CCAP	LOC117580359|XP_034122782.1|DGUA
OG0005107	CCAP1982_LOCUS11286|CAD7002815.1|CCAP	LOC117579605|XP_034121431.1|DGUA
OG0005108	CCAP1982_LOCUS21876|CAD7013857.1|CCAP	LOC117592549|XP_034142314.1|DGUA
OG0005110	CCAP1982_LOCUS11756|CAD7003294.1|CCAP	LOC117589072|XP_034136595.1|DGUA
OG0005111	CCAP1982_LOCUS10912|CAD7002421.1|CCAP	LOC117587369|XP_034133907.1|DGUA
OG0005112	CCAP1982_LOCUS10915|CAD7002424.1|CCAP	LOC117586945|XP_034133205.1|DGUA
OG0005113	CCAP1982_LOCUS10914|CAD7002423.1|CCAP	LOC117587372|XP_034133911.1|DGUA
OG0005114	CCAP1982_LOCUS11402|CAD7002937.1|CCAP	LOC117589160|XP_034136754.1|DGUA
OG0005115	CCAP1982_LOCUS9125|CAD7000651.1|CCAP	LOC117584766|XP_034129758.1|DGUA
OG0005116	CCAP1982_LOCUS11754|CAD7003292.1|CCAP	LOC117588860|XP_034136253.1|DGUA
OG0005118	CCAP1982_LOCUS5705|CAD6997051.1|CCAP	LOC117588110|XP_034135073.1|DGUA
OG0005119	CCAP1982_LOCUS21355|CAD7013284.1|CCAP	LOC117592165|XP_034141628.1|DGUA
OG0005120	CCAP1982_LOCUS12996|CAD7004601.1|CCAP	LOC117587296|XP_034133776.1|DGUA
OG0005121	CCAP1982_LOCUS12864|CAD7004458.1|CCAP	LOC117579880|XP_034121906.1|DGUA
OG0005122	CCAP1982_LOCUS12862|CAD7004456.1|CCAP, CCAP1982_LOCUS12853|CAD7004447.1|CCAP	LOC117579713|XP_034121598.1|DGUA
OG0005123	CCAP1982_LOCUS14325|CAD7005989.1|CCAP	LOC117579034|XP_034120611.1|DGUA
OG0005125	CCAP1982_LOCUS11993|CAD7003543.1|CCAP	LOC117588856|XP_034136247.1|DGUA
OG0005126	CCAP1982_LOCUS10816|CAD7002326.1|CCAP	LOC117586919|XP_034133161.1|DGUA
OG0005127	CCAP1982_LOCUS11385|CAD7002919.1|CCAP	LOC117586931|XP_034133185.1|DGUA
OG0005128	CCAP1982_LOCUS23102|CAD7015153.1|CCAP	LOC117578490|XP_034119918.1|DGUA
OG0005129	CCAP1982_LOCUS14042|CAD7005690.1|CCAP	LOC117580191|XP_034122442.1|DGUA
OG0005130	CCAP1982_LOCUS14256|CAD7005918.1|CCAP	LOC117579109|XP_034120725.1|DGUA
OG0005131	CCAP1982_LOCUS12361|CAD7003939.1|CCAP	LOC117579411|XP_034121181.1|DGUA
OG0005132	CCAP1982_LOCUS11055|CAD7002567.1|CCAP	LOC117587097|XP_034133466.1|DGUA
OG0005133	CCAP1982_LOCUS12500|CAD7004075.1|CCAP	LOC117579904|XP_034121931.1|DGUA
OG0005134	CCAP1982_LOCUS12244|CAD7003811.1|CCAP	LOC117589347|XP_034137101.1|DGUA
OG0005135	CCAP1982_LOCUS11607|CAD7003146.1|CCAP	LOC117587124|XP_034133515.1|DGUA
OG0005136	CCAP1982_LOCUS11605|CAD7003144.1|CCAP	LOC117587116|XP_034133501.1|DGUA
OG0005137	CCAP1982_LOCUS448|CAD6991529.1|CCAP	LOC117583613|XP_034127942.1|DGUA
OG0005138	CCAP1982_LOCUS14907|CAD7006596.1|CCAP	LOC117579166|XP_034120818.1|DGUA
OG0005139	CCAP1982_LOCUS11908|CAD7003454.1|CCAP	LOC117587416|XP_034133965.1|DGUA
OG0005140	CCAP1982_LOCUS8839|CAD7000357.1|CCAP	LOC117584770|XP_034129763.1|DGUA
OG0005141	CCAP1982_LOCUS22651|CAD7014663.1|CCAP	LOC117592410|XP_034142036.1|DGUA
OG0005142	CCAP1982_LOCUS11247|CAD7002774.1|CCAP	LOC117579990|XP_034122076.1|DGUA
OG0005143	CCAP1982_LOCUS11233|CAD7002759.1|CCAP, CCAP1982_LOCUS11236|CAD7002762.1|CCAP	LOC117579986|XP_034122057.1|DGUA
OG0005144	CCAP1982_LOCUS11238|CAD7002764.1|CCAP, CCAP1982_LOCUS11237|CAD7002763.1|CCAP	LOC117579993|XP_034122079.1|DGUA
OG0005145	CCAP1982_LOCUS11241|CAD7002766.1|CCAP	LOC117579989|XP_034122075.1|DGUA
OG0005146	CCAP1982_LOCUS13009|CAD7004614.1|CCAP, CCAP1982_LOCUS13008|CAD7004613.1|CCAP, CCAP1982_LOCUS13010|CAD7004615.1|CCAP	LOC117586807|XP_034132970.1|DGUA
OG0005147	CCAP1982_LOCUS13012|CAD7004617.1|CCAP	LOC117586811|XP_034132976.1|DGUA
OG0005148	CCAP1982_LOCUS12980|CAD7004585.1|CCAP	LOC117579261|XP_034120945.1|DGUA
OG0005149	CCAP1982_LOCUS23347|CAD7015404.1|CCAP	LOC117592578|XP_034142356.1|DGUA
OG0005150	CCAP1982_LOCUS11735|CAD7003273.1|CCAP	LOC117589103|XP_034136646.1|DGUA
OG0005151	CCAP1982_LOCUS12320|CAD7003890.1|CCAP	LOC117579405|XP_034121175.1|DGUA
OG0005152	CCAP1982_LOCUS12318|CAD7003888.1|CCAP	LOC117579442|XP_034121221.1|DGUA
OG0005153	CCAP1982_LOCUS12326|CAD7003897.1|CCAP	LOC117580257|XP_034122581.1|DGUA
OG0005154	CCAP1982_LOCUS12707|CAD7004288.1|CCAP	LOC117580254|XP_034122574.1|DGUA
OG0005155	CCAP1982_LOCUS14824|CAD7006510.1|CCAP	LOC117587274|XP_034133746.1|DGUA
OG0005156	CCAP1982_LOCUS77|CAD6991134.1|CCAP	LOC117585117|XP_034130331.1|DGUA
OG0005157	CCAP1982_LOCUS22962|CAD7015005.1|CCAP	LOC117592388|XP_034141993.1|DGUA
OG0005158	CCAP1982_LOCUS12420|CAD7003998.1|CCAP	LOC117587327|XP_034133850.1|DGUA
OG0005159	CCAP1982_LOCUS12407|CAD7003984.1|CCAP	LOC117589081|XP_034136608.1|DGUA
OG0005160	CCAP1982_LOCUS12808|CAD7004398.1|CCAP	LOC117587005|XP_034133306.1|DGUA
OG0005161	CCAP1982_LOCUS7171|CAD6998593.1|CCAP	LOC117591297|XP_034140393.1|DGUA
OG0005163	CCAP1982_LOCUS14159|CAD7005813.1|CCAP	LOC117580250|XP_034122562.1|DGUA
OG0005164	CCAP1982_LOCUS11218|CAD7002744.1|CCAP	LOC117579650|XP_034121522.1|DGUA
OG0005165	CCAP1982_LOCUS4891|CAD6996201.1|CCAP	LOC117583461|XP_034127696.1|DGUA
OG0005166	CCAP1982_LOCUS5047|CAD6996368.1|CCAP	LOC117585728|XP_034131261.1|DGUA
OG0005167	CCAP1982_LOCUS5048|CAD6996369.1|CCAP	LOC117585733|XP_034131269.1|DGUA
OG0005168	CCAP1982_LOCUS11173|CAD7002696.1|CCAP	LOC117587035|XP_034133356.1|DGUA
OG0005169	CCAP1982_LOCUS11179|CAD7002702.1|CCAP	LOC117587096|XP_034133465.1|DGUA
OG0005170	CCAP1982_LOCUS11178|CAD7002701.1|CCAP	LOC117587092|XP_034133455.1|DGUA
OG0005171	CCAP1982_LOCUS11180|CAD7002703.1|CCAP	LOC117587403|XP_034133951.1|DGUA
OG0005172	CCAP1982_LOCUS21644|CAD7013589.1|CCAP	LOC117579037|XP_034120622.1|DGUA
OG0005173	CCAP1982_LOCUS22295|CAD7014293.1|CCAP	LOC117578457|XP_034119872.1|DGUA
OG0005174	CCAP1982_LOCUS22036|CAD7014030.1|CCAP	LOC117591948|XP_034141252.1|DGUA
OG0005175	CCAP1982_LOCUS22017|CAD7014011.1|CCAP	LOC117579617|XP_034121448.1|DGUA
OG0005176	CCAP1982_LOCUS21771|CAD7013740.1|CCAP	LOC117590726|XP_034139529.1|DGUA
OG0005177	CCAP1982_LOCUS22022|CAD7014016.1|CCAP	LOC117579655|XP_034121532.1|DGUA
OG0005178	CCAP1982_LOCUS11224|CAD7002750.1|CCAP	LOC117589330|XP_034137069.1|DGUA
OG0005179	CCAP1982_LOCUS11191|CAD7002716.1|CCAP	LOC117580209|XP_034122493.1|DGUA
OG0005180	CCAP1982_LOCUS14936|CAD7006629.1|CCAP	LOC117579523|XP_034121323.1|DGUA
OG0005182	CCAP1982_LOCUS21616|CAD7013558.1|CCAP	LOC117578821|XP_034120466.1|DGUA
