Orthogroup	CCAP.longest_only	DMIR.longest_only
OG0003569	CCAP1982_LOCUS11485|CAD7003022.1|CCAP	LOC108165525|XP_017157085.1|DMIR
OG0003570	CCAP1982_LOCUS21682|CAD7013635.1|CCAP	LOC108158089|XP_017145728.2|DMIR, LOC117185683|XP_033247909.1|DMIR
OG0003571	CCAP1982_LOCUS12914|CAD7004515.1|CCAP	LOC108153684|XP_017139291.1|DMIR
OG0003572	CCAP1982_LOCUS22108|CAD7014102.1|CCAP	LOC117192708|XP_033253337.1|DMIR, LOC108160226|XP_017149567.1|DMIR
OG0003573	CCAP1982_LOCUS20153|CAD7012051.1|CCAP	LOC108158529|XP_033253015.1|DMIR, LOC117188047|XP_033247150.1|DMIR
OG0003574	CCAP1982_LOCUS13221|CAD7004832.1|CCAP	LOC108151061|XP_017134927.1|DMIR
OG0003575	CCAP1982_LOCUS12171|CAD7003735.1|CCAP	LOC108152018|XP_017136484.1|DMIR
OG0003576	CCAP1982_LOCUS11896|CAD7003442.1|CCAP	LOC108152979|XP_017138195.2|DMIR
OG0003577	CCAP1982_LOCUS14910|CAD7006599.1|CCAP	LOC108151753|XP_017136080.1|DMIR
OG0003578	CCAP1982_LOCUS11839|CAD7003380.1|CCAP	LOC108151077|XP_017134949.1|DMIR
OG0003579	CCAP1982_LOCUS23067|CAD7015115.1|CCAP	LOC117190392|XP_033251358.1|DMIR, LOC108159845|XP_017148923.1|DMIR
OG0003580	CCAP1982_LOCUS19430|CAD7011325.1|CCAP	LOC108159337|XP_017148023.2|DMIR, LOC117187752|XP_033246451.1|DMIR
OG0003581	CCAP1982_LOCUS11518|CAD7003055.1|CCAP	LOC108151540|XP_033242943.1|DMIR
OG0003582	CCAP1982_LOCUS13249|CAD7004864.1|CCAP	LOC108151425|XP_017135504.1|DMIR
OG0003584	CCAP1982_LOCUS21831|CAD7013811.1|CCAP	LOC117190663|XP_033251609.1|DMIR, LOC117190990|XP_033251861.1|DMIR, LOC108158866|XP_017147088.1|DMIR
OG0003586	CCAP1982_LOCUS19527|CAD7011427.1|CCAP	LOC108164423|XP_017155592.1|DMIR
OG0003587	CCAP1982_LOCUS8444|CAD6999931.1|CCAP	LOC108161763|XP_017151586.2|DMIR, LOC117188613|XP_033248509.1|DMIR
OG0003588	CCAP1982_LOCUS1234|CAD6992370.1|CCAP	LOC108155711|XP_017142193.2|DMIR
OG0003589	CCAP1982_LOCUS22779|CAD7014811.1|CCAP	LOC117187725|XP_033246396.1|DMIR, LOC108158081|XP_033254128.1|DMIR
OG0003590	CCAP1982_LOCUS11384|CAD7002918.1|CCAP	LOC108151741|XP_017136049.1|DMIR
OG0003591	CCAP1982_LOCUS12774|CAD7004362.1|CCAP	LOC108151454|XP_017135562.1|DMIR
OG0003592	CCAP1982_LOCUS10792|CAD7002301.1|CCAP	LOC108151338|XP_017135381.1|DMIR
OG0003593	CCAP1982_LOCUS10943|CAD7002454.1|CCAP	LOC108152321|XP_017137045.1|DMIR
OG0003594	CCAP1982_LOCUS12613|CAD7004194.1|CCAP	LOC108152065|XP_017136574.1|DMIR
OG0003595	CCAP1982_LOCUS7244|CAD6998686.1|CCAP	LOC117188149|XP_033247438.1|DMIR, LOC108160520|XP_017150064.1|DMIR
OG0003596	CCAP1982_LOCUS21815|CAD7013794.1|CCAP	LOC117189884|XP_033250854.1|DMIR, LOC108158759|XP_017146862.1|DMIR
OG0003597	CCAP1982_LOCUS21803|CAD7013780.1|CCAP	LOC117190075|XP_033251048.1|DMIR, LOC108159497|XP_017148329.1|DMIR
OG0003598	CCAP1982_LOCUS13311|CAD7004928.1|CCAP	LOC108153166|XP_017138460.1|DMIR
OG0003599	CCAP1982_LOCUS11327|CAD7002857.1|CCAP	LOC108163646|XP_017154544.1|DMIR
OG0003600	CCAP1982_LOCUS14954|CAD7006649.1|CCAP, CCAP1982_LOCUS14955|CAD7006652.1|CCAP	LOC108151747|XP_017136059.1|DMIR
OG0003601	CCAP1982_LOCUS7215|CAD6998647.1|CCAP	LOC117193462|XP_033254112.1|DMIR, LOC108160526|XP_017150071.1|DMIR
OG0003602	CCAP1982_LOCUS21885|CAD7013867.1|CCAP	LOC117193662|XP_033254292.1|DMIR, LOC108160230|XP_017149572.1|DMIR
OG0003603	CCAP1982_LOCUS13002|CAD7004607.1|CCAP	LOC108151358|XP_017135406.1|DMIR
OG0003604	CCAP1982_LOCUS4226|CAD6995513.1|CCAP	LOC108163122|XP_017153717.1|DMIR
OG0003605	CCAP1982_LOCUS3866|CAD6995143.1|CCAP	LOC108154670|XP_017140500.1|DMIR
OG0003606	CCAP1982_LOCUS19954|CAD7011845.1|CCAP	LOC108159821|XP_017148881.1|DMIR, LOC117193014|XP_033253624.1|DMIR
OG0003607	CCAP1982_LOCUS23337|CAD7015393.1|CCAP	LOC108159493|XP_017148324.1|DMIR
OG0003608	CCAP1982_LOCUS12329|CAD7003900.1|CCAP	LOC108152001|XP_017136460.1|DMIR
OG0003609	CCAP1982_LOCUS22494|CAD7014492.1|CCAP	LOC117192328|XP_033252868.1|DMIR, LOC108159088|XP_017147533.1|DMIR
OG0003610	CCAP1982_LOCUS14171|CAD7005827.1|CCAP	LOC108152666|XP_017137650.1|DMIR, LOC117186758|XP_033243855.1|DMIR
OG0003611	CCAP1982_LOCUS12836|CAD7004427.1|CCAP	LOC108152029|XP_017136500.1|DMIR
OG0003613	CCAP1982_LOCUS22009|CAD7014002.1|CCAP	LOC108158123|XP_017145794.1|DMIR
OG0003614	CCAP1982_LOCUS22010|CAD7014003.1|CCAP	LOC108158124|XP_017145795.1|DMIR
OG0003615	CCAP1982_LOCUS7100|CAD6998511.1|CCAP	LOC108158531|XP_017146416.1|DMIR, LOC117192285|XP_033252830.1|DMIR
OG0003616	CCAP1982_LOCUS22733|CAD7014759.1|CCAP	LOC117192641|XP_033253255.1|DMIR, LOC108160605|XP_017150202.1|DMIR
OG0003617	CCAP1982_LOCUS22201|CAD7014196.1|CCAP, CCAP1982_LOCUS22200|CAD7014195.1|CCAP	LOC117193368|XP_033253981.1|DMIR, LOC108159237|XP_033247005.1|DMIR
OG0003618	CCAP1982_LOCUS22202|CAD7014197.1|CCAP	LOC108159230|XP_017147823.2|DMIR, LOC117185865|XP_033253978.1|DMIR
OG0003619	CCAP1982_LOCUS23246|CAD7015301.1|CCAP, CCAP1982_LOCUS23245|CAD7015300.1|CCAP, CCAP1982_LOCUS23238|CAD7015292.1|CCAP	LOC108159093|XP_017147548.1|DMIR
OG0003620	CCAP1982_LOCUS7174|CAD6998596.1|CCAP	LOC108160169|XP_017149479.2|DMIR
OG0003621	CCAP1982_LOCUS12840|CAD7004432.1|CCAP, CCAP1982_LOCUS12855|CAD7004449.1|CCAP	LOC108152582|XP_017137516.1|DMIR
OG0003622	CCAP1982_LOCUS12854|CAD7004448.1|CCAP, CCAP1982_LOCUS12839|CAD7004430.1|CCAP	LOC108152581|XP_017137511.1|DMIR
OG0003623	CCAP1982_LOCUS20556|CAD7012478.1|CCAP	LOC117188147|XP_033247433.1|DMIR, LOC108158949|XP_017147265.2|DMIR
OG0003624	CCAP1982_LOCUS23352|CAD7015409.1|CCAP	LOC117194126|XP_033254664.1|DMIR, LOC108158680|XP_017146699.1|DMIR
OG0003625	CCAP1982_LOCUS21462|CAD7013397.1|CCAP	LOC117193039|XP_033253666.1|DMIR, LOC108158118|XP_017145784.1|DMIR
OG0003626	CCAP1982_LOCUS21714|CAD7013671.1|CCAP	LOC108160296|XP_017149695.1|DMIR
OG0003627	CCAP1982_LOCUS21785|CAD7013758.1|CCAP	LOC117190538|XP_033251486.1|DMIR, LOC108159901|XP_017149013.1|DMIR
OG0003628	CCAP1982_LOCUS22904|CAD7014941.1|CCAP	LOC117193150|XP_033253771.1|DMIR, LOC108158729|XP_017146820.1|DMIR
OG0003629	CCAP1982_LOCUS23130|CAD7015177.1|CCAP	LOC117188327|XP_033247878.1|DMIR, LOC108158468|XP_033250666.1|DMIR
OG0003630	CCAP1982_LOCUS21095|CAD7013006.1|CCAP, CCAP1982_LOCUS21096|CAD7013007.1|CCAP	LOC117188461|XP_033248263.1|DMIR, LOC108160081|XP_033252542.1|DMIR
OG0003631	CCAP1982_LOCUS14526|CAD7006198.1|CCAP	LOC108151442|XP_017135540.1|DMIR
OG0003633	CCAP1982_LOCUS22604|CAD7014613.1|CCAP	LOC108159590|XP_017148530.2|DMIR, LOC117188004|XP_033247008.1|DMIR
OG0003634	CCAP1982_LOCUS11200|CAD7002725.1|CCAP	LOC108165489|XP_017157031.1|DMIR
OG0003635	CCAP1982_LOCUS13302|CAD7004919.1|CCAP	LOC108151177|XP_033243118.1|DMIR
OG0003636	CCAP1982_LOCUS21736|CAD7013695.1|CCAP	LOC108159906|XP_017149024.1|DMIR
OG0003637	CCAP1982_LOCUS21955|CAD7013945.1|CCAP	LOC108158406|XP_017146162.1|DMIR
OG0003638	CCAP1982_LOCUS11671|CAD7003211.1|CCAP	LOC108152839|XP_017137936.1|DMIR
OG0003639	CCAP1982_LOCUS7721|CAD6999185.1|CCAP	LOC108162257|XP_017152394.1|DMIR
OG0003640	CCAP1982_LOCUS21863|CAD7013843.1|CCAP	LOC117192768|XP_033253406.1|DMIR, LOC117193197|XP_033253837.1|DMIR, LOC108158704|XP_017146732.1|DMIR
OG0003641	CCAP1982_LOCUS22381|CAD7014386.1|CCAP	LOC108159031|XP_017147440.1|DMIR
OG0003642	CCAP1982_LOCUS22389|CAD7014395.1|CCAP	LOC117189859|XP_033250817.1|DMIR, LOC108158694|XP_017146717.1|DMIR
OG0003643	CCAP1982_LOCUS22398|CAD7014406.1|CCAP	LOC117190459|XP_033251422.1|DMIR, LOC108159900|XP_017149012.1|DMIR
OG0003644	CCAP1982_LOCUS21838|CAD7013818.1|CCAP	LOC108158733|XP_033247880.1|DMIR, LOC117190209|XP_033251155.1|DMIR
OG0003645	CCAP1982_LOCUS13195|CAD7004806.1|CCAP, CCAP1982_LOCUS13210|CAD7004821.1|CCAP	LOC108152576|XP_017137504.1|DMIR
OG0003647	CCAP1982_LOCUS13190|CAD7004801.1|CCAP, CCAP1982_LOCUS13204|CAD7004815.1|CCAP	LOC108152993|XP_017138217.1|DMIR
OG0003648	CCAP1982_LOCUS8271|CAD6999748.1|CCAP	LOC108161960|XP_017151907.1|DMIR
OG0003649	CCAP1982_LOCUS4182|CAD6995467.1|CCAP	LOC108154083|XP_017139684.1|DMIR
OG0003651	CCAP1982_LOCUS12955|CAD7004559.1|CCAP	LOC108156418|XP_017143354.1|DMIR
OG0003652	CCAP1982_LOCUS14449|CAD7006117.1|CCAP	LOC108151912|XP_017136312.1|DMIR
OG0003653	CCAP1982_LOCUS14514|CAD7006185.1|CCAP	LOC108153113|XP_017138387.1|DMIR
OG0003654	CCAP1982_LOCUS14925|CAD7006617.1|CCAP	LOC108152041|XP_017136529.1|DMIR
OG0003655	CCAP1982_LOCUS7863|CAD6999336.1|CCAP	LOC108163056|XP_017153617.1|DMIR
OG0003656	CCAP1982_LOCUS14435|CAD7006103.1|CCAP	LOC108151907|XP_017136307.1|DMIR
OG0003657	CCAP1982_LOCUS12806|CAD7004396.1|CCAP	LOC108153449|XP_017138958.1|DMIR
OG0003658	CCAP1982_LOCUS4952|CAD6996269.1|CCAP	LOC108156917|XP_017144153.1|DMIR
OG0003659	CCAP1982_LOCUS14429|CAD7006097.1|CCAP	LOC108153319|XP_017138721.1|DMIR
OG0003660	CCAP1982_LOCUS14421|CAD7006089.1|CCAP	LOC108151113|XP_017135007.1|DMIR
OG0003661	CCAP1982_LOCUS11803|CAD7003344.1|CCAP	LOC108151804|XP_017136143.2|DMIR
OG0003662	CCAP1982_LOCUS13088|CAD7004695.1|CCAP	LOC108151680|XP_017135912.1|DMIR
OG0003663	CCAP1982_LOCUS12977|CAD7004582.1|CCAP	LOC108151755|XP_033243918.1|DMIR
OG0003664	CCAP1982_LOCUS11926|CAD7003473.1|CCAP, CCAP1982_LOCUS11925|CAD7003472.1|CCAP	LOC108152883|XP_017138006.1|DMIR
OG0003665	CCAP1982_LOCUS22959|CAD7015002.1|CCAP	LOC117191254|XP_033252064.1|DMIR, LOC108160667|XP_017150297.1|DMIR
OG0003666	CCAP1982_LOCUS21826|CAD7013806.1|CCAP	LOC108160163|XP_033246880.1|DMIR, LOC117190017|XP_033251000.1|DMIR
OG0003667	CCAP1982_LOCUS11534|CAD7003071.1|CCAP, CCAP1982_LOCUS11535|CAD7003072.1|CCAP, CCAP1982_LOCUS11532|CAD7003069.1|CCAP	LOC108151734|XP_033243913.1|DMIR
OG0003668	CCAP1982_LOCUS23017|CAD7015061.1|CCAP	LOC108159931|XP_017149067.2|DMIR, LOC108157939|XP_033246777.1|DMIR
OG0003670	CCAP1982_LOCUS23293|CAD7015348.1|CCAP	LOC108159666|XP_017148635.1|DMIR, LOC117193246|XP_033253880.1|DMIR, LOC117194156|XP_033254703.1|DMIR
OG0003671	CCAP1982_LOCUS23357|CAD7015415.1|CCAP	LOC117185828|XP_033254655.1|DMIR, LOC108160135|XP_017149418.1|DMIR
OG0003672	CCAP1982_LOCUS5024|CAD6996346.1|CCAP	LOC108156957|XP_017144224.1|DMIR
OG0003673	CCAP1982_LOCUS22968|CAD7015011.1|CCAP	LOC117192563|XP_033253169.1|DMIR, LOC108160516|XP_017150055.1|DMIR
OG0003674	CCAP1982_LOCUS22662|CAD7014677.1|CCAP	LOC117185863|XP_033253432.1|DMIR, LOC108160095|XP_033247059.1|DMIR
OG0003675	CCAP1982_LOCUS7107|CAD6998519.1|CCAP, CCAP1982_LOCUS7108|CAD6998520.1|CCAP	LOC117188511|XP_033248401.1|DMIR, LOC108158197|XP_017145905.2|DMIR
OG0003676	CCAP1982_LOCUS21669|CAD7013618.1|CCAP	LOC117191862|XP_033252519.1|DMIR, LOC108158186|XP_017145893.1|DMIR
OG0003677	CCAP1982_LOCUS19974|CAD7011862.1|CCAP	LOC108155708|XP_017142189.1|DMIR
OG0003678	CCAP1982_LOCUS11181|CAD7002704.1|CCAP	LOC108152977|XP_017138191.1|DMIR
OG0003679	CCAP1982_LOCUS11222|CAD7002748.1|CCAP	LOC108153029|XP_017138274.1|DMIR
OG0003680	CCAP1982_LOCUS23121|CAD7015168.1|CCAP	LOC108159492|XP_017148323.1|DMIR
OG0003681	CCAP1982_LOCUS22931|CAD7014971.1|CCAP	LOC108158887|XP_017147150.1|DMIR, LOC117188240|XP_033247669.1|DMIR
OG0003682	CCAP1982_LOCUS4271|CAD6995560.1|CCAP, CCAP1982_LOCUS4272|CAD6995561.1|CCAP	LOC108154820|XP_017140709.1|DMIR
OG0003683	CCAP1982_LOCUS21597|CAD7013538.1|CCAP	LOC108158462|XP_033246763.1|DMIR
OG0003684	CCAP1982_LOCUS11434|CAD7002970.1|CCAP	LOC108151240|XP_017135230.1|DMIR
OG0003685	CCAP1982_LOCUS11367|CAD7002898.1|CCAP	LOC108152856|XP_033242852.1|DMIR
OG0003686	CCAP1982_LOCUS23389|CAD7015448.1|CCAP	LOC108160151|XP_017149455.2|DMIR, LOC117185799|XP_033246367.1|DMIR
OG0003687	CCAP1982_LOCUS23346|CAD7015403.1|CCAP	LOC108159706|XP_017148710.1|DMIR, LOC117192740|XP_033253379.1|DMIR
OG0003688	CCAP1982_LOCUS22597|CAD7014604.1|CCAP	LOC108159425|XP_017148181.2|DMIR, LOC117187977|XP_033246919.1|DMIR
OG0003689	CCAP1982_LOCUS13752|CAD7005392.1|CCAP	LOC108152554|XP_017137463.1|DMIR
OG0003690	CCAP1982_LOCUS14318|CAD7005981.1|CCAP	LOC108152611|XP_017137565.1|DMIR
OG0003692	CCAP1982_LOCUS21677|CAD7013627.1|CCAP	LOC117193292|XP_033253923.1|DMIR, LOC108158116|XP_017145782.1|DMIR
OG0003693	CCAP1982_LOCUS12571|CAD7004151.1|CCAP	LOC108151528|XP_017135667.1|DMIR
OG0003694	CCAP1982_LOCUS11736|CAD7003274.1|CCAP	LOC108153246|XP_017138579.1|DMIR
OG0003695	CCAP1982_LOCUS12035|CAD7003587.1|CCAP	LOC108151871|XP_017136251.1|DMIR
OG0003696	CCAP1982_LOCUS23180|CAD7015232.1|CCAP	LOC108160033|XP_017149262.1|DMIR, LOC117190066|XP_033251040.1|DMIR
OG0003697	CCAP1982_LOCUS7206|CAD6998635.1|CCAP	LOC117185754|XP_033246281.1|DMIR, LOC108158993|XP_017147335.2|DMIR
OG0003698	CCAP1982_LOCUS11425|CAD7002961.1|CCAP	LOC108151849|XP_017136224.1|DMIR
OG0003699	CCAP1982_LOCUS23399|CAD7015459.1|CCAP	LOC117185816|XP_033253355.1|DMIR, LOC108160077|XP_033247029.1|DMIR
OG0003700	CCAP1982_LOCUS22160|CAD7014154.1|CCAP	LOC108159157|XP_017147644.1|DMIR, LOC117192581|XP_033253190.1|DMIR
OG0003701	CCAP1982_LOCUS8186|CAD6999656.1|CCAP	LOC108162700|XP_017153043.1|DMIR
OG0003702	CCAP1982_LOCUS12284|CAD7003854.1|CCAP	LOC108153272|XP_017138630.1|DMIR
OG0003703	CCAP1982_LOCUS13305|CAD7004922.1|CCAP	LOC108152927|XP_017138099.1|DMIR
OG0003704	CCAP1982_LOCUS12033|CAD7003584.1|CCAP	LOC117186660|XP_033243589.1|DMIR, LOC108151872|XP_017136252.1|DMIR
OG0003705	CCAP1982_LOCUS21875|CAD7013856.1|CCAP	LOC117191016|XP_033251884.1|DMIR, LOC117191012|XP_033251877.1|DMIR, LOC108159440|XP_017148208.1|DMIR
OG0003706	CCAP1982_LOCUS10911|CAD7002420.1|CCAP	LOC108153216|XP_033242745.1|DMIR
OG0003707	CCAP1982_LOCUS10916|CAD7002425.1|CCAP	LOC108152907|XP_033243607.1|DMIR
OG0003708	CCAP1982_LOCUS19354|CAD7011246.1|CCAP	LOC108151280|XP_017135297.1|DMIR
OG0003709	CCAP1982_LOCUS23119|CAD7015166.1|CCAP	LOC108160065|XP_017149302.2|DMIR, LOC117188005|XP_033247010.1|DMIR
OG0003710	CCAP1982_LOCUS23117|CAD7015164.1|CCAP	LOC117193260|XP_033253889.1|DMIR, LOC108160064|XP_017149301.1|DMIR
OG0003711	CCAP1982_LOCUS11818|CAD7003359.1|CCAP	LOC108151161|XP_017135080.1|DMIR
OG0003712	CCAP1982_LOCUS7182|CAD6998607.1|CCAP	LOC108160845|XP_017150589.2|DMIR, LOC117188286|XP_033247756.1|DMIR
OG0003713	CCAP1982_LOCUS7183|CAD6998608.1|CCAP	LOC117191275|XP_033252076.1|DMIR, LOC108159979|XP_017149161.1|DMIR
OG0003714	CCAP1982_LOCUS7184|CAD6998609.1|CCAP	LOC117193319|XP_033253941.1|DMIR, LOC108160443|XP_017149942.1|DMIR
OG0003715	CCAP1982_LOCUS13001|CAD7004606.1|CCAP	LOC108151361|XP_017135409.1|DMIR
OG0003716	CCAP1982_LOCUS12861|CAD7004455.1|CCAP, CCAP1982_LOCUS12851|CAD7004445.1|CCAP, CCAP1982_LOCUS12852|CAD7004446.1|CCAP, CCAP1982_LOCUS12848|CAD7004442.1|CCAP	LOC108151979|XP_017136433.1|DMIR
OG0003717	CCAP1982_LOCUS11998|CAD7003550.1|CCAP	LOC108153371|XP_017138830.1|DMIR
OG0003718	CCAP1982_LOCUS13032|CAD7004637.1|CCAP	LOC108153296|XP_017138673.1|DMIR
OG0003719	CCAP1982_LOCUS14044|CAD7005692.1|CCAP	LOC108153097|XP_017138369.1|DMIR
OG0003721	CCAP1982_LOCUS23140|CAD7015189.1|CCAP	LOC108160686|XP_017150328.2|DMIR, LOC117188094|XP_033247314.1|DMIR
OG0003722	CCAP1982_LOCUS12402|CAD7003979.1|CCAP	LOC108152453|XP_033242268.1|DMIR
OG0003723	CCAP1982_LOCUS11056|CAD7002568.1|CCAP	LOC108151243|XP_017135233.1|DMIR
OG0003724	CCAP1982_LOCUS12892|CAD7004490.1|CCAP	LOC108150908|XP_017134721.1|DMIR
OG0003725	CCAP1982_LOCUS12240|CAD7003807.1|CCAP, CCAP1982_LOCUS12242|CAD7003809.1|CCAP	LOC108151369|XP_017135419.1|DMIR
OG0003726	CCAP1982_LOCUS11955|CAD7003505.1|CCAP	LOC108151479|XP_017135602.1|DMIR
OG0003727	CCAP1982_LOCUS13007|CAD7004612.1|CCAP	LOC108151354|XP_033242576.1|DMIR
OG0003728	CCAP1982_LOCUS5087|CAD6996414.1|CCAP	LOC108156853|XP_017144066.1|DMIR
OG0003729	CCAP1982_LOCUS11256|CAD7002783.1|CCAP	LOC108151050|XP_017134911.1|DMIR
OG0003730	CCAP1982_LOCUS13186|CAD7004796.1|CCAP, CCAP1982_LOCUS13185|CAD7004795.1|CCAP	LOC108151565|XP_033243205.1|DMIR
OG0003731	CCAP1982_LOCUS12325|CAD7003895.1|CCAP	LOC108151343|XP_017135387.1|DMIR
OG0003732	CCAP1982_LOCUS11049|CAD7002561.1|CCAP	LOC108152125|XP_017136697.1|DMIR
OG0003733	CCAP1982_LOCUS11700|CAD7003238.1|CCAP, CCAP1982_LOCUS11945|CAD7003495.1|CCAP	LOC108152104|XP_017136645.1|DMIR
OG0003734	CCAP1982_LOCUS14820|CAD7006504.1|CCAP	LOC108152367|XP_033243535.1|DMIR
OG0003735	CCAP1982_LOCUS7104|CAD6998516.1|CCAP	LOC117189368|XP_033250387.1|DMIR, LOC108160092|XP_017149358.1|DMIR
OG0003736	CCAP1982_LOCUS21665|CAD7013613.1|CCAP	LOC117190716|XP_033251675.1|DMIR, LOC108158983|XP_017147317.1|DMIR
OG0003737	CCAP1982_LOCUS22961|CAD7015003.1|CCAP	LOC108159056|XP_017147485.1|DMIR, LOC117193673|XP_033254300.1|DMIR
OG0003738	CCAP1982_LOCUS23063|CAD7015110.1|CCAP, CCAP1982_LOCUS23064|CAD7015111.1|CCAP	LOC108160829|XP_017150550.1|DMIR
OG0003739	CCAP1982_LOCUS21686|CAD7013639.1|CCAP	LOC108158094|XP_017145750.1|DMIR
OG0003740	CCAP1982_LOCUS21681|CAD7013634.1|CCAP	LOC117188335|XP_033247918.1|DMIR, LOC108158096|XP_017145751.2|DMIR
OG0003741	CCAP1982_LOCUS12046|CAD7003598.1|CCAP	LOC108153285|XP_017138646.1|DMIR
OG0003742	CCAP1982_LOCUS13569|CAD7005209.1|CCAP	LOC108152058|XP_017136552.1|DMIR
OG0003743	CCAP1982_LOCUS21675|CAD7013625.1|CCAP	LOC117191863|XP_033252520.1|DMIR, LOC108158189|XP_017145897.1|DMIR
OG0003744	CCAP1982_LOCUS21683|CAD7013636.1|CCAP	LOC117188338|XP_033247932.1|DMIR, LOC108158112|XP_017145777.2|DMIR
OG0003745	CCAP1982_LOCUS22908|CAD7014945.1|CCAP	LOC117185692|XP_033247896.1|DMIR, LOC108158140|XP_017145843.2|DMIR
OG0003746	CCAP1982_LOCUS22266|CAD7014263.1|CCAP	LOC108158351|XP_017146078.2|DMIR
OG0003747	CCAP1982_LOCUS11210|CAD7002735.1|CCAP	LOC108153641|XP_017139233.1|DMIR
OG0003748	CCAP1982_LOCUS11216|CAD7002742.1|CCAP	LOC108165583|XP_017157145.1|DMIR
OG0003749	CCAP1982_LOCUS13308|CAD7004925.1|CCAP	LOC108152974|XP_017138189.1|DMIR
OG0003750	CCAP1982_LOCUS13306|CAD7004923.1|CCAP	LOC108152781|XP_017137853.1|DMIR
OG0003751	CCAP1982_LOCUS13309|CAD7004926.1|CCAP	LOC108152148|XP_017136753.1|DMIR
OG0003752	CCAP1982_LOCUS11852|CAD7003394.1|CCAP	LOC108152547|XP_017137448.1|DMIR
OG0003753	CCAP1982_LOCUS11856|CAD7003399.1|CCAP	LOC108151922|XP_033242826.1|DMIR
OG0003754	CCAP1982_LOCUS11855|CAD7003398.1|CCAP	LOC108151921|XP_017136328.1|DMIR
OG0003755	CCAP1982_LOCUS11175|CAD7002698.1|CCAP, CCAP1982_LOCUS11174|CAD7002697.1|CCAP	LOC108151858|XP_017136231.1|DMIR
OG0003756	CCAP1982_LOCUS23023|CAD7015067.1|CCAP	LOC117190388|XP_033251356.1|DMIR, LOC108160274|XP_017149645.1|DMIR
OG0003757	CCAP1982_LOCUS22116|CAD7014110.1|CCAP	LOC108160146|XP_017149447.1|DMIR
OG0003758	CCAP1982_LOCUS21779|CAD7013748.1|CCAP	LOC108159356|XP_017148067.1|DMIR
OG0003759	CCAP1982_LOCUS11192|CAD7002717.1|CCAP	LOC108152501|XP_033243696.1|DMIR
OG0003760	CCAP1982_LOCUS19957|CAD7011848.1|CCAP	LOC117192756|XP_033253389.1|DMIR, LOC108159762|XP_017148810.1|DMIR
OG0003761	CCAP1982_LOCUS11190|CAD7002715.1|CCAP	LOC108151100|XP_017134984.1|DMIR
OG0003762	CCAP1982_LOCUS11188|CAD7002712.1|CCAP	LOC108151103|XP_017134987.1|DMIR
OG0003763	CCAP1982_LOCUS12557|CAD7004137.1|CCAP	LOC108153623|XP_033243223.1|DMIR
OG0003764	CCAP1982_LOCUS12566|CAD7004146.1|CCAP	LOC108151935|XP_017136350.1|DMIR
OG0003765	CCAP1982_LOCUS7854|CAD6999327.1|CCAP	LOC108163795|XP_017154774.2|DMIR
OG0003767	CCAP1982_LOCUS21617|CAD7013561.1|CCAP	LOC117188328|XP_033247886.1|DMIR, LOC108158740|XP_017146837.2|DMIR
OG0003768	CCAP1982_LOCUS21741|CAD7013702.1|CCAP	LOC117193587|XP_033254218.1|DMIR, LOC108160490|XP_033247742.1|DMIR
OG0003769	CCAP1982_LOCUS21766|CAD7013735.1|CCAP	LOC108159712|XP_017148720.1|DMIR, LOC117192806|XP_033253451.1|DMIR
OG0003770	CCAP1982_LOCUS10046|CAD7001551.1|CCAP	LOC108164448|XP_017155652.1|DMIR
OG0003771	CCAP1982_LOCUS11845|CAD7003387.1|CCAP, CCAP1982_LOCUS11844|CAD7003385.1|CCAP	LOC108151497|XP_033242743.1|DMIR
OG0003772	CCAP1982_LOCUS12758|CAD7004342.1|CCAP	LOC108152031|XP_017136510.1|DMIR
OG0003773	CCAP1982_LOCUS22282|CAD7014279.1|CCAP	LOC108158959|XP_017147277.1|DMIR
OG0003774	CCAP1982_LOCUS22285|CAD7014282.1|CCAP	LOC117192548|XP_033253137.1|DMIR, LOC108160070|XP_017149313.1|DMIR
OG0003775	CCAP1982_LOCUS8887|CAD7000411.1|CCAP	LOC108153459|XP_017138981.1|DMIR
OG0003776	CCAP1982_LOCUS22302|CAD7014300.1|CCAP	LOC117190536|XP_033251480.1|DMIR
OG0003777	CCAP1982_LOCUS21873|CAD7013854.1|CCAP, CCAP1982_LOCUS21872|CAD7013853.1|CCAP	LOC108160732|XP_017150407.2|DMIR, LOC117188100|XP_033247324.1|DMIR
OG0003778	CCAP1982_LOCUS22486|CAD7014485.1|CCAP	LOC108160407|XP_017149888.1|DMIR
OG0003779	CCAP1982_LOCUS7188|CAD6998613.1|CCAP	LOC108159459|XP_033251093.1|DMIR, LOC117185767|XP_017148249.1|DMIR
OG0003780	CCAP1982_LOCUS23198|CAD7015249.1|CCAP	LOC108159959|XP_017149118.1|DMIR, LOC117189923|XP_033250885.1|DMIR
OG0003781	CCAP1982_LOCUS10121|CAD7001627.1|CCAP	LOC108164452|XP_017155659.1|DMIR
OG0003783	CCAP1982_LOCUS2717|CAD6993929.1|CCAP	LOC108155276|XP_017141472.1|DMIR
OG0003784	CCAP1982_LOCUS21732|CAD7013691.1|CCAP	LOC117188029|XP_033247063.1|DMIR, LOC108159709|XP_017148714.2|DMIR
OG0003785	CCAP1982_LOCUS22194|CAD7014188.1|CCAP	LOC117190839|XP_033251762.1|DMIR, LOC108160435|XP_017149932.1|DMIR
