Orthogroup	CCAP.longest_only	DPSE.longest_only
OG0004192	CCAP1982_LOCUS4412|CAD6995705.1|CCAP	LOC4803237|XP_033233128.1|DPSE
OG0004194	CCAP1982_LOCUS641|CAD6991730.1|CCAP, CCAP1982_LOCUS642|CAD6991731.1|CCAP	LOC4803184|XP_001359967.2|DPSE
OG0004196	CCAP1982_LOCUS4909|CAD6996221.1|CCAP, CCAP1982_LOCUS4910|CAD6996222.1|CCAP	LOC4801594|XP_001358663.3|DPSE
OG0004197	CCAP1982_LOCUS4973|CAD6996289.1|CCAP	LOC4802814|XP_001359657.3|DPSE
OG0004198	CCAP1982_LOCUS4888|CAD6996198.1|CCAP	LOC4802458|XP_001359375.1|DPSE
OG0004199	CCAP1982_LOCUS4967|CAD6996284.1|CCAP	LOC4802557|XP_001359455.3|DPSE
OG0004200	CCAP1982_LOCUS19719|CAD7011630.1|CCAP	LOC4805241|XP_001361674.2|DPSE
OG0004201	CCAP1982_LOCUS2523|CAD6993724.1|CCAP	LOC4801160|XP_001358295.3|DPSE
OG0004202	CCAP1982_LOCUS778|CAD6991887.1|CCAP	LOC4800938|XP_001358124.2|DPSE
OG0004203	CCAP1982_LOCUS5076|CAD6996402.1|CCAP	LOC4802878|XP_015038157.1|DPSE
OG0004204	CCAP1982_LOCUS13381|CAD7005006.1|CCAP	LOC4812396|XP_001352960.2|DPSE
OG0004205	CCAP1982_LOCUS12289|CAD7003859.1|CCAP	LOC6900361|XP_002134756.3|DPSE
OG0004206	CCAP1982_LOCUS640|CAD6991727.1|CCAP	LOC4803072|XP_001359872.2|DPSE
OG0004207	CCAP1982_LOCUS4424|CAD6995717.1|CCAP	LOC4803073|XP_001359873.2|DPSE
OG0004208	CCAP1982_LOCUS5119|CAD6996447.1|CCAP	LOC6899287|XP_002136239.3|DPSE
OG0004209	CCAP1982_LOCUS2834|CAD6994062.1|CCAP	LOC4800432|XP_033241540.1|DPSE
OG0004210	CCAP1982_LOCUS2801|CAD6994024.1|CCAP	LOC4800859|XP_001358059.1|DPSE
OG0004211	CCAP1982_LOCUS8564|CAD7000060.1|CCAP	LOC4816975|XP_001356549.2|DPSE
OG0004212	CCAP1982_LOCUS4529|CAD6995827.1|CCAP	LOC4802534|XP_001359435.1|DPSE
OG0004213	CCAP1982_LOCUS4961|CAD6996278.1|CCAP	LOC4803021|XP_001359823.2|DPSE
OG0004214	CCAP1982_LOCUS19735|CAD7011649.1|CCAP	LOC4805542|XP_001361929.1|DPSE
OG0004215	CCAP1982_LOCUS19619|CAD7011530.1|CCAP	LOC4805736|XP_001362084.2|DPSE
OG0004216	CCAP1982_LOCUS13608|CAD7005251.1|CCAP	LOC4813495|XP_033238849.1|DPSE
OG0004217	CCAP1982_LOCUS11285|CAD7002814.1|CCAP	LOC4813478|XP_001353758.2|DPSE
OG0004218	CCAP1982_LOCUS20276|CAD7012174.1|CCAP	LOC6901805|XP_002134473.1|DPSE
OG0004219	CCAP1982_LOCUS444|CAD6991525.1|CCAP	LOC4803002|XP_001359807.1|DPSE
OG0004220	CCAP1982_LOCUS4802|CAD6996102.1|CCAP	LOC4802333|XP_015037753.2|DPSE
OG0004221	CCAP1982_LOCUS504|CAD6991586.1|CCAP	LOC4802813|XP_001359656.3|DPSE
OG0004222	CCAP1982_LOCUS383|CAD6991458.1|CCAP	LOC4802581|XP_001359475.1|DPSE
OG0004223	CCAP1982_LOCUS385|CAD6991460.1|CCAP	LOC4802585|XP_015037926.2|DPSE
OG0004224	CCAP1982_LOCUS4556|CAD6995855.1|CCAP	LOC4802431|XP_001359353.2|DPSE
OG0004226	CCAP1982_LOCUS4771|CAD6996064.1|CCAP	LOC4802550|XP_003736757.3|DPSE
OG0004227	CCAP1982_LOCUS5073|CAD6996398.1|CCAP	LOC4802881|XP_033236310.1|DPSE
OG0004228	CCAP1982_LOCUS5074|CAD6996400.1|CCAP	LOC4802880|XP_001359709.1|DPSE
OG0004229	CCAP1982_LOCUS20490|CAD7012402.1|CCAP	LOC4805561|XP_004444546.2|DPSE
OG0004231	CCAP1982_LOCUS12731|CAD7004311.1|CCAP	LOC6900301|XP_002135623.1|DPSE
OG0004232	CCAP1982_LOCUS12728|CAD7004308.1|CCAP	LOC4812652|XP_015044098.1|DPSE
OG0004233	CCAP1982_LOCUS12727|CAD7004307.1|CCAP	LOC4812651|XP_015044101.1|DPSE
OG0004234	CCAP1982_LOCUS12713|CAD7004293.1|CCAP	LOC4812663|XP_015044106.1|DPSE
OG0004235	CCAP1982_LOCUS602|CAD6991689.1|CCAP	LOC4815925|XP_001355569.2|DPSE
OG0004236	CCAP1982_LOCUS581|CAD6991668.1|CCAP	LOC4803188|XP_001359971.3|DPSE
OG0004237	CCAP1982_LOCUS4727|CAD6996021.1|CCAP	LOC4802968|XP_033241809.1|DPSE
OG0004238	CCAP1982_LOCUS4868|CAD6996176.1|CCAP	LOC6897950|XP_002138049.1|DPSE
OG0004239	CCAP1982_LOCUS517|CAD6991600.1|CCAP	LOC4802808|XP_001359652.3|DPSE
OG0004240	CCAP1982_LOCUS1006|CAD6992125.1|CCAP	LOC6897625|XP_002137769.2|DPSE
OG0004241	CCAP1982_LOCUS4244|CAD6995533.1|CCAP	LOC4802624|XP_001359508.2|DPSE
OG0004242	CCAP1982_LOCUS249|CAD6991320.1|CCAP	LOC4803033|XP_033232624.1|DPSE
OG0004243	CCAP1982_LOCUS12059|CAD7003617.1|CCAP	LOC4814122|XP_001354281.2|DPSE
OG0004244	CCAP1982_LOCUS2601|CAD6993805.1|CCAP	LOC4803185|XP_001359968.3|DPSE
OG0004245	CCAP1982_LOCUS12883|CAD7004478.1|CCAP	LOC4812436|XP_001352453.2|DPSE
OG0004246	CCAP1982_LOCUS13443|CAD7005079.1|CCAP	LOC4812914|XP_033239744.1|DPSE
OG0004248	CCAP1982_LOCUS19693|CAD7011604.1|CCAP	LOC4804644|XP_001361173.2|DPSE
OG0004249	CCAP1982_LOCUS11315|CAD7002846.1|CCAP	LOC4812596|XP_033237569.1|DPSE
OG0004252	CCAP1982_LOCUS687|CAD6991782.1|CCAP	LOC4802531|XP_001359433.3|DPSE
OG0004253	CCAP1982_LOCUS265|CAD6991336.1|CCAP	LOC4803015|XP_001359817.4|DPSE
OG0004254	CCAP1982_LOCUS14677|CAD7006355.1|CCAP	LOC4815527|XP_001355497.2|DPSE
OG0004256	CCAP1982_LOCUS20328|CAD7012231.1|CCAP	LOC4805690|XP_001362049.2|DPSE
OG0004257	CCAP1982_LOCUS22697|CAD7014717.1|CCAP	LOC4800274|XP_001357618.2|DPSE
OG0004258	CCAP1982_LOCUS4253|CAD6995542.1|CCAP	LOC4803220|XP_015038350.1|DPSE
OG0004259	CCAP1982_LOCUS20332|CAD7012235.1|CCAP	LOC6899104|XP_002139021.2|DPSE
OG0004260	CCAP1982_LOCUS4545|CAD6995844.1|CCAP	LOC6897751|XP_003736791.3|DPSE
OG0004261	CCAP1982_LOCUS4561|CAD6995860.1|CCAP	LOC4802433|XP_001359355.2|DPSE
OG0004262	CCAP1982_LOCUS4940|CAD6996257.1|CCAP	LOC4802138|XP_001359117.2|DPSE
OG0004263	CCAP1982_LOCUS4505|CAD6995801.1|CCAP, CCAP1982_LOCUS4501|CAD6995797.1|CCAP, CCAP1982_LOCUS4507|CAD6995803.1|CCAP	LOC4803249|XP_001360022.4|DPSE
OG0004264	CCAP1982_LOCUS4358|CAD6995651.1|CCAP, CCAP1982_LOCUS4362|CAD6995655.1|CCAP	LOC4802990|XP_001359797.3|DPSE
OG0004265	CCAP1982_LOCUS4383|CAD6995676.1|CCAP, CCAP1982_LOCUS4384|CAD6995677.1|CCAP, CCAP1982_LOCUS4385|CAD6995678.1|CCAP	LOC4802936|XP_001359751.1|DPSE
OG0004266	CCAP1982_LOCUS4594|CAD6995893.1|CCAP, CCAP1982_LOCUS4597|CAD6995896.1|CCAP	LOC4802886|XP_001359714.3|DPSE
OG0004267	CCAP1982_LOCUS522|CAD6991607.1|CCAP	LOC4802802|XP_015038099.1|DPSE
OG0004268	CCAP1982_LOCUS20854|CAD7012750.1|CCAP, CCAP1982_LOCUS20851|CAD7012747.1|CCAP	LOC4805408|XP_033233709.1|DPSE
OG0004269	CCAP1982_LOCUS19685|CAD7011596.1|CCAP	LOC4804648|XP_001361176.3|DPSE
OG0004271	CCAP1982_LOCUS20302|CAD7012201.1|CCAP	LOC4804170|XP_033234805.1|DPSE
OG0004272	CCAP1982_LOCUS4340|CAD6995634.1|CCAP	LOC4803201|XP_001359983.1|DPSE
OG0004273	CCAP1982_LOCUS161|CAD6991223.1|CCAP	LOC4800830|XP_001358034.2|DPSE
OG0004276	CCAP1982_LOCUS14007|CAD7005650.1|CCAP	LOC4812451|XP_033240182.1|DPSE
OG0004277	CCAP1982_LOCUS14006|CAD7005649.1|CCAP	LOC4812122|XP_001352791.2|DPSE
OG0004279	CCAP1982_LOCUS7486|CAD6998940.1|CCAP	LOC117184548|XP_033238630.1|DPSE, LOC4817333|XP_001356739.1|DPSE, LOC6903707|XP_002136767.2|DPSE
OG0004281	CCAP1982_LOCUS21015|CAD7012916.1|CCAP	LOC4803575|XP_001360282.2|DPSE
OG0004282	CCAP1982_LOCUS20192|CAD7012092.1|CCAP	LOC6903887|XP_002136634.1|DPSE
OG0004283	CCAP1982_LOCUS20191|CAD7012091.1|CCAP	LOC6903886|XP_002136633.1|DPSE
OG0004284	CCAP1982_LOCUS14047|CAD7005695.1|CCAP	LOC4818107|XP_003736142.2|DPSE
OG0004285	CCAP1982_LOCUS1989|CAD6993164.1|CCAP	LOC4801739|XP_001358782.2|DPSE
OG0004286	CCAP1982_LOCUS14014|CAD7005657.1|CCAP	LOC4813119|XP_015043280.1|DPSE
OG0004287	CCAP1982_LOCUS14015|CAD7005658.1|CCAP	LOC4812993|XP_001353897.1|DPSE
OG0004288	CCAP1982_LOCUS14023|CAD7005668.1|CCAP	LOC4813619|XP_001353902.1|DPSE
OG0004289	CCAP1982_LOCUS13561|CAD7005201.1|CCAP	LOC6900273|XP_033237790.1|DPSE
OG0004290	CCAP1982_LOCUS7141|CAD6998557.1|CCAP	LOC6898978|XP_002138938.2|DPSE
OG0004291	CCAP1982_LOCUS20635|CAD7012550.1|CCAP	LOC4803971|XP_001360608.2|DPSE
OG0004292	CCAP1982_LOCUS11660|CAD7003198.1|CCAP	LOC4812437|XP_001352689.1|DPSE
OG0004293	CCAP1982_LOCUS14311|CAD7005973.1|CCAP	LOC4813354|XP_001353431.2|DPSE
OG0004294	CCAP1982_LOCUS12288|CAD7003858.1|CCAP	LOC4813079|XP_015042601.1|DPSE
OG0004295	CCAP1982_LOCUS14230|CAD7005890.1|CCAP	LOC4812926|XP_001353185.3|DPSE
OG0004296	CCAP1982_LOCUS14227|CAD7005885.1|CCAP	LOC4812790|XP_001353187.3|DPSE
OG0004297	CCAP1982_LOCUS19484|CAD7011384.1|CCAP	LOC4805618|XP_001361992.2|DPSE
OG0004298	CCAP1982_LOCUS19985|CAD7011873.1|CCAP	LOC117183509|XP_033233300.1|DPSE, LOC4805055|XP_001361519.1|DPSE
OG0004299	CCAP1982_LOCUS19595|CAD7011499.1|CCAP	LOC6898462|XP_033233330.1|DPSE
OG0004300	CCAP1982_LOCUS19690|CAD7011601.1|CCAP	LOC6898581|XP_002138601.1|DPSE
OG0004301	CCAP1982_LOCUS11662|CAD7003201.1|CCAP	LOC4811960|XP_001352688.3|DPSE
OG0004302	CCAP1982_LOCUS19591|CAD7011493.1|CCAP	LOC4803898|XP_001360543.2|DPSE
OG0004303	CCAP1982_LOCUS19644|CAD7011556.1|CCAP	LOC4805127|XP_001361582.2|DPSE
OG0004304	CCAP1982_LOCUS19646|CAD7011558.1|CCAP	LOC6898330|XP_002138385.2|DPSE
OG0004305	CCAP1982_LOCUS20617|CAD7012534.1|CCAP	LOC6898763|XP_015040375.2|DPSE
OG0004306	CCAP1982_LOCUS19772|CAD7011688.1|CCAP	LOC4805145|XP_001361597.3|DPSE
OG0004307	CCAP1982_LOCUS19785|CAD7011701.1|CCAP	LOC4804881|XP_001361369.2|DPSE
OG0004308	CCAP1982_LOCUS20503|CAD7012417.1|CCAP	LOC4803526|XP_033233853.1|DPSE
OG0004309	CCAP1982_LOCUS9212|CAD7000739.1|CCAP, CCAP1982_LOCUS12833|CAD7004424.1|CCAP	LOC4812008|XP_001352770.2|DPSE
OG0004310	CCAP1982_LOCUS20266|CAD7012164.1|CCAP, CCAP1982_LOCUS20267|CAD7012165.1|CCAP	LOC4805080|XP_001361542.2|DPSE
OG0004311	CCAP1982_LOCUS13945|CAD7005585.1|CCAP	LOC117185142|XP_033241067.1|DPSE, LOC4812867|XP_001353306.3|DPSE
OG0004312	CCAP1982_LOCUS19468|CAD7011364.1|CCAP	LOC6899078|XP_033233555.1|DPSE
OG0004313	CCAP1982_LOCUS20810|CAD7012703.1|CCAP	LOC4818206|XP_001357512.3|DPSE
OG0004314	CCAP1982_LOCUS20886|CAD7012784.1|CCAP	LOC4803705|XP_015039289.1|DPSE
OG0004315	CCAP1982_LOCUS20483|CAD7012393.1|CCAP	LOC4805613|XP_001361987.3|DPSE
OG0004316	CCAP1982_LOCUS20231|CAD7012133.1|CCAP	LOC4805431|XP_001361832.1|DPSE
OG0004317	CCAP1982_LOCUS21017|CAD7012918.1|CCAP	LOC4803574|XP_001360281.2|DPSE
OG0004318	CCAP1982_LOCUS19469|CAD7011365.1|CCAP	LOC4805630|XP_001362002.3|DPSE
OG0004319	CCAP1982_LOCUS20313|CAD7012214.1|CCAP	LOC4803381|XP_001360090.3|DPSE
OG0004320	CCAP1982_LOCUS19919|CAD7011809.1|CCAP	LOC4801669|XP_001358721.3|DPSE
OG0004321	CCAP1982_LOCUS5519|CAD6996843.1|CCAP	LOC4818063|XP_001357424.3|DPSE
OG0004322	CCAP1982_LOCUS1150|CAD6992282.1|CCAP	LOC4801451|XP_033241855.1|DPSE
OG0004324	CCAP1982_LOCUS7061|CAD6998464.1|CCAP	LOC6903583|XP_002132451.1|DPSE
OG0004325	CCAP1982_LOCUS20491|CAD7012403.1|CCAP	LOC4805556|XP_001361941.1|DPSE
OG0004326	CCAP1982_LOCUS20495|CAD7012408.1|CCAP	LOC4805555|XP_033233379.1|DPSE
OG0004329	CCAP1982_LOCUS21125|CAD7013042.1|CCAP	LOC4804321|XP_015039811.2|DPSE
OG0004330	CCAP1982_LOCUS21139|CAD7013058.1|CCAP	LOC4804679|XP_001361201.3|DPSE
OG0004331	CCAP1982_LOCUS20282|CAD7012180.1|CCAP	LOC6898957|XP_002138917.1|DPSE
OG0004332	CCAP1982_LOCUS5850|CAD6997212.1|CCAP, CCAP1982_LOCUS5685|CAD6997026.1|CCAP	LOC4817443|XP_001356345.3|DPSE
OG0004333	CCAP1982_LOCUS8606|CAD7000111.1|CCAP	LOC4817461|XP_001356530.3|DPSE
OG0004334	CCAP1982_LOCUS7401|CAD6998852.1|CCAP	LOC4816904|XP_001356455.4|DPSE
OG0004335	CCAP1982_LOCUS20911|CAD7012811.1|CCAP, CCAP1982_LOCUS20912|CAD7012812.1|CCAP	LOC6898974|XP_002138934.2|DPSE
OG0004336	CCAP1982_LOCUS20900|CAD7012800.1|CCAP	LOC4804597|XP_001361131.3|DPSE
OG0004337	CCAP1982_LOCUS8867|CAD7000392.1|CCAP	LOC4817062|XP_001356612.3|DPSE
OG0004338	CCAP1982_LOCUS20627|CAD7012541.1|CCAP	LOC4814147|XP_001354301.2|DPSE
OG0004339	CCAP1982_LOCUS20486|CAD7012396.1|CCAP	LOC4803960|XP_001360598.2|DPSE
OG0004340	CCAP1982_LOCUS20485|CAD7012395.1|CCAP	LOC4803959|XP_001360597.1|DPSE
OG0004341	CCAP1982_LOCUS20884|CAD7012781.1|CCAP	LOC6898192|XP_002138261.2|DPSE
OG0004342	CCAP1982_LOCUS19844|CAD7011732.1|CCAP, CCAP1982_LOCUS19847|CAD7011735.1|CCAP	LOC4804618|XP_004444261.2|DPSE
OG0004343	CCAP1982_LOCUS20612|CAD7012529.1|CCAP, CCAP1982_LOCUS20611|CAD7012528.1|CCAP	LOC4804617|XP_033234560.1|DPSE
OG0004344	CCAP1982_LOCUS20599|CAD7012516.1|CCAP	LOC4804614|XP_001361147.3|DPSE
OG0004345	CCAP1982_LOCUS20472|CAD7012380.1|CCAP	LOC4818064|XP_033235791.1|DPSE
OG0004346	CCAP1982_LOCUS20474|CAD7012382.1|CCAP	LOC4805615|XP_004444560.2|DPSE
OG0004347	CCAP1982_LOCUS20479|CAD7012387.1|CCAP, CCAP1982_LOCUS20480|CAD7012388.1|CCAP	LOC4805617|XP_001361991.3|DPSE
OG0004348	CCAP1982_LOCUS21114|CAD7013029.1|CCAP	LOC26532480|XP_015035068.1|DPSE
OG0004349	CCAP1982_LOCUS21124|CAD7013040.1|CCAP	LOC4803522|XP_015039144.1|DPSE
OG0004350	CCAP1982_LOCUS20216|CAD7012117.1|CCAP	LOC6898453|XP_002138496.1|DPSE
OG0004351	CCAP1982_LOCUS19464|CAD7011362.1|CCAP	LOC4804375|XP_001360946.1|DPSE
OG0004352	CCAP1982_LOCUS2753|CAD6993968.1|CCAP	LOC4802769|XP_001359629.2|DPSE
OG0004353	CCAP1982_LOCUS2747|CAD6993962.1|CCAP	LOC4800686|XP_001357912.5|DPSE
OG0004354	CCAP1982_LOCUS2751|CAD6993966.1|CCAP	LOC4800690|XP_001357916.3|DPSE
OG0004355	CCAP1982_LOCUS5165|CAD6996496.1|CCAP, CCAP1982_LOCUS5164|CAD6996495.1|CCAP	LOC6897557|XP_033241816.1|DPSE
OG0004356	CCAP1982_LOCUS20165|CAD7012063.1|CCAP	LOC4804656|XP_001361183.3|DPSE
OG0004358	CCAP1982_LOCUS21032|CAD7012936.1|CCAP	LOC4804143|XP_001360749.1|DPSE
OG0004359	CCAP1982_LOCUS21069|CAD7012978.1|CCAP	LOC4804605|XP_033235113.1|DPSE
OG0004360	CCAP1982_LOCUS11657|CAD7003195.1|CCAP	LOC4813559|XP_001353482.3|DPSE
OG0004361	CCAP1982_LOCUS124|CAD6991186.1|CCAP	LOC4803150|XP_001359940.2|DPSE
OG0004362	CCAP1982_LOCUS11528|CAD7003065.1|CCAP	LOC4813916|XP_001353891.1|DPSE
OG0004364	CCAP1982_LOCUS19437|CAD7011332.1|CCAP	LOC4804163|XP_001360767.2|DPSE
OG0004365	CCAP1982_LOCUS20373|CAD7012277.1|CCAP	LOC4805531|XP_033233259.1|DPSE
OG0004366	CCAP1982_LOCUS7487|CAD6998941.1|CCAP	LOC4817248|XP_001356741.2|DPSE
OG0004367	CCAP1982_LOCUS13679|CAD7005319.1|CCAP	LOC4813963|XP_001354122.1|DPSE
OG0004368	CCAP1982_LOCUS14639|CAD7006317.1|CCAP	LOC4812910|XP_015042798.1|DPSE
OG0004369	CCAP1982_LOCUS21012|CAD7012913.1|CCAP	LOC6898133|XP_002138212.3|DPSE
OG0004370	CCAP1982_LOCUS20189|CAD7012089.1|CCAP, CCAP1982_LOCUS20190|CAD7012090.1|CCAP	LOC6903885|XP_015035086.2|DPSE
OG0004371	CCAP1982_LOCUS19661|CAD7011573.1|CCAP, CCAP1982_LOCUS19662|CAD7011574.1|CCAP	LOC4815515|XP_001355400.2|DPSE
OG0004372	CCAP1982_LOCUS19495|CAD7011395.1|CCAP	LOC6899068|XP_002138992.3|DPSE
OG0004373	CCAP1982_LOCUS19403|CAD7011296.1|CCAP	LOC6898039|XP_002138127.1|DPSE
OG0004374	CCAP1982_LOCUS20457|CAD7012363.1|CCAP	LOC6898302|XP_033234382.1|DPSE
OG0004375	CCAP1982_LOCUS11837|CAD7003378.1|CCAP	LOC4812588|XP_001352683.1|DPSE
OG0004377	CCAP1982_LOCUS12327|CAD7003898.1|CCAP	LOC4812801|XP_001353710.1|DPSE
OG0004378	CCAP1982_LOCUS19863|CAD7011751.1|CCAP, CCAP1982_LOCUS19864|CAD7011752.1|CCAP	LOC4804456|XP_015039967.2|DPSE
OG0004379	CCAP1982_LOCUS20371|CAD7012275.1|CCAP	LOC4805533|XP_001361921.1|DPSE
OG0004380	CCAP1982_LOCUS20249|CAD7012152.1|CCAP	LOC4805079|XP_001361541.2|DPSE
OG0004381	CCAP1982_LOCUS4217|CAD6995504.1|CCAP	LOC6897452|XP_002137600.3|DPSE
OG0004382	CCAP1982_LOCUS20042|CAD7011930.1|CCAP	LOC4803682|XP_001360359.3|DPSE
OG0004383	CCAP1982_LOCUS19729|CAD7011642.1|CCAP	LOC4803652|XP_001360335.3|DPSE
OG0004384	CCAP1982_LOCUS19730|CAD7011643.1|CCAP	LOC6898168|XP_002138246.1|DPSE
OG0004385	CCAP1982_LOCUS20855|CAD7012751.1|CCAP	LOC4805409|XP_001361814.1|DPSE
OG0004387	CCAP1982_LOCUS13885|CAD7005525.1|CCAP	LOC4812345|XP_001352895.3|DPSE
OG0004388	CCAP1982_LOCUS19651|CAD7011563.1|CCAP	LOC6898184|XP_002138255.2|DPSE
OG0004389	CCAP1982_LOCUS19654|CAD7011566.1|CCAP	LOC4812637|XP_001353027.3|DPSE
OG0004390	CCAP1982_LOCUS14312|CAD7005974.1|CCAP	LOC6900498|XP_015042850.2|DPSE
OG0004392	CCAP1982_LOCUS14089|CAD7005738.1|CCAP	LOC6900296|XP_015044093.2|DPSE
OG0004393	CCAP1982_LOCUS22784|CAD7014817.1|CCAP	LOC4803758|XP_001360422.3|DPSE
OG0004394	CCAP1982_LOCUS22426|CAD7014430.1|CCAP	LOC4803782|XP_033234787.1|DPSE
OG0004396	CCAP1982_LOCUS20306|CAD7012205.1|CCAP	LOC4804825|XP_001361327.2|DPSE
OG0004397	CCAP1982_LOCUS20303|CAD7012202.1|CCAP	LOC4804168|XP_001360772.1|DPSE
OG0004399	CCAP1982_LOCUS7247|CAD6998689.1|CCAP	LOC4804590|XP_001361126.1|DPSE
OG0004400	CCAP1982_LOCUS19676|CAD7011587.1|CCAP	LOC4803005|XP_001359810.2|DPSE
OG0004401	CCAP1982_LOCUS20171|CAD7012071.1|CCAP	LOC6903654|XP_002136817.3|DPSE
OG0004402	CCAP1982_LOCUS20178|CAD7012078.1|CCAP	LOC4803391|XP_001357531.2|DPSE
OG0004403	CCAP1982_LOCUS21088|CAD7012998.1|CCAP	LOC4803961|XP_001360599.3|DPSE
OG0004404	CCAP1982_LOCUS21047|CAD7012953.1|CCAP	LOC4805668|XP_001362029.3|DPSE
OG0004405	CCAP1982_LOCUS13954|CAD7005595.1|CCAP	LOC6900425|XP_002134816.2|DPSE
OG0004406	CCAP1982_LOCUS14498|CAD7006172.1|CCAP	LOC6900111|XP_015043797.2|DPSE
OG0004407	CCAP1982_LOCUS19761|CAD7011676.1|CCAP	LOC4805040|XP_001361505.2|DPSE
OG0004408	CCAP1982_LOCUS13584|CAD7005224.1|CCAP	LOC4813544|XP_001353602.2|DPSE
OG0004409	CCAP1982_LOCUS10604|CAD7002116.1|CCAP	LOC4811843|XP_001382223.3|DPSE
OG0004410	CCAP1982_LOCUS19649|CAD7011561.1|CCAP	LOC4803996|XP_001360627.3|DPSE
OG0004411	CCAP1982_LOCUS13878|CAD7005518.1|CCAP	LOC4812403|XP_001352893.3|DPSE
OG0004412	CCAP1982_LOCUS13877|CAD7005517.1|CCAP	LOC4812030|XP_001352892.3|DPSE
OG0004413	CCAP1982_LOCUS20509|CAD7012425.1|CCAP	LOC4803509|XP_001360222.3|DPSE
OG0004414	CCAP1982_LOCUS21094|CAD7013005.1|CCAP	LOC6898447|XP_002138490.1|DPSE
OG0004415	CCAP1982_LOCUS19883|CAD7011771.1|CCAP	LOC4804016|XP_001360646.3|DPSE
OG0004416	CCAP1982_LOCUS20291|CAD7012189.1|CCAP	LOC6903879|XP_002136630.1|DPSE
OG0004417	CCAP1982_LOCUS2831|CAD6994059.1|CCAP	LOC4800429|XP_001357707.2|DPSE
OG0004418	CCAP1982_LOCUS19614|CAD7011525.1|CCAP	LOC4804372|XP_001360945.4|DPSE
OG0004419	CCAP1982_LOCUS19600|CAD7011504.1|CCAP	LOC4805074|XP_004444386.2|DPSE
OG0004420	CCAP1982_LOCUS20312|CAD7012213.1|CCAP	LOC4803382|XP_001360089.3|DPSE
OG0004421	CCAP1982_LOCUS14175|CAD7005831.1|CCAP	LOC4813743|XP_001353962.1|DPSE
OG0004422	CCAP1982_LOCUS13244|CAD7004859.1|CCAP	LOC4813793|XP_001353790.1|DPSE
OG0004423	CCAP1982_LOCUS20382|CAD7012286.1|CCAP	LOC4804093|XP_001360711.2|DPSE
OG0004424	CCAP1982_LOCUS19754|CAD7011668.1|CCAP	LOC4805609|XP_004444553.3|DPSE
OG0004425	CCAP1982_LOCUS13686|CAD7005326.1|CCAP	LOC4812230|XP_001352985.2|DPSE
OG0004426	CCAP1982_LOCUS14037|CAD7005685.1|CCAP	LOC4812275|XP_001352978.1|DPSE
OG0004427	CCAP1982_LOCUS14259|CAD7005921.1|CCAP	LOC4812597|XP_001353018.2|DPSE
OG0004428	CCAP1982_LOCUS1200|CAD6992336.1|CCAP	LOC4802009|XP_015037539.1|DPSE
OG0004429	CCAP1982_LOCUS8599|CAD7000101.1|CCAP	LOC4818078|XP_033236275.1|DPSE
OG0004430	CCAP1982_LOCUS14673|CAD7006351.1|CCAP	LOC6900366|XP_033238229.1|DPSE
OG0004431	CCAP1982_LOCUS3017|CAD6994256.1|CCAP	LOC4800992|XP_001358167.3|DPSE
OG0004432	CCAP1982_LOCUS3016|CAD6994255.1|CCAP	LOC4800993|XP_001358168.4|DPSE
OG0004433	CCAP1982_LOCUS13534|CAD7005174.1|CCAP	LOC4813685|XP_001353520.3|DPSE
OG0004434	CCAP1982_LOCUS20304|CAD7012203.1|CCAP	LOC4804166|XP_001360770.2|DPSE
OG0004435	CCAP1982_LOCUS19428|CAD7011323.1|CCAP	LOC4804139|XP_001360745.2|DPSE
OG0004436	CCAP1982_LOCUS21153|CAD7013075.1|CCAP, CCAP1982_LOCUS21152|CAD7013074.1|CCAP	LOC6898642|XP_033234001.1|DPSE
OG0004437	CCAP1982_LOCUS21158|CAD7013081.1|CCAP	LOC4804623|XP_001361156.2|DPSE
OG0004438	CCAP1982_LOCUS20396|CAD7012300.1|CCAP	LOC4803654|XP_001360337.1|DPSE
OG0004439	CCAP1982_LOCUS20273|CAD7012171.1|CCAP, CCAP1982_LOCUS20274|CAD7012172.1|CCAP	LOC4803956|XP_001360594.2|DPSE
OG0004440	CCAP1982_LOCUS23019|CAD7015063.1|CCAP	LOC4803995|XP_001360626.1|DPSE
OG0004442	CCAP1982_LOCUS10050|CAD7001556.1|CCAP	LOC4805398|XP_001361803.2|DPSE
OG0004443	CCAP1982_LOCUS13307|CAD7004924.1|CCAP	LOC4813288|XP_001353362.2|DPSE
OG0004444	CCAP1982_LOCUS19916|CAD7011806.1|CCAP	LOC6898393|XP_002138440.1|DPSE
OG0004445	CCAP1982_LOCUS20499|CAD7012413.1|CCAP	LOC4804320|XP_015039809.2|DPSE
OG0004446	CCAP1982_LOCUS3652|CAD6994918.1|CCAP	LOC4800332|XP_001357580.2|DPSE
OG0004447	CCAP1982_LOCUS14437|CAD7006105.1|CCAP	LOC4801793|XP_001358830.1|DPSE
OG0004449	CCAP1982_LOCUS14678|CAD7006356.1|CCAP	LOC4813142|XP_015042830.1|DPSE
OG0004450	CCAP1982_LOCUS20032|CAD7011920.1|CCAP	LOC4803667|XP_001360350.3|DPSE
OG0004451	CCAP1982_LOCUS20147|CAD7012045.1|CCAP	LOC4803662|XP_001360345.2|DPSE
OG0004452	CCAP1982_LOCUS20150|CAD7012048.1|CCAP	LOC4804939|XP_001361421.1|DPSE
