Orthogroup	CCAP.longest_only	DSAN.longest_only
OG0004388	CCAP1982_LOCUS19651|CAD7011563.1|CCAP	LOC120446614|XP_039483593.1|DSAN
OG0004389	CCAP1982_LOCUS19654|CAD7011566.1|CCAP	LOC120448241|XP_039486080.1|DSAN
OG0004390	CCAP1982_LOCUS14312|CAD7005974.1|CCAP	LOC120449045|XP_039487272.1|DSAN
OG0004392	CCAP1982_LOCUS14089|CAD7005738.1|CCAP	LOC120447484|XP_039484814.1|DSAN
OG0004393	CCAP1982_LOCUS22784|CAD7014817.1|CCAP	LOC120445652|XP_039482130.1|DSAN
OG0004394	CCAP1982_LOCUS22426|CAD7014430.1|CCAP	LOC120445818|XP_039482367.1|DSAN
OG0004396	CCAP1982_LOCUS20306|CAD7012205.1|CCAP	LOC120458732|XP_039502439.1|DSAN
OG0004397	CCAP1982_LOCUS20303|CAD7012202.1|CCAP	LOC120447151|XP_039484533.1|DSAN
OG0004399	CCAP1982_LOCUS7247|CAD6998689.1|CCAP	LOC120447201|XP_039484627.1|DSAN
OG0004400	CCAP1982_LOCUS19676|CAD7011587.1|CCAP	LOC120454572|XP_039495905.1|DSAN
OG0004401	CCAP1982_LOCUS20171|CAD7012071.1|CCAP	LOC120446282|XP_039483102.1|DSAN
OG0004402	CCAP1982_LOCUS20178|CAD7012078.1|CCAP	LOC120444675|XP_039480469.1|DSAN
OG0004403	CCAP1982_LOCUS21088|CAD7012998.1|CCAP	LOC120446043|XP_039482750.1|DSAN
OG0004404	CCAP1982_LOCUS21047|CAD7012953.1|CCAP	LOC120458667|XP_039502338.1|DSAN
OG0004405	CCAP1982_LOCUS13954|CAD7005595.1|CCAP	LOC120449068|XP_039487300.1|DSAN
OG0004406	CCAP1982_LOCUS14498|CAD7006172.1|CCAP	LOC120447630|XP_039485063.1|DSAN
OG0004407	CCAP1982_LOCUS19761|CAD7011676.1|CCAP	LOC120448409|XP_039486343.1|DSAN
OG0004408	CCAP1982_LOCUS13584|CAD7005224.1|CCAP	LOC120448410|XP_039486340.1|DSAN, LOC120448411|XP_039486341.1|DSAN
OG0004409	CCAP1982_LOCUS10604|CAD7002116.1|CCAP	LOC120454828|XP_039496227.1|DSAN
OG0004410	CCAP1982_LOCUS19649|CAD7011561.1|CCAP	LOC120444334|XP_039479824.1|DSAN
OG0004411	CCAP1982_LOCUS13878|CAD7005518.1|CCAP	LOC120450590|XP_039489645.1|DSAN
OG0004412	CCAP1982_LOCUS13877|CAD7005517.1|CCAP	LOC120450589|XP_039489643.1|DSAN
OG0004413	CCAP1982_LOCUS20509|CAD7012425.1|CCAP	LOC120445618|XP_039482064.1|DSAN
OG0004414	CCAP1982_LOCUS21094|CAD7013005.1|CCAP	LOC120446400|XP_039483274.1|DSAN
OG0004415	CCAP1982_LOCUS19883|CAD7011771.1|CCAP	LOC120444918|XP_039480846.1|DSAN
OG0004416	CCAP1982_LOCUS20291|CAD7012189.1|CCAP	LOC120450870|XP_039490031.1|DSAN
OG0004417	CCAP1982_LOCUS2831|CAD6994059.1|CCAP	LOC120453071|XP_039493531.1|DSAN
OG0004418	CCAP1982_LOCUS19614|CAD7011525.1|CCAP	LOC120445590|XP_039482016.1|DSAN
OG0004419	CCAP1982_LOCUS19600|CAD7011504.1|CCAP	LOC120449609|XP_039488134.1|DSAN
OG0004420	CCAP1982_LOCUS20312|CAD7012213.1|CCAP	LOC120446519|XP_039483464.1|DSAN
OG0004421	CCAP1982_LOCUS14175|CAD7005831.1|CCAP	LOC120449519|XP_039487962.1|DSAN
OG0004422	CCAP1982_LOCUS13244|CAD7004859.1|CCAP	LOC120449153|XP_039487423.1|DSAN
OG0004423	CCAP1982_LOCUS20382|CAD7012286.1|CCAP	LOC120446912|XP_039484082.1|DSAN
OG0004424	CCAP1982_LOCUS19754|CAD7011668.1|CCAP	LOC120444743|XP_039480602.1|DSAN
OG0004425	CCAP1982_LOCUS13686|CAD7005326.1|CCAP	LOC120447953|XP_039485574.1|DSAN
OG0004426	CCAP1982_LOCUS14037|CAD7005685.1|CCAP	LOC120450445|XP_039489393.1|DSAN
OG0004427	CCAP1982_LOCUS14259|CAD7005921.1|CCAP	LOC120448058|XP_039485742.1|DSAN
OG0004428	CCAP1982_LOCUS1200|CAD6992336.1|CCAP	LOC120453904|XP_039494765.1|DSAN
OG0004429	CCAP1982_LOCUS8599|CAD7000101.1|CCAP	LOC120450538|XP_039489571.1|DSAN
OG0004430	CCAP1982_LOCUS14673|CAD7006351.1|CCAP	LOC120447994|XP_039485625.1|DSAN
OG0004431	CCAP1982_LOCUS3017|CAD6994256.1|CCAP	LOC120451235|XP_039490663.1|DSAN
OG0004432	CCAP1982_LOCUS3016|CAD6994255.1|CCAP	LOC120451234|XP_039490662.1|DSAN
OG0004433	CCAP1982_LOCUS13534|CAD7005174.1|CCAP	LOC120448660|XP_039486729.1|DSAN
OG0004434	CCAP1982_LOCUS20304|CAD7012203.1|CCAP	LOC120447154|XP_039484540.1|DSAN
OG0004435	CCAP1982_LOCUS19428|CAD7011323.1|CCAP	LOC120444484|XP_039480098.1|DSAN
OG0004436	CCAP1982_LOCUS21153|CAD7013075.1|CCAP, CCAP1982_LOCUS21152|CAD7013074.1|CCAP	LOC120444428|XP_039480001.1|DSAN
OG0004437	CCAP1982_LOCUS21158|CAD7013081.1|CCAP	LOC120446647|XP_039483652.1|DSAN
OG0004438	CCAP1982_LOCUS20396|CAD7012300.1|CCAP	LOC120445374|XP_039481690.1|DSAN
OG0004439	CCAP1982_LOCUS20273|CAD7012171.1|CCAP, CCAP1982_LOCUS20274|CAD7012172.1|CCAP	LOC120444343|XP_039479850.1|DSAN
OG0004440	CCAP1982_LOCUS23019|CAD7015063.1|CCAP	LOC120446040|XP_039482737.1|DSAN
OG0004442	CCAP1982_LOCUS10050|CAD7001556.1|CCAP	LOC120445109|XP_039481187.1|DSAN
OG0004443	CCAP1982_LOCUS13307|CAD7004924.1|CCAP	LOC120449146|XP_039487415.1|DSAN
OG0004444	CCAP1982_LOCUS19916|CAD7011806.1|CCAP	LOC120446858|XP_039483991.1|DSAN
OG0004445	CCAP1982_LOCUS20499|CAD7012413.1|CCAP	LOC120444527|XP_039480208.1|DSAN
OG0004446	CCAP1982_LOCUS3652|CAD6994918.1|CCAP	LOC120453824|XP_039494643.1|DSAN
OG0004447	CCAP1982_LOCUS14437|CAD7006105.1|CCAP	LOC120451663|XP_039491472.1|DSAN
OG0004449	CCAP1982_LOCUS14678|CAD7006356.1|CCAP	LOC120450254|XP_039489075.1|DSAN
OG0004450	CCAP1982_LOCUS20032|CAD7011920.1|CCAP	LOC120446807|XP_039483903.1|DSAN
OG0004451	CCAP1982_LOCUS20147|CAD7012045.1|CCAP	LOC120445931|XP_039482526.1|DSAN
OG0004452	CCAP1982_LOCUS20150|CAD7012048.1|CCAP	LOC120446533|XP_039483480.1|DSAN
OG0004453	CCAP1982_LOCUS19680|CAD7011591.1|CCAP	LOC120447001|XP_039484239.1|DSAN
OG0004454	CCAP1982_LOCUS5157|CAD6996488.1|CCAP	LOC120451202|XP_039490588.1|DSAN
OG0004457	CCAP1982_LOCUS13442|CAD7005078.1|CCAP	LOC120448627|XP_039486678.1|DSAN
OG0004458	CCAP1982_LOCUS14001|CAD7005643.1|CCAP, CCAP1982_LOCUS14004|CAD7005646.1|CCAP	LOC120449300|XP_039487625.1|DSAN
OG0004459	CCAP1982_LOCUS13690|CAD7005330.1|CCAP	LOC120450212|XP_039489017.1|DSAN
OG0004460	CCAP1982_LOCUS12030|CAD7003581.1|CCAP	LOC120450256|XP_039489080.1|DSAN
OG0004461	CCAP1982_LOCUS13905|CAD7005545.1|CCAP	LOC120449017|XP_039487228.1|DSAN
OG0004462	CCAP1982_LOCUS13571|CAD7005211.1|CCAP	LOC120449443|XP_039487850.1|DSAN
OG0004463	CCAP1982_LOCUS13756|CAD7005396.1|CCAP	LOC120448733|XP_039486842.1|DSAN
OG0004465	CCAP1982_LOCUS1606|CAD6992765.1|CCAP	LOC120448344|XP_039486240.1|DSAN
OG0004466	CCAP1982_LOCUS14570|CAD7006244.1|CCAP	LOC120449759|XP_039488329.1|DSAN
OG0004467	CCAP1982_LOCUS13984|CAD7005626.1|CCAP	LOC120448856|XP_039486997.1|DSAN
OG0004468	CCAP1982_LOCUS13983|CAD7005625.1|CCAP	LOC120448855|XP_039486996.1|DSAN
OG0004469	CCAP1982_LOCUS13398|CAD7005026.1|CCAP	LOC120449190|XP_039487478.1|DSAN
OG0004470	CCAP1982_LOCUS8253|CAD6999727.1|CCAP	LOC120445247|XP_039481455.1|DSAN
OG0004471	CCAP1982_LOCUS3738|CAD6995007.1|CCAP	LOC120451612|XP_039491386.1|DSAN
OG0004472	CCAP1982_LOCUS20359|CAD7012263.1|CCAP	LOC120458210|XP_039501721.1|DSAN
OG0004473	CCAP1982_LOCUS21035|CAD7012939.1|CCAP	LOC120445983|XP_039482649.1|DSAN
OG0004474	CCAP1982_LOCUS21033|CAD7012937.1|CCAP	LOC120445982|XP_039482648.1|DSAN
OG0004475	CCAP1982_LOCUS19402|CAD7011295.1|CCAP	LOC120454672|XP_039496122.1|DSAN
OG0004477	CCAP1982_LOCUS20802|CAD7012695.1|CCAP	LOC120448079|XP_039485789.1|DSAN
OG0004478	CCAP1982_LOCUS19606|CAD7011516.1|CCAP	LOC120444922|XP_039480853.1|DSAN
OG0004479	CCAP1982_LOCUS20506|CAD7012422.1|CCAP	LOC120445418|XP_039481768.1|DSAN
OG0004481	CCAP1982_LOCUS7208|CAD6998637.1|CCAP	LOC120447004|XP_039484244.1|DSAN
OG0004482	CCAP1982_LOCUS1748|CAD6992915.1|CCAP, CCAP1982_LOCUS1747|CAD6992914.1|CCAP	LOC120453406|XP_039494030.1|DSAN
OG0004483	CCAP1982_LOCUS20502|CAD7012416.1|CCAP	LOC120444800|XP_039480681.1|DSAN
OG0004484	CCAP1982_LOCUS4678|CAD6995967.1|CCAP	LOC120452391|XP_039492540.1|DSAN
OG0004487	CCAP1982_LOCUS11505|CAD7003042.1|CCAP	LOC120450348|XP_039489257.1|DSAN
OG0004488	CCAP1982_LOCUS22292|CAD7014290.1|CCAP, CCAP1982_LOCUS22291|CAD7014289.1|CCAP	LOC120443738|XP_039478927.1|DSAN
OG0004490	CCAP1982_LOCUS21583|CAD7013523.1|CCAP	LOC120445705|XP_039482199.1|DSAN
OG0004491	CCAP1982_LOCUS6120|CAD6997478.1|CCAP, CCAP1982_LOCUS6124|CAD6997482.1|CCAP, CCAP1982_LOCUS6122|CAD6997480.1|CCAP, CCAP1982_LOCUS6123|CAD6997481.1|CCAP, CCAP1982_LOCUS6121|CAD6997479.1|CCAP	LOC120458011|XP_039501443.1|DSAN
OG0004492	CCAP1982_LOCUS13562|CAD7005202.1|CCAP	LOC120447521|XP_039484886.1|DSAN
OG0004494	CCAP1982_LOCUS282|CAD6991352.1|CCAP	LOC120452196|XP_039492245.1|DSAN
OG0004495	CCAP1982_LOCUS3895|CAD6995174.1|CCAP, CCAP1982_LOCUS3894|CAD6995173.1|CCAP, CCAP1982_LOCUS3896|CAD6995175.1|CCAP	LOC120453853|XP_039494690.1|DSAN
OG0004497	CCAP1982_LOCUS23058|CAD7015105.1|CCAP, CCAP1982_LOCUS23059|CAD7015106.1|CCAP	LOC120446497|XP_039483439.1|DSAN
OG0004504	CCAP1982_LOCUS4126|CAD6995408.1|CCAP	LOC120448526|XP_039486498.1|DSAN
OG0004505	CCAP1982_LOCUS1442|CAD6992593.1|CCAP	LOC120452806|XP_039493140.1|DSAN
OG0004506	CCAP1982_LOCUS3919|CAD6995200.1|CCAP	LOC120451309|XP_039490812.1|DSAN
OG0004507	CCAP1982_LOCUS1261|CAD6992397.1|CCAP	LOC120452390|XP_039492539.1|DSAN
OG0004508	CCAP1982_LOCUS3637|CAD6994902.1|CCAP, CCAP1982_LOCUS3634|CAD6994899.1|CCAP	LOC120453042|XP_039493496.1|DSAN
OG0004511	CCAP1982_LOCUS2442|CAD6993632.1|CCAP	LOC120451761|XP_039491623.1|DSAN
OG0004512	CCAP1982_LOCUS9854|CAD7001356.1|CCAP	LOC120454905|XP_039496515.1|DSAN
OG0004513	CCAP1982_LOCUS9560|CAD7001088.1|CCAP	LOC120454842|XP_039496268.1|DSAN
OG0004514	CCAP1982_LOCUS10096|CAD7001602.1|CCAP	LOC120454924|XP_039496611.1|DSAN
OG0004519	CCAP1982_LOCUS36|CAD6991088.1|CCAP	LOC120453516|XP_039494198.1|DSAN
OG0004523	CCAP1982_LOCUS3346|CAD6994609.1|CCAP	LOC120450975|XP_039490201.1|DSAN
OG0004531	CCAP1982_LOCUS2148|CAD6993332.1|CCAP	LOC120452568|XP_039492784.1|DSAN
OG0004535	CCAP1982_LOCUS13345|CAD7004967.1|CCAP	LOC120450230|XP_039489042.1|DSAN
OG0004538	CCAP1982_LOCUS21889|CAD7013872.1|CCAP	LOC120445429|XP_039481790.1|DSAN
OG0004539	CCAP1982_LOCUS3115|CAD6994361.1|CCAP	LOC120452833|XP_039493192.1|DSAN
OG0004541	CCAP1982_LOCUS21023|CAD7012926.1|CCAP	LOC120444347|XP_039479858.1|DSAN
OG0004545	CCAP1982_LOCUS3186|CAD6994435.1|CCAP	LOC120454681|XP_039496131.1|DSAN
OG0004546	CCAP1982_LOCUS22253|CAD7014250.1|CCAP	LOC120444827|XP_039480717.1|DSAN
OG0004550	CCAP1982_LOCUS5352|CAD6996668.1|CCAP	LOC120456184|XP_039498792.1|DSAN
OG0004553	CCAP1982_LOCUS11235|CAD7002761.1|CCAP	LOC120447613|XP_039485021.1|DSAN
OG0004556	CCAP1982_LOCUS9255|CAD7000780.1|CCAP	LOC120455045|XP_039496827.1|DSAN
OG0004559	CCAP1982_LOCUS3867|CAD6995146.1|CCAP	LOC120453083|XP_039493544.1|DSAN
OG0004560	CCAP1982_LOCUS4128|CAD6995411.1|CCAP	LOC120457867|XP_039501325.1|DSAN
OG0004561	CCAP1982_LOCUS2043|CAD6993224.1|CCAP	LOC120453619|XP_039494332.1|DSAN
OG0004562	CCAP1982_LOCUS776|CAD6991885.1|CCAP	LOC120453632|XP_039494357.1|DSAN
OG0004563	CCAP1982_LOCUS4917|CAD6996232.1|CCAP	LOC120454587|XP_039495969.1|DSAN
OG0004564	CCAP1982_LOCUS102|CAD6991162.1|CCAP	LOC120452204|XP_039492258.1|DSAN
OG0004565	CCAP1982_LOCUS1797|CAD6992965.1|CCAP	LOC120454097|XP_039495041.1|DSAN
OG0004569	CCAP1982_LOCUS1664|CAD6992826.1|CCAP	LOC120451155|XP_039490520.1|DSAN
OG0004570	CCAP1982_LOCUS21554|CAD7013494.1|CCAP	LOC120444313|XP_039479790.1|DSAN
OG0004573	CCAP1982_LOCUS3394|CAD6994659.1|CCAP	LOC120451316|XP_039490819.1|DSAN
OG0004576	CCAP1982_LOCUS1658|CAD6992819.1|CCAP	LOC120451002|XP_039490248.1|DSAN
OG0004577	CCAP1982_LOCUS1199|CAD6992335.1|CCAP	LOC120453906|XP_039494771.1|DSAN
OG0004579	CCAP1982_LOCUS6923|CAD6998315.1|CCAP	LOC120451097|XP_039490470.1|DSAN
OG0004580	CCAP1982_LOCUS2352|CAD6993540.1|CCAP	LOC120454445|XP_039495681.1|DSAN
OG0004581	CCAP1982_LOCUS2223|CAD6993408.1|CCAP	LOC120454340|XP_039495485.1|DSAN
OG0004582	CCAP1982_LOCUS1771|CAD6992938.1|CCAP	LOC120452634|XP_039492878.1|DSAN
OG0004585	CCAP1982_LOCUS2137|CAD6993321.1|CCAP	LOC120452253|XP_039492315.1|DSAN
OG0004587	CCAP1982_LOCUS3339|CAD6994601.1|CCAP	LOC120451845|XP_039491755.1|DSAN
OG0004588	CCAP1982_LOCUS3344|CAD6994606.1|CCAP	LOC120452102|XP_039492112.1|DSAN
OG0004590	CCAP1982_LOCUS3189|CAD6994438.1|CCAP	LOC120453117|XP_039493590.1|DSAN
OG0004591	CCAP1982_LOCUS3193|CAD6994442.1|CCAP	LOC120451223|XP_039490640.1|DSAN
OG0004598	CCAP1982_LOCUS12410|CAD7003988.1|CCAP	LOC120449069|XP_039487301.1|DSAN
OG0004599	CCAP1982_LOCUS11923|CAD7003470.1|CCAP	LOC120455608|XP_039497926.1|DSAN
OG0004606	CCAP1982_LOCUS91|CAD6991150.1|CCAP	LOC120451771|XP_039491635.1|DSAN
OG0004610	CCAP1982_LOCUS1859|CAD6993023.1|CCAP	LOC120452931|XP_039493336.1|DSAN
OG0004611	CCAP1982_LOCUS1128|CAD6992259.1|CCAP	LOC120451963|XP_039491921.1|DSAN
OG0004612	CCAP1982_LOCUS1129|CAD6992262.1|CCAP	LOC120453018|XP_039493469.1|DSAN
OG0004613	CCAP1982_LOCUS2221|CAD6993406.1|CCAP	LOC120454343|XP_039495489.1|DSAN
OG0004617	CCAP1982_LOCUS8004|CAD6999480.1|CCAP	LOC120445843|XP_039482406.1|DSAN
OG0004618	CCAP1982_LOCUS31|CAD6991083.1|CCAP	LOC120454691|XP_039496157.1|DSAN
OG0004619	CCAP1982_LOCUS1835|CAD6993000.1|CCAP	LOC120451102|XP_039490442.1|DSAN
OG0004620	CCAP1982_LOCUS1046|CAD6992171.1|CCAP	LOC120454601|XP_039495992.1|DSAN
OG0004621	CCAP1982_LOCUS362|CAD6991436.1|CCAP	LOC120451640|XP_039491434.1|DSAN
OG0004622	CCAP1982_LOCUS1877|CAD6993045.1|CCAP	LOC120452616|XP_039492852.1|DSAN
OG0004623	CCAP1982_LOCUS1607|CAD6992766.1|CCAP	LOC120453461|XP_039494112.1|DSAN
OG0004627	CCAP1982_LOCUS12745|CAD7004326.1|CCAP	LOC120447455|XP_039484745.1|DSAN
OG0004629	CCAP1982_LOCUS1775|CAD6992942.1|CCAP	LOC120451356|XP_039490926.1|DSAN
OG0004630	CCAP1982_LOCUS2124|CAD6993307.1|CCAP	LOC120451608|XP_039491375.1|DSAN
OG0004631	CCAP1982_LOCUS2111|CAD6993296.1|CCAP	LOC120453095|XP_039493560.1|DSAN
OG0004632	CCAP1982_LOCUS2110|CAD6993295.1|CCAP	LOC120453091|XP_039493554.1|DSAN
OG0004633	CCAP1982_LOCUS1609|CAD6992768.1|CCAP	LOC120451772|XP_039491636.1|DSAN
OG0004634	CCAP1982_LOCUS1610|CAD6992769.1|CCAP	LOC120452686|XP_039492971.1|DSAN
OG0004639	CCAP1982_LOCUS3414|CAD6994679.1|CCAP	LOC120453889|XP_039494739.1|DSAN
OG0004640	CCAP1982_LOCUS3419|CAD6994684.1|CCAP	LOC120453818|XP_039494634.1|DSAN
OG0004643	CCAP1982_LOCUS4249|CAD6995538.1|CCAP	LOC120454105|XP_039495065.1|DSAN, LOC120454104|XP_039495061.1|DSAN
OG0004646	CCAP1982_LOCUS3651|CAD6994917.1|CCAP	LOC120453828|XP_039494656.1|DSAN
OG0004651	CCAP1982_LOCUS3048|CAD6994287.1|CCAP, CCAP1982_LOCUS3046|CAD6994285.1|CCAP	LOC120451792|XP_039491679.1|DSAN
OG0004652	CCAP1982_LOCUS2775|CAD6993993.1|CCAP	LOC120450794|XP_039489889.1|DSAN
OG0004653	CCAP1982_LOCUS14289|CAD7005951.1|CCAP	LOC120450461|XP_039489415.1|DSAN
OG0004654	CCAP1982_LOCUS6977|CAD6998377.1|CCAP	LOC120454933|XP_039496627.1|DSAN
OG0004655	CCAP1982_LOCUS3443|CAD6994710.1|CCAP	LOC120452529|XP_039492727.1|DSAN
OG0004657	CCAP1982_LOCUS68|CAD6991123.1|CCAP, CCAP1982_LOCUS67|CAD6991122.1|CCAP	LOC120453758|XP_039494525.1|DSAN
OG0004658	CCAP1982_LOCUS3655|CAD6994922.1|CCAP	LOC120453307|XP_039493896.1|DSAN
OG0004659	CCAP1982_LOCUS4005|CAD6995286.1|CCAP	LOC120452219|XP_039492279.1|DSAN
OG0004660	CCAP1982_LOCUS3701|CAD6994970.1|CCAP	LOC120454679|XP_039496128.1|DSAN
OG0004661	CCAP1982_LOCUS3041|CAD6994280.1|CCAP	LOC120452256|XP_039492319.1|DSAN
OG0004666	CCAP1982_LOCUS1731|CAD6992896.1|CCAP	LOC120450919|XP_039490117.1|DSAN
OG0004670	CCAP1982_LOCUS90|CAD6991148.1|CCAP	LOC120452577|XP_039492794.1|DSAN
OG0004671	CCAP1982_LOCUS2509|CAD6993703.1|CCAP	LOC120452702|XP_039492992.1|DSAN
OG0004672	CCAP1982_LOCUS2039|CAD6993220.1|CCAP	LOC120451703|XP_039491534.1|DSAN
OG0004673	CCAP1982_LOCUS5124|CAD6996452.1|CCAP	LOC120451291|XP_039490776.1|DSAN
OG0004674	CCAP1982_LOCUS2397|CAD6993586.1|CCAP	LOC120453015|XP_039493465.1|DSAN
OG0004675	CCAP1982_LOCUS2401|CAD6993591.1|CCAP	LOC120451094|XP_039490433.1|DSAN
OG0004676	CCAP1982_LOCUS3368|CAD6994633.1|CCAP	LOC120451763|XP_039491625.1|DSAN
OG0004677	CCAP1982_LOCUS2684|CAD6993891.1|CCAP	LOC120452624|XP_039492864.1|DSAN
OG0004678	CCAP1982_LOCUS2683|CAD6993890.1|CCAP	LOC120451779|XP_039491656.1|DSAN
OG0004679	CCAP1982_LOCUS1367|CAD6992518.1|CCAP	LOC120451905|XP_039491848.1|DSAN
OG0004680	CCAP1982_LOCUS2560|CAD6993761.1|CCAP	LOC120452754|XP_039493066.1|DSAN
OG0004681	CCAP1982_LOCUS2511|CAD6993705.1|CCAP	LOC120451852|XP_039491777.1|DSAN
OG0004682	CCAP1982_LOCUS8207|CAD6999677.1|CCAP	LOC120450265|XP_039489097.1|DSAN
OG0004683	CCAP1982_LOCUS2421|CAD6993611.1|CCAP	LOC120452054|XP_039492052.1|DSAN
OG0004684	CCAP1982_LOCUS1441|CAD6992592.1|CCAP	LOC120451371|XP_039490955.1|DSAN
OG0004685	CCAP1982_LOCUS2531|CAD6993733.1|CCAP	LOC120451099|XP_039490437.1|DSAN
OG0004686	CCAP1982_LOCUS2334|CAD6993521.1|CCAP	LOC120453335|XP_039493935.1|DSAN
OG0004687	CCAP1982_LOCUS2485|CAD6993679.1|CCAP, CCAP1982_LOCUS2483|CAD6993677.1|CCAP	LOC120453543|XP_039494229.1|DSAN
OG0004688	CCAP1982_LOCUS4260|CAD6995549.1|CCAP	LOC120453796|XP_039494604.1|DSAN
OG0004689	CCAP1982_LOCUS1804|CAD6992973.1|CCAP, CCAP1982_LOCUS1803|CAD6992972.1|CCAP	LOC120454538|XP_039495849.1|DSAN
OG0004690	CCAP1982_LOCUS3063|CAD6994302.1|CCAP	LOC120454457|XP_039495703.1|DSAN
OG0004691	CCAP1982_LOCUS1485|CAD6992639.1|CCAP	LOC120454557|XP_039495882.1|DSAN
OG0004692	CCAP1982_LOCUS1323|CAD6992467.1|CCAP	LOC120453950|XP_039494829.1|DSAN
OG0004693	CCAP1982_LOCUS1315|CAD6992459.1|CCAP	LOC120452350|XP_039492456.1|DSAN
OG0004694	CCAP1982_LOCUS11231|CAD7002757.1|CCAP	LOC120452463|XP_039492628.1|DSAN
OG0004695	CCAP1982_LOCUS2714|CAD6993926.1|CCAP	LOC120451322|XP_039490828.1|DSAN
OG0004696	CCAP1982_LOCUS1433|CAD6992584.1|CCAP	LOC120453521|XP_039494202.1|DSAN
OG0004699	CCAP1982_LOCUS1048|CAD6992173.1|CCAP	LOC120450991|XP_039490228.1|DSAN
OG0004700	CCAP1982_LOCUS1605|CAD6992764.1|CCAP	LOC120452330|XP_039492423.1|DSAN
OG0004701	CCAP1982_LOCUS79|CAD6991137.1|CCAP	LOC120452532|XP_039492730.1|DSAN
OG0004702	CCAP1982_LOCUS1065|CAD6992193.1|CCAP	LOC120450773|XP_039489863.1|DSAN
OG0004703	CCAP1982_LOCUS1899|CAD6993070.1|CCAP	LOC120453280|XP_039493840.1|DSAN
OG0004704	CCAP1982_LOCUS3255|CAD6994511.1|CCAP	LOC120451146|XP_039490507.1|DSAN
OG0004705	CCAP1982_LOCUS2784|CAD6994004.1|CCAP	LOC120450852|XP_039489998.1|DSAN
OG0004706	CCAP1982_LOCUS13037|CAD7004642.1|CCAP	LOC120450076|XP_039488796.1|DSAN
OG0004707	CCAP1982_LOCUS450|CAD6991532.1|CCAP	LOC120444039|XP_039479478.1|DSAN
OG0004708	CCAP1982_LOCUS4356|CAD6995649.1|CCAP	LOC120450758|XP_039489830.1|DSAN
OG0004709	CCAP1982_LOCUS2905|CAD6994139.1|CCAP	LOC120453224|XP_039493752.1|DSAN
OG0004710	CCAP1982_LOCUS2356|CAD6993544.1|CCAP, CCAP1982_LOCUS2357|CAD6993545.1|CCAP	LOC120452197|XP_039492249.1|DSAN
OG0004711	CCAP1982_LOCUS2993|CAD6994231.1|CCAP, CCAP1982_LOCUS2996|CAD6994234.1|CCAP	LOC120454590|XP_039495975.1|DSAN
OG0004712	CCAP1982_LOCUS1916|CAD6993089.1|CCAP	LOC120454595|XP_039495981.1|DSAN
OG0004713	CCAP1982_LOCUS2675|CAD6993881.1|CCAP, CCAP1982_LOCUS2674|CAD6993880.1|CCAP	LOC120454360|XP_039495516.1|DSAN
OG0004715	CCAP1982_LOCUS6555|CAD6997938.1|CCAP	LOC120458826|XP_039502580.1|DSAN
OG0004716	CCAP1982_LOCUS2689|CAD6993896.1|CCAP	LOC120454375|XP_039495545.1|DSAN
OG0004718	CCAP1982_LOCUS6927|CAD6998322.1|CCAP	LOC120453449|XP_039494099.1|DSAN
OG0004719	CCAP1982_LOCUS1745|CAD6992912.1|CCAP	LOC120454630|XP_039496040.1|DSAN
OG0004720	CCAP1982_LOCUS1057|CAD6992185.1|CCAP	LOC120450771|XP_039489861.1|DSAN
OG0004721	CCAP1982_LOCUS2826|CAD6994052.1|CCAP	LOC120453418|XP_039494051.1|DSAN
OG0004722	CCAP1982_LOCUS1561|CAD6992716.1|CCAP, CCAP1982_LOCUS1565|CAD6992720.1|CCAP	LOC120452049|XP_039492046.1|DSAN
OG0004724	CCAP1982_LOCUS3078|CAD6994321.1|CCAP	LOC120453184|XP_039493681.1|DSAN
OG0004725	CCAP1982_LOCUS3072|CAD6994315.1|CCAP	LOC120454702|XP_039496172.1|DSAN
OG0004726	CCAP1982_LOCUS2703|CAD6993911.1|CCAP	LOC120453240|XP_039493775.1|DSAN
OG0004727	CCAP1982_LOCUS3107|CAD6994353.1|CCAP	LOC120451685|XP_039491502.1|DSAN
OG0004728	CCAP1982_LOCUS3108|CAD6994354.1|CCAP	LOC120450793|XP_039489888.1|DSAN
OG0004730	CCAP1982_LOCUS6397|CAD6997767.1|CCAP	LOC120449255|XP_039487572.1|DSAN
OG0004731	CCAP1982_LOCUS3881|CAD6995160.1|CCAP, CCAP1982_LOCUS3880|CAD6995159.1|CCAP	LOC120451827|XP_039491735.1|DSAN
OG0004732	CCAP1982_LOCUS2464|CAD6993656.1|CCAP	LOC120453435|XP_039494076.1|DSAN
OG0004733	CCAP1982_LOCUS2465|CAD6993657.1|CCAP	LOC120451636|XP_039491428.1|DSAN
OG0004734	CCAP1982_LOCUS1255|CAD6992391.1|CCAP	LOC120452977|XP_039493407.1|DSAN
OG0004735	CCAP1982_LOCUS3670|CAD6994936.1|CCAP	LOC120452362|XP_039492474.1|DSAN
OG0004736	CCAP1982_LOCUS2214|CAD6993398.1|CCAP	LOC120454512|XP_039495803.1|DSAN
OG0004737	CCAP1982_LOCUS2780|CAD6993999.1|CCAP	LOC120452008|XP_039491979.1|DSAN
OG0004738	CCAP1982_LOCUS2778|CAD6993997.1|CCAP	LOC120451861|XP_039491794.1|DSAN
OG0004739	CCAP1982_LOCUS1824|CAD6992993.1|CCAP	LOC120453080|XP_039493541.1|DSAN
