Orthogroup	CCAP.longest_only	AEAL.longest_only
OG0002747	CCAP1982_LOCUS3038|CAD6994277.1|CCAP, CCAP1982_LOCUS3039|CAD6994278.1|CCAP	LOC109403240|XP_019531572.1|AEAL
OG0002748	CCAP1982_LOCUS7173|CAD6998597.1|CCAP	LOC109415823|XP_029734714.1|AEAL, LOC109402698|XP_029715804.1|AEAL
OG0002749	CCAP1982_LOCUS7226|CAD6998661.1|CCAP, CCAP1982_LOCUS7225|CAD6998660.1|CCAP	LOC115260177|XP_029716947.1|AEAL, LOC109423124|XP_019553579.2|AEAL
OG0002750	CCAP1982_LOCUS7145|CAD6998563.1|CCAP	LOC115269973|XP_029734686.1|AEAL, LOC115258363|XP_029714307.1|AEAL, LOC109425694|XP_029715729.1|AEAL
OG0002751	CCAP1982_LOCUS7112|CAD6998525.1|CCAP	LOC115269485|XP_029734124.1|AEAL, LOC109422878|XP_029734683.1|AEAL
OG0002752	CCAP1982_LOCUS22004|CAD7013996.1|CCAP	LOC115253954|XP_029709893.1|AEAL, LOC109422266|XP_029708082.1|AEAL, LOC109401421|XP_019529522.2|AEAL
OG0002753	CCAP1982_LOCUS22972|CAD7015015.1|CCAP	LOC109430554|XP_019562173.2|AEAL
OG0002754	CCAP1982_LOCUS14937|CAD7006630.1|CCAP	LOC109422858|XP_029708317.1|AEAL, LOC109621286|XP_029708307.1|AEAL
OG0002755	CCAP1982_LOCUS7211|CAD6998641.1|CCAP	LOC109415872|XP_029712055.1|AEAL, LOC109622626|XP_029722438.1|AEAL
OG0002756	CCAP1982_LOCUS12148|CAD7003711.1|CCAP, CCAP1982_LOCUS12147|CAD7003710.1|CCAP	LOC109622615|XP_019932570.2|AEAL
OG0002757	CCAP1982_LOCUS11410|CAD7002945.1|CCAP, CCAP1982_LOCUS11413|CAD7002949.1|CCAP	LOC109416937|XP_029722454.1|AEAL, LOC109403764|XP_029722479.1|AEAL
OG0002758	CCAP1982_LOCUS23160|CAD7015212.1|CCAP	LOC109403791|XP_029722387.1|AEAL, LOC109406188|XP_029722417.1|AEAL, LOC115253699|XP_029722425.1|AEAL
OG0002759	CCAP1982_LOCUS23237|CAD7015290.1|CCAP, CCAP1982_LOCUS23244|CAD7015299.1|CCAP	LOC115263312|XP_029722422.1|AEAL, LOC109403785|XP_029722373.1|AEAL
OG0002760	CCAP1982_LOCUS22930|CAD7014970.1|CCAP	LOC115263053|XP_029721842.1|AEAL, LOC109403809|XP_029721844.1|AEAL, LOC115263303|XP_029722370.1|AEAL
OG0002761	CCAP1982_LOCUS22117|CAD7014111.1|CCAP	LOC109406426|XP_029722367.1|AEAL, LOC109403814|XP_029722260.1|AEAL, LOC115257269|XP_029712568.1|AEAL
OG0002762	CCAP1982_LOCUS21880|CAD7013862.1|CCAP	LOC109406379|XP_029722270.1|AEAL, LOC109403807|XP_029722358.1|AEAL
OG0002763	CCAP1982_LOCUS11371|CAD7002902.1|CCAP, CCAP1982_LOCUS11373|CAD7002904.1|CCAP	LOC109407424|XP_029722241.1|AEAL, LOC115263285|XP_029722279.1|AEAL, LOC109416374|XP_029722335.1|AEAL
OG0002764	CCAP1982_LOCUS11365|CAD7002896.1|CCAP, CCAP1982_LOCUS8432|CAD6999921.1|CCAP	LOC109416338|XP_029722247.1|AEAL, LOC109407418|XP_029722288.1|AEAL, LOC115263294|XP_029722322.1|AEAL
OG0002765	CCAP1982_LOCUS23069|CAD7015117.1|CCAP	LOC109407417|XP_029722293.1|AEAL, LOC109416326|XP_019545909.2|AEAL
OG0002766	CCAP1982_LOCUS23070|CAD7015120.1|CCAP	LOC109416315|XP_019545905.2|AEAL, LOC109407416|XP_019535986.2|AEAL, LOC115263114|XP_029721894.1|AEAL
OG0002767	CCAP1982_LOCUS23345|CAD7015402.1|CCAP	LOC115253630|XP_029722305.1|AEAL, LOC109407409|XP_029722227.1|AEAL, LOC109416225|XP_029722232.1|AEAL
OG0002768	CCAP1982_LOCUS20517|CAD7012434.1|CCAP	LOC115253604|XP_029722118.1|AEAL, LOC109430789|XP_029722080.1|AEAL, LOC109419423|XP_029722076.1|AEAL
OG0002769	CCAP1982_LOCUS22749|CAD7014778.1|CCAP	LOC115263210|XP_029722055.1|AEAL, LOC115263217|XP_029722067.1|AEAL, LOC109430818|XP_019562447.2|AEAL
OG0002770	CCAP1982_LOCUS22012|CAD7014005.1|CCAP	LOC115263220|XP_029722071.1|AEAL, LOC109430824|XP_029722050.1|AEAL, LOC115263208|XP_029722052.1|AEAL
OG0002771	CCAP1982_LOCUS12079|CAD7003640.1|CCAP	LOC109430837|XP_029722002.1|AEAL, LOC115263213|XP_029722058.1|AEAL, LOC115263194|XP_029722007.1|AEAL
OG0002772	CCAP1982_LOCUS12087|CAD7003649.1|CCAP, CCAP1982_LOCUS12088|CAD7003650.1|CCAP, CCAP1982_LOCUS12086|CAD7003648.1|CCAP	LOC109430918|XP_019562571.2|AEAL
OG0002773	CCAP1982_LOCUS21164|CAD7013090.1|CCAP	LOC109430947|XP_019562608.2|AEAL, LOC115263162|XP_029721948.1|AEAL
OG0002774	CCAP1982_LOCUS22869|CAD7014905.1|CCAP	LOC109431742|XP_019563558.2|AEAL
OG0002775	CCAP1982_LOCUS12020|CAD7003571.1|CCAP, CCAP1982_LOCUS12022|CAD7003573.1|CCAP	LOC115267481|XP_029730351.1|AEAL, LOC109398056|XP_029730439.1|AEAL, LOC109431693|XP_029730336.1|AEAL
OG0002776	CCAP1982_LOCUS13205|CAD7004816.1|CCAP, CCAP1982_LOCUS13191|CAD7004802.1|CCAP	LOC109431665|XP_019563457.2|AEAL, LOC109397992|XP_029730348.1|AEAL, LOC115253522|XP_029730338.1|AEAL
OG0002777	CCAP1982_LOCUS11747|CAD7003285.1|CCAP	LOC109398072|XP_029730599.1|AEAL, LOC115254188|XP_029730626.1|AEAL, LOC109431710|XP_019563522.1|AEAL
OG0002778	CCAP1982_LOCUS11750|CAD7003288.1|CCAP	LOC115267612|XP_029730601.1|AEAL, LOC109398026|XP_029730597.1|AEAL, LOC109431685|XP_029730622.1|AEAL
OG0002779	CCAP1982_LOCUS10910|CAD7002419.1|CCAP	LOC109426083|XP_029718106.1|AEAL, LOC115267604|XP_029730582.1|AEAL, LOC109397993|XP_029730608.1|AEAL
OG0002780	CCAP1982_LOCUS387|CAD6991462.1|CCAP	LOC109409539|XP_019538522.2|AEAL, LOC109426403|XP_029730532.1|AEAL, LOC109398022|XP_029730558.1|AEAL
OG0002781	CCAP1982_LOCUS22358|CAD7014361.1|CCAP	LOC109399530|XP_019527527.1|AEAL, LOC115267594|XP_029730547.1|AEAL
OG0002783	CCAP1982_LOCUS11757|CAD7003296.1|CCAP	LOC115270354|XP_029735714.1|AEAL, LOC109399472|XP_029714086.1|AEAL
OG0002784	CCAP1982_LOCUS22235|CAD7014232.1|CCAP	LOC115270355|XP_029735730.1|AEAL, LOC109399487|XP_019527478.2|AEAL
OG0002785	CCAP1982_LOCUS12845|CAD7004438.1|CCAP, CCAP1982_LOCUS12859|CAD7004453.1|CCAP	LOC109403121|XP_029735760.1|AEAL
OG0002786	CCAP1982_LOCUS12406|CAD7003983.1|CCAP	LOC109403124|XP_019531407.1|AEAL, LOC109404336|XP_029735763.1|AEAL, LOC115270339|XP_029735660.1|AEAL
OG0002787	CCAP1982_LOCUS10813|CAD7002323.1|CCAP	LOC109403046|XP_029718184.1|AEAL, LOC115270342|XP_029735679.1|AEAL, LOC109404271|XP_029735770.1|AEAL, LOC115270343|XP_029735681.1|AEAL
OG0002788	CCAP1982_LOCUS10814|CAD7002324.1|CCAP	LOC109403079|XP_029734449.1|AEAL, LOC115269783|XP_029734452.1|AEAL, LOC109404270|XP_029718187.1|AEAL, LOC115254258|XP_029735690.1|AEAL
OG0002789	CCAP1982_LOCUS10817|CAD7002328.1|CCAP	LOC109404267|XP_029735772.1|AEAL, LOC115270346|XP_029735692.1|AEAL, LOC109403036|XP_029718183.1|AEAL
OG0002790	CCAP1982_LOCUS11050|CAD7002562.1|CCAP	LOC109417190|XP_019546862.2|AEAL
OG0002791	CCAP1982_LOCUS14576|CAD7006250.1|CCAP	LOC115270351|XP_029735702.1|AEAL, LOC109408677|XP_029735813.1|AEAL
OG0002792	CCAP1982_LOCUS23109|CAD7015159.1|CCAP, CCAP1982_LOCUS23111|CAD7015161.1|CCAP	LOC109403054|XP_019531330.1|AEAL, LOC109408674|XP_029735817.1|AEAL
OG0002793	CCAP1982_LOCUS10963|CAD7002474.1|CCAP	LOC115259977|XP_029716632.1|AEAL, LOC115257234|XP_029712531.1|AEAL, LOC109412495|XP_019541658.2|AEAL, LOC109420798|XP_019550788.2|AEAL
OG0002794	CCAP1982_LOCUS13248|CAD7004863.1|CCAP, CCAP1982_LOCUS13246|CAD7004861.1|CCAP, CCAP1982_LOCUS13247|CAD7004862.1|CCAP	LOC109412498|XP_029713798.1|AEAL, LOC109420802|XP_029735870.1|AEAL
OG0002795	CCAP1982_LOCUS12647|CAD7004228.1|CCAP	LOC109420808|XP_029735875.1|AEAL, LOC115257976|XP_029713792.1|AEAL, LOC109412506|XP_029713797.1|AEAL, LOC115257978|XP_029713807.1|AEAL
OG0002796	CCAP1982_LOCUS11909|CAD7003455.1|CCAP	LOC109420841|XP_019550856.1|AEAL, LOC109412536|XP_019541714.2|AEAL
OG0002797	CCAP1982_LOCUS11048|CAD7002560.1|CCAP	LOC109424301|XP_029723067.1|AEAL, LOC115254238|XP_029734444.1|AEAL, LOC109428671|XP_019560029.1|AEAL, LOC115269797|XP_029734457.1|AEAL
OG0002799	CCAP1982_LOCUS10972|CAD7002483.1|CCAP	LOC115259304|XP_029715701.1|AEAL, LOC109424276|XP_029722599.1|AEAL, LOC115270170|XP_029735269.1|AEAL, LOC109428705|XP_029735597.1|AEAL
OG0002800	CCAP1982_LOCUS12409|CAD7003987.1|CCAP	LOC109423868|XP_029735305.1|AEAL, LOC109408571|XP_029734510.1|AEAL
OG0002801	CCAP1982_LOCUS7230|CAD6998667.1|CCAP	LOC115269862|XP_029734511.1|AEAL, LOC109423859|XP_029735302.1|AEAL
OG0002802	CCAP1982_LOCUS7169|CAD6998591.1|CCAP	LOC115269725|XP_029734413.1|AEAL, LOC115270208|XP_029735323.1|AEAL, LOC115270190|XP_029735295.1|AEAL, LOC109423852|XP_029735320.1|AEAL
OG0002803	CCAP1982_LOCUS8805|CAD7000322.1|CCAP	LOC115254254|XP_029735324.1|AEAL, LOC109423851|XP_029735321.1|AEAL, LOC109408591|XP_019537460.2|AEAL, LOC115270189|XP_029735294.1|AEAL
OG0002804	CCAP1982_LOCUS20414|CAD7012320.1|CCAP	LOC115270186|XP_029735289.1|AEAL, LOC109430676|XP_029735326.1|AEAL, LOC115270212|XP_029735329.1|AEAL
OG0002805	CCAP1982_LOCUS21135|CAD7013054.1|CCAP	LOC109430677|XP_029735330.1|AEAL, LOC115270210|XP_029735327.1|AEAL, LOC115270187|XP_029735290.1|AEAL
OG0002806	CCAP1982_LOCUS13570|CAD7005210.1|CCAP	LOC109430674|XP_019562300.1|AEAL, LOC115270236|XP_029735362.1|AEAL
OG0002807	CCAP1982_LOCUS7089|CAD6998498.1|CCAP	LOC109430646|XP_029735441.1|AEAL
OG0002808	CCAP1982_LOCUS7172|CAD6998594.1|CCAP	LOC115270274|XP_029735412.1|AEAL, LOC115270265|XP_029735394.1|AEAL, LOC109423799|XP_029735444.1|AEAL
OG0002809	CCAP1982_LOCUS11209|CAD7002734.1|CCAP	LOC109430574|XP_019562189.1|AEAL, LOC115254086|XP_029719591.1|AEAL, LOC109423796|XP_019554374.1|AEAL
OG0002810	CCAP1982_LOCUS12597|CAD7004177.1|CCAP	LOC109430601|XP_029735473.1|AEAL, LOC115270297|XP_029735524.1|AEAL, LOC115258366|XP_029714314.1|AEAL
OG0002811	CCAP1982_LOCUS14452|CAD7006120.1|CCAP	LOC115270301|XP_029735529.1|AEAL, LOC109430600|XP_019562209.2|AEAL, LOC109423781|XP_019554346.2|AEAL, LOC115270300|XP_029735528.1|AEAL
OG0002812	CCAP1982_LOCUS21594|CAD7013535.1|CCAP	LOC109423779|XP_029735526.1|AEAL, LOC109430598|XP_029735481.1|AEAL, LOC115254242|XP_029734532.1|AEAL
OG0002813	CCAP1982_LOCUS23028|CAD7015072.1|CCAP, CCAP1982_LOCUS23027|CAD7015071.1|CCAP	LOC109414254|XP_029735557.1|AEAL, LOC109423748|XP_029735574.1|AEAL, LOC115270317|XP_029735586.1|AEAL
OG0002814	CCAP1982_LOCUS21650|CAD7013596.1|CCAP	LOC109423743|XP_029735558.1|AEAL, LOC109414250|XP_029725194.1|AEAL, LOC115270308|XP_029735560.1|AEAL
OG0002815	CCAP1982_LOCUS21892|CAD7013877.1|CCAP	LOC109414230|XP_019543581.2|AEAL
OG0002817	CCAP1982_LOCUS22191|CAD7014185.1|CCAP	LOC109411117|XP_029728699.1|AEAL, LOC109408178|XP_029729037.1|AEAL
OG0002818	CCAP1982_LOCUS23065|CAD7015112.1|CCAP	LOC109408179|XP_019536966.2|AEAL
OG0002819	CCAP1982_LOCUS11846|CAD7003388.1|CCAP	LOC115266681|XP_029729064.1|AEAL, LOC109411163|XP_029728839.1|AEAL, LOC109408249|XP_029728758.1|AEAL
OG0002820	CCAP1982_LOCUS11842|CAD7003383.1|CCAP	LOC109408189|XP_019536974.1|AEAL, LOC109411126|XP_019540125.1|AEAL, LOC115266580|XP_029728831.1|AEAL
OG0002821	CCAP1982_LOCUS14448|CAD7006116.1|CCAP	LOC109408219|XP_029728874.1|AEAL, LOC109411157|XP_029728795.1|AEAL, LOC115266592|XP_029728883.1|AEAL
OG0002822	CCAP1982_LOCUS22879|CAD7014915.1|CCAP	LOC109408911|XP_019537840.1|AEAL, LOC109418470|XP_019548226.2|AEAL
OG0002823	CCAP1982_LOCUS22713|CAD7014735.1|CCAP	LOC115266600|XP_029728907.1|AEAL, LOC109416685|XP_029728913.1|AEAL, LOC109416498|XP_029728899.1|AEAL
OG0002825	CCAP1982_LOCUS14322|CAD7005986.1|CCAP	LOC109414980|XP_019544371.2|AEAL, LOC109415140|XP_029728994.1|AEAL
OG0002826	CCAP1982_LOCUS23146|CAD7015196.1|CCAP	LOC115266616|XP_029728936.1|AEAL, LOC109414985|XP_029728956.1|AEAL
OG0002827	CCAP1982_LOCUS10058|CAD7001564.1|CCAP, CCAP1982_LOCUS10047|CAD7001553.1|CCAP	LOC115266611|XP_029728933.1|AEAL, LOC109415135|XP_029728965.1|AEAL
OG0002828	CCAP1982_LOCUS22171|CAD7014165.1|CCAP	LOC109414994|XP_029728969.1|AEAL, LOC109415128|XP_029728931.1|AEAL
OG0002829	CCAP1982_LOCUS22602|CAD7014611.1|CCAP	LOC109415102|XP_019544507.2|AEAL
OG0002830	CCAP1982_LOCUS22271|CAD7014268.1|CCAP, CCAP1982_LOCUS22269|CAD7014266.1|CCAP	LOC109622136|XP_029732841.1|AEAL
OG0002831	CCAP1982_LOCUS5583|CAD6996912.1|CCAP	LOC115261842|XP_029719611.1|AEAL, LOC109405564|XP_029719612.1|AEAL
OG0002832	CCAP1982_LOCUS6429|CAD6997805.1|CCAP, CCAP1982_LOCUS6428|CAD6997804.1|CCAP	LOC109403689|XP_019532063.2|AEAL, LOC115255896|XP_029709940.1|AEAL
OG0002833	CCAP1982_LOCUS22922|CAD7014960.1|CCAP, CCAP1982_LOCUS22921|CAD7014959.1|CCAP, CCAP1982_LOCUS22920|CAD7014958.1|CCAP	LOC109421957|XP_029709931.1|AEAL
OG0002834	CCAP1982_LOCUS20134|CAD7012030.1|CCAP	LOC109421564|XP_029728217.1|AEAL, LOC109407054|XP_019535624.1|AEAL
OG0002835	CCAP1982_LOCUS22906|CAD7014943.1|CCAP, CCAP1982_LOCUS22907|CAD7014944.1|CCAP	LOC115266319|XP_029728212.1|AEAL, LOC109414482|XP_029728234.1|AEAL
OG0002836	CCAP1982_LOCUS21374|CAD7013303.1|CCAP	LOC115253880|XP_029728180.1|AEAL, LOC109414469|XP_029728167.1|AEAL, LOC109621255|XP_029728258.1|AEAL
OG0002837	CCAP1982_LOCUS22684|CAD7014701.1|CCAP	LOC115253811|XP_029728166.1|AEAL, LOC109414464|XP_029728263.1|AEAL, LOC109622269|XP_029728185.1|AEAL
OG0002838	CCAP1982_LOCUS22889|CAD7014925.1|CCAP	LOC109414438|XP_019543800.1|AEAL, LOC109622253|XP_019932067.1|AEAL, LOC115253820|XP_029728116.1|AEAL
OG0002839	CCAP1982_LOCUS7175|CAD6998600.1|CCAP	LOC109414420|XP_029728309.1|AEAL, LOC109404734|XP_029719649.1|AEAL
OG0002840	CCAP1982_LOCUS5334|CAD6996650.1|CCAP	LOC109404738|XP_029728110.1|AEAL, LOC109414417|XP_019543767.2|AEAL
OG0002841	CCAP1982_LOCUS6720|CAD6998106.1|CCAP	LOC109427946|XP_019559148.2|AEAL, LOC109428264|XP_019559539.1|AEAL
OG0002842	CCAP1982_LOCUS5346|CAD6996662.1|CCAP, CCAP1982_LOCUS5345|CAD6996661.1|CCAP	LOC109428265|XP_029728326.1|AEAL, LOC109427947|XP_019559149.2|AEAL
OG0002843	CCAP1982_LOCUS3824|CAD6995101.1|CCAP, CCAP1982_LOCUS3825|CAD6995102.1|CCAP, CCAP1982_LOCUS7093|CAD6998503.1|CCAP	LOC115266348|XP_029728339.1|AEAL, LOC109428256|XP_029710139.1|AEAL
OG0002844	CCAP1982_LOCUS13979|CAD7005621.1|CCAP	LOC109427892|XP_029728405.1|AEAL, LOC115259358|XP_029715760.1|AEAL
OG0002845	CCAP1982_LOCUS8837|CAD7000355.1|CCAP, CCAP1982_LOCUS8838|CAD7000356.1|CCAP	LOC115258796|XP_029715079.1|AEAL, LOC109433265|XP_019565237.2|AEAL
OG0002846	CCAP1982_LOCUS22703|CAD7014725.1|CCAP	LOC109424293|XP_029715119.1|AEAL, LOC115258731|XP_029714956.1|AEAL
OG0002847	CCAP1982_LOCUS8841|CAD7000359.1|CCAP	LOC115261206|XP_029718410.1|AEAL, LOC109622893|XP_019932907.2|AEAL, LOC115258470|XP_029714447.1|AEAL, LOC115258542|XP_029714549.1|AEAL
OG0002848	CCAP1982_LOCUS7603|CAD6999056.1|CCAP	LOC109622891|XP_019932905.2|AEAL, LOC115258490|XP_029714468.1|AEAL, LOC115258536|XP_029714531.1|AEAL
OG0002849	CCAP1982_LOCUS6274|CAD6997640.1|CCAP	LOC109622885|XP_029714057.1|AEAL, LOC115258207|XP_029714142.1|AEAL
OG0002850	CCAP1982_LOCUS7860|CAD6999333.1|CCAP	LOC109622870|XP_029710339.1|AEAL, LOC115258081|XP_029713945.1|AEAL, LOC115257989|XP_029713836.1|AEAL
OG0002851	CCAP1982_LOCUS5376|CAD6996692.1|CCAP	LOC109407950|XP_029720688.1|AEAL, LOC109412014|XP_019541203.2|AEAL
OG0002852	CCAP1982_LOCUS22981|CAD7015024.1|CCAP	LOC115262433|XP_029720690.1|AEAL, LOC109412018|XP_029713439.1|AEAL
OG0002853	CCAP1982_LOCUS6550|CAD6997932.1|CCAP	LOC115257543|XP_029713135.1|AEAL, LOC109400990|XP_019529000.2|AEAL, LOC115257438|XP_029712886.1|AEAL
OG0002854	CCAP1982_LOCUS7291|CAD6998736.1|CCAP, CCAP1982_LOCUS7292|CAD6998737.1|CCAP, CCAP1982_LOCUS7298|CAD6998743.1|CCAP	LOC109401364|XP_029715942.1|AEAL, LOC109412362|XP_029712640.1|AEAL
OG0002855	CCAP1982_LOCUS5879|CAD6997245.1|CCAP, CCAP1982_LOCUS5877|CAD6997243.1|CCAP	LOC109432880|XP_029712350.1|AEAL, LOC115257171|XP_029712434.1|AEAL, LOC109401390|XP_029712365.1|AEAL
OG0002856	CCAP1982_LOCUS6412|CAD6997787.1|CCAP, CCAP1982_LOCUS6413|CAD6997788.1|CCAP	LOC109432889|XP_029711769.1|AEAL, LOC109401370|XP_029711911.1|AEAL
OG0002857	CCAP1982_LOCUS6421|CAD6997796.1|CCAP	LOC109401394|XP_029711809.1|AEAL, LOC109432890|XP_029712033.1|AEAL
OG0002858	CCAP1982_LOCUS7871|CAD6999344.1|CCAP, CCAP1982_LOCUS7872|CAD6999345.1|CCAP	LOC109433059|XP_019564984.2|AEAL
OG0002859	CCAP1982_LOCUS8495|CAD6999989.1|CCAP	LOC115256675|XP_029711439.1|AEAL, LOC109433100|XP_019565030.2|AEAL, LOC109411282|XP_019540353.2|AEAL
OG0002860	CCAP1982_LOCUS5499|CAD6996826.1|CCAP	LOC109420061|XP_019549910.2|AEAL
OG0002861	CCAP1982_LOCUS7907|CAD6999381.1|CCAP	LOC115257640|XP_029713332.1|AEAL, LOC109433076|XP_029711037.1|AEAL
OG0002862	CCAP1982_LOCUS9160|CAD7000686.1|CCAP, CCAP1982_LOCUS9159|CAD7000685.1|CCAP	LOC109420198|XP_029710451.1|AEAL, LOC109433126|XP_029711003.1|AEAL
OG0002863	CCAP1982_LOCUS6986|CAD6998386.1|CCAP	LOC109433137|XP_029710981.1|AEAL, LOC109420226|XP_019550109.2|AEAL
OG0002864	CCAP1982_LOCUS6991|CAD6998391.1|CCAP, CCAP1982_LOCUS6985|CAD6998385.1|CCAP	LOC109433118|XP_029710972.1|AEAL, LOC109420234|XP_029710399.1|AEAL
OG0002865	CCAP1982_LOCUS21518|CAD7013453.1|CCAP, CCAP1982_LOCUS21520|CAD7013455.1|CCAP	LOC109420437|XP_029710758.1|AEAL
OG0002866	CCAP1982_LOCUS12993|CAD7004598.1|CCAP	LOC115264950|XP_029725003.1|AEAL, LOC109621987|XP_019931744.2|AEAL
OG0002867	CCAP1982_LOCUS6532|CAD6997914.1|CCAP	LOC109621971|XP_019931729.2|AEAL, LOC109409006|XP_019537958.2|AEAL, LOC115264943|XP_029724971.1|AEAL
OG0002868	CCAP1982_LOCUS8249|CAD6999723.1|CCAP	LOC109415041|XP_029724956.1|AEAL, LOC109622588|XP_019932537.2|AEAL
OG0002869	CCAP1982_LOCUS8250|CAD6999724.1|CCAP	LOC109621948|XP_019931709.1|AEAL, LOC109404207|XP_029724913.1|AEAL
OG0002873	CCAP1982_LOCUS5476|CAD6996803.1|CCAP	LOC109400343|XP_019528385.2|AEAL, LOC115264993|XP_029725039.1|AEAL
OG0002874	CCAP1982_LOCUS5104|CAD6996431.1|CCAP	LOC109400308|XP_019528348.2|AEAL
OG0002875	CCAP1982_LOCUS5366|CAD6996682.1|CCAP	LOC109425088|XP_019555832.2|AEAL
OG0002877	CCAP1982_LOCUS8012|CAD6999488.1|CCAP	LOC109408149|XP_029715527.1|AEAL, LOC109408153|XP_029729436.1|AEAL
OG0002878	CCAP1982_LOCUS8267|CAD6999741.1|CCAP	LOC109408144|XP_029729418.1|AEAL
OG0002879	CCAP1982_LOCUS12743|CAD7004324.1|CCAP	LOC115254144|XP_029725154.1|AEAL, LOC109409340|XP_019538337.1|AEAL, LOC109419087|XP_029714753.1|AEAL
OG0002880	CCAP1982_LOCUS21202|CAD7013130.1|CCAP	LOC109419085|XP_029729397.1|AEAL, LOC109409337|XP_029725151.1|AEAL, LOC115253436|XP_029714750.1|AEAL
OG0002881	CCAP1982_LOCUS7006|CAD6998406.1|CCAP	LOC115266915|XP_029729396.1|AEAL, LOC109419088|XP_029725155.1|AEAL, LOC109409336|XP_029714435.1|AEAL
OG0002882	CCAP1982_LOCUS7426|CAD6998879.1|CCAP	LOC109419089|XP_019548844.1|AEAL, LOC109409335|XP_019538329.1|AEAL, LOC115258647|XP_029714814.1|AEAL
OG0002883	CCAP1982_LOCUS7003|CAD6998403.1|CCAP	LOC109419050|XP_019548805.1|AEAL, LOC115258638|XP_029714800.1|AEAL, LOC109409331|XP_029721648.1|AEAL, LOC115266914|XP_029729392.1|AEAL
OG0002884	CCAP1982_LOCUS8177|CAD6999647.1|CCAP	LOC109419101|XP_019548866.2|AEAL, LOC115258583|XP_029714679.1|AEAL, LOC109409324|XP_029714771.1|AEAL
OG0002885	CCAP1982_LOCUS12764|CAD7004348.1|CCAP	LOC109419103|XP_019548867.2|AEAL, LOC115254019|XP_029714909.1|AEAL, LOC109409323|XP_029721657.1|AEAL
OG0002886	CCAP1982_LOCUS7810|CAD6999281.1|CCAP	LOC109409314|XP_029715209.1|AEAL, LOC109419112|XP_019548878.1|AEAL
OG0002887	CCAP1982_LOCUS7809|CAD6999280.1|CCAP, CCAP1982_LOCUS7808|CAD6999279.1|CCAP	LOC109409315|XP_019538306.2|AEAL, LOC109419113|XP_019548879.1|AEAL
OG0002888	CCAP1982_LOCUS5490|CAD6996817.1|CCAP	LOC109419521|XP_029718141.1|AEAL, LOC115258653|XP_029714821.1|AEAL, LOC109409302|XP_019538290.1|AEAL
OG0002889	CCAP1982_LOCUS11448|CAD7002985.1|CCAP	LOC109419582|XP_019549348.2|AEAL
OG0002890	CCAP1982_LOCUS5477|CAD6996804.1|CCAP	LOC109409261|XP_019538224.2|AEAL
OG0002892	CCAP1982_LOCUS6783|CAD6998167.1|CCAP, CCAP1982_LOCUS6792|CAD6998176.1|CCAP	LOC109418311|XP_029715269.1|AEAL
OG0002893	CCAP1982_LOCUS8524|CAD7000019.1|CCAP	LOC109398630|XP_029715003.1|AEAL, LOC109418447|XP_029714625.1|AEAL, LOC115258940|XP_029715316.1|AEAL
OG0002894	CCAP1982_LOCUS12083|CAD7003643.1|CCAP	LOC109398637|XP_019526566.1|AEAL
OG0002895	CCAP1982_LOCUS7249|CAD6998691.1|CCAP	LOC109404911|XP_019533411.2|AEAL, LOC109398721|XP_029714912.1|AEAL, LOC115258727|XP_029714952.1|AEAL
OG0002896	CCAP1982_LOCUS5693|CAD6997035.1|CCAP	LOC109406841|XP_029715249.1|AEAL
OG0002897	CCAP1982_LOCUS6181|CAD6997542.1|CCAP	LOC109398715|XP_029708245.1|AEAL, LOC109406911|XP_029723170.1|AEAL
OG0002898	CCAP1982_LOCUS6665|CAD6998049.1|CCAP	LOC115253527|XP_029709880.1|AEAL, LOC109398723|XP_029708250.1|AEAL, LOC109406936|XP_029723177.1|AEAL
OG0002899	CCAP1982_LOCUS6684|CAD6998070.1|CCAP, CCAP1982_LOCUS6683|CAD6998069.1|CCAP	LOC115267643|XP_029730645.1|AEAL, LOC109398720|XP_029714832.1|AEAL
OG0002900	CCAP1982_LOCUS6677|CAD6998063.1|CCAP	LOC109407125|XP_029730648.1|AEAL, LOC115258478|XP_029714453.1|AEAL, LOC109405858|XP_029714715.1|AEAL
OG0002902	CCAP1982_LOCUS6781|CAD6998165.1|CCAP	LOC109407240|XP_019535790.2|AEAL, LOC109414307|XP_019543670.2|AEAL
OG0002904	CCAP1982_LOCUS14426|CAD7006094.1|CCAP, CCAP1982_LOCUS14427|CAD7006095.1|CCAP	LOC109414320|XP_029714689.1|AEAL, LOC109407250|XP_029714620.1|AEAL
OG0002905	CCAP1982_LOCUS5530|CAD6996854.1|CCAP	LOC109407256|XP_019535809.2|AEAL, LOC115254012|XP_029714509.1|AEAL, LOC109414327|XP_019543691.2|AEAL
OG0002906	CCAP1982_LOCUS5780|CAD6997135.1|CCAP	LOC115258735|XP_029714959.1|AEAL, LOC115258672|XP_029714853.1|AEAL, LOC109414329|XP_029714851.1|AEAL
OG0002907	CCAP1982_LOCUS5786|CAD6997141.1|CCAP, CCAP1982_LOCUS5785|CAD6997140.1|CCAP	LOC115253756|XP_029715116.1|AEAL, LOC109424213|XP_029715212.1|AEAL, LOC109414332|XP_029714980.1|AEAL
OG0002908	CCAP1982_LOCUS23331|CAD7015387.1|CCAP	LOC109412673|XP_029730686.1|AEAL, LOC109420919|XP_029720669.1|AEAL
