Orthogroup	CCAP.longest_only	DMEL.longest_only
OG0003250	CCAP1982_LOCUS3187|CAD6994436.1|CCAP	CG5382|NP_732721.1|DMEL
OG0003251	CCAP1982_LOCUS3066|CAD6994309.1|CCAP	Spag1|NP_651514.1|DMEL
OG0003252	CCAP1982_LOCUS3266|CAD6994522.1|CCAP	btn|NP_732768.1|DMEL
OG0003253	CCAP1982_LOCUS1197|CAD6992332.1|CCAP	CG5608|NP_650208.1|DMEL
OG0003255	CCAP1982_LOCUS1348|CAD6992496.1|CCAP	CG1750|NP_651857.2|DMEL
OG0003256	CCAP1982_LOCUS2665|CAD6993870.1|CCAP	bigmax|NP_651556.2|DMEL
OG0003261	CCAP1982_LOCUS1604|CAD6992763.1|CCAP	Syt14|NP_001262249.1|DMEL
OG0003262	CCAP1982_LOCUS3042|CAD6994281.1|CCAP	SF1|NP_524654.2|DMEL
OG0003265	CCAP1982_LOCUS5818|CAD6997176.1|CCAP	Orc5|NP_477132.1|DMEL
OG0003268	CCAP1982_LOCUS3199|CAD6994452.1|CCAP	CG33203|NP_001138119.2|DMEL
OG0003269	CCAP1982_LOCUS3196|CAD6994449.1|CCAP	CIA30|NP_651718.1|DMEL
OG0003270	CCAP1982_LOCUS14133|CAD7005784.1|CCAP	DCX-EMAP|NP_001261850.1|DMEL
OG0003271	CCAP1982_LOCUS9725|CAD7001227.1|CCAP	Eph|NP_524625.3|DMEL
OG0003273	CCAP1982_LOCUS21953|CAD7013944.1|CCAP	Ak6|NP_610797.1|DMEL
OG0003276	CCAP1982_LOCUS4571|CAD6995870.1|CCAP	CSN5|NP_477442.1|DMEL
OG0003278	CCAP1982_LOCUS230|CAD6991301.1|CCAP	Slu7|NP_651659.2|DMEL
OG0003280	CCAP1982_LOCUS1635|CAD6992796.1|CCAP, CCAP1982_LOCUS1645|CAD6992806.1|CCAP, CCAP1982_LOCUS1654|CAD6992815.1|CCAP	Poxm|NP_001036687.1|DMEL
OG0003281	CCAP1982_LOCUS1035|CAD6992157.1|CCAP	Cpr92F|NP_650905.2|DMEL
OG0003283	CCAP1982_LOCUS5562|CAD6996888.1|CCAP	Hakai|NP_001260593.1|DMEL
OG0003285	CCAP1982_LOCUS3345|CAD6994608.1|CCAP	ATPsynC|NP_651852.1|DMEL
OG0003286	CCAP1982_LOCUS2982|CAD6994220.1|CCAP, CCAP1982_LOCUS2987|CAD6994225.1|CCAP	Lerp|NP_001262996.1|DMEL
OG0003287	CCAP1982_LOCUS22803|CAD7014836.1|CCAP	CCDC151|NP_648520.1|DMEL
OG0003288	CCAP1982_LOCUS4787|CAD6996080.1|CCAP	Mf|NP_650423.1|DMEL
OG0003289	CCAP1982_LOCUS14613|CAD7006290.1|CCAP	EMC8-9|NP_611731.1|DMEL
OG0003290	CCAP1982_LOCUS1994|CAD6993170.1|CCAP	CG14646|NP_649462.1|DMEL
OG0003291	CCAP1982_LOCUS11805|CAD7003346.1|CCAP	SREBP|NP_730449.1|DMEL
OG0003296	CCAP1982_LOCUS3121|CAD6994368.1|CCAP	CG45122|NP_001287309.1|DMEL
OG0003297	CCAP1982_LOCUS3093|CAD6994337.1|CCAP	Fmr1|NP_001247017.1|DMEL
OG0003298	CCAP1982_LOCUS23259|CAD7015314.1|CCAP	CG5613|NP_573215.1|DMEL
OG0003299	CCAP1982_LOCUS2042|CAD6993223.1|CCAP	put|NP_001262575.1|DMEL
OG0003300	CCAP1982_LOCUS2149|CAD6993333.1|CCAP	kibra|NP_001287329.1|DMEL
OG0003301	CCAP1982_LOCUS19679|CAD7011590.1|CCAP	CG10914|NP_611297.3|DMEL
OG0003304	CCAP1982_LOCUS3870|CAD6995149.1|CCAP	Hrd3|NP_651179.1|DMEL
OG0003311	CCAP1982_LOCUS4341|CAD6995635.1|CCAP	mRpL40|NP_524318.1|DMEL
OG0003312	CCAP1982_LOCUS22272|CAD7014269.1|CCAP	Det|NP_650608.1|DMEL
OG0003314	CCAP1982_LOCUS20505|CAD7012419.1|CCAP	DNAlig1|NP_611843.2|DMEL
OG0003316	CCAP1982_LOCUS3321|CAD6994582.1|CCAP	CG11317|NP_001263133.1|DMEL
OG0003317	CCAP1982_LOCUS1886|CAD6993054.1|CCAP	CG7265|NP_650402.1|DMEL
OG0003318	CCAP1982_LOCUS3758|CAD6995028.1|CCAP, CCAP1982_LOCUS3759|CAD6995029.1|CCAP	Mical|NP_001247015.1|DMEL
OG0003319	CCAP1982_LOCUS2506|CAD6993700.1|CCAP	CG9795|NP_730812.3|DMEL
OG0003320	CCAP1982_LOCUS3327|CAD6994588.1|CCAP	Gycbeta100B|NP_524603.2|DMEL
OG0003321	CCAP1982_LOCUS3338|CAD6994600.1|CCAP, CCAP1982_LOCUS3337|CAD6994598.1|CCAP	CG1544|NP_651849.1|DMEL
OG0003322	CCAP1982_LOCUS3340|CAD6994602.1|CCAP	Zwilch|NP_733421.1|DMEL
OG0003325	CCAP1982_LOCUS1578|CAD6992733.1|CCAP	CD98hc|NP_001262354.2|DMEL
OG0003327	CCAP1982_LOCUS10057|CAD7001563.1|CCAP	CG11360|NP_001259068.1|DMEL
OG0003328	CCAP1982_LOCUS6470|CAD6997846.1|CCAP	CG4025|NP_569979.1|DMEL
OG0003329	CCAP1982_LOCUS1039|CAD6992164.1|CCAP	Lrrk|NP_001262772.1|DMEL
OG0003330	CCAP1982_LOCUS11433|CAD7002969.1|CCAP	CG3552|NP_001137926.1|DMEL
OG0003333	CCAP1982_LOCUS1837|CAD6993002.1|CCAP	zfh1|NP_733401.3|DMEL
OG0003334	CCAP1982_LOCUS2220|CAD6993405.1|CCAP	Sec20|NP_649595.1|DMEL
OG0003335	CCAP1982_LOCUS4072|CAD6995353.1|CCAP	HtrA2|NP_650366.1|DMEL
OG0003336	CCAP1982_LOCUS1836|CAD6993001.1|CCAP	CG6015|NP_651005.1|DMEL
OG0003337	CCAP1982_LOCUS1892|CAD6993062.1|CCAP	Rpn2|NP_001263057.1|DMEL
OG0003338	CCAP1982_LOCUS1880|CAD6993048.1|CCAP	naz|NP_732328.1|DMEL
OG0003339	CCAP1982_LOCUS1615|CAD6992774.1|CCAP	Gycalpha99B|NP_477088.2|DMEL
OG0003340	CCAP1982_LOCUS1616|CAD6992775.1|CCAP	CG7582|NP_651710.1|DMEL
OG0003344	CCAP1982_LOCUS7855|CAD6999328.1|CCAP	Eato|NP_001036360.1|DMEL
OG0003345	CCAP1982_LOCUS1182|CAD6992314.1|CCAP, CCAP1982_LOCUS1181|CAD6992313.1|CCAP	Flacc|NP_573339.1|DMEL
OG0003346	CCAP1982_LOCUS2126|CAD6993309.1|CCAP	CstF64|NP_477453.1|DMEL
OG0003347	CCAP1982_LOCUS2089|CAD6993273.1|CCAP	CG7685|NP_650724.1|DMEL
OG0003348	CCAP1982_LOCUS3393|CAD6994658.1|CCAP	dind|NP_650741.1|DMEL
OG0003350	CCAP1982_LOCUS2667|CAD6993873.1|CCAP	unk|NP_001303430.1|DMEL
OG0003352	CCAP1982_LOCUS1141|CAD6992273.1|CCAP	PH4alphaEFB|NP_733371.1|DMEL
OG0003353	CCAP1982_LOCUS2848|CAD6994078.1|CCAP, CCAP1982_LOCUS2849|CAD6994079.1|CCAP, CCAP1982_LOCUS2847|CAD6994077.1|CCAP	Fas1|NP_001097814.1|DMEL
OG0003354	CCAP1982_LOCUS1761|CAD6992928.1|CCAP	Sap-r|NP_524597.1|DMEL
OG0003358	CCAP1982_LOCUS7669|CAD6999125.1|CCAP	CG5110|NP_609843.1|DMEL
OG0003361	CCAP1982_LOCUS20535|CAD7012455.1|CCAP	mei-W68|NP_995901.1|DMEL
OG0003362	CCAP1982_LOCUS1173|CAD6992305.1|CCAP	Acf|NP_536734.2|DMEL
OG0003363	CCAP1982_LOCUS3061|CAD6994300.1|CCAP	CG7956|NP_001036740.2|DMEL
OG0003364	CCAP1982_LOCUS2179|CAD6993361.1|CCAP	Timp|NP_731461.1|DMEL
OG0003365	CCAP1982_LOCUS209|CAD6991278.1|CCAP, CCAP1982_LOCUS210|CAD6991279.1|CCAP	Cerk|NP_730923.1|DMEL
OG0003366	CCAP1982_LOCUS14323|CAD7005987.1|CCAP	Sgf11|NP_001097638.1|DMEL
OG0003367	CCAP1982_LOCUS14328|CAD7005992.1|CCAP	Max|NP_649097.1|DMEL
OG0003368	CCAP1982_LOCUS12879|CAD7004474.1|CCAP	Aldh7A1|NP_649099.1|DMEL
OG0003369	CCAP1982_LOCUS751|CAD6991853.1|CCAP	gfzf|NP_001262335.1|DMEL
OG0003370	CCAP1982_LOCUS1732|CAD6992897.1|CCAP	CG9471|NP_001097729.1|DMEL
OG0003373	CCAP1982_LOCUS361|CAD6991435.1|CCAP, CCAP1982_LOCUS360|CAD6991434.1|CCAP	sad|NP_650123.1|DMEL
OG0003375	CCAP1982_LOCUS2045|CAD6993226.1|CCAP	stumps|NP_731923.2|DMEL
OG0003376	CCAP1982_LOCUS2171|CAD6993353.1|CCAP	pont|NP_652608.1|DMEL
OG0003377	CCAP1982_LOCUS2173|CAD6993355.1|CCAP	CG42795|NP_001287272.1|DMEL
OG0003378	CCAP1982_LOCUS1475|CAD6992627.1|CCAP	CG12259|NP_651595.1|DMEL
OG0003379	CCAP1982_LOCUS2838|CAD6994067.1|CCAP	Rpn7|NP_651048.1|DMEL
OG0003380	CCAP1982_LOCUS1419|CAD6992571.1|CCAP	CG13857|NP_651035.1|DMEL
OG0003381	CCAP1982_LOCUS2394|CAD6993583.1|CCAP	YL-1|NP_609475.1|DMEL
OG0003382	CCAP1982_LOCUS2400|CAD6993590.1|CCAP	tau|NP_733224.2|DMEL
OG0003383	CCAP1982_LOCUS3350|CAD6994613.1|CCAP	sage|NP_524287.1|DMEL
OG0003384	CCAP1982_LOCUS8473|CAD6999968.1|CCAP	U2af38|NP_477208.1|DMEL
OG0003385	CCAP1982_LOCUS2085|CAD6993268.1|CCAP	DNApol-iota|NP_649772.1|DMEL
OG0003386	CCAP1982_LOCUS1625|CAD6992786.1|CCAP	CG7006|NP_651296.1|DMEL
OG0003387	CCAP1982_LOCUS2709|CAD6993918.1|CCAP	CROT|NP_001334704.1|DMEL
OG0003389	CCAP1982_LOCUS7161|CAD6998583.1|CCAP	CG3663|NP_611952.1|DMEL
OG0003390	CCAP1982_LOCUS1365|CAD6992516.1|CCAP	CG6013|NP_650777.1|DMEL
OG0003391	CCAP1982_LOCUS2561|CAD6993763.1|CCAP, CCAP1982_LOCUS2559|CAD6993760.1|CCAP	Brf|NP_650616.2|DMEL
OG0003392	CCAP1982_LOCUS3862|CAD6995139.1|CCAP	CG10340|NP_650565.2|DMEL
OG0003393	CCAP1982_LOCUS2532|CAD6993734.1|CCAP	Trc8|NP_996303.1|DMEL
OG0003394	CCAP1982_LOCUS2772|CAD6993989.1|CCAP	bap|NP_732637.1|DMEL
OG0003395	CCAP1982_LOCUS2763|CAD6993980.1|CCAP, CCAP1982_LOCUS2762|CAD6993979.1|CCAP	C15|NP_476873.2|DMEL
OG0003396	CCAP1982_LOCUS1391|CAD6992542.1|CCAP	htt|NP_651629.1|DMEL
OG0003397	CCAP1982_LOCUS3132|CAD6994379.1|CCAP	lmd|NP_732811.1|DMEL
OG0003398	CCAP1982_LOCUS2219|CAD6993404.1|CCAP	tex|NP_649784.1|DMEL
OG0003399	CCAP1982_LOCUS3468|CAD6994735.1|CCAP	CG11920|NP_651335.2|DMEL
OG0003400	CCAP1982_LOCUS3496|CAD6994764.1|CCAP, CCAP1982_LOCUS9004|CAD7000526.1|CCAP	CG13654|NP_651350.2|DMEL
OG0003401	CCAP1982_LOCUS3720|CAD6994989.1|CCAP, CCAP1982_LOCUS3719|CAD6994988.1|CCAP	SKIP|NP_001262827.1|DMEL
OG0003402	CCAP1982_LOCUS3740|CAD6995009.1|CCAP	CG13407|NP_651009.1|DMEL
OG0003403	CCAP1982_LOCUS21378|CAD7013307.1|CCAP	Nurf-38|NP_523849.3|DMEL
OG0003404	CCAP1982_LOCUS1300|CAD6992440.1|CCAP	CG14367|NP_650305.1|DMEL
OG0003405	CCAP1982_LOCUS23291|CAD7015346.1|CCAP	mms4|NP_610611.1|DMEL
OG0003406	CCAP1982_LOCUS2827|CAD6994055.1|CCAP	RpL4|NP_524538.2|DMEL
OG0003407	CCAP1982_LOCUS2467|CAD6993660.1|CCAP	BCAS2|NP_651596.1|DMEL
OG0003408	CCAP1982_LOCUS1798|CAD6992966.1|CCAP	Rrp6|NP_001097795.1|DMEL
OG0003409	CCAP1982_LOCUS3018|CAD6994257.1|CCAP	Mitofilin|NP_001262819.1|DMEL
OG0003410	CCAP1982_LOCUS3704|CAD6994973.1|CCAP	Sar1|NP_732717.1|DMEL
OG0003411	CCAP1982_LOCUS5091|CAD6996418.1|CCAP	mtSSB|NP_536744.2|DMEL
OG0003412	CCAP1982_LOCUS231|CAD6991302.1|CCAP	Cpsf100|NP_651658.1|DMEL
OG0003413	CCAP1982_LOCUS2307|CAD6993494.1|CCAP	CG9766|NP_001097672.1|DMEL
OG0003414	CCAP1982_LOCUS13788|CAD7005427.1|CCAP	CG4914|NP_648711.1|DMEL
OG0003416	CCAP1982_LOCUS80|CAD6991138.1|CCAP	ppan|NP_476979.1|DMEL
OG0003417	CCAP1982_LOCUS1823|CAD6992992.1|CCAP	Hmgcr|NP_732900.1|DMEL
OG0003418	CCAP1982_LOCUS3284|CAD6994543.1|CCAP	Vha55|NP_476908.1|DMEL
OG0003419	CCAP1982_LOCUS2789|CAD6994012.1|CCAP	e|NP_524431.2|DMEL
OG0003420	CCAP1982_LOCUS2787|CAD6994010.1|CCAP, CCAP1982_LOCUS2788|CAD6994011.1|CCAP	Nelf-A|NP_001262804.1|DMEL
OG0003421	CCAP1982_LOCUS2391|CAD6993579.1|CCAP	CG14516|NP_651674.3|DMEL
OG0003422	CCAP1982_LOCUS1891|CAD6993061.1|CCAP	CG14512|NP_651673.1|DMEL
OG0003423	CCAP1982_LOCUS23232|CAD7015285.1|CCAP	CG4975|NP_001137694.1|DMEL
OG0003424	CCAP1982_LOCUS1988|CAD6993163.1|CCAP	CG5854|NP_651196.1|DMEL
OG0003425	CCAP1982_LOCUS7009|CAD6998409.1|CCAP	RpI12|NP_524439.1|DMEL
OG0003426	CCAP1982_LOCUS2998|CAD6994236.1|CCAP	Mekk1|NP_732373.1|DMEL
OG0003427	CCAP1982_LOCUS3011|CAD6994250.1|CCAP	CG7706|NP_650742.2|DMEL
OG0003428	CCAP1982_LOCUS14183|CAD7005839.1|CCAP	Cln3|NP_649011.1|DMEL
OG0003429	CCAP1982_LOCUS22596|CAD7014603.1|CCAP	mRpL43|NP_523828.1|DMEL
OG0003430	CCAP1982_LOCUS9736|CAD7001238.1|CCAP, CCAP1982_LOCUS9735|CAD7001237.1|CCAP	ci|NP_524617.3|DMEL
OG0003431	CCAP1982_LOCUS674|CAD6991766.1|CCAP	tacc|NP_001189169.1|DMEL
OG0003432	CCAP1982_LOCUS4099|CAD6995381.1|CCAP	CHORD|NP_651226.1|DMEL
OG0003433	CCAP1982_LOCUS3890|CAD6995169.1|CCAP, CCAP1982_LOCUS3891|CAD6995170.1|CCAP	Zip99C|NP_733319.1|DMEL
OG0003435	CCAP1982_LOCUS3071|CAD6994314.1|CCAP	Ets97D|NP_001263000.1|DMEL
OG0003436	CCAP1982_LOCUS2424|CAD6993614.1|CCAP	elm|NP_649568.1|DMEL
OG0003437	CCAP1982_LOCUS2425|CAD6993615.1|CCAP	Sec23|NP_001246932.1|DMEL
OG0003438	CCAP1982_LOCUS2423|CAD6993613.1|CCAP	MED27|NP_649569.1|DMEL
OG0003439	CCAP1982_LOCUS1479|CAD6992631.1|CCAP	TBC1d7|NP_651223.2|DMEL
OG0003440	CCAP1982_LOCUS3675|CAD6994941.1|CCAP	heph|NP_001247399.1|DMEL
OG0003441	CCAP1982_LOCUS5321|CAD6996637.1|CCAP	Pburs|NP_609712.1|DMEL
OG0003442	CCAP1982_LOCUS1258|CAD6992394.1|CCAP	St2|NP_649870.1|DMEL
OG0003443	CCAP1982_LOCUS14943|CAD7006637.1|CCAP	Non2|NP_647745.1|DMEL
OG0003444	CCAP1982_LOCUS14439|CAD7006107.1|CCAP	Csas|NP_730474.2|DMEL
OG0003447	CCAP1982_LOCUS9834|CAD7001337.1|CCAP	fuss|NP_001162829.1|DMEL
OG0003448	CCAP1982_LOCUS2752|CAD6993967.1|CCAP	CG14641|NP_649440.3|DMEL
OG0003449	CCAP1982_LOCUS3525|CAD6994794.1|CCAP	Ns1|NP_732199.2|DMEL
OG0003450	CCAP1982_LOCUS3696|CAD6994964.1|CCAP	CG6171|NP_001097801.1|DMEL
OG0003451	CCAP1982_LOCUS76|CAD6991133.1|CCAP, CCAP1982_LOCUS75|CAD6991132.1|CCAP	CG5745|NP_650941.3|DMEL
OG0003452	CCAP1982_LOCUS73|CAD6991130.1|CCAP	CG7044|NP_650940.2|DMEL
OG0003453	CCAP1982_LOCUS373|CAD6991447.1|CCAP	MED4|NP_648094.1|DMEL
OG0003454	CCAP1982_LOCUS6391|CAD6997761.1|CCAP	CG8814|NP_608729.1|DMEL
OG0003455	CCAP1982_LOCUS2452|CAD6993642.1|CCAP	CG6325|NP_650000.1|DMEL
OG0003456	CCAP1982_LOCUS23147|CAD7015197.1|CCAP	Sara|NP_524729.2|DMEL
OG0003457	CCAP1982_LOCUS4329|CAD6995623.1|CCAP	plh|NP_649511.2|DMEL
OG0003458	CCAP1982_LOCUS4309|CAD6995602.1|CCAP, CCAP1982_LOCUS4312|CAD6995606.1|CCAP	TyrR|NP_650652.1|DMEL
OG0003459	CCAP1982_LOCUS363|CAD6991437.1|CCAP	Dnali1|NP_650128.1|DMEL
OG0003460	CCAP1982_LOCUS4024|CAD6995305.1|CCAP	EloA|NP_732846.1|DMEL
OG0003461	CCAP1982_LOCUS2426|CAD6993616.1|CCAP	MTA1-like|NP_001262293.1|DMEL
OG0003463	CCAP1982_LOCUS3767|CAD6995037.1|CCAP	red|NP_650352.1|DMEL
OG0003464	CCAP1982_LOCUS2536|CAD6993738.1|CCAP, CCAP1982_LOCUS2533|CAD6993735.1|CCAP	Mur89F|NP_001262662.1|DMEL
OG0003465	CCAP1982_LOCUS3523|CAD6994792.1|CCAP	mRpS11|NP_524382.1|DMEL
OG0003466	CCAP1982_LOCUS4123|CAD6995405.1|CCAP	CG31357|NP_733044.1|DMEL
OG0003467	CCAP1982_LOCUS4096|CAD6995378.1|CCAP	spn-B|NP_476740.1|DMEL
OG0003468	CCAP1982_LOCUS1166|CAD6992298.1|CCAP	FeCH|NP_524613.1|DMEL
OG0003469	CCAP1982_LOCUS2027|CAD6993208.1|CCAP	Nlp|NP_524557.1|DMEL
OG0003470	CCAP1982_LOCUS2015|CAD6993193.1|CCAP	Dop1R1|NP_001262563.1|DMEL
OG0003471	CCAP1982_LOCUS8797|CAD7000311.1|CCAP	CG31751|NP_001334743.1|DMEL
OG0003472	CCAP1982_LOCUS6283|CAD6997652.1|CCAP	CG5850|NP_001260310.1|DMEL
OG0003473	CCAP1982_LOCUS7925|CAD6999399.1|CCAP	Nup107|NP_609446.1|DMEL
OG0003474	CCAP1982_LOCUS3875|CAD6995154.1|CCAP	CG42613|NP_001247185.1|DMEL
OG0003477	CCAP1982_LOCUS2284|CAD6993472.1|CCAP	Lkb1|NP_650302.1|DMEL
OG0003478	CCAP1982_LOCUS3292|CAD6994552.1|CCAP	Octbeta2R|NP_001163596.2|DMEL
OG0003479	CCAP1982_LOCUS1053|CAD6992180.1|CCAP	Task7|NP_649891.1|DMEL
OG0003480	CCAP1982_LOCUS2077|CAD6993260.1|CCAP	Osi19|NP_649640.1|DMEL
OG0003481	CCAP1982_LOCUS2076|CAD6993259.1|CCAP	Osi18|NP_649639.1|DMEL
OG0003482	CCAP1982_LOCUS2075|CAD6993258.1|CCAP, CCAP1982_LOCUS2074|CAD6993257.1|CCAP	Osi17|NP_001262307.1|DMEL
OG0003483	CCAP1982_LOCUS2056|CAD6993239.1|CCAP	Osi1|NP_649618.1|DMEL
OG0003484	CCAP1982_LOCUS2209|CAD6993393.1|CCAP	Arl8|NP_649769.1|DMEL
OG0003485	CCAP1982_LOCUS2380|CAD6993568.1|CCAP	Osi22|NP_731783.1|DMEL
OG0003486	CCAP1982_LOCUS2382|CAD6993570.1|CCAP	CG15888|NP_001034050.1|DMEL
OG0003487	CCAP1982_LOCUS2529|CAD6993731.1|CCAP	Slbp|NP_477480.1|DMEL
OG0003488	CCAP1982_LOCUS2704|CAD6993913.1|CCAP, CCAP1982_LOCUS2705|CAD6993914.1|CCAP	dsd|NP_651571.3|DMEL
OG0003489	CCAP1982_LOCUS2593|CAD6993795.1|CCAP	FER|NP_524288.3|DMEL
OG0003490	CCAP1982_LOCUS2615|CAD6993818.1|CCAP	Ppcs|NP_650784.3|DMEL
OG0003491	CCAP1982_LOCUS2647|CAD6993851.1|CCAP, CCAP1982_LOCUS2650|CAD6993854.1|CCAP	CG42534|NP_651560.2|DMEL
OG0003492	CCAP1982_LOCUS2875|CAD6994106.1|CCAP	beat-VI|NP_651619.1|DMEL
OG0003493	CCAP1982_LOCUS1184|CAD6992316.1|CCAP, CCAP1982_LOCUS1183|CAD6992315.1|CCAP	CG6569|NP_650988.1|DMEL
OG0003494	CCAP1982_LOCUS2448|CAD6993638.1|CCAP	CG31523|NP_649474.1|DMEL
OG0003495	CCAP1982_LOCUS7670|CAD6999126.1|CCAP	GCS2beta|NP_609844.1|DMEL
OG0003496	CCAP1982_LOCUS55|CAD6991108.1|CCAP	CG9922|NP_650329.1|DMEL
OG0003497	CCAP1982_LOCUS1426|CAD6992578.1|CCAP	CG17271|NP_650916.1|DMEL
OG0003498	CCAP1982_LOCUS4163|CAD6995446.1|CCAP	CG33217|NP_996147.1|DMEL
OG0003499	CCAP1982_LOCUS3779|CAD6995053.1|CCAP	alpha-Man-IIa|NP_001262413.1|DMEL
OG0003500	CCAP1982_LOCUS12413|CAD7003991.1|CCAP	CG17349|NP_609957.2|DMEL
OG0003501	CCAP1982_LOCUS2344|CAD6993532.1|CCAP, CCAP1982_LOCUS2343|CAD6993531.1|CCAP, CCAP1982_LOCUS2345|CAD6993533.1|CCAP	GILT1|NP_650287.3|DMEL
OG0003502	CCAP1982_LOCUS3909|CAD6995189.1|CCAP	mAChR-B|NP_649764.1|DMEL
OG0003503	CCAP1982_LOCUS3462|CAD6994729.1|CCAP	CG1647|NP_651636.1|DMEL
OG0003504	CCAP1982_LOCUS2035|CAD6993216.1|CCAP	CG42727|NP_001189223.1|DMEL
OG0003505	CCAP1982_LOCUS1286|CAD6992424.1|CCAP, CCAP1982_LOCUS1285|CAD6992423.1|CCAP	kmr|NP_001097775.2|DMEL
OG0003506	CCAP1982_LOCUS1196|CAD6992331.1|CCAP, CCAP1982_LOCUS1195|CAD6992330.1|CCAP	CG2017|NP_649603.3|DMEL
OG0003507	CCAP1982_LOCUS4039|CAD6995321.1|CCAP, CCAP1982_LOCUS4038|CAD6995319.1|CCAP	cnc|NP_001262864.1|DMEL
OG0003508	CCAP1982_LOCUS11383|CAD7002917.1|CCAP	mv|NP_647681.2|DMEL
OG0003509	CCAP1982_LOCUS2841|CAD6994070.1|CCAP	CG5377|NP_651052.1|DMEL
OG0003510	CCAP1982_LOCUS7653|CAD6999108.1|CCAP	Nup98-96|NP_651187.2|DMEL
OG0003511	CCAP1982_LOCUS1325|CAD6992470.1|CCAP	mbc|NP_001247267.1|DMEL
OG0003512	CCAP1982_LOCUS1810|CAD6992979.1|CCAP	Gba1b|NP_001097888.1|DMEL
OG0003513	CCAP1982_LOCUS4017|CAD6995298.1|CCAP	Cdc16|NP_477397.1|DMEL
OG0003514	CCAP1982_LOCUS3515|CAD6994784.1|CCAP	TTLL15|NP_650021.1|DMEL
OG0003515	CCAP1982_LOCUS21020|CAD7012921.1|CCAP	CG8298|NP_610718.1|DMEL
OG0003516	CCAP1982_LOCUS2335|CAD6993523.1|CCAP	yrt|NP_650291.1|DMEL
OG0003517	CCAP1982_LOCUS3547|CAD6994816.1|CCAP	Ubx|NP_536752.1|DMEL
OG0003518	CCAP1982_LOCUS3603|CAD6994868.1|CCAP, CCAP1982_LOCUS3643|CAD6994908.1|CCAP, CCAP1982_LOCUS3602|CAD6994867.1|CCAP	lab|NP_476613.1|DMEL
OG0003519	CCAP1982_LOCUS11421|CAD7002957.1|CCAP, CCAP1982_LOCUS11422|CAD7002958.1|CCAP, CCAP1982_LOCUS11423|CAD7002959.1|CCAP	CG42673|NP_729510.1|DMEL
OG0003520	CCAP1982_LOCUS11416|CAD7002952.1|CCAP	LanB2|NP_524006.1|DMEL
OG0003521	CCAP1982_LOCUS11429|CAD7002965.1|CCAP	path|NP_648327.1|DMEL
OG0003522	CCAP1982_LOCUS22624|CAD7014633.1|CCAP, CCAP1982_LOCUS22621|CAD7014630.1|CCAP	mRpL42|NP_523673.1|DMEL
OG0003523	CCAP1982_LOCUS7667|CAD6999123.1|CCAP	fws|NP_523590.1|DMEL
OG0003524	CCAP1982_LOCUS22854|CAD7014890.1|CCAP	CG6867|NP_573262.2|DMEL
OG0003525	CCAP1982_LOCUS23415|CAD7015476.1|CCAP	Hmgs|NP_524711.1|DMEL
OG0003526	CCAP1982_LOCUS11316|CAD7002847.1|CCAP	CG14321|NP_650650.1|DMEL
OG0003527	CCAP1982_LOCUS22626|CAD7014635.1|CCAP	CG1358|NP_610301.1|DMEL
OG0003529	CCAP1982_LOCUS6459|CAD6997835.1|CCAP, CCAP1982_LOCUS6458|CAD6997834.1|CCAP	Mulk|NP_723549.1|DMEL
OG0003530	CCAP1982_LOCUS12403|CAD7003980.1|CCAP	Urm1|NP_996018.2|DMEL
OG0003531	CCAP1982_LOCUS11045|CAD7002557.1|CCAP	CG7655|NP_650646.1|DMEL
OG0003532	CCAP1982_LOCUS13293|CAD7004909.1|CCAP	msk|NP_524780.1|DMEL
OG0003533	CCAP1982_LOCUS11069|CAD7002582.1|CCAP	Mcm7|NP_523984.1|DMEL
OG0003534	CCAP1982_LOCUS12129|CAD7003692.1|CCAP	CG32052|NP_729555.4|DMEL
OG0003535	CCAP1982_LOCUS11407|CAD7002942.1|CCAP	oxt|NP_647705.1|DMEL
OG0003536	CCAP1982_LOCUS21804|CAD7013781.1|CCAP	CG9410|NP_724484.1|DMEL
OG0003537	CCAP1982_LOCUS21636|CAD7013581.1|CCAP	CG10795|NP_001356967.1|DMEL
OG0003538	CCAP1982_LOCUS21619|CAD7013563.1|CCAP	Qsox1|NP_610852.1|DMEL
OG0003539	CCAP1982_LOCUS21613|CAD7013555.1|CCAP	Flo1|NP_725476.1|DMEL
OG0003540	CCAP1982_LOCUS11357|CAD7002888.1|CCAP	CG32344|NP_612028.4|DMEL
OG0003541	CCAP1982_LOCUS3984|CAD6995263.1|CCAP	Syx1A|NP_001189276.1|DMEL
OG0003542	CCAP1982_LOCUS22394|CAD7014401.1|CCAP	kermit|NP_652028.1|DMEL
OG0003543	CCAP1982_LOCUS7867|CAD6999340.1|CCAP	png|NP_477492.1|DMEL
OG0003544	CCAP1982_LOCUS12760|CAD7004344.1|CCAP	BHD|NP_648090.1|DMEL
OG0003545	CCAP1982_LOCUS14146|CAD7005798.1|CCAP	Csp|NP_730713.1|DMEL
OG0003546	CCAP1982_LOCUS13560|CAD7005200.1|CCAP	CG42638|NP_001163472.1|DMEL, Trpml|NP_649145.1|DMEL
OG0003547	CCAP1982_LOCUS22239|CAD7014236.1|CCAP	apt|NP_001261153.1|DMEL
OG0003548	CCAP1982_LOCUS22755|CAD7014784.1|CCAP	Rab32|NP_525109.1|DMEL
OG0003549	CCAP1982_LOCUS22753|CAD7014782.1|CCAP	CG8026|NP_724769.2|DMEL
