Orthogroup	CCAP.longest_only	DKIK.longest_only
OG0004639	CCAP1982_LOCUS3414|CAD6994679.1|CCAP	LOC108084927|XP_017036813.1|DKIK
OG0004640	CCAP1982_LOCUS3419|CAD6994684.1|CCAP	LOC108084912|XP_017036796.1|DKIK
OG0004643	CCAP1982_LOCUS4249|CAD6995538.1|CCAP	LOC108080975|XP_017031391.1|DKIK
OG0004646	CCAP1982_LOCUS3651|CAD6994917.1|CCAP	LOC108085323|XP_017037368.1|DKIK
OG0004651	CCAP1982_LOCUS3048|CAD6994287.1|CCAP, CCAP1982_LOCUS3046|CAD6994285.1|CCAP	LOC108075422|XP_017023335.1|DKIK
OG0004652	CCAP1982_LOCUS2775|CAD6993993.1|CCAP	LOC108084220|XP_017035831.1|DKIK
OG0004653	CCAP1982_LOCUS14289|CAD7005951.1|CCAP	LOC108075255|XP_017023105.1|DKIK
OG0004654	CCAP1982_LOCUS6977|CAD6998377.1|CCAP	LOC108074565|XP_017022156.1|DKIK
OG0004655	CCAP1982_LOCUS3443|CAD6994710.1|CCAP	LOC108084581|XP_017036344.1|DKIK
OG0004657	CCAP1982_LOCUS68|CAD6991123.1|CCAP, CCAP1982_LOCUS67|CAD6991122.1|CCAP	LOC108084855|XP_017036724.1|DKIK
OG0004658	CCAP1982_LOCUS3655|CAD6994922.1|CCAP	LOC108084958|XP_017036859.1|DKIK
OG0004659	CCAP1982_LOCUS4005|CAD6995286.1|CCAP	LOC108081253|XP_017031836.1|DKIK
OG0004660	CCAP1982_LOCUS3701|CAD6994970.1|CCAP	LOC108075592|XP_017023603.1|DKIK
OG0004661	CCAP1982_LOCUS3041|CAD6994280.1|CCAP	LOC108075621|XP_017023644.1|DKIK
OG0004666	CCAP1982_LOCUS1731|CAD6992896.1|CCAP	LOC108084202|XP_017035803.1|DKIK
OG0004670	CCAP1982_LOCUS90|CAD6991148.1|CCAP	LOC108077807|XP_017026814.1|DKIK
OG0004671	CCAP1982_LOCUS2509|CAD6993703.1|CCAP	LOC108077688|XP_017026609.1|DKIK
OG0004672	CCAP1982_LOCUS2039|CAD6993220.1|CCAP	LOC108077592|XP_017026475.1|DKIK
OG0004673	CCAP1982_LOCUS5124|CAD6996452.1|CCAP	LOC108077740|XP_017026697.1|DKIK
OG0004674	CCAP1982_LOCUS2397|CAD6993586.1|CCAP	LOC108083714|XP_017035105.1|DKIK
OG0004675	CCAP1982_LOCUS2401|CAD6993591.1|CCAP	LOC108083713|XP_017035104.1|DKIK
OG0004676	CCAP1982_LOCUS3368|CAD6994633.1|CCAP	LOC108070692|XP_017016763.1|DKIK
OG0004677	CCAP1982_LOCUS2684|CAD6993891.1|CCAP	LOC108084552|XP_017036291.1|DKIK
OG0004678	CCAP1982_LOCUS2683|CAD6993890.1|CCAP	LOC108084610|XP_017036382.1|DKIK
OG0004679	CCAP1982_LOCUS1367|CAD6992518.1|CCAP	LOC108084629|XP_017036407.1|DKIK
OG0004680	CCAP1982_LOCUS2560|CAD6993761.1|CCAP	LOC108075572|XP_017023577.1|DKIK
OG0004681	CCAP1982_LOCUS2511|CAD6993705.1|CCAP	LOC108085039|XP_017036978.1|DKIK, LOC108077721|XP_017026668.1|DKIK
OG0004682	CCAP1982_LOCUS8207|CAD6999677.1|CCAP	LOC108075794|XP_017023855.1|DKIK
OG0004683	CCAP1982_LOCUS2421|CAD6993611.1|CCAP	LOC108081208|XP_017031771.1|DKIK
OG0004684	CCAP1982_LOCUS1441|CAD6992592.1|CCAP	LOC108084046|XP_017035553.1|DKIK
OG0004685	CCAP1982_LOCUS2531|CAD6993733.1|CCAP	LOC108075702|XP_017023715.1|DKIK
OG0004686	CCAP1982_LOCUS2334|CAD6993521.1|CCAP	LOC108072081|XP_017018581.1|DKIK
OG0004687	CCAP1982_LOCUS2485|CAD6993679.1|CCAP, CCAP1982_LOCUS2483|CAD6993677.1|CCAP	LOC108075756|XP_017023803.1|DKIK
OG0004688	CCAP1982_LOCUS4260|CAD6995549.1|CCAP	LOC108077723|XP_017026666.1|DKIK
OG0004689	CCAP1982_LOCUS1804|CAD6992973.1|CCAP, CCAP1982_LOCUS1803|CAD6992972.1|CCAP	LOC108081085|XP_017031563.1|DKIK
OG0004690	CCAP1982_LOCUS3063|CAD6994302.1|CCAP	LOC108080471|XP_017030697.1|DKIK
OG0004691	CCAP1982_LOCUS1485|CAD6992639.1|CCAP	LOC108083984|XP_017035485.1|DKIK
OG0004692	CCAP1982_LOCUS1323|CAD6992467.1|CCAP	LOC108075539|XP_017023525.1|DKIK
OG0004693	CCAP1982_LOCUS1315|CAD6992459.1|CCAP	LOC108075603|XP_017023623.1|DKIK
OG0004694	CCAP1982_LOCUS11231|CAD7002757.1|CCAP	LOC108073539|XP_017020712.1|DKIK
OG0004695	CCAP1982_LOCUS2714|CAD6993926.1|CCAP	LOC108083730|XP_017035126.1|DKIK
OG0004696	CCAP1982_LOCUS1433|CAD6992584.1|CCAP	LOC108071284|XP_017017463.1|DKIK
OG0004699	CCAP1982_LOCUS1048|CAD6992173.1|CCAP	LOC108077831|XP_017026846.1|DKIK
OG0004700	CCAP1982_LOCUS1605|CAD6992764.1|CCAP	LOC108084611|XP_017036385.1|DKIK
OG0004701	CCAP1982_LOCUS79|CAD6991137.1|CCAP	LOC108084867|XP_017036747.1|DKIK
OG0004702	CCAP1982_LOCUS1065|CAD6992193.1|CCAP	LOC108084562|XP_017036306.1|DKIK
OG0004703	CCAP1982_LOCUS1899|CAD6993070.1|CCAP	LOC108080925|XP_017031318.1|DKIK
OG0004704	CCAP1982_LOCUS3255|CAD6994511.1|CCAP	LOC108073437|XP_017020547.1|DKIK
OG0004705	CCAP1982_LOCUS2784|CAD6994004.1|CCAP	LOC108075519|XP_017023501.1|DKIK
OG0004706	CCAP1982_LOCUS13037|CAD7004642.1|CCAP	LOC108071955|XP_017018410.1|DKIK
OG0004707	CCAP1982_LOCUS450|CAD6991532.1|CCAP	LOC108075884|XP_017023979.1|DKIK
OG0004708	CCAP1982_LOCUS4356|CAD6995649.1|CCAP	LOC108074101|XP_017021485.1|DKIK
OG0004709	CCAP1982_LOCUS2905|CAD6994139.1|CCAP	LOC108073560|XP_017020735.1|DKIK
OG0004710	CCAP1982_LOCUS2356|CAD6993544.1|CCAP, CCAP1982_LOCUS2357|CAD6993545.1|CCAP	LOC108077808|XP_017026815.1|DKIK
OG0004711	CCAP1982_LOCUS2993|CAD6994231.1|CCAP, CCAP1982_LOCUS2996|CAD6994234.1|CCAP	LOC108077580|XP_017026464.1|DKIK
OG0004712	CCAP1982_LOCUS1916|CAD6993089.1|CCAP	LOC108074072|XP_017021435.1|DKIK
OG0004713	CCAP1982_LOCUS2675|CAD6993881.1|CCAP, CCAP1982_LOCUS2674|CAD6993880.1|CCAP	LOC108084601|XP_017036368.1|DKIK
OG0004715	CCAP1982_LOCUS6555|CAD6997938.1|CCAP	LOC108077436|XP_017026240.1|DKIK
OG0004716	CCAP1982_LOCUS2689|CAD6993896.1|CCAP	LOC108084563|XP_017036307.1|DKIK
OG0004718	CCAP1982_LOCUS6927|CAD6998322.1|CCAP	LOC108082225|XP_017033051.1|DKIK
OG0004719	CCAP1982_LOCUS1745|CAD6992912.1|CCAP	LOC108073715|XP_017020948.1|DKIK
OG0004720	CCAP1982_LOCUS1057|CAD6992185.1|CCAP	LOC108084571|XP_017036327.1|DKIK
OG0004721	CCAP1982_LOCUS2826|CAD6994052.1|CCAP	LOC108084165|XP_017035733.1|DKIK
OG0004722	CCAP1982_LOCUS1561|CAD6992716.1|CCAP, CCAP1982_LOCUS1565|CAD6992720.1|CCAP	LOC108075750|XP_017023793.1|DKIK
OG0004724	CCAP1982_LOCUS3078|CAD6994321.1|CCAP	LOC108085736|XP_017037953.1|DKIK
OG0004725	CCAP1982_LOCUS3072|CAD6994315.1|CCAP	LOC108077766|XP_017026742.1|DKIK
OG0004726	CCAP1982_LOCUS2703|CAD6993911.1|CCAP	LOC108083752|XP_017035157.1|DKIK
OG0004727	CCAP1982_LOCUS3107|CAD6994353.1|CCAP	LOC108081218|XP_017031780.1|DKIK
OG0004728	CCAP1982_LOCUS3108|CAD6994354.1|CCAP	LOC108077705|XP_017026633.1|DKIK
OG0004730	CCAP1982_LOCUS6397|CAD6997767.1|CCAP	LOC108075906|XP_017024015.1|DKIK
OG0004731	CCAP1982_LOCUS3881|CAD6995160.1|CCAP, CCAP1982_LOCUS3880|CAD6995159.1|CCAP	LOC108085680|XP_017037862.1|DKIK
OG0004732	CCAP1982_LOCUS2464|CAD6993656.1|CCAP	LOC108075411|XP_017023324.1|DKIK
OG0004733	CCAP1982_LOCUS2465|CAD6993657.1|CCAP	LOC108075623|XP_017023646.1|DKIK
OG0004734	CCAP1982_LOCUS1255|CAD6992391.1|CCAP	LOC108073535|XP_017020705.1|DKIK
OG0004735	CCAP1982_LOCUS3670|CAD6994936.1|CCAP	LOC108077761|XP_017026732.1|DKIK
OG0004736	CCAP1982_LOCUS2214|CAD6993398.1|CCAP	LOC108081078|XP_017031554.1|DKIK
OG0004737	CCAP1982_LOCUS2780|CAD6993999.1|CCAP	LOC108077654|XP_017026559.1|DKIK
OG0004738	CCAP1982_LOCUS2778|CAD6993997.1|CCAP	LOC108077886|XP_017026911.1|DKIK
OG0004739	CCAP1982_LOCUS1824|CAD6992993.1|CCAP	LOC108081032|XP_017031483.1|DKIK
OG0004740	CCAP1982_LOCUS4001|CAD6995282.1|CCAP	LOC108081098|XP_017031582.1|DKIK
OG0004741	CCAP1982_LOCUS2273|CAD6993460.1|CCAP	LOC108085693|XP_017037890.1|DKIK
OG0004742	CCAP1982_LOCUS10245|CAD7001755.1|CCAP	LOC108083322|XP_017034557.1|DKIK
OG0004743	CCAP1982_LOCUS3244|CAD6994498.1|CCAP	LOC108084618|XP_017036393.1|DKIK
OG0004744	CCAP1982_LOCUS4332|CAD6995626.1|CCAP	LOC108073648|XP_017020863.1|DKIK
OG0004745	CCAP1982_LOCUS4326|CAD6995620.1|CCAP	LOC108080813|XP_017031204.1|DKIK
OG0004746	CCAP1982_LOCUS364|CAD6991438.1|CCAP	LOC108075569|XP_017023572.1|DKIK
OG0004747	CCAP1982_LOCUS365|CAD6991439.1|CCAP	LOC108075570|XP_017023573.1|DKIK
OG0004748	CCAP1982_LOCUS367|CAD6991441.1|CCAP	LOC108075551|XP_017023544.1|DKIK
OG0004749	CCAP1982_LOCUS1042|CAD6992167.1|CCAP	LOC108071336|XP_017017547.1|DKIK
OG0004750	CCAP1982_LOCUS3019|CAD6994258.1|CCAP	LOC108073305|XP_017020351.1|DKIK
OG0004751	CCAP1982_LOCUS2032|CAD6993213.1|CCAP	LOC108081066|XP_017031533.1|DKIK
OG0004752	CCAP1982_LOCUS3437|CAD6994702.1|CCAP	LOC108084933|XP_017036819.1|DKIK
OG0004753	CCAP1982_LOCUS2962|CAD6994198.1|CCAP	LOC108075584|XP_017023591.1|DKIK
OG0004754	CCAP1982_LOCUS3310|CAD6994572.1|CCAP	LOC108077783|XP_017026771.1|DKIK
OG0004755	CCAP1982_LOCUS4042|CAD6995324.1|CCAP	LOC108073047|XP_017020003.1|DKIK
OG0004756	CCAP1982_LOCUS4041|CAD6995323.1|CCAP	LOC108073011|XP_017019961.1|DKIK
OG0004757	CCAP1982_LOCUS9369|CAD7000894.1|CCAP, CCAP1982_LOCUS3994|CAD6995273.1|CCAP	LOC108080789|XP_017031150.1|DKIK
OG0004758	CCAP1982_LOCUS5183|CAD6996515.1|CCAP	LOC108084878|XP_017036759.1|DKIK
OG0004759	CCAP1982_LOCUS2086|CAD6993269.1|CCAP	LOC108071436|XP_017017680.1|DKIK
OG0004760	CCAP1982_LOCUS3766|CAD6995036.1|CCAP	LOC108075738|XP_017023775.1|DKIK
OG0004762	CCAP1982_LOCUS4117|CAD6995399.1|CCAP, CCAP1982_LOCUS20831|CAD7012727.1|CCAP	LOC108082818|XP_017033866.1|DKIK
OG0004763	CCAP1982_LOCUS1149|CAD6992281.1|CCAP	LOC108084062|XP_017035570.1|DKIK
OG0004764	CCAP1982_LOCUS1627|CAD6992788.1|CCAP, CCAP1982_LOCUS1637|CAD6992798.1|CCAP	LOC108074054|XP_017021453.1|DKIK
OG0004765	CCAP1982_LOCUS2453|CAD6993643.1|CCAP	LOC108073485|XP_017020632.1|DKIK
OG0004766	CCAP1982_LOCUS2527|CAD6993729.1|CCAP	LOC108073378|XP_017020444.1|DKIK
OG0004767	CCAP1982_LOCUS1159|CAD6992291.1|CCAP	LOC108077771|XP_017026752.1|DKIK
OG0004768	CCAP1982_LOCUS3023|CAD6994262.1|CCAP	LOC108077770|XP_017026751.1|DKIK
OG0004769	CCAP1982_LOCUS1618|CAD6992778.1|CCAP	LOC108074864|XP_017022565.1|DKIK
OG0004770	CCAP1982_LOCUS4945|CAD6996262.1|CCAP	LOC108084836|XP_017036698.1|DKIK
OG0004771	CCAP1982_LOCUS1359|CAD6992510.1|CCAP	LOC108077616|XP_017026512.1|DKIK
OG0004772	CCAP1982_LOCUS1734|CAD6992900.1|CCAP	LOC108085000|XP_017036917.1|DKIK
OG0004773	CCAP1982_LOCUS2622|CAD6993825.1|CCAP	LOC108071300|XP_017017489.1|DKIK
OG0004774	CCAP1982_LOCUS2617|CAD6993820.1|CCAP	LOC108071301|XP_017017490.1|DKIK
OG0004775	CCAP1982_LOCUS2616|CAD6993819.1|CCAP	LOC108085696|XP_017037897.1|DKIK
OG0004776	CCAP1982_LOCUS23382|CAD7015440.1|CCAP	LOC108080733|XP_017031082.1|DKIK
OG0004777	CCAP1982_LOCUS4115|CAD6995397.1|CCAP	LOC108085020|XP_017036954.1|DKIK
OG0004778	CCAP1982_LOCUS5815|CAD6997173.1|CCAP	LOC108085297|XP_017037344.1|DKIK
OG0004779	CCAP1982_LOCUS3274|CAD6994530.1|CCAP	LOC108081111|XP_017031600.1|DKIK
OG0004780	CCAP1982_LOCUS6815|CAD6998200.1|CCAP	LOC108085339|XP_017037385.1|DKIK
OG0004781	CCAP1982_LOCUS3298|CAD6994558.1|CCAP	LOC108085722|XP_017037934.1|DKIK
OG0004782	CCAP1982_LOCUS1055|CAD6992184.1|CCAP	LOC108084569|XP_017036319.1|DKIK
OG0004784	CCAP1982_LOCUS2078|CAD6993261.1|CCAP	LOC108085598|XP_017037754.1|DKIK
OG0004785	CCAP1982_LOCUS2068|CAD6993251.1|CCAP	LOC108085604|XP_017037764.1|DKIK
OG0004786	CCAP1982_LOCUS2066|CAD6993249.1|CCAP	LOC108085655|XP_017037837.1|DKIK
OG0004787	CCAP1982_LOCUS2063|CAD6993246.1|CCAP	LOC108085618|XP_017037777.1|DKIK
OG0004788	CCAP1982_LOCUS2062|CAD6993245.1|CCAP	LOC108085619|XP_017037778.1|DKIK
OG0004789	CCAP1982_LOCUS2061|CAD6993244.1|CCAP	LOC108085586|XP_017037742.1|DKIK
OG0004790	CCAP1982_LOCUS2055|CAD6993238.1|CCAP	LOC108077793|XP_017026783.1|DKIK
OG0004791	CCAP1982_LOCUS2238|CAD6993423.1|CCAP	LOC108086028|XP_017038328.1|DKIK
OG0004792	CCAP1982_LOCUS1378|CAD6992529.1|CCAP	LOC108072946|XP_017019796.1|DKIK
OG0004793	CCAP1982_LOCUS2192|CAD6993376.1|CCAP	LOC108073386|XP_017020460.1|DKIK
OG0004794	CCAP1982_LOCUS2285|CAD6993473.1|CCAP	LOC108074079|XP_017021447.1|DKIK
OG0004795	CCAP1982_LOCUS2712|CAD6993923.1|CCAP	LOC108074109|XP_017021495.1|DKIK
OG0004796	CCAP1982_LOCUS1228|CAD6992364.1|CCAP	LOC108085708|XP_017037912.1|DKIK
OG0004797	CCAP1982_LOCUS1191|CAD6992326.1|CCAP	LOC108073585|XP_017020761.1|DKIK
OG0004798	CCAP1982_LOCUS2385|CAD6993573.1|CCAP, CCAP1982_LOCUS2386|CAD6993574.1|CCAP	LOC108075725|XP_017023754.1|DKIK
OG0004799	CCAP1982_LOCUS3913|CAD6995194.1|CCAP	LOC108071430|XP_017017671.1|DKIK
OG0004800	CCAP1982_LOCUS1447|CAD6992598.1|CCAP	LOC108077625|XP_017026522.1|DKIK
OG0004801	CCAP1982_LOCUS4250|CAD6995539.1|CCAP	LOC108073592|XP_017020775.1|DKIK
OG0004802	CCAP1982_LOCUS2627|CAD6993831.1|CCAP	LOC108071257|XP_017017432.1|DKIK
OG0004803	CCAP1982_LOCUS1910|CAD6993080.1|CCAP	LOC108081061|XP_017031529.1|DKIK
OG0004804	CCAP1982_LOCUS2450|CAD6993640.1|CCAP	LOC108077767|XP_017026748.1|DKIK
OG0004805	CCAP1982_LOCUS3785|CAD6995060.1|CCAP, CCAP1982_LOCUS3786|CAD6995062.1|CCAP	LOC108073483|XP_017020627.1|DKIK
OG0004807	CCAP1982_LOCUS2585|CAD6993787.1|CCAP	LOC108073497|XP_017020646.1|DKIK
OG0004808	CCAP1982_LOCUS1742|CAD6992909.1|CCAP	LOC108084273|XP_017035918.1|DKIK
OG0004809	CCAP1982_LOCUS1427|CAD6992579.1|CCAP	LOC108071319|XP_017017518.1|DKIK
OG0004810	CCAP1982_LOCUS1425|CAD6992577.1|CCAP	LOC108071338|XP_017017551.1|DKIK
OG0004811	CCAP1982_LOCUS14036|CAD7005683.1|CCAP	LOC108075234|XP_017023076.1|DKIK
OG0004812	CCAP1982_LOCUS3782|CAD6995056.1|CCAP	LOC108073372|XP_017020425.1|DKIK
OG0004813	CCAP1982_LOCUS3445|CAD6994712.1|CCAP	LOC108084577|XP_017036339.1|DKIK
OG0004814	CCAP1982_LOCUS3302|CAD6994562.1|CCAP, CCAP1982_LOCUS9646|CAD7001148.1|CCAP	LOC108084222|XP_017035836.1|DKIK
OG0004818	CCAP1982_LOCUS1589|CAD6992744.1|CCAP	LOC108085018|XP_017036951.1|DKIK
OG0004819	CCAP1982_LOCUS2225|CAD6993410.1|CCAP	LOC108071325|XP_017017526.1|DKIK
OG0004820	CCAP1982_LOCUS3104|CAD6994349.1|CCAP	LOC108084243|XP_017035865.1|DKIK
OG0004821	CCAP1982_LOCUS1361|CAD6992512.1|CCAP	LOC108077872|XP_017026898.1|DKIK
OG0004822	CCAP1982_LOCUS4095|CAD6995377.1|CCAP, CCAP1982_LOCUS4094|CAD6995376.1|CCAP	LOC108077606|XP_017026498.1|DKIK
OG0004823	CCAP1982_LOCUS1299|CAD6992437.1|CCAP	LOC108084150|XP_017035689.1|DKIK
OG0004824	CCAP1982_LOCUS1298|CAD6992436.1|CCAP	LOC108084152|XP_017035696.1|DKIK
OG0004825	CCAP1982_LOCUS10241|CAD7001751.1|CCAP	LOC108072477|XP_017019132.1|DKIK
OG0004826	CCAP1982_LOCUS1194|CAD6992329.1|CCAP	LOC108070701|XP_017016774.1|DKIK
OG0004827	CCAP1982_LOCUS3459|CAD6994726.1|CCAP	LOC108084605|XP_017036377.1|DKIK
OG0004828	CCAP1982_LOCUS3272|CAD6994528.1|CCAP	LOC108081112|XP_017031602.1|DKIK
OG0004829	CCAP1982_LOCUS2558|CAD6993759.1|CCAP	LOC108084628|XP_017036406.1|DKIK
OG0004830	CCAP1982_LOCUS3815|CAD6995092.1|CCAP, CCAP1982_LOCUS3820|CAD6995097.1|CCAP	LOC108077722|XP_017026664.1|DKIK
OG0004831	CCAP1982_LOCUS22935|CAD7014975.1|CCAP, CCAP1982_LOCUS22936|CAD7014976.1|CCAP	LOC108071657|XP_017017945.1|DKIK
OG0004832	CCAP1982_LOCUS2930|CAD6994165.1|CCAP	LOC108085738|XP_017037957.1|DKIK
OG0004833	CCAP1982_LOCUS18|CAD6991069.1|CCAP	LOC108075494|XP_017023443.1|DKIK
OG0004834	CCAP1982_LOCUS1821|CAD6992990.1|CCAP	LOC108081198|XP_017031753.1|DKIK
OG0004835	CCAP1982_LOCUS1817|CAD6992986.1|CCAP	LOC108080900|XP_017031291.1|DKIK
OG0004836	CCAP1982_LOCUS4022|CAD6995303.1|CCAP	LOC108071286|XP_017017468.1|DKIK
OG0004838	CCAP1982_LOCUS3502|CAD6994771.1|CCAP	LOC108073275|XP_017020321.1|DKIK
OG0004839	CCAP1982_LOCUS3499|CAD6994768.1|CCAP	LOC108073505|XP_017020663.1|DKIK
OG0004840	CCAP1982_LOCUS5057|CAD6996378.1|CCAP	LOC108073201|XP_017020205.1|DKIK
OG0004842	CCAP1982_LOCUS23403|CAD7015463.1|CCAP	LOC108075718|XP_017023745.1|DKIK
OG0004843	CCAP1982_LOCUS2087|CAD6993271.1|CCAP	LOC108081234|XP_017031802.1|DKIK
OG0004844	CCAP1982_LOCUS227|CAD6991298.1|CCAP	LOC108076952|XP_017025490.1|DKIK
OG0004845	CCAP1982_LOCUS226|CAD6991297.1|CCAP	LOC108084342|XP_017035992.1|DKIK
OG0004846	CCAP1982_LOCUS8381|CAD6999871.1|CCAP	LOC108076868|XP_017025386.1|DKIK, LOC108077181|XP_017025913.1|DKIK
OG0004847	CCAP1982_LOCUS8382|CAD6999872.1|CCAP	LOC108077180|XP_017025912.1|DKIK, LOC108076866|XP_017025385.1|DKIK
OG0004850	CCAP1982_LOCUS3566|CAD6994835.1|CCAP, CCAP1982_LOCUS3565|CAD6994834.1|CCAP	LOC108081083|XP_017031559.1|DKIK
OG0004851	CCAP1982_LOCUS3554|CAD6994823.1|CCAP, CCAP1982_LOCUS3569|CAD6994838.1|CCAP	LOC108080920|XP_017031314.1|DKIK
OG0004852	CCAP1982_LOCUS3586|CAD6994852.1|CCAP, CCAP1982_LOCUS3588|CAD6994853.1|CCAP	LOC108080490|XP_017030741.1|DKIK
OG0004853	CCAP1982_LOCUS22308|CAD7014308.1|CCAP	LOC108082590|XP_017033543.1|DKIK
OG0004854	CCAP1982_LOCUS11578|CAD7003116.1|CCAP	LOC108073976|XP_017021308.1|DKIK
OG0004855	CCAP1982_LOCUS11428|CAD7002964.1|CCAP	LOC108074012|XP_017021367.1|DKIK
OG0004856	CCAP1982_LOCUS10937|CAD7002448.1|CCAP	LOC108070560|XP_017016577.1|DKIK
OG0004857	CCAP1982_LOCUS11116|CAD7002632.1|CCAP	LOC108075087|XP_017022860.1|DKIK
OG0004858	CCAP1982_LOCUS10955|CAD7002466.1|CCAP	LOC108070587|XP_017016634.1|DKIK
OG0004859	CCAP1982_LOCUS10958|CAD7002469.1|CCAP	LOC108070605|XP_017016667.1|DKIK
OG0004860	CCAP1982_LOCUS11066|CAD7002579.1|CCAP	LOC108075313|XP_017023206.1|DKIK
OG0004861	CCAP1982_LOCUS12112|CAD7003675.1|CCAP, CCAP1982_LOCUS12114|CAD7003677.1|CCAP	LOC108078739|XP_017028244.1|DKIK
OG0004862	CCAP1982_LOCUS12141|CAD7003704.1|CCAP	LOC108078792|XP_017028338.1|DKIK
OG0004863	CCAP1982_LOCUS12888|CAD7004484.1|CCAP	LOC108083085|XP_017034220.1|DKIK
OG0004864	CCAP1982_LOCUS11524|CAD7003061.1|CCAP	LOC108079815|XP_017029787.1|DKIK
OG0004865	CCAP1982_LOCUS2749|CAD6993964.1|CCAP	LOC108083721|XP_017035116.1|DKIK
OG0004866	CCAP1982_LOCUS13141|CAD7004748.1|CCAP	LOC108071542|XP_017017807.1|DKIK
OG0004867	CCAP1982_LOCUS22038|CAD7014032.1|CCAP	LOC108082482|XP_017033385.1|DKIK
OG0004868	CCAP1982_LOCUS22037|CAD7014031.1|CCAP	LOC108071383|XP_017017610.1|DKIK
OG0004869	CCAP1982_LOCUS21809|CAD7013788.1|CCAP	LOC108076338|XP_017024614.1|DKIK
OG0004870	CCAP1982_LOCUS21814|CAD7013793.1|CCAP	LOC108076495|XP_017024875.1|DKIK
OG0004871	CCAP1982_LOCUS21377|CAD7013306.1|CCAP	LOC108078373|XP_017027690.1|DKIK
OG0004872	CCAP1982_LOCUS7248|CAD6998690.1|CCAP	LOC108072332|XP_017018906.1|DKIK
OG0004873	CCAP1982_LOCUS8825|CAD7000342.1|CCAP	LOC108079625|XP_017029493.1|DKIK
OG0004874	CCAP1982_LOCUS783|CAD6991892.1|CCAP	LOC108077597|XP_017026480.1|DKIK
OG0004877	CCAP1982_LOCUS14965|CAD7006662.1|CCAP	LOC108073804|XP_017021067.1|DKIK
OG0004878	CCAP1982_LOCUS21200|CAD7013128.1|CCAP	LOC108078451|XP_017027829.1|DKIK
OG0004879	CCAP1982_LOCUS20497|CAD7012410.1|CCAP	LOC108072169|XP_017018706.1|DKIK
OG0004880	CCAP1982_LOCUS13491|CAD7005129.1|CCAP	LOC108083251|XP_017034447.1|DKIK
OG0004881	CCAP1982_LOCUS11318|CAD7002849.1|CCAP	LOC108079111|XP_017028837.1|DKIK
OG0004882	CCAP1982_LOCUS12759|CAD7004343.1|CCAP	LOC108071549|XP_017017815.1|DKIK
OG0004883	CCAP1982_LOCUS13230|CAD7004844.1|CCAP	LOC108075286|XP_017023167.1|DKIK
OG0004884	CCAP1982_LOCUS21713|CAD7013670.1|CCAP	LOC108078121|XP_017027227.1|DKIK
OG0004886	CCAP1982_LOCUS7085|CAD6998494.1|CCAP	LOC108073009|XP_017019954.1|DKIK
OG0004887	CCAP1982_LOCUS22356|CAD7014359.1|CCAP	LOC108076824|XP_017025345.1|DKIK
OG0004888	CCAP1982_LOCUS22112|CAD7014106.1|CCAP	LOC108082469|XP_017033349.1|DKIK
OG0004889	CCAP1982_LOCUS8569|CAD7000067.1|CCAP	LOC108078331|XP_017027620.1|DKIK
OG0004890	CCAP1982_LOCUS21242|CAD7013171.1|CCAP	LOC108076499|XP_017024881.1|DKIK
OG0004892	CCAP1982_LOCUS19617|CAD7011528.1|CCAP	LOC108080915|XP_017031308.1|DKIK
OG0004893	CCAP1982_LOCUS20552|CAD7012472.1|CCAP	LOC108078446|XP_017027822.1|DKIK
OG0004894	CCAP1982_LOCUS23113|CAD7015163.1|CCAP	LOC108081796|XP_017032515.1|DKIK
OG0004895	CCAP1982_LOCUS22245|CAD7014242.1|CCAP	LOC108076438|XP_017024782.1|DKIK
OG0004896	CCAP1982_LOCUS23034|CAD7015078.1|CCAP	LOC108082567|XP_017033508.1|DKIK
OG0004897	CCAP1982_LOCUS23039|CAD7015084.1|CCAP	LOC108082588|XP_017033539.1|DKIK
OG0004898	CCAP1982_LOCUS22377|CAD7014382.1|CCAP	LOC108073090|XP_017020064.1|DKIK
OG0004899	CCAP1982_LOCUS22723|CAD7014746.1|CCAP	LOC108072089|XP_017018586.1|DKIK
OG0004900	CCAP1982_LOCUS22618|CAD7014627.1|CCAP	LOC108073091|XP_017020066.1|DKIK
OG0004901	CCAP1982_LOCUS22617|CAD7014626.1|CCAP	LOC108073137|XP_017020126.1|DKIK
OG0004902	CCAP1982_LOCUS11611|CAD7003150.1|CCAP	LOC108079821|XP_017029794.1|DKIK
OG0004903	CCAP1982_LOCUS22573|CAD7014574.1|CCAP	LOC108076751|XP_017025234.1|DKIK
OG0004904	CCAP1982_LOCUS21459|CAD7013394.1|CCAP	LOC108084598|XP_017036365.1|DKIK
OG0004905	CCAP1982_LOCUS7092|CAD6998501.1|CCAP	LOC108076698|XP_017025141.1|DKIK
OG0004906	CCAP1982_LOCUS12916|CAD7004518.1|CCAP	LOC108078893|XP_017028514.1|DKIK
OG0004907	CCAP1982_LOCUS13144|CAD7004751.1|CCAP	LOC108071556|XP_017017824.1|DKIK
OG0004908	CCAP1982_LOCUS11719|CAD7003257.1|CCAP	LOC108080200|XP_017030345.1|DKIK
OG0004909	CCAP1982_LOCUS11729|CAD7003267.1|CCAP	LOC108083688|XP_017035059.1|DKIK
OG0004910	CCAP1982_LOCUS14793|CAD7006475.1|CCAP	LOC108083686|XP_017035056.1|DKIK
OG0004911	CCAP1982_LOCUS13091|CAD7004698.1|CCAP	LOC108073988|XP_017021329.1|DKIK
