Orthogroup	CCAP.longest_only	DPER.longest_only
OG0005220	CCAP1982_LOCUS12769|CAD7004354.1|CCAP	LOC6595835|XP_026845256.1|DPER
OG0005221	CCAP1982_LOCUS5724|CAD6997071.1|CCAP	LOC6593853|XP_026843097.1|DPER
OG0005222	CCAP1982_LOCUS7540|CAD6998993.1|CCAP	LOC6595428|XP_026844779.1|DPER
OG0005223	CCAP1982_LOCUS5696|CAD6997038.1|CCAP	LOC6593592|XP_002018883.2|DPER
OG0005224	CCAP1982_LOCUS9099|CAD7000625.1|CCAP	LOC6593889|XP_026843719.1|DPER
OG0005225	CCAP1982_LOCUS5399|CAD6996717.1|CCAP	LOC6596280|XP_002021802.1|DPER
OG0005226	CCAP1982_LOCUS8836|CAD7000354.1|CCAP	LOC6589598|XP_026843954.1|DPER
OG0005227	CCAP1982_LOCUS8073|CAD6999553.1|CCAP	LOC6595561|XP_002020909.1|DPER
OG0005228	CCAP1982_LOCUS8072|CAD6999552.1|CCAP	LOC6595562|XP_002020910.1|DPER
OG0005229	CCAP1982_LOCUS7490|CAD6998944.1|CCAP	LOC6589520|XP_026844253.1|DPER
OG0005230	CCAP1982_LOCUS7079|CAD6998486.1|CCAP	LOC6589726|XP_026844834.1|DPER
OG0005231	CCAP1982_LOCUS8695|CAD7000203.1|CCAP	LOC6595580|XP_002020957.1|DPER
OG0005232	CCAP1982_LOCUS5367|CAD6996683.1|CCAP	LOC6603391|XP_026843268.1|DPER
OG0005233	CCAP1982_LOCUS5688|CAD6997029.1|CCAP	LOC6593694|XP_002018841.1|DPER
OG0005234	CCAP1982_LOCUS6210|CAD6997571.1|CCAP	LOC6597937|XP_002023172.2|DPER
OG0005235	CCAP1982_LOCUS7029|CAD6998429.1|CCAP	LOC6589715|XP_002015305.1|DPER
OG0005236	CCAP1982_LOCUS8175|CAD6999641.1|CCAP	LOC6595554|XP_002020641.1|DPER
OG0005237	CCAP1982_LOCUS8171|CAD6999637.1|CCAP	LOC6595471|XP_026844411.1|DPER
OG0005238	CCAP1982_LOCUS8166|CAD6999632.1|CCAP	LOC6595473|XP_002020645.1|DPER
OG0005239	CCAP1982_LOCUS6979|CAD6998379.1|CCAP	LOC6589838|XP_026843900.1|DPER
OG0005240	CCAP1982_LOCUS6461|CAD6997837.1|CCAP	LOC6589467|XP_002014412.1|DPER
OG0005241	CCAP1982_LOCUS7043|CAD6998445.1|CCAP	LOC6595533|XP_002020668.2|DPER
OG0005242	CCAP1982_LOCUS7927|CAD6999401.1|CCAP	LOC6596650|XP_002021658.1|DPER
OG0005243	CCAP1982_LOCUS7494|CAD6998947.1|CCAP, CCAP1982_LOCUS7491|CAD6998945.1|CCAP	LOC6589521|XP_026844704.1|DPER
OG0005244	CCAP1982_LOCUS4235|CAD6995523.1|CCAP	LOC6588386|XP_002013952.1|DPER
OG0005245	CCAP1982_LOCUS4791|CAD6996086.1|CCAP	LOC6591462|XP_002016948.1|DPER
OG0005246	CCAP1982_LOCUS20299|CAD7012198.1|CCAP	LOC6589874|XP_002014587.1|DPER
OG0005247	CCAP1982_LOCUS22014|CAD7014007.1|CCAP	LOC6592428|XP_002018240.1|DPER
OG0005249	CCAP1982_LOCUS4948|CAD6996265.1|CCAP	LOC6594304|XP_002019802.1|DPER
OG0005250	CCAP1982_LOCUS5417|CAD6996737.1|CCAP	LOC6596594|XP_026843707.1|DPER
OG0005251	CCAP1982_LOCUS5703|CAD6997049.1|CCAP	LOC6589250|XP_026844210.1|DPER
OG0005252	CCAP1982_LOCUS5823|CAD6997182.1|CCAP	LOC6598073|XP_026843009.1|DPER
OG0005253	CCAP1982_LOCUS8329|CAD6999815.1|CCAP	LOC6593465|XP_002018603.2|DPER
OG0005254	CCAP1982_LOCUS6112|CAD6997470.1|CCAP	LOC6593964|XP_026843467.1|DPER
OG0005255	CCAP1982_LOCUS6111|CAD6997469.1|CCAP	LOC6593963|XP_026843614.1|DPER
OG0005256	CCAP1982_LOCUS5887|CAD6997254.1|CCAP	LOC6597917|XP_026843120.1|DPER
OG0005257	CCAP1982_LOCUS5518|CAD6996842.1|CCAP	LOC6593796|XP_002018716.1|DPER
OG0005259	CCAP1982_LOCUS6562|CAD6997945.1|CCAP	LOC6598111|XP_026843164.1|DPER
OG0005260	CCAP1982_LOCUS6561|CAD6997944.1|CCAP	LOC6598112|XP_002023268.1|DPER
OG0005261	CCAP1982_LOCUS3341|CAD6994603.1|CCAP	LOC6588708|XP_026844519.1|DPER
OG0005262	CCAP1982_LOCUS7352|CAD6998798.1|CCAP	LOC6588813|XP_002015174.1|DPER
OG0005263	CCAP1982_LOCUS5535|CAD6996859.1|CCAP	LOC6593321|XP_026843392.1|DPER
OG0005264	CCAP1982_LOCUS3028|CAD6994267.1|CCAP	LOC6587545|XP_026848317.1|DPER
OG0005265	CCAP1982_LOCUS7862|CAD6999335.1|CCAP	LOC6597945|XP_002023180.1|DPER
OG0005266	CCAP1982_LOCUS6217|CAD6997578.1|CCAP	LOC6603384|XP_026843750.1|DPER
OG0005267	CCAP1982_LOCUS8499|CAD6999993.1|CCAP	LOC6596389|XP_002021542.2|DPER
OG0005268	CCAP1982_LOCUS8498|CAD6999992.1|CCAP	LOC6596390|XP_026843298.1|DPER
OG0005269	CCAP1982_LOCUS8496|CAD6999990.1|CCAP	LOC6596371|XP_002021556.1|DPER
OG0005271	CCAP1982_LOCUS5805|CAD6997162.1|CCAP	LOC113565701|XP_026844366.1|DPER, LOC6589555|XP_002014513.1|DPER
OG0005272	CCAP1982_LOCUS5806|CAD6997163.1|CCAP	LOC6589654|XP_026844365.1|DPER
OG0005273	CCAP1982_LOCUS5812|CAD6997169.1|CCAP	LOC6589071|XP_002014520.1|DPER
OG0005274	CCAP1982_LOCUS5648|CAD6996986.1|CCAP	LOC6589719|XP_002015128.2|DPER
OG0005275	CCAP1982_LOCUS5621|CAD6996953.1|CCAP	LOC6589676|XP_002014400.2|DPER
OG0005276	CCAP1982_LOCUS8750|CAD7000260.1|CCAP	LOC6589025|XP_026844060.1|DPER
OG0005277	CCAP1982_LOCUS8739|CAD7000247.1|CCAP	LOC6589047|XP_026844488.1|DPER
OG0005279	CCAP1982_LOCUS6232|CAD6997593.1|CCAP	LOC113565713|XP_026844440.1|DPER
OG0005280	CCAP1982_LOCUS7879|CAD6999352.1|CCAP	LOC113565691|XP_026844287.1|DPER
OG0005281	CCAP1982_LOCUS8936|CAD7000459.1|CCAP	LOC6596478|XP_026843676.1|DPER
OG0005282	CCAP1982_LOCUS573|CAD6991659.1|CCAP	LOC6588327|XP_002014144.1|DPER
OG0005283	CCAP1982_LOCUS21460|CAD7013395.1|CCAP	LOC6588425|XP_002013463.1|DPER
OG0005284	CCAP1982_LOCUS5666|CAD6997005.1|CCAP	LOC6593671|XP_026843293.1|DPER
OG0005285	CCAP1982_LOCUS7866|CAD6999339.1|CCAP	LOC6593672|XP_026843494.1|DPER
OG0005286	CCAP1982_LOCUS7035|CAD6998435.1|CCAP	LOC6595485|XP_026844272.1|DPER
OG0005287	CCAP1982_LOCUS7037|CAD6998437.1|CCAP	LOC6604703|XP_026844276.1|DPER
OG0005288	CCAP1982_LOCUS8851|CAD7000371.1|CCAP	LOC6593920|XP_002018681.1|DPER
OG0005289	CCAP1982_LOCUS5620|CAD6996952.1|CCAP	LOC6603526|XP_002028506.1|DPER
OG0005290	CCAP1982_LOCUS651|CAD6991739.1|CCAP	LOC6592042|XP_002017155.1|DPER
OG0005291	CCAP1982_LOCUS6537|CAD6997919.1|CCAP	LOC6596245|XP_002021774.2|DPER
OG0005292	CCAP1982_LOCUS6539|CAD6997921.1|CCAP	LOC6593391|XP_002019089.1|DPER
OG0005293	CCAP1982_LOCUS5353|CAD6996669.1|CCAP	LOC6593403|XP_002018857.2|DPER
OG0005294	CCAP1982_LOCUS7803|CAD6999274.1|CCAP	LOC6595408|XP_026844477.1|DPER
OG0005295	CCAP1982_LOCUS6535|CAD6997917.1|CCAP, CCAP1982_LOCUS6536|CAD6997918.1|CCAP	LOC6596248|XP_026843692.1|DPER
OG0005296	CCAP1982_LOCUS4538|CAD6995836.1|CCAP, CCAP1982_LOCUS4537|CAD6995835.1|CCAP	LOC6588299|XP_002014132.1|DPER
OG0005297	CCAP1982_LOCUS9120|CAD7000646.1|CCAP	LOC6593974|XP_026843588.1|DPER
OG0005298	CCAP1982_LOCUS7722|CAD6999186.1|CCAP	LOC6588919|XP_026844998.1|DPER
OG0005299	CCAP1982_LOCUS2494|CAD6993688.1|CCAP	LOC6587846|XP_026839921.1|DPER
OG0005301	CCAP1982_LOCUS5707|CAD6997053.1|CCAP	LOC6589794|XP_026844092.1|DPER
OG0005302	CCAP1982_LOCUS21449|CAD7013384.1|CCAP	LOC6590169|XP_002016105.1|DPER
OG0005303	CCAP1982_LOCUS8117|CAD6999594.1|CCAP	LOC6595678|XP_002020738.2|DPER
OG0005304	CCAP1982_LOCUS9053|CAD7000579.1|CCAP	LOC6593561|XP_002018976.1|DPER
OG0005305	CCAP1982_LOCUS21720|CAD7013678.1|CCAP	LOC6592551|XP_026841995.1|DPER
OG0005306	CCAP1982_LOCUS7897|CAD6999370.1|CCAP	LOC6589461|XP_002014740.2|DPER
OG0005307	CCAP1982_LOCUS7074|CAD6998480.1|CCAP	LOC6589762|XP_002015113.1|DPER
OG0005308	CCAP1982_LOCUS7069|CAD6998474.1|CCAP	LOC6589505|XP_002015101.1|DPER
OG0005310	CCAP1982_LOCUS8824|CAD7000341.1|CCAP	LOC6588750|XP_002014837.1|DPER
OG0005311	CCAP1982_LOCUS8254|CAD6999728.1|CCAP	LOC6603039|XP_002028061.1|DPER
OG0005312	CCAP1982_LOCUS8445|CAD6999934.1|CCAP	LOC6602243|XP_002027273.1|DPER
OG0005313	CCAP1982_LOCUS5701|CAD6997044.1|CCAP	LOC6589679|XP_026844621.1|DPER
OG0005314	CCAP1982_LOCUS8033|CAD6999508.1|CCAP	LOC6595442|XP_002020863.2|DPER
OG0005315	CCAP1982_LOCUS8014|CAD6999490.1|CCAP	LOC6588893|XP_002014681.2|DPER
OG0005316	CCAP1982_LOCUS21719|CAD7013677.1|CCAP	LOC6592553|XP_026842720.1|DPER
OG0005317	CCAP1982_LOCUS7888|CAD6999361.1|CCAP	LOC6589127|XP_002014747.2|DPER
OG0005318	CCAP1982_LOCUS5575|CAD6996902.1|CCAP	LOC6597996|XP_026843490.1|DPER
OG0005319	CCAP1982_LOCUS5351|CAD6996667.1|CCAP	LOC6593405|XP_002018859.1|DPER
OG0005321	CCAP1982_LOCUS7428|CAD6998881.1|CCAP	LOC6589054|XP_002014306.1|DPER
OG0005322	CCAP1982_LOCUS7811|CAD6999282.1|CCAP	LOC6589363|XP_002015368.1|DPER
OG0005324	CCAP1982_LOCUS7732|CAD6999196.1|CCAP	LOC6589447|XP_002014474.2|DPER
OG0005325	CCAP1982_LOCUS20862|CAD7012758.1|CCAP	LOC113565460|XP_026843299.1|DPER
OG0005326	CCAP1982_LOCUS7735|CAD6999201.1|CCAP	LOC6589446|XP_002014473.1|DPER
OG0005327	CCAP1982_LOCUS5383|CAD6996699.1|CCAP	LOC6593446|XP_002019202.1|DPER
OG0005328	CCAP1982_LOCUS13036|CAD7004641.1|CCAP	LOC6598192|XP_026846242.1|DPER, LOC6587601|XP_002013103.1|DPER
OG0005329	CCAP1982_LOCUS13268|CAD7004884.1|CCAP, CCAP1982_LOCUS13258|CAD7004873.1|CCAP	LOC6602984|XP_002028046.1|DPER
OG0005330	CCAP1982_LOCUS13269|CAD7004885.1|CCAP, CCAP1982_LOCUS13259|CAD7004874.1|CCAP	LOC6602985|XP_002028047.1|DPER
OG0005331	CCAP1982_LOCUS8500|CAD6999994.1|CCAP	LOC6596388|XP_002021541.1|DPER
OG0005332	CCAP1982_LOCUS8582|CAD7000084.1|CCAP	LOC6588777|XP_002015258.2|DPER
OG0005333	CCAP1982_LOCUS7307|CAD6998753.1|CCAP	LOC6589294|XP_002015064.1|DPER
OG0005334	CCAP1982_LOCUS6473|CAD6997849.1|CCAP	LOC113565675|XP_026844213.1|DPER
OG0005335	CCAP1982_LOCUS19438|CAD7011333.1|CCAP	LOC6590532|XP_026841858.1|DPER
OG0005336	CCAP1982_LOCUS20286|CAD7012185.1|CCAP	LOC6600944|XP_002026015.1|DPER
OG0005337	CCAP1982_LOCUS20639|CAD7012554.1|CCAP	LOC6591210|XP_002016200.2|DPER
OG0005338	CCAP1982_LOCUS5404|CAD6996724.1|CCAP	LOC6588823|XP_026844009.1|DPER
OG0005339	CCAP1982_LOCUS6086|CAD6997440.1|CCAP	LOC6589010|XP_002014326.1|DPER
OG0005341	CCAP1982_LOCUS19989|CAD7011877.1|CCAP	LOC6590641|XP_002016602.1|DPER
OG0005342	CCAP1982_LOCUS6782|CAD6998166.1|CCAP	LOC6595488|XP_002020593.1|DPER
OG0005343	CCAP1982_LOCUS21680|CAD7013632.1|CCAP	LOC6602057|XP_002027188.1|DPER
OG0005345	CCAP1982_LOCUS5454|CAD6996779.1|CCAP	LOC6593553|XP_002018968.1|DPER
OG0005346	CCAP1982_LOCUS14963|CAD7006660.1|CCAP	LOC6593434|XP_002019119.1|DPER
OG0005347	CCAP1982_LOCUS7002|CAD6998402.1|CCAP	LOC113565898|XP_026845063.1|DPER, LOC6589393|XP_026844072.1|DPER
OG0005348	CCAP1982_LOCUS6474|CAD6997850.1|CCAP	LOC6588710|XP_002014378.2|DPER
OG0005349	CCAP1982_LOCUS6478|CAD6997854.1|CCAP	LOC6589465|XP_002014410.1|DPER
OG0005350	CCAP1982_LOCUS5657|CAD6996996.1|CCAP	LOC6589720|XP_026844684.1|DPER
OG0005351	CCAP1982_LOCUS8070|CAD6999550.1|CCAP	LOC6602164|XP_026847982.1|DPER
OG0005352	CCAP1982_LOCUS11665|CAD7003205.1|CCAP	LOC6589311|XP_026844130.1|DPER
OG0005353	CCAP1982_LOCUS21018|CAD7012919.1|CCAP	LOC6590057|XP_002016389.1|DPER
OG0005354	CCAP1982_LOCUS5973|CAD6997340.1|CCAP	LOC6596290|XP_026843796.1|DPER
OG0005355	CCAP1982_LOCUS8020|CAD6999496.1|CCAP	LOC6593755|XP_002018667.1|DPER
OG0005356	CCAP1982_LOCUS8022|CAD6999498.1|CCAP	LOC6593757|XP_002018669.1|DPER
OG0005357	CCAP1982_LOCUS6775|CAD6998159.1|CCAP	LOC113564871|XP_026844197.1|DPER
OG0005359	CCAP1982_LOCUS20507|CAD7012423.1|CCAP	LOC6603162|XP_002028177.1|DPER
OG0005360	CCAP1982_LOCUS13493|CAD7005131.1|CCAP	LOC6595810|XP_002021289.1|DPER
OG0005361	CCAP1982_LOCUS7909|CAD6999383.1|CCAP	LOC6596587|XP_002021674.1|DPER
OG0005362	CCAP1982_LOCUS5553|CAD6996880.1|CCAP	LOC113565718|XP_026844460.1|DPER
OG0005363	CCAP1982_LOCUS7758|CAD6999224.1|CCAP	LOC6596541|XP_026843730.1|DPER
OG0005364	CCAP1982_LOCUS23330|CAD7015386.1|CCAP	LOC6600834|XP_002025928.1|DPER
OG0005365	CCAP1982_LOCUS5659|CAD6996998.1|CCAP	LOC6589482|XP_026844097.1|DPER
OG0005366	CCAP1982_LOCUS5661|CAD6997000.1|CCAP	LOC6589481|XP_002015237.1|DPER
OG0005367	CCAP1982_LOCUS5642|CAD6996977.1|CCAP	LOC6589479|XP_002015235.2|DPER
OG0005368	CCAP1982_LOCUS1327|CAD6992473.1|CCAP	LOC6594877|XP_002020116.2|DPER, LOC113565940|XP_026845122.1|DPER
OG0005369	CCAP1982_LOCUS7027|CAD6998427.1|CCAP	LOC6589639|XP_002015343.1|DPER
OG0005370	CCAP1982_LOCUS7078|CAD6998485.1|CCAP	LOC6589724|XP_002015117.2|DPER
OG0005371	CCAP1982_LOCUS7077|CAD6998483.1|CCAP	LOC6589764|XP_026844413.1|DPER
OG0005372	CCAP1982_LOCUS1733|CAD6992898.1|CCAP	LOC6588152|XP_026846296.1|DPER
OG0005373	CCAP1982_LOCUS5567|CAD6996894.1|CCAP	LOC113565524|XP_026843600.1|DPER
OG0005374	CCAP1982_LOCUS7901|CAD6999374.1|CCAP	LOC6589124|XP_002014744.1|DPER
OG0005375	CCAP1982_LOCUS7900|CAD6999373.1|CCAP	LOC6589125|XP_002014745.1|DPER
OG0005376	CCAP1982_LOCUS8162|CAD6999630.1|CCAP	LOC6595474|XP_026844762.1|DPER
OG0005377	CCAP1982_LOCUS14730|CAD7006410.1|CCAP	LOC6600579|XP_002025634.1|DPER
OG0005378	CCAP1982_LOCUS8905|CAD7000429.1|CCAP	LOC6595687|XP_026844764.1|DPER
OG0005379	CCAP1982_LOCUS6978|CAD6998378.1|CCAP	LOC6589162|XP_002014893.1|DPER
OG0005380	CCAP1982_LOCUS8888|CAD7000412.1|CCAP	LOC6595618|XP_002020693.2|DPER
OG0005381	CCAP1982_LOCUS7611|CAD6999065.1|CCAP	LOC6595707|XP_002020743.2|DPER
OG0005382	CCAP1982_LOCUS7990|CAD6999466.1|CCAP, CCAP1982_LOCUS7993|CAD6999469.1|CCAP	LOC6589416|XP_026844053.1|DPER
OG0005383	CCAP1982_LOCUS12896|CAD7004496.1|CCAP	LOC6603359|XP_002028340.2|DPER
OG0005385	CCAP1982_LOCUS20897|CAD7012796.1|CCAP	LOC6592345|XP_026842070.1|DPER
OG0005386	CCAP1982_LOCUS21548|CAD7013486.1|CCAP	LOC6590741|XP_026841636.1|DPER
OG0005387	CCAP1982_LOCUS3748|CAD6995017.1|CCAP	LOC6588619|XP_026840544.1|DPER
OG0005388	CCAP1982_LOCUS6864|CAD6998255.1|CCAP	LOC6593711|XP_002018635.1|DPER
OG0005389	CCAP1982_LOCUS6809|CAD6998193.1|CCAP	LOC6588679|XP_026844906.1|DPER
OG0005390	CCAP1982_LOCUS8462|CAD6999955.1|CCAP	LOC6596511|XP_026843413.1|DPER
OG0005391	CCAP1982_LOCUS8464|CAD6999957.1|CCAP	LOC6596510|XP_002021505.1|DPER
OG0005392	CCAP1982_LOCUS7046|CAD6998448.1|CCAP	LOC6589839|XP_002014796.1|DPER
OG0005393	CCAP1982_LOCUS3990|CAD6995269.1|CCAP	LOC6587176|XP_026845342.1|DPER
OG0005394	CCAP1982_LOCUS9164|CAD7000690.1|CCAP	LOC6588846|XP_002014794.1|DPER
OG0005395	CCAP1982_LOCUS8678|CAD7000185.1|CCAP	LOC6588808|XP_026844579.1|DPER
OG0005396	CCAP1982_LOCUS6950|CAD6998349.1|CCAP	LOC6588754|XP_026844131.1|DPER
OG0005397	CCAP1982_LOCUS6952|CAD6998351.1|CCAP	LOC6588753|XP_002014840.2|DPER
OG0005398	CCAP1982_LOCUS5046|CAD6996367.1|CCAP	LOC6591990|XP_002017214.2|DPER
OG0005399	CCAP1982_LOCUS22132|CAD7014126.1|CCAP	LOC6591181|XP_026842343.1|DPER
OG0005401	CCAP1982_LOCUS8819|CAD7000336.1|CCAP	LOC6589120|XP_002015276.1|DPER
OG0005402	CCAP1982_LOCUS8820|CAD7000337.1|CCAP	LOC6589119|XP_002015275.1|DPER
OG0005403	CCAP1982_LOCUS8823|CAD7000340.1|CCAP	LOC6588749|XP_002014836.1|DPER
OG0005404	CCAP1982_LOCUS8822|CAD7000339.1|CCAP	LOC6588748|XP_026844143.1|DPER
OG0005405	CCAP1982_LOCUS23138|CAD7015187.1|CCAP	LOC6590605|XP_002016470.1|DPER
OG0005406	CCAP1982_LOCUS22365|CAD7014368.1|CCAP	LOC6592864|XP_002018531.2|DPER
OG0005407	CCAP1982_LOCUS22687|CAD7014705.1|CCAP	LOC6600841|XP_026840632.1|DPER
OG0005408	CCAP1982_LOCUS8272|CAD6999749.1|CCAP	LOC6596353|XP_002021491.2|DPER
OG0005409	CCAP1982_LOCUS8121|CAD6999598.1|CCAP	LOC6589188|XP_026844446.1|DPER
OG0005411	CCAP1982_LOCUS21262|CAD7013191.1|CCAP	LOC6590247|XP_002016539.1|DPER
OG0005412	CCAP1982_LOCUS21257|CAD7013186.1|CCAP	LOC6590385|XP_002015651.1|DPER
OG0005413	CCAP1982_LOCUS23120|CAD7015167.1|CCAP	LOC6592970|XP_002017705.1|DPER
OG0005416	CCAP1982_LOCUS21690|CAD7013646.1|CCAP	LOC6602071|XP_026842465.1|DPER
OG0005417	CCAP1982_LOCUS7662|CAD6999118.1|CCAP	LOC6595385|XP_002020788.1|DPER
OG0005418	CCAP1982_LOCUS7668|CAD6999124.1|CCAP	LOC6589367|XP_002015251.1|DPER
OG0005419	CCAP1982_LOCUS5649|CAD6996987.1|CCAP	LOC6588961|XP_002014344.1|DPER
OG0005420	CCAP1982_LOCUS6503|CAD6997884.1|CCAP	LOC6593727|XP_002019105.1|DPER
OG0005421	CCAP1982_LOCUS8431|CAD6999920.1|CCAP	LOC6595447|XP_002020868.1|DPER
OG0005423	CCAP1982_LOCUS5752|CAD6997100.1|CCAP	LOC6594002|XP_026843856.1|DPER
OG0005424	CCAP1982_LOCUS22079|CAD7014071.1|CCAP	LOC6593188|XP_026842783.1|DPER
OG0005426	CCAP1982_LOCUS7102|CAD6998514.1|CCAP	LOC6593272|XP_026842504.1|DPER
OG0005428	CCAP1982_LOCUS8973|CAD7000495.1|CCAP	LOC6593934|XP_002019263.1|DPER
OG0005429	CCAP1982_LOCUS6509|CAD6997890.1|CCAP	LOC6593563|XP_002018978.2|DPER
OG0005430	CCAP1982_LOCUS6508|CAD6997889.1|CCAP	LOC6593562|XP_026842934.1|DPER
OG0005431	CCAP1982_LOCUS9057|CAD7000583.1|CCAP	LOC6593735|XP_002018993.1|DPER
OG0005432	CCAP1982_LOCUS5447|CAD6996771.1|CCAP	LOC6597930|XP_002023101.1|DPER
OG0005433	CCAP1982_LOCUS23193|CAD7015243.1|CCAP	LOC6590865|XP_026841900.1|DPER
OG0005434	CCAP1982_LOCUS6158|CAD6997519.1|CCAP	LOC6593894|XP_026842952.1|DPER
OG0005435	CCAP1982_LOCUS5442|CAD6996764.1|CCAP	LOC6597926|XP_002023098.1|DPER
OG0005436	CCAP1982_LOCUS5443|CAD6996765.1|CCAP	LOC6597928|XP_002023099.1|DPER
OG0005437	CCAP1982_LOCUS4214|CAD6995501.1|CCAP	LOC6587303|XP_002014186.1|DPER
OG0005438	CCAP1982_LOCUS8683|CAD7000190.1|CCAP	LOC6595572|XP_026843904.1|DPER
OG0005440	CCAP1982_LOCUS8728|CAD7000236.1|CCAP	LOC6588991|XP_002014953.2|DPER
OG0005441	CCAP1982_LOCUS6754|CAD6998143.1|CCAP	LOC6603742|XP_002028708.2|DPER
OG0005442	CCAP1982_LOCUS8810|CAD7000327.1|CCAP	LOC6589260|XP_002015286.1|DPER
OG0005443	CCAP1982_LOCUS5728|CAD6997076.1|CCAP	LOC113565547|XP_026843658.1|DPER
OG0005444	CCAP1982_LOCUS7383|CAD6998834.1|CCAP	LOC6589567|XP_002014599.1|DPER
OG0005445	CCAP1982_LOCUS7933|CAD6999407.1|CCAP	LOC6596649|XP_002021657.2|DPER
OG0005447	CCAP1982_LOCUS7846|CAD6999319.1|CCAP	LOC6596311|XP_002021481.1|DPER
OG0005448	CCAP1982_LOCUS21365|CAD7013294.1|CCAP	LOC6591256|XP_026842589.1|DPER
OG0005450	CCAP1982_LOCUS7008|CAD6998408.1|CCAP	LOC6587916|XP_002013329.1|DPER
OG0005451	CCAP1982_LOCUS7620|CAD6999074.1|CCAP	LOC6595714|XP_002020750.2|DPER
OG0005452	CCAP1982_LOCUS7156|CAD6998577.1|CCAP	LOC6600843|XP_026840629.1|DPER
OG0005453	CCAP1982_LOCUS250|CAD6991321.1|CCAP	LOC6594693|XP_002019620.1|DPER
OG0005454	CCAP1982_LOCUS8338|CAD6999827.1|CCAP	LOC6589683|XP_002014768.2|DPER
OG0005455	CCAP1982_LOCUS22813|CAD7014846.1|CCAP	LOC6600856|XP_002025993.1|DPER
OG0005456	CCAP1982_LOCUS5827|CAD6997187.1|CCAP, CCAP1982_LOCUS5826|CAD6997186.1|CCAP	LOC6598069|XP_002023128.1|DPER
OG0005457	CCAP1982_LOCUS5832|CAD6997192.1|CCAP	LOC6598066|XP_002023125.1|DPER
OG0005458	CCAP1982_LOCUS8565|CAD7000062.1|CCAP	LOC6589083|XP_026844577.1|DPER
OG0005459	CCAP1982_LOCUS7844|CAD6999317.1|CCAP, CCAP1982_LOCUS7845|CAD6999318.1|CCAP	LOC6589531|XP_026844415.1|DPER
OG0005460	CCAP1982_LOCUS8484|CAD6999979.1|CCAP	LOC6593709|XP_002018633.1|DPER
OG0005461	CCAP1982_LOCUS5846|CAD6997208.1|CCAP	LOC6594005|XP_002019057.1|DPER
OG0005462	CCAP1982_LOCUS5848|CAD6997210.1|CCAP	LOC6594003|XP_002019055.1|DPER
OG0005463	CCAP1982_LOCUS13791|CAD7005430.1|CCAP	LOC6597094|XP_002022285.1|DPER
OG0005464	CCAP1982_LOCUS5843|CAD6997205.1|CCAP	LOC6593811|XP_002019058.1|DPER
OG0005465	CCAP1982_LOCUS5833|CAD6997193.1|CCAP	LOC6598065|XP_002023124.1|DPER
OG0005466	CCAP1982_LOCUS5831|CAD6997191.1|CCAP	LOC6598068|XP_002023127.2|DPER
OG0005467	CCAP1982_LOCUS775|CAD6991884.1|CCAP	LOC6587740|XP_002012760.1|DPER
OG0005468	CCAP1982_LOCUS8598|CAD7000100.1|CCAP, CCAP1982_LOCUS8602|CAD7000104.1|CCAP	LOC6588886|XP_002014855.1|DPER
OG0005469	CCAP1982_LOCUS5526|CAD6996850.1|CCAP	LOC6593837|XP_026843452.1|DPER
OG0005470	CCAP1982_LOCUS5524|CAD6996848.1|CCAP	LOC6593839|XP_026843817.1|DPER
OG0005471	CCAP1982_LOCUS8604|CAD7000106.1|CCAP	LOC6589754|XP_026844585.1|DPER
OG0005472	CCAP1982_LOCUS8605|CAD7000110.1|CCAP	LOC6589755|XP_026844589.1|DPER
OG0005473	CCAP1982_LOCUS8028|CAD6999504.1|CCAP	LOC6593703|XP_026842954.1|DPER
OG0005474	CCAP1982_LOCUS8512|CAD7000007.1|CCAP	LOC6589420|XP_026844103.1|DPER
OG0005475	CCAP1982_LOCUS8513|CAD7000008.1|CCAP	LOC6589418|XP_026844492.1|DPER
OG0005476	CCAP1982_LOCUS22700|CAD7014721.1|CCAP	LOC6590469|XP_002016655.2|DPER
OG0005477	CCAP1982_LOCUS11778|CAD7003317.1|CCAP	LOC6598975|XP_002024063.1|DPER
OG0005478	CCAP1982_LOCUS9156|CAD7000682.1|CCAP	LOC6595522|XP_002020627.1|DPER
OG0005479	CCAP1982_LOCUS9157|CAD7000683.1|CCAP	LOC6595521|XP_002020626.1|DPER
OG0005480	CCAP1982_LOCUS9158|CAD7000684.1|CCAP	LOC6595520|XP_002020625.1|DPER
OG0005481	CCAP1982_LOCUS9152|CAD7000678.1|CCAP	LOC6588717|XP_002014990.1|DPER
OG0005482	CCAP1982_LOCUS9150|CAD7000676.1|CCAP	LOC6588719|XP_026844947.1|DPER
OG0005483	CCAP1982_LOCUS4912|CAD6996225.1|CCAP	LOC6587722|XP_002014056.1|DPER
OG0005485	CCAP1982_LOCUS22512|CAD7014511.1|CCAP	LOC6590272|XP_026842470.1|DPER
OG0005486	CCAP1982_LOCUS22543|CAD7014542.1|CCAP	LOC6590008|XP_026842486.1|DPER
OG0005487	CCAP1982_LOCUS20898|CAD7012798.1|CCAP	LOC6589687|XP_002015200.1|DPER
OG0005488	CCAP1982_LOCUS23408|CAD7015468.1|CCAP	LOC6589688|XP_002015201.1|DPER
OG0005490	CCAP1982_LOCUS8150|CAD6999618.1|CCAP	LOC6595479|XP_026844218.1|DPER
