Orthogroup	CCAP.longest_only	DSIM.longest_only
OG0004438	CCAP1982_LOCUS20396|CAD7012300.1|CCAP	LOC6734437|XP_002081457.1|DSIM
OG0004439	CCAP1982_LOCUS20273|CAD7012171.1|CCAP, CCAP1982_LOCUS20274|CAD7012172.1|CCAP	LOC6734489|XP_002081508.1|DSIM
OG0004440	CCAP1982_LOCUS23019|CAD7015063.1|CCAP	LOC6734935|XP_002081932.1|DSIM
OG0004442	CCAP1982_LOCUS10050|CAD7001556.1|CCAP	LOC6734894|XP_016028170.1|DSIM
OG0004443	CCAP1982_LOCUS13307|CAD7004924.1|CCAP	LOC6737799|XP_002084627.1|DSIM
OG0004444	CCAP1982_LOCUS19916|CAD7011806.1|CCAP	LOC6734829|XP_002081831.1|DSIM
OG0004445	CCAP1982_LOCUS20499|CAD7012413.1|CCAP	LOC6739510|XP_016029394.1|DSIM
OG0004446	CCAP1982_LOCUS3652|CAD6994918.1|CCAP	LOC6730297|XP_002105580.1|DSIM
OG0004447	CCAP1982_LOCUS14437|CAD7006105.1|CCAP	LOC6729373|XP_002104689.1|DSIM
OG0004449	CCAP1982_LOCUS14678|CAD7006356.1|CCAP	LOC6738200|XP_002085013.1|DSIM
OG0004450	CCAP1982_LOCUS20032|CAD7011920.1|CCAP	LOC6734117|XP_016027133.1|DSIM
OG0004451	CCAP1982_LOCUS20147|CAD7012045.1|CCAP	LOC6734128|XP_016027143.1|DSIM
OG0004452	CCAP1982_LOCUS20150|CAD7012048.1|CCAP	LOC6735271|XP_016028619.1|DSIM
OG0004453	CCAP1982_LOCUS19680|CAD7011591.1|CCAP	LOC6735062|XP_002082039.1|DSIM
OG0004454	CCAP1982_LOCUS5157|CAD6996488.1|CCAP	LOC6728435|XP_002103780.2|DSIM
OG0004457	CCAP1982_LOCUS13442|CAD7005078.1|CCAP	LOC6737683|XP_039149519.1|DSIM
OG0004458	CCAP1982_LOCUS14001|CAD7005643.1|CCAP, CCAP1982_LOCUS14004|CAD7005646.1|CCAP	LOC6737708|XP_016031483.1|DSIM
OG0004459	CCAP1982_LOCUS13690|CAD7005330.1|CCAP	LOC6737876|XP_016031652.1|DSIM
OG0004460	CCAP1982_LOCUS12030|CAD7003581.1|CCAP	LOC6738453|XP_016032288.1|DSIM
OG0004461	CCAP1982_LOCUS13905|CAD7005545.1|CCAP	LOC6738136|XP_002084949.2|DSIM
OG0004462	CCAP1982_LOCUS13571|CAD7005211.1|CCAP	LOC6738637|XP_016032474.1|DSIM
OG0004463	CCAP1982_LOCUS13756|CAD7005396.1|CCAP	LOC6739141|XP_016032991.1|DSIM
OG0004465	CCAP1982_LOCUS1606|CAD6992765.1|CCAP	LOC6738647|XP_002085449.2|DSIM
OG0004466	CCAP1982_LOCUS14570|CAD7006244.1|CCAP	LOC6738630|XP_016032467.1|DSIM
OG0004467	CCAP1982_LOCUS13984|CAD7005626.1|CCAP	LOC6738788|XP_002085588.1|DSIM
OG0004468	CCAP1982_LOCUS13983|CAD7005625.1|CCAP	LOC6738789|XP_016032604.1|DSIM
OG0004469	CCAP1982_LOCUS13398|CAD7005026.1|CCAP	LOC6738155|XP_016031987.1|DSIM
OG0004470	CCAP1982_LOCUS8253|CAD6999727.1|CCAP	LOC6732655|XP_039147530.1|DSIM
OG0004471	CCAP1982_LOCUS3738|CAD6995007.1|CCAP	LOC6729054|XP_039151137.1|DSIM
OG0004472	CCAP1982_LOCUS20359|CAD7012263.1|CCAP	LOC6733754|XP_002080798.1|DSIM
OG0004473	CCAP1982_LOCUS21035|CAD7012939.1|CCAP	LOC27206964|XP_016027076.1|DSIM
OG0004474	CCAP1982_LOCUS21033|CAD7012937.1|CCAP	LOC6734079|XP_016027077.1|DSIM
OG0004475	CCAP1982_LOCUS19402|CAD7011295.1|CCAP	LOC6728283|XP_002103632.1|DSIM
OG0004477	CCAP1982_LOCUS20802|CAD7012695.1|CCAP	LOC6733509|XP_002080565.1|DSIM
OG0004478	CCAP1982_LOCUS19606|CAD7011516.1|CCAP	LOC6734488|XP_016027612.1|DSIM
OG0004479	CCAP1982_LOCUS20506|CAD7012422.1|CCAP	LOC6735971|XP_002082880.1|DSIM
OG0004481	CCAP1982_LOCUS7208|CAD6998637.1|CCAP	LOC120284191|XP_039148572.1|DSIM
OG0004482	CCAP1982_LOCUS1748|CAD6992915.1|CCAP, CCAP1982_LOCUS1747|CAD6992914.1|CCAP	LOC6730273|XP_016037039.1|DSIM
OG0004483	CCAP1982_LOCUS20502|CAD7012416.1|CCAP	LOC6735963|XP_002082872.1|DSIM
OG0004484	CCAP1982_LOCUS4678|CAD6995967.1|CCAP	LOC6726958|XP_002102360.1|DSIM
OG0004487	CCAP1982_LOCUS11505|CAD7003042.1|CCAP	LOC6738422|XP_002085231.1|DSIM
OG0004488	CCAP1982_LOCUS22292|CAD7014290.1|CCAP, CCAP1982_LOCUS22291|CAD7014289.1|CCAP	LOC6733298|XP_016026221.1|DSIM
OG0004490	CCAP1982_LOCUS21583|CAD7013523.1|CCAP	LOC6734209|XP_002081238.1|DSIM
OG0004491	CCAP1982_LOCUS6120|CAD6997478.1|CCAP, CCAP1982_LOCUS6124|CAD6997482.1|CCAP, CCAP1982_LOCUS6122|CAD6997480.1|CCAP, CCAP1982_LOCUS6123|CAD6997481.1|CCAP, CCAP1982_LOCUS6121|CAD6997479.1|CCAP	LOC6731199|XP_002078358.3|DSIM
OG0004492	CCAP1982_LOCUS13562|CAD7005202.1|CCAP	LOC6738731|XP_002085532.1|DSIM
OG0004494	CCAP1982_LOCUS282|CAD6991352.1|CCAP	LOC6728918|XP_016035603.1|DSIM
OG0004495	CCAP1982_LOCUS3895|CAD6995174.1|CCAP, CCAP1982_LOCUS3894|CAD6995173.1|CCAP, CCAP1982_LOCUS3896|CAD6995175.1|CCAP	LOC6728999|XP_002104320.2|DSIM
OG0004497	CCAP1982_LOCUS23058|CAD7015105.1|CCAP, CCAP1982_LOCUS23059|CAD7015106.1|CCAP	LOC6735767|XP_002082680.1|DSIM
OG0004504	CCAP1982_LOCUS4126|CAD6995408.1|CCAP	LOC6739677|XP_016033042.1|DSIM
OG0004505	CCAP1982_LOCUS1442|CAD6992593.1|CCAP	LOC6728139|XP_016034751.1|DSIM
OG0004506	CCAP1982_LOCUS3919|CAD6995200.1|CCAP	LOC27207186|XP_016036666.1|DSIM
OG0004507	CCAP1982_LOCUS1261|CAD6992397.1|CCAP	LOC6726957|XP_016033442.1|DSIM
OG0004508	CCAP1982_LOCUS3637|CAD6994902.1|CCAP, CCAP1982_LOCUS3634|CAD6994899.1|CCAP	LOC6729764|XP_016036449.1|DSIM
OG0004511	CCAP1982_LOCUS2442|CAD6993632.1|CCAP	LOC6729511|XP_039150578.1|DSIM
OG0004512	CCAP1982_LOCUS9854|CAD7001356.1|CCAP	LOC6724735|XP_039152169.1|DSIM
OG0004513	CCAP1982_LOCUS9560|CAD7001088.1|CCAP	LOC6724715|XP_016037307.1|DSIM
OG0004514	CCAP1982_LOCUS10096|CAD7001602.1|CCAP	LOC6724711|XP_016037279.1|DSIM
OG0004519	CCAP1982_LOCUS36|CAD6991088.1|CCAP	LOC6730029|XP_016036796.1|DSIM
OG0004523	CCAP1982_LOCUS3346|CAD6994609.1|CCAP	LOC6730318|XP_016037083.1|DSIM
OG0004531	CCAP1982_LOCUS2148|CAD6993332.1|CCAP	LOC27207662|XP_039150730.1|DSIM
OG0004535	CCAP1982_LOCUS13345|CAD7004967.1|CCAP	LOC6738339|XP_002085149.1|DSIM
OG0004538	CCAP1982_LOCUS21889|CAD7013872.1|CCAP	LOC6735922|XP_016029279.1|DSIM
OG0004539	CCAP1982_LOCUS3115|CAD6994361.1|CCAP	LOC6727334|XP_016033860.1|DSIM
OG0004541	CCAP1982_LOCUS21023|CAD7012926.1|CCAP	LOC6735050|XP_002082031.1|DSIM
OG0004545	CCAP1982_LOCUS3186|CAD6994435.1|CCAP	LOC6729080|XP_016035727.1|DSIM
OG0004546	CCAP1982_LOCUS22253|CAD7014250.1|CCAP	LOC6734285|XP_002081314.1|DSIM
OG0004550	CCAP1982_LOCUS5352|CAD6996668.1|CCAP	LOC6725406|XP_016038481.1|DSIM
OG0004553	CCAP1982_LOCUS11235|CAD7002761.1|CCAP	LOC6737319|XP_002084157.2|DSIM
OG0004556	CCAP1982_LOCUS9255|CAD7000780.1|CCAP	LOC6726394|XP_039153522.1|DSIM
OG0004559	CCAP1982_LOCUS3867|CAD6995146.1|CCAP	LOC6729279|XP_002104599.1|DSIM
OG0004560	CCAP1982_LOCUS4128|CAD6995411.1|CCAP	LOC27209273|XP_039154224.1|DSIM
OG0004561	CCAP1982_LOCUS2043|CAD6993224.1|CCAP	LOC6728077|XP_039151180.1|DSIM
OG0004562	CCAP1982_LOCUS776|CAD6991885.1|CCAP	LOC6740248|XP_016035794.1|DSIM
OG0004563	CCAP1982_LOCUS4917|CAD6996232.1|CCAP	LOC6739734|XP_002076627.2|DSIM
OG0004564	CCAP1982_LOCUS102|CAD6991162.1|CCAP	LOC6727395|XP_016033944.1|DSIM
OG0004565	CCAP1982_LOCUS1797|CAD6992965.1|CCAP	LOC6728050|XP_016034659.1|DSIM
OG0004569	CCAP1982_LOCUS1664|CAD6992826.1|CCAP	LOC6726688|XP_002102099.1|DSIM
OG0004570	CCAP1982_LOCUS21554|CAD7013494.1|CCAP	LOC6734741|XP_016027950.1|DSIM
OG0004573	CCAP1982_LOCUS3394|CAD6994659.1|CCAP	LOC6727541|XP_016034118.1|DSIM
OG0004576	CCAP1982_LOCUS1658|CAD6992819.1|CCAP	LOC6728946|XP_016035623.1|DSIM
OG0004577	CCAP1982_LOCUS1199|CAD6992335.1|CCAP	LOC6728192|XP_002103541.1|DSIM
OG0004579	CCAP1982_LOCUS6923|CAD6998315.1|CCAP	LOC6730854|XP_016023280.1|DSIM
OG0004580	CCAP1982_LOCUS2352|CAD6993540.1|CCAP	LOC6728228|XP_002103577.1|DSIM
OG0004581	CCAP1982_LOCUS2223|CAD6993408.1|CCAP	LOC6727982|XP_002103334.2|DSIM
OG0004582	CCAP1982_LOCUS1771|CAD6992938.1|CCAP	LOC6730284|XP_039150786.1|DSIM
OG0004585	CCAP1982_LOCUS2137|CAD6993321.1|CCAP	LOC6730132|XP_002105423.1|DSIM
OG0004587	CCAP1982_LOCUS3339|CAD6994601.1|CCAP	LOC6730312|XP_002105595.3|DSIM
OG0004588	CCAP1982_LOCUS3344|CAD6994606.1|CCAP	LOC6730314|XP_002105597.1|DSIM
OG0004590	CCAP1982_LOCUS3189|CAD6994438.1|CCAP	LOC6730100|XP_016036865.1|DSIM
OG0004591	CCAP1982_LOCUS3193|CAD6994442.1|CCAP	LOC6730095|XP_002105388.1|DSIM
OG0004598	CCAP1982_LOCUS12410|CAD7003988.1|CCAP	LOC6738361|XP_002085171.1|DSIM
OG0004599	CCAP1982_LOCUS11923|CAD7003470.1|CCAP	LOC6730883|XP_016023308.1|DSIM
OG0004606	CCAP1982_LOCUS91|CAD6991150.1|CCAP	LOC6727404|XP_016033952.1|DSIM
OG0004610	CCAP1982_LOCUS1859|CAD6993023.1|CCAP	LOC6739790|XP_016037019.1|DSIM
OG0004611	CCAP1982_LOCUS1128|CAD6992259.1|CCAP	LOC6730226|XP_039151724.1|DSIM
OG0004612	CCAP1982_LOCUS1129|CAD6992262.1|CCAP	LOC6730227|XP_002105510.1|DSIM
OG0004613	CCAP1982_LOCUS2221|CAD6993406.1|CCAP	LOC6727980|XP_016034572.1|DSIM
OG0004617	CCAP1982_LOCUS8004|CAD6999480.1|CCAP	LOC6732996|XP_002080075.1|DSIM
OG0004618	CCAP1982_LOCUS31|CAD6991083.1|CCAP	LOC6729130|XP_016035774.1|DSIM
OG0004619	CCAP1982_LOCUS1835|CAD6993000.1|CCAP	LOC6729044|XP_002104365.1|DSIM
OG0004620	CCAP1982_LOCUS1046|CAD6992171.1|CCAP	LOC6727483|XP_016034072.1|DSIM
OG0004621	CCAP1982_LOCUS362|CAD6991436.1|CCAP	LOC6728459|XP_002103804.1|DSIM
OG0004622	CCAP1982_LOCUS1877|CAD6993045.1|CCAP	LOC6727576|XP_039150631.1|DSIM
OG0004623	CCAP1982_LOCUS1607|CAD6992766.1|CCAP	LOC6730086|XP_002105379.1|DSIM
OG0004627	CCAP1982_LOCUS12745|CAD7004326.1|CCAP	LOC6736723|XP_016030346.1|DSIM
OG0004629	CCAP1982_LOCUS1775|CAD6992942.1|CCAP	LOC6728065|XP_016034683.1|DSIM
OG0004630	CCAP1982_LOCUS2124|CAD6993307.1|CCAP	LOC6730126|XP_016036886.1|DSIM
OG0004632	CCAP1982_LOCUS2110|CAD6993295.1|CCAP	LOC6727555|XP_016034136.1|DSIM
OG0004633	CCAP1982_LOCUS1609|CAD6992768.1|CCAP	LOC6730083|XP_016036851.1|DSIM
OG0004634	CCAP1982_LOCUS1610|CAD6992769.1|CCAP	LOC6730072|XP_002105365.1|DSIM
OG0004639	CCAP1982_LOCUS3414|CAD6994679.1|CCAP	LOC6729819|XP_002105122.1|DSIM
OG0004640	CCAP1982_LOCUS3419|CAD6994684.1|CCAP	LOC6729818|XP_039151750.1|DSIM
OG0004643	CCAP1982_LOCUS4249|CAD6995538.1|CCAP	LOC27207852|XP_016035563.1|DSIM
OG0004646	CCAP1982_LOCUS3651|CAD6994917.1|CCAP	LOC6730298|XP_016037059.1|DSIM
OG0004651	CCAP1982_LOCUS3048|CAD6994287.1|CCAP, CCAP1982_LOCUS3046|CAD6994285.1|CCAP	LOC6727690|XP_039150956.1|DSIM
OG0004652	CCAP1982_LOCUS2775|CAD6993993.1|CCAP	LOC6739785|XP_016036659.1|DSIM
OG0004653	CCAP1982_LOCUS14289|CAD7005951.1|CCAP	LOC6739083|XP_002085876.1|DSIM
OG0004654	CCAP1982_LOCUS6977|CAD6998377.1|CCAP	LOC6730665|XP_002077835.1|DSIM
OG0004655	CCAP1982_LOCUS3443|CAD6994710.1|CCAP	LOC6729304|XP_002104621.3|DSIM
OG0004657	CCAP1982_LOCUS68|CAD6991123.1|CCAP, CCAP1982_LOCUS67|CAD6991122.1|CCAP	LOC6727243|XP_002102635.1|DSIM
OG0004658	CCAP1982_LOCUS3655|CAD6994922.1|CCAP	LOC6728655|XP_002103995.1|DSIM
OG0004659	CCAP1982_LOCUS4005|CAD6995286.1|CCAP	LOC6729224|XP_002104545.1|DSIM
OG0004660	CCAP1982_LOCUS3701|CAD6994970.1|CCAP	LOC6729078|XP_039151337.1|DSIM
OG0004661	CCAP1982_LOCUS3041|CAD6994280.1|CCAP	LOC6727693|XP_002103055.2|DSIM
OG0004666	CCAP1982_LOCUS1731|CAD6992896.1|CCAP	LOC27208284|XP_016035397.1|DSIM
OG0004670	CCAP1982_LOCUS90|CAD6991148.1|CCAP	LOC6729675|XP_002104981.2|DSIM
OG0004671	CCAP1982_LOCUS2509|CAD6993703.1|CCAP	LOC6728346|XP_002103694.1|DSIM
OG0004672	CCAP1982_LOCUS2039|CAD6993220.1|CCAP	LOC6728073|XP_039151175.1|DSIM
OG0004673	CCAP1982_LOCUS5124|CAD6996452.1|CCAP	LOC6730375|XP_002105657.1|DSIM
OG0004674	CCAP1982_LOCUS2397|CAD6993586.1|CCAP	LOC6729868|XP_016036618.1|DSIM
OG0004675	CCAP1982_LOCUS2401|CAD6993591.1|CCAP	LOC6729865|XP_016036604.1|DSIM
OG0004676	CCAP1982_LOCUS3368|CAD6994633.1|CCAP	LOC6726916|XP_002102318.1|DSIM
OG0004677	CCAP1982_LOCUS2684|CAD6993891.1|CCAP	LOC27208018|XP_016035968.1|DSIM
OG0004678	CCAP1982_LOCUS2683|CAD6993890.1|CCAP	LOC6729329|XP_002104646.2|DSIM
OG0004679	CCAP1982_LOCUS1367|CAD6992518.1|CCAP	LOC6727496|XP_016034084.1|DSIM
OG0004680	CCAP1982_LOCUS2560|CAD6993761.1|CCAP	LOC6727719|XP_016034293.1|DSIM
OG0004681	CCAP1982_LOCUS2511|CAD6993705.1|CCAP	LOC6728939|XP_002104267.1|DSIM
OG0004682	CCAP1982_LOCUS8207|CAD6999677.1|CCAP	LOC6730973|XP_002078134.1|DSIM
OG0004683	CCAP1982_LOCUS2421|CAD6993611.1|CCAP	LOC6728266|XP_002103615.2|DSIM
OG0004684	CCAP1982_LOCUS1441|CAD6992592.1|CCAP	LOC6728728|XP_002104063.2|DSIM
OG0004685	CCAP1982_LOCUS2531|CAD6993733.1|CCAP	LOC6730054|XP_016036828.1|DSIM
OG0004686	CCAP1982_LOCUS2334|CAD6993521.1|CCAP	LOC6728854|XP_002104188.1|DSIM
OG0004687	CCAP1982_LOCUS2485|CAD6993679.1|CCAP, CCAP1982_LOCUS2483|CAD6993677.1|CCAP	LOC6730059|XP_002105352.1|DSIM
OG0004688	CCAP1982_LOCUS4260|CAD6995549.1|CCAP	LOC6728628|XP_002103969.1|DSIM
OG0004689	CCAP1982_LOCUS1804|CAD6992973.1|CCAP, CCAP1982_LOCUS1803|CAD6992972.1|CCAP	LOC6729261|XP_002104581.2|DSIM
OG0004690	CCAP1982_LOCUS3063|CAD6994302.1|CCAP	LOC6726988|XP_002102389.2|DSIM
OG0004691	CCAP1982_LOCUS1485|CAD6992639.1|CCAP	LOC6730005|XP_039151377.1|DSIM
OG0004692	CCAP1982_LOCUS1323|CAD6992467.1|CCAP	LOC6729289|XP_016035930.1|DSIM
OG0004693	CCAP1982_LOCUS1315|CAD6992459.1|CCAP	LOC6729294|XP_016035935.1|DSIM
OG0004694	CCAP1982_LOCUS11231|CAD7002757.1|CCAP	LOC6729548|XP_016036219.1|DSIM
OG0004695	CCAP1982_LOCUS2714|CAD6993926.1|CCAP	LOC6729863|XP_016036600.1|DSIM
OG0004696	CCAP1982_LOCUS1433|CAD6992584.1|CCAP	LOC27206451|XP_016033797.2|DSIM
OG0004699	CCAP1982_LOCUS1048|CAD6992173.1|CCAP	LOC27209195|XP_039151571.1|DSIM
OG0004700	CCAP1982_LOCUS1605|CAD6992764.1|CCAP	LOC6726667|XP_016033156.1|DSIM
OG0004701	CCAP1982_LOCUS79|CAD6991137.1|CCAP	LOC6727237|XP_016033742.1|DSIM
OG0004702	CCAP1982_LOCUS1065|CAD6992193.1|CCAP	LOC6729316|XP_016035946.1|DSIM
OG0004703	CCAP1982_LOCUS1899|CAD6993070.1|CCAP	LOC6729252|XP_016035905.1|DSIM
OG0004704	CCAP1982_LOCUS3255|CAD6994511.1|CCAP	LOC6729456|XP_016036131.1|DSIM
OG0004705	CCAP1982_LOCUS2784|CAD6994004.1|CCAP	LOC6728744|XP_002104079.2|DSIM
OG0004706	CCAP1982_LOCUS13037|CAD7004642.1|CCAP	LOC6737228|XP_002084068.2|DSIM
OG0004707	CCAP1982_LOCUS450|CAD6991532.1|CCAP	LOC6731282|XP_016023847.1|DSIM
OG0004708	CCAP1982_LOCUS4356|CAD6995649.1|CCAP	LOC6727139|XP_002102532.1|DSIM
OG0004709	CCAP1982_LOCUS2905|CAD6994139.1|CCAP	LOC6729004|XP_016035667.1|DSIM
OG0004710	CCAP1982_LOCUS2356|CAD6993544.1|CCAP, CCAP1982_LOCUS2357|CAD6993545.1|CCAP	LOC6728105|XP_039151471.1|DSIM
OG0004711	CCAP1982_LOCUS2993|CAD6994231.1|CCAP, CCAP1982_LOCUS2996|CAD6994234.1|CCAP	LOC6729790|XP_002105095.2|DSIM
OG0004712	CCAP1982_LOCUS1916|CAD6993089.1|CCAP	LOC6728200|XP_002103549.2|DSIM
OG0004713	CCAP1982_LOCUS2675|CAD6993881.1|CCAP, CCAP1982_LOCUS2674|CAD6993880.1|CCAP	LOC6729355|XP_016035992.1|DSIM
OG0004715	CCAP1982_LOCUS6555|CAD6997938.1|CCAP	LOC6732320|XP_016024982.1|DSIM
OG0004716	CCAP1982_LOCUS2689|CAD6993896.1|CCAP	LOC6729344|XP_016035983.2|DSIM
OG0004718	CCAP1982_LOCUS6927|CAD6998322.1|CCAP	LOC6730856|XP_039146942.1|DSIM
OG0004719	CCAP1982_LOCUS1745|CAD6992912.1|CCAP	LOC6730272|XP_039150349.1|DSIM
OG0004720	CCAP1982_LOCUS1057|CAD6992185.1|CCAP	LOC6729320|XP_039151536.1|DSIM
OG0004721	CCAP1982_LOCUS2826|CAD6994052.1|CCAP	LOC6729898|XP_002105200.2|DSIM
OG0004722	CCAP1982_LOCUS1561|CAD6992716.1|CCAP, CCAP1982_LOCUS1565|CAD6992720.1|CCAP	LOC6730038|XP_002105331.1|DSIM
OG0004724	CCAP1982_LOCUS3078|CAD6994321.1|CCAP	LOC6727532|XP_002102912.1|DSIM
OG0004725	CCAP1982_LOCUS3072|CAD6994315.1|CCAP	LOC6729792|XP_016036480.2|DSIM
OG0004726	CCAP1982_LOCUS2703|CAD6993911.1|CCAP	LOC6729859|XP_016036597.1|DSIM
OG0004727	CCAP1982_LOCUS3107|CAD6994353.1|CCAP	LOC6729240|XP_016035892.1|DSIM
OG0004728	CCAP1982_LOCUS3108|CAD6994354.1|CCAP	LOC6728343|XP_016034969.1|DSIM
OG0004730	CCAP1982_LOCUS6397|CAD6997767.1|CCAP	LOC6731256|XP_002078415.1|DSIM
OG0004731	CCAP1982_LOCUS3881|CAD6995160.1|CCAP, CCAP1982_LOCUS3880|CAD6995159.1|CCAP	LOC6727509|XP_016034089.1|DSIM
OG0004732	CCAP1982_LOCUS2464|CAD6993656.1|CCAP	LOC6728675|XP_002104014.2|DSIM
OG0004733	CCAP1982_LOCUS2465|CAD6993657.1|CCAP	LOC6727730|XP_002103092.1|DSIM
OG0004734	CCAP1982_LOCUS1255|CAD6992391.1|CCAP	LOC6729028|XP_002104349.1|DSIM
OG0004735	CCAP1982_LOCUS3670|CAD6994936.1|CCAP	LOC6730386|XP_016037169.1|DSIM
OG0004736	CCAP1982_LOCUS2214|CAD6993398.1|CCAP	LOC6729964|XP_039150895.1|DSIM
OG0004737	CCAP1982_LOCUS2780|CAD6993999.1|CCAP	LOC6726674|XP_016033168.1|DSIM
OG0004738	CCAP1982_LOCUS2778|CAD6993997.1|CCAP	LOC6726675|XP_016033170.1|DSIM
OG0004739	CCAP1982_LOCUS1824|CAD6992993.1|CCAP	LOC6729275|XP_002104595.1|DSIM
OG0004741	CCAP1982_LOCUS2273|CAD6993460.1|CCAP	LOC6727531|XP_016034109.1|DSIM
OG0004742	CCAP1982_LOCUS10245|CAD7001755.1|CCAP	LOC6724724|XP_016037359.1|DSIM
OG0004743	CCAP1982_LOCUS3244|CAD6994498.1|CCAP	LOC6727501|XP_039150716.1|DSIM
OG0004744	CCAP1982_LOCUS4332|CAD6995626.1|CCAP	LOC27206835|XP_016025064.1|DSIM
OG0004745	CCAP1982_LOCUS4326|CAD6995620.1|CCAP	LOC27206454|XP_039151941.1|DSIM
OG0004746	CCAP1982_LOCUS364|CAD6991438.1|CCAP	LOC6728457|XP_016035076.1|DSIM
OG0004747	CCAP1982_LOCUS365|CAD6991439.1|CCAP	LOC6728458|XP_016035077.1|DSIM
OG0004748	CCAP1982_LOCUS367|CAD6991441.1|CCAP	LOC6728455|XP_016035070.1|DSIM
OG0004749	CCAP1982_LOCUS1042|CAD6992167.1|CCAP	LOC6727315|XP_016033849.1|DSIM
OG0004750	CCAP1982_LOCUS3019|CAD6994258.1|CCAP	LOC6729042|XP_016035695.1|DSIM
OG0004751	CCAP1982_LOCUS2032|CAD6993213.1|CCAP	LOC6727974|XP_016034567.1|DSIM
OG0004752	CCAP1982_LOCUS3437|CAD6994702.1|CCAP	LOC27208451|XP_016036494.1|DSIM
OG0004753	CCAP1982_LOCUS2962|CAD6994198.1|CCAP	LOC6729491|XP_016036162.1|DSIM
OG0004754	CCAP1982_LOCUS3310|CAD6994572.1|CCAP	LOC6729903|XP_002105205.2|DSIM
OG0004755	CCAP1982_LOCUS4042|CAD6995324.1|CCAP	LOC6727326|XP_002102712.1|DSIM
OG0004756	CCAP1982_LOCUS4041|CAD6995323.1|CCAP	LOC6727327|XP_002102713.1|DSIM
OG0004757	CCAP1982_LOCUS9369|CAD7000894.1|CCAP, CCAP1982_LOCUS3994|CAD6995273.1|CCAP	LOC6728280|XP_039150912.1|DSIM
OG0004758	CCAP1982_LOCUS5183|CAD6996515.1|CCAP	LOC6727626|XP_016034227.1|DSIM
OG0004759	CCAP1982_LOCUS2086|CAD6993269.1|CCAP	LOC6728969|XP_016035646.1|DSIM
OG0004760	CCAP1982_LOCUS3766|CAD6995036.1|CCAP	LOC27206989|XP_016034731.1|DSIM
OG0004762	CCAP1982_LOCUS4117|CAD6995399.1|CCAP, CCAP1982_LOCUS20831|CAD7012727.1|CCAP	LOC6731233|XP_002078392.1|DSIM
OG0004763	CCAP1982_LOCUS1149|CAD6992281.1|CCAP	LOC6727571|XP_039150707.1|DSIM
OG0004764	CCAP1982_LOCUS1627|CAD6992788.1|CCAP, CCAP1982_LOCUS1637|CAD6992798.1|CCAP	LOC6728138|XP_016034747.1|DSIM
OG0004765	CCAP1982_LOCUS2453|CAD6993643.1|CCAP	LOC6729461|XP_016036135.1|DSIM
OG0004766	CCAP1982_LOCUS2527|CAD6993729.1|CCAP	LOC6729441|XP_039151992.1|DSIM
OG0004767	CCAP1982_LOCUS1159|CAD6992291.1|CCAP	LOC6726694|XP_002102105.1|DSIM
OG0004768	CCAP1982_LOCUS3023|CAD6994262.1|CCAP	LOC6726696|XP_002102107.1|DSIM
OG0004769	CCAP1982_LOCUS1618|CAD6992778.1|CCAP	LOC6733022|XP_002080101.1|DSIM
OG0004770	CCAP1982_LOCUS4945|CAD6996262.1|CCAP	LOC6727616|XP_002102995.1|DSIM
OG0004771	CCAP1982_LOCUS1359|CAD6992510.1|CCAP	LOC6730150|XP_016036915.1|DSIM
OG0004772	CCAP1982_LOCUS1734|CAD6992900.1|CCAP	LOC6728942|XP_016035621.1|DSIM
OG0004773	CCAP1982_LOCUS2622|CAD6993825.1|CCAP	LOC6727293|XP_002102680.1|DSIM
OG0004774	CCAP1982_LOCUS2617|CAD6993820.1|CCAP	LOC6727291|XP_016033820.1|DSIM
OG0004775	CCAP1982_LOCUS2616|CAD6993819.1|CCAP	LOC6727513|XP_016034098.1|DSIM
OG0004776	CCAP1982_LOCUS23382|CAD7015440.1|CCAP	LOC6733305|XP_016026231.1|DSIM
OG0004777	CCAP1982_LOCUS4115|CAD6995397.1|CCAP	LOC27206634|XP_016025854.1|DSIM
OG0004778	CCAP1982_LOCUS5815|CAD6997173.1|CCAP	LOC6732266|XP_002079395.1|DSIM
OG0004779	CCAP1982_LOCUS3274|CAD6994530.1|CCAP	LOC6729281|XP_016035923.1|DSIM
OG0004780	CCAP1982_LOCUS6815|CAD6998200.1|CCAP	LOC6730825|XP_002077992.1|DSIM
OG0004781	CCAP1982_LOCUS3298|CAD6994558.1|CCAP	LOC6728338|XP_039150771.1|DSIM
OG0004782	CCAP1982_LOCUS1055|CAD6992184.1|CCAP	LOC6729322|XP_016035957.1|DSIM
OG0004784	CCAP1982_LOCUS2078|CAD6993261.1|CCAP	LOC6726952|XP_002102354.1|DSIM
OG0004785	CCAP1982_LOCUS2068|CAD6993251.1|CCAP	LOC6726938|XP_002102340.1|DSIM
OG0004786	CCAP1982_LOCUS2066|CAD6993249.1|CCAP	LOC27207009|XP_039150983.1|DSIM
OG0004788	CCAP1982_LOCUS2062|CAD6993245.1|CCAP	LOC6726934|XP_016033431.1|DSIM
OG0004789	CCAP1982_LOCUS2061|CAD6993244.1|CCAP	LOC6726933|XP_002102335.1|DSIM
OG0004790	CCAP1982_LOCUS2055|CAD6993238.1|CCAP	LOC6729741|XP_016036401.1|DSIM
OG0004791	CCAP1982_LOCUS2238|CAD6993423.1|CCAP	LOC6730338|XP_016037107.1|DSIM
