Orthogroup	CCAP.longest_only	DSUB.longest_only
OG0005185	CCAP1982_LOCUS22002|CAD7013993.1|CCAP	LOC117890661|XP_034651525.1|DSUB
OG0005186	CCAP1982_LOCUS21752|CAD7013715.1|CCAP	LOC117889774|XP_034650126.1|DSUB
OG0005187	CCAP1982_LOCUS22294|CAD7014292.1|CCAP	LOC117891415|XP_034652773.1|DSUB
OG0005188	CCAP1982_LOCUS22762|CAD7014793.1|CCAP	LOC117890669|XP_034651536.1|DSUB
OG0005190	CCAP1982_LOCUS11444|CAD7002981.1|CCAP	LOC117894132|XP_034656917.1|DSUB
OG0005191	CCAP1982_LOCUS264|CAD6991335.1|CCAP	LOC117896111|XP_034660056.1|DSUB
OG0005192	CCAP1982_LOCUS23091|CAD7015141.1|CCAP, CCAP1982_LOCUS23093|CAD7015143.1|CCAP	LOC117891854|XP_034653499.1|DSUB
OG0005193	CCAP1982_LOCUS23365|CAD7015423.1|CCAP	LOC117890659|XP_034651522.1|DSUB
OG0005194	CCAP1982_LOCUS7190|CAD6998616.1|CCAP	LOC117892262|XP_034654268.1|DSUB
OG0005195	CCAP1982_LOCUS22634|CAD7014645.1|CCAP	LOC117892539|XP_034654737.1|DSUB
OG0005196	CCAP1982_LOCUS14239|CAD7005899.1|CCAP	LOC117894685|XP_034657755.1|DSUB
OG0005197	CCAP1982_LOCUS22401|CAD7014409.1|CCAP	LOC117892715|XP_034655026.1|DSUB
OG0005198	CCAP1982_LOCUS10739|CAD7002244.1|CCAP, CCAP1982_LOCUS10738|CAD7002242.1|CCAP, CCAP1982_LOCUS10736|CAD7002240.1|CCAP	LOC117894147|XP_034656933.1|DSUB
OG0005199	CCAP1982_LOCUS21243|CAD7013172.1|CCAP	LOC117891667|XP_034653123.1|DSUB
OG0005200	CCAP1982_LOCUS23197|CAD7015248.1|CCAP	LOC117890727|XP_034651670.1|DSUB
OG0005201	CCAP1982_LOCUS7252|CAD6998695.1|CCAP	LOC117891641|XP_034653077.1|DSUB
OG0005202	CCAP1982_LOCUS21195|CAD7013122.1|CCAP	LOC117892659|XP_034654936.1|DSUB
OG0005203	CCAP1982_LOCUS7149|CAD6998568.1|CCAP	LOC117890695|XP_034651581.1|DSUB
OG0005204	CCAP1982_LOCUS6398|CAD6997769.1|CCAP	LOC117900010|XP_034666085.1|DSUB
OG0005205	CCAP1982_LOCUS6921|CAD6998312.1|CCAP	LOC117901290|XP_034667876.1|DSUB
OG0005206	CCAP1982_LOCUS22250|CAD7014247.1|CCAP	LOC117889980|XP_034650452.1|DSUB
OG0005207	CCAP1982_LOCUS22905|CAD7014942.1|CCAP	LOC117892151|XP_034654090.1|DSUB
OG0005208	CCAP1982_LOCUS22121|CAD7014114.1|CCAP	LOC117890261|XP_034650909.1|DSUB
OG0005209	CCAP1982_LOCUS5437|CAD6996758.1|CCAP	LOC117900326|XP_034666547.1|DSUB
OG0005210	CCAP1982_LOCUS5436|CAD6996757.1|CCAP	LOC117901132|XP_034667664.1|DSUB
OG0005211	CCAP1982_LOCUS11690|CAD7003229.1|CCAP	LOC117893631|XP_034656205.1|DSUB
OG0005212	CCAP1982_LOCUS7176|CAD6998601.1|CCAP	LOC117892724|XP_034655037.1|DSUB
OG0005213	CCAP1982_LOCUS5508|CAD6996835.1|CCAP	LOC117902148|XP_034669211.1|DSUB
OG0005214	CCAP1982_LOCUS7805|CAD6999276.1|CCAP	LOC117902777|XP_034670264.1|DSUB
OG0005215	CCAP1982_LOCUS8738|CAD7000246.1|CCAP	LOC117900186|XP_034666323.1|DSUB
OG0005216	CCAP1982_LOCUS7739|CAD6999205.1|CCAP	LOC117901306|XP_034667907.1|DSUB
OG0005217	CCAP1982_LOCUS6400|CAD6997772.1|CCAP	LOC117902466|XP_034669763.1|DSUB
OG0005218	CCAP1982_LOCUS5377|CAD6996693.1|CCAP	LOC117902517|XP_034669832.1|DSUB
OG0005219	CCAP1982_LOCUS22495|CAD7014493.1|CCAP	LOC117891771|XP_034653318.1|DSUB
OG0005220	CCAP1982_LOCUS12769|CAD7004354.1|CCAP	LOC117893953|XP_034656636.1|DSUB
OG0005221	CCAP1982_LOCUS5724|CAD6997071.1|CCAP	LOC117901685|XP_034668419.1|DSUB
OG0005222	CCAP1982_LOCUS7540|CAD6998993.1|CCAP	LOC117900947|XP_034667406.1|DSUB
OG0005223	CCAP1982_LOCUS5696|CAD6997038.1|CCAP	LOC117902238|XP_034669372.1|DSUB
OG0005224	CCAP1982_LOCUS9099|CAD7000625.1|CCAP	LOC117902203|XP_034669310.1|DSUB
OG0005225	CCAP1982_LOCUS5399|CAD6996717.1|CCAP	LOC117900942|XP_034667400.1|DSUB
OG0005226	CCAP1982_LOCUS8836|CAD7000354.1|CCAP	LOC117902790|XP_034670289.1|DSUB
OG0005227	CCAP1982_LOCUS8073|CAD6999553.1|CCAP	LOC117902062|XP_034669026.1|DSUB
OG0005228	CCAP1982_LOCUS8072|CAD6999552.1|CCAP	LOC117902059|XP_034669022.1|DSUB
OG0005229	CCAP1982_LOCUS7490|CAD6998944.1|CCAP	LOC117900820|XP_034667214.1|DSUB
OG0005230	CCAP1982_LOCUS7079|CAD6998486.1|CCAP	LOC117900459|XP_034666723.1|DSUB
OG0005231	CCAP1982_LOCUS8695|CAD7000203.1|CCAP	LOC117900090|XP_034666192.1|DSUB
OG0005232	CCAP1982_LOCUS5367|CAD6996683.1|CCAP	LOC117900423|XP_034666675.1|DSUB
OG0005233	CCAP1982_LOCUS5688|CAD6997029.1|CCAP	LOC117900805|XP_034667183.1|DSUB
OG0005234	CCAP1982_LOCUS6210|CAD6997571.1|CCAP	LOC117901546|XP_034668230.1|DSUB
OG0005235	CCAP1982_LOCUS7029|CAD6998429.1|CCAP	LOC117900567|XP_034666866.1|DSUB
OG0005236	CCAP1982_LOCUS8175|CAD6999641.1|CCAP	LOC117902368|XP_034669575.1|DSUB
OG0005237	CCAP1982_LOCUS8171|CAD6999637.1|CCAP	LOC117901118|XP_034667644.1|DSUB
OG0005238	CCAP1982_LOCUS8166|CAD6999632.1|CCAP	LOC117902748|XP_034670226.1|DSUB
OG0005239	CCAP1982_LOCUS6979|CAD6998379.1|CCAP	LOC117900232|XP_034666409.1|DSUB
OG0005240	CCAP1982_LOCUS6461|CAD6997837.1|CCAP	LOC117901085|XP_034667600.1|DSUB
OG0005241	CCAP1982_LOCUS7043|CAD6998445.1|CCAP	LOC117900685|XP_034667023.1|DSUB
OG0005242	CCAP1982_LOCUS7927|CAD6999401.1|CCAP	LOC117900218|XP_034666393.1|DSUB
OG0005243	CCAP1982_LOCUS7494|CAD6998947.1|CCAP, CCAP1982_LOCUS7491|CAD6998945.1|CCAP	LOC117900819|XP_034667209.1|DSUB
OG0005244	CCAP1982_LOCUS4235|CAD6995523.1|CCAP	LOC117898303|XP_034663466.1|DSUB
OG0005245	CCAP1982_LOCUS4791|CAD6996086.1|CCAP	LOC117896402|XP_034660606.1|DSUB
OG0005246	CCAP1982_LOCUS20299|CAD7012198.1|CCAP	LOC117902480|XP_034669782.1|DSUB
OG0005247	CCAP1982_LOCUS22014|CAD7014007.1|CCAP	LOC117889977|XP_034650448.1|DSUB
OG0005249	CCAP1982_LOCUS4948|CAD6996265.1|CCAP	LOC117897348|XP_034662019.1|DSUB
OG0005250	CCAP1982_LOCUS5417|CAD6996737.1|CCAP	LOC117901427|XP_034668060.1|DSUB
OG0005251	CCAP1982_LOCUS5703|CAD6997049.1|CCAP	LOC117901581|XP_034668274.1|DSUB
OG0005252	CCAP1982_LOCUS5823|CAD6997182.1|CCAP	LOC117902285|XP_034669449.1|DSUB
OG0005253	CCAP1982_LOCUS8329|CAD6999815.1|CCAP	LOC117902004|XP_034668940.1|DSUB
OG0005254	CCAP1982_LOCUS6112|CAD6997470.1|CCAP	LOC117901881|XP_034668729.1|DSUB
OG0005255	CCAP1982_LOCUS6111|CAD6997469.1|CCAP	LOC117901388|XP_034668012.1|DSUB
OG0005256	CCAP1982_LOCUS5887|CAD6997254.1|CCAP	LOC117900528|XP_034666818.1|DSUB
OG0005257	CCAP1982_LOCUS5518|CAD6996842.1|CCAP	LOC117901038|XP_034667538.1|DSUB
OG0005259	CCAP1982_LOCUS6562|CAD6997945.1|CCAP	LOC117900372|XP_034666613.1|DSUB
OG0005260	CCAP1982_LOCUS6561|CAD6997944.1|CCAP	LOC117900374|XP_034666617.1|DSUB
OG0005261	CCAP1982_LOCUS3341|CAD6994603.1|CCAP	LOC117902164|XP_034669193.1|DSUB
OG0005262	CCAP1982_LOCUS7352|CAD6998798.1|CCAP	LOC117902169|XP_034669200.1|DSUB
OG0005263	CCAP1982_LOCUS5535|CAD6996859.1|CCAP	LOC117901042|XP_034667541.1|DSUB
OG0005264	CCAP1982_LOCUS3028|CAD6994267.1|CCAP	LOC117897730|XP_034662649.1|DSUB
OG0005265	CCAP1982_LOCUS7862|CAD6999335.1|CCAP	LOC117900606|XP_034666911.1|DSUB
OG0005266	CCAP1982_LOCUS6217|CAD6997578.1|CCAP	LOC117900535|XP_034666825.1|DSUB
OG0005267	CCAP1982_LOCUS8499|CAD6999993.1|CCAP	LOC117900154|XP_034666282.1|DSUB
OG0005268	CCAP1982_LOCUS8498|CAD6999992.1|CCAP	LOC117900151|XP_034666277.1|DSUB
OG0005269	CCAP1982_LOCUS8496|CAD6999990.1|CCAP	LOC117900058|XP_034666151.1|DSUB
OG0005271	CCAP1982_LOCUS5805|CAD6997162.1|CCAP	LOC117901232|XP_034667795.1|DSUB
OG0005272	CCAP1982_LOCUS5806|CAD6997163.1|CCAP	LOC117901235|XP_034667799.1|DSUB
OG0005273	CCAP1982_LOCUS5812|CAD6997169.1|CCAP	LOC117902346|XP_034669540.1|DSUB
OG0005274	CCAP1982_LOCUS5648|CAD6996986.1|CCAP	LOC117900680|XP_034667017.1|DSUB
OG0005275	CCAP1982_LOCUS5621|CAD6996953.1|CCAP	LOC117902376|XP_034669585.1|DSUB
OG0005276	CCAP1982_LOCUS8750|CAD7000260.1|CCAP	LOC117900588|XP_034666889.1|DSUB
OG0005277	CCAP1982_LOCUS8739|CAD7000247.1|CCAP	LOC117900185|XP_034666321.1|DSUB
OG0005279	CCAP1982_LOCUS6232|CAD6997593.1|CCAP	LOC117901730|XP_034668503.1|DSUB
OG0005280	CCAP1982_LOCUS7879|CAD6999352.1|CCAP	LOC117902735|XP_034670201.1|DSUB
OG0005281	CCAP1982_LOCUS8936|CAD7000459.1|CCAP	LOC117900893|XP_034667315.1|DSUB
OG0005282	CCAP1982_LOCUS573|CAD6991659.1|CCAP	LOC117897135|XP_034661696.1|DSUB
OG0005283	CCAP1982_LOCUS21460|CAD7013395.1|CCAP	LOC117898470|XP_034663791.1|DSUB
OG0005284	CCAP1982_LOCUS5666|CAD6997005.1|CCAP	LOC117900098|XP_034666209.1|DSUB
OG0005285	CCAP1982_LOCUS7866|CAD6999339.1|CCAP	LOC117900097|XP_034666208.1|DSUB
OG0005286	CCAP1982_LOCUS7035|CAD6998435.1|CCAP	LOC117902746|XP_034670222.1|DSUB
OG0005287	CCAP1982_LOCUS7037|CAD6998437.1|CCAP	LOC117902739|XP_034670206.1|DSUB
OG0005288	CCAP1982_LOCUS8851|CAD7000371.1|CCAP	LOC117902706|XP_034670152.1|DSUB
OG0005289	CCAP1982_LOCUS5620|CAD6996952.1|CCAP	LOC117900979|XP_034667463.1|DSUB
OG0005290	CCAP1982_LOCUS651|CAD6991739.1|CCAP	LOC117898225|XP_034663351.1|DSUB
OG0005291	CCAP1982_LOCUS6537|CAD6997919.1|CCAP	LOC117902423|XP_034669673.1|DSUB
OG0005292	CCAP1982_LOCUS6539|CAD6997921.1|CCAP	LOC117899950|XP_034665993.1|DSUB
OG0005294	CCAP1982_LOCUS7803|CAD6999274.1|CCAP	LOC117900864|XP_034667277.1|DSUB
OG0005295	CCAP1982_LOCUS6535|CAD6997917.1|CCAP, CCAP1982_LOCUS6536|CAD6997918.1|CCAP	LOC117902421|XP_034669671.1|DSUB
OG0005296	CCAP1982_LOCUS4538|CAD6995836.1|CCAP, CCAP1982_LOCUS4537|CAD6995835.1|CCAP	LOC117896224|XP_034660250.1|DSUB
OG0005297	CCAP1982_LOCUS9120|CAD7000646.1|CCAP	LOC117902619|XP_034670026.1|DSUB
OG0005298	CCAP1982_LOCUS7722|CAD6999186.1|CCAP	LOC117900144|XP_034666267.1|DSUB
OG0005299	CCAP1982_LOCUS2494|CAD6993688.1|CCAP	LOC117897717|XP_034662633.1|DSUB
OG0005301	CCAP1982_LOCUS5707|CAD6997053.1|CCAP	LOC117902019|XP_034668960.1|DSUB
OG0005302	CCAP1982_LOCUS21449|CAD7013384.1|CCAP	LOC117890726|XP_034651666.1|DSUB
OG0005303	CCAP1982_LOCUS8117|CAD6999594.1|CCAP	LOC117900175|XP_034666311.1|DSUB
OG0005304	CCAP1982_LOCUS9053|CAD7000579.1|CCAP	LOC117902339|XP_034669529.1|DSUB
OG0005305	CCAP1982_LOCUS21720|CAD7013678.1|CCAP	LOC117892519|XP_034654697.1|DSUB
OG0005306	CCAP1982_LOCUS7897|CAD6999370.1|CCAP	LOC117901515|XP_034668178.1|DSUB
OG0005307	CCAP1982_LOCUS7074|CAD6998480.1|CCAP	LOC117900247|XP_034666436.1|DSUB
OG0005308	CCAP1982_LOCUS7069|CAD6998474.1|CCAP	LOC117902320|XP_034669499.1|DSUB
OG0005310	CCAP1982_LOCUS8824|CAD7000341.1|CCAP	LOC117902801|XP_034670313.1|DSUB
OG0005311	CCAP1982_LOCUS8254|CAD6999728.1|CCAP	LOC117900877|XP_034667296.1|DSUB
OG0005312	CCAP1982_LOCUS8445|CAD6999934.1|CCAP	LOC117900351|XP_034666587.1|DSUB
OG0005313	CCAP1982_LOCUS5701|CAD6997044.1|CCAP	LOC117901838|XP_034668664.1|DSUB
OG0005314	CCAP1982_LOCUS8033|CAD6999508.1|CCAP	LOC117900378|XP_034666621.1|DSUB
OG0005315	CCAP1982_LOCUS8014|CAD6999490.1|CCAP	LOC117900584|XP_034666885.1|DSUB
OG0005316	CCAP1982_LOCUS21719|CAD7013677.1|CCAP	LOC117892521|XP_034654699.1|DSUB
OG0005317	CCAP1982_LOCUS7888|CAD6999361.1|CCAP	LOC117900413|XP_034666662.1|DSUB
OG0005318	CCAP1982_LOCUS5575|CAD6996902.1|CCAP	LOC117902104|XP_034669100.1|DSUB
OG0005319	CCAP1982_LOCUS5351|CAD6996667.1|CCAP	LOC117900353|XP_034666591.1|DSUB
OG0005321	CCAP1982_LOCUS7428|CAD6998881.1|CCAP	LOC117900501|XP_034666781.1|DSUB
OG0005322	CCAP1982_LOCUS7811|CAD6999282.1|CCAP	LOC117900511|XP_034666796.1|DSUB
OG0005324	CCAP1982_LOCUS7732|CAD6999196.1|CCAP	LOC117901225|XP_034667786.1|DSUB
OG0005325	CCAP1982_LOCUS20862|CAD7012758.1|CCAP	LOC117902696|XP_034670128.1|DSUB
OG0005326	CCAP1982_LOCUS7735|CAD6999201.1|CCAP	LOC117902182|XP_034669245.1|DSUB
OG0005327	CCAP1982_LOCUS5383|CAD6996699.1|CCAP	LOC117901325|XP_034667925.1|DSUB
OG0005328	CCAP1982_LOCUS13036|CAD7004641.1|CCAP	LOC117899386|XP_034665259.1|DSUB
OG0005329	CCAP1982_LOCUS13268|CAD7004884.1|CCAP, CCAP1982_LOCUS13258|CAD7004873.1|CCAP	LOC117895240|XP_034658640.1|DSUB
OG0005330	CCAP1982_LOCUS13269|CAD7004885.1|CCAP, CCAP1982_LOCUS13259|CAD7004874.1|CCAP	LOC117895238|XP_034658638.1|DSUB
OG0005331	CCAP1982_LOCUS8500|CAD6999994.1|CCAP	LOC117900155|XP_034666283.1|DSUB
OG0005332	CCAP1982_LOCUS8582|CAD7000084.1|CCAP	LOC117901810|XP_034668615.1|DSUB
OG0005333	CCAP1982_LOCUS7307|CAD6998753.1|CCAP	LOC117901543|XP_034668225.1|DSUB
OG0005334	CCAP1982_LOCUS6473|CAD6997849.1|CCAP	LOC117902332|XP_034669518.1|DSUB
OG0005335	CCAP1982_LOCUS19438|CAD7011333.1|CCAP	LOC117891799|XP_034653364.1|DSUB
OG0005336	CCAP1982_LOCUS20286|CAD7012185.1|CCAP	LOC117892675|XP_034654963.1|DSUB
OG0005337	CCAP1982_LOCUS20639|CAD7012554.1|CCAP	LOC117891404|XP_034652741.1|DSUB
OG0005338	CCAP1982_LOCUS5404|CAD6996724.1|CCAP	LOC117901204|XP_034667749.1|DSUB
OG0005339	CCAP1982_LOCUS6086|CAD6997440.1|CCAP	LOC117902305|XP_034669478.1|DSUB
OG0005341	CCAP1982_LOCUS19989|CAD7011877.1|CCAP	LOC117890479|XP_034651236.1|DSUB
OG0005342	CCAP1982_LOCUS6782|CAD6998166.1|CCAP	LOC117902070|XP_034669046.1|DSUB
OG0005343	CCAP1982_LOCUS21680|CAD7013632.1|CCAP	LOC117890956|XP_034651988.1|DSUB
OG0005345	CCAP1982_LOCUS5454|CAD6996779.1|CCAP	LOC117900876|XP_034667293.1|DSUB
OG0005346	CCAP1982_LOCUS14963|CAD7006660.1|CCAP	LOC117900249|XP_034666439.1|DSUB
OG0005347	CCAP1982_LOCUS7002|CAD6998402.1|CCAP	LOC117901701|XP_034668453.1|DSUB
OG0005348	CCAP1982_LOCUS6474|CAD6997850.1|CCAP	LOC117902327|XP_034669508.1|DSUB
OG0005349	CCAP1982_LOCUS6478|CAD6997854.1|CCAP	LOC117901794|XP_034668596.1|DSUB
OG0005350	CCAP1982_LOCUS5657|CAD6996996.1|CCAP	LOC117901354|XP_034667954.1|DSUB
OG0005351	CCAP1982_LOCUS8070|CAD6999550.1|CCAP	LOC117895292|XP_034658736.1|DSUB
OG0005352	CCAP1982_LOCUS11665|CAD7003205.1|CCAP	LOC117900747|XP_034667116.1|DSUB
OG0005353	CCAP1982_LOCUS21018|CAD7012919.1|CCAP	LOC117890508|XP_034651299.1|DSUB
OG0005354	CCAP1982_LOCUS5973|CAD6997340.1|CCAP	LOC117902688|XP_034670114.1|DSUB
OG0005355	CCAP1982_LOCUS8020|CAD6999496.1|CCAP	LOC117899998|XP_034666061.1|DSUB
OG0005356	CCAP1982_LOCUS8022|CAD6999498.1|CCAP	LOC117900002|XP_034666064.1|DSUB
OG0005357	CCAP1982_LOCUS6775|CAD6998159.1|CCAP	LOC117900369|XP_034666610.1|DSUB
OG0005359	CCAP1982_LOCUS20507|CAD7012423.1|CCAP	LOC117890412|XP_034651114.1|DSUB
OG0005360	CCAP1982_LOCUS13493|CAD7005131.1|CCAP	LOC117894668|XP_034657736.1|DSUB
OG0005361	CCAP1982_LOCUS7909|CAD6999383.1|CCAP	LOC117900776|XP_034667148.1|DSUB
OG0005362	CCAP1982_LOCUS5553|CAD6996880.1|CCAP	LOC117902284|XP_034669448.1|DSUB
OG0005363	CCAP1982_LOCUS7758|CAD6999224.1|CCAP	LOC117900851|XP_034667262.1|DSUB
OG0005364	CCAP1982_LOCUS23330|CAD7015386.1|CCAP	LOC117889948|XP_034650378.1|DSUB
OG0005365	CCAP1982_LOCUS5659|CAD6996998.1|CCAP	LOC117900352|XP_034666588.1|DSUB
OG0005366	CCAP1982_LOCUS5661|CAD6997000.1|CCAP	LOC117900149|XP_034666273.1|DSUB
OG0005367	CCAP1982_LOCUS5642|CAD6996977.1|CCAP	LOC117900148|XP_034666272.1|DSUB
OG0005368	CCAP1982_LOCUS1327|CAD6992473.1|CCAP	LOC117897893|XP_034662862.1|DSUB
OG0005369	CCAP1982_LOCUS7027|CAD6998427.1|CCAP	LOC117901931|XP_034668790.1|DSUB
OG0005370	CCAP1982_LOCUS7078|CAD6998485.1|CCAP	LOC117900456|XP_034666719.1|DSUB
OG0005371	CCAP1982_LOCUS7077|CAD6998483.1|CCAP	LOC117901816|XP_034668624.1|DSUB
OG0005372	CCAP1982_LOCUS1733|CAD6992898.1|CCAP	LOC117898115|XP_034663193.1|DSUB
OG0005373	CCAP1982_LOCUS5567|CAD6996894.1|CCAP	LOC117900741|XP_034667107.1|DSUB
OG0005374	CCAP1982_LOCUS7901|CAD6999374.1|CCAP	LOC117902768|XP_034670252.1|DSUB
OG0005375	CCAP1982_LOCUS7900|CAD6999373.1|CCAP	LOC117902766|XP_034670249.1|DSUB
OG0005376	CCAP1982_LOCUS8162|CAD6999630.1|CCAP	LOC117902736|XP_034670202.1|DSUB
OG0005377	CCAP1982_LOCUS14730|CAD7006410.1|CCAP	LOC117895565|XP_034659172.1|DSUB
OG0005378	CCAP1982_LOCUS8905|CAD7000429.1|CCAP	LOC117901023|XP_034667515.1|DSUB
OG0005379	CCAP1982_LOCUS6978|CAD6998378.1|CCAP	LOC117900053|XP_034666140.1|DSUB
OG0005380	CCAP1982_LOCUS8888|CAD7000412.1|CCAP	LOC117901452|XP_034668089.1|DSUB
OG0005381	CCAP1982_LOCUS7611|CAD6999065.1|CCAP	LOC117900174|XP_034666310.1|DSUB
OG0005382	CCAP1982_LOCUS7990|CAD6999466.1|CCAP, CCAP1982_LOCUS7993|CAD6999469.1|CCAP	LOC117902485|XP_034669788.1|DSUB
OG0005383	CCAP1982_LOCUS12896|CAD7004496.1|CCAP	LOC117895456|XP_034659019.1|DSUB
OG0005385	CCAP1982_LOCUS20897|CAD7012796.1|CCAP	LOC117891976|XP_034653742.1|DSUB
OG0005386	CCAP1982_LOCUS21548|CAD7013486.1|CCAP	LOC117891001|XP_034652048.1|DSUB
OG0005387	CCAP1982_LOCUS3748|CAD6995017.1|CCAP	LOC117896132|XP_034660084.1|DSUB
OG0005388	CCAP1982_LOCUS6864|CAD6998255.1|CCAP	LOC117900112|XP_034666227.1|DSUB
OG0005389	CCAP1982_LOCUS6809|CAD6998193.1|CCAP	LOC117902640|XP_034670055.1|DSUB
OG0005390	CCAP1982_LOCUS8462|CAD6999955.1|CCAP	LOC117902719|XP_034670175.1|DSUB
OG0005391	CCAP1982_LOCUS8464|CAD6999957.1|CCAP	LOC117902721|XP_034670177.1|DSUB
OG0005392	CCAP1982_LOCUS7046|CAD6998448.1|CCAP	LOC117900903|XP_034667353.1|DSUB
OG0005393	CCAP1982_LOCUS3990|CAD6995269.1|CCAP	LOC117897664|XP_034662553.1|DSUB
OG0005394	CCAP1982_LOCUS9164|CAD7000690.1|CCAP	LOC117900899|XP_034667341.1|DSUB
OG0005395	CCAP1982_LOCUS8678|CAD7000185.1|CCAP	LOC117900487|XP_034666763.1|DSUB
OG0005396	CCAP1982_LOCUS6950|CAD6998349.1|CCAP	LOC117902789|XP_034670285.1|DSUB
OG0005397	CCAP1982_LOCUS6952|CAD6998351.1|CCAP	LOC117902802|XP_034670314.1|DSUB
OG0005398	CCAP1982_LOCUS5046|CAD6996367.1|CCAP	LOC117899179|XP_034664931.1|DSUB
OG0005399	CCAP1982_LOCUS22132|CAD7014126.1|CCAP	LOC117891242|XP_034652478.1|DSUB
OG0005401	CCAP1982_LOCUS8819|CAD7000336.1|CCAP	LOC117900358|XP_034666598.1|DSUB
OG0005402	CCAP1982_LOCUS8820|CAD7000337.1|CCAP	LOC117900357|XP_034666597.1|DSUB
OG0005403	CCAP1982_LOCUS8823|CAD7000340.1|CCAP	LOC117902795|XP_034670304.1|DSUB
OG0005404	CCAP1982_LOCUS8822|CAD7000339.1|CCAP	LOC117902796|XP_034670305.1|DSUB
OG0005405	CCAP1982_LOCUS23138|CAD7015187.1|CCAP	LOC117890910|XP_034651915.1|DSUB
OG0005406	CCAP1982_LOCUS22365|CAD7014368.1|CCAP	LOC117890901|XP_034651887.1|DSUB
OG0005407	CCAP1982_LOCUS22687|CAD7014705.1|CCAP	LOC117890760|XP_034651712.1|DSUB
OG0005408	CCAP1982_LOCUS8272|CAD6999749.1|CCAP	LOC117902225|XP_034669349.1|DSUB
OG0005409	CCAP1982_LOCUS8121|CAD6999598.1|CCAP	LOC117901491|XP_034668150.1|DSUB
OG0005411	CCAP1982_LOCUS21262|CAD7013191.1|CCAP	LOC117890394|XP_034651090.1|DSUB
OG0005412	CCAP1982_LOCUS21257|CAD7013186.1|CCAP	LOC117892377|XP_034654477.1|DSUB
OG0005413	CCAP1982_LOCUS23120|CAD7015167.1|CCAP	LOC117891523|XP_034652912.1|DSUB
OG0005416	CCAP1982_LOCUS21690|CAD7013646.1|CCAP	LOC117890878|XP_034651861.1|DSUB
OG0005417	CCAP1982_LOCUS7662|CAD6999118.1|CCAP	LOC117901469|XP_034668122.1|DSUB
OG0005418	CCAP1982_LOCUS7668|CAD6999124.1|CCAP	LOC117901595|XP_034668298.1|DSUB
OG0005419	CCAP1982_LOCUS5649|CAD6996987.1|CCAP	LOC117901787|XP_034668587.1|DSUB
OG0005420	CCAP1982_LOCUS6503|CAD6997884.1|CCAP	LOC117901633|XP_034668354.1|DSUB
OG0005421	CCAP1982_LOCUS8431|CAD6999920.1|CCAP	LOC117902386|XP_034669598.1|DSUB
OG0005423	CCAP1982_LOCUS5752|CAD6997100.1|CCAP	LOC117902459|XP_034669750.1|DSUB
OG0005424	CCAP1982_LOCUS22079|CAD7014071.1|CCAP	LOC117889757|XP_034650093.1|DSUB
OG0005426	CCAP1982_LOCUS7102|CAD6998514.1|CCAP	LOC117889856|XP_034650247.1|DSUB
OG0005428	CCAP1982_LOCUS8973|CAD7000495.1|CCAP	LOC117902491|XP_034669803.1|DSUB
OG0005429	CCAP1982_LOCUS6509|CAD6997890.1|CCAP	LOC117902335|XP_034669523.1|DSUB
OG0005430	CCAP1982_LOCUS6508|CAD6997889.1|CCAP	LOC117902337|XP_034669527.1|DSUB
OG0005431	CCAP1982_LOCUS9057|CAD7000583.1|CCAP	LOC117901067|XP_034667570.1|DSUB
OG0005432	CCAP1982_LOCUS5447|CAD6996771.1|CCAP	LOC117902188|XP_034669255.1|DSUB
OG0005433	CCAP1982_LOCUS23193|CAD7015243.1|CCAP	LOC117890757|XP_034651709.1|DSUB
OG0005434	CCAP1982_LOCUS6158|CAD6997519.1|CCAP	LOC117902446|XP_034669731.1|DSUB
OG0005435	CCAP1982_LOCUS5442|CAD6996764.1|CCAP	LOC117902190|XP_034669257.1|DSUB
OG0005436	CCAP1982_LOCUS5443|CAD6996765.1|CCAP	LOC117902189|XP_034669256.1|DSUB
OG0005437	CCAP1982_LOCUS4214|CAD6995501.1|CCAP	LOC117896854|XP_034661273.1|DSUB
OG0005438	CCAP1982_LOCUS8683|CAD7000190.1|CCAP	LOC117900817|XP_034667201.1|DSUB
OG0005440	CCAP1982_LOCUS8728|CAD7000236.1|CCAP	LOC117902400|XP_034669623.1|DSUB
OG0005441	CCAP1982_LOCUS6754|CAD6998143.1|CCAP	LOC117900497|XP_034666777.1|DSUB
OG0005442	CCAP1982_LOCUS8810|CAD7000327.1|CCAP	LOC117900122|XP_034666238.1|DSUB
OG0005443	CCAP1982_LOCUS5728|CAD6997076.1|CCAP	LOC117901111|XP_034667635.1|DSUB
OG0005444	CCAP1982_LOCUS7383|CAD6998834.1|CCAP	LOC117901155|XP_034667696.1|DSUB
OG0005445	CCAP1982_LOCUS7933|CAD6999407.1|CCAP	LOC117901291|XP_034667877.1|DSUB
OG0005447	CCAP1982_LOCUS7846|CAD6999319.1|CCAP	LOC117902214|XP_034669331.1|DSUB
OG0005448	CCAP1982_LOCUS21365|CAD7013294.1|CCAP	LOC117890208|XP_034650830.1|DSUB
OG0005450	CCAP1982_LOCUS7008|CAD6998408.1|CCAP	LOC117897451|XP_034662187.1|DSUB
OG0005451	CCAP1982_LOCUS7620|CAD6999074.1|CCAP	LOC117899988|XP_034666048.1|DSUB
OG0005452	CCAP1982_LOCUS7156|CAD6998577.1|CCAP	LOC117890707|XP_034651623.1|DSUB
