Orthogroup	CCAP.longest_only	DANA.longest_only
OG0003103	CCAP1982_LOCUS5175|CAD6996507.1|CCAP	LOC6499653|XP_001954210.1|DANA
OG0003106	CCAP1982_LOCUS21104|CAD7013015.1|CCAP	LOC6496321|XP_032306945.1|DANA
OG0003110	CCAP1982_LOCUS20239|CAD7012142.1|CCAP	LOC6496096|XP_001960218.3|DANA
OG0003112	CCAP1982_LOCUS905|CAD6992021.1|CCAP, CCAP1982_LOCUS904|CAD6992020.1|CCAP	LOC6499321|XP_001954876.1|DANA
OG0003114	CCAP1982_LOCUS20586|CAD7012502.1|CCAP	LOC6494033|XP_001961109.2|DANA
OG0003115	CCAP1982_LOCUS19666|CAD7011577.1|CCAP	LOC6496080|XP_001960178.1|DANA
OG0003116	CCAP1982_LOCUS19941|CAD7011831.1|CCAP	LOC6494467|XP_032306458.1|DANA
OG0003117	CCAP1982_LOCUS13432|CAD7005065.1|CCAP	LOC6493703|XP_001958268.1|DANA
OG0003118	CCAP1982_LOCUS14019|CAD7005664.1|CCAP	LOC6507159|XP_001956569.1|DANA
OG0003119	CCAP1982_LOCUS14024|CAD7005669.1|CCAP	LOC6507160|XP_001956567.1|DANA
OG0003120	CCAP1982_LOCUS22314|CAD7014314.1|CCAP	LOC6495656|XP_032305967.1|DANA
OG0003121	CCAP1982_LOCUS22463|CAD7014467.1|CCAP	LOC6502998|XP_001963441.1|DANA
OG0003122	CCAP1982_LOCUS20634|CAD7012549.1|CCAP	LOC6495519|XP_001959026.2|DANA
OG0003123	CCAP1982_LOCUS14229|CAD7005889.1|CCAP	LOC6506689|XP_001957411.1|DANA
OG0003124	CCAP1982_LOCUS19447|CAD7011344.1|CCAP	LOC6494493|XP_001960226.1|DANA
OG0003125	CCAP1982_LOCUS14198|CAD7005855.1|CCAP	LOC6507227|XP_014765103.1|DANA
OG0003126	CCAP1982_LOCUS20185|CAD7012085.1|CCAP	LOC6495312|XP_014763240.1|DANA
OG0003127	CCAP1982_LOCUS20187|CAD7012087.1|CCAP	LOC6495354|XP_001958647.1|DANA
OG0003128	CCAP1982_LOCUS14443|CAD7006111.1|CCAP, CCAP1982_LOCUS14444|CAD7006112.1|CCAP	LOC6493086|XP_001957014.2|DANA
OG0003129	CCAP1982_LOCUS19593|CAD7011496.1|CCAP	LOC6495035|XP_001959198.1|DANA
OG0003130	CCAP1982_LOCUS19628|CAD7011539.1|CCAP	LOC6496222|XP_001960475.2|DANA
OG0003131	CCAP1982_LOCUS21556|CAD7013496.1|CCAP	LOC6496432|XP_001960904.1|DANA
OG0003132	CCAP1982_LOCUS3864|CAD6995141.1|CCAP	LOC6498950|XP_001955620.1|DANA
OG0003133	CCAP1982_LOCUS21109|CAD7013022.1|CCAP	LOC6494237|XP_001960685.1|DANA
OG0003134	CCAP1982_LOCUS20487|CAD7012397.1|CCAP	LOC6496179|XP_001960382.1|DANA
OG0003135	CCAP1982_LOCUS14246|CAD7005907.1|CCAP, CCAP1982_LOCUS14241|CAD7005901.1|CCAP	LOC6506778|XP_001957261.1|DANA
OG0003136	CCAP1982_LOCUS14619|CAD7006297.1|CCAP, CCAP1982_LOCUS14621|CAD7006299.1|CCAP, CCAP1982_LOCUS14620|CAD7006298.1|CCAP	LOC6507952|XP_001958043.1|DANA
OG0003137	CCAP1982_LOCUS20685|CAD7012599.1|CCAP	LOC6495250|XP_001958758.1|DANA
OG0003138	CCAP1982_LOCUS21117|CAD7013032.1|CCAP	LOC6496318|XP_001960688.1|DANA
OG0003139	CCAP1982_LOCUS14527|CAD7006199.1|CCAP	LOC6507798|XP_001956363.1|DANA
OG0003140	CCAP1982_LOCUS20765|CAD7012658.1|CCAP	LOC6494602|XP_001960027.1|DANA
OG0003141	CCAP1982_LOCUS20031|CAD7011919.1|CCAP	LOC6494930|XP_032306900.1|DANA
OG0003142	CCAP1982_LOCUS7127|CAD6998539.1|CCAP	LOC6494891|XP_032307253.1|DANA
OG0003143	CCAP1982_LOCUS13758|CAD7005398.1|CCAP	LOC6493092|XP_001957025.2|DANA
OG0003144	CCAP1982_LOCUS20540|CAD7012460.1|CCAP, CCAP1982_LOCUS20532|CAD7012451.1|CCAP	LOC6494581|XP_032306400.1|DANA
OG0003145	CCAP1982_LOCUS20218|CAD7012119.1|CCAP	LOC6495085|XP_032306641.1|DANA
OG0003146	CCAP1982_LOCUS21388|CAD7013318.1|CCAP	LOC6495951|XP_014763559.1|DANA
OG0003147	CCAP1982_LOCUS14138|CAD7005789.1|CCAP	LOC6507251|XP_001956381.1|DANA
OG0003148	CCAP1982_LOCUS14235|CAD7005895.1|CCAP	LOC6506781|XP_001957252.2|DANA
OG0003150	CCAP1982_LOCUS20482|CAD7012390.1|CCAP	LOC6496303|XP_032307220.1|DANA
OG0003151	CCAP1982_LOCUS8324|CAD6999809.1|CCAP, CCAP1982_LOCUS8325|CAD6999810.1|CCAP	LOC6502448|XP_001961814.2|DANA
OG0003152	CCAP1982_LOCUS21138|CAD7013057.1|CCAP	LOC6494520|XP_001960185.1|DANA
OG0003153	CCAP1982_LOCUS19999|CAD7011887.1|CCAP	LOC6495475|XP_001958928.1|DANA
OG0003154	CCAP1982_LOCUS4820|CAD6996126.1|CCAP	LOC6501320|XP_032307383.1|DANA
OG0003155	CCAP1982_LOCUS20902|CAD7012802.1|CCAP, CCAP1982_LOCUS20903|CAD7012803.1|CCAP	LOC6495524|XP_001959033.1|DANA
OG0003156	CCAP1982_LOCUS21136|CAD7013055.1|CCAP	LOC6496400|XP_001960834.2|DANA
OG0003158	CCAP1982_LOCUS19401|CAD7011294.1|CCAP	LOC6496000|XP_001960012.1|DANA
OG0003159	CCAP1982_LOCUS20553|CAD7012473.1|CCAP	LOC6494519|XP_001960188.2|DANA
OG0003160	CCAP1982_LOCUS20549|CAD7012469.1|CCAP, CCAP1982_LOCUS11643|CAD7003181.1|CCAP	LOC6494517|XP_014762818.1|DANA
OG0003161	CCAP1982_LOCUS20334|CAD7012237.1|CCAP	LOC6493948|XP_001961265.1|DANA
OG0003162	CCAP1982_LOCUS19991|CAD7011879.1|CCAP	LOC6495221|XP_001958816.1|DANA
OG0003163	CCAP1982_LOCUS14394|CAD7006059.1|CCAP	LOC6507087|XP_001956693.2|DANA
OG0003164	CCAP1982_LOCUS21050|CAD7012957.1|CCAP	LOC6496656|XP_001961343.1|DANA
OG0003165	CCAP1982_LOCUS21065|CAD7012974.1|CCAP	LOC6496274|XP_014763720.1|DANA
OG0003166	CCAP1982_LOCUS19937|CAD7011827.1|CCAP	LOC6496121|XP_032306473.1|DANA
OG0003167	CCAP1982_LOCUS21075|CAD7012984.1|CCAP	LOC6494439|XP_001960312.1|DANA
OG0003168	CCAP1982_LOCUS5118|CAD6996446.1|CCAP	LOC6501205|XP_001954761.2|DANA
OG0003170	CCAP1982_LOCUS19424|CAD7011319.1|CCAP, CCAP1982_LOCUS19417|CAD7011311.1|CCAP	LOC6494294|XP_001960583.1|DANA
OG0003171	CCAP1982_LOCUS21144|CAD7013066.1|CCAP	LOC6494462|XP_001960283.1|DANA
OG0003172	CCAP1982_LOCUS333|CAD6991406.1|CCAP, CCAP1982_LOCUS332|CAD6991405.1|CCAP	LOC6500619|XP_032305767.1|DANA
OG0003173	CCAP1982_LOCUS211|CAD6991280.1|CCAP	LOC6503396|XP_001967511.1|DANA, LOC6505967|XP_001964700.1|DANA
OG0003174	CCAP1982_LOCUS4949|CAD6996266.1|CCAP	LOC6499332|XP_014766012.1|DANA
OG0003175	CCAP1982_LOCUS19612|CAD7011523.1|CCAP	LOC6495608|XP_001959193.1|DANA
OG0003176	CCAP1982_LOCUS6976|CAD6998376.1|CCAP	LOC6498112|XP_001962102.1|DANA
OG0003177	CCAP1982_LOCUS19450|CAD7011347.1|CCAP	LOC6494489|XP_001960234.1|DANA
OG0003178	CCAP1982_LOCUS19446|CAD7011342.1|CCAP	LOC6496100|XP_001960228.1|DANA
OG0003179	CCAP1982_LOCUS6874|CAD6998265.1|CCAP	LOC6494491|XP_001960232.1|DANA
OG0003180	CCAP1982_LOCUS20860|CAD7012756.1|CCAP	LOC6496245|XP_001960532.1|DANA
OG0003181	CCAP1982_LOCUS19728|CAD7011640.1|CCAP	LOC6494885|XP_001959491.1|DANA
OG0003182	CCAP1982_LOCUS20894|CAD7012793.1|CCAP	LOC6495520|XP_001959027.1|DANA
OG0003183	CCAP1982_LOCUS20362|CAD7012266.1|CCAP	LOC6494044|XP_032306251.1|DANA
OG0003184	CCAP1982_LOCUS14005|CAD7005647.1|CCAP	LOC6507909|XP_001956581.1|DANA
OG0003185	CCAP1982_LOCUS20300|CAD7012199.1|CCAP	LOC6494807|XP_001959622.1|DANA
OG0003186	CCAP1982_LOCUS22787|CAD7014820.1|CCAP	LOC6494195|XP_001960776.1|DANA
OG0003187	CCAP1982_LOCUS8202|CAD6999672.1|CCAP, CCAP1982_LOCUS8203|CAD6999673.1|CCAP	LOC6503939|XP_001965218.1|DANA
OG0003188	CCAP1982_LOCUS647|CAD6991735.1|CCAP	LOC6499298|XP_001954918.3|DANA
OG0003189	CCAP1982_LOCUS13993|CAD7005635.1|CCAP	LOC6493219|XP_001957289.1|DANA
OG0003190	CCAP1982_LOCUS19411|CAD7011305.1|CCAP	LOC6496090|XP_001960202.1|DANA
OG0003191	CCAP1982_LOCUS10775|CAD7002280.1|CCAP	LOC6507318|XP_001956256.1|DANA
OG0003192	CCAP1982_LOCUS11677|CAD7003217.1|CCAP	LOC6507223|XP_014765098.2|DANA
OG0003193	CCAP1982_LOCUS8477|CAD6999972.1|CCAP	LOC6497960|XP_001961800.1|DANA
OG0003194	CCAP1982_LOCUS11676|CAD7003216.1|CCAP	LOC6507806|XP_001956386.2|DANA
OG0003196	CCAP1982_LOCUS14467|CAD7006138.1|CCAP	LOC6493707|XP_001958278.1|DANA
OG0003197	CCAP1982_LOCUS13794|CAD7005434.1|CCAP	LOC6507247|XP_014765117.1|DANA
OG0003198	CCAP1982_LOCUS11783|CAD7003322.1|CCAP, CCAP1982_LOCUS11784|CAD7003323.1|CCAP	LOC6497281|XP_001962396.2|DANA
OG0003199	CCAP1982_LOCUS14420|CAD7006088.1|CCAP	LOC6507666|XP_032310252.1|DANA
OG0003200	CCAP1982_LOCUS20305|CAD7012204.1|CCAP	LOC6496660|XP_001961351.1|DANA
OG0003201	CCAP1982_LOCUS21150|CAD7013072.1|CCAP	LOC6495752|XP_032307108.1|DANA
OG0003202	CCAP1982_LOCUS13198|CAD7004809.1|CCAP, CCAP1982_LOCUS13212|CAD7004823.1|CCAP	LOC6506598|XP_001957573.1|DANA
OG0003203	CCAP1982_LOCUS20592|CAD7012508.1|CCAP	LOC6495481|XP_032306065.1|DANA
OG0003204	CCAP1982_LOCUS5019|CAD6996341.1|CCAP	LOC6500594|XP_014766641.1|DANA
OG0003205	CCAP1982_LOCUS20520|CAD7012438.1|CCAP	LOC6494918|XP_001959423.1|DANA
OG0003206	CCAP1982_LOCUS22638|CAD7014649.1|CCAP	LOC6494683|XP_001959865.1|DANA
OG0003207	CCAP1982_LOCUS3262|CAD6994518.1|CCAP	LOC6505931|XP_001964638.1|DANA
OG0003208	CCAP1982_LOCUS11171|CAD7002694.1|CCAP	LOC6507301|XP_001956287.1|DANA
OG0003209	CCAP1982_LOCUS20404|CAD7012308.1|CCAP	LOC6493946|XP_001961268.1|DANA
OG0003210	CCAP1982_LOCUS20391|CAD7012295.1|CCAP	LOC6500339|XP_001953004.1|DANA
OG0003211	CCAP1982_LOCUS19867|CAD7011755.1|CCAP, CCAP1982_LOCUS7706|CAD6999169.1|CCAP	LOC6495163|XP_001958931.1|DANA
OG0003212	CCAP1982_LOCUS179|CAD6991243.1|CCAP	LOC6500511|XP_001953369.1|DANA
OG0003213	CCAP1982_LOCUS683|CAD6991778.1|CCAP	LOC6495888|XP_001959787.1|DANA
OG0003214	CCAP1982_LOCUS19365|CAD7011257.1|CCAP	LOC6494443|XP_032306484.1|DANA
OG0003215	CCAP1982_LOCUS19377|CAD7011269.1|CCAP	LOC6494449|XP_001960302.1|DANA
OG0003216	CCAP1982_LOCUS19392|CAD7011285.1|CCAP, CCAP1982_LOCUS19390|CAD7011283.1|CCAP	LOC6495231|XP_001958797.1|DANA
OG0003217	CCAP1982_LOCUS20969|CAD7012870.1|CCAP, CCAP1982_LOCUS20968|CAD7012869.1|CCAP	LOC6495205|XP_001958851.1|DANA
OG0003218	CCAP1982_LOCUS13986|CAD7005628.1|CCAP, CCAP1982_LOCUS13985|CAD7005627.1|CCAP	LOC6507839|XP_001956450.1|DANA
OG0003219	CCAP1982_LOCUS13980|CAD7005622.1|CCAP	LOC6507834|XP_032310263.1|DANA
OG0003220	CCAP1982_LOCUS8794|CAD7000307.1|CCAP	LOC6497647|XP_001961638.1|DANA
OG0003222	CCAP1982_LOCUS20971|CAD7012872.1|CCAP	LOC6495440|XP_032306698.1|DANA
OG0003223	CCAP1982_LOCUS21036|CAD7012940.1|CCAP	LOC6495136|XP_001958976.1|DANA
OG0003224	CCAP1982_LOCUS21022|CAD7012924.1|CCAP	LOC6495133|XP_014763166.1|DANA
OG0003225	CCAP1982_LOCUS6144|CAD6997505.1|CCAP	LOC6498196|XP_001962277.2|DANA
OG0003226	CCAP1982_LOCUS22676|CAD7014692.1|CCAP, CCAP1982_LOCUS22677|CAD7014693.1|CCAP, CCAP1982_LOCUS22683|CAD7014699.1|CCAP	LOC6493961|XP_032311622.1|DANA
OG0003228	CCAP1982_LOCUS3305|CAD6994565.1|CCAP, CCAP1982_LOCUS3307|CAD6994569.1|CCAP, CCAP1982_LOCUS3309|CAD6994571.1|CCAP	LOC6498932|XP_001955652.1|DANA
OG0003229	CCAP1982_LOCUS14261|CAD7005923.1|CCAP	LOC6493217|XP_001957286.1|DANA
OG0003230	CCAP1982_LOCUS19522|CAD7011422.1|CCAP	LOC116656578|XP_032312232.1|DANA, LOC116655115|XP_032308194.1|DANA
OG0003232	CCAP1982_LOCUS1531|CAD6992686.1|CCAP, CCAP1982_LOCUS1512|CAD6992667.1|CCAP, CCAP1982_LOCUS1516|CAD6992671.1|CCAP, CCAP1982_LOCUS1517|CAD6992672.1|CCAP, CCAP1982_LOCUS1525|CAD6992680.1|CCAP, CCAP1982_LOCUS1518|CAD6992673.1|CCAP, CCAP1982_LOCUS1507|CAD6992662.1|CCAP, CCAP1982_LOCUS1508|CAD6992663.1|CCAP	LOC26514799|XP_014767340.1|DANA
OG0003233	CCAP1982_LOCUS21626|CAD7013570.1|CCAP, CCAP1982_LOCUS21625|CAD7013569.1|CCAP	LOC6495401|XP_001958762.2|DANA
OG0003235	CCAP1982_LOCUS13117|CAD7004724.1|CCAP	LOC6498913|XP_001955687.2|DANA
OG0003236	CCAP1982_LOCUS22438|CAD7014442.1|CCAP	LOC6507486|XP_001955907.3|DANA, LOC6507533|XP_001955871.2|DANA
OG0003250	CCAP1982_LOCUS3187|CAD6994436.1|CCAP	LOC6499729|XP_001954050.1|DANA
OG0003251	CCAP1982_LOCUS3066|CAD6994309.1|CCAP	LOC6499260|XP_001955008.1|DANA
OG0003252	CCAP1982_LOCUS3266|CAD6994522.1|CCAP	LOC6498940|XP_001955636.1|DANA
OG0003253	CCAP1982_LOCUS1197|CAD6992332.1|CCAP	LOC6499827|XP_001953833.1|DANA
OG0003255	CCAP1982_LOCUS1348|CAD6992496.1|CCAP	LOC6499987|XP_001953478.1|DANA
OG0003256	CCAP1982_LOCUS2665|CAD6993870.1|CCAP	LOC6501484|XP_001955345.1|DANA
OG0003261	CCAP1982_LOCUS1604|CAD6992763.1|CCAP	LOC6499611|XP_032309568.1|DANA
OG0003262	CCAP1982_LOCUS3042|CAD6994281.1|CCAP	LOC26515331|XP_032308999.1|DANA
OG0003265	CCAP1982_LOCUS5818|CAD6997176.1|CCAP	LOC6497089|XP_001962781.1|DANA
OG0003268	CCAP1982_LOCUS3199|CAD6994452.1|CCAP	LOC6500763|XP_032308481.1|DANA
OG0003269	CCAP1982_LOCUS3196|CAD6994449.1|CCAP	LOC6506010|XP_001964774.1|DANA
OG0003270	CCAP1982_LOCUS14133|CAD7005784.1|CCAP	LOC6507254|XP_001956379.2|DANA
OG0003271	CCAP1982_LOCUS9725|CAD7001227.1|CCAP	LOC6505492|XP_001966266.1|DANA
OG0003273	CCAP1982_LOCUS21953|CAD7013944.1|CCAP	LOC6494334|XP_001960513.2|DANA
OG0003276	CCAP1982_LOCUS4571|CAD6995870.1|CCAP	LOC6501273|XP_014766973.1|DANA
OG0003278	CCAP1982_LOCUS230|CAD6991301.1|CCAP	LOC26514331|XP_014767272.1|DANA
OG0003280	CCAP1982_LOCUS1635|CAD6992796.1|CCAP, CCAP1982_LOCUS1645|CAD6992806.1|CCAP, CCAP1982_LOCUS1654|CAD6992815.1|CCAP	LOC6499462|XP_001954586.2|DANA
OG0003281	CCAP1982_LOCUS1035|CAD6992157.1|CCAP	LOC6499481|XP_001954548.1|DANA
OG0003283	CCAP1982_LOCUS5562|CAD6996888.1|CCAP	LOC6498289|XP_001962470.2|DANA
OG0003285	CCAP1982_LOCUS3345|CAD6994608.1|CCAP	LOC6499385|XP_001954738.1|DANA
OG0003286	CCAP1982_LOCUS2982|CAD6994220.1|CCAP, CCAP1982_LOCUS2987|CAD6994225.1|CCAP	LOC6501338|XP_032307623.1|DANA
OG0003287	CCAP1982_LOCUS22803|CAD7014836.1|CCAP	LOC6507923|XP_001956610.1|DANA
OG0003288	CCAP1982_LOCUS4787|CAD6996080.1|CCAP	LOC6499946|XP_001953578.2|DANA
OG0003289	CCAP1982_LOCUS14613|CAD7006290.1|CCAP	LOC6494186|XP_001960806.1|DANA
OG0003290	CCAP1982_LOCUS1994|CAD6993170.1|CCAP	LOC6500990|XP_001954307.2|DANA
OG0003291	CCAP1982_LOCUS11805|CAD7003346.1|CCAP	LOC6506231|XP_001958299.2|DANA
OG0003296	CCAP1982_LOCUS3121|CAD6994368.1|CCAP	LOC116654585|XP_032305855.1|DANA
OG0003297	CCAP1982_LOCUS3093|CAD6994337.1|CCAP	LOC6499922|XP_032307191.1|DANA
OG0003298	CCAP1982_LOCUS23259|CAD7015314.1|CCAP	LOC6505002|XP_001965659.1|DANA
OG0003299	CCAP1982_LOCUS2042|CAD6993223.1|CCAP	LOC6500326|XP_001952978.1|DANA
OG0003300	CCAP1982_LOCUS2149|CAD6993333.1|CCAP	LOC6500911|XP_001954151.1|DANA
OG0003301	CCAP1982_LOCUS19679|CAD7011590.1|CCAP	LOC6495503|XP_001958990.2|DANA
OG0003304	CCAP1982_LOCUS3870|CAD6995149.1|CCAP	LOC6501512|XP_001955397.1|DANA
OG0003311	CCAP1982_LOCUS4341|CAD6995635.1|CCAP	LOC6499651|XP_001954213.1|DANA
OG0003312	CCAP1982_LOCUS22272|CAD7014269.1|CCAP	LOC6500915|XP_001954156.1|DANA
OG0003314	CCAP1982_LOCUS20505|CAD7012419.1|CCAP	LOC6495717|XP_001959430.2|DANA
OG0003316	CCAP1982_LOCUS3321|CAD6994582.1|CCAP	LOC6499396|XP_001954721.1|DANA
OG0003317	CCAP1982_LOCUS1886|CAD6993054.1|CCAP	LOC6500902|XP_001954132.1|DANA
OG0003318	CCAP1982_LOCUS3758|CAD6995028.1|CCAP, CCAP1982_LOCUS3759|CAD6995029.1|CCAP	LOC6499929|XP_032306814.1|DANA
OG0003319	CCAP1982_LOCUS2506|CAD6993700.1|CCAP	LOC6500982|XP_014766835.1|DANA
OG0003320	CCAP1982_LOCUS3327|CAD6994588.1|CCAP	LOC6501190|XP_001954727.1|DANA
OG0003321	CCAP1982_LOCUS3338|CAD6994600.1|CCAP, CCAP1982_LOCUS3337|CAD6994598.1|CCAP	LOC6501192|XP_014766924.1|DANA
OG0003322	CCAP1982_LOCUS3340|CAD6994602.1|CCAP	LOC6499388|XP_001954734.1|DANA
OG0003325	CCAP1982_LOCUS1578|CAD6992733.1|CCAP	LOC6499357|XP_014766031.1|DANA
OG0003327	CCAP1982_LOCUS10057|CAD7001563.1|CCAP	LOC6503258|XP_032308039.1|DANA
OG0003328	CCAP1982_LOCUS6470|CAD6997846.1|CCAP	LOC6504606|XP_001966538.1|DANA
OG0003329	CCAP1982_LOCUS1039|CAD6992164.1|CCAP	LOC6496555|XP_032307082.1|DANA, LOC6499480|XP_001954552.2|DANA
OG0003330	CCAP1982_LOCUS11433|CAD7002969.1|CCAP	LOC6507762|XP_001956298.1|DANA
OG0003333	CCAP1982_LOCUS1837|CAD6993002.1|CCAP	LOC6505571|XP_001964676.3|DANA
OG0003334	CCAP1982_LOCUS2220|CAD6993405.1|CCAP	LOC6501414|XP_001955202.1|DANA
OG0003335	CCAP1982_LOCUS4072|CAD6995353.1|CCAP	LOC6500264|XP_001952912.1|DANA
OG0003336	CCAP1982_LOCUS1836|CAD6993001.1|CCAP	LOC6499739|XP_001954022.1|DANA
OG0003337	CCAP1982_LOCUS1892|CAD6993062.1|CCAP	LOC6499397|XP_032306217.1|DANA
OG0003338	CCAP1982_LOCUS1880|CAD6993048.1|CCAP	LOC6500898|XP_001954126.1|DANA
OG0003339	CCAP1982_LOCUS1615|CAD6992774.1|CCAP	LOC6506001|XP_001964760.1|DANA
OG0003340	CCAP1982_LOCUS1616|CAD6992775.1|CCAP	LOC6505527|XP_014760697.1|DANA
OG0003344	CCAP1982_LOCUS7855|CAD6999328.1|CCAP	LOC6497082|XP_001962792.1|DANA
OG0003345	CCAP1982_LOCUS1182|CAD6992314.1|CCAP, CCAP1982_LOCUS1181|CAD6992313.1|CCAP	LOC6501815|XP_001966869.2|DANA
OG0003346	CCAP1982_LOCUS2126|CAD6993309.1|CCAP	LOC6499704|XP_001954096.1|DANA
OG0003347	CCAP1982_LOCUS2089|CAD6993273.1|CCAP	LOC6499697|XP_001954112.1|DANA
OG0003348	CCAP1982_LOCUS3393|CAD6994658.1|CCAP	LOC6500878|XP_001954090.1|DANA
OG0003350	CCAP1982_LOCUS2667|CAD6993873.1|CCAP	LOC6500807|XP_032309972.1|DANA
OG0003352	CCAP1982_LOCUS1141|CAD6992273.1|CCAP	LOC6505554|XP_014760703.1|DANA
OG0003353	CCAP1982_LOCUS2848|CAD6994078.1|CCAP, CCAP1982_LOCUS2849|CAD6994079.1|CCAP, CCAP1982_LOCUS2847|CAD6994077.1|CCAP	LOC6499854|XP_032305905.1|DANA
OG0003354	CCAP1982_LOCUS1761|CAD6992928.1|CCAP	LOC6505948|XP_001964664.2|DANA
OG0003358	CCAP1982_LOCUS7669|CAD6999125.1|CCAP	LOC6497618|XP_001961701.1|DANA
OG0003361	CCAP1982_LOCUS20535|CAD7012455.1|CCAP	LOC6494579|XP_032306425.1|DANA
OG0003362	CCAP1982_LOCUS1173|CAD6992305.1|CCAP	LOC6500273|XP_001952897.1|DANA
OG0003363	CCAP1982_LOCUS3061|CAD6994300.1|CCAP	LOC6505726|XP_014760774.2|DANA, LOC6501376|XP_014767013.2|DANA
OG0003364	CCAP1982_LOCUS2179|CAD6993361.1|CCAP	LOC6500317|XP_001952962.1|DANA
OG0003365	CCAP1982_LOCUS209|CAD6991278.1|CCAP, CCAP1982_LOCUS210|CAD6991279.1|CCAP	LOC6500501|XP_001953354.1|DANA
OG0003366	CCAP1982_LOCUS14323|CAD7005987.1|CCAP	LOC6493677|XP_001958214.2|DANA
OG0003367	CCAP1982_LOCUS14328|CAD7005992.1|CCAP	LOC6493641|XP_001958149.1|DANA
OG0003368	CCAP1982_LOCUS12879|CAD7004474.1|CCAP	LOC6493640|XP_001958146.1|DANA
OG0003369	CCAP1982_LOCUS751|CAD6991853.1|CCAP	LOC6500105|XP_001953217.2|DANA
OG0003370	CCAP1982_LOCUS1732|CAD6992897.1|CCAP	LOC6505836|XP_001964459.2|DANA
OG0003373	CCAP1982_LOCUS361|CAD6991435.1|CCAP, CCAP1982_LOCUS360|CAD6991434.1|CCAP	LOC6505814|XP_001964421.1|DANA
OG0003375	CCAP1982_LOCUS2045|CAD6993226.1|CCAP	LOC6500300|XP_001952927.2|DANA
OG0003376	CCAP1982_LOCUS2171|CAD6993353.1|CCAP	LOC6500244|XP_001952953.1|DANA
OG0003377	CCAP1982_LOCUS2173|CAD6993355.1|CCAP	LOC6500241|XP_032306378.1|DANA
OG0003378	CCAP1982_LOCUS1475|CAD6992627.1|CCAP	LOC6500782|XP_001953910.1|DANA
OG0003379	CCAP1982_LOCUS2838|CAD6994067.1|CCAP	LOC6499360|XP_001954796.1|DANA
OG0003380	CCAP1982_LOCUS1419|CAD6992571.1|CCAP	LOC6499366|XP_001954784.1|DANA
OG0003381	CCAP1982_LOCUS2394|CAD6993583.1|CCAP	LOC6498640|XP_001963223.1|DANA
OG0003382	CCAP1982_LOCUS2400|CAD6993590.1|CCAP	LOC6501470|XP_032310461.1|DANA
OG0003383	CCAP1982_LOCUS3350|CAD6994613.1|CCAP	LOC6501196|XP_001954742.1|DANA
OG0003384	CCAP1982_LOCUS8473|CAD6999968.1|CCAP	LOC6507521|XP_001965391.1|DANA
OG0003385	CCAP1982_LOCUS2085|CAD6993268.1|CCAP	LOC6501614|XP_001955597.1|DANA
OG0003386	CCAP1982_LOCUS1625|CAD6992786.1|CCAP	LOC6499785|XP_001953922.1|DANA
OG0003387	CCAP1982_LOCUS2709|CAD6993918.1|CCAP	LOC6501465|XP_001955307.1|DANA
OG0003389	CCAP1982_LOCUS7161|CAD6998583.1|CCAP	LOC6495843|XP_001959692.2|DANA
OG0003390	CCAP1982_LOCUS1365|CAD6992516.1|CCAP	LOC6501368|XP_001955089.1|DANA
OG0003391	CCAP1982_LOCUS2561|CAD6993763.1|CCAP, CCAP1982_LOCUS2559|CAD6993760.1|CCAP	LOC6499678|XP_001954165.1|DANA
OG0003392	CCAP1982_LOCUS3862|CAD6995139.1|CCAP	LOC6500710|XP_001953775.1|DANA
OG0003393	CCAP1982_LOCUS2532|CAD6993734.1|CCAP	LOC6505535|XP_014760698.1|DANA
OG0003394	CCAP1982_LOCUS2772|CAD6993989.1|CCAP	LOC6501372|XP_001955096.1|DANA
OG0003395	CCAP1982_LOCUS2763|CAD6993980.1|CCAP, CCAP1982_LOCUS2762|CAD6993979.1|CCAP	LOC6501375|XP_001955102.1|DANA
OG0003396	CCAP1982_LOCUS1391|CAD6992542.1|CCAP	LOC6501358|XP_001955065.3|DANA
OG0003397	CCAP1982_LOCUS3132|CAD6994379.1|CCAP	LOC6501052|XP_001954464.1|DANA
OG0003398	CCAP1982_LOCUS2219|CAD6993404.1|CCAP	LOC6499466|XP_001954579.1|DANA
OG0003399	CCAP1982_LOCUS3468|CAD6994735.1|CCAP	LOC6500668|XP_001953688.1|DANA
OG0003400	CCAP1982_LOCUS3496|CAD6994764.1|CCAP, CCAP1982_LOCUS9004|CAD7000526.1|CCAP	LOC6500679|XP_014766669.1|DANA
OG0003401	CCAP1982_LOCUS3720|CAD6994989.1|CCAP, CCAP1982_LOCUS3719|CAD6994988.1|CCAP	LOC6500852|XP_032310222.1|DANA
OG0003402	CCAP1982_LOCUS3740|CAD6995009.1|CCAP	LOC6500848|XP_032305605.1|DANA
OG0003403	CCAP1982_LOCUS21378|CAD7013307.1|CCAP	LOC6494107|XP_001960961.1|DANA
OG0003404	CCAP1982_LOCUS1300|CAD6992440.1|CCAP	LOC6499667|XP_001954187.1|DANA
OG0003405	CCAP1982_LOCUS23291|CAD7015346.1|CCAP	LOC6496612|XP_001961259.1|DANA
OG0003406	CCAP1982_LOCUS2827|CAD6994055.1|CCAP	LOC6501633|XP_001955646.1|DANA
OG0003407	CCAP1982_LOCUS2467|CAD6993660.1|CCAP	LOC6498936|XP_001955645.1|DANA
OG0003408	CCAP1982_LOCUS1798|CAD6992966.1|CCAP	LOC6500904|XP_001954137.1|DANA
