Orthogroup	CCAP.longest_only	DSUZ.longest_only
OG0004903	CCAP1982_LOCUS22573|CAD7014574.1|CCAP	LOC108009426|XP_016929244.1|DSUZ
OG0004904	CCAP1982_LOCUS21459|CAD7013394.1|CCAP	LOC108015751|XP_036673287.1|DSUZ
OG0004905	CCAP1982_LOCUS7092|CAD6998501.1|CCAP	LOC108009825|XP_016929999.1|DSUZ
OG0004906	CCAP1982_LOCUS12916|CAD7004518.1|CCAP	LOC108013337|XP_016934629.1|DSUZ
OG0004907	CCAP1982_LOCUS13144|CAD7004751.1|CCAP	LOC108005775|XP_016924593.2|DSUZ
OG0004908	CCAP1982_LOCUS11719|CAD7003257.1|CCAP	LOC108013506|XP_016934882.1|DSUZ
OG0004909	CCAP1982_LOCUS11729|CAD7003267.1|CCAP	LOC108012883|XP_016933863.1|DSUZ
OG0004910	CCAP1982_LOCUS14793|CAD7006475.1|CCAP	LOC108012882|XP_016933862.1|DSUZ
OG0004911	CCAP1982_LOCUS13091|CAD7004698.1|CCAP	LOC108007182|XP_036670453.1|DSUZ
OG0004912	CCAP1982_LOCUS12917|CAD7004519.1|CCAP	LOC108013338|XP_016934633.1|DSUZ
OG0004913	CCAP1982_LOCUS22039|CAD7014033.1|CCAP	LOC108008541|XP_016927901.1|DSUZ
OG0004914	CCAP1982_LOCUS22044|CAD7014038.1|CCAP	LOC108010117|XP_016930431.1|DSUZ
OG0004915	CCAP1982_LOCUS23402|CAD7015462.1|CCAP	LOC108010134|XP_016930451.1|DSUZ
OG0004916	CCAP1982_LOCUS22427|CAD7014431.1|CCAP	LOC108010247|XP_016930590.1|DSUZ
OG0004917	CCAP1982_LOCUS14901|CAD7006590.1|CCAP	LOC108012979|XP_016934033.1|DSUZ
OG0004918	CCAP1982_LOCUS14903|CAD7006592.1|CCAP	LOC108012977|XP_016934030.1|DSUZ
OG0004919	CCAP1982_LOCUS442|CAD6991523.1|CCAP	LOC108010796|XP_016931214.1|DSUZ
OG0004920	CCAP1982_LOCUS14464|CAD7006135.1|CCAP	LOC108012366|XP_016933209.1|DSUZ
OG0004921	CCAP1982_LOCUS13031|CAD7004636.1|CCAP	LOC108005902|XP_016924787.1|DSUZ
OG0004922	CCAP1982_LOCUS11225|CAD7002751.1|CCAP	LOC108012243|XP_036672396.1|DSUZ
OG0004923	CCAP1982_LOCUS11167|CAD7002689.1|CCAP	LOC108020040|XP_016943622.1|DSUZ
OG0004924	CCAP1982_LOCUS12528|CAD7004107.1|CCAP	LOC108012810|XP_016933738.1|DSUZ
OG0004925	CCAP1982_LOCUS12578|CAD7004158.1|CCAP	LOC108013569|XP_016934980.1|DSUZ
OG0004926	CCAP1982_LOCUS14939|CAD7006633.1|CCAP	LOC108012523|XP_016933426.1|DSUZ
OG0004927	CCAP1982_LOCUS14993|CAD7006694.1|CCAP	LOC108012887|XP_036670902.1|DSUZ
OG0004928	CCAP1982_LOCUS21917|CAD7013902.1|CCAP	LOC108018037|XP_036669746.1|DSUZ
OG0004929	CCAP1982_LOCUS11530|CAD7003067.1|CCAP	LOC108012802|XP_016933728.1|DSUZ
OG0004930	CCAP1982_LOCUS22942|CAD7014983.1|CCAP	LOC108009112|XP_016928672.1|DSUZ
OG0004931	CCAP1982_LOCUS22635|CAD7014646.1|CCAP	LOC108008379|XP_016927711.1|DSUZ
OG0004932	CCAP1982_LOCUS12169|CAD7003732.1|CCAP	LOC108013046|XP_016934146.1|DSUZ
OG0004933	CCAP1982_LOCUS7196|CAD6998623.1|CCAP	LOC108017962|XP_016940721.1|DSUZ
OG0004934	CCAP1982_LOCUS7200|CAD6998628.1|CCAP	LOC108008426|XP_016927764.1|DSUZ
OG0004935	CCAP1982_LOCUS21878|CAD7013861.1|CCAP	LOC108018036|XP_016940902.1|DSUZ
OG0004936	CCAP1982_LOCUS12915|CAD7004517.1|CCAP	LOC108005880|XP_036672418.1|DSUZ
OG0004937	CCAP1982_LOCUS20261|CAD7012159.1|CCAP	LOC108013567|XP_036670958.1|DSUZ
OG0004938	CCAP1982_LOCUS12061|CAD7003621.1|CCAP	LOC108006841|XP_016925880.2|DSUZ
OG0004940	CCAP1982_LOCUS12871|CAD7004465.1|CCAP	LOC108005713|XP_036671524.1|DSUZ, LOC108017020|XP_036672468.1|DSUZ
OG0004941	CCAP1982_LOCUS12170|CAD7003733.1|CCAP	LOC108007480|XP_036671153.1|DSUZ
OG0004942	CCAP1982_LOCUS11521|CAD7003058.1|CCAP	LOC108005875|XP_016924744.1|DSUZ
OG0004943	CCAP1982_LOCUS14899|CAD7006588.1|CCAP	LOC108013279|XP_016934539.1|DSUZ
OG0004944	CCAP1982_LOCUS11899|CAD7003445.1|CCAP	LOC108013601|XP_016935027.1|DSUZ
OG0004946	CCAP1982_LOCUS13890|CAD7005530.1|CCAP	LOC108006916|XP_016926005.2|DSUZ
OG0004947	CCAP1982_LOCUS11517|CAD7003054.1|CCAP	LOC108013527|XP_016934912.1|DSUZ
OG0004948	CCAP1982_LOCUS11515|CAD7003052.1|CCAP	LOC108013502|XP_016934877.1|DSUZ
OG0004949	CCAP1982_LOCUS11508|CAD7003045.1|CCAP	LOC108013501|XP_016934876.1|DSUZ
OG0004950	CCAP1982_LOCUS12161|CAD7003724.1|CCAP	LOC108012933|XP_016933957.1|DSUZ
OG0004951	CCAP1982_LOCUS2776|CAD6993995.1|CCAP	LOC108017496|XP_016940037.1|DSUZ
OG0004952	CCAP1982_LOCUS10827|CAD7002341.1|CCAP	LOC108013592|XP_016935010.1|DSUZ
OG0004953	CCAP1982_LOCUS12149|CAD7003712.1|CCAP	LOC118877213|XP_036670481.1|DSUZ
OG0004954	CCAP1982_LOCUS12151|CAD7003714.1|CCAP	LOC108007486|XP_016926657.2|DSUZ
OG0004955	CCAP1982_LOCUS12929|CAD7004532.1|CCAP	LOC108012486|XP_016933384.1|DSUZ
OG0004956	CCAP1982_LOCUS21829|CAD7013809.1|CCAP	LOC108009401|XP_016929209.1|DSUZ
OG0004957	CCAP1982_LOCUS11289|CAD7002819.1|CCAP	LOC108007094|XP_036670862.1|DSUZ
OG0004958	CCAP1982_LOCUS14958|CAD7006655.1|CCAP	LOC108012984|XP_016934043.1|DSUZ
OG0004959	CCAP1982_LOCUS14959|CAD7006656.1|CCAP	LOC108012986|XP_016934045.1|DSUZ
OG0004960	CCAP1982_LOCUS14960|CAD7006657.1|CCAP	LOC108012983|XP_016934038.1|DSUZ
OG0004961	CCAP1982_LOCUS21618|CAD7013562.1|CCAP	LOC108008407|XP_016927742.1|DSUZ
OG0004962	CCAP1982_LOCUS14417|CAD7006085.1|CCAP	LOC108013076|XP_016934185.1|DSUZ
OG0004963	CCAP1982_LOCUS11670|CAD7003210.1|CCAP	LOC108015807|XP_036670567.1|DSUZ
OG0004964	CCAP1982_LOCUS12091|CAD7003653.1|CCAP	LOC108013268|XP_016934518.1|DSUZ
OG0004965	CCAP1982_LOCUS12614|CAD7004195.1|CCAP	LOC108005783|XP_016924601.1|DSUZ
OG0004966	CCAP1982_LOCUS12615|CAD7004196.1|CCAP	LOC108005908|XP_036670930.1|DSUZ
OG0004967	CCAP1982_LOCUS21807|CAD7013784.1|CCAP	LOC108017793|XP_016940426.1|DSUZ
OG0004968	CCAP1982_LOCUS13312|CAD7004929.1|CCAP	LOC118877357|XP_036671708.1|DSUZ
OG0004969	CCAP1982_LOCUS22918|CAD7014954.1|CCAP	LOC108017784|XP_016940414.1|DSUZ
OG0004970	CCAP1982_LOCUS13313|CAD7004930.1|CCAP	LOC108020199|XP_036671723.1|DSUZ
OG0004971	CCAP1982_LOCUS13316|CAD7004933.1|CCAP	LOC108020209|XP_036670981.1|DSUZ
OG0004973	CCAP1982_LOCUS11325|CAD7002856.1|CCAP	LOC108012855|XP_016933810.1|DSUZ
OG0004974	CCAP1982_LOCUS11581|CAD7003119.1|CCAP	LOC108013455|XP_016934820.1|DSUZ
OG0004975	CCAP1982_LOCUS11169|CAD7002691.1|CCAP	LOC108020058|XP_016943645.1|DSUZ
OG0004976	CCAP1982_LOCUS10789|CAD7002297.1|CCAP	LOC108011836|XP_016932563.1|DSUZ
OG0004977	CCAP1982_LOCUS21891|CAD7013875.1|CCAP	LOC108008365|XP_016927691.1|DSUZ
OG0004978	CCAP1982_LOCUS21950|CAD7013939.1|CCAP	LOC108017989|XP_016940820.1|DSUZ
OG0004979	CCAP1982_LOCUS13004|CAD7004609.1|CCAP	LOC108012794|XP_016933717.1|DSUZ
OG0004980	CCAP1982_LOCUS14626|CAD7006304.1|CCAP	LOC108005674|XP_016924487.1|DSUZ
OG0004981	CCAP1982_LOCUS14604|CAD7006281.1|CCAP	LOC108020714|XP_016944571.2|DSUZ, LOC108020757|XP_016944624.2|DSUZ
OG0004982	CCAP1982_LOCUS14602|CAD7006279.1|CCAP	LOC108020738|XP_016944603.2|DSUZ, LOC108020737|XP_036671373.1|DSUZ
OG0004983	CCAP1982_LOCUS11734|CAD7003272.1|CCAP	LOC108013532|XP_016934918.1|DSUZ
OG0004984	CCAP1982_LOCUS11733|CAD7003271.1|CCAP	LOC108013590|XP_016935006.1|DSUZ
OG0004985	CCAP1982_LOCUS10871|CAD7002377.1|CCAP	LOC108012821|XP_016933754.1|DSUZ
OG0004986	CCAP1982_LOCUS14170|CAD7005825.1|CCAP	LOC108010522|XP_016930887.2|DSUZ
OG0004987	CCAP1982_LOCUS11806|CAD7003347.1|CCAP, CCAP1982_LOCUS11807|CAD7003348.1|CCAP	LOC108006666|XP_036672385.1|DSUZ
OG0004988	CCAP1982_LOCUS10872|CAD7002378.1|CCAP	LOC108012823|XP_016933757.1|DSUZ
OG0004989	CCAP1982_LOCUS11808|CAD7003349.1|CCAP	LOC108006675|XP_036671381.1|DSUZ
OG0004991	CCAP1982_LOCUS7099|CAD6998510.1|CCAP	LOC108009102|XP_016928655.1|DSUZ
OG0004992	CCAP1982_LOCUS7098|CAD6998509.1|CCAP	LOC108009105|XP_036669175.1|DSUZ
OG0004993	CCAP1982_LOCUS10828|CAD7002342.1|CCAP	LOC108012916|XP_016933928.1|DSUZ
OG0004994	CCAP1982_LOCUS12503|CAD7004078.1|CCAP	LOC108007080|XP_036672133.1|DSUZ
OG0004995	CCAP1982_LOCUS12512|CAD7004089.1|CCAP	LOC108011852|XP_036672346.1|DSUZ
OG0004996	CCAP1982_LOCUS12841|CAD7004434.1|CCAP, CCAP1982_LOCUS12856|CAD7004450.1|CCAP	LOC108013283|XP_016934545.1|DSUZ
OG0004997	CCAP1982_LOCUS22646|CAD7014658.1|CCAP	LOC108008292|XP_016927593.1|DSUZ
OG0004998	CCAP1982_LOCUS21862|CAD7013842.1|CCAP	LOC108017994|XP_016940831.1|DSUZ
OG0004999	CCAP1982_LOCUS13324|CAD7004945.1|CCAP	LOC108014471|XP_016936084.2|DSUZ
OG0005000	CCAP1982_LOCUS22669|CAD7014685.1|CCAP	LOC108008287|XP_016927588.1|DSUZ
OG0005001	CCAP1982_LOCUS13213|CAD7004824.1|CCAP, CCAP1982_LOCUS13199|CAD7004810.1|CCAP	LOC108012851|XP_036670562.1|DSUZ
OG0005002	CCAP1982_LOCUS178|CAD6991242.1|CCAP	LOC108017393|XP_036674090.1|DSUZ, LOC118877807|XP_036673843.1|DSUZ
OG0005003	CCAP1982_LOCUS13033|CAD7004638.1|CCAP	LOC108013189|XP_016934380.1|DSUZ
OG0005004	CCAP1982_LOCUS10812|CAD7002322.1|CCAP	LOC108012553|XP_016933454.1|DSUZ
OG0005005	CCAP1982_LOCUS12878|CAD7004473.1|CCAP	LOC108020443|XP_016944253.1|DSUZ, LOC118877438|XP_036672150.1|DSUZ
OG0005006	CCAP1982_LOCUS12899|CAD7004499.1|CCAP	LOC108013386|XP_016934707.1|DSUZ
OG0005007	CCAP1982_LOCUS11360|CAD7002891.1|CCAP	LOC108015549|XP_036670994.1|DSUZ
OG0005008	CCAP1982_LOCUS12254|CAD7003821.1|CCAP, CCAP1982_LOCUS12253|CAD7003820.1|CCAP	LOC108013625|XP_016935057.1|DSUZ
OG0005009	CCAP1982_LOCUS11320|CAD7002851.1|CCAP	LOC108004811|XP_016923369.2|DSUZ
OG0005010	CCAP1982_LOCUS21495|CAD7013430.1|CCAP	LOC108018647|XP_036671178.1|DSUZ
OG0005011	CCAP1982_LOCUS19574|CAD7011474.1|CCAP	LOC108009134|XP_016928727.1|DSUZ
OG0005012	CCAP1982_LOCUS13294|CAD7004910.1|CCAP	LOC108012430|XP_016933283.1|DSUZ
OG0005014	CCAP1982_LOCUS12085|CAD7003647.1|CCAP	LOC108012994|XP_016934056.1|DSUZ
OG0005015	CCAP1982_LOCUS11811|CAD7003352.1|CCAP	LOC108005857|XP_036671145.1|DSUZ
OG0005016	CCAP1982_LOCUS12339|CAD7003911.1|CCAP	LOC118877382|XP_036671846.1|DSUZ
OG0005017	CCAP1982_LOCUS11881|CAD7003425.1|CCAP	LOC108012345|XP_016933182.1|DSUZ
OG0005018	CCAP1982_LOCUS12314|CAD7003884.1|CCAP	LOC108013041|XP_016934138.1|DSUZ
OG0005019	CCAP1982_LOCUS10965|CAD7002476.1|CCAP	LOC108007499|XP_016926671.2|DSUZ
OG0005020	CCAP1982_LOCUS21901|CAD7013886.1|CCAP	LOC108009513|XP_016929421.1|DSUZ
OG0005021	CCAP1982_LOCUS5712|CAD6997058.1|CCAP	LOC108006752|XP_016925796.1|DSUZ
OG0005022	CCAP1982_LOCUS14729|CAD7006409.1|CCAP	LOC108012410|XP_016933260.1|DSUZ
OG0005023	CCAP1982_LOCUS21236|CAD7013165.1|CCAP	LOC108008630|XP_016928000.1|DSUZ
OG0005024	CCAP1982_LOCUS14920|CAD7006611.1|CCAP	LOC108013251|XP_016934490.1|DSUZ
OG0005025	CCAP1982_LOCUS13207|CAD7004818.1|CCAP	LOC108013529|XP_016934915.1|DSUZ
OG0005026	CCAP1982_LOCUS12994|CAD7004599.1|CCAP	LOC108012403|XP_016933252.1|DSUZ
OG0005027	CCAP1982_LOCUS13047|CAD7004652.1|CCAP	LOC108011816|XP_036671031.1|DSUZ
OG0005028	CCAP1982_LOCUS2226|CAD6993411.1|CCAP	LOC108018679|XP_016941740.2|DSUZ
OG0005029	CCAP1982_LOCUS11906|CAD7003452.1|CCAP	LOC108004810|XP_016923367.1|DSUZ
OG0005030	CCAP1982_LOCUS12572|CAD7004152.1|CCAP	LOC108012927|XP_016933951.1|DSUZ
OG0005031	CCAP1982_LOCUS11794|CAD7003334.1|CCAP	LOC108013353|XP_016934659.1|DSUZ
OG0005032	CCAP1982_LOCUS12957|CAD7004561.1|CCAP	LOC108012606|XP_016933515.1|DSUZ
OG0005033	CCAP1982_LOCUS12947|CAD7004550.1|CCAP	LOC108011407|XP_036670700.1|DSUZ
OG0005034	CCAP1982_LOCUS12946|CAD7004549.1|CCAP	LOC108011408|XP_036671054.1|DSUZ
OG0005035	CCAP1982_LOCUS11911|CAD7003458.1|CCAP	LOC108013175|XP_016934361.1|DSUZ
OG0005036	CCAP1982_LOCUS14422|CAD7006090.1|CCAP	LOC108013183|XP_016934373.1|DSUZ
OG0005037	CCAP1982_LOCUS11831|CAD7003372.1|CCAP	LOC108013069|XP_016934177.1|DSUZ
OG0005038	CCAP1982_LOCUS11572|CAD7003109.1|CCAP	LOC108011872|XP_016932603.1|DSUZ
OG0005039	CCAP1982_LOCUS8174|CAD6999640.1|CCAP	LOC108021344|XP_016945515.1|DSUZ
OG0005040	CCAP1982_LOCUS13023|CAD7004628.1|CCAP	LOC108013142|XP_016934317.1|DSUZ
OG0005041	CCAP1982_LOCUS14418|CAD7006086.1|CCAP	LOC108013077|XP_016934186.1|DSUZ
OG0005042	CCAP1982_LOCUS14946|CAD7006641.1|CCAP	LOC108012478|XP_016933364.1|DSUZ
OG0005043	CCAP1982_LOCUS21798|CAD7013775.1|CCAP	LOC108009772|XP_016929890.1|DSUZ
OG0005044	CCAP1982_LOCUS21797|CAD7013774.1|CCAP	LOC108009769|XP_016929887.1|DSUZ
OG0005045	CCAP1982_LOCUS21790|CAD7013766.1|CCAP	LOC108008640|XP_016928009.1|DSUZ
OG0005046	CCAP1982_LOCUS22761|CAD7014792.1|CCAP	LOC108017883|XP_016940535.1|DSUZ
OG0005047	CCAP1982_LOCUS10777|CAD7002283.1|CCAP	LOC108011745|XP_016932459.1|DSUZ
OG0005048	CCAP1982_LOCUS10779|CAD7002286.1|CCAP	LOC108011733|XP_036671728.1|DSUZ
OG0005049	CCAP1982_LOCUS11912|CAD7003459.1|CCAP	LOC108013003|XP_016934077.2|DSUZ
OG0005050	CCAP1982_LOCUS7096|CAD6998507.1|CCAP	LOC108009103|XP_016928657.1|DSUZ
OG0005051	CCAP1982_LOCUS13086|CAD7004692.1|CCAP	LOC108013098|XP_016934231.1|DSUZ
OG0005052	CCAP1982_LOCUS13089|CAD7004696.1|CCAP	LOC108012560|XP_016933464.1|DSUZ
OG0005053	CCAP1982_LOCUS5614|CAD6996946.1|CCAP	LOC108020354|XP_016944040.1|DSUZ
OG0005054	CCAP1982_LOCUS14249|CAD7005909.1|CCAP	LOC108005740|XP_036670587.1|DSUZ
OG0005056	CCAP1982_LOCUS21850|CAD7013830.1|CCAP	LOC108018249|XP_016941268.1|DSUZ
OG0005057	CCAP1982_LOCUS12376|CAD7003953.1|CCAP	LOC108005826|XP_036670940.1|DSUZ
OG0005058	CCAP1982_LOCUS11271|CAD7002801.1|CCAP	LOC108014460|XP_036671441.1|DSUZ
OG0005059	CCAP1982_LOCUS7228|CAD6998663.1|CCAP	LOC108008427|XP_016927765.1|DSUZ
OG0005060	CCAP1982_LOCUS7229|CAD6998664.1|CCAP	LOC108009482|XP_016929357.1|DSUZ
OG0005061	CCAP1982_LOCUS5455|CAD6996780.1|CCAP	LOC108005904|XP_016924800.1|DSUZ
OG0005062	CCAP1982_LOCUS21113|CAD7013028.1|CCAP	LOC108018021|XP_016940869.1|DSUZ
OG0005063	CCAP1982_LOCUS23290|CAD7015345.1|CCAP	LOC108007465|XP_016926626.1|DSUZ
OG0005064	CCAP1982_LOCUS12051|CAD7003605.1|CCAP	LOC108014684|XP_016936347.1|DSUZ
OG0005065	CCAP1982_LOCUS22008|CAD7014001.1|CCAP	LOC108017919|XP_016940578.1|DSUZ
OG0005066	CCAP1982_LOCUS22428|CAD7014432.1|CCAP	LOC108010170|XP_016930502.1|DSUZ
OG0005067	CCAP1982_LOCUS22969|CAD7015012.1|CCAP	LOC108010244|XP_016930587.1|DSUZ
OG0005069	CCAP1982_LOCUS21672|CAD7013621.1|CCAP	LOC108019782|XP_016943262.1|DSUZ
OG0005070	CCAP1982_LOCUS19568|CAD7011468.1|CCAP	LOC108007264|XP_016926392.1|DSUZ
OG0005071	CCAP1982_LOCUS14018|CAD7005662.1|CCAP	LOC108014492|XP_036672186.1|DSUZ
OG0005073	CCAP1982_LOCUS21903|CAD7013889.1|CCAP	LOC108018219|XP_016941227.1|DSUZ
OG0005074	CCAP1982_LOCUS10831|CAD7002346.1|CCAP	LOC108012908|XP_016933915.1|DSUZ
OG0005075	CCAP1982_LOCUS21635|CAD7013579.1|CCAP	LOC108008681|XP_016928064.1|DSUZ
OG0005076	CCAP1982_LOCUS22720|CAD7014742.1|CCAP	LOC108008325|XP_016927637.1|DSUZ
OG0005078	CCAP1982_LOCUS11549|CAD7003086.1|CCAP	LOC108011839|XP_036671970.1|DSUZ
OG0005079	CCAP1982_LOCUS22929|CAD7014969.1|CCAP	LOC108009106|XP_016928665.1|DSUZ
OG0005080	CCAP1982_LOCUS12763|CAD7004347.1|CCAP	LOC108007126|XP_016926219.1|DSUZ
OG0005081	CCAP1982_LOCUS23388|CAD7015447.1|CCAP	LOC108017739|XP_016940337.1|DSUZ
OG0005082	CCAP1982_LOCUS14317|CAD7005980.1|CCAP	LOC108017675|XP_016940271.2|DSUZ
OG0005084	CCAP1982_LOCUS14164|CAD7005818.1|CCAP	LOC108013381|XP_016934696.1|DSUZ
OG0005085	CCAP1982_LOCUS14158|CAD7005812.1|CCAP	LOC108013935|XP_016935434.2|DSUZ
OG0005086	CCAP1982_LOCUS21676|CAD7013626.1|CCAP	LOC108018208|XP_016941214.1|DSUZ
OG0005087	CCAP1982_LOCUS12119|CAD7003682.1|CCAP	LOC108013214|XP_016934421.1|DSUZ
OG0005088	CCAP1982_LOCUS22730|CAD7014753.1|CCAP	LOC108010005|XP_016930282.1|DSUZ
OG0005089	CCAP1982_LOCUS22728|CAD7014751.1|CCAP	LOC108010004|XP_016930281.1|DSUZ
OG0005090	CCAP1982_LOCUS20145|CAD7012043.1|CCAP	LOC108009764|XP_016929880.1|DSUZ
OG0005091	CCAP1982_LOCUS21588|CAD7013528.1|CCAP	LOC108019863|XP_036670199.1|DSUZ
OG0005092	CCAP1982_LOCUS12404|CAD7003981.1|CCAP	LOC108005647|XP_036677386.1|DSUZ
OG0005093	CCAP1982_LOCUS11672|CAD7003212.1|CCAP	LOC108005842|XP_016924679.1|DSUZ
OG0005094	CCAP1982_LOCUS11553|CAD7003090.1|CCAP	LOC108015840|XP_036671964.1|DSUZ
OG0005095	CCAP1982_LOCUS22746|CAD7014773.1|CCAP	LOC108009327|XP_016929087.1|DSUZ
OG0005096	CCAP1982_LOCUS5579|CAD6996906.1|CCAP	LOC108021536|XP_016945790.1|DSUZ
OG0005097	CCAP1982_LOCUS22877|CAD7014913.1|CCAP	LOC108008378|XP_016927709.1|DSUZ
OG0005098	CCAP1982_LOCUS22814|CAD7014847.1|CCAP	LOC108009977|XP_016930236.1|DSUZ
OG0005099	CCAP1982_LOCUS22422|CAD7014426.1|CCAP	LOC108008910|XP_016928306.1|DSUZ
OG0005100	CCAP1982_LOCUS22423|CAD7014427.1|CCAP	LOC108008661|XP_016928039.1|DSUZ
OG0005101	CCAP1982_LOCUS629|CAD6991716.1|CCAP	LOC108005029|XP_016923653.2|DSUZ, LOC118877676|XP_036673253.1|DSUZ
OG0005102	CCAP1982_LOCUS21789|CAD7013764.1|CCAP	LOC108009788|XP_016929919.1|DSUZ
OG0005103	CCAP1982_LOCUS19567|CAD7011467.1|CCAP	LOC108007265|XP_016926393.1|DSUZ
OG0005105	CCAP1982_LOCUS12018|CAD7003569.1|CCAP, CCAP1982_LOCUS12021|CAD7003572.1|CCAP	LOC108012755|XP_016933678.1|DSUZ
OG0005106	CCAP1982_LOCUS13154|CAD7004764.1|CCAP, CCAP1982_LOCUS13151|CAD7004760.1|CCAP	LOC108012318|XP_036671222.1|DSUZ
OG0005107	CCAP1982_LOCUS11286|CAD7002815.1|CCAP	LOC108007112|XP_016926203.1|DSUZ
OG0005108	CCAP1982_LOCUS21876|CAD7013857.1|CCAP	LOC108009342|XP_016929119.1|DSUZ
OG0005110	CCAP1982_LOCUS11756|CAD7003294.1|CCAP	LOC108005642|XP_016924445.2|DSUZ
OG0005111	CCAP1982_LOCUS10912|CAD7002421.1|CCAP	LOC108011454|XP_016932087.1|DSUZ
OG0005112	CCAP1982_LOCUS10915|CAD7002424.1|CCAP	LOC108012379|XP_016933223.1|DSUZ
OG0005113	CCAP1982_LOCUS10914|CAD7002423.1|CCAP	LOC118877325|XP_036671497.1|DSUZ
OG0005114	CCAP1982_LOCUS11402|CAD7002937.1|CCAP	LOC108012435|XP_016933290.1|DSUZ
OG0005115	CCAP1982_LOCUS9125|CAD7000651.1|CCAP	LOC108021628|XP_016945924.1|DSUZ
OG0005116	CCAP1982_LOCUS11754|CAD7003292.1|CCAP	LOC108006669|XP_036671609.1|DSUZ
OG0005118	CCAP1982_LOCUS5705|CAD6997051.1|CCAP	LOC108021466|XP_016945687.1|DSUZ
OG0005119	CCAP1982_LOCUS21355|CAD7013284.1|CCAP	LOC108017972|XP_036670120.1|DSUZ
OG0005120	CCAP1982_LOCUS12996|CAD7004601.1|CCAP	LOC108013542|XP_016934933.1|DSUZ
OG0005121	CCAP1982_LOCUS12864|CAD7004458.1|CCAP	LOC108020758|XP_036670654.1|DSUZ
OG0005122	CCAP1982_LOCUS12862|CAD7004456.1|CCAP, CCAP1982_LOCUS12853|CAD7004447.1|CCAP	LOC108011263|XP_016931858.1|DSUZ
OG0005123	CCAP1982_LOCUS14325|CAD7005989.1|CCAP	LOC108015539|XP_036670396.1|DSUZ
OG0005125	CCAP1982_LOCUS11993|CAD7003543.1|CCAP	LOC108006684|XP_036671602.1|DSUZ
OG0005126	CCAP1982_LOCUS10816|CAD7002326.1|CCAP	LOC108012344|XP_016933181.1|DSUZ
OG0005127	CCAP1982_LOCUS11385|CAD7002919.1|CCAP	LOC108012876|XP_016933853.1|DSUZ
OG0005128	CCAP1982_LOCUS23102|CAD7015153.1|CCAP	LOC108007642|XP_036669904.1|DSUZ
OG0005129	CCAP1982_LOCUS14042|CAD7005690.1|CCAP	LOC108013485|XP_016934857.1|DSUZ
OG0005130	CCAP1982_LOCUS14256|CAD7005918.1|CCAP	LOC108012842|XP_016933797.1|DSUZ
OG0005131	CCAP1982_LOCUS12361|CAD7003939.1|CCAP	LOC108005762|XP_036671026.1|DSUZ
OG0005132	CCAP1982_LOCUS11055|CAD7002567.1|CCAP	LOC108007731|XP_016926972.1|DSUZ
OG0005133	CCAP1982_LOCUS12500|CAD7004075.1|CCAP	LOC108007125|XP_036672015.1|DSUZ
OG0005134	CCAP1982_LOCUS12244|CAD7003811.1|CCAP	LOC108011737|XP_036671259.1|DSUZ
OG0005135	CCAP1982_LOCUS11607|CAD7003146.1|CCAP	LOC108013244|XP_016934480.1|DSUZ
OG0005136	CCAP1982_LOCUS11605|CAD7003144.1|CCAP	LOC108013402|XP_016934745.1|DSUZ
OG0005137	CCAP1982_LOCUS448|CAD6991529.1|CCAP	LOC108020162|XP_016943753.2|DSUZ
OG0005138	CCAP1982_LOCUS14907|CAD7006596.1|CCAP	LOC118877399|XP_036671954.1|DSUZ
OG0005139	CCAP1982_LOCUS11908|CAD7003454.1|CCAP	LOC108013312|XP_016934593.1|DSUZ
OG0005140	CCAP1982_LOCUS8839|CAD7000357.1|CCAP	LOC108021483|XP_016945717.1|DSUZ
OG0005141	CCAP1982_LOCUS22651|CAD7014663.1|CCAP	LOC108009498|XP_016929382.1|DSUZ
OG0005142	CCAP1982_LOCUS11247|CAD7002774.1|CCAP	LOC108013544|XP_016934938.1|DSUZ
OG0005143	CCAP1982_LOCUS11233|CAD7002759.1|CCAP, CCAP1982_LOCUS11236|CAD7002762.1|CCAP	LOC108013117|XP_016934263.1|DSUZ
OG0005144	CCAP1982_LOCUS11238|CAD7002764.1|CCAP, CCAP1982_LOCUS11237|CAD7002763.1|CCAP	LOC108012666|XP_016933582.1|DSUZ
OG0005145	CCAP1982_LOCUS11241|CAD7002766.1|CCAP	LOC108013557|XP_016934960.1|DSUZ
OG0005146	CCAP1982_LOCUS13009|CAD7004614.1|CCAP, CCAP1982_LOCUS13008|CAD7004613.1|CCAP, CCAP1982_LOCUS13010|CAD7004615.1|CCAP	LOC108013106|XP_016934242.1|DSUZ
OG0005147	CCAP1982_LOCUS13012|CAD7004617.1|CCAP	LOC108013108|XP_016934246.1|DSUZ
OG0005148	CCAP1982_LOCUS12980|CAD7004585.1|CCAP	LOC108013407|XP_016934753.1|DSUZ
OG0005149	CCAP1982_LOCUS23347|CAD7015404.1|CCAP	LOC108009501|XP_016929391.1|DSUZ
OG0005150	CCAP1982_LOCUS11735|CAD7003273.1|CCAP	LOC108018839|XP_016941915.1|DSUZ
OG0005151	CCAP1982_LOCUS12320|CAD7003890.1|CCAP	LOC108020067|XP_016943655.1|DSUZ
OG0005152	CCAP1982_LOCUS12318|CAD7003888.1|CCAP	LOC108020064|XP_016943652.1|DSUZ
OG0005153	CCAP1982_LOCUS12326|CAD7003897.1|CCAP	LOC108020060|XP_016943649.1|DSUZ
