Orthogroup	CCAP.longest_only	AAEG.longest_only
OG0003219	CCAP1982_LOCUS13980|CAD7005622.1|CCAP	LOC110679632|XP_021710661.1|AAEG, LOC110680334|XP_021711848.1|AAEG
OG0003220	CCAP1982_LOCUS8794|CAD7000307.1|CCAP	LOC5564121|XP_021711028.1|AAEG
OG0003222	CCAP1982_LOCUS20971|CAD7012872.1|CCAP	LOC5564134|XP_001648444.1|AAEG
OG0003223	CCAP1982_LOCUS21036|CAD7012940.1|CCAP	LOC5566691|XP_021711483.1|AAEG
OG0003224	CCAP1982_LOCUS21022|CAD7012924.1|CCAP	LOC5573218|XP_021704328.1|AAEG
OG0003250	CCAP1982_LOCUS3187|CAD6994436.1|CCAP	LOC5575829|XP_001655852.1|AAEG
OG0003251	CCAP1982_LOCUS3066|CAD6994309.1|CCAP	LOC5575830|XP_001655851.1|AAEG
OG0003252	CCAP1982_LOCUS3266|CAD6994522.1|CCAP	LOC110674708|XP_021694452.1|AAEG
OG0003253	CCAP1982_LOCUS1197|CAD6992332.1|CCAP	LOC5574743|XP_001655315.1|AAEG
OG0003255	CCAP1982_LOCUS1348|CAD6992496.1|CCAP	LOC5566217|XP_001650620.1|AAEG
OG0003256	CCAP1982_LOCUS2665|CAD6993870.1|CCAP	LOC5574525|XP_001655177.1|AAEG
OG0003261	CCAP1982_LOCUS1604|CAD6992763.1|CCAP	LOC5579823|XP_021694543.1|AAEG, LOC110681131|XP_021712596.1|AAEG
OG0003262	CCAP1982_LOCUS3042|CAD6994281.1|CCAP	LOC5564257|XP_001648609.1|AAEG
OG0003265	CCAP1982_LOCUS5818|CAD6997176.1|CCAP	LOC5574719|XP_021694720.1|AAEG, LOC110680806|XP_021712273.1|AAEG
OG0003268	CCAP1982_LOCUS3199|CAD6994452.1|CCAP	LOC5576693|XP_021694745.1|AAEG
OG0003269	CCAP1982_LOCUS3196|CAD6994449.1|CCAP	LOC5563879|XP_001648190.1|AAEG
OG0003270	CCAP1982_LOCUS14133|CAD7005784.1|CCAP	LOC5576694|XP_021694749.1|AAEG
OG0003271	CCAP1982_LOCUS9725|CAD7001227.1|CCAP	LOC5570397|XP_021694767.1|AAEG
OG0003273	CCAP1982_LOCUS21953|CAD7013944.1|CCAP	LOC5578389|XP_021694849.1|AAEG
OG0003276	CCAP1982_LOCUS4571|CAD6995870.1|CCAP	LOC5565132|XP_001649479.2|AAEG
OG0003278	CCAP1982_LOCUS230|CAD6991301.1|CCAP	LOC5564714|XP_021694994.1|AAEG
OG0003280	CCAP1982_LOCUS1635|CAD6992796.1|CCAP, CCAP1982_LOCUS1645|CAD6992806.1|CCAP, CCAP1982_LOCUS1654|CAD6992815.1|CCAP	LOC110674838|XP_021695023.1|AAEG
OG0003281	CCAP1982_LOCUS1035|CAD6992157.1|CCAP	LOC5566264|XP_021695062.1|AAEG, LOC110680628|XP_021712116.1|AAEG
OG0003283	CCAP1982_LOCUS5562|CAD6996888.1|CCAP	LOC5578708|XP_001664007.2|AAEG
OG0003285	CCAP1982_LOCUS3345|CAD6994608.1|CCAP	LOC5567660|XP_021695120.1|AAEG
OG0003286	CCAP1982_LOCUS2982|CAD6994220.1|CCAP, CCAP1982_LOCUS2987|CAD6994225.1|CCAP	LOC5566555|XP_021710117.1|AAEG
OG0003287	CCAP1982_LOCUS22803|CAD7014836.1|CCAP	LOC5573040|XP_001654352.2|AAEG
OG0003288	CCAP1982_LOCUS4787|CAD6996080.1|CCAP	LOC5573031|XP_021694308.1|AAEG
OG0003289	CCAP1982_LOCUS14613|CAD7006290.1|CCAP	LOC5579012|XP_001664192.2|AAEG
OG0003290	CCAP1982_LOCUS1994|CAD6993170.1|CCAP	LOC5578997|XP_001664176.2|AAEG
OG0003291	CCAP1982_LOCUS11805|CAD7003346.1|CCAP	LOC5573523|XP_001660916.2|AAEG
OG0003296	CCAP1982_LOCUS3121|CAD6994368.1|CCAP	LOC110674420|XP_021694351.1|AAEG
OG0003297	CCAP1982_LOCUS3093|CAD6994337.1|CCAP	LOC5571798|XP_021709701.1|AAEG
OG0003298	CCAP1982_LOCUS23259|CAD7015314.1|CCAP	LOC5576074|XP_021713331.1|AAEG
OG0003299	CCAP1982_LOCUS2042|CAD6993223.1|CCAP	LOC5569128|XP_021692944.1|AAEG
OG0003300	CCAP1982_LOCUS2149|CAD6993333.1|CCAP	LOC5568968|XP_021692995.1|AAEG
OG0003301	CCAP1982_LOCUS19679|CAD7011590.1|CCAP	LOC5570119|XP_021693122.1|AAEG
OG0003304	CCAP1982_LOCUS3870|CAD6995149.1|CCAP	LOC5570771|XP_021693931.1|AAEG
OG0003311	CCAP1982_LOCUS4341|CAD6995635.1|CCAP	LOC110681241|XP_021712702.1|AAEG, LOC5569568|XP_001658631.2|AAEG
OG0003312	CCAP1982_LOCUS22272|CAD7014269.1|CCAP	LOC5563944|XP_001648266.1|AAEG
OG0003314	CCAP1982_LOCUS20505|CAD7012419.1|CCAP	LOC23687986|XP_021695617.1|AAEG
OG0003316	CCAP1982_LOCUS3320|CAD6994581.1|CCAP, CCAP1982_LOCUS3321|CAD6994582.1|CCAP	LOC110675390|XP_021695976.1|AAEG
OG0003317	CCAP1982_LOCUS1886|CAD6993054.1|CCAP	LOC5566507|XP_001650896.2|AAEG
OG0003318	CCAP1982_LOCUS3758|CAD6995028.1|CCAP, CCAP1982_LOCUS3759|CAD6995029.1|CCAP	LOC5568484|XP_021696073.1|AAEG
OG0003319	CCAP1982_LOCUS2506|CAD6993700.1|CCAP	LOC5566499|XP_021696131.1|AAEG
OG0003320	CCAP1982_LOCUS3327|CAD6994588.1|CCAP	LOC5567617|XP_021696188.1|AAEG, LOC110680343|XP_021711854.1|AAEG
OG0003321	CCAP1982_LOCUS3338|CAD6994600.1|CCAP, CCAP1982_LOCUS3337|CAD6994598.1|CCAP	LOC5566495|XP_001650884.2|AAEG
OG0003322	CCAP1982_LOCUS3340|CAD6994602.1|CCAP	LOC110675460|XP_021696255.1|AAEG, LOC5566509|XP_001650883.1|AAEG, LOC110674015|XP_021712153.1|AAEG
OG0003325	CCAP1982_LOCUS1578|CAD6992733.1|CCAP	LOC5574966|XP_021697959.1|AAEG
OG0003327	CCAP1982_LOCUS10057|CAD7001563.1|CCAP	LOC5576689|XP_001662827.2|AAEG
OG0003328	CCAP1982_LOCUS6470|CAD6997846.1|CCAP	LOC5570591|XP_001653258.1|AAEG
OG0003329	CCAP1982_LOCUS1039|CAD6992164.1|CCAP	LOC5570593|XP_021698550.1|AAEG
OG0003330	CCAP1982_LOCUS11433|CAD7002969.1|CCAP	LOC5574728|XP_001661616.2|AAEG
OG0003333	CCAP1982_LOCUS1837|CAD6993002.1|CCAP	LOC5580130|XP_021699347.1|AAEG
OG0003334	CCAP1982_LOCUS2220|CAD6993405.1|CCAP	LOC5567931|XP_001651963.2|AAEG
OG0003335	CCAP1982_LOCUS4072|CAD6995353.1|CCAP	LOC5567933|XP_001651967.2|AAEG
OG0003336	CCAP1982_LOCUS1836|CAD6993001.1|CCAP	LOC5564393|XP_021700110.1|AAEG
OG0003337	CCAP1982_LOCUS1892|CAD6993062.1|CCAP	LOC5576478|XP_001662672.2|AAEG
OG0003338	CCAP1982_LOCUS1880|CAD6993048.1|CCAP	LOC5576481|XP_001662674.2|AAEG
OG0003339	CCAP1982_LOCUS1615|CAD6992774.1|CCAP	LOC5570698|XP_001659294.2|AAEG
OG0003340	CCAP1982_LOCUS1616|CAD6992775.1|CCAP	LOC5570699|XP_021701068.1|AAEG
OG0003344	CCAP1982_LOCUS7855|CAD6999328.1|CCAP	LOC23687992|XP_011493304.2|AAEG, LOC5565019|XP_021708709.1|AAEG
OG0003345	CCAP1982_LOCUS1182|CAD6992314.1|CCAP	LOC5565271|XP_021701757.1|AAEG
OG0003346	CCAP1982_LOCUS2126|CAD6993309.1|CCAP	LOC5578827|XP_001664044.1|AAEG
OG0003347	CCAP1982_LOCUS2089|CAD6993273.1|CCAP	LOC5567723|XP_001657630.2|AAEG
OG0003348	CCAP1982_LOCUS3393|CAD6994658.1|CCAP	LOC5567052|XP_021702364.1|AAEG
OG0003350	CCAP1982_LOCUS2667|CAD6993873.1|CCAP	LOC5576307|XP_021702688.1|AAEG
OG0003352	CCAP1982_LOCUS1141|CAD6992273.1|CCAP	LOC23687944|XP_011493297.2|AAEG
OG0003353	CCAP1982_LOCUS2848|CAD6994078.1|CCAP, CCAP1982_LOCUS2849|CAD6994079.1|CCAP, CCAP1982_LOCUS2847|CAD6994077.1|CCAP	LOC5576900|XP_021703214.1|AAEG
OG0003354	CCAP1982_LOCUS1761|CAD6992928.1|CCAP	LOC5576894|XP_021703285.1|AAEG
OG0003358	CCAP1982_LOCUS7669|CAD6999125.1|CCAP	LOC5564062|XP_001648368.1|AAEG
OG0003361	CCAP1982_LOCUS20535|CAD7012455.1|CCAP	LOC5578497|XP_021704289.1|AAEG
OG0003362	CCAP1982_LOCUS1173|CAD6992305.1|CCAP	LOC110680210|XP_021711717.1|AAEG, LOC5579200|XP_021705129.1|AAEG
OG0003363	CCAP1982_LOCUS3061|CAD6994300.1|CCAP	LOC5579202|XP_021705141.1|AAEG
OG0003364	CCAP1982_LOCUS2179|CAD6993361.1|CCAP	LOC5578139|XP_001663710.1|AAEG
OG0003365	CCAP1982_LOCUS209|CAD6991278.1|CCAP, CCAP1982_LOCUS210|CAD6991279.1|CCAP	LOC5579301|XP_021705291.1|AAEG
OG0003366	CCAP1982_LOCUS14323|CAD7005987.1|CCAP	LOC5565040|XP_001649382.2|AAEG
OG0003367	CCAP1982_LOCUS14328|CAD7005992.1|CCAP	LOC5576008|XP_001662341.2|AAEG
OG0003368	CCAP1982_LOCUS12879|CAD7004474.1|CCAP	LOC110678056|XP_021706274.1|AAEG, LOC5575285|XP_021712728.1|AAEG
OG0003369	CCAP1982_LOCUS751|CAD6991853.1|CCAP	LOC110678069|XP_021706303.1|AAEG
OG0003370	CCAP1982_LOCUS1732|CAD6992897.1|CCAP	LOC5565330|XP_001649677.1|AAEG
OG0003373	CCAP1982_LOCUS361|CAD6991435.1|CCAP, CCAP1982_LOCUS360|CAD6991434.1|CCAP	LOC5575470|XP_001661987.3|AAEG
OG0003375	CCAP1982_LOCUS2045|CAD6993226.1|CCAP	LOC110678773|XP_021707804.1|AAEG
OG0003376	CCAP1982_LOCUS2171|CAD6993353.1|CCAP	LOC5565268|XP_001649604.1|AAEG
OG0003377	CCAP1982_LOCUS2173|CAD6993355.1|CCAP	LOC5564417|XP_021708027.1|AAEG
OG0003378	CCAP1982_LOCUS1475|CAD6992627.1|CCAP	LOC110680511|XP_021711999.1|AAEG, LOC5572774|XP_001654172.1|AAEG
OG0003379	CCAP1982_LOCUS2838|CAD6994067.1|CCAP	LOC110678859|XP_021708087.1|AAEG, LOC5572778|XP_001654173.2|AAEG
OG0003380	CCAP1982_LOCUS1419|CAD6992571.1|CCAP	LOC5572781|XP_001654180.1|AAEG
OG0003381	CCAP1982_LOCUS2394|CAD6993583.1|CCAP	LOC5580227|XP_001655934.2|AAEG
OG0003382	CCAP1982_LOCUS2400|CAD6993590.1|CCAP	LOC5580230|XP_021708254.1|AAEG
OG0003383	CCAP1982_LOCUS3350|CAD6994613.1|CCAP	LOC5578695|XP_001657094.2|AAEG
OG0003384	CCAP1982_LOCUS8473|CAD6999968.1|CCAP	LOC5568279|XP_001657976.1|AAEG
OG0003385	CCAP1982_LOCUS2085|CAD6993268.1|CCAP	LOC5568276|XP_001657975.2|AAEG
OG0003386	CCAP1982_LOCUS1625|CAD6992786.1|CCAP	LOC5566095|XP_001650454.1|AAEG
OG0003387	CCAP1982_LOCUS2709|CAD6993918.1|CCAP	LOC5566097|XP_001650455.1|AAEG
OG0003389	CCAP1982_LOCUS7161|CAD6998583.1|CCAP	LOC110679265|XP_021709200.1|AAEG, LOC5570643|XP_001653279.1|AAEG
OG0003390	CCAP1982_LOCUS1365|CAD6992516.1|CCAP	LOC5570608|XP_001653272.1|AAEG, LOC110679312|XP_021709361.1|AAEG
OG0003391	CCAP1982_LOCUS2561|CAD6993763.1|CCAP, CCAP1982_LOCUS2559|CAD6993760.1|CCAP	LOC110680569|XP_021712045.1|AAEG, LOC5574582|XP_001655206.2|AAEG
OG0003392	CCAP1982_LOCUS3862|CAD6995139.1|CCAP	LOC5572715|XP_001660532.2|AAEG
OG0003393	CCAP1982_LOCUS2532|CAD6993734.1|CCAP	LOC5568155|XP_021710093.1|AAEG
OG0003394	CCAP1982_LOCUS2772|CAD6993989.1|CCAP	LOC5568159|XP_001657903.2|AAEG
OG0003395	CCAP1982_LOCUS2763|CAD6993980.1|CCAP	LOC5566198|XP_021710187.1|AAEG
OG0003396	CCAP1982_LOCUS1391|CAD6992542.1|CCAP	LOC5566195|XP_001650574.2|AAEG
OG0003397	CCAP1982_LOCUS3132|CAD6994379.1|CCAP	LOC5567411|XP_001657413.2|AAEG
OG0003398	CCAP1982_LOCUS2219|CAD6993404.1|CCAP	LOC5567408|XP_001657416.1|AAEG, LOC110680482|XP_021711979.1|AAEG
OG0003399	CCAP1982_LOCUS3468|CAD6994735.1|CCAP	LOC110680483|XP_021711980.1|AAEG, LOC5567405|XP_001657418.1|AAEG
OG0003400	CCAP1982_LOCUS3496|CAD6994764.1|CCAP, CCAP1982_LOCUS9004|CAD7000526.1|CCAP	LOC5568338|XP_021710740.1|AAEG
OG0003401	CCAP1982_LOCUS3720|CAD6994989.1|CCAP, CCAP1982_LOCUS3719|CAD6994988.1|CCAP	LOC5577501|XP_021711436.1|AAEG
OG0003402	CCAP1982_LOCUS3740|CAD6995009.1|CCAP	LOC110679871|XP_021711570.1|AAEG
OG0003403	CCAP1982_LOCUS21378|CAD7013307.1|CCAP	LOC5577499|XP_001656515.2|AAEG
OG0003404	CCAP1982_LOCUS1300|CAD6992440.1|CCAP	LOC5577699|XP_021711667.1|AAEG
OG0003405	CCAP1982_LOCUS23291|CAD7015346.1|CCAP	LOC5572734|XP_001660546.2|AAEG
OG0003406	CCAP1982_LOCUS2827|CAD6994055.1|CCAP	LOC5572725|XP_001660544.1|AAEG
OG0003407	CCAP1982_LOCUS2467|CAD6993660.1|CCAP	LOC5572724|XP_001660542.1|AAEG
OG0003408	CCAP1982_LOCUS1798|CAD6992966.1|CCAP	LOC5572733|XP_001660547.2|AAEG
OG0003409	CCAP1982_LOCUS3018|CAD6994257.1|CCAP	LOC5572730|XP_021711963.1|AAEG
OG0003410	CCAP1982_LOCUS3704|CAD6994973.1|CCAP	LOC5572735|XP_001660557.1|AAEG
OG0003411	CCAP1982_LOCUS5091|CAD6996418.1|CCAP	LOC5567789|XP_001657692.1|AAEG
OG0003412	CCAP1982_LOCUS231|CAD6991302.1|CCAP	LOC5567787|XP_021712246.1|AAEG
OG0003413	CCAP1982_LOCUS2307|CAD6993494.1|CCAP	LOC5567767|XP_001657667.2|AAEG
OG0003414	CCAP1982_LOCUS13788|CAD7005427.1|CCAP	LOC5569265|XP_021712555.1|AAEG
OG0003416	CCAP1982_LOCUS80|CAD6991138.1|CCAP	LOC5571793|XP_001659919.1|AAEG, LOC110680319|XP_021711839.1|AAEG
OG0003417	CCAP1982_LOCUS1823|CAD6992992.1|CCAP	LOC5571790|XP_001659923.1|AAEG
OG0003418	CCAP1982_LOCUS3284|CAD6994543.1|CCAP	LOC110680553|XP_021712037.1|AAEG, LOC5567068|XP_001651458.1|AAEG
OG0003419	CCAP1982_LOCUS2789|CAD6994012.1|CCAP	LOC5567063|XP_001651463.2|AAEG
OG0003420	CCAP1982_LOCUS2787|CAD6994010.1|CCAP, CCAP1982_LOCUS2788|CAD6994011.1|CCAP	LOC5567062|XP_021712857.1|AAEG
OG0003421	CCAP1982_LOCUS2391|CAD6993579.1|CCAP	LOC5567085|XP_021712943.1|AAEG
OG0003422	CCAP1982_LOCUS1891|CAD6993061.1|CCAP	LOC5577530|XP_021712944.1|AAEG
OG0003423	CCAP1982_LOCUS23232|CAD7015285.1|CCAP	LOC5573383|XP_001660867.2|AAEG
OG0003424	CCAP1982_LOCUS1988|CAD6993163.1|CCAP	LOC5573375|XP_001660864.2|AAEG
OG0003425	CCAP1982_LOCUS7009|CAD6998409.1|CCAP	LOC5573371|XP_001660857.1|AAEG
OG0003426	CCAP1982_LOCUS2998|CAD6994236.1|CCAP	LOC110681358|XP_021712799.1|AAEG, LOC110681360|XP_021712800.1|AAEG, LOC5573381|XP_021712999.1|AAEG
OG0003427	CCAP1982_LOCUS3011|CAD6994250.1|CCAP	LOC5570624|XP_001659227.2|AAEG
OG0003428	CCAP1982_LOCUS14183|CAD7005839.1|CCAP, CCAP1982_LOCUS14182|CAD7005838.1|CCAP	LOC5572584|XP_001654088.2|AAEG
OG0003429	CCAP1982_LOCUS22596|CAD7014603.1|CCAP	LOC5580284|XP_001662911.1|AAEG, LOC110681506|XP_021713094.1|AAEG
OG0003430	CCAP1982_LOCUS9736|CAD7001238.1|CCAP, CCAP1982_LOCUS9735|CAD7001237.1|CCAP	LOC5575731|XP_021713117.1|AAEG
OG0003431	CCAP1982_LOCUS674|CAD6991766.1|CCAP	LOC23687402|XP_021713130.1|AAEG
OG0003432	CCAP1982_LOCUS4099|CAD6995381.1|CCAP	LOC110681519|XP_021713159.1|AAEG, LOC5568725|XP_001658106.1|AAEG
OG0003433	CCAP1982_LOCUS3890|CAD6995169.1|CCAP, CCAP1982_LOCUS3891|CAD6995170.1|CCAP	LOC5565237|XP_021713167.1|AAEG
OG0003435	CCAP1982_LOCUS3071|CAD6994314.1|CCAP	LOC5572168|XP_021713207.1|AAEG
OG0003436	CCAP1982_LOCUS2424|CAD6993614.1|CCAP	LOC5569222|XP_001652782.1|AAEG
OG0003437	CCAP1982_LOCUS2425|CAD6993615.1|CCAP	LOC5569219|XP_001652784.1|AAEG
OG0003438	CCAP1982_LOCUS2423|CAD6993613.1|CCAP	LOC5569226|XP_001652785.1|AAEG
OG0003439	CCAP1982_LOCUS1479|CAD6992631.1|CCAP	LOC5569232|XP_021712263.1|AAEG, LOC110681536|XP_021713262.1|AAEG
OG0003440	CCAP1982_LOCUS3675|CAD6994941.1|CCAP, CCAP1982_LOCUS3672|CAD6994938.1|CCAP	LOC5578520|XP_021713299.1|AAEG
OG0003441	CCAP1982_LOCUS5321|CAD6996637.1|CCAP	LOC5578519|XP_001663910.1|AAEG
OG0003442	CCAP1982_LOCUS1258|CAD6992394.1|CCAP	LOC5565034|XP_021694403.1|AAEG
OG0003443	CCAP1982_LOCUS14943|CAD7006637.1|CCAP	LOC5576914|XP_001663011.1|AAEG
OG0003444	CCAP1982_LOCUS14439|CAD7006107.1|CCAP	LOC5576920|XP_001663017.1|AAEG
OG0003447	CCAP1982_LOCUS9834|CAD7001337.1|CCAP	LOC5580014|XP_021694307.1|AAEG
OG0003448	CCAP1982_LOCUS2752|CAD6993967.1|CCAP	LOC5574616|XP_001661533.1|AAEG
OG0003449	CCAP1982_LOCUS3525|CAD6994794.1|CCAP	LOC5574612|XP_001661529.1|AAEG
OG0003450	CCAP1982_LOCUS3696|CAD6994964.1|CCAP	LOC5574618|XP_021713371.1|AAEG
OG0003451	CCAP1982_LOCUS76|CAD6991133.1|CCAP, CCAP1982_LOCUS75|CAD6991132.1|CCAP	LOC5574690|XP_021713381.1|AAEG
OG0003452	CCAP1982_LOCUS72|CAD6991129.1|CCAP	LOC110681266|XP_021712730.1|AAEG
OG0003452	CCAP1982_LOCUS73|CAD6991130.1|CCAP	LOC5574692|XP_021713383.1|AAEG
OG0003453	CCAP1982_LOCUS373|CAD6991447.1|CCAP	LOC5567595|XP_021713391.1|AAEG
OG0003454	CCAP1982_LOCUS6391|CAD6997761.1|CCAP	LOC5567614|XP_001657570.1|AAEG
OG0003455	CCAP1982_LOCUS2452|CAD6993642.1|CCAP	LOC5567615|XP_021713393.1|AAEG
OG0003456	CCAP1982_LOCUS23147|CAD7015197.1|CCAP	LOC5571512|XP_021692970.1|AAEG
OG0003457	CCAP1982_LOCUS4329|CAD6995623.1|CCAP	LOC5571516|XP_021692972.1|AAEG
OG0003458	CCAP1982_LOCUS4309|CAD6995602.1|CCAP, CCAP1982_LOCUS4312|CAD6995606.1|CCAP	LOC5564696|XP_021692997.1|AAEG
OG0003459	CCAP1982_LOCUS363|CAD6991437.1|CCAP	LOC110674037|XP_021693012.1|AAEG
OG0003461	CCAP1982_LOCUS2426|CAD6993616.1|CCAP	LOC5570837|XP_021693037.1|AAEG
OG0003463	CCAP1982_LOCUS3767|CAD6995037.1|CCAP	LOC5580098|XP_001654849.2|AAEG
OG0003464	CCAP1982_LOCUS2536|CAD6993738.1|CCAP, CCAP1982_LOCUS2533|CAD6993735.1|CCAP	LOC110674054|XP_021693086.1|AAEG
OG0003465	CCAP1982_LOCUS3523|CAD6994792.1|CCAP	LOC5566483|XP_001650870.1|AAEG
OG0003466	CCAP1982_LOCUS4123|CAD6995405.1|CCAP	LOC5566477|XP_001650864.1|AAEG, LOC110680597|XP_021712082.1|AAEG
OG0003467	CCAP1982_LOCUS4096|CAD6995378.1|CCAP	LOC110674064|XP_021693130.1|AAEG, LOC5566466|XP_001650848.1|AAEG
OG0003468	CCAP1982_LOCUS1166|CAD6992298.1|CCAP	LOC5566464|XP_001650846.1|AAEG, LOC110681427|XP_021712861.1|AAEG
OG0003469	CCAP1982_LOCUS2027|CAD6993208.1|CCAP	LOC5578927|XP_001657213.1|AAEG
OG0003470	CCAP1982_LOCUS2015|CAD6993193.1|CCAP	LOC5563724|XP_021693210.1|AAEG
OG0003471	CCAP1982_LOCUS8797|CAD7000311.1|CCAP	LOC5563704|XP_001647991.1|AAEG
OG0003472	CCAP1982_LOCUS6283|CAD6997652.1|CCAP	LOC5573172|XP_001660788.2|AAEG, LOC110674073|XP_021693214.1|AAEG
OG0003473	CCAP1982_LOCUS7925|CAD6999399.1|CCAP	LOC110681091|XP_021712553.1|AAEG, LOC5563712|XP_001648004.2|AAEG
OG0003474	CCAP1982_LOCUS3875|CAD6995154.1|CCAP	LOC5576365|XP_021693250.1|AAEG
OG0003475	CCAP1982_LOCUS2624|CAD6993827.1|CCAP, CCAP1982_LOCUS2625|CAD6993828.1|CCAP	LOC5576358|XP_021693297.1|AAEG, LOC110674087|XP_021693301.1|AAEG
OG0003477	CCAP1982_LOCUS2284|CAD6993472.1|CCAP	LOC5567293|XP_021693314.1|AAEG
OG0003478	CCAP1982_LOCUS3292|CAD6994552.1|CCAP	LOC5567283|XP_021693342.1|AAEG
OG0003479	CCAP1982_LOCUS1053|CAD6992180.1|CCAP	LOC5569127|XP_001652733.2|AAEG
OG0003480	CCAP1982_LOCUS2077|CAD6993260.1|CCAP	LOC5576718|XP_001656224.1|AAEG
OG0003481	CCAP1982_LOCUS2076|CAD6993259.1|CCAP	LOC5576717|XP_001656223.1|AAEG
OG0003482	CCAP1982_LOCUS2075|CAD6993258.1|CCAP, CCAP1982_LOCUS2074|CAD6993257.1|CCAP	LOC5576735|XP_021693381.1|AAEG
OG0003483	CCAP1982_LOCUS2056|CAD6993239.1|CCAP	LOC5566413|XP_001650805.1|AAEG
OG0003484	CCAP1982_LOCUS2209|CAD6993393.1|CCAP	LOC5568914|XP_001658238.1|AAEG
OG0003485	CCAP1982_LOCUS2380|CAD6993568.1|CCAP	LOC5568905|XP_001658228.2|AAEG
OG0003486	CCAP1982_LOCUS2382|CAD6993570.1|CCAP	LOC110674672|XP_021694418.1|AAEG
OG0003487	CCAP1982_LOCUS2529|CAD6993731.1|CCAP	LOC5573324|XP_001654544.1|AAEG
OG0003488	CCAP1982_LOCUS2704|CAD6993913.1|CCAP, CCAP1982_LOCUS2705|CAD6993914.1|CCAP	LOC5569057|XP_021693516.1|AAEG
OG0003489	CCAP1982_LOCUS2593|CAD6993795.1|CCAP	LOC5564565|XP_021693531.1|AAEG
OG0003490	CCAP1982_LOCUS2615|CAD6993818.1|CCAP	LOC5566454|XP_021693543.1|AAEG
OG0003491	CCAP1982_LOCUS2647|CAD6993851.1|CCAP, CCAP1982_LOCUS2650|CAD6993854.1|CCAP	LOC5578805|XP_021693546.1|AAEG
OG0003492	CCAP1982_LOCUS2875|CAD6994106.1|CCAP	LOC5578571|XP_001663962.2|AAEG
OG0003493	CCAP1982_LOCUS1184|CAD6992316.1|CCAP, CCAP1982_LOCUS1183|CAD6992315.1|CCAP	LOC5577195|XP_021693675.1|AAEG
OG0003494	CCAP1982_LOCUS2448|CAD6993638.1|CCAP	LOC5572161|XP_021693685.1|AAEG
OG0003495	CCAP1982_LOCUS7670|CAD6999126.1|CCAP	LOC5576201|XP_001662536.1|AAEG
OG0003496	CCAP1982_LOCUS55|CAD6991108.1|CCAP	LOC110674163|XP_021693719.1|AAEG
OG0003497	CCAP1982_LOCUS1426|CAD6992578.1|CCAP	LOC23687673|XP_011493646.2|AAEG
OG0003498	CCAP1982_LOCUS4163|CAD6995446.1|CCAP	LOC5575648|XP_021693759.1|AAEG
OG0003499	CCAP1982_LOCUS3779|CAD6995053.1|CCAP	LOC5575653|XP_021693763.1|AAEG
OG0003500	CCAP1982_LOCUS12413|CAD7003991.1|CCAP	LOC5565614|XP_021693783.1|AAEG
OG0003501	CCAP1982_LOCUS2344|CAD6993532.1|CCAP, CCAP1982_LOCUS2343|CAD6993531.1|CCAP, CCAP1982_LOCUS2345|CAD6993533.1|CCAP	LOC5565612|XP_001649949.1|AAEG
OG0003502	CCAP1982_LOCUS3909|CAD6995189.1|CCAP	LOC5565991|XP_021693812.1|AAEG, LOC5569690|XP_021712502.1|AAEG
OG0003503	CCAP1982_LOCUS3462|CAD6994729.1|CCAP	LOC5577655|XP_001656653.3|AAEG
OG0003504	CCAP1982_LOCUS2035|CAD6993216.1|CCAP	LOC5577651|XP_021693826.1|AAEG
OG0003505	CCAP1982_LOCUS1286|CAD6992424.1|CCAP, CCAP1982_LOCUS1285|CAD6992423.1|CCAP	LOC5577636|XP_021693854.1|AAEG
OG0003506	CCAP1982_LOCUS1196|CAD6992331.1|CCAP, CCAP1982_LOCUS1195|CAD6992330.1|CCAP	LOC5565953|XP_021693896.1|AAEG
OG0003507	CCAP1982_LOCUS4039|CAD6995321.1|CCAP	LOC110680489|XP_021711984.1|AAEG, LOC5565942|XP_021693903.1|AAEG
OG0003508	CCAP1982_LOCUS11383|CAD7002917.1|CCAP	LOC5568525|XP_021693918.1|AAEG
OG0003509	CCAP1982_LOCUS2841|CAD6994070.1|CCAP	LOC5573535|XP_021693961.1|AAEG
OG0003510	CCAP1982_LOCUS1326|CAD6992471.1|CCAP, CCAP1982_LOCUS7653|CAD6999108.1|CCAP	LOC5579966|XP_001658483.2|AAEG
OG0003511	CCAP1982_LOCUS1325|CAD6992470.1|CCAP	LOC5579960|XP_021694041.1|AAEG
OG0003512	CCAP1982_LOCUS1810|CAD6992979.1|CCAP	LOC5578914|XP_001657204.2|AAEG
OG0003513	CCAP1982_LOCUS4017|CAD6995298.1|CCAP	LOC5578915|XP_021694075.1|AAEG
OG0003514	CCAP1982_LOCUS3515|CAD6994784.1|CCAP	LOC5576115|XP_021694090.1|AAEG
OG0003515	CCAP1982_LOCUS21020|CAD7012921.1|CCAP	LOC5575229|XP_001655635.2|AAEG
OG0003516	CCAP1982_LOCUS2335|CAD6993523.1|CCAP	LOC5565161|XP_021694131.1|AAEG
OG0003517	CCAP1982_LOCUS3547|CAD6994816.1|CCAP	LOC5579159|XP_021694193.1|AAEG
OG0003518	CCAP1982_LOCUS3603|CAD6994868.1|CCAP, CCAP1982_LOCUS3643|CAD6994908.1|CCAP, CCAP1982_LOCUS3602|CAD6994867.1|CCAP	LOC5566105|XP_001650511.2|AAEG
