Orthogroup	CCAP.longest_only	DALB.longest_only
OG0003684	CCAP1982_LOCUS11434|CAD7002970.1|CCAP	LOC117571491|XP_034109550.1|DALB
OG0003685	CCAP1982_LOCUS11367|CAD7002898.1|CCAP	LOC117569204|XP_034106167.1|DALB
OG0003686	CCAP1982_LOCUS23389|CAD7015448.1|CCAP	LOC117571319|XP_034109291.1|DALB
OG0003687	CCAP1982_LOCUS23346|CAD7015403.1|CCAP	LOC117570691|XP_034108384.1|DALB
OG0003688	CCAP1982_LOCUS22597|CAD7014604.1|CCAP	LOC117567115|XP_034102809.1|DALB
OG0003689	CCAP1982_LOCUS13752|CAD7005392.1|CCAP	LOC117568568|XP_034105188.1|DALB
OG0003690	CCAP1982_LOCUS14318|CAD7005981.1|CCAP	LOC117571928|XP_034110305.1|DALB
OG0003692	CCAP1982_LOCUS21677|CAD7013627.1|CCAP	LOC117569894|XP_034107127.1|DALB
OG0003693	CCAP1982_LOCUS12571|CAD7004151.1|CCAP	LOC117569742|XP_034106916.1|DALB
OG0003694	CCAP1982_LOCUS11736|CAD7003274.1|CCAP	LOC117570909|XP_034108705.1|DALB
OG0003695	CCAP1982_LOCUS12035|CAD7003587.1|CCAP	LOC117567205|XP_034102926.1|DALB
OG0003696	CCAP1982_LOCUS23180|CAD7015232.1|CCAP	LOC117568255|XP_034104628.1|DALB
OG0003697	CCAP1982_LOCUS7206|CAD6998635.1|CCAP	LOC117571341|XP_034109337.1|DALB
OG0003698	CCAP1982_LOCUS11425|CAD7002961.1|CCAP	LOC117570614|XP_034108265.1|DALB
OG0003699	CCAP1982_LOCUS23399|CAD7015459.1|CCAP	LOC117567782|XP_034103881.1|DALB
OG0003700	CCAP1982_LOCUS22160|CAD7014154.1|CCAP	LOC117568083|XP_034104350.1|DALB
OG0003701	CCAP1982_LOCUS8186|CAD6999656.1|CCAP	LOC117565884|XP_034101116.1|DALB
OG0003702	CCAP1982_LOCUS12284|CAD7003854.1|CCAP	LOC117567691|XP_034103706.1|DALB
OG0003703	CCAP1982_LOCUS13305|CAD7004922.1|CCAP	LOC117567861|XP_034104013.1|DALB
OG0003704	CCAP1982_LOCUS12033|CAD7003584.1|CCAP	LOC117567206|XP_034102927.1|DALB
OG0003705	CCAP1982_LOCUS21875|CAD7013856.1|CCAP	LOC117572653|XP_034111525.1|DALB
OG0003706	CCAP1982_LOCUS10911|CAD7002420.1|CCAP	LOC117567377|XP_034103211.1|DALB
OG0003707	CCAP1982_LOCUS10916|CAD7002425.1|CCAP	LOC117566953|XP_034102481.1|DALB
OG0003708	CCAP1982_LOCUS19354|CAD7011246.1|CCAP	LOC117572026|XP_034110467.1|DALB
OG0003709	CCAP1982_LOCUS23119|CAD7015166.1|CCAP	LOC117570734|XP_034108446.1|DALB
OG0003710	CCAP1982_LOCUS23117|CAD7015164.1|CCAP	LOC117566956|XP_034102490.1|DALB
OG0003711	CCAP1982_LOCUS11818|CAD7003359.1|CCAP	LOC117570412|XP_034107929.1|DALB
OG0003712	CCAP1982_LOCUS7182|CAD6998607.1|CCAP	LOC117570044|XP_034107360.1|DALB
OG0003713	CCAP1982_LOCUS7183|CAD6998608.1|CCAP	LOC117569706|XP_034106860.1|DALB
OG0003714	CCAP1982_LOCUS7184|CAD6998609.1|CCAP	LOC117569704|XP_034106859.1|DALB
OG0003715	CCAP1982_LOCUS13001|CAD7004606.1|CCAP	LOC117569423|XP_034106473.1|DALB
OG0003716	CCAP1982_LOCUS12861|CAD7004455.1|CCAP	LOC117567439|XP_034103338.1|DALB
OG0003717	CCAP1982_LOCUS11998|CAD7003550.1|CCAP	LOC117566360|XP_034101744.1|DALB
OG0003718	CCAP1982_LOCUS13032|CAD7004637.1|CCAP	LOC117572558|XP_034111323.1|DALB
OG0003719	CCAP1982_LOCUS14044|CAD7005692.1|CCAP	LOC117567075|XP_034102712.1|DALB
OG0003721	CCAP1982_LOCUS23140|CAD7015189.1|CCAP	LOC117569443|XP_034106497.1|DALB
OG0003722	CCAP1982_LOCUS12402|CAD7003979.1|CCAP	LOC117567274|XP_034103028.1|DALB
OG0003723	CCAP1982_LOCUS11056|CAD7002568.1|CCAP	LOC117571494|XP_034109553.1|DALB
OG0003724	CCAP1982_LOCUS12892|CAD7004490.1|CCAP	LOC117568782|XP_034105510.1|DALB
OG0003725	CCAP1982_LOCUS12240|CAD7003807.1|CCAP, CCAP1982_LOCUS12242|CAD7003809.1|CCAP	LOC117567395|XP_034103237.1|DALB
OG0003726	CCAP1982_LOCUS11955|CAD7003505.1|CCAP	LOC117568401|XP_034104924.1|DALB
OG0003727	CCAP1982_LOCUS13007|CAD7004612.1|CCAP	LOC117570479|XP_034108055.1|DALB
OG0003728	CCAP1982_LOCUS5087|CAD6996414.1|CCAP	LOC117573808|XP_034113110.1|DALB
OG0003729	CCAP1982_LOCUS11256|CAD7002783.1|CCAP	LOC117568982|XP_034105836.1|DALB
OG0003730	CCAP1982_LOCUS13186|CAD7004796.1|CCAP, CCAP1982_LOCUS13185|CAD7004795.1|CCAP	LOC117570891|XP_034108684.1|DALB
OG0003731	CCAP1982_LOCUS12325|CAD7003895.1|CCAP	LOC117571619|XP_034109732.1|DALB
OG0003732	CCAP1982_LOCUS11049|CAD7002561.1|CCAP	LOC117567540|XP_034103477.1|DALB
OG0003733	CCAP1982_LOCUS11700|CAD7003238.1|CCAP, CCAP1982_LOCUS11945|CAD7003495.1|CCAP	LOC117568120|XP_034104413.1|DALB
OG0003734	CCAP1982_LOCUS14820|CAD7006504.1|CCAP	LOC117572020|XP_034110459.1|DALB
OG0003735	CCAP1982_LOCUS7104|CAD6998516.1|CCAP	LOC117569072|XP_034105978.1|DALB
OG0003736	CCAP1982_LOCUS21665|CAD7013613.1|CCAP	LOC117569974|XP_034107241.1|DALB
OG0003737	CCAP1982_LOCUS22961|CAD7015003.1|CCAP	LOC117568628|XP_034105310.1|DALB
OG0003738	CCAP1982_LOCUS23063|CAD7015110.1|CCAP, CCAP1982_LOCUS23064|CAD7015111.1|CCAP	LOC117570243|XP_034107636.1|DALB
OG0003739	CCAP1982_LOCUS21686|CAD7013639.1|CCAP	LOC117570933|XP_034108752.1|DALB
OG0003740	CCAP1982_LOCUS21681|CAD7013634.1|CCAP	LOC117571940|XP_034110324.1|DALB
OG0003741	CCAP1982_LOCUS12046|CAD7003598.1|CCAP	LOC117570777|XP_034108505.1|DALB
OG0003742	CCAP1982_LOCUS13569|CAD7005209.1|CCAP	LOC117572220|XP_034110787.1|DALB
OG0003743	CCAP1982_LOCUS21675|CAD7013625.1|CCAP	LOC117572385|XP_034111049.1|DALB
OG0003744	CCAP1982_LOCUS21683|CAD7013636.1|CCAP	LOC117571942|XP_034110326.1|DALB
OG0003745	CCAP1982_LOCUS22908|CAD7014945.1|CCAP	LOC117568089|XP_034104358.1|DALB
OG0003746	CCAP1982_LOCUS22266|CAD7014263.1|CCAP	LOC117567318|XP_034103109.1|DALB
OG0003747	CCAP1982_LOCUS11210|CAD7002735.1|CCAP	LOC117571760|XP_034110008.1|DALB
OG0003748	CCAP1982_LOCUS11216|CAD7002742.1|CCAP	LOC117571776|XP_034110025.1|DALB
OG0003749	CCAP1982_LOCUS13308|CAD7004925.1|CCAP	LOC117567857|XP_034104007.1|DALB
OG0003750	CCAP1982_LOCUS13306|CAD7004923.1|CCAP	LOC117567858|XP_034104011.1|DALB
OG0003751	CCAP1982_LOCUS13309|CAD7004926.1|CCAP	LOC117567855|XP_034104001.1|DALB
OG0003752	CCAP1982_LOCUS11852|CAD7003394.1|CCAP	LOC117567759|XP_034103841.1|DALB
OG0003753	CCAP1982_LOCUS11856|CAD7003399.1|CCAP	LOC117574770|XP_034114610.1|DALB
OG0003754	CCAP1982_LOCUS11855|CAD7003398.1|CCAP	LOC117574760|XP_034114598.1|DALB, LOC117567418|XP_034103296.1|DALB
OG0003755	CCAP1982_LOCUS11175|CAD7002698.1|CCAP, CCAP1982_LOCUS11174|CAD7002697.1|CCAP	LOC117570617|XP_034108269.1|DALB
OG0003756	CCAP1982_LOCUS23023|CAD7015067.1|CCAP	LOC117567364|XP_034103198.1|DALB
OG0003757	CCAP1982_LOCUS22116|CAD7014110.1|CCAP	LOC117568174|XP_034104497.1|DALB
OG0003758	CCAP1982_LOCUS21779|CAD7013748.1|CCAP	LOC117571311|XP_034109275.1|DALB
OG0003759	CCAP1982_LOCUS11192|CAD7002717.1|CCAP	LOC117572017|XP_034110447.1|DALB
OG0003760	CCAP1982_LOCUS19957|CAD7011848.1|CCAP	LOC117567779|XP_034103868.1|DALB
OG0003761	CCAP1982_LOCUS11190|CAD7002715.1|CCAP	LOC117567122|XP_034102820.1|DALB
OG0003762	CCAP1982_LOCUS11188|CAD7002712.1|CCAP	LOC117567121|XP_034102816.1|DALB
OG0003763	CCAP1982_LOCUS12557|CAD7004137.1|CCAP	LOC117569750|XP_034106930.1|DALB
OG0003764	CCAP1982_LOCUS12566|CAD7004146.1|CCAP	LOC117569746|XP_034106924.1|DALB
OG0003765	CCAP1982_LOCUS7854|CAD6999327.1|CCAP	LOC117564115|XP_034098663.1|DALB
OG0003767	CCAP1982_LOCUS21617|CAD7013561.1|CCAP	LOC117571854|XP_034110139.1|DALB
OG0003768	CCAP1982_LOCUS21741|CAD7013702.1|CCAP	LOC117569104|XP_034106012.1|DALB
OG0003769	CCAP1982_LOCUS21766|CAD7013735.1|CCAP	LOC117567824|XP_034103956.1|DALB
OG0003770	CCAP1982_LOCUS10046|CAD7001551.1|CCAP	LOC117573077|XP_034111846.1|DALB
OG0003771	CCAP1982_LOCUS11845|CAD7003387.1|CCAP, CCAP1982_LOCUS11844|CAD7003385.1|CCAP	LOC117572088|XP_034110575.1|DALB
OG0003772	CCAP1982_LOCUS12758|CAD7004342.1|CCAP	LOC117571838|XP_034110117.1|DALB
OG0003773	CCAP1982_LOCUS22282|CAD7014279.1|CCAP	LOC117570686|XP_034108378.1|DALB
OG0003774	CCAP1982_LOCUS22285|CAD7014282.1|CCAP	LOC117571320|XP_034109293.1|DALB
OG0003775	CCAP1982_LOCUS8887|CAD7000411.1|CCAP	LOC117578252|XP_034119563.1|DALB
OG0003776	CCAP1982_LOCUS22302|CAD7014300.1|CCAP	LOC117568296|XP_034104708.1|DALB
OG0003777	CCAP1982_LOCUS21873|CAD7013854.1|CCAP, CCAP1982_LOCUS21872|CAD7013853.1|CCAP	LOC117572662|XP_034111550.1|DALB
OG0003778	CCAP1982_LOCUS22486|CAD7014485.1|CCAP	LOC117572785|XP_034111774.1|DALB
OG0003779	CCAP1982_LOCUS7188|CAD6998613.1|CCAP	LOC117572788|XP_034111777.1|DALB
OG0003780	CCAP1982_LOCUS23198|CAD7015249.1|CCAP	LOC117566889|XP_034102393.1|DALB
OG0003781	CCAP1982_LOCUS10121|CAD7001627.1|CCAP	LOC117566484|XP_034101907.1|DALB, LOC117567913|XP_034104083.1|DALB, LOC117573211|XP_034112114.1|DALB
OG0003783	CCAP1982_LOCUS2717|CAD6993929.1|CCAP	LOC117576964|XP_034118032.1|DALB
OG0003784	CCAP1982_LOCUS21732|CAD7013691.1|CCAP	LOC117567454|XP_034103358.1|DALB
OG0003785	CCAP1982_LOCUS22194|CAD7014188.1|CCAP	LOC117569120|XP_034106032.1|DALB
OG0003786	CCAP1982_LOCUS7209|CAD6998638.1|CCAP	LOC117571342|XP_034109339.1|DALB
OG0003787	CCAP1982_LOCUS7207|CAD6998636.1|CCAP	LOC117571345|XP_034109345.1|DALB
OG0003789	CCAP1982_LOCUS21199|CAD7013127.1|CCAP	LOC117571185|XP_034109106.1|DALB
OG0003790	CCAP1982_LOCUS11836|CAD7003377.1|CCAP	LOC117568094|XP_034104365.1|DALB, LOC117568095|XP_034104366.1|DALB
OG0003791	CCAP1982_LOCUS4446|CAD6995741.1|CCAP	LOC117573279|XP_034112257.1|DALB
OG0003792	CCAP1982_LOCUS19953|CAD7011844.1|CCAP	LOC117569708|XP_034106863.1|DALB
OG0003793	CCAP1982_LOCUS21395|CAD7013325.1|CCAP	LOC117568175|XP_034104501.1|DALB
OG0003794	CCAP1982_LOCUS20803|CAD7012696.1|CCAP	LOC117567942|XP_034104128.1|DALB
OG0003795	CCAP1982_LOCUS14674|CAD7006352.1|CCAP	LOC117567473|XP_034103387.1|DALB
OG0003796	CCAP1982_LOCUS3197|CAD6994450.1|CCAP	LOC117575129|XP_034115123.1|DALB
OG0003797	CCAP1982_LOCUS6552|CAD6997934.1|CCAP	LOC117563962|XP_034098429.1|DALB
OG0003798	CCAP1982_LOCUS22894|CAD7014931.1|CCAP	LOC117568182|XP_034104520.1|DALB
OG0003799	CCAP1982_LOCUS22887|CAD7014923.1|CCAP	LOC117569495|XP_034106569.1|DALB
OG0003800	CCAP1982_LOCUS5304|CAD6996624.1|CCAP	LOC117564914|XP_034099759.1|DALB
OG0003801	CCAP1982_LOCUS5506|CAD6996833.1|CCAP, CCAP1982_LOCUS5505|CAD6996832.1|CCAP	LOC117565055|XP_034099891.1|DALB
OG0003802	CCAP1982_LOCUS5798|CAD6997154.1|CCAP	LOC117564906|XP_034099750.1|DALB
OG0003803	CCAP1982_LOCUS1579|CAD6992734.1|CCAP	LOC117575136|XP_034115133.1|DALB
OG0003804	CCAP1982_LOCUS5284|CAD6996612.1|CCAP, CCAP1982_LOCUS5286|CAD6996614.1|CCAP	LOC117565780|XP_034100948.1|DALB
OG0003805	CCAP1982_LOCUS6671|CAD6998055.1|CCAP	LOC117564081|XP_034098600.1|DALB
OG0003806	CCAP1982_LOCUS5883|CAD6997250.1|CCAP	LOC117566048|XP_034101388.1|DALB
OG0003807	CCAP1982_LOCUS5605|CAD6996935.1|CCAP	LOC117563373|XP_034097565.1|DALB
OG0003808	CCAP1982_LOCUS12809|CAD7004399.1|CCAP	LOC117567638|XP_034103634.1|DALB
OG0003809	CCAP1982_LOCUS8799|CAD7000314.1|CCAP	LOC117563239|XP_034097337.1|DALB
OG0003810	CCAP1982_LOCUS22830|CAD7014864.1|CCAP	LOC117567743|XP_034103819.1|DALB
OG0003811	CCAP1982_LOCUS20526|CAD7012445.1|CCAP	LOC117569811|XP_034107019.1|DALB
OG0003812	CCAP1982_LOCUS6935|CAD6998330.1|CCAP, CCAP1982_LOCUS6934|CAD6998329.1|CCAP	LOC117563342|XP_034097510.1|DALB
OG0003813	CCAP1982_LOCUS5706|CAD6997052.1|CCAP	LOC117564829|XP_034099645.1|DALB
OG0003814	CCAP1982_LOCUS8342|CAD6999831.1|CCAP	LOC117563624|XP_034097922.1|DALB
OG0003815	CCAP1982_LOCUS3110|CAD6994356.1|CCAP	LOC117573564|XP_034112740.1|DALB
OG0003816	CCAP1982_LOCUS7861|CAD6999334.1|CCAP	LOC117564648|XP_034099400.1|DALB
OG0003817	CCAP1982_LOCUS7853|CAD6999326.1|CCAP	LOC117564259|XP_034098854.1|DALB
OG0003818	CCAP1982_LOCUS7280|CAD6998723.1|CCAP	LOC117565276|XP_034100195.1|DALB
OG0003819	CCAP1982_LOCUS7276|CAD6998719.1|CCAP	LOC117565987|XP_034101291.1|DALB
OG0003820	CCAP1982_LOCUS83|CAD6991141.1|CCAP	LOC117573457|XP_034112571.1|DALB
OG0003821	CCAP1982_LOCUS7180|CAD6998605.1|CCAP	LOC117570474|XP_034108048.1|DALB
OG0003822	CCAP1982_LOCUS6140|CAD6997499.1|CCAP	LOC117565091|XP_034099936.1|DALB
OG0003823	CCAP1982_LOCUS8357|CAD6999845.1|CCAP	LOC117563313|XP_034097462.1|DALB
OG0003824	CCAP1982_LOCUS6116|CAD6997474.1|CCAP	LOC117563558|XP_034097829.1|DALB
OG0003825	CCAP1982_LOCUS9117|CAD7000643.1|CCAP	LOC117566154|XP_034101533.1|DALB
OG0003826	CCAP1982_LOCUS7874|CAD6999347.1|CCAP	LOC117564366|XP_034098974.1|DALB
OG0003828	CCAP1982_LOCUS5595|CAD6996925.1|CCAP	LOC117563673|XP_034097989.1|DALB
OG0003829	CCAP1982_LOCUS6584|CAD6997966.1|CCAP	LOC117565560|XP_034100619.1|DALB
OG0003830	CCAP1982_LOCUS8407|CAD6999897.1|CCAP	LOC117565461|XP_034100456.1|DALB
OG0003831	CCAP1982_LOCUS3015|CAD6994254.1|CCAP	LOC117575691|XP_034115894.1|DALB
OG0003832	CCAP1982_LOCUS6414|CAD6997789.1|CCAP	LOC117565616|XP_034100712.1|DALB
OG0003833	CCAP1982_LOCUS6417|CAD6997792.1|CCAP	LOC117565620|XP_034100723.1|DALB
OG0003834	CCAP1982_LOCUS5881|CAD6997247.1|CCAP	LOC117565280|XP_034100198.1|DALB
OG0003836	CCAP1982_LOCUS11112|CAD7002628.1|CCAP	LOC117565605|XP_034100701.1|DALB
OG0003837	CCAP1982_LOCUS5808|CAD6997165.1|CCAP	LOC117565604|XP_034100699.1|DALB
OG0003838	CCAP1982_LOCUS6716|CAD6998102.1|CCAP	LOC117564641|XP_034099392.1|DALB
OG0003839	CCAP1982_LOCUS5500|CAD6996827.1|CCAP	LOC117563249|XP_034097353.1|DALB
OG0003840	CCAP1982_LOCUS21671|CAD7013620.1|CCAP	LOC117567633|XP_034103623.1|DALB
OG0003841	CCAP1982_LOCUS8955|CAD7000476.1|CCAP	LOC117564813|XP_034099626.1|DALB
OG0003842	CCAP1982_LOCUS5694|CAD6997036.1|CCAP	LOC117566200|XP_034101608.1|DALB
OG0003843	CCAP1982_LOCUS6000|CAD6997367.1|CCAP	LOC117563870|XP_034098317.1|DALB
OG0003844	CCAP1982_LOCUS5698|CAD6997041.1|CCAP	LOC117563657|XP_034097962.1|DALB
OG0003845	CCAP1982_LOCUS6223|CAD6997584.1|CCAP	LOC117564572|XP_034099299.1|DALB
OG0003846	CCAP1982_LOCUS5655|CAD6996994.1|CCAP	LOC117564652|XP_034099403.1|DALB
OG0003848	CCAP1982_LOCUS6404|CAD6997779.1|CCAP	LOC117576546|XP_034117274.1|DALB
OG0003849	CCAP1982_LOCUS22355|CAD7014358.1|CCAP	LOC117569152|XP_034106104.1|DALB
OG0003850	CCAP1982_LOCUS6057|CAD6997416.1|CCAP	LOC117564416|XP_034099038.1|DALB
OG0003851	CCAP1982_LOCUS12771|CAD7004356.1|CCAP	LOC117570573|XP_034108206.1|DALB
OG0003852	CCAP1982_LOCUS8118|CAD6999596.1|CCAP	LOC117566080|XP_034101451.1|DALB
OG0003853	CCAP1982_LOCUS22260|CAD7014257.1|CCAP	LOC117566398|XP_034101798.1|DALB
OG0003854	CCAP1982_LOCUS7898|CAD6999371.1|CCAP	LOC117564451|XP_034099121.1|DALB
OG0003855	CCAP1982_LOCUS7899|CAD6999372.1|CCAP	LOC117563343|XP_034097511.1|DALB
OG0003856	CCAP1982_LOCUS7076|CAD6998482.1|CCAP, CCAP1982_LOCUS7075|CAD6998481.1|CCAP	LOC117564740|XP_034099519.1|DALB
OG0003857	CCAP1982_LOCUS6970|CAD6998370.1|CCAP, CCAP1982_LOCUS6971|CAD6998371.1|CCAP	LOC117564000|XP_034098481.1|DALB
OG0003859	CCAP1982_LOCUS7282|CAD6998725.1|CCAP	LOC117565130|XP_034099987.1|DALB
OG0003860	CCAP1982_LOCUS22256|CAD7014253.1|CCAP	LOC117566659|XP_034102094.1|DALB
OG0003861	CCAP1982_LOCUS7807|CAD6999278.1|CCAP	LOC117564373|XP_034098980.1|DALB
OG0003862	CCAP1982_LOCUS6229|CAD6997590.1|CCAP	LOC117564404|XP_034099019.1|DALB
OG0003863	CCAP1982_LOCUS5977|CAD6997345.1|CCAP	LOC117565658|XP_034100767.1|DALB
OG0003864	CCAP1982_LOCUS5978|CAD6997346.1|CCAP	LOC117565719|XP_034100857.1|DALB
OG0003865	CCAP1982_LOCUS88|CAD6991146.1|CCAP	LOC117574941|XP_034114881.1|DALB
OG0003866	CCAP1982_LOCUS5492|CAD6996819.1|CCAP	LOC117564261|XP_034098856.1|DALB, LOC117564260|XP_034098855.1|DALB
OG0003867	CCAP1982_LOCUS5888|CAD6997255.1|CCAP	LOC117564114|XP_034098662.1|DALB
OG0003868	CCAP1982_LOCUS6457|CAD6997833.1|CCAP	LOC117571383|XP_034109396.1|DALB
OG0003869	CCAP1982_LOCUS6926|CAD6998320.1|CCAP	LOC117564187|XP_034098752.1|DALB
OG0003870	CCAP1982_LOCUS8679|CAD7000186.1|CCAP	LOC117565525|XP_034100555.1|DALB
OG0003871	CCAP1982_LOCUS7306|CAD6998752.1|CCAP	LOC117564733|XP_034099511.1|DALB
OG0003872	CCAP1982_LOCUS20638|CAD7012553.1|CCAP	LOC117569057|XP_034105959.1|DALB
OG0003873	CCAP1982_LOCUS8327|CAD6999812.1|CCAP	LOC117563876|XP_034098325.1|DALB
OG0003876	CCAP1982_LOCUS4573|CAD6995872.1|CCAP, CCAP1982_LOCUS8515|CAD7000010.1|CCAP	LOC117565061|XP_034099899.1|DALB
OG0003877	CCAP1982_LOCUS5331|CAD6996647.1|CCAP, CCAP1982_LOCUS5332|CAD6996648.1|CCAP	LOC117565431|XP_034100408.1|DALB
OG0003878	CCAP1982_LOCUS7283|CAD6998726.1|CCAP	LOC117564465|XP_034099143.1|DALB
OG0003879	CCAP1982_LOCUS11129|CAD7002646.1|CCAP	LOC117567516|XP_034103451.1|DALB
OG0003880	CCAP1982_LOCUS11022|CAD7002533.1|CCAP	LOC117569699|XP_034106851.1|DALB
OG0003881	CCAP1982_LOCUS21702|CAD7013660.1|CCAP	LOC117567132|XP_034102833.1|DALB
OG0003882	CCAP1982_LOCUS7236|CAD6998677.1|CCAP	LOC117568443|XP_034105002.1|DALB
OG0003884	CCAP1982_LOCUS5819|CAD6997177.1|CCAP	LOC117563908|XP_034098361.1|DALB
OG0003886	CCAP1982_LOCUS6175|CAD6997536.1|CCAP	LOC117564665|XP_034099419.1|DALB, LOC117564705|XP_034099474.1|DALB
OG0003887	CCAP1982_LOCUS8956|CAD7000477.1|CCAP	LOC117564637|XP_034099389.1|DALB
OG0003888	CCAP1982_LOCUS32|CAD6991084.1|CCAP	LOC117573391|XP_034112482.1|DALB
OG0003889	CCAP1982_LOCUS8450|CAD6999942.1|CCAP	LOC117564098|XP_034098635.1|DALB
OG0003891	CCAP1982_LOCUS5531|CAD6996855.1|CCAP	LOC117565832|XP_034101031.1|DALB
OG0003892	CCAP1982_LOCUS11258|CAD7002785.1|CCAP	LOC117568989|XP_034105851.1|DALB
OG0003893	CCAP1982_LOCUS5556|CAD6996883.1|CCAP	LOC117563697|XP_034098032.1|DALB
OG0003895	CCAP1982_LOCUS23333|CAD7015389.1|CCAP	LOC117577742|XP_034118544.1|DALB
OG0003896	CCAP1982_LOCUS23329|CAD7015385.1|CCAP	LOC117569907|XP_034107138.1|DALB
OG0003897	CCAP1982_LOCUS23317|CAD7015373.1|CCAP	LOC117566890|XP_034102395.1|DALB
OG0003898	CCAP1982_LOCUS5825|CAD6997185.1|CCAP	LOC117565730|XP_034100869.1|DALB
OG0003899	CCAP1982_LOCUS6942|CAD6998340.1|CCAP	LOC117565653|XP_034100762.1|DALB
OG0003900	CCAP1982_LOCUS8154|CAD6999622.1|CCAP, CCAP1982_LOCUS8155|CAD6999623.1|CCAP	LOC117563845|XP_034098266.1|DALB
OG0003901	CCAP1982_LOCUS7415|CAD6998868.1|CCAP	LOC117564883|XP_034099722.1|DALB
OG0003902	CCAP1982_LOCUS7420|CAD6998873.1|CCAP	LOC117564023|XP_034098513.1|DALB
OG0003903	CCAP1982_LOCUS8447|CAD6999938.1|CCAP	LOC117563327|XP_034097482.1|DALB
OG0003904	CCAP1982_LOCUS8448|CAD6999939.1|CCAP	LOC117563326|XP_034097481.1|DALB
OG0003905	CCAP1982_LOCUS21248|CAD7013177.1|CCAP	LOC117575572|XP_034115726.1|DALB
OG0003906	CCAP1982_LOCUS7232|CAD6998672.1|CCAP, CCAP1982_LOCUS7233|CAD6998673.1|CCAP	LOC117567704|XP_034103725.1|DALB
OG0003907	CCAP1982_LOCUS7302|CAD6998748.1|CCAP	LOC117566206|XP_034101624.1|DALB
OG0003908	CCAP1982_LOCUS7301|CAD6998747.1|CCAP	LOC117566207|XP_034101625.1|DALB
OG0003909	CCAP1982_LOCUS21305|CAD7013234.1|CCAP	LOC117568236|XP_034104602.1|DALB
OG0003910	CCAP1982_LOCUS21307|CAD7013236.1|CCAP	LOC117568238|XP_034104607.1|DALB
OG0003911	CCAP1982_LOCUS8213|CAD6999685.1|CCAP	LOC117564793|XP_034099605.1|DALB
OG0003912	CCAP1982_LOCUS7591|CAD6999044.1|CCAP	LOC117564859|XP_034099693.1|DALB
OG0003913	CCAP1982_LOCUS7858|CAD6999331.1|CCAP	LOC117563913|XP_034098367.1|DALB
OG0003916	CCAP1982_LOCUS8075|CAD6999555.1|CCAP	LOC117565878|XP_034101110.1|DALB
OG0003917	CCAP1982_LOCUS6863|CAD6998254.1|CCAP	LOC117565632|XP_034100733.1|DALB
OG0003918	CCAP1982_LOCUS6812|CAD6998196.1|CCAP	LOC117565938|XP_034101215.1|DALB
OG0003919	CCAP1982_LOCUS8390|CAD6999881.1|CCAP	LOC117564675|XP_034099433.1|DALB
OG0003920	CCAP1982_LOCUS22598|CAD7014605.1|CCAP	LOC117567114|XP_034102808.1|DALB
OG0003921	CCAP1982_LOCUS5673|CAD6997012.1|CCAP	LOC117565032|XP_034099870.1|DALB
OG0003922	CCAP1982_LOCUS8570|CAD7000069.1|CCAP	LOC117565764|XP_034100922.1|DALB
OG0003923	CCAP1982_LOCUS10228|CAD7001738.1|CCAP	LOC117573229|XP_034112168.1|DALB
OG0003924	CCAP1982_LOCUS22499|CAD7014497.1|CCAP	LOC117567897|XP_034104060.1|DALB
OG0003925	CCAP1982_LOCUS8469|CAD6999962.1|CCAP	LOC117563494|XP_034097748.1|DALB
OG0003926	CCAP1982_LOCUS8459|CAD6999951.1|CCAP	LOC117563268|XP_034097386.1|DALB
OG0003927	CCAP1982_LOCUS9171|CAD7000697.1|CCAP	LOC117566075|XP_034101445.1|DALB
OG0003928	CCAP1982_LOCUS9116|CAD7000642.1|CCAP	LOC117566156|XP_034101536.1|DALB
OG0003929	CCAP1982_LOCUS7056|CAD6998459.1|CCAP	LOC117566001|XP_034101309.1|DALB
OG0003930	CCAP1982_LOCUS5761|CAD6997111.1|CCAP	LOC117563306|XP_034097444.1|DALB
OG0003931	CCAP1982_LOCUS5767|CAD6997119.1|CCAP	LOC117578395|XP_034119734.1|DALB
OG0003932	CCAP1982_LOCUS22548|CAD7014547.1|CCAP	LOC117566645|XP_034102078.1|DALB
OG0003933	CCAP1982_LOCUS8779|CAD7000289.1|CCAP	LOC117565072|XP_034099909.1|DALB
OG0003934	CCAP1982_LOCUS6872|CAD6998263.1|CCAP	LOC117565915|XP_034101174.1|DALB
OG0003935	CCAP1982_LOCUS22909|CAD7014946.1|CCAP	LOC117567965|XP_034104165.1|DALB
OG0003936	CCAP1982_LOCUS22910|CAD7014947.1|CCAP	LOC117567966|XP_034104166.1|DALB
OG0003937	CCAP1982_LOCUS22690|CAD7014708.1|CCAP	LOC117571580|XP_034109687.1|DALB
OG0003938	CCAP1982_LOCUS8103|CAD6999578.1|CCAP	LOC117563338|XP_034097500.1|DALB
OG0003939	CCAP1982_LOCUS8102|CAD6999577.1|CCAP	LOC117564578|XP_034099311.1|DALB
OG0003940	CCAP1982_LOCUS8270|CAD6999747.1|CCAP	LOC117565962|XP_034101248.1|DALB
OG0003941	CCAP1982_LOCUS8273|CAD6999750.1|CCAP	LOC117566137|XP_034101510.1|DALB
OG0003942	CCAP1982_LOCUS8147|CAD6999616.1|CCAP	LOC117565439|XP_034100420.1|DALB
OG0003943	CCAP1982_LOCUS22209|CAD7014205.1|CCAP	LOC117563930|XP_034098393.1|DALB
