Orthogroup	CCAP.longest_only	AALB.longest_only
OG0003885	CCAP1982_LOCUS6174|CAD6997535.1|CCAP	LOC118457235|XP_035774508.1|AALB
OG0003886	CCAP1982_LOCUS6175|CAD6997536.1|CCAP	LOC118457233|XP_035774505.1|AALB
OG0003887	CCAP1982_LOCUS8956|CAD7000477.1|CCAP	LOC118468883|XP_035796068.1|AALB
OG0003888	CCAP1982_LOCUS32|CAD6991084.1|CCAP	LOC118456889|XP_035773903.1|AALB
OG0003889	CCAP1982_LOCUS8450|CAD6999942.1|CCAP	LOC118460113|XP_035780041.1|AALB
OG0003891	CCAP1982_LOCUS5531|CAD6996855.1|CCAP	LOC118458896|XP_035777745.1|AALB
OG0003892	CCAP1982_LOCUS11258|CAD7002785.1|CCAP	LOC118459777|XP_035779385.1|AALB
OG0003893	CCAP1982_LOCUS5556|CAD6996883.1|CCAP	LOC118460629|XP_035780971.1|AALB
OG0003894	CCAP1982_LOCUS5612|CAD6996942.1|CCAP	LOC118460631|XP_035780978.1|AALB
OG0003895	CCAP1982_LOCUS23333|CAD7015389.1|CCAP	LOC118458295|XP_035776512.1|AALB
OG0003896	CCAP1982_LOCUS23329|CAD7015385.1|CCAP	LOC118461886|XP_035783627.1|AALB
OG0003898	CCAP1982_LOCUS5825|CAD6997185.1|CCAP	LOC118459234|XP_035778325.1|AALB
OG0003899	CCAP1982_LOCUS6942|CAD6998340.1|CCAP	LOC118459779|XP_035779388.1|AALB
OG0003900	CCAP1982_LOCUS8154|CAD6999622.1|CCAP, CCAP1982_LOCUS8155|CAD6999623.1|CCAP	LOC118458388|XP_035776691.1|AALB
OG0003901	CCAP1982_LOCUS7415|CAD6998868.1|CCAP	LOC118468335|XP_035794978.1|AALB
OG0003902	CCAP1982_LOCUS7420|CAD6998873.1|CCAP	LOC118458387|XP_035776690.1|AALB
OG0003903	CCAP1982_LOCUS8447|CAD6999938.1|CCAP	LOC118458390|XP_035776695.1|AALB
OG0003904	CCAP1982_LOCUS8448|CAD6999939.1|CCAP	LOC118458389|XP_035776694.1|AALB
OG0003905	CCAP1982_LOCUS21248|CAD7013177.1|CCAP	LOC118457521|XP_035775059.1|AALB
OG0003907	CCAP1982_LOCUS7302|CAD6998748.1|CCAP	LOC118456908|XP_035773927.1|AALB
OG0003908	CCAP1982_LOCUS7301|CAD6998747.1|CCAP	LOC118456911|XP_035773930.1|AALB
OG0003909	CCAP1982_LOCUS21305|CAD7013234.1|CCAP	LOC118461243|XP_035782236.1|AALB
OG0003910	CCAP1982_LOCUS21307|CAD7013236.1|CCAP	LOC118461246|XP_035782252.1|AALB
OG0003911	CCAP1982_LOCUS8213|CAD6999685.1|CCAP	LOC118468958|XP_035796214.1|AALB
OG0003912	CCAP1982_LOCUS7591|CAD6999044.1|CCAP	LOC118460999|XP_035781717.1|AALB
OG0003913	CCAP1982_LOCUS7858|CAD6999331.1|CCAP	LOC118460659|XP_035781018.1|AALB
OG0003916	CCAP1982_LOCUS8075|CAD6999555.1|CCAP	LOC118457746|XP_035775452.1|AALB
OG0003917	CCAP1982_LOCUS6863|CAD6998254.1|CCAP	LOC118461167|XP_035782060.1|AALB
OG0003918	CCAP1982_LOCUS6812|CAD6998196.1|CCAP	LOC118461476|XP_035782726.1|AALB
OG0003919	CCAP1982_LOCUS8390|CAD6999881.1|CCAP	LOC118462056|XP_035783935.1|AALB
OG0003920	CCAP1982_LOCUS22598|CAD7014605.1|CCAP	LOC118457988|XP_035775945.1|AALB
OG0003921	CCAP1982_LOCUS5673|CAD6997012.1|CCAP	LOC118468879|XP_035796056.1|AALB
OG0003922	CCAP1982_LOCUS8570|CAD7000069.1|CCAP	LOC118459771|XP_035779373.1|AALB
OG0003923	CCAP1982_LOCUS10228|CAD7001738.1|CCAP	LOC118467487|XP_035793925.1|AALB
OG0003925	CCAP1982_LOCUS8469|CAD6999962.1|CCAP	LOC118461708|XP_035783227.1|AALB
OG0003926	CCAP1982_LOCUS8459|CAD6999951.1|CCAP	LOC118456820|XP_035773806.1|AALB
OG0003927	CCAP1982_LOCUS9171|CAD7000697.1|CCAP	LOC118457694|XP_035775360.1|AALB
OG0003928	CCAP1982_LOCUS9116|CAD7000642.1|CCAP	LOC118461428|XP_035782629.1|AALB
OG0003929	CCAP1982_LOCUS7056|CAD6998459.1|CCAP	LOC118460112|XP_035780039.1|AALB
OG0003930	CCAP1982_LOCUS5761|CAD6997111.1|CCAP	LOC118457669|XP_035775318.1|AALB
OG0003931	CCAP1982_LOCUS5767|CAD6997119.1|CCAP	LOC118457664|XP_035775310.1|AALB
OG0003932	CCAP1982_LOCUS22548|CAD7014547.1|CCAP	LOC118457862|XP_035775652.1|AALB
OG0003933	CCAP1982_LOCUS8779|CAD7000289.1|CCAP	LOC118461446|XP_035782660.1|AALB
OG0003934	CCAP1982_LOCUS6872|CAD6998263.1|CCAP	LOC118461448|XP_035782662.1|AALB
OG0003935	CCAP1982_LOCUS22909|CAD7014946.1|CCAP	LOC118459321|XP_035778465.1|AALB
OG0003936	CCAP1982_LOCUS22910|CAD7014947.1|CCAP	LOC118459328|XP_035778477.1|AALB
OG0003937	CCAP1982_LOCUS22690|CAD7014708.1|CCAP	LOC118459297|XP_035778437.1|AALB
OG0003938	CCAP1982_LOCUS8103|CAD6999578.1|CCAP	LOC118460336|XP_035780445.1|AALB
OG0003939	CCAP1982_LOCUS8102|CAD6999577.1|CCAP	LOC118461443|XP_035782654.1|AALB
OG0003940	CCAP1982_LOCUS8270|CAD6999747.1|CCAP	LOC118461447|XP_035782661.1|AALB
OG0003941	CCAP1982_LOCUS8273|CAD6999750.1|CCAP	LOC118461584|XP_035782967.1|AALB
OG0003942	CCAP1982_LOCUS8147|CAD6999616.1|CCAP	LOC118457684|XP_035775341.1|AALB
OG0003943	CCAP1982_LOCUS22209|CAD7014205.1|CCAP	LOC118468577|XP_035795402.1|AALB
OG0003944	CCAP1982_LOCUS8369|CAD6999857.1|CCAP	LOC118467008|XP_035792848.1|AALB
OG0003945	CCAP1982_LOCUS22015|CAD7014008.1|CCAP	LOC118460001|XP_035779811.1|AALB
OG0003946	CCAP1982_LOCUS5773|CAD6997127.1|CCAP	LOC118461729|XP_035783309.1|AALB
OG0003947	CCAP1982_LOCUS6292|CAD6997662.1|CCAP	LOC118458892|XP_035777738.1|AALB
OG0003948	CCAP1982_LOCUS7660|CAD6999116.1|CCAP	LOC118459246|XP_035778347.1|AALB
OG0003949	CCAP1982_LOCUS7659|CAD6999115.1|CCAP	LOC118457277|XP_035774578.1|AALB
OG0003950	CCAP1982_LOCUS5397|CAD6996714.1|CCAP	LOC118456774|XP_035773743.1|AALB
OG0003951	CCAP1982_LOCUS5390|CAD6996707.1|CCAP	LOC118460839|XP_035781414.1|AALB
OG0003952	CCAP1982_LOCUS5626|CAD6996959.1|CCAP	LOC118459148|XP_035778126.1|AALB
OG0003953	CCAP1982_LOCUS6501|CAD6997882.1|CCAP	LOC118456250|XP_035772739.1|AALB
OG0003954	CCAP1982_LOCUS8427|CAD6999916.1|CCAP	LOC118458653|XP_035777236.1|AALB
OG0003955	CCAP1982_LOCUS5656|CAD6996995.1|CCAP	LOC118461411|XP_035782587.1|AALB
OG0003956	CCAP1982_LOCUS8668|CAD7000177.1|CCAP	LOC118468849|XP_035795985.1|AALB
OG0003957	CCAP1982_LOCUS11265|CAD7002795.1|CCAP	LOC118456803|XP_035773783.1|AALB
OG0003959	CCAP1982_LOCUS22088|CAD7014081.1|CCAP	LOC118456753|XP_035773706.1|AALB
OG0003961	CCAP1982_LOCUS8859|CAD7000383.1|CCAP	LOC118457702|XP_035775374.1|AALB
OG0003962	CCAP1982_LOCUS7792|CAD6999262.1|CCAP	LOC118460119|XP_035780051.1|AALB
OG0003963	CCAP1982_LOCUS9235|CAD7000760.1|CCAP, CCAP1982_LOCUS9236|CAD7000761.1|CCAP	LOC118459660|XP_035779153.1|AALB
OG0003964	CCAP1982_LOCUS8508|CAD7000002.1|CCAP	LOC118456336|XP_035772886.1|AALB
OG0003965	CCAP1982_LOCUS8387|CAD6999878.1|CCAP, CCAP1982_LOCUS8385|CAD6999876.1|CCAP	LOC118459909|XP_035779634.1|AALB
OG0003966	CCAP1982_LOCUS5452|CAD6996777.1|CCAP	LOC118458655|XP_035777237.1|AALB
OG0003967	CCAP1982_LOCUS23154|CAD7015206.1|CCAP	LOC118460820|XP_035781333.1|AALB
OG0003968	CCAP1982_LOCUS23148|CAD7015199.1|CCAP	LOC118456983|XP_035774081.1|AALB
OG0003969	CCAP1982_LOCUS23196|CAD7015246.1|CCAP	LOC118468505|XP_035795233.1|AALB
OG0003970	CCAP1982_LOCUS6945|CAD6998343.1|CCAP	LOC118456353|XP_035772907.1|AALB
OG0003971	CCAP1982_LOCUS5715|CAD6997061.1|CCAP	LOC118460558|XP_035780848.1|AALB
OG0003972	CCAP1982_LOCUS12298|CAD7003868.1|CCAP, CCAP1982_LOCUS14704|CAD7006383.1|CCAP, CCAP1982_LOCUS12297|CAD7003867.1|CCAP	LOC118460560|XP_035780854.1|AALB
OG0003973	CCAP1982_LOCUS22115|CAD7014109.1|CCAP, CCAP1982_LOCUS22114|CAD7014108.1|CCAP	LOC118460934|XP_035781590.1|AALB
OG0003974	CCAP1982_LOCUS1354|CAD6992505.1|CCAP	LOC118456202|XP_035772660.1|AALB
OG0003975	CCAP1982_LOCUS9013|CAD7000536.1|CCAP, CCAP1982_LOCUS9015|CAD7000538.1|CCAP	LOC118461939|XP_035783707.1|AALB
OG0003976	CCAP1982_LOCUS6108|CAD6997465.1|CCAP	LOC118459088|XP_035778046.1|AALB
OG0003977	CCAP1982_LOCUS6106|CAD6997463.1|CCAP	LOC118459092|XP_035778050.1|AALB
OG0003978	CCAP1982_LOCUS14331|CAD7005995.1|CCAP	LOC118457536|XP_035775081.1|AALB
OG0003979	CCAP1982_LOCUS8335|CAD6999823.1|CCAP	LOC118460939|XP_035781595.1|AALB
OG0003980	CCAP1982_LOCUS238|CAD6991309.1|CCAP	LOC118460935|XP_035781591.1|AALB
OG0003981	CCAP1982_LOCUS8339|CAD6999828.1|CCAP	LOC118457433|XP_035774911.1|AALB
OG0003982	CCAP1982_LOCUS6275|CAD6997642.1|CCAP	LOC118457436|XP_035774917.1|AALB
OG0003983	CCAP1982_LOCUS5970|CAD6997336.1|CCAP, CCAP1982_LOCUS5971|CAD6997337.1|CCAP	LOC118457437|XP_035774919.1|AALB
OG0003984	CCAP1982_LOCUS5684|CAD6997025.1|CCAP, CCAP1982_LOCUS5849|CAD6997211.1|CCAP	LOC118460301|XP_035780397.1|AALB
OG0003985	CCAP1982_LOCUS5845|CAD6997207.1|CCAP, CCAP1982_LOCUS5681|CAD6997022.1|CCAP	LOC118460300|XP_035780396.1|AALB
OG0003986	CCAP1982_LOCUS5674|CAD6997013.1|CCAP	LOC118459125|XP_035778087.1|AALB
OG0003987	CCAP1982_LOCUS6202|CAD6997564.1|CCAP, CCAP1982_LOCUS6198|CAD6997560.1|CCAP, CCAP1982_LOCUS6199|CAD6997561.1|CCAP	LOC118462016|XP_035783858.1|AALB
OG0003988	CCAP1982_LOCUS8506|CAD7000000.1|CCAP, CCAP1982_LOCUS8505|CAD6999999.1|CCAP	LOC118459247|XP_035778350.1|AALB
OG0003989	CCAP1982_LOCUS8511|CAD7000005.1|CCAP	LOC118461960|XP_035783755.1|AALB
OG0003990	CCAP1982_LOCUS8402|CAD6999892.1|CCAP	LOC118468329|XP_035794969.1|AALB
OG0003991	CCAP1982_LOCUS8201|CAD6999671.1|CCAP	LOC118467379|XP_035793708.1|AALB
OG0003992	CCAP1982_LOCUS8206|CAD6999676.1|CCAP	LOC118467431|XP_035793818.1|AALB
OG0003993	CCAP1982_LOCUS9154|CAD7000680.1|CCAP	LOC118456603|XP_035773396.1|AALB
OG0003994	CCAP1982_LOCUS4907|CAD6996219.1|CCAP	LOC118460716|XP_035781153.1|AALB
OG0003995	CCAP1982_LOCUS22498|CAD7014496.1|CCAP	LOC118468601|XP_035795480.1|AALB
OG0003996	CCAP1982_LOCUS22541|CAD7014540.1|CCAP	LOC118458223|XP_035776380.1|AALB
OG0003997	CCAP1982_LOCUS8067|CAD6999546.1|CCAP	LOC118457915|XP_035775809.1|AALB
OG0003998	CCAP1982_LOCUS6627|CAD6998010.1|CCAP	LOC118468332|XP_035794972.1|AALB
OG0003999	CCAP1982_LOCUS5450|CAD6996775.1|CCAP	LOC118458121|XP_035776188.1|AALB
OG0004001	CCAP1982_LOCUS19584|CAD7011485.1|CCAP	LOC118459413|XP_035778608.1|AALB
OG0004002	CCAP1982_LOCUS5794|CAD6997149.1|CCAP	LOC118459843|XP_035779504.1|AALB
OG0004003	CCAP1982_LOCUS5644|CAD6996980.1|CCAP	LOC118460000|XP_035779807.1|AALB
OG0004004	CCAP1982_LOCUS8476|CAD6999971.1|CCAP	LOC118460002|XP_035779808.1|AALB
OG0004005	CCAP1982_LOCUS8478|CAD6999973.1|CCAP	LOC118460003|XP_035779809.1|AALB
OG0004006	CCAP1982_LOCUS8574|CAD7000075.1|CCAP	LOC118457077|XP_035774250.1|AALB
OG0004007	CCAP1982_LOCUS6925|CAD6998319.1|CCAP	LOC118457085|XP_035774266.1|AALB
OG0004008	CCAP1982_LOCUS7446|CAD6998899.1|CCAP, CCAP1982_LOCUS7450|CAD6998903.1|CCAP	LOC118460687|XP_035781080.1|AALB
OG0004009	CCAP1982_LOCUS8930|CAD7000453.1|CCAP	LOC118458776|XP_035777492.1|AALB
OG0004010	CCAP1982_LOCUS6001|CAD6997368.1|CCAP	LOC118457983|XP_035775932.1|AALB
OG0004011	CCAP1982_LOCUS5350|CAD6996666.1|CCAP	LOC118458734|XP_035777397.1|AALB
OG0004012	CCAP1982_LOCUS2278|CAD6993466.1|CCAP	LOC118458381|XP_035776680.1|AALB
OG0004013	CCAP1982_LOCUS6066|CAD6997419.1|CCAP	LOC118460607|XP_035780937.1|AALB
OG0004014	CCAP1982_LOCUS12299|CAD7003869.1|CCAP, CCAP1982_LOCUS14705|CAD7006384.1|CCAP, CCAP1982_LOCUS12300|CAD7003870.1|CCAP	LOC118460606|XP_035780936.1|AALB
OG0004015	CCAP1982_LOCUS7695|CAD6999157.1|CCAP	LOC118459204|XP_035778267.1|AALB
OG0004016	CCAP1982_LOCUS6454|CAD6997830.1|CCAP	LOC118459027|XP_035777925.1|AALB
OG0004017	CCAP1982_LOCUS8061|CAD6999540.1|CCAP	LOC118456503|XP_035773224.1|AALB
OG0004018	CCAP1982_LOCUS21469|CAD7013405.1|CCAP	LOC118461401|XP_035782560.1|AALB
OG0004019	CCAP1982_LOCUS11760|CAD7003299.1|CCAP	LOC118459110|XP_035778067.1|AALB, LOC118458661|XP_035777250.1|AALB
OG0004020	CCAP1982_LOCUS7355|CAD6998806.1|CCAP	LOC118458078|XP_035776126.1|AALB
OG0004021	CCAP1982_LOCUS20908|CAD7012808.1|CCAP, CCAP1982_LOCUS20907|CAD7012807.1|CCAP	LOC118459640|XP_035779113.1|AALB
OG0004022	CCAP1982_LOCUS6981|CAD6998381.1|CCAP	LOC118458490|XP_035776935.1|AALB
OG0004023	CCAP1982_LOCUS7349|CAD6998795.1|CCAP	LOC118461553|XP_035782896.1|AALB
OG0004024	CCAP1982_LOCUS8113|CAD6999589.1|CCAP	LOC118469079|XP_035796464.1|AALB
OG0004025	CCAP1982_LOCUS5853|CAD6997217.1|CCAP	LOC118467248|XP_035793424.1|AALB
OG0004026	CCAP1982_LOCUS8058|CAD6999536.1|CCAP	LOC118468001|XP_035794867.1|AALB
OG0004028	CCAP1982_LOCUS7750|CAD6999216.1|CCAP, CCAP1982_LOCUS7749|CAD6999215.1|CCAP	LOC118461865|XP_035783566.1|AALB
OG0004029	CCAP1982_LOCUS7847|CAD6999320.1|CCAP	LOC118458184|XP_035776305.1|AALB
OG0004030	CCAP1982_LOCUS20235|CAD7012136.1|CCAP	LOC118459395|XP_035778598.1|AALB
OG0004031	CCAP1982_LOCUS6911|CAD6998302.1|CCAP, CCAP1982_LOCUS6910|CAD6998301.1|CCAP	LOC118457685|XP_035775345.1|AALB
OG0004032	CCAP1982_LOCUS5538|CAD6996865.1|CCAP	LOC118461840|XP_035783508.1|AALB
OG0004033	CCAP1982_LOCUS6288|CAD6997658.1|CCAP	LOC118461834|XP_035783488.1|AALB
OG0004034	CCAP1982_LOCUS7693|CAD6999155.1|CCAP	LOC118468432|XP_035795088.1|AALB
OG0004035	CCAP1982_LOCUS7567|CAD6999020.1|CCAP, CCAP1982_LOCUS7568|CAD6999021.1|CCAP	LOC118459759|XP_035779345.1|AALB
OG0004036	CCAP1982_LOCUS7596|CAD6999049.1|CCAP, CCAP1982_LOCUS7595|CAD6999048.1|CCAP	LOC118459757|XP_035779342.1|AALB
OG0004037	CCAP1982_LOCUS8865|CAD7000390.1|CCAP	LOC118460507|XP_035780760.1|AALB
OG0004038	CCAP1982_LOCUS7452|CAD6998905.1|CCAP	LOC118457503|XP_035775033.1|AALB
OG0004039	CCAP1982_LOCUS8230|CAD6999704.1|CCAP, CCAP1982_LOCUS8227|CAD6999701.1|CCAP, CCAP1982_LOCUS8229|CAD6999703.1|CCAP	LOC118458482|XP_035776921.1|AALB
OG0004040	CCAP1982_LOCUS22152|CAD7014146.1|CCAP	LOC118458659|XP_035777245.1|AALB
OG0004042	CCAP1982_LOCUS11857|CAD7003401.1|CCAP	LOC118467688|XP_035794364.1|AALB
OG0004043	CCAP1982_LOCUS7930|CAD6999404.1|CCAP	LOC118467681|XP_035794349.1|AALB
OG0004045	CCAP1982_LOCUS3700|CAD6994969.1|CCAP	LOC118468916|XP_035796117.1|AALB
OG0004046	CCAP1982_LOCUS7410|CAD6998861.1|CCAP	LOC118468907|XP_035796105.1|AALB
OG0004047	CCAP1982_LOCUS8042|CAD6999517.1|CCAP	LOC118468903|XP_035796096.1|AALB
OG0004048	CCAP1982_LOCUS23409|CAD7015469.1|CCAP	LOC118468905|XP_035796100.1|AALB
OG0004049	CCAP1982_LOCUS6937|CAD6998333.1|CCAP	LOC118457249|XP_035774530.1|AALB
OG0004050	CCAP1982_LOCUS8806|CAD7000323.1|CCAP	LOC118456214|XP_035772687.1|AALB
OG0004051	CCAP1982_LOCUS8560|CAD7000056.1|CCAP	LOC118460508|XP_035780761.1|AALB
OG0004054	CCAP1982_LOCUS8019|CAD6999495.1|CCAP	LOC118463596|XP_035786149.1|AALB
OG0004055	CCAP1982_LOCUS2177|CAD6993359.1|CCAP	LOC118457506|XP_035775038.1|AALB
OG0004056	CCAP1982_LOCUS3169|CAD6994417.1|CCAP	LOC118458967|XP_035777843.1|AALB
OG0004057	CCAP1982_LOCUS14479|CAD7006151.1|CCAP, CCAP1982_LOCUS14483|CAD7006155.1|CCAP	LOC118456648|XP_035773479.1|AALB
OG0004058	CCAP1982_LOCUS12052|CAD7003606.1|CCAP	LOC118460392|XP_035780561.1|AALB
OG0004059	CCAP1982_LOCUS954|CAD6992074.1|CCAP	LOC118460348|XP_035780479.1|AALB
OG0004060	CCAP1982_LOCUS123|CAD6991185.1|CCAP, CCAP1982_LOCUS5211|CAD6996543.1|CCAP	LOC118464215|XP_035787279.1|AALB
OG0004062	CCAP1982_LOCUS11610|CAD7003149.1|CCAP	LOC118469000|XP_035796322.1|AALB
OG0004064	CCAP1982_LOCUS13592|CAD7005233.1|CCAP	LOC118468806|XP_035795906.1|AALB
OG0004065	CCAP1982_LOCUS19980|CAD7011868.1|CCAP	LOC118456546|XP_035773305.1|AALB
OG0004066	CCAP1982_LOCUS19979|CAD7011867.1|CCAP	LOC118456557|XP_035773320.1|AALB
OG0004069	CCAP1982_LOCUS753|CAD6991855.1|CCAP	LOC118456543|XP_035773292.1|AALB
OG0004070	CCAP1982_LOCUS12521|CAD7004097.1|CCAP	LOC118458282|XP_035776498.1|AALB
OG0004071	CCAP1982_LOCUS14981|CAD7006680.1|CCAP	LOC118461906|XP_035783654.1|AALB
OG0004072	CCAP1982_LOCUS14980|CAD7006679.1|CCAP	LOC118457160|XP_035774380.1|AALB
OG0004074	CCAP1982_LOCUS20432|CAD7012338.1|CCAP	LOC118461423|XP_035782624.1|AALB
OG0004075	CCAP1982_LOCUS19452|CAD7011349.1|CCAP	LOC118456433|XP_035773083.1|AALB
OG0004076	CCAP1982_LOCUS20003|CAD7011891.1|CCAP, CCAP1982_LOCUS20000|CAD7011888.1|CCAP	LOC118459893|XP_035779586.1|AALB
OG0004077	CCAP1982_LOCUS8514|CAD7000009.1|CCAP	LOC118459461|XP_035778761.1|AALB
OG0004078	CCAP1982_LOCUS431|CAD6991510.1|CCAP	LOC118459484|XP_035778790.1|AALB
OG0004080	CCAP1982_LOCUS22425|CAD7014429.1|CCAP	LOC118456954|XP_035774023.1|AALB
OG0004081	CCAP1982_LOCUS20394|CAD7012298.1|CCAP	LOC118456936|XP_035773979.1|AALB
OG0004082	CCAP1982_LOCUS10303|CAD7001812.1|CCAP, CCAP1982_LOCUS2924|CAD6994159.1|CCAP	LOC118458629|XP_035777212.1|AALB
OG0004083	CCAP1982_LOCUS3354|CAD6994619.1|CCAP	LOC118458632|XP_035777214.1|AALB
OG0004084	CCAP1982_LOCUS13378|CAD7005002.1|CCAP	LOC118461787|XP_035783409.1|AALB
OG0004085	CCAP1982_LOCUS399|CAD6991474.1|CCAP	LOC118460781|XP_035781279.1|AALB
OG0004086	CCAP1982_LOCUS4267|CAD6995556.1|CCAP	LOC118459903|XP_035779623.1|AALB
OG0004088	CCAP1982_LOCUS3406|CAD6994671.1|CCAP	LOC118456643|XP_035773475.1|AALB
OG0004090	CCAP1982_LOCUS5053|CAD6996375.1|CCAP	LOC118461220|XP_035782187.1|AALB
OG0004091	CCAP1982_LOCUS781|CAD6991890.1|CCAP	LOC118459483|XP_035778788.1|AALB
OG0004095	CCAP1982_LOCUS4577|CAD6995876.1|CCAP	LOC118459340|XP_035778505.1|AALB
OG0004096	CCAP1982_LOCUS4265|CAD6995554.1|CCAP	LOC118459339|XP_035778504.1|AALB
OG0004097	CCAP1982_LOCUS14549|CAD7006223.1|CCAP	LOC118460959|XP_035781627.1|AALB
OG0004098	CCAP1982_LOCUS14552|CAD7006226.1|CCAP	LOC118460953|XP_035781622.1|AALB
OG0004099	CCAP1982_LOCUS681|CAD6991775.1|CCAP	LOC118459863|XP_035779531.1|AALB
OG0004100	CCAP1982_LOCUS731|CAD6991832.1|CCAP	LOC118458356|XP_035776601.1|AALB
OG0004101	CCAP1982_LOCUS728|CAD6991829.1|CCAP	LOC118458043|XP_035776055.1|AALB
OG0004102	CCAP1982_LOCUS4299|CAD6995590.1|CCAP	LOC118460343|XP_035780462.1|AALB
OG0004103	CCAP1982_LOCUS5050|CAD6996371.1|CCAP	LOC118460346|XP_035780477.1|AALB
OG0004104	CCAP1982_LOCUS478|CAD6991559.1|CCAP, CCAP1982_LOCUS479|CAD6991560.1|CCAP	LOC118460345|XP_035780475.1|AALB
OG0004105	CCAP1982_LOCUS13594|CAD7005236.1|CCAP	LOC118468483|XP_035795197.1|AALB
OG0004106	CCAP1982_LOCUS13889|CAD7005529.1|CCAP	LOC118461050|XP_035781834.1|AALB
OG0004107	CCAP1982_LOCUS22275|CAD7014272.1|CCAP	LOC118461040|XP_035781821.1|AALB
OG0004109	CCAP1982_LOCUS5056|CAD6996377.1|CCAP, CCAP1982_LOCUS5055|CAD6996376.1|CCAP	LOC118461025|XP_035781773.1|AALB
OG0004110	CCAP1982_LOCUS13874|CAD7005514.1|CCAP	LOC118461047|XP_035781831.1|AALB
OG0004111	CCAP1982_LOCUS876|CAD6991990.1|CCAP	LOC118458791|XP_035777525.1|AALB
OG0004112	CCAP1982_LOCUS327|CAD6991400.1|CCAP	LOC118468814|XP_035795923.1|AALB
OG0004116	CCAP1982_LOCUS4835|CAD6996142.1|CCAP	LOC118461705|XP_035783219.1|AALB
OG0004117	CCAP1982_LOCUS397|CAD6991472.1|CCAP	LOC118458353|XP_035776597.1|AALB
OG0004118	CCAP1982_LOCUS19408|CAD7011302.1|CCAP	LOC118458692|XP_035777324.1|AALB
OG0004119	CCAP1982_LOCUS4942|CAD6996259.1|CCAP	LOC118458828|XP_035777609.1|AALB
OG0004120	CCAP1982_LOCUS4906|CAD6996218.1|CCAP	LOC118460579|XP_035780885.1|AALB
OG0004121	CCAP1982_LOCUS12466|CAD7004041.1|CCAP	LOC118457734|XP_035775421.1|AALB
OG0004122	CCAP1982_LOCUS390|CAD6991465.1|CCAP	LOC118467063|XP_035792985.1|AALB
OG0004123	CCAP1982_LOCUS951|CAD6992070.1|CCAP	LOC118468604|XP_035795484.1|AALB
OG0004125	CCAP1982_LOCUS171|CAD6991234.1|CCAP	LOC118457443|XP_035774927.1|AALB
OG0004126	CCAP1982_LOCUS4241|CAD6995529.1|CCAP	LOC118456570|XP_035773332.1|AALB
OG0004127	CCAP1982_LOCUS6280|CAD6997648.1|CCAP	LOC118457377|XP_035774805.1|AALB
OG0004128	CCAP1982_LOCUS4639|CAD6995937.1|CCAP	LOC118461106|XP_035781917.1|AALB, LOC118461107|XP_035781918.1|AALB
OG0004129	CCAP1982_LOCUS7134|CAD6998548.1|CCAP	LOC118460097|XP_035780015.1|AALB
OG0004131	CCAP1982_LOCUS5075|CAD6996401.1|CCAP	LOC118461817|XP_035783462.1|AALB
OG0004132	CCAP1982_LOCUS12047|CAD7003599.1|CCAP	LOC118461810|XP_035783452.1|AALB
OG0004133	CCAP1982_LOCUS7605|CAD6999058.1|CCAP	LOC118461804|XP_035783443.1|AALB
OG0004134	CCAP1982_LOCUS4174|CAD6995459.1|CCAP	LOC118461793|XP_035783422.1|AALB
OG0004135	CCAP1982_LOCUS608|CAD6991695.1|CCAP	LOC118469063|XP_035796429.1|AALB
OG0004136	CCAP1982_LOCUS726|CAD6991826.1|CCAP	LOC118459464|XP_035778764.1|AALB
OG0004137	CCAP1982_LOCUS22274|CAD7014271.1|CCAP	LOC118461182|XP_035782102.1|AALB
OG0004140	CCAP1982_LOCUS21111|CAD7013025.1|CCAP	LOC118459550|XP_035778924.1|AALB
OG0004141	CCAP1982_LOCUS20108|CAD7011997.1|CCAP	LOC118456160|XP_035772576.1|AALB
OG0004143	CCAP1982_LOCUS165|CAD6991228.1|CCAP	LOC118457212|XP_035774478.1|AALB
OG0004144	CCAP1982_LOCUS12765|CAD7004349.1|CCAP	LOC118457193|XP_035774436.1|AALB
OG0004145	CCAP1982_LOCUS11264|CAD7002794.1|CCAP	LOC118456973|XP_035774063.1|AALB
OG0004146	CCAP1982_LOCUS4817|CAD6996122.1|CCAP	LOC118456972|XP_035774061.1|AALB
OG0004147	CCAP1982_LOCUS6285|CAD6997654.1|CCAP	LOC118459717|XP_035779270.1|AALB
OG0004148	CCAP1982_LOCUS4228|CAD6995515.1|CCAP, CCAP1982_LOCUS4229|CAD6995516.1|CCAP	LOC118456655|XP_035773496.1|AALB
OG0004149	CCAP1982_LOCUS874|CAD6991987.1|CCAP, CCAP1982_LOCUS871|CAD6991984.1|CCAP	LOC118458090|XP_035776144.1|AALB
OG0004150	CCAP1982_LOCUS437|CAD6991518.1|CCAP	LOC118457455|XP_035774945.1|AALB
OG0004151	CCAP1982_LOCUS129|CAD6991191.1|CCAP, CCAP1982_LOCUS130|CAD6991192.1|CCAP	LOC118469053|XP_035796412.1|AALB
OG0004152	CCAP1982_LOCUS5029|CAD6996351.1|CCAP	LOC118457616|XP_035775223.1|AALB
OG0004153	CCAP1982_LOCUS21634|CAD7013578.1|CCAP	LOC118468622|XP_035795526.1|AALB
OG0004154	CCAP1982_LOCUS13327|CAD7004948.1|CCAP	LOC118468620|XP_035795523.1|AALB
