Orthogroup	CCAP.longest_only	CPIP.longest_only
OG0004103	CCAP1982_LOCUS5050|CAD6996371.1|CCAP	LOC120417658|XP_039435714.1|CPIP
OG0004104	CCAP1982_LOCUS478|CAD6991559.1|CCAP, CCAP1982_LOCUS479|CAD6991560.1|CCAP	LOC120417655|XP_039435710.1|CPIP
OG0004105	CCAP1982_LOCUS13594|CAD7005236.1|CCAP	LOC120426337|XP_039447031.1|CPIP
OG0004106	CCAP1982_LOCUS13889|CAD7005529.1|CCAP	LOC120426331|XP_039447025.1|CPIP
OG0004107	CCAP1982_LOCUS22275|CAD7014272.1|CCAP	LOC120426318|XP_039447011.1|CPIP
OG0004109	CCAP1982_LOCUS5056|CAD6996377.1|CCAP, CCAP1982_LOCUS5055|CAD6996376.1|CCAP	LOC120426323|XP_039447016.1|CPIP
OG0004110	CCAP1982_LOCUS13874|CAD7005514.1|CCAP	LOC120426083|XP_039446727.1|CPIP
OG0004111	CCAP1982_LOCUS876|CAD6991990.1|CCAP	LOC120426075|XP_039446716.1|CPIP
OG0004112	CCAP1982_LOCUS327|CAD6991400.1|CCAP	LOC120432344|XP_039453466.1|CPIP
OG0004116	CCAP1982_LOCUS4835|CAD6996142.1|CCAP	LOC120416957|XP_039434797.1|CPIP
OG0004117	CCAP1982_LOCUS397|CAD6991472.1|CCAP	LOC120416958|XP_039434803.1|CPIP
OG0004118	CCAP1982_LOCUS19408|CAD7011302.1|CCAP	LOC120426769|XP_039447477.1|CPIP
OG0004119	CCAP1982_LOCUS4942|CAD6996259.1|CCAP	LOC120415268|XP_039432672.1|CPIP
OG0004120	CCAP1982_LOCUS4906|CAD6996218.1|CCAP	LOC120414359|XP_039431457.1|CPIP
OG0004121	CCAP1982_LOCUS12466|CAD7004041.1|CCAP	LOC120431675|XP_039452728.1|CPIP, LOC120419111|XP_039437641.1|CPIP
OG0004122	CCAP1982_LOCUS390|CAD6991465.1|CCAP	LOC120432179|XP_039453253.1|CPIP
OG0004123	CCAP1982_LOCUS951|CAD6992070.1|CCAP	LOC120432163|XP_039453229.1|CPIP
OG0004125	CCAP1982_LOCUS171|CAD6991234.1|CCAP	LOC120432401|XP_039453535.1|CPIP
OG0004126	CCAP1982_LOCUS4241|CAD6995529.1|CCAP	LOC120432394|XP_039453523.1|CPIP
OG0004127	CCAP1982_LOCUS6280|CAD6997648.1|CCAP	LOC120423961|XP_039443883.1|CPIP
OG0004128	CCAP1982_LOCUS4639|CAD6995937.1|CCAP	LOC120414412|XP_039431529.1|CPIP
OG0004129	CCAP1982_LOCUS7134|CAD6998548.1|CCAP	LOC120413836|XP_039430728.1|CPIP
OG0004131	CCAP1982_LOCUS5075|CAD6996401.1|CCAP	LOC120414760|XP_039432010.1|CPIP
OG0004132	CCAP1982_LOCUS12047|CAD7003599.1|CCAP	LOC120413975|XP_039430920.1|CPIP
OG0004133	CCAP1982_LOCUS7605|CAD6999058.1|CCAP	LOC120419718|XP_039438440.1|CPIP, LOC120424007|XP_039443953.1|CPIP
OG0004134	CCAP1982_LOCUS4174|CAD6995459.1|CCAP	LOC120419708|XP_039438429.1|CPIP, LOC120424005|XP_039443950.1|CPIP
OG0004135	CCAP1982_LOCUS608|CAD6991695.1|CCAP	LOC120419245|XP_039437832.1|CPIP
OG0004136	CCAP1982_LOCUS726|CAD6991826.1|CCAP	LOC120419235|XP_039437825.1|CPIP
OG0004137	CCAP1982_LOCUS22274|CAD7014271.1|CCAP	LOC120428215|XP_039449126.1|CPIP
OG0004140	CCAP1982_LOCUS21111|CAD7013025.1|CCAP	LOC120417059|XP_039434950.1|CPIP
OG0004141	CCAP1982_LOCUS20108|CAD7011997.1|CCAP	LOC120417046|XP_039434928.1|CPIP
OG0004143	CCAP1982_LOCUS165|CAD6991228.1|CCAP	LOC120415918|XP_039433498.1|CPIP
OG0004144	CCAP1982_LOCUS12765|CAD7004349.1|CCAP	LOC120425459|XP_039445924.1|CPIP, LOC120430077|XP_039451102.1|CPIP, LOC120415955|XP_039433531.1|CPIP
OG0004145	CCAP1982_LOCUS11264|CAD7002794.1|CCAP	LOC120420946|XP_039440016.1|CPIP
OG0004146	CCAP1982_LOCUS4817|CAD6996122.1|CCAP	LOC120420932|XP_039439998.1|CPIP
OG0004147	CCAP1982_LOCUS6285|CAD6997654.1|CCAP	LOC120417536|XP_039435552.1|CPIP
OG0004148	CCAP1982_LOCUS4228|CAD6995515.1|CCAP, CCAP1982_LOCUS4229|CAD6995516.1|CCAP	LOC120417512|XP_039435525.1|CPIP
OG0004150	CCAP1982_LOCUS437|CAD6991518.1|CCAP	LOC120425867|XP_039446423.1|CPIP
OG0004151	CCAP1982_LOCUS129|CAD6991191.1|CCAP, CCAP1982_LOCUS130|CAD6991192.1|CCAP	LOC120421230|XP_039440363.1|CPIP
OG0004152	CCAP1982_LOCUS5029|CAD6996351.1|CCAP	LOC120421249|XP_039440382.1|CPIP
OG0004153	CCAP1982_LOCUS21634|CAD7013578.1|CCAP	LOC120417329|XP_039435250.1|CPIP
OG0004154	CCAP1982_LOCUS13327|CAD7004948.1|CCAP	LOC120417336|XP_039435271.1|CPIP
OG0004155	CCAP1982_LOCUS4683|CAD6995973.1|CCAP	LOC120428861|XP_039449919.1|CPIP
OG0004158	CCAP1982_LOCUS10978|CAD7002489.1|CCAP	LOC120413789|XP_039430672.1|CPIP
OG0004159	CCAP1982_LOCUS685|CAD6991780.1|CCAP	LOC120413790|XP_039430674.1|CPIP
OG0004160	CCAP1982_LOCUS11609|CAD7003148.1|CCAP	LOC120413779|XP_039430657.1|CPIP
OG0004161	CCAP1982_LOCUS597|CAD6991684.1|CCAP	LOC120413747|XP_039430606.1|CPIP
OG0004162	CCAP1982_LOCUS4533|CAD6995831.1|CCAP, CCAP1982_LOCUS698|CAD6991794.1|CCAP, CCAP1982_LOCUS4534|CAD6995832.1|CCAP	LOC120413798|XP_039430682.1|CPIP
OG0004163	CCAP1982_LOCUS850|CAD6991962.1|CCAP	LOC120413811|XP_039430701.1|CPIP
OG0004164	CCAP1982_LOCUS4677|CAD6995966.1|CCAP	LOC120413780|XP_039430658.1|CPIP
OG0004165	CCAP1982_LOCUS19717|CAD7011628.1|CCAP	LOC120422488|XP_039441878.1|CPIP
OG0004166	CCAP1982_LOCUS21133|CAD7013051.1|CCAP	LOC120422497|XP_039441886.1|CPIP
OG0004167	CCAP1982_LOCUS5177|CAD6996509.1|CCAP	LOC120431509|XP_039452544.1|CPIP
OG0004168	CCAP1982_LOCUS2525|CAD6993726.1|CCAP	LOC120426114|XP_039446751.1|CPIP, LOC120425880|XP_039446434.1|CPIP
OG0004173	CCAP1982_LOCUS19432|CAD7011327.1|CCAP	LOC120414822|XP_039432082.1|CPIP
OG0004174	CCAP1982_LOCUS20560|CAD7012483.1|CCAP	LOC120414817|XP_039432073.1|CPIP
OG0004175	CCAP1982_LOCUS19897|CAD7011786.1|CCAP	LOC120414814|XP_039432070.1|CPIP
OG0004176	CCAP1982_LOCUS14900|CAD7006589.1|CCAP	LOC120414819|XP_039432079.1|CPIP
OG0004177	CCAP1982_LOCUS779|CAD6991888.1|CCAP	LOC120427522|XP_039448325.1|CPIP, LOC120430524|XP_039451574.1|CPIP
OG0004178	CCAP1982_LOCUS1014|CAD6992135.1|CCAP	LOC120427517|XP_039448310.1|CPIP
OG0004180	CCAP1982_LOCUS994|CAD6992110.1|CCAP	LOC120413922|XP_039430835.1|CPIP
OG0004181	CCAP1982_LOCUS4887|CAD6996197.1|CCAP	LOC120413976|XP_039430917.1|CPIP
OG0004182	CCAP1982_LOCUS11202|CAD7002727.1|CCAP	LOC120413077|XP_039429713.1|CPIP
OG0004183	CCAP1982_LOCUS11208|CAD7002733.1|CCAP	LOC120413063|XP_039429700.1|CPIP
OG0004184	CCAP1982_LOCUS12747|CAD7004328.1|CCAP	LOC120413041|XP_039429665.1|CPIP
OG0004185	CCAP1982_LOCUS8866|CAD7000391.1|CCAP	LOC120413040|XP_039429664.1|CPIP
OG0004187	CCAP1982_LOCUS803|CAD6991914.1|CCAP	LOC120413075|XP_039429711.1|CPIP
OG0004188	CCAP1982_LOCUS761|CAD6991867.1|CCAP	LOC120423267|XP_039442937.1|CPIP
OG0004189	CCAP1982_LOCUS239|CAD6991310.1|CCAP	LOC120423276|XP_039442950.1|CPIP
OG0004190	CCAP1982_LOCUS4392|CAD6995685.1|CCAP	LOC120423272|XP_039442945.1|CPIP
OG0004191	CCAP1982_LOCUS4388|CAD6995681.1|CCAP	LOC120423274|XP_039442948.1|CPIP
OG0004192	CCAP1982_LOCUS4412|CAD6995705.1|CCAP	LOC120412950|XP_039429524.1|CPIP
OG0004194	CCAP1982_LOCUS641|CAD6991730.1|CCAP, CCAP1982_LOCUS642|CAD6991731.1|CCAP	LOC120412975|XP_039429556.1|CPIP
OG0004196	CCAP1982_LOCUS4909|CAD6996221.1|CCAP, CCAP1982_LOCUS4910|CAD6996222.1|CCAP	LOC120412919|XP_039429485.1|CPIP
OG0004197	CCAP1982_LOCUS4973|CAD6996289.1|CCAP	LOC120412972|XP_039429553.1|CPIP
OG0004198	CCAP1982_LOCUS4888|CAD6996198.1|CCAP	LOC120412992|XP_039429575.1|CPIP
OG0004199	CCAP1982_LOCUS4967|CAD6996284.1|CCAP	LOC120428641|XP_039449616.1|CPIP, LOC120427477|XP_039448277.1|CPIP
OG0004200	CCAP1982_LOCUS19719|CAD7011630.1|CCAP	LOC120414389|XP_039431496.1|CPIP
OG0004201	CCAP1982_LOCUS2523|CAD6993724.1|CCAP	LOC120414387|XP_039431495.1|CPIP
OG0004202	CCAP1982_LOCUS778|CAD6991887.1|CCAP	LOC120414424|XP_039431538.1|CPIP
OG0004203	CCAP1982_LOCUS5076|CAD6996402.1|CCAP	LOC120414428|XP_039431543.1|CPIP
OG0004204	CCAP1982_LOCUS13381|CAD7005006.1|CCAP	LOC120414425|XP_039431539.1|CPIP
OG0004205	CCAP1982_LOCUS12289|CAD7003859.1|CCAP	LOC120414422|XP_039431536.1|CPIP
OG0004206	CCAP1982_LOCUS640|CAD6991727.1|CCAP	LOC120414426|XP_039431540.1|CPIP
OG0004207	CCAP1982_LOCUS4424|CAD6995717.1|CCAP	LOC120413958|XP_039430898.1|CPIP
OG0004208	CCAP1982_LOCUS5119|CAD6996447.1|CCAP	LOC120413960|XP_039430900.1|CPIP, LOC120424392|XP_039444424.1|CPIP
OG0004209	CCAP1982_LOCUS2834|CAD6994062.1|CCAP	LOC120424408|XP_039444447.1|CPIP
OG0004210	CCAP1982_LOCUS2801|CAD6994024.1|CCAP	LOC120417904|XP_039436068.1|CPIP
OG0004211	CCAP1982_LOCUS8564|CAD7000060.1|CCAP	LOC120417907|XP_039436070.1|CPIP
OG0004212	CCAP1982_LOCUS4529|CAD6995827.1|CCAP	LOC120414015|XP_039430965.1|CPIP, LOC120431910|XP_039452975.1|CPIP
OG0004213	CCAP1982_LOCUS4961|CAD6996278.1|CCAP	LOC120413998|XP_039430941.1|CPIP
OG0004214	CCAP1982_LOCUS19735|CAD7011649.1|CCAP	LOC120413986|XP_039430926.1|CPIP
OG0004215	CCAP1982_LOCUS19619|CAD7011530.1|CCAP	LOC120425926|XP_039446480.1|CPIP
OG0004216	CCAP1982_LOCUS13608|CAD7005251.1|CCAP	LOC120426314|XP_039447007.1|CPIP
OG0004217	CCAP1982_LOCUS11285|CAD7002814.1|CCAP	LOC120426302|XP_039446984.1|CPIP
OG0004218	CCAP1982_LOCUS20276|CAD7012174.1|CCAP	LOC120422368|XP_039441711.1|CPIP
OG0004219	CCAP1982_LOCUS444|CAD6991525.1|CCAP	LOC120427434|XP_039448224.1|CPIP
OG0004220	CCAP1982_LOCUS4802|CAD6996102.1|CCAP	LOC120423452|XP_039443206.1|CPIP
OG0004221	CCAP1982_LOCUS504|CAD6991586.1|CCAP	LOC120421496|XP_039440648.1|CPIP
OG0004222	CCAP1982_LOCUS383|CAD6991458.1|CCAP	LOC120421482|XP_039440633.1|CPIP
OG0004223	CCAP1982_LOCUS385|CAD6991460.1|CCAP	LOC120421484|XP_039440637.1|CPIP
OG0004224	CCAP1982_LOCUS4556|CAD6995855.1|CCAP	LOC120421483|XP_039440634.1|CPIP
OG0004226	CCAP1982_LOCUS4771|CAD6996064.1|CCAP	LOC120422218|XP_039441541.1|CPIP
OG0004227	CCAP1982_LOCUS5073|CAD6996398.1|CCAP	LOC120421385|XP_039440518.1|CPIP
OG0004228	CCAP1982_LOCUS5074|CAD6996400.1|CCAP	LOC120422106|XP_039441403.1|CPIP
OG0004231	CCAP1982_LOCUS12731|CAD7004311.1|CCAP	LOC120420902|XP_039439961.1|CPIP
OG0004232	CCAP1982_LOCUS12728|CAD7004308.1|CCAP	LOC120420936|XP_039440007.1|CPIP
OG0004233	CCAP1982_LOCUS12727|CAD7004307.1|CCAP	LOC120420928|XP_039439995.1|CPIP
OG0004234	CCAP1982_LOCUS12713|CAD7004293.1|CCAP	LOC120421698|XP_039440874.1|CPIP
OG0004235	CCAP1982_LOCUS602|CAD6991689.1|CCAP	LOC120421781|XP_039440988.1|CPIP
OG0004236	CCAP1982_LOCUS581|CAD6991668.1|CCAP	LOC120421122|XP_039440216.1|CPIP
OG0004238	CCAP1982_LOCUS4868|CAD6996176.1|CCAP	LOC120427944|XP_039448824.1|CPIP
OG0004239	CCAP1982_LOCUS517|CAD6991600.1|CCAP	LOC120427946|XP_039448828.1|CPIP
OG0004240	CCAP1982_LOCUS1006|CAD6992125.1|CCAP	LOC120422732|XP_039442204.1|CPIP
OG0004241	CCAP1982_LOCUS4244|CAD6995533.1|CCAP	LOC120422739|XP_039442212.1|CPIP
OG0004242	CCAP1982_LOCUS249|CAD6991320.1|CCAP	LOC120422752|XP_039442229.1|CPIP
OG0004243	CCAP1982_LOCUS12059|CAD7003617.1|CCAP	LOC120422736|XP_039442209.1|CPIP
OG0004244	CCAP1982_LOCUS2601|CAD6993805.1|CCAP	LOC120422737|XP_039442210.1|CPIP
OG0004245	CCAP1982_LOCUS12883|CAD7004478.1|CCAP	LOC120422726|XP_039442188.1|CPIP
OG0004246	CCAP1982_LOCUS13443|CAD7005079.1|CCAP	LOC120418254|XP_039436501.1|CPIP, LOC120422740|XP_039442213.1|CPIP
OG0004248	CCAP1982_LOCUS19693|CAD7011604.1|CCAP	LOC120418277|XP_039436531.1|CPIP
OG0004249	CCAP1982_LOCUS11315|CAD7002846.1|CCAP	LOC120431601|XP_039452640.1|CPIP
OG0004253	CCAP1982_LOCUS265|CAD6991336.1|CCAP	LOC120431178|XP_039452246.1|CPIP
OG0004257	CCAP1982_LOCUS22697|CAD7014717.1|CCAP	LOC120429515|XP_039450521.1|CPIP
OG0004258	CCAP1982_LOCUS4253|CAD6995542.1|CCAP	LOC120425158|XP_039445522.1|CPIP
OG0004260	CCAP1982_LOCUS4546|CAD6995845.1|CCAP, CCAP1982_LOCUS4545|CAD6995844.1|CCAP	LOC120430960|XP_039452026.1|CPIP
OG0004261	CCAP1982_LOCUS4561|CAD6995860.1|CCAP	LOC120431529|XP_039452557.1|CPIP
OG0004262	CCAP1982_LOCUS4940|CAD6996257.1|CCAP	LOC120420190|XP_039439111.1|CPIP
OG0004263	CCAP1982_LOCUS4505|CAD6995801.1|CCAP, CCAP1982_LOCUS4501|CAD6995797.1|CCAP, CCAP1982_LOCUS4507|CAD6995803.1|CCAP	LOC120417918|XP_039436089.1|CPIP
OG0004264	CCAP1982_LOCUS4358|CAD6995651.1|CCAP, CCAP1982_LOCUS4362|CAD6995655.1|CCAP	LOC120422886|XP_039442381.1|CPIP
OG0004265	CCAP1982_LOCUS4383|CAD6995676.1|CCAP, CCAP1982_LOCUS4384|CAD6995677.1|CCAP, CCAP1982_LOCUS4385|CAD6995678.1|CCAP	LOC120429182|XP_039450329.1|CPIP
OG0004266	CCAP1982_LOCUS4594|CAD6995893.1|CCAP, CCAP1982_LOCUS4597|CAD6995896.1|CCAP	LOC120423160|XP_039442775.1|CPIP
OG0004267	CCAP1982_LOCUS522|CAD6991607.1|CCAP	LOC120429730|XP_039450715.1|CPIP, LOC120423158|XP_039442773.1|CPIP
OG0004268	CCAP1982_LOCUS20854|CAD7012750.1|CCAP, CCAP1982_LOCUS20851|CAD7012747.1|CCAP	LOC120423149|XP_039442764.1|CPIP
OG0004269	CCAP1982_LOCUS19685|CAD7011596.1|CCAP	LOC120419442|XP_039438058.1|CPIP
OG0004271	CCAP1982_LOCUS20302|CAD7012201.1|CCAP	LOC120427161|XP_039447953.1|CPIP
OG0004272	CCAP1982_LOCUS4340|CAD6995634.1|CCAP	LOC120419429|XP_039438041.1|CPIP
OG0004273	CCAP1982_LOCUS161|CAD6991223.1|CCAP	LOC120419440|XP_039438056.1|CPIP
OG0004276	CCAP1982_LOCUS14007|CAD7005650.1|CCAP	LOC120419559|XP_039438217.1|CPIP
OG0004279	CCAP1982_LOCUS7486|CAD6998940.1|CCAP	LOC120416640|XP_039434384.1|CPIP
OG0004281	CCAP1982_LOCUS21015|CAD7012916.1|CCAP	LOC120419936|XP_039438733.1|CPIP
OG0004282	CCAP1982_LOCUS20192|CAD7012092.1|CCAP	LOC120419949|XP_039438743.1|CPIP
OG0004283	CCAP1982_LOCUS20191|CAD7012091.1|CCAP	LOC120419952|XP_039438747.1|CPIP
OG0004284	CCAP1982_LOCUS14047|CAD7005695.1|CCAP	LOC120412523|XP_039428951.1|CPIP
OG0004285	CCAP1982_LOCUS1989|CAD6993164.1|CCAP	LOC120412552|XP_039428991.1|CPIP
OG0004286	CCAP1982_LOCUS14014|CAD7005657.1|CCAP	LOC120418005|XP_039436182.1|CPIP
OG0004287	CCAP1982_LOCUS14015|CAD7005658.1|CCAP	LOC120417993|XP_039436171.1|CPIP
OG0004288	CCAP1982_LOCUS14023|CAD7005668.1|CCAP	LOC120418009|XP_039436187.1|CPIP
OG0004289	CCAP1982_LOCUS13561|CAD7005201.1|CCAP	LOC120423635|XP_039443437.1|CPIP
OG0004290	CCAP1982_LOCUS7141|CAD6998557.1|CCAP	LOC120425232|XP_039445601.1|CPIP
OG0004292	CCAP1982_LOCUS11660|CAD7003198.1|CCAP	LOC120420848|XP_039439899.1|CPIP
OG0004293	CCAP1982_LOCUS14311|CAD7005973.1|CCAP	LOC120420854|XP_039439906.1|CPIP
OG0004294	CCAP1982_LOCUS12288|CAD7003858.1|CCAP	LOC120420858|XP_039439910.1|CPIP
OG0004295	CCAP1982_LOCUS14230|CAD7005890.1|CCAP	LOC120420841|XP_039439893.1|CPIP
OG0004296	CCAP1982_LOCUS14227|CAD7005885.1|CCAP	LOC120420851|XP_039439902.1|CPIP
OG0004297	CCAP1982_LOCUS19484|CAD7011384.1|CCAP	LOC120425396|XP_039445846.1|CPIP
OG0004298	CCAP1982_LOCUS19985|CAD7011873.1|CCAP	LOC120431028|XP_039452115.1|CPIP
OG0004299	CCAP1982_LOCUS19595|CAD7011499.1|CCAP	LOC120415272|XP_039432676.1|CPIP
OG0004300	CCAP1982_LOCUS19690|CAD7011601.1|CCAP	LOC120422168|XP_039441479.1|CPIP
OG0004301	CCAP1982_LOCUS11662|CAD7003201.1|CCAP	LOC120422166|XP_039441477.1|CPIP
OG0004302	CCAP1982_LOCUS19591|CAD7011493.1|CCAP	LOC120420420|XP_039439372.1|CPIP
OG0004303	CCAP1982_LOCUS19644|CAD7011556.1|CCAP	LOC120427529|XP_039448329.1|CPIP
OG0004304	CCAP1982_LOCUS19646|CAD7011558.1|CCAP	LOC120427542|XP_039448345.1|CPIP
OG0004305	CCAP1982_LOCUS20617|CAD7012534.1|CCAP	LOC120416760|XP_039434528.1|CPIP
OG0004309	CCAP1982_LOCUS9212|CAD7000739.1|CCAP, CCAP1982_LOCUS12833|CAD7004424.1|CCAP	LOC120431247|XP_039452319.1|CPIP
OG0004310	CCAP1982_LOCUS20266|CAD7012164.1|CCAP, CCAP1982_LOCUS20267|CAD7012165.1|CCAP	LOC120417563|XP_039435589.1|CPIP
OG0004311	CCAP1982_LOCUS13945|CAD7005585.1|CCAP	LOC120417587|XP_039435632.1|CPIP
OG0004314	CCAP1982_LOCUS20886|CAD7012784.1|CCAP	LOC120415271|XP_039432669.1|CPIP
OG0004315	CCAP1982_LOCUS20483|CAD7012393.1|CCAP	LOC120415301|XP_039432707.1|CPIP
OG0004316	CCAP1982_LOCUS20231|CAD7012133.1|CCAP	LOC120415315|XP_039432731.1|CPIP
OG0004317	CCAP1982_LOCUS21017|CAD7012918.1|CCAP	LOC120415286|XP_039432689.1|CPIP
OG0004318	CCAP1982_LOCUS19469|CAD7011365.1|CCAP	LOC120415322|XP_039432739.1|CPIP
OG0004319	CCAP1982_LOCUS20313|CAD7012214.1|CCAP	LOC120424969|XP_039445262.1|CPIP
OG0004320	CCAP1982_LOCUS19919|CAD7011809.1|CCAP	LOC120418469|XP_039436837.1|CPIP
OG0004321	CCAP1982_LOCUS5519|CAD6996843.1|CCAP	LOC120426480|XP_039447180.1|CPIP
OG0004322	CCAP1982_LOCUS1150|CAD6992282.1|CCAP	LOC120426487|XP_039447185.1|CPIP
OG0004324	CCAP1982_LOCUS7061|CAD6998464.1|CCAP	LOC120420375|XP_039439312.1|CPIP
OG0004325	CCAP1982_LOCUS20491|CAD7012403.1|CCAP	LOC120420387|XP_039439334.1|CPIP
OG0004326	CCAP1982_LOCUS20495|CAD7012408.1|CCAP	LOC120416214|XP_039433839.1|CPIP
OG0004329	CCAP1982_LOCUS21125|CAD7013042.1|CCAP	LOC120423243|XP_039442891.1|CPIP
OG0004330	CCAP1982_LOCUS21139|CAD7013058.1|CCAP	LOC120414924|XP_039432192.1|CPIP
OG0004331	CCAP1982_LOCUS20282|CAD7012180.1|CCAP	LOC120414902|XP_039432165.1|CPIP
OG0004332	CCAP1982_LOCUS5850|CAD6997212.1|CCAP, CCAP1982_LOCUS5685|CAD6997026.1|CCAP	LOC120414911|XP_039432179.1|CPIP
OG0004333	CCAP1982_LOCUS8606|CAD7000111.1|CCAP	LOC120414894|XP_039432150.1|CPIP
OG0004334	CCAP1982_LOCUS7401|CAD6998852.1|CCAP	LOC120414895|XP_039432152.1|CPIP
OG0004335	CCAP1982_LOCUS20911|CAD7012811.1|CCAP, CCAP1982_LOCUS20912|CAD7012812.1|CCAP	LOC120414893|XP_039432149.1|CPIP
OG0004336	CCAP1982_LOCUS20900|CAD7012800.1|CCAP	LOC120414904|XP_039432167.1|CPIP
OG0004337	CCAP1982_LOCUS8867|CAD7000392.1|CCAP	LOC120414897|XP_039432158.1|CPIP
OG0004338	CCAP1982_LOCUS20627|CAD7012541.1|CCAP	LOC120418452|XP_039436809.1|CPIP
OG0004339	CCAP1982_LOCUS20486|CAD7012396.1|CCAP	LOC120418441|XP_039436783.1|CPIP
OG0004340	CCAP1982_LOCUS20485|CAD7012395.1|CCAP	LOC120418440|XP_039436782.1|CPIP
OG0004341	CCAP1982_LOCUS20884|CAD7012781.1|CCAP	LOC120431261|XP_039452328.1|CPIP
OG0004342	CCAP1982_LOCUS19844|CAD7011732.1|CCAP, CCAP1982_LOCUS19847|CAD7011735.1|CCAP	LOC120417243|XP_039435137.1|CPIP
OG0004343	CCAP1982_LOCUS20612|CAD7012529.1|CCAP, CCAP1982_LOCUS20611|CAD7012528.1|CCAP	LOC120417222|XP_039435117.1|CPIP
OG0004344	CCAP1982_LOCUS20599|CAD7012516.1|CCAP	LOC120417227|XP_039435121.1|CPIP
OG0004345	CCAP1982_LOCUS20472|CAD7012380.1|CCAP	LOC120427046|XP_039447811.1|CPIP
OG0004346	CCAP1982_LOCUS20474|CAD7012382.1|CCAP	LOC120427044|XP_039447809.1|CPIP
OG0004347	CCAP1982_LOCUS20479|CAD7012387.1|CCAP, CCAP1982_LOCUS20480|CAD7012388.1|CCAP	LOC120421729|XP_039440916.1|CPIP
OG0004348	CCAP1982_LOCUS21114|CAD7013029.1|CCAP	LOC120427759|XP_039448602.1|CPIP
OG0004349	CCAP1982_LOCUS21124|CAD7013040.1|CCAP	LOC120428141|XP_039449060.1|CPIP
OG0004350	CCAP1982_LOCUS20216|CAD7012117.1|CCAP	LOC120424452|XP_039444518.1|CPIP
OG0004351	CCAP1982_LOCUS19464|CAD7011362.1|CCAP	LOC120425053|XP_039445363.1|CPIP
OG0004352	CCAP1982_LOCUS2753|CAD6993968.1|CCAP	LOC120415282|XP_039432686.1|CPIP
OG0004353	CCAP1982_LOCUS2747|CAD6993962.1|CCAP	LOC120424181|XP_039444174.1|CPIP
OG0004354	CCAP1982_LOCUS2751|CAD6993966.1|CCAP	LOC120424208|XP_039444199.1|CPIP
OG0004355	CCAP1982_LOCUS5165|CAD6996496.1|CCAP, CCAP1982_LOCUS5164|CAD6996495.1|CCAP	LOC120425122|XP_039445482.1|CPIP
OG0004356	CCAP1982_LOCUS20165|CAD7012063.1|CCAP	LOC120424388|XP_039444423.1|CPIP
OG0004358	CCAP1982_LOCUS21032|CAD7012936.1|CCAP	LOC120429097|XP_039450195.1|CPIP
OG0004359	CCAP1982_LOCUS21069|CAD7012978.1|CCAP	LOC120428515|XP_039449462.1|CPIP
OG0004361	CCAP1982_LOCUS124|CAD6991186.1|CCAP	LOC120421469|XP_039440621.1|CPIP
OG0004362	CCAP1982_LOCUS11528|CAD7003065.1|CCAP	LOC120421462|XP_039440608.1|CPIP
OG0004364	CCAP1982_LOCUS19437|CAD7011332.1|CCAP	LOC120421461|XP_039440607.1|CPIP
OG0004365	CCAP1982_LOCUS20373|CAD7012277.1|CCAP	LOC120416734|XP_039434495.1|CPIP
OG0004366	CCAP1982_LOCUS7487|CAD6998941.1|CCAP	LOC120427348|XP_039448139.1|CPIP
OG0004367	CCAP1982_LOCUS13679|CAD7005319.1|CCAP	LOC120426855|XP_039447591.1|CPIP, LOC120427340|XP_039448128.1|CPIP
OG0004368	CCAP1982_LOCUS14639|CAD7006317.1|CCAP	LOC120426868|XP_039447606.1|CPIP
OG0004369	CCAP1982_LOCUS21012|CAD7012913.1|CCAP	LOC120428057|XP_039448950.1|CPIP
OG0004370	CCAP1982_LOCUS20189|CAD7012089.1|CCAP, CCAP1982_LOCUS20190|CAD7012090.1|CCAP	LOC120415122|XP_039432477.1|CPIP
OG0004371	CCAP1982_LOCUS19661|CAD7011573.1|CCAP, CCAP1982_LOCUS19662|CAD7011574.1|CCAP	LOC120422942|XP_039442458.1|CPIP
OG0004372	CCAP1982_LOCUS19495|CAD7011395.1|CCAP	LOC120422940|XP_039442452.1|CPIP
OG0004373	CCAP1982_LOCUS19403|CAD7011296.1|CCAP	LOC120422964|XP_039442486.1|CPIP
OG0004374	CCAP1982_LOCUS20457|CAD7012363.1|CCAP	LOC120415366|XP_039432792.1|CPIP
OG0004375	CCAP1982_LOCUS11837|CAD7003378.1|CCAP	LOC120415852|XP_039433423.1|CPIP
OG0004377	CCAP1982_LOCUS12327|CAD7003898.1|CCAP	LOC120415103|XP_039432455.1|CPIP
OG0004378	CCAP1982_LOCUS19863|CAD7011751.1|CCAP, CCAP1982_LOCUS19864|CAD7011752.1|CCAP	LOC120415142|XP_039432503.1|CPIP
OG0004379	CCAP1982_LOCUS20371|CAD7012275.1|CCAP	LOC120415132|XP_039432492.1|CPIP
OG0004380	CCAP1982_LOCUS20249|CAD7012152.1|CCAP	LOC120415448|XP_039432931.1|CPIP
OG0004381	CCAP1982_LOCUS4217|CAD6995504.1|CCAP	LOC120420350|XP_039439279.1|CPIP
OG0004382	CCAP1982_LOCUS20042|CAD7011930.1|CCAP	LOC120419145|XP_039437713.1|CPIP
OG0004383	CCAP1982_LOCUS19729|CAD7011642.1|CCAP	LOC120419169|XP_039437755.1|CPIP
OG0004384	CCAP1982_LOCUS19730|CAD7011643.1|CCAP	LOC120419170|XP_039437757.1|CPIP
